geo,time,st_int_xpnd_cd
geo,2010,329000000
geo,2011,384000000
geo,2012,471000000
geo,2013,537000000
geo,2014,563000000
geo,2015,609000000
geo,2016,706000000
geo,2017,853000000
geo,2018,960000000
geo,2019,1124000000
geo,2020,292000000
gha,1995,74000000
gha,1996,59000000
gha,1997,61000000
gha,1998,145000000
gha,1999,151000000
gha,2000,162000000
gha,2001,165000000
gha,2002,184000000
gha,2003,216000000
gha,2004,270000000
gha,2005,472000000
gha,2006,575000000
gha,2007,816000000
gha,2008,870000000
gha,2009,948000000
gha,2010,882000000
gha,2011,1026000000
gha,2012,976000000
gha,2013,982000000
gha,2014,947000000
gha,2015,1405000000
gha,2016,1571000000
gha,2017,1581000000
gha,2018,1329000000
gha,2019,1380000000
gha,2020,946000000
gin,1995,29000000
gin,1996,37000000
gin,1997,39000000
gin,1998,34000000
gin,1999,29000000
gin,2000,13000000
gin,2001,26000000
gin,2002,38000000
gin,2003,36000000
gin,2004,29000000
gin,2005,38000000
gin,2006,41000000
gin,2007,96000000
gin,2008,30000000
gin,2009,28000000
gin,2010,16000000
gin,2011,49200000.76294
gin,2012,41700000.76294
gin,2013,60500000
gin,2014,28799999.23706
gin,2015,38000000
gin,2016,16299999.23706
gin,2017,102400001.52588
gin,2018,411700012.20703
gin,2019,419500000
gin,2020,1075099975.58594
gmb,1995,16000000
gmb,1996,15500000
gmb,1997,17000000
gmb,2003,8000000
gmb,2004,6000000
gmb,2005,7000000
gmb,2006,8000000
gmb,2007,13000000
gmb,2008,12000000
gmb,2009,12000000
gmb,2010,14000000
gmb,2011,16000000
gmb,2012,13000000
gmb,2013,10399999.61853
gmb,2014,55400001.52588
gmb,2015,5400000.09537
gmb,2016,7199999.80927
gmb,2017,8500000
gmb,2018,10399999.61853
gmb,2019,10000000
gmb,2020,5199999.80927
gnb,1995,5800000.19073
gnb,1996,4699999.80927
gnb,1997,3500000
gnb,2001,5500000
gnb,2002,10199999.80927
gnb,2003,21299999.23706
gnb,2004,22299999.23706
gnb,2005,18899999.61853
gnb,2006,17799999.23706
gnb,2007,40700000.76294
gnb,2008,46099998.47412
gnb,2009,26000000
gnb,2010,29500000
gnb,2011,38599998.47412
gnb,2012,24500000
gnb,2018,74599998.47412
gnb,2019,88900001.52588
gnq,1995,7000000
gnq,1996,13000000
gnq,1997,7000000
gnq,1998,7000000
gnq,1999,8000000
gnq,2000,19000000
gnq,2001,30000000
grc,1995,1495000000
grc,1996,1396000000
grc,1997,1537000000
grc,1999,4014000000
grc,2000,4564000000
grc,2001,4190000000
grc,2002,2456000000
grc,2003,2441000000
grc,2004,2882000000
grc,2005,3044000000
grc,2006,3005000000
grc,2007,3430000000
grc,2008,3946000000
grc,2009,4122000000
grc,2010,3400000000
grc,2011,3809000000
grc,2012,3005000000
grc,2013,3768000000
grc,2014,4003000000
grc,2015,3535000000
grc,2016,3412000000
grc,2017,3306000000
grc,2018,3910000000
grc,2019,4211000000
grc,2020,1500000000
grd,2014,34000000
grd,2015,40000000
grd,2016,40000000
grd,2017,38000000
grd,2018,42000000
grd,2019,48000000
grd,2020,12000000
gtm,1995,167000000
gtm,1996,163000000
gtm,1997,146000000
gtm,1998,190000000
gtm,1999,216000000
gtm,2000,216000000
gtm,2001,266000000
gtm,2002,329000000
gtm,2003,373000000
gtm,2004,488000000
gtm,2005,532000000
gtm,2006,655000000
gtm,2007,737000000
gtm,2008,821000000
gtm,2009,751000000
gtm,2010,843000000
gtm,2011,883000000
gtm,2012,926000000
gtm,2013,995000000
gtm,2014,1029000000
gtm,2015,1020000000
gtm,2016,1032000000
gtm,2017,1066000000
gtm,2018,1105000000
gtm,2019,1128000000
gtm,2020,346000000
guy,1996,65000000
guy,1997,69000000
guy,1998,69000000
guy,1999,82000000
guy,2000,77000000
guy,2001,62000000
guy,2002,44000000
guy,2003,30000000
hkg,1995,10497000000
hkg,1996,11461000000
hkg,1997,12678000000
hkg,1998,13474000000
hkg,1999,13134000000
hkg,2000,12502000000
hkg,2001,12317000000
hkg,2002,12418000000
hkg,2003,11447000000
hkg,2004,13270000000
hkg,2005,13305000000
hkg,2006,14044000000
hkg,2007,15042000000
hkg,2008,16095000000
hkg,2009,15547000000
hkg,2010,17357000000
hkg,2011,19022000000
hkg,2012,20077000000
hkg,2013,21215000000
hkg,2014,22011000000
hkg,2015,23059000000
hkg,2016,24141000000
hkg,2017,25388000000
hkg,2018,26498000000
hnd,1995,99000000
hnd,1996,110000000
hnd,1997,115000000
hnd,1998,142000000
hnd,1999,166000000
hnd,2000,198000000
hnd,2001,205000000
hnd,2002,221000000
hnd,2003,274000000
hnd,2004,300000000
hnd,2005,321000000
hnd,2006,425000000
hnd,2007,309000000
hnd,2008,385000000
hnd,2009,361000000
hnd,2010,406000000
hnd,2011,446000000
hnd,2012,549000000
hnd,2013,506000000
hnd,2014,437000000
hnd,2015,454000000
hnd,2016,482000000
hnd,2017,517000000
hnd,2018,558000000
hnd,2019,655000000
hnd,2020,230000000
hrv,1999,806000000
hrv,2000,634000000
hrv,2001,677000000
hrv,2002,852000000
hrv,2003,709000000
hrv,2004,881000000
hrv,2005,786000000
hrv,2006,770000000
hrv,2007,1025000000
hrv,2008,1167000000
hrv,2009,1042000000
hrv,2010,861000000
hrv,2011,918000000
hrv,2012,962000000
hrv,2013,923000000
hrv,2014,865000000
hrv,2015,770000000
hrv,2016,954000000
hrv,2017,1410000000
hrv,2018,1741000000
hrv,2019,1811000000
hrv,2020,789687194.82422
hti,2000,173000000
hti,2001,168000000
hti,2002,172000000
hti,2003,202000000
hti,2004,206000000
hti,2005,174000000
hti,2006,239000000
hti,2007,331000000
hti,2008,383000000
hti,2009,427000000
hti,2010,431000000
hti,2011,458000000
hti,2012,473000000
hti,2013,418000000
hti,2014,475000000
hti,2015,503000000
hti,2016,503000000
hti,2017,485000000
hti,2018,599000000
hti,2019,554000000
hun,1995,1501000000
hun,1996,1491000000
hun,1997,1511000000
hun,1998,1496000000
hun,1999,1590000000
hun,2000,1722000000
hun,2001,1887000000
hun,2002,2211000000
hun,2003,2700000000
hun,2004,2482000000
hun,2005,2721000000
hun,2006,2319000000
hun,2007,3088000000
hun,2008,3857000000
hun,2009,3251000000
hun,2010,2897000000
hun,2011,3048000000
hun,2012,2457000000
hun,2013,2526000000
hun,2014,2712000000
hun,2015,2456000000
hun,2016,2738000000
hun,2017,3049000000
hun,2018,3239000000
hun,2019,3352000000
hun,2020,1334000000
idn,2002,5042000000
idn,2003,4427000000
idn,2004,4569000000
idn,2005,4740000000
idn,2006,5458000000
idn,2007,6578000000
idn,2008,8801000000
idn,2009,6908000000
idn,2010,8432000000
idn,2011,8653000000
idn,2012,9055000000
idn,2013,10280000000
idn,2014,10263000000
idn,2015,9800000000
idn,2016,9932000000
idn,2017,10945000000
idn,2018,13171000000
idn,2019,14449000000
idn,2020,1980000000
ind,2000,3686000000
ind,2001,4367000000
ind,2002,4350000000
ind,2003,4385000000
ind,2004,5783000000
ind,2005,8277000000
ind,2006,8738000000
ind,2007,10690000000
ind,2008,12083000000
ind,2012,14107000000
ind,2013,13884000000
ind,2014,17492000000
ind,2015,17686000000
ind,2016,19184000000
ind,2017,21856000000
ind,2018,25790000000
ind,2019,28595000000
ind,2020,15777000000
irl,1999,2712000000
irl,2000,2626000000
irl,2001,2956000000
irl,2002,3835000000
irl,2003,4832000000
irl,2004,5291000000
irl,2005,6185000000
irl,2006,6981000000
irl,2007,8784000000
irl,2008,10543000000
irl,2009,7940000000
irl,2010,7176000000
irl,2011,6842000000
irl,2012,5895000000
irl,2013,6198000000
irl,2014,6412000000
irl,2015,5704000000
irl,2016,6234000000
irl,2017,6616000000
irl,2018,7541000000
irl,2019,8156000000
irl,2020,2334000000
irn,1995,247000000
irn,1996,274000000
irn,1997,396000000
irn,1998,155000000
irn,1999,638000000
irn,2000,671000000
irn,2001,714000000
irn,2002,3990000000
irn,2003,4120000000
irn,2004,4402000000
irn,2005,4112000000
irn,2006,5066000000
irn,2007,7335000000
irn,2008,8270000000
irn,2009,8503000000
irn,2010,10570000000
irn,2011,10555000000
irn,2012,8435000000
irn,2013,9464000000
irn,2014,10130000000
irn,2015,9658000000
irn,2016,11142000000
irn,2017,12568000000
irn,2018,9271000000
irq,2005,627000000
irq,2006,526000000
irq,2007,705000000
irq,2008,813000000
irq,2009,1221000000
irq,2010,1675000000
irq,2011,1879000000
irq,2012,2363000000
irq,2013,4835000000
irq,2014,6115000000
irq,2015,7934000000
irq,2016,7647000000
irq,2017,8093000000
irq,2018,7855000000
irq,2019,10925000000
irq,2020,4172000000
isl,1996,312000000
isl,1997,327000000
isl,1998,399000000
isl,1999,440000000
isl,2002,373000000
isl,2003,524000000
isl,2004,699000000
isl,2005,991000000
isl,2006,1084000000
isl,2007,1336000000
isr,1995,2626000000
isr,1996,2849000000
isr,1997,2952000000
isr,1998,3233000000
isr,1999,3411000000
isr,2000,3733000000
isr,2001,3887000000
isr,2002,3322000000
isr,2003,3341000000
isr,2004,3663000000
isr,2005,4146000000
isr,2006,4286000000
isr,2007,4921000000
isr,2008,4967000000
isr,2009,4500000000
isr,2010,4683000000
isr,2011,4874000000
isr,2012,5008000000
isr,2013,5757000000
isr,2014,6534000000
isr,2015,7506000000
isr,2016,8210000000
isr,2017,8985000000
isr,2018,9975000000
isr,2019,10389000000
isr,2020,2175000000
ita,1995,17201000000
ita,1996,18619000000
ita,1997,19676000000
ita,1998,20539000000
ita,1999,19587000000
ita,2000,18170000000
ita,2001,17002000000
ita,2002,19652000000
ita,2003,23748000000
ita,2004,24076000000
ita,2005,26764000000
ita,2006,27449000000
ita,2007,32748000000
ita,2015,30312000000
ita,2016,30584000000
ita,2017,34819000000
ita,2018,37644000000
ita,2019,37908000000
ita,2020,12965000000
jam,1995,173000000
jam,1996,181000000
jam,1997,205000000
jam,1998,223000000
jam,1999,256000000
jam,2000,238000000
jam,2001,227000000
jam,2002,274000000
jam,2003,269000000
jam,2004,318000000
jam,2005,290000000
jam,2006,315000000
jam,2007,340000000
jam,2008,312000000
jam,2009,259000000
jam,2010,235000000
jam,2011,213000000
jam,2012,418000000
jam,2013,392000000
jam,2014,457000000
jam,2015,413000000
jam,2016,413000000
jam,2017,455000000
jam,2018,505000000
jam,2019,508000000
jam,2020,291000000
jor,1995,719000000
jor,1996,630000000
jor,1997,635000000
jor,1998,642000000
jor,1999,536000000
jor,2000,387000000
jor,2001,420000000
jor,2002,504000000
jor,2003,503000000
jor,2004,585000000
jor,2005,653000000
jor,2006,956000000
jor,2007,1024000000
jor,2008,1140000000
jor,2009,1202000000
jor,2010,1736000000
jor,2011,1280000000
jor,2012,1257000000
jor,2013,1206000000
jor,2014,1251000000
jor,2015,1267000000
jor,2016,1367000000
jor,2017,1496000000
jor,2018,1493000000
jor,2019,1569000000
jor,2020,408000000
jpn,1995,46966000000
jpn,1996,46800000000
jpn,1997,41381000000
jpn,1998,35334000000
jpn,1999,41213000000
jpn,2000,42643000000
jpn,2001,35526000000
jpn,2002,34977000000
jpn,2003,36505000000
jpn,2004,48175000000
jpn,2005,48096000000
jpn,2006,37655000000
jpn,2007,37258000000
jpn,2008,38971000000
jpn,2009,34787000000
jpn,2010,39306000000
jpn,2011,39760000000
jpn,2012,40967000000
jpn,2013,32244000000
jpn,2014,28609000000
jpn,2015,23252000000
jpn,2016,25968000000
jpn,2017,25774000000
jpn,2018,28097000000
jpn,2019,29146000000
jpn,2020,6741000000
kaz,1995,296000000
kaz,1996,364000000
kaz,1997,494000000
kaz,1998,549000000
kaz,1999,455000000
kaz,2000,483000000
kaz,2001,761000000
kaz,2002,863000000
kaz,2003,783000000
kaz,2004,997000000
kaz,2005,940000000
kaz,2006,1060000000
kaz,2007,1396000000
kaz,2008,1361000000
kaz,2009,1319000000
kaz,2010,1489000000
kaz,2011,1831000000
kaz,2012,3609000000
kaz,2013,3772000000
kaz,2014,3771000000
kaz,2015,3046000000
kaz,2016,2580000000
kaz,2017,2695000000
kaz,2018,2852000000
kaz,2019,2955000000
kaz,2020,861000000
ken,1995,230000000
ken,1996,205000000
ken,1997,152000000
ken,2000,156000000
ken,2001,183000000
kgz,1996,7000000
kgz,1997,11000000
kgz,1998,25000000
kgz,1999,27000000
kgz,2000,28000000
kgz,2001,21000000
kgz,2002,27000000
kgz,2003,35000000
kgz,2004,73000000
kgz,2005,94000000
kgz,2006,142000000
kgz,2007,215000000
kgz,2008,450000000
kgz,2009,273000000
kgz,2010,275000000
kgz,2011,392000000
kgz,2012,529000000
kgz,2013,505000000
kgz,2014,568000000
kgz,2015,535000000
kgz,2016,582000000
kgz,2017,422000000
kgz,2018,451000000
kgz,2019,519000000
kgz,2020,185000000
khm,1995,22000000
khm,1996,31000000
khm,1997,28000000
khm,1998,35000000
khm,1999,41000000
khm,2000,52000000
khm,2001,59000000
khm,2002,64000000
khm,2003,60000000
khm,2004,80000000
khm,2005,137000000
khm,2006,176000000
khm,2007,194000000
khm,2008,180000000
khm,2009,163000000
khm,2010,131000000
khm,2011,344000000
khm,2012,406000000
khm,2013,469000000
khm,2014,527000000
khm,2015,641000000
khm,2016,762000000
khm,2017,919000000
khm,2018,1080000000
khm,2019,1162000000
khm,2020,213000000
kir,2005,9300000.19073
kir,2017,24569999.69482
kna,2014,51000000
kna,2015,52000000
kna,2016,51000000
kna,2017,56000000
kna,2018,56000000
kna,2019,60000000
kna,2020,18000000
kor,1995,6947000000
kor,1996,8291000000
kor,1997,8039000000
kor,1998,4027000000
kor,1999,5555000000
kor,2000,7945000000
kor,2001,8349000000
kor,2002,11440000000
kor,2003,11063000000
kor,2004,13507000000
kor,2005,16924000000
kor,2006,20947000000
kor,2007,24431000000
kor,2008,21447000000
kor,2009,16355000000
kor,2010,20788000000
kor,2011,22195000000
kor,2012,22934000000
kor,2013,24459000000
kor,2014,26136000000
kor,2015,27957000000
kor,2016,29817000000
kor,2017,34453000000
kor,2018,38022000000
kor,2019,35339000000
kor,2020,16705000000
kwt,1995,2514000000
kwt,1996,2779000000
kwt,1997,2684000000
kwt,1998,2823000000
kwt,1999,2574000000
kwt,2000,2852000000
kwt,2001,3207000000
kwt,2002,3412000000
kwt,2003,3750000000
kwt,2004,4147000000
kwt,2005,4997000000
kwt,2006,6074000000
kwt,2007,7267000000
kwt,2008,8341000000
kwt,2009,6799000000
kwt,2010,7106000000
kwt,2011,8879000000
kwt,2012,10073000000
kwt,2013,10567000000
kwt,2014,12280000000
kwt,2015,13148000000
kwt,2016,13232000000
kwt,2017,13722000000
kwt,2018,14318000000
kwt,2019,15839000000
kwt,2020,6696000000
lao,1995,34000000
lao,1996,28000000
lao,1997,27000000
lao,1998,29000000
lao,1999,17000000
lao,2001,4099999.90463
lao,2002,4300000.19073
lao,2003,5000000
lao,2004,8000000
lao,2005,10000000
lao,2006,15000000
lao,2007,14000000
lao,2008,51000000
lao,2009,91000000
lao,2010,215000000
lao,2011,248000000
lao,2012,614000000
lao,2013,907000000
lao,2014,1054000000
lao,2015,1002000000
lao,2016,912099975.58594
lao,2017,930000000
lao,2018,1005000000
lao,2019,1029000000
lao,2020,260000000
lbn,2003,3319000000
lbn,2004,3719000000
lbn,2005,3565000000
lbn,2006,3783000000
lbn,2007,3914000000
lbn,2008,4297000000
lbn,2009,4928000000
lbn,2010,4868000000
lbn,2011,4440000000
lbn,2012,4511000000
lbn,2013,4692000000
lbn,2014,5198000000
lbn,2015,5187000000
lbn,2016,5252000000
lbn,2017,5704000000
lbn,2018,6395000000
lbn,2019,6495000000
lbn,2020,1699000000
lbr,2004,29000000
lbr,2005,33000000
lbr,2006,41000000
lbr,2007,48000000
lbr,2008,58000000
lbr,2009,51000000
lby,1995,98000000
lby,1996,85000000
lby,1997,286000000
lby,1998,423000000
lby,1999,574000000
lby,2000,495000000
lby,2001,572000000
lby,2002,654000000
lby,2003,689000000
lby,2004,789000000
lby,2005,920000000
lby,2006,915000000
lby,2007,1010000000
lby,2008,1339000000
lby,2009,1683000000
lby,2010,2184000000
lby,2012,2654000000
lby,2013,2598000000
lby,2014,1325000000
lby,2015,1066000000
lby,2016,813000000
lby,2017,2005000000
lby,2018,2042000000
lca,2014,66000000
lca,2015,76000000
lca,2016,78000000
lca,2017,84000000
lca,2018,85000000
lca,2019,92000000
lca,2020,28000000
lka,1995,279000000
lka,1996,267000000
lka,1997,280000000
lka,1998,326000000
lka,1999,341000000
lka,2000,383000000
lka,2001,402000000
lka,2002,438000000
lka,2003,462000000
lka,2004,499000000
lka,2005,552000000
lka,2006,666000000
lka,2007,709000000
lka,2008,777000000
lka,2009,735000000
lka,2010,828000000
lka,2011,926000000
lka,2012,1219000000
lka,2013,1808000000
lka,2014,1922000000
lka,2015,2152000000
lka,2016,2295000000
lka,2017,2409000000
lka,2018,2487000000
lka,2019,2436000000
lka,2020,803000000
lso,1995,17000000
lso,1996,16000000
lso,1997,17000000
lso,1998,16000000
lso,1999,17000000
lso,2000,195000000
lso,2001,166000000
lso,2002,164000000
lso,2003,242000000
lso,2004,278000000
lso,2005,271000000
lso,2006,263000000
lso,2007,276000000
lso,2008,248000000
lso,2009,247000000
lso,2010,278000000
lso,2011,300000000
lso,2012,252000000
lso,2013,212000000
lso,2014,177000000
lso,2015,180000000
lso,2016,262000000
lso,2017,307000000
lso,2018,347000000
lso,2019,323000000
lso,2020,277000000
ltu,1995,107000000
ltu,1996,270000000
ltu,1997,289000000
ltu,1998,304000000
ltu,1999,350000000
ltu,2000,261000000
ltu,2001,227000000
ltu,2002,334000000
ltu,2003,476000000
ltu,2004,643000000
lux,2002,1936000000
lux,2003,2445000000
lux,2004,2920000000
lux,2005,3015000000
lux,2006,3058000000
lux,2007,3491000000
lux,2008,3839000000
lux,2009,3670000000
lux,2010,3626000000
lux,2011,3873000000
lux,2012,3094000000
lux,2013,3292000000
lux,2014,3359000000
lux,2015,2333000000
lux,2016,2048000000
lux,2017,2607000000
lux,2018,2872000000
lux,2019,3288000000
lux,2020,2458000000
lva,1995,62000000
lva,1996,407000000
lva,1997,379000000
lva,1998,355000000
lva,1999,321000000
lva,2000,281000000
lva,2001,255000000
lva,2002,267000000
lva,2003,365000000
lva,2004,428000000
lva,2005,655000000
lva,2006,788000000
lva,2007,1021000000
mac,2002,512000000
mac,2003,471000000
mac,2004,529000000
mac,2005,475000000
mac,2006,506000000
mac,2007,608000000
mac,2008,695000000
mac,2009,714000000
mac,2010,883000000
mac,2011,1064000000
mac,2012,1155000000
mac,2013,1239000000
mac,2014,1385000000
mac,2015,1435000000
mac,2016,1500000000
mac,2017,1702000000
mac,2018,1941000000
mac,2019,2034000000
mac,2020,886000000
mar,1995,356000000
mar,1996,353000000
mar,1997,363000000
mar,1998,496000000
mar,1999,578000000
mar,2000,506000000
mar,2001,589000000
mar,2002,669000000
mar,2003,845000000
mar,2004,912000000
mar,2005,999000000
mar,2006,1113000000
mar,2007,1418000000
mar,2008,1910000000
mar,2009,1713000000
mar,2010,1879000000
mar,2011,2260000000
mar,2012,2095000000
mar,2013,2002000000
mar,2014,2273000000
mar,2015,2155000000
mar,2016,2312000000
mar,2017,2829000000
mar,2018,2987000000
mar,2019,3102000000
mar,2020,1509000000
mda,1995,73000000
mda,1996,77000000
mda,1997,75000000
mda,1998,73000000
mda,1999,69000000
mda,2000,86000000
mda,2001,90000000
mda,2002,109000000
mda,2003,118000000
mda,2004,135000000
mda,2005,170000000
mda,2006,224000000
mda,2007,290000000
mda,2008,359000000
mda,2009,307000000
mda,2010,298000000
mda,2011,349000000
mda,2012,396000000
mda,2013,428000000
mda,2014,442000000
mda,2015,370000000
mda,2016,334000000
mda,2017,380000000
mda,2018,438000000
mda,2019,479000000
mda,2020,303000000
mdg,1995,79000000
mdg,1996,89000000
mdg,1997,101000000
mdg,1998,140000000
mdg,1999,133000000
mdg,2000,139000000
mdg,2001,179000000
mdg,2002,192000000
mdg,2003,67000000
mdg,2004,108000000
mdg,2005,164000000
mdg,2006,167000000
mdg,2007,188000000
mdg,2008,264000000
mdg,2009,225000000
mdg,2010,216000000
mdg,2011,288000000
mdg,2012,235000000
mdg,2013,256000000
mdg,2014,317000000
mdg,2015,240000000
mdg,2016,300000000
mdg,2017,319000000
mdg,2018,309000000
mdg,2019,319000000
mdg,2020,97000000
mdv,1995,41000000
mdv,1996,48000000
mdv,1997,51000000
mdv,1998,55000000
mdv,1999,58000000
mdv,2000,60000000
mdv,2001,59000000
mdv,2002,60000000
mdv,2003,60000000
mdv,2004,75000000
mdv,2005,94000000
mdv,2006,106000000
mdv,2007,152000000
mdv,2008,211000000
mdv,2009,212000000
mdv,2010,252000000
mdv,2011,231000000
mdv,2012,207000000
mdv,2013,252000000
mdv,2014,271000000
mdv,2015,309000000
mdv,2016,347000000
mdv,2017,369000000
mdv,2018,414000000
mdv,2019,431000000
mdv,2020,106000000
mex,1995,3587000000
mex,1996,3963000000
mex,1997,4554000000
mex,1998,4834000000
mex,1999,5192000000
mex,2000,6365000000
mex,2001,6685000000
mex,2002,7087000000
mex,2003,7252000000
mex,2004,8034000000
mex,2005,8951000000
mex,2006,9387000000
mex,2007,9918000000
mex,2008,10246000000
mex,2009,8737000000
mex,2010,9001000000
mex,2011,9704000000
mex,2012,10735000000
mex,2013,11970000000
mex,2014,12556000000
mex,2015,12668000000
mex,2016,12823000000
mex,2017,13647000000
mex,2018,14074000000
mex,2019,12300000000
mex,2020,4286000000
mhl,1999,100000.00149
mhl,2000,200000.00298
mhl,2001,300000.01192
mhl,2002,300000.01192
mhl,2003,300000.01192
mhl,2004,400000.00596
mhl,2005,25500000
mhl,2006,23100000.38147
mhl,2007,24299999.23706
mhl,2008,24500000
mhl,2009,24549999.23706
mhl,2010,21989999.77112
mhl,2011,23799999.23706
mhl,2012,25500000
mhl,2013,24700000.76294
mhl,2014,23799999.23706
mhl,2015,26200000.76294
mhl,2016,27000000
mhl,2017,27600000.38147
mhl,2018,31399999.61853
mkd,1996,30000000
mkd,1997,33000000
mkd,1998,39000000
mkd,1999,42000000
mkd,2000,58000000
mkd,2001,60000000
mkd,2002,60000000
mkd,2003,71000000
mkd,2004,85000000
mkd,2005,97000000
mkd,2006,110000000
mkd,2007,147000000
mkd,2008,190000000
mkd,2009,150000000
mkd,2010,131000000
mkd,2011,159000000
mkd,2012,153000000
mkd,2013,168000000
mkd,2014,186000000
mkd,2015,189000000
mkd,2016,204000000
mkd,2017,233000000
mkd,2018,282000000
mkd,2019,302000000
mkd,2020,153000000
mli,1995,74000000
mli,1996,69000000
mli,1997,65000000
mli,1998,67000000
mli,1999,65000000
mli,2000,66000000
mli,2001,65000000
mli,2002,62000000
mli,2003,94000000
mli,2004,125000000
mli,2005,133000000
mli,2006,196000000
mli,2007,201000000
mli,2008,228000000
mli,2009,191000000
mli,2010,167000000
mli,2011,171000000
mli,2012,164000000
mli,2013,189000000
mli,2014,231000000
mli,2015,207000000
mli,2016,213000000
mli,2017,220000000
mli,2018,255000000
mlt,1995,237000000
mlt,1996,244000000
mlt,1997,216000000
mlt,1998,221000000
mlt,1999,231000000
mlt,2000,224000000
mlt,2001,204000000
mlt,2002,180000000
mlt,2003,238000000
mlt,2004,291000000
mlt,2005,311000000
mlt,2006,362000000
mlt,2007,284000000
mmr,1997,38000000
mmr,1998,31000000
mmr,1999,26000000
mmr,2000,30000000
mmr,2001,32000000
mmr,2002,34000000
mmr,2003,36000000
mmr,2004,32000000
mmr,2005,34000000
mmr,2006,40000000
mmr,2007,39000000
mmr,2008,49700000.76294
mmr,2011,132000000
mmr,2012,265000000
mmr,2013,131000000
mmr,2014,119000000
mmr,2015,146000000
mmr,2016,201000000
mmr,2017,136000000
mmr,2018,118000000
mmr,2019,214000000
mne,2007,58000000
mne,2008,80000000
mne,2009,76000000
mne,2010,72000000
mne,2011,70000000
mne,2012,67000000
mne,2013,81000000
mne,2014,79000000
mne,2015,69000000
mne,2016,91000000
mne,2017,91000000
mne,2018,73000000
mne,2019,72000000
mne,2020,38000000
mng,1995,22000000
mng,1996,37000000
mng,1997,19000000
mng,1998,50000000
mng,1999,45000000
mng,2000,54000000
mng,2001,59000000
mng,2002,125000000
mng,2003,144000000
mng,2004,207000000
mng,2005,142000000
mng,2006,196000000
mng,2007,218000000
mng,2008,249000000
mng,2009,242000000
mng,2010,319000000
mng,2011,460000000
mng,2012,558000000
mng,2013,643000000
mng,2014,529000000
mng,2015,473000000
mng,2016,536000000
mng,2017,618000000
mng,2018,822000000
mng,2019,1036000000
mng,2020,573000000
moz,1999,140000000
moz,2000,122000000
moz,2001,132000000
moz,2002,115000000
moz,2003,141000000
moz,2004,140000000
moz,2005,187000000
moz,2006,196000000
moz,2007,209000000
moz,2008,241000000
moz,2009,247000000
moz,2010,247000000
moz,2011,264000000
moz,2012,247000000
moz,2013,313000000
moz,2014,331000000
moz,2015,322000000
moz,2016,290000000
moz,2017,237000000
moz,2018,135000000
moz,2019,99000000
moz,2020,95000000
mrt,1995,30000000
mrt,1996,41000000
mrt,1997,53000000
mrt,1998,47000000
mrt,2012,101000000
mrt,2013,105000000
mrt,2014,112000000
mrt,2015,73000000
mrt,2016,74000000
mrt,2017,61000000
mrt,2018,38000000
mrt,2019,56000000
mrt,2020,35000000
mus,1995,184000000
mus,1996,205000000
mus,1997,194000000
mus,1998,203000000
mus,1999,210000000
mus,2000,203000000
mus,2001,216000000
mus,2002,223000000
mus,2003,236000000
mus,2004,277000000
mus,2005,295000000
mus,2006,347000000
mus,2007,384000000
mus,2008,489000000
mus,2009,384000000
mus,2010,423000000
mus,2011,427000000
mus,2012,394000000
mus,2013,458000000
mus,2014,503000000
mus,2015,616000000
mus,2016,683000000
mus,2017,738000000
mus,2018,663000000
mus,2019,656000000
mus,2020,224000000
mwi,1995,53000000
mwi,1996,64000000
mwi,1997,81000000
mwi,1998,49000000
mwi,1999,52000000
mwi,2000,53000000
mwi,2001,52000000
mwi,2002,86000000
mwi,2003,70000000
mwi,2004,70000000
mwi,2005,84000000
mwi,2006,85000000
mwi,2007,79000000
mwi,2008,86000000
mwi,2009,91000000
mwi,2010,90000000
mwi,2011,92000000
mwi,2012,96000000
mwi,2013,90000000
mwi,2014,106000000
mwi,2015,121000000
mwi,2016,100000000
mwi,2017,120000000
mwi,2018,174000000
mwi,2019,195000000
mwi,2020,119000000
mys,1995,2722000000
mys,1996,3032000000
mys,1997,3158000000
mys,1998,2160000000
mys,1999,2382000000
mys,2000,2543000000
mys,2001,3391000000
mys,2002,3330000000
mys,2003,3401000000
mys,2004,3822000000
mys,2005,4339000000
mys,2006,5085000000
mys,2007,6600000000
mys,2008,7724000000
mys,2009,7196000000
mys,2010,9258000000
mys,2011,11136000000
mys,2012,13165000000
mys,2013,13377000000
mys,2014,13893000000
mys,2015,11599000000
mys,2016,11339000000
mys,2017,12145000000
mys,2018,13207000000
mys,2019,13694000000
mys,2020,5206000000
nam,2009,40000000
nam,2010,42000000
nam,2011,55000000
nam,2012,53000000
nam,2013,47000000
nam,2014,67000000
nam,2015,71000000
nam,2016,82000000
nam,2017,92000000
nam,2018,69000000
nam,2019,118000000
nam,2020,77000000
ncl,2008,354000000
ncl,2009,330000000
ncl,2010,343000000
ncl,2011,356000000
ncl,2012,336000000
ncl,2013,333000000
ncl,2014,328000000
ncl,2015,253000000
ncl,2016,252000000
ner,1995,26000000
ner,1996,59000000
ner,1997,50000000
ner,1998,39000000
ner,1999,35000000
ner,2000,32000000
ner,2001,33000000
ner,2002,29000000
ner,2003,39000000
ner,2004,42000000
ner,2005,42000000
ner,2006,42000000
ner,2007,48000000
ner,2008,98000000
ner,2009,84000000
ner,2010,95000000
ner,2011,57000000
ner,2012,132000000
ner,2013,81000000
ner,2014,129000000
ner,2015,140000000
ner,2016,110000000
ner,2017,120000000
ner,2018,141000000
ner,2019,144500000
