geo,time,se_ter_tchr_fe_zs
hun,2014,43.31435
hun,2015,42.10976
hun,2016,43.16056
hun,2019,41.0781
idn,1983,17.15993
idn,1984,17.92142
idn,1985,18.03702
idn,1993,8.08409
idn,1999,38.31802
idn,2000,39.58705
idn,2001,40.76209
idn,2002,39.70033
idn,2003,39.31153
idn,2004,39.46638
idn,2005,40.00132
idn,2006,40.20206
idn,2007,40.88699
idn,2008,40.45371
idn,2009,40.1547
idn,2010,40.78733
idn,2011,41.18976
idn,2012,39.41962
idn,2013,38.5165
idn,2014,39.23929
idn,2015,42.86055
idn,2016,42.95595
idn,2017,43.101
idn,2018,43.25487
ind,1972,15.77866
ind,1973,15.91396
ind,1975,16.30894
ind,1976,16.65324
ind,1977,17.24634
ind,1978,17.59761
ind,1979,18.30664
ind,1980,18.22192
ind,1984,19.52057
ind,1985,20.58554
ind,1986,20.97357
ind,1987,21.08283
ind,2000,36.97155
ind,2001,36.98533
ind,2002,36.94704
ind,2003,37.0283
ind,2004,40.00007
ind,2013,39.04603
ind,2014,39.02882
ind,2015,38.61437
ind,2016,39.08721
ind,2017,40.58842
ind,2018,41.56504
ind,2019,42.15325
ind,2020,42.49852
irl,1974,17.81518
irl,1994,22.18343
irl,1995,29.79827
irl,1996,36.98117
irl,1997,30.99454
irl,1998,33.4231
irl,1999,33.33008
irl,2000,33.33333
irl,2001,34.72609
irl,2002,35.32862
irl,2003,38.29854
irl,2004,39.00659
irl,2005,39.37049
irl,2006,38.28855
irl,2007,39.21426
irl,2008,38.34705
irl,2009,37.62915
irn,1971,12.31078
irn,1972,11.31645
irn,1973,11.38524
irn,1974,12.40095
irn,1975,13.66369
irn,1977,14.75057
irn,1978,15.34977
irn,1996,23.40188
irn,1999,16.78587
irn,2000,16.99812
irn,2001,18.33734
irn,2002,17.45062
irn,2003,17.81061
irn,2004,16.07831
irn,2005,18.92839
irn,2006,20.1355
irn,2007,23.51068
irn,2008,19.47694
irn,2009,21.84399
irn,2010,21.58272
irn,2011,24.22791
irn,2012,26.894
irn,2013,27.99843
irn,2014,29.76803
irn,2015,30.58321
irn,2016,31.12197
irn,2017,33.20157
irn,2018,33.59586
irn,2019,33.37098
irn,2020,33.99685
irq,1971,8.50714
irq,1972,12.46494
irq,1973,16.87475
irq,1974,16.14492
irq,1975,17.37003
irq,1976,19.67903
irq,1977,17.40647
irq,1978,19.90998
irq,1979,14.27782
irq,1980,16.16675
irq,1981,16.51499
irq,1982,16.33607
irq,1983,18.35195
irq,1984,18.68729
irq,1985,23.32645
irq,1986,23.69018
irq,1987,24.26817
irq,1988,25.14231
irq,1989,24.99097
irq,1999,30.74966
irq,2000,30.46901
irq,2004,35.10257
irq,2005,35.10478
isl,1971,8.43882
isl,1972,10.38462
isl,1973,14.12429
isl,1974,12.68293
isl,1975,10.73826
isl,1976,11.82609
isl,1998,44.67135
isl,1999,43.38698
isl,2000,42.6259
isl,2001,49.25755
isl,2002,48.17073
isl,2003,47.85245
isl,2004,42.7953
isl,2005,44.66891
isl,2006,44.34316
isl,2007,44.67109
isl,2008,48.96783
isl,2009,48.85216
isl,2010,47.34093
isl,2011,47.19736
isl,2012,48.12956
isr,2019,48.1836
ita,1995,31.55851
ita,1996,29.36084
ita,1999,28.40321
ita,2000,30.02224
ita,2001,39.28938
ita,2002,30.52681
ita,2003,32.51734
ita,2004,32.897
ita,2005,33.51877
ita,2006,34.13826
ita,2007,34.97477
ita,2008,35.2207
ita,2009,35.6283
ita,2010,35.58175
ita,2011,36.22296
ita,2012,36.4701
ita,2013,36.89355
ita,2014,37.46939
ita,2015,37.27938
ita,2016,37.02781
ita,2017,37.09347
ita,2018,37.35767
ita,2019,37.75351
jam,2001,56.18355
jam,2002,60.30151
jor,1971,17.51592
jor,1972,18.36735
jor,1973,21.11959
jor,1974,21.51639
jor,1975,20.25118
jor,1976,21.20452
jor,1977,19.47935
jor,1978,22.04444
jor,1982,16.07689
jor,1983,15.90264
jor,1984,15.46566
jor,1985,18.03818
jor,1986,20.28609
jor,1988,17.87891
jor,1989,20.16554
jor,1990,19.2722
jor,1992,18.35865
jor,1993,18.36074
jor,1994,18.29439
jor,1996,17.11263
jor,1997,18.04739
jor,2000,15.26814
jor,2002,19.15054
jor,2003,19.52799
jor,2004,19.52685
jor,2005,20.95504
jor,2006,20.95478
jor,2007,23.02617
jor,2008,23.65458
jor,2010,24.93017
jor,2015,31.45237
jor,2016,27.12358
jor,2017,27.26032
jor,2019,27.70978
jor,2020,27.82166
jpn,1971,12.4257
jpn,1972,12.00798
jpn,1973,12.12739
jpn,1974,11.88705
jpn,1975,12.03629
jpn,1976,12.27245
jpn,1977,12.69408
jpn,1979,12.82194
jpn,1980,13.20141
jpn,1981,13.76295
jpn,1982,13.56772
jpn,1983,13.71886
jpn,1984,14.04474
jpn,1985,14.24013
jpn,1986,14.3191
jpn,1987,14.57333
jpn,1988,14.91882
jpn,1989,15.28388
jpn,1990,15.55869
jpn,1992,16.17453
jpn,1994,22.11008
jpn,1995,21.75717
jpn,2002,16.64419
jpn,2003,16.64412
jpn,2004,16.64404
jpn,2005,17.90211
jpn,2006,17.90214
kaz,1999,58.21875
kaz,2000,58.31496
kaz,2006,63.76806
kaz,2010,65.1372
kaz,2011,65.09804
kaz,2012,66.13678
kaz,2013,65.2147
kaz,2015,65.15647
kaz,2016,63.20004
kaz,2017,65.70044
kaz,2018,64.44572
kaz,2019,66.2934
kaz,2020,65.25865
ken,2016,31.64604
ken,2017,33.11897
ken,2019,34.13497
kgz,1999,32.23087
kgz,2000,31.93368
kgz,2001,36.87751
kgz,2002,33.58209
kgz,2003,51.04313
kgz,2004,50.33908
kgz,2005,53.79771
kgz,2006,55.79603
kgz,2007,56.08108
kgz,2008,58.41101
kgz,2009,58.81837
kgz,2010,60.81784
kgz,2011,60.76283
kgz,2012,61.21607
kgz,2013,60.84367
kgz,2014,59.46581
kgz,2015,61.87325
kgz,2016,62.61571
kgz,2017,63.19974
kgz,2018,64.41118
kgz,2019,63.99384
kgz,2020,64.38654
khm,1973,8.59107
khm,1994,24.87245
khm,1995,27.42347
khm,1997,16.78404
khm,1999,18.57411
khm,2000,18.56971
khm,2001,17.79661
khm,2002,17.87394
khm,2004,15.6172
khm,2005,15.61249
khm,2006,11.40754
khm,2011,11.99108
khm,2015,15.66226
khm,2017,18.63636
khm,2019,20.46143
kna,1979,60
kna,1980,62.5
kna,1984,50
kna,1985,55.55556
kna,1986,33.33333
kna,1987,28.57143
kna,1988,35.13514
kna,1992,42.10526
kna,1993,60.78431
kna,2015,39.86928
kor,1971,12.93723
kor,1972,13.09044
kor,1973,13.42777
kor,1974,14.29248
kor,1975,13.87411
kor,1976,14.79402
kor,1977,15.52438
kor,1978,15.44937
kor,1979,15.95757
kor,1980,15.95911
kor,1981,15.4442
kor,1982,16.00772
kor,1983,16.6896
kor,1984,16.99765
kor,1985,17.30258
kor,1986,17.3965
kor,1987,17.32556
kor,1988,21.15106
kor,1989,21.40607
kor,1990,21.56795
kor,1991,22.25512
kor,1992,22.79171
kor,1993,23.52962
kor,1994,24.30401
kor,1995,25.15358
kor,1996,26.47464
kor,1997,25.09657
kor,1998,25.09696
kor,1999,25.5021
kor,2000,26.87797
kor,2001,27.08007
kor,2002,28.11073
kor,2003,28.76423
kor,2004,29.27895
kor,2005,30.50232
kor,2006,30.88291
kor,2007,31.51235
kor,2008,32.36692
kor,2009,33.0358
kor,2010,33.77014
kor,2011,34.09506
kor,2012,34.51077
kor,2013,34.60028
kor,2014,34.73356
kor,2015,34.99845
kor,2016,34.90635
kor,2017,35.08547
kor,2018,35.56797
kor,2019,35.10872
kwt,1971,11.47541
kwt,1972,10.4
kwt,1973,16.49485
kwt,1974,23.30827
kwt,1975,18.71227
kwt,1976,27.51678
kwt,1977,24.60025
kwt,1978,28.43137
kwt,1979,28.00346
kwt,1980,25.12733
kwt,1981,23.45786
kwt,1982,22.75215
kwt,1983,20.81181
kwt,1984,22.03728
kwt,1985,24.64146
kwt,1988,18.20932
kwt,1990,16.86217
kwt,1992,21.6262
kwt,1994,19.23688
kwt,1999,20.57113
kwt,2004,27.34411
lao,1971,14.28571
lao,1972,23.80952
lao,1973,17.24138
lao,1974,9.55882
lao,1975,8.55263
lao,1980,19.49153
lao,1981,17.85714
lao,1982,24.61538
lao,1983,22.1875
lao,1985,26.33053
lao,1986,24.7191
lao,1990,18.62464
lao,1993,25.81967
lao,1994,27.65531
lao,1995,27.34375
lao,1996,27.43989
lao,1997,29.07232
lao,1999,31.02804
lao,2000,29.51389
lao,2001,24.27114
lao,2002,36.81319
lao,2003,34.5039
lao,2004,33.9876
lao,2005,31.13249
lao,2006,34.10975
lao,2007,33.30033
lao,2008,34.28665
lao,2010,31.83976
lao,2011,31.3426
lao,2013,38.23237
lao,2014,36.3333
lao,2015,40.05698
lao,2016,40.15941
lao,2017,40.27494
lao,2018,39.82642
lao,2019,40.95423
lao,2020,39.74418
lbn,1983,31.0682
lbn,1985,30.8445
lbn,1992,24.40741
lbn,1996,33.01417
lbn,1999,28.19334
lbn,2000,26.75737
lbn,2001,30.11946
lbn,2002,29.90917
lbn,2003,28.81386
lbn,2004,36.81012
lbn,2005,37.28569
lbn,2006,37.32854
lbn,2007,38.38277
lbn,2008,38.8715
lbn,2009,38.31372
lbn,2010,40.59641
lbn,2011,41.42555
lbn,2012,42.27391
lbn,2014,48.20324
lbr,1970,10.97561
lbr,1987,18.4322
lbr,1999,14.69194
lbr,2000,16.04426
lbr,2001,16.06218
lbr,2010,8.54015
lbr,2012,11.78501
lby,1971,4.31472
lby,1973,4.88656
lby,1999,12.66706
lby,2000,12.66302
lby,2001,12.9751
lby,2002,13.22611
lca,1979,47.05882
lca,1982,39.72603
lca,1983,38.02817
lca,1984,34.44444
lca,1985,36.84211
lca,1988,33.87097
lca,1996,49.04459
lca,2003,72.67442
lca,2004,75.72254
lca,2005,47.70115
lca,2006,47.08738
lca,2007,54.23729
lca,2009,55.70776
lca,2010,51.17371
lca,2011,52.91667
lca,2012,50.82645
lca,2013,49.15254
lca,2014,52.11268
lca,2015,54.74453
lca,2016,55.27157
lca,2017,54.39739
lca,2018,54.48276
lca,2019,57.14286
lca,2020,56.84932
lie,2011,26.6055
lie,2012,30.17241
lie,2013,30.63063
lie,2014,33.67347
lie,2015,34.45378
lie,2016,35
lie,2017,36.60714
lie,2019,37.28814
lka,1970,14.99664
lka,1971,15.68966
lka,1973,17.43697
lka,1974,16.39785
lka,1983,16.99558
lka,2017,51.73774
lka,2018,53.76472
lka,2019,52.95469
lka,2020,52.30404
lso,1970,8.19672
lso,1971,6.55738
lso,1999,45.18349
lso,2003,50.09174
lso,2006,47.49216
lso,2012,48.71795
lso,2013,49.39148
lso,2014,50.37313
lso,2017,52.87356
lso,2018,52.59799
ltu,1994,46.67429
ltu,1995,46.41071
ltu,1996,47.58077
ltu,1997,47.16809
ltu,1999,49.51591
ltu,2000,49.99227
ltu,2003,53.25396
ltu,2004,52.89601
ltu,2005,52.65638
ltu,2006,52.76491
ltu,2007,54.51842
ltu,2008,55.49083
ltu,2009,55.06706
ltu,2010,54.71097
ltu,2011,54.71779
ltu,2012,55.4981
ltu,2013,55.49035
ltu,2014,55.72617
ltu,2015,56.11472
ltu,2016,56.46579
ltu,2017,56.66776
ltu,2018,56.14388
ltu,2019,55.30933
lux,1973,8.88889
lux,1974,8.28402
lux,1975,8.0292
lux,1976,8.0292
lux,1978,11.04651
lux,1979,10.71429
lux,1986,11.20219
lux,2010,42.62948
lux,2012,48.73379
lux,2015,37.85227
lux,2016,35.26316
lux,2018,35.61232
lux,2019,34.97871
lva,1995,47.12698
lva,1996,48.78431
lva,1997,49.24209
lva,1999,52.42441
lva,2000,61.15481
lva,2001,51.98011
lva,2002,54.31231
lva,2003,54.75746
lva,2004,55.37089
lva,2005,57.94512
lva,2006,56.96509
lva,2007,56.67686
lva,2008,57.15841
lva,2009,57.92265
lva,2010,57.68342
lva,2011,58.69085
lva,2012,57.4359
lva,2013,56.3234
lva,2014,55.65709
lva,2015,55.71157
lva,2016,55.32289
lva,2017,56.35147
lva,2018,55.98601
lva,2019,54.55725
mac,1989,29.29293
mac,1990,31.25
mac,1991,34.45545
mac,1992,32.49158
mac,1993,32.77027
mac,1994,34.99171
mac,1997,30.25937
mac,2000,36.0479
mac,2001,36.10224
mac,2002,35.67708
mac,2003,33.41924
mac,2004,32.22132
mac,2005,31.82117
mac,2006,31.69955
mac,2007,31.24638
mac,2008,31.48959
mac,2009,31.47104
mac,2010,31.62768
mac,2011,34.67391
mac,2012,35.97826
mac,2013,36.45784
mac,2014,35.74333
mac,2015,36.8289
mac,2016,36.92308
mac,2017,36.20309
mac,2018,37.38602
mac,2019,36.97513
mac,2020,36.72055
mar,1971,11.77419
mar,1972,13.87283
mar,1974,13.93207
mar,1975,10.09891
mar,1999,22.52186
mar,2000,20.13052
mar,2001,22.19581
mar,2002,22.19376
mar,2003,22.8371
mar,2004,23.19152
mar,2005,23.6038
mar,2006,23.72522
mar,2007,19.35117
mar,2008,17.52081
mar,2009,17.34871
mar,2015,26.26448
mar,2016,24.23985
mar,2017,23.99794
mar,2018,26.60625
mar,2019,27.08442
mar,2020,27.653
mco,2016,50
mco,2020,51.42857
mco,2021,51.30435
mda,1995,37.71501
mda,1996,36.63803
mda,1997,44.56546
mda,1999,49.8737
mda,2000,49.34274
mda,2001,51.73363
mda,2002,52.29008
mda,2003,53.7728
mda,2004,54.94345
mda,2005,54.20776
mda,2006,54.86391
mda,2007,57.85298
mda,2008,56.32047
mda,2009,56.28735
mda,2010,57.01357
mda,2011,56.15385
mda,2012,55.97668
mda,2013,56.27552
mda,2014,57.21003
mda,2015,57.19891
mda,2016,56.04362
mda,2017,56.65109
mda,2018,57.32636
mda,2019,57.42674
mda,2020,57.46742
mdg,1971,18.29653
mdg,1973,17.27494
mdg,1977,17.64005
mdg,1978,17.80822
mdg,1987,29.0724
mdg,1988,24.97462
mdg,1989,26.63317
mdg,1990,26.45833
mdg,1991,26.73056
mdg,1994,30.68182
mdg,1996,28.70466
mdg,1997,28.52853
mdg,1999,30.99932
mdg,2000,30.45744
mdg,2001,30.07092
mdg,2002,25.57889
mdg,2003,26.49522
mdg,2004,27.37179
mdg,2005,31.08338
mdg,2006,28.00357
mdg,2007,30.04617
mdg,2008,30.50751
mdg,2009,29.66041
mdg,2010,30.19582
mdg,2011,31.06143
mdg,2012,31.13314
mdg,2013,31.70664
mdg,2014,31.24584
mdg,2015,32.25291
mdg,2016,52.58207
mdg,2017,33.40189
mdg,2018,34.07407
mdv,2003,66.66667
mhl,2002,52.08333
mhl,2012,44.11765
mhl,2019,46.91358
mkd,1993,35.67972
mkd,1994,36.63793
mkd,1995,37.96992
mkd,1996,38.82872
mkd,1997,40.94232
mkd,1999,41.63527
mkd,2000,42.5018
mkd,2001,42.05334
mkd,2002,43.46238
mkd,2003,43.64326
mkd,2004,43.58584
mkd,2005,44.25051
mkd,2006,45.32727
mkd,2007,44.95314
mkd,2008,44.09584
mkd,2009,45.0221
mkd,2010,47.92148
mkd,2011,47.21575
mkd,2012,47.21464
mkd,2013,47.60933
mkd,2014,49.88074
mkd,2015,54.34298
mkd,2016,47.36181
mkd,2017,46.42684
mli,1971,6.62252
mli,1979,11.47541
mli,1980,10.22495
mlt,1972,8.92308
mlt,1973,9.32476
mlt,1974,9.70149
mlt,1975,11.55556
mlt,1976,10.8
mlt,1977,10.87866
mlt,1978,6.69643
mlt,1979,7.18954
mlt,1980,5.74713
mlt,1981,5.42636
mlt,1982,6.4
mlt,1983,4.10959
mlt,1984,4.48718
mlt,1985,5.12821
mlt,1986,5.76923
mlt,1987,6.33803
mlt,1988,4.7619
mlt,1989,8.59375
mlt,1990,11.06557
mlt,1991,10.71429
mlt,1992,14.375
mlt,1993,13.93939
mlt,1994,13.12336
mlt,1995,17.02128
mlt,1996,20.67901
mlt,1997,21.72073
mlt,1998,26.49351
mlt,1999,25.10578
mlt,2000,22.50423
mlt,2001,22.49589
mlt,2002,22.66881
mlt,2003,23.76396
mlt,2004,24.26901
mlt,2005,26.66667
mlt,2006,28.47059
mlt,2007,29.23077
mlt,2008,29.85537
mlt,2009,30.6845
mlt,2010,29.82601
mlt,2011,31.52958
mlt,2012,33.06452
mlt,2013,31.51152
mlt,2014,33.8124
mlt,2015,34.38365
mlt,2016,35.4035
mlt,2017,35.80214
mlt,2019,36.10013
mmr,1998,76.54506
mmr,2001,70.08173
mmr,2007,82.21014
mmr,2011,81.31509
mmr,2012,80.13868
mmr,2018,84.53361
mne,2016,48.88889
mne,2017,48.47352
mne,2018,48.28018
mne,2019,48.71007
mne,2020,50.49322
mng,1996,47.0091
mng,1997,35.87174
mng,2000,46.80819
mng,2001,49.03422
mng,2002,52.41601
mng,2003,53.37309
mng,2004,51.69481
mng,2005,54.71439
mng,2006,55.27141
mng,2007,56.05438
mng,2008,56.57202
mng,2009,57.22469
mng,2010,57.17864
mng,2011,57.02479
mng,2012,57.78871
mng,2013,59.13302
mng,2014,60.25208
mng,2015,60.43782
mng,2017,58.54274
mng,2018,59.44378
mng,2019,60.40792
moz,1973,18.40491
moz,1977,23.78049
moz,1985,21.14804
moz,1987,25.81522
moz,1992,20.97222
moz,1993,19.72634
moz,1994,22.32893
moz,1995,21.25874
moz,2004,21.82035
moz,2005,21.16982
moz,2006,19.44262
moz,2007,23.48117
moz,2010,22.9939
moz,2011,24.8221
moz,2012,25.82252
moz,2013,25.37287
moz,2014,25.82705
moz,2017,26.2241
moz,2018,28.3962
mrt,1978,13.63636
mrt,2003,4.24929
mrt,2004,4.83384
mrt,2005,4.21348
mrt,2006,4.24929
mrt,2008,6.11111
mrt,2009,6.75676
mrt,2010,6.59631
mrt,2011,6.47668
mrt,2012,7.01754
mrt,2013,7.36607
mus,1971,3.64583
mus,1972,4.04624
mus,1973,2.05761
mus,1974,5.84795
mus,1975,5.80645
mus,1976,6.06061
mus,1977,14.58333
mus,1978,14.22594
mus,1979,12.80992
mus,1980,15.2381
mus,1981,14.0625
mus,1982,16
mus,1983,12.93532
mus,1984,16.93122
mus,1985,11.44068
mus,1986,14.90196
mus,1987,13.90533
mus,1988,13.57341
mus,1989,16.49215
mus,1990,19.56522
mus,1991,23.57414
mus,1995,25.7384
mus,2020,40.625
mwi,1999,25.34381
mwi,2000,25.28926
mwi,2002,32.32831
mwi,2004,32.34153
mwi,2005,32.29572
mwi,2006,33.57143
mwi,2007,33.56562
mwi,2010,30.02257
mwi,2011,25.64103
mys,1979,24.38289
mys,1980,25.53691
mys,1984,28.62333
mys,1985,21.92865
mys,2000,44.60304
mys,2001,44.60225
mys,2002,43.50451
mys,2003,47.23083
mys,2004,46.9706
mys,2005,48.09265
mys,2006,48.89916
mys,2007,49.68008
mys,2008,51.32483
mys,2009,49.9007
mys,2010,49.91623
mys,2011,52.91392
mys,2012,56.59666
mys,2013,53.09888
mys,2015,52.07129
mys,2017,52.8334
mys,2019,53.84435
nam,1991,49.84894
nam,1997,54.31373
nam,2001,30.78677
nam,2002,31.36412
nam,2003,27.39421
nam,2006,42.20183
nam,2008,41.19601
nam,2017,44.25646
nam,2018,45.16129
ncl,1970,9.375
ncl,1972,10.52632
ncl,1973,12.5
ncl,1974,22.22222
ncl,1975,13.04348
ncl,1976,6.89655
ncl,1979,24.32432
ncl,1980,48.45361
ncl,1984,33.89831
ner,1973,14.28571
ner,1974,15
ner,1975,17.02128
ner,1976,14.86486
ner,1978,15.65217
ner,1979,15.13514
ner,1980,10.75269
ner,1981,12.94643
ner,1982,12.11073
ner,1983,12.35955
ner,1984,14.28571
ner,1985,10.50955
ner,1987,12.60745
ner,1989,10.85044
ner,1992,11.2069
ner,2004,6.10169
ner,2005,6.19835
ner,2006,6.21005
ner,2008,11.94779
ner,2009,12.29261
ner,2010,11.67546
ner,2012,12.69122
ner,2015,9.61204
ner,2016,9.57501
ner,2017,9.12745
ner,2018,9.96147
ner,2019,10.28665
nga,1986,12.91505
nga,1999,31.42061
nga,2004,17.13969
nga,2010,11.62516
nga,2011,27.46846
nic,1983,28.92128
nic,1984,32.48543
nic,1991,29.81221
nic,1992,24.89006
nic,1995,35.82626
nic,1997,37.29167
nic,2002,46.32656
nld,1992,25.84856
nld,1993,25.92832
nld,1994,24.0469
nld,2000,31.62705
nld,2001,31.62703
nld,2002,33.08759
nld,2003,33.827
nld,2004,34.27672
nld,2005,35.23827
nld,2006,36.26334
nld,2007,36.90402
nld,2008,37.63743
nld,2009,38.73154
nld,2010,39.58394
nld,2011,39.53945
nld,2012,39.99933
nld,2015,44.36355
nld,2016,45.21773
nld,2017,45.85961
nld,2018,45.89345
nld,2019,46.30597
nor,1971,16.54943
nor,1973,14.92887
nor,1976,16.10526
nor,1977,16.47006
nor,1978,17.51759
nor,1979,17.66633
nor,1980,18.95331
nor,1981,19.19361
nor,1982,25.98639
nor,1985,25.61286
nor,1986,25.60126
nor,1987,26.65619
nor,1988,26.83676
nor,1989,26.88048
nor,1990,27.33348
nor,1991,38.95202
nor,1997,35.70435
nor,1998,35.70501
nor,1999,36.03176
nor,2000,35.9499
nor,2001,36.20234
nor,2012,43.57303
nor,2013,45.06327
nor,2014,45.24598
nor,2015,45.34957
nor,2016,45.28373
nor,2017,46.27575
nor,2018,46.3196
nor,2019,46.89962
npl,1978,18.69321
npl,1980,16.44962
nzl,1970,14.52771
nzl,1971,14.54591
nzl,1980,17.89706
nzl,1981,19.92711
nzl,1982,23.16523
nzl,1983,21.7431
nzl,1984,23.4021
nzl,1985,24.26506
nzl,1986,25.58532
nzl,1987,28.28842
nzl,1988,30.02629
nzl,1989,41.54977
nzl,1990,33.56928
nzl,1991,38.7831
nzl,1992,40.26124
nzl,1993,41.95703
nzl,1995,40.75342
nzl,1996,40.38049
nzl,2013,48.70187
nzl,2014,49.06198
nzl,2015,48.82654
nzl,2016,48.70811
nzl,2017,49.82907
nzl,2018,49.82907
nzl,2019,51.91729
omn,2004,29.08382
omn,2005,29.08726
omn,2006,34.0616
omn,2007,30.04587
omn,2009,36.45084
omn,2010,37.36264
omn,2011,37.40174
omn,2013,35.89318
omn,2014,34.9569
omn,2015,35.36973
omn,2016,34.74138
pak,1971,10.8171
pak,1976,14.07922
pak,1986,16.69443
pak,1987,17.40987
pak,1992,16.78518
pan,1970,21.20536
pan,1981,31.67296
pan,1986,30.13125
pan,1994,36.32846
pan,2001,51.79469
pan,2002,51.81194
pan,2003,43.86861
pan,2004,46.02568
pan,2005,47.11749
pan,2006,46.01839
pan,2007,46.81792
pan,2008,46.28639
pan,2009,47.00266
pan,2010,46.32484
pan,2011,45.89541
pan,2012,46.06595
pan,2014,47.09611
pan,2015,48.03102
pan,2016,49.83529
per,1970,15.28155
per,1971,13.34232
per,1972,14.1351
per,1973,13.79669
per,1974,14.55918
per,1975,14.39041
per,1976,16.31125
per,2017,33.41356
phl,1971,49.34948
phl,1973,49.7189
phl,1979,54.48648
phl,1980,54.48753
phl,1981,53.41787
phl,1990,41.80013
phl,1995,57.47503
phl,2001,54.72562
phl,2002,54.72605
phl,2003,55.39785
phl,2004,55.70328
phl,2005,55.70342
phl,2017,51.85981
plw,2000,49.09091
plw,2001,45.45455
plw,2002,45.65217
plw,2013,54.28571
png,1986,20.84257
png,1998,19.94329
png,1999,19.77507
pol,2006,41.51675
pol,2007,42.01325
pol,2008,42.54229
pol,2009,42.90758
pol,2010,43.12978
pol,2011,43.34785
pol,2012,43.5611
pol,2013,44.09445
pol,2014,44.22827
pol,2015,44.40064
pri,2013,54.66793
pri,2014,53.82436
pri,2015,53.80967
pri,2016,54.17442
pri,2018,55.31003
prk,2009,24.14956
prk,2015,20.58354
prt,1971,19.41443
prt,1972,21.17273
prt,1973,25.0774
prt,1974,27.79621
prt,1975,29.39937
prt,1976,32.02382
prt,1977,30.07202
prt,1978,28.81744
prt,1979,33.00962
prt,1980,33.75921
prt,1981,31.45395
prt,1982,28.30371
prt,1983,32.3842
prt,1984,33.14979
prt,1985,34.51029
prt,1986,36.75056
prt,1987,35.48866
prt,2002,40.76945
prt,2003,41.22848
prt,2004,41.88781
prt,2005,42.0254
prt,2006,43.04376
prt,2007,43.16449
prt,2008,43.22304
prt,2009,43.42566
prt,2010,43.50683
prt,2011,43.74212
prt,2012,43.80495
prt,2013,44.04487
prt,2014,43.97817
prt,2015,44.39807
prt,2016,44.45365
prt,2017,44.27624
prt,2018,44.75998
prt,2019,45.10671
pse,1996,13.77098
pse,1997,14.28571
pse,1998,15.29992
pse,1999,12.75479
pse,2000,13.68732
pse,2001,13.33515
pse,2002,14.06675
pse,2003,14.99127
pse,2004,15.05302
pse,2005,15.0464
pse,2006,15.99394
pse,2007,16.67269
pse,2008,18.0134
pse,2009,17.06915
pse,2013,23.1893
pse,2014,22.78587
pse,2015,25.1094
pse,2016,24.32361
pse,2017,26.59392
pse,2018,27.63636
pse,2019,28.13635
pse,2020,28.48269
pyf,1981,7.14286
pyf,1983,33.33333
qat,1976,18.84058
qat,1977,17.79661
qat,1980,33.71648
qat,1981,30.74205
qat,1985,37.90524
qat,1987,34.29204
qat,1988,33.18584
qat,1989,33.53293
qat,1990,25.27716
qat,1992,32.7957
qat,1993,31.90083
qat,1994,32.49608
qat,1995,31.71115
qat,1996,31.93798
qat,1997,32.50389
qat,1998,31.21118
qat,1999,31.90184
qat,2001,33.61345
qat,2002,33.33333
qat,2003,30.76923
qat,2004,30.75061
qat,2005,32.37952
qat,2007,37.53776
qat,2008,37.52914
qat,2009,42.24326
qat,2010,37.57803
qat,2011,39.08537
qat,2012,39.78495
qat,2013,38.31567
qat,2014,36.58782
qat,2015,34.64933
qat,2016,33.78915
qat,2017,33.88215
qat,2018,33.76407
qat,2019,34.39108
qat,2020,34.20388
rou,1971,29.44507
rou,1972,29.08086
rou,1973,29.32082
rou,1974,28.77485
rou,1975,29.20106
rou,1976,29.18385
rou,1977,29.33685
rou,1978,30.37937
rou,1979,29.69003
rou,1980,29.6973
rou,1981,29.9068
rou,1982,30.22851
rou,1983,29.69636
rou,1984,29.78867
rou,1985,28.6717
rou,1986,28.93295
rou,1987,28.40691
rou,1988,28.20705
rou,1989,28.1287
rou,1990,27.04343
rou,1991,27.98162
rou,1992,27.84291
rou,1993,29.57016
rou,1994,30.81025
rou,1995,30.11441
rou,1999,36.85081
rou,2000,39.82281
rou,2001,39.025
rou,2002,40.35363
rou,2003,41.41261
rou,2004,42.4528
rou,2005,42.94001
rou,2006,42.78287
rou,2007,43.92636
rou,2008,43.29558
rou,2009,44.15601
rou,2010,45.86053
rou,2011,46.74578
rou,2012,48.67619
rou,2013,48.45219
rou,2014,48.61579
rou,2015,49.43828
rou,2016,50.02041
rou,2017,50.84905
rou,2018,51.27922
rou,2019,50.93238
rus,2000,55.75019
rus,2001,55.43519
rus,2002,56.03254
rus,2003,54.77955
rus,2004,53.52667
rus,2005,54.02806
rus,2006,56.90385
rus,2007,56.61287
rus,2008,55.09554
rus,2009,55.91056
rus,2012,57.10626
rus,2013,58.15614
rus,2014,56.5057
rus,2015,57.43611
rus,2016,58.59548
rus,2017,59.17477
rus,2018,61.96953
rwa,1971,10.41667
rwa,1973,15.65217
rwa,1974,19.14894
rwa,1975,11.48649
rwa,1977,13.95349
rwa,1978,9.38967
rwa,1980,11.79039
rwa,1981,8.75
rwa,1984,5.2459
rwa,1986,6.0423
rwa,1987,5.20362
rwa,1988,5.75816
rwa,1990,5.10836
rwa,1999,9.95146
rwa,2000,15.04202
rwa,2001,15.0267
rwa,2002,12.64
rwa,2003,13.27893
rwa,2004,12.08285
rwa,2005,12.10787
rwa,2010,16.22481
rwa,2013,16.86747
rwa,2014,19.15594
rwa,2015,19.58977
rwa,2016,17.34653
rwa,2017,20.82367
