geo,time,sl_ind_empl_zs
lby,2003,27.47
lby,2004,27.59
lby,2005,28.41
lby,2006,28.79
lby,2007,29.06
lby,2008,29.49
lby,2009,29.57
lby,2010,29.48
lby,2011,27.75
lby,2012,26.83
lby,2013,25.25
lby,2014,23.82
lby,2015,22.88
lby,2016,22.44
lby,2017,23.62
lby,2018,24.39
lby,2019,24.43
lca,1991,22.82
lca,1992,22.67
lca,1993,22.46
lca,1994,21.54
lca,1995,25.61
lca,1996,22.58
lca,1997,20.27
lca,1998,18.75
lca,1999,19.23
lca,2000,20.57
lca,2001,18.88
lca,2002,17.49
lca,2003,16.6
lca,2004,16.84
lca,2005,19.5
lca,2006,19.78
lca,2007,18.71
lca,2008,18.85
lca,2009,18.48
lca,2010,17.99
lca,2011,17.91
lca,2012,17.63
lca,2013,17.14
lca,2014,16.87
lca,2015,16.72
lca,2016,16.6
lca,2017,16.34
lca,2018,14.82
lca,2019,14.69
lka,1991,26.58
lka,1992,20.02
lka,1993,21.15
lka,1994,20.12
lka,1995,24.82
lka,1996,23.27
lka,1997,24.32
lka,1998,23.08
lka,1999,23.28
lka,2000,23.61
lka,2001,23.38
lka,2002,23.41
lka,2003,23.7
lka,2004,23.99
lka,2005,24.4
lka,2006,24.88
lka,2007,25.25
lka,2008,25.59
lka,2009,25.84
lka,2010,25.55
lka,2011,25.79
lka,2012,26.07
lka,2013,26
lka,2014,26.33
lka,2015,25.77
lka,2016,26.39
lka,2017,28.41
lka,2018,27.94
lka,2019,27.87
lso,1991,12.97
lso,1992,12.99
lso,1993,13.02
lso,1994,13.01
lso,1995,13.01
lso,1996,13.03
lso,1997,13.05
lso,1998,13.04
lso,1999,13
lso,2000,13.06
lso,2001,13.29
lso,2002,13.46
lso,2003,13.43
lso,2004,13.51
lso,2005,13.46
lso,2006,13.61
lso,2007,13.6
lso,2008,13.66
lso,2009,13.59
lso,2010,13.51
lso,2011,13.57
lso,2012,13.57
lso,2013,13.59
lso,2014,13.64
lso,2015,13.73
lso,2016,13.7
lso,2017,13.51
lso,2018,13.44
lso,2019,13.31
ltu,1991,30.55
ltu,1992,29.45
ltu,1993,28.79
ltu,1994,28.32
ltu,1995,28.22
ltu,1996,28.11
ltu,1997,28.52
ltu,1998,29.07
ltu,1999,27.07
ltu,2000,26.78
ltu,2001,26.64
ltu,2002,27.37
ltu,2003,27.24
ltu,2004,28.2
ltu,2005,29.06
ltu,2006,29.57
ltu,2007,30.55
ltu,2008,30.52
ltu,2009,26.85
ltu,2010,24.56
ltu,2011,24.56
ltu,2012,25.08
ltu,2013,25.53
ltu,2014,24.72
ltu,2015,25.07
ltu,2016,25.14
ltu,2017,25.13
ltu,2018,25.77
ltu,2019,25.7
lux,1991,27.11
lux,1992,26.59
lux,1993,26.42
lux,1994,26.98
lux,1995,25.26
lux,1996,22.94
lux,1997,23.32
lux,1998,21.61
lux,1999,21.98
lux,2000,20.79
lux,2001,21.43
lux,2002,20.09
lux,2003,19.29
lux,2004,18.85
lux,2005,17.3
lux,2006,16.69
lux,2007,16.92
lux,2008,15.28
lux,2009,12.91
lux,2010,13.35
lux,2011,13.36
lux,2012,12.67
lux,2013,12.04
lux,2014,10.98
lux,2015,12.52
lux,2016,12.05
lux,2017,10.76
lux,2018,11.75
lux,2019,10.81
lva,1991,30.73
lva,1992,29.16
lva,1993,28.2
lva,1994,28.15
lva,1995,27.64
lva,1996,27.25
lva,1997,25.83
lva,1998,27.05
lva,1999,25.76
lva,2000,26.76
lva,2001,26.27
lva,2002,25.54
lva,2003,27.07
lva,2004,26.94
lva,2005,26.48
lva,2006,27.37
lva,2007,28.63
lva,2008,29.4
lva,2009,24.34
lva,2010,23.07
lva,2011,22.91
lva,2012,23.48
lva,2013,23.92
lva,2014,23.85
lva,2015,23.65
lva,2016,24.11
lva,2017,23.31
lva,2018,23.66
lva,2019,23.72
mac,1991,38.05
mac,1992,37.41
mac,1993,36.64
mac,1994,35.79
mac,1995,34.86
mac,1996,33.82
mac,1997,32.98
mac,1998,32.04
mac,1999,30.48
mac,2000,28.05
mac,2001,30.46
mac,2002,28.44
mac,2003,26.86
mac,2004,25.14
mac,2005,24.91
mac,2006,23.03
mac,2007,18.02
mac,2008,19.69
mac,2009,15.68
mac,2010,13.67
mac,2011,12.86
mac,2012,12.8
mac,2013,12.64
mac,2014,15.66
mac,2015,15.8
mac,2016,13.67
mac,2017,10.57
mac,2018,9.98
mac,2019,9.66
mar,1991,20.1
mar,1992,19.86
mar,1993,19.62
mar,1994,19.9
mar,1995,19.44
mar,1996,19.97
mar,1997,19.66
mar,1998,19.97
mar,1999,19.77
mar,2000,19.71
mar,2001,20.06
mar,2002,20.12
mar,2003,20.18
mar,2004,19.48
mar,2005,19.51
mar,2006,20.3
mar,2007,20.56
mar,2008,21.05
mar,2009,21.21
mar,2010,21.49
mar,2011,21.85
mar,2012,21.39
mar,2013,21.65
mar,2014,21.87
mar,2015,22.26
mar,2016,22.25
mar,2017,22.66
mar,2018,22.88
mar,2019,23.09
mda,1991,24.74
mda,1992,26.51
mda,1993,20.77
mda,1994,19.01
mda,1995,16.92
mda,1996,15.06
mda,1997,14.77
mda,1998,14.61
mda,1999,13.64
mda,2000,13.89
mda,2001,13.9
mda,2002,14.44
mda,2003,16.05
mda,2004,16.25
mda,2005,16.01
mda,2006,18.19
mda,2007,18.74
mda,2008,19.68
mda,2009,19.28
mda,2010,18.65
mda,2011,18.75
mda,2012,19.28
mda,2013,17.69
mda,2014,17.9
mda,2015,17.85
mda,2016,17.14
mda,2017,16.65
mda,2018,19.41
mda,2019,21.72
mdg,1991,10.22
mdg,1992,10.14
mdg,1993,10.04
mdg,1994,9.91
mdg,1995,9.77
mdg,1996,9.59
mdg,1997,9.36
mdg,1998,9.11
mdg,1999,8.83
mdg,2000,8.31
mdg,2001,7.58
mdg,2002,7.11
mdg,2003,6.71
mdg,2004,4.73
mdg,2005,3.42
mdg,2006,3.81
mdg,2007,4.26
mdg,2008,4.79
mdg,2009,5.33
mdg,2010,5.99
mdg,2011,6.76
mdg,2012,7.69
mdg,2013,7.97
mdg,2014,8.18
mdg,2015,8.34
mdg,2016,8.54
mdg,2017,8.59
mdg,2018,8.68
mdg,2019,8.73
mdv,1991,27.21
mdv,1992,27.16
mdv,1993,27.09
mdv,1994,27.06
mdv,1995,27.02
mdv,1996,26.95
mdv,1997,26.92
mdv,1998,26.82
mdv,1999,26.59
mdv,2000,26.04
mdv,2001,24.97
mdv,2002,24.41
mdv,2003,23.99
mdv,2004,22.4
mdv,2005,20.27
mdv,2006,19.35
mdv,2007,18.16
mdv,2008,17.41
mdv,2009,16.31
mdv,2010,16.68
mdv,2011,17.15
mdv,2012,17.3
mdv,2013,17.54
mdv,2014,17.95
mdv,2015,18.39
mdv,2016,18.76
mdv,2017,18.85
mdv,2018,19.12
mdv,2019,19.13
mex,1991,25.47
mex,1992,25.35
mex,1993,25.2
mex,1994,25.13
mex,1995,24.82
mex,1996,24.93
mex,1997,24.89
mex,1998,24.91
mex,1999,25.96
mex,2000,27.07
mex,2001,26.08
mex,2002,25.96
mex,2003,25.93
mex,2004,26.06
mex,2005,26.09
mex,2006,26.19
mex,2007,26.2
mex,2008,25.58
mex,2009,24.3
mex,2010,24.4
mex,2011,24.3
mex,2012,24.06
mex,2013,24.31
mex,2014,24.81
mex,2015,25.16
mex,2016,25.75
mex,2017,26.01
mex,2018,26.13
mex,2019,25.55
mkd,1991,36.83
mkd,1992,36.62
mkd,1993,36.12
mkd,1994,35.83
mkd,1995,35.68
mkd,1996,35.41
mkd,1997,35.15
mkd,1998,34.93
mkd,1999,34.78
mkd,2000,34.68
mkd,2001,33.74
mkd,2002,33.3
mkd,2003,33.91
mkd,2004,33.49
mkd,2005,32.93
mkd,2006,32.63
mkd,2007,31.33
mkd,2008,31.13
mkd,2009,30.5
mkd,2010,30.31
mkd,2011,30
mkd,2012,29.87
mkd,2013,30.38
mkd,2014,30.36
mkd,2015,30.5
mkd,2016,30.31
mkd,2017,30.55
mkd,2018,31.36
mkd,2019,31.13
mli,1991,7.98
mli,1992,7.95
mli,1993,7.93
mli,1994,7.9
mli,1995,7.89
mli,1996,7.88
mli,1997,7.9
mli,1998,7.92
mli,1999,7.95
mli,2000,8.01
mli,2001,8.1
mli,2002,8.13
mli,2003,8.17
mli,2004,8.17
mli,2005,8.18
mli,2006,8.29
mli,2007,8.23
mli,2008,8.2
mli,2009,8.24
mli,2010,8.2
mli,2011,8.14
mli,2012,8.05
mli,2013,7.98
mli,2014,8
mli,2015,8.26
mli,2016,6.72
mli,2017,8.24
mli,2018,7.66
mli,2019,7.56
mlt,1991,35.24
mlt,1992,35.05
mlt,1993,34.87
mlt,1994,34.68
mlt,1995,34.51
mlt,1996,34.15
mlt,1997,33.84
mlt,1998,33.55
mlt,1999,33.16
mlt,2000,32.75
mlt,2001,30.93
mlt,2002,31.53
mlt,2003,29.88
mlt,2004,29.45
mlt,2005,29.85
mlt,2006,28.34
mlt,2007,26.32
mlt,2008,25.56
mlt,2009,25.02
mlt,2010,25.52
mlt,2011,24.52
mlt,2012,22.17
mlt,2013,21.57
mlt,2014,20.72
mlt,2015,20.01
mlt,2016,19.86
mlt,2017,19.81
mlt,2018,18.6
mlt,2019,18.92
mmr,1991,8.37
mmr,1992,8.99
mmr,1993,9.62
mmr,1994,9.79
mmr,1995,10.53
mmr,1996,11.09
mmr,1997,11.71
mmr,1998,12.06
mmr,1999,12.34
mmr,2000,12.91
mmr,2001,13.23
mmr,2002,13.83
mmr,2003,14.47
mmr,2004,14.96
mmr,2005,15.33
mmr,2006,15.75
mmr,2007,15.91
mmr,2008,16.15
mmr,2009,16.35
mmr,2010,16.52
mmr,2011,16.47
mmr,2012,16.48
mmr,2013,16.54
mmr,2014,16.7
mmr,2015,16.77
mmr,2016,16.36
mmr,2017,15.94
mmr,2018,17.27
mmr,2019,16.94
mne,1991,25.24
mne,1992,24.84
mne,1993,24.33
mne,1994,24.35
mne,1995,24.66
mne,1996,25.17
mne,1997,25.41
mne,1998,25.53
mne,1999,24.87
mne,2000,24.76
mne,2001,24.47
mne,2002,24.02
mne,2003,23.38
mne,2004,21.25
mne,2005,19.23
mne,2006,18.29
mne,2007,17.54
mne,2008,18.24
mne,2009,18.12
mne,2010,18.75
mne,2011,19.55
mne,2012,17.92
mne,2013,17.77
mne,2014,17.56
mne,2015,17.46
mne,2016,17.47
mne,2017,17.08
mne,2018,18.9
mne,2019,19.41
mng,1991,19.39
mng,1992,17.93
mng,1993,17.02
mng,1994,16.74
mng,1995,17.93
mng,1996,17.46
mng,1997,16.7
mng,1998,15.82
mng,1999,15.53
mng,2000,14.14
mng,2001,13.66
mng,2002,14.32
mng,2003,11.92
mng,2004,16.14
mng,2005,16.81
mng,2006,17.34
mng,2007,13.68
mng,2008,15.23
mng,2009,14.94
mng,2010,16.24
mng,2011,17.34
mng,2012,18.17
mng,2013,20.42
mng,2014,20.72
mng,2015,20.29
mng,2016,18.99
mng,2017,19.22
mng,2018,20.61
mng,2019,21.58
moz,1991,2.5
moz,1992,2.51
moz,1993,2.52
moz,1994,2.54
moz,1995,2.56
moz,1996,2.61
moz,1997,2.68
moz,1998,2.76
moz,1999,2.85
moz,2000,2.95
moz,2001,3.1
moz,2002,3.23
moz,2003,3.39
moz,2004,3.61
moz,2005,3.84
moz,2006,4.11
moz,2007,4.38
moz,2008,4.68
moz,2009,5
moz,2010,5.36
moz,2011,5.76
moz,2012,6.18
moz,2013,6.65
moz,2014,7.15
moz,2015,7.75
moz,2016,8.03
moz,2017,8.25
moz,2018,8.45
moz,2019,8.59
mrt,1991,19.78
mrt,1992,19.68
mrt,1993,19.58
mrt,1994,19.41
mrt,1995,19.26
mrt,1996,19.11
mrt,1997,18.91
mrt,1998,18.67
mrt,1999,18.52
mrt,2000,18.21
mrt,2001,18.06
mrt,2002,18.01
mrt,2003,17.94
mrt,2004,17.97
mrt,2005,17.97
mrt,2006,17.91
mrt,2007,17.94
mrt,2008,17.95
mrt,2009,17.95
mrt,2010,17.89
mrt,2011,17.88
mrt,2012,17.9
mrt,2013,17.86
mrt,2014,17.86
mrt,2015,17.84
mrt,2016,17.77
mrt,2017,17.77
mrt,2018,17.67
mrt,2019,17.61
mus,1991,40.29
mus,1992,39.98
mus,1993,39.6
mus,1994,39.21
mus,1995,39.83
mus,1996,38.18
mus,1997,37.68
mus,1998,38.27
mus,1999,38.49
mus,2000,39.25
mus,2001,36.56
mus,2002,36.62
mus,2003,34.08
mus,2004,33.58
mus,2005,32.44
mus,2006,32.14
mus,2007,31.94
mus,2008,31.77
mus,2009,29.68
mus,2010,28.71
mus,2011,28.14
mus,2012,27.99
mus,2013,27.4
mus,2014,26.76
mus,2015,26.11
mus,2016,25.42
mus,2017,24.73
mus,2018,24.11
mus,2019,23.68
mwi,1991,6.75
mwi,1992,6.75
mwi,1993,6.66
mwi,1994,6.65
mwi,1995,6.61
mwi,1996,6.56
mwi,1997,6.51
mwi,1998,6.47
mwi,1999,6.39
mwi,2000,6.29
mwi,2001,6.16
mwi,2002,6.06
mwi,2003,6.02
mwi,2004,5.92
mwi,2005,5.85
mwi,2006,5.87
mwi,2007,5.89
mwi,2008,5.83
mwi,2009,5.8
mwi,2010,5.78
mwi,2011,5.78
mwi,2012,5.74
mwi,2013,5.71
mwi,2014,5.67
mwi,2015,5.62
mwi,2016,5.56
mwi,2017,5.5
mwi,2018,5.43
mwi,2019,5.37
mys,1991,31.34
mys,1992,31.62
mys,1993,32.02
mys,1994,32.15
mys,1995,32.34
mys,1996,32.23
mys,1997,33.66
mys,1998,31.76
mys,1999,31.7
mys,2000,32.18
mys,2001,33.11
mys,2002,31.98
mys,2003,32.02
mys,2004,30.13
mys,2005,29.72
mys,2006,30.26
mys,2007,28.46
mys,2008,28.67
mys,2009,27.01
mys,2010,27.62
mys,2011,28.45
mys,2012,27.57
mys,2013,27.94
mys,2014,27.74
mys,2015,27.52
mys,2016,27.49
mys,2017,27.72
mys,2018,27.11
mys,2019,27.01
nam,1991,15.05
nam,1992,14.91
nam,1993,14.77
nam,1994,14.62
nam,1995,14.52
nam,1996,14.37
nam,1997,14.27
nam,1998,13.6
nam,1999,12.92
nam,2000,12.31
nam,2001,12.78
nam,2002,13.37
nam,2003,14.1
nam,2004,14.83
nam,2005,14.66
nam,2006,14.57
nam,2007,14.45
nam,2008,14.27
nam,2009,14.18
nam,2010,14.05
nam,2011,13.96
nam,2012,13.88
nam,2013,14.44
nam,2014,14.83
nam,2015,16.99
nam,2016,19.33
nam,2017,17.66
nam,2018,16.22
nam,2019,16.4
ncl,1991,23.23
ncl,1992,23.26
ncl,1993,23.38
ncl,1994,23.42
ncl,1995,23.51
ncl,1996,23.4
ncl,1997,24.14
ncl,1998,24.23
ncl,1999,23.82
ncl,2000,23.38
ncl,2001,23.04
ncl,2002,22.64
ncl,2003,22.16
ncl,2004,21.57
ncl,2005,21.31
ncl,2006,21.4
ncl,2007,21.99
ncl,2008,22.37
ncl,2009,22.17
ncl,2010,22.07
ncl,2011,22.57
ncl,2012,22.82
ncl,2013,22.94
ncl,2014,22.57
ncl,2015,22.7
ncl,2016,22.79
ncl,2017,22.71
ncl,2018,22.75
ncl,2019,22.87
ner,1991,9.38
ner,1992,9.3
ner,1993,9.21
ner,1994,9.1
ner,1995,9.01
ner,1996,8.9
ner,1997,8.78
ner,1998,8.66
ner,1999,8.54
ner,2000,8.38
ner,2001,8.24
ner,2002,8.09
ner,2003,7.96
ner,2004,7.84
ner,2005,7.71
ner,2006,7.6
ner,2007,7.5
ner,2008,7.4
ner,2009,7.33
ner,2010,7.25
ner,2011,7.18
ner,2012,7.16
ner,2013,7.13
ner,2014,7.06
ner,2015,6.98
ner,2016,6.91
ner,2017,6.85
ner,2018,6.78
ner,2019,6.71
nga,1991,13.42
nga,1992,13.33
nga,1993,13.27
nga,1994,13.24
nga,1995,13.12
nga,1996,12.99
nga,1997,12.89
nga,1998,12.72
nga,1999,12.56
nga,2000,12.36
nga,2001,12.27
nga,2002,12.07
nga,2003,11.97
nga,2004,11.79
nga,2005,11.44
nga,2006,11.12
nga,2007,10.86
nga,2008,10.64
nga,2009,10.45
nga,2010,10.25
nga,2011,10.15
nga,2012,10.95
nga,2013,11.81
nga,2014,11.89
nga,2015,11.94
nga,2016,12.03
nga,2017,12.05
nga,2018,12.02
nga,2019,12
nic,1991,17.68
nic,1992,17.52
nic,1993,17.34
nic,1994,17.45
nic,1995,17.54
nic,1996,17.67
nic,1997,17.68
nic,1998,17.69
nic,1999,17.99
nic,2000,18.02
nic,2001,18.09
nic,2002,17.98
nic,2003,17.96
nic,2004,18.37
nic,2005,19.68
nic,2006,19.29
nic,2007,20.31
nic,2008,19.62
nic,2009,18.63
nic,2010,18.31
nic,2011,18.2
nic,2012,18.12
nic,2013,17.87
nic,2014,17.67
nic,2015,17.7
nic,2016,17.7
nic,2017,17.69
nic,2018,16.93
nic,2019,16.24
nld,1991,25.07
nld,1992,24.67
nld,1993,24.14
nld,1994,23.35
nld,1995,23.35
nld,1996,23.16
nld,1997,22.88
nld,1998,22.76
nld,1999,22.33
nld,2000,21.58
nld,2001,21.57
nld,2002,20.98
nld,2003,19.91
nld,2004,20.08
nld,2005,21.04
nld,2006,20.63
nld,2007,19.78
nld,2008,19.13
nld,2009,18.52
nld,2010,17.7
nld,2011,17.17
nld,2012,17.21
nld,2013,16.52
nld,2014,16.23
nld,2015,16.43
nld,2016,16.48
nld,2017,16.52
nld,2018,16.17
nld,2019,16.11
nor,1991,23.65
nor,1992,23.51
nor,1993,23.31
nor,1994,23.28
nor,1995,23.06
nor,1996,23.03
nor,1997,23.46
nor,1998,22.81
nor,1999,22.26
nor,2000,21.79
nor,2001,21.75
nor,2002,21.68
nor,2003,21.67
nor,2004,20.79
nor,2005,20.85
nor,2006,20.82
nor,2007,21.18
nor,2008,21.1
nor,2009,20.22
nor,2010,19.7
nor,2011,20.25
nor,2012,20.23
nor,2013,20.32
nor,2014,20.44
nor,2015,20.12
nor,2016,19.47
nor,2017,19.41
nor,2018,19.47
nor,2019,19.42
npl,1991,2.76
npl,1992,3.21
npl,1993,3.74
npl,1994,4.45
npl,1995,5.2
npl,1996,6.12
npl,1997,7.2
npl,1998,8.38
npl,1999,9.84
npl,2000,10.52
npl,2001,10.98
npl,2002,11.21
npl,2003,11.54
npl,2004,11.8
npl,2005,11.97
npl,2006,12.12
npl,2007,12.25
npl,2008,12.57
npl,2009,12.74
npl,2010,12.99
npl,2011,13.16
npl,2012,13.41
npl,2013,13.65
npl,2014,13.98
npl,2015,14.14
npl,2016,14.05
npl,2017,14.48
npl,2018,14.81
npl,2019,15.11
nzl,1991,25.55
nzl,1992,25.29
nzl,1993,25.2
nzl,1994,25.26
nzl,1995,24.89
nzl,1996,24.44
nzl,1997,24.04
nzl,1998,24.24
nzl,1999,23.1
nzl,2000,23.33
nzl,2001,22.88
nzl,2002,22.74
nzl,2003,22.56
nzl,2004,22.94
nzl,2005,22.37
nzl,2006,22.67
nzl,2007,22.24
nzl,2008,21.86
nzl,2009,20.88
nzl,2010,20.64
nzl,2011,20.05
nzl,2012,19.84
nzl,2013,19.81
nzl,2014,20.47
nzl,2015,21.59
nzl,2016,20.13
nzl,2017,20.45
nzl,2018,19.79
nzl,2019,19.29
omn,1991,7.4
omn,1992,7.5
omn,1993,7.58
omn,1994,7.55
omn,1995,7.62
omn,1996,7.68
omn,1997,8.48
omn,1998,9.19
omn,1999,10.05
omn,2000,11.19
omn,2001,12.42
omn,2002,13.7
omn,2003,15.11
omn,2004,16.75
omn,2005,18.82
omn,2006,21.15
omn,2007,23.59
omn,2008,26.19
omn,2009,30.84
omn,2010,36.88
omn,2011,35.99
omn,2012,35.68
omn,2013,34.83
omn,2014,34
omn,2015,33.23
omn,2016,32.53
omn,2017,32.14
omn,2018,32.48
omn,2019,32.01
pak,1991,21.6
pak,1992,21.66
pak,1993,21.55
pak,1994,21.49
pak,1995,21.47
pak,1996,21.45
pak,1997,21.23
pak,1998,21.09
pak,1999,20.98
pak,2000,20.93
pak,2001,20.82
pak,2002,20.67
pak,2003,20.76
pak,2004,20.55
pak,2005,20.32
pak,2006,20.73
pak,2007,20.98
pak,2008,20.11
pak,2009,20.99
pak,2010,21.42
pak,2011,21.77
pak,2012,22.32
pak,2013,22.92
pak,2014,22.87
pak,2015,24.02
pak,2016,23.59
pak,2017,24.29
pak,2018,24.99
pak,2019,24.96
pan,1991,14.45
pan,1992,16.98
pan,1993,17.62
pan,1994,18.38
pan,1995,18.07
pan,1996,18.37
pan,1997,18.36
pan,1998,18.07
pan,1999,18.19
pan,2000,17.37
pan,2001,17.31
pan,2002,17
pan,2003,17.22
pan,2004,17.64
pan,2005,17.18
pan,2006,18.07
pan,2007,19.28
pan,2008,19.08
pan,2009,19.17
pan,2010,18.71
pan,2011,18.74
pan,2012,18.25
pan,2013,20.14
pan,2014,20.08
pan,2015,18.72
pan,2016,18.39
pan,2017,18.55
pan,2018,18.76
pan,2019,17.72
per,1991,15.27
per,1992,15.14
per,1993,15.14
per,1994,15.32
per,1995,15.38
per,1996,15.26
per,1997,15.28
per,1998,15.05
per,1999,14.73
per,2000,14.55
per,2001,14.42
per,2002,14.41
per,2003,13.35
per,2004,14.4
per,2005,14.07
per,2006,14.85
per,2007,16.29
per,2008,16.44
per,2009,16.44
per,2010,16.86
per,2011,16.48
per,2012,17.03
per,2013,17.02
per,2014,16.37
per,2015,16.57
per,2016,16.22
per,2017,15.65
per,2018,15.39
per,2019,15.2
phl,1991,14.4
phl,1992,14.69
phl,1993,14.25
phl,1994,14.5
phl,1995,14.81
phl,1996,14.8
phl,1997,15.79
phl,1998,15.82
phl,1999,15.35
phl,2000,15.86
phl,2001,15.69
phl,2002,15.61
phl,2003,15.6
phl,2004,15.59
phl,2005,15.48
phl,2006,15.53
phl,2007,15.67
phl,2008,15.58
phl,2009,15.51
phl,2010,15.72
phl,2011,15.28
phl,2012,15.27
phl,2013,15.58
phl,2014,15.94
phl,2015,16.19
phl,2016,17.36
phl,2017,18.27
phl,2018,19.06
phl,2019,19.12
png,1991,3.01
png,1992,3.1
png,1993,3.2
png,1994,3.27
png,1995,3.22
png,1996,3.51
png,1997,3.48
png,1998,3.45
png,1999,3.5
png,2000,3.69
png,2001,3.91
png,2002,4.18
png,2003,4.38
png,2004,4.63
png,2005,4.87
png,2006,5.28
png,2007,5.72
png,2008,5.92
png,2009,6.62
png,2010,7.89
png,2011,8.21
png,2012,9
png,2013,9.9
png,2014,10.33
png,2015,11.12
png,2016,11.41
png,2017,11.92
png,2018,12.57
png,2019,13.23
pol,1991,36.19
pol,1992,34.82
pol,1993,34.04
pol,1994,33.46
pol,1995,33.13
pol,1996,32.77
pol,1997,32.48
pol,1998,32.13
pol,1999,31.56
pol,2000,31.06
pol,2001,30.73
pol,2002,28.54
pol,2003,28.55
pol,2004,29.04
pol,2005,29.25
pol,2006,29.98
pol,2007,30.72
pol,2008,31.89
pol,2009,31.11
pol,2010,30.3
pol,2011,30.67
pol,2012,30.42
pol,2013,30.54
pol,2014,30.54
pol,2015,30.54
pol,2016,31.45
pol,2017,31.67
pol,2018,31.82
pol,2019,32.13
pri,1991,24.01
pri,1992,24.01
pri,1993,23.9
pri,1994,23.18
pri,1995,22.77
pri,1996,21.67
pri,1997,21.65
pri,1998,21.88
pri,1999,22.21
pri,2000,22.27
pri,2001,21.66
pri,2002,19.96
pri,2003,19.59
pri,2004,19.39
pri,2005,19.01
pri,2006,19.47
pri,2007,19.18
pri,2008,18.12
pri,2009,17.68
pri,2010,17.45
pri,2011,17.2
pri,2012,16.95
pri,2013,16.71
pri,2014,16.48
pri,2015,16.23
pri,2016,15.97
pri,2017,15.68
pri,2018,15.39
pri,2019,15.21
prk,1991,26.65
prk,1992,25.5
prk,1993,24.46
prk,1994,23.56
prk,1995,22.4
prk,1996,21.3
prk,1997,19.72
prk,1998,18.92
prk,1999,19.27
prk,2000,18.68
prk,2001,18.66
prk,2002,18.21
prk,2003,17.9
prk,2004,17.65
prk,2005,17.73
prk,2006,16.96
prk,2007,16.24
prk,2008,16.27
prk,2009,15.65
prk,2010,15.16
prk,2011,14.87
prk,2012,14.68
prk,2013,14.46
prk,2014,14.26
prk,2015,13.78
prk,2016,14
prk,2017,13.18
prk,2018,12.36
prk,2019,12.73
prt,1991,34
prt,1992,33.63
prt,1993,32.86
prt,1994,32.47
prt,1995,32.18
prt,1996,31.27
prt,1997,31.02
prt,1998,35.21
prt,1999,34.35
prt,2000,34.44
prt,2001,33.45
prt,2002,33.33
prt,2003,32.66
prt,2004,31.06
prt,2005,30.39
prt,2006,30.31
prt,2007,30.24
prt,2008,28.99
prt,2009,27.81
prt,2010,27.26
prt,2011,26.86
prt,2012,25.15
prt,2013,23.7
prt,2014,23.86
prt,2015,24.35
prt,2016,24.5
prt,2017,24.74
prt,2018,24.85
prt,2019,24.68
pry,1991,17.72
pry,1992,17.61
pry,1993,17.59
pry,1994,17.57
pry,1995,17.59
pry,1996,17.45
pry,1997,17.37
pry,1998,17.09
pry,1999,16.78
pry,2000,16.46
pry,2001,16.03
pry,2002,15.59
pry,2003,15.99
pry,2004,16.64
pry,2005,15.78
pry,2006,16.87
pry,2007,18.25
pry,2008,19.05
pry,2009,17.68
pry,2010,19.2
pry,2011,17.82
pry,2012,16.88
pry,2013,17.47
pry,2014,19.13
pry,2015,19.74
pry,2016,19.43
pry,2017,20.09
pry,2018,18.59
pry,2019,18.14
pse,1991,33.09
pse,1992,34.03
pse,1993,34.56
pse,1994,35.93
pse,1995,35.9
pse,1996,35.19
pse,1997,35.84
pse,1998,36.9
pse,1999,38.06
pse,2000,34.12
pse,2001,28.28
pse,2002,23.71
pse,2003,25.58
pse,2004,24.42
pse,2005,26.07
pse,2006,23.68
pse,2007,23.76
pse,2008,23.08
pse,2009,23.53
pse,2010,24.68
pse,2011,25.93
pse,2012,26.7
pse,2013,28.07
pse,2014,28.02
pse,2015,28.73
pse,2016,30.23
pse,2017,30.86
pse,2018,31.31
pse,2019,30.37
pyf,1991,15.49
pyf,1992,15.52
pyf,1993,15.5
pyf,1994,15.48
pyf,1995,15.47
pyf,1996,15.53
pyf,1997,16
pyf,1998,16.42
pyf,1999,16.75
pyf,2000,17.08
pyf,2001,17.53
pyf,2002,17.94
pyf,2003,17.91
pyf,2004,17.67
pyf,2005,17.56
pyf,2006,17.37
pyf,2007,17.3
pyf,2008,17.31
pyf,2009,17.11
pyf,2010,16.82
pyf,2011,16.49
pyf,2012,16.36
pyf,2013,16.34
pyf,2014,16.37
pyf,2015,16.39
pyf,2016,16.43
pyf,2017,16.5
pyf,2018,16.56
pyf,2019,16.64
qat,1991,30.82
qat,1992,31.17
qat,1993,30.89
qat,1994,31.35
qat,1995,31.71
qat,1996,31.92
qat,1997,33.18
qat,1998,34.03
qat,1999,35.35
qat,2000,36.98
qat,2001,38.4
qat,2002,39.06
qat,2003,39.81
qat,2004,41.01
qat,2005,41.1
qat,2006,41.56
qat,2007,51.86
qat,2008,59.58
qat,2009,58.45
qat,2010,56.33
qat,2011,54.11
qat,2012,51.79
qat,2013,51.71
qat,2014,52.96
qat,2015,54.14
qat,2016,54.55
qat,2017,54.51
qat,2018,54.32
qat,2019,53.7
rou,1991,39.9
rou,1992,37.11
rou,1993,35.82
rou,1994,32.85
rou,1995,30.96
rou,1996,31.52
rou,1997,30.3
rou,1998,28.77
rou,1999,27.06
rou,2000,25.79
rou,2001,25.85
rou,2002,29.59
rou,2003,29.14
rou,2004,31.06
rou,2005,30.46
rou,2006,30.71
rou,2007,31.41
rou,2008,31.6
rou,2009,30.02
rou,2010,28.32
rou,2011,28.56
rou,2012,28.21
rou,2013,28.29
