geo,time,sl_fam_work_fe_zs
dza,2007,3.96
dza,2008,3.42
dza,2009,2.97
dza,2010,2.54
dza,2011,2.18
dza,2012,2.53
dza,2013,2.93
dza,2014,2.79
dza,2015,2.67
dza,2016,2.54
dza,2017,2.42
dza,2018,2.37
dza,2019,2.31
ecu,1991,22.75
ecu,1992,22.62
ecu,1993,22.17
ecu,1994,23.41
ecu,1995,24.56
ecu,1996,22.85
ecu,1997,21.23
ecu,1998,23.83
ecu,1999,23.21
ecu,2000,22.55
ecu,2001,21.78
ecu,2002,18.24
ecu,2003,15.08
ecu,2004,19.61
ecu,2005,16.49
ecu,2006,19.59
ecu,2007,17.91
ecu,2008,17.86
ecu,2009,18.12
ecu,2010,15.96
ecu,2011,16.25
ecu,2012,16.97
ecu,2013,16.55
ecu,2014,14.67
ecu,2015,17.37
ecu,2016,19.68
ecu,2017,20.78
ecu,2018,21.12
ecu,2019,21.46
egy,1991,33.86
egy,1992,32.84
egy,1993,32.69
egy,1994,33.49
egy,1995,29.77
egy,1996,29.72
egy,1997,30.04
egy,1998,23.29
egy,1999,21.96
egy,2000,26.19
egy,2001,16.91
egy,2002,19.66
egy,2003,26.04
egy,2004,33.18
egy,2005,31.97
egy,2006,32.73
egy,2007,34.03
egy,2008,34.68
egy,2009,33.26
egy,2010,29.29
egy,2011,30.09
egy,2012,27.51
egy,2013,34.65
egy,2014,36.67
egy,2015,40.19
egy,2016,23.32
egy,2017,26.43
egy,2018,22.4
egy,2019,19.74
eri,1991,39.86
eri,1992,39.99
eri,1993,39.01
eri,1994,38.79
eri,1995,37.93
eri,1996,35.66
eri,1997,33.65
eri,1998,35.37
eri,1999,35.34
eri,2000,34.06
eri,2001,33.35
eri,2002,31.49
eri,2003,34.69
eri,2004,34.26
eri,2005,33.92
eri,2006,35.3
eri,2007,34.74
eri,2008,30.31
eri,2009,33.13
eri,2010,33.61
eri,2011,32.07
eri,2012,31.79
eri,2013,31.44
eri,2014,30.01
eri,2015,30.12
eri,2016,29.58
eri,2017,29.95
eri,2018,29.4
eri,2019,29.9
esp,1991,9.63
esp,1992,8.68
esp,1993,8.39
esp,1994,7.5
esp,1995,6.46
esp,1996,5.82
esp,1997,5.18
esp,1998,4.77
esp,1999,4.15
esp,2000,3.7
esp,2001,3.34
esp,2002,2.9
esp,2003,2.68
esp,2004,2.33
esp,2005,2.31
esp,2006,1.92
esp,2007,1.56
esp,2008,1.39
esp,2009,1.16
esp,2010,1.02
esp,2011,0.97
esp,2012,0.89
esp,2013,0.79
esp,2014,0.78
esp,2015,0.71
esp,2016,0.58
esp,2017,0.55
esp,2018,0.43
esp,2019,0.44
est,1991,1.85
est,1992,1.87
est,1993,1.93
est,1994,2
est,1995,1.99
est,1996,2.02
est,1997,1.91
est,1998,1.14
est,1999,0.98
est,2000,0.86
est,2001,0.75
est,2002,0.65
est,2003,0.57
est,2004,0.48
est,2005,0.41
est,2006,0.35
est,2007,0.28
est,2008,0.28
est,2009,0.3
est,2010,0.31
est,2011,0.33
est,2012,0.38
est,2013,0.33
est,2014,0.27
est,2015,0.26
est,2016,0.26
est,2017,0.26
est,2018,0.24
est,2019,0.22
eth,1991,60.3
eth,1992,60.91
eth,1993,60.36
eth,1994,60.13
eth,1995,59.4
eth,1996,58.68
eth,1997,58.11
eth,1998,57.55
eth,1999,57.15
eth,2000,59.67
eth,2001,60.14
eth,2002,60.95
eth,2003,62.65
eth,2004,63.97
eth,2005,65.38
eth,2006,64.84
eth,2007,63.7
eth,2008,63.96
eth,2009,63.55
eth,2010,62.4
eth,2011,61.18
eth,2012,60.11
eth,2013,59.07
eth,2014,57.48
eth,2015,55.68
eth,2016,53.58
eth,2017,52.05
eth,2018,50.17
eth,2019,49.15
fin,1991,0.98
fin,1992,0.93
fin,1993,0.99
fin,1994,0.84
fin,1995,1.35
fin,1996,1.39
fin,1997,0.84
fin,1998,0.5
fin,1999,0.76
fin,2000,0.61
fin,2001,0.59
fin,2002,0.49
fin,2003,0.41
fin,2004,0.32
fin,2005,0.44
fin,2006,0.49
fin,2007,0.45
fin,2008,0.43
fin,2009,0.41
fin,2010,0.49
fin,2011,0.36
fin,2012,0.4
fin,2013,0.33
fin,2014,0.38
fin,2015,0.37
fin,2016,0.47
fin,2017,0.35
fin,2018,0.4
fin,2019,0.37
fji,1991,22.31
fji,1992,22.03
fji,1993,21.8
fji,1994,21.49
fji,1995,21.22
fji,1996,20.83
fji,1997,20.66
fji,1998,20.35
fji,1999,19.7
fji,2000,19.46
fji,2001,18.97
fji,2002,18.49
fji,2003,18.26
fji,2004,17.66
fji,2005,17.36
fji,2006,19.49
fji,2007,22.02
fji,2008,24.61
fji,2009,27.49
fji,2010,30.14
fji,2011,33.06
fji,2012,32.58
fji,2013,31.76
fji,2014,31.03
fji,2015,30.28
fji,2016,29.63
fji,2017,28.66
fji,2018,27.83
fji,2019,27.18
fra,1991,5.04
fra,1992,4.97
fra,1993,4.42
fra,1994,4.26
fra,1995,3.81
fra,1996,3.44
fra,1997,3.25
fra,1998,2.89
fra,1999,2.81
fra,2000,2.33
fra,2001,2.05
fra,2002,1.97
fra,2003,2.02
fra,2004,1.85
fra,2005,1.55
fra,2006,1.46
fra,2007,1.05
fra,2008,0.99
fra,2009,1.02
fra,2010,0.86
fra,2011,0.83
fra,2012,0.7
fra,2013,0.7
fra,2014,0.7
fra,2015,0.64
fra,2016,0.65
fra,2017,0.54
fra,2018,0.45
fra,2019,0.45
gab,1991,5.64
gab,1992,5.94
gab,1993,5.81
gab,1994,3.65
gab,1995,3.4
gab,1996,2.74
gab,1997,2.69
gab,1998,3.99
gab,1999,3.23
gab,2000,2.23
gab,2001,2.73
gab,2002,2.8
gab,2003,2.69
gab,2004,2.24
gab,2005,1.65
gab,2006,1.72
gab,2007,1.68
gab,2008,1.43
gab,2009,2.13
gab,2010,1.97
gab,2011,1.44
gab,2012,1.45
gab,2013,1.46
gab,2014,1.58
gab,2015,1.76
gab,2016,1.88
gab,2017,1.8
gab,2018,1.58
gab,2019,1.47
gbr,1991,1.16
gbr,1992,1.09
gbr,1993,0.94
gbr,1994,0.84
gbr,1995,0.84
gbr,1996,0.72
gbr,1997,0.67
gbr,1998,0.6
gbr,1999,0.53
gbr,2000,0.58
gbr,2001,0.48
gbr,2002,0.51
gbr,2003,0.42
gbr,2004,0.45
gbr,2005,0.45
gbr,2006,0.44
gbr,2007,0.46
gbr,2008,0.47
gbr,2009,0.39
gbr,2010,0.41
gbr,2011,0.47
gbr,2012,0.46
gbr,2013,0.49
gbr,2014,0.43
gbr,2015,0.38
gbr,2016,0.42
gbr,2017,0.43
gbr,2018,0.42
gbr,2019,0.42
geo,1991,38.31
geo,1992,38.75
geo,1993,38.9
geo,1994,39.19
geo,1995,39.66
geo,1996,40.02
geo,1997,40.18
geo,1998,40.44
geo,1999,40.51
geo,2000,37.12
geo,2001,40.59
geo,2002,37.28
geo,2003,38.84
geo,2004,37.79
geo,2005,39.08
geo,2006,38.88
geo,2007,38.5
geo,2008,35
geo,2009,32.84
geo,2010,31.4
geo,2011,33.15
geo,2012,33.37
geo,2013,32.16
geo,2014,31.19
geo,2015,30.04
geo,2016,29.41
geo,2017,28.45
geo,2018,25.36
geo,2019,25.33
gha,1991,30.35
gha,1992,30.28
gha,1993,28.12
gha,1994,28.16
gha,1995,28.31
gha,1996,28.32
gha,1997,27.59
gha,1998,27.37
gha,1999,26.92
gha,2000,26.34
gha,2001,25.85
gha,2002,25.19
gha,2003,24.77
gha,2004,24.47
gha,2005,23.8
gha,2006,22.54
gha,2007,22.44
gha,2008,22.64
gha,2009,23.08
gha,2010,21.97
gha,2011,17.38
gha,2012,15.83
gha,2013,15.44
gha,2014,14.21
gha,2015,14.72
gha,2016,15.16
gha,2017,13.12
gha,2018,11.62
gha,2019,10.5
gin,1991,48.38
gin,1992,49.72
gin,1993,48.25
gin,1994,49.47
gin,1995,49.55
gin,1996,48.36
gin,1997,47.25
gin,1998,47.65
gin,1999,44.69
gin,2000,43.41
gin,2001,44.01
gin,2002,41.02
gin,2003,40.17
gin,2004,40.2
gin,2005,38.04
gin,2006,36.83
gin,2007,38.68
gin,2008,35.66
gin,2009,36
gin,2010,35.52
gin,2011,34.67
gin,2012,34.11
gin,2013,35.34
gin,2014,34.32
gin,2015,36.6
gin,2016,32.68
gin,2017,30.71
gin,2018,30.89
gin,2019,29.64
gmb,1991,18.39
gmb,1992,18.34
gmb,1993,18.2
gmb,1994,18.09
gmb,1995,17.91
gmb,1996,16.43
gmb,1997,17.74
gmb,1998,17.31
gmb,1999,17.29
gmb,2000,17.25
gmb,2001,16.87
gmb,2002,16.29
gmb,2003,16.26
gmb,2004,16.03
gmb,2005,15.86
gmb,2006,15.31
gmb,2007,15.2
gmb,2008,15.53
gmb,2009,15.65
gmb,2010,15.58
gmb,2011,14.47
gmb,2012,13.99
gmb,2013,13.77
gmb,2014,12.98
gmb,2015,10.97
gmb,2016,9.28
gmb,2017,10.29
gmb,2018,10.93
gmb,2019,10.44
gnb,1991,28.1
gnb,1992,29.37
gnb,1993,29.44
gnb,1994,29
gnb,1995,28.73
gnb,1996,28.7
gnb,1997,26.16
gnb,1998,26.8
gnb,1999,27.69
gnb,2000,29.89
gnb,2001,29.58
gnb,2002,28.49
gnb,2003,28.01
gnb,2004,29.02
gnb,2005,29.85
gnb,2006,29.63
gnb,2007,29.96
gnb,2008,29.08
gnb,2009,29.07
gnb,2010,28.84
gnb,2011,28.81
gnb,2012,27.87
gnb,2013,26.69
gnb,2014,26.91
gnb,2015,27.7
gnb,2016,26.84
gnb,2017,26.15
gnb,2018,25.73
gnb,2019,24.9
gnq,1991,8.73
gnq,1992,8.03
gnq,1993,8
gnq,1994,6.62
gnq,1995,6.83
gnq,1996,4.49
gnq,1997,2.54
gnq,1998,2.78
gnq,1999,2.06
gnq,2000,1.77
gnq,2001,1.14
gnq,2002,1.08
gnq,2003,0.9
gnq,2004,0.55
gnq,2005,0.37
gnq,2006,0.34
gnq,2007,0.3
gnq,2008,0.22
gnq,2009,0.32
gnq,2010,0.37
gnq,2011,0.31
gnq,2012,0.28
gnq,2013,0.38
gnq,2014,0.41
gnq,2015,0.74
gnq,2016,1.1
gnq,2017,0.97
gnq,2018,0.97
gnq,2019,1.32
grc,1991,25.59
grc,1992,26.51
grc,1993,25.69
grc,1994,26.18
grc,1995,25.69
grc,1996,24.83
grc,1997,24.2
grc,1998,21.52
grc,1999,18.65
grc,2000,17.39
grc,2001,14.9
grc,2002,14.04
grc,2003,13.75
grc,2004,11.4
grc,2005,11.21
grc,2006,10.85
grc,2007,10.51
grc,2008,9.7
grc,2009,9.57
grc,2010,9.13
grc,2011,8.51
grc,2012,7.79
grc,2013,7.75
grc,2014,7.1
grc,2015,6.32
grc,2016,5.79
grc,2017,5.98
grc,2018,5.55
grc,2019,4.85
gtm,1991,13.15
gtm,1992,13.14
gtm,1993,13.18
gtm,1994,13.19
gtm,1995,13.09
gtm,1996,13.22
gtm,1997,13.23
gtm,1998,13.19
gtm,1999,14.14
gtm,2000,15.1
gtm,2001,16.94
gtm,2002,19.2
gtm,2003,21.3
gtm,2004,17.12
gtm,2005,18.84
gtm,2006,20.46
gtm,2007,19.37
gtm,2008,18.51
gtm,2009,17.97
gtm,2010,17.09
gtm,2011,12.8
gtm,2012,17.67
gtm,2013,12.16
gtm,2014,13.13
gtm,2015,12.3
gtm,2016,11.49
gtm,2017,11.98
gtm,2018,11.73
gtm,2019,10.94
gum,1991,2.39
gum,1992,2.34
gum,1993,2.29
gum,1994,2.23
gum,1995,2.16
gum,1996,2.09
gum,1997,2.01
gum,1998,1.93
gum,1999,1.85
gum,2000,1.76
gum,2001,1.67
gum,2002,1.59
gum,2003,1.54
gum,2004,1.46
gum,2005,1.39
gum,2006,1.35
gum,2007,1.3
gum,2008,1.24
gum,2009,1.2
gum,2010,1.15
gum,2011,1.1
gum,2012,1.05
gum,2013,1.01
gum,2014,0.97
gum,2015,0.94
gum,2016,0.9
gum,2017,0.87
gum,2018,0.84
gum,2019,0.81
guy,1991,26.59
guy,1992,25.77
guy,1993,25.3
guy,1994,24.94
guy,1995,24.3
guy,1996,24.01
guy,1997,23.47
guy,1998,22.69
guy,1999,22.05
guy,2000,21.16
guy,2001,20.32
guy,2002,19.36
guy,2003,17.81
guy,2004,16.54
guy,2005,15.03
guy,2006,14.23
guy,2007,13.56
guy,2008,12.55
guy,2009,11.65
guy,2010,10.89
guy,2011,10.18
guy,2012,9.62
guy,2013,9.06
guy,2014,8.47
guy,2015,7.95
guy,2016,7.65
guy,2017,7.11
guy,2018,6.74
guy,2019,6.4
hkg,1991,2.17
hkg,1992,2.1
hkg,1993,2.03
hkg,1994,1.75
hkg,1995,1.46
hkg,1996,1.39
hkg,1997,1.36
hkg,1998,1.22
hkg,1999,1.48
hkg,2000,1.22
hkg,2001,1.21
hkg,2002,1.3
hkg,2003,1.36
hkg,2004,1.43
hkg,2005,1.37
hkg,2006,1.17
hkg,2007,1.1
hkg,2008,0.99
hkg,2009,0.85
hkg,2010,0.7
hkg,2011,0.76
hkg,2012,0.74
hkg,2013,0.64
hkg,2014,0.65
hkg,2015,0.59
hkg,2016,0.51
hkg,2017,0.49
hkg,2018,0.47
hkg,2019,0.45
hnd,1991,10.09
hnd,1992,9.97
hnd,1993,9.83
hnd,1994,10.17
hnd,1995,9.99
hnd,1996,10.19
hnd,1997,10.16
hnd,1998,10.16
hnd,1999,10.62
hnd,2000,10.12
hnd,2001,10.28
hnd,2002,10.2
hnd,2003,9.97
hnd,2004,9.46
hnd,2005,9.06
hnd,2006,7.75
hnd,2007,8.36
hnd,2008,7.69
hnd,2009,9.28
hnd,2010,10.62
hnd,2011,10.86
hnd,2012,9.43
hnd,2013,10.43
hnd,2014,10.23
hnd,2015,11.33
hnd,2016,10.57
hnd,2017,11.1
hnd,2018,12.02
hnd,2019,10.62
hrv,1991,11.74
hrv,1992,12.26
hrv,1993,13.03
hrv,1994,13.32
hrv,1995,13.01
hrv,1996,12.69
hrv,1997,11.77
hrv,1998,10.29
hrv,1999,9.2
hrv,2000,8.4
hrv,2001,7.83
hrv,2002,7.66
hrv,2003,6.66
hrv,2004,5.26
hrv,2005,4.02
hrv,2006,3.61
hrv,2007,3.72
hrv,2008,3.6
hrv,2009,3.87
hrv,2010,4.3
hrv,2011,4.77
hrv,2012,3.79
hrv,2013,2.44
hrv,2014,2.3
hrv,2015,2.82
hrv,2016,2.03
hrv,2017,1.63
hrv,2018,1.69
hrv,2019,1.45
hti,1991,30.09
hti,1992,30.19
hti,1993,30.11
hti,1994,30.18
hti,1995,30.43
hti,1996,30.3
hti,1997,30.45
hti,1998,30.22
hti,1999,30.17
hti,2000,30.04
hti,2001,30.16
hti,2002,30.33
hti,2003,30.05
hti,2004,30.25
hti,2005,29.56
hti,2006,29.51
hti,2007,29.36
hti,2008,29.31
hti,2009,29.15
hti,2010,30
hti,2011,30.2
hti,2012,30.04
hti,2013,29.78
hti,2014,29.62
hti,2015,29.63
hti,2016,29.64
hti,2017,29.41
hti,2018,29.18
hti,2019,29
hun,1991,1.77
hun,1992,1.83
hun,1993,1.66
hun,1994,1.65
hun,1995,1.64
hun,1996,1.61
hun,1997,1.77
hun,1998,1.12
hun,1999,1.07
hun,2000,1
hun,2001,0.94
hun,2002,0.98
hun,2003,0.71
hun,2004,0.62
hun,2005,0.67
hun,2006,0.78
hun,2007,0.69
hun,2008,0.44
hun,2009,0.48
hun,2010,0.45
hun,2011,0.63
hun,2012,0.53
hun,2013,0.48
hun,2014,0.4
hun,2015,0.27
hun,2016,0.39
hun,2017,0.46
hun,2018,0.31
hun,2019,0.25
idn,1991,35.92
idn,1992,35.13
idn,1993,34.78
idn,1994,34.53
idn,1995,34.14
idn,1996,33.75
idn,1997,36.01
idn,1998,37.11
idn,1999,34.42
idn,2000,39.12
idn,2001,38.72
idn,2002,36.33
idn,2003,41.54
idn,2004,38.57
idn,2005,37.36
idn,2006,34.14
idn,2007,33.62
idn,2008,32.8
idn,2009,33.1
idn,2010,33.58
idn,2011,32.91
idn,2012,32.15
idn,2013,30.87
idn,2014,30.09
idn,2015,28.21
idn,2016,26.09
idn,2017,25.28
idn,2018,24.38
idn,2019,24.22
ind,1991,34.83
ind,1992,34.66
ind,1993,34.29
ind,1994,33.91
ind,1995,34.02
ind,1996,34.09
ind,1997,34.21
ind,1998,34.11
ind,1999,34.02
ind,2000,33.87
ind,2001,34.96
ind,2002,35.97
ind,2003,36.66
ind,2004,37.57
ind,2005,38.57
ind,2006,37.43
ind,2007,36.25
ind,2008,35.02
ind,2009,33.47
ind,2010,32.15
ind,2011,32.14
ind,2012,31.87
ind,2013,31.55
ind,2014,31.16
ind,2015,30.83
ind,2016,30.53
ind,2017,30.39
ind,2018,30.21
ind,2019,28.93
irl,1991,2.62
irl,1992,2.04
irl,1993,2.33
irl,1994,2.12
irl,1995,1.88
irl,1996,1.48
irl,1997,1.84
irl,1998,2
irl,1999,1.8
irl,2000,1.9
irl,2001,1.48
irl,2002,1.16
irl,2003,1.35
irl,2004,0.92
irl,2005,0.9
irl,2006,0.87
irl,2007,0.96
irl,2008,0.85
irl,2009,1
irl,2010,0.89
irl,2011,0.75
irl,2012,0.87
irl,2013,0.98
irl,2014,0.8
irl,2015,0.89
irl,2016,0.87
irl,2017,0.63
irl,2018,0.63
irl,2019,0.57
irn,1991,24.12
irn,1992,23.44
irn,1993,22.9
irn,1994,22.82
irn,1995,22.34
irn,1996,21.47
irn,1997,22.8
irn,1998,24.13
irn,1999,25.76
irn,2000,26.8
irn,2001,28.63
irn,2002,29.64
irn,2003,29.62
irn,2004,29.94
irn,2005,30.75
irn,2006,31.99
irn,2007,32.96
irn,2008,29.75
irn,2009,29.02
irn,2010,26.73
irn,2011,23.93
irn,2012,22.95
irn,2013,21.51
irn,2014,19.63
irn,2015,20.02
irn,2016,19.83
irn,2017,18.6
irn,2018,17.67
irn,2019,16.15
irq,1991,10.28
irq,1992,9.94
irq,1993,9.69
irq,1994,9.63
irq,1995,9.6
irq,1996,9.43
irq,1997,9.03
irq,1998,8.39
irq,1999,7.7
irq,2000,7.38
irq,2001,7.14
irq,2002,7.22
irq,2003,7.88
irq,2004,7.19
irq,2005,6.96
irq,2006,6.57
irq,2007,6.42
irq,2008,6.11
irq,2009,6.02
irq,2010,5.8
irq,2011,5.56
irq,2012,5.21
irq,2013,4.42
irq,2014,3.75
irq,2015,3.05
irq,2016,2.13
irq,2017,1.29
irq,2018,0.84
irq,2019,0.5
isl,1991,1.77
isl,1992,1.73
isl,1993,1.67
isl,1994,1.61
isl,1995,1.56
isl,1996,1.51
isl,1997,1.45
isl,1998,1.38
isl,1999,1.31
isl,2000,1.25
isl,2001,1.18
isl,2002,1.12
isl,2003,1.06
isl,2004,0.99
isl,2005,0.93
isl,2006,0.89
isl,2007,0.83
isl,2008,0.8
isl,2009,0.78
isl,2010,0.75
isl,2011,0.71
isl,2012,0.68
isl,2013,0.64
isl,2014,0.61
isl,2015,0.58
isl,2016,0.55
isl,2017,0.52
isl,2018,0.5
isl,2019,0.48
isr,1991,1.31
isr,1992,1.3
isr,1993,1.29
isr,1994,1.25
isr,1995,1.23
isr,1996,1.07
isr,1997,0.92
isr,1998,0.86
isr,1999,0.83
isr,2000,0.78
isr,2001,0.76
isr,2002,0.67
isr,2003,0.68
isr,2004,0.58
isr,2005,0.55
isr,2006,0.48
isr,2007,0.38
isr,2008,0.34
isr,2009,0.3
isr,2010,0.27
isr,2011,0.22
isr,2012,0.23
isr,2013,0.21
isr,2014,0.19
isr,2015,0.17
isr,2016,0.15
isr,2017,0.12
isr,2018,0.06
isr,2019,0.05
ita,1991,6.69
ita,1992,6.53
ita,1993,6.38
ita,1994,6.16
ita,1995,5.94
ita,1996,5.72
ita,1997,5.49
ita,1998,5.23
ita,1999,4.96
ita,2000,4.68
ita,2001,4.4
ita,2002,4.09
ita,2003,3.93
ita,2004,3.63
ita,2005,2.81
ita,2006,2.71
ita,2007,2.63
ita,2008,2.48
ita,2009,2.2
ita,2010,2.28
ita,2011,2.23
ita,2012,1.99
ita,2013,2.01
ita,2014,1.95
ita,2015,1.87
ita,2016,1.77
ita,2017,1.65
ita,2018,1.59
ita,2019,1.67
jam,1991,4.48
jam,1992,4.12
jam,1993,3.21
jam,1994,3.38
jam,1995,3.92
jam,1996,3.61
jam,1997,3.2
jam,1998,3.48
jam,1999,3.03
jam,2000,3.04
jam,2001,3.45
jam,2002,2.54
jam,2003,2.23
jam,2004,2.39
jam,2005,2.5
jam,2006,2.17
jam,2007,2.18
jam,2008,2.15
jam,2009,1.93
jam,2010,1.7
jam,2011,1.47
jam,2012,1.48
jam,2013,1.45
jam,2014,1.4
jam,2015,1.35
jam,2016,1.32
jam,2017,1.28
jam,2018,1.26
jam,2019,1.24
jor,1991,0.48
jor,1992,0.49
jor,1993,0.5
jor,1994,0.51
jor,1995,0.51
jor,1996,0.52
jor,1997,0.53
jor,1998,0.53
jor,1999,0.54
jor,2000,0.54
jor,2001,0.53
jor,2002,0.52
jor,2003,0.52
jor,2004,0.5
jor,2005,0.44
jor,2006,0.38
jor,2007,0.32
jor,2008,0.27
jor,2009,0.23
jor,2010,0.2
jor,2011,0.18
jor,2012,0.16
jor,2013,0.14
jor,2014,0.12
jor,2015,0.1
jor,2016,0.09
jor,2017,0.07
jor,2018,0.06
jor,2019,0.05
jpn,1991,15.55
jpn,1992,14.37
jpn,1993,13.19
jpn,1994,12.86
jpn,1995,12.56
jpn,1996,12.04
jpn,1997,11.6
jpn,1998,11.38
jpn,1999,11.08
jpn,2000,10.6
jpn,2001,10.13
jpn,2002,9.58
jpn,2003,9.2
jpn,2004,8.92
jpn,2005,8.63
jpn,2006,7.66
jpn,2007,7.33
jpn,2008,6.91
jpn,2009,6.32
jpn,2010,5.93
jpn,2011,5.63
jpn,2012,5.49
jpn,2013,5.29
jpn,2014,4.98
jpn,2015,4.82
jpn,2016,4.41
jpn,2017,4.25
jpn,2018,4.09
jpn,2019,3.87
kaz,1991,1.46
kaz,1992,1.47
kaz,1993,1.48
kaz,1994,1.49
kaz,1995,1.49
kaz,1996,1.47
kaz,1997,1.44
kaz,1998,1.42
kaz,1999,1.38
kaz,2000,1.3
kaz,2001,1.24
kaz,2002,1.33
kaz,2003,1.16
kaz,2004,1.33
kaz,2005,0.9
kaz,2006,1.13
kaz,2007,1.11
kaz,2008,0.9
kaz,2009,0.89
kaz,2010,0.9
kaz,2011,0.83
kaz,2012,0.39
kaz,2013,0.41
kaz,2014,0.21
kaz,2015,0.11
kaz,2016,0.11
kaz,2017,0.1
kaz,2018,0.09
kaz,2019,0.09
ken,1991,56.85
ken,1992,56.61
ken,1993,56.59
ken,1994,56.04
ken,1995,56.6
ken,1996,55.61
ken,1997,55.36
ken,1998,54.88
ken,1999,54.51
ken,2000,52.04
ken,2001,50.12
ken,2002,47.36
ken,2003,44.53
ken,2004,40.82
ken,2005,37.07
ken,2006,33.79
ken,2007,30.68
ken,2008,28.23
ken,2009,25.07
ken,2010,22.12
ken,2011,19.2
ken,2012,16.75
ken,2013,14.59
ken,2014,12.63
ken,2015,10.74
ken,2016,9.06
ken,2017,8.44
ken,2018,7.75
ken,2019,7
kgz,1991,17.15
kgz,1992,17.39
kgz,1993,17.25
kgz,1994,17.05
kgz,1995,16.78
kgz,1996,16.56
kgz,1997,16.67
kgz,1998,16.58
kgz,1999,16.55
kgz,2000,16.82
kgz,2001,16.37
kgz,2002,15.88
kgz,2003,17.8
kgz,2004,21.79
kgz,2005,21.03
kgz,2006,19.29
kgz,2007,17.23
kgz,2008,15.72
kgz,2009,14.1
kgz,2010,13.31
kgz,2011,14.24
kgz,2012,14.95
kgz,2013,21.56
kgz,2014,21.27
kgz,2015,17.58
kgz,2016,14.68
kgz,2017,11.29
kgz,2018,10.58
kgz,2019,9.97
khm,1991,59.93
khm,1992,60.77
khm,1993,61.96
khm,1994,63.06
khm,1995,62.67
khm,1996,62.7
khm,1997,60.45
khm,1998,57.91
khm,1999,54.86
khm,2000,52
khm,2001,49.09
khm,2002,46.27
khm,2003,43.1
khm,2004,39.74
khm,2005,36.21
khm,2006,33
khm,2007,29.95
khm,2008,27.16
khm,2009,24.24
khm,2010,19.12
khm,2011,13.6
khm,2012,8.45
khm,2013,4.97
khm,2014,6.11
khm,2015,3.81
khm,2016,5.43
khm,2017,4.59
khm,2018,4.05
khm,2019,3.88
kor,1991,23.1
kor,1992,22.31
kor,1993,23.53
kor,1994,22.52
kor,1995,21.39
kor,1996,20.7
kor,1997,19.86
kor,1998,22.51
kor,1999,20.38
kor,2000,19.56
kor,2001,18.45
kor,2002,17.44
kor,2003,16.88
kor,2004,15.16
kor,2005,14.09
kor,2006,13.51
kor,2007,12.75
kor,2008,12.53
kor,2009,12
kor,2010,11.02
kor,2011,10.85
kor,2012,10.62
kor,2013,10.2
kor,2014,9.9
kor,2015,9.14
kor,2016,8.77
kor,2017,8.46
kor,2018,8.44
kor,2019,8.1
kwt,1991,0.06
kwt,1992,0.06
kwt,1993,0.06
kwt,1994,0.06
kwt,1995,0.05
kwt,1996,0.05
kwt,1997,0.05
kwt,1998,0.05
kwt,1999,0.05
kwt,2000,0.05
kwt,2001,0.05
kwt,2002,0.04
kwt,2003,0.04
kwt,2004,0.04
kwt,2005,0.04
kwt,2006,0.06
kwt,2007,0.1
kwt,2008,0.2
kwt,2009,0.33
kwt,2010,0.61
kwt,2011,1.07
kwt,2012,0.23
kwt,2013,0.05
kwt,2014,0.01
kwt,2015,0
kwt,2016,0.01
kwt,2017,0.01
kwt,2018,0.01
kwt,2019,0.02
lao,1991,37.74
lao,1992,37.81
lao,1993,37.87
lao,1994,37.81
lao,1995,37.68
lao,1996,38.7
lao,1997,39.68
lao,1998,40.71
lao,1999,41.48
lao,2000,42.27
lao,2001,42.94
lao,2002,43.53
lao,2003,44.01
lao,2004,44.36
lao,2005,44.63
lao,2006,44.86
lao,2007,44.98
lao,2008,45.02
lao,2009,45.01
lao,2010,45.12
lao,2011,43.93
lao,2012,42.72
lao,2013,41.42
lao,2014,40.08
lao,2015,38.72
lao,2016,37.37
lao,2017,36.03
lao,2018,34.66
lao,2019,33.31
lbn,1991,4.91
lbn,1992,4.85
lbn,1993,4.82
lbn,1994,4.8
lbn,1995,4.78
lbn,1996,4.59
lbn,1997,4.53
lbn,1998,4.38
lbn,1999,4.33
lbn,2000,4.27
lbn,2001,4.16
lbn,2002,4.12
lbn,2003,4.13
lbn,2004,4.04
lbn,2005,4.64
lbn,2006,5.37
lbn,2007,5.93
lbn,2008,5.1
lbn,2009,4.23
lbn,2010,3.51
lbn,2011,3.11
lbn,2012,2.78
lbn,2013,2.47
lbn,2014,2.21
lbn,2015,1.99
lbn,2016,1.74
lbn,2017,1.5
lbn,2018,1.29
lbn,2019,1.15
lbr,1991,25.92
lbr,1992,27.42
lbr,1993,28.77
lbr,1994,30.19
lbr,1995,34.26
lbr,1996,35.96
lbr,1997,35.67
lbr,1998,34.8
lbr,1999,34.52
lbr,2000,31.69
lbr,2001,25.72
lbr,2002,24.26
lbr,2003,25.25
lbr,2004,23.57
lbr,2005,22.98
lbr,2006,21.78
lbr,2007,21.68
lbr,2008,21.14
lbr,2009,20.53
lbr,2010,19.97
lbr,2011,17.65
lbr,2012,15.57
lbr,2013,13.79
lbr,2014,11.98
lbr,2015,11.26
lbr,2016,10.17
lbr,2017,9.44
lbr,2018,8.83
lbr,2019,8.87
lby,1991,4.75
lby,1992,4.72
lby,1993,4.72
lby,1994,4.64
lby,1995,4.74
lby,1996,4.66
lby,1997,4.62
lby,1998,4.58
lby,1999,4.51
lby,2000,4.36
lby,2001,4.34
lby,2002,4.32
lby,2003,3.99
