geo,time,ip_ids_nrct
per,1997,81
per,1999,86
per,2000,91
per,2001,84
per,2002,90
per,2003,75
per,2004,145
per,2005,164
per,2006,175
per,2007,160
per,2008,258
per,2009,194
per,2010,253
per,2011,248
per,2012,306
per,2013,366
per,2014,215
per,2015,227
per,2016,201
per,2017,257
per,2018,247
per,2019,249
per,2020,183
phl,1980,90
phl,1981,119
phl,1982,94
phl,1983,128
phl,1984,148
phl,1985,120
phl,1986,109
phl,1989,165
phl,1990,211
phl,1991,134
phl,1996,225
phl,1997,296
phl,1998,227
phl,1999,252
phl,2000,340
phl,2001,316
phl,2002,335
phl,2003,343
phl,2004,476
phl,2005,619
phl,2006,486
phl,2007,434
phl,2008,581
phl,2009,320
phl,2010,412
phl,2011,579
phl,2012,439
phl,2013,489
phl,2014,519
phl,2015,564
phl,2016,526
phl,2017,666
phl,2018,660
phl,2019,625
phl,2020,628
png,2003,2
png,2004,3
png,2005,4
png,2006,4
png,2007,6
png,2008,5
png,2013,34
png,2015,36
png,2018,1
png,2019,8
png,2020,2
pol,2019,205
pol,2020,141
prt,2004,33
prt,2005,88
prt,2006,35
prt,2007,51
prt,2008,29
prt,2009,40
prt,2010,35
prt,2011,25
prt,2012,178
prt,2013,84
prt,2014,118
prt,2015,88
prt,2016,195
prt,2017,213
prt,2018,62
prt,2019,138
prt,2020,44
pry,1989,4
pry,2000,54
pry,2001,71
pry,2002,57
pry,2003,68
pry,2004,89
pry,2005,140
pry,2006,97
pry,2007,57
pry,2008,77
pry,2009,89
pry,2010,150
pry,2018,62
pry,2019,50
pry,2020,83
rou,2004,2026
rou,2005,1747
rou,2006,1765
rou,2007,969
rou,2008,447
rou,2009,191
rou,2010,65
rou,2011,149
rou,2012,310
rou,2013,220
rou,2014,209
rou,2015,282
rou,2016,731
rou,2017,465
rou,2018,310
rou,2019,519
rou,2020,369
rus,2008,3439
rus,2009,2322
rus,2010,2737
rus,2011,3190
rus,2012,4232
rus,2013,4285
rus,2014,4130
rus,2015,3386
rus,2016,3653
rus,2017,3601
rus,2018,5134
rus,2019,6515
rus,2020,5773
rwa,1998,1
rwa,2004,3
rwa,2007,1
rwa,2012,97
rwa,2014,84
rwa,2015,61
rwa,2018,63
rwa,2019,67
rwa,2020,81
sau,2011,506
sau,2013,524
sau,2014,451
sau,2015,503
sau,2016,551
sau,2017,540
sau,2018,572
sau,2019,456
sau,2020,411
sdn,1998,4
sdn,1999,2
sdn,2001,9
sdn,2012,10
sdn,2015,20
sdn,2016,33
sdn,2017,57
sdn,2018,47
sdn,2019,16
sdn,2020,7
sgp,2001,1366
sgp,2002,1448
sgp,2003,1639
sgp,2004,1578
sgp,2005,2218
sgp,2006,1999
sgp,2007,2363
sgp,2008,2878
sgp,2009,2800
sgp,2010,3192
sgp,2011,3300
sgp,2012,3338
sgp,2013,3493
sgp,2014,3753
sgp,2015,3743
sgp,2016,3972
sgp,2017,4318
sgp,2018,3705
sgp,2019,4377
sgp,2020,3172
sle,2019,5
slv,2012,32
slv,2013,27
slv,2014,23
slv,2015,27
slv,2016,23
slv,2017,39
slv,2018,27
slv,2019,34
slv,2020,25
smr,2013,5
smr,2014,6
smr,2015,16
smr,2016,13
smr,2017,2
smr,2018,4
smr,2019,103
smr,2020,136
srb,2008,1333
srb,2009,798
srb,2010,887
srb,2011,1192
srb,2012,1500
srb,2013,1146
srb,2014,977
srb,2015,1176
srb,2016,1338
srb,2017,1329
srb,2018,925
srb,2019,1023
srb,2020,902
stp,2012,112
stp,2015,69
svk,2004,101
svk,2005,33
svk,2006,16
svk,2007,47
svk,2008,84
svk,2009,114
svk,2010,45
svk,2011,54
svk,2012,196
svk,2013,126
svk,2014,101
svk,2015,57
svk,2016,224
svk,2017,136
svk,2018,58
svk,2019,230
svk,2020,88
svn,2004,2363
svn,2005,1651
svn,2006,1398
svn,2007,1257
svn,2008,532
svn,2009,312
svn,2010,449
svn,2011,443
svn,2018,492
swe,2009,31
swe,2010,74
swe,2011,23
swe,2012,79
swe,2013,30
swe,2014,21
swe,2015,27
swe,2016,61
swe,2017,64
swe,2018,122
swe,2019,129
swe,2020,10
syc,2019,5
syc,2020,8
syr,1980,15
syr,1981,10
syr,1982,11
syr,2015,87
syr,2017,344
syr,2018,88
syr,2019,92
syr,2020,127
tha,1984,130
tha,1985,151
tha,1986,159
tha,1987,190
tha,1988,319
tha,1989,495
tha,1990,422
tha,1991,336
tha,1992,419
tha,1993,467
tha,1994,478
tha,1995,418
tha,1996,541
tha,1997,701
tha,1998,549
tha,1999,573
tha,2000,758
tha,2001,692
tha,2002,822
tha,2003,1007
tha,2004,960
tha,2005,1178
tha,2006,1036
tha,2007,988
tha,2008,1085
tha,2009,702
tha,2010,338
tha,2011,844
tha,2012,1049
tha,2013,1028
tha,2014,1051
tha,2015,1078
tha,2016,1098
tha,2017,1424
tha,2018,1425
tha,2019,1752
tha,2020,1573
tjk,1994,2
tjk,1995,2
tjk,1996,4
tjk,1997,7
tjk,1998,6
tjk,2000,3
tjk,2001,1
tjk,2002,1
tjk,2003,11
tjk,2004,3
tjk,2005,12
tjk,2006,13
tjk,2008,24
tjk,2009,9
tjk,2010,5
tjk,2011,5
tjk,2012,322
tjk,2013,784
tjk,2015,163
tto,2012,100
tto,2013,79
tto,2014,80
tto,2015,22
tto,2016,40
tto,2017,6
tto,2018,14
tto,2019,4
tto,2020,4
tun,1981,12
tun,1983,11
tun,1984,7
tun,1985,696
tun,1986,913
tun,1989,2105
tun,1990,2027
tun,1993,4391
tun,1994,9768
tun,1995,10373
tun,1996,10393
tun,1997,11015
tun,1998,11163
tun,1999,11174
tun,2000,12046
tun,2001,10925
tun,2002,10581
tun,2003,6579
tun,2004,4078
tun,2005,2390
tun,2006,2021
tun,2007,2003
tun,2008,2078
tun,2011,21
tun,2012,508
tun,2013,1295
tun,2014,1305
tun,2015,1519
tun,2016,1531
tun,2017,1192
tun,2018,1164
tun,2019,961
tur,1995,29
tur,1996,256
tur,1997,323
tur,1998,673
tur,1999,579
tur,2000,592
tur,2001,539
tur,2002,635
tur,2003,702
tur,2004,1108
tur,2005,2046
tur,2006,2409
tur,2007,2765
tur,2008,4357
tur,2009,4633
tur,2010,5334
tur,2011,5884
tur,2012,6335
tur,2013,7191
tur,2014,7912
tur,2015,7725
tur,2016,7022
tur,2017,7675
tur,2018,6870
tur,2019,6964
tur,2020,5580
uga,2019,6
uga,2020,1
ukr,2009,2179
ukr,2010,2869
ukr,2011,3266
ukr,2012,3377
ukr,2013,3609
ukr,2014,3516
ukr,2015,3487
ukr,2016,3632
ukr,2017,3393
ukr,2018,2904
ukr,2019,2964
ukr,2020,2391
ury,1982,32
ury,1983,48
ury,1984,44
ury,1985,28
ury,1986,43
ury,1987,9
ury,1988,15
ury,1989,22
ury,1991,22
ury,1992,22
ury,1993,40
ury,1994,41
ury,1995,43
ury,1996,76
ury,1997,44
ury,1998,47
ury,1999,49
ury,2000,34
ury,2001,29
ury,2002,80
ury,2003,45
ury,2004,81
ury,2005,94
ury,2006,70
ury,2007,49
ury,2008,76
ury,2009,43
ury,2010,81
ury,2011,64
ury,2012,102
ury,2013,72
ury,2014,57
ury,2015,49
ury,2017,62
usa,1980,2055
usa,1981,2059
usa,1982,2238
usa,1983,2415
usa,1984,2877
usa,1985,3170
usa,1986,3227
usa,1987,3668
usa,1988,3701
usa,1989,4198
usa,1990,3281
usa,1991,3589
usa,1992,4079
usa,1993,3596
usa,1994,3876
usa,1995,4578
usa,1996,4637
usa,1997,5256
usa,1998,5713
usa,1999,6299
usa,2000,6757
usa,2001,7135
usa,2002,7903
usa,2003,8888
usa,2004,10068
usa,2005,11026
usa,2006,11277
usa,2007,12271
usa,2008,12319
usa,2009,11023
usa,2010,12353
usa,2011,13024
usa,2012,13987
usa,2013,15763
usa,2014,15058
usa,2015,18187
usa,2016,21015
usa,2017,22451
usa,2018,24324
usa,2019,26857
usa,2020,29057
uzb,2004,23
uzb,2005,32
uzb,2006,23
uzb,2007,20
uzb,2008,38
uzb,2009,28
uzb,2010,18
uzb,2011,26
uzb,2012,37
uzb,2013,20
uzb,2014,47
uzb,2015,22
uzb,2016,109
uzb,2017,22
uzb,2018,26
uzb,2019,17
uzb,2020,31
vct,2013,1
vct,2014,2
vnm,2010,618
vnm,2011,737
vnm,2012,595
vnm,2013,873
vnm,2014,873
vnm,2015,1046
vnm,2016,1334
vnm,2017,1420
vnm,2018,1475
vnm,2019,2173
vnm,2020,2098
wsm,1980,2
wsm,1996,1
wsm,2007,6
wsm,2014,5
wsm,2020,61
yem,1999,10
yem,2000,22
yem,2001,3
yem,2002,4
yem,2003,6
yem,2004,5
yem,2005,25
yem,2006,11
yem,2007,31
yem,2010,11
yem,2011,4
yem,2013,4
yem,2014,19
yem,2015,4
yem,2016,18
yem,2017,3
yem,2019,4
yem,2020,6
zaf,1982,341
zaf,1983,299
zaf,1984,375
zaf,1986,274
zaf,1987,200
zaf,1988,233
zaf,1990,245
zaf,1991,238
zaf,1992,177
zaf,1993,255
zaf,1994,593
zaf,1995,593
zaf,1996,495
zaf,1997,703
zaf,1998,846
zaf,1999,504
zaf,2000,518
zaf,2001,466
zaf,2002,428
zaf,2003,540
zaf,2004,751
zaf,2005,802
zaf,2006,926
zaf,2007,1207
zaf,2008,1200
zaf,2009,996
zaf,2011,1191
zaf,2012,1347
zaf,2013,1287
zaf,2014,1201
zaf,2015,1237
zaf,2016,1107
zaf,2017,1114
zaf,2018,966
zaf,2019,908
zaf,2020,738
zmb,2002,53
zmb,2003,9
zmb,2004,10
zmb,2005,13
zmb,2006,5
zmb,2007,7
zmb,2008,6
zmb,2009,1
zmb,2010,1
zmb,2011,3
zmb,2012,3
zmb,2013,3
zmb,2014,11
zmb,2016,1
