geo,time,sl_uem_1524_fe_zs
dnk,2014,12.815
dnk,2015,11.101
dnk,2016,10.802
dnk,2017,11.863
dnk,2018,9.224
dnk,2019,9.732
dnk,2020,10.624
dom,1991,19.468
dom,1992,19.188
dom,1993,19.422
dom,1994,19.804
dom,1995,19.86
dom,1996,20.011
dom,1997,19.996
dom,1998,20.184
dom,1999,20.339
dom,2000,20.538
dom,2001,21.825
dom,2002,19.36
dom,2003,19.418
dom,2004,20.768
dom,2005,18.72
dom,2006,17.811
dom,2007,19.607
dom,2008,17.417
dom,2009,20.5
dom,2010,15.691
dom,2011,19.421
dom,2012,19.713
dom,2013,27.081
dom,2014,20.761
dom,2015,24.178
dom,2016,25.78
dom,2017,19.594
dom,2018,22.968
dom,2019,22.974
dom,2020,20.791
dza,1991,21.892
dza,1992,27.4
dza,1993,30.775
dza,1994,34.004
dza,1995,40.837
dza,1996,38.052
dza,1997,35.418
dza,1998,37.403
dza,1999,39.828
dza,2000,42.18
dza,2001,40.113
dza,2002,40.508
dza,2003,39.84
dza,2004,30.022
dza,2005,30.377
dza,2006,26.139
dza,2007,33.625
dza,2008,33.747
dza,2009,34.98
dza,2010,37.556
dza,2011,35.365
dza,2012,40.574
dza,2013,41.665
dza,2014,40.507
dza,2015,45.651
dza,2016,45.398
dza,2017,46.009
dza,2018,46.443
dza,2019,46.802
dza,2020,51.638
ecu,1991,11.725
ecu,1992,12.006
ecu,1993,12.081
ecu,1994,11.918
ecu,1995,12.188
ecu,1996,12.311
ecu,1997,12.258
ecu,1998,12.21
ecu,1999,13.127
ecu,2000,12.569
ecu,2001,10.773
ecu,2002,10.983
ecu,2003,11.339
ecu,2004,12.038
ecu,2005,9.926
ecu,2006,10.357
ecu,2007,7.842
ecu,2008,11.443
ecu,2009,12.705
ecu,2010,12.223
ecu,2011,11.732
ecu,2012,10.708
ecu,2013,10.94
ecu,2014,11.926
ecu,2015,11.574
ecu,2016,14.124
ecu,2017,11.464
ecu,2018,10.418
ecu,2019,11.709
ecu,2020,14.993
egy,1991,42.764
egy,1992,36.971
egy,1993,47.774
egy,1994,49.167
egy,1995,51.049
egy,1996,40.126
egy,1997,43
egy,1998,42.803
egy,1999,36.557
egy,2000,47.373
egy,2001,48.887
egy,2002,37.983
egy,2003,40.981
egy,2004,47.91
egy,2005,51.853
egy,2006,54.063
egy,2007,45.512
egy,2008,49.832
egy,2009,50.979
egy,2010,52.807
egy,2011,50.954
egy,2012,54.203
egy,2013,49.424
egy,2014,45.631
egy,2015,40.425
egy,2016,41.153
egy,2017,40.786
egy,2018,54.054
egy,2019,53.489
egy,2020,57.8
eri,1991,10.345
eri,1992,10.716
eri,1993,10.976
eri,1994,11.162
eri,1995,11.272
eri,1996,11.298
eri,1997,11.29
eri,1998,11.12
eri,1999,10.975
eri,2000,10.768
eri,2001,10.859
eri,2002,10.865
eri,2003,10.815
eri,2004,10.574
eri,2005,10.562
eri,2006,10.571
eri,2007,10.624
eri,2008,10.466
eri,2009,10.814
eri,2010,11.612
eri,2011,11.641
eri,2012,11.745
eri,2013,11.886
eri,2014,11.894
eri,2015,12.409
eri,2016,12.68
eri,2017,12.699
eri,2018,12.541
eri,2019,12.617
eri,2020,15.574
esp,1991,37.406
esp,1992,39.945
esp,1993,46.716
esp,1994,49.774
esp,1995,48.454
esp,1996,48.36
esp,1997,45.882
esp,1998,43.238
esp,1999,37.105
esp,2000,32.237
esp,2001,26.459
esp,2002,27.773
esp,2003,26.483
esp,2004,26.497
esp,2005,23.494
esp,2006,21.555
esp,2007,21.771
esp,2008,25.586
esp,2009,36.205
esp,2010,39.64
esp,2011,44.038
esp,2012,51.466
esp,2013,54.619
esp,2014,52.912
esp,2015,47.977
esp,2016,44.901
esp,2017,37.455
esp,2018,33.326
esp,2019,34.587
esp,2020,39.905
est,1991,4.09
est,1992,8.335
est,1993,13.259
est,1994,11.915
est,1995,16.477
est,1996,16.698
est,1997,15.214
est,1998,11.711
est,1999,21.877
est,2000,19.637
est,2001,31.05
est,2002,24.749
est,2003,31.911
est,2004,23.883
est,2005,13.796
est,2006,15.166
est,2007,7.149
est,2008,11.307
est,2009,21.829
est,2010,29.507
est,2011,20.599
est,2012,18.48
est,2013,19.813
est,2014,9.97
est,2015,12.206
est,2016,10.551
est,2017,9.963
est,2018,11.4
est,2019,11.788
est,2020,18.486
eth,1991,5.061
eth,1992,5.05
eth,1993,4.953
eth,1994,4.972
eth,1995,5.464
eth,1996,5.92
eth,1997,6.429
eth,1998,6.918
eth,1999,7.319
eth,2000,6.868
eth,2001,6.422
eth,2002,6.019
eth,2003,5.601
eth,2004,5.108
eth,2005,4.682
eth,2006,4.654
eth,2007,4.622
eth,2008,4.595
eth,2009,4.572
eth,2010,4.528
eth,2011,4.496
eth,2012,4.466
eth,2013,4.421
eth,2014,4.462
eth,2015,4.505
eth,2016,4.552
eth,2017,4.599
eth,2018,4.659
eth,2019,4.708
eth,2020,6.085
fin,1991,13.177
fin,1992,22.695
fin,1993,30.439
fin,1994,30.706
fin,1995,40.688
fin,1996,41.007
fin,1997,36.879
fin,1998,35.373
fin,1999,31.225
fin,2000,30.867
fin,2001,28.984
fin,2002,29.197
fin,2003,29.314
fin,2004,28.173
fin,2005,19.513
fin,2006,18.448
fin,2007,16.58
fin,2008,15.784
fin,2009,18.892
fin,2010,18.948
fin,2011,18.314
fin,2012,17.954
fin,2013,16.966
fin,2014,18.243
fin,2015,19.596
fin,2016,18.515
fin,2017,19.278
fin,2018,16.736
fin,2019,15.555
fin,2020,19.357
fji,1991,12.686
fji,1992,12.466
fji,1993,12.752
fji,1994,12.749
fji,1995,12.957
fji,1996,12.998
fji,1997,13.529
fji,1998,13.499
fji,1999,13.27
fji,2000,14.018
fji,2001,14.192
fji,2002,14.554
fji,2003,15.156
fji,2004,15.42
fji,2005,16.24
fji,2006,16.441
fji,2007,16.886
fji,2008,17.046
fji,2009,17.472
fji,2010,17.446
fji,2011,17.776
fji,2012,18.501
fji,2013,18.818
fji,2014,19.24
fji,2015,20.408
fji,2016,21.778
fji,2017,21.903
fji,2018,22.256
fji,2019,22.631
fji,2020,23.539
fra,1991,22.612
fra,1992,25.014
fra,1993,27.607
fra,1994,30.378
fra,1995,30.691
fra,1996,30.334
fra,1997,31.091
fra,1998,28.385
fra,1999,28.191
fra,2000,22.539
fra,2001,20.459
fra,2002,20.766
fra,2003,18.15
fra,2004,19.738
fra,2005,21.233
fra,2006,22.469
fra,2007,19.405
fra,2008,17.998
fra,2009,21.601
fra,2010,22.972
fra,2011,22.616
fra,2012,23.057
fra,2013,24.347
fra,2014,23.09
fra,2015,23.388
fra,2016,23.955
fra,2017,21.168
fra,2018,19.892
fra,2019,18.111
fra,2020,19.986
gab,1991,43.696
gab,1992,43.97
gab,1993,43.897
gab,1994,43.047
gab,1995,42.299
gab,1996,41.709
gab,1997,41.144
gab,1998,40.755
gab,1999,40.66
gab,2000,40.211
gab,2001,39.838
gab,2002,39.633
gab,2003,39.365
gab,2004,39.201
gab,2005,38.987
gab,2006,39.884
gab,2007,40.463
gab,2008,41.349
gab,2009,41.951
gab,2010,42.443
gab,2011,42.307
gab,2012,42.237
gab,2013,42.154
gab,2014,42.126
gab,2015,42.09
gab,2016,42.08
gab,2017,42.053
gab,2018,41.977
gab,2019,41.838
gab,2020,43.62
gbr,1991,11.446
gbr,1992,11.669
gbr,1993,13.46
gbr,1994,12.821
gbr,1995,12.602
gbr,1996,11.402
gbr,1997,11.163
gbr,1998,10.59
gbr,1999,10.3
gbr,2000,10.356
gbr,2001,8.657
gbr,2002,8.721
gbr,2003,9.397
gbr,2004,9.656
gbr,2005,10.906
gbr,2006,11.937
gbr,2007,12.455
gbr,2008,12.708
gbr,2009,15.988
gbr,2010,17.479
gbr,2011,18.439
gbr,2012,18.101
gbr,2013,18.028
gbr,2014,14.737
gbr,2015,12.885
gbr,2016,11.044
gbr,2017,10.549
gbr,2018,10.2
gbr,2019,9.121
gbr,2020,11.648
geo,1991,5.172
geo,1992,10.327
geo,1993,10.298
geo,1994,15.964
geo,1995,14.337
geo,1996,21.572
geo,1997,21.6
geo,1998,27.445
geo,1999,24.315
geo,2000,20.347
geo,2001,19.56
geo,2002,26.912
geo,2003,31.767
geo,2004,32.837
geo,2005,30.511
geo,2006,31.431
geo,2007,37.024
geo,2008,42.574
geo,2009,50.887
geo,2010,45.878
geo,2011,45.877
geo,2012,41.072
geo,2013,40.664
geo,2014,33.118
geo,2015,39.498
geo,2016,32.175
geo,2017,33.607
geo,2018,34.685
geo,2019,32.412
geo,2020,38.899
gha,1991,5.649
gha,1992,8.914
gha,1993,9.646
gha,1994,10.43
gha,1995,11.199
gha,1996,11.982
gha,1997,12.788
gha,1998,13.586
gha,1999,16.555
gha,2000,16.48
gha,2001,15.232
gha,2002,13.968
gha,2003,12.692
gha,2004,11.41
gha,2005,10.119
gha,2006,8.808
gha,2007,9.606
gha,2008,10.345
gha,2009,11.219
gha,2010,12.021
gha,2011,12.187
gha,2012,12.515
gha,2013,12.806
gha,2014,13.136
gha,2015,13.412
gha,2016,10.95
gha,2017,8.416
gha,2018,8.55
gha,2019,8.664
gha,2020,9.183
gin,1991,5.441
gin,1992,5.369
gin,1993,5.29
gin,1994,5.232
gin,1995,5.16
gin,1996,5.09
gin,1997,5.014
gin,1998,4.954
gin,1999,4.883
gin,2000,4.822
gin,2001,4.738
gin,2002,4.653
gin,2003,4.829
gin,2004,4.972
gin,2005,5.117
gin,2006,5.29
gin,2007,5.407
gin,2008,5.587
gin,2009,5.791
gin,2010,5.903
gin,2011,6.061
gin,2012,6.224
gin,2013,6.408
gin,2014,6.578
gin,2015,6.745
gin,2016,6.847
gin,2017,7.023
gin,2018,7.236
gin,2019,7.419
gin,2020,8.808
gmb,1991,16.467
gmb,1992,16.564
gmb,1993,16.667
gmb,1994,16.814
gmb,1995,16.9
gmb,1996,16.915
gmb,1997,16.901
gmb,1998,16.934
gmb,1999,16.923
gmb,2000,16.969
gmb,2001,17.002
gmb,2002,17.148
gmb,2003,17.07
gmb,2004,17.111
gmb,2005,17.273
gmb,2006,17.309
gmb,2007,17.319
gmb,2008,17.333
gmb,2009,17.383
gmb,2010,17.452
gmb,2011,17.686
gmb,2012,17.582
gmb,2013,17.632
gmb,2014,17.713
gmb,2015,17.678
gmb,2016,17.738
gmb,2017,17.739
gmb,2018,17.748
gmb,2019,17.802
gmb,2020,20.159
gnb,1991,12.062
gnb,1992,12.229
gnb,1993,12.269
gnb,1994,12.272
gnb,1995,12.236
gnb,1996,12.303
gnb,1997,12.354
gnb,1998,12.274
gnb,1999,12.195
gnb,2000,12.047
gnb,2001,12.426
gnb,2002,12.641
gnb,2003,12.741
gnb,2004,12.553
gnb,2005,12.547
gnb,2006,12.406
gnb,2007,12.311
gnb,2008,11.952
gnb,2009,12.166
gnb,2010,12.834
gnb,2011,12.587
gnb,2012,12.437
gnb,2013,12.335
gnb,2014,12.175
gnb,2015,12.56
gnb,2016,12.812
gnb,2017,12.814
gnb,2018,12.678
gnb,2019,12.81
gnb,2020,13.927
gnq,1991,16.362
gnq,1992,16.63
gnq,1993,16.809
gnq,1994,16.921
gnq,1995,17.01
gnq,1996,17.105
gnq,1997,17.152
gnq,1998,17.062
gnq,1999,17.034
gnq,2000,16.958
gnq,2001,17.511
gnq,2002,17.844
gnq,2003,18.108
gnq,2004,18.03
gnq,2005,18.19
gnq,2006,18.073
gnq,2007,18.068
gnq,2008,17.701
gnq,2009,18.144
gnq,2010,19.203
gnq,2011,18.884
gnq,2012,18.737
gnq,2013,18.563
gnq,2014,18.217
gnq,2015,18.786
gnq,2016,19.044
gnq,2017,18.891
gnq,2018,18.562
gnq,2019,18.657
gnq,2020,20.61
grc,1991,33.433
grc,1992,34.021
grc,1993,36.167
grc,1994,36.987
grc,1995,37.615
grc,1996,41.465
grc,1997,40.566
grc,1998,39.46
grc,1999,41.21
grc,2000,38.146
grc,2001,36.281
grc,2002,34.587
grc,2003,35.054
grc,2004,35.25
grc,2005,34.358
grc,2006,34.487
grc,2007,31.962
grc,2008,28.541
grc,2009,33.592
grc,2010,40.674
grc,2011,51.936
grc,2012,63.551
grc,2013,64.188
grc,2014,58.417
grc,2015,55.261
grc,2016,50.864
grc,2017,48.369
grc,2018,44.033
grc,2019,37.189
grc,2020,39.388
gtm,1991,5.912
gtm,1992,5.822
gtm,1993,5.803
gtm,1994,5.748
gtm,1995,5.663
gtm,1996,5.687
gtm,1997,5.597
gtm,1998,5.53
gtm,1999,5.521
gtm,2000,5.485
gtm,2001,5.489
gtm,2002,5.406
gtm,2003,5.405
gtm,2004,7.35
gtm,2005,7.209
gtm,2006,6.981
gtm,2007,6.811
gtm,2008,6.81
gtm,2009,6.791
gtm,2010,6.559
gtm,2011,6.455
gtm,2012,6.588
gtm,2013,5.882
gtm,2014,8.46
gtm,2015,9.978
gtm,2016,8.237
gtm,2017,8.086
gtm,2018,7.093
gtm,2019,5.842
gtm,2020,8.135
gum,1991,7.464
gum,1992,8.322
gum,1993,11.8
gum,1994,16.181
gum,1995,16.793
gum,1996,17.638
gum,1997,20.738
gum,1998,16.677
gum,1999,30.338
gum,2000,33.79
gum,2001,29.273
gum,2002,25.448
gum,2003,22.972
gum,2004,19.861
gum,2005,18.541
gum,2006,18.064
gum,2007,23.712
gum,2008,24.076
gum,2009,24.784
gum,2010,22.92
gum,2011,38.405
gum,2012,28.134
gum,2013,26.55
gum,2014,17.586
gum,2015,15.95
gum,2016,12.475
gum,2017,12.58
gum,2018,12.829
gum,2019,12.826
gum,2020,15.323
guy,1991,31.384
guy,1992,31.921
guy,1993,32.043
guy,1994,32.014
guy,1995,31.974
guy,1996,31.692
guy,1997,31.493
guy,1998,31.424
guy,1999,31.2
guy,2000,31.156
guy,2001,31.215
guy,2002,31.318
guy,2003,30.866
guy,2004,30.213
guy,2005,29.459
guy,2006,28.23
guy,2007,28.502
guy,2008,28.916
guy,2009,29.279
guy,2010,29.726
guy,2011,30.182
guy,2012,30.619
guy,2013,31.06
guy,2014,31.534
guy,2015,32.052
guy,2016,32.62
guy,2017,33.326
guy,2018,34.083
guy,2019,34.346
guy,2020,39.273
hkg,1991,3.625
hkg,1992,3.844
hkg,1993,4.101
hkg,1994,3.608
hkg,1995,5.946
hkg,1996,5.591
hkg,1997,4.595
hkg,1998,8.996
hkg,1999,12.165
hkg,2000,10.247
hkg,2001,9.172
hkg,2002,11.847
hkg,2003,11.642
hkg,2004,9.223
hkg,2005,7.902
hkg,2006,8.109
hkg,2007,7.201
hkg,2008,6.896
hkg,2009,10.121
hkg,2010,10.342
hkg,2011,7.73
hkg,2012,7.692
hkg,2013,7.758
hkg,2014,8.11
hkg,2015,9.611
hkg,2016,8.583
hkg,2017,7.97
hkg,2018,7.57
hkg,2019,6.562
hkg,2020,13.671
hnd,1991,10.376
hnd,1992,5.694
hnd,1993,5.979
hnd,1994,6.379
hnd,1995,6.579
hnd,1996,8.555
hnd,1997,6.447
hnd,1998,8.445
hnd,1999,7.362
hnd,2000,7.59
hnd,2001,8.032
hnd,2002,9.497
hnd,2003,13.068
hnd,2004,16.695
hnd,2005,13.047
hnd,2006,10.007
hnd,2007,8.126
hnd,2008,8.907
hnd,2009,10.061
hnd,2010,11.955
hnd,2011,13.873
hnd,2012,12.501
hnd,2013,15.678
hnd,2014,17.64
hnd,2015,19.529
hnd,2016,20.942
hnd,2017,17.188
hnd,2018,15.857
hnd,2019,17.512
hnd,2020,22.859
hrv,1991,38.494
hrv,1992,36.486
hrv,1993,34.091
hrv,1994,32.481
hrv,1995,30.075
hrv,1996,27.718
hrv,1997,26.734
hrv,1998,30.716
hrv,1999,35.681
hrv,2000,40.973
hrv,2001,40.818
hrv,2002,38.755
hrv,2003,38.146
hrv,2004,36.667
hrv,2005,34.475
hrv,2006,30.678
hrv,2007,29.139
hrv,2008,28.181
hrv,2009,27.392
hrv,2010,33.555
hrv,2011,36.097
hrv,2012,42.021
hrv,2013,50.226
hrv,2014,46.424
hrv,2015,43.717
hrv,2016,31.341
hrv,2017,27.782
hrv,2018,29.494
hrv,2019,19.846
hrv,2020,25.109
hti,1991,19.812
hti,1992,20.175
hti,1993,20.3
hti,1994,20.578
hti,1995,20.037
hti,1996,20.261
hti,1997,20.344
hti,1998,20.397
hti,1999,20.434
hti,2000,23.787
hti,2001,26.888
hti,2002,29.895
hti,2003,32.85
hti,2004,36.103
hti,2005,38.931
hti,2006,42.382
hti,2007,45.574
hti,2008,45.016
hti,2009,43.966
hti,2010,43.818
hti,2011,42.292
hti,2012,41.631
hti,2013,41.347
hti,2014,41.22
hti,2015,41.254
hti,2016,41.223
hti,2017,41.169
hti,2018,41.153
hti,2019,41.357
hti,2020,44.26
hun,1991,13.413
hun,1992,14.908
hun,1993,18.106
hun,1994,16.429
hun,1995,15.562
hun,1996,17.263
hun,1997,14.081
hun,1998,12.666
hun,1999,10.669
hun,2000,10.399
hun,2001,9.517
hun,2002,10.218
hun,2003,12.049
hun,2004,14.165
hun,2005,19.06
hun,2006,19.829
hun,2007,18.924
hun,2008,20.403
hun,2009,24.486
hun,2010,24.627
hun,2011,24.617
hun,2012,27.038
hun,2013,27.856
hun,2014,20.893
hun,2015,15.915
hun,2016,12.847
hun,2017,12.032
hun,2018,10.694
hun,2019,10.627
hun,2020,14.019
idn,1991,8.26
idn,1992,8.373
idn,1993,8.719
idn,1994,14.119
idn,1995,15.216
idn,1996,16.433
idn,1997,16.663
idn,1998,18.709
idn,1999,20.242
idn,2000,19.477
idn,2001,20.617
idn,2002,23.077
idn,2003,23.281
idn,2004,26.445
idn,2005,29.971
idn,2006,26.861
idn,2007,25.147
idn,2008,21.18
idn,2009,20.606
idn,2010,18.861
idn,2011,19.342
idn,2012,16.134
idn,2013,16.325
idn,2014,16.263
idn,2015,17.057
idn,2016,15.805
idn,2017,14.401
idn,2018,16.168
idn,2019,12.998
idn,2020,14.102
ind,1991,16.288
ind,1992,16.639
ind,1993,16.631
ind,1994,16.785
ind,1995,16.951
ind,1996,17.055
ind,1997,16.919
ind,1998,17.173
ind,1999,17.472
ind,2000,17.236
ind,2001,17.439
ind,2002,17.508
ind,2003,17.949
ind,2004,18.121
ind,2005,18.307
ind,2006,18.567
ind,2007,18.805
ind,2008,18.742
ind,2009,19.385
ind,2010,19.719
ind,2011,19.916
ind,2012,20.397
ind,2013,21.052
ind,2014,21.739
ind,2015,22.412
ind,2016,23.074
ind,2017,23.606
ind,2018,24.262
ind,2019,23.968
ind,2020,23.674
irl,1991,20.672
irl,1992,20.25
irl,1993,22.066
irl,1994,19.938
irl,1995,16.789
irl,1996,16.51
irl,1997,14.404
irl,1998,10.598
irl,1999,8.151
irl,2000,6.664
irl,2001,5.56
irl,2002,6.341
irl,2003,6.803
irl,2004,7.262
irl,2005,7.646
irl,2006,7.815
irl,2007,7.91
irl,2008,10.131
irl,2009,16.899
irl,2010,20.94
irl,2011,22.353
irl,2012,23.607
irl,2013,22.875
irl,2014,19.929
irl,2015,16.445
irl,2016,13.606
irl,2017,12.65
irl,2018,12.676
irl,2019,10.672
irl,2020,15.357
irn,1991,38.615
irn,1992,36.133
irn,1993,33.218
irn,1994,30.156
irn,1995,26.768
irn,1996,23.286
irn,1997,26.012
irn,1998,28.563
irn,1999,31.175
irn,2000,33.612
irn,2001,36.372
irn,2002,38.763
irn,2003,33.864
irn,2004,29.278
irn,2005,32.392
irn,2006,31.429
irn,2007,29.844
irn,2008,33.383
irn,2009,32.012
irn,2010,40.267
irn,2011,41.034
irn,2012,39.581
irn,2013,40.98
irn,2014,42.937
irn,2015,41.881
irn,2016,43.235
irn,2017,42.609
irn,2018,39.292
irn,2019,38.112
irn,2020,42.53
irq,1991,21.566
irq,1992,21.283
irq,1993,21.212
irq,1994,21.291
irq,1995,21.254
irq,1996,21.115
irq,1997,21.001
irq,1998,20.855
irq,1999,20.707
irq,2000,20.551
irq,2001,20.524
irq,2002,20.44
irq,2003,20.244
irq,2004,19.803
irq,2005,19.756
irq,2006,19.529
irq,2007,19.344
irq,2008,21.301
irq,2009,23.377
irq,2010,25.389
irq,2011,27.427
irq,2012,29.456
irq,2013,37.594
irq,2014,45.619
irq,2015,41.351
irq,2016,37.442
irq,2017,62.527
irq,2018,62.158
irq,2019,61.77
irq,2020,64.576
isl,1991,3.905
isl,1992,10.821
isl,1993,9.678
isl,1994,10.03
isl,1995,9.745
isl,1996,7.563
isl,1997,7.556
isl,1998,7.506
isl,1999,4.98
isl,2000,3.74
isl,2001,4.303
isl,2002,2.984
isl,2003,11.731
isl,2004,7.181
isl,2005,5.844
isl,2006,7.315
isl,2007,5.918
isl,2008,7.081
isl,2009,11.666
isl,2010,13.784
isl,2011,10.531
isl,2012,12.023
isl,2013,7.667
isl,2014,6.518
isl,2015,6.619
isl,2016,6.172
isl,2017,6.829
isl,2018,5.462
isl,2019,5.55
isl,2020,8.901
isr,1991,25.023
isr,1992,25.366
isr,1993,23.264
isr,1994,19.495
isr,1995,17.634
isr,1996,15.495
isr,1997,16.547
isr,1998,17.678
isr,1999,17.723
isr,2000,17.382
isr,2001,18.671
isr,2002,20.778
isr,2003,22.704
isr,2004,21.856
isr,2005,18.74
isr,2006,19.666
isr,2007,17.354
isr,2008,13.159
isr,2009,13.836
isr,2010,13.629
isr,2011,11.777
isr,2012,12.789
isr,2013,10.703
isr,2014,11.159
isr,2015,9.732
isr,2016,9.071
isr,2017,7.832
isr,2018,7.384
isr,2019,7.23
isr,2020,8.237
ita,1991,34.066
ita,1992,33.25
ita,1993,35.326
ita,1994,36.137
ita,1995,38.732
ita,1996,40.186
ita,1997,41.108
ita,1998,38.847
ita,1999,38.807
ita,2000,35.666
ita,2001,31.858
ita,2002,31.838
ita,2003,31.27
ita,2004,29.108
ita,2005,27.661
ita,2006,25.498
ita,2007,23.34
ita,2008,24.648
ita,2009,28.613
ita,2010,29.489
ita,2011,32.216
ita,2012,37.716
ita,2013,41.602
ita,2014,44.819
ita,2015,42.815
ita,2016,39.744
ita,2017,37.367
ita,2018,34.866
ita,2019,31.247
ita,2020,31.838
jam,1991,42.552
jam,1992,42.837
jam,1993,41.697
jam,1994,39.794
jam,1995,42.783
jam,1996,45.856
jam,1997,48.519
jam,1998,47.756
jam,1999,48.251
jam,2000,45.496
jam,2001,40.961
jam,2002,36.263
jam,2003,28.152
jam,2004,41.605
jam,2005,38.447
jam,2006,35.49
jam,2007,35.361
jam,2008,36.526
jam,2009,36.583
jam,2010,39.601
jam,2011,40.665
jam,2012,43.763
jam,2013,49.553
jam,2014,45.664
jam,2015,42.66
jam,2016,39.13
jam,2017,35.687
jam,2018,30.884
jam,2019,26.974
jam,2020,30.817
jor,1991,50.164
jor,1992,50.517
jor,1993,52.024
jor,1994,52.461
jor,1995,52.81
jor,1996,43.702
jor,1997,42.9
jor,1998,42.141
jor,1999,41.317
jor,2000,40.442
jor,2001,39.904
jor,2002,43.484
jor,2003,41.468
jor,2004,46.791
jor,2005,52.467
jor,2006,51.574
jor,2007,54.498
jor,2008,52.582
jor,2009,52.962
jor,2010,48.146
jor,2011,47.435
jor,2012,44.939
jor,2013,49.645
jor,2014,46.648
jor,2015,51.882
jor,2016,53.663
jor,2017,49.053
jor,2018,49.176
jor,2019,48.538
jor,2020,53.042
jpn,1991,4.195
jpn,1992,4.213
jpn,1993,5.107
jpn,1994,5.516
jpn,1995,6.089
jpn,1996,6.34
jpn,1997,6.473
jpn,1998,7.093
jpn,1999,8.202
jpn,2000,8.013
jpn,2001,8.46
jpn,2002,8.654
jpn,2003,8.603
jpn,2004,8.012
jpn,2005,7.321
jpn,2006,7.285
jpn,2007,7.325
jpn,2008,6.7
jpn,2009,8.22
jpn,2010,8.059
jpn,2011,7.218
jpn,2012,7.497
jpn,2013,6.078
jpn,2014,5.526
jpn,2015,5.138
jpn,2016,4.446
jpn,2017,4.468
jpn,2018,3.051
jpn,2019,3.834
jpn,2020,4.227
kaz,1991,1.897
kaz,1992,2.08
kaz,1993,2.302
kaz,1994,15.566
kaz,1995,22.39
kaz,1996,26.013
kaz,1997,25.966
kaz,1998,26.206
kaz,1999,26.6
kaz,2000,24.884
kaz,2001,20.175
kaz,2002,18.721
kaz,2003,16.226
kaz,2004,15.52
kaz,2005,13.954
kaz,2006,12.207
kaz,2007,10.207
kaz,2008,8.159
kaz,2009,8.096
kaz,2010,5.717
kaz,2011,5.044
kaz,2012,5.141
kaz,2013,4.26
kaz,2014,4.15
kaz,2015,4.057
kaz,2016,4.062
kaz,2017,3.971
kaz,2018,4.032
kaz,2019,4.091
kaz,2020,4.158
ken,1991,6.86
ken,1992,6.886
ken,1993,6.881
ken,1994,6.868
ken,1995,6.861
ken,1996,6.861
ken,1997,6.894
ken,1998,6.856
ken,1999,6.862
ken,2000,6.889
ken,2001,6.867
ken,2002,6.912
ken,2003,6.902
ken,2004,6.9
ken,2005,6.922
ken,2006,6.964
ken,2007,7.013
ken,2008,7.14
ken,2009,7.161
ken,2010,7.154
ken,2011,7.227
ken,2012,7.287
ken,2013,7.311
ken,2014,7.347
ken,2015,7.365
ken,2016,7.381
ken,2017,9.296
ken,2018,11.201
ken,2019,13.176
ken,2020,14.463
kgz,1991,1.831
kgz,1992,2.01
kgz,1993,6.17
kgz,1994,8.493
kgz,1995,9.911
kgz,1996,12.696
kgz,1997,12.944
kgz,1998,15.396
kgz,1999,14.426
kgz,2000,12.849
kgz,2001,13.279
kgz,2002,21.218
kgz,2003,18.263
kgz,2004,17.827
kgz,2005,16.23
kgz,2006,16.177
kgz,2007,16.698
kgz,2008,17.869
kgz,2009,19.155
kgz,2010,20.067
kgz,2011,19.764
kgz,2012,19.989
kgz,2013,15.792
kgz,2014,17.152
kgz,2015,19.108
kgz,2016,20.619
kgz,2017,21.04
kgz,2018,21.542
kgz,2019,21.685
kgz,2020,25.167
khm,1991,2.894
khm,1992,2.965
khm,1993,2.975
khm,1994,1.922
khm,1995,3.05
khm,1996,2.969
khm,1997,2.779
khm,1998,2.655
khm,1999,2.699
khm,2000,2.532
khm,2001,2.311
khm,2002,2.139
khm,2003,2.058
khm,2004,1.977
khm,2005,1.928
khm,2006,1.796
khm,2007,1.695
khm,2008,1.309
khm,2009,0.832
khm,2010,0.939
khm,2011,0.422
khm,2012,0.563
khm,2013,0.708
khm,2014,1.007
khm,2015,0.972
khm,2016,1.219
khm,2017,0.464
khm,2018,0.491
khm,2019,0.519
khm,2020,0.863
kor,1991,5.689
kor,1992,6.442
kor,1993,6.923
kor,1994,5.864
kor,1995,5.188
kor,1996,4.696
kor,1997,6.446
kor,1998,12.482
kor,1999,11.471
kor,2000,8.353
kor,2001,8.139
kor,2002,6.967
kor,2003,8.527
kor,2004,9.04
kor,2005,8.348
kor,2006,8.053
kor,2007,6.284
kor,2008,7.202
kor,2009,8.087
kor,2010,7.571
kor,2011,7.119
kor,2012,7.413
kor,2013,7.927
kor,2014,7.963
kor,2015,9.911
kor,2016,10.048
kor,2017,9.522
kor,2018,9.921
kor,2019,9.553
kor,2020,9.633
kwt,1991,4.495
kwt,1992,4.357
kwt,1993,4.373
kwt,1994,3.878
kwt,1995,3.968
kwt,1996,3.964
kwt,1997,4.005
kwt,1998,4.044
kwt,1999,4.034
kwt,2000,4.676
kwt,2001,4.559
kwt,2002,6.216
kwt,2003,7.455
kwt,2004,9.706
kwt,2005,8.64
kwt,2006,7.47
kwt,2007,8.058
kwt,2008,9.84
kwt,2009,9.049
kwt,2010,7.949
kwt,2011,10.066
kwt,2012,12.43
kwt,2013,14.994
kwt,2014,17.697
kwt,2015,21.294
kwt,2016,29.577
kwt,2017,29.907
kwt,2018,29.839
kwt,2019,29.784
kwt,2020,35.195
lao,1991,5.73
lao,1992,5.713
lao,1993,5.797
lao,1994,5.691
