geo,time,se_pre_enrr
col,1993,20.04341
col,1994,24.61129
col,1995,28.21592
col,1996,35.17253
col,1998,36.90292
col,1999,38.52682
com,1999,2.6781
com,2000,2.13875
com,2003,3.09606
com,2004,4.28577
com,2008,24.64543
com,2013,23.48286
com,2014,20.87961
com,2017,20.41787
com,2018,21.80786
cpv,1972,107.52761
cpv,1973,89.53507
cpv,1974,82.04399
cpv,1975,93.83457
cpv,1982,10.474
cpv,1984,10.86753
cpv,1987,23.07535
cpv,1999,46.76931
cpv,2001,52.91415
cpv,2002,57.01895
cpv,2003,61.03085
cpv,2004,62.97751
cpv,2005,65.93806
cpv,2006,66.52546
cpv,2007,67.41657
cpv,2008,68.9754
cpv,2009,68.89048
cpv,2010,68.44487
cpv,2011,72.50048
cpv,2012,70.48785
cpv,2013,71.0278
cpv,2014,71.42765
cpv,2015,74.98312
cpv,2016,75.74679
cpv,2017,73.54087
cpv,2018,73.2327
cpv,2019,74.70215
cri,1970,6.32122
cri,1971,7.78533
cri,1972,11.31602
cri,1973,13.28778
cri,1974,13.9698
cri,1975,14.08715
cri,1976,16.4327
cri,1977,17.32796
cri,1978,17.79861
cri,1979,18.211
cri,1980,19.21832
cri,1981,20.23811
cri,1982,22.16277
cri,1983,23.68288
cri,1984,21.38623
cri,1985,25.94115
cri,1986,26.83115
cri,1987,26.33946
cri,1988,27.2128
cri,1989,28.20899
cri,1990,29.3866
cri,1991,32.0973
cri,1992,31.85044
cri,1993,32.02759
cri,1994,32.50027
cri,1995,34.32195
cri,1996,35.77152
cri,1997,84.06119
cri,1998,40.47092
cri,1999,45.90152
cri,2000,45.65473
cri,2001,58.15135
cri,2002,61.22146
cri,2004,66.04604
cri,2005,71.75415
cri,2006,74.17323
cri,2008,75.53392
cri,2009,77.4599
cri,2010,77.4386
cri,2011,77.93864
cri,2012,77.51363
cri,2013,79.32893
cri,2014,80.54488
cri,2015,79.30821
cri,2016,78.05493
cri,2017,80.54816
cri,2018,97.93651
cri,2019,95.6355
cri,2020,97.16787
cub,1971,51.06945
cub,1972,48.72162
cub,1973,46.80618
cub,1974,48.50741
cub,1975,52.03474
cub,1976,54.49328
cub,1977,65.75941
cub,1978,65.96824
cub,1979,59.08607
cub,1980,54.83262
cub,1981,58.23764
cub,1982,62.42634
cub,1983,66.01696
cub,1984,67.34137
cub,1985,75.23057
cub,1986,78.30011
cub,1987,80.27367
cub,1988,94.39105
cub,1989,94.12477
cub,1990,90.04138
cub,1991,101.33479
cub,1992,87.00087
cub,1993,92.27446
cub,1994,91.82162
cub,1995,87.78157
cub,1996,93.26589
cub,1997,87.70576
cub,1998,90.91067
cub,1999,109.49847
cub,2000,107.92925
cub,2001,109.35975
cub,2002,107.48382
cub,2003,107.48326
cub,2004,107.15629
cub,2005,105.59068
cub,2006,107.41585
cub,2007,108.45062
cub,2008,109.98544
cub,2009,105.64046
cub,2010,101.89101
cub,2011,104.47388
cub,2013,92.46508
cub,2014,98.74937
cub,2015,101.40147
cub,2016,102.4475
cub,2017,100.6117
cub,2018,98.23532
cub,2019,97.22909
cub,2020,97.22424
cym,1980,50.31847
cym,1999,39.07767
cym,2000,48.70588
cym,2001,49.73098
cym,2002,46.17188
cym,2004,47.69737
cym,2005,47.84314
cym,2006,50.53272
cym,2007,61.71303
cym,2012,36.9375
cym,2013,77.85978
cym,2014,85.00914
cym,2015,85.32444
cym,2017,90.26658
cym,2018,89.33333
cym,2020,43.8714
cyp,1971,9.0232
cyp,1972,8.80008
cyp,1973,11.86416
cyp,1974,13.4284
cyp,1975,6.82965
cyp,1976,8.95804
cyp,1977,11.58978
cyp,1978,12.68735
cyp,1979,14.90882
cyp,1980,19.68551
cyp,1981,23.04555
cyp,1982,25.00542
cyp,1983,26.48509
cyp,1984,29.48943
cyp,1985,32.79195
cyp,1986,34.78459
cyp,1987,34.27693
cyp,1988,37.29795
cyp,1989,37.62384
cyp,1990,39.99855
cyp,1991,42.25488
cyp,1992,44.20848
cyp,1993,59.07801
cyp,1994,59.0675
cyp,1995,59.41139
cyp,1996,60.18109
cyp,1997,60.10914
cyp,1999,59.80717
cyp,2000,56.97778
cyp,2001,59.71287
cyp,2002,59.24801
cyp,2003,59.64474
cyp,2004,60.73173
cyp,2005,64.75806
cyp,2006,78.75882
cyp,2007,79.62865
cyp,2008,82.64052
cyp,2009,80.51357
cyp,2010,79.09064
cyp,2011,79.45822
cyp,2012,77.92455
cyp,2013,78.5377
cyp,2014,77.10958
cyp,2015,80.27531
cyp,2016,81.41673
cyp,2017,83.71259
cyp,2018,85.34309
cyp,2019,87.14403
cze,1971,63.28074
cze,1972,64.35984
cze,1973,65.92008
cze,1974,67.86421
cze,1975,68.59752
cze,1976,70.6489
cze,1977,73.78908
cze,1978,77.53733
cze,1979,79.49051
cze,1980,82.20114
cze,1981,84.58274
cze,1982,85.66569
cze,1983,87.03868
cze,1984,88.02674
cze,1985,87.98302
cze,1986,87.80208
cze,1987,92.0902
cze,1988,98.53439
cze,1989,105.65247
cze,1990,105.91086
cze,1991,96.40037
cze,1992,87.26178
cze,1993,85.19587
cze,1994,85.97583
cze,1995,89.52707
cze,1996,90.436
cze,1997,88.04873
cze,1998,88.09197
cze,1999,90.20613
cze,2000,90.25152
cze,2001,91.2633
cze,2002,97.20355
cze,2003,106.57715
cze,2004,115.49393
cze,2005,116.44248
cze,2006,113.86182
cze,2007,110.1267
cze,2008,105.21139
cze,2009,101.70853
cze,2010,102.28656
cze,2011,103.58541
cze,2012,103.93408
cze,2013,104.19117
cze,2014,104.42515
cze,2015,105.16949
cze,2016,105.29418
cze,2017,106.41897
cze,2018,109.65851
cze,2019,113.39441
deu,1993,89.37701
deu,1994,89.62986
deu,1995,83.2129
deu,1996,87.71938
deu,1997,90.89051
deu,2013,107.52376
deu,2014,108.32389
deu,2015,108.79451
deu,2016,109.8634
deu,2017,109.1274
deu,2018,108.52688
deu,2019,107.90117
dji,1972,2.31003
dji,1973,1.95902
dji,1974,1.6844
dji,1975,1.10953
dji,1976,1.03786
dji,1979,1.34106
dji,1985,0.5744
dji,1986,0.82148
dji,1987,0.75467
dji,1988,0.71062
dji,1989,0.65242
dji,1990,0.64774
dji,1991,0.60883
dji,1992,0.5522
dji,1993,0.54735
dji,1994,0.57214
dji,1995,0.61799
dji,1996,0.49931
dji,1997,0.60582
dji,1998,0.63364
dji,1999,0.43836
dji,2000,0.55671
dji,2001,0.54917
dji,2002,0.80501
dji,2004,1.98241
dji,2006,1.82048
dji,2007,2.85686
dji,2008,3.32218
dji,2009,3.19351
dji,2011,5.05485
dji,2012,4.3761
dji,2015,5.16416
dji,2016,5.82442
dji,2017,6.96879
dji,2018,7.82604
dji,2019,9.18032
dji,2020,10.4898
dji,2021,11.61627
dma,1974,46.84496
dma,1975,51.95117
dma,1976,51.14521
dma,1977,56.899
dma,1979,62.15921
dma,1986,70.58159
dma,1987,72.3174
dma,1988,84.15938
dma,1990,79.65116
dma,1991,84.43609
dma,1992,79.17656
dma,1993,122.64922
dma,1999,74.88318
dma,2000,64.39465
dma,2001,74.50599
dma,2002,74.83421
dma,2003,61.56202
dma,2004,76.48797
dma,2005,93.47542
dma,2006,92.5195
dma,2007,90.7863
dma,2008,101.15986
dma,2009,99.16099
dma,2010,103.44639
dma,2011,102.64491
dma,2012,97.58019
dma,2013,104.12486
dma,2014,91.10988
dma,2015,96.70642
dma,2016,95.69707
dma,2019,85.81477
dma,2020,76.0274
dnk,1971,26.14413
dnk,1972,39.29821
dnk,1973,47.59785
dnk,1974,52.95127
dnk,1975,55.70857
dnk,1976,58.85849
dnk,1977,64.90517
dnk,1978,74.11555
dnk,1979,81.96276
dnk,1980,85.40016
dnk,1981,88.19383
dnk,1982,94.89013
dnk,1983,91.27323
dnk,1984,91.19342
dnk,1985,94.07461
dnk,1986,93.77686
dnk,1987,96.13455
dnk,1988,92.40668
dnk,1989,95.32693
dnk,1990,95.77074
dnk,1991,98.72533
dnk,1992,100.92496
dnk,1993,80.44109
dnk,1994,81.95085
dnk,1995,81.31666
dnk,1996,81.77098
dnk,1998,89.84803
dnk,1999,90.56446
dnk,2000,91.06367
dnk,2001,88.85045
dnk,2002,89.2228
dnk,2003,90.74445
dnk,2004,92.57883
dnk,2005,94.71323
dnk,2006,95.17268
dnk,2007,95.66292
dnk,2008,95.86466
dnk,2009,96.52529
dnk,2010,99.94996
dnk,2011,99.87533
dnk,2012,101.55424
dnk,2013,97.45402
dnk,2014,96.33772
dnk,2015,95.73925
dnk,2016,95.79108
dnk,2017,95.91547
dnk,2018,99.64255
dnk,2019,101.32758
dom,1971,2.75321
dom,1972,3.39314
dom,1973,3.44646
dom,1974,3.45881
dom,1975,3.52885
dom,1976,3.69057
dom,1977,3.79053
dom,1978,3.82358
dom,1979,3.86042
dom,1980,3.92868
dom,1981,3.9994
dom,1982,4.05784
dom,1983,5.71705
dom,1984,9.73955
dom,1985,8.69724
dom,1986,9.30091
dom,1987,10.79909
dom,1993,17.42339
dom,1994,19.06966
dom,1995,24.27139
dom,1996,30.06728
dom,1997,31.52299
dom,1998,31.69371
dom,1999,32.51567
dom,2000,34.6062
dom,2002,32.18845
dom,2003,31.62733
dom,2004,30.51912
dom,2005,32.8767
dom,2006,35.20622
dom,2007,35.06595
dom,2008,37.07842
dom,2009,40.05116
dom,2010,40.53581
dom,2011,40.39562
dom,2012,42.08484
dom,2013,45.75935
dom,2014,47.86211
dom,2015,48.37351
dom,2016,48.56942
dom,2017,51.00507
dom,2018,51.43738
dom,2019,57.13377
dom,2020,57.59876
dza,1993,1.3326
dza,1994,1.73509
dza,1995,1.76326
dza,1996,2.05505
dza,1997,2.18763
dza,1999,2.42534
dza,2000,2.70938
dza,2001,3.37811
dza,2003,3.97962
dza,2004,4.72231
dza,2005,6.17514
dza,2006,29.03519
dza,2007,30.09886
dza,2008,36.25928
dza,2009,80.29272
dza,2010,83.93086
dza,2011,79.074
ecu,1971,7.30142
ecu,1972,7.56443
ecu,1973,8.00162
ecu,1974,9.03137
ecu,1975,10.09762
ecu,1976,11.14494
ecu,1977,12.87362
ecu,1978,14.50037
ecu,1979,17.56765
ecu,1980,17.81329
ecu,1981,21.79567
ecu,1982,24.44117
ecu,1983,27.51559
ecu,1984,33.0073
ecu,1985,35.25091
ecu,1986,37.68412
ecu,1987,40.42564
ecu,1988,42.15498
ecu,1989,41.51026
ecu,1990,42.98908
ecu,1991,42.73189
ecu,1992,45.01758
ecu,1993,46.97765
ecu,1994,44.212
ecu,1995,47.77708
ecu,1996,50.65165
ecu,1997,53.83099
ecu,1998,57.17609
ecu,1999,61.0809
ecu,2000,63.34661
ecu,2001,66.17508
ecu,2002,68.64423
ecu,2003,69.04649
ecu,2004,71.00549
ecu,2005,73.7947
ecu,2006,82.85787
ecu,2007,92.20447
ecu,2008,39.90416
ecu,2009,45.36636
ecu,2010,48.03712
ecu,2011,52.62466
ecu,2012,56.30067
ecu,2013,63.89331
ecu,2014,72.62103
ecu,2015,72.97555
ecu,2016,72.97834
ecu,2017,70.43579
ecu,2018,66.13675
ecu,2019,62.98297
ecu,2020,56.0483
egy,1971,1.21791
egy,1972,1.3091
egy,1973,1.49233
egy,1974,1.60965
egy,1975,1.6222
egy,1976,1.88418
egy,1977,2.0842
egy,1979,2.52446
egy,1980,2.85434
egy,1981,3.0825
egy,1982,3.05606
egy,1983,3.25086
egy,1986,4.49908
egy,1987,4.59995
egy,1988,4.98711
egy,1989,5.21189
egy,1990,5.49511
egy,1991,6.03135
egy,1992,6.62235
egy,1993,6.87069
egy,1994,7.07927
egy,1995,7.37671
egy,1996,7.66297
egy,1997,8.42727
egy,1998,9.36934
egy,1999,9.88937
egy,2000,10.81157
egy,2001,11.65355
egy,2002,12.46576
egy,2003,13.25974
egy,2004,13.74191
egy,2005,15.66
egy,2006,16.92297
egy,2007,16.6562
egy,2008,21.52186
egy,2009,23.13365
egy,2010,28.26606
egy,2011,25.13351
egy,2012,25.28831
egy,2013,24.53232
egy,2014,29.91974
egy,2016,29.90015
egy,2017,28.89181
egy,2018,28.70762
egy,2019,29.26983
eri,1992,4.36324
eri,1993,4.62596
eri,1994,5.01528
eri,1995,5.1675
eri,1996,5.28984
eri,1997,4.91355
eri,1999,8.07263
eri,2000,8.4928
eri,2001,9.03392
eri,2002,9.56716
eri,2003,11.5206
eri,2004,14.51102
eri,2005,24.51144
eri,2006,27.42406
eri,2007,27.17448
eri,2008,24.3282
eri,2009,23.66538
eri,2010,23.85302
eri,2011,25.84827
eri,2012,24.46882
eri,2013,22.59782
eri,2014,21.36207
eri,2015,19.54463
eri,2017,21.38326
eri,2018,23.32836
esp,1971,41.83694
esp,1972,38.88561
esp,1973,41.13038
esp,1974,42.69705
esp,1975,43.75167
esp,1976,47.00832
esp,1977,48.54615
esp,1978,50.67534
esp,1979,53.84044
esp,1980,58.3319
esp,1981,60.11651
esp,1982,61.55761
esp,1983,61.99072
esp,1984,62.51075
esp,1985,63.32267
esp,1986,64.83241
esp,1987,66.08841
esp,1988,68.7407
esp,1989,70.67387
esp,1990,73.10678
esp,1991,75.79113
esp,1992,80.43334
esp,1993,84.41293
esp,1994,88.08728
esp,1995,91.18352
esp,1996,93.26449
esp,1997,95.65564
esp,1998,96.71201
esp,2013,97.41483
esp,2014,93.97823
esp,2015,92.3047
esp,2016,91.74863
esp,2017,92.45296
esp,2018,95.58687
esp,2019,99.62664
est,1981,98.15311
est,1982,99.75705
est,1983,102.63386
est,1984,104.26334
est,1985,99.14902
est,1986,99.3566
est,1987,97.79277
est,1988,97.06319
est,1989,93.56549
est,1990,91.43811
est,1991,99.92752
est,1992,91.13286
est,1993,82.33569
est,1994,63.49058
est,1995,64.58811
est,1996,67.77522
est,1997,69.96615
est,1998,81.92325
est,1999,89.80714
est,2000,91.98249
est,2001,97.29775
est,2002,99.85733
est,2003,106.66843
est,2004,113.66913
est,2005,119.09616
est,2006,96.97216
est,2007,98.25768
est,2008,96.81775
est,2009,95.39602
est,2010,86.97544
est,2011,87.2394
est,2012,88.30989
est,2013,87.53806
est,2014,94.52469
est,2015,93.59418
est,2016,92.14487
est,2017,92.38737
est,2018,92.70337
est,2019,94.31177
eth,1974,0.25824
eth,1983,1.44706
eth,1984,1.39063
eth,1985,1.56008
eth,1986,1.75821
eth,1987,1.80281
eth,1988,2.04185
eth,1989,1.97921
eth,1990,1.91857
eth,1991,1.56234
eth,1992,1.18864
eth,1993,1.11588
eth,1994,1.25047
eth,1995,1.29192
eth,1997,1.40657
eth,1998,1.45173
eth,1999,1.47699
eth,2000,1.58295
eth,2001,1.68797
eth,2002,1.76558
eth,2003,1.75419
eth,2004,1.90778
eth,2005,2.04115
eth,2006,2.43536
eth,2007,2.80426
eth,2008,3.32609
eth,2009,3.65485
eth,2010,4.22174
eth,2011,4.68264
eth,2012,17.29735
eth,2013,24.11863
eth,2014,24.62386
eth,2015,29.43704
eth,2016,44.00536
eth,2017,40.40804
eth,2018,38.44469
eth,2019,34.98443
eth,2020,33.25873
fin,1971,16.85643
fin,1973,23.81657
fin,1974,29.20263
fin,1975,32.53608
fin,1985,27.39171
fin,1986,28.45663
fin,1987,29.1229
fin,1988,30.79251
fin,1989,32.11128
fin,1990,33.54977
fin,1991,33.58091
fin,1992,34.7383
fin,1993,35.58107
fin,1994,36.9043
fin,1995,38.43862
fin,1996,41.60634
fin,1997,44.96119
fin,1998,45.82124
fin,1999,47.31607
fin,2000,48.47248
fin,2001,53.46743
fin,2002,55.70741
fin,2003,56.97043
fin,2004,59.65853
fin,2005,59.97164
fin,2006,61.76012
fin,2007,63.4607
fin,2008,64.72921
fin,2009,66.06194
fin,2010,67.8276
fin,2011,69.08967
fin,2012,69.95219
fin,2013,80.56213
fin,2014,79.78457
fin,2015,79.63621
fin,2016,83.43069
fin,2017,83.58174
fin,2018,85.25001
fin,2019,87.29061
fji,1974,7.20067
fji,1975,7.39257
fji,1977,7.51159
fji,1978,7.98278
fji,1979,8.30675
fji,1980,8.95234
fji,1981,8.61081
fji,1982,8.66662
fji,1983,9.25265
fji,1984,8.93544
fji,1985,6.93693
fji,1986,8.85159
fji,1987,10.20083
fji,1990,12.54995
fji,1991,13.29568
fji,1992,14.15784
fji,1994,11.17
fji,1995,12.40849
fji,1996,14.66854
fji,1997,14.43019
fji,1998,14.14465
fji,1999,15.41328
fji,2000,10.94517
fji,2001,12.35357
fji,2004,16.70507
fji,2006,16.95766
fji,2009,17.84927
fji,2016,31.52691
fji,2019,37.85094
fra,1971,85.99623
fra,1972,89.85174
fra,1973,93.61479
fra,1974,97.98018
fra,1975,101.55815
fra,1976,104.16358
fra,1977,104.6412
fra,1978,104.00131
fra,1979,101.72012
fra,1980,100.26109
fra,1981,101.12278
fra,1982,104.04027
fra,1983,109.34218
fra,1984,115.33457
fra,1985,118.03636
fra,1986,119.21414
fra,1987,115.01804
fra,1988,110.21455
fra,1989,106.2521
fra,1990,107.79065
fra,1991,108.86879
fra,1992,109.96827
fra,1993,111.23046
fra,1994,113.10707
fra,1995,113.09375
fra,1996,112.71757
fra,1997,111.60781
fra,1998,110.57313
fra,1999,108.95957
fra,2000,108.32683
fra,2001,108.38793
fra,2002,107.92134
fra,2003,107.55217
fra,2004,106.3482
fra,2005,110.13508
fra,2006,109.67078
fra,2007,109.2577
fra,2008,108.58349
fra,2009,107.46002
fra,2010,105.91917
fra,2011,105.65779
fra,2012,104.96224
fra,2013,104.81345
fra,2014,104.17722
fra,2015,105.10865
fra,2016,105.28919
fra,2017,105.87242
fra,2018,105.89729
fra,2019,106.23602
fsm,1971,11.65
fsm,1973,10.09065
fsm,1974,8.99087
fsm,1975,15.9954
fsm,1976,15.65119
fsm,1999,35.60013
fsm,2013,27.20124
fsm,2014,28.04929
fsm,2015,31.44008
fsm,2016,28.63693
fsm,2017,29.79939
fsm,2018,29.46941
fsm,2019,28.99142
fsm,2020,24.17228
gab,1992,1.05654
gab,1997,8.75203
gab,2001,14.49035
gab,2011,35.2269
gab,2019,42.98665
gbr,1976,34.2338
gbr,1983,45.2124
gbr,1984,48.7061
gbr,1985,50.10091
gbr,1986,49.03508
gbr,1987,48.20458
gbr,1988,47.85855
gbr,1989,47.71027
gbr,1990,50.50518
gbr,1991,51.87949
gbr,1992,52.74902
gbr,1998,75.74838
gbr,1999,76.97109
gbr,2000,79.86304
gbr,2001,81.25275
gbr,2002,82.34679
gbr,2003,77.03374
gbr,2004,59.39389
gbr,2005,71.02757
gbr,2006,71.95529
gbr,2007,72.88095
gbr,2008,79.80768
gbr,2009,79.75953
gbr,2010,81.75937
gbr,2011,84.91691
gbr,2012,83.96948
gbr,2013,79.30453
gbr,2014,87.25021
gbr,2015,101.24614
gbr,2016,110.33653
gbr,2017,106.38731
gbr,2018,107.13985
gbr,2019,105.88038
geo,1981,52.95102
geo,1986,42.89028
geo,1991,58.13636
geo,1993,43.8676
geo,1994,39.72872
geo,1995,30.30351
geo,1996,40.69088
geo,1997,36.44107
geo,1998,38.16966
geo,1999,41.05333
geo,2000,44.42656
geo,2001,46.67441
geo,2002,47.90621
geo,2003,48.52429
geo,2004,49.81765
geo,2005,52.37109
geo,2006,54.85636
geo,2007,56.73367
geo,2008,57.50912
geo,2018,94.48834
geo,2019,93.37456
geo,2020,95.2487
gha,1971,3.17226
gha,1973,4.03456
gha,1975,8.51909
gha,1978,21.44445
gha,1979,22.88405
gha,1980,27.00188
gha,1981,21.74289
gha,1982,19.24077
gha,1983,18.99612
gha,1984,19.52462
gha,1985,20.06848
gha,1986,21.20557
gha,1987,28.4679
gha,1988,32.99695
gha,1989,32.42486
gha,1990,35.70655
gha,1999,45.70141
gha,2000,59.88547
gha,2001,56.60451
gha,2002,60.19829
gha,2003,64.52517
gha,2004,66.37562
gha,2005,59.09755
gha,2006,79.69703
gha,2007,86.87562
gha,2008,97.64864
gha,2009,118.41891
gha,2011,110.78379
gha,2012,112.29116
gha,2013,114.30663
gha,2014,114.81601
gha,2015,120.86425
gha,2016,119.02146
gha,2017,116.79411
gha,2018,114.54705
gha,2019,117.01234
gha,2020,116.13672
gib,1972,4.13223
gib,1974,3.05011
gib,1975,2.88066
gib,1976,2.6971
gib,1977,3.45528
gib,1978,3.38645
gib,1979,4.33925
gib,1981,5.80913
gib,1982,15.25424
gib,1983,16.33987
gib,1984,16.81614
gib,1985,33.70787
gib,1999,74.29719
gib,2000,74.56647
gib,2001,91.45631
gib,2016,189.01344
gib,2017,205.89569
gib,2019,116.5493
gib,2020,118.54067
gin,1994,1.52905
gin,1996,3.09609
gin,1997,3.25197
gin,1998,4.09694
gin,2004,7.84881
gin,2005,8.62407
gin,2006,8.96082
gin,2007,9.42127
gin,2008,10.60791
gin,2009,11.45861
gin,2010,12.48852
gin,2011,15.44673
gin,2012,18.36051
gin,2013,20.34168
gin,2014,21.68539
gin,2015,14.44506
gin,2016,22.28088
gin,2020,17.61616
gmb,1992,21.70453
gmb,1998,17.96148
gmb,1999,16.76292
gmb,2003,15.56478
gmb,2007,20.48765
gmb,2009,27.96548
gmb,2010,28.96106
gmb,2013,31.02731
gmb,2014,37.92082
gmb,2015,37.59606
gmb,2016,37.57728
gmb,2017,37.68248
gmb,2018,41.67164
gmb,2019,43.24927
gmb,2020,43.67288
gmb,2021,41.51704
gnb,1971,0.37295
gnb,1980,0.54132
gnb,1981,0.63073
gnb,1982,0.63901
gnb,1983,2.12736
gnb,1987,1.41596
gnb,2000,3.68382
gnb,2010,6.69269
gnq,1999,25.56129
gnq,2000,24.7015
gnq,2001,28.61611
gnq,2003,30.95696
gnq,2004,32.47487
gnq,2005,30.29007
gnq,2006,36.86089
gnq,2008,57.37267
gnq,2011,54.08754
gnq,2012,52.23498
gnq,2015,43.36199
grc,1971,29.56953
grc,1972,30.67343
grc,1973,33.56965
grc,1974,35.37123
grc,1975,35.49454
grc,1976,35.33377
grc,1977,38.89544
grc,1978,42.2438
grc,1979,46.56135
grc,1980,48.89503
grc,1981,50.00977
grc,1982,51.34467
grc,1983,51.16224
grc,1984,52.169
grc,1985,53.04557
grc,1986,53.16861
grc,1987,52.84893
grc,1988,54.42797
grc,1989,53.76321
grc,1990,53.67594
grc,1991,53.6618
grc,1992,55.65591
grc,1993,58.74665
grc,1994,60.99564
grc,1995,62.82541
grc,1996,62.25677
grc,1997,64.11921
grc,1998,66.81257
grc,1999,66.03867
grc,2000,67.60305
grc,2001,67.92057
grc,2002,66.05079
grc,2003,65.27899
grc,2004,64.53705
grc,2005,65.28225
grc,2006,65.9046
grc,2007,65.75561
grc,2010,74.79092
grc,2011,77.86291
grc,2012,77.22358
grc,2013,76.77917
grc,2014,73.72278
grc,2015,74.96915
grc,2016,73.34438
grc,2017,74.3543
grc,2018,77.60773
grc,2019,83.80601
grd,1971,34.88874
grd,1972,48.21857
grd,1977,52.84743
grd,1978,58.29606
grd,1979,56.4875
grd,1981,52.56518
grd,1982,55.83778
grd,1983,60.51447
grd,1984,59.19796
grd,1987,60.47154
grd,1988,62.77807
grd,1994,62.57712
grd,1995,67.87583
grd,1996,64.15376
grd,1997,70.89314
grd,1998,70.67848
grd,1999,74.4137
grd,2001,92.69153
grd,2002,79.91835
grd,2003,86.37644
grd,2004,86.78663
grd,2005,90.30544
grd,2007,96.543
grd,2008,110.95571
grd,2009,110.58361
grd,2010,111.80163
grd,2011,115.14861
grd,2013,103.40232
grd,2014,97.57869
grd,2015,92.01624
grd,2016,94.36846
grd,2017,98.49381
grd,2018,100.48913
gtm,1975,15.84005
gtm,1983,26.14235
gtm,1984,25.30304
gtm,1985,24.95288
gtm,1986,23.71623
gtm,1987,25.67076
gtm,1991,24.25033
gtm,1992,31.25273
gtm,1993,31.50813
gtm,1994,32.12915
gtm,1995,33.18933
gtm,1996,33.83876
gtm,1997,33.66285
gtm,1998,36.08189
gtm,1999,44.04202
gtm,2000,49.2886
gtm,2001,53.3907
gtm,2002,53.52234
gtm,2004,56.66779
gtm,2005,57.36272
gtm,2006,58.64071
gtm,2007,58.60859
gtm,2008,60.66645
gtm,2009,73.48921
gtm,2010,69.07382
gtm,2011,67.66502
gtm,2012,63.66125
gtm,2013,43.66468
gtm,2014,45.05618
gtm,2015,46.279
gtm,2016,45.22127
gtm,2017,49.00284
gtm,2018,50.74465
gtm,2019,49.07016
gtm,2020,47.60945
gum,1984,114.3083
guy,1977,53.5983
guy,1978,55.94832
guy,1979,58.64913
guy,1980,59.89316
guy,1981,63.38427
guy,1982,69.88756
guy,1983,73.45246
guy,1985,73.25745
guy,1986,66.81147
guy,1987,66.17351
guy,1988,66.75386
guy,1989,68.45683
guy,1991,74.93405
guy,1992,75.81481
guy,1993,84.95213
guy,1994,84.99035
guy,1995,84.94904
guy,1996,81.82148
guy,1997,83.78128
guy,1999,94.02697
guy,2000,91.51683
guy,2001,88.69102
guy,2003,86.02469
guy,2005,90.11572
guy,2007,82.63396
guy,2008,81.89962
guy,2009,82.71114
guy,2010,82.56613
guy,2011,90.75594
guy,2012,95.36388
hkg,1971,51.63086
hkg,1972,55.35551
hkg,1973,61.3211
hkg,1974,66.48469
hkg,1975,72.05088
hkg,1976,77.35742
hkg,1977,79.87935
hkg,1978,81.33304
hkg,1979,82.17954
hkg,1980,80.98205
hkg,1981,83.91356
hkg,1982,84.16699
hkg,1983,85.71822
hkg,1984,87.63639
hkg,1985,94.33844
hkg,1986,95.43307
hkg,1987,97.21872
hkg,1988,94.93221
hkg,1989,90.86458
hkg,1990,85.73104
hkg,1991,84.35094
hkg,1992,84.57272
hkg,1993,85.07461
hkg,1994,86.79609
hkg,1995,85.81032
hkg,1996,87.81472
hkg,1998,82.82129
hkg,2012,114.99722
hkg,2013,112.73254
hkg,2014,108.23004
hkg,2015,108.31919
hkg,2016,109.2474
hkg,2017,108.15535
hkg,2018,106.40481
hkg,2019,101.22624
hnd,1970,3.57353
hnd,1971,3.71737
hnd,1972,3.94715
hnd,1973,4.25982
hnd,1974,4.24084
hnd,1975,5.03894
hnd,1976,6.12666
hnd,1977,7.32544
hnd,1978,8.3058
hnd,1979,8.01795
hnd,1980,9.01849
hnd,1981,9.51111
hnd,1982,9.68278
hnd,1983,11.40258
hnd,1984,10.72054
hnd,1985,11.35764
hnd,1986,12.02248
hnd,1990,11.58143
hnd,1991,12.28055
hnd,1992,12.64812
hnd,1993,12.77046
hnd,1994,13.48592
hnd,1995,13.70719
hnd,1996,14.93768
hnd,1997,15.64245
hnd,1998,12.448
hnd,1999,16.28166
hnd,2000,20.49429
hnd,2003,28.23133
hnd,2004,29.42981
hnd,2005,29.37849
hnd,2006,32.69251
hnd,2007,33.51942
hnd,2008,35.99071
hnd,2009,37.30969
hnd,2010,39.57739
hnd,2011,40.33078
hnd,2012,39.40892
hnd,2013,38.85459
hnd,2014,39.05781
hnd,2015,37.9266
hnd,2016,39.28249
hnd,2017,41.14676
hnd,2018,41.11978
hnd,2019,39.75532
hnd,2020,39.3609
hrv,1980,22.69526
hrv,1981,23.64328
hrv,1982,25.00264
hrv,1983,25.86599
hrv,1984,26.02841
hrv,1985,26.6747
hrv,1986,26.85022
hrv,1987,27.63385
hrv,1988,28.15496
hrv,1989,28.77886
hrv,1990,28.23082
hrv,1991,28.01396
hrv,1995,36.07892
hrv,1996,37.66282
hrv,1997,39.96496
hrv,1998,42.98094
hrv,1999,49.23248
hrv,2000,52.42026
hrv,2001,52.39369
hrv,2002,53.57695
hrv,2003,52.4459
hrv,2004,45.86971
hrv,2005,46.43719
hrv,2006,47.613
hrv,2007,50.36717
hrv,2008,54.54524
hrv,2009,58.91685
hrv,2010,61.65311
hrv,2011,63.2317
hrv,2012,62.88064
hrv,2013,62.18516
hrv,2014,62.12513
hrv,2015,63.56283
hrv,2016,64.45913
hrv,2017,70.04889
hrv,2018,69.2251
hrv,2019,70.83031
