geo,time,sl_tlf_acti_1524_fe_zs
khm,1995,75.969
khm,1996,75.724
khm,1997,75.636
khm,1998,75.488
khm,1999,74.674
khm,2000,72.132
khm,2001,80.16
khm,2002,78.895
khm,2003,77.644
khm,2004,76.416
khm,2005,75.948
khm,2006,75.5
khm,2007,75.061
khm,2008,74.988
khm,2009,74.875
khm,2010,78.209
khm,2011,78.457
khm,2012,73.773
khm,2013,68.505
khm,2014,69.425
khm,2015,69.446
khm,2016,69.461
khm,2017,68.637
khm,2018,67.877
khm,2019,67.149
khm,2020,62.901
kor,1990,41.133
kor,1991,42.694
kor,1992,42.529
kor,1993,42.396
kor,1994,42.072
kor,1995,42.14
kor,1996,40.845
kor,1997,40.056
kor,1998,36.327
kor,1999,36.067
kor,2000,35.737
kor,2001,37.521
kor,2002,38.091
kor,2003,38.142
kor,2004,38.654
kor,2005,37.426
kor,2006,34.425
kor,2007,31.04
kor,2008,29.404
kor,2009,27.783
kor,2010,28.413
kor,2011,28.283
kor,2012,29.172
kor,2013,29.02
kor,2014,30.495
kor,2015,32.269
kor,2016,32.402
kor,2017,31.953
kor,2018,32.077
kor,2019,31.052
kor,2020,29.672
kwt,1990,29.326
kwt,1991,28.993
kwt,1992,28.412
kwt,1993,27.861
kwt,1994,27.105
kwt,1995,25.902
kwt,1996,25.808
kwt,1997,25.782
kwt,1998,25.77
kwt,1999,25.914
kwt,2000,25.725
kwt,2001,26.118
kwt,2002,26.213
kwt,2003,25.594
kwt,2004,25.003
kwt,2005,24.354
kwt,2006,23.864
kwt,2007,23.31
kwt,2008,22.699
kwt,2009,22.05
kwt,2010,21.375
kwt,2011,20.519
kwt,2012,19.669
kwt,2013,18.844
kwt,2014,18.06
kwt,2015,17.324
kwt,2016,16.666
kwt,2017,16.672
kwt,2018,16.585
kwt,2019,16.547
kwt,2020,14.574
lao,1990,83.179
lao,1991,83.032
lao,1992,82.757
lao,1993,82.437
lao,1994,81.891
lao,1995,81.433
lao,1996,80.614
lao,1997,79.779
lao,1998,78.927
lao,1999,78.059
lao,2000,77.176
lao,2001,76.266
lao,2002,75.345
lao,2003,74.416
lao,2004,73.482
lao,2005,72.54
lao,2006,71.576
lao,2007,70.595
lao,2008,69.594
lao,2009,68.568
lao,2010,67.511
lao,2011,66.78
lao,2012,66.02
lao,2013,65.231
lao,2014,64.463
lao,2015,63.715
lao,2016,63.002
lao,2017,62.284
lao,2018,61.628
lao,2019,61.153
lao,2020,60.017
lbn,1990,20.552
lbn,1991,20.536
lbn,1992,20.233
lbn,1993,20.033
lbn,1994,19.831
lbn,1995,19.589
lbn,1996,19.189
lbn,1997,19.024
lbn,1998,18.763
lbn,1999,18.625
lbn,2000,18.459
lbn,2001,18.479
lbn,2002,18.577
lbn,2003,18.72
lbn,2004,18.771
lbn,2005,18.962
lbn,2006,19.012
lbn,2007,19.056
lbn,2008,18.699
lbn,2009,18.342
lbn,2010,18.106
lbn,2011,18.22
lbn,2012,18.311
lbn,2013,18.36
lbn,2014,18.4
lbn,2015,18.434
lbn,2016,18.291
lbn,2017,18.115
lbn,2018,17.974
lbn,2019,17.914
lbn,2020,16.201
lbr,1990,57.636
lbr,1991,57.365
lbr,1992,56.744
lbr,1993,56.082
lbr,1994,55.598
lbr,1995,55.473
lbr,1996,55.369
lbr,1997,55.707
lbr,1998,55.744
lbr,1999,55.698
lbr,2000,55.561
lbr,2001,55.67
lbr,2002,55.716
lbr,2003,55.409
lbr,2004,55.363
lbr,2005,55.387
lbr,2006,55.461
lbr,2007,55.523
lbr,2008,55.557
lbr,2009,55.536
lbr,2010,55.445
lbr,2011,55.397
lbr,2012,55.302
lbr,2013,55.158
lbr,2014,54.912
lbr,2015,54.626
lbr,2016,54.347
lbr,2017,54.07
lbr,2018,53.76
lbr,2019,53.406
lbr,2020,49.167
lby,1990,14.65
lby,1991,14.631
lby,1992,14.576
lby,1993,14.488
lby,1994,14.369
lby,1995,14.223
lby,1996,14.089
lby,1997,13.929
lby,1998,13.749
lby,1999,13.556
lby,2000,13.357
lby,2001,13.194
lby,2002,13.012
lby,2003,12.808
lby,2004,12.583
lby,2005,12.343
lby,2006,12.107
lby,2007,11.876
lby,2008,11.649
lby,2009,11.422
lby,2010,11.195
lby,2011,10.958
lby,2012,10.73
lby,2013,10.519
lby,2014,10.33
lby,2015,10.167
lby,2016,10.01
lby,2017,9.869
lby,2018,9.745
lby,2019,9.637
lby,2020,9.432
lca,1990,52.031
lca,1991,51.915
lca,1992,52.112
lca,1993,52.498
lca,1994,52.846
lca,1995,53.181
lca,1996,53.561
lca,1997,54.005
lca,1998,54.267
lca,1999,54.596
lca,2000,54.97
lca,2001,55.424
lca,2002,56.083
lca,2003,56.625
lca,2004,57.075
lca,2005,57.689
lca,2006,57.819
lca,2007,58.028
lca,2008,58.156
lca,2009,58.397
lca,2010,58.552
lca,2011,59.001
lca,2012,61.392
lca,2013,60.018
lca,2014,59.982
lca,2015,59.891
lca,2016,59.727
lca,2017,59.482
lca,2018,61.023
lca,2019,54.648
lca,2020,50.872
lka,1990,44.947
lka,1991,40.735
lka,1992,36.594
lka,1993,39.528
lka,1994,40.016
lka,1995,34.757
lka,1996,33.358
lka,1997,32.95
lka,1998,40.506
lka,1999,35.255
lka,2000,30.437
lka,2001,29.831
lka,2002,29.224
lka,2003,28.615
lka,2004,28.006
lka,2005,27.399
lka,2006,26.818
lka,2007,26.244
lka,2008,25.674
lka,2009,25.109
lka,2010,24.547
lka,2011,23.057
lka,2012,22.633
lka,2013,23.542
lka,2014,22.762
lka,2015,24.74
lka,2016,22.922
lka,2017,23.784
lka,2018,20.522
lka,2019,19.386
lka,2020,17.469
lso,1990,64.442
lso,1991,63.874
lso,1992,63.286
lso,1993,62.616
lso,1994,61.955
lso,1995,61.259
lso,1996,60.804
lso,1997,60.32
lso,1998,59.794
lso,1999,59.221
lso,2000,57.806
lso,2001,56.305
lso,2002,54.787
lso,2003,53.252
lso,2004,51.705
lso,2005,50.148
lso,2006,48.533
lso,2007,46.913
lso,2008,45.294
lso,2009,43.68
lso,2010,42.073
lso,2011,40.384
lso,2012,38.726
lso,2013,37.107
lso,2014,36.718
lso,2015,36.31
lso,2016,36.094
lso,2017,35.803
lso,2018,35.51
lso,2019,35.25
lso,2020,32.816
ltu,1990,31.632
ltu,1991,32.247
ltu,1992,34.793
ltu,1993,36.669
ltu,1994,37.727
ltu,1995,37.308
ltu,1996,36.66
ltu,1997,35.685
ltu,1998,34.791
ltu,1999,37.599
ltu,2000,32.721
ltu,2001,27.869
ltu,2002,27.366
ltu,2003,28.681
ltu,2004,19.346
ltu,2005,20.583
ltu,2006,23.359
ltu,2007,22.333
ltu,2008,25.26
ltu,2009,25.817
ltu,2010,25.407
ltu,2011,24.118
ltu,2012,26.091
ltu,2013,27.036
ltu,2014,29.603
ltu,2015,30.784
ltu,2016,31.815
ltu,2017,32.14
ltu,2018,34.036
ltu,2019,35.575
ltu,2020,34.063
lux,1990,43.633
lux,1991,49.999
lux,1992,50.413
lux,1993,45.474
lux,1994,45.03
lux,1995,39.981
lux,1996,38.49
lux,1997,35.278
lux,1998,33.339
lux,1999,31.856
lux,2000,30.547
lux,2001,31.969
lux,2002,31.094
lux,2003,29.618
lux,2004,26.375
lux,2005,25.389
lux,2006,25.997
lux,2007,26.583
lux,2008,27.145
lux,2009,29.501
lux,2010,22.599
lux,2011,23.348
lux,2012,24.658
lux,2013,21.855
lux,2014,23.06
lux,2015,34.135
lux,2016,31.096
lux,2017,28.259
lux,2018,32.316
lux,2019,31.358
lux,2020,30.977
lva,1990,34.831
lva,1991,35.931
lva,1992,40.362
lva,1993,41.498
lva,1994,41.136
lva,1995,41.127
lva,1996,40.763
lva,1997,39.51
lva,1998,39.858
lva,1999,34.806
lva,2000,31.826
lva,2001,31.088
lva,2002,33.836
lva,2003,32.296
lva,2004,30.605
lva,2005,31.948
lva,2006,33.956
lva,2007,35.743
lva,2008,36.436
lva,2009,35.805
lva,2010,37.153
lva,2011,33.641
lva,2012,36.117
lva,2013,36.013
lva,2014,35.337
lva,2015,37.159
lva,2016,35.942
lva,2017,36.512
lva,2018,34.68
lva,2019,32.745
lva,2020,31.422
mac,1990,47.439
mac,1991,47.919
mac,1992,46.702
mac,1993,47.002
mac,1994,47.261
mac,1995,47.489
mac,1996,47.711
mac,1997,47.929
mac,1998,44.847
mac,1999,46.518
mac,2000,47.553
mac,2001,44.364
mac,2002,41.205
mac,2003,33.127
mac,2004,33.598
mac,2005,34.825
mac,2006,36.274
mac,2007,41.634
mac,2008,43.667
mac,2009,55.299
mac,2010,53.185
mac,2011,53.652
mac,2012,50.111
mac,2013,52.176
mac,2014,51.152
mac,2015,49.685
mac,2016,46.278
mac,2017,44.365
mac,2018,44.713
mac,2019,45.255
mac,2020,44.484
mar,1990,22.282
mar,1991,22.08
mar,1992,22.091
mar,1993,22.079
mar,1994,21.818
mar,1995,21.947
mar,1996,21.679
mar,1997,21.739
mar,1998,21.582
mar,1999,21.558
mar,2000,21.494
mar,2001,21.271
mar,2002,21.111
mar,2003,21.165
mar,2004,21.209
mar,2005,21.241
mar,2006,21.268
mar,2007,21.289
mar,2008,21.302
mar,2009,20.127
mar,2010,18.982
mar,2011,18.381
mar,2012,17.264
mar,2013,17.005
mar,2014,17.836
mar,2015,17.438
mar,2016,15.686
mar,2017,15.15
mar,2018,14.963
mar,2019,14.807
mar,2020,13.352
mda,1990,29.35
mda,1991,30.323
mda,1992,31.036
mda,1993,31.389
mda,1994,31.728
mda,1995,31.733
mda,1996,32.364
mda,1997,32.203
mda,1998,32.969
mda,1999,33.376
mda,2000,33.195
mda,2001,30.74
mda,2002,29.639
mda,2003,22.422
mda,2004,20.984
mda,2005,20.497
mda,2006,19.811
mda,2007,17.735
mda,2008,18.385
mda,2009,19.118
mda,2010,19.576
mda,2011,20.315
mda,2012,18.091
mda,2013,17.911
mda,2014,17.483
mda,2015,18.729
mda,2016,18.269
mda,2017,17.841
mda,2018,17.319
mda,2019,18.25
mda,2020,15.418
mdg,1990,74.099
mdg,1991,74.029
mdg,1992,73.97
mdg,1993,73.897
mdg,1994,73.806
mdg,1995,73.727
mdg,1996,73.738
mdg,1997,73.74
mdg,1998,73.729
mdg,1999,73.7
mdg,2000,73.647
mdg,2001,73.652
mdg,2002,73.51
mdg,2003,73.451
mdg,2004,73.352
mdg,2005,73.238
mdg,2006,73.235
mdg,2007,73.236
mdg,2008,73.242
mdg,2009,73.253
mdg,2010,73.267
mdg,2011,73.285
mdg,2012,73.305
mdg,2013,73.324
mdg,2014,73.338
mdg,2015,73.345
mdg,2016,73.107
mdg,2017,72.878
mdg,2018,72.655
mdg,2019,72.427
mdg,2020,67.527
mdv,1990,18.051
mdv,1991,18.857
mdv,1992,19.68
mdv,1993,20.512
mdv,1994,21.353
mdv,1995,22.202
mdv,1996,23.655
mdv,1997,25.176
mdv,1998,26.759
mdv,1999,28.401
mdv,2000,30.089
mdv,2001,30.88
mdv,2002,31.686
mdv,2003,32.506
mdv,2004,33.335
mdv,2005,34.174
mdv,2006,34.936
mdv,2007,35.73
mdv,2008,36.563
mdv,2009,37.443
mdv,2010,37.823
mdv,2011,38.17
mdv,2012,38.534
mdv,2013,38.914
mdv,2014,39.311
mdv,2015,39.726
mdv,2016,39.742
mdv,2017,39.133
mdv,2018,37.435
mdv,2019,35.158
mdv,2020,32.853
mex,1990,34.163
mex,1991,34.273
mex,1992,35.207
mex,1993,36.159
mex,1994,36.831
mex,1995,37.479
mex,1996,35.967
mex,1997,36.519
mex,1998,37.333
mex,1999,36.374
mex,2000,36.16
mex,2001,34.479
mex,2002,32.632
mex,2003,32.635
mex,2004,32.319
mex,2005,34.213
mex,2006,34.753
mex,2007,34.911
mex,2008,33.972
mex,2009,33.4
mex,2010,33.225
mex,2011,33.23
mex,2012,33.79
mex,2013,33.044
mex,2014,32.149
mex,2015,31.65
mex,2016,31.209
mex,2017,30.787
mex,2018,30.893
mex,2019,32.336
mex,2020,28.789
mkd,1990,38.392
mkd,1991,39.082
mkd,1992,38.564
mkd,1993,38.052
mkd,1994,37.549
mkd,1995,37.053
mkd,1996,36.573
mkd,1997,34.999
mkd,1998,33.06
mkd,1999,31.171
mkd,2000,31.266
mkd,2001,29.912
mkd,2002,28.575
mkd,2003,29.731
mkd,2004,29.917
mkd,2005,30.108
mkd,2006,29.289
mkd,2007,27.527
mkd,2008,28.122
mkd,2009,26.22
mkd,2010,24.045
mkd,2011,23.894
mkd,2012,26.303
mkd,2013,27.107
mkd,2014,25.182
mkd,2015,25.179
mkd,2016,23.018
mkd,2017,23.393
mkd,2018,22.516
mkd,2019,25.884
mkd,2020,22.731
mli,1990,51.207
mli,1991,51.439
mli,1992,51.433
mli,1993,51.455
mli,1994,51.433
mli,1995,51.328
mli,1996,51.478
mli,1997,51.512
mli,1998,51.52
mli,1999,51.495
mli,2000,51.417
mli,2001,51.627
mli,2002,51.688
mli,2003,51.806
mli,2004,51.823
mli,2005,51.883
mli,2006,52.104
mli,2007,52.26
mli,2008,52.393
mli,2009,52.495
mli,2010,52.567
mli,2011,52.812
mli,2012,52.926
mli,2013,53.012
mli,2014,53.101
mli,2015,56.864
mli,2016,55.054
mli,2017,53.25
mli,2018,53.093
mli,2019,52.882
mli,2020,52.056
mlt,1990,61.54
mlt,1991,61.508
mlt,1992,61.358
mlt,1993,60.699
mlt,1994,60.169
mlt,1995,59.994
mlt,1996,60.073
mlt,1997,59.165
mlt,1998,59.4
mlt,1999,59.348
mlt,2000,59.042
mlt,2001,60.862
mlt,2002,58.545
mlt,2003,57.597
mlt,2004,50.858
mlt,2005,51.494
mlt,2006,49.182
mlt,2007,50.531
mlt,2008,50.047
mlt,2009,48.386
mlt,2010,48.184
mlt,2011,47.987
mlt,2012,48.917
mlt,2013,50.25
mlt,2014,52.336
mlt,2015,49.418
mlt,2016,48.889
mlt,2017,51.148
mlt,2018,56.315
mlt,2019,55.031
mlt,2020,52.126
mmr,1990,81.695
mmr,1991,82.069
mmr,1992,80.954
mmr,1993,80.323
mmr,1994,79.475
mmr,1995,78.692
mmr,1996,77.991
mmr,1997,77.402
mmr,1998,76.781
mmr,1999,75.426
mmr,2000,73.667
mmr,2001,72.247
mmr,2002,70.707
mmr,2003,68.883
mmr,2004,67.068
mmr,2005,65.225
mmr,2006,63.455
mmr,2007,61.805
mmr,2008,60.377
mmr,2009,58.881
mmr,2010,57.51
mmr,2011,56.755
mmr,2012,55.732
mmr,2013,54.542
mmr,2014,53.411
mmr,2015,52.424
mmr,2016,48.023
mmr,2017,43.643
mmr,2018,42.344
mmr,2019,39.588
mmr,2020,36.351
mne,1990,19.745
mne,1991,20.076
mne,1992,20.215
mne,1993,20.218
mne,1994,19.969
mne,1995,19.647
mne,1996,19.373
mne,1997,19.175
mne,1998,18.828
mne,1999,19.441
mne,2000,19.216
mne,2001,19.167
mne,2002,19.063
mne,2003,18.916
mne,2004,18.624
mne,2005,18.335
mne,2006,17.762
mne,2007,17.299
mne,2008,16.821
mne,2009,17.171
mne,2010,16.978
mne,2011,16.738
mne,2012,21.869
mne,2013,19.852
mne,2014,24.32
mne,2015,26.863
mne,2016,29.407
mne,2017,27.611
mne,2018,26.776
mne,2019,30.856
mne,2020,24.615
mng,1990,36.234
mng,1991,37.618
mng,1992,39.06
mng,1993,39.588
mng,1994,39.362
mng,1995,38.571
mng,1996,38.293
mng,1997,37.786
mng,1998,37.36
mng,1999,36.994
mng,2000,36.919
mng,2001,36.63
mng,2002,36.139
mng,2003,35.38
mng,2004,34.814
mng,2005,34.227
mng,2006,33.617
mng,2007,32.992
mng,2008,29.759
mng,2009,29.275
mng,2010,27.658
mng,2011,27.786
mng,2012,27.588
mng,2013,27.392
mng,2014,25.993
mng,2015,25.163
mng,2016,22.587
mng,2017,22.311
mng,2018,22.455
mng,2019,25.507
mng,2020,24.526
moz,1990,82.895
moz,1991,82.475
moz,1992,82.074
moz,1993,81.79
moz,1994,81.533
moz,1995,81.274
moz,1996,81.411
moz,1997,81.506
moz,1998,80.594
moz,1999,79.691
moz,2000,78.795
moz,2001,77.906
moz,2002,77.022
moz,2003,76.14
moz,2004,75.113
moz,2005,74.068
moz,2006,73.007
moz,2007,71.937
moz,2008,70.861
moz,2009,69.783
moz,2010,68.707
moz,2011,67.625
moz,2012,66.547
moz,2013,65.473
moz,2014,64.403
moz,2015,63.336
moz,2016,63.267
moz,2017,63.177
moz,2018,63.069
moz,2019,62.948
moz,2020,61.932
mrt,1990,31.318
mrt,1991,31.306
mrt,1992,31.236
mrt,1993,31.173
mrt,1994,30.957
mrt,1995,30.891
mrt,1996,30.79
mrt,1997,30.549
mrt,1998,30.385
mrt,1999,30.203
mrt,2000,29.889
mrt,2001,28.7
mrt,2002,27.532
mrt,2003,26.384
mrt,2004,25.257
mrt,2005,24.15
mrt,2006,23.068
mrt,2007,22.008
mrt,2008,20.972
mrt,2009,19.96
mrt,2010,18.974
mrt,2011,18.022
mrt,2012,17.098
mrt,2013,16.454
mrt,2014,15.823
mrt,2015,15.207
mrt,2016,14.611
mrt,2017,14.031
mrt,2018,13.904
mrt,2019,13.795
mrt,2020,13.525
mus,1990,36.895
mus,1991,36.37
mus,1992,36.062
mus,1993,35.879
mus,1994,35.67
mus,1995,35.35
mus,1996,35.416
mus,1997,35.482
mus,1998,35.548
mus,1999,35.614
mus,2000,35.68
mus,2001,34.808
mus,2002,33.945
mus,2003,34.588
mus,2004,35.236
mus,2005,34.945
mus,2006,35.936
mus,2007,34.136
mus,2008,32.173
mus,2009,31.345
mus,2010,33.527
mus,2011,32.618
mus,2012,32.718
mus,2013,32.018
mus,2014,32.691
mus,2015,35.827
mus,2016,35.555
mus,2017,35.664
mus,2018,37.255
mus,2019,34.582
mus,2020,31.562
mwi,1990,56.906
mwi,1991,57.154
mwi,1992,57.174
mwi,1993,57.227
mwi,1994,57.152
mwi,1995,57.331
mwi,1996,57.579
mwi,1997,57.82
mwi,1998,58.065
mwi,1999,58.391
mwi,2000,58.736
mwi,2001,59.1
mwi,2002,59.481
mwi,2003,59.878
mwi,2004,60.283
mwi,2005,60.692
mwi,2006,61.083
mwi,2007,61.482
mwi,2008,61.884
mwi,2009,62.285
mwi,2010,62.683
mwi,2011,63.057
mwi,2012,63.437
mwi,2013,63.828
mwi,2014,63.568
mwi,2015,63.287
mwi,2016,62.938
mwi,2017,62.614
mwi,2018,62.281
mwi,2019,61.928
mwi,2020,58.008
mys,1990,42.862
mys,1991,42.085
mys,1992,42.172
mys,1993,41.742
mys,1994,40.443
mys,1995,39.09
mys,1996,39.19
mys,1997,38.221
mys,1998,38.526
mys,1999,38.038
mys,2000,37.761
mys,2001,37.781
mys,2002,37.041
mys,2003,37.079
mys,2004,36.021
mys,2005,34.99
mys,2006,34.648
mys,2007,33.976
mys,2008,33.857
mys,2009,33.032
mys,2010,32.03
mys,2011,32.436
mys,2012,32.838
mys,2013,33.892
mys,2014,34.491
mys,2015,33.727
mys,2016,34.557
mys,2017,34.931
mys,2018,35.37
mys,2019,37.159
mys,2020,35.466
nam,1990,34.892
nam,1991,34.778
nam,1992,34.615
nam,1993,34.346
nam,1994,34.081
nam,1995,32.625
nam,1996,31.19
nam,1997,29.772
nam,1998,29.146
nam,1999,28.531
nam,2000,27.927
nam,2001,27.943
nam,2002,27.97
nam,2003,28.009
nam,2004,28.056
nam,2005,28.109
nam,2006,28.132
nam,2007,28.163
nam,2008,28.198
nam,2009,28.232
nam,2010,28.26
nam,2011,28.282
nam,2012,28.295
nam,2013,33.348
nam,2014,30.645
nam,2015,32.679
nam,2016,34.829
nam,2017,30.539
nam,2018,26.503
nam,2019,26.369
nam,2020,25.748
ncl,1990,46.85
ncl,1991,46.386
ncl,1992,46.508
ncl,1993,46.632
ncl,1994,46.475
ncl,1995,45.86
ncl,1996,46.075
ncl,1997,46.036
ncl,1998,46.742
ncl,1999,46.829
ncl,2000,46.739
ncl,2001,46.716
ncl,2002,46.621
ncl,2003,46.188
ncl,2004,45.868
ncl,2005,45.573
ncl,2006,44.946
ncl,2007,44.478
ncl,2008,44.498
ncl,2009,44.223
ncl,2010,42.745
ncl,2011,41.81
ncl,2012,41.372
ncl,2013,40.933
ncl,2014,40.519
ncl,2015,40.625
ncl,2016,40.513
ncl,2017,40.461
ncl,2018,40.4
ncl,2019,40.337
ncl,2020,37.602
ner,1990,58.342
ner,1991,58.351
ner,1992,58.223
ner,1993,57.972
ner,1994,57.689
ner,1995,57.391
ner,1996,57.393
ner,1997,57.404
ner,1998,57.533
ner,1999,57.585
ner,2000,57.632
ner,2001,57.953
ner,2002,58.185
ner,2003,58.361
ner,2004,58.501
ner,2005,58.703
ner,2006,59.002
ner,2007,59.156
ner,2008,59.29
ner,2009,59.309
ner,2010,59.379
ner,2011,59.495
ner,2012,57.11
ner,2013,54.799
ner,2014,52.582
ner,2015,52.533
ner,2016,52.574
ner,2017,52.55
ner,2018,52.501
ner,2019,52.402
ner,2020,51.594
nga,1990,30.782
nga,1991,30.77
nga,1992,30.73
nga,1993,30.595
nga,1994,30.422
nga,1995,30.228
nga,1996,30.199
nga,1997,30.116
nga,1998,30.001
nga,1999,29.859
nga,2000,29.741
nga,2001,29.784
nga,2002,29.855
nga,2003,29.867
nga,2004,29.881
nga,2005,29.876
nga,2006,29.975
nga,2007,30.043
nga,2008,30.09
nga,2009,30.134
nga,2010,30.172
nga,2011,30.247
nga,2012,25.933
nga,2013,21.983
nga,2014,23.3
nga,2015,24.677
nga,2016,26.105
nga,2017,27.588
nga,2018,29.122
nga,2019,30.699
nga,2020,28.542
nic,1990,31.281
nic,1991,31.102
nic,1992,29.578
nic,1993,28.058
nic,1994,26.544
nic,1995,25.04
nic,1996,25.353
nic,1997,25.511
nic,1998,25.659
nic,1999,26.067
nic,2000,26.47
nic,2001,26.877
nic,2002,27.278
nic,2003,27.672
nic,2004,28.059
nic,2005,28.441
nic,2006,28.827
nic,2007,29.208
nic,2008,29.582
nic,2009,29.949
nic,2010,30.308
nic,2011,30.663
nic,2012,31.012
nic,2013,31.353
nic,2014,31.689
nic,2015,31.542
nic,2016,31.349
nic,2017,31.116
nic,2018,29.986
nic,2019,28.869
nic,2020,26.716
nld,1990,59.286
nld,1991,60.178
nld,1992,61.227
nld,1993,59.804
nld,1994,59.685
nld,1995,61.883
nld,1996,60.965
nld,1997,61.808
nld,1998,64.94
nld,1999,68.085
nld,2000,70.901
nld,2001,72.488
nld,2002,72.789
nld,2003,73.141
nld,2004,71.811
nld,2005,66.476
nld,2006,66.27
nld,2007,68.513
nld,2008,69.182
nld,2009,69.584
nld,2010,68.619
nld,2011,69.247
nld,2012,70.752
nld,2013,70.032
nld,2014,67.702
nld,2015,69.432
nld,2016,69.239
nld,2017,69.759
nld,2018,69.858
nld,2019,70.394
nld,2020,69.947
nor,1990,55.683
nor,1991,54.237
nor,1992,52.502
nor,1993,51.266
nor,1994,51.661
nor,1995,55.136
nor,1996,60.042
nor,1997,61.279
nor,1998,64.421
nor,1999,62.632
nor,2000,63.637
nor,2001,64.492
nor,2002,65.796
nor,2003,62.528
nor,2004,63.836
nor,2005,59.346
nor,2006,58.21
nor,2007,60.468
nor,2008,62.427
nor,2009,59.044
nor,2010,56.757
nor,2011,56.331
nor,2012,57.718
nor,2013,58.024
nor,2014,55.808
nor,2015,56.611
nor,2016,55.165
nor,2017,53.966
nor,2018,54.524
nor,2019,55.742
nor,2020,55.676
npl,1990,79.289
npl,1991,79.367
npl,1992,79.518
npl,1993,79.722
npl,1994,79.96
npl,1995,80.214
npl,1996,80.125
npl,1997,80.059
npl,1998,80.025
npl,1999,80.036
npl,2000,79.507
npl,2001,78.974
npl,2002,78.426
npl,2003,77.862
npl,2004,77.282
npl,2005,76.691
npl,2006,76.075
npl,2007,75.447
npl,2008,74.805
npl,2009,74.695
npl,2010,74.657
npl,2011,74.814
npl,2012,75.234
npl,2013,75.821
npl,2014,76.416
npl,2015,76.925
npl,2016,77.557
npl,2017,77.974
npl,2018,78.195
npl,2019,78.234
npl,2020,69.048
nzl,1990,64.528
nzl,1991,63.461
nzl,1992,61.496
nzl,1993,60.632
nzl,1994,62.035
nzl,1995,62.97
nzl,1996,63.375
nzl,1997,63.757
nzl,1998,62.017
nzl,1999,59.19
nzl,2000,59.506
nzl,2001,59.712
nzl,2002,60.487
nzl,2003,59.483
nzl,2004,58.636
nzl,2005,59.123
nzl,2006,61.454
nzl,2007,61.646
nzl,2008,59.741
nzl,2009,57.925
nzl,2010,57.071
nzl,2011,55.801
nzl,2012,56.098
nzl,2013,55.952
nzl,2014,57.66
nzl,2015,58.992
nzl,2016,59.828
nzl,2017,61.035
nzl,2018,62.807
nzl,2019,63.274
nzl,2020,61.816
omn,1990,22.576
omn,1991,22.276
omn,1992,21.918
omn,1993,21.695
omn,1994,21.619
omn,1995,21.578
omn,1996,21.924
omn,1997,22.146
omn,1998,22.463
omn,1999,22.806
omn,2000,22.796
omn,2001,22.788
omn,2002,22.96
omn,2003,23.142
omn,2004,22.716
omn,2005,22.231
omn,2006,21.31
omn,2007,20.448
omn,2008,19.645
omn,2009,18.877
omn,2010,18.121
omn,2011,17.19
omn,2012,16.374
omn,2013,15.655
omn,2014,15.031
omn,2015,14.501
omn,2016,13.6
omn,2017,13.406
omn,2018,13.266
omn,2019,13.276
omn,2020,12.363
pak,1990,10.503
pak,1991,13.494
pak,1992,13.504
pak,1993,12.99
pak,1994,12.84
pak,1995,10.727
pak,1996,12.354
pak,1997,14.147
pak,1998,14.162
pak,1999,12.121
pak,2000,10.218
pak,2001,12.418
pak,2002,14.827
pak,2003,15.35
pak,2004,15.883
pak,2005,16.332
pak,2006,16.805
pak,2007,16.747
pak,2008,17.325
pak,2009,18.497
pak,2010,19.255
pak,2011,18.944
pak,2012,19.216
pak,2013,19.489
pak,2014,19.697
pak,2015,20.27
pak,2016,19.489
pak,2017,18.721
pak,2018,17.97
pak,2019,17.781
pak,2020,16.507
pan,1990,33.044
pan,1991,33.53
pan,1992,34.524
pan,1993,35.553
pan,1994,35.594
pan,1995,34.939
pan,1996,35.356
pan,1997,35.777
pan,1998,36.217
pan,1999,36.663
pan,2000,36.13
pan,2001,35.597
pan,2002,35.062
pan,2003,36.069
pan,2004,34.972
pan,2005,35.58
pan,2006,33.401
pan,2007,32.891
pan,2008,33.71
pan,2009,34.382
pan,2010,29.361
pan,2011,27.434
pan,2012,30.07
pan,2013,32.412
pan,2014,30.363
pan,2015,29.437
pan,2016,29.399
pan,2017,31.446
pan,2018,31.878
pan,2019,34.926
pan,2020,29.005
per,1990,37.636
per,1991,37.662
per,1992,37.563
per,1993,39.245
per,1994,40.948
per,1995,44.233
per,1996,44.903
per,1997,45.59
per,1998,48.44
per,1999,52.221
per,2000,44.711
per,2001,49.297
per,2002,51.891
per,2003,54.47
per,2004,57.02
per,2005,59.528
per,2006,60.846
per,2007,62.481
per,2008,63.86
per,2009,63.398
per,2010,64.505
per,2011,62.975
per,2012,61.709
per,2013,60.696
per,2014,58.629
per,2015,55.293
per,2016,57.093
per,2017,57.782
per,2018,57.74
per,2019,57.868
per,2020,45.592
phl,1990,35.123
phl,1991,35.487
phl,1992,35.731
phl,1993,35.745
phl,1994,35.47
phl,1995,35.156
phl,1996,34.696
phl,1997,34.314
phl,1998,34.65
phl,1999,34.52
phl,2000,34.223
phl,2001,34.09
phl,2002,33.871
phl,2003,33.478
phl,2004,33.108
phl,2005,33.649
phl,2006,33.033
phl,2007,32.316
phl,2008,31.554
phl,2009,32.207
phl,2010,32.041
phl,2011,33.188
phl,2012,32.696
phl,2013,31.847
phl,2014,32.591
phl,2015,31.091
phl,2016,30.228
phl,2017,27.467
phl,2018,27.143
phl,2019,26.951
phl,2020,23.108
png,1990,63.751
