geo,time,se_sec_enrl_vo
dji,2019,4677
dma,1972,1062
dma,1973,1195
dma,1974,1031
dma,1975,945
dma,1976,591
dma,1977,616
dma,1978,346
dma,1979,436
dma,1984,376
dma,1986,259
dma,1987,70
dma,1990,604
dma,1994,800
dma,1995,850
dma,1999,1351
dma,2000,1130
dma,2001,957
dma,2003,406
dma,2004,271
dma,2005,258
dma,2006,205
dma,2007,268
dma,2008,147
dma,2009,288
dma,2010,185
dma,2011,302
dma,2015,0
dnk,1971,123639
dnk,1978,102686
dnk,1979,113718
dnk,1980,115914
dnk,1981,125996
dnk,1982,129898
dnk,1983,138296
dnk,1984,140859
dnk,1985,144024
dnk,1986,150772
dnk,1987,156511
dnk,1988,156807
dnk,1989,155772
dnk,1990,150897
dnk,1991,147807
dnk,1992,145590
dnk,1993,122421
dnk,1994,120638
dnk,1995,123234
dnk,1996,122059
dnk,1998,111809
dnk,1999,113728
dnk,2000,119878
dnk,2001,128125
dnk,2002,117695
dnk,2003,118329
dnk,2004,123103
dnk,2005,125366
dnk,2006,124271
dnk,2007,125715
dnk,2008,126067
dnk,2009,127555
dnk,2010,131952
dnk,2011,138745
dnk,2012,142027
dnk,2013,134687
dnk,2014,131279
dnk,2015,132370
dnk,2016,122082
dnk,2017,114940
dom,1971,12645
dom,1972,14272
dom,1973,14666
dom,1974,17377
dom,1975,19896
dom,1976,20709
dom,1977,21119
dom,1978,21317
dom,1979,23144
dom,1980,23882
dom,1981,24620
dom,1982,25648
dom,1983,26521
dom,1984,27670
dom,1986,24589
dom,1994,21042
dom,1995,22795
dom,1998,29944
dom,1999,35484
dom,2000,36352
dom,2002,38172
dom,2004,31302
dom,2005,40001
dom,2007,35115
dom,2008,41314
dom,2009,29575
dom,2010,38002
dom,2011,39365
dom,2012,41643
dom,2013,42078
dom,2014,44329
dom,2015,46223
dom,2016,46763
dom,2017,48770
dom,2018,75571
dza,1971,56074
dza,1972,60248
dza,1973,64550
dza,1974,81482
dza,1975,23119
dza,1976,21610
dza,1977,23002
dza,1978,23839
dza,1979,23123
dza,1980,26397
dza,1981,27808
dza,1982,30609
dza,1983,36628
dza,1984,32086
dza,1985,42577
dza,1986,66886
dza,1987,98300
dza,1988,128083
dza,1989,156423
dza,1990,165182
dza,1991,153360
dza,1992,96025
dza,1993,129122
dza,1994,121175
dza,1995,136455
dza,1996,147418
dza,1997,138074
dza,1999,238977
dza,2000,261990
dza,2001,282131
dza,2002,280640
dza,2003,263683
dza,2004,349973
dza,2005,362261
dza,2006,349151
dza,2007,306411
dza,2008,441612
dza,2009,437159
dza,2010,388962
dza,2011,380890
ecu,1971,34213
ecu,1972,39310
ecu,1973,41843
ecu,1974,42262
ecu,1975,42721
ecu,1976,43853
ecu,1977,44989
ecu,1978,47964
ecu,1979,52752
ecu,1980,64433
ecu,1981,75421
ecu,1982,82086
ecu,1983,91172
ecu,1984,94746
ecu,1985,215923
ecu,1986,242148
ecu,1987,245890
ecu,1988,267447
ecu,1993,279991
ecu,1998,165840
ecu,1999,173703
ecu,2000,176179
ecu,2001,185166
ecu,2002,203179
ecu,2003,215933
ecu,2004,222704
ecu,2005,238063
ecu,2006,251119
ecu,2007,261438
ecu,2009,329152
ecu,2010,341981
ecu,2011,325766
ecu,2012,307516
ecu,2013,291303
ecu,2014,288340
ecu,2015,294858
ecu,2016,292163
ecu,2017,279041
ecu,2018,269817
egy,1971,300876
egy,1972,320172
egy,1973,326830
egy,1974,352555
egy,1975,381581
egy,1976,410509
egy,1977,454064
egy,1978,473159
egy,1979,533259
egy,1980,598450
egy,1981,690286
egy,1982,759256
egy,1983,801206
egy,1984,831211
egy,1985,880382
egy,1986,961986
egy,1987,1023201
egy,1988,1007579
egy,1989,1007373
egy,1990,1015809
egy,1991,1072509
egy,1992,1135519
egy,1993,1456258
egy,1994,1700248
egy,1997,1921616
egy,2001,2420733
egy,2002,2449582
egy,2003,2513826
egy,2004,2525315
egy,2009,1281986
egy,2011,1589500
egy,2012,1733594
egy,2013,1796108
egy,2014,1726961
egy,2016,1851665
egy,2017,1947297
egy,2018,2018339
eri,1993,997
eri,1994,987
eri,1995,1246
eri,1996,1280
eri,1997,1033
eri,1999,839
eri,2000,1266
eri,2001,1609
eri,2002,1658
eri,2003,1817
eri,2004,1757
eri,2005,1864
eri,2006,2060
eri,2007,1488
eri,2008,1637
eri,2009,1223
eri,2010,1304
eri,2011,1992
eri,2012,2520
eri,2013,2470
eri,2014,2661
eri,2015,1558
eri,2017,2680
eri,2018,2822
esp,1971,421270
esp,1972,451917
esp,1973,359069
esp,1974,385642
esp,1975,456816
esp,1976,550068
esp,1977,616916
esp,1978,647229
esp,1979,790626
esp,1980,858993
esp,1981,888721
esp,1982,947078
esp,1983,1051835
esp,1984,945198
esp,1985,969488
esp,1986,1206330
esp,1987,1243953
esp,1988,1297108
esp,1989,1234045
esp,1990,1037984
esp,1991,1101770
esp,1992,1155023
esp,1993,1227137
esp,1994,1228109
esp,1995,1186977
esp,1996,1144286
esp,1997,905911
esp,1998,507571
esp,1999,444318
esp,2000,409189
esp,2001,432196
esp,2002,443665
esp,2003,410301
esp,2004,422790
esp,2005,487314
esp,2006,482220
esp,2007,492411
esp,2008,494411
esp,2009,482102
esp,2010,532582
esp,2011,566815
esp,2012,583036
esp,2013,547099
esp,2014,572184
esp,2015,609543
esp,2016,614147
esp,2017,621174
est,1986,41936
est,1989,36140
est,1990,39343
est,1991,36449
est,1992,34395
est,1993,29613
est,1994,28114
est,1995,27806
est,1996,16946
est,1998,19345
est,1999,18896
est,2000,18092
est,2001,17714
est,2002,18132
est,2003,16544
est,2004,17396
est,2005,19153
est,2006,18912
est,2007,19173
est,2008,18761
est,2009,18687
est,2010,18686
est,2011,17832
est,2012,16449
est,2013,15539
est,2014,14621
est,2015,14989
est,2016,17176
est,2017,19102
eth,1971,8822
eth,1972,8612
eth,1973,8494
eth,1974,8659
eth,1984,3949
eth,1985,9618
eth,1986,10652
eth,1987,9995
eth,1988,9500
eth,1989,8243
eth,1991,7170
eth,1992,7201
eth,1993,8336
eth,1994,8387
eth,1995,9103
eth,1996,8638
eth,1999,3374
eth,2000,7738
eth,2001,8639
eth,2002,38176
eth,2003,72162
eth,2004,87158
eth,2005,106336
eth,2006,123557
eth,2007,191151
eth,2008,229252
eth,2009,307674
eth,2010,353420
eth,2011,371347
eth,2012,393589
eth,2015,352134
fin,1971,101713
fin,1972,103644
fin,1973,108490
fin,1974,111776
fin,1975,116300
fin,1976,82233
fin,1977,89669
fin,1978,93916
fin,1979,100438
fin,1980,103119
fin,1981,108268
fin,1982,109736
fin,1983,113708
fin,1984,125210
fin,1985,123868
fin,1986,123328
fin,1987,120809
fin,1988,119345
fin,1989,119187
fin,1990,118225
fin,1991,120885
fin,1992,130341
fin,1993,129589
fin,1994,136553
fin,1995,133008
fin,1996,135217
fin,1997,140632
fin,1998,136442
fin,1999,147085
fin,2000,165446
fin,2001,177161
fin,2002,181129
fin,2003,189273
fin,2004,119996
fin,2005,123105
fin,2006,124568
fin,2007,125989
fin,2008,126504
fin,2009,127484
fin,2010,131388
fin,2011,134093
fin,2012,134190
fin,2013,252191
fin,2014,251652
fin,2015,257764
fin,2016,258482
fin,2017,261660
fji,1970,1302
fji,1971,1530
fji,1972,1703
fji,1973,1895
fji,1974,2221
fji,1975,2473
fji,1976,2304
fji,1977,2421
fji,1978,2543
fji,1979,3059
fji,1980,2844
fji,1981,2765
fji,1982,3028
fji,1983,2874
fji,1984,3708
fji,1985,3588
fji,1986,4241
fji,1987,4440
fji,1991,5992
fji,1992,6653
fji,1998,1993
fji,1999,1722
fji,2000,2733
fji,2001,2895
fji,2002,2649
fji,2003,2319
fji,2004,2840
fji,2006,2226
fji,2007,2863
fji,2008,3351
fji,2009,2387
fji,2011,2024
fji,2012,1389
fra,1971,820869
fra,1972,881257
fra,1973,932359
fra,1974,971663
fra,1975,839758
fra,1976,1025432
fra,1977,1045867
fra,1978,1059731
fra,1979,1076483
fra,1980,1089439
fra,1981,1102612
fra,1982,1258531
fra,1983,1321284
fra,1984,1299978
fra,1985,1319385
fra,1986,1328347
fra,1987,1326109
fra,1988,1242121
fra,1989,1220790
fra,1990,1200424
fra,1991,1245971
fra,1992,1325008
fra,1993,1217630
fra,1994,1666613
fra,1995,1703765
fra,1996,1716101
fra,1997,1646377
fra,1998,1495747
fra,1999,1515437
fra,2000,1505783
fra,2001,1461392
fra,2002,1443729
fra,2003,1457240
fra,2004,1528381
fra,2005,1594745
fra,2006,1164584
fra,2007,1179584
fra,2008,1178600
fra,2009,1161838
fra,2010,1173133
fra,2011,1177758
fra,2012,1166089
fra,2013,1109601
fra,2014,1108625
fra,2015,1081359
fra,2016,1080091
fra,2017,1078016
fro,1971,1212
fsm,1971,409
fsm,1972,215
fsm,1973,226
fsm,1974,222
fsm,1976,318
fsm,1977,318
gab,1971,1739
gab,1972,2074
gab,1973,2725
gab,1974,3054
gab,1975,3424
gab,1976,2821
gab,1977,3093
gab,1978,4728
gab,1979,5759
gab,1980,7577
gab,1981,9408
gab,1982,9525
gab,1983,10342
gab,1984,11509
gab,1985,13529
gab,1986,15237
gab,1987,14200
gab,1988,15352
gab,1989,11045
gab,1995,9261
gab,1996,7664
gab,1999,6161
gab,2001,6605
gab,2002,7587
gbr,1971,142540
gbr,1972,146604
gbr,1973,156083
gbr,1974,153630
gbr,1975,174957
gbr,1976,208601
gbr,1977,229501
gbr,1978,234469
gbr,1979,245898
gbr,1980,243743
gbr,1981,254813
gbr,1982,289040
gbr,1983,319000
gbr,1984,309000
gbr,1985,401000
gbr,1986,403000
gbr,1987,418000
gbr,1988,422000
gbr,1989,429675
gbr,1990,451000
gbr,1991,480400
gbr,1992,550000
gbr,1993,850967
gbr,1994,941412
gbr,1995,924311
gbr,1996,922544
gbr,1997,861801
gbr,1998,669868
gbr,1999,1008483
gbr,2000,1058893
gbr,2001,1054065
gbr,2002,1144060
gbr,2003,1066450
gbr,2004,1310850
gbr,2005,1346325
gbr,2006,975942
gbr,2007,988987
gbr,2008,717002
gbr,2009,679883
gbr,2010,732919
gbr,2011,451007
gbr,2012,470403
gbr,2013,2083049
gbr,2014,2085744.38534
gbr,2015,1882394.69338
gbr,2017,2211466.62334
geo,1981,60922
geo,1986,71655
geo,1991,42195
geo,1992,36397
geo,1993,34373
geo,1994,28155
geo,1995,19081
geo,1996,19174
geo,1997,19593
geo,1999,18861
geo,2000,16759
geo,2001,14265
geo,2002,11818
geo,2003,10448
geo,2004,9296
geo,2005,8777
geo,2006,6300
geo,2007,7432
geo,2008,1580
geo,2009,4968
geo,2013,21350
geo,2014,14052
geo,2015,12421
geo,2016,12112
geo,2017,11829
geo,2018,10653
gha,1971,39630
gha,1973,31935
gha,1974,26035
gha,1975,22339
gha,1976,23460
gha,1977,25080
gha,1978,23315
gha,1979,24887
gha,1980,33782
gha,1981,38723
gha,1982,25563
gha,1983,26801
gha,1984,27834
gha,1985,27932
gha,1987,51503
gha,1988,52263
gha,1989,30221
gha,1990,36500
gha,1999,22947
gha,2000,14095
gha,2001,14090
gha,2002,14430
gha,2003,19770
gha,2004,18672
gha,2005,21424
gha,2006,31466
gha,2007,69892
gha,2008,67360
gha,2009,50050
gha,2011,71848
gha,2012,79986
gha,2013,61496
gha,2014,41065
gha,2015,43248
gha,2016,53171
gha,2017,59110
gha,2018,71952
gha,2019,76770
gib,1972,83
gib,1973,37
gib,1974,40
gib,1975,44
gib,1976,42
gib,1977,59
gib,1978,50
gib,1979,42
gib,1980,42
gib,1981,41
gib,1982,48
gib,1983,68
gib,1984,76
gib,1985,57
gib,1999,0
gib,2000,0
gib,2001,0
gib,2008,0
gib,2009,0
gin,1971,3491
gin,1977,4560
gin,1978,5240
gin,1979,5228
gin,1982,7375
gin,1983,7793
gin,1984,7963
gin,1985,7306
gin,1986,6280
gin,1987,5550
gin,1989,6632
gin,1990,7313
gin,1991,10268
gin,1993,9278
gin,1994,7918
gin,1996,5205
gin,2003,4226
gin,2004,4230
gin,2005,4346
gin,2006,4461
gin,2008,11058
gin,2011,28371
gin,2012,21691
gin,2014,26313
gmb,1971,330
gmb,1972,376
gmb,1973,418
gmb,1974,383
gmb,1975,371
gmb,1976,440
gmb,1977,622
gmb,1978,594
gmb,1979,617
gmb,1980,626
gmb,1981,576
gmb,1982,540
gmb,1983,1058
gmb,1984,1040
gmb,1985,1460
gmb,1986,367
gmb,2008,12082
gmb,2009,12003
gmb,2010,11962
gnb,1971,947
gnb,1972,1242
gnb,1976,433
gnb,1977,392
gnb,1978,360
gnb,1979,624
gnb,1980,465
gnb,1981,689
gnb,1982,663
gnb,1983,765
gnb,1984,830
gnb,1985,1235
gnb,1987,785
gnb,1988,820
gnb,1989,825
gnb,2000,869
gnb,2006,977
gnq,1971,816
gnq,1976,539
gnq,1981,570
gnq,1982,580
gnq,1985,630
gnq,1987,900
gnq,1988,1130
gnq,1989,1370
gnq,1990,1600
gnq,1992,2070
gnq,1993,2355
gnq,1994,2105
gnq,1995,2610
gnq,1996,3110
gnq,1997,3610
gnq,1999,1254
gnq,2000,1222
gnq,2001,1254
gnq,2002,1425
gnq,2005,1480
grc,1971,98301
grc,1972,112311
grc,1973,123081
grc,1974,133361
grc,1975,134117
grc,1976,132591
grc,1977,131521
grc,1978,124728
grc,1979,125039
grc,1980,106575
grc,1981,100425
grc,1982,108212
grc,1983,75384
grc,1984,99986
grc,1985,101543
grc,1986,109415
grc,1987,118437
grc,1988,131471
grc,1989,133753
grc,1990,130738
grc,1991,134949
grc,1992,149724
grc,1993,134322
grc,1994,137635
grc,1995,131874
grc,1996,133895
grc,1997,135365
grc,1998,132371
grc,1999,101362
grc,2000,119644
grc,2001,134515
grc,2002,162498
grc,2003,134099
grc,2004,124596
grc,2005,137334
grc,2006,124970
grc,2007,109031
grc,2010,111738
grc,2011,114876
grc,2012,122477
grc,2013,124944
grc,2014,115171
grc,2015,106822
grc,2016,103928
grc,2017,103933
grd,1971,1042
grd,1972,708
grd,1973,0
grd,1974,0
grd,1975,0
grd,1976,0
grd,1977,0
grd,1978,0
grd,1979,0
grd,1980,0
grd,1981,0
grd,1982,0
grd,1983,0
grd,1984,0
grd,1985,0
grd,1986,0
grd,1987,0
grd,1988,0
grd,1989,0
grd,1990,0
grd,1991,0
grd,1992,0
grd,1993,0
grd,2002,1253
grd,2003,1052
grd,2004,756
grd,2005,675
grd,2007,1016
grd,2009,374
grd,2010,450
grd,2013,0
grd,2016,0
gtm,1970,19542
gtm,1971,16076
gtm,1972,20533
gtm,1973,31448
gtm,1974,22978
gtm,1975,25286
gtm,1977,32612
gtm,1978,45615
gtm,1979,49802
gtm,1980,52024
gtm,1981,55682
gtm,1982,55580
gtm,1983,54676
gtm,1999,132090
gtm,2000,144758
gtm,2001,156439
gtm,2002,173590
gtm,2004,202299
gtm,2005,221795
gtm,2006,239111
gtm,2007,246643
gtm,2008,253330
gtm,2009,269228
gtm,2010,298568
gtm,2011,312557
gtm,2012,329666
gtm,2013,322709
gtm,2014,312416
gtm,2015,297211
gtm,2016,298924
gtm,2017,344288
gtm,2018,351870
gum,1971,0
gum,1972,0
gum,1973,0
gum,1974,0
gum,1975,0
gum,1976,0
gum,1977,0
gum,1978,0
gum,1979,0
gum,1980,0
gum,1981,300
gum,1982,500
gum,1983,700
gum,1984,868
gum,1985,950
gum,1986,1025
gum,1987,1100
gum,1988,1200
gum,1989,1300
gum,1990,1400
gum,1991,1500
gum,1992,1550
gum,1993,1600
gum,1994,1650
gum,1995,1700
gum,1996,1750
gum,1997,1800
guy,1971,3319
guy,1972,3665
guy,1973,4836
guy,1974,3539
guy,1976,5001
guy,1984,2844
guy,1985,2509
guy,1986,3867
guy,1987,2594
guy,1999,4453
guy,2001,6210
guy,2003,5589
guy,2005,6812
guy,2007,7089
guy,2008,5061
guy,2009,7132
guy,2010,5349
guy,2011,4541
guy,2012,4548
hkg,1971,14104
hkg,1972,15156
hkg,1973,16680
hkg,1974,18901
hkg,1975,20601
hkg,1976,21509
hkg,1977,23521
hkg,1978,26505
hkg,1979,27676
hkg,1980,29617
hkg,1981,31019
hkg,1982,32492
hkg,1983,31494
hkg,1984,30964
hkg,1985,37858
hkg,1986,38979
hkg,1987,42272
hkg,1988,45943
hkg,1996,13972
hkg,2001,14953
hkg,2002,13676
hkg,2003,11545
hkg,2004,11730
hkg,2005,10349
hkg,2006,8807
hkg,2007,7674
hkg,2008,6430
hkg,2009,5786
hkg,2010,5610
hkg,2011,5330
hkg,2012,6300
hkg,2013,6257
hkg,2014,7172
hkg,2015,7960
hkg,2016,7657
hkg,2017,7999
hkg,2018,7495
hnd,1970,10890
hnd,1971,11643
hnd,1972,12468
hnd,1974,16995
hnd,1975,19749
hnd,1976,21986
hnd,1977,24899
hnd,1978,28586
hnd,1980,33487
hnd,1982,41592
hnd,1983,46004
hnd,1984,51497
hnd,1986,69994
hnd,1991,67501
hnd,2013,180204
hnd,2014,197208
hnd,2015,261249
hnd,2016,253285
hnd,2017,252425
hrv,1993,147721
hrv,1994,158930
hrv,1995,148014
hrv,1996,152008
hrv,1997,154798
hrv,1998,150792
hrv,1999,151125
hrv,2000,146399
hrv,2001,145002
hrv,2002,144594
hrv,2003,145510
hrv,2005,154267
hrv,2006,151456
hrv,2007,149866
hrv,2008,146949
hrv,2009,144872
hrv,2010,143520
hrv,2011,142653
hrv,2012,144934
hrv,2013,150122
hrv,2014,148973
hrv,2015,145102
hrv,2016,139017
hrv,2017,132833
hti,1979,3594
hti,1980,3567
hti,1981,3298
hti,1982,2957
hti,1983,3235
hti,1984,3235
hti,1986,4336
hti,1992,4600
hti,1993,4600
hti,1994,4600
hti,1995,4600
hti,1996,4600
hun,1971,342336
hun,1972,327801
hun,1973,321250
hun,1974,295309
hun,1975,282469
hun,1976,272242
hun,1977,265576
hun,1978,262613
hun,1979,262540
hun,1980,264062
hun,1981,267934
hun,1982,282484
hun,1983,298388
hun,1984,308355
hun,1985,315570
hun,1986,316529
hun,1987,316683
hun,1988,320956
hun,1989,337181
hun,1990,370891
hun,1991,390649
hun,1992,400673
hun,1994,450733
hun,1995,446199
hun,1996,409508
hun,1997,405281
hun,1998,43995
hun,1999,55044
hun,2000,50821
hun,2001,57772
hun,2002,65400
hun,2003,67269
hun,2004,130498
hun,2005,130983
hun,2006,129434
hun,2007,127829
hun,2008,130557
hun,2009,131455
hun,2010,137774
hun,2011,139332
hun,2012,139127
hun,2013,133788
hun,2014,120526
hun,2015,105768
hun,2016,93917
hun,2017,98381
idn,1970,644230
idn,1971,684594
idn,1972,681180
idn,1973,718959
idn,1974,789425
idn,1975,860127
idn,1976,951630
idn,1977,996064
idn,1978,1096281
idn,1981,842454
idn,1982,844914
idn,1983,893705
idn,1984,934527
idn,1986,1167492
idn,1987,1373977
idn,1988,1496193
idn,1989,1470238
idn,1990,1486149
idn,1991,1454664
idn,1992,1413698
idn,1993,1430527
idn,1994,1440869
idn,1995,1591757
idn,1996,1665280
idn,1997,1767161
idn,1998,1795443
idn,1999,1850490
idn,2000,1882061
idn,2001,1933937
idn,2002,2027464
idn,2003,2099753
idn,2004,2198443
idn,2005,2164068
idn,2006,2231927
idn,2007,2401732
idn,2008,2738962
idn,2009,3095704
idn,2010,3319068
idn,2011,3737158
idn,2012,4019157
idn,2013,4189519
idn,2014,4199657
idn,2015,4211245
idn,2016,4334987
idn,2017,4682913
idn,2018,4904031
ind,1971,219193
ind,1972,227892
ind,1973,224607
ind,1975,231470
ind,1976,243589
ind,1977,399128
ind,1978,404720
ind,1980,543949
ind,1981,425224
ind,1982,533105
ind,1983,543589
ind,1984,585579
ind,1986,677164
ind,1987,730300
ind,1988,741715
ind,1989,765022
ind,1993,826906
ind,1994,853752
ind,1995,780682
ind,1996,731012
ind,1997,770688
ind,1999,557310
ind,2000,618116
ind,2001,513548
ind,2002,619303
ind,2003,710376
ind,2004,740942
ind,2005,742330
ind,2006,749510
ind,2007,742331
ind,2008,829377
ind,2013,1501452
ind,2014,1590879
ind,2015,1754880
ind,2016,1762522
ind,2017,2300769
irl,1971,54130
irl,1972,53563
irl,1973,60699
irl,1974,63210
irl,1975,9043
irl,1976,9957
irl,1977,11015
irl,1978,13922
irl,1979,14729
irl,1980,13688
irl,1981,13982
irl,1982,14627
irl,1983,14922
irl,1984,15998
irl,1985,20148
irl,1986,22672
irl,1987,22727
irl,1988,23669
irl,1989,23106
irl,1990,23763
irl,1991,24464
irl,1992,24591
irl,1993,44804
irl,1994,41071
irl,1995,37863
irl,1996,36554
irl,1997,36083
irl,2004,49836
irl,2005,50502
irl,2006,50255
irl,2007,51307
irl,2008,52636
irl,2009,56114
irl,2010,62983
irl,2011,52855
irl,2012,55137
irl,2017,19280
irn,1971,43867
irn,1972,68127
irn,1973,91781
irn,1974,113326
irn,1975,171244
irn,1976,194467
irn,1977,247497
irn,1985,184972
irn,1988,220509
irn,1990,240264
irn,1991,262745
irn,1992,307069
irn,1993,327937
irn,1994,375205
irn,1995,368218
irn,1999,586235
irn,2000,673343
irn,2001,698697
irn,2002,736199
irn,2003,819264
irn,2004,871717
irn,2005,875814
irn,2006,894355
irn,2007,865449
irn,2008,838451
irn,2009,823405
irn,2010,790695
irn,2011,801137
irn,2012,813189
irn,2013,908577
irn,2014,894844
irn,2015,832083
irn,2016,811444
irn,2017,763440
irq,1971,9732
irq,1972,9543
irq,1973,11872
irq,1974,16382
irq,1975,22122
irq,1976,31871
irq,1977,41886
irq,1978,52525
irq,1979,64226
irq,1980,72986
irq,1981,78882
irq,1982,82307
irq,1983,91338
irq,1984,106221
irq,1985,134450
irq,1986,152206
irq,1987,166335
irq,1988,178571
irq,1989,185450
irq,1993,152321
irq,1996,122939
irq,1999,66725
irq,2000,75708
irq,2001,78284
irq,2003,116865
irq,2004,134946
irq,2007,70869
isl,1971,5070
isl,1972,5282
isl,1973,5167
isl,1974,4772
isl,1975,5199
isl,1976,5561
isl,1977,5742
isl,1980,6543
isl,1981,7552
isl,1983,7406
isl,1986,7462
isl,1988,7318
isl,1989,7689
isl,1991,6322
isl,1992,5963
isl,1993,5865
isl,1994,6726
isl,1995,6170
isl,1996,6059
isl,1998,6514
isl,1999,6439
isl,2000,6576
isl,2001,7149
isl,2002,7709
isl,2003,7266
isl,2004,7300
isl,2005,7241
isl,2006,7340
isl,2007,7001
isl,2008,7254
isl,2009,7241
isl,2010,7638
isl,2011,7629
isl,2012,7958
isl,2013,8017
isl,2014,7923
isl,2015,7901
isl,2016,7467
isl,2017,6768
isr,1971,66257
isr,1972,71951
isr,1973,75481
isr,1974,75304
isr,1975,72854
isr,1976,73543
isr,1977,74040
isr,1978,74677
isr,1979,75777
isr,1980,79228
isr,1981,82332
isr,1982,85459
isr,1983,86253
isr,1984,89646
isr,1985,95278
isr,1986,100470
isr,1987,103219
isr,1988,105513
isr,1989,106693
isr,1990,110209
isr,1991,115076
isr,1992,121738
isr,1993,121693
isr,1994,122350
isr,1995,121960
isr,1996,122615
isr,1998,143207
isr,1999,138825
isr,2000,113337
isr,2001,115424
isr,2002,125674
isr,2003,124629
isr,2004,124690
isr,2005,124559
isr,2006,123500
isr,2007,122741
isr,2008,124842
isr,2009,129196
isr,2010,132789
isr,2011,136609
isr,2012,141086
isr,2013,146076
isr,2014,152261
isr,2015,155324
isr,2016,159808
isr,2017,161579
ita,1971,1197889
ita,1972,1247535
ita,1973,1309543
ita,1974,1372766
ita,1975,1420449
ita,1976,1532094
ita,1977,1622239
ita,1978,1692875
ita,1979,1754990
ita,1980,1797109
ita,1981,1823650
ita,1982,1847878
ita,1983,1873485
ita,1984,1911035
ita,1985,1942796
ita,1986,1980145
ita,1987,2011699
ita,1988,2047863
ita,1989,2088491
ita,1990,2128127
ita,1991,2122940
ita,1992,2110353
ita,1993,2087036
ita,1994,2149799
ita,1995,2081453
ita,1996,2012309
ita,1997,1959787
ita,1998,1709380
ita,1999,1668353
ita,2000,636068
ita,2001,688093
ita,2002,720344
ita,2003,698717
ita,2004,1695649
ita,2005,1669409
ita,2006,1675559
ita,2007,1687419
ita,2008,1690483
ita,2009,1662566
ita,2010,1708779
ita,2011,1705403
ita,2012,1646970
ita,2013,1652547
ita,2014,1573016
ita,2015,1580693
ita,2016,1573663
ita,2017,1566407
jam,1971,4029
jam,1973,4631
jam,1974,4105
jam,1975,4742
jam,1976,4939
jam,1977,5175
jam,1979,12513
jam,1980,20364
jam,1981,14278
jam,1983,8406
jam,1984,8508
jam,1985,8310
jam,1986,8690
jam,1987,8661
jam,1988,8717
jam,1991,15070
jam,1995,8500
jam,1997,8500
jam,1999,442
jam,2000,457
jam,2001,498
jam,2002,382
jam,2003,376
jam,2004,0
jam,2005,0
jam,2009,0
jam,2010,0
jam,2011,0
jam,2012,0
jor,1971,2953
jor,1972,2915
jor,1973,3564
jor,1974,4349
jor,1975,5494
jor,1976,6441
jor,1977,7547
jor,1978,8826
jor,1979,9266
jor,1980,9880
jor,1981,14001
jor,1982,17242
jor,1983,20549
jor,1984,25310
jor,1985,29026
jor,1986,30789
jor,1987,31493
jor,1988,33533
jor,1989,29235
jor,1990,26525
jor,1991,25038
jor,1992,25499
jor,1993,27435
jor,1994,30052
jor,1995,31485
jor,1996,33108
jor,1998,39701
jor,1999,41821
jor,2000,41534
jor,2002,42481
jor,2003,34855
jor,2004,35502
jor,2005,30949
jor,2006,32330
jor,2007,31432
jor,2008,28185
jor,2010,23829
jor,2011,25076
jor,2013,28873
jor,2014,28257
jor,2017,26597
jor,2018,23181
jpn,2013,847223
jpn,2014,836605
jpn,2015,832882
jpn,2016,821023
jpn,2017,812494
kaz,1981,235100
kaz,1986,263100
kaz,1989,259000
kaz,1990,243300
kaz,1991,225700
kaz,1992,218400
kaz,1993,203100
kaz,1994,189100
kaz,1997,177679
kaz,1998,95708
kaz,1999,94863
kaz,2000,81476
kaz,2006,224145
kaz,2010,219642
kaz,2011,197257
kaz,2012,185026
kaz,2013,164240
kaz,2014,185590
kaz,2015,190238
kaz,2016,187279
kaz,2017,194062
kaz,2018,199116
kaz,2019,203284
ken,1970,9175
ken,1971,10295
ken,1972,10692
ken,1973,11700
ken,1974,12138
ken,1975,14134
ken,1976,14789
ken,1977,14760
ken,1978,16073
ken,1979,17513
ken,1980,20701
ken,1981,21719
ken,1982,20604
ken,1983,23323
ken,1984,22128
ken,1985,20560
ken,1986,21227
ken,1987,22484
ken,1988,23248
ken,1999,9603
ken,2000,9039
ken,2001,12754
ken,2002,14664
ken,2003,14106
ken,2004,17160
ken,2005,18754
ken,2006,22952
ken,2007,25017
ken,2008,29697
ken,2009,15672
kgz,1981,51200
kgz,1986,65300
kgz,1989,63100
kgz,1990,54100
kgz,1991,50500
kgz,1992,49300
kgz,1993,49193
kgz,1994,44322
kgz,1995,40762
kgz,1999,25469
kgz,2000,25588
kgz,2001,26541
kgz,2002,25903
kgz,2003,25972
kgz,2004,27698
kgz,2005,28481
kgz,2006,28623
kgz,2007,29319
kgz,2009,44011
kgz,2010,51830
kgz,2011,55307
kgz,2012,61015
kgz,2013,64681
kgz,2014,66393
kgz,2015,59854
kgz,2016,61405
kgz,2017,53024
kgz,2018,54632
khm,1971,4299
khm,1972,6873
khm,1991,15451
khm,1998,9382
khm,1999,8176
khm,2000,8049
khm,2001,7856
khm,2002,8814
khm,2003,14537
khm,2004,14013
khm,2006,12935
khm,2007,18920
khm,2008,21167
kir,1970,202
kir,1971,199
kir,1972,222
kir,1973,223
kir,1974,235
kir,1975,305
kir,1976,378
kir,1977,468
kir,1978,787
kir,1979,1115
kir,1980,1483
kir,1981,921
kir,1982,946
kir,1983,879
kir,1984,970
kir,1985,759
kir,1986,739
kir,1987,374
kir,1988,410
kir,1989,610
kir,1990,290
kir,1991,221
kir,1992,288
