geo,time,se_sec_tchr_fe_zs
fra,1980,62.1179
fra,1989,56.63942
fra,1990,57.22021
fra,1991,57.33783
fra,1992,57.52963
fra,1993,58.19426
fra,1994,58.41983
fra,1995,58.83109
fra,1996,58.49325
fra,1997,58.57086
fra,1999,57.26214
fra,2000,55.20487
fra,2001,59.90867
fra,2002,56.69847
fra,2003,58.14641
fra,2004,58.56579
fra,2005,58.05796
fra,2006,58.68751
fra,2007,58.81333
fra,2008,58.9037
fra,2009,61.81204
fra,2010,59.44703
fra,2011,59.44747
fra,2012,59.2754
fra,2013,59.45402
fra,2018,60.11614
fra,2019,60.02433
gab,1971,28.32031
gab,1972,27.39521
gab,1977,29.52721
gab,1978,27.86636
gab,1979,26.3196
gab,1980,26.86152
gab,1981,24.38563
gab,1982,25.39482
gab,1983,23.58003
gab,1984,24.49649
gab,1985,23.12217
gab,1986,22.17936
gab,1987,20.75472
gab,1988,18.84632
gab,1995,17.63224
gab,1996,18.26115
gab,1999,16.2768
gab,2019,25.47918
gbr,1993,53.84024
gbr,1994,53.96444
gbr,1996,55.46661
gbr,1997,55.08517
gbr,1999,55.7942
gbr,2000,58.74545
gbr,2001,59.20024
gbr,2002,59.15977
gbr,2003,59.46844
gbr,2004,60.1792
gbr,2005,60.81717
gbr,2006,60.90997
gbr,2007,61.72001
gbr,2008,62.23664
gbr,2013,62.11099
gbr,2014,61.39605
gbr,2015,62.84953
gbr,2016,62.62934
gbr,2017,60.62118
gbr,2018,61.23275
gbr,2019,61.42331
geo,1981,54.29466
geo,1986,62.49481
geo,1991,60.19061
geo,1992,61.38333
geo,1993,61.89259
geo,1994,64.64306
geo,1995,58.11582
geo,1996,67.47608
geo,1997,70.50877
geo,1999,76.53028
geo,2000,76.37642
geo,2001,74.33001
geo,2002,80.28178
geo,2003,81.88502
geo,2009,85.59151
geo,2013,79.76562
geo,2014,80.20069
geo,2015,80.15022
geo,2016,79.93819
geo,2017,79.82715
geo,2018,80.37171
geo,2019,79.70616
geo,2020,83.26043
gha,1974,22.01364
gha,1975,21.9166
gha,1976,21.64903
gha,1977,24.49176
gha,1978,21.94226
gha,1979,22.2809
gha,1980,21.27498
gha,1981,21.03932
gha,1982,22.19294
gha,1983,21.3925
gha,1984,20.91324
gha,1986,25.78439
gha,1987,26.73082
gha,1988,23.37332
gha,1990,21.6023
gha,1999,22.22265
gha,2000,22.31921
gha,2001,22.67368
gha,2002,21.33051
gha,2003,17.55942
gha,2004,20.47655
gha,2005,15.22661
gha,2006,30.91943
gha,2007,23.62521
gha,2008,22.07957
gha,2009,22.26335
gha,2010,24.16973
gha,2011,24.16193
gha,2012,24.5114
gha,2013,24.24612
gha,2014,24.34557
gha,2015,24.39546
gha,2016,24.80655
gha,2017,24.80766
gha,2018,25.19294
gha,2019,25.31903
gha,2020,26.40067
gib,1972,41.42857
gib,1973,41.98473
gib,1974,45.07042
gib,1975,40.41096
gib,1976,40.15152
gib,1977,39.69466
gib,1978,38.1295
gib,1979,40.44118
gib,1980,36.87943
gib,1982,38.46154
gib,1983,35.17241
gib,1984,36.55172
gib,1985,36.11111
gib,1999,56.55738
gib,2000,58.87097
gib,2001,57.57576
gib,2008,42.99674
gib,2009,46.4539
gib,2016,62.4
gib,2017,64.62585
gib,2020,63.38028
gin,1983,9.63006
gin,1985,6.70815
gin,1986,6.95821
gin,1991,12.13186
gin,1993,13.01123
gin,2003,9.28564
gin,2004,5.8829
gin,2005,4.76971
gin,2006,5.04563
gin,2008,6.0473
gin,2010,5.63927
gin,2011,5.44457
gin,2012,5.57183
gin,2013,5.73144
gin,2014,6.16181
gin,2015,4.03154
gin,2016,4.20118
gmb,1971,26.37795
gmb,1972,23.65591
gmb,1973,23.38129
gmb,1974,27.97428
gmb,1975,22.41379
gmb,1976,25.64841
gmb,1977,23.34096
gmb,1978,25.68807
gmb,1979,27.7551
gmb,1980,27.3743
gmb,1981,25.48387
gmb,1983,26.09819
gmb,1984,25.09047
gmb,1985,23.96061
gmb,1987,23.25228
gmb,1993,18.78558
gmb,1994,15.98579
gmb,1995,16.24073
gmb,1996,16.74208
gmb,2013,15.54712
gmb,2014,15.33702
gmb,2015,15.75135
gmb,2016,16.78738
gmb,2017,18.6249
gmb,2018,19.44905
gmb,2019,20.70539
gmb,2020,21.21886
gmb,2021,21.70263
gnb,1981,21.42857
gnb,1982,22.36559
gnb,1984,14.84277
gnb,1987,13.08901
gnb,2000,6.17356
gnq,1976,10.90909
gnq,1994,11.39456
gnq,1999,5.12821
gnq,2000,4.36242
gnq,2005,8.44009
grc,1971,36.42429
grc,1972,36.26182
grc,1973,36.85526
grc,1974,37.17821
grc,1975,36.9922
grc,1976,42.79471
grc,1977,44.14948
grc,1978,45.59589
grc,1979,46.54397
grc,1980,48.03021
grc,1981,49.09909
grc,1982,49.55269
grc,1983,51.92787
grc,1984,52.21814
grc,1985,52.65778
grc,1986,52.54227
grc,1987,53.11956
grc,1988,53.62819
grc,1989,53.53927
grc,1990,53.52307
grc,1991,53.15988
grc,1992,53.19437
grc,1993,53.71877
grc,1994,53.79965
grc,1995,54.00954
grc,1996,54.77689
grc,1997,55.54455
grc,1998,55.67474
grc,1999,55.99593
grc,2004,55.69244
grc,2005,55.80386
grc,2006,56.504
grc,2007,57.53702
grc,2013,58.55982
grc,2014,58.32214
grc,2015,59.43536
grc,2016,60.42346
grc,2017,60.76011
grc,2018,61.10566
grc,2019,61.78253
grd,1971,43.47826
grd,1972,42.92929
grd,1977,36.60477
grd,1978,40.69479
grd,1979,43.49882
grd,1980,48.82507
grd,1983,51.89394
grd,1984,50.46729
grd,1987,48.02632
grd,1993,51.72414
grd,2003,62.97297
grd,2004,62.94118
grd,2006,62.24832
grd,2007,62.61682
grd,2008,62.95181
grd,2009,64.69741
grd,2010,62.36559
grd,2013,63.00417
grd,2014,63.14433
grd,2015,65.81633
grd,2016,66.49418
grd,2017,64.88652
grd,2018,64.93689
gtm,1970,31.77416
gtm,1971,35.75717
gtm,1972,36.96263
gtm,1973,36.96809
gtm,1974,36.65913
gtm,1975,37.5709
gtm,1981,35.77197
gtm,1983,35.5203
gtm,2006,42.96586
gtm,2007,43.56144
gtm,2008,43.83647
gtm,2009,44.66586
gtm,2010,45.23256
gtm,2011,45.64498
gtm,2012,46.18188
gtm,2013,46.39221
gtm,2014,47.23432
gtm,2016,48.07303
gtm,2017,48.78101
gtm,2018,49.39548
gtm,2019,39.9837
gtm,2020,80.76514
gum,1972,40
gum,1973,40
gum,1974,40
gum,1975,40
gum,1977,40.32258
gum,1978,43.11927
gum,1979,50.74627
gum,1980,61.8705
guy,1974,32.92071
guy,1976,34.96646
guy,1984,43.43635
guy,1985,44.72333
guy,1991,54.625
guy,1992,58.2636
guy,1993,60.19365
guy,1995,43.69427
guy,1996,62.18605
guy,2003,64.5865
guy,2005,63.42273
guy,2008,68.77448
guy,2009,69.42962
guy,2010,68.1094
guy,2011,69.2864
guy,2012,70.90909
hkg,1971,36.03681
hkg,1972,37.24599
hkg,1973,37.99313
hkg,1974,39.52741
hkg,1975,39.24162
hkg,1976,40.91359
hkg,1977,45.49973
hkg,1978,47.063
hkg,1979,47.55709
hkg,1980,48.58844
hkg,1981,48.69261
hkg,1982,48.66887
hkg,1983,48.39073
hkg,1984,48.67849
hkg,1985,47.98711
hkg,1987,48.64103
hkg,1988,48.76877
hkg,1996,50.3569
hkg,1999,53.18644
hkg,2000,53.52596
hkg,2001,53.64063
hkg,2002,54.04506
hkg,2003,54.89118
hkg,2004,55.51082
hkg,2005,55.95156
hkg,2006,56.08601
hkg,2007,56.17463
hkg,2008,56.34186
hkg,2009,56.56692
hkg,2010,56.92394
hkg,2011,57.11691
hkg,2012,57.01754
hkg,2013,57.41771
hkg,2014,57.30359
hkg,2015,57.40174
hkg,2016,57.41942
hkg,2017,56.21634
hkg,2018,56.22066
hkg,2019,55.76812
hkg,2020,55.77186
hnd,1980,47.93941
hnd,1982,48.44079
hnd,1983,47.79109
hnd,1984,48.20212
hnd,2004,54.68291
hnd,2015,59.09676
hnd,2016,59.44701
hnd,2017,59.30522
hnd,2019,59.60823
hnd,2020,59.85574
hrv,1996,63.48139
hrv,1997,63.63373
hrv,1998,64.19331
hrv,1999,64.40211
hrv,2000,65.23621
hrv,2001,65.72627
hrv,2002,65.95336
hrv,2003,66.97821
hrv,2005,66.86765
hrv,2006,67.30857
hrv,2007,67.93498
hrv,2008,68.65298
hrv,2009,68.47727
hrv,2010,68.9342
hrv,2011,69.13845
hrv,2012,69.11186
hrv,2013,69.20249
hrv,2014,67.11694
hrv,2015,69.78561
hrv,2016,69.79341
hrv,2018,70.19992
hrv,2019,70.36796
hun,1995,65.97332
hun,1997,70.52016
hun,1999,71.45351
hun,2000,71.04371
hun,2001,72.35876
hun,2002,73.28881
hun,2003,73.85062
hun,2004,71.12759
hun,2005,71.20036
hun,2006,71.39532
hun,2007,71.37867
hun,2008,71.47075
hun,2009,71.331
hun,2010,70.96756
hun,2011,71.17598
hun,2012,71.02488
hun,2013,70.68734
hun,2014,70.97643
hun,2015,70.28585
hun,2016,70.28523
hun,2019,69.8235
idn,1972,20.79942
idn,1973,21.35359
idn,1974,21.60161
idn,1976,22.23151
idn,1988,32.50529
idn,1989,32.54399
idn,1990,33.10522
idn,1992,35.05985
idn,1993,34.8989
idn,1994,35.75849
idn,1995,37.22691
idn,1996,39.46575
idn,1999,39.49469
idn,2000,39.49729
idn,2001,40.14101
idn,2002,39.7167
idn,2003,40.9373
idn,2004,39.85528
idn,2005,43.46415
idn,2006,44.00025
idn,2007,48.89279
idn,2008,47.24651
idn,2009,47.55667
idn,2010,47.9713
idn,2011,53.89688
idn,2012,53.4811
idn,2013,52.13818
idn,2014,53.10607
idn,2016,49.16727
idn,2017,54.65117
idn,2018,56.3532
ind,1971,23.04745
ind,1972,23.99558
ind,1973,23.84654
ind,1975,25.27249
ind,1999,34.26403
ind,2000,34.26464
ind,2001,34.27693
ind,2002,34.17025
ind,2003,34.6285
ind,2004,33.92117
ind,2009,38.98081
ind,2010,40.04373
ind,2011,41.07273
ind,2013,45.14564
ind,2014,43.21328
ind,2015,43.15284
ind,2016,43.28576
ind,2017,43.98385
ind,2019,46.04614
ind,2020,46.51091
irl,1976,50.42563
irl,1977,56.1475
irl,1983,50.0095
irl,1994,53.2537
irl,1995,53.62313
irl,1996,54.38676
irl,1997,54.61445
irn,1971,26.2967
irn,1972,30.62354
irn,1973,34.15692
irn,1974,36.57492
irn,1975,38.57867
irn,1976,39.46735
irn,1977,39.27071
irn,1983,30.10092
irn,1984,35.55441
irn,1985,36.05729
irn,1991,40.61949
irn,1992,41.19791
irn,1993,41.25358
irn,1994,42.57642
irn,1995,43.86239
irn,1997,44.2105
irn,2013,53.45442
irn,2014,53.98885
irn,2016,53.46743
irn,2017,53.50148
irq,1971,32.87135
irq,1972,32.88786
irq,1974,34.19849
irq,1975,39.23632
irq,1976,39.81542
irq,1977,40.24673
irq,1978,38.85384
irq,1979,38.07046
irq,1980,38.29657
irq,1981,39.98329
irq,1982,42.46755
irq,1983,44.91442
irq,1984,49.12918
irq,1985,50.4335
irq,1986,52.80711
irq,1987,51.0287
irq,1988,53.01674
irq,1989,52.67998
irq,1993,54.16547
irq,1996,55.77405
irq,1999,68.70657
irq,2000,68.64139
irq,2003,58.29231
irq,2004,58.29122
irq,2007,54.69153
isl,1971,28.00181
isl,1972,27.61001
isl,1975,29.29963
isl,1976,29.28362
isr,1975,52.56589
isr,1977,53.9006
isr,1978,52.81415
isr,1979,56.08421
isr,1980,57.4586
isr,1981,57.34597
isr,1983,57.17155
isr,1988,61.82864
isr,1989,62.60299
isr,1990,62.86111
isr,1991,62.95268
isr,1992,63.27835
isr,1993,64.51932
isr,1994,64.72817
isr,1999,69.65605
isr,2000,70.24022
isr,2001,70.5819
isr,2002,70.97201
isr,2003,71.29731
isr,2004,71.26947
isr,2005,71.46403
isr,2006,71.85568
isr,2007,71.62714
isr,2008,72.5584
isr,2009,72.51414
ita,1977,56.15488
ita,1978,56.33405
ita,1979,57.10488
ita,1980,57.5377
ita,1981,58.18218
ita,1982,59.22868
ita,1983,59.48101
ita,1984,59.95839
ita,1985,60.39609
ita,1986,60.78289
ita,1987,61.11695
ita,1988,61.07038
ita,1989,61.10098
ita,1990,61.37906
ita,1991,62.31084
ita,1992,62.63975
ita,1993,62.55654
ita,1994,63.50281
ita,1995,61.27757
ita,1996,63.55809
ita,1999,64.90156
ita,2000,64.69118
ita,2001,64.82927
ita,2002,65.38043
ita,2003,65.15063
ita,2004,66.33639
ita,2005,66.3647
ita,2006,66.68869
ita,2007,67.3913
ita,2013,71.55775
ita,2015,70.87279
ita,2016,68.61024
ita,2017,70.18677
ita,2018,68.6468
ita,2019,68.57117
jam,1984,66.14183
jam,1985,65.93297
jam,1987,66.09844
jam,1988,60.91623
jam,1989,66.41651
jam,1990,66.46401
jam,1993,67.08444
jam,2002,66.8079
jam,2003,66.91118
jam,2004,66.93951
jam,2007,68.676
jam,2010,73.27406
jam,2011,67.9517
jam,2012,70.21605
jam,2013,71.06714
jam,2014,69.90792
jam,2015,70.18856
jam,2016,70.56122
jam,2017,70.97093
jam,2018,71.70094
jam,2019,72.06915
jam,2020,72.06915
jor,1971,34.21919
jor,1972,32.44562
jor,1973,34.67696
jor,1974,36.03811
jor,1975,37.35374
jor,1976,38.96756
jor,1977,40.16403
jor,1978,39.85144
jor,1979,41.82482
jor,1980,42.20357
jor,1981,42.69925
jor,1982,43.62951
jor,1983,44.81099
jor,1984,46.85315
jor,1985,49.17749
jor,1986,45.32179
jor,1987,49.26388
jor,1988,48.58944
jor,2002,55.89509
jor,2003,57.59608
jor,2014,47.5513
jor,2017,58.5011
jor,2018,56.96877
jor,2019,56.62175
jor,2020,58.14119
jpn,1971,26.05669
jpn,1972,26.74932
jpn,1973,26.99453
jpn,1974,27.653
jpn,1975,23.88068
jpn,1976,24.39297
jpn,1977,24.85472
jpn,1978,25.36713
jpn,1979,25.7685
jpn,1980,25.96394
jpn,1981,26.33979
jpn,1982,26.24782
jpn,1983,27.07649
jpn,1984,27.28397
jpn,1985,27.51659
jpn,1986,28.0114
jpn,1987,28.20714
jpn,1988,28.58583
jpn,1989,28.90096
jpn,1990,29.37452
jpn,1991,29.98714
jpn,1992,30.65069
jpn,1994,33.15721
jpn,1995,32.68619
kaz,2015,74.59724
kaz,2016,75.22685
kaz,2017,77.14738
kaz,2018,75.49145
kaz,2019,75.39683
kaz,2020,75.7027
ken,2001,39.24863
ken,2002,39.65243
ken,2003,40.92251
ken,2004,39.27134
ken,2005,39.44978
ken,2006,39.88619
ken,2007,38.21434
ken,2008,40.54253
ken,2009,40.16344
ken,2012,41.1598
ken,2014,42.45553
ken,2015,42.17517
kgz,1992,61.4433
kgz,1993,60.98563
kgz,1994,63.69565
kgz,1995,66.91749
kgz,1999,67.83599
kgz,2000,68.84918
kgz,2001,68.50831
kgz,2002,70.13083
kgz,2003,70.7967
kgz,2004,72.3546
kgz,2005,72.49879
kgz,2006,72.95777
kgz,2007,74.44596
kgz,2008,74.9557
kgz,2009,81.4325
kgz,2011,80.97215
kgz,2012,81.50947
kgz,2013,81.27943
kgz,2014,82.27824
kgz,2015,76.36928
kgz,2016,76.46865
kgz,2017,76.5038
kgz,2018,76.87953
kgz,2019,77.12864
kgz,2020,77.37861
khm,1998,26.7048
khm,1999,26.94341
khm,2000,26.66842
khm,2001,28.61086
khm,2002,28.93122
khm,2003,30.49813
khm,2006,32.23495
khm,2007,31.70732
kir,1970,32.89474
kir,1971,40.78947
kir,1972,36.58537
kir,1973,31.70732
kir,1974,42.3913
kir,1977,29.41176
kir,1978,34.14634
kir,1979,32.57576
kir,1980,38.96104
kir,1981,31.29771
kir,1982,31.29771
kir,1983,34.61538
kir,1984,39.0411
kir,1985,37.5
kir,1986,32.74854
kir,1987,33.33333
kir,1988,28.02198
kir,1989,32.62712
kir,1990,31.98381
kir,1991,38.98305
kir,1992,40.08439
kir,1995,36.98113
kir,1996,38.84615
kir,1998,27.39726
kir,2001,47.43875
kir,2002,47.5089
kir,2003,49.65035
kir,2004,50
kir,2005,47.56278
kir,2006,48.18898
kir,2007,49.31087
kir,2008,47.74096
kna,1984,48.09689
kna,1985,67.65957
kna,1986,53.81818
kna,1988,55.67766
kna,1989,53.81944
kna,1992,55.78231
kna,1993,59.00621
kna,2000,56.06061
kna,2001,58.24468
kna,2002,60.52009
kna,2003,66.66667
kna,2004,59.38242
kna,2005,60.20151
kna,2007,63.9821
kna,2008,57.31415
kna,2009,63.94558
kna,2010,60.64516
kna,2011,64.31624
kna,2012,62.5
kna,2013,63.73057
kna,2014,68.54369
kna,2015,69.74952
kna,2016,69.44972
kor,1971,15.2263
kor,1972,15.76849
kor,1973,16.52914
kor,1974,17.67163
kor,1975,18.39021
kor,1976,19.8017
kor,1977,19.95466
kor,1978,21.31635
kor,1979,22.97571
kor,1980,24.71468
kor,1981,25.67597
kor,1982,26.20047
kor,1983,27.15523
kor,1984,28.02422
kor,1985,28.79287
kor,1986,29.61218
kor,1987,30.40021
kor,1988,30.97546
kor,1989,31.52066
kor,1990,32.47826
kor,1991,34.23729
kor,1992,35.39818
kor,1993,35.80104
kor,1994,36.37255
kor,1995,37.37994
kor,1996,37.99399
kor,1997,39.22303
kor,1998,39.56687
kor,1999,40.84694
kor,2000,44.01175
kor,2001,45.47558
kor,2002,47.68308
kor,2003,49.09125
kor,2004,49.93746
kor,2005,50.73447
kor,2006,51.71686
kor,2007,52.50868
kor,2008,53.59482
kor,2009,54.45782
kor,2010,55.32042
kor,2011,56.53093
kor,2012,57.79042
kor,2013,58.06816
kor,2014,58.51514
kor,2015,59.18742
kor,2016,59.48531
kor,2017,59.96105
kor,2018,60.58566
kor,2019,61.29127
kwt,1971,44.46676
kwt,1972,46.06585
kwt,1973,46.6127
kwt,1974,47.01414
kwt,1975,47.20211
kwt,1976,48.70345
kwt,1977,48.51759
kwt,1978,48.33019
kwt,1979,49.18765
kwt,1980,49.38368
kwt,1981,49.58284
kwt,1982,50.30927
kwt,1983,49.75809
kwt,1984,51.06985
kwt,1985,51.08251
kwt,1986,51.74781
kwt,1987,51.46341
kwt,1988,51.52995
kwt,1989,51.74782
kwt,1990,52.43425
kwt,1992,52.86815
kwt,1993,52.96312
kwt,1994,53.34022
kwt,1995,53.51807
kwt,1997,54.63326
kwt,1998,55.28699
kwt,1999,55.6369
kwt,2000,55.19241
kwt,2001,55.38587
kwt,2004,53.79992
kwt,2007,53.35632
kwt,2008,54.54975
kwt,2009,54.15625
kwt,2015,54.97689
kwt,2016,55.29071
kwt,2017,55.81231
kwt,2018,56.62969
kwt,2019,56.99571
lao,1971,24.69945
lao,1972,23.53506
lao,1973,27.89855
lao,1978,25.31605
lao,1981,26.53625
lao,1986,34.59491
lao,1990,38.80546
lao,1992,28.21141
lao,1993,38.08226
lao,1994,38.00047
lao,1995,37.55909
lao,1996,37.80282
lao,1998,39.2498
lao,1999,40.12879
lao,2000,40.12256
lao,2001,40.50922
lao,2002,42.05776
lao,2003,41.89964
lao,2004,42.21786
lao,2005,42.13706
lao,2006,43.0725
lao,2007,42.782
lao,2008,44.461
lao,2009,45.99419
lao,2010,46.71597
lao,2011,48.00016
lao,2012,49.38597
lao,2013,50.00484
lao,2014,49.99847
lao,2015,50.24854
lao,2016,50.51296
lao,2017,50.86991
lao,2019,51.208
lao,2020,51.2847
lbn,1999,51.69375
lbn,2001,52.57384
lbn,2002,53.03075
lbn,2003,53.84303
lbn,2004,52.15483
lbn,2005,51.90546
lbn,2006,53.96283
lbn,2007,53.92004
lbn,2008,54.53338
lbn,2009,54.67147
lbn,2010,56.68487
lbn,2011,57.50348
lbn,2013,64.47016
lbn,2014,65.9022
lbn,2016,67.81354
lbr,1976,12.67371
lbr,1999,15.99035
lbr,2014,4.62802
lbr,2015,5.0754
lbr,2017,6.23572
lby,1971,10.47663
lby,1972,10.16194
lby,1973,9.10801
lby,1974,10.53873
lby,1975,13.01967
lby,1976,14.96743
lby,1977,16.81301
lby,1978,17.53854
lby,1979,20.07457
lby,1980,21.15
lby,1981,23.64018
lby,1983,27.65624
lca,1972,41
lca,1973,45.9893
lca,1976,38.72054
lca,1983,50
lca,1984,51.35135
lca,1990,62.94537
lca,1992,61.8677
lca,1993,62.72401
lca,1997,59.38416
lca,1999,63.82661
lca,2000,62.2695
lca,2001,64.7139
lca,2002,63.94366
lca,2003,63.35013
lca,2004,65.47912
lca,2005,63.3873
lca,2006,63.66864
lca,2007,66.37266
lca,2008,67.31359
lca,2009,68.06387
lca,2010,69.01961
lca,2011,70.26497
lca,2012,70.39922
lca,2013,63.69151
lca,2014,70.27281
lca,2015,72.46892
lca,2016,70.38069
lca,2017,71.96262
lca,2018,71.26654
lca,2019,70.07648
lca,2020,71.65725
lie,2005,44.81707
lie,2006,47.15909
lie,2007,49.8645
lie,2008,49.23547
lie,2009,51.03245
lie,2011,53.07443
lie,2013,54.31034
lie,2014,53.29513
lie,2015,53.84615
lie,2016,53.9823
lie,2017,58.99705
lie,2018,58.99705
lie,2019,58.84146
lka,1992,58.70365
lka,1993,63.93759
lka,1994,63.20008
lka,1995,62.01386
lka,2017,70.07833
lka,2018,70.83572
lso,1970,45.28875
lso,1976,48.36173
lso,1993,50.23256
lso,1996,52.71022
lso,1997,51.80494
lso,1999,51.23867
lso,2000,52.90974
lso,2001,53.63242
lso,2002,54.17372
lso,2003,53.16282
lso,2004,56.19234
lso,2005,55.85122
lso,2006,54.73826
lso,2007,55.21717
lso,2008,55.98849
lso,2009,55.80411
lso,2010,56.47013
lso,2011,55.77433
lso,2012,55.735
lso,2013,55.74468
lso,2014,55.62332
lso,2015,55.57351
lso,2016,54.68609
lso,2017,55.4586
lso,2018,55.08061
ltu,1993,75.91409
ltu,1994,76.24499
ltu,1995,77.03368
ltu,1996,77.54318
ltu,1997,77.1878
ltu,2004,80.58054
ltu,2005,80.75205
ltu,2006,80.82878
ltu,2007,81.13289
ltu,2008,81.50309
ltu,2009,81.42229
ltu,2010,81.38402
ltu,2011,81.26432
ltu,2012,81.3119
ltu,2013,81.43683
ltu,2014,81.5778
ltu,2015,81.48059
ltu,2016,81.50032
ltu,2017,81.71199
ltu,2018,81.53717
ltu,2019,81.41418
lux,1971,25.2929
lux,1972,28.38371
lux,1973,24.24242
lux,1974,28.11918
lux,1978,28.0674
lux,1997,39.06911
lux,1999,37.85817
lux,2000,40.21775
lux,2001,41.12
lux,2002,42.20212
lux,2003,43.00091
lux,2004,43.70348
lux,2005,45.03292
lux,2006,46.52304
lux,2007,47.08389
lux,2008,47.7844
lux,2010,51.56781
lux,2011,51.07827
lux,2013,57.48925
lux,2014,52.66537
lux,2015,53.04988
lux,2016,53.82054
lux,2018,54.31176
lux,2019,55.34203
lva,1996,78.46828
lva,1997,78.648
lva,1998,80.07336
lva,1999,80.0998
lva,2000,80.14022
lva,2001,80.77996
lva,2002,81.35309
lva,2003,81.79029
lva,2004,82.22418
lva,2005,83.17147
lva,2006,85.15197
lva,2008,81.26514
lva,2009,82.11568
lva,2010,82.96794
lva,2011,82.25275
lva,2012,82.2256
lva,2013,82.29235
lva,2014,82.66216
lva,2015,82.49778
lva,2016,82.61535
lva,2017,82.62739
lva,2018,82.56828
lva,2019,82.65853
mac,1999,55.50756
mac,2000,56.85348
mac,2001,56.57002
mac,2002,56.93098
mac,2003,57.45394
mac,2004,57.07146
mac,2005,57.92008
mac,2006,58.86722
mac,2007,59.45701
mac,2008,59.53147
mac,2009,59.28509
mac,2010,58.89597
mac,2011,58.69996
mac,2012,58.87097
mac,2013,59.4511
mac,2014,58.87281
mac,2015,59.45226
mac,2016,58.82789
mac,2017,58.41328
mac,2018,58.74587
mac,2019,58.75559
mac,2020,58.65491
mar,1971,29.82289
mar,1972,30.16306
mar,1979,25.77957
mar,1980,25.30567
mar,1982,26.28125
mar,1983,27.40299
mar,1984,27.71199
mar,1986,26.05229
mar,1987,25.78572
mar,1988,26.89256
mar,1989,27.71331
mar,1990,28.41112
mar,1991,29.17509
mar,1992,29.8835
mar,1993,30.36967
mar,1994,30.6336
mar,1995,30.7752
mar,1996,30.8985
mar,1997,32.11919
mar,1999,32.90952
mar,2000,32.34948
mar,2003,32.98334
mar,2004,33.28584
mar,2017,36.25867
mar,2018,36.95883
mar,2019,37.10983
mar,2020,37.81179
mco,1978,32.24638
mco,1992,50.7874
mco,1994,67.27273
mco,1995,66.66667
mco,1996,65.50523
mco,1997,61.20996
mco,1999,58.57143
mco,2001,57.97101
mco,2004,63.1769
mco,2008,68.40077
mco,2015,59.35961
mco,2017,58.10474
mco,2018,58.10474
mco,2020,55.50756
mda,1986,68.00389
mda,1990,68.96172
mda,1991,69.19199
mda,1992,69.04768
mda,1993,70.02481
mda,1994,69.81954
mda,1995,72.78226
mda,1996,72.20905
mda,1997,72.80098
mda,1999,72.21919
mda,2000,72.8073
mda,2001,73.6258
mda,2002,74.52646
mda,2003,75.00323
mda,2004,75.5896
mda,2005,75.31695
mda,2006,75.53866
mda,2007,75.66171
mda,2008,76.16824
mda,2009,76.75255
mda,2010,76.74323
mda,2011,76.66313
mda,2012,76.96951
mda,2013,77.22718
mda,2014,77.79346
mda,2015,77.9718
mda,2016,78.90158
mda,2017,78.84959
mda,2018,78.27129
mda,2019,79.67126
mda,2020,80.17685
mdg,2009,44.6703
mdg,2010,45.24611
mdg,2012,43.5211
mdg,2014,43.6616
mdg,2016,43.90197
mdg,2017,43.11879
mdg,2018,41.67425
mdg,2019,40.91262
mdv,1970,38.46154
mdv,1971,30.76923
mdv,1998,23.61878
mdv,1999,25.40046
mdv,2000,29.31298
mdv,2001,40.97665
mdv,2002,32.52513
mdv,2003,34.67433
mdv,2018,50.50477
mdv,2019,58.11292
mex,1976,32.52307
mex,1999,43.80877
mex,2000,43.96021
mex,2001,36.96514
mex,2002,44.81927
mex,2003,45.15132
mex,2004,46.04339
mex,2005,46.55667
mex,2006,46.91892
mex,2007,47.31125
mex,2008,47.85576
mex,2009,48.26883
mex,2010,48.83522
mex,2011,49.25707
mex,2012,49.62126
mex,2013,49.33459
mex,2014,49.43665
mex,2015,49.44166
mex,2016,49.99687
mex,2017,50.38929
mex,2018,50.70688
mhl,2002,38.58268
mhl,2003,38.50129
mhl,2020,46.90367
mkd,1998,44.86045
mkd,1999,49.28683
mkd,2000,49.70722
mkd,2001,50.68897
mkd,2002,51.21056
mkd,2003,51.79579
mkd,2004,52.04769
mkd,2005,52.92784
mkd,2006,53.6905
mkd,2007,53.76358
mkd,2008,54.25307
mkd,2009,55.17691
mkd,2010,56.3887
mkd,2011,56.87399
mkd,2012,57.28779
mkd,2013,57.3145
mkd,2014,58.03147
mkd,2015,58.7871
mkd,2016,58.79486
mkd,2017,59.34364
mkd,2018,59.9381
mli,1971,17.48439
mli,1980,17.65464
mli,1991,13.95268
mli,1999,14.0937
mli,2000,13.48466
mli,2007,10.37596
mli,2008,10.20008
mli,2009,10.14058
mli,2011,10.5298
mli,2013,15.40696
mli,2014,18.07712
mli,2015,16.30466
mli,2016,16.02252
mli,2017,13.54431
mlt,1971,32.67148
mlt,1972,33.89332
mlt,1973,35.74057
mlt,1974,36.10503
mlt,1975,37.28953
mlt,1976,37.38991
mlt,1977,37.61654
mlt,1980,37.23643
mlt,1981,36.5717
mlt,1982,36.10092
mlt,1983,35.28628
mlt,1984,35.9252
mlt,1985,35.70772
mlt,1986,33.65011
mlt,1987,33.30508
mlt,1988,34.05383
mlt,1989,35.23316
mlt,1990,34.06298
mlt,1991,35.56548
mlt,1992,38.38384
mlt,1993,40.92251
mlt,1994,41.58581
mlt,1995,42.32855
mlt,1996,45.26004
mlt,1997,48.17945
mlt,1998,49.1018
