geo,time,se_pre_enrr_ma
cym,2017,89.74359
cym,2018,90.375
cym,2020,41.63373
cyp,1971,9.04608
cyp,1972,8.94754
cyp,1973,11.64423
cyp,1974,13.52464
cyp,1975,6.86339
cyp,1976,8.88286
cyp,1977,11.3769
cyp,1978,12.52588
cyp,1979,14.8082
cyp,1980,19.857
cyp,1981,23.20176
cyp,1982,25.46432
cyp,1983,26.90535
cyp,1984,29.44998
cyp,1985,33.17778
cyp,1986,35.21408
cyp,1987,34.45757
cyp,1988,37.57594
cyp,1989,37.47187
cyp,1990,39.9944
cyp,1991,42.34983
cyp,1992,43.65281
cyp,1993,59.65539
cyp,1994,59.38514
cyp,1995,60.21601
cyp,1996,60.20281
cyp,1997,60.04844
cyp,1999,59.2348
cyp,2000,56.73071
cyp,2001,59.81333
cyp,2002,59.23193
cyp,2003,59.51708
cyp,2004,60.54615
cyp,2005,65.59123
cyp,2006,79.50262
cyp,2007,80.04605
cyp,2008,83.31764
cyp,2009,80.83842
cyp,2010,79.11134
cyp,2011,79.76887
cyp,2012,78.54031
cyp,2013,78.6783
cyp,2014,76.89607
cyp,2015,80.8131
cyp,2016,82.34134
cyp,2017,84.18858
cyp,2018,86.59752
cyp,2019,88.44281
cze,1971,60.55412
cze,1972,61.60524
cze,1973,63.09689
cze,1974,64.942
cze,1975,65.62998
cze,1976,67.57506
cze,1977,70.57636
cze,1978,75.66744
cze,1979,77.56524
cze,1980,80.20383
cze,1981,82.52023
cze,1982,83.5729
cze,1983,84.90337
cze,1984,85.85658
cze,1985,85.80818
cze,1986,85.62816
cze,1987,89.79429
cze,1988,96.07124
cze,1989,101.98672
cze,1990,102.63491
cze,1991,97.58053
cze,1992,71.51748
cze,1993,82.71058
cze,1994,85.72546
cze,1995,88.28096
cze,1996,90.30522
cze,1997,88.14328
cze,1998,88.17428
cze,1999,87.40874
cze,2000,90.25109
cze,2001,91.30054
cze,2002,97.22065
cze,2003,106.61422
cze,2004,117.45919
cze,2005,118.34565
cze,2006,115.88629
cze,2007,111.91338
cze,2008,106.64804
cze,2009,103.31208
cze,2010,103.80269
cze,2011,105.04287
cze,2012,105.44621
cze,2013,105.34282
cze,2014,105.57499
cze,2015,106.60436
cze,2016,106.80387
cze,2017,108.01732
cze,2018,111.1337
cze,2019,114.92985
deu,1993,89.41651
deu,1994,90.034
deu,1995,84.48285
deu,1996,89.08482
deu,1997,91.42292
deu,2013,108.11782
deu,2014,108.70393
deu,2015,109.16972
deu,2016,110.27009
deu,2017,109.63526
deu,2018,108.96665
deu,2019,108.35314
dji,1972,1.07007
dji,1973,2.07826
dji,1974,1.75198
dji,1975,1.01839
dji,1976,0.88129
dji,1985,0.5675
dji,1986,0.81916
dji,1987,0.75273
dji,1988,0.68366
dji,1989,0.67315
dji,1990,0.53622
dji,1991,0.49277
dji,1992,0.45244
dji,1993,0.37721
dji,1994,0.41194
dji,1995,0.52314
dji,1996,0.39732
dji,1997,0.55682
dji,1998,0.55833
dji,1999,0.34884
dji,2000,0.49266
dji,2001,0.44797
dji,2002,0.79617
dji,2004,1.99754
dji,2006,1.89261
dji,2007,2.95355
dji,2008,3.3579
dji,2009,3.09102
dji,2011,4.68997
dji,2012,3.96928
dji,2015,5.11384
dji,2016,5.49456
dji,2017,6.72901
dji,2018,7.9522
dji,2019,9.43377
dji,2020,11.33897
dji,2021,12.66903
dma,1974,44.3804
dma,1975,47.63339
dma,1976,45.15988
dma,1977,47.65661
dma,1979,57.7708
dma,1990,70.18843
dma,1991,74.52316
dma,1992,68.12009
dma,1999,71.27231
dma,2000,55.40705
dma,2001,71.97733
dma,2002,73.11902
dma,2003,64.26949
dma,2004,73.44013
dma,2005,92.62793
dma,2006,91.57509
dma,2007,89.10134
dma,2008,100.9901
dma,2009,97.54852
dma,2010,102.13904
dma,2011,97.57709
dma,2012,95.2591
dma,2013,107.5575
dma,2014,94.13043
dma,2015,95.75419
dma,2016,94.24379
dma,2019,83.16032
dma,2020,72.98206
dnk,1971,26.37252
dnk,1972,39.2348
dnk,1973,47.73248
dnk,1974,52.94981
dnk,1975,55.62832
dnk,1976,58.8027
dnk,1977,64.6957
dnk,1978,74.26016
dnk,1979,81.53739
dnk,1980,85.54108
dnk,1981,88.09053
dnk,1982,94.49697
dnk,1983,91.93797
dnk,1984,91.17974
dnk,1985,93.72509
dnk,1986,93.54069
dnk,1987,95.6449
dnk,1988,92.01155
dnk,1989,95.76718
dnk,1990,95.91397
dnk,1991,99.28477
dnk,1992,101.03708
dnk,1993,79.92437
dnk,1994,81.25486
dnk,1995,80.61161
dnk,1996,81.49161
dnk,1998,89.69394
dnk,1999,90.64201
dnk,2000,91.14229
dnk,2001,88.76614
dnk,2002,89.40679
dnk,2003,90.87614
dnk,2004,92.66618
dnk,2005,94.36641
dnk,2006,94.6019
dnk,2007,95.67146
dnk,2008,96.34728
dnk,2009,96.97145
dnk,2010,101.71397
dnk,2011,101.43278
dnk,2012,103.07125
dnk,2013,98.67788
dnk,2014,95.94083
dnk,2015,95.43614
dnk,2016,96.24641
dnk,2017,96.43817
dnk,2018,100.70263
dnk,2019,102.29935
dom,1994,18.44451
dom,1997,31.50433
dom,1998,31.47023
dom,1999,32.3307
dom,2000,34.34362
dom,2002,33.13357
dom,2003,31.45506
dom,2004,30.31739
dom,2005,32.84492
dom,2006,35.12009
dom,2007,34.9007
dom,2008,37.0663
dom,2009,42.21762
dom,2010,40.73296
dom,2011,39.94008
dom,2012,41.2088
dom,2013,44.80194
dom,2014,46.80969
dom,2015,47.22598
dom,2016,47.78635
dom,2017,50.40975
dom,2018,50.92715
dom,2019,56.43709
dom,2020,56.92785
dza,1993,1.32472
dza,1994,1.78176
dza,1995,1.79058
dza,1996,2.04681
dza,1997,2.18597
dza,1999,2.42034
dza,2000,2.72583
dza,2001,3.38894
dza,2003,3.99904
dza,2004,4.80623
dza,2005,6.30135
dza,2006,30.16198
dza,2007,29.67426
dza,2008,37.3769
dza,2009,82.77049
dza,2010,85.707
dza,2011,78.46686
ecu,1971,7.07963
ecu,1973,7.84828
ecu,1974,8.78971
ecu,1975,9.84573
ecu,1976,10.8652
ecu,1977,12.48062
ecu,1978,14.17468
ecu,1979,16.97738
ecu,1980,17.24371
ecu,1981,21.21038
ecu,1982,23.63785
ecu,1983,27.065
ecu,1984,32.32721
ecu,1985,33.58926
ecu,1986,36.75874
ecu,1987,39.64317
ecu,1988,41.36597
ecu,1993,45.47138
ecu,1994,43.26849
ecu,1995,47.30754
ecu,1996,49.70121
ecu,1997,52.87508
ecu,1998,55.98156
ecu,1999,59.89831
ecu,2000,62.28314
ecu,2001,64.98015
ecu,2002,67.33526
ecu,2003,67.79933
ecu,2004,70.62745
ecu,2005,72.78965
ecu,2006,82.08147
ecu,2007,91.3838
ecu,2008,38.25512
ecu,2009,44.79428
ecu,2010,47.57576
ecu,2011,51.84779
ecu,2012,55.28673
ecu,2013,63.11668
ecu,2014,71.48343
ecu,2015,71.56873
ecu,2016,71.24342
ecu,2017,68.76876
ecu,2018,64.42738
ecu,2019,61.3574
ecu,2020,54.76085
egy,1971,1.15777
egy,1972,1.27841
egy,1973,1.4566
egy,1974,1.555
egy,1975,1.56862
egy,1976,1.84678
egy,1977,2.07311
egy,1979,2.45059
egy,1980,2.82915
egy,1981,3.04851
egy,1982,3.0248
egy,1983,3.23982
egy,1986,4.50145
egy,1987,4.61205
egy,1988,5.01126
egy,1989,5.24471
egy,1990,5.52114
egy,1991,6.03314
egy,1992,6.64688
egy,1993,6.91424
egy,1994,7.1528
egy,1995,7.44978
egy,1996,7.77444
egy,1997,8.56643
egy,1998,9.52769
egy,1999,10.09099
egy,2000,11.03576
egy,2001,11.90095
egy,2002,12.74804
egy,2003,13.52419
egy,2004,14.01158
egy,2005,15.98435
egy,2006,17.29435
egy,2007,17.03785
egy,2008,21.90467
egy,2009,23.56243
egy,2010,30.10166
egy,2011,25.52666
egy,2012,25.67241
egy,2013,24.89926
egy,2014,30.1966
egy,2016,30.15512
egy,2017,29.06419
egy,2018,28.76636
egy,2019,29.25799
eri,1992,4.20999
eri,1993,4.47212
eri,1994,5.02087
eri,1995,5.23809
eri,1996,5.39385
eri,1997,4.96972
eri,1999,8.53147
eri,2000,8.75868
eri,2001,9.41522
eri,2002,9.95752
eri,2003,11.50599
eri,2004,15.15236
eri,2005,24.02488
eri,2006,26.77048
eri,2007,27.4061
eri,2008,24.56411
eri,2009,23.51211
eri,2010,24.23504
eri,2011,25.99938
eri,2012,24.39528
eri,2013,22.66338
eri,2014,21.42587
eri,2015,19.73365
eri,2017,21.61387
eri,2018,23.42217
esp,1971,39.87603
esp,1972,37.38682
esp,1973,39.38716
esp,1974,40.7209
esp,1975,41.55789
esp,1976,44.64138
esp,1977,46.21772
esp,1978,48.52463
esp,1979,51.81836
esp,1980,56.31444
esp,1981,58.19536
esp,1982,59.92233
esp,1983,60.58717
esp,1984,61.04164
esp,1985,61.99571
esp,1986,63.74085
esp,1987,64.65236
esp,1988,67.86257
esp,1989,69.86776
esp,1990,72.39659
esp,1991,74.56415
esp,1992,80.01156
esp,1993,84.09675
esp,1994,87.83746
esp,1995,90.79094
esp,1996,92.94534
esp,1997,95.30606
esp,1998,96.42224
esp,2013,97.19189
esp,2014,93.83209
esp,2015,92.15079
esp,2016,91.48047
esp,2017,92.30257
esp,2018,95.6267
esp,2019,99.76286
est,1991,100.93686
est,1992,91.58272
est,1993,82.47266
est,1994,63.17204
est,1995,64.61335
est,1996,67.96941
est,1997,70.27395
est,1998,82.02069
est,1999,90.23876
est,2000,92.21243
est,2001,97.83478
est,2002,100.32712
est,2003,106.90065
est,2004,114.69593
est,2005,119.25923
est,2006,97.80517
est,2007,98.50445
est,2008,96.95336
est,2009,95.8166
est,2010,87.87122
est,2011,88.27295
est,2012,89.51812
est,2013,88.0551
est,2014,94.771
est,2015,93.85439
est,2016,92.35834
est,2017,92.74536
est,2018,93.25953
est,2019,95.28675
eth,1991,1.54401
eth,1992,1.18147
eth,1993,1.10296
eth,1994,1.2333
eth,1995,1.28789
eth,1997,1.41926
eth,1998,1.46774
eth,1999,1.49379
eth,2000,1.62947
eth,2001,1.70127
eth,2002,1.78709
eth,2003,1.76507
eth,2004,1.93946
eth,2005,2.07534
eth,2006,2.48873
eth,2007,2.84273
eth,2008,3.37231
eth,2009,3.7058
eth,2010,4.29832
eth,2011,4.7862
eth,2012,17.82546
eth,2013,24.7847
eth,2014,25.2961
eth,2015,30.2091
eth,2016,45.06193
eth,2017,41.51294
eth,2018,39.31994
eth,2019,35.90833
eth,2020,34.19304
fin,1971,16.5086
fin,1973,23.3421
fin,1974,28.64515
fin,1975,32.51569
fin,1993,35.69383
fin,1994,36.8213
fin,1995,38.40605
fin,1996,41.59991
fin,1997,45.10339
fin,1998,46.06388
fin,1999,47.58277
fin,2000,48.65013
fin,2001,53.62875
fin,2002,56.00003
fin,2003,57.18245
fin,2004,59.81148
fin,2005,60.21965
fin,2006,62.08832
fin,2007,63.80483
fin,2008,64.96854
fin,2009,66.28759
fin,2010,67.95465
fin,2011,69.36689
fin,2012,70.11916
fin,2013,80.72106
fin,2014,80.01276
fin,2015,79.70787
fin,2016,83.42025
fin,2017,83.72925
fin,2018,85.51405
fin,2019,87.74583
fji,1974,7.35754
fji,1975,7.54553
fji,1977,8.00625
fji,1978,7.53521
fji,1979,8.25484
fji,1980,8.93115
fji,1981,8.40442
fji,1983,9.0973
fji,1990,12.18053
fji,1992,14.18278
fji,1994,11.41812
fji,1995,13.24517
fji,1996,14.6025
fji,1997,14.35652
fji,1998,13.4776
fji,1999,15.31411
fji,2000,10.79835
fji,2001,12.17362
fji,2004,16.17856
fji,2006,16.80255
fji,2009,17.22396
fji,2019,38.35175
fra,1971,85.97211
fra,1972,89.72016
fra,1973,95.8325
fra,1974,97.64832
fra,1975,103.60225
fra,1976,103.43353
fra,1977,104.60075
fra,1978,103.71855
fra,1979,101.55521
fra,1980,100.12738
fra,1981,101.0098
fra,1982,104.07986
fra,1983,109.61601
fra,1984,115.70662
fra,1985,118.3973
fra,1986,119.66318
fra,1987,115.3242
fra,1988,110.4463
fra,1989,106.37094
fra,1990,107.96192
fra,1991,109.0512
fra,1992,109.94056
fra,1993,111.12576
fra,1994,113.14636
fra,1995,113.16395
fra,1996,112.85734
fra,1997,111.6697
fra,1998,110.53977
fra,1999,109.00926
fra,2000,108.32611
fra,2001,108.28122
fra,2002,107.65974
fra,2003,107.35425
fra,2004,106.19669
fra,2005,110.17968
fra,2006,109.86295
fra,2007,109.55014
fra,2008,108.83886
fra,2009,107.85284
fra,2010,106.22132
fra,2011,105.89871
fra,2012,105.19058
fra,2013,104.77623
fra,2014,104.21663
fra,2015,105.15398
fra,2016,105.32528
fra,2017,105.89924
fra,2018,106.07315
fra,2019,106.68167
fsm,1971,10.77295
fsm,1975,15.91512
fsm,1976,14.13613
fsm,2013,28.36645
fsm,2014,28.89495
fsm,2015,33.2696
fsm,2016,29.26896
fsm,2017,31.35547
fsm,2018,29.30941
fsm,2019,29.15761
fsm,2020,24.07156
gab,1992,1.02531
gab,2011,34.59633
gab,2019,42.27956
gbr,1976,34.14628
gbr,1983,45.3013
gbr,1984,48.73088
gbr,1985,52.43533
gbr,1986,50.36776
gbr,1987,48.12205
gbr,1988,47.77696
gbr,1989,47.68823
gbr,1990,50.37261
gbr,1991,51.81646
gbr,1992,52.7309
gbr,1998,75.76768
gbr,1999,76.96565
gbr,2000,79.83495
gbr,2001,81.3559
gbr,2002,82.24838
gbr,2003,76.8367
gbr,2004,59.32476
gbr,2005,70.13543
gbr,2006,71.01437
gbr,2007,71.86659
gbr,2008,79.04345
gbr,2009,79.20017
gbr,2010,80.21313
gbr,2011,84.75328
gbr,2012,83.69334
gbr,2013,81.13792
gbr,2014,87.3199
gbr,2015,103.26072
gbr,2016,110.39839
gbr,2017,106.49048
gbr,2018,107.17323
gbr,2019,105.91403
geo,1998,36.80539
geo,1999,40.54163
geo,2000,43.63547
geo,2002,45.64026
geo,2003,45.417
geo,2004,45.80963
geo,2005,48.52346
geo,2006,55.28611
geo,2007,51.82897
gha,1971,3.07421
gha,1973,3.84844
gha,1978,19.40885
gha,1979,21.12758
gha,1980,25.03615
gha,1981,23.18341
gha,1982,20.59043
gha,1984,20.79665
gha,1987,27.5757
gha,1988,32.73019
gha,1989,32.08863
gha,1990,36.26129
gha,1999,45.22524
gha,2000,59.32466
gha,2001,56.11351
gha,2002,59.69757
gha,2003,64.02628
gha,2004,66.56347
gha,2005,58.44327
gha,2006,77.98186
gha,2007,85.23614
gha,2008,96.16654
gha,2009,116.59105
gha,2011,109.20606
gha,2012,110.83272
gha,2013,112.83384
gha,2014,113.47476
gha,2015,119.38127
gha,2016,117.84003
gha,2017,115.58056
gha,2018,113.58232
gha,2019,116.13454
gha,2020,115.11042
gib,1972,3.61446
gib,1974,3.81356
gib,1975,3.6
gib,1976,2.82258
gib,1977,3.55731
gib,1978,3.4749
gib,1979,4.98084
gib,1981,6.82731
gib,1982,17.62295
gib,1983,16.4557
gib,1984,16.01732
gib,1985,42.17391
gib,1999,80.76923
gib,2000,74.53875
gib,2001,93.30855
gib,2016,199.5614
gib,2017,210.13216
gib,2019,111.08597
gib,2020,112.4424
gin,1994,1.68308
gin,1996,3.24014
gin,1997,3.40279
gin,2004,7.91748
gin,2005,8.74622
gin,2006,9.00103
gin,2007,9.47586
gin,2008,10.56312
gin,2009,11.65064
gin,2010,12.69487
gin,2011,15.78505
gin,2012,18.81513
gin,2013,20.9661
gin,2014,22.23698
gin,2015,14.77223
gin,2016,22.96456
gin,2020,17.85699
gmb,1998,17.67642
gmb,1999,17.55368
gmb,2003,15.32182
gmb,2007,20.352
gmb,2009,27.51728
gmb,2010,28.35214
gmb,2013,29.97902
gmb,2014,37.06897
gmb,2015,36.73155
gmb,2016,36.52171
gmb,2017,36.36259
gmb,2018,40.46189
gmb,2019,41.64556
gmb,2020,42.31347
gmb,2021,39.85036
gnb,1971,0.19383
gnb,1980,0.59263
gnb,1981,0.64349
gnb,1982,0.68211
gnb,1983,2.60795
gnb,2000,3.60176
gnb,2010,6.49206
gnq,1999,24.89108
gnq,2000,24.0167
gnq,2001,23.34266
gnq,2005,32.94185
gnq,2008,49.00919
gnq,2011,53.71421
gnq,2012,51.61713
gnq,2015,42.94938
grc,1971,29.61026
grc,1972,30.79347
grc,1973,33.62696
grc,1974,35.23613
grc,1975,35.13394
grc,1976,35.11887
grc,1977,38.60353
grc,1978,42.03251
grc,1979,46.47162
grc,1980,48.84868
grc,1981,49.59166
grc,1982,50.90686
grc,1983,50.63155
grc,1984,51.83228
grc,1985,52.5985
grc,1986,52.59924
grc,1987,52.20767
grc,1988,53.88689
grc,1989,53.35905
grc,1990,53.18829
grc,1991,53.38827
grc,1992,55.0478
grc,1993,57.65526
grc,1994,60.14192
grc,1995,62.17059
grc,1996,61.57605
grc,1997,63.50799
grc,1998,65.8565
grc,1999,65.50182
grc,2000,66.99107
grc,2001,67.12126
grc,2002,65.16538
grc,2003,64.75774
grc,2004,64.22941
grc,2005,65.07162
grc,2006,65.77715
grc,2007,65.74842
grc,2010,74.93292
grc,2011,78.01577
grc,2012,77.27877
grc,2013,77.03266
grc,2014,73.57458
grc,2015,74.54664
grc,2016,72.81878
grc,2017,73.87296
grc,2018,77.34533
grc,2019,83.57442
grd,1971,31.42485
grd,1972,46.40784
grd,1977,50.02095
grd,1978,52.7389
grd,1984,54.90772
grd,1987,59.37613
grd,1988,60.81871
grd,1994,63.28938
grd,1995,69.38631
grd,1996,64.14679
grd,1997,69.58399
grd,1998,67.7598
grd,1999,71.94444
grd,2001,91.54229
grd,2002,76.29592
grd,2003,85.67104
grd,2004,82.50758
grd,2005,85.759
grd,2007,94.77448
grd,2008,108.88383
grd,2009,107.55608
grd,2010,107.76758
grd,2011,108.46297
grd,2013,104.18502
grd,2014,100.20899
grd,2015,94.78947
grd,2016,96.60752
grd,2017,95.69554
grd,2018,98.7779
gtm,1985,25.71585
gtm,1986,24.46397
gtm,1991,24.56037
gtm,1992,32.14093
gtm,1993,32.14257
gtm,1994,32.8356
gtm,1995,33.75904
gtm,1996,34.38474
gtm,1998,36.46849
gtm,1999,44.45381
gtm,2000,49.25419
gtm,2001,53.19989
gtm,2002,53.19897
gtm,2004,56.09211
gtm,2005,56.93632
gtm,2006,57.93446
gtm,2007,57.87913
gtm,2008,60.0086
gtm,2009,72.35655
gtm,2010,68.00861
gtm,2011,66.79299
gtm,2012,62.84306
gtm,2013,43.18764
gtm,2014,44.46344
gtm,2015,45.97879
gtm,2016,44.80958
gtm,2017,48.55529
gtm,2018,50.37177
gtm,2019,48.62032
gtm,2020,47.16581
gum,1984,127.9595
guy,1977,52.72124
guy,1978,54.66789
guy,1979,57.24656
guy,1980,59.11897
guy,1981,62.19316
guy,1982,68.78759
guy,1983,71.97969
guy,1985,71.74133
guy,1986,65.34445
guy,1987,66.0267
guy,1988,66.54583
guy,1991,74.32737
guy,1992,75.12252
guy,1993,85.78266
guy,1994,85.9103
guy,1995,85.6343
guy,1996,81.87823
guy,1997,84.07678
guy,1999,93.92381
guy,2000,91.37495
guy,2001,88.5692
guy,2003,85.36499
guy,2005,90.28854
guy,2007,83.4506
guy,2008,83.16192
guy,2009,83.77432
guy,2010,84.01514
guy,2011,92.96907
guy,2012,97.42445
hkg,1971,52.41402
hkg,1972,56.28737
hkg,1973,62.35012
hkg,1974,67.179
hkg,1975,72.50807
hkg,1976,77.46641
hkg,1977,80.4184
hkg,1978,81.73854
hkg,1979,82.48532
hkg,1980,81.14008
hkg,1981,84.07642
hkg,1982,83.98279
hkg,1983,84.81338
hkg,1984,86.7958
hkg,1985,93.7128
hkg,1986,94.92257
hkg,1987,96.44094
hkg,1988,94.31075
hkg,1995,85.03293
hkg,1996,87.04824
hkg,1998,81.84918
hkg,2012,112.511
hkg,2013,109.41916
hkg,2014,104.7682
hkg,2015,104.61663
hkg,2016,105.82684
hkg,2017,105.3405
hkg,2018,103.85322
hkg,2019,99.29239
hnd,1970,3.44637
hnd,1971,3.48537
hnd,1972,3.81361
hnd,1973,4.0355
hnd,1974,4.07282
hnd,1975,4.98119
hnd,1976,5.81453
hnd,1977,6.9559
hnd,1978,8.55494
hnd,1979,7.74737
hnd,1980,10.34339
hnd,1981,10.15205
hnd,1982,9.87769
hnd,1983,11.02069
hnd,1984,10.39647
hnd,1986,11.67542
hnd,1990,11.42133
hnd,1991,11.95233
hnd,1992,12.43574
hnd,1993,12.74932
hnd,1994,13.16656
hnd,1995,13.42916
hnd,1996,14.55895
hnd,1997,15.24111
hnd,1998,12.03305
hnd,1999,15.88988
hnd,2000,20.01501
hnd,2003,28.61109
hnd,2004,28.83373
hnd,2005,28.79267
hnd,2006,31.89184
hnd,2007,32.94361
hnd,2008,35.44998
hnd,2009,36.10422
hnd,2010,38.96094
hnd,2011,39.79561
hnd,2012,38.86484
hnd,2013,38.37781
hnd,2014,38.56805
hnd,2015,37.15127
hnd,2016,38.69946
hnd,2017,40.80844
hnd,2018,40.57961
hnd,2019,39.04272
hnd,2020,38.63123
hrv,1981,23.94286
hrv,1983,25.78444
hrv,1985,27.24707
hrv,1986,27.23688
hrv,1987,27.90738
hrv,1988,28.62171
hrv,1989,29.22698
hrv,1990,28.86572
hrv,1991,28.10194
hrv,1995,36.78449
hrv,1996,38.31683
hrv,1997,40.6664
hrv,1998,43.73649
hrv,1999,49.47913
hrv,2000,52.87519
hrv,2001,52.97756
hrv,2002,54.53993
hrv,2003,52.95606
hrv,2004,46.58325
hrv,2005,46.87665
hrv,2006,48.03339
hrv,2007,51.19463
hrv,2008,55.51257
hrv,2009,59.93139
hrv,2010,62.05577
hrv,2011,64.01307
hrv,2012,63.61441
hrv,2013,62.86353
hrv,2014,62.96263
hrv,2015,64.83294
hrv,2016,65.73081
hrv,2017,70.61061
hrv,2018,69.51949
hrv,2019,71.17496
hun,1971,46.69299
hun,1972,48.36887
hun,1973,49.45628
hun,1974,51.22047
hun,1975,52.77794
hun,1976,54.1831
hun,1977,56.94121
hun,1978,62.26109
hun,1979,67.36363
hun,1980,71.65584
hun,1981,73.29554
hun,1982,70.99534
hun,1983,67.4526
hun,1984,64.64829
hun,1985,64.34002
hun,1986,64.46113
hun,1987,67.28231
hun,1988,74.0412
hun,1989,83.05817
hun,1990,85.85244
hun,1991,89.05182
hun,1992,87.85547
hun,1994,80.52676
hun,1995,80.78053
hun,1996,81.20343
hun,1997,80.7346
hun,1998,80.14135
hun,1999,80.34344
hun,2000,80.22331
hun,2001,79.63928
hun,2002,80.78331
hun,2003,82.57546
hun,2004,85.61316
hun,2005,87.1646
hun,2006,88.79524
hun,2007,88.64888
hun,2008,86.33783
hun,2009,85.24966
hun,2010,85.93714
hun,2011,88.08855
hun,2012,88.86522
hun,2013,88.61253
hun,2014,86.39548
hun,2015,82.42497
hun,2016,83.12294
hun,2017,83.73498
hun,2018,87.19679
hun,2019,90.5682
idn,1971,5.81069
idn,1972,5.19186
idn,1973,5.33258
idn,1974,4.84795
idn,1975,5.95743
idn,1977,6.51827
idn,1979,8.2445
idn,1995,18.10313
idn,1996,18.30267
idn,1999,22.73415
idn,2000,23.69413
idn,2001,24.03113
idn,2002,24.09294
idn,2003,24.99115
idn,2004,25.89135
idn,2005,31.0354
idn,2006,34.08298
idn,2007,39.94473
idn,2008,42.81192
idn,2009,44.256
idn,2010,40.54486
idn,2011,41.80129
idn,2012,49.12207
idn,2013,53.42714
idn,2014,56.9969
idn,2016,64.81381
idn,2017,66.26547
idn,2018,65.41049
ind,1971,1.15369
ind,1972,1.35604
ind,1973,1.44708
ind,1975,1.62414
ind,1976,1.74349
ind,1977,2.01327
ind,1978,2.0223
ind,1981,2.51766
ind,1982,2.23453
ind,1983,2.70538
ind,1984,2.54877
ind,1985,2.65368
ind,1986,3.05688
ind,1987,3.06587
ind,1988,3.3161
ind,1989,3.24865
ind,1990,3.00709
ind,1991,3.34412
ind,1992,3.19813
ind,1993,3.22999
ind,1994,4.18634
ind,1995,4.44891
ind,1996,4.53274
ind,1997,3.26514
ind,2017,59.12322
ind,2018,59.11258
ind,2019,61.54681
ind,2020,60.86041
irl,1971,107.71219
irl,1972,109.4252
irl,1973,110.18189
irl,1974,110.44755
irl,1975,105.95216
irl,1976,106.72841
irl,1977,107.48229
irl,1978,103.47656
irl,1979,98.54677
irl,1980,95.1049
irl,1981,95.51915
irl,1982,96.87915
irl,1983,98.66213
irl,1984,102.16242
irl,1985,104.50458
irl,1986,105.98541
irl,1987,105.09144
irl,1988,103.66775
irl,1989,101.05054
irl,1990,99.3783
irl,1991,101.07206
irl,1992,103.94225
irl,1993,107.28786
irl,1994,108.19052
irl,1995,109.5669
irl,1996,114.3853
irl,1997,115.23041
irl,2012,103.69881
irl,2013,110.63984
irl,2014,111.14093
irl,2015,103.0869
irl,2016,117.06215
irl,2017,83.12817
irl,2018,93.92228
irl,2019,97.32409
irn,1971,2.35228
irn,1972,2.54151
irn,1973,2.48771
irn,1974,4.63681
irn,1975,9.77047
irn,1976,18.87997
irn,1977,22.01321
irn,1978,23.6944
irn,1982,16.34941
irn,1983,13.81298
irn,1984,14.41906
irn,1985,5.56799
irn,1986,7.168
irn,1987,7.76761
irn,1988,8.76953
irn,1989,10.07095
irn,1990,12.0476
irn,1991,12.48567
irn,1992,13.7498
irn,1993,9.08886
irn,1994,7.25175
irn,1995,7.92433
irn,1997,11.60817
irn,1998,16.45325
irn,1999,14.81825
irn,2000,18.11897
irn,2001,21.72299
irn,2002,25.73329
irn,2003,32.47255
irn,2004,36.13373
irn,2005,42.34013
irn,2006,47.80716
irn,2007,48.93313
irn,2008,51.8887
irn,2009,39.50653
irn,2010,38.89244
irn,2011,38.81041
irn,2012,34.53151
irn,2013,38.33526
irn,2014,43.58454
irn,2015,52.50517
irn,2016,53.04684
irq,1971,2.3218
irq,1972,2.23177
irq,1973,2.33867
irq,1974,2.3963
irq,1975,4.54805
irq,1976,5.62577
irq,1977,6.3691
irq,1978,6.78788
irq,1979,7.99768
irq,1980,8.26681
irq,1981,8.62654
irq,1982,8.86183
irq,1983,8.43968
irq,1984,7.91298
irq,1985,8.17783
irq,1986,8.21076
irq,1987,7.93812
irq,1988,7.33623
irq,1989,8.1227
irq,1991,7.95105
irq,1992,7.0369
irq,1993,7.89045
irq,1996,6.79972
irq,1998,5.29811
irq,1999,5.06585
irq,2000,5.19385
irq,2003,3.5413
irq,2004,5.81386
irq,2007,6.64289
isl,1983,101.57699
isl,1984,94.95798
isl,1986,108.56874
isl,1987,109.685
isl,1988,106.54511
isl,1989,107.3386
isl,1998,86.78464
isl,1999,86.02105
isl,2000,85.80491
isl,2001,87.34195
isl,2002,90.71439
isl,2003,92.33834
isl,2004,98.19258
isl,2005,98.35616
isl,2006,97.9855
isl,2007,97.29903
isl,2008,97.77429
isl,2009,97.03636
isl,2010,97.42977
isl,2011,97.13992
isl,2012,97.21512
isl,2013,96.43941
isl,2014,97.16063
isl,2015,96.83553
isl,2016,94.22393
isl,2017,92.68122
isl,2018,95.26969
isl,2019,96.27755
isr,1973,46.7554
isr,1974,48.22176
isr,1975,64.00936
isr,1976,65.65356
isr,1977,61.19698
isr,1978,58.76258
isr,1981,76.04861
isr,1984,78.74586
isr,1999,90.52208
isr,2000,89.26976
isr,2001,94.68692
isr,2002,96.72591
isr,2003,101.5481
isr,2004,94.95072
isr,2005,94.90845
isr,2006,93.03717
isr,2007,100.99102
isr,2008,100.14757
isr,2009,104.10984
isr,2010,99.08078
isr,2011,105.10345
isr,2012,102.73839
isr,2013,113.67522
isr,2014,111.14598
isr,2015,111.77849
isr,2016,112.24784
isr,2017,110.8333
isr,2018,111.43729
isr,2019,110.33357
ita,1971,56.57266
