geo,time,se_pre_enrr_ma
ven,1990,36.75672
ven,1991,40.35043
ven,1992,42.07982
ven,1993,41.81957
ven,1994,41.84675
ven,1995,43.23183
ven,1996,41.50683
ven,1997,44.1429
ven,1999,44.26388
ven,2000,48.05164
ven,2001,49.97481
ven,2002,51.58148
ven,2003,52.62017
ven,2004,54.15933
ven,2005,57.47501
ven,2006,59.48305
ven,2007,61.43483
ven,2008,68.80749
ven,2009,80.18224
ven,2010,70.82893
ven,2011,71.72951
ven,2012,72.45796
ven,2013,75.74927
ven,2014,73.23635
ven,2015,75.76379
ven,2016,70.51852
ven,2017,69.05358
vgb,1975,13.75839
vgb,1976,30.13699
vgb,1979,43.12268
vgb,1981,60.43956
vgb,1983,37.5
vgb,1984,36.22047
vgb,1985,43.77358
vgb,1992,48.63222
vgb,1999,55.98958
vgb,2000,70.80103
vgb,2001,82.26221
vgb,2002,91.31579
vgb,2003,87.96791
vgb,2004,90.83558
vgb,2005,83.15508
vgb,2006,83.37731
vgb,2009,94.89796
vgb,2011,105.2381
vgb,2014,125
vgb,2015,121.82891
vgb,2016,122.1875
vgb,2017,125
vgb,2019,108.88889
vgb,2020,128.08989
vnm,1977,20.6061
vnm,1979,24.38874
vnm,1980,31.71581
vnm,1981,32.17776
vnm,1985,32.775
vnm,1986,32.43187
vnm,1996,33.82868
vnm,1997,36.75079
vnm,1998,37.21561
vnm,1999,41.31456
vnm,2000,41.23193
vnm,2001,41.89936
vnm,2002,45.25773
vnm,2003,50.4547
vnm,2004,54.46204
vnm,2005,61.8185
vnm,2006,72.01334
vnm,2007,73.94193
vnm,2008,67.79172
vnm,2009,70.03696
vnm,2010,72.21529
vnm,2011,76.89532
vnm,2012,80.38531
vnm,2013,84.94074
vnm,2014,82.96294
vnm,2015,84.56908
vnm,2016,89.08451
vnm,2017,97.35118
vnm,2018,100.72541
vnm,2019,94.82036
vnm,2020,91.53243
vut,1970,2.65549
vut,1971,4.20982
vut,1972,5.41485
vut,1973,5.14346
vut,1974,5.96922
vut,1976,10.83301
vut,1977,12.50235
vut,1978,12.85221
vut,1980,10.90154
vut,1981,9.51499
vut,1998,76.83878
vut,1999,74.25598
vut,2001,78.99487
vut,2007,97.31254
vut,2008,101.94384
vut,2009,95.43952
vut,2010,93.37106
vut,2011,91.53109
vut,2012,98.51758
vut,2013,91.37523
vut,2014,90.03115
vut,2015,91.57933
vut,2017,96.32398
vut,2018,98.90981
vut,2019,103.71475
vut,2020,103.02808
wsm,1970,0.73609
wsm,1973,12.93887
wsm,1974,16.41574
wsm,1975,17.39771
wsm,1976,19.27982
wsm,1998,48.5495
wsm,2000,46.00774
wsm,2001,46.22464
wsm,2007,42.79235
wsm,2008,40.0868
wsm,2009,39.49663
wsm,2010,32.82997
wsm,2011,36.66349
wsm,2012,31.79732
wsm,2013,30.533
wsm,2014,32.01574
wsm,2015,35.02606
wsm,2016,34.66437
wsm,2017,42.08934
wsm,2018,45.24029
wsm,2019,39.37256
yem,1991,0.76001
yem,1992,0.74299
yem,1994,0.78249
yem,1996,0.70589
yem,1999,0.72466
yem,2001,0.61058
yem,2003,0.83105
yem,2004,0.89309
yem,2005,1.04934
yem,2008,1.28293
yem,2010,1.32975
yem,2011,1.53742
yem,2013,1.44893
yem,2016,1.67707
zaf,1994,26.42803
zaf,1996,30.43696
zaf,1998,23.99939
zaf,1999,5.17037
zaf,2010,18.40214
zaf,2011,18.53703
zaf,2012,18.72318
zaf,2013,18.17449
zaf,2014,18.71119
zaf,2015,18.65398
zaf,2016,18.17332
zaf,2017,18.40436
zaf,2018,17.55533
zaf,2019,17.75953
zmb,2011,2.37954
zmb,2012,2.5968
zmb,2013,2.95717
zmb,2014,6.14785
zmb,2015,6.5502
zmb,2016,7.2836
zmb,2017,8.28117
zwe,1995,32.19323
zwe,2000,65.74214
zwe,2002,59.94681
zwe,2003,74.11387
zwe,2012,45.42143
zwe,2013,46.39818
zwe,2014,51.96714
zwe,2015,61.48415
zwe,2016,67.10442
zwe,2017,70.53304
zwe,2018,69.80399
zwe,2019,71.88457
zwe,2020,72.42034
