geo,time,dc_dac_canl_cd
cmr,1983,13720000.26703
cmr,1984,23549999.23706
cmr,1985,14949999.80927
cmr,1986,13430000.30518
cmr,1987,11890000.34332
cmr,1988,15039999.96185
cmr,1989,32900001.52588
cmr,1990,28889999.38965
cmr,1991,33110000.61035
cmr,1992,25040000.91553
cmr,1993,15770000.45776
cmr,1994,12359999.65668
cmr,1995,13159999.84741
cmr,1996,16979999.54224
cmr,1997,9060000.41962
cmr,1998,39500000
cmr,1999,18129999.16077
cmr,2000,6340000.15259
cmr,2001,5440000.05722
cmr,2002,80290000.91553
cmr,2003,20430000.30518
cmr,2004,43189998.62671
cmr,2005,34849998.47412
cmr,2006,206880004.88281
cmr,2007,12399999.61853
cmr,2008,11939999.58038
cmr,2009,7079999.92371
cmr,2010,7199999.80927
cmr,2011,12229999.54224
cmr,2012,5019999.98093
cmr,2013,2650000.09537
cmr,2014,2529999.97139
cmr,2015,3900000.09537
cmr,2016,8409999.84741
cmr,2017,9579999.92371
cmr,2018,14170000.07629
cmr,2019,7619999.88556
cod,1960,9999.99978
cod,1965,550000.01192
cod,1966,200000.00298
cod,1967,810000.00238
cod,1968,300000.01192
cod,1969,200000.00298
cod,1970,660000.02623
cod,1971,910000.02623
cod,1972,1059999.94278
cod,1973,3019999.98093
cod,1974,5929999.82834
cod,1975,4059999.94278
cod,1976,3359999.8951
cod,1977,1809999.94278
cod,1978,7500000
cod,1979,5820000.17166
cod,1980,13460000.03815
cod,1981,8149999.61853
cod,1982,20840000.15259
cod,1983,12720000.26703
cod,1984,14729999.54224
cod,1985,17719999.31335
cod,1986,12250000
cod,1987,17389999.38965
cod,1988,11960000.03815
cod,1989,24360000.61035
cod,1990,14289999.96185
cod,1991,12680000.30518
cod,1992,5699999.80927
cod,1993,1179999.94755
cod,1994,819999.99285
cod,1995,790000.02146
cod,1996,2980000.01907
cod,1997,3829999.92371
cod,1998,6789999.96185
cod,1999,2609999.8951
cod,2000,5599999.90463
cod,2001,6380000.11444
cod,2002,9770000.45776
cod,2003,74489997.86377
cod,2004,20290000.91553
cod,2005,24829999.92371
cod,2006,28069999.69482
cod,2007,32990001.67847
cod,2008,22930000.30518
cod,2009,44849998.47412
cod,2010,26520000.45776
cod,2011,36729999.54224
cod,2012,100989997.86377
cod,2013,46810001.37329
cod,2014,39909999.84741
cod,2015,34880001.06812
cod,2016,43860000.61035
cod,2017,37840000.15259
cod,2018,67239997.86377
cod,2019,56150001.52588
cog,1962,19999.99955
cog,1963,9999.99978
cog,1964,479999.98927
cog,1965,50000.00075
cog,1966,50000.00075
cog,1967,39999.99911
cog,1968,29999.99933
cog,1969,29999.99933
cog,1970,29999.99933
cog,1971,29999.99933
cog,1972,109999.9994
cog,1973,159999.99642
cog,1974,2230000.01907
cog,1975,7170000.07629
cog,1976,4010000.22888
cog,1977,2099999.90463
cog,1978,2410000.08583
cog,1979,1840000.03338
cog,1980,1710000.03815
cog,1981,2319999.93324
cog,1982,879999.99523
cog,1983,1460000.03815
cog,1984,1190000.05722
cog,1985,709999.97854
cog,1986,629999.99523
cog,1987,469999.99881
cog,1988,200000.00298
cog,1989,519999.98093
cog,1990,230000.00417
cog,1991,610000.01431
cog,1992,889999.98569
cog,1993,90000.00358
cog,1994,200000.00298
cog,1995,209999.99344
cog,1996,6840000.15259
cog,1997,3819999.93324
cog,1998,3299999.95232
cog,1999,3180000.06676
cog,2000,670000.01669
cog,2001,340000.00358
cog,2002,400000.00596
cog,2003,170000.00179
cog,2004,349999.99404
cog,2005,22250000
cog,2006,3700000.04768
cog,2007,2480000.01907
cog,2008,810000.00238
cog,2009,7639999.86649
cog,2010,21940000.53406
cog,2011,1629999.99523
cog,2012,740000.00954
cog,2013,1179999.94755
cog,2015,319999.99285
cog,2016,109999.9994
cog,2017,239999.99464
cog,2018,209999.99344
cog,2019,310000.00238
col,1965,39999.99911
col,1967,209999.99344
col,1969,519999.98093
col,1970,3109999.8951
col,1971,3500000
col,1972,5070000.17166
col,1973,4300000.19073
col,1974,2269999.98093
col,1975,2369999.88556
col,1976,3220000.02861
col,1977,4699999.80927
col,1978,5139999.86649
col,1979,6909999.84741
col,1980,5269999.98093
col,1981,4139999.86649
col,1982,4929999.82834
col,1983,6949999.80927
col,1984,7670000.07629
col,1985,5500000
col,1986,8100000.38147
col,1987,4849999.90463
col,1988,14710000.03815
col,1989,10810000.41962
col,1990,7130000.11444
col,1991,6719999.79019
col,1992,9159999.84741
col,1993,5880000.11444
col,1994,4380000.11444
col,1995,3029999.97139
col,1996,3269999.98093
col,1997,-1169999.95708
col,1998,7070000.17166
col,1999,5699999.80927
col,2000,2380000.11444
col,2001,4760000.22888
col,2002,6119999.88556
col,2003,5719999.79019
col,2004,9159999.84741
col,2005,9109999.65668
col,2006,10630000.11444
col,2007,20079999.92371
col,2008,14350000.38147
col,2009,25280000.68665
col,2010,22629999.16077
col,2011,33000000
col,2012,33090000.15259
col,2013,28889999.38965
col,2014,34689998.62671
col,2015,38439998.62671
col,2016,35490001.67847
col,2017,45040000.91553
col,2018,35310001.37329
col,2019,45840000.15259
com,1978,39999.99911
com,1980,19999.99955
com,1981,209999.99344
com,1982,529999.97139
com,1983,759999.99046
com,1984,250000
com,1985,310000.00238
com,1986,50000.00075
com,1988,50000.00075
com,1989,50000.00075
com,1990,29999.99933
com,1991,90000.00358
com,1992,140000.0006
com,1993,90000.00358
com,1994,70000.0003
com,1995,70000.0003
com,1999,19999.99955
com,2002,9999.99978
com,2003,9999.99978
com,2004,159999.99642
com,2005,680000.00715
com,2006,200000.00298
com,2007,469999.99881
com,2008,230000.00417
com,2009,289999.99166
com,2010,239999.99464
com,2011,670000.01669
com,2017,159999.99642
com,2018,189999.99762
com,2019,270000.01073
cpv,1977,870000.00477
cpv,1978,569999.99285
cpv,1979,19999.99955
cpv,1980,19999.99955
cpv,1981,19999.99955
cpv,1982,310000.00238
cpv,1983,200000.00298
cpv,1984,509999.99046
cpv,1985,419999.98689
cpv,1986,219999.99881
cpv,1987,349999.99404
cpv,1988,29999.99933
cpv,1989,469999.99881
cpv,1990,449999.98808
cpv,1991,230000.00417
cpv,1992,300000.01192
cpv,1993,289999.99166
cpv,1994,430000.00715
cpv,1995,419999.98689
cpv,1996,400000.00596
cpv,1997,109999.9994
cpv,1998,209999.99344
cpv,1999,239999.99464
cpv,2000,79999.99821
cpv,2001,209999.99344
cpv,2002,250000
cpv,2003,270000.01073
cpv,2004,300000.01192
cpv,2005,1289999.96185
cpv,2006,370000.00477
cpv,2007,750000
cpv,2008,280000.00119
cpv,2009,680000.00715
cpv,2010,150000.00596
cpv,2011,109999.9994
cpv,2012,9999.99978
cpv,2013,1929999.94755
cpv,2014,70000.0003
cpv,2016,19999.99955
cpv,2017,170000.00179
cpv,2018,189999.99762
cpv,2019,259999.99046
cri,1973,39999.99911
cri,1974,119999.99732
cri,1975,140000.0006
cri,1976,70000.0003
cri,1977,119999.99732
cri,1978,209999.99344
cri,1980,119999.99732
cri,1981,500000
cri,1982,1059999.94278
cri,1983,7230000.01907
cri,1984,5300000.19073
cri,1985,5260000.22888
cri,1986,7400000.09537
cri,1987,15539999.96185
cri,1988,13130000.11444
cri,1989,6369999.88556
cri,1990,13380000.11444
cri,1991,3910000.08583
cri,1992,4250000
cri,1993,6000000
cri,1994,3190000.05722
cri,1995,1940000.05722
cri,1996,2329999.92371
cri,1997,2000000
cri,1998,3299999.95232
cri,1999,4019999.98093
cri,2000,11189999.58038
cri,2001,1629999.99523
cri,2002,3680000.06676
cri,2003,2950000.04768
cri,2004,2890000.1049
cri,2005,2980000.01907
cri,2006,2750000
cri,2007,3849999.90463
cri,2008,2859999.8951
cri,2009,2069999.93324
cri,2010,699999.98808
cri,2011,2109999.8951
cri,2012,1870000.00477
cri,2013,1490000.00954
cri,2014,680000.00715
cri,2015,610000.01431
cri,2016,170000.00179
cri,2017,680000.00715
cri,2018,1090000.03338
cri,2019,379999.99523
cub,1973,419999.98689
cub,1974,310000.00238
cub,1975,400000.00596
cub,1976,6230000.01907
cub,1977,4619999.88556
cub,1978,1860000.01431
cub,1979,70000.0003
cub,1982,-170000.00179
cub,1983,-70000.0003
cub,1984,70000.0003
cub,1985,50000.00075
cub,1986,109999.9994
cub,1987,129999.99523
cub,1988,200000.00298
cub,1989,180000.00715
cub,1990,230000.00417
cub,1991,140000.0006
cub,1992,109999.9994
cub,1993,239999.99464
cub,1994,209999.99344
cub,1995,860000.01431
cub,1996,1629999.99523
cub,1997,4139999.86649
cub,1998,8880000.11444
cub,1999,2450000.04768
cub,2000,2619999.88556
cub,2001,2599999.90463
cub,2002,5429999.82834
cub,2003,7579999.92371
cub,2004,8170000.07629
cub,2005,7960000.03815
cub,2006,7610000.13351
cub,2007,8390000.34332
cub,2008,8260000.22888
cub,2009,7670000.07629
cub,2010,5739999.77112
cub,2011,5260000.22888
cub,2012,4039999.96185
cub,2013,3730000.01907
cub,2014,4570000.17166
cub,2015,1759999.99046
cub,2016,1980000.01907
cub,2017,9680000.30518
cub,2018,2200000.04768
cub,2019,3079999.92371
cym,1978,9999.99978
cym,1979,9999.99978
cym,1980,9999.99978
cym,1981,70000.0003
cym,1982,79999.99821
cym,1983,79999.99821
cym,1986,29999.99933
cym,1987,29999.99933
cym,1988,29999.99933
cym,1997,19999.99955
cym,1998,9999.99978
cym,1999,9999.99978
cym,2000,19999.99955
cym,2001,19999.99955
cym,2002,9999.99978
cym,2003,19999.99955
cym,2004,9999.99978
cyp,1964,19999.99955
cyp,1965,19999.99955
cyp,1966,19999.99955
cyp,1967,19999.99955
cyp,1968,9999.99978
cyp,1969,9999.99978
cyp,1970,9999.99978
cyp,1983,70000.0003
cyp,1984,170000.00179
cyp,1986,29999.99933
cyp,1987,39999.99911
cyp,1988,39999.99911
cyp,1989,9999.99978
cyp,1997,50000.00075
cyp,1998,29999.99933
cyp,1999,29999.99933
cyp,2001,70000.0003
cyp,2002,29999.99933
cyp,2004,29999.99933
cze,1991,1600000.02384
cze,1992,2099999.90463
cze,1993,1809999.94278
cze,1994,1440000.05722
cze,1995,899999.97616
cze,1996,1259999.99046
cze,1997,1529999.97139
cze,1998,1070000.05245
cze,1999,680000.00715
cze,2000,800000.01192
cze,2001,330000.01311
cze,2002,330000.01311
cze,2003,730000.01907
cze,2004,490000.00954
dji,1979,19999.99955
dji,1980,19999.99955
dji,1981,310000.00238
dji,1982,19999.99955
dji,1983,180000.00715
dji,1984,370000.00477
dji,1985,90000.00358
dji,1986,50000.00075
dji,1987,90000.00358
dji,1988,90000.00358
dji,1989,379999.99523
dji,1990,39999.99911
dji,1991,170000.00179
dji,1992,409999.99642
dji,1993,219999.99881
dji,1994,129999.99523
dji,1995,140000.0006
dji,1996,150000.00596
dji,1997,100000.00149
dji,1998,79999.99821
dji,1999,239999.99464
dji,2000,100000.00149
dji,2001,119999.99732
dji,2002,100000.00149
dji,2003,360000.01431
dji,2004,379999.99523
dji,2005,1149999.97616
dji,2006,1029999.97139
dji,2007,750000
dji,2008,270000.01073
dji,2009,389999.98569
dji,2010,150000.00596
dji,2011,2859999.8951
dji,2012,2519999.98093
dji,2013,15359999.65668
dji,2014,1559999.94278
dji,2015,779999.97139
dji,2016,850000.02384
dji,2017,1440000.05722
dji,2018,1240000.00954
dji,2019,1179999.94755
dma,1974,500000
dma,1975,439999.99762
dma,1976,270000.01073
dma,1977,990000.00954
dma,1978,1059999.94278
dma,1979,870000.00477
dma,1980,879999.99523
dma,1981,1620000.00477
dma,1982,2319999.93324
dma,1983,1190000.05722
dma,1984,6269999.98093
dma,1985,6190000.05722
dma,1986,2299999.95232
dma,1987,2099999.90463
dma,1988,4869999.88556
dma,1989,4860000.13351
dma,1990,2789999.96185
dma,1991,1590000.03338
dma,1992,670000.01669
dma,1993,980000.01907
dma,1994,1519999.98093
dma,1995,829999.98331
dma,1996,829999.98331
dma,1997,879999.99523
dma,1998,769999.98093
dma,1999,629999.99523
dma,2000,360000.01431
dma,2001,310000.00238
dma,2002,550000.01192
dma,2003,460000.00834
dma,2004,230000.00417
dma,2005,1850000.02384
dma,2006,219999.99881
dma,2007,3730000.01907
dma,2008,419999.98689
dma,2009,2440000.05722
dma,2010,90000.00358
dma,2011,100000.00149
dma,2012,9999.99978
dma,2013,9999.99978
dma,2014,90000.00358
dma,2015,239999.99464
dma,2017,910000.02623
dma,2018,4449999.80927
dma,2019,1179999.94755
dom,1973,140000.0006
dom,1974,2990000.00954
dom,1975,1950000.04768
dom,1976,2230000.01907
dom,1977,109999.9994
dom,1978,50000.00075
dom,1980,409999.99642
dom,1981,3480000.01907
dom,1982,1320000.05245
dom,1983,1480000.01907
dom,1984,2589999.91417
dom,1985,2279999.97139
dom,1986,460000.00834
dom,1987,479999.98927
dom,1988,400000.00596
dom,1989,750000
dom,1990,639999.98569
dom,1991,109999.9994
dom,1992,289999.99166
dom,1993,1039999.96185
dom,1994,289999.99166
dom,1995,209999.99344
dom,1996,280000.00119
dom,1997,1090000.03338
dom,1998,189999.99762
dom,1999,1240000.00954
dom,2000,189999.99762
dom,2001,819999.99285
dom,2002,949999.98808
dom,2003,1299999.95232
dom,2004,2829999.92371
dom,2005,2500000
dom,2006,1649999.97616
dom,2007,2910000.08583
dom,2008,1639999.98569
dom,2009,2630000.11444
dom,2010,1340000.03338
dom,2011,720000.02861
dom,2012,1769999.98093
dom,2013,810000.00238
dom,2014,500000
dom,2015,540000.02146
dom,2016,720000.02861
dom,2017,730000.01907
dom,2018,889999.98569
dom,2019,280000.00119
dza,1966,39999.99911
dza,1967,1230000.01907
dza,1968,3059999.94278
dza,1969,519999.98093
dza,1970,6929999.82834
dza,1971,4150000.09537
dza,1972,4829999.92371
dza,1973,4070000.17166
dza,1974,9789999.96185
dza,1975,4329999.92371
dza,1976,12840000.15259
dza,1977,3660000.08583
dza,1978,1129999.99523
dza,1979,759999.99046
dza,1980,200000.00298
dza,1981,1129999.99523
dza,1982,3039999.96185
dza,1983,18930000.30518
dza,1984,5250000
dza,1985,4780000.20981
dza,1986,1740000.00954
dza,1987,1759999.99046
dza,1988,1440000.05722
dza,1989,3390000.1049
dza,1990,1090000.03338
dza,1991,5809999.94278
dza,1992,1250000
dza,1993,3200000.04768
dza,1994,879999.99523
dza,1995,1039999.96185
dza,1996,1230000.01907
dza,1997,1330000.04292
dza,1998,589999.97377
dza,1999,2029999.97139
dza,2000,1639999.98569
dza,2001,-209999.99344
dza,2002,340000.00358
dza,2003,1909999.96662
dza,2004,1090000.03338
dza,2005,1899999.97616
dza,2006,-3470000.02861
dza,2007,860000.01431
dza,2008,2849999.90463
dza,2009,2839999.91417
dza,2010,-500000
dza,2011,-150000.00596
dza,2012,-829999.98331
dza,2013,-579999.98331
dza,2014,-1519999.98093
dza,2015,-1340000.03338
dza,2016,-1190000.05722
dza,2017,-769999.98093
dza,2018,-879999.99523
dza,2019,-740000.00954
ecu,1968,540000.02146
ecu,1969,460000.00834
ecu,1970,100000.00149
ecu,1971,959999.97854
ecu,1972,970000.02861
ecu,1973,1070000.05245
ecu,1974,1620000.00477
ecu,1975,3759999.99046
ecu,1976,2039999.96185
ecu,1977,490000.00954
ecu,1978,100000.00149
ecu,1979,610000.01431
ecu,1980,9999.99978
ecu,1981,340000.00358
ecu,1982,1129999.99523
ecu,1983,1340000.03338
ecu,1984,1240000.00954
ecu,1985,1200000.04768
ecu,1986,509999.99046
ecu,1987,819999.99285
ecu,1988,600000.02384
ecu,1989,920000.01669
ecu,1990,4309999.94278
ecu,1991,4690000.05722
ecu,1992,6179999.82834
ecu,1993,5429999.82834
ecu,1994,6989999.77112
ecu,1995,4269999.98093
ecu,1996,1799999.95232
ecu,1997,2960000.03815
ecu,1998,3089999.91417
ecu,1999,6719999.79019
ecu,2000,5090000.15259
ecu,2001,6150000.09537
ecu,2002,9159999.84741
ecu,2003,5369999.88556
ecu,2004,7760000.22888
ecu,2005,4480000.01907
ecu,2006,2200000.04768
ecu,2007,3490000.00954
ecu,2008,4480000.01907
ecu,2009,3240000.00954
ecu,2010,1429999.94755
ecu,2011,1179999.94755
ecu,2012,1379999.99523
ecu,2013,340000.00358
ecu,2014,119999.99732
ecu,2015,430000.00715
ecu,2016,2549999.95232
ecu,2017,1139999.98569
ecu,2018,1000000
ecu,2019,2109999.8951
egy,1966,3059999.94278
egy,1967,239999.99464
egy,1976,9890000.34332
egy,1977,3799999.95232
egy,1978,2289999.96185
egy,1979,10939999.58038
egy,1980,31129999.16077
egy,1981,9739999.77112
egy,1982,33759998.32153
egy,1983,6150000.09537
egy,1984,10970000.26703
egy,1985,8439999.58038
egy,1986,5360000.13351
egy,1987,20540000.91553
egy,1988,32360000.61035
egy,1989,21209999.08447
egy,1990,32000000
egy,1991,35819999.69482
egy,1992,34919998.16895
egy,1993,30540000.91553
egy,1994,26870000.83923
egy,1995,63189998.62671
egy,1996,114029998.7793
egy,1997,17049999.23706
egy,1998,14729999.54224
egy,1999,13609999.65668
egy,2000,9170000.07629
egy,2001,9579999.92371
egy,2002,9989999.77112
egy,2003,11460000.03815
egy,2004,10590000.15259
egy,2005,15670000.07629
egy,2006,15850000.38147
egy,2007,17649999.61853
egy,2008,14449999.80927
egy,2009,16959999.08447
egy,2010,8890000.34332
egy,2011,15170000.07629
egy,2012,6820000.17166
egy,2013,8100000.38147
egy,2014,7789999.96185
egy,2015,13989999.77112
egy,2016,6840000.15259
egy,2017,4059999.94278
egy,2018,1090000.03338
egy,2019,2259999.99046
eri,1993,839999.97377
eri,1994,4460000.03815
eri,1995,1149999.97616
eri,1996,3589999.91417
eri,1997,1379999.99523
eri,1998,800000.01192
eri,1999,949999.98808
eri,2000,1779999.97139
eri,2001,1389999.98569
eri,2002,1100000.02384
eri,2003,2589999.91417
eri,2004,5150000.09537
eri,2005,4239999.77112
eri,2006,839999.97377
eri,2007,1399999.97616
eri,2008,50000.00075
eri,2009,560000.00238
eri,2010,9999.99978
eri,2011,750000
eri,2012,2170000.07629
eri,2013,39999.99911
eri,2014,939999.99762
eri,2015,1179999.94755
eri,2016,1059999.94278
eri,2017,819999.99285
eri,2019,19999.99955
est,1993,1120000.00477
est,1994,1120000.00477
est,1995,1539999.96185
est,1996,1149999.97616
est,1997,310000.00238
est,1998,790000.02146
est,1999,360000.01431
est,2000,709999.97854
est,2001,239999.99464
est,2002,270000.01073
est,2003,699999.98808
est,2004,400000.00596
eth,1967,9999.99978
eth,1968,70000.0003
eth,1969,39999.99911
eth,1970,59999.99866
eth,1971,100000.00149
eth,1972,239999.99464
eth,1973,620000.00477
eth,1974,5929999.82834
eth,1975,2619999.88556
eth,1976,330000.01311
eth,1977,430000.00715
eth,1978,639999.98569
eth,1979,1169999.95708
eth,1980,2450000.04768
eth,1981,8029999.73297
eth,1982,8210000.03815
eth,1983,16700000.76294
eth,1984,20819999.69482
eth,1985,34729999.54224
eth,1986,19129999.16077
eth,1987,25909999.84741
eth,1988,25729999.54224
eth,1989,18860000.61035
eth,1990,28250000
eth,1991,31979999.54224
eth,1992,21090000.15259
eth,1993,19600000.38147
eth,1994,15010000.22888
eth,1995,4550000.19073
eth,1996,13800000.19073
eth,1997,13380000.11444
eth,1998,10850000.38147
eth,1999,14810000.41962
eth,2000,10939999.58038
eth,2001,12380000.11444
eth,2002,6880000.11444
eth,2003,38020000.45776
eth,2004,59479999.54224
eth,2005,64930000.30518
eth,2006,62479999.54224
eth,2007,90519996.64307
eth,2008,152550003.05176
eth,2009,87180000.30518
eth,2010,140380004.88281
eth,2011,118639999.38965
eth,2012,123370002.74658
eth,2013,131839996.33789
eth,2014,108120002.74658
eth,2015,103239997.86377
eth,2016,90669998.16895
eth,2017,89319999.69482
eth,2018,90559997.55859
eth,2019,79459999.08447
fji,1962,9999.99978
fji,1966,9999.99978
fji,1973,29999.99933
fji,1974,39999.99911
fji,1975,29999.99933
fji,1981,100000.00149
fji,1982,140000.0006
fji,1983,469999.99881
fji,1984,150000.00596
fji,1985,430000.00715
fji,1986,289999.99166
fji,1987,219999.99881
fji,1988,150000.00596
fji,1989,140000.0006
fji,1990,70000.0003
fji,1991,19999.99955
fji,1992,79999.99821
fji,1993,39999.99911
fji,1994,9999.99978
fji,2001,9999.99978
fji,2002,39999.99911
fji,2003,330000.01311
fji,2004,259999.99046
fji,2005,340000.00358
fji,2006,100000.00149
fji,2007,500000
fji,2008,469999.99881
fji,2009,129999.99523
fji,2010,79999.99821
fji,2013,180000.00715
fji,2014,19999.99955
fji,2016,569999.99285
fji,2017,9999.99978
fji,2018,1429999.94755
fji,2019,370000.00477
fsm,2005,200000.00298
fsm,2007,310000.00238
fsm,2008,19999.99955
fsm,2009,9999.99978
fsm,2010,9999.99978
fsm,2013,39999.99911
fsm,2016,159999.99642
fsm,2017,19999.99955
fsm,2019,70000.0003
gab,1966,29999.99933
gab,1967,39999.99911
gab,1968,50000.00075
gab,1969,59999.99866
gab,1970,150000.00596
gab,1971,219999.99881
gab,1972,370000.00477
gab,1973,439999.99762
gab,1974,740000.00954
gab,1975,1139999.98569
gab,1976,1019999.98093
gab,1977,1000000
gab,1978,500000
gab,1979,349999.99404
gab,1980,140000.0006
gab,1981,280000.00119
gab,1982,750000
gab,1983,579999.98331
gab,1984,1070000.05245
gab,1985,1679999.94755
gab,1986,3390000.1049
gab,1987,2650000.09537
gab,1988,3700000.04768
gab,1989,5030000.20981
gab,1990,7269999.98093
gab,1991,7869999.88556
gab,1992,2559999.94278
gab,1993,3309999.94278
gab,1994,1940000.05722
gab,1995,769999.98093
gab,1996,3619999.88556
gab,1997,3849999.90463
gab,1998,1690000.05722
gab,1999,1269999.98093
gab,2000,1279999.97139
gab,2001,879999.99523
gab,2002,920000.01669
gab,2003,1230000.01907
gab,2004,1740000.00954
gab,2005,2549999.95232
gab,2006,1340000.03338
gab,2007,1659999.96662
gab,2008,649999.97616
gab,2009,980000.01907
gab,2010,70000.0003
gab,2011,1580000.04292
gab,2012,50000.00075
gab,2013,70000.0003
gab,2014,159999.99642
gab,2015,109999.9994
gab,2016,50000.00075
gab,2017,289999.99166
gab,2018,259999.99046
gab,2019,430000.00715
geo,1992,419999.98689
geo,1993,779999.97139
geo,1994,1460000.03815
geo,1995,19999.99955
geo,1997,39999.99911
geo,1998,150000.00596
geo,1999,519999.98093
geo,2000,310000.00238
geo,2001,550000.01192
geo,2002,699999.98808
geo,2003,2950000.04768
geo,2004,2480000.01907
geo,2005,3519999.98093
geo,2006,810000.00238
geo,2007,4159999.84741
geo,2008,3750000
geo,2009,769999.98093
geo,2010,29999.99933
geo,2011,59999.99866
geo,2012,9999.99978
geo,2013,140000.0006
geo,2014,109999.9994
geo,2015,349999.99404
geo,2016,70000.0003
geo,2017,9999.99978
geo,2018,0
geo,2019,50000.00075
gha,1960,119999.99732
gha,1961,259999.99046
gha,1962,479999.98927
gha,1963,79999.99821
gha,1964,1379999.99523
gha,1965,1549999.95232
gha,1966,3920000.07629
gha,1967,3829999.92371
gha,1968,4059999.94278
gha,1969,4070000.17166
gha,1970,6090000.15259
gha,1971,7679999.82834
gha,1972,11630000.11444
gha,1973,6710000.03815
gha,1974,11779999.73297
gha,1975,18420000.07629
gha,1976,12210000.03815
gha,1977,13470000.26703
gha,1978,15560000.41962
gha,1979,15449999.80927
gha,1980,13859999.65668
gha,1981,7920000.07629
gha,1982,8359999.65668
gha,1983,5940000.05722
gha,1984,36659999.84741
gha,1985,17500000
gha,1986,16450000.76294
gha,1987,18299999.23706
gha,1988,20920000.07629
gha,1989,39779998.7793
gha,1990,28440000.53406
gha,1991,39900001.52588
gha,1992,38680000.30518
gha,1993,29209999.08447
gha,1994,16709999.08447
gha,1995,22680000.30518
gha,1996,20989999.77112
gha,1997,14069999.69482
gha,1998,17010000.22888
gha,1999,12770000.45776
gha,2000,16209999.08447
gha,2001,11229999.54224
gha,2002,12390000.34332
gha,2003,20639999.38965
gha,2004,48540000.91553
gha,2005,51729999.54224
gha,2006,53849998.47412
gha,2007,78569999.69482
gha,2008,74010002.13623
gha,2009,99800003.05176
gha,2010,114199996.94824
gha,2011,70720001.2207
gha,2012,100870002.74658
gha,2013,99720001.2207
gha,2014,78550003.05176
gha,2015,74720001.2207
gha,2016,46220001.2207
gha,2017,43340000.15259
gha,2018,69709999.08447
gha,2019,43369998.93188
gin,1964,9999.99978
gin,1965,79999.99821
gin,1966,490000.00954
gin,1967,289999.99166
gin,1968,19999.99955
gin,1969,19999.99955
gin,1970,39999.99911
gin,1971,39999.99911
gin,1972,9999.99978
gin,1973,9999.99978
gin,1974,479999.98927
gin,1975,39999.99911
gin,1976,730000.01907
gin,1977,100000.00149
gin,1978,189999.99762
gin,1979,29999.99933
gin,1980,29999.99933
gin,1981,50000.00075
gin,1982,589999.97377
gin,1983,579999.98331
gin,1984,9829999.92371
gin,1985,11180000.30518
gin,1986,2789999.96185
gin,1987,4780000.20981
gin,1988,6570000.17166
gin,1989,6690000.05722
gin,1990,3920000.07629
gin,1991,6469999.79019
gin,1992,9140000.34332
gin,1993,8569999.69482
gin,1994,6610000.13351
gin,1995,4269999.98093
gin,1996,9050000.19073
gin,1997,9800000.19073
gin,1998,10699999.80927
gin,1999,5579999.92371
gin,2000,6679999.82834
gin,2001,7699999.80927
gin,2002,4309999.94278
gin,2003,8859999.65668
gin,2004,7969999.79019
gin,2005,11529999.73297
gin,2006,7190000.05722
gin,2007,7059999.94278
gin,2008,6539999.96185
gin,2009,5219999.79019
gin,2010,2220000.02861
gin,2011,2549999.95232
gin,2012,1809999.94278
gin,2013,1179999.94755
gin,2014,12449999.80927
gin,2015,15500000
gin,2016,2960000.03815
gin,2017,2720000.02861
gin,2018,2740000.00954
gin,2019,1220000.02861
gmb,1962,19999.99955
gmb,1964,19999.99955
gmb,1965,19999.99955
gmb,1966,29999.99933
gmb,1967,29999.99933
gmb,1968,50000.00075
gmb,1969,50000.00075
gmb,1970,29999.99933
gmb,1977,1960000.03815
gmb,1978,1090000.03338
gmb,1979,19999.99955
gmb,1980,50000.00075
gmb,1981,170000.00179
gmb,1982,610000.01431
gmb,1983,1240000.00954
gmb,1984,639999.98569
gmb,1985,920000.01669
gmb,1986,180000.00715
gmb,1987,1190000.05722
gmb,1988,330000.01311
gmb,1989,730000.01907
gmb,1990,200000.00298
gmb,1991,159999.99642
gmb,1992,490000.00954
gmb,1993,349999.99404
gmb,1994,180000.00715
gmb,1995,409999.99642
gmb,1996,270000.01073
gmb,1997,230000.00417
gmb,1998,259999.99046
gmb,1999,540000.02146
gmb,2000,180000.00715
gmb,2001,270000.01073
gmb,2002,569999.99285
gmb,2003,709999.97854
gmb,2004,930000.00715
gmb,2005,2500000
gmb,2006,1169999.95708
gmb,2007,1539999.96185
gmb,2008,769999.98093
gmb,2009,1230000.01907
gmb,2010,460000.00834
gmb,2011,2960000.03815
gmb,2012,460000.00834
gmb,2013,1230000.01907
gmb,2014,209999.99344
gmb,2015,39999.99911
gmb,2016,39999.99911
gmb,2017,50000.00075
gmb,2018,100000.00149
gmb,2019,239999.99464
gnb,1978,19999.99955
gnb,1979,39999.99911
gnb,1980,70000.0003
gnb,1981,59999.99866
gnb,1982,140000.0006
gnb,1983,310000.00238
gnb,1984,310000.00238
gnb,1985,600000.02384
gnb,1986,100000.00149
gnb,1987,330000.01311
gnb,1988,300000.01192
gnb,1989,389999.98569
gnb,1990,129999.99523
gnb,1991,389999.98569
gnb,1992,620000.00477
gnb,1993,209999.99344
gnb,1994,479999.98927
gnb,1995,529999.97139
gnb,1996,389999.98569
gnb,1997,170000.00179
gnb,1998,349999.99404
gnb,1999,330000.01311
gnb,2000,159999.99642
gnb,2001,129999.99523
gnb,2002,319999.99285
gnb,2003,310000.00238
gnb,2004,720000.02861
gnb,2005,1960000.03815
gnb,2006,670000.01669
