geo,time,sl_tlf_part_fe_zs
pak,2007,43.1
pak,2008,41.15
pak,2009,42.19
pak,2010,38.12
pak,2011,39.96
pak,2013,43.6
pak,2014,33.84
pak,2015,37.02
pak,2016,37.72
pak,2018,38.42
pak,2019,48.62
pan,1997,37.31
pan,2003,29.23
pan,2008,28.54
pan,2009,30.78
pan,2010,28
pan,2011,24.77
pan,2012,27.45
pan,2013,28.9
pan,2014,27.67
pan,2015,26.97
pan,2016,29.93
pan,2017,30.72
pan,2018,32.45
pan,2019,33.74
pan,2021,37.97
per,2002,40.07
per,2003,43.66
per,2004,42.29
per,2005,43.44
per,2006,43.27
per,2007,44.04
per,2008,44.49
per,2009,45.15
per,2010,45.88
per,2011,45.84
per,2012,45.06
per,2013,45
per,2014,44.77
per,2015,43.38
per,2016,45.15
per,2017,44.12
per,2018,44.34
per,2019,42.94
per,2020,55.19
phl,2006,33.49
phl,2007,32.46
phl,2008,31.2
phl,2009,32.86
phl,2010,30.85
phl,2011,32.07
phl,2012,32.96
phl,2013,30.69
phl,2014,32.93
phl,2015,32.24
phl,2016,29.55
phl,2017,29.98
phl,2018,28.16
phl,2019,27.89
phl,2020,38.65
plw,2000,12.65
plw,2014,0
pol,1997,19.74
pol,1998,23.53
pol,1999,29.34
pol,2000,28.34
pol,2001,31.7
pol,2002,29.46
pol,2003,30.21
pol,2004,30.6
pol,2005,30.06
pol,2006,29.42
pol,2007,29.38
pol,2008,29.34
pol,2009,30.24
pol,2010,30.29
pol,2011,30.69
pol,2012,30.44
pol,2013,31.46
pol,2014,30.34
pol,2015,29.44
pol,2016,29.05
pol,2017,29.96
pol,2018,32.37
pol,2019,32.37
pol,2020,35.86
pri,2015,28.94
prt,1986,27.09
prt,1987,23.29
prt,1988,24.11
prt,1989,25.14
prt,1990,22.75
prt,1991,26.54
prt,1992,31.07
prt,1993,26.51
prt,1994,27.09
prt,1995,25.71
prt,1996,30.04
prt,1997,33.5
prt,1998,32.35
prt,1999,28.05
prt,2000,32.56
prt,2001,31.99
prt,2002,34.25
prt,2003,37.5
prt,2004,28.7
prt,2005,31.88
prt,2006,31.6
prt,2007,34.05
prt,2008,34.61
prt,2009,32.07
prt,2010,30.61
prt,2011,33.01
prt,2012,33.32
prt,2013,31.7
prt,2014,32.06
prt,2015,30.62
prt,2016,33.74
prt,2017,33.9
prt,2018,32.46
prt,2019,32.81
prt,2020,38.87
pry,1998,41.91
pry,1999,37.1
pry,2001,44.55
pry,2009,40.82
pry,2010,40.38
pry,2011,35.46
pry,2012,40.8
pry,2013,35.14
pry,2014,35.72
pry,2015,35.71
pse,2000,42
pse,2001,34.24
pse,2002,39
pse,2003,47.83
pse,2004,45.5
pse,2005,48.83
pse,2006,51.82
pse,2007,58.74
pse,2008,39.63
pse,2009,36.99
pse,2010,36.97
pse,2011,39.32
pse,2012,52.45
pse,2013,40.32
pse,2014,43.77
pse,2015,55.21
pse,2016,52.5
pse,2017,46.44
pse,2018,48.16
pse,2019,45.72
pse,2020,53.41
qat,2009,3.16
qat,2013,1.65
qat,2015,0.26
qat,2017,0.2
qat,2018,0.18
qat,2020,3.38
rou,1997,27.34
rou,1998,29.55
rou,1999,29.86
rou,2000,27.94
rou,2001,28.21
rou,2002,22.29
rou,2003,21.45
rou,2004,18.56
rou,2005,20.51
rou,2006,19.48
rou,2007,19.99
rou,2008,20.89
rou,2009,20.88
rou,2010,21.13
rou,2011,20.65
rou,2012,20.76
rou,2013,20.09
rou,2014,19.68
rou,2015,19.58
rou,2016,16.89
rou,2017,16.71
rou,2018,16.52
rou,2019,15.89
rou,2020,19.83
rus,2009,13.39
rus,2010,12.21
rus,2011,11.47
rus,2012,10.97
rus,2014,11.35
rus,2015,11.91
rus,2016,11.74
rwa,2014,70.65
rwa,2017,62.01
rwa,2018,62.48
rwa,2019,63.3
rwa,2020,63.75
sau,2011,15.86
sau,2012,12.92
sau,2014,13.62
sau,2015,14.92
sau,2020,30.7
sen,2016,75.62
sen,2017,73.81
sen,2019,75.32
sgp,2013,14.23
sgp,2014,14.43
sgp,2018,15.1
sgp,2019,15.17
sgp,2020,14.11
slb,2013,21.69
sle,2014,29.87
sle,2018,28.42
slv,2009,28.57
slv,2010,28.11
slv,2011,27.17
slv,2012,28.77
slv,2013,29.43
slv,2014,27.48
slv,2015,25.52
slv,2016,26.8
slv,2017,26.77
slv,2018,27.26
slv,2019,25.71
slv,2020,24.82
som,2019,4
srb,2008,6.76
srb,2009,13.85
srb,2010,14.07
srb,2011,13.33
srb,2012,14.18
srb,2013,17.02
srb,2014,33.28
srb,2015,25.3
srb,2016,25.16
srb,2017,25.14
srb,2018,23.21
srb,2019,23.24
srb,2020,25.24
sur,2015,21.19
sur,2016,44.83
svk,1998,19.05
svk,1999,16.04
svk,2000,20.15
svk,2001,24.2
svk,2002,21.15
svk,2003,8.13
svk,2004,9.56
svk,2005,11.86
svk,2006,22.53
svk,2007,21.39
svk,2008,22.26
svk,2009,26.25
svk,2010,24.4
svk,2011,24.35
svk,2012,24.89
svk,2013,24.66
svk,2014,29.06
svk,2015,29.11
svk,2016,28.74
svk,2017,31.15
svk,2018,28.22
svk,2019,27.05
svk,2020,34.21
svn,1996,16.61
svn,1997,24.71
svn,1998,28.39
svn,1999,22.12
svn,2000,22.73
svn,2001,26.96
svn,2002,24.19
svn,2003,24.27
svn,2004,31.79
svn,2005,29.64
svn,2006,32.85
svn,2007,31.52
svn,2008,33.28
svn,2009,34.77
svn,2010,35.88
svn,2011,33.5
svn,2012,34.76
svn,2013,33.65
svn,2014,34.48
svn,2015,34.14
svn,2016,34.75
svn,2017,37.99
svn,2018,36.17
svn,2019,35.19
svn,2020,37.23
swe,1995,67.91
swe,1996,66.81
swe,1997,57.54
swe,1998,65.9
swe,1999,54.32
swe,2000,54.28
swe,2001,65.28
swe,2002,63.03
swe,2003,66.72
swe,2004,63.88
swe,2005,59.01
swe,2006,59.2
swe,2007,58.27
swe,2008,57.43
swe,2009,58.63
swe,2010,56.5
swe,2011,56
swe,2012,56.39
swe,2013,56.09
swe,2014,56.06
swe,2015,56.55
swe,2016,54.6
swe,2017,54.85
swe,2018,54.23
swe,2019,55.69
swe,2020,56.98
swz,2016,21.64
syc,2015,16.82
syc,2017,35.93
syc,2019,10.1
syc,2020,10.73
tha,2009,18.82
tha,2010,18.53
tha,2011,15.31
tha,2012,14.83
tha,2013,17.63
tha,2014,16.7
tha,2015,18.58
tha,2016,17.63
tha,2017,17.09
tha,2018,17.36
tha,2019,17.6
tha,2020,22.36
tjk,2003,28.29
tjk,2007,28.62
tjk,2009,37.5
tls,2010,19.38
tls,2013,38.76
tls,2016,58.6
ton,2018,32.42
tto,2010,9.19
tto,2011,8.52
tto,2012,6.44
tto,2013,5.39
tto,2014,7.33
tto,2015,6.74
tto,2016,7
tun,2010,18.57
tur,2000,35.52
tur,2001,27.22
tur,2002,28.16
tur,2003,26.44
tur,2004,27.32
tur,2005,23.76
tur,2006,27.42
tur,2007,31.49
tur,2008,29.64
tur,2009,33.35
tur,2010,36.5
tur,2011,36.99
tur,2012,32.56
tur,2013,35.43
tur,2014,34.42
tur,2015,32.91
tur,2016,31.63
tur,2017,32.4
tur,2018,33.4
tur,2019,32.56
tur,2020,41.24
tuv,2016,40.64
tza,2001,43.73
tza,2006,40.1
tza,2013,6.2
tza,2014,45.36
uga,2012,57.86
uga,2013,69.06
uga,2017,46.92
ukr,2009,24.21
ukr,2010,22.34
ukr,2011,23.7
ukr,2012,21.65
ukr,2013,23.46
ukr,2014,19.91
ukr,2015,18.76
ukr,2016,17.91
ukr,2017,19.59
usa,1994,38.82
usa,1995,38.27
usa,1996,38.15
usa,1997,36.95
usa,1998,38.5
usa,1999,35.79
usa,2000,34.35
usa,2001,35.37
usa,2002,35.07
usa,2003,35.31
usa,2004,35.57
usa,2005,34.91
usa,2006,34.51
usa,2007,34.21
usa,2008,34.18
usa,2009,37.87
usa,2010,35.96
usa,2011,35.79
usa,2012,34.98
usa,2013,34.09
usa,2014,34.65
usa,2015,35.02
usa,2016,33.44
usa,2017,33.59
usa,2018,32.09
usa,2019,31.37
usa,2020,34.18
usa,2021,31.28
ven,2009,18.14
ven,2010,17.23
ven,2011,20.71
ven,2012,20.96
vnm,2013,21.17
vnm,2014,23.03
vnm,2015,23.61
vnm,2016,22.41
vnm,2017,25.59
vnm,2018,21.18
vnm,2019,22.37
vnm,2020,23.13
vut,2019,23.81
wsm,2012,28.77
wsm,2017,12.62
yem,2010,2.14
zaf,2000,18.86
zaf,2001,17.99
zaf,2002,14.59
zaf,2003,16.08
zaf,2004,14.39
zaf,2005,15.62
zaf,2006,14.61
zaf,2007,13.41
zaf,2008,20.12
zaf,2009,21.27
zaf,2010,20.26
zaf,2011,18.4
zaf,2012,20.33
zaf,2013,20.49
zaf,2014,19.3
zaf,2015,19.99
zaf,2016,20.3
zaf,2017,20.7
zaf,2018,20.86
zaf,2019,20.01
zaf,2020,25.83
zmb,2018,37.42
zmb,2019,40.71
zwe,2011,52.45
zwe,2014,70.12
zwe,2019,48.36
