geo,time,se_xpd_ctot_zs
sle,2012,99.06313
sle,2013,99.45699
sle,2014,99.48188
slv,2000,93.33001
slv,2002,87.53982
slv,2003,90.08876
slv,2005,94.16039
slv,2006,87.5766
slv,2008,89.51905
slv,2011,89.75421
slv,2012,91.35799
slv,2015,93.7761
slv,2016,92.97617
slv,2017,91.95348
slv,2018,93.30367
slv,2019,94.09031
smr,2010,100
smr,2011,100
smr,2017,99.80373
smr,2018,99.30976
smr,2019,99.46208
srb,2007,95.27933
srb,2008,95.9804
srb,2009,97.29426
srb,2010,97.51491
srb,2011,97.43307
srb,2012,97.46657
srb,2013,95.77863
srb,2014,98.12964
srb,2015,98.12964
srb,2016,96.8231
srb,2017,94.8957
srb,2018,96.80257
srb,2019,96.76856
ssd,2013,98.742
ssd,2014,83.46189
ssd,2015,100
ssd,2016,100
svk,1999,95.80138
svk,2000,95.2436
svk,2001,93.82678
svk,2002,94.07337
svk,2003,93.26984
svk,2004,94.58944
svk,2005,94.36423
svk,2006,94.19374
svk,2007,95.85981
svk,2008,95.28058
svk,2009,94.34749
svk,2010,87.81799
svk,2011,90.01277
svk,2012,92.381
svk,2013,92.82453
svk,2014,92.84659
svk,2015,84.96594
svk,2016,94.74056
svk,2017,94.51116
svk,2018,94.02046
svn,2003,90.37854
svn,2004,90.48822
svn,2005,90.0282
svn,2006,89.69721
svn,2007,91.73933
svn,2008,88.87183
svn,2009,90.05905
svn,2010,91.33601
svn,2011,91.4231
svn,2012,91.45632
svn,2013,87.99217
svn,2014,87.40136
svn,2015,91.82384
svn,2016,87.24593
svn,2017,93.12823
svn,2018,91.67291
swe,1998,100
swe,1999,100
swe,2000,100
swe,2001,100
swe,2003,94.63939
swe,2004,94.66203
swe,2005,93.36644
swe,2006,93.6938
swe,2007,93.6239
swe,2008,94.07666
swe,2009,93.97964
swe,2010,94.37927
swe,2011,94.21822
swe,2012,94.35058
swe,2013,94.93353
swe,2014,94.89145
swe,2015,94.91356
swe,2016,95.12353
swe,2017,95.81483
swe,2018,94.81725
swz,2014,95.50092
syc,2002,90.29191
syc,2003,91.12131
syc,2006,86.4974
syc,2011,89.9964
syc,2012,99.14276
syc,2013,81.98907
syc,2014,92.55956
syc,2016,94.77323
tca,1998,90.47619
tca,1999,72.75383
tca,2000,60.1307
tca,2001,68.21309
tca,2002,70.84938
tca,2005,83.19227
tca,2015,82.39507
tca,2018,81.16219
tcd,2010,68.6783
tcd,2011,79.19608
tcd,2012,78.09153
tgo,1998,80.793
tgo,2000,89.9753
tgo,2009,98.04258
tgo,2010,89.3911
tgo,2011,92.22166
tgo,2012,86.99109
tgo,2013,98.30508
tgo,2014,97.69502
tgo,2015,97.48254
tgo,2016,97.57878
tha,2010,96.72231
tha,2011,94.00016
tha,2012,95.08771
tha,2013,95.03531
tha,2014,94.32579
tjk,1999,90.03388
tjk,2015,86.01944
tkm,2012,66.30684
tls,2009,79.1511
tls,2010,90.28749
tls,2011,86.27377
tls,2012,94.98738
tls,2013,97.20216
tls,2014,95.96049
tun,1999,87.18381
tun,2000,85.51468
tun,2001,86.39204
tun,2002,88.39895
tun,2008,89.9899
tun,2009,88.02487
tun,2010,89.64923
tur,1999,80.34633
tur,2000,85.61155
tur,2001,86.17091
tur,2002,88.65526
tur,2003,85.43041
tur,2004,78.90946
tur,2006,89.44631
uga,2004,74.79847
uga,2009,84.35996
uga,2010,86.64265
uga,2011,79.21241
uga,2012,88.31385
uga,2013,90.51587
uga,2014,87.44498
ukr,1998,97.07493
ukr,2000,91.69268
ukr,2011,96.46806
ukr,2012,96.89512
ukr,2013,97.50615
ukr,2014,97.78267
ukr,2016,91.58942
ukr,2017,92.29521
ukr,2018,93.38917
ukr,2019,93.5005
ury,1999,93.04227
ury,2000,95.25489
ury,2002,92.42223
ury,2003,92.72201
ury,2004,87.79129
ury,2005,95.27754
ury,2006,94.25675
ury,2011,95.3728
ury,2015,95.96947
ury,2016,95.89368
ury,2017,96.81515
ury,2018,96.34746
ury,2019,92.96623
uzb,2018,100
uzb,2020,100
vct,2000,72.00825
vct,2002,92.75244
vct,2005,66.44753
vct,2007,100
vct,2009,100
vct,2010,100
ven,2006,92.13695
ven,2007,97.34033
ven,2009,97.10798
vgb,2001,84.655
vgb,2004,92.64252
vgb,2005,100
vgb,2007,92.93212
vnm,2009,75.45007
vnm,2010,74.69803
vnm,2011,76.88839
vnm,2012,79.70363
vnm,2013,78.10724
vut,1998,85.06547
vut,1999,79.10313
vut,2000,82.3819
vut,2001,52.77313
vut,2008,98.75805
vut,2009,98.31305
vut,2017,98.80638
vut,2019,99.68461
vut,2020,99.40876
yem,2008,74.25361
zaf,2003,97.87264
zaf,2005,87.18749
zaf,2006,96.50004
zaf,2007,96.52556
zaf,2008,96.88901
zaf,2009,96.21834
zaf,2014,96.66721
zaf,2016,94.65874
zaf,2017,95.04129
zaf,2018,95.05255
zaf,2019,95.81434
zaf,2020,96.02327
zmb,2000,97.31515
zmb,2004,98.20519
zmb,2015,83.49807
zmb,2016,92.15315
