geo,time,se_ter_enrl_tc_zs
geo,1991,9.53608
geo,1995,6.87724
geo,1996,6.36477
geo,1997,6.3934
geo,1999,5.04394
geo,2000,5.26776
geo,2001,5.08468
geo,2002,5.72786
geo,2003,5.45143
geo,2004,6.12369
geo,2005,5.92382
geo,2006,6.61727
geo,2007,8.84637
geo,2008,7.28939
geo,2009,7.74376
geo,2010,7.92621
geo,2012,6.38171
geo,2013,6.93395
geo,2014,6.76152
geo,2015,7.08954
geo,2016,7.30595
geo,2017,7.31784
geo,2018,8.32638
geo,2019,7.44479
gha,1971,6.01552
gha,1972,6.10665
gha,1974,7.84244
gha,1976,8.23119
gha,1991,8.9895
gha,1992,9.9783
gha,1993,11.28307
gha,1994,12.19305
gha,2012,29.49606
gha,2013,26.94957
gha,2014,29.61281
gha,2015,28.92712
gha,2016,27.26886
gha,2018,26.51922
gin,1981,14.17378
gin,1983,9.60087
gin,1985,5.53974
gin,1986,7.95032
gin,1987,7.7089
gin,1988,6.78465
gin,1989,7.75776
gin,1996,7.21682
gin,1998,8.71654
gin,2007,51.63464
gin,2009,17.13728
gin,2010,19.09827
gin,2011,17.91528
gin,2013,17.00124
gin,2014,18.70033
gmb,1995,10.26452
gmb,1999,13.75294
gmb,2004,11.41791
gmb,2012,23.15278
gnb,2006,147.56
gnq,1982,16.76471
gnq,1991,9.96552
gnq,2000,4.86893
grc,1971,24.62705
grc,1972,22.97945
grc,1973,19.78955
grc,1974,18.76202
grc,1975,19.40129
grc,1976,18.53399
grc,1977,18.40195
grc,1978,17.208
grc,1979,17.30904
grc,1980,14.80169
grc,1981,11.4889
grc,1982,11.02511
grc,1983,11.84633
grc,1984,12.30753
grc,1985,14.31248
grc,1986,15.31411
grc,1987,16.01684
grc,1988,14.82547
grc,1989,14.42639
grc,1990,14.45387
grc,1991,19.94897
grc,1992,18.33826
grc,1993,20.40834
grc,1994,17.28325
grc,1995,20.22087
grc,1996,21.27205
grc,1997,22.6163
grc,1998,21.79817
grc,1999,22.50415
grc,2000,22.43503
grc,2001,19.97181
grc,2002,25.08927
grc,2003,23.63479
grc,2004,23.32514
grc,2005,23.80571
grc,2006,22.62422
grc,2007,20.78964
grc,2013,36.87889
grc,2014,44.50621
grc,2016,39.68054
grc,2017,38.7509
grd,1979,6.65217
grd,1980,7.97403
grd,1982,13.04225
grd,1983,12.975
grd,1984,10.09434
grd,2015,4.26408
grd,2016,4.29631
grd,2017,1.16169
grd,2018,5.71252
gtm,1970,11.879
gtm,1972,15.71498
gtm,1973,18.36944
gtm,1974,14.81536
gtm,1975,16.21616
gtm,1976,13.40486
gtm,1977,12.91825
gtm,1978,12.05659
gtm,1981,9.27837
gtm,1983,11.76288
gtm,1984,14.96944
gtm,2002,27.70617
gum,1971,21.752
gum,1972,21.91429
gum,1987,27.43969
gum,1988,28.07692
gum,1989,28.07692
guy,1972,14.49412
guy,1973,13.19048
guy,1976,5.59216
guy,1979,5.25
guy,1981,5.57692
guy,1983,4.56347
guy,1984,3.95318
guy,1985,4.41731
guy,1986,4.41746
guy,1988,7.26916
guy,1990,10.36667
guy,1994,9.71891
guy,1995,9.69972
guy,1996,12.54902
guy,2004,22.73115
guy,2005,12.5917
guy,2006,14.39453
guy,2007,12.91938
guy,2008,8.95343
guy,2009,10.77761
guy,2010,10.55718
guy,2011,13.47343
guy,2012,13.10207
hkg,1971,15.21527
hkg,1972,13.36744
hkg,1973,12.10769
hkg,1974,13.47931
hkg,1975,13.5836
hkg,1976,14.61781
hkg,1977,14.19262
hkg,1979,11.28992
hkg,1980,11.73197
hkg,1982,12.8147
hkg,1983,12.61389
hkg,1984,11.97992
hkg,1992,14.2546
hkg,1993,14.75859
hkg,1994,14.97417
hnd,1974,16.13863
hnd,1975,14.57405
hnd,1976,17.49323
hnd,1977,17.78609
hnd,1978,15.59666
hnd,1980,15.62311
hnd,1981,17.13415
hnd,1982,16.32124
hnd,1983,15.19083
hnd,1985,13.75657
hnd,1987,12.2738
hnd,1988,13.0594
hnd,1989,13.22567
hnd,1990,12.57055
hnd,1994,13.26778
hnd,1998,14.2328
hnd,2000,16.33087
hnd,2003,17.13753
hnd,2004,17.13724
hnd,2008,28.07678
hnd,2010,19.76935
hnd,2012,19.35122
hnd,2013,21.40783
hnd,2014,19.93308
hnd,2015,19.97027
hnd,2016,21.47298
hnd,2017,24.64953
hnd,2018,21.45735
hrv,1981,11.95107
hrv,1986,10.99902
hrv,1990,11.25587
hrv,1991,10.90638
hrv,1992,10.86724
hrv,1993,11.86092
hrv,1994,12.81086
hrv,1995,13.33296
hrv,1996,13.65328
hrv,1997,14.20205
hrv,2007,10.70715
hrv,2008,10.34256
hrv,2009,9.27436
hrv,2010,9.53203
hrv,2011,9.4344
hrv,2012,9.47867
hrv,2013,9.69797
hrv,2014,9.85993
hrv,2015,10.05037
hrv,2016,9.76418
hti,1976,7.06127
hti,1977,7.39416
hti,1978,8.23237
hti,1979,8.49087
hti,1980,6.32496
hti,1981,6.76957
hti,1983,6.48715
hti,1986,9.61468
hun,1971,8.22551
hun,1972,8.36996
hun,1973,8.42986
hun,1974,8.71112
hun,1975,8.90986
hun,1976,8.86321
hun,1977,9.03523
hun,1978,8.63733
hun,1979,7.87554
hun,1980,7.60969
hun,1981,7.28337
hun,1982,7.40909
hun,1983,7.1775
hun,1984,6.91012
hun,1985,6.87425
hun,1986,6.68983
hun,1987,6.51876
hun,1988,6.47138
hun,1989,6.286
hun,1990,6.18102
hun,1991,5.91764
hun,1992,6.12685
hun,1993,6.62008
hun,1994,7.7288
hun,1996,10.75296
hun,1997,11.12913
hun,1998,12.91809
hun,1999,13.10308
hun,2000,14.45108
hun,2001,14.45149
hun,2002,14.80433
hun,2003,16.40697
hun,2004,17.08665
hun,2005,17.15705
hun,2006,17.75259
hun,2007,18.40078
hun,2008,17.50508
hun,2009,16.74861
hun,2010,15.81355
hun,2011,16.8272
hun,2012,15.68257
hun,2013,15.166
hun,2014,15.12788
hun,2015,14.62243
hun,2016,13.60645
idn,1970,12.39984
idn,1972,10.47002
idn,1973,7.88978
idn,1974,6.04833
idn,1976,6.34966
idn,1977,6.57076
idn,1978,6.57934
idn,1979,6.05643
idn,1980,9.13676
idn,1982,9.33416
idn,1983,8.27336
idn,1984,11.26268
idn,1985,12.96699
idn,1986,13.31427
idn,1987,12.83614
idn,1988,10.27792
idn,1989,11.03733
idn,1990,11.45092
idn,1991,12.36353
idn,1992,13.1417
idn,1993,13.33204
idn,1994,14.09228
idn,1995,14.8053
idn,1996,14.60712
idn,1997,14.9923
idn,1998,13.43293
idn,1999,13.95715
idn,2000,14.35745
idn,2001,13.88153
idn,2002,12.62546
idn,2003,14.74736
idn,2004,13.0776
idn,2005,13.46949
idn,2006,13.68542
idn,2007,14.33613
idn,2008,15.44621
idn,2009,18.4257
idn,2010,18.44949
idn,2011,22.47892
idn,2012,27.53064
idn,2013,27.04396
idn,2014,25.00347
idn,2015,30.54161
idn,2016,29.87432
idn,2017,28.30466
idn,2018,27.26144
ind,1973,12.96239
ind,1976,12.90747
ind,1977,12.38057
ind,1978,12.93156
ind,1979,13.86908
ind,1980,11.81683
ind,1984,14.08528
ind,1985,14.58099
ind,1986,14.76291
ind,1987,15.02734
ind,2000,23.56872
ind,2001,23.80399
ind,2002,24.67456
ind,2003,26.38547
ind,2004,22.00003
ind,2013,21.53122
ind,2014,24.47279
ind,2015,24.28976
ind,2016,23.74541
ind,2017,24.43582
ind,2018,24.72586
irl,1972,11.55264
irl,1973,11.3583
irl,1974,10.07844
irl,1975,9.14944
irl,1976,11.29501
irl,1977,12.21507
irl,1978,12.19016
irl,1979,11.23223
irl,1980,10.88828
irl,1982,10.73654
irl,1983,13.34082
irl,1984,11.26916
irl,1985,11.69554
irl,1986,11.71293
irl,1987,13.68039
irl,1988,14.78685
irl,1989,15.95222
irl,1990,16.03654
irl,1991,16.13005
irl,1992,17.05313
irl,1993,17.29599
irl,1994,13.69192
irl,1995,13.99435
irl,1996,14.12353
irl,1997,14.98675
irl,1998,14.78757
irl,1999,14.73357
irl,2000,14.74036
irl,2001,14.06263
irl,2002,15.2058
irl,2003,14.24871
irl,2004,13.21138
irl,2005,16.04412
irl,2006,15.38189
irl,2007,15.35568
irl,2008,12.7741
irl,2009,14.18543
irl,2010,15.38655
irn,1971,11.5397
irn,1972,11.10404
irn,1973,11.65935
irn,1974,11.75313
irn,1975,10.99545
irn,1976,11.34297
irn,1977,11.05325
irn,1978,10.0829
irn,1996,19.84574
irn,1999,19.99129
irn,2000,21.69163
irn,2001,22.75895
irn,2002,19.77042
irn,2003,20.36216
irn,2004,18.93825
irn,2005,18.43484
irn,2006,19.65143
irn,2007,21.19002
irn,2008,23.63611
irn,2009,20.45331
irn,2010,21.8336
irn,2011,18.85445
irn,2012,17.23272
irn,2013,16.27749
irn,2014,16.2704
irn,2016,14.00297
irn,2017,14.77368
irq,1971,23.28814
irq,1972,15.26768
irq,1973,22.7946
irq,1974,23.03236
irq,1975,24.09297
irq,1976,22.65483
irq,1977,28.96576
irq,1978,24.26555
irq,1979,16.59967
irq,1980,17.02457
irq,1981,15.91959
irq,1982,16.47691
irq,1983,17.80691
irq,1984,17.65817
irq,1985,17.61463
irq,1986,19.24076
irq,1987,17.46766
irq,1988,17.71423
irq,1989,18.95033
irq,1999,23.02476
irq,2000,23.92029
irq,2002,21.56908
irq,2004,22.0955
irq,2005,22.09495
isl,1971,7.19831
isl,1972,7.57692
isl,1973,6.40395
isl,1974,5.92439
isl,1975,6.02908
isl,1976,5.16522
isl,1998,5.16911
isl,1999,5.92162
isl,2000,5.79556
isl,2001,5.21454
isl,2002,5.88618
isl,2003,6.74432
isl,2004,9.09709
isl,2005,8.51235
isl,2006,8.42949
isl,2007,8.06782
isl,2008,7.98416
isl,2009,7.76814
isl,2010,8.57123
isl,2011,8.87659
isl,2012,8.71305
isr,1971,5.96624
isr,1975,5.3886
isr,1980,6.28413
ita,1983,22.3579
ita,1984,22.83104
ita,1985,23.64048
ita,1986,22.9982
ita,1987,22.3281
ita,1988,23.38595
ita,1989,24.07015
ita,1990,24.93444
ita,1991,26.0425
ita,1992,26.76539
ita,1993,27.67611
ita,1994,23.08985
ita,1995,23.19476
ita,1996,25.2365
ita,1999,24.60828
ita,2000,23.57457
ita,2001,22.43671
ita,2002,23.08717
ita,2003,21.93834
ita,2004,21.59752
ita,2005,21.35188
ita,2006,20.37274
ita,2007,19.47541
ita,2008,19.49843
ita,2009,18.23624
ita,2010,18.66206
ita,2011,19.01621
ita,2012,19.41051
ita,2013,19.02737
ita,2014,18.9205
ita,2015,20.3005
ita,2016,20.28315
ita,2017,20.12302
jam,1971,12.1552
jam,1974,13.18652
jam,1987,11.72568
jam,2000,20.55682
jam,2001,23.784
jam,2002,22.81106
jor,1971,14.38854
jor,1972,14.97959
jor,1973,16.80407
jor,1974,16.77459
jor,1975,14.60283
jor,1976,14.89711
jor,1977,14.73968
jor,1978,15.30578
jor,1982,19.74487
jor,1983,20.04706
jor,1984,23.77876
jor,1985,17.74029
jor,1986,23.29996
jor,1988,22.89638
jor,1989,24.8228
jor,1990,20.20058
jor,1992,22.44231
jor,1993,22.04933
jor,1994,20.0785
jor,1996,20.53931
jor,1997,21.41403
jor,2000,29.90326
jor,2002,24.59008
jor,2003,26.79364
jor,2004,26.8001
jor,2005,26.39959
jor,2006,26.40074
jor,2007,25.47361
jor,2008,26.31464
jor,2010,24.63368
jor,2015,22.45316
jor,2016,15.83443
jor,2017,12.50293
jpn,2013,7.12377
jpn,2014,7.08089
jpn,2015,6.99197
jpn,2016,6.91494
jpn,2017,6.87891
kaz,1999,11.94194
kaz,2000,13.37017
kaz,2006,17.62454
kaz,2010,15.50722
kaz,2011,15.97902
kaz,2012,15.90263
kaz,2013,14.6531
kaz,2015,12.97519
kaz,2016,16.37131
kaz,2017,13.43373
kaz,2018,16.54056
kaz,2019,15.07117
ken,2016,33.07691
ken,2017,26.99626
kgz,1993,11.2036
kgz,1994,11.74003
kgz,1995,11.23484
kgz,1996,12.43585
kgz,1997,15.15634
kgz,1998,14.71573
kgz,1999,17.01971
kgz,2000,19.16784
kgz,2001,19.12731
kgz,2002,20.01961
kgz,2003,17.63043
kgz,2004,17.61731
kgz,2005,16.52995
kgz,2006,17.30381
kgz,2007,17.77398
kgz,2008,15.24604
kgz,2009,15.61808
kgz,2010,14.90323
kgz,2011,15.16692
kgz,2012,14.66249
kgz,2013,14.12427
kgz,2014,11.88695
kgz,2015,12.81915
kgz,2016,11.92399
kgz,2017,12.67564
kgz,2018,11.0836
khm,1972,8.25416
khm,1973,8.58076
khm,1994,15.58418
khm,1995,14.86224
khm,1997,11.75939
khm,2000,13.28606
khm,2001,11.9661
khm,2002,15.05644
khm,2003,17.43042
khm,2004,12.5853
khm,2005,22.74219
khm,2006,29.04262
khm,2011,20.7494
khm,2015,17.7498
khm,2017,13.87721
kna,1979,6.3
kna,1980,5
kna,1984,6.7
kna,1985,6.55556
kna,1986,7.85185
kna,1987,9.5
kna,1988,5.24324
kna,1992,5.92105
kna,1993,7.72549
kna,2015,7.6427
kor,1971,19.30388
kor,1972,19.64967
kor,1973,19.07969
kor,1974,19.74848
kor,1975,20.79056
kor,1976,20.80584
kor,1977,24.24967
kor,1978,24.97404
kor,1979,26.31009
kor,1980,28.09669
kor,1981,30.58164
kor,1982,34.07296
kor,1983,37.25858
kor,1984,39.92033
kor,1985,41.59032
kor,1986,42.44195
kor,1987,41.87725
kor,1988,26.99479
kor,1989,26.08197
kor,1990,23.49581
kor,1991,23.18487
kor,1992,22.74491
kor,1993,23.06945
kor,1994,22.7656
kor,1995,22.14504
kor,1996,21.45639
kor,1997,20.82365
kor,1998,20.82373
kor,1999,20.73337
kor,2000,20.83086
kor,2001,20.74704
kor,2002,19.62154
kor,2003,18.67876
kor,2004,18.30786
kor,2005,16.84641
kor,2006,16.63751
kor,2007,15.89584
kor,2008,15.38596
kor,2009,14.92727
kor,2010,14.69277
kor,2011,14.58831
kor,2012,14.60357
kor,2013,14.66233
kor,2014,14.78483
kor,2015,14.51908
kor,2016,14.55384
kor,2017,14.28244
kwt,1971,11.0082
kwt,1972,14.292
kwt,1973,14.811
kwt,1974,13.29073
kwt,1975,11.67002
kwt,1976,13.59732
kwt,1977,12.21894
kwt,1978,12.14804
kwt,1979,10.04408
kwt,1980,10.55603
kwt,1981,11.84188
kwt,1982,12.29476
kwt,1983,13.21697
kwt,1984,12.77297
kwt,1985,14.29205
kwt,1986,16.55804
kwt,1987,18.2106
kwt,1988,15.4392
kwt,1990,16.1437
kwt,1992,11.95426
kwt,1993,12.49322
kwt,1994,13.24854
kwt,1995,16.37796
kwt,1996,16.41224
kwt,1997,17.45062
kwt,1999,17.9302
kwt,2004,17.02818
lao,1971,20.19048
lao,1972,21.71429
lao,1973,13.41379
lao,1974,6.43382
lao,1975,5.44737
lao,1980,9.80508
lao,1981,10.05714
lao,1982,11.13077
lao,1983,12.2625
lao,1984,10.59735
lao,1985,14.4902
lao,1986,10.07865
lao,1988,8.58387
lao,1990,6.7765
lao,1993,6.22029
lao,1994,6.19138
lao,1995,7.72266
lao,1996,8.29137
lao,1997,9.30022
lao,1999,11.28598
lao,2000,12.28212
lao,2001,12.20481
lao,2002,15.80907
lao,2003,15.6728
lao,2004,17.43802
lao,2005,20.73634
lao,2006,22.39084
lao,2007,24.75347
lao,2008,29.4073
lao,2010,22.45965
lao,2011,19.14205
lao,2013,12.37628
lao,2014,13.39215
lao,2015,10.59756
lao,2016,10.73031
lao,2017,11.96552
lao,2018,11.29744
lbn,1971,18.51217
lbn,1972,16.05509
lbn,1983,9.15898
lbn,1985,9.45174
lbn,1992,15.83241
lbn,1996,7.81195
lbn,1999,12.67489
lbn,2000,13.15351
lbn,2001,14.16831
lbn,2002,12.98374
lbn,2003,12.8662
lbn,2004,7.76553
lbn,2005,7.9816
lbn,2006,8.07703
lbn,2007,8.58917
lbn,2008,8.43296
lbn,2009,8.21562
lbn,2010,8.01335
lbn,2011,8.33241
lbn,2012,7.46494
lbn,2014,4.98637
lbr,1970,6.7622
lbr,1987,10.79449
lbr,1999,32.86572
lbr,2000,72.26971
lbr,2010,24.43066
lbr,2012,21.63856
lby,1971,13.25381
lby,1972,14.63023
lby,1973,14.34555
lby,1974,13.85838
lby,1975,14.55947
lby,1976,14.11882
lby,1977,12.75372
lby,1978,11.53731
lby,1999,26.25981
lby,2000,23.35051
lby,2001,23.63499
lby,2002,23.86987
lby,2003,23.87041
lca,1979,5.41176
lca,1982,5.0274
lca,1983,5.78873
lca,1984,4.46667
lca,1985,4.55263
lca,1988,6.27419
lca,1996,17.57962
lca,2004,13.20809
lca,2005,12.62644
lca,2006,7.90291
lca,2007,4.87458
lca,2008,13.92973
lca,2009,12.76712
lca,2010,9.26291
lca,2011,10.92083
lca,2012,6.95455
lca,2013,9.83898
lca,2014,9.96479
lca,2015,10.17518
lca,2016,10.14377
lca,2017,10.58306
lca,2018,7.71379
lie,2011,9.02752
lie,2012,8.27586
lie,2014,8.46939
lie,2015,6.30252
lie,2016,6.45
lie,2017,7.13393
lka,1970,8.2885
lka,1971,8.07299
lka,1973,7.40651
lka,1974,7.83226
lka,1975,7.713
lka,1979,9.07866
lka,1981,9.51139
lka,1982,13.92039
lka,1983,18.77172
lka,1985,17.69806
lka,1986,16.53999
lka,1994,22.98604
lka,2017,30.96962
lka,2018,29.76096
lso,1970,6.59016
lso,1971,6.03279
lso,1992,7.55918
lso,1993,8.13211
lso,1994,9.3469
lso,1996,8.03833
lso,1999,9.27982
lso,2000,13.07018
lso,2001,13.09474
lso,2002,11.86019
lso,2003,11.20734
lso,2005,14.18996
lso,2006,13.32288
lso,2012,29.72844
lso,2013,24.41481
lso,2014,29.28483
lso,2017,19.95756
lso,2018,19.6773
ltu,1981,5.92415
ltu,1986,9.0309
ltu,1989,8.18398
ltu,1990,8.2735
ltu,1991,7.74867
ltu,1992,6.99565
ltu,1993,6.61059
ltu,1994,6.19919
ltu,1995,6.00585
ltu,1996,5.95422
ltu,1997,6.36762
ltu,1999,7.07495
ltu,2000,9.42071
ltu,2002,10.64216
ltu,2003,12.39506
ltu,2004,13.6158
ltu,2005,14.85179
ltu,2006,14.86086
ltu,2007,12.64745
ltu,2008,13.71146
ltu,2009,14.27611
ltu,2010,14.26559
ltu,2011,13.43652
ltu,2012,12.57387
ltu,2013,11.71386
ltu,2014,10.54873
ltu,2015,10.75556
ltu,2016,10.49584
ltu,2017,10.3608
lux,1973,3.59259
lux,1974,2.71006
lux,1975,3.81022
lux,1976,3.52555
lux,1977,2.7362
lux,1978,1.75581
lux,1979,2.40476
lux,1980,2.36571
lux,1981,2.992
lux,1982,2.96186
lux,1983,3.98729
lux,1984,3.08805
lux,1986,2.07377
lux,2010,5.35458
lux,2012,3.75849
lux,2015,8.92957
lux,2016,9.15
lva,1981,9.59374
lva,1982,9.59374
lva,1983,9.903
lva,1984,10.08634
lva,1985,9.58791
lva,1986,9.21208
lva,1987,8.81661
lva,1988,8.79376
lva,1989,10.75784
lva,1990,10.66269
lva,1991,10.37314
lva,1992,10.03013
lva,1993,9.73872
lva,1994,8.52716
lva,1995,9.53653
lva,1996,12.2081
lva,1997,12.52497
lva,1999,14.67919
lva,2000,17.50182
lva,2001,18.93222
lva,2002,20.99164
lva,2003,22.19104
lva,2004,22.3331
lva,2005,20.8529
lva,2006,21.19021
lva,2007,18.85787
lva,2008,17.38704
lva,2009,16.21524
lva,2010,16.25751
lva,2011,16.38107
lva,2012,15.08019
lva,2013,14.22373
lva,2014,13.00711
lva,2015,12.56121
lva,2016,12.34178
lva,2017,11.80775
mac,1989,13.35017
mac,1990,14.14103
mac,1991,14.70297
mac,1992,12.49158
mac,1993,12.28209
mac,1994,10.80763
mac,1997,10.7853
mac,1999,10.10569
mac,2000,8.94731
mac,2001,14.90522
mac,2002,17.70747
mac,2003,22.57045
mac,2004,20.19121
mac,2005,15.39776
mac,2006,14.82559
mac,2007,13.83652
mac,2008,13.91402
mac,2009,14.76422
mac,2010,14.36452
mac,2011,16.58641
mac,2012,14.05
mac,2013,13.08337
mac,2014,13.33981
mac,2015,15.43954
mac,2016,15.866
mac,2017,14.45916
mac,2018,14.37169
mar,1971,25.9629
mar,1972,24.52457
mar,1974,14.69488
mar,1975,17.74701
mar,1976,27.60171
mar,1986,26.0033
mar,1987,23.10171
mar,1988,24.69303
mar,1989,22.575
mar,1990,25.82221
mar,1992,27.16445
mar,1993,26.99929
mar,1994,25.95568
mar,1995,22.38708
mar,1999,16.81954
mar,2000,16.34963
mar,2001,17.6202
mar,2002,17.7789
mar,2003,18.74646
mar,2004,18.5196
mar,2005,18.97161
mar,2006,19.97997
mar,2007,20.02123
mar,2008,21.12553
mar,2009,21.38427
mar,2015,26.89608
mar,2016,28.51073
mar,2017,28.84853
mar,2018,28.74403
mco,2016,6.88333
mda,1995,10.70641
mda,1996,9.91409
mda,1997,10.63751
mda,1999,14.54841
mda,2000,14.38273
mda,2001,14.14763
mda,2002,14.68525
mda,2003,15.78745
mda,2004,15.96554
mda,2005,16.69655
mda,2006,17.54547
mda,2007,17.32194
mda,2008,19.04775
mda,2009,17.55612
mda,2010,16.82844
mda,2011,16.26583
mda,2012,16.53644
mda,2013,16.67084
mda,2014,16.57524
mda,2015,16.50996
mda,2016,15.7664
mda,2017,14.94813
mda,2018,13.84031
mdg,1971,18.10095
mdg,1973,19.6545
mdg,1977,13.95828
mdg,1978,17.57908
mdg,1979,29.13106
mdg,1980,69.47416
mdg,1981,50.18182
mdg,1982,50.84746
mdg,1983,46.17422
mdg,1984,35.58542
mdg,1985,35.64306
mdg,1986,49.56016
mdg,1987,39.71267
mdg,1988,36.82132
mdg,1989,37.11859
mdg,1990,38.58958
mdg,1991,38.15122
mdg,1993,49.9193
mdg,1994,40.84091
mdg,1996,29.85907
mdg,1997,26.74174
mdg,1998,24.16091
mdg,1999,20.93814
mdg,2000,18.55588
mdg,2001,21.78156
mdg,2002,17.19171
mdg,2003,21.2201
mdg,2004,27.01474
mdg,2005,25.49518
mdg,2006,22.18848
mdg,2007,19.23252
mdg,2008,17.59824
mdg,2009,16.25742
mdg,2010,16.5652
mdg,2011,18.56913
mdg,2012,20.32778
mdg,2013,26.75931
mdg,2014,18.82495
mdg,2015,18.68306
mdg,2016,24.38311
mdg,2017,23.63222
mdg,2018,24.76469
mdv,2003,1.87179
mdv,2017,17.4296
mex,1972,9.21043
mex,1974,12.03097
mex,1975,13.33372
mex,1976,11.82554
mex,1977,13.20374
mex,1978,9.4553
mex,1979,14.10112
mex,1980,11.52754
mex,1981,11.97462
mex,1982,12.03366
mex,1983,12.14491
mex,1984,11.14946
mex,1986,11.18293
mex,1987,10.54379
mex,1988,10.89614
mex,1989,10.19562
mex,1990,9.87485
mex,1991,9.7515
mex,1994,9.31669
mex,1995,9.30656
mex,1996,9.35558
mex,1997,9.46474
mex,1999,9.55211
mex,2000,9.73912
mex,2001,9.813
mex,2002,9.76813
mex,2003,9.65974
mex,2004,9.62867
mex,2005,9.49186
mex,2006,9.34261
mex,2007,9.20793
mex,2008,9.17396
mex,2009,9.28763
mex,2010,9.18651
mex,2011,9.13675
mex,2012,9.236
mex,2013,9.05095
mex,2014,9.79227
mex,2015,9.6658
mex,2017,11.43611
mhl,2002,18.8125
mhl,2012,19.55882
mkd,1989,16.43345
mkd,1990,14.4363
mkd,1991,12.5248
mkd,1992,12.30405
mkd,1993,11.61681
mkd,1994,11.78448
mkd,1995,12.13743
mkd,1996,11.86643
mkd,1997,12.49147
mkd,1999,13.24077
mkd,2000,13.31002
mkd,2001,14.70442
mkd,2002,16.32944
mkd,2003,17.31461
mkd,2004,17.75295
mkd,2005,16.89391
mkd,2006,16.92965
mkd,2007,20.98017
mkd,2008,18.6834
mkd,2009,16.94827
mkd,2010,17.83025
mkd,2012,17.29055
mkd,2013,17.69155
mkd,2014,18.05963
mkd,2015,17.69014
mkd,2017,14.94604
mli,1971,4.84106
mli,1975,7.47706
mli,1977,10.24642
mli,1978,9.36889
mli,1979,9.81352
mli,1980,10.79959
mli,1982,9.46947
mli,1983,11.60721
mli,1987,7.74266
mli,1997,17.18467
mli,1998,17.39573
mli,1999,19.43958
mli,2000,20.50987
mli,2016,25.22213
mli,2017,30.81621
mlt,1970,7.68121
mlt,1971,8.37979
mlt,1972,8.44923
mlt,1973,8.26688
mlt,1974,7.88806
mlt,1975,10.65333
mlt,1976,9.48
mlt,1977,10.30544
mlt,1978,10.26339
mlt,1979,10.40523
mlt,1980,4.95402
mlt,1981,7.34109
mlt,1982,7.472
mlt,1983,6.91781
mlt,1984,8.57051
mlt,1985,9.02564
mlt,1986,9.44872
mlt,1987,10.20423
mlt,1988,9.84354
mlt,1989,13.14063
mlt,1990,10.29098
mlt,1991,12.39286
mlt,1992,11.25625
mlt,1993,14.12727
mlt,1994,13.58793
mlt,1995,12.35106
mlt,1996,9.66512
mlt,1997,8.98166
mlt,1998,9.28052
mlt,1999,9.75317
mlt,2000,10.68528
mlt,2001,12.18719
mlt,2002,11.67042
mlt,2003,14.26794
mlt,2004,11.50146
mlt,2005,11.44364
mlt,2006,10.49647
mlt,2007,10.78132
mlt,2008,9.78512
mlt,2009,8.14477
mlt,2010,8.98094
mlt,2011,8.29076
mlt,2012,8.94648
mlt,2013,8.75444
mlt,2014,8.2818
mlt,2015,8.08566
mlt,2016,7.94433
mlt,2017,8.31414
mmr,1971,13.1519
mmr,1972,14.52872
mmr,1973,14.00297
mmr,1974,15.90823
mmr,1975,16.26994
mmr,1979,26.89275
mmr,1981,36.19361
mmr,1986,37.69777
mmr,1992,35.66527
mmr,1993,44.81257
mmr,1994,39.28135
mmr,1995,42.81274
mmr,1998,38.30613
mmr,2001,52.59989
mmr,2007,47.58272
mmr,2011,28.38067
mmr,2012,25.2772
mmr,2018,35.52046
mne,2016,15.21173
mne,2017,15.58505
mne,2018,14.90056
mng,1996,12.56274
mng,1997,9.81697
mng,1999,11.51385
mng,2000,11.14499
mng,2001,12.92319
mng,2002,17.03945
mng,2003,18.26892
mng,2004,14.01443
mng,2005,15.44325
mng,2006,16.64885
mng,2007,16.26811
mng,2008,17.34978
mng,2009,18.96388
mng,2010,18.87385
mng,2011,19.92376
mng,2012,19.89882
mng,2013,20.2092
mng,2014,19.71697
mng,2015,20.25954
mng,2017,18.89359
mng,2018,23.08864
moz,1971,9.4381
moz,1973,8.03988
moz,1977,5.52439
moz,1979,3.50467
moz,1980,3.29508
moz,1981,3.33333
moz,1982,3.9195
moz,1985,4.3565
moz,1987,6.34511
moz,1992,6.38889
moz,1993,5.98632
moz,1994,7.35774
moz,1995,9.28531
moz,1996,7.80656
moz,2004,8.84579
moz,2005,9.40445
moz,2006,14.17475
moz,2007,19.2819
moz,2008,28.75648
moz,2009,17.86148
moz,2010,16.24433
moz,2011,13.6852
moz,2012,14.33955
moz,2013,12.15714
moz,2014,15.22838
moz,2017,14.09547
moz,2018,15.16804
mrt,1978,4.33636
mrt,1985,16.59412
mrt,1987,21.512
mrt,1988,20.17537
mrt,1989,21.75281
mrt,1990,21.51852
mrt,1991,20.07143
mrt,1992,23.4
mrt,1993,28.19925
mrt,1994,28.42593
mrt,1995,28.7963
mrt,1996,31.46667
mrt,1997,38.27801
mrt,1999,34.02
mrt,2001,30.00997
mrt,2003,25.32861
mrt,2004,28.07251
mrt,2005,24.60112
mrt,2006,28.77337
mrt,2008,33.34444
mrt,2009,33.83514
mrt,2010,38.35356
mrt,2011,41.84197
mrt,2012,44.80702
mrt,2013,42.95313
mus,1971,7.04687
mus,1972,7.48555
mus,1973,5.58025
mus,1974,7.72515
mus,1975,7.07097
mus,1976,6.09524
mus,1977,6.37917
mus,1978,5.82845
mus,1979,5.0124
