geo,time,sh_anm_chld_zs
gtm,2002,32.9
gtm,2003,33
gtm,2004,32.8
gtm,2005,32.2
gtm,2006,31.4
gtm,2007,30.1
gtm,2008,28.4
gtm,2009,26.4
gtm,2010,24
gtm,2011,21.5
gtm,2012,19.1
gtm,2013,16.7
gtm,2014,14.7
gtm,2015,13.1
gtm,2016,11.8
gtm,2017,10.8
gtm,2018,10.2
gtm,2019,9.8
guy,2000,39.7
guy,2001,39.4
guy,2002,39.2
guy,2003,39.1
guy,2004,39.1
guy,2005,38.9
guy,2006,38.6
guy,2007,38.2
guy,2008,37.6
guy,2009,36.9
guy,2010,36
guy,2011,35.1
guy,2012,34.1
guy,2013,33.4
guy,2014,32.5
guy,2015,31.7
guy,2016,31
guy,2017,30.3
guy,2018,29.8
guy,2019,29.3
hnd,2000,35.5
hnd,2001,35.6
hnd,2002,35.7
hnd,2003,35.8
hnd,2004,35.9
hnd,2005,35.8
hnd,2006,35.6
hnd,2007,35.3
hnd,2008,34.7
hnd,2009,34.1
hnd,2010,33.3
hnd,2011,32.5
hnd,2012,31.7
hnd,2013,30.9
hnd,2014,30
hnd,2015,29.2
hnd,2016,28.4
hnd,2017,27.6
hnd,2018,26.9
hnd,2019,26.2
hrv,2000,20.5
hrv,2001,20.2
hrv,2002,20
hrv,2003,19.8
hrv,2004,19.7
hrv,2005,19.5
hrv,2006,19.4
hrv,2007,19.2
hrv,2008,19
hrv,2009,18.8
hrv,2010,18.7
hrv,2011,18.7
hrv,2012,18.7
hrv,2013,18.7
hrv,2014,18.8
hrv,2015,19
hrv,2016,19.2
hrv,2017,19.4
hrv,2018,19.8
hrv,2019,20.2
hti,2000,64.4
hti,2001,64.1
hti,2002,63.8
hti,2003,63.7
hti,2004,63.6
hti,2005,63.5
hti,2006,63.5
hti,2007,63.4
hti,2008,63.2
hti,2009,63.1
hti,2010,62.9
hti,2011,62.7
hti,2012,62.5
hti,2013,62.4
hti,2014,62.2
hti,2015,62
hti,2016,61.7
hti,2017,61.3
hti,2018,60.7
hti,2019,60.1
hun,2000,20.6
hun,2001,19.9
hun,2002,19.4
hun,2003,19.1
hun,2004,18.9
hun,2005,18.7
hun,2006,18.7
hun,2007,18.6
hun,2008,18.4
hun,2009,18.3
hun,2010,18.3
hun,2011,18.4
hun,2012,18.4
hun,2013,18.4
hun,2014,18.4
hun,2015,18.3
hun,2016,18.1
hun,2017,17.9
hun,2018,17.9
hun,2019,18.1
idn,2000,43.9
idn,2001,43
idn,2002,42.1
idn,2003,41.2
idn,2004,40.5
idn,2005,39.8
idn,2006,39.1
idn,2007,38.5
idn,2008,37.9
idn,2009,37.5
idn,2010,37.1
idn,2011,36.9
idn,2012,36.9
idn,2013,37
idn,2014,37.2
idn,2015,37.5
idn,2016,37.8
idn,2017,38
idn,2018,38.2
idn,2019,38.4
ind,2000,69.5
ind,2001,68.3
ind,2002,67.3
ind,2003,66.3
ind,2004,65.3
ind,2005,64.4
ind,2006,63.4
ind,2007,62.5
ind,2008,61.5
ind,2009,60.6
ind,2010,59.7
ind,2011,58.8
ind,2012,58
ind,2013,57.2
ind,2014,56.4
ind,2015,55.7
ind,2016,55
ind,2017,54.5
ind,2018,53.9
ind,2019,53.4
irl,2000,12.7
irl,2001,12.5
irl,2002,12.3
irl,2003,12.1
irl,2004,12
irl,2005,11.9
irl,2006,11.9
irl,2007,12
irl,2008,12.1
irl,2009,12.2
irl,2010,12.4
irl,2011,12.5
irl,2012,12.6
irl,2013,12.7
irl,2014,12.9
irl,2015,13
irl,2016,13.2
irl,2017,13.5
irl,2018,13.8
irl,2019,14.1
irn,2000,40.9
irn,2001,39.6
irn,2002,38.5
irn,2003,37.5
irn,2004,36.5
irn,2005,35.5
irn,2006,34.5
irn,2007,33.5
irn,2008,32.5
irn,2009,31.6
irn,2010,30.7
irn,2011,29.8
irn,2012,29
irn,2013,28.3
irn,2014,27.7
irn,2015,27.2
irn,2016,26.8
irn,2017,26.5
irn,2018,26.4
irn,2019,26.5
irq,2000,36.9
irq,2001,36
irq,2002,35.2
irq,2003,34.7
irq,2004,34.1
irq,2005,33.5
irq,2006,32.8
irq,2007,32
irq,2008,31.1
irq,2009,30.3
irq,2010,29.5
irq,2011,29
irq,2012,28.4
irq,2013,28.2
irq,2014,28
irq,2015,28.1
irq,2016,28.3
irq,2017,28.6
irq,2018,28.9
irq,2019,29.4
isl,2000,10.2
isl,2001,9.9
isl,2002,9.7
isl,2003,9.6
isl,2004,9.5
isl,2005,9.4
isl,2006,9.4
isl,2007,9.4
isl,2008,9.4
isl,2009,9.4
isl,2010,9.4
isl,2011,9.6
isl,2012,9.7
isl,2013,9.8
isl,2014,9.9
isl,2015,10
isl,2016,10.1
isl,2017,10.4
isl,2018,10.6
isl,2019,11
isr,2000,14
isr,2001,13.5
isr,2002,13.2
isr,2003,12.8
isr,2004,12.6
isr,2005,12.5
isr,2006,12.4
isr,2007,12.4
isr,2008,12.4
isr,2009,12.4
isr,2010,12.5
isr,2011,12.5
isr,2012,12.6
isr,2013,12.7
isr,2014,12.8
isr,2015,13
isr,2016,13.3
isr,2017,13.5
isr,2018,13.9
isr,2019,14.3
ita,2000,12.3
ita,2001,12.1
ita,2002,12
ita,2003,12
ita,2004,12
ita,2005,12
ita,2006,12.1
ita,2007,12.1
ita,2008,12.2
ita,2009,12.2
ita,2010,12.3
ita,2011,12.5
ita,2012,12.7
ita,2013,13
ita,2014,13.3
ita,2015,13.6
ita,2016,13.9
ita,2017,14.2
ita,2018,14.5
ita,2019,14.9
jam,2000,27.7
jam,2001,27.4
jam,2002,27.3
jam,2003,27.3
jam,2004,27.3
jam,2005,27.2
jam,2006,27.2
jam,2007,27.1
jam,2008,26.9
jam,2009,26.6
jam,2010,26.3
jam,2011,25.9
jam,2012,25.5
jam,2013,25.1
jam,2014,24.9
jam,2015,24.5
jam,2016,24.3
jam,2017,24
jam,2018,23.7
jam,2019,23.6
jor,2000,32.6
jor,2001,32
jor,2002,31.5
jor,2003,31.3
jor,2004,31.2
jor,2005,31.1
jor,2006,31.1
jor,2007,30.9
jor,2008,30.8
jor,2009,30.6
jor,2010,30.4
jor,2011,30.5
jor,2012,30.5
jor,2013,30.6
jor,2014,30.9
jor,2015,31.3
jor,2016,31.7
jor,2017,32.1
jor,2018,32.4
jor,2019,32.7
jpn,2000,15.1
jpn,2001,14.9
jpn,2002,14.9
jpn,2003,14.9
jpn,2004,14.9
jpn,2005,15
jpn,2006,15.1
jpn,2007,15.1
jpn,2008,15.2
jpn,2009,15.2
jpn,2010,15.3
jpn,2011,15.4
jpn,2012,15.4
jpn,2013,15.5
jpn,2014,15.7
jpn,2015,15.8
jpn,2016,16
jpn,2017,16.2
jpn,2018,16.5
jpn,2019,16.7
kaz,2000,41.9
kaz,2001,39.6
kaz,2002,37.6
kaz,2003,35.9
kaz,2004,34.3
kaz,2005,32.9
kaz,2006,31.5
kaz,2007,30
kaz,2008,28.6
kaz,2009,27.2
kaz,2010,26
kaz,2011,24.8
kaz,2012,23.8
kaz,2013,22.9
kaz,2014,22.2
kaz,2015,21.7
kaz,2016,21.6
kaz,2017,21.7
kaz,2018,22.2
kaz,2019,23
ken,2000,56.7
ken,2001,54.6
ken,2002,52.5
ken,2003,50.6
ken,2004,48.8
ken,2005,46.9
ken,2006,45.3
ken,2007,43.7
ken,2008,42
ken,2009,40.7
ken,2010,39.9
ken,2011,39.4
ken,2012,39.3
ken,2013,39.3
ken,2014,39.7
ken,2015,40.1
ken,2016,40.6
ken,2017,41.4
ken,2018,42
ken,2019,42.8
kgz,2000,42.8
kgz,2001,41.4
kgz,2002,40.2
kgz,2003,39.3
kgz,2004,38.5
kgz,2005,37.8
kgz,2006,37.3
kgz,2007,36.6
kgz,2008,35.9
kgz,2009,35.3
kgz,2010,34.7
kgz,2011,34.2
kgz,2012,34
kgz,2013,33.7
kgz,2014,33.6
kgz,2015,33.6
kgz,2016,33.5
kgz,2017,33.4
kgz,2018,33.3
kgz,2019,33.4
khm,2000,65.9
khm,2001,64.8
khm,2002,63.6
khm,2003,62.4
khm,2004,61.3
khm,2005,60.3
khm,2006,59.3
khm,2007,58.3
khm,2008,57.2
khm,2009,56.2
khm,2010,55.3
khm,2011,54.3
khm,2012,53.5
khm,2013,52.8
khm,2014,52.2
khm,2015,51.6
khm,2016,50.9
khm,2017,50.3
khm,2018,49.6
khm,2019,49
kir,2000,52.2
kir,2001,52
kir,2002,51.9
kir,2003,51.9
kir,2004,52.1
kir,2005,52.4
kir,2006,52.7
kir,2007,53
kir,2008,53.2
kir,2009,53.2
kir,2010,53.1
kir,2011,52.9
kir,2012,52.6
kir,2013,52.3
kir,2014,51.9
kir,2015,51.5
kir,2016,50.9
kir,2017,50.4
kir,2018,49.9
kir,2019,49.4
kna,2000,25.5
kna,2001,25
kna,2002,24.7
kna,2003,24.5
kna,2004,24.4
kna,2005,24.3
kna,2006,24.2
kna,2007,24
kna,2008,23.9
kna,2009,23.7
kna,2010,23.5
kna,2011,22.8
kna,2012,22.4
kna,2013,21.8
kna,2014,21.3
kna,2015,21
kna,2016,20.7
kna,2017,20.4
kna,2018,20.4
kna,2019,20.4
kor,2000,14.7
kor,2001,14.6
kor,2002,14.5
kor,2003,14.5
kor,2004,14.4
kor,2005,14.3
kor,2006,14.2
kor,2007,14.1
kor,2008,13.9
kor,2009,13.8
kor,2010,13.8
kor,2011,13.8
kor,2012,13.8
kor,2013,13.9
kor,2014,13.9
kor,2015,14.1
kor,2016,14.2
kor,2017,14.4
kor,2018,14.7
kor,2019,15
kwt,2000,20
kwt,2001,19.4
kwt,2002,18.9
kwt,2003,18.6
kwt,2004,18.3
kwt,2005,17.9
kwt,2006,17.5
kwt,2007,17.3
kwt,2008,17.3
kwt,2009,17.5
kwt,2010,17.4
kwt,2011,17.5
kwt,2012,17.7
kwt,2013,18.1
kwt,2014,18.4
kwt,2015,18.6
kwt,2016,18.8
kwt,2017,19.2
kwt,2018,19.4
kwt,2019,19.8
lao,2000,50.2
lao,2001,49.3
lao,2002,48.4
lao,2003,47.7
lao,2004,46.9
lao,2005,46.2
lao,2006,45.4
lao,2007,44.7
lao,2008,44
lao,2009,43.4
lao,2010,42.9
lao,2011,42.4
lao,2012,42
lao,2013,41.8
lao,2014,41.6
lao,2015,41.5
lao,2016,41.4
lao,2017,41.3
lao,2018,41.3
lao,2019,41.4
lbn,2000,26.1
lbn,2001,25.3
lbn,2002,24.6
lbn,2003,24
lbn,2004,23.6
lbn,2005,23
lbn,2006,22.5
lbn,2007,22.1
lbn,2008,21.7
lbn,2009,21.5
lbn,2010,21.2
lbn,2011,21.2
lbn,2012,21.3
lbn,2013,21.5
lbn,2014,21.6
lbn,2015,21.8
lbn,2016,22
lbn,2017,22.3
lbn,2018,22.5
lbn,2019,22.8
lbr,2000,81
lbr,2001,79.6
lbr,2002,78.2
lbr,2003,76.9
lbr,2004,75.6
lbr,2005,74.4
lbr,2006,73.3
lbr,2007,72.5
lbr,2008,71.8
lbr,2009,71.4
lbr,2010,71.3
lbr,2011,71.4
lbr,2012,71.6
lbr,2013,71.9
lbr,2014,72.2
lbr,2015,72.5
lbr,2016,72.7
lbr,2017,72.7
lbr,2018,72.6
lbr,2019,72.3
lby,2000,33.2
lby,2001,32.7
lby,2002,32.3
lby,2003,32
lby,2004,31.6
lby,2005,31
lby,2006,30.4
lby,2007,29.5
lby,2008,28.8
lby,2009,28.1
lby,2010,27.5
lby,2011,27.1
lby,2012,26.8
lby,2013,26.5
lby,2014,26.4
lby,2015,26.3
lby,2016,26.2
lby,2017,26.3
lby,2018,26.4
lby,2019,26.6
lca,2000,22.2
lca,2001,22
lca,2002,21.9
lca,2003,22.2
lca,2004,22.3
lca,2005,22.5
lca,2006,22.6
lca,2007,22.6
lca,2008,22.6
lca,2009,22.5
lca,2010,22.3
lca,2011,22.1
lca,2012,21.9
lca,2013,21.8
lca,2014,21.8
lca,2015,21.8
lca,2016,21.9
lca,2017,22
lca,2018,22.2
lca,2019,22.5
lka,2000,32.6
lka,2001,31.8
lka,2002,31.1
lka,2003,30.5
lka,2004,29.9
lka,2005,29.3
lka,2006,28.6
lka,2007,27.9
lka,2008,27.1
lka,2009,26.5
lka,2010,26
lka,2011,25.5
lka,2012,25.1
lka,2013,24.9
lka,2014,24.7
lka,2015,24.6
lka,2016,24.6
lka,2017,24.7
lka,2018,24.9
lka,2019,25.1
lso,2000,48.5
lso,2001,48.7
lso,2002,48.8
lso,2003,49
lso,2004,49.2
lso,2005,49.5
lso,2006,49.9
lso,2007,49.8
lso,2008,49.9
lso,2009,49.2
lso,2010,48.7
lso,2011,48.7
lso,2012,49
lso,2013,49.3
lso,2014,49.7
lso,2015,50.3
lso,2016,50.3
lso,2017,50.5
lso,2018,50.7
lso,2019,51.4
ltu,2000,23.8
ltu,2001,23.2
ltu,2002,22.6
ltu,2003,22.1
ltu,2004,21.5
ltu,2005,20.7
ltu,2006,20
ltu,2007,19.3
ltu,2008,18.6
ltu,2009,18
ltu,2010,17.5
ltu,2011,17.1
ltu,2012,17
ltu,2013,17.1
ltu,2014,17.3
ltu,2015,17.5
ltu,2016,17.5
ltu,2017,17.6
ltu,2018,17.6
ltu,2019,17.8
lux,2000,9.9
lux,2001,9.7
lux,2002,9.5
lux,2003,9.4
lux,2004,9.4
lux,2005,9.3
lux,2006,9.3
lux,2007,9.3
lux,2008,9.4
lux,2009,9.4
lux,2010,9.5
lux,2011,9.6
lux,2012,9.7
lux,2013,9.9
lux,2014,10.1
lux,2015,10.3
lux,2016,10.6
lux,2017,11
lux,2018,11.3
lux,2019,11.7
lva,2000,27.4
lva,2001,26.5
lva,2002,25.7
lva,2003,25
lva,2004,24.3
lva,2005,23.5
lva,2006,22.8
lva,2007,22.3
lva,2008,21.7
lva,2009,21.3
lva,2010,20.9
lva,2011,20.6
lva,2012,20.3
lva,2013,20
lva,2014,19.7
lva,2015,19.5
lva,2016,19.3
lva,2017,19.2
lva,2018,19.2
lva,2019,19.4
mar,2000,36
mar,2001,35.3
mar,2002,34.7
mar,2003,34.5
mar,2004,34.2
mar,2005,34
mar,2006,33.7
mar,2007,33.3
mar,2008,32.8
mar,2009,32.3
mar,2010,31.8
mar,2011,31.3
mar,2012,30.9
mar,2013,30.6
mar,2014,30.3
mar,2015,30.1
mar,2016,30.1
mar,2017,30.1
mar,2018,30.2
mar,2019,30.4
mco,2000,11.8
mco,2001,11.7
mco,2002,11.7
mco,2003,11.7
mco,2004,11.7
mco,2005,11.8
mco,2006,11.8
mco,2007,11.9
mco,2008,12
mco,2009,12
mco,2010,12.1
mco,2011,12.2
mco,2012,12.4
mco,2013,12.6
mco,2014,12.8
mco,2015,13
mco,2016,13.3
mco,2017,13.6
mco,2018,13.9
mco,2019,14.3
mda,2000,38.6
mda,2001,37
mda,2002,35.5
mda,2003,34
mda,2004,32.7
mda,2005,31.7
mda,2006,30.8
mda,2007,29.9
mda,2008,29
mda,2009,28.4
mda,2010,27.8
mda,2011,27.4
mda,2012,26.8
mda,2013,26.4
mda,2014,26.3
mda,2015,26.3
mda,2016,26.3
mda,2017,26.5
mda,2018,26.7
mda,2019,27
mdg,2000,64.4
mdg,2001,62.5
mdg,2002,61
mdg,2003,59.6
mdg,2004,58.4
mdg,2005,57.2
mdg,2006,56.2
mdg,2007,55.2
mdg,2008,54.1
mdg,2009,53.2
mdg,2010,52.3
mdg,2011,51.6
mdg,2012,51
mdg,2013,50.6
mdg,2014,50.2
mdg,2015,49.9
mdg,2016,49.7
mdg,2017,49.6
mdg,2018,49.5
mdg,2019,49.5
mdv,2000,44.9
mdv,2001,42.5
mdv,2002,40.3
mdv,2003,38.5
mdv,2004,37
mdv,2005,35.8
mdv,2006,34.8
mdv,2007,34.1
mdv,2008,33.6
mdv,2009,33.4
mdv,2010,33.4
mdv,2011,33.6
mdv,2012,33.9
mdv,2013,34.4
mdv,2014,35
mdv,2015,35.6
mdv,2016,36.3
mdv,2017,36.8
mdv,2018,37.3
mdv,2019,37.8
mex,2000,30.7
mex,2001,30
mex,2002,29.4
mex,2003,28.9
mex,2004,28.4
mex,2005,28
mex,2006,27.5
mex,2007,26.9
mex,2008,26.3
mex,2009,25.7
mex,2010,25.1
mex,2011,24.5
mex,2012,23.9
mex,2013,23.4
mex,2014,22.9
mex,2015,22.5
mex,2016,22.2
mex,2017,21.9
mex,2018,21.7
mex,2019,21.7
mhl,2000,39.7
mhl,2001,40.3
mhl,2002,40.9
mhl,2003,41.5
mhl,2004,42
mhl,2005,42.5
mhl,2006,42.9
mhl,2007,43.1
mhl,2008,43.1
mhl,2009,43
mhl,2010,42.9
mhl,2011,42.8
mhl,2012,42.5
mhl,2013,42.1
mhl,2014,41.7
mhl,2015,41.2
mhl,2016,40.8
mhl,2017,40.4
mhl,2018,39.9
mhl,2019,39.5
mkd,2000,25.1
mkd,2001,24.6
mkd,2002,24.4
mkd,2003,24.5
mkd,2004,24.5
mkd,2005,24.4
mkd,2006,24
mkd,2007,23.4
mkd,2008,22.6
mkd,2009,21.6
mkd,2010,21
mkd,2011,21
mkd,2012,21.6
mkd,2013,22.7
mkd,2014,24
mkd,2015,24.7
mkd,2016,24.2
mkd,2017,22.9
mkd,2018,21.4
mkd,2019,20.4
mli,2000,85
mli,2001,84.5
mli,2002,84
mli,2003,83.6
mli,2004,83.1
mli,2005,82.7
mli,2006,82.3
mli,2007,82
mli,2008,81.9
mli,2009,81.8
mli,2010,81.8
mli,2011,81.7
mli,2012,81.8
mli,2013,81.8
mli,2014,81.7
mli,2015,81.4
mli,2016,81
mli,2017,80.4
mli,2018,79.8
mli,2019,79
mlt,2000,15.1
mlt,2001,14.9
mlt,2002,14.7
mlt,2003,14.7
mlt,2004,14.6
mlt,2005,14.6
mlt,2006,14.6
mlt,2007,14.7
mlt,2008,14.8
mlt,2009,14.9
mlt,2010,15
mlt,2011,15
mlt,2012,15.2
mlt,2013,15.3
mlt,2014,15.5
mlt,2015,15.8
mlt,2016,16.1
mlt,2017,16.4
mlt,2018,16.9
mlt,2019,17.4
mmr,2000,57.5
mmr,2001,56.6
mmr,2002,55.8
mmr,2003,55
mmr,2004,54.2
mmr,2005,53.5
mmr,2006,52.7
mmr,2007,51.9
mmr,2008,51.1
mmr,2009,50.5
mmr,2010,50
mmr,2011,49.6
mmr,2012,49.3
mmr,2013,49.3
mmr,2014,49.4
mmr,2015,49.5
mmr,2016,49.6
mmr,2017,49.6
mmr,2018,49.6
mmr,2019,49.6
mne,2000,25.8
mne,2001,25
mne,2002,24.2
mne,2003,23.4
mne,2004,22.6
mne,2005,21.8
mne,2006,21
mne,2007,20.1
mne,2008,19.2
mne,2009,18.3
mne,2010,17.4
mne,2011,16.7
mne,2012,16.1
mne,2013,15.5
mne,2014,15.1
mne,2015,14.7
mne,2016,14.5
mne,2017,14.4
mne,2018,14.5
mne,2019,14.7
mng,2000,32.6
mng,2001,30.8
mng,2002,29.4
mng,2003,28.5
mng,2004,27.7
mng,2005,26.9
mng,2006,25.9
mng,2007,25
mng,2008,24.3
mng,2009,23.6
mng,2010,22.9
mng,2011,22.2
mng,2012,21.7
mng,2013,21.4
mng,2014,21
mng,2015,20.8
mng,2016,20.7
mng,2017,20.8
mng,2018,21.2
mng,2019,21.7
moz,2000,76.7
moz,2001,75.2
moz,2002,73.7
moz,2003,72.3
moz,2004,71
moz,2005,69.8
moz,2006,68.7
moz,2007,67.5
moz,2008,66.4
moz,2009,65.5
moz,2010,65.1
moz,2011,64.7
moz,2012,64.6
moz,2013,64.7
moz,2014,65.1
moz,2015,65.5
moz,2016,66.1
moz,2017,66.9
moz,2018,67.7
moz,2019,68.2
mrt,2000,73.8
mrt,2001,73.6
mrt,2002,73.3
mrt,2003,73
mrt,2004,72.6
mrt,2005,72.2
mrt,2006,71.7
mrt,2007,71.2
mrt,2008,70.7
mrt,2009,70.3
mrt,2010,69.9
mrt,2011,69.5
mrt,2012,69.2
mrt,2013,68.9
mrt,2014,68.6
mrt,2015,68.2
mrt,2016,67.7
mrt,2017,67.1
mrt,2018,66.3
mrt,2019,65.5
mus,2000,30.7
mus,2001,29.6
mus,2002,28.8
mus,2003,28.3
mus,2004,28.1
mus,2005,27.9
mus,2006,27.6
mus,2007,27.3
mus,2008,27
mus,2009,26.6
mus,2010,26.5
mus,2011,26.5
mus,2012,26.7
mus,2013,27
mus,2014,27.1
mus,2015,27.4
mus,2016,27.9
mus,2017,28.7
mus,2018,29.6
mus,2019,30.7
mwi,2000,76.4
mwi,2001,75.3
mwi,2002,74
mwi,2003,72.5
mwi,2004,71.2
mwi,2005,69.9
mwi,2006,68.9
mwi,2007,68
mwi,2008,67
mwi,2009,65.9
mwi,2010,64.8
mwi,2011,63.4
mwi,2012,61.7
mwi,2013,60
mwi,2014,58.6
mwi,2015,57.6
mwi,2016,56.8
mwi,2017,56.2
mwi,2018,55.6
mwi,2019,55.1
mys,2000,20.2
mys,2001,19.8
mys,2002,19.6
mys,2003,19.4
mys,2004,19.4
mys,2005,19.5
mys,2006,19.6
mys,2007,19.7
mys,2008,19.8
mys,2009,19.9
mys,2010,20.1
mys,2011,20.2
mys,2012,20.4
mys,2013,20.8
mys,2014,21.3
mys,2015,21.8
mys,2016,22.5
mys,2017,23.1
mys,2018,23.8
mys,2019,24.6
nam,2000,47.7
nam,2001,47.7
nam,2002,47.8
nam,2003,48.2
nam,2004,48.7
nam,2005,48.5
nam,2006,47.9
nam,2007,47.2
nam,2008,46.4
nam,2009,45.8
nam,2010,45.6
nam,2011,46.2
nam,2012,47.2
nam,2013,47
nam,2014,46.7
nam,2015,47
nam,2016,46.7
nam,2017,46.3
nam,2018,46.1
nam,2019,46.1
ner,2000,83.9
ner,2001,83.6
ner,2002,83.2
ner,2003,82.7
ner,2004,82.1
ner,2005,81.5
ner,2006,80.8
ner,2007,80
ner,2008,79.3
ner,2009,78.5
ner,2010,77.8
ner,2011,77.1
ner,2012,76.5
ner,2013,76
ner,2014,75.6
ner,2015,75.1
ner,2016,74.5
ner,2017,73.8
ner,2018,72.9
ner,2019,72
nga,2000,79.3
nga,2001,78.7
nga,2002,78.1
nga,2003,77.4
nga,2004,76.6
nga,2005,75.8
nga,2006,75
nga,2007,74.3
nga,2008,73.6
nga,2009,73.1
nga,2010,72.6
nga,2011,72.2
nga,2012,71.9
nga,2013,71.8
nga,2014,71.5
nga,2015,71.3
nga,2016,70.9
nga,2017,70.4
nga,2018,69.7
nga,2019,68.9
nic,2000,28.8
nic,2001,26.7
nic,2002,24.7
nic,2003,23
nic,2004,21.4
nic,2005,20.2
nic,2006,19.2
nic,2007,18.4
nic,2008,18
nic,2009,17.8
nic,2010,17.5
nic,2011,17.4
nic,2012,17.6
nic,2013,17.8
nic,2014,18.2
nic,2015,18.5
nic,2016,19
nic,2017,19.6
nic,2018,20.2
nic,2019,20.9
nld,2000,11.8
nld,2001,11.9
nld,2002,12
nld,2003,12.1
nld,2004,12.3
nld,2005,12.4
nld,2006,12.4
nld,2007,12.4
nld,2008,12.4
nld,2009,12.4
nld,2010,12.4
nld,2011,12.5
nld,2012,12.7
nld,2013,13
nld,2014,13.4
nld,2015,13.7
nld,2016,14.1
nld,2017,14.6
nld,2018,15.1
nld,2019,15.5
nor,2000,12.2
nor,2001,12
nor,2002,11.9
nor,2003,11.8
nor,2004,11.7
nor,2005,11.7
nor,2006,11.7
nor,2007,11.7
nor,2008,11.7
nor,2009,11.7
nor,2010,11.7
nor,2011,11.7
nor,2012,11.8
nor,2013,11.9
nor,2014,12
nor,2015,12.2
nor,2016,12.5
nor,2017,12.8
nor,2018,13.1
nor,2019,13.5
npl,2000,61.7
npl,2001,59.8
npl,2002,58
npl,2003,56.3
npl,2004,54.6
npl,2005,53.1
npl,2006,51.7
npl,2007,50.4
npl,2008,49.3
npl,2009,48.3
npl,2010,47.5
npl,2011,46.7
npl,2012,46
npl,2013,45.5
npl,2014,45.1
npl,2015,44.8
npl,2016,44.6
npl,2017,44.5
npl,2018,44.5
npl,2019,44.6
nru,2000,44
nru,2001,44.3
nru,2002,44.7
nru,2003,45.3
nru,2004,45.9
nru,2005,46.5
nru,2006,47.1
nru,2007,47.5
nru,2008,47.7
nru,2009,47.6
nru,2010,47.3
nru,2011,47
nru,2012,46.4
nru,2013,45.7
nru,2014,45
nru,2015,44.3
nru,2016,43.7
nru,2017,43
nru,2018,42.3
nru,2019,41.8
nzl,2000,12.7
nzl,2001,12.5
nzl,2002,12.4
nzl,2003,12.3
nzl,2004,12.3
nzl,2005,12.2
nzl,2006,12.2
nzl,2007,12.3
nzl,2008,12.4
nzl,2009,12.4
nzl,2010,12.5
nzl,2011,12.7
nzl,2012,13
nzl,2013,13.1
nzl,2014,13.4
nzl,2015,13.8
nzl,2016,14.1
nzl,2017,14.5
nzl,2018,14.9
nzl,2019,15.3
omn,2000,39.6
omn,2001,38.7
omn,2002,38
omn,2003,37.4
omn,2004,36.6
omn,2005,35.8
omn,2006,35.1
omn,2007,34.1
omn,2008,33
omn,2009,31.8
omn,2010,30.5
omn,2011,29.4
omn,2012,28.4
omn,2013,27.6
omn,2014,26.8
omn,2015,26.1
omn,2016,25.6
omn,2017,25.2
omn,2018,24.7
omn,2019,24.3
pak,2000,61.7
pak,2001,60.8
pak,2002,60.3
pak,2003,60
pak,2004,59.8
pak,2005,59.7
pak,2006,59.7
pak,2007,59.6
pak,2008,59.5
pak,2009,59.3
pak,2010,59
pak,2011,58.7
pak,2012,58.2
pak,2013,57.5
pak,2014,56.8
pak,2015,56.1
pak,2016,55.4
pak,2017,54.6
pak,2018,53.8
pak,2019,53
pan,2000,31
pan,2001,30.8
pan,2002,30.6
pan,2003,30.3
pan,2004,30.1
pan,2005,29.7
pan,2006,29.1
pan,2007,28.4
pan,2008,27.4
pan,2009,26.3
pan,2010,25.2
pan,2011,24.1
pan,2012,22.9
pan,2013,21.8
pan,2014,20.6
pan,2015,19.5
pan,2016,18.5
pan,2017,17.6
pan,2018,16.7
pan,2019,16
per,2000,44.1
per,2001,44.2
per,2002,44.3
per,2003,44.4
per,2004,44.4
per,2005,44.2
per,2006,43.7
per,2007,43
per,2008,42
per,2009,40.9
per,2010,39.6
per,2011,38.3
per,2012,37
per,2013,35.8
per,2014,34.7
per,2015,33.6
per,2016,32.5
per,2017,31.5
per,2018,30.5
per,2019,29.6
phl,2000,35
phl,2001,34
phl,2002,32.9
phl,2003,31.8
phl,2004,30.6
phl,2005,29.2
phl,2006,27.9
phl,2007,26.3
phl,2008,24.6
phl,2009,23
phl,2010,21.5
phl,2011,19.9
phl,2012,18.5
phl,2013,17.1
phl,2014,16.1
phl,2015,15.3
phl,2016,14.7
phl,2017,14.2
phl,2018,13.8
phl,2019,13.5
plw,2000,35.6
plw,2001,35.8
plw,2002,36
plw,2003,36.2
plw,2004,36.5
plw,2005,36.7
plw,2006,36.9
plw,2007,36.9
plw,2008,36.7
plw,2009,36.4
plw,2010,36.1
plw,2011,35.8
plw,2012,35.5
plw,2013,35.1
plw,2014,34.7
plw,2015,34.4
plw,2016,34.2
plw,2017,34
plw,2018,33.7
plw,2019,33.5
png,2000,51.1
png,2001,50.9
png,2002,50.8
png,2003,50.7
png,2004,50.6
png,2005,50.6
png,2006,50.4
png,2007,50.2
png,2008,50
png,2009,49.6
png,2010,49.3
png,2011,49.1
png,2012,48.8
png,2013,48.5
png,2014,48.2
png,2015,47.9
png,2016,47.6
png,2017,47.3
png,2018,47
png,2019,46.7
prk,2000,42.9
prk,2001,40.4
prk,2002,37.9
prk,2003,35.9
prk,2004,34.5
prk,2005,33.8
prk,2006,33.5
prk,2007,33.4
prk,2008,33.2
prk,2009,32.9
prk,2010,32.5
prk,2011,31.9
prk,2012,31.4
prk,2013,31.1
prk,2014,31
prk,2015,30.9
