geo,time,sh_hiv_artc_zs
mrt,2020,40
mus,2000,0
mus,2001,0
mus,2002,1
mus,2003,1
mus,2004,1
mus,2005,2
mus,2006,3
mus,2007,3
mus,2008,4
mus,2009,5
mus,2010,5
mus,2011,11
mus,2012,12
mus,2013,14
mus,2014,18
mus,2015,19
mus,2016,18
mus,2017,20
mus,2018,20
mus,2019,21
mus,2020,21
mwi,2000,0
mwi,2001,0
mwi,2002,0
mwi,2003,0
mwi,2004,1
mwi,2005,3
mwi,2006,6
mwi,2007,11
mwi,2008,17
mwi,2009,22
mwi,2010,27
mwi,2011,35
mwi,2012,43
mwi,2013,50
mwi,2014,56
mwi,2015,61
mwi,2016,69
mwi,2017,76
mwi,2018,82
mwi,2019,84
mwi,2020,86
mys,2000,0
mys,2001,2
mys,2002,4
mys,2003,6
mys,2004,8
mys,2005,10
mys,2006,11
mys,2007,13
mys,2008,15
mys,2009,16
mys,2010,18
mys,2011,20
mys,2012,20
mys,2013,23
mys,2014,28
mys,2015,33
mys,2016,45
mys,2017,47
mys,2018,49
mys,2019,50
mys,2020,51
nam,2000,0
nam,2001,0
nam,2002,0
nam,2003,0
nam,2004,3
nam,2005,8
nam,2006,16
nam,2007,26
nam,2008,33
nam,2009,36
nam,2010,42
nam,2011,50
nam,2012,55
nam,2013,59
nam,2014,58
nam,2015,66
nam,2016,66
nam,2017,74
nam,2018,78
nam,2019,86
nam,2020,88
ner,2000,0
ner,2001,0
ner,2002,0
ner,2003,0
ner,2004,0
ner,2005,2
ner,2006,4
ner,2007,6
ner,2008,7
ner,2009,17
ner,2010,20
ner,2011,26
ner,2012,32
ner,2013,35
ner,2014,33
ner,2015,39
ner,2016,47
ner,2017,58
ner,2018,62
ner,2019,65
ner,2020,68
nga,2000,0
nga,2001,0
nga,2002,1
nga,2003,2
nga,2004,4
nga,2005,6
nga,2006,10
nga,2007,12
nga,2008,17
nga,2009,22
nga,2010,24
nga,2011,28
nga,2012,35
nga,2013,41
nga,2014,46
nga,2015,50
nga,2016,55
nga,2017,58
nga,2018,60
nga,2019,67
nga,2020,86
nic,2000,0
nic,2001,0
nic,2002,0
nic,2003,0
nic,2004,1
nic,2005,3
nic,2006,5
nic,2007,8
nic,2008,11
nic,2009,15
nic,2010,18
nic,2011,23
nic,2012,27
nic,2013,29
nic,2014,33
nic,2015,36
nic,2016,39
nic,2017,42
nic,2018,48
nic,2019,51
nic,2020,50
nld,2000,47
nld,2001,50
nld,2002,52
nld,2003,53
nld,2004,53
nld,2005,54
nld,2006,54
nld,2007,56
nld,2008,59
nld,2009,62
nld,2010,65
nld,2011,68
nld,2012,70
nld,2013,74
nld,2014,77
nld,2015,79
nld,2016,81
nld,2017,83
nld,2018,85
nld,2019,86
nld,2020,88
nor,2000,40
nor,2001,48
nor,2002,55
nor,2003,60
nor,2004,64
nor,2005,67
nor,2006,70
nor,2007,72
nor,2008,72
nor,2009,71
nor,2010,71
nor,2011,71
nor,2012,71
nor,2013,71
nor,2014,72
nor,2015,73
nor,2016,74
nor,2017,75
nor,2018,76
nor,2019,78
nor,2020,80
npl,2000,0
npl,2001,0
npl,2002,0
npl,2003,0
npl,2004,0
npl,2005,1
npl,2006,2
npl,2007,4
npl,2008,8
npl,2009,11
npl,2010,16
npl,2011,21
npl,2012,26
npl,2013,30
npl,2014,36
npl,2015,42
npl,2016,45
npl,2017,53
npl,2018,58
npl,2019,63
npl,2020,66
nzl,2000,36
nzl,2001,39
nzl,2002,43
nzl,2003,46
nzl,2004,49
nzl,2005,50
nzl,2006,50
nzl,2007,51
nzl,2008,51
nzl,2009,53
nzl,2010,56
nzl,2011,60
nzl,2012,61
nzl,2013,62
nzl,2014,64
nzl,2015,68
nzl,2016,72
nzl,2017,76
nzl,2018,79
nzl,2019,83
nzl,2020,80
pak,2000,0
pak,2001,1
pak,2002,3
pak,2003,4
pak,2004,5
pak,2005,1
pak,2006,1
pak,2007,2
pak,2008,2
pak,2009,2
pak,2010,3
pak,2011,3
pak,2012,3
pak,2013,3
pak,2014,4
pak,2015,5
pak,2016,6
pak,2017,8
pak,2018,9
pak,2019,12
pak,2020,12
pan,2000,7
pan,2001,10
pan,2002,12
pan,2003,14
pan,2004,15
pan,2005,17
pan,2006,19
pan,2007,21
pan,2008,22
pan,2009,28
pan,2010,29
pan,2011,31
pan,2012,32
pan,2013,36
pan,2014,37
pan,2015,39
pan,2016,44
pan,2017,48
pan,2018,49
pan,2019,53
pan,2020,51
per,2000,0
per,2001,0
per,2002,2
per,2003,4
per,2004,2
per,2005,6
per,2006,10
per,2007,15
per,2008,18
per,2009,26
per,2010,34
per,2011,36
per,2012,44
per,2013,44
per,2014,50
per,2015,53
per,2016,59
per,2017,63
per,2018,70
per,2019,77
per,2020,79
phl,2000,0
phl,2001,0
phl,2002,0
phl,2003,0
phl,2004,1
phl,2005,1
phl,2006,4
phl,2007,5
phl,2008,7
phl,2009,7
phl,2010,8
phl,2011,12
phl,2012,13
phl,2013,15
phl,2014,20
phl,2015,24
phl,2016,29
phl,2017,34
phl,2018,39
phl,2019,43
phl,2020,42
png,2000,0
png,2001,0
png,2002,0
png,2003,0
png,2004,0
png,2005,1
png,2006,5
png,2007,13
png,2008,17
png,2009,20
png,2010,23
png,2011,28
png,2012,33
png,2013,39
png,2014,46
png,2015,50
png,2016,54
png,2017,56
png,2018,59
png,2019,61
png,2020,65
prt,2000,17
prt,2001,22
prt,2002,26
prt,2003,30
prt,2004,34
prt,2005,37
prt,2006,40
prt,2007,43
prt,2008,46
prt,2009,48
prt,2010,53
prt,2011,57
prt,2012,62
prt,2013,66
prt,2014,71
prt,2015,74
prt,2016,77
prt,2017,87
prt,2018,90
prt,2019,85
prt,2020,87
pry,2000,0
pry,2001,0
pry,2002,0
pry,2003,0
pry,2004,0
pry,2005,3
pry,2006,5
pry,2007,7
pry,2008,11
pry,2009,14
pry,2010,19
pry,2011,20
pry,2012,22
pry,2013,26
pry,2014,30
pry,2015,33
pry,2016,38
pry,2017,45
pry,2018,48
pry,2019,52
pry,2020,53
qat,2000,0
qat,2001,0
qat,2002,0
qat,2003,0
qat,2004,0
qat,2005,0
qat,2006,0
qat,2007,0
qat,2008,0
qat,2009,0
qat,2010,0
qat,2011,0
qat,2012,0
qat,2013,0
qat,2014,0
qat,2015,26
qat,2016,48
qat,2017,67
qat,2018,80
qat,2019,87
qat,2020,90
rou,2000,48
rou,2001,53
rou,2002,58
rou,2003,55
rou,2004,53
rou,2005,51
rou,2006,49
rou,2007,48
rou,2008,48
rou,2009,48
rou,2010,49
rou,2011,49
rou,2012,49
rou,2013,54
rou,2014,57
rou,2015,61
rou,2016,62
rou,2017,64
rou,2018,65
rou,2019,67
rou,2020,66
rwa,2000,0
rwa,2001,0
rwa,2002,0
rwa,2003,0
rwa,2004,3
rwa,2005,9
rwa,2006,16
rwa,2007,22
rwa,2008,30
rwa,2009,37
rwa,2010,42
rwa,2011,47
rwa,2012,54
rwa,2013,60
rwa,2014,66
rwa,2015,73
rwa,2016,81
rwa,2017,84
rwa,2018,87
rwa,2019,89
rwa,2020,92
sau,2000,73
sau,2001,74
sau,2002,74
sau,2003,73
sau,2004,71
sau,2005,71
sau,2006,71
sau,2007,71
sau,2008,71
sau,2009,70
sau,2010,69
sau,2011,67
sau,2012,65
sau,2013,63
sau,2014,61
sau,2015,58
sau,2016,60
sau,2017,63
sau,2018,64
sau,2019,67
sau,2020,62
sdn,2000,0
sdn,2001,0
sdn,2002,0
sdn,2003,0
sdn,2004,0
sdn,2005,0
sdn,2006,0
sdn,2007,0
sdn,2008,3
sdn,2009,5
sdn,2010,5
sdn,2011,6
sdn,2012,6
sdn,2013,8
sdn,2014,9
sdn,2015,10
sdn,2016,13
sdn,2017,17
sdn,2018,19
sdn,2019,22
sdn,2020,25
sen,2000,0
sen,2001,0
sen,2002,0
sen,2003,0
sen,2004,0
sen,2005,0
sen,2006,0
sen,2007,16
sen,2008,19
sen,2009,22
sen,2010,25
sen,2011,28
sen,2012,26
sen,2013,31
sen,2014,38
sen,2015,44
sen,2016,51
sen,2017,57
sen,2018,67
sen,2019,73
sen,2020,77
sgp,2000,3
sgp,2001,3
sgp,2002,4
sgp,2003,5
sgp,2004,5
sgp,2005,7
sgp,2006,11
sgp,2007,16
sgp,2008,22
sgp,2009,29
sgp,2010,33
sgp,2011,39
sgp,2012,44
sgp,2013,49
sgp,2014,56
sgp,2015,60
sgp,2016,64
sgp,2017,69
sgp,2018,71
sgp,2019,76
sgp,2020,75
sle,2000,0
sle,2001,0
sle,2002,0
sle,2003,0
sle,2004,0
sle,2005,1
sle,2006,1
sle,2007,2
sle,2008,3
sle,2009,6
sle,2010,9
sle,2011,12
sle,2012,12
sle,2013,13
sle,2014,15
sle,2015,19
sle,2016,24
sle,2017,31
sle,2018,37
sle,2019,42
sle,2020,47
slv,2000,0
slv,2001,1
slv,2002,2
slv,2003,4
slv,2004,10
slv,2005,16
slv,2006,22
slv,2007,26
slv,2008,31
slv,2009,36
slv,2010,41
slv,2011,41
slv,2012,41
slv,2013,44
slv,2014,44
slv,2015,45
slv,2016,47
slv,2017,47
slv,2018,48
slv,2019,54
slv,2020,56
som,2000,0
som,2001,0
som,2002,0
som,2003,0
som,2004,0
som,2005,0
som,2006,1
som,2007,1
som,2008,3
som,2009,4
som,2010,6
som,2011,9
som,2012,10
som,2013,14
som,2014,17
som,2015,22
som,2016,26
som,2017,31
som,2018,35
som,2019,39
som,2020,43
srb,2000,0
srb,2001,0
srb,2002,0
srb,2003,38
srb,2004,47
srb,2005,55
srb,2006,53
srb,2007,52
srb,2008,52
srb,2009,51
srb,2010,52
srb,2011,52
srb,2012,52
srb,2013,52
srb,2014,53
srb,2015,55
srb,2016,58
srb,2017,61
srb,2018,65
srb,2019,66
srb,2020,65
ssd,2000,0
ssd,2001,0
ssd,2002,0
ssd,2003,0
ssd,2004,0
ssd,2005,0
ssd,2006,0
ssd,2007,0
ssd,2008,0
ssd,2009,1
ssd,2010,2
ssd,2011,3
ssd,2012,3
ssd,2013,5
ssd,2014,7
ssd,2015,12
ssd,2016,12
ssd,2017,14
ssd,2018,18
ssd,2019,20
ssd,2020,23
sur,2000,0
sur,2001,0
sur,2002,1
sur,2003,4
sur,2004,6
sur,2005,9
sur,2006,12
sur,2007,16
sur,2008,19
sur,2009,21
sur,2010,24
sur,2011,27
sur,2012,35
sur,2013,39
sur,2014,44
sur,2015,45
sur,2016,50
sur,2017,52
sur,2018,55
sur,2019,55
sur,2020,35
svn,2000,25
svn,2001,25
svn,2002,24
svn,2003,24
svn,2004,24
svn,2005,24
svn,2006,32
svn,2007,31
svn,2008,29
svn,2009,29
svn,2010,40
svn,2011,41
svn,2012,43
svn,2013,49
svn,2014,55
svn,2015,60
svn,2016,68
svn,2017,75
svn,2018,79
svn,2019,81
svn,2020,87
swz,2000,0
swz,2001,1
swz,2002,2
swz,2003,2
swz,2004,4
swz,2005,7
swz,2006,11
swz,2007,15
swz,2008,20
swz,2009,25
swz,2010,35
swz,2011,39
swz,2012,43
swz,2013,49
swz,2014,59
swz,2015,69
swz,2016,78
swz,2017,87
swz,2018,89
swz,2019,96
swz,2020,98
syr,2000,0
syr,2001,0
syr,2002,0
syr,2003,2
syr,2004,5
syr,2005,5
syr,2006,5
syr,2007,6
syr,2008,6
syr,2009,8
syr,2010,10
syr,2011,13
syr,2012,15
syr,2013,14
syr,2014,15
syr,2015,15
syr,2016,16
syr,2017,20
syr,2018,26
syr,2019,32
syr,2020,34
tcd,2000,0
tcd,2001,0
tcd,2002,0
tcd,2003,2
tcd,2004,0
tcd,2005,2
tcd,2006,5
tcd,2007,7
tcd,2008,17
tcd,2009,24
tcd,2010,30
tcd,2011,30
tcd,2012,33
tcd,2013,35
tcd,2014,42
tcd,2015,51
tcd,2016,39
tcd,2017,46
tcd,2018,54
tcd,2019,62
tcd,2020,69
tgo,2000,0
tgo,2001,0
tgo,2002,0
tgo,2003,1
tgo,2004,2
tgo,2005,5
tgo,2006,6
tgo,2007,6
tgo,2008,9
tgo,2009,13
tgo,2010,21
tgo,2011,24
tgo,2012,27
tgo,2013,30
tgo,2014,33
tgo,2015,39
tgo,2016,46
tgo,2017,53
tgo,2018,58
tgo,2019,68
tgo,2020,72
tha,2000,0
tha,2001,1
tha,2002,2
tha,2003,3
tha,2004,8
tha,2005,15
tha,2006,19
tha,2007,23
tha,2008,26
tha,2009,30
tha,2010,34
tha,2011,38
tha,2012,41
tha,2013,45
tha,2014,49
tha,2015,53
tha,2016,59
tha,2017,64
tha,2018,70
tha,2019,75
tha,2020,79
tjk,2000,0
tjk,2001,0
tjk,2002,0
tjk,2003,0
tjk,2004,0
tjk,2005,0
tjk,2006,3
tjk,2007,3
tjk,2008,4
tjk,2009,6
tjk,2010,8
tjk,2011,10
tjk,2012,11
tjk,2013,14
tjk,2014,19
tjk,2015,27
tjk,2016,33
tjk,2017,39
tjk,2018,46
tjk,2019,51
tjk,2020,56
tls,2000,0
tls,2001,0
tls,2002,0
tls,2003,0
tls,2004,0
tls,2005,0
tls,2006,2
tls,2007,1
tls,2008,7
tls,2009,7
tls,2010,11
tls,2011,10
tls,2012,14
tls,2013,21
tls,2014,24
tls,2015,24
tls,2016,27
tls,2017,29
tls,2018,35
tls,2019,44
tls,2020,51
tto,2000,0
tto,2001,1
tto,2002,4
tto,2003,7
tto,2004,11
tto,2005,15
tto,2006,18
tto,2007,22
tto,2008,25
tto,2009,31
tto,2010,40
tto,2011,43
tto,2012,48
tto,2013,53
tto,2014,56
tto,2015,59
tto,2016,60
tto,2017,61
tto,2018,68
tto,2019,74
tto,2020,70
tun,2000,0
tun,2001,3
tun,2002,4
tun,2003,5
tun,2004,5
tun,2005,7
tun,2006,7
tun,2007,9
tun,2008,11
tun,2009,14
tun,2010,15
tun,2011,17
tun,2012,15
tun,2013,18
tun,2014,20
tun,2015,21
tun,2016,24
tun,2017,24
tun,2018,27
tun,2019,30
tun,2020,32
tza,2000,0
tza,2001,0
tza,2002,0
tza,2003,0
tza,2004,1
tza,2005,2
tza,2006,5
tza,2007,11
tza,2008,12
tza,2009,15
tza,2010,18
tza,2011,19
tza,2012,30
tza,2013,35
tza,2014,43
tza,2015,48
tza,2016,53
tza,2017,59
tza,2018,66
tza,2019,74
tza,2020,82
uga,2000,0
uga,2001,1
uga,2002,1
uga,2003,2
uga,2004,5
uga,2005,9
uga,2006,8
uga,2007,10
uga,2008,14
uga,2009,16
uga,2010,20
uga,2011,23
uga,2012,31
uga,2013,41
uga,2014,51
uga,2015,55
uga,2016,62
uga,2017,71
uga,2018,72
uga,2019,87
uga,2020,90
ukr,2000,0
ukr,2001,0
ukr,2002,0
ukr,2003,0
ukr,2004,1
ukr,2005,1
ukr,2006,2
ukr,2007,3
ukr,2008,5
ukr,2009,7
ukr,2010,10
ukr,2011,12
ukr,2012,19
ukr,2013,25
ukr,2014,29
ukr,2015,29
ukr,2016,39
ukr,2017,44
ukr,2018,51
ukr,2019,55
ukr,2020,57
ury,2000,16
ury,2001,18
ury,2002,19
ury,2003,21
ury,2004,23
ury,2005,24
ury,2006,28
ury,2007,29
ury,2008,30
ury,2009,30
ury,2010,40
ury,2011,42
ury,2012,40
ury,2013,62
ury,2014,64
ury,2015,65
ury,2016,65
ury,2017,69
ury,2018,76
ury,2019,78
ury,2020,81
uzb,2000,0
uzb,2001,0
uzb,2002,0
uzb,2003,0
uzb,2004,0
uzb,2005,0
uzb,2006,4
uzb,2007,7
uzb,2008,9
uzb,2009,11
uzb,2010,13
uzb,2011,15
uzb,2012,5
uzb,2013,11
uzb,2014,17
uzb,2015,30
uzb,2016,36
uzb,2017,43
uzb,2018,50
uzb,2019,48
uzb,2020,54
ven,2000,2
ven,2001,5
ven,2002,8
ven,2003,10
ven,2004,12
ven,2005,13
ven,2006,21
ven,2007,23
ven,2008,27
ven,2009,31
ven,2010,36
ven,2011,36
ven,2012,37
ven,2013,37
ven,2014,37
ven,2015,49
ven,2016,46
ven,2017,36
ven,2018,26
ven,2019,43
ven,2020,55
vnm,2000,0
vnm,2001,0
vnm,2002,0
vnm,2003,0
vnm,2004,0
vnm,2005,2
vnm,2006,4
vnm,2007,9
vnm,2008,14
vnm,2009,19
vnm,2010,23
vnm,2011,28
vnm,2012,33
vnm,2013,37
vnm,2014,40
vnm,2015,47
vnm,2016,52
vnm,2017,58
vnm,2018,61
vnm,2019,65
vnm,2020,68
yem,2000,0
yem,2001,0
yem,2002,0
yem,2003,0
yem,2004,0
yem,2005,0
yem,2006,0
yem,2007,2
yem,2008,5
yem,2009,6
yem,2010,10
yem,2011,12
yem,2012,12
yem,2013,14
yem,2014,18
yem,2015,19
yem,2016,22
yem,2017,24
yem,2018,25
yem,2019,27
yem,2020,28
zaf,2000,0
zaf,2001,0
zaf,2002,1
zaf,2003,1
zaf,2004,1
zaf,2005,2
zaf,2006,4
zaf,2007,8
zaf,2008,13
zaf,2009,17
zaf,2010,23
zaf,2011,30
zaf,2012,38
zaf,2013,43
zaf,2014,48
zaf,2015,52
zaf,2016,57
zaf,2017,61
zaf,2018,65
zaf,2019,68
zaf,2020,72
zmb,2000,0
zmb,2001,0
zmb,2002,0
zmb,2003,2
zmb,2004,3
zmb,2005,6
zmb,2006,9
zmb,2007,16
zmb,2008,22
zmb,2009,27
zmb,2010,32
zmb,2011,38
zmb,2012,42
zmb,2013,47
zmb,2014,54
zmb,2015,60
zmb,2016,62
zmb,2017,64
zmb,2018,71
zmb,2019,75
zmb,2020,81
zwe,2000,0
zwe,2001,0
zwe,2002,0
zwe,2003,0
zwe,2004,1
zwe,2005,2
zwe,2006,5
zwe,2007,8
zwe,2008,12
zwe,2009,18
zwe,2010,30
zwe,2011,39
zwe,2012,46
zwe,2013,53
zwe,2014,60
zwe,2015,66
zwe,2016,72
zwe,2017,82
zwe,2018,76
zwe,2019,90
zwe,2020,93
