geo,time,ne_con_prvt_pc_kd_zg
cog,2005,12.47068
cog,2006,3.09691
cog,2007,3.9
cog,2008,5.35678
cog,2009,-0.8996
cog,2010,-1.49008
cog,2011,2.88477
cog,2012,-0.52793
cog,2013,-2.47169
cog,2014,5.1275
cog,2015,2.96254
cog,2016,-4.58289
cog,2017,-12.11025
cog,2018,1.83722
cog,2019,-0.1
cog,2020,-6.58614
col,1961,3.56018
col,1962,4.45302
col,1963,1.65654
col,1964,6.53682
col,1965,-5.00756
col,1966,4.02167
col,1967,-0.74904
col,1968,3.75681
col,1969,4.71465
col,1970,3.66413
col,1971,5.07681
col,1972,3.40121
col,1973,2.53698
col,1974,3.71906
col,1975,0.70374
col,1976,4.61579
col,1977,1.73782
col,1978,6.00078
col,1979,2.01442
col,1980,2.13254
col,1981,0.68341
col,1982,-0.70811
col,1983,-1.69096
col,1984,0.69947
col,1985,-0.23246
col,1986,1.13747
col,1987,1.70213
col,1988,1.69453
col,1989,1.211
col,1990,1.00898
col,1991,-0.40173
col,1992,1.04648
col,1993,4.07813
col,1994,3.94513
col,1995,3.52574
col,1996,-0.74195
col,1997,0.64922
col,1998,-2.46302
col,1999,-6.937
col,2000,0.37439
col,2001,-0.03091
col,2002,0.45444
col,2003,1.4323
col,2004,2.40203
col,2005,3.03262
col,2006,5.00718
col,2007,5.24557
col,2008,2.89762
col,2009,0.58305
col,2010,3.95465
col,2011,4.48404
col,2012,4.68708
col,2013,3.6823
col,2014,3.20096
col,2015,1.89291
col,2016,0.20378
col,2017,0.52061
col,2018,1.67486
col,2019,2.54646
col,2020,-6.85471
com,1981,0.66477
com,1982,3.34873
com,1983,1.96915
com,1984,1.28732
com,1985,-0.56407
com,1986,-1.03703
com,1987,-1.29851
com,1988,-0.3079
com,1989,-6.00891
com,1990,2.0377
com,1991,-8.13526
com,1992,5.40247
com,1993,0.06756
com,1994,-7.94249
com,1995,0.75199
com,1996,-3.9645
com,1997,1.26769
com,1998,-1.356
com,1999,-0.6721
com,2000,8.08791
com,2001,-0.15906
com,2002,-0.11618
com,2003,-0.30016
com,2004,-0.47245
com,2005,0.41705
com,2006,0.22143
com,2007,-2.31212
com,2008,2.11673
com,2009,1.81756
com,2010,-0.52969
com,2011,2.10083
com,2012,1.80916
com,2013,0.93935
com,2014,-0.88971
com,2015,-1.59493
com,2016,0.86784
com,2017,1.85618
com,2018,-0.40643
com,2019,-1.56253
cpv,2008,0.39179
cpv,2009,4.81262
cpv,2010,-2.43557
cpv,2011,0.89056
cpv,2012,2.04409
cpv,2013,0.50604
cpv,2014,-0.08737
cpv,2015,1.9099
cpv,2016,1.21573
cpv,2017,5.87333
cpv,2018,0.32378
cpv,2019,4.68987
cpv,2020,-12.28228
cri,1961,13.31478
cri,1962,-2.8197
cri,1963,3.69151
cri,1964,1.55283
cri,1965,15.33102
cri,1966,-3.00849
cri,1967,2.09258
cri,1968,3.01053
cri,1969,1.51553
cri,1970,6.87887
cri,1971,-1.45944
cri,1972,2.03032
cri,1973,1.61013
cri,1974,2.52425
cri,1975,-0.363
cri,1976,1.52562
cri,1977,10.70412
cri,1978,5.51823
cri,1979,-0.31265
cri,1980,-4.42405
cri,1981,-10.97742
cri,1982,-12.02689
cri,1983,2.76233
cri,1984,4.38193
cri,1985,1.53882
cri,1986,2.49825
cri,1987,1.04721
cri,1988,-0.47486
cri,1989,2.42614
cri,1990,1.45874
cri,1991,-3.50815
cri,1992,6.82182
cri,1993,6.7151
cri,1994,2.5374
cri,1995,-0.28472
cri,1996,-0.69997
cri,1997,2.36433
cri,1998,2.20597
cri,1999,-0.39126
cri,2000,-0.9954
cri,2001,0.53183
cri,2002,3.8103
cri,2003,3.27843
cri,2004,1.07113
cri,2005,3.33979
cri,2006,3.70882
cri,2007,6.22514
cri,2008,4.56311
cri,2009,-1.00511
cri,2010,4.58036
cri,2011,5.55304
cri,2012,5.9985
cri,2013,0.74429
cri,2014,3.65587
cri,2015,3.54382
cri,2016,2.66236
cri,2017,4.4752
cri,2018,0.63427
cri,2019,0.67447
cri,2020,-5.1985
cub,1971,6.66726
cub,1972,2.99857
cub,1973,1.71761
cub,1974,-0.52404
cub,1975,7.98144
cub,1976,4.17564
cub,1977,7.72368
cub,1978,5.82791
cub,1979,0.52688
cub,1980,-5.77734
cub,1981,18.87951
cub,1982,9.10146
cub,1983,5.2435
cub,1984,7.7751
cub,1985,-2.012
cub,1986,0.11629
cub,1987,0.92438
cub,1988,1.19834
cub,1989,0.5496
cub,1990,-7.40354
cub,1991,-10.88281
cub,1992,-18.32836
cub,1993,-11.75841
cub,1994,5.18513
cub,1995,1.00701
cub,1996,3.43346
cub,1997,1.84283
cub,1998,1.42633
cub,1999,4.67671
cub,2000,1.70766
cub,2001,3.46636
cub,2002,1.81259
cub,2003,5.92107
cub,2004,1.34867
cub,2005,0.27824
cub,2006,18.71409
cub,2007,1.60825
cub,2008,-1.6419
cub,2009,0.98892
cub,2010,7.86263
cub,2011,1.30278
cub,2012,3.06688
cub,2013,4.92156
cub,2014,4.36078
cub,2015,7.18387
cub,2016,4.04647
cub,2017,1.63966
cub,2018,2.25363
cyp,1976,17.48481
cyp,1977,18.23606
cyp,1978,10.66837
cyp,1979,5.10693
cyp,1980,4.52916
cyp,1981,0.03333
cyp,1982,10.17903
cyp,1983,6.3874
cyp,1984,3.16017
cyp,1985,4.6329
cyp,1986,0.5739
cyp,1987,4.30539
cyp,1988,9.34099
cyp,1989,5.39017
cyp,1990,6.65546
cyp,1991,7.10778
cyp,1992,0.46803
cyp,1993,-6.914
cyp,1994,4.64593
cyp,1995,26.74603
cyp,1996,2.07169
cyp,1997,1.04545
cyp,1998,5.90307
cyp,1999,3.01766
cyp,2000,6.8795
cyp,2001,4.41215
cyp,2002,1.90889
cyp,2003,3.09906
cyp,2004,5.76887
cyp,2005,2.42416
cyp,2006,2.19659
cyp,2007,7.43614
cyp,2008,5.53035
cyp,2009,-9.00173
cyp,2010,1.87567
cyp,2011,-3.37811
cyp,2012,-4.22609
cyp,2013,-6.78812
cyp,2014,1.04752
cyp,2015,3.70772
cyp,2016,4.65332
cyp,2017,3.84915
cyp,2018,3.85924
cyp,2019,1.57362
cyp,2020,-6.24295
cze,1991,-21.23883
cze,1992,8.70003
cze,1993,1.13868
cze,1994,4.1444
cze,1995,4.64648
cze,1996,7.58116
cze,1997,3.04428
cze,1998,-0.30549
cze,1999,3.30249
cze,2000,1.80798
cze,2001,3.3938
cze,2002,3.29266
cze,2003,5.14981
cze,2004,2.84461
cze,2005,3.43427
cze,2006,3.47111
cze,2007,3.53383
cze,2008,2.14398
cze,2009,-1.03684
cze,2010,1.06164
cze,2011,0.18577
cze,2012,-1.21815
cze,2013,0.87606
cze,2014,1.30034
cze,2015,3.6643
cze,2016,3.58402
cze,2017,3.76779
cze,2018,3.16235
cze,2019,2.28342
cze,2020,-7.06767
deu,1971,5.28886
deu,1972,4.8831
deu,1973,2.5479
deu,1974,-0.22043
deu,1975,4.11661
deu,1976,4.73598
deu,1977,4.48834
deu,1978,3.67717
deu,1979,3.21643
deu,1980,1.29931
deu,1981,-0.52418
deu,1982,-0.9116
deu,1983,1.67299
deu,1984,2.3055
deu,1985,2.07997
deu,1986,3.77486
deu,1987,3.40352
deu,1988,2.25734
deu,1989,2.24334
deu,1990,3.32566
deu,1991,3.60472
deu,1992,2.14917
deu,1993,-0.58149
deu,1994,1.05819
deu,1995,1.2502
deu,1996,1.30297
deu,1997,0.59712
deu,1998,1.42729
deu,1999,2.53516
deu,2000,1.50769
deu,2001,1.02724
deu,2002,-1.54604
deu,2003,0.36655
deu,2004,0.66344
deu,2005,0.81563
deu,2006,1.45614
deu,2007,-0.10332
deu,2008,0.52544
deu,2009,0.16746
deu,2010,0.86477
deu,2011,3.75448
deu,2012,1.31016
deu,2013,0.08832
deu,2014,0.6303
deu,2015,1.05814
deu,2016,1.61641
deu,2017,1.03716
deu,2018,1.12983
deu,2019,1.33697
deu,2020,-6.02506
dji,2014,7.45518
dji,2015,8.65313
dji,2016,9.50153
dji,2017,8.83816
dji,2018,3.17619
dji,2019,3.42169
dji,2020,-6.38894
dnk,1967,5.89134
dnk,1968,2.96285
dnk,1969,5.13129
dnk,1970,1.71394
dnk,1971,0.1405
dnk,1972,-0.51965
dnk,1973,6.91853
dnk,1974,-2.72134
dnk,1975,2.84539
dnk,1976,7.35598
dnk,1977,1.6667
dnk,1978,1.41357
dnk,1979,0.78401
dnk,1980,-2.35631
dnk,1981,-1.228
dnk,1982,1.48271
dnk,1983,1.9826
dnk,1984,3.57143
dnk,1985,4.44681
dnk,1986,6.98653
dnk,1987,-2.0278
dnk,1988,-1.88039
dnk,1989,0.25796
dnk,1990,0.63725
dnk,1991,1.3592
dnk,1992,2.22681
dnk,1993,-1.19053
dnk,1994,6.29863
dnk,1995,1.15049
dnk,1996,1.87683
dnk,1997,2.51877
dnk,1998,1.98136
dnk,1999,-0.44967
dnk,2000,0.05168
dnk,2001,-0.13004
dnk,2002,1.12234
dnk,2003,1.05898
dnk,2004,4.37713
dnk,2005,3.41299
dnk,2006,2.60999
dnk,2007,1.31873
dnk,2008,-0.09831
dnk,2009,-3.94745
dnk,2010,0.33692
dnk,2011,-0.13626
dnk,2012,0.13493
dnk,2013,-0.13779
dnk,2014,0.40102
dnk,2015,1.56056
dnk,2016,1.62633
dnk,2017,1.63223
dnk,2018,2.97805
dnk,2019,0.8644
dnk,2020,-1.60788
dom,1961,-2.89437
dom,1962,17.551
dom,1963,5.81977
dom,1964,4.48235
dom,1965,-17.52441
dom,1966,15.5988
dom,1967,1.02348
dom,1968,-1.69957
dom,1969,4.14057
dom,1970,14.34398
dom,1971,1.79361
dom,1972,1.63766
dom,1973,7.65452
dom,1974,4.17545
dom,1975,3.7954
dom,1976,2.76389
dom,1977,3.13604
dom,1978,-2.52621
dom,1979,-4.61314
dom,1980,17.34501
dom,1981,-2.19293
dom,1982,2.02236
dom,1983,0.53505
dom,1984,0.24045
dom,1985,-3.74149
dom,1986,2.15567
dom,1987,9.86007
dom,1988,5.5287
dom,1989,3.19854
dom,1990,-10.81573
dom,1991,0.96211
dom,1992,11.01963
dom,1993,2.29971
dom,1994,-1.7701
dom,1995,4.25599
dom,1996,1.84779
dom,1997,6.21097
dom,1998,1.45828
dom,1999,4.23496
dom,2000,1.78349
dom,2001,0.03426
dom,2002,2.23793
dom,2003,-3.99206
dom,2004,1.29831
dom,2005,11.08045
dom,2006,7.6361
dom,2007,4.43958
dom,2008,4.11342
dom,2009,4.2862
dom,2010,5.56796
dom,2011,3.07529
dom,2012,0.69188
dom,2013,1.0296
dom,2014,4.09525
dom,2015,5.23054
dom,2016,4.85202
dom,2017,3.2049
dom,2018,4.54553
dom,2019,3.53593
dom,2020,-4.34507
dza,1961,-25.9163
dza,1962,-21.95178
dza,1963,72.72831
dza,1964,6.64663
dza,1965,2.61236
dza,1966,-21.51769
dza,1967,-2.34891
dza,1968,4.87424
dza,1969,4.74018
dza,1970,7.75318
dza,1971,2.89995
dza,1972,14.28637
dza,1973,-1.27952
dza,1974,21.60051
dza,1975,8.19136
dza,1976,5.03419
dza,1977,7.76335
dza,1978,-2.86907
dza,1979,6.44726
dza,1980,7.08206
dza,1981,5.50233
dza,1982,-1.19921
dza,1983,3.12447
dza,1984,2.0175
dza,1985,3.1338
dza,1986,-3.76628
dza,1987,-8.36479
dza,1988,-11.26908
dza,1989,8.23058
dza,1990,-5.96814
dza,1991,-9.61968
dza,1992,2.38361
dza,1993,-4.66799
dza,1994,-2.6034
dza,1995,0.14425
dza,1996,-4.09878
dza,1997,-3.72569
dza,1998,0.57575
dza,1999,1.5043
dza,2000,1.01839
dza,2001,3.37152
dza,2002,2.80464
dza,2003,3.12487
dza,2004,4.95037
dza,2005,3.04748
dza,2006,1.70278
dza,2007,3.6716
dza,2008,5.10053
dza,2009,4.27186
dza,2010,3.69665
dza,2011,3.99519
dza,2012,3.01567
dza,2013,2.91808
dza,2014,2.29838
dza,2015,1.79644
dza,2016,1.20254
dza,2017,-0.26058
dza,2018,0.75697
dza,2019,0.14437
dza,2020,-7.21968
ecu,1961,2.34872
ecu,1962,3.78172
ecu,1963,-0.01013
ecu,1964,5.50052
ecu,1965,-0.40403
ecu,1966,-2.19655
ecu,1967,0.34121
ecu,1968,1.73195
ecu,1969,2.40923
ecu,1970,5.53191
ecu,1971,2.19329
ecu,1972,-4.81614
ecu,1973,1.95641
ecu,1974,12.59245
ecu,1975,10.97147
ecu,1976,4.43375
ecu,1977,0.96525
ecu,1978,-0.38617
ecu,1979,5.1141
ecu,1980,5.07412
ecu,1981,4.64083
ecu,1982,0.56297
ecu,1983,-6.12767
ecu,1984,-0.70449
ecu,1985,1.47729
ecu,1986,-2.19668
ecu,1987,3.80745
ecu,1988,-5.10693
ecu,1989,-2.22424
ecu,1990,3.65874
ecu,1991,1.64419
ecu,1992,-1.26621
ecu,1993,0.85705
ecu,1994,2.17989
ecu,1995,1.74027
ecu,1996,-0.8809
ecu,1997,3.75742
ecu,1998,4.71966
ecu,1999,-13.91588
ecu,2000,-1.09588
ecu,2001,5.53644
ecu,2002,5.21221
ecu,2003,1.25878
ecu,2004,4.66107
ecu,2005,2.69466
ecu,2006,2.61869
ecu,2007,2.50835
ecu,2008,3.66774
ecu,2009,-2.58948
ecu,2010,6.01399
ecu,2011,3.52322
ecu,2012,1.34262
ecu,2013,2.37164
ecu,2014,1.15994
ecu,2015,-1.69534
ecu,2016,-4.06204
ecu,2017,1.90922
ecu,2018,0.30037
ecu,2019,-1.381
ecu,2020,-8.40752
egy,1961,1.15949
egy,1962,2.825
egy,1963,3.58273
egy,1964,3.28769
egy,1965,2.82778
egy,1966,3.34579
egy,1967,-0.52672
egy,1968,0.16637
egy,1969,0.71853
egy,1970,1.78036
egy,1971,0.56712
egy,1972,0.5281
egy,1973,-0.15633
egy,1974,-3.5126
egy,1975,-2.49899
egy,1976,10.92726
egy,1977,0.14395
egy,1978,-3.37314
egy,1979,-7.75249
egy,1980,8.56478
egy,1981,-3.10393
egy,1982,-0.0876
egy,1983,5.61663
egy,1984,3.66319
egy,1985,2.18448
egy,1986,1.30981
egy,1987,1.22238
egy,1988,2.08315
egy,1989,1.90219
egy,1990,1.97003
egy,1991,1.67167
egy,1992,1.0985
egy,1993,0.91693
egy,1994,2.14406
egy,1995,1.27611
egy,1996,1.91653
egy,1997,2.13346
egy,1998,1.91057
egy,1999,2.46644
egy,2000,2.99347
egy,2001,2.02362
egy,2002,0.09959
egy,2003,0.4413
egy,2004,0.24517
egy,2005,2.95284
egy,2006,4.56653
egy,2007,5.07988
egy,2008,3.86672
egy,2009,3.71383
egy,2010,2.07072
egy,2011,3.32522
egy,2012,4.14898
egy,2013,1.01929
egy,2014,2.06364
egy,2015,0.82908
egy,2016,2.42931
egy,2017,2.03364
egy,2018,-1.05142
egy,2019,-1.02341
egy,2020,5.26984
esp,1971,3.84154
esp,1972,7.11077
esp,1973,6.61523
esp,1974,3.9577
esp,1975,0.70537
esp,1976,4.48987
esp,1977,0.4607
esp,1978,-0.06653
esp,1979,0.41066
esp,1980,1.24948
esp,1981,-1.70039
esp,1982,-0.55873
esp,1983,-0.09905
esp,1984,-0.61268
esp,1985,1.91344
esp,1986,3.09426
esp,1987,5.67787
esp,1988,4.66917
esp,1989,5.26148
esp,1990,3.40515
esp,1991,2.62522
esp,1992,1.67433
esp,1993,-2.41
esp,1994,0.60434
esp,1995,1.26563
esp,1996,2.02527
esp,1997,2.39882
esp,1998,3.97725
esp,1999,4.37425
esp,2000,3.97045
esp,2001,3.15729
esp,2002,1.6306
esp,2003,0.53135
esp,2004,2.27713
esp,2005,2.38879
esp,2006,2.24191
esp,2007,1.49802
esp,2008,-2.2736
esp,2009,-4.44285
esp,2010,-0.0917
esp,2011,-2.80794
esp,2012,-3.38102
esp,2013,-2.56883
esp,2014,1.99382
esp,2015,3.02745
esp,2016,2.60686
esp,2017,2.7826
esp,2018,1.25033
esp,2019,0.26562
esp,2020,-12.40467
est,1994,3.0548
est,1995,6.96791
est,1996,11.43931
est,1997,14.55247
est,1998,4.59437
est,1999,0.08891
est,2000,6.52167
est,2001,7.63105
est,2002,10.35095
est,2003,10.40313
est,2004,8.7842
est,2005,10.35841
est,2006,13.54233
est,2007,8.92669
est,2008,-4.27412
est,2009,-13.78054
est,2010,-1.04434
est,2011,3.38394
est,2012,4.74082
est,2013,4.06872
est,2014,3.88227
est,2015,4.82632
est,2016,4.42054
est,2017,2.33478
est,2018,3.97221
est,2019,3.71006
est,2020,-2.82985
eth,2012,0.53174
eth,2013,6.77706
eth,2014,3.58472
eth,2015,6.94862
eth,2016,1.04301
eth,2017,5.7948
eth,2018,7.76331
eth,2019,27.67848
eth,2020,18.84413
fin,1971,1.60892
fin,1972,7.68889
fin,1973,5.3001
fin,1974,1.21729
fin,1975,2.63524
fin,1976,1.57986
fin,1977,-0.86428
fin,1978,2.03681
fin,1979,5.5516
fin,1980,2.19753
fin,1981,1.03316
fin,1982,4.54965
fin,1983,2.49532
fin,1984,2.74773
fin,1985,3.64534
fin,1986,3.78806
fin,1987,4.39837
fin,1988,5.25007
fin,1989,4.29465
fin,1990,-0.73478
fin,1991,-3.55234
fin,1992,-4.72186
fin,1993,-3.13431
fin,1994,2.15954
fin,1995,4.5268
fin,1996,3.4283
fin,1997,3.19098
fin,1998,4.54685
fin,1999,3.105
fin,2000,1.88991
fin,2001,2.44919
fin,2002,2.25135
fin,2003,3.87866
fin,2004,3.45029
fin,2005,2.82226
fin,2006,3.52231
fin,2007,3.06259
fin,2008,1.49436
fin,2009,-3.3846
fin,2010,2.52607
fin,2011,2.41857
fin,2012,-0.09174
fin,2013,-0.97921
fin,2014,0.19115
fin,2015,1.27279
fin,2016,2.13515
fin,2017,0.52014
fin,2018,1.57766
fin,2019,0.54441
fin,2020,-4.84388
fra,1961,4.25963
fra,1962,5.75757
fra,1963,5.53815
fra,1964,4.05812
fra,1965,2.62252
fra,1966,3.57653
fra,1967,3.90344
fra,1968,3.41374
fra,1969,5.62141
fra,1970,3.78351
fra,1971,4.75369
fra,1972,4.21694
fra,1973,4.80794
fra,1974,2.02212
fra,1975,1.31168
fra,1976,4.89063
fra,1977,2.09076
fra,1978,3.45774
fra,1979,2.96656
fra,1980,0.74267
fra,1981,1.48164
fra,1982,2.72475
fra,1983,0.28042
fra,1984,0.08865
fra,1985,1.29527
fra,1986,3.07426
fra,1987,2.68835
fra,1988,2.73953
fra,1989,2.6244
fra,1990,2.07933
fra,1991,0.09706
fra,1992,0.62294
fra,1993,-0.49027
fra,1994,1.29734
fra,1995,1.35538
fra,1996,1.59983
fra,1997,0.18314
fra,1998,3.60309
fra,1999,2.93296
fra,2000,2.95842
fra,2001,1.77517
fra,2002,1.3426
fra,2003,0.76869
fra,2004,1.20314
fra,2005,1.64866
fra,2006,1.43368
fra,2007,2.00451
fra,2008,-0.03805
fra,2009,-0.20992
fra,2010,1.38148
fra,2011,0.13219
fra,2012,-0.90393
fra,2013,-0.00659
fra,2014,0.34329
fra,2015,1.11883
fra,2016,1.51167
fra,2017,1.1846
fra,2018,0.7054
fra,2019,1.54621
fra,2020,-7.26435
gab,1961,7.17699
gab,1962,10.19587
gab,1963,29.09417
gab,1964,4.32208
gab,1965,13.78126
gab,1966,-12.45648
gab,1967,23.74704
gab,1968,-0.5327
gab,1969,2.04085
gab,1970,3.20043
gab,1971,5.9712
gab,1972,5.69431
gab,1973,14.1116
gab,1974,-17.32213
gab,1975,2.43287
gab,1976,13.59129
gab,1977,8.59887
gab,1978,34.74707
gab,1979,-11.66338
gab,1980,-1.22761
gab,1981,7.51352
gab,1982,-12.78957
gab,1983,19.50289
gab,1984,-10.86804
gab,1985,-8.26127
gab,1986,20.8492
gab,1987,-18.31855
gab,1988,-14.37307
gab,1989,31.79706
gab,1990,-5.67587
gab,1991,-4.57101
gab,1992,-4.96122
gab,1993,-3.42791
gab,1994,-12.94211
gab,1995,-0.92313
gab,1996,-11.7621
gab,1997,-3.1963
gab,1998,18.04801
gab,1999,3.20683
gab,2000,1.97808
gab,2001,-2.64548
gab,2002,-0.25446
gab,2003,-2.1219
gab,2004,0.24006
gab,2005,2.23554
gab,2006,3.23959
gab,2007,0.59851
gab,2008,0.15764
gab,2009,1.64211
gab,2010,3.85376
gab,2011,3.36656
gab,2012,2.27201
gab,2013,4.13981
gab,2014,1.80139
gab,2015,0.68527
gab,2016,-0.76673
gab,2017,-2.34873
gab,2018,-2.95961
gab,2019,-1.53113
gab,2020,-4.13637
gbr,1971,2.75605
gbr,1972,6.00106
gbr,1973,5.33418
gbr,1974,-1.68537
gbr,1975,-0.12594
gbr,1976,0.51725
gbr,1977,-0.36481
gbr,1978,5.34666
gbr,1979,4.27263
gbr,1980,-0.20385
gbr,1981,0.12785
gbr,1982,1.12827
gbr,1983,4.16088
gbr,1984,2.15326
gbr,1985,3.64984
gbr,1986,6.21729
gbr,1987,5.27956
gbr,1988,7.51803
gbr,1989,3.22113
gbr,1990,0.67358
gbr,1991,-2.36559
gbr,1992,1.30205
gbr,1993,4.08597
gbr,1994,3.256
gbr,1995,1.89398
gbr,1996,3.43221
gbr,1997,4.80595
gbr,1998,3.85814
gbr,1999,4.13315
gbr,2000,4.05689
gbr,2001,3.1643
gbr,2002,2.85937
gbr,2003,2.85374
gbr,2004,2.59921
gbr,2005,1.77466
gbr,2006,0.86578
gbr,2007,1.5526
gbr,2008,-1.16406
gbr,2009,-3.46595
gbr,2010,0.36412
gbr,2011,-0.87899
gbr,2012,1.01195
gbr,2013,1.94875
gbr,2014,1.5877
gbr,2015,2.19734
gbr,2016,2.62061
gbr,2017,0.44918
gbr,2018,0.81424
gbr,2019,0.53144
gbr,2020,-11.42592
geo,2011,9.83442
geo,2012,4.94572
geo,2013,2.852
geo,2014,5.66959
geo,2015,3.62603
geo,2016,-5.71233
geo,2017,7.37243
geo,2018,5.85255
geo,2019,7.3978
geo,2020,5.54095
gha,2007,3.33618
gha,2008,12.19118
gha,2009,-0.41626
gha,2010,14.42448
gha,2011,3.39272
gha,2012,3.87779
gha,2013,17.06915
gha,2014,6.00025
gha,2015,0.24168
gha,2016,-2.79235
gha,2017,-0.53743
gha,2018,6.98614
gha,2019,1.92922
gin,2007,3.93756
gin,2008,-5.24368
gin,2009,-2.40155
gin,2010,-4.26305
gin,2011,1.77507
gin,2012,5.7422
gin,2013,6.94057
gin,2014,-4.11735
gin,2015,4.43416
gin,2016,4.17749
gin,2017,-1.75869
gin,2018,0.61457
gin,2019,0.80741
gin,2020,-21.47153
gmb,2005,-2.40991
gmb,2006,-6.57161
gmb,2007,4.28052
gmb,2008,5.54794
gmb,2009,0.99076
gmb,2010,3.63076
gmb,2011,-8.89162
gmb,2012,-4.19827
gmb,2013,8.01603
gmb,2014,-2.49538
gmb,2015,-2.12773
gmb,2016,-2.40577
gmb,2017,6.32458
gmb,2018,6.51309
gmb,2019,1.11432
gnb,2001,11.29302
gnb,2002,0.00114
gnb,2003,-8.23581
gnb,2004,4.92085
gnb,2005,-5.89462
gnb,2006,3.31062
gnb,2007,-1.39813
gnb,2008,3.27194
gnb,2009,0.07484
gnb,2010,9.84204
gnb,2011,-5.19499
gnb,2012,-2.71586
gnb,2013,-0.96569
gnb,2014,-6.64563
gnb,2015,8.26509
gnb,2016,8.02054
gnb,2017,13.73376
gnb,2018,-15.03235
gnb,2019,-1.31973
gnb,2020,-6.19583
gnq,2006,60.42495
gnq,2007,4.7818
gnq,2008,5.50929
gnq,2009,-3.00582
gnq,2010,3.55349
gnq,2011,-0.54148
gnq,2012,2.20967
gnq,2013,13.13487
gnq,2014,-0.52935
gnq,2015,-2.06102
gnq,2016,-1.21287
gnq,2017,-0.41926
gnq,2018,-0.32737
gnq,2019,-0.17758
gnq,2020,-0.07581
grc,1961,6.17955
grc,1962,3.3808
grc,1963,5.20009
grc,1964,9.81452
grc,1965,6.5251
grc,1966,6.20126
grc,1967,6.20395
grc,1968,7.13671
grc,1969,5.9207
grc,1970,6.46694
grc,1971,4.95322
grc,1972,5.31995
grc,1973,5.61732
grc,1974,-1.36752
grc,1975,6.46775
grc,1976,4.07848
grc,1977,7.39908
grc,1978,6.52103
grc,1979,4.42442
grc,1980,-0.52698
grc,1981,-1.5704
grc,1982,2.75416
grc,1983,1.50476
grc,1984,-0.11686
grc,1985,0.12142
grc,1986,-1.80646
grc,1987,2.3223
grc,1988,5.67189
grc,1989,5.73213
grc,1990,1.53924
grc,1991,1.66211
grc,1992,1.49453
grc,1993,-1.34712
grc,1994,1.43575
grc,1995,2.04529
grc,1996,2.22346
grc,1997,3.9477
grc,1998,3.98807
grc,1999,3.10116
grc,2000,2.10494
grc,2001,3.08626
grc,2002,4.70086
grc,2003,4.28393
grc,2004,3.35084
grc,2005,2.92258
grc,2006,2.47367
grc,2007,3.81139
grc,2008,3.30929
grc,2009,-1.92836
grc,2010,-6.63922
grc,2011,-8.5308
grc,2012,-6.97473
grc,2013,-2.82743
grc,2014,0.67464
grc,2015,0.34802
grc,2016,-0.10065
grc,2017,2.09245
grc,2018,2.48099
grc,2019,1.99264
grc,2020,-5.10109
grl,2004,9.20518
grl,2005,6.41028
grl,2006,3.0622
grl,2007,1.58863
grl,2008,0.49752
grl,2009,0.73005
grl,2010,-1.40058
grl,2011,0.41953
grl,2012,-0.79097
grl,2013,-0.52371
grl,2014,1.0452
grl,2015,0.50576
grl,2016,1.35635
grl,2017,1.3315
grl,2018,1.36003
gtm,1961,1.38821
gtm,1962,2.65307
gtm,1963,3.4422
gtm,1964,2.12363
gtm,1965,0.05123
gtm,1966,0.60476
gtm,1967,2.09245
gtm,1968,1.72997
gtm,1969,2.86962
gtm,1970,3.13924
gtm,1971,3.19585
gtm,1972,4.03693
gtm,1973,3.21635
gtm,1974,1.35459
gtm,1975,0.63781
gtm,1976,4.34186
gtm,1977,5.59346
gtm,1978,2.61462
gtm,1979,1.80106
gtm,1980,0.83669
gtm,1981,-1.23797
gtm,1982,-5.56107
gtm,1983,-4.04514
gtm,1984,-1.60732
gtm,1985,-3.05891
gtm,1986,-1.91794
gtm,1987,1.06001
gtm,1988,1.2584
gtm,1989,0.20057
gtm,1990,-0.72024
gtm,1991,1.61185
gtm,1992,1.99824
gtm,1993,1.6739
gtm,1994,2.26602
gtm,1995,2.69476
gtm,1996,0.35944
gtm,1997,1.57631
gtm,1998,2.12901
gtm,1999,1.1357
gtm,2000,1.01677
gtm,2001,1.31662
gtm,2002,1.01908
gtm,2003,1.61934
gtm,2004,1.66702
gtm,2005,2.13506
gtm,2006,2.58338
gtm,2007,3.32807
gtm,2008,2.35753
gtm,2009,-2.15331
gtm,2010,1.56431
gtm,2011,1.7716
gtm,2012,1.32417
gtm,2013,1.8968
gtm,2014,2.74705
gtm,2015,3.3794
gtm,2016,2.36048
gtm,2017,1.60611
gtm,2018,1.90151
gtm,2019,2.9125
gtm,2020,-2.58499
gum,2003,-7.45708
gum,2004,4.57286
gum,2005,4.35679
gum,2006,-3.0578
gum,2007,0.55484
gum,2008,2.88739
gum,2009,0.73007
gum,2010,-0.94258
gum,2011,1.25183
gum,2012,3.55949
gum,2013,0.38835
gum,2014,0.03368
gum,2015,1.35143
gum,2016,0.83127
gum,2017,1.85256
gum,2018,-1.53184
gum,2019,0.97225
hkg,1962,6.12648
hkg,1963,6.07381
hkg,1964,6.28917
hkg,1965,10.10297
hkg,1966,11.17873
hkg,1967,-1.12212
hkg,1968,7.70998
hkg,1969,6.90039
hkg,1970,7.86974
hkg,1971,10.45945
hkg,1972,5.54785
hkg,1973,10.03289
hkg,1974,-4.85615
hkg,1975,1.76419
hkg,1976,6.19522
hkg,1977,15.0461
hkg,1978,14.97654
hkg,1979,3.62966
