geo,time,ne_rsb_gnfs_kn
svn,2017,3742416000
svn,2018,3678499000
svn,2019,3792527000
svn,2020,3788468000
swe,1960,-49399849800
swe,1961,-43700687400
swe,1962,-43263799800
swe,1963,-46072418700
swe,1964,-47288029600
swe,1965,-61663636000
swe,1966,-63310994500
swe,1967,-59627822400
swe,1968,-65872998700
swe,1969,-77160929400
swe,1970,-86351507000
swe,1971,-63914350000
swe,1972,-61655671000
swe,1973,-47660425000
swe,1974,-66415824000
swe,1975,-82727911000
swe,1976,-103871394000
swe,1977,-83813945000
swe,1978,-38169930000
swe,1979,-60889924000
swe,1980,-64661823000
swe,1981,-37786382000
swe,1982,-32242214000
swe,1983,202233000
swe,1984,7736130000
swe,1985,-21544292000
swe,1986,-22702265000
swe,1987,-40036726000
swe,1988,-50351550000
swe,1989,-77344745000
swe,1990,-72020769000
swe,1991,-52694348000
swe,1992,-50846758000
swe,1993,7349000000
swe,1994,12599000000
swe,1995,40360000000
swe,1996,48960000000
swe,1997,67393000000
swe,1998,57153000000
swe,1999,77296000000
swe,2000,84671000000
swe,2001,106668000000
swe,2002,136980000000
swe,2003,154887000000
swe,2004,219455000000
swe,2005,228478000000
swe,2006,251616000000
swe,2007,217969000000
swe,2008,204880000000
swe,2009,176392000000
swe,2010,184690000000
swe,2011,192011000000
swe,2012,195763000000
swe,2013,179954000000
swe,2014,157370000000
swe,2015,162312000000
swe,2016,130968000000
swe,2017,125759000000
swe,2018,138981000000
swe,2019,221636000000
swe,2020,230151000000
swz,2011,-3887270500
swz,2012,-2119222700
swz,2013,-3820115300
swz,2014,-2273130900
swz,2015,-2927427800
swz,2016,-3865067400
swz,2017,-4540537200
swz,2018,-6132477500
swz,2019,-3891189500
swz,2020,-4192546900
sxm,2011,105900000
syc,2006,-906792700
syc,2012,-1387000000
syc,2013,-789000000
syc,2014,-1241000000
syc,2015,-887000000
syc,2016,-749000000
syc,2017,-1077476200
syr,2000,62847000000
syr,2001,77864000000
syr,2002,77864000000
syr,2003,9410000000
syr,2004,-37023000000
syr,2005,-151422000000
syr,2006,-7326000000
syr,2007,-52990000000
syr,2008,-102499000000
syr,2009,-61109000000
syr,2010,-84618000000
syr,2011,-196498000000
syr,2012,-153147000000
syr,2013,-133037000000
syr,2014,-113784000000
syr,2015,-111976000000
syr,2016,-109173000000
syr,2017,-143822425600
syr,2018,-139084892100
syr,2019,-130332000000
tcd,2005,354369780900
tcd,2007,116209000000
tcd,2008,68975000000
tcd,2009,-489841000000
tcd,2010,-500593000000
tcd,2011,-326613000000
tcd,2012,-516460000000
tcd,2013,-633162200000
tcd,2014,-747074500000
tcd,2015,278612000000
tcd,2016,391692000000
tcd,2017,441214000000
tcd,2018,515482100000
tcd,2019,580615900000
tcd,2020,574552128800
tgo,2016,-467069000000
tgo,2017,-311155000000
tgo,2018,-358805000000
tgo,2019,-357864400000
tgo,2020,-414612400000
tha,2002,364739000000
tha,2003,336548000000
tha,2004,188222000000
tha,2005,-150317000000
tha,2006,215270000000
tha,2007,469579000000
tha,2008,230892000000
tha,2009,704910000000
tha,2010,402630000000
tha,2011,277128000000
tha,2012,161958000000
tha,2013,222112000000
tha,2014,608910000000
tha,2015,697247000000
tha,2016,954929000000
tha,2017,937292000000
tha,2018,633285000000
tha,2019,777835000000
tha,2020,196849000000
tjk,2000,-33000000
tjk,2001,-28214000
tjk,2002,-77730000
tjk,2003,-13446200
tjk,2004,-77866200
tjk,2005,-398615100
tjk,2006,-131885100
tjk,2007,-210433600
tjk,2008,-285621300
tjk,2009,-217435300
tjk,2010,182366500
tjk,2011,181135200
tkm,2005,1322000000
tkm,2006,3957741600
tls,2015,-858412500
tls,2016,-927942800
tls,2017,-862410200
tls,2018,-883117200
tls,2019,-612613700
tls,2020,-226879800
tun,2010,-7825835687.81896
tun,2011,-9411993296.60586
tun,2012,-10007876605.5946
tun,2013,-7738924757.88121
tun,2014,-8703705240.46119
tun,2015,-9383324111.4187
tun,2016,-10028695211.8293
tun,2017,-10207829255.4227
tun,2018,-9662371035.8851
tur,2009,-469660500
tur,2010,-42056934500
tur,2011,-53276381300
tur,2012,-16111001400
tur,2013,-36392712800
tur,2014,-14499880000
tur,2015,-5641673800
tur,2016,-22810265500
tur,2017,-18981056000
tur,2018,41620791000
tur,2019,82267650000
tur,2020,-12410851000
tza,2015,-6177858810900
tza,2016,-4193539592300
tza,2017,-3398932897200
tza,2018,-6815016580400
tza,2019,-3620027475100
tza,2020,-3530903177700
ukr,2016,-165162000000
ukr,2017,-292381000000
ukr,2018,-351078000000
ukr,2019,-352509000000
ukr,2020,-268572039000
ury,2016,92111334700
ury,2017,88728005400
ury,2018,80401204800
ury,2019,92030267200
ury,2020,55130718800
usa,1970,-61262111000
usa,1971,-71430604000
usa,1972,-86204194000
usa,1973,-60441386000
usa,1974,-33611942000
usa,1975,-1678262000
usa,1976,-42631250000
usa,1977,-71102268000
usa,1978,-71865485000
usa,1979,-47016701000
usa,1980,16636592000
usa,1981,11712207000
usa,1982,-13301624000
usa,1983,-69681172000
usa,1984,-143362228000
usa,1985,-164558629000
usa,1986,-181990002000
usa,1987,-171785537000
usa,1988,-121085611000
usa,1989,-87434320000
usa,1990,-58757158000
usa,1991,-14036157000
usa,1992,-15600107000
usa,1993,-57435388000
usa,1994,-88308247000
usa,1995,-76119742000
usa,1996,-87586463000
usa,1997,-115095199000
usa,1998,-234117540000
usa,1999,-337619192000
usa,2000,-438364584000
usa,2001,-468564748000
usa,2002,-555595057000
usa,2003,-620800778000
usa,2004,-705660754000
usa,2005,-745338729000
usa,2006,-748869834000
usa,2007,-669349546000
usa,2008,-517589942000
usa,2009,-373222750000
usa,2010,-427275435000
usa,2011,-403253502000
usa,2012,-381291084000
usa,2013,-348724386000
usa,2014,-394528170000
usa,2015,-526199000000
usa,2016,-557577126000
usa,2017,-590684911000
usa,2018,-645438273000
usa,2019,-682500713000
usa,2020,-734345588000
ven,2011,-16446766000
vir,2009,1124000000
vir,2010,1736000000
vir,2011,840000000
vir,2012,129000000
vir,2013,-89000000
vir,2014,94000000
vir,2015,160000000
vir,2016,-707000000
vir,2017,-921000000
vir,2018,-1673000000
vir,2019,-1482000000
vnm,2010,-177214668607200
vnm,2011,-80562969247099.90625
vnm,2012,25958787559099.89453
vnm,2013,31049959532099.69531
vnm,2014,5932611485300.05957
vnm,2015,-135699000000000
vnm,2016,-198213000000000
vnm,2017,-258471000000000
vnm,2018,-234631000000000
vnm,2019,-381144000000000
vnm,2020,-317045000000000
vut,2006,-3401000000
vut,2007,-11676000000
vut,2008,-9848000000
vut,2009,-6543000000
vut,2010,-6272000000
vut,2011,-3581000000
vut,2012,-4020000000
vut,2013,-5020000000
vut,2014,-5238000000
vut,2015,-12976000000
vut,2016,-7889000000
vut,2017,-9778000000
vut,2018,-13353000000
vut,2019,-16209000000
vut,2020,-26044000000
yem,2010,-17140958853.05
yem,2011,-8096399699.03
yem,2012,-40548579316.86
yem,2013,-28470451931.05
yem,2014,-25048457048.13
yem,2015,-38550064283.52
yem,2016,-53572622571.94
yem,2017,-62717216007.11
yem,2018,-63265212978.02
zaf,2015,-57443748000
zaf,2016,562198100
zaf,2017,-21641686500
zaf,2018,-27687182800
zaf,2019,-76782738800
zaf,2020,3265023900.00012
zmb,2010,5979700000
zwe,2012,-4079500300
zwe,2013,-2533993200
zwe,2014,-2413135400
zwe,2015,-5627509800
zwe,2016,-4022702800
zwe,2017,-4043000000
zwe,2018,-2464036000
