geo,time,ag_lnd_prcp_mm
sau,1997,59
sau,2002,59
sau,2007,59
sau,2012,59
sau,2017,59
sdn,2012,250
sdn,2017,250
sen,1962,686
sen,1967,686
sen,1972,686
sen,1977,686
sen,1982,686
sen,1987,686
sen,1992,686
sen,1997,686
sen,2002,686
sen,2007,686
sen,2012,686
sen,2017,686
sgp,1962,2497
sgp,1967,2497
sgp,1972,2497
sgp,1977,2497
sgp,1982,2497
sgp,1987,2497
sgp,1992,2497
sgp,1997,2497
sgp,2002,2497
sgp,2007,2497
sgp,2012,2497
sgp,2017,2497
slb,1962,3028
slb,1967,3028
slb,1972,3028
slb,1977,3028
slb,1982,3028
slb,1987,3028
slb,1992,3028
slb,1997,3028
slb,2002,3028
slb,2007,3028
slb,2012,3028
slb,2017,3028
sle,1962,2526
sle,1967,2526
sle,1972,2526
sle,1977,2526
sle,1982,2526
sle,1987,2526
sle,1992,2526
sle,1997,2526
sle,2002,2526
sle,2007,2526
sle,2012,2526
sle,2017,2526
slv,1962,1784
slv,1967,1784
slv,1972,1784
slv,1977,1784
slv,1982,1784
slv,1987,1784
slv,1992,1784
slv,1997,1784
slv,2002,1784
slv,2007,1784
slv,2012,1784
slv,2017,1784
som,1962,282
som,1967,282
som,1972,282
som,1977,282
som,1982,282
som,1987,282
som,1992,282
som,1997,282
som,2002,282
som,2007,282
som,2012,282
som,2017,282
ssd,2012,900
ssd,2017,900
stp,1962,3200
stp,1967,3200
stp,1972,3200
stp,1977,3200
stp,1982,3200
stp,1987,3200
stp,1992,3200
stp,1997,3200
stp,2002,3200
stp,2007,3200
stp,2012,3200
stp,2017,3200
sur,1962,2331
sur,1967,2331
sur,1972,2331
sur,1977,2331
sur,1982,2331
sur,1987,2331
sur,1992,2331
sur,1997,2331
sur,2002,2331
sur,2007,2331
sur,2012,2331
sur,2017,2331
svk,1997,824
svk,2002,824
svk,2007,824
svk,2012,824
svk,2017,824
svn,1992,1162
svn,1997,1162
svn,2002,1162
svn,2007,1162
svn,2012,1162
svn,2017,1162
swe,1962,624
swe,1967,624
swe,1972,624
swe,1977,624
swe,1982,624
swe,1987,624
swe,1992,624
swe,1997,624
swe,2002,624
swe,2007,624
swe,2012,624
swe,2017,624
swz,1962,788
swz,1967,788
swz,1972,788
swz,1977,788
swz,1982,788
swz,1987,788
swz,1992,788
swz,1997,788
swz,2002,788
swz,2007,788
swz,2012,788
swz,2017,788
syc,1962,2330
syc,1967,2330
syc,1972,2330
syc,1977,2330
syc,1982,2330
syc,1987,2330
syc,1992,2330
syc,1997,2330
syc,2002,2330
syc,2007,2330
syc,2012,2330
syc,2017,2330
syr,1962,252
syr,1967,252
syr,1972,252
syr,1977,252
syr,1982,252
syr,1987,252
syr,1992,252
syr,1997,252
syr,2002,252
syr,2007,252
syr,2012,252
syr,2017,252
tcd,1962,322
tcd,1967,322
tcd,1972,322
tcd,1977,322
tcd,1982,322
tcd,1987,322
tcd,1992,322
tcd,1997,322
tcd,2002,322
tcd,2007,322
tcd,2012,322
tcd,2017,322
tgo,1962,1168
tgo,1967,1168
tgo,1972,1168
tgo,1977,1168
tgo,1982,1168
tgo,1987,1168
tgo,1992,1168
tgo,1997,1168
tgo,2002,1168
tgo,2007,1168
tgo,2012,1168
tgo,2017,1168
tha,1962,1622
tha,1967,1622
tha,1972,1622
tha,1977,1622
tha,1982,1622
tha,1987,1622
tha,1992,1622
tha,1997,1622
tha,2002,1622
tha,2007,1622
tha,2012,1622
tha,2017,1622
tjk,1992,691
tjk,1997,691
tjk,2002,691
tjk,2007,691
tjk,2012,691
tjk,2017,691
tkm,1992,161
tkm,1997,161
tkm,2002,161
tkm,2007,161
tkm,2012,161
tkm,2017,161
tls,1962,1500
tls,1967,1500
tls,1972,1500
tls,1977,1500
tls,1982,1500
tls,1987,1500
tls,1992,1500
tls,1997,1500
tls,2002,1500
tls,2007,1500
tls,2012,1500
tls,2017,1500
tto,1962,2200
tto,1967,2200
tto,1972,2200
tto,1977,2200
tto,1982,2200
tto,1987,2200
tto,1992,2200
tto,1997,2200
tto,2002,2200
tto,2007,2200
tto,2012,2200
tto,2017,2200
tun,1962,207
tun,1967,207
tun,1972,207
tun,1977,207
tun,1982,207
tun,1987,207
tun,1992,207
tun,1997,207
tun,2002,207
tun,2007,207
tun,2012,207
tun,2017,207
tur,1962,593
tur,1967,593
tur,1972,593
tur,1977,593
tur,1982,593
tur,1987,593
tur,1992,593
tur,1997,593
tur,2002,593
tur,2007,593
tur,2012,593
tur,2017,593
tza,1962,1071
tza,1967,1071
tza,1972,1071
tza,1977,1071
tza,1982,1071
tza,1987,1071
tza,1992,1071
tza,1997,1071
tza,2002,1071
tza,2007,1071
tza,2012,1071
tza,2017,1071
uga,1962,1180
uga,1967,1180
uga,1972,1180
uga,1977,1180
uga,1982,1180
uga,1987,1180
uga,1992,1180
uga,1997,1180
uga,2002,1180
uga,2007,1180
uga,2012,1180
uga,2017,1180
ukr,1992,565
ukr,1997,565
ukr,2002,565
ukr,2007,565
ukr,2012,565
ukr,2017,565
ury,1962,1300
ury,1967,1300
ury,1972,1300
ury,1977,1300
ury,1982,1300
ury,1987,1300
ury,1992,1300
ury,1997,1300
ury,2002,1300
ury,2007,1300
ury,2012,1300
ury,2017,1300
usa,1962,715
usa,1967,715
usa,1972,715
usa,1977,715
usa,1982,715
usa,1987,715
usa,1992,715
usa,1997,715
usa,2002,715
usa,2007,715
usa,2012,715
usa,2017,715
uzb,1992,206
uzb,1997,206
uzb,2002,206
uzb,2007,206
uzb,2012,206
uzb,2017,206
vct,1962,1583
vct,1967,1583
vct,1972,1583
vct,1977,1583
vct,1982,1583
vct,1987,1583
vct,1992,1583
vct,1997,1583
vct,2002,1583
vct,2007,1583
vct,2012,1583
vct,2017,1583
ven,1962,2044
ven,1967,2044
ven,1972,2044
ven,1977,2044
ven,1982,2044
ven,1987,2044
ven,1992,2044
ven,1997,2044
ven,2002,2044
ven,2007,2044
ven,2012,2044
ven,2017,2044
vnm,1962,1821
vnm,1967,1821
vnm,1972,1821
vnm,1977,1821
vnm,1982,1821
vnm,1987,1821
vnm,1992,1821
vnm,1997,1821
vnm,2002,1821
vnm,2007,1821
vnm,2012,1821
vnm,2017,1821
vut,1962,2000
vut,1967,2000
vut,1972,2000
vut,1977,2000
vut,1982,2000
vut,1987,2000
vut,1992,2000
vut,1997,2000
vut,2002,2000
vut,2007,2000
vut,2012,2000
vut,2017,2000
wsm,1962,2880
wsm,1967,2880
wsm,1972,2880
wsm,1977,2880
wsm,1982,2880
wsm,1987,2880
wsm,1992,2880
wsm,1997,2880
wsm,2002,2880
wsm,2007,2880
wsm,2012,2880
wsm,2017,2880
yem,1962,167
yem,1967,167
yem,1972,167
yem,1977,167
yem,1982,167
yem,1987,167
yem,1992,167
yem,1997,167
yem,2002,167
yem,2007,167
yem,2012,167
yem,2017,167
zaf,1962,495
zaf,1967,495
zaf,1972,495
zaf,1977,495
zaf,1982,495
zaf,1987,495
zaf,1992,495
zaf,1997,495
zaf,2002,495
zaf,2007,495
zaf,2012,495
zaf,2017,495
zmb,1962,1020
zmb,1967,1020
zmb,1972,1020
zmb,1977,1020
zmb,1982,1020
zmb,1987,1020
zmb,1992,1020
zmb,1997,1020
zmb,2002,1020
zmb,2007,1020
zmb,2012,1020
zmb,2017,1020
zwe,1962,657
zwe,1967,657
zwe,1972,657
zwe,1977,657
zwe,1982,657
zwe,1987,657
zwe,1992,657
zwe,1997,657
zwe,2002,657
zwe,2007,657
zwe,2012,657
zwe,2017,657
