geo,time,sh_mmr_dths
zmb,2009,1800
zmb,2010,1700
zmb,2011,1600
zmb,2012,1600
zmb,2013,1500
zmb,2014,1400
zmb,2015,1400
zmb,2016,1400
zmb,2017,1300
zwe,2000,2200
zwe,2001,2400
zwe,2002,2600
zwe,2003,2700
zwe,2004,2800
zwe,2005,2800
zwe,2006,2900
zwe,2007,2900
zwe,2008,2900
zwe,2009,2900
zwe,2010,2800
zwe,2011,2600
zwe,2012,2500
zwe,2013,2400
zwe,2014,2300
zwe,2015,2200
zwe,2016,2100
zwe,2017,2100
