geo,time,sl_emp_self_fe_zs
dza,2002,36.09
dza,2003,33.87
dza,2004,32.53
dza,2005,31.24
dza,2006,30.09
dza,2007,29.06
dza,2008,28.07
dza,2009,27.3
dza,2010,26.41
dza,2011,25.63
dza,2012,25.97
dza,2013,26.31
dza,2014,26.05
dza,2015,25.87
dza,2016,25.63
dza,2017,25.4
dza,2018,25.42
dza,2019,25.48
ecu,1991,56.56
ecu,1992,58.16
ecu,1993,58.97
ecu,1994,56.76
ecu,1995,56.92
ecu,1996,56.51
ecu,1997,54
ecu,1998,57.34
ecu,1999,57.23
ecu,2000,56.74
ecu,2001,56.29
ecu,2002,53.89
ecu,2003,51.71
ecu,2004,56.87
ecu,2005,52.84
ecu,2006,54.93
ecu,2007,53.66
ecu,2008,52.8
ecu,2009,52.61
ecu,2010,50.83
ecu,2011,53.22
ecu,2012,53.11
ecu,2013,52.71
ecu,2014,50.83
ecu,2015,53.58
ecu,2016,57.33
ecu,2017,58.47
ecu,2018,58.88
ecu,2019,60.12
egy,1991,52.08
egy,1992,51.06
egy,1993,50.49
egy,1994,50.75
egy,1995,47.06
egy,1996,45.66
egy,1997,44.5
egy,1998,39.35
egy,1999,35.62
egy,2000,42.91
egy,2001,35.19
egy,2002,32.12
egy,2003,43.7
egy,2004,51.47
egy,2005,49.53
egy,2006,46.4
egy,2007,52.2
egy,2008,49.33
egy,2009,49.78
egy,2010,47.97
egy,2011,47.18
egy,2012,43.75
egy,2013,47.97
egy,2014,48.85
egy,2015,48.45
egy,2016,33.88
egy,2017,37.04
egy,2018,34.69
egy,2019,31.37
eri,1991,92.9
eri,1992,92.71
eri,1993,92.46
eri,1994,92.08
eri,1995,92.04
eri,1996,91.09
eri,1997,89.99
eri,1998,90.93
eri,1999,91.15
eri,2000,90.59
eri,2001,89.37
eri,2002,88.53
eri,2003,89.82
eri,2004,89.17
eri,2005,88.86
eri,2006,88.77
eri,2007,88.43
eri,2008,87.68
eri,2009,88.11
eri,2010,88.82
eri,2011,87.75
eri,2012,87.21
eri,2013,87.55
eri,2014,85.88
eri,2015,86.71
eri,2016,86.1
eri,2017,87.01
eri,2018,86.15
eri,2019,86.2
esp,1991,25.2
esp,1992,24.42
esp,1993,24.29
esp,1994,23.76
esp,1995,23.11
esp,1996,22.11
esp,1997,20.61
esp,1998,19.68
esp,1999,17.84
esp,2000,16.68
esp,2001,16.5
esp,2002,15.06
esp,2003,14.33
esp,2004,14.1
esp,2005,14.21
esp,2006,13.61
esp,2007,13.31
esp,2008,13.15
esp,2009,12.61
esp,2010,12.26
esp,2011,12.17
esp,2012,12.72
esp,2013,13.05
esp,2014,12.95
esp,2015,12.81
esp,2016,12.72
esp,2017,12.16
esp,2018,11.81
esp,2019,11.7
est,1991,4.77
est,1992,4.81
est,1993,4.87
est,1994,4.98
est,1995,5.06
est,1996,5.2
est,1997,4.96
est,1998,6.22
est,1999,6.49
est,2000,6.7
est,2001,4.91
est,2002,4.84
est,2003,5.73
est,2004,6.01
est,2005,5.06
est,2006,4.93
est,2007,5.48
est,2008,4.98
est,2009,5.33
est,2010,5.51
est,2011,5.28
est,2012,5.18
est,2013,5.92
est,2014,5.7
est,2015,6.66
est,2016,6.8
est,2017,6.5
est,2018,6.83
est,2019,7.05
eth,1991,91.26
eth,1992,91.68
eth,1993,91.47
eth,1994,91.6
eth,1995,91.49
eth,1996,91.2
eth,1997,91.21
eth,1998,91.69
eth,1999,91.94
eth,2000,92.52
eth,2001,92.26
eth,2002,92.54
eth,2003,93.14
eth,2004,93.03
eth,2005,93.2
eth,2006,93.07
eth,2007,92.69
eth,2008,92.63
eth,2009,92.47
eth,2010,92.02
eth,2011,91.58
eth,2012,91.22
eth,2013,90.88
eth,2014,90.27
eth,2015,89.54
eth,2016,88.83
eth,2017,88.1
eth,2018,87.3
eth,2019,86.62
fin,1991,11.36
fin,1992,11.17
fin,1993,10.9
fin,1994,10.78
fin,1995,10.97
fin,1996,11.18
fin,1997,9.53
fin,1998,8.82
fin,1999,9.55
fin,2000,8.85
fin,2001,8.88
fin,2002,8.97
fin,2003,8.73
fin,2004,8.28
fin,2005,8.46
fin,2006,8.44
fin,2007,8.22
fin,2008,8.55
fin,2009,9.03
fin,2010,8.97
fin,2011,8.79
fin,2012,8.86
fin,2013,8.79
fin,2014,9.32
fin,2015,9.44
fin,2016,9.37
fin,2017,9.04
fin,2018,9.22
fin,2019,9.66
fji,1991,40.4
fji,1992,40.18
fji,1993,40.05
fji,1994,39.76
fji,1995,39.6
fji,1996,39.29
fji,1997,39.33
fji,1998,39.26
fji,1999,38.69
fji,2000,38.83
fji,2001,38.63
fji,2002,38.38
fji,2003,38.56
fji,2004,38.22
fji,2005,38.54
fji,2006,40.58
fji,2007,42.84
fji,2008,45.01
fji,2009,47.65
fji,2010,49.84
fji,2011,52.34
fji,2012,52.49
fji,2013,52.05
fji,2014,51.48
fji,2015,50.9
fji,2016,50.6
fji,2017,49.74
fji,2018,49.07
fji,2019,48.68
fra,1991,12.5
fra,1992,12.25
fra,1993,11.2
fra,1994,11.01
fra,1995,10.75
fra,1996,10.02
fra,1997,9.76
fra,1998,9.21
fra,1999,8.93
fra,2000,8.27
fra,2001,7.93
fra,2002,7.69
fra,2003,8.13
fra,2004,7.77
fra,2005,7.42
fra,2006,7.77
fra,2007,7.37
fra,2008,7.34
fra,2009,7.3
fra,2010,7.58
fra,2011,7.76
fra,2012,7.65
fra,2013,7.71
fra,2014,8.15
fra,2015,8.15
fra,2016,8.37
fra,2017,8.52
fra,2018,8.34
fra,2019,8.74
gab,1991,69.29
gab,1992,68.63
gab,1993,67.37
gab,1994,64.79
gab,1995,62.8
gab,1996,60.92
gab,1997,58.93
gab,1998,56.88
gab,1999,55.72
gab,2000,54.75
gab,2001,53.29
gab,2002,51.84
gab,2003,50.33
gab,2004,49.1
gab,2005,48.06
gab,2006,46.64
gab,2007,44.96
gab,2008,44.01
gab,2009,41.63
gab,2010,40.26
gab,2011,39.97
gab,2012,39.04
gab,2013,38.25
gab,2014,37.41
gab,2015,36.63
gab,2016,36.2
gab,2017,36.2
gab,2018,36.41
gab,2019,36.42
gbr,1991,8.24
gbr,1992,7.97
gbr,1993,7.94
gbr,1994,7.98
gbr,1995,7.86
gbr,1996,7.78
gbr,1997,7.91
gbr,1998,7.83
gbr,1999,7.62
gbr,2000,7.82
gbr,2001,7.41
gbr,2002,7.44
gbr,2003,7.85
gbr,2004,7.85
gbr,2005,7.79
gbr,2006,8.1
gbr,2007,8.22
gbr,2008,8.15
gbr,2009,8.53
gbr,2010,9.01
gbr,2011,9.24
gbr,2012,9.67
gbr,2013,9.79
gbr,2014,10.47
gbr,2015,10.39
gbr,2016,10.85
gbr,2017,11
gbr,2018,10.93
gbr,2019,11.14
geo,1991,44.65
geo,1992,45.9
geo,1993,47.2
geo,1994,48.73
geo,1995,50.62
geo,1996,52.68
geo,1997,54.26
geo,1998,55.77
geo,1999,57.4
geo,2000,62.46
geo,2001,64.37
geo,2002,63.98
geo,2003,65.58
geo,2004,65.38
geo,2005,65.34
geo,2006,65.95
geo,2007,64.17
geo,2008,61.9
geo,2009,60.59
geo,2010,58.06
geo,2011,58.3
geo,2012,57.46
geo,2013,57.16
geo,2014,56.07
geo,2015,53.55
geo,2016,51.11
geo,2017,51.4
geo,2018,47.31
geo,2019,46.32
gha,1991,93.78
gha,1992,93.67
gha,1993,93.16
gha,1994,93.09
gha,1995,93.04
gha,1996,92.93
gha,1997,92.67
gha,1998,92.51
gha,1999,92.26
gha,2000,91.97
gha,2001,91.71
gha,2002,91.37
gha,2003,91.03
gha,2004,90.71
gha,2005,90.21
gha,2006,89.75
gha,2007,89.46
gha,2008,89.19
gha,2009,89.03
gha,2010,88.39
gha,2011,86.3
gha,2012,85.29
gha,2013,84.64
gha,2014,83.69
gha,2015,83.54
gha,2016,83.54
gha,2017,82.59
gha,2018,81.71
gha,2019,80.95
gin,1991,97.54
gin,1992,97.61
gin,1993,97.55
gin,1994,97.62
gin,1995,97.63
gin,1996,97.59
gin,1997,97.54
gin,1998,97.59
gin,1999,97.47
gin,2000,97.45
gin,2001,97.53
gin,2002,97.39
gin,2003,97.42
gin,2004,97.46
gin,2005,97.38
gin,2006,97.38
gin,2007,97.5
gin,2008,97.34
gin,2009,97.55
gin,2010,97.6
gin,2011,97.6
gin,2012,97.57
gin,2013,97.75
gin,2014,97.71
gin,2015,97.9
gin,2016,97.72
gin,2017,97.63
gin,2018,97.58
gin,2019,97.51
gmb,1991,91.41
gmb,1992,91.32
gmb,1993,91.19
gmb,1994,90.98
gmb,1995,90.86
gmb,1996,90.37
gmb,1997,90.43
gmb,1998,90.04
gmb,1999,89.68
gmb,2000,89.3
gmb,2001,88.69
gmb,2002,88.4
gmb,2003,87.79
gmb,2004,87.16
gmb,2005,87.18
gmb,2006,87.01
gmb,2007,86.74
gmb,2008,86.59
gmb,2009,86.15
gmb,2010,85.68
gmb,2011,85.65
gmb,2012,85.1
gmb,2013,84.82
gmb,2014,84.77
gmb,2015,83.86
gmb,2016,82.91
gmb,2017,83.14
gmb,2018,83.03
gmb,2019,82.49
gnb,1991,80.89
gnb,1992,81.22
gnb,1993,81.23
gnb,1994,81.08
gnb,1995,80.92
gnb,1996,80.6
gnb,1997,79.41
gnb,1998,80.84
gnb,1999,81.5
gnb,2000,82.72
gnb,2001,82.52
gnb,2002,82.48
gnb,2003,82.71
gnb,2004,83.04
gnb,2005,83.36
gnb,2006,83.19
gnb,2007,83.32
gnb,2008,82.95
gnb,2009,82.99
gnb,2010,82.88
gnb,2011,82.56
gnb,2012,82.64
gnb,2013,82.1
gnb,2014,82.83
gnb,2015,82.84
gnb,2016,82.28
gnb,2017,81.83
gnb,2018,81.65
gnb,2019,81.31
gnq,1991,99.01
gnq,1992,98.93
gnq,1993,98.87
gnq,1994,98.69
gnq,1995,98.59
gnq,1996,98.02
gnq,1997,97.13
gnq,1998,96.79
gnq,1999,95.9
gnq,2000,94.97
gnq,2001,93.27
gnq,2002,92.08
gnq,2003,90.45
gnq,2004,87.43
gnq,2005,84.42
gnq,2006,82.3
gnq,2007,80.75
gnq,2008,77.93
gnq,2009,79.39
gnq,2010,79.06
gnq,2011,77.38
gnq,2012,76.82
gnq,2013,78.78
gnq,2014,79.79
gnq,2015,83.58
gnq,2016,86
gnq,2017,85.83
gnq,2018,86.23
gnq,2019,88.41
grc,1991,45.51
grc,1992,46.14
grc,1993,45.13
grc,1994,45.43
grc,1995,44.03
grc,1996,43.95
grc,1997,42.62
grc,1998,41.38
grc,1999,39.36
grc,2000,39
grc,2001,35.78
grc,2002,35.33
grc,2003,35.15
grc,2004,31.67
grc,2005,31.77
grc,2006,31.61
grc,2007,30.66
grc,2008,30.7
grc,2009,30.54
grc,2010,31.03
grc,2011,31.41
grc,2012,31.39
grc,2013,31.89
grc,2014,30.4
grc,2015,29.58
grc,2016,29.45
grc,2017,29.2
grc,2018,28.39
grc,2019,26.54
gtm,1991,58.37
gtm,1992,58.29
gtm,1993,58.27
gtm,1994,58.21
gtm,1995,58.01
gtm,1996,58.05
gtm,1997,57.87
gtm,1998,57.59
gtm,1999,57.42
gtm,2000,57.28
gtm,2001,58.29
gtm,2002,59.6
gtm,2003,60.9
gtm,2004,59.22
gtm,2005,58.62
gtm,2006,57.92
gtm,2007,57.25
gtm,2008,56.86
gtm,2009,56.9
gtm,2010,56.62
gtm,2011,46.35
gtm,2012,58.63
gtm,2013,49.94
gtm,2014,48.27
gtm,2015,48.42
gtm,2016,47.38
gtm,2017,49.8
gtm,2018,49.36
gtm,2019,48.95
gum,1991,12.07
gum,1992,12.03
gum,1993,12.01
gum,1994,11.96
gum,1995,11.9
gum,1996,11.83
gum,1997,11.74
gum,1998,11.66
gum,1999,11.59
gum,2000,11.48
gum,2001,11.39
gum,2002,11.31
gum,2003,11.3
gum,2004,11.15
gum,2005,11.01
gum,2006,11.03
gum,2007,11.01
gum,2008,10.98
gum,2009,10.97
gum,2010,10.93
gum,2011,10.92
gum,2012,10.88
gum,2013,10.83
gum,2014,10.76
gum,2015,10.72
gum,2016,10.68
gum,2017,10.65
gum,2018,10.63
gum,2019,10.58
guy,1991,50.72
guy,1992,50.09
guy,1993,49.67
guy,1994,49.32
guy,1995,48.8
guy,1996,48.5
guy,1997,48.04
guy,1998,47.53
guy,1999,47.03
guy,2000,46.51
guy,2001,45.88
guy,2002,45.2
guy,2003,44.18
guy,2004,43.25
guy,2005,42.25
guy,2006,41.38
guy,2007,40.74
guy,2008,40
guy,2009,39.28
guy,2010,38.64
guy,2011,38.01
guy,2012,37.45
guy,2013,36.95
guy,2014,36.42
guy,2015,35.92
guy,2016,35.54
guy,2017,34.97
guy,2018,34.42
guy,2019,33.8
hkg,1991,5.52
hkg,1992,5.42
hkg,1993,5.31
hkg,1994,5.27
hkg,1995,5.22
hkg,1996,4.98
hkg,1997,4.86
hkg,1998,4.8
hkg,1999,5.42
hkg,2000,5.02
hkg,2001,5.75
hkg,2002,6.45
hkg,2003,6.75
hkg,2004,7
hkg,2005,6.69
hkg,2006,6.56
hkg,2007,6.09
hkg,2008,6.2
hkg,2009,6.25
hkg,2010,5.34
hkg,2011,5.78
hkg,2012,5.66
hkg,2013,5.59
hkg,2014,5.22
hkg,2015,5.28
hkg,2016,5.27
hkg,2017,5.22
hkg,2018,5.15
hkg,2019,5.16
hnd,1991,56.1
hnd,1992,55.97
hnd,1993,55.79
hnd,1994,56.18
hnd,1995,55.97
hnd,1996,56.19
hnd,1997,56.13
hnd,1998,56.11
hnd,1999,56.64
hnd,2000,56.2
hnd,2001,56.4
hnd,2002,56.3
hnd,2003,55.87
hnd,2004,55.42
hnd,2005,54.76
hnd,2006,53.01
hnd,2007,52.33
hnd,2008,52.19
hnd,2009,57.45
hnd,2010,58.14
hnd,2011,53.76
hnd,2012,57.27
hnd,2013,58.81
hnd,2014,54.98
hnd,2015,56.36
hnd,2016,54.07
hnd,2017,58.6
hnd,2018,58.47
hnd,2019,54.66
hrv,1991,27.54
hrv,1992,28.1
hrv,1993,28.84
hrv,1994,28.82
hrv,1995,28.29
hrv,1996,27.89
hrv,1997,25.08
hrv,1998,23.28
hrv,1999,23.37
hrv,2000,22.05
hrv,2001,20.87
hrv,2002,21.62
hrv,2003,22.86
hrv,2004,23.12
hrv,2005,24.33
hrv,2006,21.25
hrv,2007,19.06
hrv,2008,19.2
hrv,2009,19.05
hrv,2010,21.21
hrv,2011,21
hrv,2012,18.09
hrv,2013,15.46
hrv,2014,12.36
hrv,2015,12.33
hrv,2016,10.55
hrv,2017,9.97
hrv,2018,9.98
hrv,2019,9.19
hti,1991,87
hti,1992,86.94
hti,1993,86.83
hti,1994,86.74
hti,1995,86.54
hti,1996,86.32
hti,1997,86.26
hti,1998,86.06
hti,1999,85.93
hti,2000,85.81
hti,2001,85.58
hti,2002,85.33
hti,2003,85.04
hti,2004,84.81
hti,2005,84.54
hti,2006,84.37
hti,2007,84.13
hti,2008,83.95
hti,2009,83.73
hti,2010,83.94
hti,2011,83.51
hti,2012,83.34
hti,2013,83.08
hti,2014,82.79
hti,2015,82.51
hti,2016,82.33
hti,2017,82.13
hti,2018,81.89
hti,2019,81.6
hun,1991,16.57
hun,1992,16.46
hun,1993,13.68
hun,1994,13.28
hun,1995,12.98
hun,1996,12.7
hun,1997,12.51
hun,1998,11.65
hun,1999,11.25
hun,2000,10.5
hun,2001,10.27
hun,2002,10.05
hun,2003,9.21
hun,2004,10.29
hun,2005,9.78
hun,2006,9.07
hun,2007,9.21
hun,2008,8.54
hun,2009,9.16
hun,2010,8.93
hun,2011,8.53
hun,2012,8.71
hun,2013,8.23
hun,2014,7.78
hun,2015,7.98
hun,2016,8.19
hun,2017,8.26
hun,2018,8.14
hun,2019,8.35
idn,1991,76.94
idn,1992,76.26
idn,1993,75.63
idn,1994,74.83
idn,1995,73.85
idn,1996,72.78
idn,1997,71.17
idn,1998,72.5
idn,1999,72.02
idn,2000,71.84
idn,2001,69.63
idn,2002,69.52
idn,2003,70.91
idn,2004,70.04
idn,2005,66.4
idn,2006,65.82
idn,2007,67.33
idn,2008,67.27
idn,2009,66.8
idn,2010,65.56
idn,2011,63.66
idn,2012,61.43
idn,2013,60.38
idn,2014,60.36
idn,2015,58.45
idn,2016,58.1
idn,2017,58.36
idn,2018,59.13
idn,2019,58.96
ind,1991,91.47
ind,1992,91.52
ind,1993,91.6
ind,1994,91.62
ind,1995,91.51
ind,1996,91.38
ind,1997,91.3
ind,1998,91.21
ind,1999,91.04
ind,2000,90.87
ind,2001,90.61
ind,2002,90.34
ind,2003,90.05
ind,2004,89.68
ind,2005,89.32
ind,2006,88.95
ind,2007,88.59
ind,2008,88.26
ind,2009,87.95
ind,2010,87.54
ind,2011,85.52
ind,2012,83.24
ind,2013,82.35
ind,2014,81.45
ind,2015,80.45
ind,2016,79.36
ind,2017,78.16
ind,2018,76.84
ind,2019,75.84
irl,1991,10.51
irl,1992,10.7
irl,1993,10.95
irl,1994,10.06
irl,1995,9.77
irl,1996,9.68
irl,1997,9.51
irl,1998,9.66
irl,1999,9.21
irl,2000,9.08
irl,2001,8.15
irl,2002,7.64
irl,2003,7.77
irl,2004,7.79
irl,2005,7.12
irl,2006,6.74
irl,2007,7.4
irl,2008,7.73
irl,2009,7.99
irl,2010,8.22
irl,2011,7.98
irl,2012,7.94
irl,2013,8.5
irl,2014,8.28
irl,2015,8.38
irl,2016,8.52
irl,2017,7.9
irl,2018,7.95
irl,2019,7.73
irn,1991,43.3
irn,1992,42.92
irn,1993,42.66
irn,1994,42.81
irn,1995,42.7
irn,1996,42.34
irn,1997,44.08
irn,1998,45.78
irn,1999,47.69
irn,2000,49.11
irn,2001,51.05
irn,2002,52.33
irn,2003,52.88
irn,2004,53.71
irn,2005,54.84
irn,2006,56.16
irn,2007,57.35
irn,2008,53.23
irn,2009,53.39
irn,2010,49.74
irn,2011,47.29
irn,2012,46.29
irn,2013,44.83
irn,2014,43.04
irn,2015,43.72
irn,2016,44.78
irn,2017,43.8
irn,2018,44.12
irn,2019,43.68
irq,1991,38.6
irq,1992,38.5
irq,1993,39.01
irq,1994,39.03
irq,1995,38.91
irq,1996,39.06
irq,1997,39.07
irq,1998,39.1
irq,1999,38.4
irq,2000,37.73
irq,2001,37.72
irq,2002,37.55
irq,2003,36.77
irq,2004,37.87
irq,2005,37.93
irq,2006,38.11
irq,2007,38.17
irq,2008,38
irq,2009,38.34
irq,2010,38.16
irq,2011,37.87
irq,2012,37.79
irq,2013,32.7
irq,2014,27.3
irq,2015,22.12
irq,2016,16.09
irq,2017,9.16
irq,2018,5.94
irq,2019,3.68
isl,1991,10.58
isl,1992,10.61
isl,1993,10.81
isl,1994,10.79
isl,1995,10.68
isl,1996,11.47
isl,1997,12.48
isl,1998,12.44
isl,1999,12.3
isl,2000,11.94
isl,2001,10.55
isl,2002,10.13
isl,2003,8.11
isl,2004,9.32
isl,2005,8.14
isl,2006,8.37
isl,2007,8.32
isl,2008,7.92
isl,2009,7.26
isl,2010,8.97
isl,2011,8.96
isl,2012,9.04
isl,2013,8.75
isl,2014,8.37
isl,2015,7.96
isl,2016,7.97
isl,2017,7.91
isl,2018,8.6
isl,2019,8.06
isr,1991,5.25
isr,1992,5.43
isr,1993,5.56
isr,1994,5.72
isr,1995,5.91
isr,1996,6.16
isr,1997,5.89
isr,1998,6.03
isr,1999,6.57
isr,2000,6.59
isr,2001,6.23
isr,2002,6.42
isr,2003,6.78
isr,2004,6.73
isr,2005,6.82
isr,2006,7.43
isr,2007,7.06
isr,2008,6.96
isr,2009,7.43
isr,2010,7.4
isr,2011,7.77
isr,2012,8
isr,2013,8.06
isr,2014,8.36
isr,2015,8.41
isr,2016,8.57
isr,2017,8.52
isr,2018,9.34
isr,2019,9.42
ita,1991,24.61
ita,1992,24.49
ita,1993,24.4
ita,1994,24.27
ita,1995,24.11
ita,1996,23.96
ita,1997,23.77
ita,1998,23.58
ita,1999,23.38
ita,2000,23.09
ita,2001,22.79
ita,2002,22.52
ita,2003,22.38
ita,2004,22.19
ita,2005,20.52
ita,2006,20.41
ita,2007,20.03
ita,2008,19.31
ita,2009,18.49
ita,2010,18.53
ita,2011,18.28
ita,2012,18.32
ita,2013,18.25
ita,2014,18.46
ita,2015,18.32
ita,2016,18.08
ita,2017,17.01
ita,2018,16.92
ita,2019,17.07
jam,1991,38.32
jam,1992,37.85
jam,1993,35.95
jam,1994,35.72
jam,1995,34
jam,1996,34.39
jam,1997,33.6
jam,1998,33.95
jam,1999,34.62
jam,2000,34.62
jam,2001,34.35
jam,2002,31.85
jam,2003,32.07
jam,2004,34.07
jam,2005,32.92
jam,2006,33.5
jam,2007,31.18
jam,2008,33.13
jam,2009,32.98
jam,2010,32.61
jam,2011,32.3
jam,2012,32.73
jam,2013,32.78
jam,2014,32.83
jam,2015,32.81
jam,2016,32.91
jam,2017,32.97
jam,2018,32.98
jam,2019,33.09
jor,1991,2.74
jor,1992,2.77
jor,1993,2.79
jor,1994,2.82
jor,1995,2.85
jor,1996,2.89
jor,1997,2.94
jor,1998,2.99
jor,1999,3.04
jor,2000,3.1
jor,2001,3.15
jor,2002,3.24
jor,2003,3.28
jor,2004,3.34
jor,2005,3.22
jor,2006,3.15
jor,2007,3.13
jor,2008,3.06
jor,2009,2.93
jor,2010,2.82
jor,2011,2.75
jor,2012,2.65
jor,2013,2.53
jor,2014,2.47
jor,2015,2.42
jor,2016,2.37
jor,2017,2.34
jor,2018,2.31
jor,2019,2.3
jpn,1991,26.03
jpn,1992,24.64
jpn,1993,23.04
jpn,1994,22.2
jpn,1995,21.67
jpn,1996,20.69
jpn,1997,20.2
jpn,1998,20.03
jpn,1999,19.6
jpn,2000,18.61
jpn,2001,17.54
jpn,2002,16.7
jpn,2003,16.18
jpn,2004,15.79
jpn,2005,15.35
jpn,2006,14.12
jpn,2007,13.61
jpn,2008,12.95
jpn,2009,12.39
jpn,2010,11.36
jpn,2011,11
jpn,2012,10.72
jpn,2013,10.39
jpn,2014,10.19
jpn,2015,9.72
jpn,2016,9.15
jpn,2017,8.9
jpn,2018,8.7
jpn,2019,8.39
kaz,1991,31.57
kaz,1992,32.83
kaz,1993,34.51
kaz,1994,36.4
kaz,1995,38
kaz,1996,39.75
kaz,1997,41.38
kaz,1998,42.92
kaz,1999,44.13
kaz,2000,44.82
kaz,2001,44.93
kaz,2002,43.14
kaz,2003,41.67
kaz,2004,39.17
kaz,2005,37.96
kaz,2006,36.43
kaz,2007,35.39
kaz,2008,35.02
kaz,2009,34.77
kaz,2010,34.41
kaz,2011,33.27
kaz,2012,31.31
kaz,2013,29.63
kaz,2014,27.58
kaz,2015,25.64
kaz,2016,24.61
kaz,2017,23.54
kaz,2018,23.05
kaz,2019,22.39
ken,1991,80.48
ken,1992,80.48
ken,1993,80.63
ken,1994,80.47
ken,1995,80.86
ken,1996,80.46
ken,1997,80.4
ken,1998,80.24
ken,1999,80.23
ken,2000,79.56
ken,2001,79.32
ken,2002,79.01
ken,2003,78.9
ken,2004,78.61
ken,2005,78.41
ken,2006,78.45
ken,2007,76.54
ken,2008,74.91
ken,2009,73.08
ken,2010,71.18
ken,2011,69.19
ken,2012,67.36
ken,2013,65.59
ken,2014,63.9
ken,2015,62.21
ken,2016,60.61
ken,2017,59.46
ken,2018,58.34
ken,2019,57.23
kgz,1991,35.33
kgz,1992,36.66
kgz,1993,38.27
kgz,1994,40.84
kgz,1995,43.58
kgz,1996,46.01
kgz,1997,47.99
kgz,1998,49.66
kgz,1999,51.01
kgz,2000,51.96
kgz,2001,51.78
kgz,2002,51.68
kgz,2003,52.83
kgz,2004,50.84
kgz,2005,48.81
kgz,2006,47.69
kgz,2007,43.45
kgz,2008,39.03
kgz,2009,34.73
kgz,2010,32.77
kgz,2011,33.75
kgz,2012,33.23
kgz,2013,39.9
kgz,2014,39.08
kgz,2015,35.48
kgz,2016,33.09
kgz,2017,29.21
kgz,2018,27.32
kgz,2019,25.85
khm,1991,94.89
khm,1992,94.64
khm,1993,94.5
khm,1994,95.8
khm,1995,95.29
khm,1996,94.89
khm,1997,94.56
khm,1998,94.14
khm,1999,92.9
khm,2000,91.65
khm,2001,90.65
khm,2002,89.71
khm,2003,88.46
khm,2004,86.86
khm,2005,84.79
khm,2006,82.81
khm,2007,80.86
khm,2008,79.41
khm,2009,77.78
khm,2010,76.37
khm,2011,73.53
khm,2012,69.68
khm,2013,66.2
khm,2014,61.37
khm,2015,57.7
khm,2016,58.37
khm,2017,56.15
khm,2018,54.3
khm,2019,53.24
kor,1991,41.28
kor,1992,41.23
kor,1993,41.92
kor,1994,40.93
kor,1995,40.63
kor,1996,40.23
kor,1997,39.92
kor,1998,41.53
kor,1999,39.88
kor,2000,38.64
kor,2001,37.8
kor,2002,36.65
kor,2003,34.52
kor,2004,33.64
kor,2005,32.87
kor,2006,32.16
kor,2007,31.13
kor,2008,30.41
kor,2009,28.85
kor,2010,27.14
kor,2011,26.49
kor,2012,26.03
kor,2013,25.35
kor,2014,24.63
kor,2015,23.45
kor,2016,22.66
kor,2017,22.7
kor,2018,22.54
kor,2019,22
kwt,1991,0.53
kwt,1992,0.53
kwt,1993,0.53
kwt,1994,0.51
kwt,1995,0.51
kwt,1996,0.51
kwt,1997,0.5
kwt,1998,0.5
kwt,1999,0.51
kwt,2000,0.52
kwt,2001,0.52
kwt,2002,0.51
kwt,2003,0.49
kwt,2004,0.47
kwt,2005,0.45
kwt,2006,0.4
kwt,2007,0.39
kwt,2008,0.46
kwt,2009,0.66
kwt,2010,1.04
kwt,2011,1.64
kwt,2012,0.72
kwt,2013,0.46
kwt,2014,0.36
kwt,2015,0.31
kwt,2016,0.6
kwt,2017,0.53
kwt,2018,0.52
kwt,2019,0.53
lao,1991,95.96
lao,1992,95.77
lao,1993,95.53
lao,1994,95.14
lao,1995,94.73
lao,1996,94.46
lao,1997,94.17
lao,1998,94.02
lao,1999,93.66
lao,2000,93.39
lao,2001,93.11
lao,2002,92.8
lao,2003,92.47
lao,2004,92.11
lao,2005,91.67
lao,2006,91.07
lao,2007,90.59
lao,2008,90.08
lao,2009,89.58
lao,2010,89.08
lao,2011,88.28
lao,2012,87.43
lao,2013,86.64
lao,2014,85.83
lao,2015,85.01
lao,2016,84.11
lao,2017,83.17
lao,2018,82.28
lao,2019,81.5
lbn,1991,14.96
lbn,1992,15
lbn,1993,15.02
lbn,1994,15.04
lbn,1995,15.05
lbn,1996,14.89
lbn,1997,14.88
lbn,1998,14.85
lbn,1999,14.91
lbn,2000,14.94
lbn,2001,14.94
lbn,2002,14.96
lbn,2003,15.05
lbn,2004,14.98
lbn,2005,15.73
lbn,2006,16.61
lbn,2007,17.31
lbn,2008,16.43
lbn,2009,15.49
lbn,2010,14.77
lbn,2011,14.6
lbn,2012,14.51
lbn,2013,14.45
lbn,2014,14.46
lbn,2015,14.55
lbn,2016,14.59
lbn,2017,14.63
lbn,2018,14.77
lbn,2019,15.01
lbr,1991,85.42
lbr,1992,87.54
lbr,1993,89.64
lbr,1994,91.59
lbr,1995,93.62
lbr,1996,94.83
lbr,1997,94.17
lbr,1998,93.63
lbr,1999,93.17
lbr,2000,91.44
lbr,2001,89.89
lbr,2002,89.16
lbr,2003,90.83
lbr,2004,91.06
lbr,2005,91.1
lbr,2006,90.74
lbr,2007,90.92
lbr,2008,91.15
lbr,2009,91.03
lbr,2010,90.92
lbr,2011,90.76
lbr,2012,90.56
lbr,2013,90.53
lbr,2014,90.48
lbr,2015,90.97
lbr,2016,91.12
lbr,2017,91.02
lbr,2018,91
lbr,2019,91.59
lby,1991,31.54
lby,1992,31.71
lby,1993,31.95
lby,1994,32.1
lby,1995,32.51
lby,1996,32.7
lby,1997,32.96
lby,1998,33.29
