geo,time,gc_tax_totl_cn
swe,2003,727106000000
swe,2004,771327000000
swe,2005,837026000000
swe,2006,891558000000
swe,2007,946513000000
swe,2008,937412000000
swe,2009,909918000000
swe,2010,979144000000
swe,2011,992843000000
swe,2012,984578000000
swe,2013,1011767000000
swe,2014,1058668000000
swe,2015,1156157000000
swe,2016,1241529000000
swe,2017,1300918000000
swe,2018,1347539000000
swe,2019,1378593000000
syc,1985,369400000
syc,1986,410300000
syc,1987,486600000
syc,1988,550000000
syc,1989,633100000
syc,1993,868300000
syc,1994,786200000
syc,1995,668800000
syc,1996,673500000
syc,1997,763000000
syc,1998,846300000
syc,1999,905900000
syc,2000,916300000
syc,2005,1380034040.29
syc,2006,1385332000
syc,2007,1610382221
syc,2008,2045990940
syc,2009,2911125583.95
syc,2010,3260005122.99
syc,2011,4155561142.03
syc,2012,4414641167
syc,2013,4494645800
syc,2014,5149874672.89
syc,2015,5428330291.8
syc,2016,6022419277.85
syc,2017,6671860037.37
syc,2018,7527344660.47
tgo,2004,156675594840
tgo,2005,154910372234
tgo,2006,170592361498
tgo,2007,195864804071
tgo,2008,211198997840
tgo,2009,229089464630
tgo,2010,246773948409
tgo,2011,291440000000
tgo,2012,314027022071.73999
tgo,2013,359872000000
tgo,2014,415629807555
tgo,2015,468507361943
tgo,2016,498921783147
tgo,2017,484332770642.67902
tgo,2018,502083773389.93298
tgo,2019,556531390042.80005
tha,1972,18781000000
tha,1973,22595000000
tha,1974,35134000000
tha,1975,33951000000
tha,1976,37366000000
tha,1977,46842000000
tha,1978,56931000000
tha,1979,69159000000
tha,1980,87071000000
tha,1981,102473000000
tha,1982,106379000000
tha,1983,130224000000
tha,1984,139385000000
tha,1985,144612000000
tha,1986,154325000000
tha,1987,177438000000
tha,1988,230956000000
tha,1989,289330000000
tha,1990,369179000000
tha,1991,436493000000
tha,1992,441390000000
tha,1993,502544000000
tha,1994,591571000000
tha,1995,693415000000
tha,1996,775863000000
tha,1997,758618000000
tha,1998,648258000000
tha,1999,617371000000
tha,2000,657897000000
tha,2001,698603300000
tha,2002,777180201653.27002
tha,2003,914844580453.63013
tha,2004,1032942517591.97998
tha,2005,1223016054875.57007
tha,2006,1313608090000
tha,2007,1374438470000
tha,2008,1493400000000
tha,2009,1370973490000
tha,2010,1613942200000
tha,2011,1850017280000
tha,2012,1908089229239.34009
tha,2013,2197163987286.28003
tha,2014,2091491316326.9895
tha,2015,2218252362736.72949
tha,2016,2241479885644.64014
tha,2017,2289174506903.02979
tha,2018,2443011176093.33984
tha,2019,2475173267467.27002
tjk,1998,78836000
tjk,1999,110417000
tjk,2000,137631000
tjk,2001,210281000
tjk,2003,461960000
tjk,2004,605692000
tls,2010,971622300.04
tls,2011,1412472274.51
tls,2012,1713445671.34
tls,2013,1310100000
tls,2014,908916999
tls,2015,575143356
tls,2016,247512473.78
tls,2017,320597485.11
tls,2018,392890536.2
tls,2019,463693665.32
tto,1976,1802100000
tto,1977,2457300000
tto,1978,2458000000
tto,1979,3223400000
tto,1980,5335500000
tto,1981,5847200000
tto,2001,12168300000
tto,2002,11514400000
tto,2003,15160100000
tto,2004,18424500000
tto,2005,26558600000
tto,2006,35084000000
tto,2007,35601200000
tto,2008,51689400000
tto,2009,32536600000
tto,2010,37074400000
tto,2011,41801300000
tto,2012,43568900000
tto,2013,44641600000
tto,2014,47286600000
tto,2015,42298100000
tto,2016,29732700000
tto,2017,29732700000
tto,2018,32143700000
tun,1972,189900000
tun,1973,218200000
tun,1974,276500000
tun,1975,352200000
tun,1976,385600000
tun,1977,466200000
tun,1978,561800000
tun,1979,636900000
tun,1980,743200000
tun,1981,900600000
tun,1982,1094500000
tun,1983,1307500000
tun,1984,1473500000
tun,1985,1544000000
tun,1986,1612300000
tun,1987,1652200000
tun,1988,1775500000
tun,1989,1932500000
tun,1990,2158100000
tun,1991,2452000000
tun,1992,2809600000
tun,1993,3080400000
tun,1994,3283600000
tun,1995,3493200000
tun,1996,3782300000
tun,1997,4231000000
tun,1998,4762700000
tun,1999,5206700000
tun,2000,5678400000
tun,2001,6221500000
tun,2002,6429100000
tun,2003,6630800000
tun,2004,7252000000
tun,2005,7904200000
tun,2006,8469800000
tun,2007,9508100000
tun,2008,11330900000
tun,2009,11763700000
tun,2010,12698600000
tun,2011,13667900000
tun,2012,14864400000
tur,1972,38800
tur,1973,52100
tur,1974,65300
tur,1975,94900
tur,1976,133900
tur,1977,176000
tur,1978,261200
tur,1979,405400
tur,1980,750000
tur,1981,1206400
tur,1983,1938200
tur,1984,2375900
tur,1985,3981800
tur,1986,5990680
tur,1987,9072700
tur,1988,14249800
tur,1989,25572100
tur,1990,45431200
tur,1991,78734200
tur,1992,141797000
tur,1993,264436000
tur,1994,588058000
tur,1995,1084941000
tur,1996,2245290000
tur,1997,5493391000
tur,1998,10553122000
tur,2008,175505322964.23999
tur,2009,181891107642.97
tur,2010,220210083347.453
tur,2011,260907953433.07001
tur,2012,286361320491.52002
tur,2013,334850693041.14001
tur,2014,368768204679.34998
tur,2015,427419489436.40997
tur,2016,479756554788.48999
tur,2017,555234665288.46997
tur,2018,649410746821.47998
tur,2019,713574783915.83997
tur,2020,890636678445.52991
tza,2009,4428787000000
tza,2010,4428787000000
tza,2011,5286418000000
tza,2012,6501708200000
tza,2013,7824559500000
tza,2014,9386881205000
tza,2015,9899597698000
tza,2016,12342837100000
tza,2017,14055172620000
tza,2018,15091791440000
uga,2015,9892489378422.66992
uga,2016,11180556822653.80078
uga,2017,12593218783396.80078
uga,2018,14076078290972.5
uga,2019,16163006083453
ukr,1999,16946700000
ukr,2000,23980500000
ukr,2001,24628100000
ukr,2002,29578178570
ukr,2003,36504427645.41
ukr,2004,45816015155.66
ukr,2005,75590200000
ukr,2006,96573800000
ukr,2007,118809600000
ukr,2008,169347988000
ukr,2009,149530700000
ukr,2010,168059800000
ukr,2011,240694020000
ukr,2012,257287000000
ukr,2013,257309000000
ukr,2014,274446600000
ukr,2015,406684400000
ukr,2016,468250400000
ukr,2017,597806600000
ukr,2018,717135700000
ukr,2019,763468500000
ury,1972,159000
ury,1973,355000
ury,1974,571000
ury,1975,968000
ury,1976,1880000
ury,1977,3030000
ury,1978,4739000
ury,1979,8132000
ury,1980,14592000
ury,1981,19961000
ury,1982,17809000
ury,1983,26522000
ury,1984,37599000
ury,1985,76347000
ury,1986,149268000
ury,1987,265271000
ury,1988,447260000
ury,1989,761790000
ury,1990,1762000000
ury,1991,3797000000
ury,1992,6716000000
ury,1993,11464000000
ury,1994,16777000000
ury,1995,20680000000
ury,1996,28377000000
ury,1997,37978000000
ury,1998,45147000000
ury,1999,41551000000
ury,2000,40592000000
ury,2001,42604667000
ury,2002,45634286601.236
ury,2003,58464561672.07
ury,2004,70108757000
ury,2005,76065220000
ury,2006,89499084076.67191
ury,2007,101160141485.321
ury,2008,116045638981.40601
ury,2009,133774658256.50101
ury,2010,152616847368.94101
ury,2011,176950988076.63699
ury,2012,195975453374.17999
ury,2013,224370682880.15497
ury,2014,246957500000
ury,2015,269469900000
ury,2016,376787200000
ury,2017,336989100000
ury,2018,367910400000
ury,2019,391901395139.66302
usa,1972,151190000000
usa,1973,163850000000
usa,1974,182920000000
usa,1975,188470000000
usa,1976,201370000000
usa,1977,241880000000
usa,1978,271430000000
usa,1979,315380000000
usa,1980,346830000000
usa,1981,402500000000
usa,1982,400540000000
usa,1983,376060000000
usa,1984,410210000000
usa,1985,450570000000
usa,1986,465430000000
usa,1987,531590000000
usa,1988,554850000000
usa,1989,608300000000
usa,1990,624060000000
usa,1991,635540000000
usa,1992,651000000000
usa,1993,706770000000
usa,1994,774160000000
usa,1995,838920000000
usa,1996,918230000000
usa,1997,1014570000000
usa,1998,1117430000000
usa,1999,1180780000000
usa,2000,1329630000000
usa,2001,1254773900000
usa,2002,1078486200000
usa,2003,1075840000000
usa,2004,1165211500000
usa,2005,1392812200000
usa,2006,1562608600000
usa,2007,1634127700000
usa,2008,1517778800000
usa,2009,1144276500000
usa,2010,1288676800000
usa,2011,1488047300000
usa,2012,1587024200000
usa,2013,1765757500000
usa,2014,1918847600000
usa,2015,2044355600000
usa,2016,2040358100000
usa,2017,2288647100000
usa,2018,2039748700000
usa,2019,2147846900000
usa,2020,2086870300000
uzb,2011,12766005900000
uzb,2012,16809257900000
uzb,2013,21157700000000
uzb,2014,25166667252090
uzb,2015,30010211343459.19922
uzb,2016,34310724346801.19922
uzb,2017,36959796976163.20312
uzb,2018,60131596099809.10156
uzb,2019,67208219964568.89844
vct,1990,118500000
vct,1991,134700000
vct,1992,138700000
vct,1993,144600000
vct,1994,154500000
vct,1995,164000000
vct,1996,178600000
vct,1997,193100000
vct,1998,213600000
vct,1999,218300000
vct,2000,227614000
vct,2001,241570000
vct,2002,272830000
vct,2003,272532000
vct,2004,290903000
vct,2005,308858000
vct,2006,361708695
vct,2007,402587736
vct,2008,447955534
vct,2009,432608191
vct,2010,421473672
vct,2011,412138473
vct,2012,430577983
vct,2013,420634044
vct,2014,468320000
vct,2015,481220000
vct,2016,535410000
vct,2017,542370000
vut,1990,3990400000
vut,1995,5004000000
vut,1996,5423000000
vut,1997,5718000000
vut,1998,5932000000
vut,1999,5924000000
vut,2009,10435000000
vut,2010,10525800000
vut,2011,11329600000
vut,2012,12041843700
vut,2013,13069321000
vut,2014,13747676300
vut,2015,13467377000
vut,2016,14230933000
vut,2017,16253700000
vut,2018,17974974224
vut,2019,18905462765
wsm,2012,365389100.69
wsm,2013,413653786.93
wsm,2014,438231496.31
wsm,2015,450287773.29
wsm,2016,506684750.54
wsm,2017,526853793.92
wsm,2018,536117723.95
wsm,2019,583836015.86
zaf,1972,2832000000
zaf,1973,3617000000
zaf,1974,4361000000
zaf,1975,5168000000
zaf,1976,5801000000
zaf,1977,6747000000
zaf,1978,7782000000
zaf,1979,9368000000
zaf,1980,12393000000
zaf,1981,13947000000
zaf,1982,16909000000
zaf,1983,19239000000
zaf,1984,23915000000
zaf,1985,29900000000
zaf,1986,33720000000
zaf,1987,39125000000
zaf,1988,49260000000
zaf,1989,65716000000
zaf,1990,69098000000
zaf,1991,78387000000
zaf,1992,79130000000
zaf,1993,95568000000
zaf,1994,106862000000
zaf,1995,126421000000
zaf,1996,147271000000
zaf,1997,165460700000
zaf,1998,185756400000
zaf,1999,201429600000
zaf,2000,220906900000
zaf,2001,253016000000
zaf,2002,283360000000
zaf,2003,305424000000
zaf,2004,358555000000
zaf,2005,421998000000
zaf,2006,501602000000
zaf,2007,582139000000
zaf,2008,635222000000
zaf,2009,611793000000
zaf,2010,688142544141.78003
zaf,2011,761352000000
zaf,2012,832599903213.94092
zaf,2013,921948406018.2179
zaf,2014,1009985137716.33997
zaf,2015,1107350734679.6001
zaf,2016,1181719145823.5
zaf,2017,1220580610520.96997
zaf,2018,1292202598642.20996
zaf,2019,1357461867009.80005
zmb,1990,22081900
zmb,1991,38184800
zmb,1992,106570700
zmb,1993,222913700
zmb,1994,421908600
zmb,1995,516135400
zmb,1996,699802500
zmb,1997,907900000
zmb,1998,1066400000
zmb,1999,1378300000
zmb,2001,2445503688.115
zmb,2002,2848226832.091
zmb,2003,3447687673.744
zmb,2004,4553747455.468
zmb,2005,5502071247.999
zmb,2006,6302400000
zmb,2007,7923241559.588
zmb,2008,8895494961.126
zmb,2009,9040100425.104
zmb,2010,12477509534.452
zmb,2011,16780541000
zmb,2012,19549490000
zmb,2013,21711624000
zmb,2014,26329274000
zmb,2015,26395795000
zmb,2016,28855958000
zmb,2017,37393013963.21
zmb,2018,45643375276
zmb,2019,50107705101
zwe,2009,888952603.51
zwe,2010,2099453397.63
zwe,2011,2528228118.33
zwe,2012,3052517209
zwe,2015,3528154808.76
zwe,2016,3176484694
zwe,2017,3498855381
zwe,2018,5022449434
