geo,time,sp_pop_brth_mf
tha,2010,1.063
tha,2011,1.062
tha,2012,1.062
tha,2013,1.062
tha,2014,1.062
tha,2015,1.062
tha,2016,1.062
tha,2017,1.062
tha,2018,1.062
tha,2019,1.062
tha,2020,1.062
tjk,1962,1.05
tjk,1967,1.05
tjk,1972,1.05
tjk,1977,1.05
tjk,1982,1.05
tjk,1987,1.05
tjk,1990,1.053
tjk,1992,1.055
tjk,1997,1.06
tjk,2002,1.07
tjk,2007,1.07
tjk,2008,1.069
tjk,2009,1.068
tjk,2010,1.067
tjk,2011,1.066
tjk,2012,1.065
tjk,2013,1.065
tjk,2014,1.065
tjk,2015,1.065
tjk,2016,1.065
tjk,2017,1.065
tjk,2018,1.065
tjk,2019,1.065
tjk,2020,1.065
tkm,1962,1.046
tkm,1967,1.046
tkm,1972,1.046
tkm,1977,1.046
tkm,1982,1.046
tkm,1987,1.046
tkm,1990,1.046
tkm,1992,1.046
tkm,1997,1.046
tkm,2002,1.046
tkm,2007,1.046
tkm,2008,1.046
tkm,2009,1.046
tkm,2010,1.046
tkm,2011,1.046
tkm,2012,1.046
tkm,2013,1.046
tkm,2014,1.046
tkm,2015,1.046
tkm,2016,1.046
tkm,2017,1.046
tkm,2018,1.046
tkm,2019,1.046
tkm,2020,1.046
tls,1962,1.05
tls,1967,1.05
tls,1972,1.05
tls,1977,1.05
tls,1982,1.05
tls,1987,1.05
tls,1990,1.05
tls,1992,1.05
tls,1997,1.05
tls,2002,1.05
tls,2007,1.05
tls,2008,1.05
tls,2009,1.05
tls,2010,1.05
tls,2011,1.05
tls,2012,1.05
tls,2013,1.05
tls,2014,1.05
tls,2015,1.05
tls,2016,1.05
tls,2017,1.05
tls,2018,1.05
tls,2019,1.05
tls,2020,1.05
ton,1962,1.05
ton,1967,1.05
ton,1972,1.05
ton,1977,1.05
ton,1982,1.05
ton,1987,1.05
ton,1990,1.05
ton,1992,1.05
ton,1997,1.05
ton,2002,1.05
ton,2007,1.05
ton,2008,1.05
ton,2009,1.05
ton,2010,1.05
ton,2011,1.05
ton,2012,1.05
ton,2013,1.05
ton,2014,1.05
ton,2015,1.05
ton,2016,1.05
ton,2017,1.05
ton,2018,1.05
ton,2019,1.05
ton,2020,1.05
tto,1962,1.038
tto,1967,1.038
tto,1972,1.038
tto,1977,1.038
tto,1982,1.038
tto,1987,1.038
tto,1990,1.038
tto,1992,1.038
tto,1997,1.038
tto,2002,1.038
tto,2007,1.038
tto,2008,1.038
tto,2009,1.038
tto,2010,1.038
tto,2011,1.038
tto,2012,1.038
tto,2013,1.038
tto,2014,1.038
tto,2015,1.038
tto,2016,1.038
tto,2017,1.038
tto,2018,1.038
tto,2019,1.038
tto,2020,1.038
tun,1962,1.047
tun,1967,1.048
tun,1972,1.054
tun,1977,1.057
tun,1982,1.058
tun,1987,1.068
tun,1990,1.074
tun,1992,1.078
tun,1997,1.08
tun,2002,1.083
tun,2007,1.081
tun,2008,1.078
tun,2009,1.075
tun,2010,1.072
tun,2011,1.069
tun,2012,1.066
tun,2013,1.064
tun,2014,1.062
tun,2015,1.059
tun,2016,1.057
tun,2017,1.055
tun,2018,1.054
tun,2019,1.053
tun,2020,1.052
tur,1962,1.05
tur,1967,1.05
tur,1972,1.05
tur,1977,1.05
tur,1982,1.05
tur,1987,1.05
tur,1990,1.05
tur,1992,1.05
tur,1997,1.05
tur,2002,1.05
tur,2007,1.05
tur,2008,1.05
tur,2009,1.05
tur,2010,1.05
tur,2011,1.05
tur,2012,1.05
tur,2013,1.05
tur,2014,1.05
tur,2015,1.05
tur,2016,1.05
tur,2017,1.05
tur,2018,1.05
tur,2019,1.05
tur,2020,1.05
tza,1962,1.03
tza,1967,1.03
tza,1972,1.03
tza,1977,1.03
tza,1982,1.03
tza,1987,1.03
tza,1990,1.03
tza,1992,1.03
tza,1997,1.03
tza,2002,1.03
tza,2007,1.03
tza,2008,1.03
tza,2009,1.03
tza,2010,1.03
tza,2011,1.03
tza,2012,1.03
tza,2013,1.03
tza,2014,1.03
tza,2015,1.03
tza,2016,1.03
tza,2017,1.03
tza,2018,1.03
tza,2019,1.03
tza,2020,1.03
uga,1962,1.03
uga,1967,1.03
uga,1972,1.03
uga,1977,1.03
uga,1982,1.03
uga,1987,1.03
uga,1990,1.03
uga,1992,1.03
uga,1997,1.03
uga,2002,1.03
uga,2007,1.03
uga,2008,1.03
uga,2009,1.03
uga,2010,1.03
uga,2011,1.03
uga,2012,1.03
uga,2013,1.03
uga,2014,1.03
uga,2015,1.03
uga,2016,1.03
uga,2017,1.03
uga,2018,1.03
uga,2019,1.03
uga,2020,1.03
ukr,1962,1.063
ukr,1967,1.059
ukr,1972,1.054
ukr,1977,1.052
ukr,1982,1.054
ukr,1987,1.057
ukr,1990,1.058
ukr,1992,1.059
ukr,1997,1.064
ukr,2002,1.064
ukr,2007,1.063
ukr,2008,1.064
ukr,2009,1.064
ukr,2010,1.065
ukr,2011,1.065
ukr,2012,1.066
ukr,2013,1.065
ukr,2014,1.064
ukr,2015,1.064
ukr,2016,1.063
ukr,2017,1.062
ukr,2018,1.062
ukr,2019,1.062
ukr,2020,1.062
ury,1962,1.05
ury,1967,1.05
ury,1972,1.05
ury,1977,1.05
ury,1982,1.05
ury,1987,1.05
ury,1990,1.05
ury,1992,1.05
ury,1997,1.05
ury,2002,1.05
ury,2007,1.05
ury,2008,1.05
ury,2009,1.05
ury,2010,1.05
ury,2011,1.05
ury,2012,1.05
ury,2013,1.05
ury,2014,1.05
ury,2015,1.05
ury,2016,1.05
ury,2017,1.05
ury,2018,1.05
ury,2019,1.05
ury,2020,1.05
usa,1962,1.05
usa,1967,1.052
usa,1972,1.053
usa,1977,1.052
usa,1982,1.051
usa,1987,1.05
usa,1990,1.049
usa,1992,1.049
usa,1997,1.048
usa,2002,1.048
usa,2007,1.048
usa,2008,1.048
usa,2009,1.048
usa,2010,1.048
usa,2011,1.048
usa,2012,1.048
usa,2013,1.048
usa,2014,1.048
usa,2015,1.047
usa,2016,1.047
usa,2017,1.047
usa,2018,1.047
usa,2019,1.047
usa,2020,1.047
uzb,1962,1.05
uzb,1967,1.05
uzb,1972,1.05
uzb,1977,1.05
uzb,1982,1.05
uzb,1987,1.05
uzb,1990,1.061
uzb,1992,1.069
uzb,1997,1.061
uzb,2002,1.064
uzb,2007,1.067
uzb,2008,1.066
uzb,2009,1.065
uzb,2010,1.064
uzb,2011,1.063
uzb,2012,1.062
uzb,2013,1.062
uzb,2014,1.062
uzb,2015,1.062
uzb,2016,1.062
uzb,2017,1.062
uzb,2018,1.062
uzb,2019,1.062
uzb,2020,1.062
vct,1962,1.03
vct,1967,1.03
vct,1972,1.03
vct,1977,1.03
vct,1982,1.03
vct,1987,1.03
vct,1990,1.03
vct,1992,1.03
vct,1997,1.03
vct,2002,1.03
vct,2007,1.03
vct,2008,1.03
vct,2009,1.03
vct,2010,1.03
vct,2011,1.03
vct,2012,1.03
vct,2013,1.03
vct,2014,1.03
vct,2015,1.03
vct,2016,1.03
vct,2017,1.03
vct,2018,1.03
vct,2019,1.03
vct,2020,1.03
ven,1962,1.05
ven,1967,1.05
ven,1972,1.05
ven,1977,1.05
ven,1982,1.05
ven,1987,1.05
ven,1990,1.05
ven,1992,1.05
ven,1997,1.05
ven,2002,1.05
ven,2007,1.05
ven,2008,1.05
ven,2009,1.05
ven,2010,1.05
ven,2011,1.05
ven,2012,1.05
ven,2013,1.05
ven,2014,1.05
ven,2015,1.05
ven,2016,1.05
ven,2017,1.05
ven,2018,1.05
ven,2019,1.05
ven,2020,1.05
vir,1962,1.06
vir,1967,1.06
vir,1972,1.06
vir,1977,1.06
vir,1982,1.06
vir,1987,1.06
vir,1990,1.06
vir,1992,1.06
vir,1997,1.06
vir,2002,1.06
vir,2007,1.06
vir,2008,1.06
vir,2009,1.06
vir,2010,1.06
vir,2011,1.06
vir,2012,1.06
vir,2013,1.06
vir,2014,1.06
vir,2015,1.06
vir,2016,1.06
vir,2017,1.06
vir,2018,1.06
vir,2019,1.06
vir,2020,1.06
vnm,1962,1.064
vnm,1967,1.064
vnm,1972,1.064
vnm,1977,1.064
vnm,1982,1.065
vnm,1987,1.064
vnm,1990,1.065
vnm,1992,1.066
vnm,1997,1.07
vnm,2002,1.081
vnm,2007,1.115
vnm,2008,1.117
vnm,2009,1.119
vnm,2010,1.121
vnm,2011,1.123
vnm,2012,1.125
vnm,2013,1.125
vnm,2014,1.124
vnm,2015,1.124
vnm,2016,1.123
vnm,2017,1.123
vnm,2018,1.118
vnm,2019,1.113
vnm,2020,1.109
vut,1962,1.07
vut,1967,1.07
vut,1972,1.07
vut,1977,1.07
vut,1982,1.07
vut,1987,1.07
vut,1990,1.07
vut,1992,1.07
vut,1997,1.07
vut,2002,1.07
vut,2007,1.07
vut,2008,1.07
vut,2009,1.07
vut,2010,1.07
vut,2011,1.07
vut,2012,1.07
vut,2013,1.069
vut,2014,1.068
vut,2015,1.067
vut,2016,1.066
vut,2017,1.065
vut,2018,1.064
vut,2019,1.063
vut,2020,1.062
wsm,1962,1.08
wsm,1967,1.08
wsm,1972,1.08
wsm,1977,1.08
wsm,1982,1.08
wsm,1987,1.08
wsm,1990,1.08
wsm,1992,1.08
wsm,1997,1.08
wsm,2002,1.08
wsm,2007,1.08
wsm,2008,1.08
wsm,2009,1.08
wsm,2010,1.08
wsm,2011,1.08
wsm,2012,1.08
wsm,2013,1.08
wsm,2014,1.08
wsm,2015,1.08
wsm,2016,1.08
wsm,2017,1.08
wsm,2018,1.08
wsm,2019,1.08
wsm,2020,1.08
yem,1962,1.05
yem,1967,1.05
yem,1972,1.05
yem,1977,1.05
yem,1982,1.05
yem,1987,1.05
yem,1990,1.05
yem,1992,1.05
yem,1997,1.05
yem,2002,1.05
yem,2007,1.05
yem,2008,1.05
yem,2009,1.05
yem,2010,1.05
yem,2011,1.05
yem,2012,1.05
yem,2013,1.05
yem,2014,1.05
yem,2015,1.05
yem,2016,1.05
yem,2017,1.05
yem,2018,1.05
yem,2019,1.05
yem,2020,1.05
zaf,1962,1.032
zaf,1967,1.032
zaf,1972,1.032
zaf,1977,1.033
zaf,1982,1.033
zaf,1987,1.032
zaf,1990,1.031
zaf,1992,1.031
zaf,1997,1.03
zaf,2002,1.031
zaf,2007,1.031
zaf,2008,1.031
zaf,2009,1.031
zaf,2010,1.031
zaf,2011,1.031
zaf,2012,1.031
zaf,2013,1.031
zaf,2014,1.031
zaf,2015,1.031
zaf,2016,1.031
zaf,2017,1.031
zaf,2018,1.031
zaf,2019,1.031
zaf,2020,1.031
zmb,1962,1.032
zmb,1967,1.032
zmb,1972,1.032
zmb,1977,1.033
zmb,1982,1.033
zmb,1987,1.032
zmb,1990,1.031
zmb,1992,1.031
zmb,1997,1.03
zmb,2002,1.031
zmb,2007,1.031
zmb,2008,1.031
zmb,2009,1.031
zmb,2010,1.031
zmb,2011,1.031
zmb,2012,1.031
zmb,2013,1.031
zmb,2014,1.031
zmb,2015,1.031
zmb,2016,1.031
zmb,2017,1.031
zmb,2018,1.031
zmb,2019,1.031
zmb,2020,1.031
zwe,1962,1.03
zwe,1967,1.03
zwe,1972,1.03
zwe,1977,1.03
zwe,1982,1.03
zwe,1987,1.03
zwe,1990,1.03
zwe,1992,1.03
zwe,1997,1.03
zwe,2002,1.021
zwe,2007,1.02
zwe,2008,1.02
zwe,2009,1.02
zwe,2010,1.02
zwe,2011,1.02
zwe,2012,1.02
zwe,2013,1.02
zwe,2014,1.02
zwe,2015,1.02
zwe,2016,1.02
zwe,2017,1.02
zwe,2018,1.02
zwe,2019,1.021
zwe,2020,1.021
