geo,time,ip_tmk_totl
grc,2005,10524
grc,2007,10508
grc,2008,10107
grc,2010,6241
grc,2011,6133
grc,2012,5592
grc,2013,6566
grc,2014,6781
grc,2015,6764
grc,2016,6689
grc,2017,7076
grc,2018,7233
grc,2019,7320
grd,1980,52
grd,1984,34
grd,2012,175
grd,2013,457
grd,2014,361
grd,2015,297
grd,2016,261
grd,2017,310
grd,2018,436
gtm,1982,3856
gtm,1986,4678
gtm,1987,5701
gtm,1988,7027
gtm,1989,9502
gtm,1990,4438
gtm,1991,5429
gtm,1992,5964
gtm,1993,6018
gtm,1994,8800
gtm,1995,7873
gtm,1996,8206
gtm,1997,10588
gtm,1998,9988
gtm,1999,8953
gtm,2000,9821
gtm,2001,8088
gtm,2002,7808
gtm,2003,7138
gtm,2004,5832
gtm,2005,9743
gtm,2006,10879
gtm,2007,11003
gtm,2008,9008
gtm,2009,7816
gtm,2010,9175
gtm,2017,12012
gtm,2018,12321
gtm,2019,12621
guy,1982,238
guy,1983,164
guy,1984,184
guy,1985,176
guy,1987,184
guy,1988,163
guy,1989,207
guy,1990,142
guy,2012,673
guy,2013,788
guy,2014,748
guy,2015,653
guy,2016,485
guy,2017,551
guy,2018,609
hkg,1983,6374
hkg,1984,6409
hkg,1985,6966
hkg,1986,7686
hkg,1987,8510
hkg,1988,8956
hkg,1989,10255
hkg,1990,10530
hkg,1991,9900
hkg,1992,16456
hkg,1993,14284
hkg,1994,15389
hkg,1995,16463
hkg,1996,16289
hkg,1997,18295
hkg,1998,17631
hkg,1999,19885
hkg,2000,28114
hkg,2001,20945
hkg,2002,20446
hkg,2003,20369
hkg,2004,19940
hkg,2005,20877
hkg,2006,22994
hkg,2007,23529
hkg,2008,24230
hkg,2009,24754
hkg,2010,28872
hkg,2011,32542
hkg,2012,35530
hkg,2013,37092
hkg,2014,40063
hkg,2015,39179
hkg,2016,36181
hkg,2017,37630
hkg,2018,40331
hkg,2019,36980
hnd,1980,1703
hnd,1981,977
hnd,1982,1662
hnd,1983,855
hnd,1984,2291
hnd,1985,1430
hnd,1986,2656
hnd,1987,2878
hnd,1988,3211
hnd,1989,1851
hnd,1990,2032
hnd,1991,2752
hnd,1992,3880
hnd,1993,4824
hnd,1994,4174
hnd,1995,4916
hnd,1996,5292
hnd,1997,5323
hnd,1998,5297
hnd,1999,5297
hnd,2000,5920
hnd,2001,5266
hnd,2002,5381
hnd,2003,5770
hnd,2004,5857
hnd,2005,6719
hnd,2006,7005
hnd,2007,7405
hnd,2008,7032
hnd,2009,5629
hnd,2010,6089
hnd,2011,7397
hnd,2012,6938
hnd,2013,7608
hnd,2014,6907
hnd,2015,7754
hnd,2016,7548
hnd,2017,7077
hnd,2018,7228
hnd,2019,7538
hrv,1992,2991
hrv,1993,5438
hrv,1994,5197
hrv,1995,5769
hrv,1996,5475
hrv,1997,6498
hrv,1998,6249
hrv,1999,6025
hrv,2000,7031
hrv,2001,6567
hrv,2002,6062
hrv,2003,6931
hrv,2004,7522
hrv,2005,7810
hrv,2006,8434
hrv,2007,8774
hrv,2008,9312
hrv,2009,7140
hrv,2010,7524
hrv,2011,7044
hrv,2012,6852
hrv,2013,5212
hrv,2014,3532
hrv,2015,2907
hrv,2016,2963
hrv,2017,2828
hrv,2018,2761
hrv,2019,2939
hti,1980,614
hti,1981,744
hti,1982,1004
hti,1983,735
hti,1984,607
hti,1986,587
hti,1987,640
hti,1991,739
hti,1995,1549
hti,1996,1623
hti,1999,1456
hti,2001,1648
hti,2002,1458
hti,2003,1213
hti,2004,1082
hti,2005,1341
hti,2006,1398
hti,2007,1368
hti,2008,1513
hti,2009,1581
hti,2010,1774
hti,2011,1896
hti,2012,1769
hti,2013,1736
hti,2014,1649
hun,1980,341
hun,1981,411
hun,1982,550
hun,1983,590
hun,1984,549
hun,1985,2654
hun,1986,3053
hun,1987,3155
hun,1988,3817
hun,1989,5064
hun,1990,8819
hun,1991,9385
hun,1992,9732
hun,1993,9784
hun,1994,10227
hun,1995,13542
hun,1996,10522
hun,1997,11969
hun,1998,12754
hun,1999,13436
hun,2000,15769
hun,2001,14737
hun,2002,13402
hun,2003,13564
hun,2004,11416
hun,2005,8971
hun,2006,8577
hun,2007,8192
hun,2008,7491
hun,2009,6210
hun,2010,6093
hun,2011,6146
hun,2012,4756
hun,2013,5667
hun,2014,5362
hun,2015,4859
hun,2016,5503
hun,2017,5644
hun,2018,5451
hun,2019,5284
idn,1980,7095
idn,1982,12429
idn,1983,12992
idn,1984,12893
idn,1985,12054
idn,1986,14388
idn,1987,19251
idn,1988,19791
idn,1989,18842
idn,1990,19138
idn,1991,15780
idn,1992,27488
idn,1994,25410
idn,1996,28189
idn,2001,38648
idn,2002,30004
idn,2003,36340
idn,2004,49311
idn,2005,40816
idn,2006,52649
idn,2007,43259
idn,2008,47606
idn,2009,42777
idn,2010,47794
idn,2011,53196
idn,2012,62455
idn,2013,60983
idn,2014,46452
idn,2015,47544
idn,2016,62939
idn,2017,68105
idn,2018,74728
idn,2019,62021
ind,1981,14397
ind,1982,14691
ind,1983,15870
ind,1984,16306
ind,1985,15914
ind,1986,17810
ind,1987,18227
ind,1988,19582
ind,1989,18846
ind,1990,20681
ind,1991,21994
ind,1992,22982
ind,1993,27485
ind,1994,37097
ind,1995,42723
ind,1996,43234
ind,1997,43302
ind,1998,51704
ind,1999,65730
ind,2000,84275
ind,2001,90236
ind,2002,94120
ind,2003,92251
ind,2004,78996
ind,2005,85669
ind,2006,103421
ind,2007,123514
ind,2008,130172
ind,2009,141943
ind,2010,189926
ind,2011,198547
ind,2012,190851
ind,2013,202818
ind,2014,223756
ind,2015,274825
ind,2016,296322
ind,2017,266170
ind,2018,324014
ind,2019,348912
irl,1980,3823
irl,1981,3716
irl,1982,3728
irl,1983,3530
irl,1984,3900
irl,1985,4349
irl,1986,4143
irl,1987,4587
irl,1988,5804
irl,1989,6873
irl,1990,7516
irl,1991,6484
irl,1992,6686
irl,1993,5848
irl,1994,6662
irl,1995,7301
irl,1996,6530
irl,1997,4709
irl,1998,4910
irl,1999,4518
irl,2000,4781
irl,2001,4192
irl,2002,5674
irl,2003,5937
irl,2004,6303
irl,2005,5401
irl,2006,5394
irl,2007,5365
irl,2008,4812
irl,2009,3758
irl,2010,3567
irl,2011,3439
irl,2012,3441
irl,2013,3381
irl,2014,3497
irl,2015,3577
irl,2016,3579
irl,2017,3770
irl,2018,3749
irl,2019,3400
irn,1980,1686
irn,1981,2510
irn,1982,2676
irn,1983,2612
irn,1984,1933
irn,1985,2036
irn,1986,1914
irn,1987,1904
irn,1988,1757
irn,1989,2082
irn,1990,2593
irn,1991,3043
irn,1992,3883
irn,1993,5370
irn,1994,6765
irn,1995,6750
irn,1996,5732
irn,1997,6940
irn,1998,6278
irn,1999,9494
irn,2000,10220
irn,2001,11082
irn,2002,13023
irn,2003,8762
irn,2004,20650
irn,2005,24080
irn,2006,27809
irn,2007,32938
irn,2008,34650
irn,2009,27299
irn,2010,29518
irn,2011,31165
irn,2012,28856
irn,2013,38967
irn,2014,55401
irn,2015,62949
irn,2016,57049
irn,2017,109684
irn,2018,111735
irn,2019,129785
irq,1980,792
irq,1981,573
irq,1982,588
irq,1983,491
irq,1984,994
irq,1985,934
irq,1986,988
irq,2016,1248
irq,2017,5772
irq,2018,11832
isl,1980,479
isl,1981,449
isl,1982,542
isl,1983,521
isl,1984,563
isl,1985,636
isl,1986,699
isl,1987,742
isl,1988,991
isl,1989,1039
isl,1990,1073
isl,1991,1228
isl,1992,1260
isl,1993,1147
isl,1994,1392
isl,1995,1567
isl,1996,1621
isl,1997,2193
isl,1998,4713
isl,1999,6039
isl,2000,7284
isl,2001,3513
isl,2002,3259
isl,2003,3220
isl,2004,3598
isl,2005,3808
isl,2006,4184
isl,2007,4342
isl,2008,4001
isl,2009,3247
isl,2010,3285
isl,2011,3419
isl,2012,3374
isl,2013,3242
isl,2014,3629
isl,2015,3386
isl,2016,3661
isl,2017,3645
isl,2018,3948
isl,2019,3721
isr,1980,4260
isr,1981,4190
isr,1982,3882
isr,1983,2069
isr,1984,2022
isr,1985,2052
isr,1986,2397
isr,1987,2844
isr,1988,2758
isr,1989,3286
isr,1990,3229
isr,1991,3311
isr,1992,3413
isr,1993,3908
isr,1994,5758
isr,1995,6241
isr,1996,6902
isr,1997,7384
isr,1998,8014
isr,1999,8759
isr,2000,11730
isr,2001,8936
isr,2002,7669
isr,2003,7323
isr,2004,7968
isr,2005,8975
isr,2006,10253
isr,2007,10578
isr,2008,10742
isr,2009,8306
isr,2010,8778
isr,2011,8270
isr,2012,8346
isr,2013,8625
isr,2014,8956
isr,2015,9225
isr,2016,9099
isr,2017,9484
isr,2018,10044
isr,2019,10104
ita,1980,15535
ita,1981,16225
ita,1982,15782
ita,1983,17157
ita,1984,18804
ita,1985,24744
ita,1986,27251
ita,1987,31241
ita,1988,39479
ita,1989,39691
ita,1990,36633
ita,1991,34154
ita,1992,33159
ita,1993,31789
ita,1994,34072
ita,1995,37518
ita,1996,33674
ita,1997,34554
ita,1998,35835
ita,1999,37373
ita,2000,45474
ita,2001,42130
ita,2002,39885
ita,2003,40624
ita,2004,44210
ita,2005,43410
ita,2006,44162
ita,2007,45962
ita,2008,42872
ita,2009,40409
ita,2010,41833
ita,2011,42360
ita,2012,39569
ita,2013,40622
ita,2014,40195
ita,2015,39774
ita,2016,41865
ita,2017,41971
ita,2018,42595
ita,2019,42899
jam,1982,872
jam,1983,671
jam,1984,636
jam,1985,718
jam,1986,637
jam,1987,820
jam,1988,762
jam,1989,946
jam,1990,693
jam,1991,1014
jam,1992,863
jam,1993,1044
jam,1994,1256
jam,1995,1502
jam,1996,1537
jam,1997,1883
jam,1998,2005
jam,1999,1694
jam,2000,1775
jam,2001,1979
jam,2002,1517
jam,2003,1369
jam,2004,1468
jam,2005,1655
jam,2006,1804
jam,2007,1711
jam,2008,1804
jam,2009,1818
jam,2010,2134
jam,2011,2373
jam,2012,2258
jam,2013,2147
jam,2014,2298
jam,2015,2867
jam,2016,2491
jam,2017,2498
jam,2018,2564
jam,2019,2844
jor,1980,707
jor,1981,691
jor,1982,612
jor,1989,1197
jor,2000,6573
jor,2001,4975
jor,2002,4632
jor,2003,5076
jor,2004,6257
jor,2005,6716
jor,2006,8013
jor,2007,9145
jor,2010,5971
jor,2011,6812
jor,2012,6751
jor,2013,6510
jor,2014,6958
jor,2015,7485
jor,2016,7346
jor,2017,7647
jor,2018,7475
jor,2019,6806
jpn,1980,127151
jpn,1981,134251
jpn,1982,139198
jpn,1983,150318
jpn,1984,161882
jpn,1985,161546
jpn,1986,168890
jpn,1987,175861
jpn,1988,172813
jpn,1989,172780
jpn,1990,171726
jpn,1991,167906
jpn,1992,211011
jpn,1993,174585
jpn,1994,172859
jpn,1995,179689
jpn,1996,188160
jpn,1997,133116
jpn,1998,112469
jpn,1999,121861
jpn,2000,146365
jpn,2001,123149
jpn,2002,117014
jpn,2003,123347
jpn,2004,129828
jpn,2005,135164
jpn,2006,134284
jpn,2007,142496
jpn,2008,117847
jpn,2009,109614
jpn,2010,113175
jpn,2011,107017
jpn,2012,119265
jpn,2013,116141
jpn,2014,124619
jpn,2015,144862
jpn,2016,163007
jpn,2017,188931
jpn,2018,183693
jpn,2019,188374
kaz,1993,6629
kaz,1994,3924
kaz,1995,3509
kaz,1996,3550
kaz,1997,4205
kaz,1998,4468
kaz,1999,3588
kaz,2000,4767
kaz,2001,4778
kaz,2002,4622
kaz,2003,6035
kaz,2004,6554
kaz,2008,7597
kaz,2009,6615
kaz,2010,6837
kaz,2011,8616
kaz,2012,9443
kaz,2013,9848
kaz,2014,9527
kaz,2015,8843
kaz,2016,9243
kaz,2017,9635
kaz,2018,10618
kaz,2019,11109
ken,1980,1343
ken,1981,1276
ken,1982,1235
ken,1983,993
ken,1984,974
ken,1985,1179
ken,1986,1153
ken,1987,970
ken,1988,865
ken,1989,932
ken,1991,712
ken,1994,1024
ken,1997,1674
ken,1998,2172
ken,1999,2654
ken,2001,2594
ken,2002,2559
ken,2003,2461
ken,2004,2654
ken,2005,2995
ken,2006,3169
ken,2007,3542
ken,2008,3516
ken,2009,3680
ken,2010,4167
ken,2011,4866
ken,2012,5087
ken,2013,5362
ken,2015,6261
ken,2017,6787
ken,2019,7205
kgz,1993,60
kgz,1994,1916
kgz,1995,2252
kgz,1996,2333
kgz,1997,2618
kgz,1998,2713
kgz,1999,2145
kgz,2000,2334
kgz,2001,2190
kgz,2002,1817
kgz,2003,1958
kgz,2004,2449
kgz,2005,2651
kgz,2006,2915
kgz,2007,3416
kgz,2008,3443
kgz,2011,3140
kgz,2012,3288
kgz,2013,3295
kgz,2014,2980
kgz,2015,3109
kgz,2016,2841
kgz,2017,3318
kgz,2018,3600
kgz,2019,3408
khm,1994,1337
khm,1995,1265
khm,1996,1708
khm,1997,1549
khm,1998,1300
khm,1999,1343
khm,2000,1939
khm,2001,1519
khm,2002,1569
khm,2003,827
khm,2004,1577
khm,2005,1581
khm,2006,1565
khm,2007,2758
khm,2008,3099
khm,2009,3077
khm,2010,3969
khm,2011,4567
khm,2012,5168
khm,2013,5854
khm,2014,4889
khm,2016,6783
khm,2017,7597
khm,2018,8278
khm,2019,9225
kir,1999,105
kna,2015,241
kna,2016,212
kna,2017,224
kna,2018,281
kor,1980,13558
kor,1981,15755
kor,1982,19537
kor,1983,23982
kor,1984,24764
kor,1985,26069
kor,1986,28031
kor,1987,30762
kor,1988,34681
kor,1989,39832
kor,1990,46826
kor,1991,46612
kor,1992,45124
kor,1993,59593
kor,1994,72581
kor,1995,71852
kor,1996,85062
kor,1997,87065
kor,1998,57393
kor,1999,87332
kor,2000,110073
kor,2001,107137
kor,2002,107876
kor,2003,111114
kor,2004,113814
kor,2005,122133
kor,2006,129327
kor,2007,140272
kor,2008,135882
kor,2009,133116
kor,2010,128672
kor,2011,132506
kor,2012,141838
kor,2013,157139
kor,2014,160311
kor,2015,183005
kor,2016,181889
kor,2017,180426
kor,2018,199516
kor,2019,218564
kwt,1993,1546
kwt,2015,13051
kwt,2016,9356
kwt,2017,10035
kwt,2018,10738
lao,1991,229
lao,1992,1497
lao,1993,939
lao,1994,1025
lao,1995,829
lao,1996,864
lao,1997,1002
lao,1998,670
lao,1999,622
lao,2000,729
lao,2001,781
lao,2002,803
lao,2003,1020
lao,2004,1300
lao,2005,1491
lao,2006,1545
lao,2007,1742
lao,2008,1917
lao,2009,1593
lao,2010,2062
lao,2011,2781
lao,2012,2608
lao,2013,2946
lao,2014,2874
lao,2015,2839
lao,2016,2478
lao,2017,3086
lao,2018,3305
lbn,2013,805
lbn,2014,881
lbn,2015,1112
lbr,1991,683
lbr,1993,370
lca,1980,126
lca,1981,153
lca,1983,159
lca,1984,90
lca,1990,190
lca,1991,264
lca,1992,224
lca,1994,287
lca,1995,298
lca,1996,393
lca,2000,517
lca,2001,592
lca,2012,404
lca,2013,390
lca,2014,433
lca,2016,369
lca,2017,324
lca,2018,385
lie,1980,160
lie,1982,157
lie,1983,149
lie,1984,170
lie,1985,2678
lie,1986,2975
lie,1987,3281
lie,1988,4097
lie,1990,4752
lie,1991,4495
lie,1992,4742
lie,1993,4622
lie,1994,4565
lie,1995,5108
lie,1999,4797
lie,2001,4950
lie,2002,3767
lie,2005,3741
lie,2007,4001
lie,2008,4198
lie,2013,2587
lie,2014,2660
lie,2015,2678
lie,2016,2686
lie,2017,2810
lie,2018,2786
lie,2019,2648
lka,1980,1532
lka,1981,1510
lka,1982,1382
lka,1983,1403
lka,1984,1520
lka,1985,1897
lka,1986,2179
lka,1987,1960
lka,1988,1984
lka,1989,1746
lka,1990,2153
lka,1991,2301
lka,1992,2733
lka,1993,3264
lka,1994,3925
lka,1995,4233
lka,1996,4427
lka,1997,4926
lka,1998,4379
lka,1999,5020
lka,2000,5638
lka,2001,4523
lka,2002,5358
lka,2003,5762
lka,2004,5943
lka,2005,6487
lka,2006,7213
lka,2007,6217
lka,2008,5907
lka,2009,4927
lka,2010,6244
lka,2011,7657
lka,2012,9116
lka,2013,8825
lka,2015,9415
lka,2016,10828
lka,2018,11483
lka,2019,10385
lso,1989,98
lso,1993,581
lso,1995,668
lso,1996,918
lso,2011,946
lso,2012,1131
lso,2013,925
lso,2018,1189
ltu,1991,200
ltu,1992,2578
ltu,1993,11445
ltu,1994,3359
ltu,1995,3531
ltu,1996,3158
ltu,1997,4222
ltu,1998,6192
ltu,1999,5807
ltu,2000,6818
ltu,2001,6504
ltu,2002,6496
ltu,2003,7550
ltu,2004,6798
ltu,2005,5391
ltu,2006,5586
ltu,2007,5952
ltu,2008,5758
ltu,2009,3992
ltu,2010,4180
ltu,2011,4108
ltu,2012,4030
ltu,2013,4046
ltu,2014,3942
ltu,2015,3629
ltu,2016,3806
ltu,2017,4179
ltu,2018,4175
ltu,2019,3416
lva,1992,5623
lva,1993,9194
lva,1994,2861
lva,1995,4059
lva,1996,4694
lva,1997,5643
lva,1998,6482
lva,1999,5368
lva,2000,6548
lva,2001,6428
lva,2002,6321
lva,2003,7142
lva,2004,6085
lva,2005,4953
lva,2006,4910
lva,2007,4899
lva,2008,4616
lva,2009,3173
lva,2010,3414
lva,2011,3386
lva,2012,3286
lva,2013,3155
lva,2014,2934
lva,2015,2990
lva,2016,2639
lva,2017,3060
lva,2018,3431
lva,2019,2589
mac,1987,842
mac,1991,694
mac,1992,1005
mac,1993,827
mac,1994,1081
mac,1995,1087
mac,1996,1399
mac,1997,1554
mac,1998,1154
mac,1999,1119
mac,2000,2104
mac,2001,1696
mac,2002,1705
mac,2003,2040
mac,2004,2906
mac,2005,4651
mac,2006,5504
mac,2007,7200
mac,2008,7678
mac,2009,6130
mac,2010,6754
mac,2011,8590
mac,2012,9581
mac,2013,10084
mac,2014,12287
mac,2015,13140
mac,2016,11507
mac,2017,13135
mac,2018,16466
mac,2019,15363
mar,1980,1030
mar,1985,3481
mar,1986,3642
mar,1987,4362
mar,1988,4830
mar,1989,4907
mar,1990,5043
mar,1991,4955
mar,1992,5198
mar,1993,7069
mar,1994,7548
mar,1995,7513
mar,1996,9290
mar,1998,6588
mar,2000,7316
mar,2004,8713
mar,2005,9816
mar,2006,9341
mar,2007,10192
mar,2008,9900
mar,2009,10152
mar,2010,10536
mar,2011,10461
mar,2012,10741
mar,2013,10871
mar,2014,11242
mar,2015,11137
mar,2016,12787
mar,2017,13305
mar,2018,13280
mar,2019,15348
mco,1980,208
mco,1981,240
mco,1982,347
mco,1983,250
mco,1984,270
mco,1985,2984
mco,1986,3349
mco,1987,4210
mco,1988,5020
mco,1989,5057
mco,1990,5181
mco,1991,4793
mco,1992,4539
mco,1993,4429
mco,1994,4656
mco,1995,4558
mco,1996,4367
mco,1997,4715
mco,1998,4684
mco,1999,4639
mco,2000,5521
mco,2001,4688
mco,2002,3827
mco,2003,3696
mco,2004,3916
mco,2005,3944
mco,2006,4215
mco,2007,4193
mco,2008,4102
mco,2009,3029
mco,2011,3022
mco,2012,3046
mco,2013,2954
mco,2014,2848
mco,2015,2759
mco,2016,2965
mco,2017,2993
mco,2018,3033
mco,2019,2924
mda,1993,617
mda,1994,4937
mda,1995,2807
mda,1996,3132
mda,1997,3611
mda,1998,3467
mda,1999,2990
mda,2000,3566
mda,2001,3647
mda,2002,3920
mda,2003,4496
mda,2004,5227
mda,2005,5522
mda,2006,5500
mda,2007,6115
mda,2008,5956
mda,2009,4427
mda,2010,5109
mda,2011,5147
mda,2012,5150
mda,2013,5203
mda,2014,4919
mda,2015,4489
mda,2016,4300
mda,2017,4483
mda,2018,4639
mda,2019,4457
mdg,1994,771
mdg,1995,1048
mdg,1996,500
mdg,1997,473
mdg,1998,420
mdg,1999,510
mdg,2000,635
mdg,2001,572
mdg,2002,455
mdg,2003,831
mdg,2004,732
mdg,2005,858
mdg,2006,878
mdg,2007,894
mdg,2008,1386
mdg,2009,1472
mdg,2010,1642
mdg,2011,1650
mdg,2012,1879
mdg,2013,1729
mdg,2014,1946
mdg,2015,1819
mdg,2016,2144
mdg,2017,2059
mdg,2018,2235
mdg,2019,2108
mdv,2002,13
mdv,2003,18
mdv,2004,12
mdv,2005,55
mdv,2006,65
mdv,2007,155
mex,1980,19341
mex,1981,16943
mex,1982,15364
mex,1983,16014
mex,1984,7270
mex,1985,15200
mex,1986,15013
mex,1987,16803
mex,1988,19042
mex,1989,23830
mex,1990,25442
mex,1991,26279
mex,1992,27572
mex,1993,28920
mex,1994,33803
mex,1995,30201
mex,1996,32336
mex,1997,35426
mex,1998,40042
mex,1999,46146
mex,2000,59721
mex,2001,61488
mex,2002,56237
mex,2003,53724
mex,2004,58553
mex,2005,63899
mex,2006,69781
mex,2007,83216
mex,2008,84287
mex,2009,81937
mex,2010,94457
mex,2011,100281
mex,2012,105827
mex,2013,104362
mex,2014,109933
mex,2015,120443
mex,2016,128921
mex,2017,139052
mex,2018,141580
mex,2019,145916
mkd,1993,1248
mkd,1994,3742
mkd,1995,4257
mkd,1996,3727
mkd,1997,3725
mkd,1998,3729
mkd,1999,3549
mkd,2000,4584
mkd,2001,3983
mkd,2002,3711
mkd,2003,4086
mkd,2004,4560
mkd,2005,4757
mkd,2006,5019
mkd,2007,5531
mkd,2008,6241
mkd,2009,4501
mkd,2010,4598
mkd,2011,4335
mkd,2012,4219
mkd,2013,4062
mli,1981,218
mli,1982,394
mli,1987,3
mli,1991,3
mli,1993,2
mli,1994,1
mli,1995,1
mli,1996,2
mli,1997,4
mli,1998,7
mli,1999,5
mli,2000,16
mli,2001,18
mli,2002,29
mli,2003,25
mli,2004,28
mli,2005,43
mli,2006,84
mli,2007,33
mli,2008,55
mli,2009,55
mli,2010,36
mlt,1980,431
mlt,1981,449
mlt,1982,464
mlt,1983,522
mlt,1984,503
mlt,1986,623
mlt,1987,541
mlt,1988,589
mlt,1989,585
mlt,1990,683
mlt,1991,948
mlt,1992,880
mlt,1993,829
mlt,1994,984
mlt,1995,1232
mlt,1996,1416
mlt,1997,1436
mlt,1998,1605
mlt,1999,1478
mlt,2000,1633
mlt,2001,2916
mlt,2002,2233
mlt,2003,3665
mlt,2004,1579
mlt,2005,1674
mlt,2006,1313
mlt,2007,1210
mlt,2008,1236
mlt,2009,911
mlt,2010,865
mlt,2011,822
mlt,2012,787
mlt,2013,948
mlt,2014,762
mlt,2015,704
mlt,2016,602
mlt,2017,1167
mlt,2019,731
mmr,2010,5970
mmr,2011,6385
mmr,2012,8490
mne,2008,5538
mne,2010,3572
mne,2011,3656
mne,2012,3371
mne,2013,3319
mne,2014,3249
mne,2015,3077
mne,2016,3069
mne,2018,3239
mne,2019,3045
mng,1982,17
mng,1983,65
mng,1984,40
mng,1985,450
mng,1986,957
mng,1987,999
mng,1988,1069
mng,1989,1318
mng,1990,1461
mng,1991,1544
mng,1992,1335
mng,1993,1661
mng,1994,1641
mng,1995,1954
mng,1996,5366
mng,1997,6716
mng,1998,5703
mng,1999,2644
mng,2000,2955
mng,2001,3198
mng,2002,3473
mng,2003,2827
mng,2004,3104
mng,2005,3529
mng,2006,1993
mng,2009,1791
mng,2010,2201
mng,2014,3351
mng,2015,3430
mng,2016,3214
mng,2017,3704
mng,2018,4044
mng,2019,4070
moz,1999,4153
moz,2000,2980
moz,2001,1947
moz,2002,1725
moz,2003,1547
moz,2004,2063
moz,2005,2135
moz,2006,2493
moz,2007,2252
moz,2008,3298
moz,2009,2592
moz,2010,2838
moz,2011,2962
moz,2012,3431
moz,2013,3160
moz,2014,3654
moz,2015,3731
moz,2016,3428
moz,2017,3300
moz,2018,3280
moz,2019,3856
mrt,2017,215
mus,1981,288
mus,1982,247
mus,1983,348
mus,1984,355
mus,1985,266
mus,1986,351
mus,1987,247
mus,1988,341
mus,1990,515
mus,1991,513
mus,1992,639
mus,1993,516
mus,1994,832
mus,1995,891
mus,1996,991
mus,1997,1044
mus,1998,1108
mus,2007,1468
mus,2008,1874
mus,2009,1796
mus,2010,2032
mus,2011,1884
mus,2012,1836
mus,2013,1758
mus,2014,1855
mus,2015,2049
mus,2016,2328
mus,2017,2092
mus,2018,2094
mus,2019,2189
mwi,1980,368
mwi,1981,326
mwi,1982,281
mwi,1983,218
mwi,1984,214
mwi,1985,253
mwi,1986,358
mwi,1987,216
mwi,1988,218
mwi,1989,422
mwi,1990,419
mwi,1991,452
mwi,1992,399
mwi,1993,449
mwi,1994,632
mwi,1995,618
mwi,1996,624
mwi,1997,721
mwi,1998,562
mwi,1999,651
mwi,2000,723
mwi,2001,641
mwi,2002,578
mwi,2003,588
mwi,2004,571
mwi,2005,494
mwi,2006,804
mwi,2007,726
mwi,2008,810
mwi,2009,666
mwi,2010,2039
mwi,2011,1199
mwi,2012,1164
mwi,2013,983
mwi,2014,1059
mwi,2015,1264
mwi,2016,1167
mys,1985,5689
mys,1986,5563
mys,1987,6227
mys,1988,7274
mys,1989,8047
mys,1990,8603
mys,1991,8323
mys,1992,9275
mys,1993,10265
mys,1994,12345
mys,1995,14103
mys,1996,15572
mys,1997,22129
mys,1998,14876
mys,1999,13713
mys,2000,18803
mys,2001,16603
mys,2002,16446
mys,2003,17766
mys,2004,20743
mys,2005,22147
mys,2006,24049
mys,2007,25894
mys,2008,26034
mys,2009,24070
mys,2010,26370
mys,2011,28833
mys,2012,31876
mys,2013,32225
mys,2014,34571
mys,2015,35923
mys,2016,39107
mys,2017,41093
mys,2018,43656
mys,2019,46610
nam,1990,2103
nam,1991,1454
nam,1993,1314
nam,2012,2659
nam,2013,2339
nam,2014,2562
nam,2015,4038
nam,2016,3097
nam,2017,5564
nam,2018,3909
nam,2019,3142
nga,1985,1631
nga,1990,2006
nga,2011,20560
nga,2012,17182
nga,2013,19332
nga,2016,33823
nga,2017,23879
nga,2018,20725
nga,2019,18658
nic,1983,619
nic,1984,846
nic,1985,666
nic,1986,672
nic,1987,573
nic,1988,605
nic,1989,568
nic,1990,1099
nic,1991,2383
nic,1992,2856
nic,1993,2895
nic,1994,3391
nic,1995,3581
nic,1996,4332
nic,1997,4835
nic,1998,4695
nic,1999,4892
nic,2000,5394
nic,2001,4618
nic,2002,4221
nic,2003,4484
nic,2004,5068
nic,2005,5804
nic,2006,5800
nic,2007,5975
nic,2013,7946
nld_curacao,2010,737
nld_curacao,2011,1141
nld_curacao,2012,1096
nld_curacao,2013,988
nld_curacao,2014,1253
nld_curacao,2015,1173
nld_curacao,2016,1171
nld_curacao,2017,996
nld_curacao,2018,919
nld_curacao,2019,978
nor,1980,3749
nor,1981,3634
nor,1982,3958
nor,1983,4309
nor,1984,4606
nor,1985,4993
nor,1986,5255
nor,1987,5537
nor,1988,5986
nor,1989,6380
nor,1990,6827
nor,1991,6514
nor,1992,6527
nor,1993,6461
nor,1994,7455
nor,1995,8183
nor,1996,9058
nor,1997,10570
nor,1998,11783
nor,1999,13125
nor,2000,16286
nor,2001,13994
nor,2002,12065
nor,2003,11985
nor,2004,13004
nor,2005,13618
nor,2006,14087
nor,2007,15363
nor,2008,15014
nor,2009,12814
nor,2010,13385
nor,2011,14085
nor,2012,14060
nor,2013,14645
nor,2014,14936
nor,2015,15033
nor,2016,16101
nor,2017,15641
nor,2018,16494
nor,2019,15939
npl,1980,466
npl,1981,352
npl,1982,487
npl,1984,457
npl,1995,1167
npl,1998,1159
npl,1999,1163
npl,2000,1175
npl,2001,1361
npl,2002,1651
npl,2003,1516
npl,2004,1174
npl,2005,1004
npl,2006,723
npl,2007,1132
npl,2011,3583
npl,2012,3961
npl,2013,4551
npl,2014,4738
npl,2015,4276
npl,2016,5078
npl,2017,5682
nzl,1980,4671
nzl,1981,4629
nzl,1982,4800
nzl,1983,5104
nzl,1984,5855
nzl,1985,6332
nzl,1987,7080
nzl,1988,12325
nzl,1989,8329
nzl,1990,10072
nzl,1991,7907
