geo,time,en_atm_noxe_kt_ce
syc,2006,10
syc,2007,10
syc,2008,10
syc,2009,0
syc,2010,0
syc,2011,0
syc,2012,0
syc,2013,0
syc,2014,0
syc,2015,0
syc,2016,0
syc,2017,0
syc,2018,0
syr,1990,3850
syr,1991,3730
syr,1992,3800
syr,1993,3690
syr,1994,3940
syr,1995,4240
syr,1996,4280
syr,1997,4340
syr,1998,4500
syr,1999,4500
syr,2000,4410
syr,2001,4060
syr,2002,4410
syr,2003,4750
syr,2004,4860
syr,2005,5320
syr,2006,5660
syr,2007,5670
syr,2008,5240
syr,2009,4940
syr,2010,4150
syr,2011,4530
syr,2012,4330
syr,2013,3670
syr,2014,3500
syr,2015,3340
syr,2016,3370
syr,2017,3310
syr,2018,3210
tcd,1990,5970
tcd,1991,8120
tcd,1992,8400
tcd,1993,8790
tcd,1994,9120
tcd,1995,9440
tcd,1996,10790
tcd,1997,10870
tcd,1998,11080
tcd,1999,11870
tcd,2000,13070
tcd,2001,11070
tcd,2002,12010
tcd,2003,12760
tcd,2004,13270
tcd,2005,14090
tcd,2006,14380
tcd,2007,15200
tcd,2008,15570
tcd,2009,15710
tcd,2010,16780
tcd,2011,17670
tcd,2012,18610
tcd,2013,19180
tcd,2014,19970
tcd,2015,21660
tcd,2016,23360
tcd,2017,23880
tcd,2018,24920
tgo,1990,1160
tgo,1991,1120
tgo,1992,1060
tgo,1993,1060
tgo,1994,1050
tgo,1995,1000
tgo,1996,1020
tgo,1997,1150
tgo,1998,1270
tgo,1999,1170
tgo,2000,1290
tgo,2001,1190
tgo,2002,1310
tgo,2003,1370
tgo,2004,1240
tgo,2005,1690
tgo,2006,1470
tgo,2007,1330
tgo,2008,1450
tgo,2009,1540
tgo,2010,1570
tgo,2011,1850
tgo,2012,1620
tgo,2013,1750
tgo,2014,1640
tgo,2015,1870
tgo,2016,1860
tgo,2017,1760
tgo,2018,1870
tha,1990,13910
tha,1991,14290
tha,1992,15070
tha,1993,16230
tha,1994,16280
tha,1995,15590
tha,1996,15760
tha,1997,15320
tha,1998,15590
tha,1999,16460
tha,2000,15630
tha,2001,16150
tha,2002,16860
tha,2003,18290
tha,2004,17840
tha,2005,17280
tha,2006,17520
tha,2007,19330
tha,2008,18850
tha,2009,20800
tha,2010,21720
tha,2011,21310
tha,2012,21410
tha,2013,21200
tha,2014,20110
tha,2015,18640
tha,2016,19120
tha,2017,21330
tha,2018,19950
tjk,1990,1810
tjk,1991,1710
tjk,1992,1540
tjk,1993,1310
tjk,1994,1270
tjk,1995,1220
tjk,1996,1140
tjk,1997,1180
tjk,1998,1070
tjk,1999,950
tjk,2000,950
tjk,2001,990
tjk,2002,1060
tjk,2003,1050
tjk,2004,1120
tjk,2005,1160
tjk,2006,1290
tjk,2007,1300
tjk,2008,1470
tjk,2009,1570
tjk,2010,1580
tjk,2011,1600
tjk,2012,1710
tjk,2013,1800
tjk,2014,1850
tjk,2015,1940
tjk,2016,1940
tjk,2017,1970
tjk,2018,1980
tkm,1990,2130
tkm,1991,2040
tkm,1992,1420
tkm,1993,1620
tkm,1994,1690
tkm,1995,1750
tkm,1996,1770
tkm,1997,1590
tkm,1998,1780
tkm,1999,1970
tkm,2000,2120
tkm,2001,2260
tkm,2002,2600
tkm,2003,2960
tkm,2004,3080
tkm,2005,3210
tkm,2006,3390
tkm,2007,3190
tkm,2008,3460
tkm,2009,3330
tkm,2010,3430
tkm,2011,3310
tkm,2012,3400
tkm,2013,3440
tkm,2014,3440
tkm,2015,3460
tkm,2016,3500
tkm,2017,3430
tkm,2018,3430
tls,1990,120
tls,1991,130
tls,1992,140
tls,1993,150
tls,1994,180
tls,1995,180
tls,1996,190
tls,1997,190
tls,1998,200
tls,1999,170
tls,2000,180
tls,2001,210
tls,2002,220
tls,2003,200
tls,2004,200
tls,2005,210
tls,2006,220
tls,2007,210
tls,2008,220
tls,2009,230
tls,2010,220
tls,2011,230
tls,2012,240
tls,2013,240
tls,2014,250
tls,2015,270
tls,2016,280
tls,2017,260
tls,2018,260
ton,1990,50
ton,1991,50
ton,1992,50
ton,1993,50
ton,1994,50
ton,1995,50
ton,1996,50
ton,1997,50
ton,1998,50
ton,1999,50
ton,2000,50
ton,2001,50
ton,2002,50
ton,2003,50
ton,2004,50
ton,2005,50
ton,2006,50
ton,2007,50
ton,2008,50
ton,2009,50
ton,2010,50
ton,2011,50
ton,2012,50
ton,2013,50
ton,2014,50
ton,2015,50
ton,2016,50
ton,2017,50
ton,2018,50
tto,1990,240
tto,1991,250
tto,1992,250
tto,1993,230
tto,1994,220
tto,1995,230
tto,1996,250
tto,1997,250
tto,1998,250
tto,1999,250
tto,2000,280
tto,2001,260
tto,2002,310
tto,2003,300
tto,2004,320
tto,2005,330
tto,2006,330
tto,2007,330
tto,2008,340
tto,2009,350
tto,2010,360
tto,2011,360
tto,2012,370
tto,2013,380
tto,2014,380
tto,2015,380
tto,2016,390
tto,2017,390
tto,2018,390
tun,1990,1920
tun,1991,2150
tun,1992,2140
tun,1993,2200
tun,1994,2150
tun,1995,2160
tun,1996,2620
tun,1997,2530
tun,1998,2800
tun,1999,2960
tun,2000,3060
tun,2001,3030
tun,2002,2960
tun,2003,3060
tun,2004,3150
tun,2005,3220
tun,2006,3220
tun,2007,3350
tun,2008,3250
tun,2009,3430
tun,2010,3380
tun,2011,3410
tun,2012,3430
tun,2013,3160
tun,2014,3260
tun,2015,3210
tun,2016,3340
tun,2017,3240
tun,2018,3320
tur,1990,27510
tur,1991,26320
tur,1992,27290
tur,1993,28490
tur,1994,25670
tur,1995,26050
tur,1996,26680
tur,1997,26820
tur,1998,28130
tur,1999,28080
tur,2000,27620
tur,2001,25020
tur,2002,25360
tur,2003,26220
tur,2004,26640
tur,2005,27150
tur,2006,28770
tur,2007,27880
tur,2008,26380
tur,2009,29470
tur,2010,28750
tur,2011,28890
tur,2012,29590
tur,2013,32120
tur,2014,32070
tur,2015,32880
tur,2016,35140
tur,2017,34620
tur,2018,34380
tuv,1990,0
tuv,1991,0
tuv,1992,0
tuv,1993,0
tuv,1994,0
tuv,1995,0
tuv,1996,0
tuv,1997,0
tuv,1998,0
tuv,1999,0
tuv,2000,0
tuv,2001,0
tuv,2002,0
tuv,2003,0
tuv,2004,0
tuv,2005,0
tuv,2006,0
tuv,2007,0
tuv,2008,0
tuv,2009,0
tuv,2010,0
tuv,2011,0
tuv,2012,0
tuv,2013,0
tuv,2014,0
tuv,2015,0
tuv,2016,0
tuv,2017,0
tuv,2018,0
tza,1990,16780
tza,1991,16930
tza,1992,17060
tza,1993,17160
tza,1994,17200
tza,1995,18310
tza,1996,17350
tza,1997,17320
tza,1998,18680
tza,1999,19100
tza,2000,17740
tza,2001,18410
tza,2002,20260
tza,2003,22300
tza,2004,21920
tza,2005,23080
tza,2006,21540
tza,2007,23070
tza,2008,23300
tza,2009,23800
tza,2010,24570
tza,2011,25510
tza,2012,27170
tza,2013,28390
tza,2014,29030
tza,2015,30260
tza,2016,30680
tza,2017,29760
tza,2018,30340
uga,1990,7220
uga,1991,7410
uga,1992,7530
uga,1993,7700
uga,1994,7640
uga,1995,7590
uga,1996,7570
uga,1997,7740
uga,1998,8050
uga,1999,7510
uga,2000,7400
uga,2001,7540
uga,2002,7760
uga,2003,8530
uga,2004,8440
uga,2005,9220
uga,2006,8400
uga,2007,9690
uga,2008,12070
uga,2009,12160
uga,2010,13020
uga,2011,12890
uga,2012,13670
uga,2013,13670
uga,2014,13890
uga,2015,14320
uga,2016,15070
uga,2017,15330
uga,2018,15460
ukr,1990,42370
ukr,1991,39390
ukr,1992,35530
ukr,1993,31160
ukr,1994,28800
ukr,1995,25930
ukr,1996,22570
ukr,1997,22130
ukr,1998,19580
ukr,1999,18450
ukr,2000,18290
ukr,2001,18670
ukr,2002,19620
ukr,2003,18400
ukr,2004,17950
ukr,2005,17820
ukr,2006,18100
ukr,2007,19140
ukr,2008,20800
ukr,2009,18380
ukr,2010,19530
ukr,2011,22370
ukr,2012,21720
ukr,2013,23390
ukr,2014,23270
ukr,2015,22510
ukr,2016,23920
ukr,2017,24770
ukr,2018,25310
ury,1990,6650
ury,1991,6900
ury,1992,7140
ury,1993,7280
ury,1994,7200
ury,1995,7080
ury,1996,7330
ury,1997,7160
ury,1998,6950
ury,1999,6780
ury,2000,6570
ury,2001,6710
ury,2002,6700
ury,2003,7100
ury,2004,7450
ury,2005,7490
ury,2006,7910
ury,2007,7780
ury,2008,7890
ury,2009,7900
ury,2010,7870
ury,2011,7770
ury,2012,8210
ury,2013,8180
ury,2014,8120
ury,2015,7720
ury,2016,7990
ury,2017,7760
ury,2018,7730
usa,1990,249360
usa,1991,250670
usa,1992,257010
usa,1993,261790
usa,1994,269830
usa,1995,272690
usa,1996,279980
usa,1997,273860
usa,1998,269930
usa,1999,265350
usa,2000,262450
usa,2001,255040
usa,2002,255210
usa,2003,260060
usa,2004,258750
usa,2005,257930
usa,2006,260110
usa,2007,263290
usa,2008,248090
usa,2009,241240
usa,2010,246690
usa,2011,254860
usa,2012,245810
usa,2013,246720
usa,2014,246480
usa,2015,242640
usa,2016,248510
usa,2017,249290
usa,2018,250060
uzb,1990,10680
uzb,1991,10670
uzb,1992,9100
uzb,1993,8290
uzb,1994,7810
uzb,1995,7940
uzb,1996,7330
uzb,1997,9880
uzb,1998,9820
uzb,1999,9570
uzb,2000,9520
uzb,2001,9320
uzb,2002,9410
uzb,2003,9560
uzb,2004,9370
uzb,2005,10030
uzb,2006,10470
uzb,2007,10900
uzb,2008,11450
uzb,2009,12200
uzb,2010,12780
uzb,2011,13330
uzb,2012,13620
uzb,2013,14270
uzb,2014,14760
uzb,2015,15110
uzb,2016,15900
uzb,2017,16080
uzb,2018,16240
vct,1990,10
vct,1991,10
vct,1992,10
vct,1993,10
vct,1994,10
vct,1995,10
vct,1996,10
vct,1997,10
vct,1998,10
vct,1999,10
vct,2000,10
vct,2001,10
vct,2002,10
vct,2003,10
vct,2004,10
vct,2005,10
vct,2006,10
vct,2007,10
vct,2008,10
vct,2009,10
vct,2010,10
vct,2011,10
vct,2012,10
vct,2013,10
vct,2014,10
vct,2015,10
vct,2016,10
vct,2017,10
vct,2018,10
ven,1990,10340
ven,1991,10580
ven,1992,10480
ven,1993,10260
ven,1994,10490
ven,1995,10630
ven,1996,10320
ven,1997,10380
ven,1998,10510
ven,1999,10390
ven,2000,11130
ven,2001,11710
ven,2002,11730
ven,2003,12340
ven,2004,12320
ven,2005,12840
ven,2006,12570
ven,2007,13070
ven,2008,13710
ven,2009,13550
ven,2010,12410
ven,2011,12070
ven,2012,13210
ven,2013,13430
ven,2014,13430
ven,2015,13200
ven,2016,13190
ven,2017,13030
ven,2018,13540
vnm,1990,10910
vnm,1991,12260
vnm,1992,12200
vnm,1993,12720
vnm,1994,14930
vnm,1995,14740
vnm,1996,16080
vnm,1997,15740
vnm,1998,17590
vnm,1999,18030
vnm,2000,18870
vnm,2001,17280
vnm,2002,18170
vnm,2003,19380
vnm,2004,20160
vnm,2005,19380
vnm,2006,19150
vnm,2007,20570
vnm,2008,17950
vnm,2009,23170
vnm,2010,20990
vnm,2011,19810
vnm,2012,20900
vnm,2013,23510
vnm,2014,22090
vnm,2015,24420
vnm,2016,23590
vnm,2017,23790
vnm,2018,24080
vut,1990,110
vut,1991,110
vut,1992,120
vut,1993,130
vut,1994,130
vut,1995,130
vut,1996,130
vut,1997,130
vut,1998,130
vut,1999,130
vut,2000,120
vut,2001,120
vut,2002,120
vut,2003,120
vut,2004,130
vut,2005,130
vut,2006,130
vut,2007,160
vut,2008,160
vut,2009,150
vut,2010,150
vut,2011,160
vut,2012,170
vut,2013,170
vut,2014,170
vut,2015,180
vut,2016,180
vut,2017,180
vut,2018,180
wsm,1990,40
wsm,1991,40
wsm,1992,40
wsm,1993,40
wsm,1994,40
wsm,1995,40
wsm,1996,40
wsm,1997,40
wsm,1998,40
wsm,1999,40
wsm,2000,40
wsm,2001,40
wsm,2002,40
wsm,2003,40
wsm,2004,50
wsm,2005,50
wsm,2006,50
wsm,2007,40
wsm,2008,40
wsm,2009,50
wsm,2010,50
wsm,2011,50
wsm,2012,50
wsm,2013,50
wsm,2014,60
wsm,2015,60
wsm,2016,60
wsm,2017,60
wsm,2018,60
yem,1990,2200
yem,1991,2080
yem,1992,2140
yem,1993,2170
yem,1994,2170
yem,1995,2210
yem,1996,2220
yem,1997,2330
yem,1998,2390
yem,1999,2370
yem,2000,2390
yem,2001,2530
yem,2002,2520
yem,2003,2730
yem,2004,2850
yem,2005,2810
yem,2006,2920
yem,2007,3170
yem,2008,3190
yem,2009,3230
yem,2010,3360
yem,2011,3340
yem,2012,3380
yem,2013,3510
yem,2014,3530
yem,2015,3340
yem,2016,3360
yem,2017,3310
yem,2018,3430
zaf,1990,18790
zaf,1991,18970
zaf,1992,18750
zaf,1993,19250
zaf,1994,19140
zaf,1995,18850
zaf,1996,19660
zaf,1997,19670
zaf,1998,19810
zaf,1999,19570
zaf,2000,19590
zaf,2001,18970
zaf,2002,20020
zaf,2003,18860
zaf,2004,18570
zaf,2005,18780
zaf,2006,18520
zaf,2007,19000
zaf,2008,19370
zaf,2009,19650
zaf,2010,19460
zaf,2011,19420
zaf,2012,19720
zaf,2013,19090
zaf,2014,19330
zaf,2015,18180
zaf,2016,17510
zaf,2017,19150
zaf,2018,18820
zmb,1990,28710
zmb,1991,28050
zmb,1992,27430
zmb,1993,26690
zmb,1994,25720
zmb,1995,23420
zmb,1996,20460
zmb,1997,18290
zmb,1998,16950
zmb,1999,14000
zmb,2000,11430
zmb,2001,11640
zmb,2002,12860
zmb,2003,14000
zmb,2004,14040
zmb,2005,14480
zmb,2006,13170
zmb,2007,13590
zmb,2008,13680
zmb,2009,12810
zmb,2010,13970
zmb,2011,13810
zmb,2012,14880
zmb,2013,15190
zmb,2014,14930
zmb,2015,15310
zmb,2016,15170
zmb,2017,14680
zmb,2018,14460
zwe,1990,5930
zwe,1991,5370
zwe,1992,5410
zwe,1993,4800
zwe,1994,4980
zwe,1995,5030
zwe,1996,6200
zwe,1997,6190
zwe,1998,6610
zwe,1999,6910
zwe,2000,6590
zwe,2001,6630
zwe,2002,5880
zwe,2003,5750
zwe,2004,5890
zwe,2005,5650
zwe,2006,5560
zwe,2007,5780
zwe,2008,5840
zwe,2009,6270
zwe,2010,6630
zwe,2011,6860
zwe,2012,6510
zwe,2013,6310
zwe,2014,5840
zwe,2015,6490
zwe,2016,6090
zwe,2017,6280
zwe,2018,6470
