geo,time,sl_tlf_cact_fe_ne_zs
gbr,2002,54.64
gbr,2003,54.55
gbr,2004,54.93
gbr,2005,55.4
gbr,2006,55.9
gbr,2007,55.69
gbr,2008,55.97
gbr,2009,56.15
gbr,2010,56.07
gbr,2011,56.2
gbr,2012,56.41
gbr,2013,56.76
gbr,2014,57.03
gbr,2015,57.2
gbr,2016,57.49
gbr,2017,57.79
gbr,2018,58.03
gbr,2019,58.46
geo,1998,56.8
geo,1999,58.2
geo,2000,55.04
geo,2001,58.24
geo,2002,56.03
geo,2003,57.53
geo,2004,56.86
geo,2005,55.88
geo,2006,53.6
geo,2007,55
geo,2008,54.19
geo,2009,54.65
geo,2010,55.81
geo,2011,56.26
geo,2012,57.41
geo,2013,56.45
geo,2014,57.35
geo,2015,58.96
geo,2016,57.83
geo,2017,58.2
geo,2018,55.58
geo,2019,54.52
geo,2020,40.44
gha,1960,56.67
gha,1970,63.56
gha,1984,45.82
gha,1989,61.4
gha,1991,76.54
gha,1992,77.8
gha,1998,78.7
gha,1999,78.7
gha,2000,72.64
gha,2006,67.09
gha,2010,69.45
gha,2013,73.71
gha,2015,65.52
gha,2017,55.3
gib,1961,17.48
gib,1970,29.6
gib,1981,37.6
gib,1983,78.81
gib,1985,25.62
gib,1987,29.15
gib,1989,33.15
gib,1990,33.01
gib,1991,35.1
gib,1992,34.44
gib,1993,36.47
gib,1994,36.2
gib,2001,57.54
gin,1983,44.98
gin,1996,42.92
gin,2002,62.81
gin,2019,42.87
gmb,1983,70
gmb,1993,44.81
gmb,2012,50.45
gmb,2018,25.91
gnb,1979,2.63
gnb,1988,1.93
gnb,2018,49.07
gnq,1983,42.4
gnq,1994,73.5
grc,1961,35.45
grc,1971,25.9
grc,1981,29.98
grc,1982,29.56
grc,1983,33.61
grc,1984,33.97
grc,1985,34.72
grc,1986,34.59
grc,1987,34.51
grc,1988,35.75
grc,1989,35.74
grc,1990,35.44
grc,1991,33.13
grc,1992,34.23
grc,1993,34.51
grc,1994,34.98
grc,1995,35.47
grc,1996,36.56
grc,1997,36.2
grc,1998,39.44
grc,1999,40.37
grc,2000,40.38
grc,2001,39.58
grc,2002,40.12
grc,2003,40.78
grc,2004,42.09
grc,2005,42.14
grc,2006,42.44
grc,2007,42.35
grc,2008,42.42
grc,2009,43.5
grc,2010,44.08
grc,2011,43.78
grc,2012,43.98
grc,2013,43.75
grc,2014,44.1
grc,2015,44.74
grc,2016,45.01
grc,2017,44.74
grc,2018,44.32
grc,2019,44.42
grc,2020,43.51
grd,1960,22.75
grd,1970,22.82
grd,1988,56.89
grd,1998,54.8
grd,2013,62.1
grd,2014,68.3
grd,2015,65.4
grl,1960,19.48
grl,1970,47.19
grl,1976,47.47
grl,2010,70.88
grl,2011,71.5
grl,2012,71.58
grl,2013,71.76
grl,2014,71.51
grl,2015,71.49
gtm,1964,12.99
gtm,1973,14.25
gtm,1978,13.75
gtm,1979,14.15
gtm,1980,14.32
gtm,1981,13.8
gtm,1985,14.07
gtm,1987,27.5
gtm,1989,28.42
gtm,1994,18.36
gtm,1999,23.24
gtm,2000,45.6
gtm,2002,47.2
gtm,2003,48.31
gtm,2004,42.45
gtm,2006,47.42
gtm,2010,41.99
gtm,2011,40.27
gtm,2012,45.55
gtm,2013,40.32
gtm,2014,40.57
gtm,2015,38.86
gtm,2016,40.08
gtm,2017,39.2
gtm,2018,39.1
gtm,2019,37.84
gum,1960,24.9
gum,1970,33.87
gum,1980,49.19
gum,1983,42.69
gum,1986,48.25
gum,1988,49.18
gum,1990,59.5
gum,2000,60.4
gum,2001,58.4
gum,2002,54.8
gum,2004,52.8
gum,2005,55.1
gum,2006,55.6
gum,2007,48.8
gum,2009,53.7
gum,2010,56.4
gum,2011,56.5
guy,1960,14.19
guy,1980,27.94
guy,1987,35.4
guy,1993,39.29
guy,2002,34.12
guy,2018,42.43
guy,2019,39.29
hkg,1961,36.83
hkg,1966,41.02
hkg,1971,42.83
hkg,1975,46.95
hkg,1976,45.41
hkg,1979,44.11
hkg,1980,45.71
hkg,1981,48.61
hkg,1982,47.1
hkg,1983,48.34
hkg,1984,49.75
hkg,1985,48.47
hkg,1986,48.86
hkg,1987,48.6
hkg,1988,48.22
hkg,1989,47.1
hkg,1990,46.57
hkg,1991,47.8
hkg,1992,46.24
hkg,1993,46.49
hkg,1994,47.14
hkg,1995,47.57
hkg,1996,47.8
hkg,1997,47.96
hkg,1998,48.54
hkg,1999,49.2
hkg,2000,49.09
hkg,2001,50.67
hkg,2002,51.95
hkg,2003,51.62
hkg,2004,51.83
hkg,2005,51.93
hkg,2006,52.64
hkg,2007,53.07
hkg,2008,53.15
hkg,2009,53.24
hkg,2010,51.91
hkg,2011,52.95
hkg,2012,53.54
hkg,2013,54.49
hkg,2014,54.55
hkg,2015,54.74
hkg,2016,54.8
hkg,2017,55.07
hkg,2018,55.12
hkg,2019,54.96
hkg,2020,54.16
hnd,1961,7.75
hnd,1974,16.17
hnd,1991,33.22
hnd,1992,35.68
hnd,1995,34.67
hnd,1998,42.28
hnd,1999,45.8
hnd,2000,44.24
hnd,2001,42.55
hnd,2002,37.7
hnd,2004,38.61
hnd,2005,42.24
hnd,2006,39.44
hnd,2007,38.76
hnd,2008,40.27
hnd,2009,41.72
hnd,2010,43.35
hnd,2011,40.46
hnd,2012,39.06
hnd,2013,44.27
hnd,2014,46.97
hnd,2015,47.52
hnd,2016,46.91
hnd,2017,46.77
hnd,2018,50.74
hnd,2019,45.46
hnd,2020,47.87
hrv,1991,46.12
hrv,1998,35.1
hrv,2000,43.99
hrv,2001,42.46
hrv,2002,43.98
hrv,2003,42.81
hrv,2004,43.64
hrv,2005,42.62
hrv,2006,42.8
hrv,2007,45.14
hrv,2008,45.73
hrv,2009,46.7
hrv,2010,46.14
hrv,2011,44.61
hrv,2012,44.54
hrv,2013,44.59
hrv,2014,46.43
hrv,2015,46.88
hrv,2016,45.43
hrv,2017,45.57
hrv,2018,45.51
hrv,2019,45.18
hrv,2020,44.68
hti,1971,70.35
hti,1980,57.67
hti,1982,50.56
hti,1985,57.12
hti,1990,56.8
hti,1995,57.18
hti,2000,56.92
hti,2003,45.5
hti,2005,58.47
hti,2007,40.8
hti,2010,60.64
hti,2012,48.4
hun,1960,42.92
hun,1970,48
hun,1978,40.78
hun,1979,41.1
hun,1980,50.17
hun,1981,75.4
hun,1982,76.1
hun,1983,76.6
hun,1984,77
hun,1985,77.4
hun,1986,78.2
hun,1987,78.5
hun,1988,77.1
hun,1989,77.2
hun,1990,46.26
hun,1991,39.49
hun,1992,51.05
hun,1993,48.51
hun,1994,46.26
hun,1995,43.81
hun,1996,39.99
hun,1997,39.12
hun,1998,40.53
hun,1999,41.46
hun,2000,41.67
hun,2001,41.13
hun,2002,41.39
hun,2003,42.37
hun,2004,42.25
hun,2005,43.08
hun,2006,43.4
hun,2007,42.98
hun,2008,42.73
hun,2009,42.83
hun,2010,43.77
hun,2011,43.96
hun,2012,44.97
hun,2013,45.13
hun,2014,46.46
hun,2015,47.36
hun,2016,48.03
hun,2017,48.37
hun,2018,48.69
hun,2019,48.75
hun,2020,48.5
idn,1961,31.15
idn,1971,36.98
idn,1976,55.91
idn,1977,42.34
idn,1978,47.56
idn,1980,37.07
idn,1982,45.93
idn,1986,53.11
idn,1988,54.24
idn,1990,50.54
idn,1991,49.6
idn,1992,50.44
idn,1993,49.53
idn,1994,50.81
idn,1996,50.73
idn,1997,49.93
idn,1998,51.15
idn,1999,51.16
idn,2000,51.69
idn,2001,50
idn,2002,48.01
idn,2003,47.8
idn,2004,47.2
idn,2005,45.91
idn,2006,45.92
idn,2007,49.76
idn,2008,50.39
idn,2009,50.31
idn,2010,50.97
idn,2011,50.96
idn,2012,51.47
idn,2013,50.7
idn,2014,50.63
idn,2015,50.76
idn,2016,50.94
idn,2017,51.93
idn,2018,53.11
idn,2019,53.92
idn,2020,53.18
ind,1961,42.9
ind,1971,18.66
ind,1981,32.87
ind,1991,33.71
ind,1994,30.85
ind,2000,30.69
ind,2001,37.71
ind,2005,32.22
ind,2010,26.17
ind,2012,23.35
ind,2018,20.83
ind,2019,21.51
ind,2020,26.2
irl,1961,29.71
irl,1966,29.41
irl,1971,28.17
irl,1975,29.77
irl,1977,28.19
irl,1981,29.74
irl,1983,34.22
irl,1984,33.52
irl,1985,33.3
irl,1986,33.84
irl,1987,34.9
irl,1988,34.37
irl,1989,34.58
irl,1990,35.38
irl,1991,36.05
irl,1992,36.83
irl,1993,38.57
irl,1994,39.52
irl,1995,39.93
irl,1996,41.56
irl,1997,42.67
irl,1998,43.93
irl,1999,45.92
irl,2000,47.16
irl,2001,47.57
irl,2002,48.79
irl,2003,49.14
irl,2004,49.43
irl,2005,51.82
irl,2006,53.03
irl,2007,56.98
irl,2008,56.83
irl,2009,56.11
irl,2010,55.25
irl,2011,54.96
irl,2012,54.77
irl,2013,55.27
irl,2014,54.93
irl,2015,54.85
irl,2016,55.59
irl,2017,55.65
irl,2018,56.04
irl,2019,56.25
irl,2020,55.1
irn,1966,12.15
irn,1972,7.86
irn,1976,13.42
irn,1986,8.95
irn,1991,9.92
irn,1996,10.64
irn,2005,18.79
irn,2006,18.14
irn,2007,17.09
irn,2008,14.84
irn,2009,15.8
irn,2010,15.26
irn,2011,13.75
irn,2012,14.87
irn,2013,13.41
irn,2014,13.05
irn,2015,14.41
irn,2016,16.26
irn,2017,17.4
irn,2018,17.53
irn,2019,16.98
irn,2020,13.88
irq,1977,15.77
irq,1987,10.47
irq,1997,8.75
irq,2007,12.22
irq,2012,11.9
irq,2014,13.61
irq,2016,14.55
irq,2017,11.18
isl,1960,32.63
isl,1974,26.8
isl,1975,38.26
isl,1976,38.16
isl,1977,38.08
isl,1979,59.2
isl,1980,46.89
isl,1981,59.17
isl,1982,60.12
isl,1983,60.15
isl,1985,41.74
isl,1991,72.9
isl,1992,74.24
isl,1993,74.48
isl,1994,74.92
isl,1995,77.41
isl,1996,75.75
isl,1997,74.4
isl,1998,75.96
isl,1999,78.27
isl,2000,79.77
isl,2001,78.47
isl,2002,78.26
isl,2003,78.73
isl,2004,76.81
isl,2005,77.08
isl,2006,77.75
isl,2007,77.75
isl,2008,77.01
isl,2009,76.4
isl,2010,76.78
isl,2011,76.4
isl,2012,77.08
isl,2013,77.64
isl,2014,78.66
isl,2015,79.67
isl,2016,79.75
isl,2017,78.9
isl,2018,77.92
isl,2019,77.37
isl,2020,75
isr,1972,32.03
isr,1974,30.76
isr,1976,31.96
isr,1978,34.71
isr,1979,34.9
isr,1980,35.71
isr,1981,36.13
isr,1982,36.15
isr,1983,40.11
isr,1986,38.49
isr,1987,38.9
isr,1988,40.01
isr,1989,41.35
isr,1990,46.25
isr,1991,46.66
isr,1992,47.94
isr,1993,49.06
isr,1994,50.69
isr,1995,51.64
isr,1996,51.43
isr,1997,51.38
isr,1998,51.33
isr,1999,52.48
isr,2000,53.49
isr,2001,53.74
isr,2002,53.3
isr,2003,54.18
isr,2004,54.67
isr,2005,55.28
isr,2006,55.66
isr,2007,56.16
isr,2008,56.2
isr,2009,57.13
isr,2010,57.47
isr,2011,57.13
isr,2012,58.12
isr,2013,58.23
isr,2014,59.19
isr,2015,59.12
isr,2016,59.38
isr,2017,59.26
isr,2018,59.79
isr,2019,59.57
isr,2020,58.21
ita,1961,24.62
ita,1971,25.45
ita,1977,31.03
ita,1978,30.95
ita,1979,31.74
ita,1980,32.34
ita,1981,33.24
ita,1982,32.66
ita,1983,32.87
ita,1984,32.86
ita,1985,33.09
ita,1986,34.15
ita,1987,34.16
ita,1988,34.72
ita,1989,35.11
ita,1990,34.99
ita,1991,36.01
ita,1992,34.04
ita,1993,33.59
ita,1994,33.53
ita,1995,33.56
ita,1996,33.99
ita,1997,34.2
ita,1998,34.68
ita,1999,35.41
ita,2000,35.68
ita,2001,36.22
ita,2002,36.77
ita,2003,37.34
ita,2004,38.45
ita,2005,38.07
ita,2006,38.19
ita,2007,37.94
ita,2008,38.67
ita,2009,38.23
ita,2010,38.17
ita,2011,38.4
ita,2012,39.71
ita,2013,39.68
ita,2014,40.12
ita,2015,39.77
ita,2016,40.45
ita,2017,40.94
ita,2018,41.1
ita,2019,41.26
ita,2020,39.84
jam,1960,49.75
jam,1970,36.5
jam,1974,58.59
jam,1975,62.04
jam,1976,61.26
jam,1978,64.27
jam,1980,40.43
jam,1981,65.2
jam,1982,66.49
jam,1985,40.54
jam,1988,47.01
jam,1990,62.4
jam,1991,39.17
jam,1994,62.39
jam,1995,61.8
jam,1996,60.6
jam,1997,59
jam,1998,57.61
jam,1999,56.5
jam,2001,53.6
jam,2002,55.3
jam,2003,53
jam,2004,55.3
jam,2007,57
jam,2008,55.5
jam,2009,53.63
jam,2010,52.21
jam,2011,52.29
jam,2012,52.59
jam,2013,52.9
jam,2014,53.1
jam,2015,56.25
jam,2016,56.06
jam,2017,56.87
jam,2018,56.27
jam,2019,57.55
jam,2020,55.37
jam,2021,56.99
jor,1961,4.38
jor,1975,10.23
jor,1979,6.67
jor,2000,12.3
jor,2001,11.7
jor,2002,12.3
jor,2003,11.2
jor,2005,11.7
jor,2006,11.9
jor,2007,14.7
jor,2008,14.2
jor,2009,14.9
jor,2010,14.7
jor,2011,14.7
jor,2012,14.1
jor,2013,13.2
jor,2014,12.6
jor,2017,16.89
jor,2018,14.59
jor,2019,13.38
jor,2020,14.68
jpn,1960,54.5
jpn,1961,54.3
jpn,1962,53.4
jpn,1963,52
jpn,1964,51.1
jpn,1965,50.6
jpn,1966,50.9
jpn,1967,51.2
jpn,1968,50.7
jpn,1969,50.1
jpn,1970,49.9
jpn,1971,48.8
jpn,1972,47.7
jpn,1973,48.2
jpn,1974,46.5
jpn,1975,45.7
jpn,1976,45.8
jpn,1977,46.6
jpn,1978,47.4
jpn,1979,47.6
jpn,1980,47.6
jpn,1981,47.7
jpn,1982,48
jpn,1983,49
jpn,1984,48.9
jpn,1985,48.7
jpn,1986,48.6
jpn,1987,48.6
jpn,1988,48.9
jpn,1989,49.5
jpn,1990,50.1
jpn,1991,50.7
jpn,1992,50.7
jpn,1993,50.3
jpn,1994,50.2
jpn,1995,50
jpn,1996,50
jpn,1997,50.4
jpn,1998,50.1
jpn,1999,49.6
jpn,2000,49.28
jpn,2001,49.15
jpn,2002,48.54
jpn,2003,48.25
jpn,2004,48.25
jpn,2005,48.37
jpn,2006,48.48
jpn,2007,48.45
jpn,2008,48.42
jpn,2009,48.5
jpn,2010,48.4
jpn,2011,48.15
jpn,2012,48.09
jpn,2013,48.8
jpn,2014,49.23
jpn,2015,49.46
jpn,2016,50.26
jpn,2017,51.07
jpn,2018,52.5
jpn,2019,53.3
jpn,2020,53.2
jpn,2021,53.5
kaz,2002,64.92
kaz,2003,65.01
kaz,2004,64.75
kaz,2008,66.68
kaz,2020,63.7
ken,1986,54.5
ken,1989,70.8
ken,1999,70.44
ken,2005,59.49
ken,2006,56.62
ken,2009,71.54
ken,2016,71.46
ken,2019,62.9
kgz,1989,58.57
kgz,2002,55.29
kgz,2004,53.53
kgz,2006,54.23
kgz,2009,52.71
kgz,2010,52.4
kgz,2011,52.84
kgz,2012,51.78
kgz,2013,49.19
kgz,2014,50.36
kgz,2015,49.91
kgz,2016,48.32
kgz,2017,45.88
kgz,2018,44.14
kgz,2019,45.48
kgz,2020,45.17
khm,1962,58.17
khm,1993,90.07
khm,1996,65.1
khm,1998,73.49
khm,1999,77.47
khm,2000,76.51
khm,2001,81.88
khm,2004,75.5
khm,2007,74.72
khm,2008,72.04
khm,2009,77.38
khm,2010,81.28
khm,2011,81.84
khm,2012,61.43
khm,2013,74.45
khm,2014,74.35
khm,2015,73.42
khm,2016,75.91
khm,2017,76.41
khm,2019,62.37
kir,1978,60.87
kir,1990,67.89
kir,1995,77.53
kir,2005,20.37
kir,2010,52.28
kir,2015,33.57
kir,2019,28.69
kna,1960,25.68
kna,1970,20.93
kna,1980,48.48
kna,1991,57.11
kna,2001,64.42
kor,1960,27.92
kor,1966,31.42
kor,1970,38.36
kor,1975,46.68
kor,1977,27.23
kor,1978,28.65
kor,1979,28.89
kor,1980,42.76
kor,1981,42.3
kor,1982,43.42
kor,1983,42.82
kor,1984,40.67
kor,1985,41.92
kor,1986,43.1
kor,1987,44.96
kor,1988,45.02
kor,1989,46.56
kor,1990,46.98
kor,1991,47.12
kor,1992,47.12
kor,1993,47.08
kor,1994,47.84
kor,1995,48.39
kor,1996,48.87
kor,1997,49.76
kor,1998,47.06
kor,1999,47.62
kor,2000,49.39
kor,2001,50.01
kor,2002,50.43
kor,2003,49.51
kor,2004,50.74
kor,2005,50.82
kor,2006,51.04
kor,2007,50.95
kor,2008,50.65
kor,2009,49.83
kor,2010,50.04
kor,2011,50.23
kor,2012,50.45
kor,2013,50.77
kor,2014,51.95
kor,2015,52.44
kor,2016,52.65
kor,2017,53.16
kor,2018,53.27
kor,2019,53.85
kor,2020,53.18
kos,2002,34.5
kos,2003,29.5
kos,2004,25.2
kos,2005,29.7
kos,2006,30.6
kos,2007,28.3
kos,2008,26.1
kos,2009,28.8
kos,2012,16.11
kos,2013,18.87
kos,2014,19.03
kos,2015,16.01
kos,2016,16.28
kos,2017,17.19
kos,2018,14.9
kos,2019,17.78
kos,2020,17.84
kwt,1965,8.94
kwt,1970,9.98
kwt,1975,14.87
kwt,1980,20.22
kwt,1983,23.98
kwt,1985,31.08
kwt,1988,34.33
kwt,1995,43.51
kwt,1996,32.41
kwt,1997,33.2
kwt,2003,46.82
kwt,2005,45.81
kwt,2006,55.5
kwt,2007,56.8
kwt,2009,55.95
kwt,2010,59.47
kwt,2015,56.85
kwt,2016,49.89
lao,1995,80.26
lao,2003,94.4
lao,2005,66.3
lao,2010,76.66
lao,2017,36.54
lbn,1975,15.44
lbn,2004,20.37
lbn,2007,21.12
lbn,2009,22.35
lbn,2019,29.29
lbr,1962,42.9
lbr,1974,24.83
lbr,1984,45.69
lbr,2007,68.2
lbr,2010,54.69
lbr,2014,71.27
lbr,2016,72.16
lbr,2017,20.54
lby,1964,4.14
lby,1973,6.54
lby,2012,33.76
lca,1991,48.54
lca,1993,61.2
lca,1994,59.6
lca,1995,58.2
lca,1996,58.1
lca,1997,59.7
lca,1998,59.5
lca,1999,62
lca,2000,62
lca,2001,53.61
lca,2003,62.25
lca,2004,61.8
lca,2005,60.8
lca,2006,61.4
lca,2007,59.3
lca,2008,52.41
lca,2009,57.55
lca,2011,61.81
lca,2012,64.56
lca,2013,63.43
lca,2017,64.71
lca,2018,64.69
lca,2019,65.05
lie,1960,35.76
lie,1970,44.71
lie,1980,47.1
lie,2000,52.63
lie,2001,52.61
lie,2002,51.79
lie,2003,52.61
lie,2004,52.6
lie,2005,52.8
lie,2006,52.72
lie,2007,53.88
lie,2008,52.78
lie,2009,52.6
lie,2010,52.64
lie,2011,54.66
lie,2012,54.11
lie,2013,53.52
lie,2014,53.59
lie,2015,53.66
lie,2016,53.3
lie,2017,53.1
lka,1963,23.55
lka,1970,13.11
lka,1971,30.7
lka,1981,20.8
lka,1985,37.43
lka,1986,36.21
lka,1990,45.29
lka,1992,36.91
lka,1993,37.85
lka,1994,38.05
lka,1995,35.79
lka,1996,35.47
lka,1997,35.31
lka,1998,41.39
lka,1999,37.65
lka,2000,36.49
lka,2001,31.9
lka,2002,33.6
lka,2003,35.56
lka,2004,34.73
lka,2005,34.55
lka,2006,35.49
lka,2007,36.96
lka,2008,34.26
lka,2009,35.2
lka,2010,34.32
lka,2011,34.2
lka,2012,32.95
lka,2013,35.34
lka,2014,34.54
lka,2015,35.77
lka,2016,35.77
lka,2017,36.53
lka,2018,33.48
lka,2019,34.4
lso,1966,56.56
lso,1976,28.06
lso,1986,36.5
lso,1996,26.63
lso,1997,56.2
lso,1999,67.53
lso,2006,31.64
lso,2008,40.08
lso,2013,57.28
lso,2019,45.22
ltu,1989,60.16
ltu,1997,53.88
ltu,1998,53.44
ltu,1999,55.13
ltu,2000,54.97
ltu,2001,53.57
ltu,2002,52.61
ltu,2003,55.03
ltu,2004,51.47
ltu,2005,50.76
ltu,2006,50.2
ltu,2007,50.2
ltu,2008,50.52
ltu,2009,52.04
ltu,2010,52.53
ltu,2011,52.7
ltu,2012,53.2
ltu,2013,52.95
ltu,2014,53.88
ltu,2015,54.44
ltu,2016,55.65
ltu,2017,55.83
ltu,2018,56.53
ltu,2019,57.27
ltu,2020,57.34
lux,1960,27.2
lux,1966,26.66
lux,1970,24.78
lux,1981,33.32
lux,1983,33
lux,1984,33.13
lux,1985,34.92
lux,1986,34.76
lux,1987,35.61
lux,1988,34.34
lux,1989,34.53
lux,1990,33.61
lux,1991,35.88
lux,1992,39.06
lux,1993,37.56
lux,1994,38.36
lux,1995,35.87
lux,1996,37.03
lux,1997,38.14
lux,1998,38.51
lux,1999,40.72
lux,2000,41.37
lux,2001,42.38
lux,2002,43.51
lux,2003,43.66
lux,2004,45.41
lux,2005,46.35
lux,2006,49.39
lux,2007,50.37
lux,2008,48.06
lux,2009,49.89
lux,2010,49.78
lux,2011,50.25
lux,2012,51.89
lux,2013,52.49
lux,2014,53.44
lux,2015,54.56
lux,2016,53.51
lux,2017,54.97
lux,2018,55.8
lux,2019,55.82
lux,2020,57.01
lva,1989,64.06
lva,1996,51.47
lva,1997,52.32
lva,1998,51.65
lva,1999,49.91
lva,2000,49.02
lva,2001,50.22
lva,2002,51.39
lva,2003,50.85
lva,2004,50.75
lva,2005,50.69
lva,2006,52.23
lva,2007,53.12
lva,2008,55
lva,2009,54.53
lva,2010,53.92
lva,2011,53.07
lva,2012,54.34
lva,2013,54.04
lva,2014,53.43
lva,2015,54.12
lva,2016,54.99
lva,2017,55.18
lva,2018,55.81
lva,2019,55.68
lva,2020,56.03
mac,1960,18.53
mac,1990,40.8
mac,1991,40.4
mac,1992,46.91
mac,1993,46.73
mac,1994,47.94
mac,1995,48.96
mac,1996,56.41
mac,1997,54.79
mac,1998,54.6
mac,1999,56.1
mac,2000,56.69
mac,2001,60.54
mac,2002,56.36
mac,2003,53.16
mac,2004,54.76
mac,2005,56.83
mac,2006,58.85
mac,2007,62.7
mac,2008,64.26
mac,2009,66.44
mac,2010,66.03
mac,2011,67.44
mac,2012,66.76
mac,2013,67.55
mac,2014,68.1
mac,2015,68.07
mac,2016,67.31
mac,2017,66.3
mac,2018,67
mac,2019,66.7
mac,2020,66.8
mar,1960,8.79
mar,1971,12.57
mar,1982,16.87
mar,1990,25.1
mar,1994,19.59
mar,1995,30.51
mar,1998,22.26
mar,1999,30.31
mar,2000,29
mar,2001,25.46
mar,2002,24.88
mar,2003,27.25
mar,2004,28.37
mar,2005,27.92
mar,2006,19.43
mar,2007,28.25
mar,2008,26.56
mar,2009,19.27
mar,2010,25.88
mar,2011,25.48
mar,2012,24.74
mar,2013,25.12
mar,2014,25.24
mar,2015,24.79
mar,2016,23.72
mco,2016,39.8
mda,1989,61.64
mda,2002,54.21
mda,2003,49.1
mda,2004,47.94
mda,2005,47.51
mda,2006,42.98
mda,2007,42.15
mda,2008,41.55
mda,2009,39.68
mda,2010,38.62
mda,2011,39.28
mda,2012,38.17
mda,2013,38.57
mda,2014,40.04
mda,2015,41.17
mda,2016,41.29
mda,2017,40.4
mda,2018,42.37
mda,2019,38.18
mda,2020,36.14
mdg,1965,50.74
mdg,1975,71.66
mdg,1985,31.63
mdg,2003,79.23
mdg,2005,84.59
mdg,2010,62.4
mdg,2012,91.31
mdg,2015,83.59
mdv,1977,62.31
mdv,1985,23.8
mdv,1990,20.21
mdv,1995,28.13
mdv,2000,37.43
mdv,2009,38.19
mdv,2014,48.01
mdv,2016,42.19
mdv,2019,45.67
mex,1960,19.77
mex,1970,17.93
mex,1975,12.02
mex,1978,24.04
mex,1979,24.98
mex,1980,30.1
mex,1988,23.1
mex,1990,21.56
mex,1991,35.7
mex,1992,36.57
mex,1993,38.81
mex,1994,38.11
mex,1995,39.48
mex,1996,39.58
mex,1997,41.72
mex,1998,41.37
mex,1999,40.61
mex,2000,40.99
mex,2001,40.36
mex,2002,38.14
mex,2003,38.77
mex,2004,39.93
mex,2005,40.91
mex,2006,42.1
mex,2007,42.44
mex,2008,42.27
mex,2009,42.76
mex,2010,42.52
mex,2011,42.84
mex,2012,43.84
mex,2013,43.87
mex,2014,43.04
mex,2015,43.34
mex,2016,43.39
mex,2017,42.95
mex,2018,43.46
mex,2019,44.77
mex,2020,40.93
mhl,1980,29.84
mhl,2011,29.04
mhl,2019,27.85
mkd,1991,45.69
mkd,1994,38
mkd,1996,42.95
mkd,1997,41.2
mkd,1998,42.2
mkd,1999,40.83
mkd,2000,41.7
mkd,2001,45.5
mkd,2002,41.46
mkd,2003,43.39
mkd,2006,41.93
mkd,2007,42.99
mkd,2008,42.72
mkd,2009,42.61
mkd,2010,42.91
mkd,2011,43.51
mkd,2012,43.04
mkd,2013,44.49
mkd,2014,44
mkd,2015,43.46
mkd,2016,42.31
mkd,2017,42.72
mkd,2018,43.04
mkd,2019,44.93
mkd,2020,43.7
mli,1976,16.75
mli,2004,36.8
mli,2006,66.3
mli,2007,77.3
mli,2010,50.37
mli,2013,71.2
mli,2014,60.72
mli,2015,61.76
mli,2016,49.95
mli,2017,58.57
mli,2018,51.6
mlt,1967,13.45
mlt,1979,19.31
mlt,1980,19.54
mlt,1981,18.84
mlt,1983,17.49
mlt,1985,18.38
mlt,1986,17.43
mlt,1987,18.14
mlt,1988,18.37
mlt,1989,18.44
mlt,1990,18.67
mlt,1993,19.14
mlt,1994,23.84
mlt,1996,25.42
mlt,1997,25.64
mlt,1998,25.88
mlt,1999,21.45
mlt,2000,29.71
mlt,2001,29.55
mlt,2002,30.96
mlt,2003,30.78
mlt,2004,28.58
mlt,2005,30.28
mlt,2006,30.44
mlt,2007,32.34
mlt,2008,33.45
mlt,2009,33.99
mlt,2010,34.77
mlt,2011,36.06
mlt,2012,39.1
mlt,2013,41.2
mlt,2014,42.82
mlt,2015,43.53
mlt,2016,45.21
mlt,2017,46.82
mlt,2018,49.59
mlt,2019,51.27
mlt,2020,52.92
mmr,1983,38.88
mmr,1990,24.9
mmr,2015,51.6
mmr,2017,47.73
mmr,2018,48.47
mmr,2019,46.05
mne,2007,43.9
mne,2008,43.9
mne,2009,43.3
mne,2010,42.19
mne,2011,42.11
mne,2012,43.49
mne,2013,43.68
mne,2014,46.23
mne,2015,47.64
mne,2016,47.58
mne,2017,47.46
mne,2018,48.09
mne,2019,49.91
mne,2020,46.4
mng,1998,55.24
mng,2000,55.5
mng,2002,36.07
mng,2003,56
mng,2004,57.52
mng,2005,56.33
mng,2006,64.3
mng,2007,55.7
mng,2008,54.08
mng,2009,53.85
mng,2010,54.26
mng,2011,55.03
mng,2012,55.68
mng,2013,54
mng,2014,54.5
mng,2015,54.03
mng,2016,52.93
mng,2017,53.95
mng,2018,52.15
mng,2019,53.42
mng,2020,51.81
mnp,1985,44.44
mnp,1990,75.33
mnp,1995,74.05
mnp,2003,81.33
mnp,2010,66.56
moz,1970,31.98
moz,1980,86.5
moz,1997,86.96
moz,2015,78.14
mrt,1975,4.49
mrt,1988,25.34
mrt,2000,28.5
mrt,2012,28.03
mrt,2017,27.22
mus,1962,17.53
mus,1972,20.6
mus,1983,28.08
mus,1984,14.2
mus,1987,41.89
mus,1989,43.3
mus,1990,34.65
mus,1991,40.8
mus,1992,41.61
mus,1993,42.33
mus,1994,43.18
mus,1995,38.8
mus,2000,38.53
mus,2001,36.79
mus,2002,38.41
mus,2003,41.81
mus,2004,40.36
mus,2005,41.82
mus,2006,41.81
mus,2007,40.77
mus,2008,41.67
mus,2009,42.13
mus,2010,43.62
mus,2011,42.6
mus,2012,42.92
mus,2013,44.83
mus,2014,45.05
mus,2015,46.18
mus,2016,45.13
mus,2017,45.36
