geo,time,gc_xpn_trft_cn
gtm,1994,436720000
gtm,1995,1133980000
gtm,1996,2235800000
gtm,1997,1770930000
gtm,1998,2477180000
gtm,1999,2985670000
gtm,2000,3678800000
gtm,2001,4254230000
gtm,2002,8413640000
gtm,2003,8511610000
gtm,2004,8247160000
gtm,2005,6487750000
gtm,2006,11057000000
gtm,2007,11852800000
gtm,2008,12757100000
gtm,2009,12489947402.78
gtm,2010,13337122655.27
gtm,2011,14799718664.87
gtm,2012,16678850897.25
gtm,2013,17321452962.2
gtm,2014,19026796713.21
gtm,2015,19377964345.39
gtm,2016,22407193100.08
gtm,2017,24327173715.93
gtm,2018,24452490444.12
gtm,2019,25682053853.9
hnd,2003,5435800000
hnd,2004,4107280000
hnd,2005,5561300000
hnd,2006,5135740000
hnd,2007,8530687000
hnd,2008,7379756000
hnd,2009,5049859000
hnd,2010,4457500000
hnd,2011,6558796039.4
hnd,2012,7012219407
hnd,2013,2488871655.1
hnd,2014,7614019385.97
hnd,2015,2035993440.56
hrv,1991,70520000
hrv,1992,328000000
hrv,1993,4750900000
hrv,1994,10288220000
hrv,1995,18201731000
hrv,1996,20583069000
hrv,1997,22514237000
hrv,1998,27771463000
hrv,1999,29323142000
hrv,2000,28645733000
hrv,2001,32440175000
hrv,2002,39684224000
hrv,2003,37669817000
hrv,2004,42003806000
hrv,2005,42132084000
hrv,2006,47928895000
hrv,2007,50495865000
hrv,2008,52766955000
hrv,2009,56209639000
hrv,2010,55634612000
hrv,2011,57573957000
hrv,2012,56401056000
hrv,2013,55467718000
hrv,2014,55950318000
hrv,2015,57618976000
hrv,2016,58001374000
hrv,2017,60030601000
hrv,2018,63265551000
hrv,2019,65733189000
hun,1987,209500000000
hun,1989,256100000000
hun,1990,696500000000
hun,1991,939300000000
hun,1992,1070700000000
hun,1993,1234300000000
hun,1994,1476000000000
hun,1995,1548453000000
hun,1996,1738889000000
hun,1997,1994781000000
hun,1998,2390569000000
hun,1999,2680661560000
hun,2000,2900514000000
hun,2001,3379359000000
hun,2002,3980223000000
hun,2003,4666336000000
hun,2004,5108907000000
hun,2005,5625189000000
hun,2006,6239847000000
hun,2007,6352070000000
hun,2008,7217620000000
hun,2009,7070534000000
hun,2010,7144920000000
hun,2011,7451333499000
hun,2012,7232197000000
hun,2013,7534826000000
hun,2014,7434958035000
hun,2015,7212061363000
hun,2016,7483490685000
hun,2017,7592275992000
hun,2018,7876873000000
hun,2019,8404748262000
idn,1982,1542000000000
idn,1983,1856000000000
idn,1984,1824000000000
idn,1985,2458000000000
idn,1986,2707000000000
idn,1987,1310000000000
idn,1988,548000000000
idn,1989,1350000000000
idn,1990,10967000000000
idn,1991,10523000000000
idn,1992,11793200000000
idn,1993,13351700000000
idn,1994,14352000000000
idn,1995,18025000000000
idn,1996,24773000000000
idn,1998,62932500000000
idn,1999,96655800000000
idn,2002,157562200000000
idn,2003,183660194116282
idn,2004,244990831000000
idn,2008,624851800000000
idn,2009,520456900000000
idn,2010,606100500000000
idn,2011,778058300000000
idn,2012,902742500000000
idn,2013,961719000000000
idn,2014,1067094728889060
idn,2015,913433894944439
idn,2016,944313218958422.125
idn,2017,978596752435637
idn,2018,1070723812375800
idn,2019,1138263479196560
ind,1990,283110000000
ind,1991,335300000000
ind,1992,389530000000
ind,1993,451800000000
ind,1994,499400000000
ind,1995,569960000000
ind,1996,644800000000
ind,1997,729060000000
ind,1998,699350000000
ind,2002,1705410000000
ind,2003,1172070000000
ind,2004,1229430000000
ind,2005,1544870000000
ind,2006,2019590000000
ind,2007,2757140000000
ind,2008,3067610000000
ind,2009,3674760000000
ind,2010,4660780000000
ind,2011,4718800000000
ind,2012,6242150000000
ind,2013,7574300000000
ind,2014,6964513550000
ind,2015,8476580000000
ind,2016,10029004615000
ind,2017,11765200000000
ind,2018,13217170000000
irl,1990,7784764158.84932
irl,1991,8591047838.65183
irl,1992,5191959002.69692
irl,1993,10523589194.0211
irl,1994,11300668898.0197
irl,1995,5888039000
irl,1996,6276123000
irl,1997,7588935000
irl,1998,7969126000
irl,1999,8179944000
irl,2000,8718142000
irl,2001,10319104000
irl,2002,11948289000
irl,2003,12890864000
irl,2004,13865464000
irl,2005,18990822000
irl,2006,20903033000
irl,2007,23636543000
irl,2008,26630179000
irl,2009,29155344000
irl,2010,29144448000
irl,2011,29230557000
irl,2012,30069774000
irl,2013,29227652000
irl,2014,28935632000
irl,2015,29118161000
irl,2016,29068178000
irl,2017,29649210000
irl,2018,30486608000
irl,2019,31181151000
irn,1999,18820532102044.39844
irn,2000,23588880000000
irn,2001,36587800000000
irn,2002,54911100000000
irn,2003,75152100000000
irn,2004,96355012000000
irn,2005,117921021522909
irn,2006,150235195870430
irn,2007,212680298054721
irn,2008,261260474913135
irn,2009,276801420000000
irq,2014,23056050000000
irq,2015,15289821636449.30078
irq,2016,15841350001054.80078
irq,2017,19287234305027.69531
irq,2018,19698192865440.69531
irq,2019,24469361131770.89453
isl,1990,36339800000
isl,1991,40678700000
isl,1992,42870500000
isl,1993,42409100000
isl,1994,43184700000
isl,1995,45085300000
isl,1996,49343000000
isl,1997,49800700000
isl,1998,38390556000
isl,1999,42075100000
isl,2000,45568900000
isl,2001,62324064394
isl,2002,69640424804
isl,2003,80092204252
isl,2004,84592598291.4381
isl,2005,90610664005.2484
isl,2006,96952991053.84621
isl,2007,111553583842.51199
isl,2008,130985151960.972
isl,2009,163779261775.13
isl,2010,162837976700.52899
isl,2011,179990879639.612
isl,2012,176449893782.72699
isl,2013,178188903803.31699
isl,2014,184403979636.88199
isl,2015,187692336131.88297
isl,2016,202513515931.04001
isl,2017,228962413003.065
isl,2018,251124503652.16101
isl,2019,286668294006.026
isr,1980,8900000
isr,1981,31400000
isr,1982,50900000
isr,1983,152900000
isr,1984,856600000
isr,1985,2030200000
isr,1986,1902900000
isr,1987,2651800000
isr,1988,2793400000
isr,1989,2706100000
isr,1990,20040200000
isr,1991,18892000000
isr,1992,29780000000
isr,1993,33909000000
isr,1994,43073000000
isr,1995,55871000000
isr,1996,68280000000
isr,1997,80148000000
isr,1998,89592000000
isr,1999,98677000000
isr,2000,81446511418.0697
isr,2001,90196448307.7881
isr,2002,94697529271.75581
isr,2003,92086765147.07448
isr,2004,90316849846.77907
isr,2005,91949886637.16388
isr,2006,95775478770.36168
isr,2007,100454662802.25
isr,2008,106433976939.58701
isr,2009,114246154182.198
isr,2010,122449313093.381
isr,2011,131419570589.608
isr,2012,140975464612.987
isr,2013,150465545417.336
isr,2014,156339571034.18201
isr,2015,163719091386.46201
isr,2016,173197122205.10101
isr,2017,189703518338.12296
isr,2018,201050795274.11496
isr,2019,214220269732.621
ita,1995,164433000000
ita,1996,176281000000
ita,1997,185999000000
ita,1998,190966000000
ita,1999,198828000000
ita,2000,204504000000
ita,2001,212449000000
ita,2002,221966000000
ita,2003,232099000000
ita,2004,241559000000
ita,2005,248447000000
ita,2006,258739000000
ita,2007,272162000000
ita,2008,283983000000
ita,2009,299923000000
ita,2010,308026000000
ita,2011,314793000000
ita,2012,323822000000
ita,2013,333805000000
ita,2014,342755000000
ita,2015,347222000000
ita,2016,353252000000
ita,2017,356967000000
ita,2018,364651000000
ita,2019,377392000000
jor,1990,106250000
jor,1991,113120000
jor,1992,116220000
jor,1993,118810000
jor,1994,142250000
jor,1995,149810000
jor,1996,189080000
jor,1997,145120000
jor,1998,172330000
jor,1999,182070000
jor,2000,134360000
jor,2001,164800000
jor,2002,211710000
jor,2003,245220000
jor,2004,464690000
jor,2005,1218700000
jor,2006,1077240000
jor,2007,1082300000
jor,2008,1703100000
jor,2009,1517600000
jor,2010,1483400000
jor,2011,2246300000
jor,2012,2487400000
jor,2013,2068900000
jor,2014,2226200000
jor,2015,2102000000
jor,2016,2072000000
jor,2017,2134700000
jor,2018,2314200000
jor,2019,2169900000
kaz,1997,182945000000
kaz,1998,144307000000
kaz,1999,141254000000
kaz,2000,197234398000
kaz,2001,205204423000
kaz,2002,243532850000
kaz,2003,329496982000
kaz,2004,449136582000
kaz,2010,2391460106770.18945
kaz,2011,2781679982079.27002
kaz,2012,3079069973289.41016
kaz,2013,3573717130716.33984
kaz,2014,4121009228575.3999
kaz,2015,4073048430523.27051
kaz,2016,4546422662677.66016
kaz,2017,4939498853067.37988
kaz,2018,6114190559582.62988
kaz,2019,7494200864346.32031
ken,2014,368327600899.65002
ken,2015,436508159401.44
ken,2016,547815088421.47998
ken,2017,788455366317.04993
ken,2018,523315600000
ken,2019,571088020814.94995
kgz,2014,43469061000
kgz,2015,47278200000
kgz,2016,51668200000
kgz,2017,57625700000
kgz,2018,61118400000
kgz,2019,64772040000
khm,2002,243003305738
khm,2003,330881896829
khm,2004,319019726581
khm,2005,364482805883
khm,2006,490811234314
khm,2007,522664000000
khm,2008,884806244767
khm,2009,861711003141
khm,2010,1210229881573
khm,2011,1426296606008
khm,2012,1678493100000
khm,2013,1718885100000
khm,2014,1968519064646
khm,2015,2003652923774
khm,2016,2181781589466
khm,2017,2805723664417
khm,2018,2848834300000
khm,2019,4480056388125
kir,2011,15989230.93
kir,2012,18705401.92
kir,2013,19918069.21
kir,2014,19928204.96
kir,2015,18722203.62
kir,2016,36338323.72
kir,2017,48063890.28
kir,2018,36106437.02
kir,2019,41698981.45
kna,1990,14390000
kna,1991,16730000
kna,1992,17290000
kna,1993,14320000
kna,1994,20920000
kna,2000,28400000
kna,2001,34800000
kna,2002,48121000
kna,2003,47610000
kna,2004,49092000
kna,2005,59650588
kna,2006,64161537
kna,2007,69864163
kna,2008,58627211.2
kna,2009,59094337.06
kna,2010,57520000
kna,2011,71080000
kna,2012,78340000
kna,2013,83950000
kna,2014,126530000
kna,2015,166680000
kna,2016,241670000
kna,2017,170930000
kor,1987,379000000000
kor,1988,744000000000
kor,1989,1227000000000
kor,1990,14956000000000
kor,1991,18222000000000
kor,1992,21367000000000
kor,1993,24456000000000
kor,1994,29820000000000
kor,1995,35848000000000
kor,1996,41128000000000
kor,1997,45200000000000
kor,1998,43654738000000
kor,1999,48234056000000
kor,2000,53575343000000
kor,2001,64459415000000
kor,2002,67004623000000
kor,2003,78752719000000
kor,2004,78246841000000
kor,2005,88333000000000
kor,2006,98284800000000
kor,2007,120684016000000
kor,2008,127210164000000
kor,2009,132471262000000
kor,2010,135399621000000
kor,2011,147577560000000
kor,2012,209494900000000
kor,2013,225367200000000
kor,2014,230069571543688
kor,2015,240872000111302
kor,2016,254560475932202
kor,2017,278480841886523
kor,2018,315033073354389
kor,2019,365853638055256
kwt,1983,0
kwt,1984,0
kwt,1985,0
kwt,1986,0
kwt,1987,468000000
kwt,1989,78000000
kwt,1990,589000000
kwt,1991,5964000000
kwt,1992,3035000000
kwt,1993,1317000000
kwt,1994,967000000
kwt,1995,919000000
kwt,1996,1077000000
kwt,1997,775000000
kwt,1998,906000000
kwt,2001,1389000000
kwt,2002,1292000000
kwt,2003,1431000000
kwt,2004,2003000000
kwt,2005,1757000000
kwt,2006,4039000000
lbn,1997,1140000000000
lbn,1998,957000000000
lbn,1999,1090980000000
lbn,2000,1628200000000
lbn,2001,1480800000000
lbn,2002,1573700000000
lbn,2003,1908880000000
lbn,2004,2195900000000
lbn,2005,2855238127000
lbn,2006,3396889654000
lbn,2007,3531190000000
lbn,2008,4975593279000
lbn,2009,5561481310720
lbn,2010,5064724000000
lbn,2011,5556178000000
lbn,2012,7494406000000
lbn,2013,7817613000000
lbn,2014,7107196687973.56934
lbn,2015,6406253551041.2998
lbn,2016,7086591089561.91992
lbn,2017,6688846398961.87988
lbn,2018,9146806406894.21094
lbn,2019,8720219395589.50879
lca,2000,63473000
lca,2001,71025000
lca,2002,85916000
lca,2003,105238000
lca,2004,105919804
lca,2005,96472231
lca,2006,46332948
lca,2007,45469343
lca,2008,127655016
lca,2009,127943568
lca,2010,145001253
lca,2011,157816646
lca,2012,183733566
lca,2013,172086497
lca,2014,187722084
lca,2015,194940000
lca,2016,201170000
lca,2017,228510000
lka,1990,21888000000
lka,1991,27085000000
lka,1992,25079000000
lka,1993,27934000000
lka,1994,35319000000
lka,1995,41561000000
lka,1996,47303000000
lka,1997,47264000000
lka,1998,48813000000
lka,1999,49289000000
lka,2000,60579000000
lka,2001,71771000000
lka,2002,80351000000
lka,2003,75182000000
lka,2004,110352000000
lka,2005,139675000000
lka,2006,163765000000
lka,2007,167951000000
lka,2008,192145000000
lka,2009,213953000000
lka,2010,220318700000
lka,2011,244679400000
lka,2012,261416000000
lka,2013,450317000000
lka,2014,490419879487.45502
lka,2015,694335526272.37
lka,2016,649471638675.51001
lka,2017,713546460874.83496
lka,2018,688319619321.73999
lka,2019,739516690326.56995
lso,1987,22100000
lso,1988,21800000
lso,1989,32500000
lso,1991,45265597
lso,1992,47688151
lso,1993,105111186
lso,1994,201506769
lso,1995,133592957
lso,1996,179417358
lso,1997,213998505
lso,1998,390271407
lso,1999,347415690
lso,2000,281966727.51587
lso,2001,315183142.80276
lso,2002,363078065.39072
lso,2003,467300000
lso,2004,572000000
lso,2005,817000000
lso,2006,972055469.19026
lso,2007,1188984703.63656
lso,2008,1395066830.58868
lso,2009,2070065024.30116
lso,2010,1667810215.63785
lso,2011,2009377813.33115
lso,2012,2069631009.53768
lso,2013,2230445713.60985
lso,2014,2434597414.32236
lso,2015,2710564337.42731
lso,2016,3088348161.85811
lso,2017,3081791083.36487
lso,2018,3096463655.83
lso,2019,3164183055.05
ltu,1993,407495366.0797
ltu,1994,647387627.43281
ltu,1995,741119000
ltu,1996,998174000
ltu,1997,1249658000
ltu,1998,1602434000
ltu,1999,1716802000
ltu,2000,1648103000
ltu,2001,1693425000
ltu,2002,1696580000
ltu,2003,1824834000
ltu,2004,1975087000
ltu,2005,2294001000
ltu,2006,2574829000
ltu,2007,3401241000
ltu,2008,4378384000
ltu,2009,4839918000
ltu,2010,7348866000
ltu,2011,7210782000
ltu,2012,7306772000
ltu,2013,7144637000
ltu,2014,7290729000
ltu,2015,7604864000
ltu,2016,8021473000
ltu,2017,8433674000
ltu,2018,9668415000
ltu,2019,10710358000
lux,1972,16484919.39742
lux,1973,17600440.2589
lux,1974,17798755.07872
lux,1975,17773965.72624
lux,1976,19831481.98186
lux,1977,23054097.80391
lux,1978,26698132.61808
lux,1979,28879595.63608
lux,1980,30218220.66986
lux,1981,33465625.84439
lux,1982,18195384.71836
lux,1983,20971792.19582
lux,1984,27813653.47956
lux,1985,33589572.60677
lux,1986,34680304.11578
lux,1987,39861278.78354
lux,1988,31804739.22841
lux,1989,27342655.78249
lux,1990,2232529084.1078
lux,1991,2525911070.67692
lux,1992,2832580150.1739
lux,1993,3231961407.93606
lux,1994,3565725249.69075
lux,1995,2776685000
lux,1996,2938965000
lux,1997,3118769000
lux,1998,3235485000
lux,1999,3524039000
lux,2000,3759075000
lux,2001,4113958000
lux,2002,4538739000
lux,2003,5040782000
lux,2004,5345175000
lux,2005,5789751000
lux,2006,6063632000
lux,2007,6359725000
lux,2008,6932032000
lux,2009,7682993000
lux,2010,8030420000
lux,2011,8309588000
lux,2012,8927353000
lux,2013,9580719000
lux,2014,10001385000
lux,2015,10191245000
lux,2016,10315000000
lux,2017,10937095000
lux,2018,11564625000
lux,2019,12197343000
lva,1994,476647827.84389
lva,1995,795967296.7143
lva,1996,960476889.71605
lva,1997,1199616109.18549
lva,1998,1382587463.9302
lva,1999,1605062008.75351
lva,2000,1497899841.20751
lva,2001,1477073266.51527
lva,2002,1655316418.23325
lva,2003,1778675135.59968
lva,2004,2080514624.27647
lva,2005,2427214415.39889
lva,2006,3024587224.88774
lva,2007,3854996556.65022
lva,2008,4917167517.54401
lva,2009,5437298307.92084
lva,2010,5182261341.7112
lva,2011,4883804019.32829
lva,2012,5063744657.11635
lva,2013,5409230738.5843
lva,2014,5577203601.57313
lva,2015,5675525466.55967
lva,2016,5851523326.56046
lva,2017,6352953312.73015
lva,2018,6917308381.85326
lva,2019,7791858042.9252
mac,1996,1498300000
mac,1997,1681300000
mac,1998,1771710000
mac,1999,1138159159.26
mac,2000,787802849.13
mac,2001,868054460.92
mac,2002,1293936907.17
mac,2003,1382332910.77
mac,2004,1490379607.15
mac,2005,1203000000
mac,2006,1549000000
mac,2007,1413210543.58
mac,2008,4137533138.32
mac,2009,6586939819.48
mac,2010,7210839399.81
mac,2011,12787270929.98
mac,2012,12963809773.7
mac,2013,14460016587.2
mac,2014,16371366405.13
mac,2015,17007140937.89
mac,2016,18649047544.07
mac,2017,19844087413.78
mac,2018,20112002043.97
mac,2019,22010994792.26
mar,1991,0
mar,1992,0
mar,1995,9673000000
mar,1997,12527000000
mar,1998,13693000000
mar,1999,15762000000
mar,2002,25429172780
mar,2003,21953415081.53
mar,2004,32332185000
mar,2005,37747154964.8485
mar,2006,31902607835.1515
mar,2007,40293476400.7812
mar,2008,55296701924.72729
mar,2009,42803342604.3333
mar,2010,54594453543.5714
mar,2011,77543722615.14291
mar,2012,90387000000
mar,2013,79365000000
mar,2014,74031000000
mar,2015,61239000000
mar,2016,58035213000
mar,2017,65999175257.732
mar,2018,72994500000
mar,2019,80064770000
mda,1996,828100000
mda,1997,2430300000
mda,1998,2056900000
mda,1999,2015400000
mda,2000,2547600000
mda,2001,2370200000
mda,2002,2709500000
mda,2003,3201100000
mda,2004,4259900000
mda,2005,5879800000
mda,2006,8062800000
mda,2007,9772000000
mda,2008,11789400000
mda,2009,12970700000
mda,2010,14740200000
mda,2011,15263900000
mda,2012,15774100000
mda,2013,17055700000
mda,2014,21311400000
mda,2015,22885000000
mda,2016,26578200000
mda,2017,30046100000
mda,2018,33853500000
mda,2019,37829200000
mdg,2003,94187000000
mdg,2004,110337200000
mdg,2005,0
mdg,2006,190600000000
mdg,2007,216787000000
mdg,2008,483321000000
mdg,2009,61190000000
mdg,2010,474139000000
mdg,2011,642409000000
mdg,2012,728695000000
mdg,2013,939850900000
mdg,2014,1077482100000
mdg,2015,1093389103025
mdg,2016,1131823168326.86011
mdg,2017,1748468629686.56006
mdg,2018,1375721780620.48999
mdg,2019,1918104535650
mdv,1987,3600000
mdv,1990,5300000
mdv,1991,4800000
mdv,1992,9600000
mdv,1993,6000000
mdv,1994,8000000
mdv,1995,13700000
mdv,1996,29200000
mdv,1997,25800000
mdv,1998,27900000
mdv,1999,25000000
mdv,2000,28300000
mdv,2001,30100000
mdv,2002,33100000
mdv,2003,35800000
mdv,2004,48700000
mdv,2005,227500000
mdv,2006,149800000
mdv,2007,168300000
mdv,2008,479200000
mdv,2009,421600000
mex,2008,1511421495520
mex,2009,1614111915388.1001
mex,2010,1757620958617.71997
mex,2011,1946869047536.47998
mex,2012,2014174765579.73999
mex,2013,2189138392643.87988
mex,2014,2417544588013.56006
mex,2015,2586323228274.10938
mex,2016,2711514919700.9502
mex,2017,2846936698666.50977
mex,2018,3077871264474.41992
mex,2019,3249305085683.64941
mhl,2008,12149618
mhl,2009,16110155
mhl,2010,13695696
mhl,2011,16056083
mhl,2012,17859208
mhl,2013,15306605
mhl,2014,13804045
mhl,2015,20459426
mhl,2016,27734527
mhl,2017,31161292
mhl,2018,25789000
mhl,2019,26962000
mkd,2005,34994776042
mkd,2006,42571197123
mkd,2007,45818298700.5
mkd,2008,76659000000
mkd,2009,83096000000
mkd,2010,85679000000
mkd,2011,89566000000
mkd,2012,94305000000
mkd,2013,97396614450
mkd,2014,104483119890
mkd,2015,109856284287
mkd,2016,114730342024
mkd,2017,122387939734
mkd,2018,133553638147
mkd,2019,148255622588
mli,2000,900000000
mli,2001,24700000000
mli,2002,38000000000
mli,2003,23000000000
mli,2006,90474780000
mli,2007,89300000000
mli,2008,75311000000
mli,2009,92903000169
mli,2010,109708000000
mli,2011,145869000000
mli,2012,138150164000
mli,2013,197581336000
mli,2014,133409608000
mli,2015,220437364000
mli,2016,240000000000
mli,2017,242000000000
mli,2018,256426000000
mli,2019,304035969000
mlt,1990,0
mlt,1991,0
mlt,1992,0
mlt,1993,0
mlt,1994,0
mlt,1995,920265548.56744
mlt,1996,1070442580.94573
mlt,1997,1148360121.12742
mlt,1998,1212585604.4724
mlt,1999,1259613324.01584
mlt,2000,1254926624.73795
mlt,2001,1339161425.57652
mlt,2002,1458367109.24761
mlt,2003,1531716748.19474
mlt,2004,1558311204.28605
mlt,2005,1694463079.43163
mlt,2006,1768574423.48008
mlt,2007,1899228977.40508
mlt,2008,870792000
mlt,2009,857272000
mlt,2010,895274000
mlt,2011,929926000
mlt,2012,1001755000
mlt,2013,1044440000
mlt,2014,1115276000
mlt,2015,1152920000
mlt,2016,1218155000
mlt,2017,1273640000
mlt,2018,1360052000
mlt,2019,1432971000
mmr,2012,821692312000
mmr,2013,936785015000
mmr,2014,2111051295000
mmr,2015,2561011662000
mmr,2016,2631425584000
mmr,2017,3632697089000
mmr,2018,1338518794000
mmr,2019,3228485538000
mng,1992,5692000000
mng,1993,21165000000
mng,1994,30252000000
mng,1995,42446000000
mng,1996,55479000000
mng,1997,77889000000
mng,1998,94671000000
mng,1999,109049000000
mng,2000,153090000000
mng,2001,162275000000
mng,2002,174744799830.57001
mng,2003,137795654632
mng,2006,441299540026.60999
mng,2007,418909913310.90997
mng,2008,666874622332.53003
mng,2009,776969888991.65601
mng,2010,938227855890
mng,2011,1575225164014.84009
mng,2012,2200598518259.81006
mng,2013,2764811038345
mng,2014,2797805704115.14014
mng,2015,2974563118806.31982
mng,2016,3587909443671.47998
mng,2017,3400618297400
mng,2018,4021727348818.83057
moz,2010,14239299260
moz,2011,15673503330
moz,2012,18780738620
moz,2016,23088000000
moz,2017,21963530670
moz,2018,24460751350
moz,2019,25141900000
mus,1986,49500000
mus,1987,231900000
mus,1988,435200000
mus,1989,315500000
mus,1990,1921500000
mus,1991,2305000000
mus,1992,2786400000
mus,1993,3123900000
mus,1994,3301200000
mus,1995,3689200000
mus,1996,4547400000
mus,1997,5708500000
mus,1998,6240000000
mus,1999,7447000000
mus,2000,8055000000
mus,2001,8705000000
mus,2002,10037800000
mus,2003,10564900000
mus,2004,11895300000
mus,2005,13024300000
mus,2006,15074100000
mus,2007,15609000000
mus,2008,17192800000
mus,2009,18367200000
mus,2010,21307300000
mus,2011,22338000000
mus,2012,24103100000
mus,2013,26875982000
mus,2014,29731700000
mus,2015,16799200000
mus,2016,36482150000
mus,2017,34070843421
mus,2018,38353925404
mus,2019,39192159670.3
mwi,2009,83055506570
mwi,2010,61387146847
mwi,2011,74875295053
mwi,2012,75438780985
mwi,2013,118213814160.85201
mwi,2014,163510483297.271
mwi,2015,158816639157.79999
mwi,2016,198455276540.46301
mwi,2017,171586670381.664
mwi,2018,201737924656.10501
mwi,2019,285147032251.90503
mwi,2020,336658411802.97998
mys,1996,17308000000
mys,1997,20815000000
mys,1998,19987000000
mys,1999,20328000000
mys,2000,28503000000
mys,2001,30800006000
mys,2002,24759000000
mys,2003,24872000000
mys,2004,33120000000
mys,2005,40623000000
mys,2006,43413851132.82
mys,2007,50234002607.63
mys,2008,70810006314.88
mys,2009,70428564877.75
mys,2010,62483517000
mys,2011,81977987000
mys,2012,90785417000
mys,2013,92987106000
mys,2014,92508239000
mys,2015,83460446000
mys,2016,78926094388.72998
mys,2017,76501249022.10001
mys,2018,83597260000
mys,2019,115844206942.12
nam,1990,181400000
nam,2000,1502917696
nam,2001,1736657502
nam,2002,1937780142.74
nam,2003,2376962345.97
nam,2004,2461583000
nam,2005,2355445000
nam,2006,2979614000
nam,2007,3361629457.87413
nam,2008,5215574255.34337
nam,2009,5804626039.09383
nam,2010,7604103222.0165
nam,2011,11342361876.3617
nam,2012,12249555697.4536
nam,2013,14899736321.96
nam,2014,17532384111.02
nam,2015,19585862305.17
nam,2016,16761034889.62
nam,2017,19537552277.49
nam,2018,18043345672.97
nam,2019,941375218.49
nic,1990,12880000
nic,1991,221910000
nic,1992,327300000
nic,1993,530180000
nic,1994,604940000
nic,1995,992460000
nic,1996,1187020000
nic,1997,1246580000
nic,1998,1724370000
nic,1999,2101670000
nic,2000,2880350000
nic,2001,4055000000
nic,2002,2659496400
nic,2003,3273378000
nic,2004,4429411200
nic,2005,5389000000
nic,2006,6326153800
nic,2007,7603905500
nic,2008,8931330463.42
nic,2009,9421918357.954
nic,2010,10272229704.34
nic,2011,11161644417.2
nic,2012,12699551471
nic,2013,13811648619
nic,2014,15391462629.02
nic,2015,19034472337.86
nic,2016,19828046409.18
nic,2017,21821148081.83
nic,2018,22156039000
nic,2019,20021869000
nld,1988,2672765472.77092
nld,1989,2931420195.9423
nld,1990,87879076648.01628
nld,1991,96319388667.29301
nld,1992,101428953900.468
nld,1993,103802224430.619
nld,1994,106189108367.25301
nld,1995,118337000000
nld,1996,102511000000
nld,1997,108364000000
nld,1998,110198000000
nld,1999,115136000000
nld,2000,121459000000
nld,2001,129980000000
nld,2002,139098000000
nld,2003,148129000000
nld,2004,149924000000
nld,2005,152820000000
nld,2006,168642000000
nld,2007,176659000000
nld,2008,186848000000
nld,2009,199394000000
nld,2010,207082000000
nld,2011,208929000000
nld,2012,211103000000
nld,2013,210921000000
nld,2014,213378000000
nld,2015,215300000000
nld,2016,216851000000
nld,2017,219812000000
nld,2018,228893000000
nld,2019,238893000000
nor,1980,16907000000
nor,1981,17108000000
nor,1982,18629000000
nor,1983,19517000000
nor,1984,20383000000
nor,1985,22868000000
nor,1986,25010000000
nor,1987,30118000000
nor,1988,34197000000
nor,1989,30082000000
nor,1990,207516000000
nor,1991,224177000000
nor,1992,236368000000
nor,1993,242334000000
nor,1994,248907000000
nor,1995,255079000000
nor,1996,263173000000
nor,1997,274321000000
nor,1998,294239000000
nor,1999,313374000000
nor,2000,337000000000
nor,2001,357980000000
nor,2002,381186000000
nor,2003,389740000000
nor,2004,403563000000
nor,2005,420271000000
nor,2006,438658000000
nor,2007,463637000000
nor,2008,501687000000
nor,2009,556478000000
nor,2010,592240000000
nor,2011,634076000000
nor,2012,669662000000
nor,2013,704643000000
nor,2014,745451000000
nor,2015,790348000000
nor,2016,820487000000
nor,2017,848469000000
nor,2018,868519000000
nor,2019,904391000000
npl,2010,104186409000
npl,2011,116337223000
npl,2012,136473240000
npl,2013,142030409000
npl,2014,173565808000
npl,2015,209467431905.07001
npl,2016,228536674332.48999
npl,2017,332338228098.09894
npl,2018,506057378684
npl,2019,678239185000
nru,2014,9054682.55705
nru,2015,2910159.77171
nru,2016,21370743.93208
nru,2017,12730619.33
nru,2018,12636691.22
nzl,2001,13538100000
nzl,2002,14819791000
nzl,2003,16610057000
nzl,2004,17133897000
nzl,2005,17727525000
nzl,2006,18424000000
nzl,2007,19993000000
nzl,2008,21583000000
nzl,2009,31289520000
nzl,2010,32899510000
nzl,2011,34748360000
nzl,2012,35641370000
nzl,2013,35983510000
nzl,2014,36375590000
nzl,2015,37440580000
nzl,2016,38976780000
nzl,2017,40479250000
nzl,2018,42446730000
nzl,2019,45507960000
pan,2014,2028444127.55
pan,2015,2822511691.59
pan,2016,2893770658.91
pan,2017,2456828903.05
pan,2018,2383338659.37
per,1978,5
per,1979,1
per,1980,10
per,1981,5
per,1982,1
per,1983,0
per,1984,0
per,1985,140
per,1986,2062
per,1987,1000
per,1988,3000
per,1989,492000
per,1990,307120000
per,1991,1529000000
per,1992,3227000000
per,1993,4024000000
per,1994,5884000000
per,1995,6914700000
per,1996,7774600000
per,1997,9253700000
per,1998,9175600000
per,1999,11349900000
per,2000,12313300000
per,2001,12622200000
per,2002,14167700000
per,2003,15239797000
per,2004,17399188000
per,2005,20316605000
per,2006,22926258061.5451
per,2007,28384219044.0522
per,2008,30652047221.9852
per,2009,30914918037.26
per,2010,34618443821.01
per,2011,40454127314.07
per,2012,45511620416.2
per,2013,49414829645.462
per,2014,53383818770.8646
per,2015,53669156971.5472
per,2016,54739645913.52
per,2017,62703915403.2795
per,2018,66519693819.277
