geo,time,fb_atm_totl_p5
khm,2009,4.36
khm,2010,5.25
khm,2011,6.03
khm,2012,7.18
khm,2013,8.48
khm,2014,10.92
khm,2015,13.34
khm,2016,14.49
khm,2017,16.72
khm,2018,19.45
khm,2019,23.28
khm,2020,26.35
kir,2011,10.48
kir,2012,10.27
kir,2013,14.35
kna,2004,78.49
kna,2005,82.62
kna,2006,81.61
kna,2007,57.98
kna,2008,62.34
kna,2009,69.06
kna,2010,68.31
kna,2011,74.81
kna,2012,76.36
kna,2013,96.78
kna,2014,91.08
kna,2015,92.47
kna,2016,89.28
kna,2017,88.44
kna,2018,94.28
kna,2019,99.7
kna,2020,104.34
kor,2004,208.16
kor,2005,212.14
kor,2006,218.24
kor,2007,234.22
kor,2008,241.8
kor,2009,247.09
kor,2010,265.38
kor,2011,281.23
kor,2012,288.45
kor,2013,288.59
kor,2014,280.81
kor,2015,275.88
kor,2016,271.56
kor,2017,272.59
kor,2018,266.97
kor,2019,264.62
kos,2005,7.97
kos,2006,9
kos,2007,11.92
kos,2008,18.32
kos,2009,25.66
kos,2010,31.17
kos,2011,34.25
kos,2012,35.68
kos,2013,36.26
kos,2014,36.45
kos,2015,39.97
kos,2016,38.33
kos,2017,36.01
kos,2018,35.32
kos,2019,33.86
kos,2020,34.95
kwt,2004,30.27
kwt,2005,35.17
kwt,2006,40.25
kwt,2007,46.78
kwt,2008,50.89
kwt,2009,51.83
kwt,2010,50.15
kwt,2011,50.72
kwt,2012,55.05
kwt,2013,53.66
kwt,2014,56.4
kwt,2015,56.51
kwt,2016,63.93
kwt,2017,65.98
kwt,2018,73.26
kwt,2019,81.07
kwt,2020,78.56
lao,2008,2.64
lao,2009,4.84
lao,2010,8.71
lao,2011,10.85
lao,2012,12.9
lao,2013,17.85
lao,2014,19.75
lao,2015,22.97
lao,2016,23.95
lao,2017,25.74
lao,2018,25.74
lao,2019,26.89
lao,2020,27.39
lbn,2004,27.9
lbn,2005,28.75
lbn,2006,29.98
lbn,2007,31.44
lbn,2008,32.98
lbn,2009,34.11
lbn,2010,34.97
lbn,2011,34.4
lbn,2012,35.06
lbn,2013,34.95
lbn,2014,35.12
lbn,2015,35.96
lbn,2016,36.58
lbn,2017,37.99
lbn,2018,39.41
lbn,2019,39.25
lbn,2020,36.64
lbr,2008,1.17
lbr,2009,1.55
lbr,2010,1.49
lbr,2011,1.44
lbr,2012,1.35
lbr,2013,1.64
lbr,2014,1.79
lbr,2015,2.01
lbr,2016,1.95
lbr,2017,2.73
lbr,2018,3.38
lbr,2019,3.66
lbr,2020,3.65
lby,2004,3.49
lby,2005,3.41
lby,2006,3.41
lby,2007,3.39
lby,2008,3.45
lby,2009,3.53
lby,2010,3.46
lby,2011,3.48
lby,2012,3.84
lby,2013,3.82
lby,2014,3.8
lby,2015,3.77
lby,2016,3.72
lby,2017,3.66
lby,2018,3.59
lca,2004,30.34
lca,2005,29.65
lca,2006,30.54
lca,2007,32.96
lca,2008,32.12
lca,2009,29.82
lca,2010,44.14
lca,2011,45.53
lca,2012,46.26
lca,2013,45.64
lca,2014,44.36
lca,2015,43.83
lca,2016,37.18
lca,2017,42.93
lca,2018,42.51
lca,2019,42.81
lca,2020,43.14
lka,2007,9.27
lka,2008,11.11
lka,2009,12.51
lka,2010,13.36
lka,2011,15.05
lka,2012,15.8
lka,2013,16.49
lka,2014,16.89
lka,2015,17.2
lso,2004,2.64
lso,2005,3.51
lso,2006,3.66
lso,2007,4.66
lso,2008,5.49
lso,2009,6.37
lso,2010,7.08
lso,2011,7.87
lso,2012,9
lso,2013,10.7
lso,2014,11.16
lso,2015,12.98
lso,2016,14.72
lso,2017,14.48
lso,2018,14.38
lso,2019,14
lso,2020,13.92
ltu,2004,36.27
ltu,2005,38.19
ltu,2006,41.87
ltu,2007,49.05
ltu,2008,54.38
ltu,2009,57.43
ltu,2010,59.51
ltu,2011,50.49
ltu,2012,51.83
ltu,2013,49.89
ltu,2014,51.2
ltu,2015,49.01
ltu,2016,48.24
ltu,2017,46.69
ltu,2018,46.93
ltu,2019,38.5
ltu,2020,37.85
lux,2004,106.64
lux,2005,106.99
lux,2006,105.55
lux,2007,105.95
lux,2008,107.31
lux,2009,107.06
lux,2010,105.63
lux,2011,106.04
lux,2012,100.71
lux,2013,97.89
lux,2014,105.23
lux,2015,108.33
lux,2016,110.56
lux,2017,115.48
lux,2018,116.54
lux,2019,113.85
lux,2020,107.13
lva,2004,45.61
lva,2005,45.91
lva,2006,50.17
lva,2007,60.78
lva,2008,68.09
lva,2009,71.68
lva,2010,75.53
lva,2011,68.29
lva,2012,72.88
lva,2013,68.44
lva,2014,62.82
lva,2015,63.01
lva,2016,61.28
lva,2017,61.96
lva,2018,61.34
lva,2019,58.25
lva,2020,57.39
mac,2004,54.43
mac,2005,54.65
mac,2006,65.23
mac,2007,87.11
mac,2008,113.68
mac,2009,131.08
mac,2010,139.4
mac,2011,153.36
mac,2012,175.64
mac,2013,213.94
mac,2014,219.58
mac,2015,246.89
mac,2016,282.43
mac,2017,313.21
mac,2018,324.17
mac,2019,322.7
mac,2020,321.33
mar,2004,8.34
mar,2005,14.86
mar,2006,12.85
mar,2007,14.27
mar,2008,16.27
mar,2009,18.24
mar,2010,19.66
mar,2011,21.35
mar,2012,22.9
mar,2013,24.26
mar,2014,25.28
mar,2015,26.06
mar,2016,26.84
mar,2017,27.21
mar,2018,27.79
mar,2019,28.58
mar,2020,28.61
mda,2004,9.64
mda,2005,13.17
mda,2006,15.82
mda,2007,19.22
mda,2008,24.42
mda,2009,29.02
mda,2010,32.07
mda,2011,35.54
mda,2012,38.5
mda,2013,41.81
mda,2014,45
mda,2015,40.76
mda,2016,44.33
mda,2017,47.38
mda,2018,49.94
mda,2019,50.76
mda,2020,50.87
mdg,2004,0.28
mdg,2005,0.58
mdg,2006,0.74
mdg,2007,1
mdg,2008,1.23
mdg,2009,1.33
mdg,2010,1.4
mdg,2011,1.56
mdg,2012,1.71
mdg,2013,1.8
mdg,2014,2.05
mdg,2015,2.28
mdg,2016,2.55
mdg,2017,2.8
mdg,2018,2.94
mdg,2019,3.06
mdg,2020,3.13
mdv,2004,7.2
mdv,2005,7.3
mdv,2006,6.97
mdv,2007,17.11
mdv,2008,16.42
mdv,2009,16.88
mdv,2010,16.47
mdv,2011,16.31
mdv,2012,19.04
mdv,2013,19.86
mdv,2014,22.92
mdv,2015,23.16
mdv,2016,25.47
mdv,2017,29.61
mdv,2018,31.81
mdv,2019,35.04
mdv,2020,37.97
mex,2004,28.85
mex,2005,31.69
mex,2006,34.82
mex,2007,38.91
mex,2008,41.43
mex,2009,42.91
mex,2010,45.17
mex,2011,44.86
mex,2012,48.76
mex,2013,48.71
mex,2014,50.45
mex,2015,52.9
mex,2016,54.59
mex,2017,55.62
mex,2018,58.82
mex,2019,61.54
mex,2020,62.13
mhl,2007,2.95
mhl,2008,2.94
mhl,2009,2.94
mhl,2010,2.93
mhl,2011,5.85
mhl,2012,5.83
mhl,2013,5.82
mhl,2014,5.81
mhl,2015,5.8
mhl,2016,5.79
mhl,2017,6.18
mhl,2018,6.03
mhl,2019,5.74
mhl,2020,5.74
mkd,2005,9.55
mkd,2006,17.94
mkd,2007,31.73
mkd,2008,45.31
mkd,2009,49.21
mkd,2010,51.12
mkd,2011,51.25
mkd,2012,49.65
mkd,2013,54.05
mkd,2014,55.6
mkd,2015,60.66
mkd,2016,60
mkd,2017,59.42
mkd,2018,59.81
mkd,2019,61.54
mkd,2020,57.41
mli,2010,2.72
mli,2011,3.24
mli,2012,3.39
mli,2013,4.01
mli,2014,4.3
mli,2015,4.46
mli,2016,4.7
mli,2017,4.88
mli,2018,4.72
mli,2019,5.23
mli,2020,4.99
mlt,2004,45.26
mlt,2005,44.99
mlt,2006,41.25
mlt,2007,46.72
mlt,2008,47.31
mlt,2009,48.71
mlt,2010,52.22
mlt,2011,55.26
mlt,2012,60.21
mlt,2013,58.7
mlt,2014,55.31
mlt,2015,55.27
mlt,2016,55.04
mlt,2017,54.81
mlt,2018,52.47
mlt,2019,48.86
mlt,2020,44.69
mmr,2012,0.09
mmr,2013,0.61
mmr,2014,1.68
mmr,2015,1.95
mmr,2016,2.66
mmr,2017,4.38
mmr,2018,5.63
mmr,2019,6.86
mne,2005,14.28
mne,2006,26.02
mne,2007,40.12
mne,2008,53.07
mne,2009,60.05
mne,2010,64.17
mne,2011,66.2
mne,2012,69.6
mne,2013,71.56
mne,2014,70.95
mne,2015,76.12
mne,2016,77.92
mne,2017,80.98
mne,2018,87.05
mne,2019,81.12
mne,2020,81.64
mng,2008,9.87
mng,2009,14.97
mng,2010,18.49
mng,2011,31.46
mng,2012,44.71
mng,2013,49.69
mng,2014,58.36
mng,2015,72.43
mng,2016,87.96
mng,2017,93.11
mng,2018,106.88
mng,2019,56.41
mng,2020,47.99
mnp,2005,9.55004
mnp,2006,17.94319
mnp,2007,31.72587
mnp,2008,45.30514
mnp,2009,49.20707
mnp,2010,51.11873
mnp,2011,51.24758
mnp,2012,49.64873
mnp,2013,54.04573
mnp,2014,55.59807
mnp,2015,60.66463
mnp,2016,60.00113
mnp,2017,59.41986
mnp,2018,59.80737
mnp,2019,61.54182
moz,2004,1.91
moz,2005,2.22
moz,2006,3.28
moz,2007,3.65
moz,2008,4.25
moz,2009,4.72
moz,2010,5.74
moz,2011,6.5
moz,2012,7.04
moz,2013,7.76
moz,2014,9.22
moz,2015,10.68
moz,2016,11.01
moz,2017,11.07
moz,2018,10.82
moz,2019,10.39
moz,2020,9.78
mrt,2011,4.25
mrt,2012,4.71
mrt,2013,6.51
mrt,2014,7.93
mrt,2015,9.43
mrt,2016,10.08
mrt,2017,10.24
mrt,2018,10.46
mrt,2019,10.4
mrt,2020,11.02
mus,2004,30.93
mus,2005,33.85
mus,2006,34.93
mus,2007,38.96
mus,2008,38.06
mus,2009,39.51
mus,2010,40.88
mus,2011,43.43
mus,2012,44.33
mus,2013,44.88
mus,2014,45.04
mus,2015,45.59
mus,2016,44.5
mus,2017,43.49
mus,2018,43.17
mus,2019,42.78
mus,2020,42.06
mwi,2004,0.76
mwi,2005,1.49
mwi,2006,1.44
mwi,2007,1.53
mwi,2008,1.78
mwi,2009,2.68
mwi,2010,3.05
mwi,2011,3.93
mwi,2012,4.44
mwi,2013,4.78
mwi,2014,5.05
mwi,2015,5.21
mwi,2016,4.95
mwi,2017,4.97
mwi,2018,4.85
mwi,2019,4.71
mys,2005,30.73
mys,2006,31.74
mys,2007,37.42
mys,2008,42.55
mys,2009,47.03
mys,2010,51.31
mys,2011,56.12
mys,2012,56.97
mys,2013,57.14
mys,2014,55.65
mys,2015,54.27
mys,2016,50.61
mys,2017,50.86
mys,2018,50.24
mys,2019,56.09
mys,2020,55.56
nam,2006,9.63
nam,2007,9.96
nam,2008,29.96
nam,2009,42
nam,2010,49.62
nam,2011,51.27
nam,2012,49.61
nam,2013,53.61
nam,2014,56.7
nam,2015,58.33
nam,2016,67.72
nam,2017,70.43
nam,2018,72.44
nam,2019,72.37
nam,2020,72.78
ner,2010,0.58
ner,2011,0.91
ner,2012,0.93
ner,2013,1.25
ner,2014,1.26
ner,2015,1.45
ner,2016,1.52
ner,2017,1.73
ner,2018,1.66
ner,2019,1.62
ner,2020,1.63
nga,2005,0.68
nga,2006,1.78
nga,2007,4.48
nga,2008,8.64
nga,2009,11.46
nga,2010,11.23
nga,2011,11.94
nga,2012,11.49
nga,2013,13.31
nga,2014,16.19
nga,2015,16.21
nga,2016,16.74
nga,2017,16.33
nga,2018,16.93
nga,2019,17.19
nga,2020,16.15
nic,2004,3.31
nic,2005,4.58
nic,2006,5.77
nic,2007,6.82
nic,2008,7.79
nic,2009,8.23
nic,2010,8.37
nic,2011,9.53
nic,2012,11.42
nic,2013,14.36
nic,2014,15.95
nic,2015,18.21
nic,2016,17.88
nic,2017,17.57
nic,2018,22.16
nic,2019,22.08
nic,2020,21.5
nld,2004,59.38
nld,2005,55.86
nld,2006,60.72
nld,2007,63.69
nld,2008,64.09
nld,2009,62.52
nld,2010,57.79
nld,2011,56.52
nld,2012,54.56
nld,2013,52.99
nld,2014,53.65
nld,2015,49.67
nld,2016,47.51
nld,2017,44.59
nld,2018,41.08
nld,2019,41.06
nld,2020,36.03
nor,2004,59.14
nor,2005,58.76
nor,2006,59.93
nor,2007,59.78
nor,2008,59.22
nor,2009,57.6
nor,2010,55.25
nor,2011,54.47
nor,2012,52.73
nor,2013,50.5
nor,2014,48.32
nor,2015,45.81
nor,2016,39.02
nor,2017,36.37
nor,2018,34.48
nor,2019,31.58
nor,2020,32.33
npl,2011,7.35
npl,2012,7.6
npl,2013,8.52
npl,2014,9.3
npl,2015,9.56
npl,2016,10.34
npl,2017,10.97
npl,2018,14.28
npl,2019,16.46
npl,2020,19.8
nzl,2004,59.04
nzl,2005,62.25
nzl,2006,69.46
nzl,2007,69.64
nzl,2008,71.79
nzl,2009,72.57
nzl,2010,72.22
nzl,2011,76.38
nzl,2012,74.82
nzl,2013,72.38
nzl,2014,70.61
nzl,2015,69.07
nzl,2016,65.74
nzl,2017,65.57
nzl,2018,64.38
nzl,2019,62.75
nzl,2020,54.1
omn,2010,40.44
omn,2011,39.52
omn,2012,38.21
omn,2013,37.76
omn,2014,34.95
omn,2015,34.12
omn,2016,33.76
omn,2017,37.58
omn,2018,35.13
omn,2019,41.77
omn,2020,41.33
pak,2004,0.74
pak,2005,1.16
pak,2006,1.87
pak,2007,2.72
pak,2008,3.39
pak,2009,3.9
pak,2010,4.28
pak,2011,4.72
pak,2012,5.29
pak,2013,6.29
pak,2014,7.27
pak,2015,8.45
pak,2016,9.45
pak,2017,10
pak,2018,10.45
pak,2019,10.84
pak,2020,11.14
pan,2007,32.75
pan,2008,34.68
pan,2009,38.39
pan,2010,39.74
pan,2011,44.97
pan,2012,50.7
pan,2013,55.95
pan,2014,61.36
pan,2015,67.68
pan,2016,69.25
pan,2017,70.48
pan,2018,69.95
pan,2019,73.65
pan,2020,72.68
per,2004,10.61
per,2005,11.37
per,2006,13.62
per,2007,16.44
per,2008,20.21
per,2009,23.87
per,2010,27.14
per,2011,31.74
per,2012,39.09
per,2013,41.96
per,2014,56.73
per,2015,123.1
per,2016,110.69
per,2017,107.5
per,2018,112.65
per,2019,126.71
per,2020,124.3
phl,2004,10.31
phl,2005,11.43
phl,2006,12.31
phl,2007,12.5
phl,2008,13.17
phl,2009,14.01
phl,2010,15.11
phl,2011,16.8
phl,2012,18.85
phl,2013,21.93
phl,2014,23.18
phl,2015,25.04
phl,2016,27.04
phl,2017,28.14
phl,2018,28.9
phl,2019,28.98
phl,2020,29.72
plw,2007,30.95
plw,2008,30.78
plw,2009,30.61
plw,2010,36.5
plw,2011,36.27
plw,2012,41.99
plw,2013,41.66
plw,2014,47.22
plw,2015,46.79
plw,2016,46.33
plw,2017,45.85
png,2004,3.71
png,2005,3.62
png,2006,3.53
png,2007,3.92
png,2008,4.52
png,2009,4.85
png,2010,5.34
png,2011,6.68
png,2012,6.64
png,2013,7.21
png,2014,7.43
png,2015,7.36
png,2016,8.98
png,2017,8.59
png,2018,8.18
png,2019,8.32
png,2020,8.15
pol,2004,25.44
pol,2005,27.58
pol,2006,31.09
pol,2007,35.99
pol,2008,43.14
pol,2009,48.69
pol,2010,50.89
pol,2011,53.86
pol,2012,56.24
pol,2013,58.3
pol,2014,63.41
pol,2015,68.45
pol,2016,72.45
pol,2017,71.87
pol,2018,70.92
pol,2019,70.51
pol,2020,67.84
prt,2004,142.6
prt,2005,154.4
prt,2006,163.16
prt,2007,176.94
prt,2008,187.18
prt,2009,192
prt,2010,194.63
prt,2011,191.19
prt,2012,184.92
prt,2013,180.42
prt,2014,176.87
prt,2015,173.42
prt,2016,168.78
prt,2017,167.99
prt,2018,165.77
prt,2019,170.19
prt,2020,165.27
pry,2009,12.82
pry,2010,18.76
pry,2011,18.89
pry,2012,20.34
pry,2013,23.45
pry,2014,24.02
pry,2015,25.3
pry,2016,24.94
pry,2017,27.01
pry,2018,29.2
pry,2019,29.91
pry,2020,25.97
pse,2006,7.99
pse,2007,10.52
pse,2008,11.84
pse,2009,14.48
pse,2010,15.33
pse,2011,16.72
pse,2012,18.61
pse,2013,20.21
pse,2014,22.04
pse,2015,23.07
pse,2016,23.58
pse,2017,23.88
pse,2018,24.74
pse,2019,24.87
pse,2020,23.74
qat,2004,50.99
qat,2005,53.87
qat,2006,51.73
qat,2007,49.61
qat,2008,44.01
qat,2009,45.96
qat,2010,49.04
qat,2011,48.49
qat,2012,55.6
qat,2013,57.07
qat,2014,56.38
qat,2015,57.86
qat,2016,58.53
qat,2017,56.95
qat,2018,55.55
qat,2019,54.84
qat,2020,53.66
rou,2004,18.29
rou,2005,24.24
rou,2006,33.68
rou,2007,42.19
rou,2008,53.32
rou,2009,56.51
rou,2010,59.24
rou,2011,64.9
rou,2012,65.03
rou,2013,63.9
rou,2014,65.12
rou,2015,68.65
rou,2016,66.78
rou,2017,66.83
rou,2018,64.71
rou,2019,64.39
rou,2020,62.79
rus,2004,16.23
rus,2005,22.82
rus,2006,32.44
rus,2007,45.03
rus,2008,61.63
rus,2009,72.43
rus,2010,95.59
rus,2011,117
rus,2012,142.14
rus,2013,156.61
rus,2014,185.41
rus,2015,172.74
rus,2016,168.75
rus,2017,164.04
rus,2018,161.11
rus,2019,165.46
rus,2020,164.93
rwa,2004,0.04
rwa,2005,0.24
rwa,2006,0.23
rwa,2007,0.3
rwa,2008,0.4
rwa,2009,0.82
rwa,2010,1.43
rwa,2011,2.77
rwa,2012,4.71
rwa,2013,5.24
rwa,2014,5.62
rwa,2015,5.63
rwa,2016,5.74
rwa,2017,5.66
rwa,2018,5.19
rwa,2019,5.04
rwa,2020,4.26
sau,2004,27.17
sau,2005,29.13
sau,2006,37.03
sau,2007,44.1
sau,2008,49.93
sau,2009,53.69
sau,2010,56.47
sau,2011,58.39
sau,2012,60.42
sau,2013,63.35
sau,2014,68.2
sau,2015,73.2
sau,2016,74.03
sau,2017,74.1
sau,2018,73.96
sau,2019,73.34
sau,2020,66.75
sdn,2004,0
sdn,2005,0
sdn,2006,0.49
sdn,2007,1.09
sdn,2008,1.56
sdn,2009,2.03
sdn,2010,3.46
sdn,2011,3.68
sdn,2012,4.08
sdn,2013,4.22
sdn,2014,4.39
sdn,2015,4.72
sdn,2016,5.08
sdn,2017,5.39
sdn,2018,6.42
sen,2010,3.99
sen,2011,4.67
sen,2012,4.98
sen,2013,4.95
sen,2014,5.11
sen,2015,5.52
sen,2016,5.7
sen,2017,5.7
sen,2018,5.53
sen,2019,6.1
sen,2020,6.42
sgp,2004,46.84
sgp,2005,47.52
sgp,2006,48.06
sgp,2007,50.49
sgp,2008,50.71
sgp,2009,52.85
sgp,2010,59.11
sgp,2011,59.7
sgp,2012,59.22
sgp,2013,58.21
sgp,2014,57.5
sgp,2015,58.05
sgp,2016,55.81
sgp,2017,63.1
sgp,2018,64.59
sgp,2019,58.78
sgp,2020,54.01
slb,2004,1.49
slb,2005,1.45
slb,2006,4.24
slb,2007,5.51
slb,2008,6.72
slb,2009,7.21
slb,2010,11.19
slb,2011,11.2
slb,2012,11.5
slb,2013,11.19
slb,2014,11.16
slb,2015,11.41
slb,2016,11.38
slb,2017,11.86
slb,2018,14.35
slb,2019,14.46
slb,2020,15.05
sle,2008,0.29
sle,2009,0.39
sle,2010,0.38
sle,2011,0.37
sle,2012,0.36
slv,2004,20.45
slv,2005,22.72
slv,2006,23.92
slv,2007,25.35
slv,2008,27.86
slv,2009,29.17
slv,2010,29.26
slv,2011,29.28
slv,2012,30.57
slv,2013,33.34
slv,2014,33.38
slv,2015,35.76
slv,2016,36.61
slv,2017,37.24
slv,2018,35.25
slv,2019,35.68
slv,2020,36.29
smr,2010,223.7
smr,2014,205.88
smr,2015,207.56
smr,2016,220.25
smr,2017,182.89
smr,2018,191.64
smr,2019,171.29
smr,2020,140.45
srb,2005,13.84
srb,2006,22.29
srb,2007,34.31
srb,2008,41.29
srb,2009,45.12
srb,2010,47.4
srb,2011,47.17
srb,2012,46.5
srb,2013,44.72
srb,2014,44.13
srb,2015,45.47
srb,2016,50.3
srb,2017,45.43
srb,2018,48.38
srb,2019,50.34
srb,2020,52.03
ssd,2011,0.63
ssd,2012,0.66
ssd,2013,0.75
ssd,2014,1.11
ssd,2015,1.05
ssd,2016,0.86
ssd,2017,0.51
ssd,2018,0.49
ssd,2019,0.67
ssd,2020,0.7
stp,2011,18.19
stp,2012,20.65
stp,2013,20.27
stp,2014,23.49
stp,2015,25.66
stp,2016,23.36
stp,2017,27.04
stp,2018,26.38
sur,2004,17.47
sur,2005,19.82
sur,2006,24.94
sur,2007,28.74
sur,2008,28.53
sur,2009,34.57
sur,2010,35.6
sur,2011,36.87
sur,2012,41.75
sur,2013,42.66
sur,2014,47.07
sur,2015,47.13
sur,2016,49.69
sur,2017,50.97
sur,2018,48.15
sur,2019,48.72
sur,2020,45.79
svk,2004,38.28
svk,2005,41.49
svk,2006,44.43
svk,2007,48.02
svk,2008,49.66
svk,2009,50.08
svk,2010,51.24
svk,2011,52.58
svk,2012,54.7
svk,2013,56.21
svk,2014,58.91
svk,2015,59.51
svk,2016,60.08
svk,2017,60.67
svk,2018,61.86
svk,2019,61.84
svk,2020,63.13
svn,2004,81.06
svn,2005,86.58
svn,2006,87.98
svn,2007,94.4
svn,2008,99.37
svn,2009,101.71
svn,2010,102.95
svn,2011,104.74
svn,2012,101.5
svn,2013,100.69
svn,2014,96.01
svn,2015,95.98
svn,2016,95.24
svn,2017,93.61
svn,2018,89.65
svn,2019,87.14
svn,2020,78.89
swe,2004,36.47
swe,2005,37.73
swe,2006,37.52
swe,2007,40.69
swe,2008,42.2
swe,2009,42.8
swe,2010,42.8
swe,2011,45.2
swe,2012,43.04
swe,2013,40.55
swe,2014,40.19
swe,2015,40.53
swe,2016,34.77
swe,2017,32
swe,2018,31.86
swe,2019,29.62
swe,2020,28.3
swz,2004,7.34
swz,2005,12.4
swz,2006,15.23
swz,2007,16.36
swz,2008,20.35
swz,2009,20.77
swz,2010,24.18
swz,2011,25.19
swz,2012,29.53
swz,2013,31.17
swz,2014,38.19
swz,2015,38.22
swz,2016,38.33
swz,2017,37.2
swz,2018,40.81
swz,2019,37.55
swz,2020,39.82
syc,2004,34.21
syc,2005,33.78
syc,2006,36.14
syc,2007,37.34
syc,2008,42.32
syc,2009,44.83
syc,2010,44.74
syc,2011,45.93
syc,2012,51.36
syc,2013,64.89
syc,2014,66.84
syc,2015,66.91
syc,2016,73
syc,2017,80.45
syc,2018,83.91
syc,2019,89.99
syc,2020,89.26
syr,2004,0
syr,2005,0
syr,2006,0
syr,2007,0
syr,2008,2.32
syr,2009,7.13
syr,2010,7.53
syr,2011,7.87
syr,2012,8.22
tcd,2004,0
tcd,2005,0.08
tcd,2006,0.08
tcd,2007,0.09
tcd,2008,0.28
tcd,2009,0.34
tcd,2010,0.42
tcd,2011,0.47
tcd,2012,0.4
tcd,2013,0.45
tcd,2014,0.47
tcd,2015,0.86
tcd,2016,1.13
tcd,2017,1.13
tcd,2018,1.15
tcd,2019,1.04
tcd,2020,1.46
tgo,2010,2.83
tgo,2011,3.18
tgo,2012,4.3
tgo,2013,4.78
tgo,2014,5.52
tgo,2015,5.64
tgo,2016,6.1
tgo,2017,3.98
tgo,2018,6.14
tgo,2019,6.08
tgo,2020,6.51
tha,2004,20.86
tha,2005,30.65
tha,2006,42.2
tha,2007,49.24
tha,2008,65.35
tha,2009,73.36
tha,2010,81.89
tha,2011,87.31
tha,2012,94.79
tha,2013,102.35
tha,2014,114.21
tha,2015,117.37
tha,2016,117.62
tha,2017,117.79
tha,2018,117.5
tha,2019,115.09
tha,2020,111.82
tjk,2005,0.64
tjk,2006,1.29
tjk,2007,1.97
tjk,2008,2.7
tjk,2009,3.61
tjk,2010,4.54
tjk,2011,6.72
tjk,2012,8.45
tjk,2013,10.55
tjk,2014,13.25
tjk,2015,14.05
tjk,2016,14.44
tjk,2017,12.14
tjk,2018,11.78
tjk,2019,14.97
tjk,2020,21.48
tls,2008,2.02
tls,2009,1.96
tls,2010,2.39
tls,2011,2.78
tls,2012,3.45
tls,2013,3.07
tls,2014,5.26
tls,2015,6.63
tls,2016,6.17
tls,2017,11.99
tls,2018,11.66
tls,2019,8.88
tls,2020,13.45
ton,2004,22.6
ton,2005,22.45
ton,2006,19.08
ton,2007,18.88
ton,2008,29.56
ton,2009,29.31
ton,2010,27.66
ton,2011,27.67
ton,2012,27.82
ton,2013,28.01
ton,2014,26.56
ton,2015,26.53
ton,2016,34.06
ton,2017,42.75
ton,2018,40.51
tto,2008,31.66
tto,2009,33.93
tto,2010,34.67
tto,2011,35.95
tto,2012,37.4
tto,2013,40.05
tto,2014,40.17
tto,2015,40.66
tto,2016,41.61
tto,2017,42.55
tto,2018,43.04
tto,2019,44.23
tto,2020,43.89
tun,2004,8.31
tun,2005,9.68
tun,2006,11.05
tun,2007,14.11
tun,2008,15.72
tun,2009,17.51
tun,2010,20.36
tun,2011,21.12
tun,2012,22.26
tun,2013,23.14
tun,2014,24.5
tun,2015,26.4
tun,2016,27.76
tun,2017,29.99
tun,2018,30.72
tun,2019,32.21
tun,2020,33.85
tur,2004,28.46
tur,2005,30.57
tur,2006,33.45
tur,2007,37.46
tur,2008,43.06
tur,2009,45.85
tur,2010,52.3
tur,2011,60.25
tur,2012,66.11
tur,2013,74.9
tur,2014,79.61
tur,2015,82.63
tur,2016,81.23
tur,2017,81.94
tur,2018,83.72
tur,2019,83.95
tur,2020,82.31
tza,2005,0.56
tza,2006,0.64
tza,2007,1.89
tza,2008,2.56
tza,2009,3.36
tza,2010,4.07
tza,2011,4.76
tza,2012,5.25
tza,2013,5.71
tza,2014,5.84
uga,2004,1.13
uga,2005,1.58
uga,2006,1.85
uga,2007,2.16
uga,2008,2.63
uga,2009,3.36
uga,2010,3.63
uga,2011,3.88
uga,2012,4.22
uga,2013,4.86
uga,2014,4.46
uga,2015,4.64
uga,2016,4.54
uga,2017,4.2
uga,2018,4.15
uga,2019,4.04
uga,2020,3.91
ukr,2004,20.09
ukr,2005,28.16
ukr,2006,36.72
ukr,2007,52.42
ukr,2008,70.37
ukr,2009,73.14
ukr,2010,76.57
ukr,2011,84.3
ukr,2012,92.8
ukr,2013,104.06
ukr,2014,95.09
ukr,2015,87.12
ukr,2016,88.77
ukr,2017,97.83
ukr,2018,97.39
ukr,2019,96.3
ukr,2020,93.74
ury,2004,27.82
ury,2009,30.23
ury,2010,33.9
ury,2011,39.54
ury,2012,42.7
ury,2013,44.98
ury,2014,52.01
ury,2015,54.78
ury,2016,82.16
ury,2017,84.92
ury,2018,120.07
ury,2019,259.3
ury,2020,261.91
usa,2004,165.78
usa,2005,169.37
usa,2006,167.19
usa,2007,173.84
usa,2008,168.05
usa,2009,173.96
uzb,2004,0.88
uzb,2005,0.97
uzb,2006,0.95
uzb,2007,0.92
uzb,2008,1.67
uzb,2009,1.86
uzb,2010,3.99
uzb,2011,4.34
uzb,2012,6.67
uzb,2013,8.01
uzb,2014,8.48
uzb,2015,10.46
uzb,2016,21.72
uzb,2017,24.33
uzb,2018,28.04
uzb,2019,38.49
uzb,2020,48.41
vct,2004,20.79
vct,2005,20.62
vct,2006,21.74
vct,2007,25.42
vct,2008,25.29
vct,2009,23.86
vct,2010,26.15
vct,2011,26.03
vct,2012,19.7
vct,2013,31.75
vct,2014,31.48
vct,2015,33.63
vct,2016,34.57
vct,2017,35.45
vct,2018,35.14
vct,2019,34.86
vct,2020,34.62
ven,2005,22.25
ven,2006,24.34
ven,2007,25.99
ven,2008,27.23
ven,2009,27.51
ven,2010,38.53
ven,2011,41.94
ven,2012,42.5
ven,2013,44.48
ven,2014,45.17
