geo,time,ne_gdi_fprv_cn
ind,1962,16840207483.6383
ind,1963,19637436681.9765
ind,1964,22580773318.6109
ind,1965,24823514602.645
ind,1966,29981554381.5691
ind,1967,37098641021.2611
ind,1968,40151535011.7076
ind,1969,45296290428.553
ind,1970,45210645937.673
ind,1971,50623780361.3283
ind,1972,52552190195.4892
ind,1973,60727526149.6121
ind,1974,82442022503.27089
ind,1975,87032126140.3791
ind,1976,89672805058.2408
ind,1977,107868429845.50999
ind,1978,122475946991.384
ind,1979,136753494468.06799
ind,1980,153192969118.53299
ind,1981,169288534440.89301
ind,1982,183725225478.504
ind,1983,222120564131.87201
ind,1984,249032704382.96701
ind,1985,296495929219.39801
ind,1986,333806349303.45697
ind,1987,473756864078.94897
ind,1988,537404503935.56
ind,1989,688824742846.13
ind,1990,901338638215.31201
ind,1991,919535400500
ind,1992,1194696156700
ind,1993,1276780053900
ind,1994,1377500110900
ind,1995,1969302674600
ind,1996,2329403784800
ind,1997,2784013161900
ind,1998,3218749622400
ind,1999,4084896562500
ind,2000,4095862163700
ind,2001,5295568130800
ind,2002,5342405875900
ind,2003,5956017692500
ind,2004,7505616020900
ind,2005,9159792501200
ind,2006,10850367679100
ind,2007,13485056295300
ind,2008,14283110152700
ind,2009,16120759324000
ind,2010,19238263236900
ind,2011,23564724886200
ind,2012,26269430000000
ind,2013,27186710000000
ind,2014,28779090000000
ind,2015,29303520000000
ind,2016,32736370000000
ind,2017,36676392968200
ind,2018,41761901485600
ind,2019,44409251518500
irn,1960,75352090119.0714
irn,1961,69883020964.0674
irn,1962,66924493500.50249
irn,1963,66996131853.21829
irn,1964,86501209100.91078
irn,1965,100045084155.19299
irn,1966,105220126844.793
irn,1967,128736319229.783
irn,1968,129282946213.60699
irn,1969,149537515363.315
irn,1970,183560489785.48599
irn,1971,211460345682.12296
irn,1972,309735977970.62799
irn,1973,386778475805.84601
irn,1974,464935181560.28802
irn,1975,893676718721.59802
irn,1976,1301139244183.72998
irn,1977,1597692396052.57007
irn,1978,1229191740238.92993
irn,1979,1236219401031.27002
irn,1980,1635428843312.80005
irn,1981,1675888429165.17993
irn,1982,1828625898942.8501
irn,1983,3538712532186.66016
irn,1984,4024250683586.9502
irn,1985,3551017120533.16943
irn,1986,3036018077035.64014
irn,1987,3412138142346.62939
irn,1988,4219664726108.58008
irn,1989,5413195192385.98047
irn,1990,7612078339993.26855
irn,1991,14689431405000
irn,1992,17823542829500
irn,1993,16501886125300
irn,1994,21310523102400
irn,1995,29359308918700
irn,1996,57031727243100
irn,1997,73017148552000
irn,1998,82483875051200
irn,1999,105846350769000
irn,2000,145062888698800
irn,2001,205329318369800
irn,2002,241709427665400
irn,2003,286628432905500
irn,2004,368450343494900
irn,2005,391797768277000
irn,2006,445371141062900
irn,2007,672238475414500
irn,2008,888628054241500
irn,2009,922887992157500
irn,2010,1021338517861100
irn,2011,1256494133009800
irn,2012,1639949601461100
irn,2013,1973310099981200
irn,2014,2253498175350600
irn,2015,1899566262443300
irn,2016,1822087712698950
irn,2017,2055171271887350
irn,2018,2877020705577270
irn,2019,4239490214381320
irn,2020,7978689819743299
jam,1990,6980400100
jam,1991,9424499700
jam,1992,19848050700
jam,2011,206012310000
jam,2012,216466850000
jam,2013,263372830000
jam,2014,312990430000
jam,2015,321779670000
jam,2016,333533730000
jam,2017,373841620000
jam,2018,413501990000
jam,2019,444797573200
jam,2020,427383564300
jor,1976,102700000
jor,1977,128600000
jor,1978,126225000
jor,1979,141193000
jor,1980,214562000
jor,1981,402996000
jor,1982,395080000
jor,1983,321511000
jor,1984,342159000
jor,1985,184469000
jor,1986,186909000
jor,1987,175900000
jor,1988,339500000
jor,1989,307200000
jor,1990,422500000
jor,1991,447800000
jor,1992,804400000
jor,1993,1046500000
jor,1994,907700000
jor,1995,969700000
jor,1996,901500000
jor,1997,828100000
jor,1998,646800000
jor,1999,1056085200
jor,2000,978758900
jor,2001,915226100
jor,2002,945755800
jor,2003,1030241800
jor,2004,1530744000
jor,2005,2189523400
jor,2006,2032156900
jor,2007,2607323700
jor,2008,3900700000
jor,2009,4205600000
jor,2010,4718600000
jor,2011,4907300000
jor,2012,4247500000
jor,2013,4205100000
jor,2014,4446500000
jor,2015,4626500000
jor,2016,4235400000
jor,2017,4817321200
jor,2018,3967431300
jor,2019,2441480800
jor,2020,2458710600
jpn,1994,102185600000000
jpn,1995,105644200000000
jpn,1996,111634200000000
jpn,1997,111730100000000
jpn,1998,106005500000000
jpn,1999,100021700000000
jpn,2000,104044200000000
jpn,2001,100729000000000
jpn,2002,93381600000000
jpn,2003,92955900000000
jpn,2004,95026700000000
jpn,2005,100922200000000
jpn,2006,103205100000000
jpn,2007,102347300000000
jpn,2008,99539400000000
jpn,2009,83241200000000
jpn,2010,81231200000000
jpn,2011,83744400000000
jpn,2012,86542700000000
jpn,2013,91046200000000
jpn,2014,95695600000000
jpn,2015,97271700000000
kaz,1992,572000000
kaz,1993,7435200000
kaz,1994,103201600000
kaz,1995,221077000000
kaz,1996,232140100000
kaz,1997,298212800000
kaz,1998,283942700000
kaz,1999,332820800000
kaz,2000,414936400000
kaz,2001,712494241000
kaz,2002,782239593400
kaz,2003,868277694400
kaz,2004,1214613531400
kaz,2005,1775817100000
kaz,2006,2622372000000
khm,1993,474358544200
khm,1994,375926116500
khm,1995,574911711500
khm,1996,559116966000
khm,1997,904924170000
khm,1998,830538415500
khm,1999,1374917014800
khm,2000,1677310170700
khm,2001,1490708681300
khm,2002,1936471006700
khm,2003,2239244266800
khm,2004,2651236039900
khm,2005,3476836228600
khm,2006,4073257771800
khm,2007,4790694647700
khm,2008,4602877030400
khm,2009,4116079367200
khm,2010,4571390236400
khm,2011,4359072821500
kor,1970,551400000000
kor,1971,608400000000
kor,1972,709000000000
kor,1973,1116800000000
kor,1974,1818000000000
kor,1975,2322700000000
kor,1976,3084800000000
kor,1977,4441900000000
kor,1978,6874800000000
kor,1979,9140600000000
kor,1980,10237100000000
kor,1981,10927600000000
kor,1982,13632000000000
kor,1983,16667800000000
kor,1984,19085600000000
kor,1985,20979500000000
kor,1986,24898400000000
kor,1987,30863600000000
kor,1988,37578100000000
kor,1989,46038500000000
kor,1990,64322100000000
kor,1991,79989000000000
kor,1992,85818400000000
kor,1993,96286700000000
kor,1994,114525500000000
kor,1995,138027100000000
kor,1996,156891500000000
kor,1997,162210500000000
kor,1998,134126900000000
kor,1999,146312200000000
kor,2000,172267700000000
kor,2001,179228000000000
kor,2002,198703100000000
kor,2003,214741800000000
kor,2004,231142600000000
kor,2005,240871700000000
kor,2006,255663700000000
kor,2007,274478900000000
kor,2008,297023400000000
kor,2009,293999300000000
kor,2010,330518200000000
kor,2011,349612000000000
kor,2012,356657500000000
kor,2013,364950600000000
kor,2014,384850700000000
kor,2015,409152900000000
kor,2016,440228400000000
kor,2017,497221100000000
kor,2018,491092600000000
kor,2019,481030100000000
kor,2020,500453500000000
kos,2008,439843800
kos,2009,641256300
kos,2010,709365700
kos,2011,668147900
kos,2012,864474300
kos,2013,907250700
kos,2014,1035128400
kos,2015,1077269600
kos,2016,914899200
kos,2017,1135983300
kos,2018,1279804000
kos,2019,1411142000
kos,2020,1380750200
lao,2000,854555345400
lao,2001,1054256314700
lao,2002,3865965968800
lao,2003,4380872512900
lao,2004,6049941275300
lao,2005,7424791312400
lao,2006,7495399134700
lao,2007,9409514286400
lao,2008,10381984891200
lao,2009,11452764629300
lao,2010,10426703744500
lao,2011,13674074125100
lao,2012,16809912263900
lao,2013,18769053228700
lao,2014,22134930410400
lao,2015,27337260612200
lao,2016,27343471037000
lbn,1990,604817667036.69104
lbn,1991,1211158800300
lbn,1992,2784316903300
lbn,1993,3847158580500
lbn,1994,4486446417700
lbn,1995,5224777608500
lbn,1996,5755273270900
lbn,1997,5614000000000
lbn,1998,5818000000000
lbn,1999,5124000000000
lbn,2000,4318000000000
lbn,2001,4467000000000
lbn,2002,4700000000000
lbn,2003,5252000000000
lbn,2004,6185006995606.91016
lbn,2005,6253311085486.28027
lbn,2006,6374786959301.23047
lbn,2007,8282501910714.21094
lbn,2008,11142596216596.5
lbn,2009,14132326851769.80078
lbn,2010,13566570230440.19922
lbn,2011,14598148810606.30078
lbn,2012,15677279220644.30078
lbn,2013,17962319219959.89844
lbn,2014,16969757212205.80078
lbn,2015,15438061726559.19922
lbn,2016,15519058404607.09961
lbn,2017,15630716773784.80078
lbn,2018,15149877270600.69922
lbn,2019,9876086478600.80078
lbn,2020,5082121511100
lby,2002,510000000
lby,2003,586500000
lby,2004,674475000
lby,2005,1011712500
lby,2006,2892000000
lby,2007,4555200000
lby,2008,6726000000
lka,1965,663000000
lka,1966,798000000
lka,1967,924000000
lka,1968,1102000000
lka,1969,1712000000
lka,1970,1789000000
lka,1971,1647000000
lka,1972,1689000000
lka,1973,1903000000
lka,1974,2161000000
lka,1975,2604000000
lka,1976,2964000000
lka,1977,3493000000
lka,1978,5444000000
lka,1979,9437000000
lka,1980,16136000000
lka,1981,19153000000
lka,1982,25413000000
lka,1983,29379000000
lka,1984,32483000000
lka,1985,30690000000
lka,1986,32692000000
lka,1987,34536000000
lka,1988,37156000000
lka,1989,39943000000
lka,1990,57910000000
lka,1991,68368000000
lka,1992,86407000000
lka,1993,105305000000
lka,1994,136649000000
lka,1995,147280000000
lka,1996,160181000000
lka,1997,186950000000
lka,1998,221754000000
lka,1999,266518000000
lka,2000,311460000000
lka,2001,267298036100
lka,2002,288886000000
lka,2003,318909000000
lka,2004,422060000000
lka,2005,478917000000
lka,2006,624972000000
lka,2007,714084000000
lka,2008,852708000000
lka,2009,838629000000
lso,1976,16700000
lso,1977,6500000
lso,1978,10400000
lso,1980,86397800
lso,1981,80512300
mac,2001,4199000000
mac,2002,4306000000
mac,2003,6390000000
mac,2004,9774000000
mac,2005,19988000000
mac,2006,34529000000
mac,2007,49627000000
mac,2008,46838000000
mac,2009,27859000000
mac,2010,23129000000
mac,2011,27347000000
mac,2012,32609000000
mac,2013,47540000000
mac,2014,75847000000
mac,2015,79717000000
mac,2016,69677000000
mac,2017,66670000000
mac,2018,58552000000
mac,2019,48148000000
mac,2020,40768000000
mda,1995,898600000
mda,1996,1391000000
mda,1997,1531200100
mda,1998,1594000000
mda,1999,1801000000
mda,2000,2203500000
mda,2001,2368900000
mda,2002,3290781000
mda,2003,4717000000
mda,2004,6238848000
mda,2005,8508932000
mdg,1980,96646399436.38008
mdg,1981,87243495996.3963
mdg,1982,83460791573.9949
mdg,1983,99177378856.73459
mdg,1984,114100000000
mdg,1985,85700000000
mdg,1986,106200000000
mdg,1987,156300000000
mdg,1988,118300000000
mdg,1989,388200000000
mdg,1990,365200000000
mdg,1991,325400000000
mdg,1992,462300000000
mdg,1993,546100000000
mdg,1994,636000000000
mdg,1995,170080002700
mdg,1996,235920000000
mdg,1997,235300000000
mdg,1998,334626572000
mdg,1999,337744291700
mdg,2000,394306069800
mdg,2001,603566578000
mdg,2002,513031591300
mdg,2003,551558648200
mdg,2004,1018020000000
mdg,2005,1229981873600
mdg,2006,1574157633500
mdg,2007,3156255644100
mdg,2008,5679389361500
mdg,2009,6177471458900
mdg,2010,4486152236600
mdg,2011,4933165313500
mdg,2012,5343309292900
mdg,2013,4685810696500
mdg,2014,4511619446800
mdg,2015,5300880935400
mdg,2016,5483285157300
mdg,2017,5499568738600
mdg,2018,6399141681400
mdg,2019,8040194775300
mdg,2020,7504553826200
mex,1980,630373000
mex,1981,875996000
mex,1982,1252321000
mex,1983,1961416000
mex,1984,3341135000
mex,1985,5901493000
mex,1986,10239050000
mex,1987,25596225000
mex,1988,58791781000
mex,1989,71602080000
mex,1990,100528172000
mex,1991,138505209000
mex,1992,177948625000
mex,1993,277602992000
mex,1994,315528875000
mex,1995,309213947000
mex,1996,501416792000
mex,1997,689765351000
mex,1998,908438184000
mex,1999,1074512278000
mex,2000,1241671761000
mex,2001,1200032390000
mex,2002,1164910565000
mex,2003,1230086167000
mex,2004,1433138037000
mex,2005,1550336086000
mex,2006,1804062690000
mex,2007,1994758620000
mex,2008,2171285054000
mex,2009,1966069672000
mex,2010,2134893469000
mex,2011,2513604786000
mex,2012,2889675607000
mex,2013,2741659409000
mex,2014,2948565981000
mex,2015,3490193896000
mex,2016,3877305321000
mex,2017,4171290595000
mex,2018,4464990041000
mex,2019,4413321795000
mex,2020,3744543649000
mkd,2000,37884408900
mkd,2001,39828036300
mkd,2002,41418029100
mkd,2003,43339817900
mkd,2004,47287741900
mkd,2005,46222832100
mkd,2006,51585423500
mkd,2007,69957926900
mkd,2008,85481725800
mkd,2009,79713183300
mkd,2010,71894227700
mkd,2011,80549615500
mkd,2012,78917429600
mkd,2013,88029644900
mkd,2014,89962149500
mkd,2015,100149552700
mkd,2016,107855121700
mkd,2017,108817098600
mkd,2018,106893527000
mkd,2019,110678000000
mkd,2020,108718000000
mli,2005,388560000000
mli,2006,480516000000
mli,2007,540233000000
mli,2008,690103000000
mli,2009,600568000000
mli,2010,747507000000
mli,2011,784566000000
mli,2012,792106000000
mli,2013,721511000000
mli,2014,703009000000
mli,2015,786139000000
mli,2016,784893000000
mli,2017,839415000000
mli,2018,1115196235100
mli,2019,1325186349200
mli,2020,1340081837300
mmr,2011,8187615450000
mmr,2012,10521386350000
mmr,2013,11895978350000
mmr,2014,15184190900000
mmr,2015,18135900600000
mmr,2016,19084949600000
mmr,2017,20993444600000
mmr,2018,22409245900000
mmr,2019,24421076100000
mng,1995,81392795600
mng,1996,165333300700
mng,1997,195264097600
mng,1998,251201606700
mng,1999,303741807700
mng,2000,272253468500
mng,2001,258905909700
mng,2002,299191624300
mng,2003,477603403800
mng,2004,587832856900
mng,2005,784888582300
mng,2006,1178543431800
mng,2007,1464038168500
mnp,2002,80000000
mnp,2003,78000000
mnp,2004,98000000
mnp,2005,97000000
mnp,2006,92000000
mnp,2007,79000000
mnp,2008,83000000
mnp,2009,85000000
mnp,2010,77000000
mnp,2011,74000000
mnp,2012,79000000
mnp,2013,88000000
mnp,2014,112000000
mnp,2015,192000000
mnp,2016,398000000
mnp,2017,379000000
mnp,2018,222000000
mnp,2019,183000000
mus,1976,882000000
mus,1977,1030000000
mus,1978,1145000000
mus,1979,1355000000
mus,1980,1298000000
mus,1981,1375000000
mus,1982,1345000000
mus,1983,1485000000
mus,1984,1770000000
mus,1985,2100000000
mus,1986,2515000000
mus,1987,3415000000
mus,1988,4655000000
mus,1989,6330000000
mus,1990,7560000000
mus,1991,9030000000
mus,1992,9062000000
mus,1993,11631000000
mus,1994,11576000000
mus,1995,10819000000
mus,1996,12269000000
mus,1997,13783000000
mus,1998,16614000000
mus,1999,19371000000
mus,2000,19866000000
mus,2001,20655000000
mus,2002,21297000000
mus,2003,22516000000
mus,2004,27480000000
mus,2005,29208000000
mus,2006,35653000000
mus,2007,48138000000
mus,2008,56161000000
mus,2009,55788000000
mus,2010,56145000000
mus,2011,59668000000
mus,2012,60175000000
mus,2013,59267000000
mus,2014,55048000000
mus,2015,51735000000
mus,2016,55797000000
mus,2017,60624000000
mus,2018,68375000000
mus,2019,71113000000
mus,2020,58478000000
mys,1990,26065000000
mys,1991,32458000000
mys,1992,33650000000
mys,1993,42836000000
mys,1994,54007000000
mys,1995,69424000000
mys,1996,79388000000
mys,1997,89671000000
mys,1998,44029000000
mys,1999,31375000000
mys,2000,47792000000
mys,2001,40509000000
mys,2002,30939000000
mys,2003,33798000000
mys,2004,50592000000
mys,2005,66229000000
mys,2006,70919000000
mys,2007,83337000000
mys,2008,86113742200
mys,2009,81027553100
mys,2010,101291000000
mys,2011,114759000000
mys,2012,142307000000
mys,2013,162791000000
mys,2014,183885000000
mys,2015,198149518000
mys,2016,211524752000
mys,2017,234519683000
mys,2018,245819000000
mys,2019,252572000000
mys,2020,222238000000
nam,2013,31548708100
nam,2014,40415890100
nam,2015,37866155800
nam,2016,28835216200
nam,2017,25637356600
nam,2018,25685407000
nam,2019,23960446700
nam,2020,21168423200
ner,1980,107911182700
ner,1981,109888897100
ner,1982,80500004100
ner,1983,72899995900
ner,1984,46299999200
ner,1985,51299999500
ner,1986,52900000800
ner,1987,59200001500
ner,1988,56699997200
ner,1989,66799997700
ner,1990,53183611726.9475
ner,1991,40231145400
ner,1992,35619282400
ner,1993,42978638300
ner,1994,57599225200
ner,1995,74799681500
ner,1996,88587641200
ner,1997,86519447300
ner,1998,114669865000
ner,1999,94907122800
ner,2000,155553463600
ner,2001,172487376200
ner,2002,188318251900
ner,2003,191278067300
ner,2004,200857252300
ner,2005,299394055500
ner,2006,346423637100
ner,2007,388154046200
ner,2008,672320449100
ner,2009,792897305900
ner,2010,1076106594600
ner,2011,1147581079900
ner,2012,1042836247800
ner,2013,1072534364100
ner,2014,1191047622900
ner,2015,1253834002900
ner,2016,1181490458300
ner,2017,1154139678300
ner,2018,1341514486000
ner,2019,1514164784200
ner,2020,1623184648700
nic,2006,24044000000
nic,2007,29010000000
nic,2008,35864000000
nic,2009,24449000000
nic,2010,29890000000
nic,2011,42350000000
nic,2012,55894000000
nic,2013,60610000000
nic,2014,65717000000
nic,2015,75692000000
nic,2016,76937000000
nic,2017,77925000000
nic,2018,60774000000
nic,2019,43287000000
nic,2020,46738000000
npl,1975,1718000000
npl,1976,1811000100
npl,1977,1892000000
npl,1978,2180999900
npl,1979,2124999900
npl,1980,2215000100
npl,1981,2476000000
npl,1982,2977999900
npl,1983,3635000100
npl,1984,3768000000
npl,1985,6081000000
npl,1986,6215000000
npl,1987,7732000000
npl,1988,9838000000
npl,1989,8274000000
npl,1990,8703000000
npl,1991,14097000000
npl,1992,18946000000
npl,1993,25509000000
npl,1994,28652000000
npl,1995,33300000000
npl,1996,38457000000
npl,1997,41402000000
npl,1998,42802000000
npl,1999,41381000000
npl,2000,46888000000
npl,2001,66687000000
npl,2002,72450000000
npl,2003,83354000000
npl,2004,94226000000
npl,2005,100326000000
npl,2006,118023000000
npl,2007,128692000000
npl,2008,145453000000
npl,2009,166761000000
npl,2010,211223000000
npl,2011,301924817595.40503
npl,2012,354059344162.58502
npl,2013,407161205485.23999
npl,2014,469608943442.97498
npl,2015,562445929883.85498
npl,2016,605863615955.67297
npl,2017,697314694867.01697
npl,2018,867635004699.62402
npl,2019,1083026757269.34998
npl,2020,906071877619.70801
omn,1980,158500000
omn,1981,180300000
omn,1982,227000000
omn,1987,164600000
omn,1988,157700000
omn,1989,152300000
omn,1990,226400000
omn,1991,224900000
omn,1992,236000000
omn,1993,322400000
omn,1994,284700000
omn,1995,276400000
omn,1996,332300000
omn,1997,381200000
pak,1964,4394000000
pak,1965,5336000000
pak,1966,4942000000
pak,1967,5195000000
pak,1968,5081000000
pak,1969,4964000000
pak,1970,5771000000
pak,1971,6103000000
pak,1972,5896000000
pak,1973,6061000000
pak,1974,7930000000
pak,1975,12434000000
pak,1976,17862000000
pak,1977,20417000000
pak,1978,23302000000
pak,1979,25026000000
pak,1980,32536000000
pak,1981,38138000000
pak,1982,41910000000
pak,1983,48621000000
pak,1984,54708000000
pak,1985,61677000000
pak,1986,69077000000
pak,1987,78723000000
pak,1988,86655000000
pak,1989,107267000000
pak,1990,119140000000
pak,1991,140151000000
pak,1992,182216000000
pak,1993,207945000000
pak,1994,229683000000
pak,1995,259312000000
pak,1996,305604000000
pak,1997,344026000000
pak,1998,343267000000
pak,1999,347165000000
pak,2000,616731000000
pak,2001,668432000000
pak,2002,651565000000
pak,2003,730186000000
pak,2004,804821000000
pak,2005,1002962000000
pak,2006,1258811140000
pak,2007,1322110530000
pak,2008,1534455150000
pak,2009,1671902020000
pak,2010,1703942020000
pak,2011,1844644160000
pak,2012,2106162410000
pak,2013,2487401000000
pak,2014,2690829000000
pak,2015,3128071000000
pak,2016,3234032000000
pak,2017,3557130000000
pak,2018,4087129000000
pak,2019,4447602000000
pak,2020,4708323000000
pan,1960,55616000
pan,1961,66086200
pan,1962,68900800
pan,1963,78357800
pan,1964,70251800
pan,1965,87814700
pan,1966,136900900
pan,1967,139377800
pan,1968,157616200
pan,1969,177205700
pan,1970,211543500
pan,1971,263268800
pan,1972,230111600
pan,1973,348483100
pan,1974,326599200
pan,1975,300515500
pan,1976,243927100
pan,1977,191870100
pan,1978,280068500
pan,1979,449281200
pan,1980,567984300
pan,1981,824921800
pan,1982,807937800
pan,1983,687852100
pan,1984,529988000
pan,1985,692751400
pan,1986,817191900
pan,1987,1033302400
pan,1988,303861200
pan,1989,242022100
pan,1990,429717100
pan,1991,760360800
pan,1992,1092528700
pan,1993,1562310600
pan,1994,1749025800
pan,1995,1872268700
pan,1996,2025671900
pan,1997,2215129100
pan,1998,2728639900
pan,1999,3021498400
pan,2000,2802325200
pan,2001,2034008600
pan,2002,1890537500
pan,2003,2476926800
pan,2004,2629272400
pan,2005,2992051200
pan,2006,3553699500
pan,2007,5280600000
pan,2008,7050200000
pan,2009,6739400000
pan,2010,7128800000
pan,2011,8089700000
pan,2012,10857500000
pan,2013,13051300000
pan,2014,16519400000
pan,2015,18344500000
pan,2016,17704500000
pan,2017,20796982335.1521
pan,2018,21090357801.2638
pan,2019,20845659256.1561
pan,2020,11439218208.4327
per,1979,177.09389
per,1980,905.59375
per,1981,1811.1875
per,1982,2918.02431
per,1983,3622.375
per,1984,6942.88542
per,1985,18212.49654
per,1986,38437.42364
per,1987,78484.79174
png,1980,231100000
png,1981,305100000
png,1982,456600100
png,1983,505499900
png,1984,404500000
png,1985,294200100
png,1986,373300000
png,1987,400300000
png,1988,579500000
png,1989,646200100
png,1990,615300100
png,1991,839899900
png,1992,699400000
png,1993,687500000
pol,1995,50753000000
pol,1996,70752000000
pol,1997,98062000000
pol,1998,124676000000
pol,1999,143072000000
pol,2000,155676000000
pol,2001,137733000000
pol,2002,126426000000
pol,2003,130027000000
pol,2004,144099000000
pol,2005,154452000000
pol,2006,176996000000
pol,2007,214904000000
pol,2008,236437000000
pol,2009,225956000000
pol,2010,211232000000
pol,2011,230049000000
pol,2012,243462000000
pol,2013,241549000000
pol,2014,259247900000
pol,2015,279891000000
pol,2016,273819000000
pol,2017,273437000000
pol,2018,287703000000
pol,2019,321358000000
pol,2020,281896000000
pri,2011,8521600000
pri,2012,9134200000
pri,2013,8732500000
pri,2014,8272300000
pri,2015,8045900000
pri,2016,7697500000
pri,2017,7708900000
pri,2018,14827700000
pri,2019,14513200000
pri,2020,11324800000
pyf,2019,102900000000
rou,1995,1293880000
rou,1996,2161647900
rou,1997,4889934000
rou,1998,6288106500
rou,1999,9045319300
rou,2000,12672702700
rou,2001,21470582300
rou,2002,27748652500
rou,2003,36694845000
rou,2004,47630779400
rou,2005,58814113900
rou,2006,73203496300
rou,2007,124225716900
rou,2008,166307488700
rou,2009,107443028000
rou,2010,107563137100
rou,2011,121633207600
rou,2012,134361242300
rou,2013,128588401800
rou,2014,134687633100
rou,2015,139618058200
rou,2016,147365549500
rou,2017,170278809500
rou,2018,175039339800
rou,2019,204659168000
rus,1995,267727900000
rus,1996,357445400000
rus,1997,386426900000
rus,1998,346598000000
rus,1999,605566900000
rus,2000,1104597600000
rus,2001,1501471400000
rus,2002,1674955300000
rus,2003,2107265000000
rus,2004,2742200000000
rus,2005,3030478900000
rus,2006,3986101400000
rus,2007,5517042100000
rus,2008,8330088900000
rus,2009,8450877000000
rus,2010,9187117300000
rwa,1965,0
rwa,1966,0
rwa,1967,0
rwa,1968,0
rwa,1987,14037000200
rwa,1988,14312999900
rwa,1989,15377000400
rwa,1990,18619000800
rwa,1991,16789000200
rwa,1992,27587000300
rwa,1993,25781000200
rwa,1994,12115000300
rwa,1995,27399999500
rwa,1996,39404998700
rwa,1997,45599998000
rwa,1998,49700003800
sdn,1976,203000
sdn,1977,147500
sdn,1978,157500
sdn,1979,177500
sdn,1980,172300
sdn,1981,537500
sdn,1982,1026400
sdn,1983,1254300
sdn,1984,1325700
sdn,1985,1550600
sdn,1986,2094000
sdn,1987,3011000
sdn,1991,29800000
sdn,1992,79250000
sdn,1993,201550000
sdn,1994,369300000
sdn,1995,401000000
sdn,1996,1298362800
sdn,1997,1558910500
sdn,1998,2154361600
sdn,1999,2468860300
sdn,2000,5042603800
sen,1968,15241018948.9934
sen,1969,18854868737.8602
sen,1970,22782966361.4258
sen,1971,30639161711.9465
sen,1972,26711064088.3809
sen,1973,28125179241.1357
sen,1974,47608543545.0038
sen,1975,53736375908.071
sen,1976,49179782615.108
sen,1977,49808278284.5055
sen,1978,53893499825.4204
sen,1979,75105227116.742
sen,1980,75899302762.7843
sen,1981,110933318898.758
sen,1982,186110197249.367
sen,1983,189800191764.03
sen,1984,206014681414.62296
sen,1985,211866233420.47696
sen,1986,149680291978.41299
sen,1987,179429738961.461
sen,1988,201472357741.92896
sen,1989,208154663068.716
sen,1990,224000656058.42096
sen,1991,228396256700
sen,1992,232286551400
sen,1993,241641513600
sen,1994,401806628500
sen,1995,374103909900
sen,1996,424847546600
sen,1997,406009078900
sen,1998,552441573100
sen,1999,532858085800
sen,2000,656039902800
sen,2001,704727759000
sen,2002,761718723300
sen,2003,645619647600
sen,2004,650534902600
sen,2005,762465811600
sen,2006,912395405700
sen,2007,986317115800
sen,2008,1239190143900
sen,2009,1040270169500
sen,2010,960014145700
sen,2011,1259085953800
sen,2012,1313789196200
sen,2013,1513325272700
sen,2014,1692139000000
sen,2015,1761934000000
sen,2016,1913536635100
sen,2017,2318687695800
sen,2018,2829169966800
sen,2019,3093512761000
sen,2020,2999564829800
sgp,1960,145100000
sgp,1961,209000000
sgp,1962,248400000
sgp,1963,294700000
sgp,1964,361400000
sgp,1965,432900000
sgp,1966,435000000
sgp,1967,531900000
sgp,1968,722100000
sgp,1969,1037200000
sgp,1970,1521200000
sgp,1971,2087000000
sgp,1972,2380100000
sgp,1973,2885700000
sgp,1974,3725700000
sgp,1975,3451900000
sgp,1976,3546600000
sgp,1977,3557900000
sgp,1978,4355900000
sgp,1979,5710100000
sgp,1980,7717200000
sgp,1981,9666000000
sgp,1982,11086800000
sgp,1983,11739300000
sgp,1984,12927000000
sgp,1985,10668100000
sgp,1986,8253000000
sgp,1987,9351700000
sgp,1988,12242100000
sgp,1989,15648100000
sgp,1990,17943600000
sgp,1991,20283900000
sgp,1992,23858800000
sgp,1993,27249100000
sgp,1994,29407300000
sgp,1995,33275700000
sgp,1996,42486100000
sgp,1997,45909900000
sgp,1998,42349500000
sgp,1999,38461600000
sgp,2000,42586500000
sgp,2001,38469700000
sgp,2002,34505600000
sgp,2003,32253800000
sgp,2004,37977300000
sgp,2005,40303300000
sgp,2006,46512700000
sgp,2007,58289100000
sgp,2008,65737700000
sgp,2009,67491100000
sgp,2010,69012400000
sgp,2011,73246700000
sgp,2012,80966800000
sgp,2013,89202700000
sgp,2014,92762200000
sgp,2015,93554700000
sgp,2016,90937000000
sgp,2017,97442200000
sgp,2018,93448900000
sgp,2019,95308700000
sgp,2020,83777800000
sle,1980,110164000
sle,1981,151204400
sle,1982,114705100
sle,1983,151362100
sle,1984,232073000
sle,1985,292779700
sle,1986,453098400
sle,1987,1414617700
sle,1988,1327430800
sle,1989,3202454800
sle,1990,8027000000
sle,1991,14581000000
sle,1992,16131000000
sle,1993,23380000000
sle,1994,24436000000
sle,1995,24054000000
sle,1996,66940000000
sle,1997,12186000000
sle,1998,51812000000
sle,1999,28967000000
sle,2000,68864000000
sle,2001,138975000000
sle,2002,178184000000
sle,2003,204999000000
sle,2004,225088000000
sle,2005,306066000000
sle,2006,510288200000
sle,2007,539366200000
sle,2008,608504687700
sle,2009,724646048600
sle,2010,3072429853100
sle,2011,3323004532100
sle,2012,2837933321800
sle,2013,1885159585000
sle,2014,1905142460100
sle,2015,2149549406500
sle,2016,2835630666700
sle,2017,3180924000000
sle,2018,2814645000000
sle,2019,2955936000000
sle,2020,3014852700000
