geo,time,en_atm_meth_kt_ce
mar,2006,13430
mar,2007,13650
mar,2008,14030
mar,2009,14330
mar,2010,14810
mar,2011,15460
mar,2012,15770
mar,2013,16220
mar,2014,16660
mar,2015,16980
mar,2016,17200
mar,2017,17390
mar,2018,17670
mda,1990,5710
mda,1991,5690
mda,1992,5190
mda,1993,4810
mda,1994,5060
mda,1995,4950
mda,1996,4990
mda,1997,4440
mda,1998,4070
mda,1999,4070
mda,2000,3900
mda,2001,3640
mda,2002,3690
mda,2003,3740
mda,2004,3670
mda,2005,3570
mda,2006,3460
mda,2007,3510
mda,2008,3340
mda,2009,3270
mda,2010,3300
mda,2011,3340
mda,2012,3330
mda,2013,3330
mda,2014,3380
mda,2015,3390
mda,2016,3370
mda,2017,3370
mda,2018,3310
mdg,1990,17120
mdg,1991,17130
mdg,1992,17400
mdg,1993,17760
mdg,1994,17490
mdg,1995,17640
mdg,1996,17680
mdg,1997,17700
mdg,1998,18170
mdg,1999,18030
mdg,2000,17830
mdg,2001,17030
mdg,2002,16130
mdg,2003,17200
mdg,2004,16730
mdg,2005,18790
mdg,2006,18210
mdg,2007,18830
mdg,2008,18190
mdg,2009,18490
mdg,2010,18400
mdg,2011,17890
mdg,2012,18410
mdg,2013,17090
mdg,2014,17390
mdg,2015,17280
mdg,2016,17810
mdg,2017,16520
mdg,2018,17470
mdv,1990,40
mdv,1991,50
mdv,1992,50
mdv,1993,50
mdv,1994,50
mdv,1995,50
mdv,1996,50
mdv,1997,60
mdv,1998,60
mdv,1999,60
mdv,2000,60
mdv,2001,60
mdv,2002,70
mdv,2003,70
mdv,2004,70
mdv,2005,70
mdv,2006,80
mdv,2007,80
mdv,2008,90
mdv,2009,90
mdv,2010,90
mdv,2011,100
mdv,2012,100
mdv,2013,110
mdv,2014,110
mdv,2015,120
mdv,2016,120
mdv,2017,130
mdv,2018,130
mex,1990,86800
mex,1991,87400
mex,1992,86840
mex,1993,94680
mex,1994,95270
mex,1995,96250
mex,1996,100680
mex,1997,104940
mex,1998,107070
mex,1999,102950
mex,2000,105230
mex,2001,103990
mex,2002,104990
mex,2003,107690
mex,2004,106610
mex,2005,108600
mex,2006,112570
mex,2007,119140
mex,2008,133990
mex,2009,132720
mex,2010,128720
mex,2011,129500
mex,2012,122780
mex,2013,122230
mex,2014,131150
mex,2015,140460
mex,2016,141710
mex,2017,143310
mex,2018,144610
mhl,1991,30
mhl,1992,30
mhl,1993,30
mhl,1994,30
mhl,1995,30
mhl,1996,30
mhl,1997,30
mhl,1998,30
mhl,1999,30
mhl,2000,30
mhl,2001,30
mhl,2002,30
mhl,2003,30
mhl,2004,30
mhl,2005,30
mhl,2006,30
mhl,2007,30
mhl,2008,30
mhl,2009,30
mhl,2010,30
mhl,2011,30
mhl,2012,30
mhl,2013,30
mhl,2014,30
mhl,2015,30
mhl,2016,30
mhl,2017,30
mhl,2018,30
mkd,1990,2670
mkd,1991,2620
mkd,1992,2410
mkd,1993,2430
mkd,1994,2350
mkd,1995,2390
mkd,1996,2390
mkd,1997,2360
mkd,1998,2330
mkd,1999,2230
mkd,2000,2280
mkd,2001,2240
mkd,2002,2210
mkd,2003,2330
mkd,2004,2370
mkd,2005,2320
mkd,2006,2350
mkd,2007,2350
mkd,2008,2400
mkd,2009,2340
mkd,2010,2380
mkd,2011,2430
mkd,2012,2380
mkd,2013,2390
mkd,2014,2420
mkd,2015,2460
mkd,2016,2490
mkd,2017,2520
mkd,2018,2520
mli,1990,9140
mli,1991,9110
mli,1992,9130
mli,1993,9250
mli,1994,9430
mli,1995,9670
mli,1996,10340
mli,1997,10650
mli,1998,11390
mli,1999,12280
mli,2000,12840
mli,2001,12780
mli,2002,13050
mli,2003,13620
mli,2004,14780
mli,2005,15360
mli,2006,15290
mli,2007,15900
mli,2008,16660
mli,2009,16680
mli,2010,17860
mli,2011,18230
mli,2012,18680
mli,2013,19320
mli,2014,19580
mli,2015,20250
mli,2016,22060
mli,2017,22530
mli,2018,23290
mlt,1990,160
mlt,1991,160
mlt,1992,180
mlt,1993,180
mlt,1994,190
mlt,1995,180
mlt,1996,190
mlt,1997,200
mlt,1998,200
mlt,1999,210
mlt,2000,220
mlt,2001,220
mlt,2002,230
mlt,2003,240
mlt,2004,240
mlt,2005,260
mlt,2006,260
mlt,2007,270
mlt,2008,190
mlt,2009,200
mlt,2010,210
mlt,2011,190
mlt,2012,200
mlt,2013,190
mlt,2014,200
mlt,2015,210
mlt,2016,220
mlt,2017,220
mlt,2018,220
mmr,1990,40140
mmr,1991,39610
mmr,1992,41790
mmr,1993,43700
mmr,1994,44910
mmr,1995,46470
mmr,1996,46010
mmr,1997,44900
mmr,1998,45610
mmr,1999,49150
mmr,2000,50000
mmr,2001,50970
mmr,2002,51480
mmr,2003,52750
mmr,2004,54710
mmr,2005,57360
mmr,2006,60640
mmr,2007,62010
mmr,2008,62830
mmr,2009,63670
mmr,2010,64630
mmr,2011,62750
mmr,2012,62740
mmr,2013,63510
mmr,2014,64500
mmr,2015,65940
mmr,2016,67010
mmr,2017,67120
mmr,2018,65790
mne,1990,960
mne,1991,940
mne,1992,830
mne,1993,830
mne,1994,810
mne,1995,850
mne,1996,850
mne,1997,840
mne,1998,830
mne,1999,800
mne,2000,730
mne,2001,710
mne,2002,700
mne,2003,700
mne,2004,690
mne,2005,650
mne,2006,700
mne,2007,740
mne,2008,780
mne,2009,830
mne,2010,870
mne,2011,830
mne,2012,840
mne,2013,830
mne,2014,840
mne,2015,840
mne,2016,830
mne,2017,830
mne,2018,820
mng,1990,8920
mng,1991,9200
mng,1992,9010
mng,1993,8890
mng,1994,8750
mng,1995,9410
mng,1996,9980
mng,1997,10530
mng,1998,10830
mng,1999,11260
mng,2000,11420
mng,2001,9780
mng,2002,7950
mng,2003,7970
mng,2004,7620
mng,2005,8370
mng,2006,9320
mng,2007,10620
mng,2008,10830
mng,2009,11100
mng,2010,9050
mng,2011,10390
mng,2012,11680
mng,2013,12570
mng,2014,14390
mng,2015,16010
mng,2016,17010
mng,2017,17950
mng,2018,17860
moz,1990,10600
moz,1991,10640
moz,1992,10700
moz,1993,10770
moz,1994,10810
moz,1995,10900
moz,1996,10820
moz,1997,10170
moz,1998,11200
moz,1999,10810
moz,2000,10210
moz,2001,11380
moz,2002,12450
moz,2003,12560
moz,2004,12400
moz,2005,13600
moz,2006,13100
moz,2007,13850
moz,2008,14380
moz,2009,13250
moz,2010,14250
moz,2011,14110
moz,2012,15080
moz,2013,15850
moz,2014,16360
moz,2015,16100
moz,2016,15590
moz,2017,15830
moz,2018,16850
mrt,1990,4040
mrt,1991,4200
mrt,1992,4120
mrt,1993,4270
mrt,1994,4210
mrt,1995,4240
mrt,1996,4480
mrt,1997,4690
mrt,1998,4880
mrt,1999,5150
mrt,2000,5350
mrt,2001,5420
mrt,2002,5480
mrt,2003,5590
mrt,2004,5530
mrt,2005,5610
mrt,2006,5820
mrt,2007,5800
mrt,2008,5400
mrt,2009,5790
mrt,2010,6120
mrt,2011,6160
mrt,2012,6310
mrt,2013,6440
mrt,2014,6630
mrt,2015,6700
mrt,2016,7040
mrt,2017,6860
mrt,2018,6830
mus,1990,890
mus,1991,900
mus,1992,910
mus,1993,920
mus,1994,930
mus,1995,950
mus,1996,1040
mus,1997,1130
mus,1998,1220
mus,1999,1320
mus,2000,1410
mus,2001,1530
mus,2002,1460
mus,2003,1510
mus,2004,1520
mus,2005,1510
mus,2006,1590
mus,2007,1620
mus,2008,1640
mus,2009,1670
mus,2010,1700
mus,2011,1730
mus,2012,1760
mus,2013,1800
mus,2014,1830
mus,2015,1860
mus,2016,1880
mus,2017,1910
mus,2018,1930
mwi,1990,8640
mwi,1991,7760
mwi,1992,6870
mwi,1993,6000
mwi,1994,5030
mwi,1995,5280
mwi,1996,5400
mwi,1997,5460
mwi,1998,5680
mwi,1999,5750
mwi,2000,5930
mwi,2001,6190
mwi,2002,6520
mwi,2003,6880
mwi,2004,7120
mwi,2005,7480
mwi,2006,7330
mwi,2007,7280
mwi,2008,7280
mwi,2009,7160
mwi,2010,7190
mwi,2011,7730
mwi,2012,8320
mwi,2013,8860
mwi,2014,9420
mwi,2015,10050
mwi,2016,10330
mwi,2017,10530
mwi,2018,11020
mys,1990,27250
mys,1991,27860
mys,1992,28690
mys,1993,29620
mys,1994,30660
mys,1995,31330
mys,1996,32110
mys,1997,32960
mys,1998,33670
mys,1999,34350
mys,2000,35190
mys,2001,35810
mys,2002,36690
mys,2003,37610
mys,2004,38600
mys,2005,39450
mys,2006,40090
mys,2007,41020
mys,2008,41540
mys,2009,42270
mys,2010,42720
mys,2011,43310
mys,2012,43890
mys,2013,44800
mys,2014,45350
mys,2015,46060
mys,2016,46250
mys,2017,46460
mys,2018,46580
nam,1990,4570
nam,1991,4690
nam,1992,4610
nam,1993,4460
nam,1994,4440
nam,1995,4430
nam,1996,4300
nam,1997,4230
nam,1998,4570
nam,1999,4630
nam,2000,5080
nam,2001,4880
nam,2002,4360
nam,2003,4640
nam,2004,4810
nam,2005,5210
nam,2006,5690
nam,2007,5350
nam,2008,4530
nam,2009,5880
nam,2010,5530
nam,2011,7810
nam,2012,8540
nam,2013,5090
nam,2014,4720
nam,2015,4610
nam,2016,4970
nam,2017,4960
nam,2018,4510
ner,1990,9040
ner,1991,9420
ner,1992,9800
ner,1993,10270
ner,1994,10680
ner,1995,11110
ner,1996,11600
ner,1997,12090
ner,1998,12560
ner,1999,13080
ner,2000,13660
ner,2001,14220
ner,2002,14760
ner,2003,15350
ner,2004,15980
ner,2005,16570
ner,2006,17230
ner,2007,18030
ner,2008,18820
ner,2009,19670
ner,2010,19550
ner,2011,20840
ner,2012,22200
ner,2013,23690
ner,2014,25140
ner,2015,26520
ner,2016,27620
ner,2017,28690
ner,2018,29860
nga,1990,113180
nga,1991,115210
nga,1992,116080
nga,1993,117230
nga,1994,119250
nga,1995,112560
nga,1996,106920
nga,1997,102020
nga,1998,96980
nga,1999,91240
nga,2000,85330
nga,2001,88060
nga,2002,91170
nga,2003,94770
nga,2004,98380
nga,2005,102790
nga,2006,103860
nga,2007,104140
nga,2008,104600
nga,2009,103950
nga,2010,107050
nga,2011,111970
nga,2012,115840
nga,2013,118320
nga,2014,121000
nga,2015,123320
nga,2016,126910
nga,2017,126830
nga,2018,127900
nic,1990,5880
nic,1991,4890
nic,1992,5340
nic,1993,5900
nic,1994,5950
nic,1995,5320
nic,1996,5230
nic,1997,5680
nic,1998,5610
nic,1999,6490
nic,2000,6740
nic,2001,6800
nic,2002,6930
nic,2003,7270
nic,2004,7080
nic,2005,7390
nic,2006,7460
nic,2007,7480
nic,2008,7540
nic,2009,7620
nic,2010,7780
nic,2011,8370
nic,2012,8630
nic,2013,9010
nic,2014,9380
nic,2015,9690
nic,2016,9680
nic,2017,9510
nic,2018,9830
nld,1990,31700
nld,1991,32040
nld,1992,31560
nld,1993,30980
nld,1994,30250
nld,1995,29630
nld,1996,28990
nld,1997,27530
nld,1998,26590
nld,1999,25500
nld,2000,24400
nld,2001,23760
nld,2002,22680
nld,2003,21880
nld,2004,21400
nld,2005,20130
nld,2006,19550
nld,2007,19730
nld,2008,20190
nld,2009,19940
nld,2010,19910
nld,2011,19300
nld,2012,18890
nld,2013,18880
nld,2014,18700
nld,2015,19000
nld,2016,18830
nld,2017,17960
nld,2018,17260
nor,1990,5850
nor,1991,5900
nor,1992,6000
nor,1993,6070
nor,1994,6130
nor,1995,6090
nor,1996,6130
nor,1997,6160
nor,1998,5960
nor,1999,5760
nor,2000,5850
nor,2001,5880
nor,2002,5710
nor,2003,5780
nor,2004,5770
nor,2005,5520
nor,2006,5410
nor,2007,5490
nor,2008,5310
nor,2009,5290
nor,2010,5320
nor,2011,5210
nor,2012,5130
nor,2013,5100
nor,2014,5160
nor,2015,5070
nor,2016,4990
nor,2017,4930
nor,2018,4850
npl,1990,16630
npl,1991,16720
npl,1992,16520
npl,1993,17200
npl,1994,17570
npl,1995,18490
npl,1996,19210
npl,1997,19850
npl,1998,20520
npl,1999,21210
npl,2000,21840
npl,2001,22070
npl,2002,22450
npl,2003,22880
npl,2004,23320
npl,2005,23710
npl,2006,24130
npl,2007,24370
npl,2008,25130
npl,2009,25740
npl,2010,26050
npl,2011,26950
npl,2012,27890
npl,2013,28390
npl,2014,29070
npl,2015,29430
npl,2016,29720
npl,2017,30510
npl,2018,30800
nru,1990,0
nru,1991,0
nru,1992,0
nru,1993,0
nru,1994,0
nru,1995,0
nru,1996,0
nru,1997,0
nru,1998,0
nru,1999,0
nru,2000,0
nru,2001,0
nru,2002,0
nru,2003,0
nru,2004,0
nru,2005,0
nru,2006,0
nru,2007,0
nru,2008,0
nru,2009,0
nru,2010,0
nru,2011,0
nru,2012,0
nru,2013,0
nru,2014,0
nru,2015,0
nru,2016,0
nru,2017,0
nru,2018,0
nzl,1990,32830
nzl,1991,32230
nzl,1992,31930
nzl,1993,31840
nzl,1994,32770
nzl,1995,33540
nzl,1996,33260
nzl,1997,33340
nzl,1998,32750
nzl,1999,33150
nzl,2000,32590
nzl,2001,32880
nzl,2002,33610
nzl,2003,33690
nzl,2004,33620
nzl,2005,33570
nzl,2006,33830
nzl,2007,33470
nzl,2008,32950
nzl,2009,33330
nzl,2010,33350
nzl,2011,33190
nzl,2012,33550
nzl,2013,33370
nzl,2014,33670
nzl,2015,32810
nzl,2016,32810
nzl,2017,32630
nzl,2018,32530
omn,1990,2600
omn,1991,2740
omn,1992,2870
omn,1993,3010
omn,1994,3150
omn,1995,3280
omn,1996,3380
omn,1997,3490
omn,1998,3600
omn,1999,3730
omn,2000,3820
omn,2001,3800
omn,2002,3760
omn,2003,3740
omn,2004,3700
omn,2005,3690
omn,2006,3820
omn,2007,3950
omn,2008,4070
omn,2009,4200
omn,2010,4340
omn,2011,4490
omn,2012,4640
omn,2013,4980
omn,2014,5130
omn,2015,5280
omn,2016,5340
omn,2017,5400
omn,2018,5460
pak,1990,70350
pak,1991,71670
pak,1992,72640
pak,1993,74850
pak,1994,76110
pak,1995,77770
pak,1996,81420
pak,1997,83560
pak,1998,85890
pak,1999,88410
pak,2000,89830
pak,2001,91100
pak,2002,93780
pak,2003,97040
pak,2004,99590
pak,2005,102450
pak,2006,109300
pak,2007,112110
pak,2008,116860
pak,2009,119810
pak,2010,119250
pak,2011,125320
pak,2012,127770
pak,2013,132760
pak,2014,136690
pak,2015,139810
pak,2016,143280
pak,2017,147540
pak,2018,151020
pan,1990,4270
pan,1991,4340
pan,1992,4440
pan,1993,4510
pan,1994,4600
pan,1995,4500
pan,1996,4340
pan,1997,4080
pan,1998,3980
pan,1999,3830
pan,2000,3670
pan,2001,4010
pan,2002,4100
pan,2003,4140
pan,2004,4170
pan,2005,4320
pan,2006,4420
pan,2007,4440
pan,2008,4640
pan,2009,4760
pan,2010,4860
pan,2011,5060
pan,2012,5140
pan,2013,5220
pan,2014,5170
pan,2015,5140
pan,2016,5230
pan,2017,5260
pan,2018,5390
per,1990,17240
per,1991,17050
per,1992,17030
per,1993,17130
per,1994,18260
per,1995,19640
per,1996,20690
per,1997,21630
per,1998,22850
per,1999,24680
per,2000,25580
per,2001,25800
per,2002,26350
per,2003,26680
per,2004,26650
per,2005,27730
per,2006,27740
per,2007,28150
per,2008,28610
per,2009,29110
per,2010,29330
per,2011,29550
per,2012,29920
per,2013,30110
per,2014,30270
per,2015,30600
per,2016,30920
per,2017,31110
per,2018,31410
phl,1990,45770
phl,1991,46870
phl,1992,45220
phl,1993,46490
phl,1994,49970
phl,1995,51680
phl,1996,54000
phl,1997,53950
phl,1998,48910
phl,1999,56340
phl,2000,57180
phl,2001,57920
phl,2002,58400
phl,2003,58680
phl,2004,60240
phl,2005,60080
phl,2006,60760
phl,2007,61870
phl,2008,63330
phl,2009,64070
phl,2010,62450
phl,2011,63680
phl,2012,64950
phl,2013,65610
phl,2014,65770
phl,2015,65410
phl,2016,64990
phl,2017,67430
phl,2018,67660
plw,1991,10
plw,1992,10
plw,1993,10
plw,1994,10
plw,1995,10
plw,1996,10
plw,1997,10
plw,1998,20
plw,1999,20
plw,2000,20
plw,2001,20
plw,2002,20
plw,2003,20
plw,2004,20
plw,2005,20
plw,2006,20
plw,2007,20
plw,2008,20
plw,2009,20
plw,2010,20
plw,2011,20
plw,2012,20
plw,2013,20
plw,2014,20
plw,2015,20
plw,2016,20
plw,2017,20
plw,2018,20
png,1990,3270
png,1991,4260
png,1992,5280
png,1993,6310
png,1994,7330
png,1995,8360
png,1996,8120
png,1997,8010
png,1998,7750
png,1999,7560
png,2000,7350
png,2001,7220
png,2002,7130
png,2003,6960
png,2004,6850
png,2005,6530
png,2006,6600
png,2007,6530
png,2008,6540
png,2009,6570
png,2010,6590
png,2011,7480
png,2012,8400
png,2013,9280
png,2014,10240
png,2015,11200
png,2016,11130
png,2017,11190
png,2018,11310
pol,1990,67020
pol,1991,62280
pol,1992,60610
pol,1993,58740
pol,1994,58030
pol,1995,56760
pol,1996,55930
pol,1997,55740
pol,1998,53490
pol,1999,52440
pol,2000,51250
pol,2001,52880
pol,2002,51290
pol,2003,51590
pol,2004,51080
pol,2005,51520
pol,2006,51670
pol,2007,50900
pol,2008,50580
pol,2009,49270
pol,2010,49400
pol,2011,48080
pol,2012,47540
pol,2013,47670
pol,2014,47090
pol,2015,47480
pol,2016,46800
pol,2017,47240
pol,2018,47540
prk,1990,30550
prk,1991,28860
prk,1992,27330
prk,1993,25780
prk,1994,24260
prk,1995,22730
prk,1996,20990
prk,1997,19640
prk,1998,18250
prk,1999,16960
prk,2000,15440
prk,2001,15830
prk,2002,16090
prk,2003,15730
prk,2004,15340
prk,2005,15000
prk,2006,15590
prk,2007,16170
prk,2008,16700
prk,2009,17300
prk,2010,17890
prk,2011,18110
prk,2012,18310
prk,2013,18390
prk,2014,18460
prk,2015,18390
prk,2016,18510
prk,2017,18650
prk,2018,18710
prt,1990,11140
prt,1991,11230
prt,1992,11320
prt,1993,11290
prt,1994,11690
prt,1995,11900
prt,1996,12040
prt,1997,12220
prt,1998,12460
prt,1999,12540
prt,2000,12540
prt,2001,12330
prt,2002,12560
prt,2003,12850
prt,2004,12980
prt,2005,12580
prt,2006,12410
prt,2007,12270
prt,2008,11820
prt,2009,11640
prt,2010,11570
prt,2011,11880
prt,2012,11630
prt,2013,11430
prt,2014,11410
prt,2015,11440
prt,2016,11380
prt,2017,11510
prt,2018,11320
pry,1990,17510
pry,1991,16650
pry,1992,17170
pry,1993,18360
pry,1994,19310
pry,1995,20510
pry,1996,20250
pry,1997,20500
pry,1998,20780
pry,1999,21060
pry,2000,20800
pry,2001,21860
pry,2002,21220
pry,2003,22670
pry,2004,21520
pry,2005,22310
pry,2006,22570
pry,2007,23820
pry,2008,23410
pry,2009,25030
pry,2010,26150
pry,2011,26680
pry,2012,27920
pry,2013,28470
pry,2014,29860
pry,2015,29620
pry,2016,29400
pry,2017,30100
pry,2018,29070
qat,1990,1370
qat,1991,1460
qat,1992,1550
qat,1993,1650
qat,1994,1740
qat,1995,1820
qat,1996,1910
qat,1997,2000
qat,1998,2080
qat,1999,2170
qat,2000,2260
qat,2001,2400
qat,2002,2580
qat,2003,2770
qat,2004,2950
qat,2005,3100
qat,2006,3550
qat,2007,4190
qat,2008,4630
qat,2009,5100
qat,2010,5540
qat,2011,5970
qat,2012,6390
qat,2013,6820
qat,2014,7180
qat,2015,7690
qat,2016,7890
qat,2017,8080
qat,2018,8110
rou,1990,51660
rou,1991,44820
rou,1992,40270
rou,1993,37250
rou,1994,37690
rou,1995,37080
rou,1996,37110
rou,1997,35480
rou,1998,33020
rou,1999,32130
rou,2000,32950
rou,2001,34920
rou,2002,33640
rou,2003,33450
rou,2004,32360
rou,2005,31680
rou,2006,30910
rou,2007,29440
rou,2008,29280
rou,2009,27920
rou,2010,27230
rou,2011,25490
rou,2012,25650
rou,2013,25490
rou,2014,25380
rou,2015,25110
rou,2016,24470
rou,2017,24130
rou,2018,23780
rus,1990,929970
rus,1991,863520
rus,1992,780890
rus,1993,724720
rus,1994,666920
rus,1995,639730
rus,1996,622220
rus,1997,610380
rus,1998,597720
rus,1999,598700
rus,2000,617060
rus,2001,642040
rus,2002,669090
rus,2003,719380
rus,2004,752800
rus,2005,765480
rus,2006,780690
rus,2007,791130
rus,2008,793090
rus,2009,774470
rus,2010,801360
rus,2011,814670
rus,2012,824270
rus,2013,825640
rus,2014,830220
rus,2015,835560
rus,2016,852550
rus,2017,850170
rus,2018,849570
rwa,1990,2280
rwa,1991,2290
rwa,1992,2250
rwa,1993,2200
rwa,1994,2140
rwa,1995,2000
rwa,1996,2080
rwa,1997,2130
rwa,1998,2230
rwa,1999,2340
rwa,2000,2340
rwa,2001,2440
rwa,2002,2500
rwa,2003,2450
rwa,2004,2320
rwa,2005,2170
rwa,2006,2320
rwa,2007,2410
rwa,2008,2520
rwa,2009,2560
rwa,2010,2690
rwa,2011,2590
rwa,2012,2590
rwa,2013,2630
rwa,2014,2650
rwa,2015,2930
rwa,2016,2820
rwa,2017,2830
rwa,2018,2910
sau,1990,19500
sau,1991,20890
sau,1992,22290
sau,1993,23660
sau,1994,25050
sau,1995,26390
sau,1996,27730
sau,1997,29050
sau,1998,30290
sau,1999,31460
sau,2000,32860
sau,2001,34160
sau,2002,35430
sau,2003,36700
sau,2004,38130
sau,2005,39440
sau,2006,40600
sau,2007,41890
sau,2008,42900
sau,2009,43950
sau,2010,45480
sau,2011,42070
sau,2012,38500
sau,2013,39750
sau,2014,40680
sau,2015,41770
sau,2016,42570
sau,2017,43370
sau,2018,44170
sdn,1990,29270
sdn,1991,30200
sdn,1992,32780
sdn,1993,35040
sdn,1994,36970
sdn,1995,37850
sdn,1996,39050
sdn,1997,40260
sdn,1998,42220
sdn,1999,43390
sdn,2000,45530
sdn,2001,43530
sdn,2002,45890
sdn,2003,47550
sdn,2004,48840
sdn,2005,50780
sdn,2006,49820
sdn,2007,52060
sdn,2008,52370
sdn,2009,53460
sdn,2010,52350
sdn,2011,52450
sdn,2012,55920
sdn,2013,56420
sdn,2014,56720
sdn,2015,57640
sdn,2016,58050
sdn,2017,58410
sdn,2018,58850
sen,1990,6830
sen,1991,7010
sen,1992,7180
sen,1993,7370
sen,1994,7550
sen,1995,7660
sen,1996,7980
sen,1997,7970
sen,1998,7890
sen,1999,8350
sen,2000,8810
sen,2001,8570
sen,2002,8240
sen,2003,8010
sen,2004,8610
sen,2005,8880
sen,2006,9160
sen,2007,8940
sen,2008,9330
sen,2009,9390
sen,2010,9740
sen,2011,9950
sen,2012,9790
sen,2013,10140
sen,2014,10110
sen,2015,10220
sen,2016,10640
sen,2017,10780
sen,2018,10750
sgp,1990,1260
sgp,1991,1260
sgp,1992,1320
sgp,1993,1380
sgp,1994,1440
sgp,1995,1500
sgp,1996,1540
sgp,1997,1590
sgp,1998,1630
sgp,1999,1670
sgp,2000,1710
sgp,2001,1820
sgp,2002,1930
sgp,2003,2040
sgp,2004,2150
sgp,2005,2260
sgp,2006,2440
sgp,2007,2610
sgp,2008,2790
sgp,2009,2960
sgp,2010,3140
sgp,2011,3280
sgp,2012,3420
sgp,2013,3560
sgp,2014,3700
sgp,2015,3840
sgp,2016,3940
sgp,2017,4050
sgp,2018,4150
slb,1990,220
slb,1991,230
slb,1992,240
slb,1993,240
slb,1994,250
slb,1995,250
slb,1996,260
slb,1997,260
slb,1998,270
slb,1999,280
slb,2000,280
slb,2001,290
slb,2002,290
slb,2003,300
slb,2004,310
slb,2005,320
slb,2006,330
slb,2007,330
slb,2008,340
slb,2009,350
slb,2010,350
slb,2011,360
slb,2012,370
slb,2013,380
slb,2014,380
slb,2015,390
slb,2016,400
slb,2017,410
slb,2018,410
sle,1990,2700
sle,1991,2670
sle,1992,2670
sle,1993,2740
sle,1994,2700
sle,1995,2600
sle,1996,2240
sle,1997,2260
sle,1998,2220
sle,1999,2100
sle,2000,2060
sle,2001,2440
sle,2002,2700
sle,2003,3120
sle,2004,3420
sle,2005,3580
sle,2006,4290
sle,2007,3770
sle,2008,3480
sle,2009,3680
sle,2010,3610
sle,2011,3890
sle,2012,4480
sle,2013,4360
sle,2014,4590
sle,2015,4590
sle,2016,4800
sle,2017,4740
sle,2018,4610
slv,1990,3480
slv,1991,3590
slv,1992,3680
slv,1993,3660
slv,1994,3820
slv,1995,3660
slv,1996,3960
slv,1997,3840
slv,1998,3720
slv,1999,3900
slv,2000,3820
slv,2001,4110
slv,2002,4290
slv,2003,4240
slv,2004,4300
slv,2005,4340
slv,2006,4450
slv,2007,4560
slv,2008,4620
slv,2009,4540
slv,2010,4410
slv,2011,4110
slv,2012,4280
slv,2013,3940
slv,2014,4180
slv,2015,4150
slv,2016,4030
slv,2017,3980
slv,2018,3990
som,1990,17570
som,1991,15690
som,1992,14420
som,1993,15700
som,1994,16920
som,1995,17370
som,1996,17770
som,1997,18130
som,1998,18220
som,1999,18450
som,2000,18650
som,2001,19040
som,2002,19310
som,2003,19480
som,2004,19710
som,2005,20020
som,2006,19220
som,2007,18560
som,2008,18610
som,2009,18660
som,2010,18810
som,2011,18960
som,2012,19190
som,2013,19280
som,2014,19420
som,2015,19490
som,2016,19490
som,2017,19400
som,2018,19430
srb,1990,14860
srb,1991,14680
srb,1992,13570
srb,1993,13590
srb,1994,13460
srb,1995,13840
srb,1996,13860
srb,1997,13830
srb,1998,13780
srb,1999,13210
srb,2000,12340
srb,2001,11970
srb,2002,11740
srb,2003,11560
srb,2004,11410
srb,2005,10840
srb,2006,11070
srb,2007,11400
srb,2008,11560
srb,2009,11670
srb,2010,11850
srb,2011,11930
srb,2012,12030
srb,2013,12120
srb,2014,12370
srb,2015,12490
srb,2016,12400
srb,2017,12430
srb,2018,12400
ssd,1990,14980
ssd,1991,15450
ssd,1992,16840
ssd,1993,18050
ssd,1994,19080
ssd,1995,19530
ssd,1996,21960
ssd,1997,24400
ssd,1998,27250
ssd,1999,29670
ssd,2000,32620
ssd,2001,32800
ssd,2002,35370
ssd,2003,37570
ssd,2004,39560
ssd,2005,41910
ssd,2006,42430
ssd,2007,44740
ssd,2008,45970
ssd,2009,47620
ssd,2010,48070
ssd,2011,44600
ssd,2012,43230
ssd,2013,39380
ssd,2014,36380
ssd,2015,33200
ssd,2016,33820
ssd,2017,32780
ssd,2018,34170
stp,1990,40
stp,1991,40
stp,1992,40
stp,1993,40
stp,1994,40
stp,1995,40
stp,1996,40
stp,1997,40
stp,1998,40
stp,1999,40
stp,2000,40
stp,2001,30
stp,2002,30
stp,2003,30
stp,2004,30
stp,2005,20
stp,2006,20
stp,2007,20
stp,2008,20
stp,2009,20
stp,2010,20
stp,2011,20
stp,2012,20
stp,2013,20
stp,2014,30
stp,2015,30
stp,2016,30
stp,2017,30
stp,2018,30
sur,1990,780
sur,1991,860
sur,1992,960
sur,1993,920
sur,1994,960
sur,1995,1000
sur,1996,1020
sur,1997,990
sur,1998,1010
sur,1999,1040
sur,2000,1010
sur,2001,1050
sur,2002,920
sur,2003,1000
sur,2004,1000
sur,2005,940
sur,2006,1010
sur,2007,1040
sur,2008,1120
sur,2009,1270
sur,2010,1310
sur,2011,1350
sur,2012,1330
sur,2013,1350
sur,2014,1400
sur,2015,1380
sur,2016,1400
sur,2017,1390
sur,2018,1370
svk,1990,7850
svk,1991,7690
svk,1992,7270
svk,1993,6740
svk,1994,6310
svk,1995,6150
svk,1996,6230
svk,1997,6040
svk,1998,5920
svk,1999,5700
svk,2000,5400
svk,2001,5280
svk,2002,5200
svk,2003,5130
svk,2004,5140
svk,2005,5030
svk,2006,4830
svk,2007,4700
svk,2008,4780
svk,2009,4540
svk,2010,4640
svk,2011,4770
svk,2012,4290
svk,2013,4450
svk,2014,4210
svk,2015,4320
svk,2016,4380
svk,2017,4360
svk,2018,4360
