geo,time,st_int_dprt
mus,2000,163000
mus,2001,161000
mus,2002,162000
mus,2003,161000
mus,2004,180000
mus,2005,183000
mus,2006,186000
mus,2007,213000
mus,2008,226000
mus,2009,196000
mus,2010,212000
mus,2011,219000
mus,2012,237000
mus,2013,228000
mus,2014,223000
mus,2015,242000
mus,2016,260000
mus,2017,283000
mus,2018,296000
mus,2019,320000
mus,2020,65000
mys,1995,20642000
mys,1996,23333000
mys,1997,26165000
mys,1998,25631000
mys,1999,26067000
mys,2000,30532000
mys,2001,36248000
mys,2002,29866000
mys,2003,32201000
mys,2004,30761000
ncl,1995,59000
ncl,1996,64000
ncl,1997,63000
ncl,1998,68000
ncl,1999,69000
ncl,2000,69000
ncl,2001,68000
ncl,2002,72000
ncl,2003,78000
ncl,2004,89000
ncl,2005,96000
ncl,2006,100000
ncl,2007,106000
ncl,2008,112000
ncl,2009,119000
ncl,2010,132000
ncl,2011,124000
ncl,2012,121000
ncl,2013,121000
ncl,2014,124000
ncl,2015,127000
ncl,2016,134000
ncl,2017,135000
ncl,2018,139000
ncl,2019,144000
ncl,2020,48000
ner,1995,10000
ner,1996,10000
ner,1997,10000
ner,1998,10000
nic,1995,255000
nic,1996,282000
nic,1997,330000
nic,1998,422000
nic,1999,452000
nic,2000,486000
nic,2001,499000
nic,2002,532000
nic,2003,562000
nic,2004,701000
nic,2005,740000
nic,2006,773000
nic,2007,949000
nic,2008,942000
nic,2009,858000
nic,2010,908000
nic,2011,912000
nic,2012,979000
nic,2013,994000
nic,2014,959000
nic,2015,925000
nic,2016,981000
nic,2017,982000
nic,2018,974000
nic,2019,949000
nic,2020,325000
nld,1995,12313000
nld,1996,12807000
nld,1997,12858000
nld,1998,13553000
nld,1999,14184000
nld,2000,13896000
nld,2001,14214000
nld,2002,16719000
nld,2003,16425000
nld,2004,17130000
nld,2005,17039000
nld,2006,16695000
nld,2007,17523000
nld,2008,18399000
nld,2009,18340000
nld,2010,18368000
nld,2011,18560000
nld,2012,18628000
nld,2013,18094000
nld,2014,17928000
nld,2015,17535000
nld,2016,18152000
nld,2017,20763000
nld,2018,20981000
nld,2019,22045000
nor,1995,590000
nor,1996,692000
nor,1997,753000
nor,1999,2271000
nor,2000,2394000
nor,2001,2348000
nor,2002,2629000
nor,2003,2588000
nor,2004,2960000
nor,2005,3166000
nor,2006,3236000
nor,2007,3395000
nor,2009,6640000
nor,2010,7590000
nor,2011,8130000
nor,2012,9250000
nor,2013,9280000
nor,2014,9190000
nor,2015,8750000
nor,2016,8030000
nor,2017,8170000
nor,2018,8110000
nor,2019,8890000
nor,2020,1690000
npl,1995,100000
npl,1996,119000
npl,1997,132000
npl,1998,122000
npl,1999,125000
npl,2000,155000
npl,2001,200000
npl,2002,238000
npl,2003,258000
npl,2004,286000
npl,2005,373000
npl,2006,415000
npl,2007,469000
npl,2008,561000
npl,2009,589000
npl,2010,765000
npl,2011,774000
npl,2012,862000
npl,2013,983000
npl,2017,1197000
nzl,1995,920000
nzl,1996,1093000
nzl,1997,1132000
nzl,1998,1166000
nzl,1999,1185000
nzl,2000,1283000
nzl,2001,1287000
nzl,2002,1293000
nzl,2003,1374000
nzl,2004,1733000
nzl,2005,1872000
nzl,2006,1861000
nzl,2007,1978000
nzl,2008,1967000
nzl,2009,1918000
nzl,2010,2026000
nzl,2011,2096000
nzl,2012,2172000
nzl,2013,2197000
nzl,2014,2276000
nzl,2015,2412000
nzl,2016,2611000
nzl,2017,2853000
nzl,2018,3038000
nzl,2019,3225000
nzl,2020,511000
omn,2005,2496000
omn,2006,2664000
omn,2007,2945000
omn,2008,3100000
omn,2009,2470000
omn,2010,2829000
omn,2011,3341000
omn,2012,3972000
omn,2013,4301000
omn,2014,4727000
omn,2015,5424000
omn,2016,5902000
omn,2017,6368000
omn,2018,5975000
omn,2019,6633000
omn,2020,1657000
pan,1995,185000
pan,1996,188000
pan,1997,194000
pan,1998,211000
pan,1999,221000
pan,2000,216000
pan,2001,200000
pan,2002,200000
pan,2003,227000
pan,2004,256000
pan,2005,285000
pan,2006,284000
pan,2007,314000
pan,2008,369000
pan,2009,336000
pan,2010,392000
pan,2011,414000
pan,2012,447000
pan,2013,619000
pan,2014,853000
pan,2015,965000
pan,2016,1051000
pan,2017,869000
pan,2018,1020000
pan,2019,1226000
pan,2020,401000
per,1995,508000
per,1996,510000
per,1997,577000
per,1998,538000
per,1999,513000
per,2000,730000
per,2001,1060000
per,2002,1232000
per,2003,1433000
per,2004,1635000
per,2005,1841000
per,2006,1857000
per,2007,1915000
per,2008,1913000
per,2009,1891000
per,2010,2058000
per,2011,2132000
per,2012,2296000
per,2013,2364000
per,2014,2442000
per,2015,2595000
per,2016,2751000
per,2017,2875000
per,2018,3078000
per,2019,3275000
per,2020,791000
phl,1995,1615000
phl,1996,2121000
phl,1997,1930000
phl,1998,1817000
phl,1999,1755000
phl,2000,1670000
phl,2001,1787000
phl,2002,1969000
phl,2003,1803000
phl,2004,1920000
phl,2005,2144000
phl,2006,2745000
phl,2007,3066000
phl,2008,3355000
phl,2009,3188000
phl,2014,3488000
phl,2015,5115000
phl,2016,5703000
phl,2020,1483000
plw,1998,9000
png,1995,51000
png,1997,64000
png,1998,65000
png,1999,58000
png,2000,52000
png,2001,38000
png,2002,92000
pol,1995,36387000
pol,1996,44713000
pol,1997,48610000
pol,1998,49328000
pol,1999,55097000
pol,2000,56677000
pol,2001,53122000
pol,2002,45043000
pol,2003,38730000
pol,2004,37226000
pol,2005,40841000
pol,2006,44696000
pol,2007,47561000
pol,2008,50243000
pol,2009,39270000
pol,2010,42760000
pol,2011,43270000
pol,2012,48290000
pol,2013,52580000
pol,2014,35400000
pol,2015,44300000
pol,2016,44500000
pol,2017,46700000
pol,2018,48600000
pol,2019,50600000
pri,1995,1237000
pri,1996,1184000
pri,1997,1251000
pri,1998,1250000
pri,1999,1134000
pri,2000,1259000
pri,2001,1331000
pri,2002,1227000
pri,2003,1272000
pri,2004,1361000
pri,2005,1410000
pri,2006,1468000
pri,2007,1441000
pri,2008,1438000
pri,2009,1116000
pri,2010,980000
pri,2011,924000
pri,2012,876000
pri,2013,839000
pri,2014,793000
pri,2015,746000
pri,2016,789000
pri,2017,792000
prt,2012,1361000
prt,2013,1490000
prt,2014,1502000
prt,2015,1893000
prt,2016,1941000
prt,2017,2195000
prt,2018,2486000
prt,2019,3100000
prt,2020,680000
pry,1995,427000
pry,1996,418000
pry,1997,369000
pry,1998,318000
pry,1999,281000
pry,2000,175000
pry,2001,157000
pry,2002,141000
pry,2003,153000
pry,2004,170000
pry,2005,188000
pry,2006,210000
pry,2007,242000
pry,2008,278000
pry,2009,288000
pry,2010,302000
pry,2011,347000
pry,2012,400000
pry,2013,440000
pry,2014,426000
pry,2015,1008000
pry,2016,1503000
pry,2017,1548000
pry,2018,1266000
pry,2019,1192000
pry,2020,214000
pyf,1995,63000
pyf,1996,65000
pyf,2009,88000
pyf,2010,89000
pyf,2011,84000
pyf,2012,83000
pyf,2014,48000
pyf,2015,55000
pyf,2016,48000
pyf,2017,55000
pyf,2018,47000
pyf,2019,63000
pyf,2020,12000
rou,1995,5737000
rou,1996,5748000
rou,1997,6243000
rou,1998,6893000
rou,1999,6274000
rou,2000,6388000
rou,2001,6408000
rou,2002,5757000
rou,2003,6497000
rou,2004,6972000
rou,2005,7140000
rou,2006,8906000
rou,2007,10980000
rou,2008,13072000
rou,2009,11723000
rou,2010,10905000
rou,2011,10936000
rou,2012,11149000
rou,2013,11364000
rou,2014,12299000
rou,2015,13118000
rou,2016,16128000
rou,2017,19953000
rou,2018,21039000
rou,2019,23066000
rou,2020,9510000
rus,1995,21329000
rus,1996,12260000
rus,1997,11182000
rus,1998,10635000
rus,1999,12631000
rus,2000,18371000
rus,2001,18030000
rus,2002,20428000
rus,2003,20572000
rus,2004,24507000
rus,2005,28416000
rus,2006,29107000
rus,2007,34285000
rus,2008,36538000
rus,2009,34276000
rus,2010,39323000
rus,2011,43726000
rus,2012,47813000
rus,2013,54069000
rus,2014,45889000
rus,2015,34550000
rus,2016,31659000
rus,2017,39629000
rus,2018,41964000
rus,2019,45330000
rus,2020,12361000
sau,2004,4234000
sau,2005,5009000
sau,2006,2336000
sau,2007,4817000
sau,2008,4705000
sau,2009,6467000
sau,2010,18625000
sau,2011,15865399.41406
sau,2012,20084259.76562
sau,2013,22535457.03125
sau,2014,22322601.5625
sau,2015,25054000
sau,2016,27618000
sau,2017,28748000
sau,2018,27425000
sau,2019,27196000
sdn,1995,195000
sgp,1995,2867000
sgp,1996,3305000
sgp,1997,3671000
sgp,1998,3745000
sgp,1999,3971000
sgp,2000,4444000
sgp,2001,4363000
sgp,2002,4399000
sgp,2003,4221000
sgp,2004,5165000
sgp,2005,5159000
sgp,2006,5533000
sgp,2007,6024000
sgp,2008,6828000
sgp,2009,6961000
sgp,2010,7342000
sgp,2011,7753000
sgp,2012,8048000
sgp,2013,8647000
sgp,2014,8903000
sgp,2015,9125000
sgp,2016,9474000
sgp,2017,9889000
sgp,2018,10378000
sgp,2019,10711000
sgp,2020,1543000
sle,1997,6000
sle,1998,7000
sle,1999,13000
sle,2000,13000
sle,2001,20000
sle,2002,27000
sle,2003,13000
sle,2004,28000
sle,2005,63000
sle,2006,67000
sle,2007,71000
sle,2008,73000
sle,2009,72000
sle,2010,76000
sle,2011,99000
sle,2012,104000
sle,2013,111000
sle,2014,93000
sle,2015,61000
sle,2016,92000
sle,2017,110000
sle,2018,112000
sle,2019,122000
slv,1995,348000
slv,1996,492000
slv,1997,627000
slv,1998,868000
slv,1999,787000
slv,2000,923000
slv,2001,933000
slv,2002,1001000
slv,2003,940000
slv,2004,1079000
slv,2005,1239000
slv,2006,1242000
slv,2007,1012000
slv,2009,1345000
slv,2010,1421000
slv,2011,1469000
slv,2012,1462000
slv,2013,1515000
slv,2014,1515000
slv,2015,1618000
slv,2016,1804000
slv,2017,1871000
slv,2018,1788000
slv,2019,1899000
slv,2020,515000
stp,2007,8600.00038
stp,2008,10300.00019
svk,2005,2987000
svk,2006,3149000
svk,2007,3603000
svk,2008,3683000
svk,2009,3230000
svk,2010,2692000
svk,2011,3285000
svk,2012,2689000
svk,2013,2129000
svk,2014,2406000
svk,2015,2777000
svk,2016,3095000
svk,2017,3870000
svk,2018,4662000
svk,2019,5214000
svn,2005,6736000
svn,2006,6814000
svn,2007,5569000
svn,2008,5490000
svn,2009,5575000
svn,2010,5340000
svn,2011,5073000
svn,2012,4465000
svn,2013,4440000
svn,2014,4672000
svn,2015,4909000
svn,2016,5408000
svn,2017,5410000
svn,2018,5409000
svn,2019,6049000
svn,2020,1892000
swe,2017,22121000
swe,2018,19939000
swe,2019,19061000
swe,2020,6081000
swz,2005,1082000
swz,2006,1072000
swz,2007,1130000
swz,2008,1177000
swz,2009,1245000
swz,2010,1141000
swz,2011,1264000
swz,2012,1403000
swz,2013,1573000
swz,2014,1657000
swz,2015,1713000
swz,2016,1789000
swz,2017,1751000
swz,2018,1717000
swz,2019,1721000
swz,2020,488000
syc,1995,31000
syc,1996,29000
syc,1997,30000
syc,1998,31000
syc,1999,32000
syc,2000,36000
syc,2001,41000
syc,2002,53000
syc,2003,50000
syc,2004,48000
syc,2005,52000
syc,2006,55000
syc,2007,58000
syc,2008,54000
syc,2009,49000
syc,2010,59000
syc,2011,48000
syc,2012,45000
syc,2013,47000
syc,2014,50000
syc,2015,56000
syc,2016,68000
syc,2017,74000
syc,2018,72000
syc,2019,76000
syc,2020,19000
syr,1995,1746000
syr,1996,1871000
syr,1997,2299000
syr,1998,2411000
syr,1999,2994000
syr,2000,3863000
syr,2001,3492000
syr,2002,3299000
syr,2003,3997000
syr,2004,4309000
syr,2005,4564000
syr,2006,4042000
syr,2007,4196000
syr,2008,5253000
syr,2009,5215000
syr,2010,6259000
tcd,2008,58000
tcd,2009,66000
tcd,2010,39000
tcd,2011,76000
tcd,2012,79000
tcd,2016,56000
tcd,2017,52000
tcd,2020,5500
tgo,2016,191000
tgo,2017,216000
tgo,2018,236000
tgo,2019,269000
tha,1995,1820000
tha,1996,1845000
tha,1997,1660000
tha,1998,1412000
tha,1999,1655000
tha,2000,1909000
tha,2001,2011000
tha,2002,2250000
tha,2003,2152000
tha,2004,2709000
tha,2005,3047000
tha,2006,3382000
tha,2007,4018000
tha,2008,3908000
tha,2009,4653000
tha,2010,5451000
tha,2011,5397000
tha,2012,5721000
tha,2013,5970000
tha,2014,6444000
tha,2015,6794000
tha,2016,8204000
tha,2017,8963000
tha,2018,9966000
tha,2019,10446000
tjk,1999,4099.9999
tjk,2000,6400.0001
tjk,2001,2700.00005
tjk,2012,15000
tjk,2013,15000
tjk,2014,19000
tjk,2015,16000
tjk,2016,22000
tjk,2017,31000
tjk,2018,31000
tkm,1995,21000
tkm,1996,29000
tkm,1997,31000
tkm,1998,357000
tkm,2000,78000
tkm,2001,111000
tkm,2002,79000
tkm,2003,34000
tkm,2004,32000
tkm,2005,33000
tkm,2006,33000
tkm,2007,38000
tto,1995,261000
tto,1996,248000
tto,2009,270000
tto,2010,273000
tun,1995,1778000
tun,1996,1428000
tun,1997,1381000
tun,1998,1526000
tun,1999,1480000
tun,2000,1632000
tun,2001,1669000
tun,2002,1939000
tun,2003,2274000
tun,2004,2312000
tun,2005,2241000
tun,2006,2302000
tun,2007,2743000
tun,2008,3118000
tun,2009,2623000
tun,2010,2250000
tun,2011,2303000
tun,2012,2897000
tun,2013,2873000
tun,2014,2637000
tun,2016,1830000
tun,2018,2515000
tun,2019,2781000
tun,2020,739000
tur,1995,3981000
tur,1996,4261000
tur,1997,4633000
tur,1998,4601000
tur,1999,4758000
tur,2000,5284000
tur,2001,4856000
tur,2002,5131000
tur,2003,5928000
tur,2004,7299000
tur,2005,8246000
tur,2006,8275000
tur,2007,4956000
tur,2008,4893000
tur,2009,5561000
tur,2010,6557000
tur,2011,6282000
tur,2012,5803000
tur,2013,7526000
tur,2014,7982000
tur,2015,8751000
tur,2016,7892000
tur,2017,8887000
tur,2018,8383000
tur,2019,9651000
tur,2020,2243000
tuv,1998,1899.99998
tuv,1999,2200.00005
tuv,2000,2900.0001
tuv,2001,2799.99995
tuv,2002,2700.00005
tuv,2003,2599.9999
tuv,2004,2299.99995
tuv,2005,2200.00005
tuv,2006,2000
tuv,2007,2400.0001
tuv,2011,2099.9999
tza,1995,157000
tza,1996,148000
uga,1997,148000
uga,1998,241000
uga,1999,327000
uga,2000,153000
uga,2001,152000
uga,2002,184000
uga,2003,189000
uga,2004,231000
uga,2005,189000
uga,2006,254000
uga,2007,272000
uga,2008,337000
uga,2009,311000
uga,2010,324000
uga,2011,367000
uga,2012,469000
uga,2013,471000
uga,2014,511000
uga,2015,523000
uga,2016,568000
ukr,2007,17866000
ukr,2008,16100000
ukr,2009,15961000
ukr,2010,17741000
ukr,2011,20335000
ukr,2012,21755000
ukr,2013,23988000
ukr,2014,22637000
ukr,2015,23336000
ukr,2016,25226000
ukr,2017,27067000
ukr,2018,27977000
ukr,2019,29346000
ukr,2020,11251000
ury,1997,562000
ury,1998,654000
ury,1999,778000
ury,2000,667000
ury,2001,531000
ury,2002,530000
ury,2003,495000
ury,2004,569000
ury,2005,658000
ury,2006,666000
ury,2007,635000
ury,2008,734000
ury,2009,826000
ury,2010,1027000
ury,2011,1534000
ury,2012,1816000
ury,2013,2281000
ury,2014,2396000
ury,2015,2217000
ury,2016,1715000
ury,2017,1789000
ury,2018,1947000
ury,2019,2199000
usa,1995,74031000
usa,1996,76803000
usa,1997,78481000
usa,1998,82758000
usa,1999,84540000
usa,2000,87973000
usa,2001,84755000
usa,2002,80883000
usa,2003,75880000
usa,2004,79655000
usa,2005,79215000
usa,2006,148511000
usa,2007,140364000
usa,2008,136148000
usa,2009,129954000
usa,2010,121574000
usa,2011,114089000
usa,2012,116329000
usa,2013,118968000
usa,2014,121699000
usa,2015,130364000
usa,2016,141526000
usa,2017,148045000
usa,2018,158445406.25
usa,2019,170930093.75
usa,2020,60549898.4375
uzb,1997,246000
uzb,1998,247000
uzb,1999,202000
uzb,2000,217000
uzb,2001,183000
uzb,2002,264000
uzb,2003,400000
uzb,2004,455000
uzb,2005,572000
uzb,2006,893000
uzb,2007,1248000
uzb,2008,1150000
uzb,2009,1317000
uzb,2010,1610000
uzb,2013,3117000
uzb,2014,2786000
uzb,2015,3491000
uzb,2016,3848000
uzb,2017,5182000
uzb,2018,8594000
uzb,2019,8437000
ven,1995,534000
ven,1996,511000
ven,1997,460000
ven,1998,752000
ven,1999,754000
ven,2000,954000
ven,2001,933000
ven,2002,881000
ven,2003,832000
ven,2004,816000
ven,2005,1067000
ven,2006,1095000
ven,2007,1410000
ven,2008,1745000
ven,2009,1651000
ven,2010,1477000
ven,2011,1719000
ven,2012,1734000
ven,2013,1931000
ven,2014,1589000
ven,2015,1539000
ven,2016,1530000
ven,2017,1079000
vgb,2006,171000
vgb,2007,166000
vgb,2008,166000
vgb,2009,140000
vgb,2010,151000
vgb,2011,145000
vgb,2012,139000
vut,1995,11000
vut,1996,11000
vut,1997,11000
vut,1998,12000
vut,1999,12000
vut,2000,12000
vut,2001,11000
vut,2002,11000
vut,2003,12000
vut,2004,13000
vut,2005,14000
vut,2006,15000
vut,2007,16000
vut,2008,19000
vut,2009,20000
vut,2010,21000
vut,2011,22000
vut,2012,23000
vut,2013,26000
vut,2014,26000
vut,2015,27000
vut,2016,20299.99924
vut,2017,26299.99924
vut,2018,28399.99962
vut,2019,36400.00153
vut,2020,9399.99962
wsm,1999,58000
wsm,2000,61000
wsm,2001,56000
wsm,2002,53000
wsm,2003,51000
wsm,2004,54000
wsm,2005,52000
wsm,2006,51000
wsm,2007,52000
wsm,2008,53000
wsm,2009,43000
wsm,2010,56000
wsm,2011,57000
wsm,2012,56000
wsm,2013,51000
wsm,2014,57000
wsm,2015,54000
wsm,2017,55000
wsm,2018,64000
wsm,2019,69000
wsm,2020,18500
zwe,1995,256000
zwe,1996,69000
zwe,1997,123000
zwe,1998,213000
zwe,1999,331000
zwe,2003,386000
zwe,2004,498000
zwe,2005,474000
zwe,2006,541000
zwe,2007,547000
zwe,2008,593000
zwe,2009,631000
zwe,2010,650000
zwe,2011,693000
zwe,2012,720000
zwe,2013,2946000
zwe,2014,3182000
zwe,2015,3393000
zwe,2016,3192000
zwe,2017,2768000
zwe,2018,2288000
zwe,2019,3275000
