geo,time,sh_dth_mort
che,1988,668
che,1989,662
che,1990,649
che,1991,630
che,1992,605
che,1993,576
che,1994,548
che,1995,522
che,1996,500
che,1997,480
che,1998,464
che,1999,449
che,2000,434
che,2001,421
che,2002,407
che,2003,394
che,2004,382
che,2005,373
che,2006,367
che,2007,362
che,2008,360
che,2009,358
che,2010,358
che,2011,359
che,2012,361
che,2013,363
che,2014,364
che,2015,363
che,2016,362
che,2017,359
che,2018,357
che,2019,355
che,2020,353
chl,1964,36550
chl,1965,33232
chl,1966,29811
chl,1967,26885
chl,1968,24678
chl,1969,23228
chl,1970,22444
chl,1971,21993
chl,1972,21546
chl,1973,20785
chl,1974,19439
chl,1975,17498
chl,1976,15299
chl,1977,13137
chl,1978,11263
chl,1979,9837
chl,1980,8825
chl,1981,8014
chl,1982,7266
chl,1983,6646
chl,1984,6280
chl,1985,6180
chl,1986,6203
chl,1987,6211
chl,1988,6129
chl,1989,5922
chl,1990,5598
chl,1991,5203
chl,1992,4792
chl,1993,4402
chl,1994,4055
chl,1995,3765
chl,1996,3538
chl,1997,3374
chl,1998,3228
chl,1999,3043
chl,2000,2813
chl,2001,2599
chl,2002,2444
chl,2003,2343
chl,2004,2272
chl,2005,2218
chl,2006,2186
chl,2007,2178
chl,2008,2184
chl,2009,2181
chl,2010,2160
chl,2011,2126
chl,2012,2090
chl,2013,2047
chl,2014,1991
chl,2015,1920
chl,2016,1840
chl,2017,1760
chl,2018,1685
chl,2019,1615
chl,2020,1544
chn,1974,2429513
chn,1975,2181334
chn,1976,1949754
chn,1977,1744390
chn,1978,1569149
chn,1979,1430092
chn,1980,1327889
chn,1981,1264334
chn,1982,1234849
chn,1983,1236930
chn,1984,1264742
chn,1985,1308351
chn,1986,1356539
chn,1987,1398340
chn,1988,1420112
chn,1989,1414627
chn,1990,1377689
chn,1991,1311812
chn,1992,1226332
chn,1993,1131976
chn,1994,1039912
chn,1995,956221
chn,1996,883536
chn,1997,820169
chn,1998,762135
chn,1999,706168
chn,2000,651151
chn,2001,596948
chn,2002,544386
chn,2003,494739
chn,2004,449630
chn,2005,409142
chn,2006,373950
chn,2007,343668
chn,2008,317604
chn,2009,294594
chn,2010,273880
chn,2011,254567
chn,2012,236339
chn,2013,219188
chn,2014,202801
chn,2015,187246
chn,2016,172480
chn,2017,158528
chn,2018,145311
chn,2019,132923
chn,2020,121395
civ,1961,57472
civ,1962,57551
civ,1963,57667
civ,1964,57847
civ,1965,58069
civ,1966,58333
civ,1967,58708
civ,1968,59150
civ,1969,59583
civ,1970,60094
civ,1971,60591
civ,1972,60996
civ,1973,61312
civ,1974,61522
civ,1975,61653
civ,1976,61734
civ,1977,61794
civ,1978,61897
civ,1979,62095
civ,1980,62492
civ,1981,62948
civ,1982,63552
civ,1983,64330
civ,1984,65260
civ,1985,66356
civ,1986,67715
civ,1987,69295
civ,1988,71106
civ,1989,73172
civ,1990,75428
civ,1991,77792
civ,1992,80252
civ,1993,82682
civ,1994,85021
civ,1995,87222
civ,1996,88999
civ,1997,90493
civ,1998,91567
civ,1999,92286
civ,2000,92603
civ,2001,92397
civ,2002,91755
civ,2003,90772
civ,2004,89603
civ,2005,88010
civ,2006,86540
civ,2007,84840
civ,2008,83010
civ,2009,80991
civ,2010,79512
civ,2011,78424
civ,2012,77530
civ,2013,76532
civ,2014,75386
civ,2015,74555
civ,2016,74043
civ,2017,73469
civ,2018,72475
civ,2019,71251
civ,2020,70369
cmr,1960,57886
cmr,1961,58118
cmr,1962,58657
cmr,1963,59310
cmr,1964,59927
cmr,1965,60330
cmr,1966,60373
cmr,1967,60041
cmr,1968,59505
cmr,1969,58845
cmr,1970,58243
cmr,1971,57897
cmr,1972,57965
cmr,1973,58501
cmr,1974,59537
cmr,1975,60959
cmr,1976,62533
cmr,1977,64069
cmr,1978,65461
cmr,1979,66525
cmr,1980,67152
cmr,1981,67403
cmr,1982,67223
cmr,1983,66839
cmr,1984,66284
cmr,1985,65733
cmr,1986,65398
cmr,1987,65446
cmr,1988,66017
cmr,1989,67184
cmr,1990,69020
cmr,1991,71397
cmr,1992,74109
cmr,1993,76971
cmr,1994,79682
cmr,1995,82112
cmr,1996,84294
cmr,1997,86186
cmr,1998,87642
cmr,1999,88505
cmr,2000,88919
cmr,2001,88983
cmr,2002,88875
cmr,2003,88666
cmr,2004,88526
cmr,2005,88539
cmr,2006,88311
cmr,2007,88046
cmr,2008,87465
cmr,2009,86809
cmr,2010,85217
cmr,2011,83456
cmr,2012,81318
cmr,2013,78857
cmr,2014,76442
cmr,2015,73824
cmr,2016,71605
cmr,2017,69479
cmr,2018,67457
cmr,2019,65954
cmr,2020,64564
cod,1974,229459
cod,1975,231837
cod,1976,234391
cod,1977,236893
cod,1978,239400
cod,1979,242018
cod,1980,244731
cod,1981,247603
cod,1982,250594
cod,1983,253477
cod,1984,256442
cod,1985,259867
cod,1986,263600
cod,1987,267623
cod,1988,272226
cod,1989,277378
cod,1990,282839
cod,1991,288671
cod,1992,294826
cod,1993,301360
cod,1994,307848
cod,1995,314076
cod,1996,319627
cod,1997,324337
cod,1998,327538
cod,1999,329667
cod,2000,330545
cod,2001,330631
cod,2002,330077
cod,2003,329091
cod,2004,327486
cod,2005,325913
cod,2006,324260
cod,2007,322285
cod,2008,320463
cod,2009,318497
cod,2010,316388
cod,2011,314136
cod,2012,311744
cod,2013,308923
cod,2014,306283
cod,2015,303017
cod,2016,299716
cod,2017,295310
cod,2018,291464
cod,2019,287617
cod,2020,283864
cog,1960,7986
cog,1961,7884
cog,1962,7801
cog,1963,7732
cog,1964,7693
cog,1965,7660
cog,1966,7633
cog,1967,7605
cog,1968,7591
cog,1969,7584
cog,1970,7597
cog,1971,7608
cog,1972,7627
cog,1973,7658
cog,1974,7693
cog,1975,7724
cog,1976,7762
cog,1977,7775
cog,1978,7780
cog,1979,7769
cog,1980,7731
cog,1981,7689
cog,1982,7628
cog,1983,7552
cog,1984,7480
cog,1985,7418
cog,1986,7388
cog,1987,7405
cog,1988,7493
cog,1989,7648
cog,1990,7900
cog,1991,8230
cog,1992,8642
cog,1993,9150
cog,1994,9735
cog,1995,10365
cog,1996,11052
cog,1997,11747
cog,1998,12375
cog,1999,12852
cog,2000,13114
cog,2001,13146
cog,2002,12946
cog,2003,12582
cog,2004,12081
cog,2005,11520
cog,2006,10961
cog,2007,10453
cog,2008,10024
cog,2009,9690
cog,2010,9464
cog,2011,9302
cog,2012,9187
cog,2013,9049
cog,2014,8876
cog,2015,8676
cog,2016,8466
cog,2017,8265
cog,2018,8092
cog,2019,9020
cog,2020,7745
col,1960,95506
col,1961,94784
col,1962,93950
col,1963,92874
col,1964,91571
col,1965,89897
col,1966,87847
col,1967,85432
col,1968,82618
col,1969,79475
col,1970,76142
col,1971,72779
col,1972,69527
col,1973,66415
col,1974,63509
col,1975,60713
col,1976,58073
col,1977,55490
col,1978,52981
col,1979,50488
col,1980,48022
col,1981,45582
col,1982,43241
col,1983,41024
col,1984,39012
col,1985,37195
col,1986,35638
col,1987,34367
col,1988,33312
col,1989,32397
col,1990,31598
col,1991,30825
col,1992,30030
col,1993,29164
col,1994,28208
col,1995,27190
col,1996,26148
col,1997,25103
col,1998,24083
col,1999,23115
col,2000,22196
col,2001,21311
col,2002,20430
col,2003,19578
col,2004,18727
col,2005,17862
col,2006,17016
col,2007,16187
col,2008,15400
col,2009,14685
col,2010,14020
col,2011,13415
col,2012,12869
col,2013,12377
col,2014,11928
col,2015,11518
col,2016,11137
col,2017,10759
col,2018,10379
col,2019,9994
col,2020,9621
com,1975,2271
com,1976,2280
com,1977,2289
com,1978,2296
com,1979,2302
com,1980,2307
com,1981,2310
com,1982,2308
com,1983,2300
com,1984,2287
com,1985,2269
com,1986,2245
com,1987,2218
com,1988,2190
com,1989,2159
com,1990,2125
com,1991,2088
com,1992,2048
com,1993,2010
com,1994,1981
com,1995,1961
com,1996,1950
com,1997,1949
com,1998,1956
com,1999,1970
com,2000,1989
com,2001,2015
com,2002,2048
com,2003,2076
com,2004,2090
com,2005,2088
com,2006,2077
com,2007,2059
com,2008,2041
com,2009,2020
com,2010,2001
com,2011,1972
com,2012,1941
com,2013,1905
com,2014,1875
com,2015,1837
com,2016,1800
com,2017,1759
com,2018,1716
com,2019,1671
com,2020,1627
cpv,1960,1737
cpv,1961,1735
cpv,1962,1734
cpv,1963,1731
cpv,1964,1723
cpv,1965,1713
cpv,1966,1693
cpv,1967,1666
cpv,1968,1633
cpv,1969,1590
cpv,1970,1536
cpv,1971,1475
cpv,1972,1409
cpv,1973,1342
cpv,1974,1275
cpv,1975,1212
cpv,1976,1155
cpv,1977,1107
cpv,1978,1070
cpv,1979,1045
cpv,1980,1032
cpv,1981,1031
cpv,1982,1034
cpv,1983,1038
cpv,1984,1035
cpv,1985,1019
cpv,1986,988
cpv,1987,948
cpv,1988,904
cpv,1989,863
cpv,1990,831
cpv,1991,811
cpv,1992,799
cpv,1993,790
cpv,1994,777
cpv,1995,752
cpv,1996,710
cpv,1997,652
cpv,1998,585
cpv,1999,516
cpv,2000,455
cpv,2001,405
cpv,2002,368
cpv,2003,342
cpv,2004,326
cpv,2005,317
cpv,2006,312
cpv,2007,309
cpv,2008,305
cpv,2009,299
cpv,2010,290
cpv,2011,278
cpv,2012,264
cpv,2013,247
cpv,2014,230
cpv,2015,213
cpv,2016,196
cpv,2017,181
cpv,2018,168
cpv,2019,157
cpv,2020,148
cri,1960,5600
cri,1961,5593
cri,1962,5691
cri,1963,5808
cri,1964,5836
cri,1965,5735
cri,1966,5552
cri,1967,5325
cri,1968,5070
cri,1969,4789
cri,1970,4486
cri,1971,4161
cri,1972,3809
cri,1973,3442
cri,1974,3082
cri,1975,2745
cri,1976,2438
cri,1977,2161
cri,1978,1933
cri,1979,1776
cri,1980,1695
cri,1981,1671
cri,1982,1688
cri,1983,1724
cri,1984,1753
cri,1985,1755
cri,1986,1724
cri,1987,1660
cri,1988,1578
cri,1989,1498
cri,1990,1431
cri,1991,1375
cri,1992,1329
cri,1993,1292
cri,1994,1263
cri,1995,1238
cri,1996,1210
cri,1997,1173
cri,1998,1126
cri,1999,1071
cri,2000,1012
cri,2001,956
cri,2002,907
cri,2003,867
cri,2004,838
cri,2005,818
cri,2006,804
cri,2007,793
cri,2008,783
cri,2009,770
cri,2010,754
cri,2011,736
cri,2012,714
cri,2013,692
cri,2014,670
cri,2015,651
cri,2016,632
cri,2017,613
cri,2018,593
cri,2019,570
cri,2020,545
cub,1963,12259
cub,1964,12161
cub,1965,11902
cub,1966,11510
cub,1967,11018
cub,1968,10482
cub,1969,9932
cub,1970,9366
cub,1971,8789
cub,1972,8168
cub,1973,7514
cub,1974,6836
cub,1975,6156
cub,1976,5500
cub,1977,4904
cub,1978,4391
cub,1979,3972
cub,1980,3649
cub,1981,3413
cub,1982,3247
cub,1983,3127
cub,1984,3037
cub,1985,2958
cub,1986,2874
cub,1987,2776
cub,1988,2660
cub,1989,2529
cub,1990,2386
cub,1991,2234
cub,1992,2086
cub,1993,1946
cub,1994,1822
cub,1995,1713
cub,1996,1618
cub,1997,1532
cub,1998,1453
cub,1999,1376
cub,2000,1303
cub,2001,1232
cub,2002,1161
cub,2003,1095
cub,2004,1034
cub,2005,977
cub,2006,928
cub,2007,886
cub,2008,852
cub,2009,823
cub,2010,800
cub,2011,780
cub,2012,762
cub,2013,743
cub,2014,722
cub,2015,700
cub,2016,675
cub,2017,650
cub,2018,625
cub,2019,600
cub,2020,576
cyp,1976,303
cyp,1977,277
cyp,1978,257
cyp,1979,248
cyp,1980,249
cyp,1981,250
cyp,1982,245
cyp,1983,231
cyp,1984,211
cyp,1985,190
cyp,1986,173
cyp,1987,164
cyp,1988,162
cyp,1989,163
cyp,1990,164
cyp,1991,164
cyp,1992,158
cyp,1993,149
cyp,1994,139
cyp,1995,128
cyp,1996,118
cyp,1997,109
cyp,1998,99
cyp,1999,90
cyp,2000,82
cyp,2001,75
cyp,2002,69
cyp,2003,63
cyp,2004,59
cyp,2005,54
cyp,2006,51
cyp,2007,48
cyp,2008,46
cyp,2009,44
cyp,2010,43
cyp,2011,41
cyp,2012,40
cyp,2013,39
cyp,2014,38
cyp,2015,37
cyp,2016,36
cyp,2017,36
cyp,2018,36
cyp,2019,35
cyp,2020,34
cze,1986,1865
cze,1987,1781
cze,1988,1693
cze,1989,1618
cze,1990,1552
cze,1991,1471
cze,1992,1356
cze,1993,1214
cze,1994,1064
cze,1995,921
cze,1996,792
cze,1997,681
cze,1998,593
cze,1999,530
cze,2000,488
cze,2001,464
cze,2002,451
cze,2003,445
cze,2004,441
cze,2005,436
cze,2006,428
cze,2007,418
cze,2008,405
cze,2009,391
cze,2010,378
cze,2011,365
cze,2012,355
cze,2013,350
cze,2014,349
cze,2015,352
cze,2016,355
cze,2017,354
cze,2018,347
cze,2019,335
cze,2020,319
deu,1973,21496
deu,1974,19466
deu,1975,17670
deu,1976,16145
deu,1977,14876
deu,1978,13803
deu,1979,12894
deu,1980,12115
deu,1981,11436
deu,1982,10836
deu,1983,10307
deu,1984,9838
deu,1985,9409
deu,1986,8991
deu,1987,8558
deu,1988,8103
deu,1989,7624
deu,1990,7130
deu,1991,6643
deu,1992,6184
deu,1993,5770
deu,1994,5410
deu,1995,5103
deu,1996,4842
deu,1997,4614
deu,1998,4410
deu,1999,4224
deu,2000,4053
deu,2001,3893
deu,2002,3738
deu,2003,3591
deu,2004,3449
deu,2005,3314
deu,2006,3187
deu,2007,3072
deu,2008,2971
deu,2009,2886
deu,2010,2822
deu,2011,2781
deu,2012,2765
deu,2013,2773
deu,2014,2801
deu,2015,2842
deu,2016,2883
deu,2017,2910
deu,2018,2917
deu,2019,2901
deu,2020,2864
dji,1981,2077
dji,1982,2131
dji,1983,2186
dji,1984,2236
dji,1985,2286
dji,1986,2336
dji,1987,2384
dji,1988,2435
dji,1989,2480
dji,1990,2521
dji,1991,2555
dji,1992,2574
dji,1993,2575
dji,1994,2561
dji,1995,2529
dji,1996,2482
dji,1997,2425
dji,1998,2366
dji,1999,2307
dji,2000,2251
dji,2001,2192
dji,2002,2135
dji,2003,2075
dji,2004,2012
dji,2005,1949
dji,2006,1879
dji,2007,1810
dji,2008,1746
dji,2009,1683
dji,2010,1626
dji,2011,1572
dji,2012,1521
dji,2013,1473
dji,2014,1424
dji,2015,1373
dji,2016,1325
dji,2017,1275
dji,2018,1225
dji,2019,1178
dji,2020,1132
dma,1965,189
dma,1966,174
dma,1967,159
dma,1968,146
dma,1969,132
dma,1970,119
dma,1971,107
dma,1972,95
dma,1973,83
dma,1974,73
dma,1975,64
dma,1976,57
dma,1977,51
dma,1978,46
dma,1979,50
dma,1980,39
dma,1981,36
dma,1982,34
dma,1983,33
dma,1984,31
dma,1985,30
dma,1986,28
dma,1987,27
dma,1988,26
dma,1989,26
dma,1990,26
dma,1991,25
dma,1992,25
dma,1993,25
dma,1994,25
dma,1995,24
dma,1996,24
dma,1997,23
dma,1998,23
dma,1999,22
dma,2000,21
dma,2001,21
dma,2002,20
dma,2003,20
dma,2004,20
dma,2005,20
dma,2006,20
dma,2007,20
dma,2008,21
dma,2009,21
dma,2010,22
dma,2011,23
dma,2012,24
dma,2013,25
dma,2014,27
dma,2015,28
dma,2016,30
dma,2017,31
dma,2018,33
dma,2019,34
dma,2020,34
dnk,1960,1943
dnk,1961,1921
dnk,1962,1888
dnk,1963,1841
dnk,1964,1777
dnk,1965,1697
dnk,1966,1602
dnk,1967,1506
dnk,1968,1420
dnk,1969,1348
dnk,1970,1275
dnk,1971,1191
dnk,1972,1100
dnk,1973,1010
dnk,1974,926
dnk,1975,850
dnk,1976,782
dnk,1977,722
dnk,1978,668
dnk,1979,623
dnk,1980,584
dnk,1981,553
dnk,1982,530
dnk,1983,517
dnk,1984,514
dnk,1985,519
dnk,1986,529
dnk,1987,541
dnk,1988,550
dnk,1989,552
dnk,1990,544
dnk,1991,527
dnk,1992,503
dnk,1993,479
dnk,1994,456
dnk,1995,436
dnk,1996,419
dnk,1997,405
dnk,1998,393
dnk,1999,384
dnk,2000,376
dnk,2001,368
dnk,2002,360
dnk,2003,349
dnk,2004,337
dnk,2005,323
dnk,2006,308
dnk,2007,293
dnk,2008,278
dnk,2009,265
dnk,2010,255
dnk,2011,248
dnk,2012,245
dnk,2013,243
dnk,2014,243
dnk,2015,243
dnk,2016,242
dnk,2017,240
dnk,2018,236
dnk,2019,231
dnk,2020,226
dom,1960,24328
dom,1961,24611
dom,1962,24773
dom,1963,24815
dom,1964,24733
dom,1965,24566
dom,1966,24313
dom,1967,24002
dom,1968,23660
dom,1969,23286
dom,1970,22843
dom,1971,22339
dom,1972,21785
dom,1973,21161
dom,1974,20489
dom,1975,19820
dom,1976,19171
dom,1977,18560
dom,1978,17976
dom,1979,17431
dom,1980,16907
dom,1981,16408
dom,1982,15913
dom,1983,15438
dom,1984,14982
dom,1985,14538
dom,1986,14100
dom,1987,13676
dom,1988,13252
dom,1989,12828
dom,1990,12404
dom,1991,11971
dom,1992,11525
dom,1993,11065
dom,1994,10610
dom,1995,10157
dom,1996,9724
dom,1997,9321
dom,1998,8963
dom,1999,8644
dom,2000,8370
dom,2001,8141
dom,2002,7953
dom,2003,7790
dom,2004,7654
dom,2005,7542
dom,2006,7451
dom,2007,7375
dom,2008,7321
dom,2009,7282
dom,2010,7259
dom,2011,7245
dom,2012,7246
dom,2013,7258
dom,2014,7274
dom,2015,7281
dom,2016,7285
dom,2017,7253
dom,2018,7196
dom,2019,7080
dom,2020,6916
dza,1961,129161
dza,1962,132519
dza,1963,136071
dza,1964,139606
dza,1965,143163
dza,1966,146501
dza,1967,149497
dza,1968,151895
dza,1969,153717
dza,1970,154817
dza,1971,155097
dza,1972,154633
dza,1973,153285
dza,1974,151269
dza,1975,148360
dza,1976,144785
dza,1977,140500
dza,1978,135358
dza,1979,129019
dza,1980,120760
dza,1981,110334
dza,1982,98282
dza,1983,85514
dza,1984,73211
dza,1985,62809
dza,1986,54965
dza,1987,49355
dza,1988,45418
dza,1989,42732
dza,1990,40736
dza,1991,39022
dza,1992,37340
dza,1993,35572
dza,1994,33628
dza,1995,31664
dza,1996,29772
dza,1997,28030
dza,1998,26560
dza,1999,25383
dza,2000,24432
dza,2001,23656
dza,2002,23050
dza,2003,22627
dza,2004,22390
dza,2005,22328
dza,2006,22419
dza,2007,22612
dza,2008,22841
dza,2009,23081
dza,2010,23336
dza,2011,23643
dza,2012,24003
dza,2013,24399
dza,2014,24770
dza,2015,25012
dza,2016,25016
dza,2017,24755
dza,2018,24277
dza,2019,23600
dza,2020,22755
ecu,1960,33641
ecu,1961,33467
ecu,1962,33318
ecu,1963,33204
ecu,1964,33076
ecu,1965,33000
ecu,1966,32991
ecu,1967,33042
ecu,1968,33085
ecu,1969,33108
ecu,1970,33002
ecu,1971,32756
ecu,1972,32270
ecu,1973,31577
ecu,1974,30661
ecu,1975,29627
ecu,1976,28596
ecu,1977,27605
ecu,1978,26651
ecu,1979,25724
ecu,1980,24769
ecu,1981,23817
ecu,1982,22814
ecu,1983,21828
ecu,1984,20861
ecu,1985,19931
ecu,1986,19063
ecu,1987,18314
ecu,1988,17610
ecu,1989,16951
ecu,1990,16301
ecu,1991,15641
ecu,1992,14975
ecu,1993,14275
ecu,1994,13565
ecu,1995,12830
ecu,1996,12099
ecu,1997,11377
ecu,1998,10703
ecu,1999,10071
ecu,2000,9499
ecu,2001,8989
ecu,2002,8536
ecu,2003,8130
ecu,2004,7781
ecu,2005,7461
ecu,2006,7168
ecu,2007,6887
ecu,2008,6614
ecu,2009,6342
ecu,2010,6082
ecu,2011,5839
ecu,2012,5615
ecu,2013,5414
ecu,2014,5232
ecu,2015,5072
ecu,2016,4925
ecu,2017,4788
ecu,2018,4654
ecu,2019,4509
ecu,2020,4357
egy,1960,379488
egy,1961,372859
egy,1962,365599
egy,1963,358847
egy,1964,352874
egy,1965,348313
egy,1966,345027
egy,1967,343144
egy,1968,342255
egy,1969,341942
egy,1970,341726
egy,1971,340907
egy,1972,338559
egy,1973,334524
egy,1974,328088
egy,1975,319767
egy,1976,310368
egy,1977,300662
egy,1978,291149
egy,1979,281825
egy,1980,272633
egy,1981,263090
egy,1982,252464
egy,1983,240645
egy,1984,227576
egy,1985,213966
egy,1986,200731
egy,1987,188478
egy,1988,177381
egy,1989,167492
egy,1990,158470
egy,1991,149664
egy,1992,140826
egy,1993,131964
egy,1994,123247
egy,1995,114805
egy,1996,106938
egy,1997,99843
egy,1998,93429
egy,1999,87668
egy,2000,82509
egy,2001,77965
egy,2002,74097
egy,2003,70752
egy,2004,67993
egy,2005,65789
egy,2006,64215
egy,2007,63181
egy,2008,62650
egy,2009,62486
egy,2010,62544
egy,2011,62578
egy,2012,62387
egy,2013,61890
egy,2014,60991
egy,2015,59597
egy,2016,58001
egy,2017,56103
egy,2018,54050
egy,2019,51935
egy,2020,49935
eri,1979,14227
eri,1980,14416
eri,1981,14619
eri,1982,14834
eri,1983,15044
eri,1984,15215
eri,1985,15330
eri,1986,15351
eri,1987,15242
eri,1988,14970
eri,1989,14528
eri,1990,13914
eri,1991,13116
eri,1992,12178
eri,1993,11165
eri,1994,10131
eri,1995,9150
eri,1996,8286
eri,1997,7574
eri,1998,7018
eri,1999,6617
eri,2000,6361
eri,2001,6235
eri,2002,6206
eri,2003,6242
eri,2004,6312
eri,2005,6388
eri,2006,6439
eri,2007,6440
eri,2008,6389
eri,2009,6293
eri,2010,6151
eri,2011,5962
eri,2012,5738
eri,2013,5503
eri,2014,5270
eri,2015,5042
eri,2016,4824
eri,2017,4618
eri,2018,4428
eri,2019,4257
eri,2020,4094
esp,1979,10008
esp,1980,8953
esp,1981,8011
esp,1982,7184
esp,1983,6475
esp,1984,5871
esp,1985,5367
esp,1986,4945
esp,1987,4592
esp,1988,4285
esp,1989,4010
esp,1990,3759
esp,1991,3523
esp,1992,3294
esp,1993,3064
esp,1994,2840
esp,1995,2633
esp,1996,2459
esp,1997,2321
esp,1998,2219
esp,1999,2153
esp,2000,2118
esp,2001,2111
esp,2002,2126
esp,2003,2149
esp,2004,2171
esp,2005,2183
esp,2006,2174
esp,2007,2142
esp,2008,2084
esp,2009,2004
esp,2010,1907
esp,2011,1800
esp,2012,1692
esp,2013,1592
esp,2014,1505
esp,2015,1433
esp,2016,1379
esp,2017,1338
esp,2018,1307
esp,2019,1281
esp,2020,1255
est,1985,452
est,1986,446
est,1987,437
est,1988,425
est,1989,407
est,1990,386
est,1991,361
est,1992,332
est,1993,302
est,1994,270
est,1995,240
est,1996,213
est,1997,189
est,1998,169
est,1999,153
est,2000,140
est,2001,129
est,2002,120
est,2003,113
est,2004,107
est,2005,101
est,2006,95
est,2007,89
est,2008,83
est,2009,76
est,2010,69
est,2011,63
est,2012,57
est,2013,52
est,2014,47
est,2015,43
est,2016,40
est,2017,36
est,2018,34
est,2019,31
est,2020,29
eth,1971,329510
eth,1972,338379
eth,1973,347447
eth,1974,356332
eth,1975,364615
eth,1976,372551
eth,1977,380113
eth,1978,387007
eth,1979,393398
eth,1980,399345
eth,1981,404437
eth,1982,408730
eth,1983,412281
eth,1984,415479
eth,1985,418689
eth,1986,422163
eth,1987,425918
eth,1988,429638
eth,1989,432774
eth,1990,435129
eth,1991,436513
eth,1992,436625
eth,1993,435161
eth,1994,432034
eth,1995,427955
eth,1996,422981
eth,1997,417235
eth,1998,410497
eth,1999,402855
eth,2000,393626
eth,2001,381944
eth,2002,368321
eth,2003,352987
eth,2004,336842
eth,2005,320343
eth,2006,304580
eth,2007,289742
eth,2008,276151
eth,2009,263805
eth,2010,252584
eth,2011,242197
eth,2012,232491
eth,2013,223392
eth,2014,214710
eth,2015,206430
eth,2016,198370
eth,2017,190695
eth,2018,183873
eth,2019,178034
eth,2020,172889
fin,1960,2242
fin,1961,2094
fin,1962,1959
fin,1963,1835
fin,1964,1718
fin,1965,1604
fin,1966,1494
fin,1967,1389
fin,1968,1288
fin,1969,1190
fin,1970,1095
fin,1971,1008
fin,1972,930
fin,1973,862
fin,1974,803
fin,1975,751
fin,1976,705
fin,1977,663
fin,1978,624
fin,1979,589
fin,1980,558
fin,1981,531
fin,1982,509
fin,1983,491
fin,1984,477
fin,1985,467
fin,1986,460
fin,1987,453
fin,1988,447
fin,1989,439
fin,1990,427
fin,1991,411
fin,1992,392
fin,1993,370
fin,1994,348
fin,1995,327
fin,1996,307
fin,1997,289
fin,1998,274
fin,1999,260
fin,2000,249
fin,2001,240
fin,2002,234
fin,2003,228
fin,2004,223
fin,2005,217
fin,2006,211
fin,2007,204
fin,2008,196
fin,2009,188
fin,2010,180
fin,2011,172
fin,2012,163
fin,2013,155
fin,2014,147
fin,2015,140
fin,2016,134
fin,2017,129
fin,2018,124
fin,2019,120
fin,2020,116
fji,1960,1374
fji,1961,1326
fji,1962,1277
fji,1963,1225
fji,1964,1173
fji,1965,1124
fji,1966,1081
fji,1967,1045
fji,1968,1019
fji,1969,1002
fji,1970,992
fji,1971,990
fji,1972,993
fji,1973,1000
fji,1974,1005
fji,1975,1008
fji,1976,1005
fji,1977,997
fji,1978,983
fji,1979,964
fji,1980,939
fji,1981,910
fji,1982,877
fji,1983,844
fji,1984,809
fji,1985,775
fji,1986,741
fji,1987,708
fji,1988,676
fji,1989,645
fji,1990,618
fji,1991,592
fji,1992,569
fji,1993,547
fji,1994,528
fji,1995,510
fji,1996,493
fji,1997,479
fji,1998,467
fji,1999,457
fji,2000,449
fji,2001,444
fji,2002,441
fji,2003,440
fji,2004,442
fji,2005,445
fji,2006,447
fji,2007,449
fji,2008,450
fji,2009,449
fji,2010,448
fji,2011,447
fji,2012,448
fji,2013,452
fji,2014,458
fji,2015,466
fji,2016,476
fji,2017,486
fji,2018,495
fji,2019,504
fji,2020,510
fra,1960,23535
fra,1961,22546
fra,1962,21702
fra,1963,20876
fra,1964,20024
fra,1965,19196
fra,1966,18447
fra,1967,17754
fra,1968,17057
fra,1969,16322
fra,1970,15537
fra,1971,14708
fra,1972,13884
fra,1973,13141
fra,1974,12495
fra,1975,11876
fra,1976,11235
fra,1977,10602
fra,1978,10041
fra,1979,9582
fra,1980,9217
fra,1981,8925
fra,1982,8676
fra,1983,8441
fra,1984,8204
fra,1985,7972
fra,1986,7754
fra,1987,7542
fra,1988,7319
fra,1989,7069
fra,1990,6770
fra,1991,6409
fra,1992,5996
fra,1993,5558
fra,1994,5127
fra,1995,4756
fra,1996,4478
fra,1997,4290
fra,1998,4170
fra,1999,4097
fra,2000,4039
fra,2001,3967
fra,2002,3878
fra,2003,3781
fra,2004,3685
fra,2005,3603
fra,2006,3545
fra,2007,3504
fra,2008,3461
fra,2009,3409
fra,2010,3352
fra,2011,3299
fra,2012,3254
fra,2013,3223
fra,2014,3206
fra,2015,3194
fra,2016,3188
fra,2017,3183
fra,2018,3181
fra,2019,3175
fra,2020,3164
fsm,1963,223
fsm,1964,220
fsm,1965,217
fsm,1966,214
fsm,1967,211
fsm,1968,207
fsm,1969,202
fsm,1970,197
fsm,1971,192
fsm,1972,187
fsm,1973,181
fsm,1974,176
fsm,1975,172
fsm,1976,168
fsm,1977,166
fsm,1978,165
fsm,1979,166
fsm,1980,168
fsm,1981,171
fsm,1982,174
fsm,1983,177
fsm,1984,178
fsm,1985,178
fsm,1986,176
fsm,1987,172
fsm,1988,168
fsm,1989,164
fsm,1990,160
fsm,1991,157
fsm,1992,155
fsm,1993,153
fsm,1994,151
fsm,1995,148
fsm,1996,144
fsm,1997,140
fsm,1998,135
fsm,1999,129
fsm,2000,123
fsm,2001,117
fsm,2002,112
fsm,2003,107
fsm,2004,102
fsm,2005,99
fsm,2006,96
fsm,2007,93
fsm,2008,90
fsm,2009,87
fsm,2010,84
fsm,2011,81
fsm,2012,79
