geo,time,sh_dth_mort
mng,2019,1214
mng,2020,1146
moz,1972,115654
moz,1973,118176
moz,1974,120736
moz,1975,123295
moz,1976,125952
moz,1977,128891
moz,1978,131912
moz,1979,135025
moz,1980,138187
moz,1981,140969
moz,1982,142870
moz,1983,143893
moz,1984,144110
moz,1985,143738
moz,1986,142918
moz,1987,142149
moz,1988,141612
moz,1989,141414
moz,1990,141665
moz,1991,142350
moz,1992,143140
moz,1993,143726
moz,1994,143883
moz,1995,143218
moz,1996,141623
moz,1997,139121
moz,1998,135867
moz,1999,132223
moz,2000,128492
moz,2001,124795
moz,2002,121325
moz,2003,118146
moz,2004,115166
moz,2005,112386
moz,2006,109480
moz,2007,104923
moz,2008,101503
moz,2009,98182
moz,2010,97695
moz,2011,95098
moz,2012,92703
moz,2013,90422
moz,2014,88237
moz,2015,85348
moz,2016,83268
moz,2017,82369
moz,2018,81433
moz,2019,80031
moz,2020,78997
mrt,1960,10004
mrt,1961,10004
mrt,1962,9988
mrt,1963,9963
mrt,1964,9917
mrt,1965,9869
mrt,1966,9819
mrt,1967,9756
mrt,1968,9708
mrt,1969,9712
mrt,1970,9792
mrt,1971,9937
mrt,1972,10136
mrt,1973,10357
mrt,1974,10556
mrt,1975,10681
mrt,1976,10751
mrt,1977,10750
mrt,1978,10702
mrt,1979,10637
mrt,1980,10571
mrt,1981,10505
mrt,1982,10418
mrt,1983,10303
mrt,1984,10147
mrt,1985,9950
mrt,1986,9748
mrt,1987,9567
mrt,1988,9420
mrt,1989,9316
mrt,1990,9289
mrt,1991,9317
mrt,1992,9390
mrt,1993,9500
mrt,1994,9650
mrt,1995,9835
mrt,1996,10047
mrt,1997,10261
mrt,1998,10474
mrt,1999,10684
mrt,2000,10880
mrt,2001,11090
mrt,2002,11289
mrt,2003,11483
mrt,2004,11634
mrt,2005,11731
mrt,2006,11793
mrt,2007,11814
mrt,2008,11802
mrt,2009,11777
mrt,2010,11733
mrt,2011,11701
mrt,2012,11656
mrt,2013,11556
mrt,2014,11443
mrt,2015,11343
mrt,2016,11196
mrt,2017,11046
mrt,2018,10913
mrt,2019,10717
mrt,2020,10538
mus,1960,2909
mus,1961,2832
mus,1962,2710
mus,1963,2583
mus,1964,2494
mus,1965,2495
mus,1966,2623
mus,1967,2750
mus,1968,2636
mus,1969,2269
mus,1970,1959
mus,1971,1888
mus,1972,1954
mus,1973,1933
mus,1974,1729
mus,1975,1488
mus,1976,1311
mus,1977,1194
mus,1978,1106
mus,1979,1024
mus,1980,934
mus,1981,827
mus,1982,726
mus,1983,650
mus,1984,608
mus,1985,592
mus,1986,593
mus,1987,598
mus,1988,583
mus,1989,546
mus,1990,505
mus,1991,479
mus,1992,469
mus,1993,469
mus,1994,477
mus,1995,485
mus,1996,488
mus,1997,479
mus,1998,455
mus,1999,419
mus,2000,381
mus,2001,349
mus,2002,325
mus,2003,308
mus,2004,296
mus,2005,286
mus,2006,275
mus,2007,261
mus,2008,247
mus,2009,234
mus,2010,224
mus,2011,219
mus,2012,217
mus,2013,212
mus,2014,203
mus,2015,195
mus,2016,192
mus,2017,195
mus,2018,200
mus,2019,205
mus,2020,211
mwi,1970,79933
mwi,1971,80664
mwi,1972,81001
mwi,1973,80976
mwi,1974,80898
mwi,1975,80658
mwi,1976,80360
mwi,1977,79835
mwi,1978,79011
mwi,1979,77962
mwi,1980,77507
mwi,1981,77489
mwi,1982,78654
mwi,1983,81461
mwi,1984,85707
mwi,1985,90645
mwi,1986,95238
mwi,1987,98699
mwi,1988,100875
mwi,1989,101621
mwi,1990,101248
mwi,1991,99682
mwi,1992,97648
mwi,1993,95494
mwi,1994,93370
mwi,1995,91529
mwi,1996,90320
mwi,1997,89166
mwi,1998,87579
mwi,1999,85076
mwi,2000,81317
mwi,2001,76090
mwi,2002,70387
mwi,2003,65092
mwi,2004,60696
mwi,2005,57490
mwi,2006,55574
mwi,2007,54495
mwi,2008,52536
mwi,2009,50518
mwi,2010,48186
mwi,2011,44841
mwi,2012,41119
mwi,2013,37128
mwi,2014,33877
mwi,2015,31553
mwi,2016,29523
mwi,2017,27784
mwi,2018,26246
mwi,2019,25103
mwi,2020,24210
mys,1960,31539
mys,1961,30229
mys,1962,28863
mys,1963,27482
mys,1964,26138
mys,1965,24863
mys,1966,23694
mys,1967,22644
mys,1968,21725
mys,1969,20883
mys,1970,20112
mys,1971,19347
mys,1972,18566
mys,1973,17745
mys,1974,16918
mys,1975,16116
mys,1976,15361
mys,1977,14663
mys,1978,14012
mys,1979,13388
mys,1980,12778
mys,1981,12193
mys,1982,11629
mys,1983,11082
mys,1984,10559
mys,1985,10071
mys,1986,9624
mys,1987,9224
mys,1988,8876
mys,1989,8567
mys,1990,8283
mys,1991,8018
mys,1992,7766
mys,1993,7529
mys,1994,7316
mys,1995,7129
mys,1996,6922
mys,1997,6634
mys,1998,6241
mys,1999,5768
mys,2000,5250
mys,2001,4766
mys,2002,4384
mys,2003,4129
mys,2004,3967
mys,2005,3868
mys,2006,3819
mys,2007,3810
mys,2008,3828
mys,2009,3856
mys,2010,3877
mys,2011,3894
mys,2012,3920
mys,2013,3967
mys,2014,4033
mys,2015,4112
mys,2016,4205
mys,2017,4313
mys,2018,4428
mys,2019,4522
mys,2020,4569
nam,1972,3513
nam,1973,3651
nam,1974,3791
nam,1975,3929
nam,1976,4060
nam,1977,4181
nam,1978,4281
nam,1979,4354
nam,1980,4391
nam,1981,4392
nam,1982,4361
nam,1983,4297
nam,1984,4216
nam,1985,4123
nam,1986,4030
nam,1987,3949
nam,1988,3887
nam,1989,3833
nam,1990,3792
nam,1991,3769
nam,1992,3765
nam,1993,3793
nam,1994,3864
nam,1995,3969
nam,1996,4078
nam,1997,4170
nam,1998,4224
nam,1999,4237
nam,2000,4207
nam,2001,4153
nam,2002,4106
nam,2003,4089
nam,2004,4105
nam,2005,3928
nam,2006,3692
nam,2007,3512
nam,2008,3268
nam,2009,3151
nam,2010,3072
nam,2011,3129
nam,2012,3296
nam,2013,3255
nam,2014,3223
nam,2015,3242
nam,2016,3184
nam,2017,3104
nam,2018,3052
nam,2019,2918
nam,2020,2805
ner,1972,86168
ner,1973,88933
ner,1974,91378
ner,1975,93355
ner,1976,95036
ner,1977,96390
ner,1978,97741
ner,1979,99324
ner,1980,101665
ner,1981,104724
ner,1982,108664
ner,1983,113381
ner,1984,118402
ner,1985,123336
ner,1986,127703
ner,1987,131287
ner,1988,134061
ner,1989,136118
ner,1990,137657
ner,1991,138564
ner,1992,138664
ner,1993,137965
ner,1994,136454
ner,1995,134292
ner,1996,132079
ner,1997,130368
ner,1998,129183
ner,1999,128184
ner,2000,127116
ner,2001,125550
ner,2002,123073
ner,2003,119914
ner,2004,116277
ner,2005,112458
ner,2006,108652
ner,2007,104876
ner,2008,101203
ner,2009,97652
ner,2010,94332
ner,2011,91450
ner,2012,89162
ner,2013,87289
ner,2014,85944
ner,2015,84709
ner,2016,83815
ner,2017,83031
ner,2018,82367
ner,2019,81614
ner,2020,81065
nga,1969,695834
nga,1970,695678
nga,1971,694825
nga,1972,694281
nga,1973,692574
nga,1974,690521
nga,1975,688353
nga,1976,686407
nga,1977,685578
nga,1978,686064
nga,1979,688701
nga,1980,693623
nga,1981,701397
nga,1982,712528
nga,1983,726721
nga,1984,743602
nga,1985,761751
nga,1986,781043
nga,1987,800097
nga,1988,817861
nga,1989,834482
nga,1990,849565
nga,1991,864331
nga,1992,878418
nga,1993,892316
nga,1994,905297
nga,1995,915973
nga,1996,923706
nga,1997,927731
nga,1998,927475
nga,1999,924672
nga,2000,919793
nga,2001,913119
nga,2002,905027
nga,2003,896378
nga,2004,886271
nga,2005,876904
nga,2006,868312
nga,2007,861060
nga,2008,856849
nga,2009,854666
nga,2010,855195
nga,2011,857364
nga,2012,860957
nga,2013,865684
nga,2014,870336
nga,2015,874493
nga,2016,875473
nga,2017,872676
nga,2018,865781
nga,2019,855964
nga,2020,844321
nic,1960,17487
nic,1961,17577
nic,1962,17639
nic,1963,17702
nic,1964,17748
nic,1965,17803
nic,1966,17855
nic,1967,17923
nic,1968,18004
nic,1969,18106
nic,1970,18187
nic,1971,18259
nic,1972,20998
nic,1973,18176
nic,1974,18030
nic,1975,17761
nic,1976,17385
nic,1977,16919
nic,1978,16391
nic,1979,15813
nic,1980,15213
nic,1981,14605
nic,1982,14005
nic,1983,13423
nic,1984,12866
nic,1985,12352
nic,1986,11860
nic,1987,11390
nic,1988,10928
nic,1989,10460
nic,1990,9975
nic,1991,9478
nic,1992,8970
nic,1993,8457
nic,1994,7938
nic,1995,7431
nic,1996,6941
nic,1997,6476
nic,1998,7047
nic,1999,5648
nic,2000,5298
nic,2001,4984
nic,2002,4706
nic,2003,4459
nic,2004,4241
nic,2005,4046
nic,2006,3866
nic,2007,3702
nic,2008,3548
nic,2009,3403
nic,2010,3267
nic,2011,3136
nic,2012,3006
nic,2013,2882
nic,2014,2759
nic,2015,2641
nic,2016,2527
nic,2017,2416
nic,2018,2311
nic,2019,2208
nic,2020,2113
nld,1960,5022
nld,1961,4937
nld,1962,4855
nld,1963,4770
nld,1964,4677
nld,1965,4566
nld,1966,4436
nld,1967,4282
nld,1968,4105
nld,1969,3906
nld,1970,3688
nld,1971,3460
nld,1972,3230
nld,1973,3005
nld,1974,2788
nld,1975,2585
nld,1976,2400
nld,1977,2236
nld,1978,2097
nld,1979,1984
nld,1980,1900
nld,1981,1840
nld,1982,1801
nld,1983,1776
nld,1984,1756
nld,1985,1735
nld,1986,1711
nld,1987,1684
nld,1988,1653
nld,1989,1620
nld,1990,1582
nld,1991,1539
nld,1992,1490
nld,1993,1438
nld,1994,1387
nld,1995,1341
nld,1996,1303
nld,1997,1274
nld,1998,1252
nld,1999,1235
nld,2000,1218
nld,2001,1197
nld,2002,1168
nld,2003,1132
nld,2004,1087
nld,2005,1038
nld,2006,987
nld,2007,936
nld,2008,888
nld,2009,846
nld,2010,810
nld,2011,779
nld,2012,755
nld,2013,735
nld,2014,719
nld,2015,708
nld,2016,702
nld,2017,700
nld,2018,703
nld,2019,710
nld,2020,718
nor,1960,1427
nor,1961,1394
nor,1962,1367
nor,1963,1342
nor,1964,1313
nor,1965,1278
nor,1966,1239
nor,1967,1201
nor,1968,1160
nor,1969,1118
nor,1970,1071
nor,1971,1018
nor,1972,960
nor,1973,897
nor,1974,831
nor,1975,763
nor,1976,697
nor,1977,636
nor,1978,583
nor,1979,542
nor,1980,514
nor,1981,500
nor,1982,498
nor,1983,505
nor,1984,517
nor,1985,531
nor,1986,542
nor,1987,546
nor,1988,541
nor,1989,524
nor,1990,496
nor,1991,462
nor,1992,427
nor,1993,393
nor,1994,365
nor,1995,343
nor,1996,326
nor,1997,314
nor,1998,303
nor,1999,294
nor,2000,283
nor,2001,273
nor,2002,262
nor,2003,251
nor,2004,242
nor,2005,234
nor,2006,227
nor,2007,219
nor,2008,212
nor,2009,204
nor,2010,196
nor,2011,188
nor,2012,181
nor,2013,174
nor,2014,168
nor,2015,161
nor,2016,155
nor,2017,149
nor,2018,143
nor,2019,137
nor,2020,131
npl,1960,142172
npl,1961,141558
npl,1962,140745
npl,1963,139518
npl,1964,138151
npl,1965,136688
npl,1966,135294
npl,1967,134034
npl,1968,132868
npl,1969,131888
npl,1970,131159
npl,1971,130569
npl,1972,130183
npl,1973,129893
npl,1974,129618
npl,1975,129298
npl,1976,128921
npl,1977,128375
npl,1978,127476
npl,1979,126262
npl,1980,124834
npl,1981,123236
npl,1982,121400
npl,1983,119416
npl,1984,117146
npl,1985,114620
npl,1986,111846
npl,1987,108787
npl,1988,105472
npl,1989,101953
npl,1990,98279
npl,1991,94615
npl,1992,90930
npl,1993,87280
npl,1994,83652
npl,1995,80008
npl,1996,76266
npl,1997,72381
npl,1998,68289
npl,1999,64059
npl,2000,59766
npl,2001,55536
npl,2002,51406
npl,2003,47500
npl,2004,43856
npl,2005,40538
npl,2006,37562
npl,2007,34856
npl,2008,32435
npl,2009,30221
npl,2010,28204
npl,2011,26381
npl,2012,24696
npl,2013,23150
npl,2014,21721
npl,2015,20407
npl,2016,19210
npl,2017,18160
npl,2018,17260
npl,2019,16469
npl,2020,15791
nru,1990,19
nru,1991,19
nru,1992,18
nru,1993,18
nru,1994,17
nru,1995,17
nru,1996,16
nru,1997,16
nru,1998,15
nru,1999,15
nru,2000,14
nru,2001,13
nru,2002,13
nru,2003,12
nru,2004,12
nru,2005,12
nru,2006,12
nru,2007,12
nru,2008,12
nru,2009,12
nru,2010,12
nru,2011,12
nru,2012,11
nru,2013,11
nru,2014,11
nru,2015,10
nru,2016,10
nru,2017,10
nru,2018,9
nru,2019,9
nru,2020,8
nzl,1960,1681
nzl,1961,1634
nzl,1962,1578
nzl,1963,1522
nzl,1964,1470
nzl,1965,1425
nzl,1966,1391
nzl,1967,1364
nzl,1968,1341
nzl,1969,1319
nzl,1970,1295
nzl,1971,1266
nzl,1972,1229
nzl,1973,1186
nzl,1974,1134
nzl,1975,1077
nzl,1976,1015
nzl,1977,953
nzl,1978,897
nzl,1979,847
nzl,1980,807
nzl,1981,776
nzl,1982,754
nzl,1983,738
nzl,1984,725
nzl,1985,715
nzl,1986,705
nzl,1987,692
nzl,1988,676
nzl,1989,655
nzl,1990,631
nzl,1991,605
nzl,1992,578
nzl,1993,552
nzl,1994,528
nzl,1995,505
nzl,1996,482
nzl,1997,462
nzl,1998,443
nzl,1999,427
nzl,2000,413
nzl,2001,403
nzl,2002,397
nzl,2003,392
nzl,2004,391
nzl,2005,391
nzl,2006,392
nzl,2007,393
nzl,2008,393
nzl,2009,391
nzl,2010,387
nzl,2011,380
nzl,2012,370
nzl,2013,360
nzl,2014,348
nzl,2015,336
nzl,2016,324
nzl,2017,312
nzl,2018,301
nzl,2019,291
nzl,2020,282
omn,1968,7904
omn,1969,7706
omn,1970,7514
omn,1971,7340
omn,1972,7200
omn,1973,7069
omn,1974,6950
omn,1975,6835
omn,1976,6717
omn,1977,6582
omn,1978,6406
omn,1979,6205
omn,1980,5961
omn,1981,5679
omn,1982,5363
omn,1983,5028
omn,1984,4683
omn,1985,4335
omn,1986,3992
omn,1987,3660
omn,1988,3342
omn,1989,3039
omn,1990,2746
omn,1991,2467
omn,1992,2205
omn,1993,1967
omn,1994,1756
omn,1995,1570
omn,1996,1407
omn,1997,1266
omn,1998,1141
omn,1999,1029
omn,2000,935
omn,2001,855
omn,2002,793
omn,2003,747
omn,2004,715
omn,2005,699
omn,2006,695
omn,2007,703
omn,2008,721
omn,2009,745
omn,2010,773
omn,2011,804
omn,2012,836
omn,2013,870
omn,2014,905
omn,2015,938
omn,2016,968
omn,2017,990
omn,2018,1003
omn,2019,1005
omn,2020,993
pak,1960,473623
pak,1961,468905
pak,1962,464458
pak,1963,460379
pak,1964,457222
pak,1965,454601
pak,1966,453418
pak,1967,453334
pak,1968,454034
pak,1969,455227
pak,1970,457276
pak,1971,459812
pak,1972,463225
pak,1973,467407
pak,1974,472302
pak,1975,478296
pak,1976,485482
pak,1977,493229
pak,1978,501890
pak,1979,510849
pak,1980,520395
pak,1981,529849
pak,1982,539724
pak,1983,549384
pak,1984,558771
pak,1985,567528
pak,1986,575662
pak,1987,582662
pak,1988,588671
pak,1989,593354
pak,1990,596133
pak,1991,596847
pak,1992,595393
pak,1993,591725
pak,1994,585802
pak,1995,577784
pak,1996,568039
pak,1997,557056
pak,1998,545095
pak,1999,533238
pak,2000,521740
pak,2001,511228
pak,2002,501937
pak,2003,493934
pak,2004,487300
pak,2005,481834
pak,2006,477087
pak,2007,472736
pak,2008,468680
pak,2009,464547
pak,2010,460081
pak,2011,455285
pak,2012,450031
pak,2013,444618
pak,2014,438721
pak,2015,432291
pak,2016,425462
pak,2017,418020
pak,2018,409549
pak,2019,399894
pak,2020,389182
pan,1960,4145
pan,1961,4128
pan,1962,4101
pan,1963,4069
pan,1964,4037
pan,1965,4000
pan,1966,3956
pan,1967,3908
pan,1968,3852
pan,1969,3778
pan,1970,3686
pan,1971,3577
pan,1972,3459
pan,1973,3333
pan,1974,3208
pan,1975,3093
pan,1976,2991
pan,1977,2898
pan,1978,2815
pan,1979,2737
pan,1980,2659
pan,1981,2582
pan,1982,2504
pan,1983,2429
pan,1984,2355
pan,1985,2286
pan,1986,2221
pan,1987,2163
pan,1988,2109
pan,1989,2059
pan,1990,2015
pan,1991,1977
pan,1992,1947
pan,1993,1926
pan,1994,1911
pan,1995,1901
pan,1996,1894
pan,1997,1887
pan,1998,1875
pan,1999,1856
pan,2000,1832
pan,2001,1800
pan,2002,1766
pan,2003,1733
pan,2004,1700
pan,2005,1668
pan,2006,1638
pan,2007,1607
pan,2008,1575
pan,2009,1544
pan,2010,1512
pan,2011,1480
pan,2012,1449
pan,2013,1409
pan,2014,1373
pan,2015,1336
pan,2016,1294
pan,2017,1255
pan,2018,1216
pan,2019,1174
pan,2020,1137
per,1960,103563
per,1961,103040
per,1962,102168
per,1963,101068
per,1964,99673
per,1965,98160
per,1966,96556
per,1967,95038
per,1968,93626
per,1969,92289
per,1970,107819
per,1971,89298
per,1972,88024
per,1973,86582
per,1974,85062
per,1975,83600
per,1976,82241
per,1977,81101
per,1978,80149
per,1979,79244
per,1980,78218
per,1981,76997
per,1982,75453
per,1983,73508
per,1984,71128
per,1985,68348
per,1986,65392
per,1987,62374
per,1988,59400
per,1989,56566
per,1990,53748
per,1991,50800
per,1992,47660
per,1993,44376
per,1994,41008
per,1995,37651
per,1996,34382
per,1997,31286
per,1998,28428
per,1999,25852
per,2000,23581
per,2001,21625
per,2002,19977
per,2003,18562
per,2004,17355
per,2005,16288
per,2006,15326
per,2007,14420
per,2008,13555
per,2009,12724
per,2010,11939
per,2011,11211
per,2012,10532
per,2013,9933
per,2014,9417
per,2015,8962
per,2016,8567
per,2017,8218
per,2018,7896
per,2019,7615
per,2020,7351
phl,1960,115284
phl,1961,114275
phl,1962,113666
phl,1963,113329
phl,1964,113192
phl,1965,113045
phl,1966,112904
phl,1967,112809
phl,1968,112904
phl,1969,113284
phl,1970,113997
phl,1971,115199
phl,1972,117000
phl,1973,119098
phl,1974,121599
phl,1975,124241
phl,1976,126830
phl,1977,129169
phl,1978,131147
phl,1979,132729
phl,1980,133891
phl,1981,134754
phl,1982,135442
phl,1983,135742
phl,1984,135402
phl,1985,134303
phl,1986,131929
phl,1987,128319
phl,1988,123804
phl,1989,118495
phl,1990,113054
phl,1991,107920
phl,1992,103307
phl,1993,99281
phl,1994,95806
phl,1995,92897
phl,1996,90520
phl,1997,88651
phl,1998,87250
phl,1999,86277
phl,2000,85556
phl,2001,84864
phl,2002,84059
phl,2003,82998
phl,2004,81702
phl,2005,80246
phl,2006,78807
phl,2007,77507
phl,2008,76297
phl,2009,75286
phl,2010,74382
phl,2011,73466
phl,2012,72356
phl,2013,71149
phl,2014,69617
phl,2015,67871
phl,2016,65850
phl,2017,63681
phl,2018,61476
phl,2019,59435
phl,2020,57534
plw,1990,12
plw,1991,12
plw,1992,12
plw,1993,12
plw,1994,12
plw,1995,12
plw,1996,11
plw,1997,11
plw,1998,10
plw,1999,10
plw,2000,9
plw,2001,9
plw,2002,8
plw,2003,8
plw,2004,8
plw,2005,7
plw,2006,7
plw,2007,7
plw,2008,6
plw,2009,6
plw,2010,6
plw,2011,6
plw,2012,5
plw,2013,5
plw,2014,5
plw,2015,5
plw,2016,5
plw,2017,4
plw,2018,4
plw,2019,4
plw,2020,4
png,1960,18269
png,1961,17968
png,1962,17677
png,1963,17405
png,1964,17141
png,1965,16886
png,1966,16631
png,1967,16393
png,1968,16175
png,1969,15976
png,1970,15791
png,1971,15612
png,1972,15454
png,1973,15311
png,1974,15178
png,1975,15048
png,1976,14920
png,1977,14807
png,1978,14693
png,1979,14579
png,1980,14464
png,1981,14336
png,1982,14198
png,1983,14066
png,1984,13927
png,1985,13796
png,1986,13679
png,1987,13560
png,1988,13457
png,1989,13368
png,1990,13305
png,1991,13268
png,1992,13267
png,1993,13305
png,1994,13368
png,1995,13453
png,1996,13544
png,1997,13628
png,1998,13699
png,1999,13734
png,2000,13741
png,2001,13729
png,2002,13679
png,2003,13591
png,2004,13492
png,2005,13369
png,2006,13225
png,2007,13062
png,2008,12890
png,2009,12695
png,2010,12495
png,2011,12277
png,2012,12080
png,2013,11871
png,2014,11659
png,2015,11429
png,2016,11224
png,2017,10986
png,2018,10755
png,2019,10511
png,2020,10284
pol,1960,45707
pol,1961,40287
pol,1962,35816
pol,1963,31902
pol,1964,28425
pol,1965,25519
pol,1966,23265
pol,1967,21647
pol,1968,20620
pol,1969,20031
pol,1970,19548
pol,1971,18887
pol,1972,18124
pol,1973,17487
pol,1974,17088
pol,1975,16871
pol,1976,16774
pol,1977,16718
pol,1978,16629
pol,1979,16449
pol,1980,16210
pol,1981,15927
pol,1982,15565
pol,1983,15040
pol,1984,14335
pol,1985,13544
pol,1986,12738
pol,1987,11973
pol,1988,11273
pol,1989,10642
pol,1990,10056
pol,1991,9487
pol,1992,8918
pol,1993,8340
pol,1994,7726
pol,1995,7005
pol,1996,6151
pol,1997,5294
pol,1998,4573
pol,1999,4025
pol,2000,3621
pol,2001,3332
pol,2002,3131
pol,2003,2993
pol,2004,2897
pol,2005,2831
pol,2006,2782
pol,2007,2722
pol,2008,2628
pol,2009,2495
pol,2010,2352
pol,2011,2223
pol,2012,2111
pol,2013,2012
pol,2014,1921
pol,2015,1845
pol,2016,1785
pol,2017,1737
pol,2018,1693
pol,2019,1645
pol,2020,1594
prk,1990,17956
prk,1991,20381
prk,1992,23276
prk,1993,26311
prk,1994,29263
prk,1995,31557
prk,1996,32759
prk,1997,32566
prk,1998,31073
prk,1999,28389
prk,2000,24921
prk,2001,21301
prk,2002,17952
prk,2003,15316
prk,2004,13489
prk,2005,12441
prk,2006,11952
prk,2007,11642
prk,2008,11297
prk,2009,10857
prk,2010,10226
prk,2011,9546
prk,2012,8841
prk,2013,8268
prk,2014,7744
prk,2015,7330
prk,2016,6984
prk,2017,6669
prk,2018,6415
prk,2019,6116
prk,2020,5839
prt,1960,23861
prt,1961,23069
prt,1962,21798
prt,1963,20247
prt,1964,18702
prt,1965,17340
prt,1966,16231
prt,1967,15400
prt,1968,14672
prt,1969,13821
prt,1970,12763
prt,1971,11610
prt,1972,10462
prt,1973,9387
prt,1974,8436
prt,1975,7604
prt,1976,6842
prt,1977,6124
prt,1978,5470
prt,1979,4920
prt,1980,4469
prt,1981,4070
prt,1982,3694
prt,1983,3344
prt,1984,3033
prt,1985,2760
prt,1986,2514
prt,1987,2284
prt,1988,2070
prt,1989,1876
prt,1990,1703
prt,1991,1545
prt,1992,1399
prt,1993,1268
prt,1994,1162
prt,1995,1079
prt,1996,1014
prt,1997,961
prt,1998,912
prt,1999,863
prt,2000,808
prt,2001,747
prt,2002,681
prt,2003,616
prt,2004,558
prt,2005,510
prt,2006,472
prt,2007,442
prt,2008,418
prt,2009,396
prt,2010,376
prt,2011,358
prt,2012,343
prt,2013,331
prt,2014,321
prt,2015,314
prt,2016,307
prt,2017,298
prt,2018,288
prt,2019,276
prt,2020,262
pry,1961,6465
pry,1962,6549
pry,1963,6635
pry,1964,6732
pry,1965,6827
pry,1966,6914
pry,1967,6980
pry,1968,7025
pry,1969,7046
pry,1970,7052
pry,1971,7043
pry,1972,7029
pry,1973,7027
pry,1974,7036
pry,1975,7060
pry,1976,7104
pry,1977,7161
pry,1978,7216
pry,1979,7263
pry,1980,7297
pry,1981,7304
pry,1982,7279
pry,1983,7233
pry,1984,7163
pry,1985,7070
pry,1986,6955
pry,1987,6821
pry,1988,6671
pry,1989,6508
pry,1990,6338
pry,1991,6167
pry,1992,5996
pry,1993,5839
pry,1994,5689
pry,1995,5551
pry,1996,5417
pry,1997,5284
pry,1998,5152
pry,1999,5012
pry,2000,4865
pry,2001,4717
pry,2002,4571
pry,2003,4436
pry,2004,4312
pry,2005,4190
pry,2006,4091
pry,2007,3984
pry,2008,3876
pry,2009,3772
pry,2010,3667
pry,2011,3556
pry,2012,3445
pry,2013,3341
pry,2014,3242
pry,2015,3150
pry,2016,3062
pry,2017,2968
pry,2018,2874
pry,2019,2778
pry,2020,2699
pse,1980,5355
pse,1981,5148
pse,1982,4953
pse,1983,4782
pse,1984,4629
pse,1985,4500
pse,1986,4395
pse,1987,4316
pse,1988,4257
pse,1989,4217
pse,1990,4190
pse,1991,4170
pse,1992,4152
pse,1993,4129
pse,1994,4094
pse,1995,4046
pse,1996,3983
pse,1997,3904
pse,1998,3813
pse,1999,3718
pse,2000,3622
pse,2001,3528
pse,2002,3439
pse,2003,3352
pse,2004,3273
pse,2005,3198
pse,2006,3134
pse,2007,3077
pse,2008,3030
pse,2009,2986
pse,2010,2949
pse,2011,2910
pse,2012,2869
pse,2013,2820
pse,2014,2765
pse,2015,2702
pse,2016,2635
pse,2017,2565
pse,2018,2490
pse,2019,2426
pse,2020,2365
qat,1974,247
qat,1975,250
qat,1976,255
qat,1977,262
qat,1978,270
qat,1979,279
qat,1980,287
qat,1981,294
qat,1982,298
qat,1983,299
qat,1984,296
qat,1985,289
qat,1986,278
qat,1987,265
qat,1988,250
qat,1989,234
qat,1990,219
qat,1991,204
qat,1992,190
qat,1993,179
qat,1994,168
qat,1995,161
qat,1996,155
qat,1997,150
qat,1998,147
qat,1999,145
qat,2000,143
qat,2001,143
qat,2002,143
qat,2003,144
qat,2004,145
qat,2005,148
qat,2006,151
qat,2007,156
qat,2008,162
qat,2009,169
qat,2010,177
qat,2011,183
qat,2012,189
qat,2013,193
qat,2014,194
qat,2015,192
qat,2016,187
qat,2017,180
qat,2018,171
qat,2019,162
qat,2020,153
rou,1960,31222
rou,1961,27667
rou,1962,23531
rou,1963,20115
rou,1964,18557
rou,1965,19074
rou,1966,21071
rou,1967,23903
rou,1968,26302
rou,1969,26433
rou,1970,23995
rou,1971,21234
rou,1972,19800
rou,1973,19394
rou,1974,19013
rou,1975,18160
rou,1976,17168
rou,1977,16355
rou,1978,15703
rou,1979,15074
rou,1980,14376
rou,1981,13551
rou,1982,12603
rou,1983,11817
rou,1984,11534
rou,1985,11837
rou,1986,12364
rou,1987,12685
rou,1988,12523
rou,1989,11771
rou,1990,10581
rou,1991,9380
rou,1992,8485
rou,1993,7850
rou,1994,7324
rou,1995,6830
rou,1996,6373
rou,1997,5946
rou,1998,5527
rou,1999,5106
rou,2000,4717
rou,2001,4440
rou,2002,4329
rou,2003,4300
rou,2004,4202
rou,2005,3965
rou,2006,3663
rou,2007,3367
rou,2008,3104
rou,2009,2881
rou,2010,2695
rou,2011,2522
rou,2012,2348
rou,2013,2172
rou,2014,1991
rou,2015,1814
rou,2016,1654
rou,2017,1520
rou,2018,1416
rou,2019,1337
rou,2020,1281
rus,1975,63129
rus,1976,62243
rus,1977,61624
rus,1978,61283
rus,1979,61108
rus,1980,61005
rus,1981,60982
rus,1982,61035
rus,1983,61027
rus,1984,60686
rus,1985,59766
rus,1986,58041
rus,1987,55425
rus,1988,52225
rus,1989,48868
rus,1990,45628
rus,1991,42601
rus,1992,39838
rus,1993,37280
rus,1994,34805
rus,1995,32432
rus,1996,30397
rus,1997,28780
rus,1998,27492
rus,1999,26404
rus,2000,25422
rus,2001,24460
rus,2002,23447
rus,2003,22396
rus,2004,21342
rus,2005,20336
rus,2006,19430
rus,2007,18676
rus,2008,18142
rus,2009,17880
rus,2010,17858
rus,2011,17901
rus,2012,17812
rus,2013,17434
rus,2014,16668
rus,2015,15531
rus,2016,14235
rus,2017,12963
rus,2018,11782
rus,2019,10706
rus,2020,9742
rwa,1961,31788
rwa,1962,31758
rwa,1963,31846
rwa,1964,32148
rwa,1965,32644
rwa,1966,33367
rwa,1967,34390
rwa,1968,35710
rwa,1969,37283
rwa,1970,39079
rwa,1971,41001
rwa,1972,43293
