geo,time,sl_tlf_acti_1524_ma_ne_zs
hnd,2005,73.39
hnd,2006,71.38
hnd,2007,68.84
hnd,2008,70.03
hnd,2009,71.85
hnd,2010,71.41
hnd,2011,69.4
hnd,2012,67.69
hnd,2013,72.52
hnd,2014,73.18
hnd,2015,71.79
hnd,2016,70.65
hnd,2017,72.91
hnd,2018,74.25
hnd,2019,73.2
hnd,2020,64.53
hrv,1991,49.33
hrv,2002,45.05
hrv,2003,43.04
hrv,2004,45.16
hrv,2005,43.03
hrv,2006,39.93
hrv,2007,41.63
hrv,2008,43.09
hrv,2009,42.36
hrv,2010,40.74
hrv,2011,37.78
hrv,2012,34.63
hrv,2013,34.69
hrv,2014,38.5
hrv,2015,38.18
hrv,2016,41.93
hrv,2017,40.92
hrv,2018,37.93
hrv,2019,38.82
hrv,2020,39.22
hti,1971,75.18
hti,1980,66.2
hti,1982,59.06
hti,1985,59.05
hti,1990,51.65
hti,1995,44.07
hti,2000,37.4
hti,2005,39.26
hun,1960,74.53
hun,1970,66.68
hun,1980,71.2
hun,1990,58.16
hun,1992,47.52
hun,1993,44.75
hun,1994,42.68
hun,1995,44.57
hun,1996,38.99
hun,1997,39.93
hun,1998,44.98
hun,1999,44.59
hun,2000,42.84
hun,2001,38.9
hun,2002,36.1
hun,2003,34.5
hun,2004,30.82
hun,2005,30.32
hun,2006,30.21
hun,2007,29.55
hun,2008,28.71
hun,2009,27.75
hun,2010,27.53
hun,2011,27
hun,2012,27.9
hun,2013,30.98
hun,2014,33.01
hun,2015,34.39
hun,2016,36.14
hun,2017,36.48
hun,2018,37.07
hun,2019,37.25
hun,2020,35.29
idn,1961,76.38
idn,1971,63.16
idn,1980,61.75
idn,1990,61.02
idn,1991,61.36
idn,1992,60.94
idn,1993,59.63
idn,1994,62.69
idn,1996,61.42
idn,1997,60.25
idn,1998,59.88
idn,1999,61.32
idn,2000,60.82
idn,2001,60.89
idn,2002,59.76
idn,2003,59.31
idn,2004,60.49
idn,2005,57.02
idn,2006,57.64
idn,2007,60.54
idn,2008,59.57
idn,2009,57.39
idn,2010,56.2
idn,2011,56.09
idn,2012,57.67
idn,2013,56.65
idn,2014,55.26
idn,2015,55.41
idn,2016,55.37
idn,2017,54.8
idn,2018,56.77
idn,2019,56.01
idn,2020,55.09
ind,1971,67.26
ind,1981,73.99
ind,1991,58.35
ind,1994,65.11
ind,2000,62.96
ind,2001,53.59
ind,2005,62.2
ind,2010,51.69
ind,2012,48.6
ind,2018,41.53
ind,2019,41.78
ind,2020,43.19
irl,1961,78.66
irl,1966,76.3
irl,1971,70.48
irl,1975,77.6
irl,1977,67.23
irl,1981,67.59
irl,1983,65.41
irl,1984,63.36
irl,1985,62.28
irl,1986,60.53
irl,1987,58.21
irl,1988,56.54
irl,1989,54.56
irl,1990,53.93
irl,1991,53.23
irl,1992,49.57
irl,1993,49.4
irl,1994,49.29
irl,1995,48.32
irl,1996,46.69
irl,1997,49.12
irl,1998,52.25
irl,1999,54.27
irl,2000,55.96
irl,2001,54.74
irl,2002,52.78
irl,2003,53.2
irl,2004,52.91
irl,2005,56.61
irl,2006,59.29
irl,2007,74.47
irl,2008,70.05
irl,2009,62.73
irl,2010,56.02
irl,2011,53.57
irl,2012,51.92
irl,2013,51.62
irl,2014,50.21
irl,2015,50.14
irl,2016,52.55
irl,2017,47.84
irl,2018,48.36
irl,2019,48.19
irl,2020,44.25
irn,1966,77.77
irn,1972,57.5
irn,1976,67.39
irn,1986,66.28
irn,1991,60.78
irn,1996,50.99
irn,2005,52.43
irn,2006,50.21
irn,2007,48.12
irn,2008,45.15
irn,2009,45.99
irn,2010,45.08
irn,2011,41.94
irn,2012,42.78
irn,2013,41.77
irn,2014,40.16
irn,2015,39.84
irn,2016,41.14
irn,2017,42.28
irn,2018,41.78
irn,2019,40.29
irn,2020,35.97
irq,1977,64.76
irq,1987,59.08
irq,1997,67.06
irq,2007,56.3
irq,2012,53.14
irq,2014,53.24
irq,2016,48.13
irq,2017,48.51
isl,1960,73.79
isl,1975,74.05
isl,1976,74.24
isl,1977,74.46
isl,1979,74.67
isl,1981,74.82
isl,1982,75.25
isl,1983,80.29
isl,1991,60.13
isl,1992,60.74
isl,1993,56.67
isl,1994,57.92
isl,1995,72.08
isl,1996,68.1
isl,1997,64.46
isl,1998,70.1
isl,1999,68.92
isl,2000,74.34
isl,2001,80.32
isl,2002,72.36
isl,2003,84.26
isl,2004,82.83
isl,2005,74.25
isl,2006,77.07
isl,2007,80.21
isl,2008,76.95
isl,2009,70.88
isl,2010,71.34
isl,2011,71.67
isl,2012,73.5
isl,2013,74.83
isl,2014,77.64
isl,2015,78.44
isl,2016,82.61
isl,2017,82.16
isl,2018,79.69
isl,2019,76.64
isl,2020,70.41
isr,1972,37.86
isr,1974,32.39
isr,1976,31.2
isr,1978,32.46
isr,1979,31.07
isr,1980,31.21
isr,1981,31.55
isr,1982,31.15
isr,1983,34.1
isr,1986,33.18
isr,1987,31.34
isr,1988,33.62
isr,1989,32.81
isr,1990,61.65
isr,1991,63.88
isr,1992,63.77
isr,1993,68.94
isr,1994,68.91
isr,1995,68.09
isr,1996,65.87
isr,1997,65.08
isr,1998,63.15
isr,1999,61.43
isr,2000,62.04
isr,2001,60.65
isr,2002,56.47
isr,2003,55.34
isr,2004,56.3
isr,2005,57.89
isr,2006,58.42
isr,2007,58.39
isr,2008,57.08
isr,2009,54.4
isr,2010,54.49
isr,2011,52.55
isr,2012,50.39
isr,2013,50.99
isr,2014,50.86
isr,2015,49.92
isr,2016,48.97
isr,2017,48.55
isr,2018,46.79
isr,2019,45.21
isr,2020,41.41
ita,1961,79.22
ita,1971,66.33
ita,1977,48.73
ita,1978,47.92
ita,1979,48.68
ita,1980,49.36
ita,1981,61.26
ita,1982,50.01
ita,1983,53.71
ita,1984,54.23
ita,1985,53.24
ita,1986,52.81
ita,1987,52.78
ita,1988,53.29
ita,1989,52.36
ita,1990,50.68
ita,1991,50.61
ita,1992,46.55
ita,1993,46.07
ita,1994,43.96
ita,1995,43.89
ita,1996,43.33
ita,1997,42.75
ita,1998,43.74
ita,1999,42.43
ita,2000,42.18
ita,2001,40.1
ita,2002,39.6
ita,2003,39.08
ita,2004,41.43
ita,2005,38.82
ita,2006,37.61
ita,2007,35.99
ita,2008,35.74
ita,2009,33.79
ita,2010,32.82
ita,2011,31.22
ita,2012,32.89
ita,2013,30.69
ita,2014,30.99
ita,2015,30.45
ita,2016,30.23
ita,2017,29.97
ita,2018,29.95
ita,2019,29.83
ita,2020,28.48
jam,1960,86.56
jam,1970,71.35
jam,1974,64.32
jam,1975,63.51
jam,1976,63.25
jam,1978,61.62
jam,1980,41.87
jam,1981,62.66
jam,1982,67.72
jam,1985,46.3
jam,1988,49.46
jam,1990,60.33
jam,1991,57.18
jam,1994,54.44
jam,1995,59.6
jam,1996,57
jam,1997,55.3
jam,1998,51.24
jam,1999,49.8
jam,2001,48.5
jam,2002,49.9
jam,2003,46.97
jam,2004,45.65
jam,2008,43.96
jam,2009,39.72
jam,2010,35.81
jam,2011,37.85
jam,2012,35.09
jam,2013,37.78
jam,2014,38.38
jam,2015,38.58
jam,2016,39.86
jam,2017,40.27
jam,2018,38.03
jam,2019,39.64
jam,2020,38.63
jam,2021,37.15
jor,1961,67.49
jor,1975,51.96
jor,1979,55.93
jor,2017,44.3
jor,2018,41.13
jor,2019,39.64
jor,2020,37.7
jpn,1968,58.3
jpn,1969,57.2
jpn,1970,57.7
jpn,1971,59.1
jpn,1972,57.8
jpn,1973,55.5
jpn,1974,53
jpn,1975,50.2
jpn,1976,48.3
jpn,1977,45.9
jpn,1978,44.9
jpn,1979,43.9
jpn,1980,42.9
jpn,1981,43.3
jpn,1982,43.3
jpn,1983,43.9
jpn,1984,43.3
jpn,1985,42.5
jpn,1986,42.7
jpn,1987,42.2
jpn,1988,42
jpn,1989,42.4
jpn,1990,43.5
jpn,1991,45.1
jpn,1992,46.6
jpn,1993,47.6
jpn,1994,48
jpn,1995,48.1
jpn,1996,48.9
jpn,1997,49.4
jpn,1998,48.9
jpn,1999,47.7
jpn,2000,47.15
jpn,2001,46.02
jpn,2002,45.64
jpn,2003,44.99
jpn,2004,43.62
jpn,2005,44.08
jpn,2006,44.34
jpn,2007,44.66
jpn,2008,44.09
jpn,2009,42.25
jpn,2010,42.19
jpn,2011,41.64
jpn,2012,41.02
jpn,2013,41.51
jpn,2014,42.34
jpn,2015,42.75
jpn,2016,44.67
jpn,2017,44.01
jpn,2018,47.1
jpn,2019,48.5
jpn,2020,48.1
jpn,2021,48
kaz,2002,54.2
kaz,2003,53.72
kaz,2004,52.83
kaz,2008,49.92
ken,1986,47.2
ken,1989,59.57
ken,1999,46.68
ken,2005,41.63
ken,2006,43.76
ken,2016,46.74
ken,2019,40.23
kgz,1989,52.59
kgz,2002,55.02
kgz,2004,54.42
kgz,2006,56.93
kgz,2009,58.07
kgz,2010,58.5
kgz,2011,56.65
kgz,2012,55.22
kgz,2013,58.2
kgz,2014,53.85
kgz,2015,52.93
kgz,2016,52.94
kgz,2017,52.02
kgz,2018,51.07
kgz,2019,49.13
kgz,2020,48.4
khm,1962,71.83
khm,1998,56.26
khm,1999,63.73
khm,2000,63.54
khm,2001,74.01
khm,2004,79.06
khm,2007,80.17
khm,2008,77.84
khm,2009,78.13
khm,2010,79.76
khm,2011,79.08
khm,2012,61.72
khm,2013,75.13
khm,2014,74.41
khm,2015,74.15
khm,2016,76.17
khm,2017,74.34
khm,2019,59.06
kir,1978,78.7
kir,2005,17.68
kir,2010,57.99
kir,2015,32.81
kir,2019,24.79
kna,1980,73.01
kna,1991,68.44
kor,1960,48.06
kor,1966,48.94
kor,1970,47.89
kor,1975,50.88
kor,1980,46.39
kor,1981,43.95
kor,1982,43.02
kor,1983,38.31
kor,1984,34.81
kor,1985,32.95
kor,1986,31.72
kor,1987,30.73
kor,1988,28.28
kor,1989,28.33
kor,1990,28.35
kor,1991,31.29
kor,1992,31.68
kor,1993,30.78
kor,1994,31.77
kor,1995,31.2
kor,1996,30.59
kor,1997,29.2
kor,1998,27.75
kor,1999,27.89
kor,2000,26.28
kor,2001,26.42
kor,2002,27.2
kor,2003,26.91
kor,2004,27.45
kor,2005,25.11
kor,2006,22.98
kor,2007,21.64
kor,2008,19
kor,2009,18.55
kor,2010,18.24
kor,2011,19.49
kor,2012,20.08
kor,2013,20.65
kor,2014,22.95
kor,2015,24.23
kor,2016,24.36
kor,2017,24.32
kor,2018,22.68
kor,2019,24.21
kor,2020,22.89
kos,2012,29.91
kos,2013,30.46
kos,2014,30.61
kos,2015,28.09
kos,2016,28.85
kos,2017,32.31
kos,2018,29.53
kos,2019,33
kos,2020,28.95
kwt,1965,77.84
kwt,1970,67.66
kwt,1975,56.56
kwt,1980,62
kwt,1983,40.58
kwt,1985,47.85
kwt,1988,38.45
kwt,1995,44.47
kwt,2003,38.69
kwt,2005,48.78
kwt,2015,31.86
kwt,2016,33
lao,1995,65.27
lao,2003,94.7
lao,2010,59.42
lao,2017,29.47
lbn,1975,51.6
lbn,2004,42.77
lbn,2007,41.96
lbn,2019,50.07
lbr,1962,59.76
lbr,1974,33.75
lbr,1984,32.03
lbr,2010,32.47
lbr,2014,59.08
lbr,2016,59.51
lbr,2017,12.26
lby,1964,59.61
lby,1973,46.18
lby,2012,24.03
lca,2003,62.62
lca,2004,62
lca,2005,61.9
lca,2006,63.3
lca,2007,56.4
lca,2017,62.88
lca,2018,63.19
lca,2019,58.16
lie,1960,95.01
lie,1970,84.73
lie,1980,80.34
lie,2000,60.96
lie,2001,59.43
lie,2002,59.43
lie,2003,59.01
lie,2004,56.43
lie,2005,57.12
lie,2006,56.86
lie,2007,58.71
lie,2008,56.61
lie,2009,55.85
lie,2010,54.83
lie,2011,57.92
lie,2012,57.92
lie,2013,57.43
lie,2014,56.88
lie,2015,54.57
lka,1963,63.85
lka,1971,67.86
lka,1985,64.81
lka,1986,63.7
lka,1990,59.57
lka,1992,59.18
lka,1993,55.1
lka,1994,59.6
lka,1995,51.56
lka,1996,54.3
lka,1997,54.31
lka,1998,57.27
lka,1999,58.85
lka,2000,56.13
lka,2003,57.09
lka,2004,55.21
lka,2005,54.14
lka,2007,52.01
lka,2010,45.74
lka,2011,44.97
lka,2012,44.63
lka,2013,44.64
lka,2014,42.6
lka,2015,42.59
lka,2016,42.77
lka,2017,42.25
lka,2018,39.59
lka,2019,39.63
lso,1997,57.4
lso,1999,70.65
lso,2006,37.6
lso,2008,34.39
lso,2013,52.59
lso,2019,33.2
ltu,1989,53.05
ltu,1997,50.86
ltu,1998,53.29
ltu,1999,48.4
ltu,2000,41.77
ltu,2001,38.01
ltu,2002,35.98
ltu,2003,35.68
ltu,2004,32.01
ltu,2005,29.64
ltu,2006,29.14
ltu,2007,31.64
ltu,2008,34.6
ltu,2009,32.66
ltu,2010,31.32
ltu,2011,32.06
ltu,2012,32.37
ltu,2013,35.78
ltu,2014,38.59
ltu,2015,36.72
ltu,2016,38.68
ltu,2017,37.79
ltu,2018,38.76
ltu,2019,38.91
ltu,2020,38.86
lux,1960,69.93
lux,1966,67.17
lux,1970,69.2
lux,1981,63.94
lux,1983,63
lux,1984,61.33
lux,1985,59.1
lux,1986,59.67
lux,1987,58.48
lux,1988,53.54
lux,1989,54.45
lux,1990,46.06
lux,1991,56.2
lux,1992,52.24
lux,1993,50
lux,1994,47.89
lux,1995,42.42
lux,1996,42.79
lux,1997,39.42
lux,1998,37.23
lux,1999,35.97
lux,2000,37.38
lux,2001,36.83
lux,2002,38.17
lux,2003,31.02
lux,2004,29.57
lux,2005,32.13
lux,2006,30.63
lux,2007,30.64
lux,2008,30.88
lux,2009,34.93
lux,2010,26.8
lux,2011,26.34
lux,2012,28.84
lux,2013,29.83
lux,2014,29.59
lux,2015,36.21
lux,2016,30.37
lux,2017,32.57
lux,2018,33.93
lux,2019,37.78
lux,2020,33.71
lva,1989,57.23
lva,1996,57.08
lva,1997,51.78
lva,1998,50.17
lva,1999,49.58
lva,2000,44.81
lva,2001,43.45
lva,2002,41.7
lva,2003,45.17
lva,2004,43.07
lva,2005,43.88
lva,2006,47.51
lva,2007,49.19
lva,2008,48.96
lva,2009,46.41
lva,2010,42.23
lva,2011,41.14
lva,2012,44.01
lva,2013,42.56
lva,2014,45.28
lva,2015,45.22
lva,2016,43.25
lva,2017,42.8
lva,2018,40.54
lva,2019,39.56
lva,2020,37.95
mac,1960,40.01
mac,1992,48.58
mac,1993,54.76
mac,1994,51.81
mac,1995,56.05
mac,1996,53.81
mac,1997,44.44
mac,1998,41.64
mac,2000,35.9
mac,2001,40.16
mac,2002,34.2
mac,2003,27.96
mac,2004,29.97
mac,2005,32.8
mac,2006,37.02
mac,2007,43.53
mac,2008,44.96
mac,2009,50.5
mac,2010,50.13
mac,2011,50.5
mac,2012,49.62
mac,2013,48.4
mac,2014,48.1
mac,2015,46.06
mac,2016,47.53
mar,1960,74.89
mar,1971,69.46
mar,1982,64.93
mar,1990,49.6
mar,1994,68.7
mar,1995,54.74
mar,1998,53.28
mar,1999,66.6
mar,2000,64.7
mar,2001,63.59
mar,2002,61.98
mar,2003,61.98
mar,2004,62.28
mar,2005,61.13
mar,2006,56.3
mar,2007,61.71
mar,2008,56.52
mar,2009,57.87
mar,2010,53.29
mar,2011,51.25
mar,2012,49.3
mar,2013,46.98
mar,2014,46.25
mar,2015,42.84
mar,2016,41.22
mda,1989,54.49
mda,2002,32.38
mda,2003,26.88
mda,2004,24.18
mda,2005,22.91
mda,2006,25.8
mda,2007,23.6
mda,2008,23.16
mda,2009,23.69
mda,2010,24.15
mda,2011,24.13
mda,2012,22.23
mda,2013,23.21
mda,2014,23.42
mda,2015,25.51
mda,2016,23.08
mda,2017,22.66
mda,2018,24.15
mda,2019,24.08
mda,2020,21.07
mdg,1975,81.71
mdg,2003,67.91
mdg,2005,73.63
mdg,2012,90.08
mdg,2015,76.45
mdv,1977,84.46
mdv,1985,69.27
mdv,1990,63.2
mdv,1995,53.34
mdv,2000,48.1
mdv,2009,46.05
mdv,2014,68.46
mdv,2016,55.81
mdv,2019,55.85
mex,1960,85.21
mex,1970,62.89
mex,1978,58.47
mex,1979,57.94
mex,1980,68.04
mex,1990,60.27
mex,1991,71.18
mex,1992,72.23
mex,1993,73.3
mex,1994,72.64
mex,1995,71.81
mex,1996,71.1
mex,1997,70.85
mex,1998,71.08
mex,1999,69.3
mex,2000,67.68
mex,2001,65.53
mex,2002,62.55
mex,2003,62.28
mex,2004,62.41
mex,2005,62.45
mex,2006,62.99
mex,2007,62.62
mex,2008,62.17
mex,2009,60.79
mex,2010,61.19
mex,2011,60.69
mex,2012,60.78
mex,2013,59.77
mex,2014,58.86
mex,2015,57.9
mex,2016,57.19
mex,2017,56.71
mex,2018,56.55
mex,2019,57.36
mex,2020,51.18
mhl,2019,22.6
mkd,1991,50.22
mkd,1994,58.53
mkd,1997,50.7
mkd,1998,51.4
mkd,1999,46.06
mkd,2000,43.7
mkd,2001,44.6
mkd,2002,42.13
mkd,2003,40.49
mkd,2006,41.98
mkd,2007,43.79
mkd,2008,43.32
mkd,2009,43.42
mkd,2010,42.16
mkd,2011,39.89
mkd,2012,40.46
mkd,2013,39.87
mkd,2014,39.28
mkd,2015,40.1
mkd,2016,39.17
mkd,2017,41.65
mkd,2018,40.63
mkd,2019,38.13
mkd,2020,38.01
mli,1976,85.42
mli,2004,48.05
mli,2006,72.5
mli,2010,67.84
mli,2013,72.01
mli,2014,66.86
mli,2015,63.39
mli,2016,50.57
mli,2017,65.14
mli,2018,56.84
mlt,1994,64.97
mlt,1996,69.29
mlt,1997,62.93
mlt,1998,60.75
mlt,2000,59.9
mlt,2001,67.97
mlt,2002,62.55
mlt,2003,62.85
mlt,2004,60.2
mlt,2005,55.79
mlt,2006,56.83
mlt,2007,57.52
mlt,2008,55.27
mlt,2009,54.62
mlt,2010,53.62
mlt,2011,55.67
mlt,2012,54.37
mlt,2013,56.55
mlt,2014,53.44
mlt,2015,53.68
mlt,2016,54.41
mlt,2017,54.54
mlt,2018,55.7
mlt,2019,56.7
mlt,2020,55.85
mmr,1983,60.74
mmr,2015,67.78
mmr,2017,58.57
mmr,2018,55.44
mmr,2019,51.42
mne,2007,35.4
mne,2008,38
mne,2011,24.62
mne,2012,26.14
mne,2013,26.31
mne,2014,33.69
mne,2015,33.18
mne,2016,35.75
mne,2017,34.4
mne,2018,38.33
mne,2019,41.61
mne,2020,36.42
mng,1998,56.45
mng,2000,60.4
mng,2003,43.5
mng,2004,48.09
mng,2005,47.62
mng,2007,40.5
mng,2008,38
mng,2009,35.12
mng,2010,36.41
mng,2011,37.92
mng,2012,43.14
mng,2013,36.77
mng,2014,35.67
mng,2015,33.87
mng,2016,33.49
mng,2017,31.76
mng,2018,35.52
mng,2019,37.67
mng,2020,37.73
mnp,1985,56.89
mnp,1990,70.51
mnp,1995,71.5
mnp,2003,49.44
moz,1970,93.83
moz,1980,68.66
moz,1997,67.4
moz,2015,61.97
mrt,1975,91.74
mrt,2012,34.29
mrt,2017,29.69
mus,1962,61.16
mus,1972,77.98
mus,1983,72.1
mus,1984,39.71
mus,1987,75.56
mus,1989,75.25
mus,1990,71.19
mus,1991,72.35
mus,1992,71.81
mus,1993,70.96
mus,1994,70.86
mus,1995,65.03
mus,2000,63.02
mus,2001,67.26
mus,2002,64.07
mus,2003,65.37
mus,2004,61.02
mus,2005,58.47
mus,2006,55.76
mus,2007,52.22
mus,2008,49.48
mus,2009,48.59
mus,2010,48.87
mus,2011,48.83
mus,2012,49.34
mus,2013,51.1
mus,2014,52.12
mus,2015,52.49
mus,2016,51.02
mus,2017,50.28
mus,2018,50.23
mus,2019,49.75
mus,2020,74.29
mwi,1975,55.52
mwi,1983,81.61
mwi,1987,51.46
mwi,1998,48.36
mwi,2004,78.7
mwi,2005,69.65
mwi,2011,61.4
mwi,2013,66.98
mwi,2017,39.91
mwi,2020,42.76
mys,1980,66.41
mys,1991,53.73
mys,2011,49.67
mys,2014,50.95
mys,2015,50.23
mys,2016,49.94
mys,2017,49.76
mys,2018,50.99
mys,2019,53.17
mys,2020,50.15
nam,1991,44.92
nam,1994,37.8
nam,1997,31.88
nam,2000,31.71
nam,2001,43.33
nam,2004,33.36
nam,2008,38.5
nam,2010,41.64
nam,2012,34.16
nam,2013,35.72
nam,2014,34.82
nam,2016,38.88
nam,2018,32.09
ncl,2014,47.33
ner,1977,89.16
ner,2001,76.01
ner,2005,81.08
ner,2011,83.9
ner,2012,48.85
ner,2014,72.94
ner,2017,20.89
nga,1963,72.65
nga,1983,46
nga,1986,42.18
nga,1991,38.7
nga,2004,38.55
nga,2011,32.24
nga,2013,25.78
nga,2019,26.58
nic,1963,83.62
nic,1971,65.93
nic,1977,68.47
nic,1989,68.28
nic,1990,69.46
nic,1991,70.6
nic,1995,72.11
nic,1996,72.81
nic,1998,74.1
nic,1999,86.35
nic,2000,68.2
nic,2001,70.96
nic,2006,63.46
nic,2012,82.26
nic,2014,71.38
nld,1960,76.17
nld,1977,50.83
nld,1979,49.45
nld,1980,50.12
nld,1981,49.1
nld,1982,49.53
nld,1983,48.98
nld,1985,46.29
nld,1986,48.07
nld,1987,61.41
nld,1988,57.79
nld,1989,57.82
nld,1990,59.95
nld,1991,60.57
nld,1992,60.69
nld,1993,61.23
nld,1994,61.56
nld,1995,62.19
nld,1996,61.29
nld,1997,64.33
nld,1998,67.26
nld,1999,67.36
nld,2000,73.39
nld,2001,74.67
nld,2002,75.06
nld,2003,74.04
nld,2004,72.23
nld,2005,68.17
nld,2006,68.08
nld,2007,70.61
nld,2008,71.43
nld,2009,70.48
nld,2010,67.92
nld,2011,66.97
nld,2012,67.72
nld,2013,68.4
nld,2014,67.02
nld,2015,67.55
nld,2016,67.22
nld,2017,67.04
nld,2018,67.99
nld,2019,69.71
nld,2020,67.66
nld_curacao,2018,33.98
nld_curacao,2020,32.33
nor,1960,66.15
nor,1970,60.03
nor,1980,65.74
nor,1981,64.93
nor,1982,66.79
nor,1983,65.67
nor,1984,64.21
nor,1985,64.12
nor,1986,66.99
nor,1987,68.69
nor,1988,70
nor,1989,65.69
nor,1990,63.91
nor,1991,59.6
nor,1992,59.25
nor,1993,58.1
nor,1994,57.76
nor,1995,54.26
nor,1996,61.23
nor,1997,65.98
nor,1998,67.06
nor,1999,66.54
nor,2000,68.19
nor,2001,67.51
nor,2002,65.06
nor,2003,64.13
nor,2004,61.51
nor,2005,60.52
nor,2006,56.93
nor,2007,57.54
nor,2008,61.72
nor,2009,56.89
nor,2010,56.59
nor,2011,54.67
nor,2012,56.27
nor,2013,55.89
nor,2014,53.06
nor,2015,55.23
nor,2016,53.99
nor,2017,53.53
nor,2018,54.19
nor,2019,55.22
nor,2020,55.52
npl,1961,94.11
npl,1971,82.16
npl,1981,77.41
npl,1991,63.19
npl,1999,83.15
npl,2003,86.1
npl,2008,77.08
npl,2017,38.91
nru,1966,86.84
nru,2002,84.37
nru,2013,67.65
nzl,1986,80.82
nzl,1987,79.46
nzl,1988,75.32
nzl,1989,73.77
nzl,1990,72.52
nzl,1991,71.4
nzl,1992,69.62
nzl,1993,68.79
nzl,1994,70.04
nzl,1995,71.22
nzl,1996,70.57
nzl,1997,69.67
nzl,1998,67.87
nzl,1999,66.65
nzl,2000,65.82
nzl,2001,66.19
nzl,2002,66.73
nzl,2003,65.29
nzl,2004,65.67
nzl,2005,65.53
nzl,2006,67.3
nzl,2007,66.98
nzl,2008,65.53
nzl,2009,63.31
nzl,2010,60.9
nzl,2011,61.01
nzl,2012,60.45
nzl,2013,59.69
nzl,2014,62.32
nzl,2015,63.69
nzl,2016,64.76
nzl,2017,65.19
nzl,2018,64.58
nzl,2019,63.8
nzl,2020,63.87
omn,2003,47.69
omn,2016,57.35
omn,2020,38.22
pak,1976,74.79
pak,1977,74.98
pak,1978,74.84
pak,1979,74.84
pak,1980,74.85
pak,1981,76.69
pak,1982,76.59
pak,1983,75.06
pak,1984,75.09
pak,1985,75.56
pak,1986,74.16
pak,1988,71.38
pak,1989,28.3
pak,1990,71.37
pak,1991,68.68
pak,1992,68.66
pak,1993,65.95
pak,1994,65.35
pak,1995,65.26
pak,1997,66.01
pak,1998,65.18
pak,2000,69.34
pak,2002,70.18
pak,2004,70.45
pak,2006,66.8
pak,2007,64.83
pak,2008,62.89
pak,2009,62.14
pak,2010,62.09
pak,2011,60.57
pak,2013,61.89
pak,2014,59.7
pak,2015,59.76
pak,2018,61.29
pak,2019,59.34
pan,1960,76.55
pan,1970,75.97
pan,1979,63.86
pan,1980,56.25
pan,1983,59.7
pan,1984,61.79
pan,1985,62.44
pan,1986,59.4
pan,1988,63.8
pan,1989,64.7
pan,1990,60.66
pan,1991,62.93
pan,1993,67.7
pan,1994,65.91
pan,1995,66.75
pan,1996,62.5
pan,1997,64.96
pan,1998,64.59
pan,1999,64.5
pan,2000,60.5
pan,2002,62.3
pan,2003,62.48
pan,2004,63.2
pan,2005,62.07
pan,2006,60.5
pan,2007,61.03
pan,2008,65.21
pan,2009,65.06
pan,2010,62.23
pan,2011,58.25
pan,2012,60.41
pan,2013,58.8
pan,2014,57.39
pan,2015,55.32
pan,2016,55.33
pan,2017,53.91
pan,2018,57.05
pan,2019,56.51
pan,2020,56.76
pan,2021,51.86
per,1961,71.76
per,1972,57.77
per,1979,55.78
per,1980,55.54
per,1981,54.47
per,1982,55.17
per,1984,46.78
per,1986,54.62
per,1987,53.14
per,1989,54.81
per,1990,56.4
per,1991,47.69
per,1992,52.7
per,1993,61.02
per,1994,54.83
per,1995,59.02
per,1997,60.03
per,1998,61.33
per,1999,61.71
per,2000,59.54
per,2001,61.05
per,2002,84.82
per,2003,70.55
per,2004,72.18
per,2005,68.37
per,2006,72
per,2007,73.34
per,2008,73.33
per,2009,73.9
per,2010,73.87
per,2011,72.84
per,2012,72.32
per,2013,70.47
per,2014,69.19
per,2015,65.56
per,2016,64.9
per,2017,66.41
per,2018,66.23
per,2019,66.48
per,2020,55.55
phl,1960,68.4
phl,1970,63.26
phl,1978,62.16
phl,1983,58.7
phl,1985,60.52
phl,1987,63.58
phl,1988,63.84
phl,1989,60.48
phl,1990,60.45
phl,1991,61.12
phl,1992,60.81
phl,1993,60.07
phl,1994,59.8
phl,1995,60.62
phl,1996,61.58
phl,1997,60.58
phl,1998,61.98
phl,1999,60.2
phl,2000,57.1
phl,2001,53.38
phl,2002,58.65
phl,2003,52.3
phl,2004,54.22
phl,2005,52.93
phl,2006,52.2
phl,2007,51.32
phl,2008,51.05
phl,2009,51.13
phl,2010,50.45
phl,2011,52.68
phl,2012,52.11
phl,2013,51.33
phl,2014,52
phl,2015,49.25
phl,2016,49.17
phl,2017,46.19
phl,2018,43.72
phl,2019,42.04
phl,2020,36.68
plw,1995,54.23
plw,2000,28.47
plw,2005,36.2
plw,2014,32.57
png,1966,86.11
png,1971,79.38
png,2000,57.74
png,2010,35.83
pol,1960,66.13
pol,1970,56.33
pol,1978,57.82
pol,1988,49.14
pol,1992,49.18
pol,1993,46.18
pol,1994,45.22
pol,1995,43.87
pol,1996,43.42
pol,1997,40.12
pol,1998,38.64
pol,1999,37.68
pol,2000,40.19
pol,2001,42.86
pol,2002,41.43
pol,2003,40.36
pol,2004,38.99
pol,2005,39.47
pol,2006,37.54
pol,2007,36.54
pol,2008,36.52
pol,2009,38.06
pol,2010,39.29
pol,2011,38.7
pol,2012,38.53
pol,2013,38.39
pol,2014,38.76
pol,2015,38.39
pol,2016,39.79
pol,2017,39.69
pol,2018,39.22
pol,2019,39.18
pol,2020,36.06
pri,1960,40.97
pri,1970,35.93
pri,1976,48.22
pri,1977,44.17
pri,1978,44.66
pri,1979,44.98
pri,1980,33.58
pri,1981,43.44
