geo,time,gc_dod_totl_gd_zs
zaf,1996,44.22988
zaf,1997,43.17555
zaf,1998,44.65426
zaf,1999,42.17803
zaf,2000,39.63906
zaf,2008,23.60188
zmb,1990,244.38054
zmb,1991,277.53031
zmb,1992,164.70075
zmb,1993,161.78608
zmb,1994,149.20989
zmb,1995,155.27922
zmb,1996,175.93449
zmb,1997,150.07255
zmb,1998,161.23216
zmb,2011,18.04988
zmb,2012,23.48889
zmb,2013,24.22396
zmb,2014,44.39587
zmb,2015,49.40733
