geo,time,se_prm_rept_fe_zs
swz,1996,13.29987
swz,1997,13.32824
swz,1998,13.28659
swz,1999,14.48997
swz,2000,13.1705
swz,2001,14.34818
swz,2002,13.24261
swz,2003,13.65732
swz,2004,13.64856
swz,2005,14.98305
swz,2006,13.98572
swz,2007,15.30591
swz,2009,14.4272
swz,2010,12.94272
swz,2011,13.02692
swz,2012,13.11344
swz,2013,14.37016
swz,2014,13.25888
swz,2015,13.22673
swz,2016,11.67754
swz,2017,11.03557
sxm,2012,8.78567
sxm,2014,4.92257
syc,1970,0.79931
syc,1971,0.65346
syc,1972,0.5729
syc,1974,1.84096
syc,1975,1.32878
syc,1976,0.34027
syc,1977,0.29679
syc,1978,0.84546
syc,1980,0
syc,1981,0
syc,1982,0
syc,1983,0
syc,1984,0
syc,1985,0
syc,1986,0
syc,1987,0
syc,1988,0
syc,1989,0
syc,1991,0
syc,1992,0
syc,1993,0
syc,1994,0
syr,1971,9.76901
syr,1972,8.88612
syr,1973,8.96141
syr,1974,9.22225
syr,1975,9.62866
syr,1976,9.89525
syr,1977,9.1945
syr,1978,8.18047
syr,1979,8.02156
syr,1980,7.96842
syr,1981,7.16868
syr,1982,7.39966
syr,1983,7.50421
syr,1984,7.06728
syr,1985,7.04041
syr,1986,6.66691
syr,1987,6.32605
syr,1988,6.43452
syr,1989,6.49259
syr,1990,6.53001
syr,1991,6.26893
syr,1992,5.98232
syr,1993,6.39372
syr,1994,6.00665
syr,1995,6.36699
syr,1996,6.12096
syr,1997,6.27759
syr,1998,5.88271
syr,1999,5.6136
syr,2000,5.98886
syr,2001,6.04947
syr,2002,5.6921
syr,2003,6.90627
syr,2004,6.56398
syr,2005,6.43269
syr,2006,5.40276
syr,2007,5.92871
syr,2008,6.34187
syr,2009,6.53845
syr,2010,6.47949
syr,2011,6.39074
syr,2012,6.4086
syr,2013,6.39785
tca,1994,0
tca,1997,5.04528
tca,2000,7.99585
tca,2001,7.84314
tca,2002,4.78011
tca,2004,4.27112
tca,2005,2.6455
tca,2009,0.99644
tca,2014,1.45929
tca,2015,4.64
tca,2018,1.89415
tcd,1976,33.56503
tcd,1977,34.28218
tcd,1988,34.64737
tcd,1989,33.56855
tcd,1990,34.50217
tcd,1991,33.64915
tcd,1994,28.91888
tcd,1995,34.60148
tcd,1996,32.70366
tcd,1997,32.1382
tcd,1998,30.55268
tcd,1999,26.31678
tcd,2000,24.95293
tcd,2001,25.93726
tcd,2002,25.90661
tcd,2003,24.45219
tcd,2004,21.16522
tcd,2005,23.50008
tcd,2006,22.75577
tcd,2007,22.75582
tcd,2008,23.58837
tcd,2009,23.58833
tcd,2010,22.89323
tcd,2011,22.19679
tcd,2012,23.63549
tcd,2013,24.90013
tcd,2015,24.63602
tcd,2016,17.20166
tgo,1971,34.66902
tgo,1972,31.72084
tgo,1976,29.95771
tgo,1978,28.74166
tgo,1979,31.03601
tgo,1980,32.00549
tgo,1981,36.70484
tgo,1982,38.0367
tgo,1983,36.25545
tgo,1984,37.10026
tgo,1985,38.14784
tgo,1986,35.94403
tgo,1987,35.86279
tgo,1988,32.07833
tgo,1989,38.1261
tgo,1990,34.6716
tgo,1991,36.6669
tgo,1992,37.68904
tgo,1994,46.23151
tgo,1995,33.66781
tgo,1996,25.11047
tgo,1999,31.568
tgo,2000,27.10829
tgo,2001,24.27154
tgo,2002,23.152
tgo,2003,24.25903
tgo,2004,24.09699
tgo,2005,23.25563
tgo,2006,23.87284
tgo,2007,24.01207
tgo,2008,23.03331
tgo,2009,22.70305
tgo,2010,22.25325
tgo,2011,21.74193
tgo,2012,20.03853
tgo,2013,17.87532
tgo,2014,11.13255
tgo,2015,8.8036
tgo,2016,7.88594
tgo,2017,7.92176
tgo,2018,7.43678
tha,1975,9.514
tha,1976,9.35933
tha,1977,9.16847
tha,1978,9.26619
tha,1981,7.3229
tha,1999,3.53186
tha,2000,3.60936
tha,2001,3.67125
tha,2015,1.19841
tha,2016,1.02804
tha,2017,0.91979
tha,2018,0.81376
tjk,2009,0.30828
tjk,2010,0.27746
tjk,2011,0.09497
tjk,2012,0.22303
tjk,2014,0.05681
tjk,2015,0.03545
tjk,2016,0.04383
tjk,2017,0.07441
tls,2008,11.81354
tls,2009,16.84099
tls,2010,14.94674
tls,2011,16.24638
tls,2012,15.20943
tls,2013,15.7039
tls,2014,15.43027
tls,2015,13.24113
tls,2016,14.09642
tls,2017,12.91345
tls,2018,11.17579
ton,1977,4.65091
ton,1978,5.19384
ton,1979,5.13557
ton,1981,8.64767
ton,1982,7.73229
ton,1983,6.47585
ton,1984,6.19722
ton,1985,6.98358
ton,1986,4.82391
ton,1990,4.15666
ton,1991,9.95617
ton,1993,7.53065
ton,1998,6.86571
ton,1999,9.23906
ton,2001,5.40977
ton,2005,4.49355
ton,2006,4.38432
ton,2012,2.47833
ton,2013,2.55541
tto,1982,3.86021
tto,1985,5.49589
tto,1988,3.42572
tto,1991,3.33745
tto,1992,3.21308
tto,1993,3.66742
tto,1996,5.41173
tto,1997,5.23732
tto,1999,4.38442
tto,2000,7.43294
tto,2001,5.1601
tto,2003,4.02748
tto,2004,4.23197
tto,2005,4.42513
tto,2007,2.97683
tto,2008,5.46358
tto,2009,4.72431
tto,2010,5.20801
tun,1973,16.35985
tun,1976,18.11071
tun,1977,22.5018
tun,1978,20.08612
tun,1979,20.62842
tun,1980,20.89868
tun,1981,19.04475
tun,1982,18.17965
tun,1983,19.01343
tun,1984,18.47211
tun,1985,19.33557
tun,1986,18.96795
tun,1987,20.48927
tun,1988,21.03582
tun,1989,19.5268
tun,1990,18.99362
tun,1991,18.23407
tun,1993,16.96827
tun,1994,16.12833
tun,1995,14.66372
tun,1996,15.54743
tun,1997,14.56674
tun,1999,16.35993
tun,2000,14.34549
tun,2001,12.27777
tun,2002,8.00446
tun,2003,7.30583
tun,2004,5.73726
tun,2005,6.62059
tun,2006,4.73174
tun,2007,5.70845
tun,2008,6.47182
tun,2009,5.07358
tun,2010,4.44207
tun,2013,5.46855
tun,2014,5.08934
tun,2015,0.02235
tun,2016,8.32024
tun,2017,8.13358
tur,1984,8.60618
tur,1985,8.9382
tur,1986,8.18185
tur,1987,7.99532
tur,1988,7.57275
tur,1989,7.64618
tur,1990,7.02409
tur,1991,6.93316
tur,1992,6.82629
tur,1993,5.95134
tur,1994,5.3477
tur,1995,5.47202
tur,2004,3.33816
tur,2005,2.72218
tur,2006,2.69857
tur,2007,2.34606
tur,2008,2.1871
tur,2009,1.86621
tur,2010,1.83261
tur,2011,2.54392
tur,2012,2.5489
tur,2013,2.23837
tur,2014,2.01788
tur,2015,1.88594
tur,2016,2.06132
tur,2017,2.34436
tuv,1990,0
tuv,1991,0
tuv,1993,0
tuv,1994,0
tuv,1998,5.3681
tuv,2015,0.14144
tuv,2016,0.16077
tuv,2018,0.16234
tza,1975,0.42837
tza,1976,0.33921
tza,1981,1.23486
tza,1982,1.18964
tza,1983,1.07958
tza,1984,0.98096
tza,1986,1.13809
tza,1987,4.91624
tza,1988,6.09488
tza,1989,4.79551
tza,1990,4.51204
tza,1991,3.86076
tza,1992,3.57458
tza,1993,3.19425
tza,1994,3.01072
tza,1997,2.18952
tza,1998,2.99828
tza,1999,3.17545
tza,2000,2.66201
tza,2001,2.54702
tza,2002,2.45057
tza,2004,5.42429
tza,2005,5.93044
tza,2006,4.96552
tza,2007,4.18099
tza,2009,2.2709
tza,2010,2.26976
tza,2012,2.53289
tza,2013,3.34094
tza,2016,4.21884
tza,2018,1.70771
uga,1982,10.30298
uga,1986,13.90757
uga,2001,9.31085
uga,2002,10.25547
uga,2003,13.1008
uga,2004,13.70738
uga,2005,13.34009
uga,2007,14.56338
uga,2008,10.78432
uga,2009,13.94749
uga,2010,10.52562
uga,2011,10.03025
uga,2012,10.42712
uga,2013,10.14259
uga,2014,6.9567
uga,2015,7.06928
uga,2016,7.70546
uga,2017,8.62498
ukr,1993,1.03456
ukr,1994,0.92308
ukr,1999,0.78947
ukr,2000,0.70428
ukr,2001,0.48716
ukr,2002,0.19605
ukr,2003,0.11808
ukr,2004,0.12464
ukr,2005,0.10861
ukr,2006,0.1185
ukr,2007,0.11842
ukr,2008,0.11633
ukr,2009,0.09253
ukr,2010,0.07092
ukr,2011,0.064
ukr,2012,0.05572
ukr,2013,0.05473
ukr,2014,0.05666
ukr,2015,0.05124
ukr,2016,0.06151
ukr,2017,0.05036
ukr,2018,0.05587
ury,1974,11.76354
ury,1976,12.47384
ury,1977,11.00907
ury,1978,10.52191
ury,1979,11.40898
ury,1980,10.62352
ury,1985,9.27951
ury,1986,8.43419
ury,1987,7.99578
ury,1988,7.3508
ury,1989,7.00907
ury,1990,7.51379
ury,1991,8.40972
ury,1992,8.30078
ury,1993,8.10421
ury,1994,8.15755
ury,1995,8.11375
ury,1996,7.78385
ury,1997,6.71737
ury,1998,6.86289
ury,1999,6.4896
ury,2000,7.31211
ury,2001,7.42598
ury,2002,6.89159
ury,2003,6.85915
ury,2004,6.04315
ury,2005,6.07991
ury,2006,5.70762
ury,2007,5.59163
ury,2008,5.42433
ury,2009,4.21668
ury,2010,4.38324
ury,2011,4.25193
ury,2012,4.27982
ury,2013,3.89699
ury,2014,3.69716
ury,2015,3.55597
ury,2016,3.39546
usa,2017,1.55674
uzb,2001,0.03416
uzb,2002,0.0252
uzb,2003,0.01666
uzb,2004,0.01215
uzb,2005,0.00914
uzb,2006,0.00876
uzb,2007,0.00571
uzb,2008,0.00447
uzb,2009,0.00279
uzb,2010,0.00534
uzb,2011,0.0018
uzb,2012,0.00317
uzb,2013,0.00323
uzb,2014,0.00386
uzb,2015,0.00281
uzb,2016,0.00183
uzb,2017,0.00173
uzb,2018,0.00133
vct,1999,7.87911
vct,2002,8.04742
vct,2003,7.76613
vct,2004,5.2464
vct,2005,3.01262
vct,2008,3.88587
vct,2010,3.44477
vct,2011,3.50284
vct,2012,3.68822
vct,2013,3.57197
vct,2014,1.88217
vct,2015,3.37061
vct,2016,1.55255
vct,2017,2.12933
vct,2018,1.27437
ven,1988,7.70679
ven,1989,8.0766
ven,1991,8.33088
ven,1992,8.41998
ven,1993,8.6838
ven,1996,8.10658
ven,1997,7.90233
ven,1999,5.45476
ven,2000,5.1875
ven,2001,5.18751
ven,2002,5.92483
ven,2003,5.77144
ven,2004,5.68424
ven,2005,5.11833
ven,2006,4.58625
ven,2007,3.67121
ven,2008,2.54604
ven,2009,2.52195
ven,2010,2.6526
ven,2011,2.52393
ven,2012,2.72575
ven,2013,2.77606
ven,2014,2.12502
ven,2015,2.13484
ven,2016,2.15049
ven,2017,2.10747
vgb,1985,8.20669
vgb,1994,4.81728
vgb,2002,3.4157
vgb,2003,4.20736
vgb,2004,2.49816
vgb,2005,4.93562
vgb,2006,4.85915
vgb,2007,2.69179
vgb,2009,4.69361
vgb,2010,4.30868
vgb,2011,4.44592
vgb,2012,3.46859
vgb,2013,3.85873
vgb,2014,3.85604
vgb,2015,3.18674
vgb,2016,1.5544
vgb,2017,2.04604
vnm,1999,3.23316
vnm,2000,2.82515
vnm,2001,2.4158
vnm,2002,1.91833
vnm,2003,1.91832
vnm,2013,0.71279
vnm,2014,0.68691
vnm,2015,0.61033
vnm,2016,0.50674
vnm,2017,0.50676
vnm,2018,0.48907
vut,1992,11.44206
vut,1994,13.62025
vut,1998,10.28802
vut,2000,9.93225
vut,2001,5.87562
vut,2002,7.08053
vut,2004,9.7308
vut,2007,12.30529
vut,2008,11.53846
vut,2009,12.67067
vut,2010,11.98627
vut,2013,13.61329
wsm,1999,0.88414
wsm,2000,0.95712
wsm,2001,0.66894
wsm,2007,0.91167
wsm,2009,0.84433
wsm,2010,0.73381
wsm,2011,1.84738
wsm,2012,1.02154
wsm,2014,1.15397
wsm,2015,1.13526
wsm,2016,1.03276
wsm,2017,1.1611
wsm,2018,0.83014
yem,1999,8.66471
yem,2001,5.54934
yem,2002,5.55492
yem,2003,3.69323
yem,2004,3.69528
yem,2005,4.33306
yem,2008,5.01896
yem,2010,5.74839
yem,2012,5.83517
yem,2013,7.29754
yem,2016,5.22239
zaf,1991,10.71604
zaf,1998,6.89421
zaf,1999,9.15653
zaf,2000,7.34776
zaf,2001,12.70471
zaf,2002,6.28895
zaf,2003,4.54183
zaf,2004,7.50757
zaf,2015,7.52795
zaf,2016,6.80075
zmb,1972,1.69826
zmb,1973,1.62311
zmb,1974,1.73247
zmb,1975,1.75461
zmb,1976,1.46349
zmb,1977,1.11744
zmb,1978,1.00175
zmb,1979,1.39046
zmb,1980,1.5998
zmb,1981,1.27388
zmb,1982,1.09952
zmb,1983,1.30298
zmb,1984,1.55881
zmb,1986,1.88724
zmb,1994,2.23698
zmb,1995,2.56313
zmb,1998,6.17028
zmb,1999,5.79223
zmb,2000,5.8604
zmb,2002,7.06869
zmb,2004,6.81033
zmb,2005,6.01386
zmb,2006,6.47731
zmb,2007,6.15534
zmb,2008,5.65548
zmb,2009,5.89227
zmb,2010,5.66962
zmb,2011,5.65246
zmb,2012,5.13346
zmb,2013,5.3505
zwe,1984,0.78267
zwe,2012,1.8584
zwe,2013,1.66942
