geo,time,sl_emp_totl_sp_ne_zs
hnd,2016,59.06
hnd,2017,60.8
hnd,2018,62.74
hnd,2019,59.58
hnd,2020,52.96
hrv,2000,42.59
hrv,2001,41.82
hrv,2002,43.47
hrv,2003,43.28
hrv,2004,44.16
hrv,2005,43.37
hrv,2006,43.72
hrv,2007,47.68
hrv,2008,48.59
hrv,2009,48.23
hrv,2010,46.47
hrv,2011,44.75
hrv,2012,43.18
hrv,2013,42.07
hrv,2014,43.31
hrv,2015,44.2
hrv,2016,44.59
hrv,2017,45.82
hrv,2018,46.87
hrv,2019,47.72
hrv,2020,47.2
hti,1980,58.27
hti,1990,57.9
hti,2003,35.74
hti,2012,55.11
hun,1978,47.56
hun,1979,47.5
hun,1981,49.06
hun,1985,48.05
hun,1986,48.04
hun,1987,47.95
hun,1988,48.45
hun,1989,48.48
hun,1990,48
hun,1991,45.51
hun,1992,52.51
hun,1993,48.93
hun,1994,47.83
hun,1995,47.05
hun,1996,43.47
hun,1997,43.33
hun,1998,44.05
hun,1999,45.89
hun,2000,46.3
hun,2001,46.1
hun,2002,46.17
hun,2003,46.85
hun,2004,46.6
hun,2005,46.57
hun,2006,46.86
hun,2007,46.6
hun,2008,46.01
hun,2009,44.85
hun,2010,44.72
hun,2011,45.09
hun,2012,45.98
hun,2013,46.87
hun,2014,49.53
hun,2015,51.03
hun,2016,52.85
hun,2017,53.94
hun,2018,54.63
hun,2019,55.15
hun,2020,54.48
idn,1976,73.25
idn,1977,63.98
idn,1978,66.64
idn,1982,63.68
idn,1986,67.32
idn,1988,67.56
idn,1989,66.66
idn,1990,64.68
idn,1991,64.22
idn,1992,64.5
idn,1993,63.8
idn,1994,63.88
idn,1995,62.19
idn,1996,63.62
idn,1997,63.23
idn,1998,63.28
idn,1999,62.95
idn,2000,63.64
idn,2001,63.05
idn,2002,61.62
idn,2003,61.3
idn,2004,60.88
idn,2005,59.28
idn,2006,59.36
idn,2007,60.89
idn,2008,61.59
idn,2009,62.01
idn,2010,62.85
idn,2011,63.47
idn,2012,64.4
idn,2013,63.86
idn,2014,63.93
idn,2015,63.57
idn,2016,63.46
idn,2017,64.17
idn,2018,64.68
idn,2019,65.79
idn,2020,64.53
ind,1994,56.83
ind,2000,55.64
ind,2005,56.4
ind,2010,52.22
ind,2012,50.22
ind,2018,45.42
ind,2019,45.6
ind,2020,48.72
irl,1983,46.86
irl,1984,45.14
irl,1985,43.77
irl,1986,43.79
irl,1987,43.91
irl,1988,43.9
irl,1989,44.23
irl,1990,45.5
irl,1991,44.81
irl,1992,44.68
irl,1993,45.03
irl,1994,46.08
irl,1995,47.47
irl,1996,48.44
irl,1997,49.79
irl,1998,52.11
irl,1999,54.59
irl,2000,56.44
irl,2001,57.01
irl,2002,57.09
irl,2003,57.02
irl,2004,57.37
irl,2005,59.27
irl,2006,60.39
irl,2007,63.31
irl,2008,61.48
irl,2009,56.01
irl,2010,53.51
irl,2011,52.45
irl,2012,52.12
irl,2013,53.45
irl,2014,54.43
irl,2015,55.7
irl,2016,56.98
irl,2017,57.82
irl,2018,58.6
irl,2019,59.26
irl,2020,57.69
irn,1986,33.5
irn,1991,33.9
irn,1996,40.14
irn,2005,40.08
irn,2006,39.44
irn,2007,38.96
irn,2008,37.04
irn,2009,37.24
irn,2010,35.91
irn,2011,34.99
irn,2012,35.58
irn,2013,36.24
irn,2014,35.93
irn,2015,36.74
irn,2016,37.21
irn,2017,38.39
irn,2018,38.66
irn,2019,39
irn,2020,36.98
irq,2007,38.11
irq,2012,37.72
irq,2014,38.39
irq,2016,38.49
irq,2017,36.43
isl,1991,77.12
isl,1992,76.58
isl,1993,75.13
isl,1994,75.15
isl,1995,77.97
isl,1996,78.24
isl,1997,77.08
isl,1998,78.82
isl,1999,80.94
isl,2000,82.22
isl,2001,81.95
isl,2002,80.32
isl,2003,79.76
isl,2004,78.59
isl,2005,79.28
isl,2006,80.13
isl,2007,80.79
isl,2008,79.49
isl,2009,74.52
isl,2010,74.3
isl,2011,74.19
isl,2012,75.09
isl,2013,76.35
isl,2014,78.12
isl,2015,79.69
isl,2016,81.31
isl,2017,80.61
isl,2018,79.63
isl,2019,78.39
isl,2020,74.65
isr,1983,47.61
isr,1984,47.26
isr,1985,45.91
isr,1986,47.05
isr,1987,47.39
isr,1988,48.1
isr,1989,47.39
isr,1990,51.94
isr,1991,51.57
isr,1992,51.63
isr,1993,53.51
isr,1994,55.73
isr,1995,56.75
isr,1996,56.34
isr,1997,55.33
isr,1998,54.25
isr,1999,54.38
isr,2000,54.88
isr,2001,54.52
isr,2002,53.24
isr,2003,53.2
isr,2004,53.92
isr,2005,55.23
isr,2006,55.9
isr,2007,57.13
isr,2008,58.11
isr,2009,57.2
isr,2010,58.05
isr,2011,58.59
isr,2012,59.22
isr,2013,59.73
isr,2014,60.42
isr,2015,60.73
isr,2016,61.06
isr,2017,61.31
isr,2018,61.37
isr,2019,61.09
isr,2020,59.12
ita,1983,45.87
ita,1984,45.3
ita,1985,45.35
ita,1986,45.1
ita,1987,44.68
ita,1988,44.62
ita,1989,44.39
ita,1990,44.87
ita,1991,45.58
ita,1992,44.15
ita,1993,43.29
ita,1994,42.4
ita,1995,41.78
ita,1996,41.81
ita,1997,41.8
ita,1998,41.99
ita,1999,42.44
ita,2000,42.93
ita,2001,43.67
ita,2002,44.29
ita,2003,44.89
ita,2004,45.77
ita,2005,45.31
ita,2006,45.75
ita,2007,45.79
ita,2008,45.8
ita,2009,44.72
ita,2010,44.17
ita,2011,44.12
ita,2012,43.85
ita,2013,42.87
ita,2014,42.84
ita,2015,43.14
ita,2016,43.72
ita,2017,44.23
ita,2018,44.62
ita,2019,44.93
ita,2020,44.07
jam,1995,57.83
jam,1996,56.91
jam,1997,56.13
jam,1999,53.99
jam,2001,53.68
jam,2007,58.9
jam,2008,60.31
jam,2009,57.96
jam,2010,56.16
jam,2011,55.95
jam,2012,55.39
jam,2013,54.99
jam,2014,55.67
jam,2015,54.62
jam,2016,57.72
jam,2017,59.02
jam,2018,59.68
jam,2019,61.14
jam,2020,58.16
jam,2021,57.95
jor,1999,34.9
jor,2000,34
jor,2001,33.1
jor,2002,32.6
jor,2003,32
jor,2004,32.7
jor,2005,32.7
jor,2006,32.4
jor,2007,34.6
jor,2008,34.5
jor,2009,35
jor,2010,34.5
jor,2011,34
jor,2012,33.4
jor,2013,32.4
jor,2014,32.1
jor,2017,32.9
jor,2018,32.01
jor,2019,32.64
jor,2020,32.27
jpn,1960,68.04
jpn,1961,68.12
jpn,1962,67.45
jpn,1963,66.23
jpn,1964,65.36
jpn,1965,64.91
jpn,1966,64.95
jpn,1967,65.11
jpn,1968,65.15
jpn,1969,64.76
jpn,1970,64.6
jpn,1971,64.18
jpn,1972,63.52
jpn,1973,63.84
jpn,1974,62.79
jpn,1975,61.86
jpn,1976,61.72
jpn,1977,61.89
jpn,1978,61.98
jpn,1979,62.09
jpn,1980,61.98
jpn,1981,61.89
jpn,1982,61.85
jpn,1983,62.1
jpn,1984,61.69
jpn,1985,61.35
jpn,1986,61.05
jpn,1987,60.81
jpn,1988,61.03
jpn,1989,61.44
jpn,1990,61.94
jpn,1991,62.45
jpn,1992,62.59
jpn,1993,62.2
jpn,1994,61.79
jpn,1995,61.44
jpn,1996,61.36
jpn,1997,61.5
jpn,1998,60.72
jpn,1999,59.93
jpn,2000,59.48
jpn,2001,58.88
jpn,2002,57.94
jpn,2003,57.57
jpn,2004,57.56
jpn,2005,57.73
jpn,2006,57.89
jpn,2007,58.05
jpn,2008,57.75
jpn,2009,56.83
jpn,2010,56.54
jpn,2011,56.55
jpn,2012,56.44
jpn,2013,56.85
jpn,2014,57.31
jpn,2015,57.48
jpn,2016,58.11
jpn,2017,58.74
jpn,2018,60.03
jpn,2019,60.62
jpn,2020,60.25
jpn,2021,60.37
kaz,1997,41.09
kaz,1998,40.65
kaz,2002,63.56
kaz,2003,63.87
kaz,2004,63.99
kaz,2005,63.96
kaz,2006,64.25
kaz,2007,65.27
kaz,2008,66.41
kaz,2009,66.08
kaz,2010,67.06
kaz,2011,67.75
kaz,2012,67.95
kaz,2013,67.97
kaz,2014,68.04
kaz,2015,68.28
kaz,2016,66.73
kaz,2017,66.63
kaz,2018,66.73
kaz,2019,66.72
kaz,2020,65.9
ken,1999,65.15
ken,2005,55
ken,2006,56.96
ken,2016,72.35
ken,2019,64.4
kgz,2002,56.32
kgz,2004,58.26
kgz,2006,61.16
kgz,2007,60.01
kgz,2008,60.02
kgz,2009,58.58
kgz,2010,58.72
kgz,2011,59.32
kgz,2012,58.79
kgz,2013,57.25
kgz,2014,57.34
kgz,2015,57.67
kgz,2016,57.09
kgz,2017,55.94
kgz,2018,56.14
kgz,2019,56.96
kgz,2020,55.86
khm,1998,72.99
khm,2000,76.42
khm,2001,81.83
khm,2004,78.95
khm,2007,80.21
khm,2008,78.29
khm,2009,81.54
khm,2010,84.1
khm,2011,84.95
khm,2012,66.95
khm,2013,79.87
khm,2014,79.74
khm,2015,79.29
khm,2016,81.15
khm,2017,81.29
khm,2019,68.46
kir,2000,18.32
kir,2005,22.51
kir,2010,41.13
kir,2015,38.99
kir,2019,32.73
kna,1980,53.94
kna,1991,63.22
kna,2001,65.26
kor,1977,35.16
kor,1978,36.23
kor,1979,36.17
kor,1980,55.94
kor,1981,55.88
kor,1982,56.08
kor,1983,55.33
kor,1984,53.71
kor,1985,54.34
kor,1986,54.93
kor,1987,56.48
kor,1988,56.99
kor,1989,58.02
kor,1990,58.55
kor,1991,59.14
kor,1992,59.36
kor,1993,59.14
kor,1994,60.06
kor,1995,60.66
kor,1996,60.83
kor,1997,60.87
kor,1998,56.4
kor,1999,56.75
kor,2000,59.07
kor,2001,59.59
kor,2002,60.55
kor,2003,59.81
kor,2004,60.55
kor,2005,60.38
kor,2006,60.49
kor,2007,60.56
kor,2008,60.14
kor,2009,59.22
kor,2010,59.32
kor,2011,59.69
kor,2012,59.98
kor,2013,60.2
kor,2014,60.97
kor,2015,60.93
kor,2016,60.89
kor,2017,61.16
kor,2018,60.94
kor,2019,61.19
kor,2020,60.34
kos,2002,23.8
kos,2003,25.3
kos,2004,27.7
kos,2005,28.5
kos,2006,28.7
kos,2007,26.2
kos,2008,24.1
kos,2009,23.2
kos,2012,23.14
kos,2013,25.67
kos,2014,24.05
kos,2015,22.49
kos,2016,24.74
kos,2017,25.93
kos,2018,23.75
kos,2019,25.71
kos,2020,24.31
kwt,1983,54.42
kwt,1988,59.58
kwt,1995,67.96
kwt,1997,54.69
kwt,2003,62.52
kwt,2005,68.38
kwt,2006,76.8
kwt,2007,76.2
kwt,2008,68.1
kwt,2009,75.16
kwt,2010,75.48
kwt,2011,74.33
kwt,2015,74.47
kwt,2016,72.24
lao,1995,68.6
lao,2003,92.76
lao,2005,65.7
lao,2010,77.66
lao,2017,36.94
lbn,1997,42.9
lbn,2004,40.56
lbn,2007,39.5
lbn,2019,43.25
lbr,2007,68.02
lbr,2010,56.25
lbr,2014,74.46
lbr,2016,74.57
lbr,2017,22.88
lby,2012,38.66
lca,1993,57.7
lca,2000,57.4
lca,2003,53.43
lca,2004,53.1
lca,2005,55.4
lca,2006,54.6
lca,2007,56.8
lca,2008,51.43
lca,2009,53.81
lca,2011,54.42
lca,2012,55.87
lca,2013,53.87
lca,2017,57.03
lca,2018,57.13
lca,2019,58.85
lie,2000,62.45
lie,2001,62.02
lie,2002,60.91
lie,2003,60.32
lie,2004,59.57
lie,2005,59.27
lie,2006,59.87
lie,2007,60.61
lie,2008,60.63
lie,2009,59.74
lie,2010,59.52
lie,2011,60.98
lie,2012,60.48
lie,2013,59.75
lie,2014,59.38
lie,2015,59.18
lie,2016,59
lie,2017,59.1
lka,1981,30.93
lka,1985,51.04
lka,1991,42.5
lka,1994,49.11
lka,1995,48.18
lka,1996,49.4
lka,1997,49.86
lka,1998,53.43
lka,1999,52.39
lka,2001,45
lka,2002,45.9
lka,2005,44.6
lka,2009,49.23
lka,2010,50.75
lka,2011,50.69
lka,2012,50.48
lka,2013,51.35
lka,2014,50.88
lka,2015,51.24
lka,2016,51.45
lka,2017,51.81
lka,2018,49.49
lka,2019,49.81
lso,1986,42.8
lso,1997,31.6
lso,1999,59.44
lso,2008,29.17
lso,2013,49.2
lso,2019,38.72
ltu,1996,55.69
ltu,1998,52.68
ltu,1999,53.01
ltu,2000,50.66
ltu,2001,49.11
ltu,2002,50.85
ltu,2003,52.45
ltu,2004,51.04
ltu,2005,51.6
ltu,2006,52.06
ltu,2007,53.18
ltu,2008,52.56
ltu,2009,48.75
ltu,2010,46.69
ltu,2011,48.56
ltu,2012,50.01
ltu,2013,51.17
ltu,2014,52.62
ltu,2015,53.76
ltu,2016,55.59
ltu,2017,56.32
ltu,2018,57.76
ltu,2019,58.2
ltu,2020,57.3
lux,1983,49.27
lux,1984,49.66
lux,1985,50.28
lux,1986,50.36
lux,1987,51.03
lux,1988,50.03
lux,1989,50.24
lux,1990,49.26
lux,1991,51.08
lux,1992,52.48
lux,1993,51.51
lux,1994,50.86
lux,1995,49.32
lux,1996,49.28
lux,1997,49.9
lux,1998,49.93
lux,1999,51.11
lux,2000,52.16
lux,2001,52.84
lux,2002,53.33
lux,2003,52.18
lux,2004,52.19
lux,2005,53.06
lux,2006,52.41
lux,2007,53.66
lux,2008,53.18
lux,2009,55.18
lux,2010,55.18
lux,2011,54.77
lux,2012,55.73
lux,2013,55.92
lux,2014,56.56
lux,2015,55.98
lux,2016,55.2
lux,2017,56.04
lux,2018,56.54
lux,2019,57.25
lux,2020,56.69
lva,1998,50.54
lva,1999,49.78
lva,2000,48.2
lva,2001,48.77
lva,2002,49.97
lva,2003,50.21
lva,2004,50.68
lva,2005,51.61
lva,2006,54.94
lva,2007,56.61
lva,2008,56.78
lva,2009,49.6
lva,2010,47.41
lva,2011,49.04
lva,2012,50.74
lva,2013,52.38
lva,2014,52.84
lva,2015,54.14
lva,2016,54.59
lva,2017,55.53
lva,2018,56.89
lva,2019,57.36
lva,2020,56.68
mac,1992,58.63
mac,1993,58.36
mac,1994,57.51
mac,1995,58.1
mac,1997,62.22
mac,1998,60.87
mac,2000,60.82
mac,2003,57.96
mac,2004,59.25
mac,2005,60.8
mac,2006,63.14
mac,2007,65.41
mac,2008,67.29
mac,2009,69.44
mac,2010,69.45
mac,2011,70.66
mac,2012,70.95
mac,2013,71.34
mac,2014,72.59
mac,2015,72.39
mac,2016,70.93
mar,1990,42.94
mar,1995,41.35
mar,1998,39.55
mar,1999,46.59
mar,2000,46.4
mar,2001,44.7
mar,2002,44.56
mar,2003,45.43
mar,2004,46.94
mar,2005,46.2
mar,2006,34.27
mar,2007,47.28
mar,2008,46.75
mar,2009,33.24
mar,2010,45.1
mar,2011,44.78
mar,2012,44.06
mar,2013,43.85
mar,2014,43.4
mar,2015,42.98
mar,2016,42.22
mco,2016,47.89
mda,1989,66.92
mda,1992,47.17
mda,1996,38.45
mda,1998,44.96
mda,2009,40.03
mda,2010,38.52
mda,2011,39.44
mda,2012,38.45
mda,2013,39.26
mda,2014,41.66
mda,2015,42.39
mda,2016,42.96
mda,2017,42.38
mda,2018,44.52
mda,2019,40.11
mda,2020,38.78
mdg,2003,88.35
mdg,2005,93.97
mdg,2010,61.2
mdg,2012,92.04
mdg,2015,84.84
mdv,1990,49.71
mdv,1995,51.23
mdv,2000,54.28
mdv,2009,46.01
mdv,2010,39.7
mdv,2014,65.87
mdv,2016,54.09
mdv,2019,57.06
mex,1991,57.98
mex,1992,58.64
mex,1993,59.32
mex,1994,58.72
mex,1995,57.15
mex,1996,58.13
mex,1997,60.27
mex,1998,60.36
mex,1999,60.4
mex,2000,60.06
mex,2001,59.39
mex,2002,56.2
mex,2003,56.26
mex,2004,56.53
mex,2005,57.22
mex,2006,57.99
mex,2007,57.92
mex,2008,57.61
mex,2009,56.68
mex,2010,56.5
mex,2011,56.67
mex,2012,57.46
mex,2013,57.31
mex,2014,56.89
mex,2015,57.22
mex,2016,57.37
mex,2017,57.31
mex,2018,57.6
mex,2019,58.08
mex,2020,53.03
mhl,1980,43.14
mhl,1999,35.34
mhl,2011,39.33
mhl,2019,41.62
mkd,1996,41.8
mkd,1997,38.7
mkd,1998,40.3
mkd,1999,35.91
mkd,2000,35.84
mkd,2001,38.56
mkd,2002,35.82
mkd,2003,34.51
mkd,2006,34.56
mkd,2007,35.47
mkd,2008,36.51
mkd,2009,37.63
mkd,2010,37.86
mkd,2011,38.07
mkd,2012,38.06
mkd,2013,39.65
mkd,2014,40.25
mkd,2015,40.94
mkd,2016,41.86
mkd,2017,42.79
mkd,2018,43.75
mkd,2019,45.89
mkd,2020,45.44
mli,1997,36.7
mli,2004,45.1
mli,2006,70.2
mli,2007,72.58
mli,2009,7.35
mli,2010,60.02
mli,2013,72.32
mli,2014,66.11
mli,2015,65.11
mli,2016,61.16
mli,2017,64.03
mli,2018,62.72
mlt,2000,46.54
mlt,2001,46.75
mlt,2002,46.89
mlt,2003,46.55
mlt,2004,45.45
mlt,2005,45.68
mlt,2006,45.77
mlt,2007,46.63
mlt,2008,47.05
mlt,2009,46.77
mlt,2010,47.29
mlt,2011,48.15
mlt,2012,49.32
mlt,2013,50.82
mlt,2014,52.1
mlt,2015,52.74
mlt,2016,54.07
mlt,2017,55.58
mlt,2018,57.88
mlt,2019,59.27
mlt,2020,59.68
mmr,1985,39.85
mmr,1986,39.97
mmr,1988,40.97
mmr,2015,64.22
mmr,2017,60.29
mmr,2018,60.97
mmr,2019,59.19
mne,2007,41.7
mne,2008,43.2
mne,2009,41.3
mne,2010,40.04
mne,2011,39.11
mne,2012,40.13
mne,2013,40.29
mne,2014,43.2
mne,2015,44.3
mne,2016,44.85
mne,2017,45.88
mne,2018,47.5
mne,2019,48.73
mne,2020,43.81
mng,1998,55.93
mng,2000,51.1
mng,2002,35.8
mng,2003,56
mng,2006,62.35
mng,2007,55.6
mng,2008,55.15
mng,2009,55.04
mng,2010,55.47
mng,2011,57.7
mng,2012,58.3
mng,2013,56.97
mng,2014,57.21
mng,2015,56.91
mng,2016,54.48
mng,2017,55.77
mng,2018,56.28
mng,2019,54.42
mng,2020,54.65
mnp,2010,64.18
moz,1997,98.38
moz,2015,76.34
mrt,1988,34.1
mrt,2012,39.26
mrt,2017,36.85
mus,1995,53.84
mus,1996,52.4
mus,1997,49.2
mus,1998,52.4
mus,1999,52.2
mus,2001,52.72
mus,2002,53.9
mus,2003,57.5
mus,2004,54.4
mus,2005,54.11
mus,2006,53.91
mus,2007,53.39
mus,2008,54.15
mus,2009,54.23
mus,2010,54.69
mus,2011,53.98
mus,2012,54.13
mus,2013,55.16
mus,2014,55.25
mus,2015,55.6
mus,2016,55.21
mus,2017,55.4
mus,2018,54.9
mus,2019,55.33
mus,2020,65.35
mwi,1983,93.82
mwi,1987,64.6
mwi,1998,79.62
mwi,2004,84.6
mwi,2005,80.05
mwi,2011,72.11
mwi,2013,73.12
mwi,2017,45.64
mwi,2020,47.98
mys,1982,62.67
mys,1983,63.15
mys,1984,61.98
mys,1985,62.02
mys,1986,61.21
mys,1987,61.67
mys,1988,61.95
mys,1989,62.39
mys,1990,63.54
mys,1992,63.48
mys,1993,63.79
mys,1995,62.71
mys,1996,64.64
mys,1997,64
mys,1998,62.3
mys,1999,62.09
mys,2000,63.14
mys,2001,62.63
mys,2002,62.13
mys,2003,62.87
mys,2004,62.07
mys,2005,61.02
mys,2006,61.35
mys,2007,61.06
mys,2008,60.87
mys,2009,61.29
mys,2010,58.42
mys,2011,62.49
mys,2012,62.26
mys,2013,64.31
mys,2014,65.7
mys,2015,65.77
mys,2016,65.41
mys,2017,65.67
mys,2018,66.37
mys,2019,66.45
mys,2020,65.33
nam,1991,39.5
nam,1994,44
nam,1997,43.1
nam,2000,43.3
nam,2001,37.4
nam,2004,37.63
nam,2008,34.6
nam,2010,46.85
nam,2012,47.88
nam,2013,49.96
nam,2014,49.56
nam,2016,46.34
nam,2018,47.18
ncl,1996,41.46
ncl,2009,57.94
ncl,2014,54.67
ner,1995,37.8
ner,2001,69.22
ner,2005,53.68
ner,2011,79.26
ner,2012,41.78
ner,2014,73.18
ner,2017,24.43
nga,1983,56.7
nga,1986,53.73
nga,2003,54.7
nga,2011,58.14
nga,2013,53.22
nga,2015,69.13
nga,2016,69.32
nga,2017,69.93
nga,2019,52.58
nic,1990,55.36
nic,1991,53.33
nic,1996,52.39
nic,1998,55.01
nic,2001,51.3
nic,2002,50
nic,2003,58.5
nic,2004,59.58
nic,2005,60.53
nic,2006,58.88
nic,2007,57.97
nic,2009,47.56
nic,2010,68.09
nic,2012,72.95
nic,2013,71.72
nic,2014,62.03
nld,1979,44.9
nld,1980,45.57
nld,1981,45.8
nld,1982,44.68
nld,1983,44.98
nld,1985,45.39
nld,1986,43.94
nld,1987,50.46
nld,1988,50.5
nld,1989,51.13
nld,1990,52.74
nld,1991,53.47
nld,1992,54.8
nld,1993,54.5
nld,1994,54.67
nld,1995,54.97
nld,1996,55.88
nld,1997,57.58
nld,1998,58.98
nld,1999,60.22
nld,2000,61.8
nld,2001,62.82
nld,2002,63.22
nld,2003,62.42
nld,2004,61.89
nld,2005,59.7
nld,2006,60.4
nld,2007,61.86
nld,2008,62.92
nld,2009,62.59
nld,2010,61.6
nld,2011,61.32
nld,2012,61.22
nld,2013,60.24
nld,2014,59.62
nld,2015,59.96
nld,2016,60.24
nld,2017,60.92
nld,2018,61.82
nld,2019,62.59
nld,2020,62.08
nld_curacao,2011,52.22
nld_curacao,2013,52.13
nld_curacao,2014,47.93
nld_curacao,2015,49.19
nld_curacao,2018,48.31
nld_curacao,2020,45.62
nor,1990,65.82
nor,1991,64.78
nor,1992,64.36
nor,1993,64.04
nor,1994,64.85
nor,1995,65.04
nor,1996,67.49
nor,1997,69.32
nor,1998,71.1
nor,1999,71.13
nor,2000,71.24
nor,2001,71.09
nor,2002,71.13
nor,2003,69.73
nor,2004,69.47
nor,2005,69.03
nor,2006,69.41
nor,2007,70.83
nor,2008,71.9
nor,2009,70.39
nor,2010,69.27
nor,2011,69.04
nor,2012,69.19
nor,2013,68.64
nor,2014,62.6
nor,2015,62.19
nor,2016,61.5
nor,2017,61.08
nor,2018,61.68
nor,2019,61.82
nor,2020,61.01
npl,1996,67.2
npl,1999,84.25
npl,2003,91.6
npl,2008,82.22
npl,2013,78.4
npl,2014,79.8
npl,2017,34.16
nru,2013,59.57
nzl,1986,63.9
nzl,1987,63.55
nzl,1988,61.1
nzl,1989,58.95
nzl,1990,58.76
nzl,1991,57.04
nzl,1992,56.59
nzl,1993,57.09
nzl,1994,58.74
nzl,1995,60.55
nzl,1996,61.47
nzl,1997,60.98
nzl,1998,60.01
nzl,1999,60.53
nzl,2000,61.23
nzl,2001,62.2
nzl,2002,62.99
nzl,2003,63.15
nzl,2004,64.21
nzl,2005,65.1
nzl,2006,65.55
nzl,2007,65.9
nzl,2008,65.51
nzl,2009,63.92
nzl,2010,63.43
nzl,2011,63.79
nzl,2012,63.2
nzl,2013,63.81
nzl,2014,64.96
nzl,2015,65.06
nzl,2016,66.36
nzl,2017,67.55
nzl,2018,67.83
nzl,2019,67.65
nzl,2020,67
omn,2000,27.77
omn,2008,56.66
omn,2010,54.91
omn,2016,68.46
omn,2018,66.59
omn,2020,68.11
pak,1972,31.62
pak,1976,54.35
pak,1977,54.35
pak,1978,54.38
pak,1979,55.16
pak,1980,53.64
pak,1981,53.09
pak,1982,53.2
pak,1983,50.97
pak,1984,50.97
pak,1985,50.84
pak,1986,51.54
pak,1988,51.49
pak,1989,41.8
pak,1990,49.79
pak,1991,47.5
pak,1992,47.69
pak,1993,47.45
pak,1994,46.94
pak,1995,48.38
pak,1997,50.49
pak,1998,50.38
pak,2000,48.87
pak,2002,48.79
pak,2004,49.5
pak,2006,49.74
pak,2007,49.85
pak,2008,49.87
pak,2009,50.26
pak,2010,50.66
pak,2011,50.37
pak,2013,49.93
pak,2014,50.07
pak,2015,50.17
pak,2018,48.91
pak,2019,49.11
pan,1979,52.54
pan,1983,50.63
pan,1984,50.41
pan,1985,49.89
pan,1986,49.72
pan,1988,47.64
pan,1989,48.53
pan,1991,47.78
pan,1992,51.4
pan,1993,52.35
pan,1994,52.16
pan,1995,53.09
pan,1997,53.26
pan,1998,54.21
pan,1999,54.04
pan,2000,51.8
pan,2001,52
pan,2002,53.83
pan,2003,54.22
pan,2004,55.73
pan,2005,56.74
pan,2006,56.64
pan,2007,57.96
pan,2008,60.3
pan,2009,59.94
pan,2010,59.39
pan,2011,59.08
pan,2012,60.79
pan,2013,61.49
pan,2014,60.93
pan,2015,60.9
pan,2016,60.85
pan,2017,60.06
pan,2018,61.46
pan,2019,61.82
pan,2020,51.3
pan,2021,53.5
per,1979,51.3
per,1980,51.08
per,1981,51.24
per,1982,51.16
per,1985,29.36
per,1986,30.75
per,1990,56.3
per,1991,54.4
per,1992,53.3
per,1993,55.3
per,1994,55.7
per,1995,59.3
per,1997,61.37
per,1998,62.26
per,1999,63.54
per,2000,59.6
per,2001,60.6
per,2002,74.18
per,2003,67.44
per,2004,72.18
per,2005,69.55
per,2006,72.96
per,2007,75.04
per,2008,75.07
per,2009,75.46
per,2010,76.39
per,2011,75.92
per,2012,75.92
per,2013,75.08
per,2014,74.59
per,2015,73.42
per,2016,72.56
per,2017,74.15
per,2018,74.48
per,2019,74.75
per,2020,60.39
phl,1975,33.43
phl,1976,32.45
phl,1978,61.37
phl,1983,60.72
phl,1985,60
phl,1987,59.7
phl,1988,59.96
phl,1989,59.19
phl,1990,59.3
phl,1991,58.6
phl,1992,58.85
phl,1993,58.83
phl,1994,58.67
phl,1995,60.04
phl,1996,60.38
phl,1997,57.05
phl,1998,56.17
phl,1999,57.04
phl,2000,57.11
phl,2001,59.47
phl,2002,59.13
phl,2003,58.99
phl,2004,59.34
phl,2005,59.25
phl,2006,58.93
phl,2007,59.16
phl,2008,58.79
phl,2009,59.07
phl,2010,59.22
phl,2011,59.99
phl,2012,59.57
phl,2013,59.3
phl,2014,59.93
phl,2015,59.52
phl,2016,59.93
phl,2017,57.63
phl,2018,57.6
phl,2019,58.11
phl,2020,53.37
plw,2000,53.71
plw,2014,63.53
png,2010,47.38
pol,1992,59.92
pol,1993,58.91
pol,1994,58.27
pol,1995,58.14
pol,1996,58.4
pol,1997,51.19
pol,1998,51.41
pol,1999,49.57
pol,2000,47.54
pol,2001,46.41
pol,2002,44.59
pol,2003,44.05
pol,2004,44
pol,2005,45.16
pol,2006,46.53
pol,2007,48.55
pol,2008,50.36
pol,2009,50.44
pol,2010,49.99
pol,2011,50.2
pol,2012,50.23
pol,2013,50.16
pol,2014,51.19
pol,2015,51.95
pol,2016,52.75
pol,2017,53.68
pol,2018,54.17
pol,2019,54.36
pol,2020,54.32
pri,2009,36.7
pri,2010,35.1
pri,2011,34.1
pri,2012,35.6
pri,2015,35.21
prt,1978,55.83
prt,1979,56.93
prt,1980,56.36
prt,1981,57.15
prt,1982,56.47
prt,1984,58.44
prt,1985,54.26
prt,1986,53.51
prt,1987,54.26
prt,1988,54.94
prt,1989,55.89
prt,1990,56.13
prt,1991,58.17
prt,1992,57.05
prt,1993,55.7
prt,1994,54.54
prt,1995,54.03
prt,1996,53.51
prt,1997,53.95
prt,1998,57.78
prt,1999,57.89
prt,2000,58.5
prt,2001,59.08
prt,2002,59.23
prt,2003,58.19
prt,2004,57.65
prt,2005,57.17
prt,2006,57.33
prt,2007,57.26
prt,2008,57.35
prt,2009,55.57
prt,2010,54.64
prt,2011,52.84
prt,2012,50.82
prt,2013,49.7
prt,2014,50.65
prt,2015,51.3
prt,2016,51.99
prt,2017,53.73
prt,2018,54.98
prt,2019,55.43
prt,2020,54.07
pry,1993,65.6
pry,1994,67.87
pry,1996,57.8
