geo,time,se_prm_rept_ma_zs
swz,1996,17.5957
swz,1997,18.06854
swz,1998,17.2335
swz,1999,19.49995
swz,2000,18.81134
swz,2001,18.92994
swz,2002,17.54635
swz,2003,18.86453
swz,2004,18.48601
swz,2005,19.47207
swz,2006,18.88567
swz,2007,20.54626
swz,2009,19.1156
swz,2010,17.09246
swz,2011,17.66854
swz,2012,17.6332
swz,2013,19.1688
swz,2014,17.84346
swz,2015,17.75765
swz,2016,15.98344
swz,2017,15.64483
sxm,2012,11.95773
sxm,2014,8.1862
syc,1970,0.43526
syc,1971,0.2681
syc,1972,0.41899
syc,1974,1.78923
syc,1975,0.94682
syc,1976,0.4239
syc,1977,0.80857
syc,1978,0.77427
syc,1980,0
syc,1981,0
syc,1982,0
syc,1983,0
syc,1984,0
syc,1985,0
syc,1986,0
syc,1987,0
syc,1988,0
syc,1989,0
syc,1991,0
syc,1992,0
syc,1993,0
syc,1994,0
syr,1971,11.52914
syr,1972,9.5039
syr,1973,9.19622
syr,1974,9.31751
syr,1975,9.96405
syr,1976,10.29525
syr,1977,10.23967
syr,1978,9.23233
syr,1979,9.40629
syr,1980,9.42517
syr,1981,8.86762
syr,1982,8.81791
syr,1983,8.76149
syr,1984,8.27874
syr,1985,8.40462
syr,1986,8.17349
syr,1987,7.84397
syr,1988,7.72032
syr,1989,7.66294
syr,1990,8.0388
syr,1991,7.70857
syr,1992,7.60036
syr,1993,7.98436
syr,1994,7.93056
syr,1995,8.61249
syr,1996,8.19448
syr,1997,8.24105
syr,1998,7.74227
syr,1999,7.24978
syr,2000,8.02461
syr,2001,8.21665
syr,2002,7.70175
syr,2003,9.03809
syr,2004,8.30819
syr,2005,8.11013
syr,2006,7.34484
syr,2007,7.95672
syr,2008,8.48352
syr,2009,8.75942
syr,2010,8.62107
syr,2011,8.51976
syr,2012,8.38697
syr,2013,8.23237
tca,1994,0
tca,1997,12.25
tca,2000,8.72038
tca,2001,9.50226
tca,2002,8.79927
tca,2004,6.73077
tca,2005,3.22284
tca,2009,2.6245
tca,2014,1.63569
tca,2015,4.67219
tca,2018,2.28117
tcd,1976,35.35537
tcd,1977,36.51792
tcd,1988,31.41616
tcd,1989,32.53231
tcd,1990,32.77687
tcd,1991,31.68575
tcd,1994,28.6853
tcd,1995,34.46602
tcd,1996,32.96019
tcd,1997,31.95327
tcd,1998,30.72789
tcd,1999,25.71167
tcd,2000,24.32659
tcd,2001,25.25451
tcd,2002,24.84083
tcd,2003,23.43548
tcd,2004,19.62062
tcd,2005,21.75328
tcd,2006,21.16457
tcd,2007,21.14725
tcd,2008,22.2945
tcd,2009,22.29243
tcd,2010,21.96642
tcd,2011,21.23715
tcd,2012,22.5141
tcd,2013,23.86754
tcd,2015,22.33137
tcd,2016,16.53386
tgo,1971,33.54921
tgo,1972,31.55562
tgo,1976,28.20049
tgo,1978,27.24882
tgo,1979,29.05509
tgo,1980,30.15148
tgo,1981,34.72679
tgo,1982,35.9607
tgo,1983,33.98249
tgo,1984,35.00515
tgo,1985,35.56768
tgo,1986,34.13384
tgo,1987,33.99422
tgo,1988,30.16926
tgo,1989,36.43358
tgo,1990,32.92591
tgo,1991,35.19626
tgo,1992,36.57923
tgo,1994,45.77127
tgo,1995,32.67842
tgo,1996,23.59877
tgo,1999,30.86123
tgo,2000,26.83088
tgo,2001,23.79411
tgo,2002,21.9211
tgo,2003,23.19392
tgo,2004,23.61705
tgo,2005,22.63991
tgo,2006,23.72024
tgo,2007,23.48719
tgo,2008,22.67664
tgo,2009,22.07637
tgo,2010,22.01713
tgo,2011,21.3657
tgo,2012,19.93973
tgo,2013,17.97802
tgo,2014,11.26282
tgo,2015,8.8437
tgo,2016,7.92906
tgo,2017,7.54035
tgo,2018,7.6787
tha,1975,11.03807
tha,1976,11.12527
tha,1977,10.94848
tha,1978,10.96267
tha,1981,9.1215
tha,1999,3.43693
tha,2000,3.48586
tha,2001,4.03089
tha,2015,2.62404
tha,2016,2.62874
tha,2017,2.46188
tha,2018,1.92953
tjk,2009,0.28337
tjk,2010,0.30473
tjk,2011,0.09409
tjk,2012,0.20275
tjk,2014,0.05525
tjk,2015,0.03908
tjk,2016,0.04009
tjk,2017,0.07598
tls,2008,13.67687
tls,2009,19.86127
tls,2010,18.57666
tls,2011,20.20679
tls,2012,19.26519
tls,2013,19.79926
tls,2014,19.94534
tls,2015,16.50509
tls,2016,18.36706
tls,2017,16.93077
tls,2018,15.4685
ton,1977,5.7398
ton,1978,6.3112
ton,1979,5.12622
ton,1981,9.62825
ton,1982,8.05719
ton,1983,8.57342
ton,1984,6.75386
ton,1985,8.03884
ton,1986,6.29521
ton,1990,4.07808
ton,1991,7.99497
ton,1993,8.30871
ton,1998,7.91464
ton,1999,8.46496
ton,2001,6.9395
ton,2005,5.1582
ton,2006,5.88301
ton,2012,3.1115
ton,2013,3.50233
tto,1982,3.88472
tto,1985,4.18183
tto,1988,3.64899
tto,1991,3.46717
tto,1992,3.22882
tto,1993,3.50225
tto,1996,6.42428
tto,1997,5.96207
tto,1999,4.91388
tto,2000,8.38828
tto,2001,7.37707
tto,2003,5.86077
tto,2004,6.10882
tto,2005,5.99214
tto,2007,4.41584
tto,2008,7.65491
tto,2009,6.79619
tto,2010,7.3754
tun,1973,17.32745
tun,1976,20.11833
tun,1977,25.42984
tun,1978,22.62903
tun,1979,23.15133
tun,1980,23.29347
tun,1981,21.71248
tun,1982,20.60626
tun,1983,21.31562
tun,1984,20.94572
tun,1985,22.17263
tun,1986,21.48023
tun,1987,23.5374
tun,1988,24.30652
tun,1989,22.468
tun,1990,21.8852
tun,1991,21.04889
tun,1993,19.9067
tun,1994,19.29376
tun,1995,17.77549
tun,1996,18.86046
tun,1997,17.41075
tun,1999,19.97637
tun,2000,17.78701
tun,2001,15.7713
tun,2002,11.50243
tun,2003,10.83981
tun,2004,8.68612
tun,2005,10.22998
tun,2006,7.25832
tun,2007,8.96574
tun,2008,10.27904
tun,2009,8.36005
tun,2010,7.35112
tun,2013,8.82356
tun,2014,8.43399
tun,2015,0.03928
tun,2016,14.49937
tun,2017,14.11499
tur,1984,9.00859
tur,1985,9.35174
tur,1986,8.48755
tur,1987,8.08291
tur,1988,7.5176
tur,1989,7.53792
tur,1990,6.86934
tur,1991,6.60754
tur,1992,6.53098
tur,1993,5.52135
tur,1994,4.93093
tur,1995,4.39394
tur,2004,2.53831
tur,2005,2.37577
tur,2006,2.37593
tur,2007,2.10462
tur,2008,2.07247
tur,2009,1.65279
tur,2010,1.56473
tur,2011,2.17679
tur,2012,1.99139
tur,2013,1.89469
tur,2014,1.68083
tur,2015,1.65862
tur,2016,2.02858
tur,2017,2.4011
tuv,1990,0
tuv,1991,0
tuv,1993,0
tuv,1994,0
tuv,1998,7.43155
tuv,2015,0
tuv,2016,0
tuv,2018,0.70621
tza,1975,0.53025
tza,1976,0.46313
tza,1981,1.20927
tza,1982,1.25234
tza,1983,1.15697
tza,1984,1.0444
tza,1986,1.23477
tza,1987,4.49957
tza,1988,5.1248
tza,1989,4.229
tza,1990,4.11855
tza,1991,3.58071
tza,1992,3.32847
tza,1993,2.97461
tza,1994,2.8555
tza,1997,2.10318
tza,1998,2.89458
tza,1999,3.14961
tza,2000,2.58403
tza,2001,2.50127
tza,2002,2.36801
tza,2004,5.18937
tza,2005,5.72504
tza,2006,4.79456
tza,2007,4.25871
tza,2009,2.43899
tza,2010,2.51359
tza,2012,2.72683
tza,2013,3.67025
tza,2016,4.81415
tza,2018,2.03935
uga,1982,9.92895
uga,1986,14.21376
uga,2001,9.68862
uga,2002,10.79593
uga,2003,13.46869
uga,2004,13.79019
uga,2005,12.95149
uga,2007,15.01477
uga,2008,11.1204
uga,2009,13.8126
uga,2010,10.98612
uga,2011,10.47062
uga,2012,10.79801
uga,2013,10.51986
uga,2014,7.25785
uga,2015,7.28789
uga,2016,8.0772
uga,2017,8.98557
ukr,1993,1.04424
ukr,1994,0.926
ukr,1999,0.79884
ukr,2000,0.7027
ukr,2001,0.4754
ukr,2002,0.19755
ukr,2003,0.15678
ukr,2004,0.12362
ukr,2005,0.10709
ukr,2006,0.11893
ukr,2007,0.1192
ukr,2008,0.11665
ukr,2009,0.09272
ukr,2010,0.07113
ukr,2011,0.06393
ukr,2012,0.05599
ukr,2013,0.05476
ukr,2014,0.05669
ukr,2015,0.05107
ukr,2016,0.06203
ukr,2017,0.08976
ukr,2018,0.0887
ury,1974,16.13721
ury,1976,15.03105
ury,1977,14.77957
ury,1978,15.2938
ury,1979,14.52024
ury,1980,14.13088
ury,1985,13.30741
ury,1986,12.00198
ury,1987,11.4526
ury,1988,10.62236
ury,1989,10.05249
ury,1990,10.72774
ury,1991,12.14412
ury,1992,12.04677
ury,1993,11.4743
ury,1994,11.53164
ury,1995,11.21414
ury,1996,11.07956
ury,1997,9.62023
ury,1998,9.86006
ury,1999,9.29371
ury,2000,10.39404
ury,2001,10.49014
ury,2002,9.72879
ury,2003,9.72435
ury,2004,8.78417
ury,2005,8.80762
ury,2006,8.22873
ury,2007,8.23317
ury,2008,7.99862
ury,2009,6.51979
ury,2010,6.59012
ury,2011,6.4317
ury,2012,6.21033
ury,2013,5.73068
ury,2014,5.4986
ury,2015,5.2901
ury,2016,5.02105
usa,2017,1.65861
uzb,2001,0.06698
uzb,2002,0.04447
uzb,2003,0.03344
uzb,2004,0.02855
uzb,2005,0.01928
uzb,2006,0.01676
uzb,2007,0.01113
uzb,2008,0.00723
uzb,2009,0.00507
uzb,2010,0.00856
uzb,2011,0.00666
uzb,2012,0.00664
uzb,2013,0.00548
uzb,2014,0.00457
uzb,2015,0.00291
uzb,2016,0.00231
uzb,2017,0.00235
uzb,2018,0.00117
vct,1999,10.2133
vct,2002,12.61088
vct,2003,12.03471
vct,2004,7.389
vct,2005,4.98943
vct,2008,5.16397
vct,2010,5.75778
vct,2011,5.9965
vct,2012,6.04442
vct,2013,5.25645
vct,2014,3.32269
vct,2015,4.56474
vct,2016,2.99792
vct,2017,3.4945
vct,2018,2.82723
ven,1988,11.15504
ven,1989,11.82685
ven,1991,12.52384
ven,1992,12.73589
ven,1993,13.15457
ven,1996,12.15191
ven,1997,11.75288
ven,1999,8.48411
ven,2000,8.09335
ven,2001,8.09219
ven,2002,9.27965
ven,2003,9.12711
ven,2004,8.91011
ven,2005,8.33241
ven,2006,7.54708
ven,2007,6.0745
ven,2008,4.13969
ven,2009,4.36728
ven,2010,4.66459
ven,2011,4.46077
ven,2012,3.57811
ven,2013,3.65725
ven,2014,3.82135
ven,2015,3.80719
ven,2016,3.78838
ven,2017,3.71374
vgb,1985,10.90573
vgb,1994,8.24345
vgb,2002,3.97213
vgb,2003,4.55487
vgb,2004,5.60492
vgb,2005,8.63454
vgb,2006,8.58283
vgb,2007,6.16175
vgb,2009,7.90464
vgb,2010,6.86513
vgb,2011,9.68731
vgb,2012,6.41809
vgb,2013,7.67386
vgb,2014,7.66996
vgb,2015,7.60201
vgb,2016,3.62606
vgb,2017,4.0113
vnm,1999,4.22806
vnm,2000,3.79703
vnm,2001,3.30427
vnm,2002,2.82713
vnm,2003,2.82671
vnm,2013,1.31449
vnm,2014,1.27721
vnm,2015,1.25715
vnm,2016,1.08803
vnm,2017,1.08696
vnm,2018,1.12306
vut,1992,13.69197
vut,1994,15.35832
vut,1998,11.57526
vut,2000,11.12894
vut,2001,7.49211
vut,2002,9.07737
vut,2004,11.53865
vut,2007,14.68401
vut,2008,14.36412
vut,2009,15.21123
vut,2010,14.66316
vut,2013,17.31124
wsm,1999,1.05668
wsm,2000,1.03794
wsm,2001,1.12864
wsm,2007,1.48912
wsm,2009,1.08549
wsm,2010,1.13629
wsm,2011,1.30919
wsm,2012,1.13777
wsm,2014,1.58171
wsm,2015,1.54375
wsm,2016,1.61463
wsm,2017,1.12846
wsm,2018,1.13808
yem,1999,11.66542
yem,2001,7.81201
yem,2002,7.81513
yem,2003,4.75745
yem,2004,4.76367
yem,2005,5.30976
yem,2008,6.26967
yem,2010,7.12973
yem,2012,7.30571
yem,2013,9.32622
yem,2016,6.4267
zaf,1991,13.93527
zaf,1998,9.01755
zaf,1999,11.57901
zaf,2000,10.15561
zaf,2001,6.16915
zaf,2002,8.46659
zaf,2003,5.86158
zaf,2004,8.39075
zaf,2015,10.82352
zaf,2016,10.66436
zmb,1972,2.24916
zmb,1973,2.17703
zmb,1974,2.29375
zmb,1975,2.30395
zmb,1976,1.94543
zmb,1977,1.49583
zmb,1978,1.27644
zmb,1979,1.7478
zmb,1980,2.07032
zmb,1981,1.63176
zmb,1982,1.4507
zmb,1983,1.60103
zmb,1984,1.92529
zmb,1986,2.41332
zmb,1994,2.5581
zmb,1995,3.01535
zmb,1998,6.23178
zmb,1999,6.35306
zmb,2000,6.47512
zmb,2002,8.02431
zmb,2004,7.05219
zmb,2005,6.62248
zmb,2006,7.22481
zmb,2007,6.83178
zmb,2008,6.10226
zmb,2009,6.45928
zmb,2010,6.37655
zmb,2011,6.1508
zmb,2012,5.56183
zmb,2013,5.70256
zwe,1984,0.85065
zwe,2012,2.37129
zwe,2013,2.11567
