geo,time,dc_dac_espl_cd
gha,2012,699999.98808
gha,2013,-2240000.00954
gha,2014,140000.0006
gha,2015,-2349999.90463
gha,2016,-1799999.95232
gha,2017,-6190000.05722
gha,2018,-3869999.88556
gha,2019,-3630000.11444
gin,1989,9999.99978
gin,1995,4619999.88556
gin,1996,9999.99978
gin,1997,879999.99523
gin,1998,19999.99955
gin,1999,460000.00834
gin,2000,9999.99978
gin,2001,449999.98808
gin,2002,949999.98808
gin,2003,9999.99978
gin,2005,550000.01192
gin,2006,1169999.95708
gin,2007,2309999.94278
gin,2008,2890000.1049
gin,2009,4960000.03815
gin,2010,2069999.93324
gin,2011,2589999.91417
gin,2012,3200000.04768
gin,2013,10840000.15259
gin,2014,4260000.22888
gin,2015,870000.00477
gin,2016,2529999.97139
gin,2017,5690000.05722
gin,2018,16049999.23706
gin,2019,11239999.77112
gmb,1999,19999.99955
gmb,2001,109999.9994
gmb,2002,59999.99866
gmb,2003,9999.99978
gmb,2005,230000.00417
gmb,2006,300000.01192
gmb,2007,4809999.94278
gmb,2008,2200000.04768
gmb,2009,2980000.01907
gmb,2010,3970000.02861
gmb,2011,5719999.79019
gmb,2012,2559999.94278
gmb,2013,1929999.94755
gmb,2014,259999.99046
gmb,2015,50000.00075
gmb,2016,479999.98927
gmb,2017,3240000.00954
gmb,2018,2130000.11444
gmb,2019,1330000.04292
gnb,1988,3809999.94278
gnb,1989,419999.98689
gnb,1991,180000.00715
gnb,1992,1519999.98093
gnb,1995,1340000.03338
gnb,1996,180000.00715
gnb,1997,270000.01073
gnb,1998,750000
gnb,1999,140000.0006
gnb,2000,759999.99046
gnb,2001,769999.98093
gnb,2002,860000.01431
gnb,2003,2009999.99046
gnb,2004,1460000.03815
gnb,2005,2250000
gnb,2006,5130000.11444
gnb,2007,12569999.69482
gnb,2008,16350000.38147
gnb,2009,13050000.19073
gnb,2010,8289999.96185
gnb,2011,6349999.90463
gnb,2012,4150000.09537
gnb,2013,4969999.79019
gnb,2014,469999.99881
gnb,2015,1529999.97139
gnb,2016,1309999.94278
gnb,2017,1129999.99523
gnb,2018,3119999.88556
gnb,2019,1950000.04768
gnq,1987,11699999.80927
gnq,1988,1000000
gnq,1989,16100000.38147
gnq,1990,23399999.61853
gnq,1991,20430000.30518
gnq,1992,19889999.38965
gnq,1993,15630000.11444
gnq,1994,8520000.45776
gnq,1995,12199999.80927
gnq,1996,12029999.73297
gnq,1997,11390000.34332
gnq,1998,12390000.34332
gnq,1999,8390000.34332
gnq,2000,10090000.15259
gnq,2001,8159999.84741
gnq,2002,8640000.34332
gnq,2003,11880000.11444
gnq,2004,17989999.77112
gnq,2005,23899999.61853
gnq,2006,15029999.73297
gnq,2007,20209999.08447
gnq,2008,13789999.96185
gnq,2009,21770000.45776
gnq,2010,19700000.76294
gnq,2011,15350000.38147
gnq,2012,9270000.45776
gnq,2013,1820000.05245
gnq,2014,1919999.95708
gnq,2015,2170000.07629
gnq,2016,2180000.06676
gnq,2017,1509999.99046
gnq,2018,2009999.99046
gnq,2019,1950000.04768
grd,2004,370000.00477
grd,2010,59999.99866
grd,2014,509999.99046
gtm,1989,1590000.03338
gtm,1990,250000
gtm,1991,1750000
gtm,1992,3099999.90463
gtm,1993,6380000.11444
gtm,1994,3940000.05722
gtm,1995,8260000.22888
gtm,1996,17450000.76294
gtm,1997,23940000.53406
gtm,1998,17709999.08447
gtm,1999,18479999.54224
gtm,2000,14529999.73297
gtm,2001,16530000.68665
gtm,2002,17510000.22888
gtm,2003,23450000.76294
gtm,2004,22389999.38965
gtm,2005,38919998.16895
gtm,2006,223789993.28613
gtm,2007,252850006.10352
gtm,2008,255869995.11719
gtm,2009,113430000.30518
gtm,2010,92849998.47412
gtm,2011,45919998.16895
gtm,2012,23360000.61035
gtm,2013,14390000.34332
gtm,2014,16010000.22888
gtm,2015,11819999.69482
gtm,2016,15710000.03815
gtm,2017,1120000.00477
gtm,2018,25579999.92371
gtm,2019,21590000.15259
guy,2007,1970000.02861
guy,2008,79999.99821
guy,2009,629999.99523
guy,2010,9999.99978
guy,2011,39999.99911
guy,2013,9999.99978
hkg,1989,9999.99978
hkg,1990,9999.99978
hkg,1995,9999.99978
hkg,2004,19999.99955
hnd,1988,3700000.04768
hnd,1989,11140000.34332
hnd,1990,5949999.80927
hnd,1991,26079999.92371
hnd,1992,7210000.03815
hnd,1993,23670000.07629
hnd,1994,31709999.08447
hnd,1995,22850000.38147
hnd,1996,17479999.54224
hnd,1997,26670000.07629
hnd,1998,31319999.69482
hnd,1999,34930000.30518
hnd,2000,34900001.52588
hnd,2001,33040000.91553
hnd,2002,36360000.61035
hnd,2003,57610000.61035
hnd,2004,54000000
hnd,2005,95019996.64307
hnd,2006,44310001.37329
hnd,2007,110819999.69482
hnd,2008,117559997.55859
hnd,2009,58430000.30518
hnd,2010,69089996.33789
hnd,2011,15000000
hnd,2012,13340000.15259
hnd,2013,4639999.86649
hnd,2014,9409999.84741
hnd,2015,3599999.90463
hnd,2016,7849999.90463
hnd,2017,16790000.91553
hnd,2018,17860000.61035
hnd,2019,13630000.11444
hrv,1994,259999.99046
hrv,1996,259999.99046
hrv,1997,460000.00834
hrv,1998,1309999.94278
hrv,1999,360000.01431
hrv,2000,270000.01073
hrv,2001,550000.01192
hrv,2002,620000.00477
hrv,2003,469999.99881
hrv,2004,569999.99285
hrv,2005,340000.00358
hrv,2006,1179999.94755
hrv,2008,939999.99762
hrv,2009,699999.98808
hrv,2010,439999.99762
hti,1989,9999.99978
hti,1990,709999.97854
hti,1991,19999.99955
hti,1992,9999.99978
hti,1993,19999.99955
hti,1994,370000.00477
hti,1995,42099998.47412
hti,1996,2339999.91417
hti,1997,1990000.00954
hti,1998,1980000.01907
hti,1999,1100000.02384
hti,2000,709999.97854
hti,2001,2609999.8951
hti,2002,2250000
hti,2003,1330000.04292
hti,2004,4510000.22888
hti,2005,10310000.41962
hti,2006,15140000.34332
hti,2007,15399999.61853
hti,2008,45500000
hti,2009,144899993.89648
hti,2010,155770004.27246
hti,2011,92569999.69482
hti,2012,15359999.65668
hti,2013,5880000.11444
hti,2014,12800000.19073
hti,2015,3880000.11444
hti,2016,6260000.22888
hti,2017,6789999.96185
hti,2018,9239999.77112
hti,2019,7519999.98093
hun,1991,239999.99464
hun,1992,180000.00715
hun,1995,509999.99046
hun,1996,219999.99881
hun,1997,159999.99642
hun,1998,230000.00417
hun,1999,379999.99523
hun,2000,170000.00179
hun,2001,219999.99881
hun,2002,360000.01431
hun,2003,519999.98093
hun,2004,4389999.86649
idn,1989,70000.0003
idn,1990,23159999.84741
idn,1991,21489999.77112
idn,1992,9489999.77112
idn,1993,55430000.30518
idn,1994,45340000.15259
idn,1995,44389999.38965
idn,1996,42409999.84741
idn,1997,42119998.93188
idn,1998,2109999.8951
idn,1999,13840000.15259
idn,2000,66120002.74658
idn,2001,41349998.47412
idn,2002,7849999.90463
idn,2003,9680000.30518
idn,2004,10890000.34332
idn,2005,33720001.2207
idn,2006,3920000.07629
idn,2007,-16209999.08447
idn,2008,9449999.80927
idn,2009,3410000.08583
idn,2010,-10590000.15259
idn,2011,-16059999.46594
idn,2012,-9380000.11444
idn,2013,-13329999.92371
idn,2014,-2500000
idn,2015,-14930000.30518
idn,2016,-14859999.65668
idn,2017,-14880000.11444
idn,2018,-14130000.11444
idn,2019,-14850000.38147
ind,1989,17790000.91553
ind,1990,24950000.76294
ind,1991,3819999.93324
ind,1992,50000.00075
ind,1993,469999.99881
ind,1994,3279999.97139
ind,1995,1960000.03815
ind,1996,1909999.96662
ind,1997,2640000.1049
ind,1998,2839999.91417
ind,1999,19999.99955
ind,2000,-1029999.97139
ind,2001,1190000.05722
ind,2002,-289999.99166
ind,2003,-21309999.46594
ind,2004,9449999.80927
ind,2005,11239999.77112
ind,2006,8909999.84741
ind,2007,12619999.88556
ind,2008,14039999.96185
ind,2009,25340000.15259
ind,2010,11409999.84741
ind,2011,7829999.92371
ind,2012,5679999.82834
ind,2013,5480000.01907
ind,2014,4980000.01907
ind,2015,2170000.07629
ind,2016,3450000.04768
ind,2017,5010000.22888
ind,2018,5079999.92371
ind,2019,6059999.94278
irn,1990,159999.99642
irn,1991,910000.02623
irn,1993,39999.99911
irn,1996,9999.99978
irn,1997,289999.99166
irn,1998,109999.9994
irn,1999,100000.00149
irn,2000,140000.0006
irn,2001,230000.00417
irn,2002,209999.99344
irn,2003,1179999.94755
irn,2004,3720000.02861
irn,2005,360000.01431
irn,2006,12369999.88556
irn,2007,6849999.90463
irn,2008,689999.99762
irn,2009,5219999.79019
irn,2010,200000.00298
irn,2011,300000.01192
irn,2012,219999.99881
irn,2013,959999.97854
irn,2014,259999.99046
irn,2015,9999.99978
irn,2016,689999.99762
irn,2017,790000.02146
irn,2018,730000.01907
irn,2019,1279999.97139
irq,1989,340000.00358
irq,1991,289999.99166
irq,1992,219999.99881
irq,1993,150000.00596
irq,1995,239999.99464
irq,1996,1250000
irq,1997,500000
irq,1998,930000.00715
irq,1999,1230000.01907
irq,2000,740000.00954
irq,2001,479999.98927
irq,2002,1330000.04292
irq,2003,22399999.61853
irq,2004,59430000.30518
irq,2005,191809997.55859
irq,2006,192169998.16895
irq,2007,33220001.2207
irq,2008,129029998.7793
irq,2009,2349999.90463
irq,2010,389999.98569
irq,2011,310000.00238
irq,2012,129999.99523
irq,2013,280000.00119
irq,2014,720000.02861
irq,2015,2299999.95232
irq,2016,3099999.90463
irq,2017,4679999.82834
irq,2018,2619999.88556
irq,2019,1240000.00954
isr,1989,150000.00596
isr,1990,70000.0003
isr,1992,50000.00075
isr,1993,50000.00075
isr,1994,9999.99978
isr,1995,109999.9994
isr,1996,150000.00596
isr,1997,19999.99955
isr,1998,39999.99911
isr,1999,720000.02861
isr,2000,810000.00238
isr,2001,70000.0003
isr,2002,879999.99523
isr,2003,860000.01431
isr,2004,870000.00477
jam,1989,9999.99978
jam,1991,39999.99911
jam,1992,39999.99911
jam,1993,39999.99911
jam,1994,29999.99933
jam,1995,19999.99955
jam,1996,19999.99955
jam,1997,29999.99933
jam,1998,50000.00075
jam,1999,109999.9994
jam,2000,109999.9994
jam,2001,119999.99732
jam,2002,39999.99911
jam,2003,39999.99911
jam,2004,400000.00596
jam,2005,159999.99642
jam,2006,70000.0003
jam,2007,519999.98093
jam,2008,2019999.98093
jam,2009,1190000.05722
jam,2010,509999.99046
jam,2011,250000
jam,2012,19999.99955
jam,2013,200000.00298
jam,2014,9999.99978
jam,2015,39999.99911
jam,2016,19999.99955
jam,2017,270000.01073
jam,2018,430000.00715
jam,2019,419999.98689
jor,1989,189999.99762
jor,1990,3460000.03815
jor,1991,1990000.00954
jor,1992,1200000.04768
jor,1993,629999.99523
jor,1994,980000.01907
jor,1995,1700000.04768
jor,1996,2990000.00954
jor,1997,949999.98808
jor,1998,1820000.05245
jor,1999,5280000.20981
jor,2000,1549999.95232
jor,2001,16979999.54224
jor,2002,4670000.07629
jor,2003,22120000.83923
jor,2004,3319999.93324
jor,2005,3160000.08583
jor,2006,8020000.45776
jor,2007,10260000.22888
jor,2008,12649999.61853
jor,2009,10149999.61853
jor,2010,9220000.26703
jor,2011,7079999.92371
jor,2012,3619999.88556
jor,2013,6590000.15259
jor,2014,270000.01073
jor,2015,2309999.94278
jor,2016,2180000.06676
jor,2017,-400000.00596
jor,2018,899999.97616
jor,2019,-860000.01431
kaz,1996,9999.99978
kaz,1999,119999.99732
kaz,2000,1690000.05722
kaz,2001,7380000.11444
kaz,2002,17500000
kaz,2003,17000000
kaz,2004,4489999.77112
kaz,2005,1120000.00477
kaz,2006,540000.02146
kaz,2007,250000
kaz,2008,59999.99866
kaz,2009,-389999.98569
kaz,2010,109999.9994
kaz,2011,-2059999.94278
kaz,2013,19999.99955
kaz,2014,9999.99978
kaz,2015,9999.99978
kaz,2016,-3650000.09537
kaz,2017,-3650000.09537
kaz,2018,-3609999.8951
kaz,2019,-3609999.8951
ken,1989,140000.0006
ken,1990,9999.99978
ken,1992,19999.99955
ken,1994,9999.99978
ken,1995,319999.99285
ken,1996,620000.00477
ken,1997,3559999.94278
ken,1998,4360000.13351
ken,1999,5670000.07629
ken,2000,2549999.95232
ken,2001,8550000.19073
ken,2002,3789999.96185
ken,2003,2410000.08583
ken,2004,2369999.88556
ken,2005,1460000.03815
ken,2006,8189999.58038
ken,2007,44849998.47412
ken,2008,38610000.61035
ken,2009,50689998.62671
ken,2010,8310000.41962
ken,2011,10270000.45776
ken,2012,990000.00954
ken,2013,-2480000.01907
ken,2014,649999.97616
ken,2015,-4070000.17166
ken,2016,-3720000.02861
ken,2017,-3640000.1049
ken,2018,-3940000.05722
ken,2019,-3599999.90463
kgz,1996,9999.99978
kgz,1998,9999.99978
kgz,1999,9999.99978
kgz,2000,19999.99955
kgz,2001,19999.99955
kgz,2002,9999.99978
kgz,2003,29999.99933
kgz,2004,59999.99866
kgz,2005,59999.99866
kgz,2006,50000.00075
kgz,2007,250000
kgz,2008,3309999.94278
kgz,2009,1299999.95232
kgz,2010,879999.99523
kgz,2011,79999.99821
kgz,2013,39999.99911
kgz,2014,39999.99911
kgz,2016,19999.99955
kgz,2017,189999.99762
kgz,2018,70000.0003
kgz,2019,129999.99523
khm,1995,119999.99732
khm,1999,19999.99955
khm,2000,29999.99933
khm,2001,59999.99866
khm,2002,70000.0003
khm,2003,119999.99732
khm,2004,59999.99866
khm,2005,649999.97616
khm,2006,1970000.02861
khm,2007,8520000.45776
khm,2008,11810000.41962
khm,2009,29049999.23706
khm,2010,23079999.92371
khm,2011,21149999.61853
khm,2012,18760000.22888
khm,2013,5340000.15259
khm,2014,259999.99046
khm,2015,39999.99911
khm,2016,-3940000.05722
khm,2017,-4719999.79019
khm,2018,-16170000.07629
khm,2019,-9409999.84741
kna,2009,29999.99933
kna,2010,29999.99933
kna,2011,29999.99933
kor,1989,59999.99866
kor,1990,90000.00358
kor,1991,109999.9994
kor,1992,109999.9994
kor,1993,100000.00149
kor,1995,9999.99978
kor,1996,70000.0003
kor,1997,90000.00358
kor,1999,70000.0003
kor,2000,79999.99821
kor,2002,29999.99933
kor,2003,70000.0003
kos,2009,930000.00715
kos,2010,70000.0003
kos,2011,730000.01907
kos,2012,449999.98808
kos,2014,39999.99911
kos,2016,100000.00149
kos,2017,0
kwt,1991,349999.99404
kwt,2003,9999.99978
kwt,2004,19999.99955
lao,1996,29999.99933
lao,2008,200000.00298
lao,2009,1740000.00954
lao,2014,90000.00358
lao,2015,29999.99933
lao,2016,19999.99955
lbn,1989,170000.00179
lbn,1990,70000.0003
lbn,1991,159999.99642
lbn,1992,200000.00298
lbn,1993,600000.02384
lbn,1994,19999.99955
lbn,1995,2049999.95232
lbn,1996,2519999.98093
lbn,1997,1779999.97139
lbn,1998,1710000.03815
lbn,1999,2309999.94278
lbn,2000,2359999.8951
lbn,2001,2180000.06676
lbn,2002,2250000
lbn,2003,2859999.8951
lbn,2004,3299999.95232
lbn,2005,2509999.99046
lbn,2006,15050000.19073
lbn,2007,37299999.23706
lbn,2008,51810001.37329
lbn,2009,24159999.84741
lbn,2010,23389999.38965
lbn,2011,24750000
lbn,2012,14350000.38147
lbn,2013,10420000.07629
lbn,2014,9970000.26703
lbn,2015,12189999.58038
lbn,2016,11079999.92371
lbn,2017,9579999.92371
lbn,2018,11560000.41962
lbn,2019,10550000.19073
lbr,1989,19999.99955
lbr,1990,100000.00149
lbr,1996,449999.98808
lbr,1997,150000.00596
lbr,1998,330000.01311
lbr,1999,709999.97854
lbr,2001,109999.9994
lbr,2003,460000.00834
lbr,2005,1529999.97139
lbr,2006,1259999.99046
lbr,2007,3549999.95232
lbr,2008,24290000.91553
lbr,2009,5750000
lbr,2010,1830000.04292
lbr,2011,839999.97377
lbr,2012,379999.99523
lbr,2013,70000.0003
lbr,2014,2539999.96185
lbr,2015,699999.98808
lbr,2016,29999.99933
lbr,2017,340000.00358
lbr,2018,280000.00119
lbr,2019,1320000.05245
lby,1992,19999.99955
lby,1993,9999.99978
lby,1995,19999.99955
lby,1996,29999.99933
lby,1997,29999.99933
lby,1998,109999.9994
lby,1999,119999.99732
lby,2000,70000.0003
lby,2001,59999.99866
lby,2003,59999.99866
lby,2005,119999.99732
lby,2006,39999.99911
lby,2007,100000.00149
lby,2008,9999.99978
lby,2009,39999.99911
lby,2010,230000.00417
lby,2011,9829999.92371
lby,2012,29999.99933
lby,2013,140000.0006
lby,2015,9999.99978
lby,2016,379999.99523
lby,2017,360000.01431
lby,2018,1149999.97616
lby,2019,720000.02861
lca,2006,9999.99978
lca,2007,19999.99955
lca,2010,79999.99821
lca,2011,19999.99955
lca,2014,490000.00954
lca,2019,9999.99978
lka,1995,9999.99978
lka,2004,600000.02384
lka,2005,3529999.97139
lka,2006,7150000.09537
lka,2007,14739999.77112
lka,2008,26030000.68665
lka,2009,18620000.83923
lka,2010,-730000.01907
lka,2011,-610000.01431
lka,2012,409999.99642
lka,2013,-1480000.01907
lka,2014,29999.99933
lka,2015,-1340000.03338
lka,2016,-1139999.98569
lka,2017,-1299999.95232
lka,2018,-1320000.05245
lka,2019,-1340000.03338
lso,1989,4789999.96185
lso,1990,150000.00596
lso,1991,50000.00075
lso,2001,-600000.02384
lso,2007,1179999.94755
lso,2008,1529999.97139
lso,2009,9770000.45776
ltu,1992,39999.99911
ltu,1995,39999.99911
ltu,1996,39999.99911
ltu,1997,19999.99955
ltu,1998,29999.99933
ltu,1999,50000.00075
ltu,2000,29999.99933
ltu,2001,19999.99955
ltu,2002,39999.99911
ltu,2003,39999.99911
ltu,2004,50000.00075
lva,1996,9999.99978
lva,1997,9999.99978
lva,1998,9999.99978
lva,1999,9999.99978
lva,2000,9999.99978
lva,2001,19999.99955
lva,2002,9999.99978
lva,2003,50000.00075
lva,2004,19999.99955
mar,1987,1100000.02384
mar,1988,2200000.04768
mar,1989,13770000.45776
mar,1990,33270000.45776
mar,1991,97349998.47412
mar,1992,164770004.27246
mar,1993,60959999.08447
mar,1994,20770000.45776
mar,1995,12800000.19073
mar,1996,24709999.08447
mar,1997,26040000.91553
mar,1998,52529998.7793
mar,1999,17049999.23706
mar,2000,-1100000.02384
mar,2001,37119998.93188
mar,2002,18430000.30518
mar,2003,15329999.92371
mar,2004,51029998.7793
mar,2005,29030000.68665
mar,2006,73250000
mar,2007,84819999.69482
mar,2008,117360000.61035
mar,2009,190669998.16895
mar,2010,90589996.33789
mar,2011,36830001.83105
mar,2012,34000000
mar,2013,30389999.38965
mar,2014,15689999.58038
mar,2015,17659999.84741
mar,2016,8439999.58038
mar,2017,15859999.65668
mar,2018,8640000.34332
mar,2019,18930000.30518
mda,1996,9999.99978
mda,1997,9999.99978
mda,1999,19999.99955
mda,2000,29999.99933
mda,2001,9999.99978
mda,2002,9999.99978
mda,2003,29999.99933
mda,2004,9999.99978
mda,2005,59999.99866
mda,2006,9999.99978
mda,2007,649999.97616
mda,2008,1799999.95232
mda,2009,389999.98569
mda,2010,59999.99866
mda,2011,39999.99911
mda,2012,19999.99955
mda,2013,29999.99933
mda,2014,29999.99933
mda,2015,9999.99978
mda,2016,29999.99933
mda,2017,119999.99732
mda,2018,200000.00298
mda,2019,170000.00179
mdg,1989,9999.99978
mdg,1994,59999.99866
mdg,1996,19999.99955
mdg,1997,79500000
mdg,1998,219999.99881
mdg,1999,219999.99881
mdg,2000,1059999.94278
mdg,2001,7730000.01907
mdg,2002,4860000.13351
mdg,2003,5260000.22888
mdg,2004,7949999.80927
mdg,2005,135440002.44141
mdg,2006,159999.99642
mdg,2007,5389999.86649
mdg,2008,14569999.69482
mdg,2009,4050000.19073
mdg,2010,340000.00358
mdg,2011,159999.99642
mdg,2012,219999.99881
mdg,2013,39999.99911
mdg,2014,810000.00238
mdg,2015,-79999.99821
mdg,2016,-50000.00075
mdg,2017,-50000.00075
mdg,2018,-29999.99933
mdg,2019,19999.99955
mdv,2002,39999.99911
mdv,2006,189999.99762
mdv,2014,500000
mdv,2019,0
mex,1987,600000.02384
mex,1988,800000.01192
mex,1989,12729999.54224
mex,1990,19549999.23706
mex,1991,93730003.35693
mex,1992,159830001.83105
mex,1993,210550003.05176
mex,1994,143229995.72754
mex,1995,15050000.19073
mex,1996,-270000.01073
mex,1997,319999.99285
mex,1998,12920000.07629
mex,1999,-1169999.95708
mex,2000,-11350000.38147
mex,2001,-9220000.26703
mex,2002,-12000000
mex,2003,-26530000.68665
mex,2004,-28309999.46594
mex,2005,-24469999.31335
mex,2006,-23100000.38147
mex,2007,-17149999.61853
mex,2008,-15069999.69482
mex,2009,-14510000.22888
mex,2010,5260000.22888
mex,2011,-21750000
mex,2012,-839999.97377
mex,2013,29999.99933
mex,2014,-230000.00417
mex,2015,-1659999.96662
mex,2016,-800000.01192
mex,2017,59999.99866
mex,2018,-500000
mex,2019,3160000.08583
mkd,1996,9999.99978
mkd,1998,39999.99911
mkd,1999,610000.01431
mkd,2001,19999.99955
mkd,2002,19999.99955
mkd,2004,2309999.94278
mkd,2005,850000.02384
mkd,2006,3819999.93324
mkd,2007,1379999.99523
mkd,2008,4070000.17166
mkd,2009,1750000
mkd,2010,349999.99404
mkd,2011,50000.00075
mkd,2013,109999.9994
mkd,2014,50000.00075
mkd,2015,-180000.00715
mkd,2016,-360000.01431
mkd,2017,-349999.99404
mkd,2018,-289999.99166
mkd,2019,-300000.01192
mli,1989,9999.99978
mli,1992,19999.99955
mli,1993,79999.99821
mli,1994,79999.99821
mli,1995,189999.99762
mli,1996,100000.00149
mli,1997,180000.00715
mli,1998,209999.99344
mli,1999,1139999.98569
mli,2000,59999.99866
mli,2001,689999.99762
mli,2002,400000.00596
mli,2003,1269999.98093
mli,2004,1269999.98093
mli,2005,5250000
mli,2006,8649999.61853
mli,2007,17479999.54224
mli,2008,31149999.61853
mli,2009,24299999.23706
mli,2010,28399999.61853
mli,2011,20780000.68665
mli,2012,14609999.65668
mli,2013,21100000.38147
mli,2014,12659999.84741
mli,2015,9029999.73297
mli,2016,10930000.30518
mli,2017,10619999.88556
mli,2018,19700000.76294
mli,2019,20709999.08447
mlt,1989,9999.99978
mlt,1991,9999.99978
mlt,1992,39999.99911
mlt,1993,50000.00075
mlt,1994,39999.99911
mlt,1995,59999.99866
mlt,1996,79999.99821
mlt,1997,59999.99866
mlt,1998,9999.99978
mlt,1999,50000.00075
mlt,2000,29999.99933
mlt,2001,29999.99933
mlt,2002,19999.99955
mlt,2004,50000.00075
mmr,2008,9189999.58038
mmr,2009,1049999.95232
mmr,2010,9999.99978
mmr,2013,9999.99978
mmr,2015,0
mmr,2016,9999.99978
mmr,2017,0
mmr,2018,9999.99978
mmr,2019,0
mne,2006,59999.99866
mne,2007,670000.01669
mne,2008,119999.99732
mne,2009,1799999.95232
mne,2010,4510000.22888
mne,2011,9999.99978
mne,2013,-660000.02623
mne,2014,-660000.02623
mne,2015,-1059999.94278
mne,2016,-1610000.01431
mne,2017,-509999.99046
mne,2018,-529999.97139
mne,2019,-509999.99046
mng,1995,9999.99978
mng,1998,9999.99978
mng,1999,9999.99978
mng,2002,1370000.00477
mng,2003,6519999.98093
mng,2004,2819999.93324
mng,2006,889999.98569
mng,2007,8960000.03815
mng,2008,4050000.19073
mng,2009,-1269999.98093
mng,2010,-340000.00358
mng,2013,-1179999.94755
mng,2015,-1029999.97139
mng,2016,-949999.98808
mng,2017,-930000.00715
mng,2018,-899999.97616
mng,2019,-970000.02861
moz,1987,600000.02384
moz,1988,899999.97616
moz,1989,4440000.05722
moz,1990,16270000.45776
moz,1991,9989999.77112
moz,1992,10550000.19073
moz,1993,16549999.23706
moz,1994,4389999.86649
moz,1995,16530000.68665
moz,1996,16690000.53406
moz,1997,7230000.01907
moz,1998,10699999.80927
moz,1999,7949999.80927
moz,2000,23520000.45776
moz,2001,11649999.61853
moz,2002,33529998.7793
moz,2003,22579999.92371
moz,2004,32479999.54224
moz,2005,29350000.38147
moz,2006,33560001.37329
moz,2007,53750000
moz,2008,78459999.08447
moz,2009,68800003.05176
moz,2010,43909999.84741
moz,2011,41279998.7793
moz,2012,17870000.83923
moz,2013,19309999.46594
moz,2014,11430000.30518
moz,2015,11470000.26703
moz,2016,9300000.19073
moz,2017,13659999.84741
moz,2018,15029999.73297
moz,2019,13699999.80927
mrt,1988,3200000.04768
mrt,1989,1629999.99523
mrt,1990,300000.01192
mrt,1991,2859999.8951
mrt,1992,3339999.91417
mrt,1993,7239999.77112
mrt,1994,1049999.95232
mrt,1995,6500000
mrt,1996,4460000.03815
mrt,1997,5550000.19073
mrt,1998,3299999.95232
mrt,1999,6010000.22888
mrt,2000,5360000.13351
mrt,2001,7409999.84741
mrt,2002,17950000.76294
mrt,2003,17459999.08447
mrt,2004,11500000
mrt,2005,15739999.77112
mrt,2006,12970000.26703
mrt,2007,39090000.15259
mrt,2008,34119998.93188
mrt,2009,44740001.67847
mrt,2010,34689998.62671
mrt,2011,35139999.38965
mrt,2012,9060000.41962
mrt,2013,14840000.15259
mrt,2014,8180000.30518
mrt,2015,14760000.22888
mrt,2016,2660000.08583
mrt,2017,2220000.02861
mrt,2018,4590000.15259
mrt,2019,3190000.05722
mus,1989,2140000.1049
mus,2007,9999.99978
mus,2009,19999.99955
mus,2010,29999.99933
mus,2011,29999.99933
mus,2017,19999.99955
mus,2018,29999.99933
mus,2019,0
mwi,1991,9460000.03815
mwi,1992,939999.99762
mwi,1994,9999.99978
mwi,1996,280000.00119
mwi,1997,259999.99046
mwi,1998,289999.99166
mwi,1999,180000.00715
mwi,2000,59999.99866
mwi,2001,-230000.00417
mwi,2002,419999.98689
mwi,2003,270000.01073
mwi,2004,-400000.00596
mwi,2005,1190000.05722
mwi,2006,1440000.05722
mwi,2007,-319999.99285
mwi,2008,2900000.09537
mwi,2009,9810000.41962
mwi,2010,629999.99523
mwi,2011,699999.98808
mwi,2012,200000.00298
mwi,2013,170000.00179
mwi,2014,319999.99285
mwi,2015,100000.00149
mwi,2016,50000.00075
mwi,2017,50000.00075
mwi,2018,79999.99821
mwi,2019,150000.00596
mys,1994,29999.99933
mys,1995,39999.99911
mys,1996,29999.99933
mys,1997,19999.99955
mys,1998,39999.99911
mys,1999,59999.99866
mys,2000,100000.00149
mys,2001,59999.99866
mys,2002,2250000
mys,2003,5429999.82834
mys,2004,889999.98569
mys,2005,519999.98093
mys,2006,270000.01073
mys,2009,129999.99523
mys,2010,100000.00149
mys,2011,239999.99464
mys,2013,-239999.99464
mys,2014,59999.99866
mys,2015,-250000
mys,2016,-119999.99732
mys,2017,-250000
mys,2018,-379999.99523
mys,2019,-239999.99464
nam,1991,70000.0003
nam,1993,59999.99866
nam,1994,209999.99344
nam,1995,870000.00477
nam,1996,1320000.05245
nam,1997,2400000.09537
nam,1998,2000000
nam,1999,1070000.05245
nam,2000,1129999.99523
nam,2001,2039999.96185
nam,2002,5769999.98093
nam,2003,4349999.90463
nam,2004,11109999.65668
nam,2005,7570000.17166
nam,2006,7510000.22888
nam,2007,28450000.76294
nam,2008,15060000.41962
nam,2009,11970000.26703
nam,2010,8539999.96185
nam,2011,4309999.94278
nam,2012,949999.98808
nam,2013,479999.98927
nam,2014,39999.99911
nam,2015,-2089999.91417
nam,2016,-1370000.00477
nam,2017,-360000.01431
nam,2018,50000.00075
nam,2019,-3069999.93324
ner,1989,9999.99978
ner,1992,3859999.8951
ner,1993,3500000
ner,1994,2509999.99046
ner,1996,3259999.99046
ner,1997,70000.0003
ner,1998,19999.99955
ner,1999,39999.99911
ner,2000,29999.99933
ner,2001,-639999.98569
ner,2002,159999.99642
ner,2003,-449999.98808
ner,2004,1019999.98093
ner,2005,16170000.07629
ner,2006,3490000.00954
ner,2007,8189999.58038
ner,2008,23979999.54224
ner,2009,22200000.76294
ner,2010,25870000.83923
