geo,time,sh_dyn_nmrt
can,1976,8.8
can,1977,8.3
can,1978,7.8
can,1979,7.3
can,1980,6.7
can,1981,6.3
can,1982,5.9
can,1983,5.6
can,1984,5.4
can,1985,5.2
can,1986,4.9
can,1987,4.7
can,1988,4.6
can,1989,4.5
can,1990,4.4
can,1991,4.3
can,1992,4.2
can,1993,4.1
can,1994,4.1
can,1995,4.1
can,1996,4
can,1997,3.9
can,1998,3.8
can,1999,3.8
can,2000,3.8
can,2001,3.8
can,2002,3.9
can,2003,3.9
can,2004,3.9
can,2005,3.9
can,2006,3.9
can,2007,3.8
can,2008,3.8
can,2009,3.8
can,2010,3.8
can,2011,3.7
can,2012,3.7
can,2013,3.6
can,2014,3.6
can,2015,3.6
can,2016,3.5
can,2017,3.4
can,2018,3.3
can,2019,3.3
can,2020,3.2
che,1960,16.4
che,1961,16
che,1962,15.5
che,1963,15
che,1964,14.6
che,1965,14.1
che,1966,13.7
che,1967,13.1
che,1968,12.3
che,1969,11.5
che,1970,10.7
che,1971,10
che,1972,9.3
che,1973,8.8
che,1974,8.2
che,1975,7.7
che,1976,7.1
che,1977,6.7
che,1978,6.2
che,1979,5.9
che,1980,5.5
che,1981,5.2
che,1982,5
che,1983,4.7
che,1984,4.5
che,1985,4.4
che,1986,4.3
che,1987,4.2
che,1988,4.2
che,1989,4.1
che,1990,3.9
che,1991,3.8
che,1992,3.6
che,1993,3.6
che,1994,3.5
che,1995,3.4
che,1996,3.4
che,1997,3.4
che,1998,3.4
che,1999,3.5
che,2000,3.5
che,2001,3.5
che,2002,3.4
che,2003,3.4
che,2004,3.3
che,2005,3.3
che,2006,3.3
che,2007,3.2
che,2008,3.2
che,2009,3.2
che,2010,3.2
che,2011,3.1
che,2012,3.1
che,2013,3
che,2014,3
che,2015,3
che,2016,2.9
che,2017,2.9
che,2018,2.9
che,2019,2.8
che,2020,2.8
chl,1968,33.8
chl,1969,30.8
chl,1970,29.7
chl,1971,29.4
chl,1972,28.7
chl,1973,27.5
chl,1974,26
chl,1975,24.4
chl,1976,22.8
chl,1977,21.3
chl,1978,19.7
chl,1979,18
chl,1980,15.7
chl,1981,13.6
chl,1982,12
chl,1983,10.7
chl,1984,9.9
chl,1985,9.6
chl,1986,9.4
chl,1987,9.4
chl,1988,9.4
chl,1989,9.1
chl,1990,8.6
chl,1991,8
chl,1992,7.5
chl,1993,7.1
chl,1994,6.7
chl,1995,6.5
chl,1996,6.4
chl,1997,6.3
chl,1998,6.2
chl,1999,6
chl,2000,5.7
chl,2001,5.4
chl,2002,5.3
chl,2003,5.3
chl,2004,5.4
chl,2005,5.4
chl,2006,5.5
chl,2007,5.4
chl,2008,5.3
chl,2009,5.3
chl,2010,5.3
chl,2011,5.3
chl,2012,5.3
chl,2013,5.3
chl,2014,5.2
chl,2015,5.1
chl,2016,5
chl,2017,4.9
chl,2018,4.7
chl,2019,4.5
chl,2020,4.4
chn,1989,29.7
chn,1990,29.6
chn,1991,29.4
chn,1992,29.1
chn,1993,28.5
chn,1994,27.7
chn,1995,26.7
chn,1996,25.6
chn,1997,24.5
chn,1998,23.5
chn,1999,22.4
chn,2000,21.4
chn,2001,19.9
chn,2002,18.4
chn,2003,16.9
chn,2004,15.3
chn,2005,13.9
chn,2006,12.5
chn,2007,11.3
chn,2008,10.2
chn,2009,9.2
chn,2010,8.4
chn,2011,7.6
chn,2012,7
chn,2013,6.4
chn,2014,5.8
chn,2015,5.3
chn,2016,4.9
chn,2017,4.5
chn,2018,4.1
chn,2019,3.7
chn,2020,3.5
civ,1960,89.2
civ,1961,87.6
civ,1962,86.1
civ,1963,84.8
civ,1964,83.7
civ,1965,82.6
civ,1966,81.4
civ,1967,80.3
civ,1968,79.1
civ,1969,77.8
civ,1970,76.4
civ,1971,74.6
civ,1972,72.6
civ,1973,70.3
civ,1974,67.9
civ,1975,65.5
civ,1976,63.2
civ,1977,61.2
civ,1978,59.5
civ,1979,57.9
civ,1980,56.5
civ,1981,55.3
civ,1982,54.3
civ,1983,53.5
civ,1984,52.7
civ,1985,52.1
civ,1986,51.4
civ,1987,50.8
civ,1988,50.1
civ,1989,49.5
civ,1990,49
civ,1991,48.7
civ,1992,48.5
civ,1993,48.3
civ,1994,48.2
civ,1995,48
civ,1996,47.7
civ,1997,47.3
civ,1998,46.8
civ,1999,46.3
civ,2000,45.8
civ,2001,45.2
civ,2002,44.6
civ,2003,44
civ,2004,43.4
civ,2005,42.7
civ,2006,42
civ,2007,41.3
civ,2008,40.6
civ,2009,40
civ,2010,39.3
civ,2011,38.7
civ,2012,38
civ,2013,37.4
civ,2014,36.8
civ,2015,36.2
civ,2016,35.6
civ,2017,35
civ,2018,34.5
civ,2019,33.9
civ,2020,33.2
cmr,1960,72.2
cmr,1961,70.8
cmr,1962,69.6
cmr,1963,68.7
cmr,1964,67.7
cmr,1965,66.7
cmr,1966,65.5
cmr,1967,64.1
cmr,1968,62.4
cmr,1969,60.6
cmr,1970,58.8
cmr,1971,57.2
cmr,1972,56
cmr,1973,55.1
cmr,1974,54.5
cmr,1975,54.1
cmr,1976,53.8
cmr,1977,53.5
cmr,1978,53
cmr,1979,52.4
cmr,1980,51.5
cmr,1981,50.5
cmr,1982,49.2
cmr,1983,47.9
cmr,1984,46.4
cmr,1985,44.8
cmr,1986,43.3
cmr,1987,42.1
cmr,1988,41.1
cmr,1989,40.5
cmr,1990,40.2
cmr,1991,40
cmr,1992,39.9
cmr,1993,39.7
cmr,1994,39.6
cmr,1995,39.3
cmr,1996,38.8
cmr,1997,38.2
cmr,1998,37.4
cmr,1999,36.5
cmr,2000,35.6
cmr,2001,34.8
cmr,2002,34.1
cmr,2003,33.7
cmr,2004,33.5
cmr,2005,33.2
cmr,2006,33
cmr,2007,32.7
cmr,2008,32.4
cmr,2009,32
cmr,2010,31.7
cmr,2011,31.3
cmr,2012,30.9
cmr,2013,30.4
cmr,2014,29.9
cmr,2015,29.3
cmr,2016,28.7
cmr,2017,28
cmr,2018,27.4
cmr,2019,26.8
cmr,2020,26.2
cod,1984,44.1
cod,1985,43.8
cod,1986,43.3
cod,1987,42.9
cod,1988,42.5
cod,1989,42.1
cod,1990,41.7
cod,1991,41.3
cod,1992,41
cod,1993,40.6
cod,1994,40.4
cod,1995,40
cod,1996,39.8
cod,1997,39.5
cod,1998,39.1
cod,1999,38.8
cod,2000,38.4
cod,2001,38
cod,2002,37.6
cod,2003,37.2
cod,2004,36.6
cod,2005,36
cod,2006,35.3
cod,2007,34.5
cod,2008,33.8
cod,2009,33
cod,2010,32.3
cod,2011,31.7
cod,2012,31.1
cod,2013,30.6
cod,2014,30
cod,2015,29.5
cod,2016,29
cod,2017,28.5
cod,2018,27.9
cod,2019,27.3
cod,2020,26.8
cog,1982,29.6
cog,1983,29.2
cog,1984,28.8
cog,1985,28.4
cog,1986,28.1
cog,1987,27.8
cog,1988,27.6
cog,1989,27.5
cog,1990,27.5
cog,1991,27.7
cog,1992,28
cog,1993,28.4
cog,1994,28.9
cog,1995,29.5
cog,1996,30.1
cog,1997,30.6
cog,1998,30.9
cog,1999,31
cog,2000,30.7
cog,2001,30.2
cog,2002,29.5
cog,2003,28.6
cog,2004,27.5
cog,2005,26.5
cog,2006,25.4
cog,2007,24.5
cog,2008,23.7
cog,2009,23
cog,2010,22.5
cog,2011,22.1
cog,2012,21.8
cog,2013,21.4
cog,2014,21.1
cog,2015,20.7
cog,2016,20.2
cog,2017,19.9
cog,2018,19.4
cog,2019,19.1
cog,2020,18.7
col,1960,39.8
col,1961,38.9
col,1962,38
col,1963,37.1
col,1964,36.2
col,1965,35.4
col,1966,34.7
col,1967,33.9
col,1968,33.2
col,1969,32.5
col,1970,31.8
col,1971,31.1
col,1972,30.3
col,1973,29.5
col,1974,28.8
col,1975,28
col,1976,27.1
col,1977,26.3
col,1978,25.5
col,1979,24.6
col,1980,23.8
col,1981,23
col,1982,22.3
col,1983,21.6
col,1984,20.9
col,1985,20.4
col,1986,19.9
col,1987,19.5
col,1988,19.1
col,1989,18.7
col,1990,18.2
col,1991,17.7
col,1992,17.2
col,1993,16.7
col,1994,16.3
col,1995,15.8
col,1996,15.3
col,1997,14.9
col,1998,14.4
col,1999,13.9
col,2000,13.5
col,2001,13.1
col,2002,12.7
col,2003,12.4
col,2004,12
col,2005,11.7
col,2006,11.3
col,2007,11
col,2008,10.6
col,2009,10.3
col,2010,10
col,2011,9.6
col,2012,9.3
col,2013,9
col,2014,8.7
col,2015,8.4
col,2016,8.2
col,2017,7.9
col,2018,7.7
col,2019,7.4
col,2020,7.2
com,1973,78.1
com,1974,78
com,1975,78.2
com,1976,78.4
com,1977,78.1
com,1978,77.3
com,1979,75.9
com,1980,74
com,1981,71.7
com,1982,69.3
com,1983,66.8
com,1984,64.2
com,1985,61.5
com,1986,59
com,1987,56.6
com,1988,54.3
com,1989,52
com,1990,49.9
com,1991,48
com,1992,46.3
com,1993,44.6
com,1994,43.4
com,1995,42.6
com,1996,42
com,1997,41.6
com,1998,41.4
com,1999,41
com,2000,40.8
com,2001,40.7
com,2002,40.5
com,2003,40.3
com,2004,40.1
com,2005,39.7
com,2006,39.2
com,2007,38.6
com,2008,38
com,2009,37.3
com,2010,36.6
com,2011,35.8
com,2012,35.1
com,2013,34.5
com,2014,33.6
com,2015,32.9
com,2016,32.1
com,2017,31.3
com,2018,30.5
com,2019,29.8
com,2020,29
cpv,1975,25.8
cpv,1976,25.1
cpv,1977,24.5
cpv,1978,24
cpv,1979,23.5
cpv,1980,23.2
cpv,1981,23
cpv,1982,22.8
cpv,1983,22.7
cpv,1984,22.4
cpv,1985,22.1
cpv,1986,21.6
cpv,1987,21.2
cpv,1988,20.6
cpv,1989,20.2
cpv,1990,19.9
cpv,1991,19.7
cpv,1992,19.6
cpv,1993,19.5
cpv,1994,19.5
cpv,1995,19.7
cpv,1996,19.9
cpv,1997,19.9
cpv,1998,19.5
cpv,1999,18.9
cpv,2000,18.1
cpv,2001,17
cpv,2002,16
cpv,2003,15.4
cpv,2004,15.1
cpv,2005,15.1
cpv,2006,15.3
cpv,2007,15.4
cpv,2008,15.6
cpv,2009,15.5
cpv,2010,15.3
cpv,2011,14.9
cpv,2012,14.3
cpv,2013,13.5
cpv,2014,12.6
cpv,2015,11.8
cpv,2016,10.9
cpv,2017,10.2
cpv,2018,9.6
cpv,2019,9
cpv,2020,8.5
cri,1960,30.4
cri,1961,30.3
cri,1962,30.4
cri,1963,30.7
cri,1964,30.8
cri,1965,30.8
cri,1966,30.4
cri,1967,29.9
cri,1968,29
cri,1969,27.8
cri,1970,26.2
cri,1971,24.4
cri,1972,22.4
cri,1973,20.4
cri,1974,18.6
cri,1975,17.2
cri,1976,16.1
cri,1977,14.7
cri,1978,13.3
cri,1979,12.2
cri,1980,11.6
cri,1981,11.3
cri,1982,11.2
cri,1983,11.2
cri,1984,11.1
cri,1985,10.7
cri,1986,10.3
cri,1987,10
cri,1988,9.6
cri,1989,9.3
cri,1990,9
cri,1991,8.8
cri,1992,8.8
cri,1993,8.8
cri,1994,8.8
cri,1995,8.5
cri,1996,8.3
cri,1997,8.1
cri,1998,7.9
cri,1999,7.8
cri,2000,7.7
cri,2001,7.5
cri,2002,7.3
cri,2003,7.2
cri,2004,7.1
cri,2005,7.1
cri,2006,7
cri,2007,6.9
cri,2008,6.8
cri,2009,6.7
cri,2010,6.6
cri,2011,6.5
cri,2012,6.5
cri,2013,6.4
cri,2014,6.3
cri,2015,6.3
cri,2016,6.2
cri,2017,6.1
cri,2018,5.9
cri,2019,5.8
cri,2020,5.6
cub,1968,21.6
cub,1969,20.7
cub,1970,19.7
cub,1971,19
cub,1972,18.8
cub,1973,18.7
cub,1974,18
cub,1975,16.8
cub,1976,15.7
cub,1977,15.6
cub,1978,15.8
cub,1979,15.6
cub,1980,14.6
cub,1981,13.3
cub,1982,11.8
cub,1983,10.5
cub,1984,9.6
cub,1985,9.1
cub,1986,8.8
cub,1987,8.3
cub,1988,7.8
cub,1989,7.3
cub,1990,6.9
cub,1991,6.7
cub,1992,6.5
cub,1993,6.4
cub,1994,6.1
cub,1995,5.6
cub,1996,5.1
cub,1997,4.8
cub,1998,4.5
cub,1999,4.4
cub,2000,4.3
cub,2001,4.2
cub,2002,4
cub,2003,3.8
cub,2004,3.6
cub,2005,3.4
cub,2006,3.3
cub,2007,3.2
cub,2008,3.1
cub,2009,3
cub,2010,2.9
cub,2011,2.8
cub,2012,2.7
cub,2013,2.6
cub,2014,2.5
cub,2015,2.4
cub,2016,2.3
cub,2017,2.3
cub,2018,2.3
cub,2019,2.3
cub,2020,2.4
cyp,1989,6.3
cyp,1990,6.4
cyp,1991,6.3
cyp,1992,6.1
cyp,1993,5.8
cyp,1994,5.5
cyp,1995,5.1
cyp,1996,4.8
cyp,1997,4.5
cyp,1998,4.2
cyp,1999,4
cyp,2000,3.7
cyp,2001,3.4
cyp,2002,3.2
cyp,2003,3
cyp,2004,2.8
cyp,2005,2.6
cyp,2006,2.4
cyp,2007,2.3
cyp,2008,2.1
cyp,2009,2
cyp,2010,1.9
cyp,2011,1.9
cyp,2012,1.8
cyp,2013,1.8
cyp,2014,1.7
cyp,2015,1.7
cyp,2016,1.7
cyp,2017,1.7
cyp,2018,1.7
cyp,2019,1.7
cyp,2020,1.6
cze,1982,10.3
cze,1983,9.9
cze,1984,9.4
cze,1985,8.9
cze,1986,8.4
cze,1987,8
cze,1988,7.8
cze,1989,7.5
cze,1990,7.2
cze,1991,6.8
cze,1992,6.3
cze,1993,5.7
cze,1994,5.1
cze,1995,4.5
cze,1996,4
cze,1997,3.6
cze,1998,3.2
cze,1999,2.9
cze,2000,2.7
cze,2001,2.5
cze,2002,2.4
cze,2003,2.4
cze,2004,2.3
cze,2005,2.2
cze,2006,2.1
cze,2007,2
cze,2008,1.9
cze,2009,1.8
cze,2010,1.7
cze,2011,1.6
cze,2012,1.6
cze,2013,1.6
cze,2014,1.6
cze,2015,1.6
cze,2016,1.6
cze,2017,1.6
cze,2018,1.6
cze,2019,1.6
cze,2020,1.6
deu,1969,14.3
deu,1970,14.1
deu,1971,13.9
deu,1972,13.3
deu,1973,12.5
deu,1974,11.5
deu,1975,10.5
deu,1976,9.3
deu,1977,8.2
deu,1978,7.1
deu,1979,6.2
deu,1980,5.5
deu,1981,5
deu,1982,4.5
deu,1983,4.2
deu,1984,4
deu,1985,3.7
deu,1986,3.5
deu,1987,3.3
deu,1988,3.2
deu,1989,3.2
deu,1990,3.4
deu,1991,3.5
deu,1992,3.5
deu,1993,3.3
deu,1994,3.2
deu,1995,3.1
deu,1996,3
deu,1997,2.9
deu,1998,2.9
deu,1999,2.8
deu,2000,2.8
deu,2001,2.7
deu,2002,2.7
deu,2003,2.7
deu,2004,2.6
deu,2005,2.6
deu,2006,2.6
deu,2007,2.5
deu,2008,2.4
deu,2009,2.4
deu,2010,2.3
deu,2011,2.3
deu,2012,2.3
deu,2013,2.3
deu,2014,2.3
deu,2015,2.3
deu,2016,2.3
deu,2017,2.3
deu,2018,2.3
deu,2019,2.3
deu,2020,2.2
dji,1979,58.5
dji,1980,57.5
dji,1981,56.6
dji,1982,55.7
dji,1983,54.9
dji,1984,54
dji,1985,53.1
dji,1986,52.3
dji,1987,51.5
dji,1988,50.7
dji,1989,50
dji,1990,49.5
dji,1991,48.9
dji,1992,48.6
dji,1993,48.2
dji,1994,47.8
dji,1995,47.3
dji,1996,46.6
dji,1997,46
dji,1998,45.3
dji,1999,44.5
dji,2000,43.9
dji,2001,43.4
dji,2002,42.7
dji,2003,42.1
dji,2004,41.6
dji,2005,40.9
dji,2006,40.3
dji,2007,39.7
dji,2008,39
dji,2009,38.4
dji,2010,37.6
dji,2011,37
dji,2012,36.3
dji,2013,35.4
dji,2014,34.7
dji,2015,34
dji,2016,33.2
dji,2017,32.5
dji,2018,31.8
dji,2019,31.1
dji,2020,30.4
dma,1969,19.4
dma,1970,18.4
dma,1971,17.6
dma,1972,16.9
dma,1973,16.3
dma,1974,16
dma,1975,15.7
dma,1976,15.2
dma,1977,14.8
dma,1978,14.3
dma,1979,13.9
dma,1980,13.3
dma,1981,12.9
dma,1982,12.4
dma,1983,12
dma,1984,11.6
dma,1985,11.3
dma,1986,11
dma,1987,10.8
dma,1988,10.6
dma,1989,10.4
dma,1990,10.3
dma,1991,10.3
dma,1992,10.3
dma,1993,10.4
dma,1994,10.6
dma,1995,10.9
dma,1996,11.3
dma,1997,11.7
dma,1998,12.1
dma,1999,12.5
dma,2000,12.9
dma,2001,13.3
dma,2002,13.8
dma,2003,14.4
dma,2004,14.9
dma,2005,15.6
dma,2006,16.2
dma,2007,17
dma,2008,17.8
dma,2009,18.7
dma,2010,19.6
dma,2011,20.7
dma,2012,21.7
dma,2013,22.8
dma,2014,23.9
dma,2015,25
dma,2016,26.1
dma,2017,27.2
dma,2018,28.3
dma,2019,29.2
dma,2020,30
dnk,1960,16.1
dnk,1961,15.9
dnk,1962,15.5
dnk,1963,15
dnk,1964,14.4
dnk,1965,13.9
dnk,1966,13.4
dnk,1967,12.8
dnk,1968,12.2
dnk,1969,11.6
dnk,1970,11
dnk,1971,10.3
dnk,1972,9.6
dnk,1973,9
dnk,1974,8.3
dnk,1975,7.6
dnk,1976,6.9
dnk,1977,6.3
dnk,1978,5.9
dnk,1979,5.6
dnk,1980,5.3
dnk,1981,5.1
dnk,1982,4.9
dnk,1983,4.8
dnk,1984,4.8
dnk,1985,4.8
dnk,1986,4.8
dnk,1987,4.8
dnk,1988,4.7
dnk,1989,4.5
dnk,1990,4.4
dnk,1991,4.2
dnk,1992,4.1
dnk,1993,4
dnk,1994,3.9
dnk,1995,3.9
dnk,1996,3.8
dnk,1997,3.8
dnk,1998,3.7
dnk,1999,3.6
dnk,2000,3.5
dnk,2001,3.4
dnk,2002,3.2
dnk,2003,3.2
dnk,2004,3.1
dnk,2005,3.1
dnk,2006,3
dnk,2007,2.9
dnk,2008,2.8
dnk,2009,2.8
dnk,2010,2.8
dnk,2011,2.9
dnk,2012,3
dnk,2013,3
dnk,2014,3
dnk,2015,3
dnk,2016,2.9
dnk,2017,2.8
dnk,2018,2.7
dnk,2019,2.6
dnk,2020,2.5
dom,1963,40.9
dom,1964,40.8
dom,1965,40.6
dom,1966,40.6
dom,1967,40.4
dom,1968,40.3
dom,1969,40.2
dom,1970,40.2
dom,1971,40.1
dom,1972,40
dom,1973,39.8
dom,1974,39.6
dom,1975,39.1
dom,1976,38.5
dom,1977,37.6
dom,1978,36.4
dom,1979,35
dom,1980,33.6
dom,1981,32.3
dom,1982,31
dom,1983,29.9
dom,1984,28.8
dom,1985,28
dom,1986,27.1
dom,1987,26.3
dom,1988,25.5
dom,1989,24.8
dom,1990,24.3
dom,1991,23.8
dom,1992,23.5
dom,1993,23.2
dom,1994,23.1
dom,1995,23.1
dom,1996,23.1
dom,1997,23.2
dom,1998,23.3
dom,1999,23.3
dom,2000,23.3
dom,2001,23.2
dom,2002,23.1
dom,2003,23.1
dom,2004,23.2
dom,2005,23.4
dom,2006,23.6
dom,2007,23.8
dom,2008,24
dom,2009,24.1
dom,2010,24.2
dom,2011,24.3
dom,2012,24.3
dom,2013,24.3
dom,2014,24.4
dom,2015,24.4
dom,2016,24.5
dom,2017,24.4
dom,2018,24.2
dom,2019,23.9
dom,2020,23.4
dza,1969,74.9
dza,1970,72.9
dza,1971,70
dza,1972,66.8
dza,1973,63.6
dza,1974,60.4
dza,1975,57.4
dza,1976,54.6
dza,1977,52.1
dza,1978,49.9
dza,1979,48
dza,1980,45.8
dza,1981,43.1
dza,1982,40.1
dza,1983,36.6
dza,1984,33
dza,1985,29.9
dza,1986,27.4
dza,1987,25.6
dza,1988,24.3
dza,1989,23.6
dza,1990,23.1
dza,1991,22.8
dza,1992,22.4
dza,1993,22
dza,1994,21.6
dza,1995,21.3
dza,1996,21.2
dza,1997,21.1
dza,1998,21.1
dza,1999,21.1
dza,2000,21.1
dza,2001,21.1
dza,2002,20.9
dza,2003,20.8
dza,2004,20.4
dza,2005,20.1
dza,2006,19.8
dza,2007,19.4
dza,2008,18.9
dza,2009,18.2
dza,2010,17.5
dza,2011,17.1
dza,2012,16.9
dza,2013,16.4
dza,2014,15.7
dza,2015,15.1
dza,2016,15.1
dza,2017,15.6
dza,2018,16
dza,2019,16.3
dza,2020,16.3
ecu,1960,59.6
ecu,1961,58.8
ecu,1962,58
ecu,1963,57.1
ecu,1964,56
ecu,1965,54.8
ecu,1966,53.4
ecu,1967,52
ecu,1968,50.6
ecu,1969,49.3
ecu,1970,48
ecu,1971,46.6
ecu,1972,45.3
ecu,1973,44
ecu,1974,42.7
ecu,1975,41.2
ecu,1976,39.8
ecu,1977,38.4
ecu,1978,37
ecu,1979,35.7
ecu,1980,34.3
ecu,1981,32.9
ecu,1982,31.5
ecu,1983,30.1
ecu,1984,28.7
ecu,1985,27.2
ecu,1986,25.9
ecu,1987,24.7
ecu,1988,23.7
ecu,1989,22.9
ecu,1990,22.2
ecu,1991,21.6
ecu,1992,21
ecu,1993,20.4
ecu,1994,19.7
ecu,1995,19
ecu,1996,18.2
ecu,1997,17.2
ecu,1998,16.1
ecu,1999,15
ecu,2000,14.1
ecu,2001,13.4
ecu,2002,12.7
ecu,2003,12.1
ecu,2004,11.6
ecu,2005,11.1
ecu,2006,10.6
ecu,2007,10.2
ecu,2008,9.7
ecu,2009,9.3
ecu,2010,8.9
ecu,2011,8.5
ecu,2012,8.1
ecu,2013,7.8
ecu,2014,7.5
ecu,2015,7.3
ecu,2016,7.1
ecu,2017,6.9
ecu,2018,6.9
ecu,2019,6.8
ecu,2020,6.7
egy,1960,66.4
egy,1961,65.2
egy,1962,64.1
egy,1963,63
egy,1964,62
egy,1965,61.3
egy,1966,60.8
egy,1967,60.6
egy,1968,60.5
egy,1969,60.4
egy,1970,60.4
egy,1971,60.4
egy,1972,60.2
egy,1973,59.8
egy,1974,59.1
egy,1975,58.1
egy,1976,57.1
egy,1977,56.1
egy,1978,54.9
egy,1979,53.5
egy,1980,52.1
egy,1981,50.5
egy,1982,48.8
egy,1983,46.8
egy,1984,44.6
egy,1985,42.4
egy,1986,40.2
egy,1987,38.1
egy,1988,36.2
egy,1989,34.6
egy,1990,33.2
egy,1991,31.9
egy,1992,30.6
egy,1993,29.3
egy,1994,28.1
egy,1995,27
egy,1996,25.9
egy,1997,24.9
egy,1998,24.1
egy,1999,23.2
egy,2000,22.4
egy,2001,21.7
egy,2002,21
egy,2003,20.3
egy,2004,19.7
egy,2005,19
egy,2006,18.2
egy,2007,17.5
egy,2008,16.7
egy,2009,16
egy,2010,15.2
egy,2011,14.6
egy,2012,13.9
egy,2013,13.4
egy,2014,12.8
egy,2015,12.3
egy,2016,11.9
egy,2017,11.5
egy,2018,11.1
egy,2019,10.7
egy,2020,10.3
eri,1977,45.2
eri,1978,44.6
eri,1979,43.7
eri,1980,42.8
eri,1981,42
eri,1982,41.1
eri,1983,40.4
eri,1984,39.9
eri,1985,39.3
eri,1986,38.7
eri,1987,37.9
eri,1988,37
eri,1989,36
eri,1990,35
eri,1991,34.1
eri,1992,33.2
eri,1993,32.3
eri,1994,31.4
eri,1995,30.5
eri,1996,29.6
eri,1997,28.8
eri,1998,28.1
eri,1999,27.6
eri,2000,27
eri,2001,26.5
eri,2002,26.1
eri,2003,25.6
eri,2004,25.2
eri,2005,24.7
eri,2006,24.2
eri,2007,23.7
eri,2008,23.2
eri,2009,22.6
eri,2010,22.1
eri,2011,21.5
eri,2012,21.1
eri,2013,20.6
eri,2014,20.2
eri,2015,19.7
eri,2016,19.3
eri,2017,18.9
eri,2018,18.5
eri,2019,18.1
eri,2020,17.7
esp,1975,12.6
esp,1976,11.9
esp,1977,10.9
esp,1978,10
esp,1979,9.4
esp,1980,8.9
esp,1981,8.5
esp,1982,8
esp,1983,7.5
esp,1984,6.9
esp,1985,6.3
esp,1986,5.9
esp,1987,5.7
esp,1988,5.4
esp,1989,5.2
esp,1990,4.9
esp,1991,4.6
esp,1992,4.4
esp,1993,4.1
esp,1994,3.9
esp,1995,3.7
esp,1996,3.4
esp,1997,3.2
esp,1998,3
esp,1999,2.9
esp,2000,2.8
esp,2001,2.7
esp,2002,2.7
esp,2003,2.6
esp,2004,2.5
esp,2005,2.4
esp,2006,2.3
esp,2007,2.2
esp,2008,2.2
esp,2009,2.1
esp,2010,2.1
esp,2011,2.1
esp,2012,2.1
esp,2013,2
esp,2014,2
esp,2015,1.9
esp,2016,1.9
esp,2017,1.9
esp,2018,1.8
esp,2019,1.8
esp,2020,1.7
est,1988,10.5
est,1989,10.1
est,1990,9.8
est,1991,9.7
est,1992,9.7
est,1993,9.6
est,1994,9.2
est,1995,8.5
est,1996,7.8
est,1997,7
est,1998,6.3
est,1999,5.8
est,2000,5.3
est,2001,4.8
est,2002,4.4
est,2003,4
est,2004,3.7
est,2005,3.4
est,2006,3.1
est,2007,2.8
est,2008,2.5
est,2009,2.3
est,2010,2.1
est,2011,1.9
est,2012,1.7
est,2013,1.6
est,2014,1.5
est,2015,1.4
est,2016,1.3
est,2017,1.2
est,2018,1.1
est,2019,1
est,2020,0.9
eth,1977,66.4
eth,1978,66.6
eth,1979,66.7
eth,1980,66.7
eth,1981,66.5
eth,1982,66
eth,1983,65.4
eth,1984,64.6
eth,1985,63.7
eth,1986,62.9
eth,1987,62
eth,1988,61.1
eth,1989,60.3
eth,1990,59.4
eth,1991,58.5
eth,1992,57.4
eth,1993,56.1
eth,1994,54.9
eth,1995,53.6
eth,1996,52.4
eth,1997,51.3
eth,1998,50.3
eth,1999,49.4
eth,2000,48.6
eth,2001,47.8
eth,2002,46.8
eth,2003,45.8
eth,2004,44.8
eth,2005,43.7
eth,2006,42.6
eth,2007,41.4
eth,2008,40.2
eth,2009,39.1
eth,2010,37.9
eth,2011,36.7
eth,2012,35.5
eth,2013,34.3
eth,2014,33.1
eth,2015,31.9
eth,2016,30.7
eth,2017,29.7
eth,2018,28.7
eth,2019,27.8
eth,2020,27
fin,1960,15.8
fin,1961,15.3
fin,1962,14.8
fin,1963,14.2
fin,1964,13.6
fin,1965,13
fin,1966,12.4
fin,1967,11.9
fin,1968,11.4
fin,1969,10.9
fin,1970,10.5
fin,1971,10
fin,1972,9.5
fin,1973,8.9
fin,1974,8.3
fin,1975,7.7
fin,1976,7.1
fin,1977,6.5
fin,1978,6
fin,1979,5.5
fin,1980,5.1
fin,1981,4.8
fin,1982,4.5
fin,1983,4.4
fin,1984,4.3
fin,1985,4.2
fin,1986,4.2
fin,1987,4.1
fin,1988,4
fin,1989,4
fin,1990,3.9
fin,1991,3.7
fin,1992,3.6
fin,1993,3.4
fin,1994,3.2
fin,1995,3.1
fin,1996,2.9
fin,1997,2.8
fin,1998,2.7
fin,1999,2.6
fin,2000,2.5
fin,2001,2.4
fin,2002,2.3
fin,2003,2.2
fin,2004,2.1
fin,2005,2.1
fin,2006,2
fin,2007,1.9
fin,2008,1.8
fin,2009,1.8
fin,2010,1.7
fin,2011,1.6
fin,2012,1.5
fin,2013,1.4
fin,2014,1.4
fin,2015,1.4
fin,2016,1.4
fin,2017,1.4
fin,2018,1.4
fin,2019,1.4
fin,2020,1.4
fji,1989,14.1
fji,1990,13.5
fji,1991,13
fji,1992,12.5
fji,1993,12
fji,1994,11.6
fji,1995,11.2
fji,1996,10.8
fji,1997,10.5
fji,1998,10.3
fji,1999,10.1
fji,2000,10.1
fji,2001,10.2
fji,2002,10.5
fji,2003,11
fji,2004,11.4
fji,2005,11.6
fji,2006,11.5
fji,2007,11
fji,2008,10.3
fji,2009,9.7
fji,2010,9.3
fji,2011,9
fji,2012,9
fji,2013,9.1
fji,2014,9.4
fji,2015,9.8
fji,2016,10.2
fji,2017,10.6
fji,2018,11
fji,2019,11.4
