geo,time,vc_ihr_psrc_fe_p5
mar,2016,0.59269
mar,2017,0.62992
mar,2018,0.38546
mco,2013,0
mco,2015,0
mda,1991,4.23444
mda,1992,5.51409
mda,1993,4.94502
mda,1994,4.55598
mda,1995,4.14264
mda,1996,5.00202
mda,1997,4.75178
mda,1998,4.08058
mda,1999,4.45709
mda,2000,5.48922
mda,2001,5.50535
mda,2002,5.80861
mda,2003,4.9313
mda,2004,4.25005
mda,2005,4.61403
mda,2006,3.5197
mda,2007,3.16397
mda,2008,4.25556
mda,2009,3.33532
mda,2010,4.80768
mda,2011,4.10888
mda,2012,2.97809
mda,2013,2.64767
mda,2014,1.4657
mda,2015,2.22281
mda,2016,2.27161
mda,2017,1.70532
mda,2018,1.80227
mex,1990,3.59273
mex,1991,3.55744
mex,1992,3.68921
mex,1993,3.45964
mex,1994,3.22812
mex,1995,3.27726
mex,1996,3.08512
mex,1997,2.84992
mex,1998,3.13621
mex,1999,2.84723
mex,2000,2.55318
mex,2001,2.51348
mex,2002,2.47169
mex,2003,2.50587
mex,2004,2.26121
mex,2005,2.39777
mex,2006,2.3637
mex,2007,1.943
mex,2008,2.51826
mex,2009,3.35793
mex,2010,4.15857
mex,2011,4.60224
mex,2012,4.65333
mex,2013,4.38799
mex,2014,3.93547
mex,2015,3.84317
mex,2016,4.47711
mex,2017,5.40154
mex,2018,5.84654
mkd,1998,0.9568
mkd,1999,0.85197
mkd,2000,1.13812
mkd,2002,0.84958
mkd,2003,1.65349
mkd,2004,1.19099
mkd,2005,0.90321
mkd,2006,0.87197
mkd,2007,1.06446
mkd,2008,0.87013
mkd,2009,1.1593
mkd,2010,1.44814
mkd,2011,0.38592
mkd,2012,1.06065
mkd,2013,0.67456
mkd,2014,0.96309
mkd,2015,0.1925
mkd,2016,0.57716
mkd,2017,0.38454
mkd,2018,0.86474
mlt,2004,1.97038
mlt,2005,0.98054
mlt,2006,0
mlt,2007,0.48626
mlt,2008,0.4843
mlt,2009,1.44612
mlt,2010,0.47927
mlt,2011,1.4278
mlt,2012,1.4165
mlt,2013,0
mlt,2014,0.46469
mlt,2015,0.92341
mlt,2016,0.91886
mlt,2017,0.45773
mlt,2018,1.82589
mmr,2009,0.50365
mmr,2010,0.57628
mmr,2011,0.37863
mmr,2012,0.9049
mmr,2013,0.77437
mmr,2014,0.76065
mmr,2015,0.70724
mmr,2016,0.74967
mne,2007,0.95436
mne,2008,1.58745
mne,2009,2.11764
mne,2010,2.21519
mne,2011,0.94828
mne,2012,0.94752
mne,2013,0.31568
mne,2014,1.26216
mne,2015,0.94623
mne,2016,0.94584
mne,2017,1.26061
mne,2018,0.6301
mng,2007,5.09191
mng,2008,3.69824
mng,2009,4.3806
mng,2010,4.88715
mng,2011,4.294
mng,2012,3.99815
mng,2013,3.84762
mng,2014,3.6342
mng,2015,3.36332
mng,2016,2.52157
mng,2017,2.85401
mng,2018,2.80141
mus,1990,0.82139
mus,1991,0.82067
mus,1992,1.60691
mus,1993,1.06824
mus,1994,2.07223
mus,1995,0.88335
mus,1996,1.38404
mus,1997,0.8276
mus,1998,1.13298
mus,1999,1.64785
mus,2000,1.90391
mus,2003,1.79842
mus,2004,1.14148
mus,2005,2.13429
mus,2006,2.05003
mus,2007,1.97208
mus,2008,2.80611
mus,2009,2.55027
mus,2010,1.2711
mus,2011,1.26793
mus,2012,1.5818
mus,2013,1.73707
mus,2014,1.26112
mus,2015,0.9439
mus,2016,1.56926
mus,2017,2.03437
mus,2018,2.18441
nic,2008,2.01799
nic,2009,3.24136
nic,2010,2.63961
nic,2011,1.84337
nic,2012,2.1117
nic,2013,2.1136
nic,2015,2.09122
nld,1990,0.56853
nld,1991,0.77509
nld,1992,0.69181
nld,1993,0.71334
nld,1994,0.65729
nld,1995,0.96063
nld,1996,0.84026
nld,1997,0.79736
nld,1998,0.59143
nld,1999,0.73822
nld,2000,0.74651
nld,2001,0.8413
nld,2002,0.75051
nld,2003,0.89334
nld,2004,0.64532
nld,2005,0.69082
nld,2006,0.59139
nld,2007,0.56513
nld,2008,0.5632
nld,2009,0.59722
nld,2010,0.64297
nld,2011,0.5935
nld,2012,0.5917
nld,2013,0.66079
nld,2014,0.35304
nld,2015,0.49307
nld,2016,0.35144
nld,2017,0.50278
nld,2018,0.42019
nld_curacao,2001,2.89067
nld_curacao,2002,8.7636
nld_curacao,2003,2.93729
nld_curacao,2004,10.25311
nld_curacao,2005,8.67842
nld_curacao,2006,4.23914
nld_curacao,2007,4.10638
nor,1990,0.53602
nor,1991,0.70193
nor,1992,0.58625
nor,1993,0.78766
nor,1994,0.70752
nor,1995,0.7188
nor,1996,0.90664
nor,1997,0.53961
nor,1998,0.55093
nor,1999,0.53839
nor,2000,0.95737
nor,2001,0.63873
nor,2002,0.66859
nor,2003,1.06009
nor,2004,0.51756
nor,2005,0.6841
nor,2006,0.89286
nor,2007,0.71669
nor,2008,0.4177
nor,2009,0.49629
nor,2010,0.61389
nor,2011,2.10467
nor,2012,0.36008
nor,2013,0.79097
nor,2014,0.50853
nor,2015,0.54222
nor,2016,0.42231
nor,2017,0.49525
nor,2018,0.34044
nzl,1995,0.60444
nzl,1996,0.8607
nzl,1997,1.25027
nzl,1998,1.11738
nzl,1999,0.54506
nzl,2000,1.05852
nzl,2001,1.06312
nzl,2002,1.31504
nzl,2003,0.68942
nzl,2004,0.57354
nzl,2005,1.26752
nzl,2006,0.81215
nzl,2007,0.88043
nzl,2008,1.05512
nzl,2009,1.13553
nzl,2010,1.01263
nzl,2011,0.66723
nzl,2012,0.92404
nzl,2013,0.52232
nzl,2014,0.58924
nzl,2015,0.68214
nzl,2016,0.92896
nzl,2017,0.5439
omn,2014,0.42078
omn,2015,0.26947
omn,2016,0.32472
omn,2017,0.25117
omn,2018,0.12175
pan,1996,1.61133
pan,1997,2.12764
pan,1998,2.802
pan,1999,1.26819
pan,2000,1.92701
pan,2001,1.74972
pan,2002,2.51135
pan,2003,2.25795
pan,2004,1.66308
pan,2005,2.1513
pan,2006,1.12744
pan,2007,1.22335
pan,2008,1.77317
pan,2009,2.24689
pan,2010,1.71039
pan,2011,1.40933
pan,2012,1.81667
pan,2013,2.61724
pan,2014,1.96783
pan,2015,2.50363
pan,2016,2.21297
pan,2017,2.18704
pan,2018,1.77502
per,2011,1.89844
per,2012,2.14212
per,2013,2.07612
per,2014,2.28242
per,2015,2.65528
per,2016,3.32596
per,2017,1.6483
phl,2007,2.14365
phl,2008,2.65304
phl,2009,3.43555
phl,2010,2.60453
phl,2011,2.15113
phl,2012,2.25435
pol,1990,1.11553
pol,1991,1.37171
pol,1992,1.10642
pol,1993,1.25931
pol,1994,1.26023
pol,1995,1.20262
pol,1996,1.32894
pol,1999,0.92562
pol,2000,1.15287
pol,2001,1.10185
pol,2002,1.03046
pol,2003,1.03557
pol,2004,0.77711
pol,2005,0.72868
pol,2006,0.70792
pol,2007,0.58411
pol,2008,0.44698
pol,2009,0.56625
pol,2010,0.59723
pol,2011,0.66641
pol,2012,0.56135
pol,2013,0.43494
pol,2014,0.46961
pol,2015,0.57145
pol,2016,0.36275
pol,2017,0.4807
pol,2018,0.42474
pri,1990,4.27457
pri,1991,6.12908
pri,1992,4.24182
pri,1993,5.48435
pri,1994,4.59306
pri,1995,4.22585
pri,1996,4.11416
pri,1997,3.12035
pri,1998,3.13136
pri,1999,2.96171
pri,2000,3.88369
pri,2001,3.61796
pri,2002,3.30672
pri,2003,3.10399
pri,2004,3.58744
pri,2005,3.49108
pri,2006,2.38594
pri,2007,2.65752
pri,2008,3.4111
pri,2009,2.99535
pri,2010,3.43956
pri,2011,4.43078
pri,2012,4.51227
pri,2013,2.90614
pri,2014,2.88992
pri,2015,2.0976
pri,2016,3.26484
pri,2017,2.23435
pri,2018,3.19895
prt,1994,0.77179
prt,1995,0.66639
prt,1996,0.50844
prt,1997,0.53624
prt,1998,0.59501
prt,1999,0.62606
prt,2000,0.67293
prt,2001,0.46862
prt,2002,0.69413
prt,2003,0.61818
prt,2004,0.72629
prt,2005,0.60535
prt,2006,0.77536
prt,2007,0.94338
prt,2008,0.65506
prt,2009,0.68633
prt,2010,0.75594
prt,2011,0.70787
prt,2012,0.74775
prt,2013,0.94558
prt,2014,0.87731
pry,2007,1.55896
pry,2008,1.97312
pry,2009,2.27748
pry,2010,2.37786
pry,2011,1.99263
pry,2012,2.31459
pry,2013,1.62642
pry,2014,2.12896
pry,2015,1.7351
pry,2016,1.65191
pry,2017,1.6893
pry,2018,1.84263
pse,2010,0.48049
pse,2011,0.15313
pse,2012,0.19143
pse,2015,0.31376
pse,2017,0.21377
pse,2018,0.12519
qat,2001,0.46257
qat,2004,0.3855
qat,2005,1.42468
qat,2006,0.32666
qat,2007,0.8952
qat,2008,0.27238
qat,2009,0.4983
qat,2010,0
qat,2011,0
qat,2012,0.19521
qat,2013,0.18188
qat,2014,0.34206
rou,1990,1.63149
rou,1991,1.55228
rou,1992,1.80256
rou,1993,1.69715
rou,1994,1.89378
rou,1995,1.79304
rou,1996,1.8928
rou,1997,1.91911
rou,1998,1.44178
rou,1999,1.43073
rou,2000,1.2381
rou,2001,1.57465
rou,2002,2.17377
rou,2003,2.14065
rou,2004,1.39332
rou,2005,1.42093
rou,2006,1.00971
rou,2007,1.13872
rou,2008,0.9434
rou,2009,0.82907
rou,2010,0.85455
rou,2011,0.65961
rou,2012,0.79815
rou,2013,0.56078
rou,2014,1.04022
rou,2015,0.92907
rou,2016,0.89581
rou,2017,0.88229
rou,2018,0.81876
rus,1990,6.50817
rus,1991,6.75132
rus,1992,9.87654
rus,1993,13.47745
rus,1994,14.34341
rus,1995,13.69416
rus,1996,12.26845
rus,1997,11.07194
rus,1998,10.75642
rus,1999,12.63502
rus,2000,13.26931
rus,2001,13.84935
rus,2002,13.84247
rus,2003,13.35319
rus,2004,12.52596
rus,2005,11.51901
rus,2006,9.40211
rus,2007,8.07655
rus,2008,5.85416
rus,2009,6.01358
rus,2010,5.66432
rus,2011,5.2632
rus,2012,5.48687
rus,2013,5.19186
rus,2014,5.39811
rus,2015,5.50417
rus,2016,5.32622
rus,2017,4.46089
rus,2018,4.05737
sau,2017,0.29732
sgp,2006,0.23068
sgp,2007,0.22341
sgp,2008,0.47517
sgp,2009,0.29291
sgp,2010,0.12215
sgp,2011,0.23886
sgp,2012,0.23446
sgp,2013,0.23088
sgp,2014,0.26579
sgp,2015,0.11254
sgp,2016,0.25976
sgp,2017,0.18379
sgp,2018,0.25511
slv,2005,12.5779
slv,2006,14.05625
slv,2007,10.61815
slv,2008,9.84268
slv,2009,18.2769
slv,2010,17.25303
slv,2011,19.17123
slv,2012,9.77481
slv,2013,6.55034
slv,2014,8.82436
slv,2015,17.15812
slv,2016,15.5469
slv,2017,13.83353
smr,1995,0
smr,1996,0
smr,1997,0
smr,1998,0
smr,1999,0
smr,2000,0
smr,2001,0
smr,2003,0
smr,2004,0
smr,2005,0
smr,2006,0
smr,2007,0
smr,2008,0
smr,2009,0
smr,2010,0
smr,2011,0
srb,2000,1.23814
srb,2001,1.58051
srb,2002,1.17706
srb,2003,1.41831
srb,2004,1.08338
srb,2005,0.95893
srb,2006,1.09248
srb,2007,1.18417
srb,2008,0.82209
srb,2009,0.82569
srb,2010,0.91607
srb,2011,0.85338
srb,2012,0.83376
srb,2013,1.0337
srb,2014,0.83767
srb,2015,0.68498
srb,2016,0.90819
srb,2017,0.64407
srb,2018,0.62366
stp,2006,0
stp,2007,0
stp,2008,0
stp,2009,0
stp,2010,0
stp,2011,0
sur,2007,5.75771
sur,2008,3.89856
sur,2013,1.10366
sur,2014,2.18299
sur,2015,3.95938
sur,2016,5.69937
svk,2000,1.22411
svk,2001,1.18749
svk,2002,1.76257
svk,2003,1.69017
svk,2004,1.29438
svk,2005,1.15046
svk,2006,0.53927
svk,2007,1.00667
svk,2008,0.86284
svk,2009,1.15027
svk,2010,1.11392
svk,2011,1.11326
svk,2012,0.64589
svk,2013,0.82454
svk,2014,1.18193
svk,2015,0.501
svk,2016,0.7152
svk,2017,0.7505
svk,2018,0.92874
svn,2004,0.68771
svn,2005,0.98089
svn,2006,0.29372
svn,2007,0.78161
svn,2008,0.4874
svn,2009,0.68071
svn,2010,0.77605
svn,2011,0.67737
svn,2012,0.57919
svn,2013,0.28894
svn,2014,0.57675
svn,2015,1.05571
svn,2016,0.19174
svn,2017,0.86227
svn,2018,0.47892
swe,1999,0.64027
swe,2000,0.82245
swe,2001,0.65253
swe,2002,0.80528
swe,2003,0.59645
swe,2004,0.89647
swe,2005,0.67224
swe,2006,0.77936
swe,2007,0.69092
swe,2008,0.59685
swe,2009,0.82257
swe,2010,0.57047
swe,2011,0.52659
swe,2012,0.44569
swe,2013,0.53981
swe,2014,0.51541
swe,2015,0.59376
swe,2016,0.58979
swe,2017,0.54555
swe,2018,0.6626
syc,2004,4.14552
syc,2006,5.77317
syc,2007,3.26901
syc,2008,2.70789
syc,2009,6.34058
syc,2010,2.91011
syc,2011,11.38596
syc,2012,0.99364
syc,2013,14.48847
syc,2014,5.3909
tca,1992,0
tca,1993,0
tca,1996,0
tca,2002,0
tca,2009,0
tca,2014,0
tha,1995,2.38024
tha,1996,2.44241
tha,1997,2.48202
tha,1998,2.60762
tha,1999,2.58525
tha,2000,2.83057
tha,2002,2.14759
tha,2003,2.90786
tha,2004,1.52589
tha,2005,1.86986
tha,2006,1.73439
tha,2007,1.76995
tha,2008,1.55305
tha,2009,1.44267
tha,2010,1.33425
tha,2011,1.29249
tha,2012,1.37058
tha,2013,1.0861
tha,2014,1.1533
tjk,2006,1.16292
tjk,2007,0.94119
tjk,2008,1.06252
tjk,2009,0.66425
tjk,2010,0.61669
tjk,2011,0.44587
ton,2000,0
ton,2001,2.06411
ton,2002,2.0462
ton,2003,0
ton,2004,0
ton,2005,0
ton,2006,0
ton,2007,0
ton,2008,1.93945
ton,2009,5.79072
ton,2010,0
ton,2011,0
ton,2012,1.94981
tto,2004,4.00216
tto,2005,5.97012
tto,2006,5.17798
tto,2007,4.54643
tto,2008,8.596
tto,2009,6.00101
tto,2010,7.88921
tto,2011,4.44689
tto,2012,6.62575
tto,2013,5.70313
tto,2014,6.53709
tto,2015,4.18703
tur,2003,1.75271
tur,2004,1.77956
tur,2005,1.76285
tur,2006,1.57698
tur,2007,1.73969
tur,2008,1.5929
tur,2009,2.77804
tur,2010,1.72457
tur,2011,1.68495
tur,2012,1.59716
tur,2015,1.03543
tur,2016,1.08106
tur,2017,1.00554
tur,2018,0.9283
tza,2010,2.47446
tza,2011,2.43366
tza,2012,2.2099
tza,2013,2.03374
tza,2014,3.51207
tza,2015,2.60214
uga,2008,2.48772
uga,2010,3.63342
uga,2011,4.35742
uga,2012,4.2096
uga,2013,4.35152
uga,2014,4.47671
uga,2016,4.51845
uga,2017,3.98692
ukr,1990,2.82721
ukr,1991,2.79342
ukr,1992,3.2776
ukr,1993,3.65632
ukr,1994,4.11917
ukr,1995,4.19933
ukr,1996,4.96137
ukr,1997,4.42894
ukr,1998,4.4922
ukr,1999,4.74122
ukr,2000,5.01336
ukr,2001,5.73979
ukr,2002,5.12377
ukr,2003,4.96953
ukr,2004,4.38777
ukr,2005,3.81392
ukr,2006,3.63251
ukr,2008,2.97726
ukr,2009,2.84988
ukr,2010,2.44692
ukr,2017,1.92969
ury,2006,2.49717
ury,2007,1.85431
ury,2008,2.54282
ury,2009,2.59307
ury,2010,2.3558
ury,2011,2.34915
ury,2012,2.17103
ury,2013,3.07613
ury,2014,2.89644
ury,2015,2.83071
ury,2016,2.37002
ury,2017,3.14949
ury,2018,3.19502
usa,1990,4.01052
usa,1991,4.18787
usa,1992,3.99137
usa,1993,4.21195
usa,1994,3.75725
usa,1995,3.73221
usa,1996,3.29762
usa,1997,3.00678
usa,1998,2.96341
usa,1999,2.67834
usa,2000,2.59495
usa,2001,3.08925
usa,2002,2.58182
usa,2003,2.51535
usa,2004,2.39787
usa,2005,2.38207
usa,2006,2.42313
usa,2007,2.41626
usa,2008,2.33312
usa,2009,2.27649
usa,2010,2.117
usa,2011,2.06901
usa,2012,2.07801
usa,2013,1.98096
usa,2014,1.97642
usa,2015,2.05573
usa,2016,2.27725
usa,2017,2.24783
usa,2018,2.21383
vct,2004,11.56211
vct,2005,13.02447
vct,2006,11.46736
vct,2007,16.60357
vct,2008,5.61935
vct,2009,6.48009
vct,2010,5.64355
vct,2016,7.44075
ven,1990,1.91923
ven,1992,2.27068
ven,1993,2.95058
ven,1994,3.082
ven,1996,3.19928
ven,1997,3.11599
ven,1998,3.23267
ven,1999,3.56915
ven,2000,4.31523
ven,2001,3.93746
ven,2002,6.75144
ven,2003,5.41191
ven,2004,4.61145
ven,2005,4.21498
ven,2006,4.99057
ven,2007,4.93241
ven,2008,5.31465
ven,2009,5.42619
ven,2010,5.53772
ven,2011,5.55735
ven,2012,6.38836
ven,2015,4.8319
ven,2016,5.35885
ven,2017,5.3066
ven,2018,10.7066
vgb,1992,0
vgb,1993,0
vgb,1994,0
vgb,1995,0
vgb,1996,0
vgb,2001,0
vgb,2002,0
vir,1997,10.72079
vir,1998,3.56424
vir,1999,7.11794
vir,2000,5.33533
vir,2001,3.55891
vir,2002,8.91218
vir,2003,5.35944
vir,2004,1.79083
vir,2005,5.38455
vir,2006,7.19334
vir,2007,5.40249
vir,2008,3.60653
vir,2009,3.61037
vir,2010,12.65388
vir,2011,5.43144
vir,2012,3.627
zaf,2006,10.8
zaf,2007,10.5
zaf,2008,9.9
zaf,2009,10
zaf,2010,10.5
zaf,2011,9.1
zwe,1990,3.49139
