geo,time,dt_nfl_uncr_cd
vnm,2000,109999.9994
vnm,2001,109999.9994
vnm,2002,189999.99762
vnm,2003,59999.99866
vnm,2005,170000.00179
vnm,2006,39999.99911
vnm,2007,109999.9994
vnm,2008,159999.99642
vnm,2009,170000.00179
vnm,2010,50000.00075
vnm,2011,239999.99464
vnm,2012,603299.9754
yem,1975,19999.99955
yem,1976,9999.99978
yem,1977,370000.00477
yem,1978,100000.00149
yem,1986,370000.00477
yem,1988,319999.99285
yem,1989,300000.01192
yem,1990,389999.98569
yem,1991,1080000.04292
yem,1992,8069999.69482
yem,1993,3150000.09537
yem,1994,3259999.99046
yem,1995,2410000.08583
yem,1996,2730000.01907
yem,1997,2329999.92371
yem,1998,2609999.8951
yem,1999,3480000.01907
yem,2000,2940000.05722
yem,2001,2920000.07629
yem,2002,3230000.01907
yem,2003,2950000.04768
yem,2004,2420000.07629
yem,2005,1440000.05722
yem,2006,1830000.04292
yem,2007,990000.00954
yem,2008,1659999.96662
yem,2009,4429999.82834
yem,2010,2710000.03815
yem,2011,5840000.15259
yem,2012,8004400.2533
yem,2014,3155299.90196
yem,2019,12194526.67236
zaf,1993,1940000.05722
zaf,1994,5949999.80927
zaf,1995,1879999.99523
zaf,1996,2349999.90463
zaf,1997,2940000.05722
zaf,1998,3269999.98093
zaf,1999,3869999.88556
zaf,2000,3720000.02861
zaf,2001,3819999.93324
zaf,2002,2630000.11444
zaf,2003,3519999.98093
zaf,2004,2710000.03815
zaf,2005,939999.99762
zaf,2006,639999.98569
zaf,2007,1840000.03338
zaf,2008,2650000.09537
zaf,2009,3690000.05722
zaf,2010,3660000.08583
zaf,2011,11260000.22888
zaf,2012,9892900.46692
zaf,2013,2705079.07867
zaf,2015,12318241.11938
zaf,2016,12218008.99506
zaf,2017,15418290.13824
zmb,1969,310000.00238
zmb,1970,180000.00715
zmb,1971,349999.99404
zmb,1972,509999.99046
zmb,1973,779999.97139
zmb,1974,540000.02146
zmb,1975,540000.02146
zmb,1976,689999.99762
zmb,1977,1399999.97616
zmb,1978,2069999.93324
zmb,1979,5860000.13351
zmb,1980,2819999.93324
zmb,1981,2750000
zmb,1982,3099999.90463
zmb,1983,2579999.92371
zmb,1984,3170000.07629
zmb,1985,1929999.94755
zmb,1986,2819999.93324
zmb,1987,3559999.94278
zmb,1988,3990000.00954
zmb,1989,4110000.13351
zmb,1990,3450000.04768
zmb,1991,1919999.95708
zmb,1992,3710000.03815
zmb,1993,3240000.00954
zmb,1994,4909999.84741
zmb,1995,2089999.91417
zmb,1996,2289999.96185
zmb,1997,2829999.92371
zmb,1998,2799999.95232
zmb,1999,3269999.98093
zmb,2000,8640000.34332
zmb,2001,11680000.30518
zmb,2002,16059999.46594
zmb,2003,11159999.84741
zmb,2004,10409999.84741
zmb,2005,2220000.02861
zmb,2006,1820000.05245
zmb,2007,2579999.92371
zmb,2008,3119999.88556
zmb,2009,3700000.04768
zmb,2010,2390000.1049
zmb,2011,8340000.15259
zmb,2012,6954599.85733
zmb,2013,2290146.11244
zmb,2015,2649409.77097
zmb,2016,4200169.08646
zmb,2017,7655459.88083
zmb,2018,4081567.76428
zmb,2019,10358775.13885
zwe,1980,32869998.93188
zwe,1981,7320000.17166
zwe,1982,419999.98689
zwe,1983,289999.99166
zwe,1984,2720000.02861
zwe,1985,509999.99046
zwe,1986,759999.99046
zwe,1987,1070000.05245
zwe,1988,3289999.96185
zwe,1989,3259999.99046
zwe,1990,3829999.92371
zwe,1991,3059999.94278
zwe,1992,9560000.41962
zwe,1993,6440000.05722
zwe,1994,10359999.65668
zwe,1995,1320000.05245
zwe,1996,1059999.94278
zwe,1997,870000.00477
zwe,1998,759999.99046
zwe,1999,740000.00954
zwe,2000,709999.97854
zwe,2001,1120000.00477
zwe,2002,1899999.97616
zwe,2003,1340000.03338
zwe,2004,1940000.05722
zwe,2005,550000.01192
zwe,2006,389999.98569
zwe,2007,699999.98808
zwe,2008,670000.01669
zwe,2009,1220000.02861
zwe,2010,509999.99046
zwe,2011,3430000.06676
zwe,2012,3247900.00916
zwe,2013,4947819.23294
zwe,2015,4506602.28729
zwe,2016,4728050.70877
zwe,2017,4701379.776
zwe,2018,3250122.78557
zwe,2019,5252492.42783
