geo,time,ic_reg_durs
lka,2019,8
lso,2003,138
lso,2004,138
lso,2005,103
lso,2006,73
lso,2007,73
lso,2008,39
lso,2009,39
lso,2010,39
lso,2011,39
lso,2012,29
lso,2013,29
lso,2014,29
lso,2015,29
lso,2016,29
lso,2017,29
lso,2018,29
lso,2019,15
ltu,2003,26
ltu,2004,26
ltu,2005,26
ltu,2006,26
ltu,2007,26
ltu,2008,26
ltu,2009,26
ltu,2010,22
ltu,2011,22
ltu,2012,19.5
ltu,2013,8.5
ltu,2014,5.5
ltu,2015,5.5
ltu,2016,5.5
ltu,2017,5.5
ltu,2018,5.5
ltu,2019,5.5
lux,2006,28
lux,2007,24
lux,2008,24
lux,2009,22
lux,2010,16.5
lux,2011,16.5
lux,2012,16.5
lux,2013,16.5
lux,2014,16.5
lux,2015,16.5
lux,2016,16.5
lux,2017,16.5
lux,2018,16.5
lux,2019,16.5
lva,2003,16
lva,2004,16
lva,2005,16
lva,2006,16
lva,2007,16
lva,2008,15.5
lva,2009,15.5
lva,2010,15.5
lva,2011,15.5
lva,2012,15.5
lva,2013,12.5
lva,2014,12.5
lva,2015,5.5
lva,2016,5.5
lva,2017,5.5
lva,2018,5.5
lva,2019,5.5
mar,2003,35
mar,2004,12
mar,2005,12
mar,2006,12
mar,2007,12
mar,2008,12
mar,2009,12
mar,2010,12
mar,2011,12
mar,2012,12
mar,2013,11.5
mar,2014,11.5
mar,2015,10.5
mar,2016,10
mar,2017,9
mar,2018,9
mar,2019,9
mda,2003,42
mda,2004,32
mda,2005,30
mda,2006,31
mda,2007,23
mda,2008,16
mda,2009,10
mda,2010,10
mda,2011,9
mda,2012,9
mda,2013,7
mda,2014,7
mda,2015,6
mda,2016,6
mda,2017,5
mda,2018,4
mda,2019,4
mdg,2003,67
mdg,2004,47
mdg,2005,42
mdg,2006,20
mdg,2007,12
mdg,2008,12
mdg,2009,12
mdg,2010,12
mdg,2011,12
mdg,2012,12
mdg,2013,12
mdg,2014,12
mdg,2015,13
mdg,2016,12
mdg,2017,8
mdg,2018,8
mdg,2019,8
mdv,2003,9
mdv,2004,9
mdv,2005,9
mdv,2006,9
mdv,2007,9
mdv,2008,9
mdv,2009,12
mdv,2010,12
mdv,2011,12
mdv,2012,12
mdv,2013,12
mdv,2014,12
mdv,2015,12
mdv,2016,12
mdv,2017,12
mdv,2018,12
mdv,2019,12
mex,2013,8.4
mex,2014,8.4
mex,2015,8.4
mex,2016,8.4
mex,2017,8.4
mex,2018,8.4
mex,2019,8.4
mhl,2003,22
mhl,2004,17
mhl,2005,17
mhl,2006,17
mhl,2007,17
mhl,2008,17
mhl,2009,17
mhl,2010,17
mhl,2011,17
mhl,2012,17
mhl,2013,17
mhl,2014,17
mhl,2015,17
mhl,2016,17
mhl,2017,17
mhl,2018,17
mhl,2019,17
mkd,2003,60
mkd,2004,60
mkd,2005,60
mkd,2006,31
mkd,2007,28
mkd,2008,22
mkd,2009,17
mkd,2010,16
mkd,2011,16
mkd,2012,15
mkd,2013,15
mkd,2014,15
mkd,2015,15
mkd,2016,15
mkd,2017,15
mkd,2018,15
mkd,2019,15
mli,2003,33
mli,2004,33
mli,2005,27
mli,2006,42
mli,2007,25
mli,2008,25
mli,2009,8
mli,2010,8
mli,2011,8
mli,2012,8
mli,2013,11
mli,2014,11
mli,2015,8.5
mli,2016,8.5
mli,2017,11
mli,2018,11
mli,2019,11
mlt,2011,38.5
mlt,2012,38.5
mlt,2013,38.5
mlt,2014,33.5
mlt,2015,28
mlt,2016,26
mlt,2017,16
mlt,2018,16
mlt,2019,20.5
mmr,2012,77
mmr,2013,77
mmr,2014,77
mmr,2015,16
mmr,2016,14
mmr,2017,14
mmr,2018,14
mmr,2019,7
mne,2006,26
mne,2007,26
mne,2008,23
mne,2009,14
mne,2010,12
mne,2011,12
mne,2012,12
mne,2013,12
mne,2014,12
mne,2015,12
mne,2016,12
mne,2017,12
mne,2018,12
mne,2019,12
mng,2003,24
mng,2004,17
mng,2005,17
mng,2006,17
mng,2007,17
mng,2008,17
mng,2009,17
mng,2010,17
mng,2011,17
mng,2012,16
mng,2013,16
mng,2014,16
mng,2015,12
mng,2016,12
mng,2017,12
mng,2018,12
mng,2019,12
moz,2003,177
moz,2004,179
moz,2005,179
moz,2006,117
moz,2007,32
moz,2008,34
moz,2009,34
moz,2010,21
moz,2011,21
moz,2012,21
moz,2013,21
moz,2014,21
moz,2015,21
moz,2016,21
moz,2017,17
moz,2018,17
moz,2019,17
mrt,2003,82
mrt,2004,82
mrt,2005,82
mrt,2006,82
mrt,2007,50
mrt,2008,19
mrt,2009,19
mrt,2010,19
mrt,2011,19
mrt,2012,19
mrt,2013,19
mrt,2014,8
mrt,2015,8
mrt,2016,8
mrt,2017,6
mrt,2018,6
mrt,2019,6
mus,2004,46.5
mus,2005,46.5
mus,2006,46.5
mus,2007,7.5
mus,2008,6.5
mus,2009,6.5
mus,2010,6.5
mus,2011,6.5
mus,2012,6.5
mus,2013,6.5
mus,2014,6.5
mus,2015,6.5
mus,2016,6.5
mus,2017,5.5
mus,2018,5
mus,2019,4.5
mwi,2003,43
mwi,2004,37
mwi,2005,37
mwi,2006,37
mwi,2007,37
mwi,2008,37
mwi,2009,36
mwi,2010,36
mwi,2011,36
mwi,2012,37
mwi,2013,40
mwi,2014,38
mwi,2015,38
mwi,2016,37
mwi,2017,37
mwi,2018,37
mwi,2019,37
mys,2003,37.5
mys,2004,37.5
mys,2005,37.5
mys,2006,37.5
mys,2007,31.5
mys,2008,20.5
mys,2009,18.5
mys,2010,17.5
mys,2011,8.5
mys,2012,9.5
mys,2013,9.5
mys,2014,7.5
mys,2015,7.5
mys,2016,23.5
mys,2017,23.5
mys,2018,13.5
mys,2019,17.5
nam,2003,86
nam,2004,85
nam,2005,95
nam,2006,95
nam,2007,99
nam,2008,66
nam,2009,66
nam,2010,66
nam,2011,66
nam,2012,66
nam,2013,66
nam,2014,66
nam,2015,66
nam,2016,66
nam,2017,54
nam,2018,54
nam,2019,54
ner,2003,36
ner,2004,36
ner,2005,36
ner,2006,32
ner,2007,24
ner,2008,20
ner,2009,18
ner,2010,18
ner,2011,18
ner,2012,18
ner,2013,18
ner,2014,16
ner,2015,16
ner,2016,11
ner,2017,8
ner,2018,10
ner,2019,10
nga,2013,30.3
nga,2014,30.3
nga,2015,30.3
nga,2016,24.9
nga,2017,18.9
nga,2018,10.9
nga,2019,7.2
nic,2003,47
nic,2004,40
nic,2005,40
nic,2006,40
nic,2007,39
nic,2008,39
nic,2009,39
nic,2010,39
nic,2011,39
nic,2012,39
nic,2013,37
nic,2014,14
nic,2015,14
nic,2016,14
nic,2017,14
nic,2018,14
nic,2019,14
nld,2003,9
nld,2004,9
nld,2005,9
nld,2006,8
nld,2007,8
nld,2008,8
nld,2009,8
nld,2010,8
nld,2011,8
nld,2012,5
nld,2013,4
nld,2014,3.5
nld,2015,3.5
nld,2016,3.5
nld,2017,3.5
nld,2018,3.5
nld,2019,3.5
nor,2003,18
nor,2004,18
nor,2005,8
nor,2006,7
nor,2007,8
nor,2008,6
nor,2009,6
nor,2010,6
nor,2011,6
nor,2012,6
nor,2013,6
nor,2014,5
nor,2015,4
nor,2016,4
nor,2017,4
nor,2018,4
nor,2019,4
npl,2003,31
npl,2004,31
npl,2005,31
npl,2006,31
npl,2007,31
npl,2008,31
npl,2009,31
npl,2010,31
npl,2011,29
npl,2012,29
npl,2013,17
npl,2014,17
npl,2015,17
npl,2016,17
npl,2017,18.5
npl,2018,18.5
npl,2019,22.5
nzl,2003,12
nzl,2004,12
nzl,2005,12
nzl,2006,12
nzl,2007,12
nzl,2008,0.5
nzl,2009,0.5
nzl,2010,0.5
nzl,2011,0.5
nzl,2012,0.5
nzl,2013,0.5
nzl,2014,0.5
nzl,2015,0.5
nzl,2016,0.5
nzl,2017,0.5
nzl,2018,0.5
nzl,2019,0.5
omn,2003,36.4
omn,2004,36.4
omn,2005,36.4
omn,2006,43.4
omn,2007,40.4
omn,2008,15.4
omn,2009,13.4
omn,2010,13.4
omn,2011,9.3
omn,2012,9.3
omn,2013,9.3
omn,2014,9.3
omn,2015,9.3
omn,2016,7.3
omn,2017,4.3
omn,2018,4.3
omn,2019,4.3
pak,2013,20
pak,2014,20
pak,2015,20
pak,2016,20
pak,2017,19.5
pak,2018,16.5
pak,2019,16.5
pan,2003,18
pan,2004,18
pan,2005,18
pan,2006,18
pan,2007,18
pan,2008,12
pan,2009,12
pan,2010,9
pan,2011,8
pan,2012,7
pan,2013,6
pan,2014,6
pan,2015,6
pan,2016,6
pan,2017,6
pan,2018,6
pan,2019,6
per,2003,100.5
per,2004,100.5
per,2005,104.5
per,2006,74.5
per,2007,74.5
per,2008,67
per,2009,41
per,2010,42.5
per,2011,41.5
per,2012,41.5
per,2013,41.5
per,2014,41.5
per,2015,41.5
per,2016,41
per,2017,41
per,2018,26
per,2019,26
phl,2003,37
phl,2004,37
phl,2005,35
phl,2006,35
phl,2007,35
phl,2008,34
phl,2009,34
phl,2010,29
phl,2011,28
phl,2012,28
phl,2013,28
phl,2014,26
phl,2015,25
phl,2016,25
phl,2017,39
phl,2018,34
phl,2019,33
plw,2003,33
plw,2004,24
plw,2005,24
plw,2006,28
plw,2007,28
plw,2008,28
plw,2009,28
plw,2010,28
plw,2011,28
plw,2012,28
plw,2013,28
plw,2014,28
plw,2015,28
plw,2016,28
plw,2017,28
plw,2018,28
plw,2019,28
png,2003,52
png,2004,52
png,2005,52
png,2006,52
png,2007,52
png,2008,52
png,2009,52
png,2010,52
png,2011,52
png,2012,52
png,2013,53
png,2014,53
png,2015,53
png,2016,41
png,2017,41
png,2018,41
png,2019,41
pol,2003,63
pol,2004,63
pol,2005,52
pol,2006,45
pol,2007,45
pol,2008,45
pol,2009,39
pol,2010,39
pol,2011,39
pol,2012,39
pol,2013,37
pol,2014,37
pol,2015,37
pol,2016,37
pol,2017,37
pol,2018,37
pol,2019,37
pri,2003,7
pri,2004,7
pri,2005,7
pri,2006,7
pri,2007,7
pri,2008,7
pri,2009,7
pri,2010,7
pri,2011,6
pri,2012,6
pri,2013,6
pri,2014,6
pri,2015,6
pri,2016,5.5
pri,2017,5.5
pri,2018,5.5
pri,2019,5.5
prt,2003,78
prt,2004,78
prt,2005,48
prt,2006,9
prt,2007,8
prt,2008,7
prt,2009,7
prt,2010,7
prt,2011,7
prt,2012,7
prt,2013,6
prt,2014,6
prt,2015,6
prt,2016,6
prt,2017,6.5
prt,2018,6.5
prt,2019,6.5
pry,2003,72
pry,2004,72
pry,2005,72
pry,2006,72
pry,2007,34
pry,2008,35
pry,2009,35
pry,2010,35
pry,2011,35
pry,2012,35
pry,2013,35
pry,2014,35
pry,2015,35
pry,2016,35
pry,2017,35
pry,2018,35
pry,2019,35
pse,2004,74.5
pse,2005,74.5
pse,2006,74.5
pse,2007,73.5
pse,2008,63.5
pse,2009,63.5
pse,2010,63.5
pse,2011,62.5
pse,2012,49.5
pse,2013,47.5
pse,2014,43.5
pse,2015,43.5
pse,2016,43.5
pse,2017,43.5
pse,2018,43.5
pse,2019,43.5
qat,2007,8.2
qat,2008,8.2
qat,2009,8.2
qat,2010,10.7
qat,2011,9.7
qat,2012,9.7
qat,2013,9.7
qat,2014,9.7
qat,2015,9.7
qat,2016,9.7
qat,2017,9.7
qat,2018,8.7
qat,2019,8.7
rou,2003,29
rou,2004,28
rou,2005,11
rou,2006,11
rou,2007,8
rou,2008,8
rou,2009,8
rou,2010,8
rou,2011,12
rou,2012,8
rou,2013,8
rou,2014,8
rou,2015,8
rou,2016,12
rou,2017,12
rou,2018,35
rou,2019,20
rus,2013,13.2
rus,2014,11.5
rus,2015,10.8
rus,2016,10.1
rus,2017,10.1
rus,2018,10.1
rus,2019,10.1
rwa,2003,18
rwa,2004,18
rwa,2005,18
rwa,2006,16
rwa,2007,16
rwa,2008,14
rwa,2009,7
rwa,2010,7
rwa,2011,7
rwa,2012,8
rwa,2013,7
rwa,2014,7
rwa,2015,6
rwa,2016,4
rwa,2017,4
rwa,2018,4
rwa,2019,4
sau,2003,81.3
sau,2004,81.3
sau,2005,74.3
sau,2006,49.3
sau,2007,27.3
sau,2008,27.3
sau,2009,27.3
sau,2010,27.3
sau,2011,27.3
sau,2012,24.3
sau,2013,24.8
sau,2014,24.8
sau,2015,23.3
sau,2016,19.3
sau,2017,17.8
sau,2018,17.8
sau,2019,10.4
sdn,2004,38.5
sdn,2005,38.5
sdn,2006,38.5
sdn,2007,38.5
sdn,2008,38.5
sdn,2009,36.5
sdn,2010,36.5
sdn,2011,36.5
sdn,2012,36.5
sdn,2013,36.5
sdn,2014,36.5
sdn,2015,36.5
sdn,2016,36.5
sdn,2017,36.5
sdn,2018,34.5
sdn,2019,34.5
sen,2003,57
sen,2004,57
sen,2005,57
sen,2006,57
sen,2007,58
sen,2008,9
sen,2009,9
sen,2010,9
sen,2011,6
sen,2012,6
sen,2013,6
sen,2014,6
sen,2015,6
sen,2016,6
sen,2017,6
sen,2018,6
sen,2019,6
sgp,2003,8
sgp,2004,8
sgp,2005,6
sgp,2006,6
sgp,2007,5
sgp,2008,3.5
sgp,2009,2.5
sgp,2010,2.5
sgp,2011,2.5
sgp,2012,2.5
sgp,2013,2.5
sgp,2014,2.5
sgp,2015,2.5
sgp,2016,2.5
sgp,2017,2.5
sgp,2018,1.5
sgp,2019,1.5
slb,2003,55
slb,2004,55
slb,2005,55
slb,2006,55
slb,2007,55
slb,2008,55
slb,2009,55
slb,2010,55
slb,2011,41
slb,2012,7
slb,2013,9
slb,2014,9
slb,2015,9
slb,2016,9
slb,2017,9
slb,2018,9
slb,2019,9
sle,2003,26
sle,2004,26
sle,2005,26
sle,2006,26
sle,2007,26
sle,2008,17
sle,2009,12
sle,2010,12
sle,2011,12
sle,2012,12
sle,2013,12
sle,2014,12
sle,2015,10
sle,2016,8
sle,2017,8
sle,2018,8
sle,2019,8
slv,2003,115
slv,2004,115
slv,2005,40
slv,2006,36
slv,2007,19.5
slv,2008,16.5
slv,2009,16.5
slv,2010,16.5
slv,2011,16.5
slv,2012,16.5
slv,2013,16.5
slv,2014,16.5
slv,2015,16.5
slv,2016,16.5
slv,2017,16.5
slv,2018,16.5
slv,2019,16.5
smr,2012,41
smr,2013,41
smr,2014,36
smr,2015,12.5
smr,2016,12.5
smr,2017,12.5
smr,2018,12.5
smr,2019,11.5
som,2015,70
som,2016,70
som,2017,70
som,2018,70
som,2019,70
srb,2003,56
srb,2004,56
srb,2005,23
srb,2006,23
srb,2007,23
srb,2008,23
srb,2009,13
srb,2010,13
srb,2011,13
srb,2012,12
srb,2013,12
srb,2014,11.5
srb,2015,11.5
srb,2016,6.5
srb,2017,5.5
srb,2018,5.5
srb,2019,7
ssd,2012,14
ssd,2013,14
ssd,2014,14
ssd,2015,14
ssd,2016,14
ssd,2017,13
ssd,2018,13
ssd,2019,13
stp,2004,145
stp,2005,145
stp,2006,145
stp,2007,145
stp,2008,145
stp,2009,145
stp,2010,147
stp,2011,11
stp,2012,8
stp,2013,8
stp,2014,7
stp,2015,7
stp,2016,7
stp,2017,7
stp,2018,7
stp,2019,7
sur,2005,697
sur,2006,689
sur,2007,689
sur,2008,690
sur,2009,690
sur,2010,690
sur,2011,690
sur,2012,690
sur,2013,204
sur,2014,84
sur,2015,84
sur,2016,66
sur,2017,66
sur,2018,66
sur,2019,66
svk,2003,113
svk,2004,62
svk,2005,37
svk,2006,37
svk,2007,37
svk,2008,28.5
svk,2009,28.5
svk,2010,28.5
svk,2011,28.5
svk,2012,28.5
svk,2013,33.5
svk,2014,26.5
svk,2015,26.5
svk,2016,26.5
svk,2017,26.5
svk,2018,26.5
svk,2019,21.5
svn,2003,61.5
svn,2004,61.5
svn,2005,61.5
svn,2006,61.5
svn,2007,61.5
svn,2008,20.5
svn,2009,6
svn,2010,6
svn,2011,6
svn,2012,6
svn,2013,6
svn,2014,6
svn,2015,6
svn,2016,6
svn,2017,6
svn,2018,8
svn,2019,8
swe,2003,16
swe,2004,16
swe,2005,16
swe,2006,16
swe,2007,16
swe,2008,16
swe,2009,16
swe,2010,16
swe,2011,16
swe,2012,16
swe,2013,16
swe,2014,16
swe,2015,7
swe,2016,7
swe,2017,7
swe,2018,7.5
swe,2019,7.5
swz,2005,60
swz,2006,60
swz,2007,60
swz,2008,60
swz,2009,60
swz,2010,56
swz,2011,56
swz,2012,56
swz,2013,38
swz,2014,30
swz,2015,30
swz,2016,30
swz,2017,30
swz,2018,30
swz,2019,21.5
syc,2005,33
syc,2006,33
syc,2007,33
syc,2008,33
syc,2009,33
syc,2010,33
syc,2011,33
syc,2012,33
syc,2013,32
syc,2014,32
syc,2015,32
syc,2016,32
syc,2017,32
syc,2018,32
syc,2019,32
syr,2003,43.5
syr,2004,43.5
syr,2005,43.5
syr,2006,43.5
syr,2007,43.5
syr,2008,16.5
syr,2009,15.5
syr,2010,13.5
syr,2011,13.5
syr,2012,13.5
syr,2013,13.5
syr,2014,13.5
syr,2015,13.5
syr,2016,15.5
syr,2017,15.5
syr,2018,15.5
syr,2019,15.5
tcd,2003,62
tcd,2004,62
tcd,2005,62
tcd,2006,62
tcd,2007,62
tcd,2008,62
tcd,2009,62
tcd,2010,62
tcd,2011,53
tcd,2012,60
tcd,2013,60
tcd,2014,60
tcd,2015,60
tcd,2016,60
tcd,2017,60
tcd,2018,58
tcd,2019,58
tgo,2003,74
tgo,2004,63
tgo,2005,63
tgo,2006,62
tgo,2007,60
tgo,2008,60
tgo,2009,84
tgo,2010,84
tgo,2011,84
tgo,2012,38
tgo,2013,19
tgo,2014,10
tgo,2015,10
tgo,2016,6
tgo,2017,6
tgo,2018,5.5
tgo,2019,2.5
tha,2003,35
tha,2004,35
tha,2005,35
tha,2006,35
tha,2007,35
tha,2008,35
tha,2009,34
tha,2010,34
tha,2011,32
tha,2012,31
tha,2013,31
tha,2014,31
tha,2015,31
tha,2016,29
tha,2017,6
tha,2018,6
tha,2019,6
tjk,2005,79
tjk,2006,79
tjk,2007,66
tjk,2008,66
tjk,2009,42
tjk,2010,16
tjk,2011,13
tjk,2012,13
tjk,2013,22
tjk,2014,28
tjk,2015,11
tjk,2016,21
tjk,2017,10
tjk,2018,10
tjk,2019,7
tls,2004,167
tls,2005,167
tls,2006,167
tls,2007,158
tls,2008,157
tls,2009,157
tls,2010,110
tls,2011,94
tls,2012,94
tls,2013,94
tls,2014,15
tls,2015,14
tls,2016,14
tls,2017,13
tls,2018,13
tls,2019,13
ton,2003,32
ton,2004,32
ton,2005,32
ton,2006,32
ton,2007,32
ton,2008,25
ton,2009,25
ton,2010,25
ton,2011,16
ton,2012,16
ton,2013,16
ton,2014,16
ton,2015,16
ton,2016,16
ton,2017,16
ton,2018,16
ton,2019,16
tto,2005,74
tto,2006,41
tto,2007,41
tto,2008,41
tto,2009,41
tto,2010,40
tto,2011,40
tto,2012,40
tto,2013,35.5
tto,2014,11.5
tto,2015,11.5
tto,2016,10.5
tto,2017,10.5
tto,2018,10.5
tto,2019,10.5
tun,2003,13
tun,2004,13
tun,2005,13
tun,2006,13
tun,2007,13
tun,2008,13
tun,2009,13
tun,2010,13
tun,2011,13
tun,2012,13
tun,2013,13
tun,2014,13
tun,2015,13
tun,2016,13
tun,2017,13
tun,2018,9
tun,2019,9
tur,2003,40
tur,2004,10.5
tur,2005,10.5
tur,2006,10.5
tur,2007,10.5
tur,2008,10.5
tur,2009,10.5
tur,2010,10.5
tur,2011,10.5
tur,2012,10.5
tur,2013,10.5
tur,2014,11
tur,2015,11
tur,2016,10
tur,2017,10
tur,2018,7
tur,2019,7
tza,2003,36
tza,2004,36
tza,2005,36
tza,2006,33
tza,2007,32
tza,2008,31
tza,2009,31
tza,2010,31
tza,2011,31
tza,2012,29
tza,2013,29
tza,2014,29
tza,2015,29
tza,2016,29
tza,2017,29
tza,2018,27.5
tza,2019,29.5
uga,2003,36
uga,2004,36
uga,2005,36
uga,2006,30
uga,2007,30
uga,2008,27
uga,2009,27
uga,2010,26
uga,2011,26
uga,2012,29
uga,2013,28
uga,2014,28
uga,2015,27
uga,2016,26
uga,2017,24
uga,2018,24
uga,2019,24
ukr,2003,41
ukr,2004,35
ukr,2005,35
ukr,2006,34
ukr,2007,28
ukr,2008,28
ukr,2009,28
ukr,2010,28
ukr,2011,25
ukr,2012,23
ukr,2013,22
ukr,2014,22
ukr,2015,8
ukr,2016,6.5
ukr,2017,6.5
ukr,2018,6.5
ukr,2019,6.5
ury,2003,45
ury,2004,45
ury,2005,45
ury,2006,43
ury,2007,43
ury,2008,43
ury,2009,64
ury,2010,64
ury,2011,6.5
ury,2012,6.5
ury,2013,6.5
ury,2014,6.5
ury,2015,6.5
ury,2016,6.5
ury,2017,6.5
ury,2018,6.5
ury,2019,6.5
usa,2013,6.2
usa,2014,5.6
usa,2015,5.6
usa,2016,5.6
usa,2017,5.6
usa,2018,5.6
usa,2019,4.2
uzb,2003,28
uzb,2004,28
uzb,2005,28
uzb,2006,28
uzb,2007,14
uzb,2008,14
uzb,2009,14
uzb,2010,14
uzb,2011,13
uzb,2012,11
uzb,2013,7.5
uzb,2014,7.5
uzb,2015,5.5
uzb,2016,5.5
uzb,2017,5
uzb,2018,3
uzb,2019,3
vct,2005,12
vct,2006,12
vct,2007,12
vct,2008,12
vct,2009,11
vct,2010,10
vct,2011,10
vct,2012,10
vct,2013,10
vct,2014,10
vct,2015,10
vct,2016,10
vct,2017,10
vct,2018,10
vct,2019,10
ven,2003,143
ven,2004,143
ven,2005,143
ven,2006,143
ven,2007,142
ven,2008,141
ven,2009,141
ven,2010,141
ven,2011,141
ven,2012,144
ven,2013,144
ven,2014,144
ven,2015,186
ven,2016,230
ven,2017,230
ven,2018,230
ven,2019,230
vnm,2003,61
vnm,2004,47
vnm,2005,41
vnm,2006,46
vnm,2007,37
vnm,2008,37
vnm,2009,37
vnm,2010,36
vnm,2011,36
vnm,2012,32
vnm,2013,34
vnm,2014,34
vnm,2015,20
vnm,2016,24
vnm,2017,22
vnm,2018,17
vnm,2019,16
vut,2003,47
vut,2004,47
vut,2005,47
vut,2006,47
vut,2007,47
vut,2008,47
vut,2009,47
vut,2010,47
vut,2011,33
vut,2012,33
vut,2013,35
vut,2014,35
vut,2015,35
vut,2016,18
vut,2017,18
vut,2018,18
vut,2019,18
wsm,2003,42
wsm,2004,42
wsm,2005,35
wsm,2006,35
wsm,2007,35
wsm,2008,35
wsm,2009,9
wsm,2010,9
wsm,2011,9
wsm,2012,9
wsm,2013,9
wsm,2014,9
wsm,2015,9
wsm,2016,9
wsm,2017,9
wsm,2018,9
wsm,2019,9
yem,2003,72.5
yem,2004,63.5
yem,2005,63.5
yem,2006,63.5
yem,2007,63.5
yem,2008,13.5
yem,2009,12.5
yem,2010,12.5
yem,2011,12.5
yem,2012,40.5
yem,2013,40.5
yem,2014,40.5
yem,2015,40.5
yem,2016,40.5
yem,2017,40.5
yem,2018,40.5
yem,2019,40.5
zaf,2003,56
zaf,2004,56
zaf,2005,53
zaf,2006,53
zaf,2007,53
zaf,2008,45
zaf,2009,45
zaf,2010,45
zaf,2011,45
zaf,2012,45
zaf,2013,45
zaf,2014,46
zaf,2015,46
zaf,2016,45
zaf,2017,45
zaf,2018,40
zaf,2019,40
zmb,2003,36
zmb,2004,36
zmb,2005,36
zmb,2006,36
zmb,2007,34
zmb,2008,19
zmb,2009,19
zmb,2010,19
zmb,2011,19
zmb,2012,18.5
zmb,2013,8.5
zmb,2014,8.5
zmb,2015,8.5
zmb,2016,8.5
zmb,2017,8.5
zmb,2018,8.5
zmb,2019,8.5
zwe,2003,132
zwe,2004,94
zwe,2005,94
zwe,2006,94
zwe,2007,94
zwe,2008,94
zwe,2009,94
zwe,2010,87
zwe,2011,87
zwe,2012,87
zwe,2013,91
zwe,2014,91
zwe,2015,91
zwe,2016,91
zwe,2017,61
zwe,2018,32
zwe,2019,27
