geo,time,dt_dod_mida_cd
tza,2008,1971488000
tza,2009,2598493000
tza,2010,3248166000
tza,2011,3490279000
tza,2012,4030440000
tza,2013,4746441000
tza,2014,5044574000
tza,2015,5399245000
tza,2016,5620831000
tza,2017,6467475000
tza,2018,6814870000
tza,2019,7340914000
tza,2020,8148305000
uga,1970,12980000
uga,1971,21042000
uga,1972,29492000
uga,1973,35613000
uga,1974,36777000
uga,1975,39535000
uga,1976,42194000
uga,1977,43037000
uga,1978,44526000
uga,1979,45558000
uga,1980,46297000
uga,1981,61200000
uga,1982,91843258.2
uga,1983,123340045.2
uga,1984,177192208
uga,1985,285158902.5
uga,1986,370425752.8
uga,1987,534327418.9
uga,1988,585004526.5
uga,1989,672808403.3
uga,1990,934815004
uga,1991,1079712412.4
uga,1992,1188010000
uga,1993,1326753000
uga,1994,1603987000
uga,1995,1792284000
uga,1996,1848546000
uga,1997,1954204000
uga,1998,1947211000
uga,1999,2042723000
uga,2000,2114716000
uga,2001,2309621000
uga,2002,2575760000
uga,2003,3060832000
uga,2004,3302693000
uga,2005,3141494000
uga,2006,436242000
uga,2007,840099000
uga,2008,1004189000
uga,2009,1378799000
uga,2010,1682408000
uga,2011,1843794000
uga,2012,2033340000
uga,2013,2394237000
uga,2014,2406629000
uga,2015,2509876000
uga,2016,2575503000
uga,2017,2979564000
uga,2018,3095196000
uga,2019,3442560000
uga,2020,4299571000
uzb,2002,0
uzb,2003,213000
uzb,2004,4925000
uzb,2005,11492000
uzb,2006,25655000
uzb,2007,42805000
uzb,2008,55022000
uzb,2009,83413000
uzb,2010,114403000
uzb,2011,149384000
uzb,2012,197964000
uzb,2013,272460000
uzb,2014,328165000
uzb,2015,421027000
uzb,2016,509190000
uzb,2017,610161000
uzb,2018,1251994000
uzb,2019,1401315000
uzb,2020,1876253000
vct,1984,0
vct,1985,1098420
vct,1986,2129591.2
vct,1987,3038769.7
vct,1988,3552648
vct,1989,4888675.2
vct,1990,6189993.7
vct,1991,7870226.2
vct,1992,7604000
vct,1993,7639000
vct,1994,7983000
vct,1995,8124000
vct,1996,7782000
vct,1997,7286000
vct,1998,7611000
vct,1999,7372000
vct,2000,6998000
vct,2001,7716000
vct,2002,10128000
vct,2003,11476000
vct,2004,13292000
vct,2005,15273000
vct,2006,16486000
vct,2007,18170000
vct,2008,19348000
vct,2009,20393000
vct,2010,21319000
vct,2011,21695000
vct,2012,22848000
vct,2013,27409000
vct,2014,28528000
vct,2015,28270000
vct,2016,28590000
vct,2017,30513000
vct,2018,30345000
vct,2019,68334000
vct,2020,116897000
vnm,1978,0
vnm,1979,1200000
vnm,1980,2376000
vnm,1981,19360000
vnm,1982,35035000
vnm,1983,44425000
vnm,1984,46796000
vnm,1985,54057000
vnm,1986,59294000
vnm,1987,59697000
vnm,1988,59697000
vnm,1989,59101000
vnm,1990,58505000
vnm,1991,57909000
vnm,1992,114622000
vnm,1993,113429000
vnm,1994,236689000
vnm,1995,286298000
vnm,1996,466437000
vnm,1997,623016000
vnm,1998,904838000
vnm,1999,1043665000
vnm,2000,1168861119
vnm,2001,1398701000
vnm,2002,1769722000
vnm,2003,2526012000
vnm,2004,3081693000
vnm,2005,3228334000
vnm,2006,3702796000
vnm,2007,4586742000
vnm,2008,5109795000
vnm,2009,6303805000
vnm,2010,7042510000
vnm,2011,7981481000
vnm,2012,9088092000
vnm,2013,10309408000
vnm,2014,10912582000
vnm,2015,11201173000
vnm,2016,11462229000
vnm,2017,12730357000
vnm,2018,12908437000
vnm,2019,13136778000
vnm,2020,14128132000
vut,1983,0
vut,1984,46069.9
vut,1985,179042.5
vut,1986,522306.4
vut,1987,1454126.5
vut,1988,1783052.5
vut,1989,2925320.2
vut,1990,4014746.5
vut,1991,8563984.8
vut,1992,11138000
vut,1993,11440000
vut,1994,12510000
vut,1995,13205000
vut,1996,13227000
vut,1997,12996000
vut,1998,14111000
vut,1999,13825000
vut,2000,12931000
vut,2001,12233000
vut,2002,12932000
vut,2003,13888000
vut,2004,14223000
vut,2005,12889000
vut,2006,13181000
vut,2007,13367000
vut,2008,12906000
vut,2009,12432000
vut,2010,11657000
vut,2011,11049000
vut,2012,10473000
vut,2013,9904000
vut,2014,8763000
vut,2015,9107000
vut,2016,12163000
vut,2017,29107000
vut,2018,54676000
vut,2019,82984000
vut,2020,91605000
wsm,1975,1390000
wsm,1976,2171000
wsm,1977,3257000
wsm,1978,4237000
wsm,1979,4311000
wsm,1980,6332000
wsm,1981,7367000
wsm,1982,8458567.9
wsm,1983,9020605.9
wsm,1984,9539588
wsm,1985,10143194.2
wsm,1986,11001711.2
wsm,1987,12643030.7
wsm,1988,13504808.1
wsm,1989,14425674.5
wsm,1990,18274178.8
wsm,1991,25211821
wsm,1992,31793000
wsm,1993,40243000
wsm,1994,43294000
wsm,1995,44669000
wsm,1996,43214000
wsm,1997,41839000
wsm,1998,45320000
wsm,1999,44166000
wsm,2000,47345000
wsm,2001,47915000
wsm,2002,51356000
wsm,2003,57625000
wsm,2004,61713000
wsm,2005,64157000
wsm,2006,69328000
wsm,2007,77672000
wsm,2008,78968000
wsm,2009,79877000
wsm,2010,99318000
wsm,2011,99964000
wsm,2012,102914000
wsm,2013,103732000
wsm,2014,95597000
wsm,2015,96099000
wsm,2016,92758000
wsm,2017,103363000
wsm,2018,104850000
wsm,2019,110283000
wsm,2020,114636000
yem,1971,153000
yem,1972,707000
yem,1973,2072000
yem,1974,4119000
yem,1975,12357000
yem,1976,37696000
yem,1977,58910000
yem,1978,88999000
yem,1979,109036000
yem,1980,137049000
yem,1981,163387183.3
yem,1982,199304540.8
yem,1983,252834161.5
yem,1984,294027871.9
yem,1985,348118424.7
yem,1986,406598390.4
yem,1987,473387583.5
yem,1988,509829543.9
yem,1989,546437406.5
yem,1990,602141751.9
yem,1991,651287179.6
yem,1992,683760000
yem,1993,726222000
yem,1994,779969000
yem,1995,827496000
yem,1996,893122000
yem,1997,933649000
yem,1998,1074928000
yem,1999,1215536000
yem,2000,1216491000
yem,2001,1236647000
yem,2002,1383719000
yem,2003,1567485000
yem,2004,1701369000
yem,2005,1688840000
yem,2006,1894121000
yem,2007,2057613000
yem,2008,2113327000
yem,2009,2187438000
yem,2010,2180010000
yem,2011,2135216000
yem,2012,2103923000
yem,2013,2070388000
yem,2014,1910161000
yem,2015,1780328000
yem,2016,1667944000
yem,2017,1694835000
yem,2018,1585771000
yem,2019,1504667000
yem,2020,1487632000
zaf,2001,0
zaf,2002,0
zmb,1978,0
zmb,1979,580000
zmb,1980,2117000
zmb,1981,4261000
zmb,1982,11732000
zmb,1983,21024135.6
zmb,1984,36021906.1
zmb,1985,105014539.1
zmb,1986,189604082.4
zmb,1987,259569979
zmb,1988,253593474
zmb,1989,252793545.4
zmb,1990,273558649.6
zmb,1991,493163711.8
zmb,1992,643160000
zmb,1993,817426000
zmb,1994,1042542000
zmb,1995,1270408000
zmb,1996,1404660000
zmb,1997,1492586000
zmb,1998,1586930000
zmb,1999,1703843000
zmb,2000,1823436000
zmb,2001,1868756000
zmb,2002,2144469000
zmb,2003,2405290000
zmb,2004,2637410000
zmb,2005,2488266000
zmb,2006,259933000
zmb,2007,323237000
zmb,2008,371177000
zmb,2009,406921000
zmb,2010,430103000
zmb,2011,492048000
zmb,2012,565101000
zmb,2013,631928000
zmb,2014,666815000
zmb,2015,698021000
zmb,2016,760362000
zmb,2017,893814000
zmb,2018,1002934000
zmb,2019,1108251000
zmb,2020,1295958000
zwe,1981,14083916
zwe,1982,13347631
zwe,1983,16704087.3
zwe,1984,22720287.6
zwe,1985,30138447.9
zwe,1986,46805748
zwe,1987,58336717.9
zwe,1988,60839097
zwe,1989,62214962.7
zwe,1990,67351569.7
zwe,1991,67546337.6
zwe,1992,137469000
zwe,1993,199463000
zwe,1994,313215000
zwe,1995,335595000
zwe,1996,334951000
zwe,1997,398548000
zwe,1998,442389000
zwe,1999,452401000
zwe,2000,436912000
zwe,2001,417907000
zwe,2002,450207000
zwe,2003,493137000
zwe,2004,516020000
zwe,2005,477954000
zwe,2006,500973000
zwe,2007,522111000
zwe,2008,518566000
zwe,2009,522250000
zwe,2010,513034000
zwe,2011,511449000
zwe,2012,512000000
zwe,2013,513021000
zwe,2014,482445000
zwe,2015,461057000
zwe,2016,446310000
zwe,2017,472296000
zwe,2018,461236000
zwe,2019,457875000
zwe,2020,476896000
