geo,time,se_prm_uner_fe_zs
gmb,1975,84.08399
gmb,1976,83.10783
gmb,1977,81.12795
gmb,1978,79.47387
gmb,1979,76.95545
gmb,1980,73.18679
gmb,1981,66.30601
gmb,1982,62.7997
gmb,1983,59.34052
gmb,1984,56.07926
gmb,1985,53.58929
gmb,1986,53.11045
gmb,1992,60.13084
gmb,1993,56.87424
gmb,1996,48.20039
gmb,1998,45.66497
gmb,1999,36.30211
gmb,2000,38.4887
gmb,2001,37.60729
gmb,2002,39.75968
gmb,2003,34.71986
gmb,2004,33.11777
gmb,2005,34.41109
gmb,2006,29.6017
gmb,2007,27.43417
gmb,2008,30.8929
gmb,2010,30.78932
gmb,2011,30.92611
gmb,2012,27.37558
gmb,2013,27.64155
gmb,2014,27.24757
gmb,2015,20.79515
gmb,2016,18.69257
gmb,2017,16.00615
gmb,2018,14.30491
gmb,2019,10.03
gmb,2020,7.40107
gmb,2021,8.11258
gnb,1981,70.21288
gnb,1982,65.63539
gnb,1984,66.31147
gnb,1985,65.97518
gnb,1987,70.77201
gnb,1988,71.87355
gnb,2000,59.13865
gnb,2010,29.18188
gnq,1994,36.86572
gnq,2000,41.27859
gnq,2001,32.4212
gnq,2002,35.34653
gnq,2003,35.46516
gnq,2008,53.24311
gnq,2009,54.20239
gnq,2010,54.77365
gnq,2011,53.59175
gnq,2012,52.30615
gnq,2015,54.81445
grc,1971,8.15042
grc,1972,7.52694
grc,1973,6.22598
grc,1974,4.4823
grc,1975,3.91971
grc,1976,3.46112
grc,1977,3.93084
grc,1978,4.67492
grc,1979,5.89017
grc,1980,7.91127
grc,1981,6.19546
grc,1982,6.18174
grc,1983,5.29949
grc,1984,5.39969
grc,1985,5.55979
grc,1986,6.47881
grc,1987,8.89171
grc,1988,8.08387
grc,1989,8.69955
grc,1990,9.24559
grc,1991,9.46706
grc,1992,10.90842
grc,1993,12.68151
grc,1994,13.04698
grc,1995,10.3731
grc,1996,11.15885
grc,1997,10.08918
grc,1998,2.65393
grc,1999,1.89206
grc,2000,0.71812
grc,2001,2.16704
grc,2002,2.63572
grc,2003,2.93987
grc,2004,4.06869
grc,2005,4.98667
grc,2006,5.34046
grc,2007,5.13022
grc,2010,3.95511
grc,2011,3.73224
grc,2012,3.06071
grc,2013,2.83424
grc,2014,3.47208
grc,2015,2.57149
grc,2016,1.70572
grc,2017,1.19247
grc,2018,1.22938
grc,2019,0.61721
grd,1972,15.85649
grd,1977,2.36523
grd,1980,5.89176
grd,1981,9.31135
grd,1982,12.31593
grd,1983,12.11014
grd,1984,9.32959
grd,2005,2.63348
grd,2016,2.82159
gtm,1970,57.76635
gtm,1971,56.79954
gtm,1972,56.06517
gtm,1974,54.5107
gtm,1975,53.63373
gtm,1978,51.37743
gtm,1981,46.40097
gtm,1982,48.47193
gtm,1983,45.46573
gtm,1997,32.56633
gtm,1999,19.86938
gtm,2000,17.07532
gtm,2001,18.08128
gtm,2002,14.5409
gtm,2004,9.79939
gtm,2005,8.12529
gtm,2006,6.44329
gtm,2007,5.25396
gtm,2008,5.20174
gtm,2011,4.12587
gtm,2012,7.19764
gtm,2013,9.53811
gtm,2014,11.48012
gtm,2015,11.83038
gtm,2016,12.50399
gtm,2017,11.46522
gtm,2018,10.32453
gtm,2019,10.45177
gtm,2020,10.02081
guy,1971,12.77691
guy,1972,11.66225
guy,1974,8.60793
guy,1976,12.4073
guy,1977,7.83178
guy,1979,10.67324
guy,1982,10.65364
guy,1991,8.75416
guy,1992,11.16147
guy,1993,12.47557
guy,1995,10.79156
guy,1996,12.16787
guy,2003,7.80463
guy,2008,2.21091
guy,2009,8.44242
guy,2010,5.00039
guy,2011,7.00906
guy,2012,8.20214
hkg,1971,12.49445
hkg,1972,11.23565
hkg,1973,11.17671
hkg,1974,9.78383
hkg,1975,8.00276
hkg,1976,6.14066
hkg,1977,4.71375
hkg,1978,5.02795
hkg,1979,4.53304
hkg,1980,0.66491
hkg,1981,1.11608
hkg,1982,1.27649
hkg,1983,1.48867
hkg,1984,2.24425
hkg,1985,3.46909
hkg,1995,4.98415
hkg,1996,5.83218
hnd,1979,24.65432
hnd,1980,24.28703
hnd,1982,14.36854
hnd,1983,12.24535
hnd,1984,10.9957
hnd,1986,10.02285
hnd,1991,13.20629
hnd,1993,11.90586
hnd,2000,13.65856
hnd,2003,9.08936
hnd,2004,7.90636
hnd,2005,12.57208
hnd,2006,9.07267
hnd,2007,14.72195
hnd,2008,11.51604
hnd,2009,12.7462
hnd,2010,11.54118
hnd,2011,11.60904
hnd,2012,14.90018
hnd,2013,17.8364
hnd,2014,18.87253
hnd,2015,19.2398
hnd,2016,17.97366
hnd,2017,16.62626
hnd,2018,14.86876
hnd,2019,14.11168
hnd,2020,14.98533
hrv,1998,16.24944
hrv,1999,7.61808
hrv,2000,6.30534
hrv,2001,2.82219
hrv,2008,1.3048
hrv,2009,8.07946
hrv,2010,3.85844
hrv,2011,1.56524
hti,1981,62.68499
hti,1982,58.24981
hti,1983,53.4184
hti,1984,56.91303
hti,1985,52.54488
hti,1986,49.72274
hti,1987,57.36039
hti,1997,42.63144
hun,1996,22.6881
hun,1997,13.74641
hun,1998,1.867
hun,1999,1.79535
hun,2000,3.10247
hun,2001,2.36933
hun,2002,1.94073
hun,2003,3.18293
hun,2004,3.48652
hun,2005,2.92055
hun,2006,2.27507
hun,2007,3.16285
hun,2008,2.10006
hun,2009,1.41148
hun,2010,1.50597
hun,2011,2.2536
hun,2012,2.79733
hun,2013,3.16763
hun,2014,2.99348
hun,2015,2.86403
hun,2016,2.30739
hun,2017,2.7426
hun,2018,4.54285
hun,2019,5.67648
idn,1971,35.02713
idn,1972,33.90242
idn,1974,36.36499
idn,1975,31.41178
idn,1976,28.18901
idn,1978,19.14527
idn,1981,14.5036
idn,1987,3.4388
idn,1989,3.79362
idn,1990,5.30293
idn,1991,6.15444
idn,1992,7.19651
idn,1993,8.28939
idn,1994,7.95682
idn,1995,8.289
idn,1996,8.74752
idn,1997,8.82534
idn,2001,4.56545
idn,2002,4.97715
idn,2003,5.83612
idn,2004,6.62121
idn,2005,8.12437
idn,2006,6.79354
idn,2007,4.81671
idn,2008,4.80447
idn,2009,4.22401
idn,2010,2.42796
idn,2011,1.24314
idn,2012,3.60604
idn,2013,5.85854
idn,2014,7.40154
idn,2016,8.64616
idn,2017,7.23548
idn,2018,7.98367
ind,1971,52.0622
ind,1990,34.42359
ind,2000,22.92924
ind,2001,22.2448
ind,2002,21.87414
ind,2003,12.31017
ind,2007,3.42567
ind,2008,2.00598
ind,2009,2.78927
ind,2010,2.51798
ind,2011,2.57366
ind,2012,2.08355
ind,2013,1.43228
ind,2020,4.20897
irl,1971,1.5677
irl,1972,2.52198
irl,1973,2.26557
irl,1974,3.40846
irl,1975,3.4612
irl,1976,3.60743
irl,1977,3.81649
irl,1978,3.73779
irl,1979,4.46353
irl,1980,5.58868
irl,1981,7.3321
irl,1982,9.46735
irl,1983,10.99395
irl,1986,12.09896
irl,1987,11.53449
irl,1988,10.63548
irl,1989,10.03954
irl,1990,9.59104
irl,1991,10.34274
irl,1992,11.39879
irl,1993,11.7924
irl,1994,11.70379
irl,1995,11.36645
irl,1996,10.45059
irl,1999,0.09754
irl,2001,0.00803
irn,1984,25.56535
irn,1985,24.15691
irn,1986,22.28621
irn,1987,21.6342
irn,1988,19.76995
irn,1989,18.49757
irn,1990,13.08252
irn,1992,8.41331
irn,1997,10.59381
irn,1999,16.3777
irn,2000,15.45058
irn,2002,5.34892
irn,2003,6.11165
irn,2004,4.33603
irn,2005,6.33303
irn,2006,5.75137
irn,2007,5.16611
irn,2009,2.62968
irn,2010,3.64296
irn,2011,3.51652
irn,2012,2.39893
irq,1971,65.02585
irq,1972,63.54787
irq,1973,61.36467
irq,1974,58.85863
irq,1975,55.76822
irq,1976,48.84412
irq,1977,44.80376
irq,1978,41.17011
irq,1979,18.77785
irq,1980,11.9339
irq,1981,11.18103
irq,1983,15.41095
irq,1985,17.94613
irq,1986,17.17472
irq,1987,15.72199
irq,1988,13.69593
irq,1989,16.28279
irq,1993,25.82198
irq,1996,28.55864
irq,1999,16.62238
irq,2000,17.59819
irq,2004,13.22134
irq,2007,13.08204
isl,1994,2.67457
isl,1996,1.55905
isl,1997,1.13872
isl,1998,0.80506
isl,2003,2.6665
isl,2004,4.5072
isl,2005,4.32516
isl,2006,3.11743
isl,2007,1.5019
isl,2008,0.38613
isl,2010,0.41026
isl,2011,1.01589
isl,2012,1.54034
isl,2013,2.16996
isl,2014,2.21242
isl,2015,1.36343
isl,2016,0.54309
ita,1976,0.83412
ita,1979,0.45685
ita,1985,0.80987
ita,1996,2.14782
ita,1997,0.91838
ita,2013,0.23561
ita,2014,0.96919
ita,2015,1.54051
ita,2016,2.14686
ita,2017,2.68804
ita,2018,3.31604
ita,2019,3.65387
jam,1975,3.73195
jam,1976,6.32719
jam,1977,5.61534
jam,1979,1.89771
jam,1980,1.53723
jam,1981,2.32003
jam,1983,1.00423
jam,1984,2.22171
jam,1985,3.13294
jam,1986,2.99239
jam,1987,2.50835
jam,1988,4.96747
jam,1989,1.1958
jam,1990,2.34419
jam,1991,3.95919
jam,1993,8.26916
jam,1999,8.46547
jam,2000,7.05252
jam,2001,6.99764
jam,2002,7.40803
jam,2003,8.57965
jam,2004,6.83197
jam,2005,8.97856
jam,2013,21.30772
jam,2014,21.33657
jam,2015,22.13701
jam,2016,22.4301
jam,2017,24.549
jam,2018,26.37963
jam,2019,29.01788
jor,1972,19.38196
jor,1973,13.73656
jor,1978,5.13224
jor,1979,4.86988
jor,1980,8.55913
jor,1981,9.94187
jor,1982,10.45185
jor,1983,12.36265
jor,1984,12.57404
jor,1985,10.57842
jor,1999,8.71998
jor,2000,7.85071
jor,2002,6.10772
jor,2003,4.6916
jor,2004,4.15825
jor,2005,5.49436
jor,2006,6.99126
jor,2007,9.74785
jor,2008,12.83692
jor,2010,19.90441
jor,2011,22.51223
jor,2012,25.64917
jor,2013,25.84982
jor,2016,23.62952
jor,2017,20.33347
jor,2018,19.72004
jor,2019,19.32171
jor,2020,20.57892
jpn,1971,0.38844
jpn,1972,0.85502
jpn,1973,1.40038
jpn,1974,3.09903
jpn,1975,2.06908
jpn,1976,1.22132
jpn,1977,0.84666
jpn,1978,1.3362
jpn,1979,1.13263
jpn,1981,0.48747
jpn,1982,1.395
jpn,1983,1.67779
jpn,1984,1.45079
jpn,1985,0.50897
jpn,1991,0.4675
jpn,1992,0.77259
jpn,1994,0.23455
jpn,1998,1.74528
jpn,1999,2.00543
jpn,2016,1.55648
jpn,2017,2.10431
jpn,2018,2.29674
kaz,2000,4.58793
kaz,2002,0.06328
kaz,2006,0.46998
kaz,2007,1.13809
kaz,2020,9.30243
ken,1999,38.08532
ken,2000,34.82041
ken,2001,27.29629
ken,2002,33.08129
ken,2003,17.21728
ken,2004,19.07683
ken,2005,18.47043
ken,2006,19.39613
ken,2007,10.32367
ken,2008,13.51887
ken,2009,11.62743
ken,2012,16.98045
kgz,1996,9.54156
kgz,1999,5.54437
kgz,2000,6.46558
kgz,2001,6.02052
kgz,2002,6.18442
kgz,2003,6.23452
kgz,2004,1.07682
kgz,2005,3.83924
kgz,2006,2.83456
kgz,2007,3.7783
kgz,2008,4.29818
kgz,2009,4.71235
kgz,2010,4.19777
kgz,2011,4.30616
kgz,2012,1.94228
khm,1997,23.71717
khm,1998,21.53757
khm,1999,18.51511
khm,2000,12.20122
khm,2006,5.69667
khm,2007,6.02754
khm,2008,7.07467
khm,2010,7.32996
khm,2014,5.71673
khm,2015,3.13377
khm,2016,7.04316
khm,2017,9.41753
khm,2018,9.36578
khm,2019,9.3737
khm,2020,11.07261
kir,1985,1.1379
kir,1986,1.4834
kir,1987,5.28658
kir,1989,1.64808
kna,1985,18.68898
kna,1986,13.10093
kna,2008,5.67521
kor,1971,5.88144
kor,1972,3.86287
kor,1973,4.51428
kor,1974,4.73097
kor,1975,4.01379
kor,1976,2.93589
kor,1977,3.65564
kor,1978,3.15179
kor,1979,1.38843
kor,1984,0.66018
kor,1985,1.14155
kor,1986,1.4536
kor,1987,0.30545
kor,2000,0.08717
kor,2001,1.49827
kor,2002,1.9346
kor,2003,1.33055
kor,2004,1.50261
kor,2009,0.2297
kor,2012,1.73361
kor,2013,4.30447
kor,2014,3.95506
kor,2015,1.3926
kor,2016,2.69272
kor,2017,2.47026
kor,2018,0.94547
kwt,1971,44.68237
kwt,1972,39.18925
kwt,1973,36.11466
kwt,1974,36.42769
kwt,1975,35.64155
kwt,1976,33.43371
kwt,1977,28.25279
kwt,1978,22.65955
kwt,1979,24.45618
kwt,1980,22.75277
kwt,1981,21.15496
kwt,1982,19.75528
kwt,1983,16.45842
kwt,1984,15.07193
kwt,1985,15.2181
kwt,1986,15.65375
kwt,1987,20.33608
kwt,1988,21.47937
kwt,1992,53.41514
kwt,1994,32.29322
kwt,1996,14.46196
kwt,1997,15.75756
kwt,1999,8.24086
kwt,2000,7.57811
kwt,2001,4.12139
kwt,2002,1.19621
kwt,2005,5.05894
kwt,2016,0.88499
lao,1992,46.28857
lao,1993,41.92113
lao,1994,38.43103
lao,1996,35.5427
lao,1997,32.85503
lao,1998,29.59826
lao,1999,28.60033
lao,2000,27.71849
lao,2001,28.09976
lao,2002,27.01029
lao,2003,24.42903
lao,2004,23.23883
lao,2005,21.80674
lao,2006,20.40042
lao,2007,17.62331
lao,2008,14.88141
lao,2009,12.04986
lao,2010,7.42691
lao,2011,7.12528
lao,2012,7.15358
lao,2013,5.09944
lao,2014,4.58937
lao,2015,5.98688
lao,2016,7.06518
lao,2017,8.2707
lao,2018,9.33119
lao,2019,9.27401
lao,2020,8.99216
lbr,1999,57.95013
lbr,2008,57.63448
lbr,2014,7.55931
lbr,2017,21.0684
lby,1971,36.0199
lby,1972,25.96748
lby,1978,9.68571
lby,1981,5.87718
lca,1981,2.89545
lca,1982,2.18602
lca,1990,4.08338
lca,2000,10.25745
lca,2001,10.43793
lca,2004,6.35564
lca,2005,7.69906
lca,2006,5.67541
lca,2007,6.20715
lca,2015,8.26145
lca,2016,2.04312
lca,2017,0.61768
lca,2018,0.23576
lca,2020,0.58247
lie,2014,1.82599
lka,2003,0.28299
lka,2005,2.82009
lka,2006,3.60257
lka,2007,4.07564
lka,2008,5.01789
lka,2009,7.41827
lka,2010,5.96337
lka,2011,5.99816
lka,2012,5.73916
lka,2013,4.46498
lka,2014,3.47033
lso,1970,28.31291
lso,1972,32.35643
lso,1973,32.64584
lso,1974,24.08614
lso,1976,23.7868
lso,1977,22.89939
lso,1978,30.69753
lso,1979,29.43191
lso,1980,30.10862
lso,1981,30.77254
lso,1982,27.04623
lso,1983,28.07476
lso,1984,27.43005
lso,1985,25.61989
lso,1986,26.53545
lso,1987,25.61467
lso,1988,25.25931
lso,1989,26.53566
lso,1990,27.93335
lso,1991,26.95499
lso,1992,27.21163
lso,1993,29.93331
lso,1994,29.49568
lso,1995,31.50754
lso,1996,30.87425
lso,1998,38.88991
lso,1999,42.31894
lso,2000,22.50227
lso,2001,20.72004
lso,2002,18.36074
lso,2003,15.64726
lso,2004,15.65655
lso,2005,13.83791
lso,2006,11.66967
lso,2007,13.77624
lso,2008,11.92583
lso,2009,11.08746
lso,2010,9.66184
lso,2011,9.80011
lso,2012,9.4089
lso,2013,8.16835
lso,2014,8.1136
lso,2015,6.95772
lso,2016,4.61353
lso,2017,2.03591
lso,2018,5.97653
ltu,1998,3.83562
ltu,2003,0.1779
lux,1972,8.19299
lux,1973,9.03958
lux,1974,7.43511
lux,1975,8.3819
lux,1976,8.70285
lux,1977,8.5277
lux,1978,9.03901
lux,1981,20.98573
lux,1982,14.94813
lux,1983,16.78148
lux,1984,17.83984
lux,1986,17.61122
lux,1987,20.56455
lux,1988,13.86326
lux,1999,0.96528
lux,2000,1.77388
lux,2001,2.29963
lux,2002,2.15509
lux,2003,3.84615
lux,2004,3.14114
lux,2005,1.32916
lux,2006,0.7639
lux,2007,0.74169
lux,2008,1.39678
lux,2010,3.49263
lux,2011,3.81597
lux,2012,3.24119
lux,2013,2.92766
lux,2014,2.80692
lux,2015,0.99038
lva,2009,0.82846
lva,2010,0.79365
lva,2011,0.71916
lva,2012,1.30043
lva,2013,1.61145
lva,2014,1.64611
lva,2015,1.70937
lva,2016,1.37789
lva,2017,1.11656
lva,2018,0.67326
lva,2019,0.80117
mac,1990,9.40024
mac,1992,14.69466
mac,1999,9.37909
mac,2000,10.56944
mac,2001,13.24744
mac,2002,13.39341
mac,2003,13.29152
mac,2004,13.4737
mac,2005,13.36431
mac,2006,13.1106
mac,2007,12.41336
mac,2008,12.86478
mac,2009,13.87696
mac,2010,14.13764
mac,2011,13.35208
mac,2012,12.40028
mac,2013,10.91668
mac,2014,7.31126
mac,2015,4.56668
mac,2016,2.02929
mac,2017,2.28179
mac,2018,3.13941
mac,2019,1.57739
mac,2020,4.38062
mar,1975,69.52289
mar,1976,66.58796
mar,1977,64.36578
mar,1978,61.76303
mar,1979,59.63318
mar,1980,57.31727
mar,1981,54.76473
mar,1982,53.92603
mar,1983,51.53795
mar,1984,49.41642
mar,1985,50.27645
mar,1986,51.59298
mar,1987,53.00111
mar,1988,54.07807
mar,1989,55.45248
mar,1990,54.2085
mar,1991,54.26255
mar,1992,53.35704
mar,1993,51.12183
mar,1994,48.18147
mar,1995,45.09361
mar,1996,42.43749
mar,1997,40.48318
mar,1998,39.51942
mar,1999,30.01489
mar,2000,25.38331
mar,2001,21.70315
mar,2002,17.81964
mar,2003,15.8702
mar,2004,15.85959
mar,2005,14.82254
mar,2006,13.3575
mar,2007,11.57842
mar,2008,10.82376
mar,2009,10.97761
mar,2010,7.48159
mar,2011,6.1897
mar,2012,6.71824
mar,2013,5.27521
mar,2014,5.82523
mar,2016,4.48971
mar,2017,2.55929
mdg,1972,36.96581
mdg,1989,35.14005
mdg,1990,36.15873
mdg,1995,42.45611
mdg,1996,43.00077
mdg,1999,34.81699
mdg,2000,32.91355
mdg,2001,31.66964
mdg,2002,31.21316
mdg,2003,21.78714
mdv,1997,6.63002
mdv,1999,2.58496
mdv,2000,1.70263
mdv,2002,0.11275
mdv,2010,2.08659
mdv,2011,0.02665
mdv,2012,3.16195
mdv,2013,3.13819
mdv,2014,2.20539
mdv,2016,1.94256
mdv,2017,3.1494
mdv,2018,1.69898
mdv,2019,0.72512
mex,1971,19.83474
mex,1997,4.21747
mex,1998,3.57082
mhl,2011,7.36698
mhl,2015,24.18655
mhl,2016,22.58557
mhl,2019,26.72511
mhl,2020,30.23203
mkd,1998,9.92029
mkd,1999,10.14966
mkd,2000,3.17547
mkd,2001,4.26627
mkd,2002,4.69176
mkd,2003,6.27444
mkd,2004,6.1713
mkd,2005,6.41907
mkd,2006,8.49749
mkd,2007,8.16567
mkd,2008,8.97454
mkd,2009,7.75043
mkd,2010,4.43891
mkd,2012,9.12154
mkd,2013,9.71908
mkd,2014,8.70541
mkd,2015,5.21069
mkd,2017,0.74201
mkd,2018,0.79233
mli,1971,87.20013
mli,1999,63.09175
mli,2002,55.14269
mli,2003,55.19211
mli,2004,52.92001
mli,2005,49.92692
mli,2006,48.15686
mli,2007,45.82436
mli,2009,38.75018
mli,2010,37.26975
mli,2011,35.8625
mli,2012,37.71404
mli,2014,40.43681
mli,2015,43.12049
mli,2016,42.06246
mli,2017,36.38438
mli,2018,44.16784
mlt,1971,17.83502
mlt,1972,19.60164
mlt,1973,20.59482
mlt,1974,19.36554
mlt,1975,17.12421
mlt,1976,12.73477
mlt,1977,7.06694
mlt,1978,4.71017
mlt,1979,3.51187
mlt,1980,6.24743
mlt,1981,8.23787
mlt,1982,6.6499
mlt,1983,9.68535
mlt,1984,7.85723
mlt,1985,4.2307
mlt,1986,3.9512
mlt,1987,5.09719
mlt,1988,4.7491
mlt,1989,4.02852
mlt,1990,3.57524
mlt,1991,4.12512
mlt,1992,4.76417
mlt,1993,4.68853
mlt,1994,5.6997
mlt,1995,5.21066
mlt,1996,2.34793
mlt,1997,0.86769
mmr,1971,42.61718
mmr,1973,36.77065
mmr,1974,43.88144
mmr,1978,38.534
mmr,2000,11.33063
mmr,2001,10.17547
mmr,2002,11.7225
mmr,2003,9.83921
mmr,2004,11.2837
mmr,2005,11.2036
mmr,2006,11.96976
mmr,2007,5.54654
mmr,2008,10.56951
mmr,2009,11.94377
mmr,2010,11.5716
mne,2003,1.82807
mne,2005,1.2187
mne,2006,1.14155
mne,2007,3.20036
mne,2008,3.41369
mne,2012,1.26407
mne,2015,3.80571
mne,2016,6.28261
mne,2017,2.69724
mng,1995,18.08971
mng,1996,14.76646
mng,1997,13.72157
mng,1998,9.83266
mng,1999,8.36289
mng,2000,6.13897
mng,2001,4.5104
mng,2002,5.8056
mng,2003,13.44251
mng,2004,7.12193
mng,2005,6.91144
mng,2006,1.83178
mng,2007,0.67877
mng,2012,1.6075
mng,2013,4.83007
mng,2014,4.66279
mng,2015,3.25075
moz,1973,76.07059
moz,1979,65.17079
moz,1981,66.32233
moz,1982,66.39692
moz,1983,55.15272
moz,1985,51.95944
moz,1986,52.78116
moz,1987,56.15099
moz,1989,59.94765
moz,1991,61.09838
moz,1992,62.67636
moz,1993,64.10169
moz,1994,63.37794
moz,1995,61.36403
moz,1998,56.8662
moz,1999,53.00681
moz,2000,49.00158
moz,2001,44.32018
moz,2002,47.07004
moz,2004,33.96468
moz,2005,28.67201
moz,2006,24.54819
moz,2007,19.45983
moz,2008,15.95813
moz,2009,14.41022
moz,2010,13.14943
moz,2011,15.04889
moz,2012,14.75109
moz,2013,13.58234
moz,2014,12.66486
moz,2015,11.23491
moz,2016,11.27044
moz,2017,11.77106
moz,2018,7.5234
moz,2019,3.72295
mrt,1994,57.53937
mrt,1995,51.52666
mrt,1996,47.28384
mrt,1998,41.84064
mrt,1999,41.47159
mrt,2000,40.92804
mrt,2001,37.48717
mrt,2002,36.76151
mrt,2003,33.01307
mrt,2004,25.22343
mrt,2005,26.05687
mrt,2006,23.54655
mrt,2007,22.21776
mrt,2008,25.33361
mrt,2009,26.35884
mrt,2010,25.86212
mrt,2011,24.87
mrt,2012,25.5278
mrt,2013,23.467
mrt,2014,21.28265
mrt,2016,24.58085
mrt,2017,19.57731
mrt,2018,18.57442
mrt,2019,21.24662
mus,1972,21.83685
mus,1973,21.48117
mus,1974,21.21368
mus,1975,20.53966
mus,1976,20.69649
mus,1977,17.44476
mus,1978,19.6555
mus,1979,22.2755
mus,1980,21.4263
mus,1981,17.72131
mus,1982,11.89316
mus,1983,8.75511
mus,1984,5.16671
mus,1986,1.33808
mus,1990,2.20315
mus,1991,6.66722
mus,1993,6.62323
mus,1994,5.89542
mus,1995,4.96405
mus,1996,2.94234
mus,1997,2.04161
mus,2004,1.13394
mus,2005,0.13729
mus,2009,0.20062
mus,2012,3.30953
mus,2013,0.93665
mwi,2007,2.28975
mys,1970,16.78089
mys,1971,15.9375
mys,1972,14.96441
mys,1994,2.50364
mys,1998,4.4573
mys,1999,3.72809
mys,2000,1.48358
mys,2001,2.14433
mys,2002,3.4213
mys,2003,2.91823
mys,2004,0.561
mys,2005,0.28687
mys,2006,3.2055
mys,2007,3.91692
mys,2008,4.73708
mys,2009,2.65236
mys,2010,3.62525
mys,2011,2.38909
mys,2012,1.09778
mys,2014,0.1901
mys,2019,1.24313
nam,1989,20.0921
nam,1990,20.1017
nam,1992,17.88903
nam,1998,11.38382
nam,1999,10.24034
nam,2000,8.55872
nam,2001,6.73129
nam,2002,4.41433
nam,2003,4.18206
nam,2004,6.4091
nam,2005,6.23651
nam,2006,9.44372
nam,2007,6.40542
nam,2008,7.10197
nam,2009,6.49338
nam,2010,5.74543
nam,2012,2.42851
ner,1973,92.40927
ner,1974,91.81133
ner,1986,83.46775
ner,1989,83.52922
ner,1990,83.11663
ner,1991,82.60177
ner,1992,83.97945
ner,1997,81.43115
ner,1998,80.85085
ner,1999,79.18305
ner,2000,78.32461
ner,2001,75.40263
ner,2002,72.55224
ner,2003,69.19434
ner,2004,66.27778
ner,2005,65.73559
ner,2006,64.31679
ner,2007,62.88043
ner,2008,58.97422
ner,2009,55.22306
ner,2010,51.26453
ner,2011,46.6155
ner,2012,44.618
ner,2013,44.68416
ner,2014,44.24528
ner,2015,42.7899
ner,2016,41.66358
ner,2017,38.52129
ner,2019,44.90653
nga,1999,42.60559
nga,2000,39.72256
nga,2004,37.00898
nga,2005,36.34708
nga,2006,35.26484
nga,2007,35.98887
nga,2008,41.75544
nga,2009,40.43941
nga,2010,39.99406
nic,1971,44.14055
nic,1973,43.86458
nic,1980,34.70472
nic,1982,36.21833
nic,1983,35.60152
nic,1984,37.53867
nic,1985,32.11141
nic,1986,33.39307
nic,1987,32.01469
nic,1988,31.55692
nic,1989,33.5584
nic,1990,31.76287
nic,1991,29.54294
nic,1992,25.67386
nic,1993,24.99536
nic,1994,24.04498
nic,1995,25.49517
nic,1999,16.5739
nic,2000,13.45159
nic,2001,9.74863
nic,2002,3.21997
nic,2006,1.42191
nic,2007,1.58126
nic,2008,0.85903
nic,2010,2.40264
nld,1971,6.22688
nld,1972,6.92674
nld,1973,7.41751
nld,1974,8.22095
nld,1975,8.35056
nld,1976,7.35303
nld,1977,6.86652
nld,1978,6.32345
nld,1979,5.64182
nld,1980,5.47938
nld,1981,5.99375
nld,1982,7.96798
nld,1983,9.87165
nld,1984,11.17907
nld,1985,11.7279
nld,1986,6.47562
nld,1987,4.49308
nld,1988,2.82414
nld,1989,2.16989
nld,1990,2.22608
nld,1991,2.97046
nld,1992,4.38733
nld,1993,4.57618
nld,1994,1.21376
nld,1995,0.95704
nld,1996,0.87133
nld,1997,0.59975
nld,2017,0.53208
nld_curacao,2020,7.95473
nor,1976,0.01009
nor,1978,0.71581
nor,1979,0.93408
nor,1981,1.4157
nor,1982,1.63518
nor,1984,2.39331
nor,1985,3.48531
nor,1986,3.57806
nor,1987,2.76414
nor,1988,2.40048
nor,1989,1.34801
nor,1990,0.21502
nor,1992,0.29535
nor,1993,1.14917
nor,1994,1.5326
nor,1995,1.84696
nor,1996,1.69276
nor,1997,15.65971
nor,2003,0.10885
nor,2004,0.5604
nor,2005,1.33822
nor,2006,1.0704
nor,2007,0.8479
nor,2008,0.47258
nor,2009,0.57391
nor,2010,0.64313
nor,2011,0.38122
nor,2014,0.11974
npl,1983,65.64134
npl,1984,63.58805
npl,1988,56.98617
npl,1999,42.98077
npl,2000,35.88451
npl,2003,26.00457
npl,2004,25.21802
nru,2012,15.53846
nru,2020,2.87206
nzl,1973,0.54067
nzl,1974,0.85727
nzl,1983,1.98576
nzl,1991,1.18377
nzl,1992,2.65331
nzl,1994,2.82048
nzl,1995,1.36498
nzl,1996,1.11737
nzl,2013,1.2125
nzl,2014,1.78678
nzl,2015,1.49678
nzl,2016,0.57012
omn,1973,95.09919
omn,1974,90.59842
omn,1975,85.434
omn,1976,83.32157
omn,1978,77.43931
omn,1979,74.03288
omn,1981,68.40587
omn,1982,65.2144
omn,1983,60.10384
omn,1984,53.24886
omn,1985,48.44946
omn,1986,39.46801
omn,1987,38.29563
omn,1988,38.2645
omn,1989,36.90883
omn,1990,35.19997
omn,1991,33.43522
omn,1992,31.79845
omn,1993,27.3999
omn,1994,25.46256
omn,1995,24.17068
omn,1996,22.10678
omn,1997,20.68186
omn,1998,17.9873
omn,1999,16.39807
omn,2000,15.50395
omn,2001,14.20122
omn,2002,15.01349
omn,2003,17.1443
omn,2011,0.32604
pan,1970,25.34775
pan,1971,17.14618
pan,1972,14.62028
pan,1973,12.6651
pan,1975,11.21752
pan,1976,11.19754
pan,1978,9.23623
pan,1979,10.40541
pan,1980,11.74574
pan,1981,13.03614
pan,1982,14.01239
pan,1983,15.27785
pan,1984,15.63288
pan,1985,14.94097
