geo,time,sl_emp_mpyr_zs
lby,1999,3.17
lby,2000,3.17
lby,2001,3.17
lby,2002,3.17
lby,2003,3.15
lby,2004,3.14
lby,2005,3.13
lby,2006,3.12
lby,2007,3.11
lby,2008,3.09
lby,2009,3.09
lby,2010,3.08
lby,2011,3.12
lby,2012,3.09
lby,2013,3.09
lby,2014,3.1
lby,2015,3.1
lby,2016,3.09
lby,2017,3.05
lby,2018,3.02
lby,2019,3
lca,1991,10.08
lca,1992,10
lca,1993,9.63
lca,1994,11.76
lca,1995,8.71
lca,1996,7.21
lca,1997,6.28
lca,1998,6.33
lca,1999,5.92
lca,2000,5.45
lca,2001,5.52
lca,2002,5.58
lca,2003,5.62
lca,2004,5.65
lca,2005,5.69
lca,2006,5.72
lca,2007,5.76
lca,2008,5.78
lca,2009,5.83
lca,2010,5.86
lca,2011,5.87
lca,2012,5.89
lca,2013,5.92
lca,2014,5.93
lca,2015,5.95
lca,2016,5.95
lca,2017,5.95
lca,2018,5.07
lca,2019,4.81
lka,1991,2.2
lka,1992,1.6
lka,1993,2
lka,1994,2.3
lka,1995,2.5
lka,1996,2.38
lka,1997,2.35
lka,1998,1.86
lka,1999,2.02
lka,2000,2.35
lka,2001,2.27
lka,2002,2.76
lka,2003,2.62
lka,2004,2.95
lka,2005,3.09
lka,2006,3.12
lka,2007,2.85
lka,2008,2.98
lka,2009,2.63
lka,2010,2.61
lka,2011,2.86
lka,2012,2.84
lka,2013,3.02
lka,2014,2.74
lka,2015,3.1
lka,2016,2.73
lka,2017,3.02
lka,2018,2.76
lka,2019,2.77
lso,1991,0.83
lso,1992,0.82
lso,1993,0.81
lso,1994,0.8
lso,1995,0.79
lso,1996,0.79
lso,1997,0.78
lso,1998,0.75
lso,1999,0.74
lso,2000,0.73
lso,2001,0.7
lso,2002,0.66
lso,2003,0.65
lso,2004,0.65
lso,2005,0.62
lso,2006,0.6
lso,2007,0.57
lso,2008,0.55
lso,2009,0.54
lso,2010,0.54
lso,2011,0.54
lso,2012,0.54
lso,2013,0.52
lso,2014,0.52
lso,2015,0.53
lso,2016,0.51
lso,2017,0.52
lso,2018,0.53
lso,2019,0.53
ltu,1991,3.89
ltu,1992,3.88
ltu,1993,3.86
ltu,1994,3.88
ltu,1995,3.84
ltu,1996,3.66
ltu,1997,3.45
ltu,1998,3.53
ltu,1999,2.03
ltu,2000,1.72
ltu,2001,2.45
ltu,2002,2.13
ltu,2003,2.29
ltu,2004,1.86
ltu,2005,2.01
ltu,2006,2.21
ltu,2007,2.07
ltu,2008,2.14
ltu,2009,2.42
ltu,2010,2.28
ltu,2011,2.37
ltu,2012,2.2
ltu,2013,2.2
ltu,2014,2.29
ltu,2015,2.29
ltu,2016,2.36
ltu,2017,2.44
ltu,2018,2.4
ltu,2019,2.57
lux,1991,1.21
lux,1992,1.21
lux,1993,1.21
lux,1994,1.22
lux,1995,1.22
lux,1996,1.22
lux,1997,1.23
lux,1998,1.24
lux,1999,1.26
lux,2000,1.29
lux,2001,1.38
lux,2002,1.49
lux,2003,1.49
lux,2004,2.81
lux,2005,2.82
lux,2006,2.65
lux,2007,2.95
lux,2008,2.42
lux,2009,2.82
lux,2010,3.22
lux,2011,2.66
lux,2012,3.17
lux,2013,2.68
lux,2014,2.43
lux,2015,3.58
lux,2016,3.91
lux,2017,3.57
lux,2018,2.93
lux,2019,3.27
lva,1991,2.96
lva,1992,2.96
lva,1993,3.07
lva,1994,3
lva,1995,3.07
lva,1996,3.06
lva,1997,3.18
lva,1998,3.15
lva,1999,3.85
lva,2000,4.12
lva,2001,4.37
lva,2002,3.15
lva,2003,3.32
lva,2004,3.14
lva,2005,3.36
lva,2006,3.32
lva,2007,3.24
lva,2008,3.47
lva,2009,3.77
lva,2010,3.94
lva,2011,3.66
lva,2012,3.9
lva,2013,4.2
lva,2014,3.98
lva,2015,4.3
lva,2016,4.23
lva,2017,4.68
lva,2018,4.29
lva,2019,4.09
mac,1991,3.5
mac,1992,3.49
mac,1993,3.48
mac,1994,3.46
mac,1995,3.45
mac,1996,3.46
mac,1997,3.27
mac,1998,3.41
mac,1999,3.57
mac,2000,3.38
mac,2001,2.93
mac,2002,3.51
mac,2003,3.31
mac,2004,3.56
mac,2005,3.92
mac,2006,3.77
mac,2007,3.46
mac,2008,2.79
mac,2009,3.09
mac,2010,3.11
mac,2011,3.12
mac,2012,3.2
mac,2013,3.24
mac,2014,3.22
mac,2015,3.35
mac,2016,3.18
mac,2017,3.1
mac,2018,3.1
mac,2019,3.1
mar,1991,1.4
mar,1992,1.4
mar,1993,1.4
mar,1994,1.37
mar,1995,1.41
mar,1996,1.41
mar,1997,1.51
mar,1998,1.51
mar,1999,2.04
mar,2000,2.18
mar,2001,2.25
mar,2002,2.37
mar,2003,2.54
mar,2004,2.28
mar,2005,2.48
mar,2006,2.54
mar,2007,2.32
mar,2008,2.53
mar,2009,2.7
mar,2010,2.75
mar,2011,2.38
mar,2012,2.66
mar,2013,2.64
mar,2014,2.54
mar,2015,2.53
mar,2016,2.52
mar,2017,2.51
mar,2018,2.48
mar,2019,2.46
mda,1991,0.21
mda,1992,0.23
mda,1993,0.27
mda,1994,0.35
mda,1995,0.47
mda,1996,0.54
mda,1997,0.66
mda,1998,0.66
mda,1999,0.56
mda,2000,0.53
mda,2001,0.49
mda,2002,0.76
mda,2003,0.57
mda,2004,0.64
mda,2005,0.66
mda,2006,0.97
mda,2007,0.9
mda,2008,0.96
mda,2009,0.88
mda,2010,0.64
mda,2011,0.67
mda,2012,0.56
mda,2013,0.73
mda,2014,0.72
mda,2015,0.51
mda,2016,0.58
mda,2017,0.34
mda,2018,0.32
mda,2019,0.27
mdg,1991,0.63
mdg,1992,0.63
mdg,1993,0.68
mdg,1994,0.78
mdg,1995,0.89
mdg,1996,1.03
mdg,1997,1.07
mdg,1998,1.14
mdg,1999,1.28
mdg,2000,1.43
mdg,2001,1.61
mdg,2002,1.9
mdg,2003,2.12
mdg,2004,2.05
mdg,2005,2.13
mdg,2006,2.07
mdg,2007,1.95
mdg,2008,2.12
mdg,2009,2.17
mdg,2010,2.17
mdg,2011,2.51
mdg,2012,2.9
mdg,2013,3.17
mdg,2014,3.49
mdg,2015,3.85
mdg,2016,4.03
mdg,2017,4.08
mdg,2018,4.35
mdg,2019,4.44
mdv,1991,3.25
mdv,1992,3.26
mdv,1993,3.28
mdv,1994,3.29
mdv,1995,3.3
mdv,1996,3.32
mdv,1997,3.33
mdv,1998,3.35
mdv,1999,3.37
mdv,2000,3.39
mdv,2001,3.41
mdv,2002,3.43
mdv,2003,3.45
mdv,2004,3.49
mdv,2005,3.53
mdv,2006,3.56
mdv,2007,3.71
mdv,2008,3.86
mdv,2009,4.01
mdv,2010,3.92
mdv,2011,3.82
mdv,2012,3.73
mdv,2013,3.64
mdv,2014,3.55
mdv,2015,3.84
mdv,2016,4.14
mdv,2017,4.12
mdv,2018,4.16
mdv,2019,4.17
mex,1991,7.85
mex,1992,5.72
mex,1993,4.11
mex,1994,4.25
mex,1995,4.41
mex,1996,4.87
mex,1997,4.63
mex,1998,4.43
mex,1999,4.14
mex,2000,4.34
mex,2001,4.5
mex,2002,4.46
mex,2003,4.26
mex,2004,4.26
mex,2005,4.73
mex,2006,4.94
mex,2007,5.06
mex,2008,4.73
mex,2009,4.45
mex,2010,4.52
mex,2011,4.81
mex,2012,4.56
mex,2013,4.47
mex,2014,4.2
mex,2015,4.34
mex,2016,4.42
mex,2017,4.56
mex,2018,4.81
mex,2019,4.79
mkd,1991,2.65
mkd,1992,2.64
mkd,1993,2.67
mkd,1994,2.68
mkd,1995,2.74
mkd,1996,2.92
mkd,1997,3.21
mkd,1998,3.52
mkd,1999,7.97
mkd,2000,4.31
mkd,2001,6.38
mkd,2002,6.84
mkd,2003,7.6
mkd,2004,5.89
mkd,2005,5.74
mkd,2006,5.94
mkd,2007,5.53
mkd,2008,4.94
mkd,2009,5.16
mkd,2010,5.39
mkd,2011,5.7
mkd,2012,4.79
mkd,2013,4.66
mkd,2014,3.9
mkd,2015,4.31
mkd,2016,4.42
mkd,2017,4.49
mkd,2018,4.25
mkd,2019,3.9
mli,1991,0.48
mli,1992,0.48
mli,1993,0.49
mli,1994,0.5
mli,1995,0.51
mli,1996,0.51
mli,1997,0.51
mli,1998,0.46
mli,1999,0.49
mli,2000,0.48
mli,2001,0.49
mli,2002,0.49
mli,2003,0.49
mli,2004,0.5
mli,2005,0.52
mli,2006,0.53
mli,2007,0.53
mli,2008,0.52
mli,2009,0.53
mli,2010,0.53
mli,2011,0.51
mli,2012,0.55
mli,2013,0.55
mli,2014,0.56
mli,2015,0.57
mli,2016,0.9
mli,2017,0.8
mli,2018,0.6
mli,2019,0.6
mlt,1991,3.69
mlt,1992,3.7
mlt,1993,3.7
mlt,1994,3.71
mlt,1995,3.72
mlt,1996,3.73
mlt,1997,3.74
mlt,1998,3.75
mlt,1999,3.78
mlt,2000,3.85
mlt,2001,3.61
mlt,2002,4.14
mlt,2003,4.47
mlt,2004,4.42
mlt,2005,4.5
mlt,2006,4.43
mlt,2007,4.94
mlt,2008,4.46
mlt,2009,4.34
mlt,2010,4.47
mlt,2011,4.27
mlt,2012,4.37
mlt,2013,4.38
mlt,2014,4.41
mlt,2015,4.49
mlt,2016,4.54
mlt,2017,4.52
mlt,2018,4.32
mlt,2019,4.8
mmr,1991,2.71
mmr,1992,2.71
mmr,1993,2.72
mmr,1994,2.72
mmr,1995,2.73
mmr,1996,2.73
mmr,1997,2.73
mmr,1998,2.76
mmr,1999,2.76
mmr,2000,2.76
mmr,2001,2.72
mmr,2002,2.68
mmr,2003,2.67
mmr,2004,2.68
mmr,2005,2.71
mmr,2006,2.73
mmr,2007,2.73
mmr,2008,2.73
mmr,2009,2.74
mmr,2010,2.81
mmr,2011,2.83
mmr,2012,2.88
mmr,2013,2.93
mmr,2014,2.98
mmr,2015,2.96
mmr,2016,2.95
mmr,2017,2.94
mmr,2018,4.3
mmr,2019,2.5
mne,1991,6.12
mne,1992,6.27
mne,1993,6.44
mne,1994,6.41
mne,1995,6.28
mne,1996,6.06
mne,1997,5.95
mne,1998,5.91
mne,1999,6.2
mne,2000,6.3
mne,2001,6.45
mne,2002,6.55
mne,2003,6.71
mne,2004,6.79
mne,2005,6.91
mne,2006,7.09
mne,2007,7.51
mne,2008,7.05
mne,2009,6.45
mne,2010,6.46
mne,2011,6.39
mne,2012,8.83
mne,2013,8.6
mne,2014,8.31
mne,2015,9.03
mne,2016,8.72
mne,2017,8.59
mne,2018,8.32
mne,2019,7.25
mng,1991,1.39
mng,1992,1.35
mng,1993,1.35
mng,1994,1.38
mng,1995,1.3
mng,1996,1.3
mng,1997,1.29
mng,1998,1.31
mng,1999,1.3
mng,2000,1.29
mng,2001,1.29
mng,2002,1.28
mng,2003,1.26
mng,2004,1.27
mng,2005,1.24
mng,2006,1.24
mng,2007,1.25
mng,2008,1.25
mng,2009,1.22
mng,2010,1.2
mng,2011,1.25
mng,2012,0.87
mng,2013,1.15
mng,2014,1.58
mng,2015,1.34
mng,2016,1.48
mng,2017,0.98
mng,2018,1.47
mng,2019,1.41
moz,1991,3.7
moz,1992,3.64
moz,1993,3.57
moz,1994,3.36
moz,1995,3.87
moz,1996,3.97
moz,1997,3.9
moz,1998,3.79
moz,1999,3.61
moz,2000,3.65
moz,2001,3.44
moz,2002,3.52
moz,2003,3.45
moz,2004,3.3
moz,2005,3.28
moz,2006,3.27
moz,2007,3.26
moz,2008,3.19
moz,2009,3.09
moz,2010,3.03
moz,2011,2.92
moz,2012,2.82
moz,2013,2.63
moz,2014,2.45
moz,2015,2.37
moz,2016,2.35
moz,2017,2.42
moz,2018,2.57
moz,2019,2.55
mrt,1991,1.62
mrt,1992,1.68
mrt,1993,1.7
mrt,1994,1.74
mrt,1995,1.78
mrt,1996,1.8
mrt,1997,1.84
mrt,1998,1.74
mrt,1999,1.77
mrt,2000,1.83
mrt,2001,1.88
mrt,2002,1.95
mrt,2003,2.03
mrt,2004,2.07
mrt,2005,2.13
mrt,2006,2.11
mrt,2007,2.17
mrt,2008,2.18
mrt,2009,2.3
mrt,2010,2.35
mrt,2011,2.53
mrt,2012,2.66
mrt,2013,2.87
mrt,2014,3.16
mrt,2015,3.46
mrt,2016,3.68
mrt,2017,3.98
mrt,2018,4.08
mrt,2019,4.11
mus,1991,1.69
mus,1992,1.72
mus,1993,1.73
mus,1994,1.75
mus,1995,1.78
mus,1996,1.81
mus,1997,1.85
mus,1998,1.89
mus,1999,1.93
mus,2000,2.03
mus,2001,2.16
mus,2002,2.17
mus,2003,2.79
mus,2004,3.02
mus,2005,2.62
mus,2006,2.93
mus,2007,3.25
mus,2008,3.31
mus,2009,3.92
mus,2010,4.09
mus,2011,4.02
mus,2012,3.67
mus,2013,3.69
mus,2014,4.45
mus,2015,3.95
mus,2016,4.45
mus,2017,4.3
mus,2018,3.45
mus,2019,3.39
mwi,1991,1.09
mwi,1992,1.07
mwi,1993,1.1
mwi,1994,0.94
mwi,1995,1.05
mwi,1996,1.14
mwi,1997,1.09
mwi,1998,1.14
mwi,1999,1.17
mwi,2000,1.15
mwi,2001,1.16
mwi,2002,1.31
mwi,2003,1.33
mwi,2004,1.35
mwi,2005,1.32
mwi,2006,1.29
mwi,2007,1.27
mwi,2008,1.23
mwi,2009,1.16
mwi,2010,1.19
mwi,2011,1.19
mwi,2012,1.18
mwi,2013,1.13
mwi,2014,1.22
mwi,2015,1.19
mwi,2016,1.21
mwi,2017,1.21
mwi,2018,1.19
mwi,2019,1.24
mys,1991,2.23
mys,1992,2.29
mys,1993,2.37
mys,1994,2.45
mys,1995,2.46
mys,1996,2.99
mys,1997,2.6
mys,1998,2.94
mys,1999,2.29
mys,2000,2.98
mys,2001,3.28
mys,2002,3.02
mys,2003,3.37
mys,2004,3.55
mys,2005,3.36
mys,2006,3.86
mys,2007,3.44
mys,2008,3.48
mys,2009,3.67
mys,2010,3.8
mys,2011,3.61
mys,2012,3.71
mys,2013,3.87
mys,2014,3.69
mys,2015,4.04
mys,2016,3.43
mys,2017,3.82
mys,2018,3.7
mys,2019,3.61
nam,1991,4.39
nam,1992,4.42
nam,1993,4.57
nam,1994,4.78
nam,1995,4.82
nam,1996,4.93
nam,1997,5.03
nam,1998,5.09
nam,1999,5.08
nam,2000,5.15
nam,2001,5.17
nam,2002,5.25
nam,2003,5.26
nam,2004,5.35
nam,2005,5.42
nam,2006,5.2
nam,2007,4.77
nam,2008,4.84
nam,2009,4.78
nam,2010,4.65
nam,2011,4.82
nam,2012,4.76
nam,2013,3.17
nam,2014,3.68
nam,2015,4.09
nam,2016,4.52
nam,2017,5.39
nam,2018,6.32
nam,2019,6.63
ncl,1991,2.8
ncl,1992,2.77
ncl,1993,2.72
ncl,1994,2.73
ncl,1995,2.75
ncl,1996,2.72
ncl,1997,2.68
ncl,1998,2.63
ncl,1999,2.62
ncl,2000,2.63
ncl,2001,2.65
ncl,2002,2.68
ncl,2003,2.71
ncl,2004,2.73
ncl,2005,2.76
ncl,2006,2.81
ncl,2007,2.83
ncl,2008,2.84
ncl,2009,2.88
ncl,2010,2.95
ncl,2011,2.96
ncl,2012,2.95
ncl,2013,2.94
ncl,2014,2.92
ncl,2015,2.85
ncl,2016,2.8
ncl,2017,2.73
ncl,2018,2.66
ncl,2019,2.58
ner,1991,0.68
ner,1992,0.69
ner,1993,0.68
ner,1994,0.7
ner,1995,0.71
ner,1996,0.71
ner,1997,0.72
ner,1998,0.73
ner,1999,0.71
ner,2000,0.74
ner,2001,0.78
ner,2002,0.79
ner,2003,0.8
ner,2004,0.8
ner,2005,0.83
ner,2006,0.85
ner,2007,0.85
ner,2008,0.86
ner,2009,0.84
ner,2010,0.9
ner,2011,0.89
ner,2012,1.03
ner,2013,0.85
ner,2014,0.67
ner,2015,0.68
ner,2016,0.69
ner,2017,0.7
ner,2018,0.71
ner,2019,0.73
nga,1991,0.29
nga,1992,0.29
nga,1993,0.29
nga,1994,0.29
nga,1995,0.29
nga,1996,0.29
nga,1997,0.3
nga,1998,0.3
nga,1999,0.3
nga,2000,0.31
nga,2001,0.3
nga,2002,0.3
nga,2003,0.31
nga,2004,0.29
nga,2005,0.29
nga,2006,0.29
nga,2007,0.27
nga,2008,0.27
nga,2009,0.28
nga,2010,0.27
nga,2011,0.27
nga,2012,0.27
nga,2013,0.28
nga,2014,0.29
nga,2015,0.3
nga,2016,0.3
nga,2017,0.31
nga,2018,0.3
nga,2019,0.3
nic,1991,2.07
nic,1992,2.07
nic,1993,2.06
nic,1994,1.94
nic,1995,1.97
nic,1996,2.01
nic,1997,2.03
nic,1998,2.07
nic,1999,2.11
nic,2000,2.11
nic,2001,2.7
nic,2002,3.43
nic,2003,4.34
nic,2004,4.2
nic,2005,4.74
nic,2006,4.25
nic,2007,4.17
nic,2008,4.1
nic,2009,4.03
nic,2010,4.28
nic,2011,4.53
nic,2012,4.82
nic,2013,5.13
nic,2014,5.45
nic,2015,5.52
nic,2016,5.62
nic,2017,5.67
nic,2018,5.72
nic,2019,5.75
nld,1991,3.28
nld,1992,3.42
nld,1993,3.5
nld,1994,4.02
nld,1995,4.02
nld,1996,3.83
nld,1997,3.93
nld,1998,3.97
nld,1999,3.91
nld,2000,3.25
nld,2001,3.34
nld,2002,3.5
nld,2003,3.58
nld,2004,3.73
nld,2005,4.06
nld,2006,4.12
nld,2007,4.07
nld,2008,3.97
nld,2009,3.95
nld,2010,3.91
nld,2011,3.88
nld,2012,3.85
nld,2013,3.87
nld,2014,3.96
nld,2015,3.83
nld,2016,4.03
nld,2017,3.98
nld,2018,3.99
nld,2019,3.85
nor,1991,3.96
nor,1992,4
nor,1993,3.77
nor,1994,3.56
nor,1995,3.43
nor,1996,2.36
nor,1997,1.98
nor,1998,1.85
nor,1999,1.69
nor,2000,1.72
nor,2001,1.65
nor,2002,1.37
nor,2003,1.42
nor,2004,1.58
nor,2005,1.52
nor,2006,2.04
nor,2007,2.14
nor,2008,2.07
nor,2009,2.22
nor,2010,2.16
nor,2011,1.84
nor,2012,1.78
nor,2013,1.84
nor,2014,1.91
nor,2015,1.72
nor,2016,1.81
nor,2017,1.78
nor,2018,1.56
nor,2019,1.69
npl,1991,0.9
npl,1992,0.9
npl,1993,0.91
npl,1994,0.91
npl,1995,0.91
npl,1996,0.92
npl,1997,0.92
npl,1998,0.93
npl,1999,0.93
npl,2000,0.93
npl,2001,0.94
npl,2002,0.94
npl,2003,0.95
npl,2004,0.95
npl,2005,0.96
npl,2006,0.96
npl,2007,0.97
npl,2008,0.97
npl,2009,0.98
npl,2010,0.99
npl,2011,0.99
npl,2012,1
npl,2013,1
npl,2014,1.01
npl,2015,1.01
npl,2016,1.02
npl,2017,1.02
npl,2018,1.03
npl,2019,1.03
nzl,1991,7.72
nzl,1992,8.09
nzl,1993,8.03
nzl,1994,8.35
nzl,1995,8.12
nzl,1996,7.52
nzl,1997,7.27
nzl,1998,7.69
nzl,1999,7.38
nzl,2000,7.06
nzl,2001,7.15
nzl,2002,6.92
nzl,2003,7.08
nzl,2004,7
nzl,2005,6.53
nzl,2006,5.43
nzl,2007,5.3
nzl,2008,5.1
nzl,2009,4.88
nzl,2010,4.55
nzl,2011,4.34
nzl,2012,4.94
nzl,2013,4.68
nzl,2014,3.76
nzl,2015,3.57
nzl,2016,5.75
nzl,2017,6.25
nzl,2018,6.14
nzl,2019,6.28
omn,1991,2.03
omn,1992,2.05
omn,1993,2.08
omn,1994,2.2
omn,1995,2.34
omn,1996,2.47
omn,1997,2.28
omn,1998,2.12
omn,1999,1.94
omn,2000,1.79
omn,2001,1.73
omn,2002,1.67
omn,2003,1.59
omn,2004,1.53
omn,2005,1.46
omn,2006,1.39
omn,2007,1.33
omn,2008,1.26
omn,2009,1.23
omn,2010,1.18
omn,2011,1.16
omn,2012,1.16
omn,2013,1.15
omn,2014,1.16
omn,2015,1.17
omn,2016,1.17
omn,2017,1.16
omn,2018,1.14
omn,2019,1.14
pak,1991,0.99
pak,1992,0.98
pak,1993,0.98
pak,1994,0.98
pak,1995,0.96
pak,1996,0.96
pak,1997,1.06
pak,1998,0.85
pak,1999,0.85
pak,2000,0.78
pak,2001,0.78
pak,2002,0.82
pak,2003,0.82
pak,2004,0.88
pak,2005,0.88
pak,2006,0.94
pak,2007,0.87
pak,2008,0.99
pak,2009,1.25
pak,2010,1.32
pak,2011,1.49
pak,2012,1.4
pak,2013,1.3
pak,2014,1.11
pak,2015,1.41
pak,2016,1.33
pak,2017,1.37
pak,2018,1.41
pak,2019,1.41
pan,1991,3.29
pan,1992,2.43
pan,1993,2.35
pan,1994,2.72
pan,1995,3.08
pan,1996,3.14
pan,1997,2.91
pan,1998,3.17
pan,1999,2.92
pan,2000,2.81
pan,2001,2.66
pan,2002,3.08
pan,2003,3.05
pan,2004,3.4
pan,2005,3.22
pan,2006,3.29
pan,2007,3.21
pan,2008,3.4
pan,2009,3.11
pan,2010,3.21
pan,2011,3.05
pan,2012,2.79
pan,2013,2.43
pan,2014,2.81
pan,2015,3.07
pan,2016,3.59
pan,2017,2.63
pan,2018,3.14
pan,2019,2.9
per,1991,4.7
per,1992,4.7
per,1993,4.72
per,1994,4.77
per,1995,4.79
per,1996,4.79
per,1997,4.82
per,1998,4.8
per,1999,4.81
per,2000,4.86
per,2001,4.92
per,2002,5.05
per,2003,5.1
per,2004,5.28
per,2005,5.41
per,2006,5.37
per,2007,5.66
per,2008,5.36
per,2009,5.39
per,2010,5.67
per,2011,5.17
per,2012,5.3
per,2013,4.75
per,2014,4.34
per,2015,4.06
per,2016,4.2
per,2017,3.87
per,2018,3.89
per,2019,3.9
phl,1991,5.39
phl,1992,5.39
phl,1993,5.4
phl,1994,5.38
phl,1995,5.32
phl,1996,5.2
phl,1997,5.09
phl,1998,5.16
phl,1999,4.83
phl,2000,4.79
phl,2001,5.32
phl,2002,5.53
phl,2003,5.24
phl,2004,5.07
phl,2005,4.7
phl,2006,4.37
phl,2007,4.26
phl,2008,4.18
phl,2009,4.1
phl,2010,3.87
phl,2011,3.64
phl,2012,3.55
phl,2013,3.34
phl,2014,3.2
phl,2015,3.15
phl,2016,3.31
phl,2017,3.7
phl,2018,3.62
phl,2019,2.95
png,1991,1.51
png,1992,1.47
png,1993,1.41
png,1994,1.33
png,1995,1.3
png,1996,1.26
png,1997,1.24
png,1998,1.23
png,1999,1.19
png,2000,1.19
png,2001,1.18
png,2002,1.18
png,2003,1.17
png,2004,1.15
png,2005,1.12
png,2006,1.09
png,2007,1.05
png,2008,1.04
png,2009,1.01
png,2010,0.94
png,2011,0.96
png,2012,0.95
png,2013,1
png,2014,0.95
png,2015,0.89
png,2016,0.85
png,2017,0.82
png,2018,0.82
png,2019,0.8
pol,1991,3.7
pol,1992,3.72
pol,1993,3.82
pol,1994,3.9
pol,1995,3.7
pol,1996,3.7
pol,1997,3.68
pol,1998,4.05
pol,1999,3.84
pol,2000,3.89
pol,2001,3.7
pol,2002,3.78
pol,2003,3.78
pol,2004,3.99
pol,2005,3.95
pol,2006,4.03
pol,2007,4.04
pol,2008,4.06
pol,2009,4.12
pol,2010,4.23
pol,2011,4.22
pol,2012,4.17
pol,2013,4.2
pol,2014,4.13
pol,2015,3.93
pol,2016,3.95
pol,2017,4.04
pol,2018,4.05
pol,2019,4.03
pri,1991,7.33
pri,1992,7.17
pri,1993,7.1
pri,1994,7.19
pri,1995,7.22
pri,1996,7.04
pri,1997,7.05
pri,1998,6.83
pri,1999,7.23
pri,2000,7.13
pri,2001,6.98
pri,2002,7.33
pri,2003,7.05
pri,2004,7.25
pri,2005,7.15
pri,2006,7.42
pri,2007,7.46
pri,2008,6.98
pri,2009,6.84
pri,2010,6.7
pri,2011,6.86
pri,2012,6.94
pri,2013,7.01
pri,2014,7.08
pri,2015,7.11
pri,2016,6.73
pri,2017,6.36
pri,2018,6.7
pri,2019,6.98
prk,1991,1.38
prk,1992,1.38
prk,1993,1.38
prk,1994,1.39
prk,1995,1.38
prk,1996,1.39
prk,1997,1.39
prk,1998,1.39
prk,1999,1.39
prk,2000,1.4
prk,2001,1.4
prk,2002,1.41
prk,2003,1.41
prk,2004,1.41
prk,2005,1.42
prk,2006,1.42
prk,2007,1.42
prk,2008,1.42
prk,2009,1.42
prk,2010,1.42
prk,2011,1.42
prk,2012,1.42
prk,2013,1.42
prk,2014,1.42
prk,2015,1.42
prk,2016,1.42
prk,2017,1.42
prk,2018,1.42
prk,2019,1.42
prt,1991,6.12
prt,1992,6.14
prt,1993,6.28
prt,1994,6.46
prt,1995,6.35
prt,1996,6.56
prt,1997,6.12
prt,1998,6.23
prt,1999,6.02
prt,2000,6.24
prt,2001,6.25
prt,2002,6.28
prt,2003,6.35
prt,2004,6.41
prt,2005,5.86
prt,2006,5.44
prt,2007,5.57
prt,2008,5.54
prt,2009,5.42
prt,2010,5.17
prt,2011,5.16
prt,2012,5.05
prt,2013,5.23
prt,2014,5.2
prt,2015,4.8
prt,2016,4.77
prt,2017,4.75
prt,2018,4.84
prt,2019,4.83
pry,1991,2.76
pry,1992,2.82
pry,1993,2.88
pry,1994,2.95
pry,1995,3.03
pry,1996,3.09
pry,1997,3.17
pry,1998,3.24
pry,1999,3.34
pry,2000,3.45
pry,2001,3.65
pry,2002,3.88
pry,2003,4.41
pry,2004,4.37
pry,2005,4.88
pry,2006,4.72
pry,2007,5.44
pry,2008,5.33
pry,2009,5.8
pry,2010,5.26
pry,2011,5.14
pry,2012,5.68
pry,2013,6.34
pry,2014,6.46
pry,2015,4.98
pry,2016,5.11
pry,2017,5.34
pry,2018,5.38
pry,2019,6.04
pse,1991,4.67
pse,1992,4.71
pse,1993,4.76
pse,1994,4.97
pse,1995,5.01
pse,1996,5.02
pse,1997,4.94
pse,1998,4.96
pse,1999,5.05
pse,2000,4.74
pse,2001,4.96
pse,2002,3.84
pse,2003,3.63
pse,2004,4.21
pse,2005,4.37
pse,2006,4.65
pse,2007,4.11
pse,2008,4.4
pse,2009,6.29
pse,2010,6.39
pse,2011,6.44
pse,2012,6.45
pse,2013,6.27
pse,2014,6.45
pse,2015,6.33
pse,2016,6.47
pse,2017,6.53
pse,2018,7.08
pse,2019,6.53
pyf,1991,3.15
pyf,1992,3.13
pyf,1993,3.13
pyf,1994,3.11
pyf,1995,3.08
pyf,1996,3.03
pyf,1997,2.97
pyf,1998,2.93
pyf,1999,2.84
pyf,2000,2.72
pyf,2001,2.67
pyf,2002,2.58
pyf,2003,2.5
pyf,2004,2.38
pyf,2005,2.29
pyf,2006,2.19
pyf,2007,2.08
pyf,2008,1.97
pyf,2009,1.85
pyf,2010,1.78
pyf,2011,1.73
pyf,2012,1.69
pyf,2013,1.64
pyf,2014,1.59
pyf,2015,1.54
pyf,2016,1.49
pyf,2017,1.44
pyf,2018,1.38
pyf,2019,1.32
qat,1991,0.51
qat,1992,0.5
qat,1993,0.51
qat,1994,0.51
qat,1995,0.51
qat,1996,0.52
qat,1997,0.52
qat,1998,0.55
qat,1999,0.57
qat,2000,0.58
qat,2001,0.61
qat,2002,0.63
qat,2003,0.66
qat,2004,0.68
qat,2005,0.63
qat,2006,0.58
qat,2007,0.52
qat,2008,0.47
qat,2009,0.44
qat,2010,0.4
qat,2011,0.36
qat,2012,0.33
qat,2013,0.3
qat,2014,0.29
qat,2015,0.28
qat,2016,0.27
qat,2017,0.28
qat,2018,0.27
qat,2019,0.27
rou,1991,3.81
rou,1992,3.75
rou,1993,2.19
rou,1994,1.3
rou,1995,1.41
rou,1996,1.29
rou,1997,1.29
rou,1998,1.21
rou,1999,0.91
rou,2000,1.07
rou,2001,1.19
rou,2002,1.4
rou,2003,1.31
rou,2004,1.58
rou,2005,1.69
rou,2006,1.61
rou,2007,1.46
rou,2008,1.33
