geo,time,sp_dyn_imrt_in
lca,2002,15.6
lca,2003,15.7
lca,2004,15.8
lca,2005,16
lca,2006,16.1
lca,2007,16.4
lca,2008,16.6
lca,2009,16.9
lca,2010,17.3
lca,2011,17.7
lca,2012,18.1
lca,2013,18.5
lca,2014,19
lca,2015,19.5
lca,2016,20
lca,2017,20.6
lca,2018,21.1
lca,2019,21.6
lca,2020,22
lka,1960,68.1
lka,1961,65.4
lka,1962,63.6
lka,1963,62.3
lka,1964,61
lka,1965,59.7
lka,1966,58.1
lka,1967,56.3
lka,1968,54.8
lka,1969,53.8
lka,1970,53
lka,1971,52.5
lka,1972,52
lka,1973,51.3
lka,1974,50.4
lka,1975,49
lka,1976,47.1
lka,1977,44.7
lka,1978,42.1
lka,1979,39.4
lka,1980,36.8
lka,1981,34.5
lka,1982,32.4
lka,1983,30.1
lka,1984,27.6
lka,1985,25.2
lka,1986,23
lka,1987,21.3
lka,1988,20.2
lka,1989,21.2
lka,1990,19.4
lka,1991,19.1
lka,1992,18.7
lka,1993,18.2
lka,1994,17.7
lka,1995,17
lka,1996,16.4
lka,1997,15.9
lka,1998,15.3
lka,1999,14.7
lka,2000,14.2
lka,2001,13.7
lka,2002,13.4
lka,2003,13
lka,2004,17.7
lka,2005,12.2
lka,2006,11.6
lka,2007,11
lka,2008,10.5
lka,2009,13.9
lka,2010,9.8
lka,2011,9.4
lka,2012,8.9
lka,2013,8.4
lka,2014,7.9
lka,2015,7.5
lka,2016,7.1
lka,2017,6.7
lka,2018,6.4
lka,2019,6.2
lka,2020,5.9
lso,1960,140.1
lso,1961,139.4
lso,1962,139.6
lso,1963,140.1
lso,1964,140.6
lso,1965,141
lso,1966,140.7
lso,1967,139.8
lso,1968,138.3
lso,1969,136.3
lso,1970,133.8
lso,1971,131.1
lso,1972,128.3
lso,1973,125.2
lso,1974,121.9
lso,1975,118
lso,1976,113.8
lso,1977,109.4
lso,1978,105
lso,1979,100.5
lso,1980,95.9
lso,1981,91.6
lso,1982,87.5
lso,1983,83.8
lso,1984,80.5
lso,1985,77.5
lso,1986,74.8
lso,1987,72.4
lso,1988,70.4
lso,1989,68.7
lso,1990,67.5
lso,1991,66.8
lso,1992,66.6
lso,1993,67.1
lso,1994,67.9
lso,1995,68.7
lso,1996,69.2
lso,1997,69.2
lso,1998,69.4
lso,1999,69.5
lso,2000,70
lso,2001,70.5
lso,2002,71.2
lso,2003,72.2
lso,2004,73
lso,2005,74
lso,2006,74.5
lso,2007,73.8
lso,2008,77.1
lso,2009,73.6
lso,2010,70.9
lso,2011,69
lso,2012,70.2
lso,2013,71
lso,2014,71.9
lso,2015,72.6
lso,2016,72.9
lso,2017,73.1
lso,2018,72.1
lso,2019,71.4
lso,2020,69.9
ltu,1967,20.5
ltu,1968,20.8
ltu,1969,19.6
ltu,1970,17.8
ltu,1971,16.7
ltu,1972,16.6
ltu,1973,17
ltu,1974,17.5
ltu,1975,17.7
ltu,1976,17.7
ltu,1977,17.5
ltu,1978,17.2
ltu,1979,16.7
ltu,1980,16
ltu,1981,15.5
ltu,1982,15.1
ltu,1983,14.7
ltu,1984,14.3
ltu,1985,13.8
ltu,1986,12.9
ltu,1987,11.9
ltu,1988,11.2
ltu,1989,11.3
ltu,1990,12
ltu,1991,13.1
ltu,1992,14.1
ltu,1993,14.4
ltu,1994,13.5
ltu,1995,12
ltu,1996,10.6
ltu,1997,9.8
ltu,1998,9.3
ltu,1999,8.9
ltu,2000,8.6
ltu,2001,8.2
ltu,2002,7.9
ltu,2003,7.6
ltu,2004,7.4
ltu,2005,7.3
ltu,2006,6.9
ltu,2007,6.5
ltu,2008,5.9
ltu,2009,5.4
ltu,2010,4.9
ltu,2011,4.5
ltu,2012,4.2
ltu,2013,4.1
ltu,2014,4
ltu,2015,4
ltu,2016,3.9
ltu,2017,3.6
ltu,2018,3.3
ltu,2019,2.9
ltu,2020,2.7
lux,1960,32
lux,1961,30.3
lux,1962,28.7
lux,1963,27.1
lux,1964,25.7
lux,1965,24.4
lux,1966,23.2
lux,1967,22.1
lux,1968,21
lux,1969,19.9
lux,1970,18.9
lux,1971,17.8
lux,1972,16.8
lux,1973,15.8
lux,1974,14.9
lux,1975,14.1
lux,1976,13.3
lux,1977,12.7
lux,1978,12.1
lux,1979,11.6
lux,1980,11.2
lux,1981,10.8
lux,1982,10.5
lux,1983,10.1
lux,1984,9.7
lux,1985,9.4
lux,1986,9
lux,1987,8.6
lux,1988,8.2
lux,1989,7.8
lux,1990,7.4
lux,1991,6.9
lux,1992,6.5
lux,1993,6.1
lux,1994,5.6
lux,1995,5.3
lux,1996,4.9
lux,1997,4.6
lux,1998,4.3
lux,1999,4
lux,2000,3.7
lux,2001,3.5
lux,2002,3.3
lux,2003,3.1
lux,2004,2.9
lux,2005,2.8
lux,2006,2.6
lux,2007,2.5
lux,2008,2.4
lux,2009,2.4
lux,2010,2.3
lux,2011,2.3
lux,2012,2.3
lux,2013,2.3
lux,2014,2.3
lux,2015,2.3
lux,2016,2.3
lux,2017,2.3
lux,2018,2.3
lux,2019,2.3
lux,2020,2.3
lva,1979,15.3
lva,1980,15.3
lva,1981,15.3
lva,1982,15.1
lva,1983,14.7
lva,1984,14.1
lva,1985,13.2
lva,1986,12.4
lva,1987,11.8
lva,1988,11.7
lva,1989,12.2
lva,1990,13.2
lva,1991,14.3
lva,1992,15.1
lva,1993,15.7
lva,1994,15.8
lva,1995,15.7
lva,1996,15.2
lva,1997,14.3
lva,1998,13.4
lva,1999,12.4
lva,2000,11.5
lva,2001,10.8
lva,2002,10.2
lva,2003,9.7
lva,2004,9.2
lva,2005,8.6
lva,2006,8.1
lva,2007,7.7
lva,2008,7.3
lva,2009,6.9
lva,2010,6.5
lva,2011,6.1
lva,2012,5.6
lva,2013,5.1
lva,2014,4.6
lva,2015,4.3
lva,2016,4
lva,2017,3.8
lva,2018,3.6
lva,2019,3.5
lva,2020,3.4
mar,1960,146.1
mar,1961,143.9
mar,1962,141.6
mar,1963,139.2
mar,1964,136.8
mar,1965,134.2
mar,1966,131.5
mar,1967,128.8
mar,1968,126.2
mar,1969,123.7
mar,1970,121.4
mar,1971,119.4
mar,1972,117.5
mar,1973,115.5
mar,1974,113.3
mar,1975,110.7
mar,1976,107.8
mar,1977,104.6
mar,1978,101.2
mar,1979,97.8
mar,1980,94.3
mar,1981,90.8
mar,1982,87.4
mar,1983,84
mar,1984,80.6
mar,1985,77.2
mar,1986,74
mar,1987,71.1
mar,1988,68.3
mar,1989,65.8
mar,1990,63.4
mar,1991,61.2
mar,1992,59.1
mar,1993,57
mar,1994,55
mar,1995,53
mar,1996,51
mar,1997,49.1
mar,1998,47.3
mar,1999,45.6
mar,2000,43.9
mar,2001,42.3
mar,2002,40.6
mar,2003,39
mar,2004,37.2
mar,2005,35.5
mar,2006,33.6
mar,2007,31.8
mar,2008,30.1
mar,2009,28.4
mar,2010,26.8
mar,2011,25.3
mar,2012,23.9
mar,2013,22.6
mar,2014,21.3
mar,2015,20.2
mar,2016,19.1
mar,2017,18.2
mar,2018,17.4
mar,2019,16.7
mar,2020,16
mco,1985,7.9
mco,1986,7.6
mco,1987,7.2
mco,1988,6.9
mco,1989,6.6
mco,1990,6.3
mco,1991,6
mco,1992,5.8
mco,1993,5.5
mco,1994,5.3
mco,1995,5.1
mco,1996,4.9
mco,1997,4.7
mco,1998,4.5
mco,1999,4.4
mco,2000,4.2
mco,2001,4.1
mco,2002,4
mco,2003,3.8
mco,2004,3.7
mco,2005,3.6
mco,2006,3.6
mco,2007,3.5
mco,2008,3.4
mco,2009,3.3
mco,2010,3.3
mco,2011,3.2
mco,2012,3.1
mco,2013,3
mco,2014,3
mco,2015,2.9
mco,2016,2.8
mco,2017,2.7
mco,2018,2.6
mco,2019,2.5
mco,2020,2.5
mda,1971,49.5
mda,1972,48.3
mda,1973,47.1
mda,1974,45.9
mda,1975,44.7
mda,1976,43.6
mda,1977,42.5
mda,1978,41.4
mda,1979,40.5
mda,1980,39.5
mda,1981,38.5
mda,1982,37.2
mda,1983,35.8
mda,1984,34.3
mda,1985,32.8
mda,1986,31.3
mda,1987,29.9
mda,1988,28.8
mda,1989,28
mda,1990,27.7
mda,1991,27.9
mda,1992,28.7
mda,1993,29.7
mda,1994,30.7
mda,1995,31.4
mda,1996,31.6
mda,1997,31.1
mda,1998,30
mda,1999,28.3
mda,2000,26.2
mda,2001,23.9
mda,2002,21.7
mda,2003,19.8
mda,2004,18.3
mda,2005,17.1
mda,2006,16.3
mda,2007,15.7
mda,2008,15.3
mda,2009,15
mda,2010,14.7
mda,2011,14.5
mda,2012,14.2
mda,2013,14
mda,2014,13.7
mda,2015,13.6
mda,2016,13.3
mda,2017,13.1
mda,2018,12.9
mda,2019,12.7
mda,2020,12.5
mdg,1968,90.3
mdg,1969,91.2
mdg,1970,92.2
mdg,1971,93.2
mdg,1972,94.4
mdg,1973,95.6
mdg,1974,97
mdg,1975,98.4
mdg,1976,99.7
mdg,1977,100.8
mdg,1978,101.9
mdg,1979,103
mdg,1980,104.1
mdg,1981,105.4
mdg,1982,106.5
mdg,1983,107.2
mdg,1984,107.4
mdg,1985,106.9
mdg,1986,105.6
mdg,1987,103.7
mdg,1988,101.3
mdg,1989,98.5
mdg,1990,95.5
mdg,1991,92.6
mdg,1992,89.9
mdg,1993,87.2
mdg,1994,84.6
mdg,1995,81.9
mdg,1996,79
mdg,1997,76.1
mdg,1998,73.2
mdg,1999,70.3
mdg,2000,67.5
mdg,2001,64.9
mdg,2002,62.5
mdg,2003,60.2
mdg,2004,58
mdg,2005,55.9
mdg,2006,53.9
mdg,2007,52
mdg,2008,50.3
mdg,2009,48.6
mdg,2010,47.1
mdg,2011,45.8
mdg,2012,44.6
mdg,2013,43.4
mdg,2014,42.3
mdg,2015,41.3
mdg,2016,40.3
mdg,2017,39.3
mdg,2018,38.2
mdg,2019,37.2
mdg,2020,36.3
mdv,1965,204.2
mdv,1966,197.9
mdv,1967,191.5
mdv,1968,185
mdv,1969,178.7
mdv,1970,172
mdv,1971,164.9
mdv,1972,157.4
mdv,1973,149.6
mdv,1974,142.1
mdv,1975,134.7
mdv,1976,127.6
mdv,1977,121
mdv,1978,114.9
mdv,1979,109
mdv,1980,103.5
mdv,1981,98.3
mdv,1982,93.5
mdv,1983,88.9
mdv,1984,84.6
mdv,1985,80.5
mdv,1986,76.6
mdv,1987,72.9
mdv,1988,69.4
mdv,1989,66
mdv,1990,62.8
mdv,1991,59.8
mdv,1992,56.8
mdv,1993,53.9
mdv,1994,50.9
mdv,1995,47.8
mdv,1996,44.7
mdv,1997,41.4
mdv,1998,38.2
mdv,1999,34.9
mdv,2000,31.7
mdv,2001,28.5
mdv,2002,25.5
mdv,2003,22.8
mdv,2004,21.4
mdv,2005,18.3
mdv,2006,16.5
mdv,2007,15.1
mdv,2008,13.8
mdv,2009,12.8
mdv,2010,11.9
mdv,2011,11.1
mdv,2012,10.4
mdv,2013,9.7
mdv,2014,9.1
mdv,2015,8.4
mdv,2016,7.7
mdv,2017,7.1
mdv,2018,6.5
mdv,2019,6
mdv,2020,5.5
mex,1960,106.9
mex,1961,102.9
mex,1962,99.2
mex,1963,95.8
mex,1964,92.6
mex,1965,89.6
mex,1966,86.7
mex,1967,84
mex,1968,81.3
mex,1969,78.8
mex,1970,76.3
mex,1971,73.8
mex,1972,71.4
mex,1973,69
mex,1974,66.8
mex,1975,64.5
mex,1976,62.4
mex,1977,60.2
mex,1978,58.1
mex,1979,56
mex,1980,53.9
mex,1981,51.9
mex,1982,50
mex,1983,48.1
mex,1984,46.2
mex,1985,44.4
mex,1986,42.7
mex,1987,41
mex,1988,39.4
mex,1989,37.8
mex,1990,36.3
mex,1991,34.8
mex,1992,33.4
mex,1993,32
mex,1994,30.7
mex,1995,29.5
mex,1996,28.2
mex,1997,27
mex,1998,25.9
mex,1999,24.8
mex,2000,23.8
mex,2001,22.8
mex,2002,21.9
mex,2003,21
mex,2004,20.2
mex,2005,19.5
mex,2006,18.8
mex,2007,18.2
mex,2008,17.6
mex,2009,17
mex,2010,16.4
mex,2011,15.9
mex,2012,15.4
mex,2013,14.9
mex,2014,14.4
mex,2015,13.9
mex,2016,13.5
mex,2017,13
mex,2018,12.6
mex,2019,12.2
mex,2020,11.8
mhl,1960,85.4
mhl,1961,81.7
mhl,1962,78.4
mhl,1963,75.3
mhl,1964,72.4
mhl,1965,69.7
mhl,1966,67.4
mhl,1967,65
mhl,1968,62.7
mhl,1969,60.6
mhl,1970,58.5
mhl,1971,56.7
mhl,1972,55.1
mhl,1973,53.7
mhl,1974,52.8
mhl,1975,52.1
mhl,1976,51.6
mhl,1977,51
mhl,1978,50.5
mhl,1979,49.9
mhl,1980,49.2
mhl,1981,48.4
mhl,1982,47.4
mhl,1983,46.4
mhl,1984,45.2
mhl,1985,44
mhl,1986,42.8
mhl,1987,41.5
mhl,1988,40.2
mhl,1989,38.9
mhl,1990,37.6
mhl,1991,36.4
mhl,1992,35.3
mhl,1993,34.3
mhl,1994,33.7
mhl,1995,33.3
mhl,1996,33.2
mhl,1997,33.3
mhl,1998,33.5
mhl,1999,33.7
mhl,2000,33.9
mhl,2001,33.9
mhl,2002,33.8
mhl,2003,33.6
mhl,2004,33.4
mhl,2005,33.2
mhl,2006,32.9
mhl,2007,32.6
mhl,2008,32.3
mhl,2009,32
mhl,2010,31.7
mhl,2011,31.4
mhl,2012,30.9
mhl,2013,30.4
mhl,2014,29.7
mhl,2015,29.1
mhl,2016,28.4
mhl,2017,27.7
mhl,2018,26.9
mhl,2019,26.3
mhl,2020,25.5
mkd,1981,52.5
mkd,1982,50.2
mkd,1983,47.7
mkd,1984,45.9
mkd,1985,45.3
mkd,1986,44.5
mkd,1987,42.5
mkd,1988,39.4
mkd,1989,36.2
mkd,1990,33.3
mkd,1991,31.1
mkd,1992,29.7
mkd,1993,28.3
mkd,1994,25.6
mkd,1995,22
mkd,1996,18.9
mkd,1997,17.3
mkd,1998,16.5
mkd,1999,15.6
mkd,2000,14.3
mkd,2001,13.2
mkd,2002,12.8
mkd,2003,12.8
mkd,2004,12.7
mkd,2005,12.2
mkd,2006,11.5
mkd,2007,10.9
mkd,2008,10.3
mkd,2009,9.7
mkd,2010,9.2
mkd,2011,8.8
mkd,2012,9
mkd,2013,9.4
mkd,2014,9.9
mkd,2015,10
mkd,2016,9.6
mkd,2017,8.5
mkd,2018,7.1
mkd,2019,6
mkd,2020,5.2
mli,1963,206
mli,1964,202.6
mli,1965,199.2
mli,1966,196.2
mli,1967,193.3
mli,1968,190.5
mli,1969,187.7
mli,1970,185.1
mli,1971,182.3
mli,1972,179.4
mli,1973,176.4
mli,1974,173.1
mli,1975,169.5
mli,1976,165.7
mli,1977,161.9
mli,1978,158.1
mli,1979,154.4
mli,1980,150.8
mli,1981,147.2
mli,1982,143.6
mli,1983,140.1
mli,1984,136.6
mli,1985,133.3
mli,1986,130.2
mli,1987,127.3
mli,1988,124.7
mli,1989,122.3
mli,1990,120.1
mli,1991,118.2
mli,1992,116.5
mli,1993,115
mli,1994,113.5
mli,1995,112
mli,1996,110.4
mli,1997,108.6
mli,1998,106.5
mli,1999,104.1
mli,2000,101.5
mli,2001,98.8
mli,2002,96.1
mli,2003,93.3
mli,2004,90.7
mli,2005,88.1
mli,2006,85.7
mli,2007,83.3
mli,2008,81.1
mli,2009,78.8
mli,2010,76.7
mli,2011,74.6
mli,2012,72.6
mli,2013,70.6
mli,2014,68.7
mli,2015,66.8
mli,2016,65.1
mli,2017,63.4
mli,2018,61.8
mli,2019,60.3
mli,2020,58.8
mlt,1960,36.1
mlt,1961,34.2
mlt,1962,32.9
mlt,1963,31.9
mlt,1964,31.1
mlt,1965,30.3
mlt,1966,29.4
mlt,1967,28.3
mlt,1968,27.2
mlt,1969,26.1
mlt,1970,24.9
mlt,1971,23.7
mlt,1972,22.5
mlt,1973,21.3
mlt,1974,20.2
mlt,1975,19.1
mlt,1976,18.1
mlt,1977,17.1
mlt,1978,16.3
mlt,1979,15.6
mlt,1980,15
mlt,1981,14.5
mlt,1982,13.9
mlt,1983,13.4
mlt,1984,12.9
mlt,1985,12.3
mlt,1986,11.8
mlt,1987,11.3
mlt,1988,10.8
mlt,1989,10.4
mlt,1990,10
mlt,1991,9.6
mlt,1992,9.3
mlt,1993,9
mlt,1994,8.7
mlt,1995,8.3
mlt,1996,8
mlt,1997,7.7
mlt,1998,7.4
mlt,1999,7.1
mlt,2000,6.9
mlt,2001,6.6
mlt,2002,6.5
mlt,2003,6.3
mlt,2004,6.2
mlt,2005,6.1
mlt,2006,6
mlt,2007,6
mlt,2008,5.9
mlt,2009,5.9
mlt,2010,5.8
mlt,2011,5.8
mlt,2012,5.8
mlt,2013,5.8
mlt,2014,5.8
mlt,2015,5.7
mlt,2016,5.7
mlt,2017,5.7
mlt,2018,5.7
mlt,2019,5.7
mlt,2020,5.6
mmr,1968,123
mmr,1969,120.7
mmr,1970,118.8
mmr,1971,116.8
mmr,1972,114.7
mmr,1973,112.5
mmr,1974,110.5
mmr,1975,108.3
mmr,1976,106.2
mmr,1977,104.1
mmr,1978,101.9
mmr,1979,100
mmr,1980,98.1
mmr,1981,96.2
mmr,1982,94.5
mmr,1983,92.8
mmr,1984,91.2
mmr,1985,89.6
mmr,1986,88.2
mmr,1987,86.6
mmr,1988,85
mmr,1989,83.4
mmr,1990,81.8
mmr,1991,80.2
mmr,1992,78.5
mmr,1993,76.7
mmr,1994,75
mmr,1995,73.3
mmr,1996,71.6
mmr,1997,70
mmr,1998,68.4
mmr,1999,66.9
mmr,2000,65.4
mmr,2001,63.8
mmr,2002,62.3
mmr,2003,60.7
mmr,2004,59.1
mmr,2005,57.4
mmr,2006,55.8
mmr,2007,54.1
mmr,2008,63.4
mmr,2009,50.5
mmr,2010,48.8
mmr,2011,47
mmr,2012,45.4
mmr,2013,43.8
mmr,2014,42.3
mmr,2015,41
mmr,2016,39.7
mmr,2017,38.5
mmr,2018,37.2
mmr,2019,36.1
mmr,2020,35
mne,1984,25.1
mne,1985,22.7
mne,1986,20.6
mne,1987,18.8
mne,1988,17.2
mne,1989,15.9
mne,1990,14.9
mne,1991,14.3
mne,1992,13.9
mne,1993,13.6
mne,1994,13.6
mne,1995,13.5
mne,1996,13.5
mne,1997,13.4
mne,1998,13.2
mne,1999,12.9
mne,2000,12.5
mne,2001,12
mne,2002,11.4
mne,2003,10.6
mne,2004,9.9
mne,2005,9.2
mne,2006,8.4
mne,2007,7.7
mne,2008,7
mne,2009,6.3
mne,2010,5.7
mne,2011,5.1
mne,2012,4.6
mne,2013,4.1
mne,2014,3.7
mne,2015,3.3
mne,2016,3
mne,2017,2.6
mne,2018,2.4
mne,2019,2.1
mne,2020,2
mng,1978,118.8
mng,1979,115.1
mng,1980,111.5
mng,1981,107.9
mng,1982,104.4
mng,1983,101
mng,1984,97.6
mng,1985,94
mng,1986,90.4
mng,1987,86.7
mng,1988,83.2
mng,1989,79.8
mng,1990,76.7
mng,1991,73.8
mng,1992,71.2
mng,1993,68.6
mng,1994,66.1
mng,1995,63.6
mng,1996,60.9
mng,1997,58
mng,1998,55
mng,1999,51.9
mng,2000,48.6
mng,2001,45.3
mng,2002,42
mng,2003,38.9
mng,2004,35.9
mng,2005,33.1
mng,2006,30.5
mng,2007,28.1
mng,2008,25.9
mng,2009,23.9
mng,2010,22.1
mng,2011,20.6
mng,2012,19.4
mng,2013,18.3
mng,2014,17.4
mng,2015,16.6
mng,2016,15.9
mng,2017,15.1
mng,2018,14.4
mng,2019,13.8
mng,2020,13.2
moz,1967,181.5
moz,1968,182.1
moz,1969,182.4
moz,1970,182.4
moz,1971,182.3
moz,1972,181.8
moz,1973,181.3
moz,1974,180.8
moz,1975,180.1
moz,1976,179.5
moz,1977,179.1
moz,1978,178.9
moz,1979,178.8
moz,1980,178.9
moz,1981,178.9
moz,1982,178.3
moz,1983,177.2
moz,1984,175.6
moz,1985,173.7
moz,1986,171.5
moz,1987,169.4
moz,1988,167.2
moz,1989,165.1
moz,1990,162.8
moz,1991,160.5
moz,1992,157.7
moz,1993,154.2
moz,1994,150.2
moz,1995,145.3
moz,1996,139.4
moz,1997,132.8
moz,1998,125.8
moz,1999,119
moz,2000,112.4
moz,2001,106.1
moz,2002,100.3
moz,2003,95.3
moz,2004,90.8
moz,2005,86.9
moz,2006,83.2
moz,2007,78
moz,2008,75.6
moz,2009,72.7
moz,2010,72.5
moz,2011,68.8
moz,2012,66.4
moz,2013,64.7
moz,2014,63
moz,2015,61.3
moz,2016,59.4
moz,2017,57.5
moz,2018,56
moz,2019,54.3
moz,2020,52.8
mrt,1960,130.4
mrt,1961,127.6
mrt,1962,124.9
mrt,1963,122.1
mrt,1964,119.3
mrt,1965,116.5
mrt,1966,113.8
mrt,1967,111.1
mrt,1968,108.5
mrt,1969,106.4
mrt,1970,105
mrt,1971,104.1
mrt,1972,103.7
mrt,1973,103.4
mrt,1974,103
mrt,1975,102.1
mrt,1976,100.7
mrt,1977,98.9
mrt,1978,96.8
mrt,1979,94.7
mrt,1980,92.6
mrt,1981,90.5
mrt,1982,88.4
mrt,1983,86.2
mrt,1984,83.7
mrt,1985,81.1
mrt,1986,78.6
mrt,1987,76.3
mrt,1988,74.2
mrt,1989,72.6
mrt,1990,71.4
mrt,1991,70.6
mrt,1992,70
mrt,1993,69.6
mrt,1994,69.5
mrt,1995,69.4
mrt,1996,69.5
mrt,1997,69.4
mrt,1998,69.4
mrt,1999,69.3
mrt,2000,69.1
mrt,2001,68.9
mrt,2002,68.6
mrt,2003,68.3
mrt,2004,67.8
mrt,2005,67
mrt,2006,66.1
mrt,2007,65
mrt,2008,63.8
mrt,2009,62.5
mrt,2010,61.2
mrt,2011,60
mrt,2012,58.8
mrt,2013,57.5
mrt,2014,56.2
mrt,2015,55
mrt,2016,53.8
mrt,2017,52.6
mrt,2018,51.5
mrt,2019,50.2
mrt,2020,49
mus,1960,70.3
mus,1961,67.3
mus,1962,63.8
mus,1963,60.6
mus,1964,58.7
mus,1965,59.5
mus,1966,64.1
mus,1967,69.6
mus,1968,69.7
mus,1969,62.8
mus,1970,56.5
mus,1971,56.1
mus,1972,59.1
mus,1973,59.5
mus,1974,54
mus,1975,47.2
mus,1976,42.3
mus,1977,39.3
mus,1978,37.2
mus,1979,35.3
mus,1980,33.2
mus,1981,30.5
mus,1982,27.8
mus,1983,25.7
mus,1984,24.6
mus,1985,24.2
mus,1986,24.3
mus,1987,24.4
mus,1988,23.6
mus,1989,21.8
mus,1990,20
mus,1991,18.9
mus,1992,18.5
mus,1993,18.7
mus,1994,19.2
mus,1995,19.9
mus,1996,20.3
mus,1997,20.2
mus,1998,19.5
mus,1999,18.1
mus,2000,16.6
mus,2001,15.3
mus,2002,14.4
mus,2003,13.8
mus,2004,13.5
mus,2005,13.4
mus,2006,13.2
mus,2007,13
mus,2008,12.7
mus,2009,12.5
mus,2010,12.5
mus,2011,12.6
mus,2012,13
mus,2013,13.1
mus,2014,12.9
mus,2015,12.8
mus,2016,12.8
mus,2017,13.2
mus,2018,13.7
mus,2019,14.3
mus,2020,14.8
mwi,1965,213
mwi,1966,212.3
mwi,1967,211.3
mwi,1968,210.2
mwi,1969,209
mwi,1970,206.8
mwi,1971,203.4
mwi,1972,199.1
mwi,1973,193.8
mwi,1974,188.4
mwi,1975,182.7
mwi,1976,177
mwi,1977,170.9
mwi,1978,164.6
mwi,1979,158
mwi,1980,152.7
mwi,1981,148.1
mwi,1982,145.5
mwi,1983,145.4
mwi,1984,147.2
mwi,1985,149.7
mwi,1986,151.5
mwi,1987,151.5
mwi,1988,150
mwi,1989,146.9
mwi,1990,142.8
mwi,1991,138.1
mwi,1992,133.2
mwi,1993,128.6
mwi,1994,124.2
mwi,1995,120.5
mwi,1996,117.5
mwi,1997,114.5
mwi,1998,111
mwi,1999,106.4
mwi,2000,100.5
mwi,2001,92.9
mwi,2002,84.6
mwi,2003,76.8
mwi,2004,70.1
mwi,2005,65
mwi,2006,61.6
mwi,2007,59.6
mwi,2008,56.5
mwi,2009,54.5
mwi,2010,52.4
mwi,2011,48.8
mwi,2012,45.6
mwi,2013,42.2
mwi,2014,39.2
mwi,2015,36.7
mwi,2016,34.6
mwi,2017,32.8
mwi,2018,31.4
mwi,2019,30.1
mwi,2020,29
mys,1960,68.1
mys,1961,64.2
mys,1962,60.5
mys,1963,57.2
mys,1964,54.4
mys,1965,51.9
mys,1966,49.8
mys,1967,47.9
mys,1968,46.3
mys,1969,44.7
mys,1970,43.2
mys,1971,41.6
mys,1972,39.8
mys,1973,37.9
mys,1974,36
mys,1975,34
mys,1976,32.1
mys,1977,30.3
mys,1978,28.6
mys,1979,26.9
mys,1980,25.2
mys,1981,23.7
mys,1982,22.2
mys,1983,20.9
mys,1984,19.6
mys,1985,18.5
mys,1986,17.4
mys,1987,16.5
mys,1988,15.7
mys,1989,15
mys,1990,14.3
mys,1991,13.6
mys,1992,13
mys,1993,12.4
mys,1994,11.9
mys,1995,11.5
mys,1996,11.1
mys,1997,10.7
mys,1998,10.1
mys,1999,9.4
mys,2000,8.7
mys,2001,8.1
mys,2002,7.6
mys,2003,7.3
mys,2004,7.1
mys,2005,7
mys,2006,7
mys,2007,6.9
mys,2008,6.9
mys,2009,6.9
mys,2010,6.9
mys,2011,6.8
mys,2012,6.8
mys,2013,6.8
mys,2014,6.8
mys,2015,6.9
mys,2016,7
mys,2017,7.1
mys,2018,7.2
mys,2019,7.3
mys,2020,7.4
nam,1967,62.1
nam,1968,62.2
nam,1969,62.4
nam,1970,62.6
nam,1971,62.8
nam,1972,63.1
nam,1973,63.4
nam,1974,63.9
nam,1975,64.4
nam,1976,65
nam,1977,65.5
nam,1978,65.8
nam,1979,65.9
nam,1980,65.5
nam,1981,64.7
nam,1982,63.4
nam,1983,61.7
nam,1984,59.7
nam,1985,57.6
nam,1986,55.4
nam,1987,53.5
nam,1988,51.8
nam,1989,50.3
nam,1990,49
nam,1991,48
nam,1992,47.1
nam,1993,46.7
nam,1994,46.6
nam,1995,46.7
nam,1996,46.8
nam,1997,46.8
nam,1998,46.4
nam,1999,45.8
nam,2000,45
nam,2001,44.2
nam,2002,43.6
nam,2003,43.3
nam,2004,42.7
nam,2005,39.4
nam,2006,37.3
nam,2007,37.6
nam,2008,37.5
nam,2009,38.5
nam,2010,36.8
nam,2011,36.9
nam,2012,37.9
nam,2013,35.8
nam,2014,34
nam,2015,33.3
nam,2016,32.8
nam,2017,32.2
nam,2018,31.7
nam,2019,30.9
nam,2020,30.1
ner,1967,128.7
ner,1968,130.1
ner,1969,131.5
ner,1970,133.2
ner,1971,134.7
ner,1972,135.9
ner,1973,136.8
ner,1974,137.1
ner,1975,136.8
ner,1976,135.9
ner,1977,134.4
ner,1978,132.8
ner,1979,131.2
ner,1980,130.4
ner,1981,130.2
ner,1982,130.8
ner,1983,132.1
ner,1984,133.7
ner,1985,135.2
ner,1986,136.2
ner,1987,136.5
ner,1988,136
ner,1989,134.9
ner,1990,133.1
ner,1991,130.8
ner,1992,127.8
ner,1993,124.2
ner,1994,120
ner,1995,115.5
ner,1996,111
ner,1997,107
ner,1998,103.5
ner,1999,100.2
ner,2000,97
ner,2001,93.7
ner,2002,90.1
ner,2003,86.2
ner,2004,82.3
ner,2005,78.5
ner,2006,74.8
ner,2007,71.3
ner,2008,67.9
ner,2009,64.8
ner,2010,61.9
ner,2011,59.3
ner,2012,57
ner,2013,55
ner,2014,53.4
ner,2015,51.8
ner,2016,50.4
ner,2017,49.1
ner,2018,47.9
ner,2019,46.7
ner,2020,45.6
nga,1964,193.9
nga,1965,189.5
nga,1966,185.7
nga,1967,181.6
nga,1968,177.5
nga,1969,173.2
nga,1970,168.6
nga,1971,163.8
