geo,time,sp_dyn_imrt_in
brn,2006,7.7
brn,2007,7.7
brn,2008,7.7
brn,2009,7.8
brn,2010,7.9
brn,2011,8.1
brn,2012,8.2
brn,2013,8.4
brn,2014,8.6
brn,2015,8.8
brn,2016,9
brn,2017,9.2
brn,2018,9.4
brn,2019,9.6
brn,2020,9.6
btn,1969,189.8
btn,1970,183.9
btn,1971,178.1
btn,1972,172.1
btn,1973,166.5
btn,1974,161
btn,1975,155.7
btn,1976,150.6
btn,1977,145.4
btn,1978,140.7
btn,1979,135.9
btn,1980,131.2
btn,1981,126.4
btn,1982,121.8
btn,1983,117.4
btn,1984,113.2
btn,1985,109
btn,1986,104.9
btn,1987,100.9
btn,1988,96.9
btn,1989,93
btn,1990,89.3
btn,1991,85.7
btn,1992,82.2
btn,1993,78.9
btn,1994,75.6
btn,1995,72.4
btn,1996,69.2
btn,1997,66.2
btn,1998,63.2
btn,1999,60.3
btn,2000,57.5
btn,2001,54.8
btn,2002,52.2
btn,2003,49.7
btn,2004,47.2
btn,2005,44.7
btn,2006,42.3
btn,2007,40.1
btn,2008,38
btn,2009,36
btn,2010,34.1
btn,2011,32.4
btn,2012,31
btn,2013,29.6
btn,2014,28.5
btn,2015,27.4
btn,2016,26.5
btn,2017,25.6
btn,2018,24.7
btn,2019,23.9
btn,2020,23.2
bwa,1960,114.6
bwa,1961,111.4
bwa,1962,108.5
bwa,1963,105.5
bwa,1964,102.7
bwa,1965,100.1
bwa,1966,97.4
bwa,1967,94.7
bwa,1968,92
bwa,1969,89.2
bwa,1970,86.2
bwa,1971,83.1
bwa,1972,80
bwa,1973,76.7
bwa,1974,73.4
bwa,1975,70
bwa,1976,66.7
bwa,1977,63.3
bwa,1978,60.2
bwa,1979,57.2
bwa,1980,54.4
bwa,1981,51.8
bwa,1982,49.3
bwa,1983,46.9
bwa,1984,44.7
bwa,1985,42.7
bwa,1986,41
bwa,1987,39.5
bwa,1988,38.4
bwa,1989,37.8
bwa,1990,37.7
bwa,1991,38.3
bwa,1992,39.2
bwa,1993,40.3
bwa,1994,41.3
bwa,1995,42.4
bwa,1996,43.4
bwa,1997,44.4
bwa,1998,45.1
bwa,1999,45.6
bwa,2000,45.2
bwa,2001,44.6
bwa,2002,43.9
bwa,2003,43.1
bwa,2004,42.1
bwa,2005,38.9
bwa,2006,38.1
bwa,2007,39.5
bwa,2008,40.3
bwa,2009,40.1
bwa,2010,39.5
bwa,2011,41.1
bwa,2012,40.2
bwa,2013,39.4
bwa,2014,40.1
bwa,2015,39.6
bwa,2016,39.3
bwa,2017,38.2
bwa,2018,37.6
bwa,2019,36.9
bwa,2020,36.1
caf,1960,163.9
caf,1961,161.4
caf,1962,158.9
caf,1963,156.4
caf,1964,153.8
caf,1965,150.9
caf,1966,148.2
caf,1967,145.4
caf,1968,142.6
caf,1969,139.9
caf,1970,137.4
caf,1971,135
caf,1972,132.7
caf,1973,130.7
caf,1974,128.7
caf,1975,126.9
caf,1976,125.2
caf,1977,123.6
caf,1978,122
caf,1979,120.6
caf,1980,119.4
caf,1981,118.3
caf,1982,117.5
caf,1983,116.7
caf,1984,116.2
caf,1985,115.6
caf,1986,115.2
caf,1987,114.9
caf,1988,115
caf,1989,115.4
caf,1990,115.6
caf,1991,115.3
caf,1992,114.9
caf,1993,114.3
caf,1994,113.7
caf,1995,113.2
caf,1996,112.7
caf,1997,112
caf,1998,111.3
caf,1999,110.6
caf,2000,109.9
caf,2001,109.2
caf,2002,108.5
caf,2003,107.7
caf,2004,106.9
caf,2005,106.1
caf,2006,104.8
caf,2007,103.7
caf,2008,102.5
caf,2009,100.6
caf,2010,99
caf,2011,96.7
caf,2012,94.5
caf,2013,93
caf,2014,90.5
caf,2015,87.9
caf,2016,85.6
caf,2017,83.8
caf,2018,81.6
caf,2019,79.1
caf,2020,77.5
can,1960,27.8
can,1961,26.9
can,1962,26
can,1963,25
can,1964,24
can,1965,23.1
can,1966,22.1
can,1967,21.2
can,1968,20.3
can,1969,19.4
can,1970,18.5
can,1971,17.6
can,1972,16.7
can,1973,15.9
can,1974,15
can,1975,14.1
can,1976,13.3
can,1977,12.5
can,1978,11.7
can,1979,11
can,1980,10.3
can,1981,9.7
can,1982,9.2
can,1983,8.7
can,1984,8.3
can,1985,8
can,1986,7.7
can,1987,7.5
can,1988,7.3
can,1989,7
can,1990,6.8
can,1991,6.6
can,1992,6.4
can,1993,6.2
can,1994,6
can,1995,5.8
can,1996,5.6
can,1997,5.5
can,1998,5.4
can,1999,5.3
can,2000,5.3
can,2001,5.3
can,2002,5.3
can,2003,5.3
can,2004,5.3
can,2005,5.2
can,2006,5.2
can,2007,5.1
can,2008,5.1
can,2009,5
can,2010,5
can,2011,4.9
can,2012,4.9
can,2013,4.8
can,2014,4.7
can,2015,4.7
can,2016,4.6
can,2017,4.6
can,2018,4.5
can,2019,4.4
can,2020,4.4
che,1960,21.7
che,1961,21.2
che,1962,20.7
che,1963,20
che,1964,19.3
che,1965,18.4
che,1966,17.6
che,1967,16.9
che,1968,16.3
che,1969,15.6
che,1970,15
che,1971,14.3
che,1972,13.6
che,1973,12.8
che,1974,12
che,1975,11.2
che,1976,10.5
che,1977,9.8
che,1978,9.2
che,1979,8.8
che,1980,8.4
che,1981,8.1
che,1982,7.8
che,1983,7.6
che,1984,7.4
che,1985,7.3
che,1986,7.2
che,1987,7.1
che,1988,7
che,1989,6.8
che,1990,6.6
che,1991,6.4
che,1992,6.1
che,1993,5.8
che,1994,5.5
che,1995,5.2
che,1996,5.1
che,1997,4.9
che,1998,4.8
che,1999,4.7
che,2000,4.7
che,2001,4.6
che,2002,4.5
che,2003,4.5
che,2004,4.4
che,2005,4.3
che,2006,4.2
che,2007,4.1
che,2008,4
che,2009,4
che,2010,3.9
che,2011,3.9
che,2012,3.8
che,2013,3.8
che,2014,3.8
che,2015,3.7
che,2016,3.7
che,2017,3.6
che,2018,3.6
che,2019,3.6
che,2020,3.5
chl,1960,131
chl,1961,123.9
chl,1962,118.5
chl,1963,113.3
chl,1964,106.1
chl,1965,96.5
chl,1966,86.9
chl,1967,78.7
chl,1968,72.6
chl,1969,68.8
chl,1970,66.9
chl,1971,66.1
chl,1972,65.2
chl,1973,63.4
chl,1974,59.7
chl,1975,54.1
chl,1976,47.5
chl,1977,41
chl,1978,35.3
chl,1979,30.9
chl,1980,27.8
chl,1981,25.2
chl,1982,22.8
chl,1983,20.7
chl,1984,19.4
chl,1985,18.9
chl,1986,18.7
chl,1987,18.5
chl,1988,18
chl,1989,17.2
chl,1990,16.1
chl,1991,14.9
chl,1992,13.7
chl,1993,12.7
chl,1994,11.8
chl,1995,11.1
chl,1996,10.6
chl,1997,10.3
chl,1998,10.1
chl,1999,9.8
chl,2000,9.2
chl,2001,8.7
chl,2002,8.3
chl,2003,8.1
chl,2004,7.9
chl,2005,7.7
chl,2006,7.6
chl,2007,7.6
chl,2008,7.6
chl,2009,7.5
chl,2010,7.4
chl,2011,7.3
chl,2012,7.2
chl,2013,7.1
chl,2014,6.9
chl,2015,6.7
chl,2016,6.5
chl,2017,6.4
chl,2018,6.2
chl,2019,6
chl,2020,5.8
chn,1969,83.4
chn,1970,79.7
chn,1971,76
chn,1972,72.5
chn,1973,68.9
chn,1974,65.3
chn,1975,61.6
chn,1976,58.1
chn,1977,54.8
chn,1978,51.7
chn,1979,49.1
chn,1980,46.9
chn,1981,45.1
chn,1982,43.6
chn,1983,42.6
chn,1984,42.1
chn,1985,41.8
chn,1986,41.9
chn,1987,42.1
chn,1988,42.4
chn,1989,42.7
chn,1990,42.7
chn,1991,42.4
chn,1992,41.8
chn,1993,40.9
chn,1994,39.7
chn,1995,38.4
chn,1996,36.9
chn,1997,35.4
chn,1998,33.7
chn,1999,31.9
chn,2000,29.9
chn,2001,27.8
chn,2002,25.6
chn,2003,23.4
chn,2004,21.4
chn,2005,19.4
chn,2006,17.7
chn,2007,16.2
chn,2008,14.8
chn,2009,13.6
chn,2010,12.5
chn,2011,11.5
chn,2012,10.6
chn,2013,9.8
chn,2014,9
chn,2015,8.3
chn,2016,7.6
chn,2017,7
chn,2018,6.4
chn,2019,5.9
chn,2020,5.5
civ,1960,213.2
civ,1961,207.6
civ,1962,202.1
civ,1963,196.9
civ,1964,191.8
civ,1965,186.9
civ,1966,181.9
civ,1967,177.2
civ,1968,172.6
civ,1969,167.8
civ,1970,163.1
civ,1971,158.2
civ,1972,152.9
civ,1973,147.5
civ,1974,142.2
civ,1975,136.8
civ,1976,131.6
civ,1977,126.7
civ,1978,122.3
civ,1979,118.5
civ,1980,115.4
civ,1981,112.8
civ,1982,110.6
civ,1983,108.9
civ,1984,107.4
civ,1985,106.2
civ,1986,105.4
civ,1987,104.8
civ,1988,104.4
civ,1989,104.3
civ,1990,104.2
civ,1991,104.1
civ,1992,103.9
civ,1993,103.5
civ,1994,103
civ,1995,102.4
civ,1996,101.3
civ,1997,100.2
civ,1998,98.8
civ,1999,97.2
civ,2000,95.6
civ,2001,93.7
civ,2002,91.6
civ,2003,89.6
civ,2004,87.5
civ,2005,85.2
civ,2006,83.4
civ,2007,81.1
civ,2008,78.7
civ,2009,76.6
civ,2010,74.7
civ,2011,72.9
civ,2012,71
civ,2013,69.1
civ,2014,67.3
civ,2015,65.7
civ,2016,64.4
civ,2017,62.9
civ,2018,61.3
civ,2019,59.4
civ,2020,57.9
cmr,1960,164.9
cmr,1961,161.1
cmr,1962,158.1
cmr,1963,155.4
cmr,1964,152.6
cmr,1965,149.3
cmr,1966,145.3
cmr,1967,140.6
cmr,1968,135.5
cmr,1969,130.3
cmr,1970,125.7
cmr,1971,121.6
cmr,1972,118.5
cmr,1973,116.3
cmr,1974,114.9
cmr,1975,114.2
cmr,1976,113.6
cmr,1977,112.9
cmr,1978,111.8
cmr,1979,110.1
cmr,1980,107.8
cmr,1981,105
cmr,1982,101.8
cmr,1983,98.4
cmr,1984,94.9
cmr,1985,91.6
cmr,1986,88.8
cmr,1987,86.6
cmr,1988,85.2
cmr,1989,84.5
cmr,1990,84.7
cmr,1991,85.5
cmr,1992,86.7
cmr,1993,88
cmr,1994,89.1
cmr,1995,89.9
cmr,1996,90.4
cmr,1997,90.5
cmr,1998,90.2
cmr,1999,89.1
cmr,2000,87.6
cmr,2001,85.8
cmr,2002,83.7
cmr,2003,81.7
cmr,2004,79.7
cmr,2005,78.1
cmr,2006,76.2
cmr,2007,74.6
cmr,2008,72.7
cmr,2009,71.1
cmr,2010,68.6
cmr,2011,66.6
cmr,2012,64.2
cmr,2013,61.6
cmr,2014,59.5
cmr,2015,57
cmr,2016,55.2
cmr,2017,53.2
cmr,2018,51.3
cmr,2019,49.9
cmr,2020,48.3
cod,1969,150.2
cod,1970,148.7
cod,1971,147.2
cod,1972,145.6
cod,1973,144
cod,1974,142.3
cod,1975,140.5
cod,1976,138.8
cod,1977,137
cod,1978,135.3
cod,1979,133.6
cod,1980,132
cod,1981,130.5
cod,1982,129.1
cod,1983,127.7
cod,1984,126.3
cod,1985,125.1
cod,1986,123.9
cod,1987,122.7
cod,1988,121.5
cod,1989,120.5
cod,1990,119.4
cod,1991,118.3
cod,1992,117.2
cod,1993,116.3
cod,1994,115.3
cod,1995,114.3
cod,1996,113.1
cod,1997,111.8
cod,1998,110.3
cod,1999,108.5
cod,2000,106.5
cod,2001,104.4
cod,2002,102.2
cod,2003,99.9
cod,2004,97.5
cod,2005,95.2
cod,2006,92.8
cod,2007,90.4
cod,2008,88.1
cod,2009,85.8
cod,2010,83.5
cod,2011,81.3
cod,2012,79.1
cod,2013,77
cod,2014,75
cod,2015,73
cod,2016,71.1
cod,2017,69.1
cod,2018,67.3
cod,2019,65.5
cod,2020,63.8
cog,1960,115.8
cog,1961,111.6
cog,1962,107.8
cog,1963,104.2
cog,1964,101.1
cog,1965,98.1
cog,1966,95.3
cog,1967,92.4
cog,1968,89.8
cog,1969,87.4
cog,1970,85.2
cog,1971,83
cog,1972,81
cog,1973,79.2
cog,1974,77.5
cog,1975,75.9
cog,1976,74.4
cog,1977,72.9
cog,1978,71.4
cog,1979,70
cog,1980,68.5
cog,1981,67.1
cog,1982,65.6
cog,1983,64.2
cog,1984,62.7
cog,1985,61.4
cog,1986,60.3
cog,1987,59.4
cog,1988,59
cog,1989,59
cog,1990,59.6
cog,1991,60.5
cog,1992,61.7
cog,1993,63.4
cog,1994,65.3
cog,1995,67.3
cog,1996,69.3
cog,1997,71.2
cog,1998,72.6
cog,1999,73.1
cog,2000,72.4
cog,2001,70.7
cog,2002,68
cog,2003,64.6
cog,2004,60.7
cog,2005,56.8
cog,2006,53.1
cog,2007,49.8
cog,2008,46.9
cog,2009,44.7
cog,2010,43
cog,2011,41.7
cog,2012,40.7
cog,2013,39.7
cog,2014,38.7
cog,2015,37.6
cog,2016,36.6
cog,2017,35.6
cog,2018,34.7
cog,2019,35.9
cog,2020,33
col,1960,93.9
col,1961,91.1
col,1962,88.5
col,1963,86
col,1964,83.7
col,1965,81.4
col,1966,79.2
col,1967,77.1
col,1968,74.9
col,1969,72.7
col,1970,70.4
col,1971,68.1
col,1972,65.7
col,1973,63.2
col,1974,60.7
col,1975,58.1
col,1976,55.5
col,1977,52.8
col,1978,50.2
col,1979,47.7
col,1980,45.2
col,1981,42.8
col,1982,40.6
col,1983,38.5
col,1984,36.7
col,1985,35
col,1986,33.5
col,1987,32.2
col,1988,31.1
col,1989,30.1
col,1990,29.2
col,1991,28.3
col,1992,27.5
col,1993,26.6
col,1994,25.8
col,1995,24.9
col,1996,24.1
col,1997,23.3
col,1998,22.6
col,1999,21.8
col,2000,21.2
col,2001,20.6
col,2002,19.9
col,2003,19.4
col,2004,18.9
col,2005,18.3
col,2006,17.8
col,2007,17.2
col,2008,16.7
col,2009,16.2
col,2010,15.7
col,2011,15.2
col,2012,14.7
col,2013,14.3
col,2014,13.8
col,2015,13.4
col,2016,12.9
col,2017,12.5
col,2018,12.1
col,2019,11.7
col,2020,11.4
com,1970,152.3
com,1971,148.9
com,1972,145.8
com,1973,142.6
com,1974,139.4
com,1975,136.3
com,1976,133.1
com,1977,129.6
com,1978,126
com,1979,122.2
com,1980,118.6
com,1981,115.1
com,1982,111.6
com,1983,108.2
com,1984,104.8
com,1985,101.6
com,1986,98.5
com,1987,95.6
com,1988,92.8
com,1989,90.3
com,1990,87.7
com,1991,85.3
com,1992,82.8
com,1993,80.4
com,1994,78.4
com,1995,76.7
com,1996,75.3
com,1997,74.3
com,1998,73.5
com,1999,72.9
com,2000,72.4
com,2001,72.1
com,2002,72
com,2003,71.7
com,2004,71
com,2005,69.8
com,2006,68.4
com,2007,66.8
com,2008,65.3
com,2009,63.7
com,2010,62.2
com,2011,60.5
com,2012,58.9
com,2013,57.2
com,2014,55.8
com,2015,54.4
com,2016,53
com,2017,51.5
com,2018,50.1
com,2019,48.7
com,2020,47.2
cpv,1960,122.2
cpv,1961,120.9
cpv,1962,119.6
cpv,1963,118.2
cpv,1964,116.6
cpv,1965,114.8
cpv,1966,112.5
cpv,1967,109.9
cpv,1968,107.1
cpv,1969,103.8
cpv,1970,100.1
cpv,1971,96.1
cpv,1972,91.9
cpv,1973,87.7
cpv,1974,83.6
cpv,1975,79.6
cpv,1976,75.9
cpv,1977,72.5
cpv,1978,69.7
cpv,1979,67.4
cpv,1980,65.7
cpv,1981,64.4
cpv,1982,63.3
cpv,1983,62.3
cpv,1984,60.9
cpv,1985,59
cpv,1986,56.5
cpv,1987,53.7
cpv,1988,50.9
cpv,1989,48.5
cpv,1990,46.6
cpv,1991,45.5
cpv,1992,44.9
cpv,1993,44.8
cpv,1994,44.7
cpv,1995,44.1
cpv,1996,42.7
cpv,1997,40.4
cpv,1998,37.5
cpv,1999,34.2
cpv,2000,31.1
cpv,2001,28.4
cpv,2002,26.3
cpv,2003,24.8
cpv,2004,24
cpv,2005,23.5
cpv,2006,23.4
cpv,2007,23.3
cpv,2008,23.1
cpv,2009,22.7
cpv,2010,22.1
cpv,2011,21.3
cpv,2012,20.3
cpv,2013,19.2
cpv,2014,17.9
cpv,2015,16.7
cpv,2016,15.5
cpv,2017,14.5
cpv,2018,13.6
cpv,2019,12.8
cpv,2020,12.2
cri,1960,67.8
cri,1961,63
cri,1962,65.1
cri,1963,70.4
cri,1964,72.8
cri,1965,70.3
cri,1966,65.8
cri,1967,62.9
cri,1968,62.1
cri,1969,61.8
cri,1970,60.8
cri,1971,58.1
cri,1972,53.4
cri,1973,47.6
cri,1974,42.6
cri,1975,38.4
cri,1976,33.9
cri,1977,28.8
cri,1978,24
cri,1979,20.6
cri,1980,19.1
cri,1981,18.8
cri,1982,19.1
cri,1983,19.6
cri,1984,19.8
cri,1985,19.6
cri,1986,18.7
cri,1987,17.2
cri,1988,15.5
cri,1989,14.3
cri,1990,13.9
cri,1991,13.7
cri,1992,13.3
cri,1993,12.9
cri,1994,12.6
cri,1995,12.7
cri,1996,12.7
cri,1997,12.6
cri,1998,12.2
cri,1999,11.7
cri,2000,11.1
cri,2001,10.5
cri,2002,10.1
cri,2003,10
cri,2004,9.9
cri,2005,9.9
cri,2006,9.8
cri,2007,9.7
cri,2008,9.5
cri,2009,9.3
cri,2010,9.2
cri,2011,8.9
cri,2012,8.6
cri,2013,8.2
cri,2014,7.9
cri,2015,7.7
cri,2016,7.6
cri,2017,7.5
cri,2018,7.4
cri,2019,7.2
cri,2020,6.7
cub,1960,42.9
cub,1961,41.3
cub,1962,39.8
cub,1963,38.3
cub,1964,36.9
cub,1965,35.4
cub,1966,34.1
cub,1967,32.7
cub,1968,31.3
cub,1969,30
cub,1970,28.7
cub,1971,27.4
cub,1972,26.1
cub,1973,24.9
cub,1974,23.7
cub,1975,22.6
cub,1976,21.5
cub,1977,20.4
cub,1978,19.4
cub,1979,18.4
cub,1980,17.5
cub,1981,16.7
cub,1982,15.9
cub,1983,15.1
cub,1984,14.4
cub,1985,13.7
cub,1986,13.1
cub,1987,12.5
cub,1988,11.9
cub,1989,11.3
cub,1990,10.8
cub,1991,10.3
cub,1992,9.8
cub,1993,9.4
cub,1994,9
cub,1995,8.6
cub,1996,8.3
cub,1997,7.9
cub,1998,7.6
cub,1999,7.3
cub,2000,7
cub,2001,6.8
cub,2002,6.5
cub,2003,6.3
cub,2004,6.1
cub,2005,5.9
cub,2006,5.7
cub,2007,5.5
cub,2008,5.4
cub,2009,5.2
cub,2010,5.1
cub,2011,5
cub,2012,4.8
cub,2013,4.7
cub,2014,4.6
cub,2015,4.5
cub,2016,4.4
cub,2017,4.3
cub,2018,4.3
cub,2019,4.2
cub,2020,4.1
cyp,1971,35.1
cyp,1972,32.7
cyp,1973,30.4
cyp,1974,28
cyp,1975,25.4
cyp,1976,22.9
cyp,1977,20.5
cyp,1978,18.6
cyp,1979,17.5
cyp,1980,17
cyp,1981,16.7
cyp,1982,16
cyp,1983,14.8
cyp,1984,13.4
cyp,1985,11.9
cyp,1986,10.8
cyp,1987,10.2
cyp,1988,10
cyp,1989,10
cyp,1990,10
cyp,1991,9.9
cyp,1992,9.6
cyp,1993,9
cyp,1994,8.5
cyp,1995,8
cyp,1996,7.5
cyp,1997,7
cyp,1998,6.5
cyp,1999,6
cyp,2000,5.6
cyp,2001,5.2
cyp,2002,4.8
cyp,2003,4.5
cyp,2004,4.1
cyp,2005,3.8
cyp,2006,3.6
cyp,2007,3.3
cyp,2008,3.1
cyp,2009,3
cyp,2010,2.8
cyp,2011,2.7
cyp,2012,2.6
cyp,2013,2.5
cyp,2014,2.4
cyp,2015,2.4
cyp,2016,2.4
cyp,2017,2.3
cyp,2018,2.3
cyp,2019,2.3
cyp,2020,2.3
cze,1981,13.4
cze,1982,13
cze,1983,12.7
cze,1984,12.4
cze,1985,12.2
cze,1986,12
cze,1987,11.6
cze,1988,11.1
cze,1989,10.7
cze,1990,10.3
cze,1991,9.9
cze,1992,9.4
cze,1993,8.6
cze,1994,7.9
cze,1995,7.1
cze,1996,6.4
cze,1997,5.8
cze,1998,5.2
cze,1999,4.8
cze,2000,4.5
cze,2001,4.3
cze,2002,4.1
cze,2003,3.9
cze,2004,3.7
cze,2005,3.6
cze,2006,3.4
cze,2007,3.2
cze,2008,3
cze,2009,2.9
cze,2010,2.7
cze,2011,2.6
cze,2012,2.6
cze,2013,2.5
cze,2014,2.5
cze,2015,2.5
cze,2016,2.6
cze,2017,2.6
cze,2018,2.5
cze,2019,2.4
cze,2020,2.3
deu,1968,23.4
deu,1969,22.7
deu,1970,22.1
deu,1971,21.3
deu,1972,20.6
deu,1973,19.7
deu,1974,18.8
deu,1975,17.7
deu,1976,16.6
deu,1977,15.5
deu,1978,14.4
deu,1979,13.5
deu,1980,12.6
deu,1981,11.8
deu,1982,11
deu,1983,10.3
deu,1984,9.8
deu,1985,9.2
deu,1986,8.7
deu,1987,8.3
deu,1988,7.8
deu,1989,7.4
deu,1990,7
deu,1991,6.6
deu,1992,6.2
deu,1993,5.8
deu,1994,5.5
deu,1995,5.3
deu,1996,5
deu,1997,4.8
deu,1998,4.7
deu,1999,4.5
deu,2000,4.4
deu,2001,4.3
deu,2002,4.2
deu,2003,4.1
deu,2004,4
deu,2005,3.9
deu,2006,3.8
deu,2007,3.7
deu,2008,3.6
deu,2009,3.5
deu,2010,3.5
deu,2011,3.4
deu,2012,3.4
deu,2013,3.3
deu,2014,3.3
deu,2015,3.3
deu,2016,3.3
deu,2017,3.3
deu,2018,3.2
deu,2019,3.2
deu,2020,3.1
dji,1976,130.5
dji,1977,127
dji,1978,123.7
dji,1979,120.7
dji,1980,117.5
dji,1981,114.5
dji,1982,111.5
dji,1983,108.6
dji,1984,105.7
dji,1985,103
dji,1986,100.4
dji,1987,98
dji,1988,95.8
dji,1989,93.7
dji,1990,91.9
dji,1991,90.3
dji,1992,89
dji,1993,87.8
dji,1994,86.8
dji,1995,85.9
dji,1996,84.9
dji,1997,83.8
dji,1998,82.6
dji,1999,81.3
dji,2000,79.9
dji,2001,78.2
dji,2002,76.5
dji,2003,74.7
dji,2004,72.9
dji,2005,71.2
dji,2006,69.4
dji,2007,67.6
dji,2008,65.9
dji,2009,64.2
dji,2010,62.5
dji,2011,60.9
dji,2012,59.3
dji,2013,57.8
dji,2014,56.2
dji,2015,54.6
dji,2016,53.1
dji,2017,51.6
dji,2018,50.1
dji,2019,48.6
dji,2020,47.2
dma,1960,84
dma,1961,77.3
dma,1962,71.1
dma,1963,65.5
dma,1964,60.2
dma,1965,55.4
dma,1966,51
dma,1967,47
dma,1968,43.2
dma,1969,39.8
dma,1970,36.7
dma,1971,33.9
dma,1972,31.4
dma,1973,29
dma,1974,26.9
dma,1975,25
dma,1976,23.2
dma,1977,21.7
dma,1978,20.3
dma,1979,21
dma,1980,18
dma,1981,17.1
dma,1982,16.3
dma,1983,15.5
dma,1984,14.9
dma,1985,14.4
dma,1986,14
dma,1987,13.6
dma,1988,13.3
dma,1989,13.1
dma,1990,12.9
dma,1991,12.8
dma,1992,12.7
dma,1993,12.7
dma,1994,12.8
dma,1995,12.8
dma,1996,13
dma,1997,13.2
dma,1998,13.4
dma,1999,13.7
dma,2000,14.1
dma,2001,14.5
dma,2002,14.9
dma,2003,15.5
dma,2004,16.1
dma,2005,16.8
dma,2006,17.5
dma,2007,18.3
dma,2008,19.2
dma,2009,20.2
dma,2010,21.3
dma,2011,22.5
dma,2012,23.7
dma,2013,25
dma,2014,26.2
dma,2015,27.5
dma,2016,28.7
dma,2017,29.7
dma,2018,30.6
dma,2019,31.2
dma,2020,31.7
dnk,1960,21.3
dnk,1961,20.8
dnk,1962,20.2
dnk,1963,19.5
dnk,1964,18.8
dnk,1965,17.9
dnk,1966,16.9
dnk,1967,16
dnk,1968,15.2
dnk,1969,14.6
dnk,1970,14
dnk,1971,13.2
dnk,1972,12.4
dnk,1973,11.6
dnk,1974,10.9
dnk,1975,10.2
dnk,1976,9.7
dnk,1977,9.2
dnk,1978,8.8
dnk,1979,8.5
dnk,1980,8.2
dnk,1981,8
dnk,1982,7.9
dnk,1983,7.9
dnk,1984,7.9
dnk,1985,7.9
dnk,1986,8
dnk,1987,8
dnk,1988,7.9
dnk,1989,7.7
dnk,1990,7.4
dnk,1991,7
dnk,1992,6.5
dnk,1993,6.1
dnk,1994,5.7
dnk,1995,5.4
dnk,1996,5.2
dnk,1997,5
dnk,1998,4.9
dnk,1999,4.8
dnk,2000,4.7
dnk,2001,4.7
dnk,2002,4.6
dnk,2003,4.5
dnk,2004,4.3
dnk,2005,4.2
dnk,2006,4
dnk,2007,3.8
dnk,2008,3.7
dnk,2009,3.6
dnk,2010,3.5
dnk,2011,3.4
dnk,2012,3.5
dnk,2013,3.5
dnk,2014,3.5
dnk,2015,3.5
dnk,2016,3.5
dnk,2017,3.4
dnk,2018,3.3
dnk,2019,3.2
dnk,2020,3.1
dom,1960,102
dom,1961,101.3
dom,1962,100.3
dom,1963,99.1
dom,1964,97.7
dom,1965,96.1
dom,1966,94.4
dom,1967,92.6
dom,1968,90.8
dom,1969,89
dom,1970,87
dom,1971,84.9
dom,1972,82.7
dom,1973,80.2
dom,1974,77.6
dom,1975,75.1
dom,1976,72.5
dom,1977,70.1
dom,1978,67.9
dom,1979,65.7
dom,1980,63.6
dom,1981,61.6
dom,1982,59.6
dom,1983,57.8
dom,1984,56
dom,1985,54.3
dom,1986,52.6
dom,1987,51
dom,1988,49.3
dom,1989,47.7
dom,1990,46
dom,1991,44.4
dom,1992,42.8
dom,1993,41.1
dom,1994,39.6
dom,1995,38.1
dom,1996,36.7
dom,1997,35.4
dom,1998,34.3
dom,1999,33.3
dom,2000,32.4
dom,2001,31.7
dom,2002,31.1
dom,2003,30.6
dom,2004,30.1
dom,2005,29.8
dom,2006,29.5
dom,2007,29.3
dom,2008,29.1
dom,2009,29
dom,2010,28.9
dom,2011,28.8
dom,2012,28.8
dom,2013,28.8
dom,2014,28.8
dom,2015,28.8
dom,2016,28.8
dom,2017,28.7
dom,2018,28.6
dom,2019,28.3
dom,2020,27.9
dza,1960,145.8
dza,1961,145.8
dza,1962,146
dza,1963,146.5
dza,1964,146.9
dza,1965,147.4
dza,1966,147.7
dza,1967,147.7
dza,1968,147.2
dza,1969,146.2
dza,1970,144.6
dza,1971,142.3
dza,1972,139.4
dza,1973,135.9
dza,1974,132.1
dza,1975,127.8
dza,1976,123.3
dza,1977,118.6
dza,1978,113.6
dza,1979,108.2
dza,1980,102
dza,1981,94.7
dza,1982,86.4
dza,1983,77.1
dza,1984,67.7
dza,1985,59.5
dza,1986,53.1
dza,1987,48.4
dza,1988,45.1
dza,1989,42.9
dza,1990,41.5
dza,1991,40.4
dza,1992,39.5
dza,1993,38.7
dza,1994,37.8
dza,1995,36.9
dza,1996,36.1
dza,1997,35.4
dza,1998,34.8
dza,1999,34.4
dza,2000,33.9
dza,2001,33.3
dza,2002,32.4
dza,2003,31.3
dza,2004,30.1
dza,2005,28.8
dza,2006,27.6
dza,2007,26.4
dza,2008,25.3
dza,2009,24.4
dza,2010,23.6
dza,2011,22.9
dza,2012,22.5
dza,2013,22.1
dza,2014,21.9
dza,2015,21.6
dza,2016,21.3
dza,2017,20.9
dza,2018,20.4
dza,2019,20
dza,2020,19.5
ecu,1960,118.7
ecu,1961,115.6
ecu,1962,112.7
ecu,1963,110
ecu,1964,107.3
ecu,1965,104.9
ecu,1966,102.7
ecu,1967,100.8
ecu,1968,99
ecu,1969,97.3
ecu,1970,95.4
ecu,1971,93.4
ecu,1972,90.9
ecu,1973,88.1
ecu,1974,84.9
ecu,1975,81.5
ecu,1976,78.2
ecu,1977,75.1
ecu,1978,72.2
ecu,1979,69.3
ecu,1980,66.5
ecu,1981,63.7
ecu,1982,60.8
ecu,1983,57.9
ecu,1984,55.2
ecu,1985,52.6
ecu,1986,50.1
ecu,1987,48
