geo,time,en_atm_meth_ag_kt_ce
syc,1996,0
syc,1997,0
syc,1998,0
syc,1999,0
syc,2000,0
syc,2001,0
syc,2002,0
syc,2003,0
syc,2004,0
syc,2005,0
syc,2006,0
syc,2007,0
syc,2008,0
syc,2009,0
syc,2010,0
syc,2011,0
syc,2012,0
syc,2013,0
syc,2014,0
syc,2015,0
syc,2016,0
syc,2017,0
syc,2018,0
syr,1990,2900
syr,1991,2960
syr,1992,2890
syr,1993,2260
syr,1994,2430
syr,1995,2610
syr,1996,2770
syr,1997,2910
syr,1998,3210
syr,1999,3060
syr,2000,3000
syr,2001,2690
syr,2002,2860
syr,2003,3170
syr,2004,3580
syr,2005,3930
syr,2006,4220
syr,2007,4470
syr,2008,3950
syr,2009,3800
syr,2010,3450
syr,2011,3930
syr,2012,3930
syr,2013,3910
syr,2014,3870
syr,2015,3840
syr,2016,3870
syr,2017,3820
syr,2018,3810
tcd,1990,7970
tcd,1991,12210
tcd,1992,12740
tcd,1993,13290
tcd,1994,13880
tcd,1995,14550
tcd,1996,16110
tcd,1997,16600
tcd,1998,17150
tcd,1999,18310
tcd,2000,19860
tcd,2001,18470
tcd,2002,19860
tcd,2003,21060
tcd,2004,22080
tcd,2005,23420
tcd,2006,24290
tcd,2007,25710
tcd,2008,26780
tcd,2009,27690
tcd,2010,29400
tcd,2011,31090
tcd,2012,32810
tcd,2013,34410
tcd,2014,36070
tcd,2015,39370
tcd,2016,42090
tcd,2017,43840
tcd,2018,45560
tgo,1990,1030
tgo,1991,940
tgo,1992,850
tgo,1993,830
tgo,1994,820
tgo,1995,740
tgo,1996,790
tgo,1997,950
tgo,1998,1120
tgo,1999,980
tgo,2000,1050
tgo,2001,940
tgo,2002,1070
tgo,2003,1110
tgo,2004,990
tgo,2005,1420
tgo,2006,1210
tgo,2007,1070
tgo,2008,1170
tgo,2009,1230
tgo,2010,1180
tgo,2011,1410
tgo,2012,1330
tgo,2013,1450
tgo,2014,1380
tgo,2015,1580
tgo,2016,1460
tgo,2017,1450
tgo,2018,1460
tha,1990,50880
tha,1991,52860
tha,1992,53700
tha,1993,53470
tha,1994,53530
tha,1995,52260
tha,1996,51470
tha,1997,52820
tha,1998,49690
tha,1999,50480
tha,2000,49710
tha,2001,50510
tha,2002,49020
tha,2003,51570
tha,2004,51430
tha,2005,52800
tha,2006,52950
tha,2007,55770
tha,2008,55790
tha,2009,57520
tha,2010,60400
tha,2011,59610
tha,2012,59180
tha,2013,57330
tha,2014,52580
tha,2015,48500
tha,2016,44370
tha,2017,51880
tha,2018,51420
tjk,1990,3040
tjk,1991,2980
tjk,1992,2600
tjk,1993,2400
tjk,1994,2390
tjk,1995,2290
tjk,1996,2190
tjk,1997,2140
tjk,1998,2070
tjk,1999,2100
tjk,2000,2090
tjk,2001,2110
tjk,2002,2180
tjk,2003,2270
tjk,2004,2400
tjk,2005,2600
tjk,2006,2750
tjk,2007,2870
tjk,2008,3320
tjk,2009,3560
tjk,2010,3620
tjk,2011,3740
tjk,2012,3950
tjk,2013,4080
tjk,2014,4150
tjk,2015,4320
tjk,2016,4460
tjk,2017,4540
tjk,2018,4560
tkm,1990,3610
tkm,1991,3540
tkm,1992,2290
tkm,1993,2750
tkm,1994,2920
tkm,1995,3040
tkm,1996,3130
tkm,1997,2650
tkm,1998,2840
tkm,1999,3250
tkm,2000,3780
tkm,2001,3960
tkm,2002,4530
tkm,2003,5180
tkm,2004,5480
tkm,2005,5680
tkm,2006,5910
tkm,2007,5530
tkm,2008,6110
tkm,2009,5800
tkm,2010,5870
tkm,2011,5770
tkm,2012,6320
tkm,2013,6390
tkm,2014,6420
tkm,2015,6430
tkm,2016,6490
tkm,2017,6540
tkm,2018,6460
tls,1990,310
tls,1991,370
tls,1992,370
tls,1993,390
tls,1994,440
tls,1995,450
tls,1996,470
tls,1997,460
tls,1998,480
tls,1999,400
tls,2000,460
tls,2001,620
tls,2002,620
tls,2003,630
tls,2004,520
tls,2005,620
tls,2006,650
tls,2007,640
tls,2008,670
tls,2009,650
tls,2010,630
tls,2011,640
tls,2012,690
tls,2013,640
tls,2014,650
tls,2015,700
tls,2016,730
tls,2017,700
tls,2018,700
ton,1990,60
ton,1991,60
ton,1992,60
ton,1993,60
ton,1994,60
ton,1995,50
ton,1996,50
ton,1997,50
ton,1998,50
ton,1999,50
ton,2000,60
ton,2001,60
ton,2002,60
ton,2003,60
ton,2004,60
ton,2005,60
ton,2006,60
ton,2007,60
ton,2008,60
ton,2009,60
ton,2010,60
ton,2011,60
ton,2012,60
ton,2013,60
ton,2014,60
ton,2015,60
ton,2016,60
ton,2017,60
ton,2018,60
tto,1990,110
tto,1991,110
tto,1992,100
tto,1993,100
tto,1994,100
tto,1995,90
tto,1996,100
tto,1997,100
tto,1998,90
tto,1999,90
tto,2000,90
tto,2001,90
tto,2002,100
tto,2003,90
tto,2004,90
tto,2005,90
tto,2006,90
tto,2007,90
tto,2008,90
tto,2009,90
tto,2010,90
tto,2011,90
tto,2012,90
tto,2013,100
tto,2014,100
tto,2015,100
tto,2016,90
tto,2017,90
tto,2018,90
tun,1990,1970
tun,1991,2090
tun,1992,2050
tun,1993,2180
tun,1994,2060
tun,1995,2040
tun,1996,2220
tun,1997,2130
tun,1998,2200
tun,1999,2250
tun,2000,2340
tun,2001,2340
tun,2002,2330
tun,2003,2240
tun,2004,2260
tun,2005,2330
tun,2006,2390
tun,2007,2420
tun,2008,2320
tun,2009,2360
tun,2010,2320
tun,2011,2290
tun,2012,2200
tun,2013,2200
tun,2014,2220
tun,2015,2190
tun,2016,2130
tun,2017,2120
tun,2018,2160
tur,1990,21080
tur,1991,19870
tur,1992,20270
tur,1993,20060
tur,1994,19640
tur,1995,19260
tur,1996,18870
tur,1997,18610
tur,1998,17670
tur,1999,17300
tur,2000,17160
tur,2001,16480
tur,2002,15790
tur,2003,15180
tur,2004,14750
tur,2005,15060
tur,2006,15580
tur,2007,15840
tur,2008,15840
tur,2009,15420
tur,2010,15070
tur,2011,16050
tur,2012,17640
tur,2013,19340
tur,2014,20100
tur,2015,20360
tur,2016,20200
tur,2017,20360
tur,2018,22480
tuv,1990,0
tuv,1991,0
tuv,1992,0
tuv,1993,0
tuv,1994,0
tuv,1995,0
tuv,1996,0
tuv,1997,0
tuv,1998,0
tuv,1999,10
tuv,2000,10
tuv,2001,10
tuv,2002,10
tuv,2003,10
tuv,2004,10
tuv,2005,10
tuv,2006,10
tuv,2007,10
tuv,2008,10
tuv,2009,10
tuv,2010,10
tuv,2011,10
tuv,2012,10
tuv,2013,10
tuv,2014,10
tuv,2015,10
tuv,2016,10
tuv,2017,10
tuv,2018,10
tza,1990,19060
tza,1991,19140
tza,1992,19050
tza,1993,19350
tza,1994,19420
tza,1995,21510
tza,1996,20200
tza,1997,19940
tza,1998,22110
tza,1999,22670
tza,2000,21350
tza,2001,21910
tza,2002,24110
tza,2003,26370
tza,2004,25610
tza,2005,27000
tza,2006,25610
tza,2007,26610
tza,2008,28190
tza,2009,28260
tza,2010,30080
tza,2011,31460
tza,2012,31980
tza,2013,33540
tza,2014,34420
tza,2015,36120
tza,2016,36750
tza,2017,35340
tza,2018,36030
uga,1990,6070
uga,1991,6300
uga,1992,6410
uga,1993,6590
uga,1994,6390
uga,1995,6530
uga,1996,6710
uga,1997,7080
uga,1998,7570
uga,1999,7290
uga,2000,7370
uga,2001,7510
uga,2002,7810
uga,2003,8660
uga,2004,8620
uga,2005,9400
uga,2006,8560
uga,2007,9650
uga,2008,13440
uga,2009,13410
uga,2010,14160
uga,2011,14080
uga,2012,14850
uga,2013,14850
uga,2014,15220
uga,2015,15820
uga,2016,16690
uga,2017,17140
uga,2018,17390
ukr,1990,60060
ukr,1991,58880
ukr,1992,52460
ukr,1993,49750
ukr,1994,48100
ukr,1995,44300
ukr,1996,40140
ukr,1997,35420
ukr,1998,30080
ukr,1999,27810
ukr,2000,25700
ukr,2001,23020
ukr,2002,23130
ukr,2003,22950
ukr,2004,19970
ukr,2005,18190
ukr,2006,17290
ukr,2007,16560
ukr,2008,15210
ukr,2009,13990
ukr,2010,13670
ukr,2011,13180
ukr,2012,13040
ukr,2013,13360
ukr,2014,12730
ukr,2015,11570
ukr,2016,11080
ukr,2017,10900
ukr,2018,10510
ury,1990,16700
ury,1991,17490
ury,1992,18420
ury,1993,19060
ury,1994,19200
ury,1995,19080
ury,1996,19350
ury,1997,19080
ury,1998,18620
ury,1999,18760
ury,2000,18340
ury,2001,18350
ury,2002,19090
ury,2003,19590
ury,2004,20150
ury,2005,20290
ury,2006,21020
ury,2007,20520
ury,2008,20990
ury,2009,20570
ury,2010,19500
ury,2011,19730
ury,2012,19150
ury,2013,19260
ury,2014,19560
ury,2015,19530
ury,2016,19630
ury,2017,19290
ury,2018,18840
usa,1990,196960
usa,1991,198230
usa,1992,200940
usa,1993,201320
usa,1994,205970
usa,1995,206730
usa,1996,206130
usa,1997,205310
usa,1998,203430
usa,1999,202500
usa,2000,199810
usa,2001,199060
usa,2002,198520
usa,2003,197550
usa,2004,197620
usa,2005,199250
usa,2006,199680
usa,2007,200350
usa,2008,201980
usa,2009,199350
usa,2010,199920
usa,2011,196190
usa,2012,194030
usa,2013,190920
usa,2014,191450
usa,2015,191760
usa,2016,198170
usa,2017,198780
usa,2018,202190
uzb,1990,13520
uzb,1991,13250
uzb,1992,10280
uzb,1993,10570
uzb,1994,10750
uzb,1995,10800
uzb,1996,10430
uzb,1997,10180
uzb,1998,10110
uzb,1999,10250
uzb,2000,9730
uzb,2001,9800
uzb,2002,9870
uzb,2003,10000
uzb,2004,11000
uzb,2005,11530
uzb,2006,12200
uzb,2007,12790
uzb,2008,13400
uzb,2009,14410
uzb,2010,15410
uzb,2011,16160
uzb,2012,17330
uzb,2013,17840
uzb,2014,18640
uzb,2015,19360
uzb,2016,21550
uzb,2017,22090
uzb,2018,22550
vct,1990,10
vct,1991,10
vct,1992,10
vct,1993,10
vct,1994,10
vct,1995,10
vct,1996,10
vct,1997,10
vct,1998,10
vct,1999,10
vct,2000,10
vct,2001,10
vct,2002,10
vct,2003,10
vct,2004,10
vct,2005,10
vct,2006,10
vct,2007,10
vct,2008,10
vct,2009,10
vct,2010,10
vct,2011,10
vct,2012,10
vct,2013,10
vct,2014,10
vct,2015,10
vct,2016,10
vct,2017,10
vct,2018,10
ven,1990,21850
ven,1991,22550
ven,1992,22730
ven,1993,22320
ven,1994,23080
ven,1995,23280
ven,1996,23010
ven,1997,23320
ven,1998,23790
ven,1999,24000
ven,2000,24500
ven,2001,25300
ven,2002,25430
ven,2003,26200
ven,2004,26660
ven,2005,27540
ven,2006,27550
ven,2007,28020
ven,2008,28350
ven,2009,28430
ven,2010,23960
ven,2011,24030
ven,2012,28090
ven,2013,28280
ven,2014,28250
ven,2015,27780
ven,2016,26710
ven,2017,26640
ven,2018,27540
vnm,1990,37030
vnm,1991,38220
vnm,1992,39370
vnm,1993,40180
vnm,1994,40660
vnm,1995,41730
vnm,1996,43050
vnm,1997,43660
vnm,1998,45010
vnm,1999,46610
vnm,2000,46890
vnm,2001,45990
vnm,2002,46480
vnm,2003,47080
vnm,2004,47970
vnm,2005,48540
vnm,2006,49560
vnm,2007,49530
vnm,2008,49660
vnm,2009,49680
vnm,2010,49540
vnm,2011,49510
vnm,2012,49520
vnm,2013,49980
vnm,2014,49830
vnm,2015,50330
vnm,2016,50240
vnm,2017,50100
vnm,2018,49690
vut,1990,240
vut,1991,250
vut,1992,260
vut,1993,280
vut,1994,280
vut,1995,280
vut,1996,280
vut,1997,280
vut,1998,280
vut,1999,280
vut,2000,270
vut,2001,250
vut,2002,250
vut,2003,260
vut,2004,270
vut,2005,270
vut,2006,280
vut,2007,330
vut,2008,330
vut,2009,310
vut,2010,320
vut,2011,330
vut,2012,330
vut,2013,330
vut,2014,340
vut,2015,340
vut,2016,340
vut,2017,340
vut,2018,340
wsm,1990,110
wsm,1991,110
wsm,1992,110
wsm,1993,110
wsm,1994,110
wsm,1995,110
wsm,1996,110
wsm,1997,110
wsm,1998,110
wsm,1999,110
wsm,2000,110
wsm,2001,120
wsm,2002,120
wsm,2003,130
wsm,2004,130
wsm,2005,130
wsm,2006,130
wsm,2007,120
wsm,2008,120
wsm,2009,120
wsm,2010,130
wsm,2011,140
wsm,2012,140
wsm,2013,140
wsm,2014,150
wsm,2015,160
wsm,2016,150
wsm,2017,150
wsm,2018,150
yem,1990,2780
yem,1991,2650
yem,1992,2700
yem,1993,2760
yem,1994,2730
yem,1995,2780
yem,1996,2880
yem,1997,3000
yem,1998,3140
yem,1999,3210
yem,2000,3310
yem,2001,3470
yem,2002,3510
yem,2003,3890
yem,2004,3940
yem,2005,3980
yem,2006,4070
yem,2007,4230
yem,2008,4360
yem,2009,4460
yem,2010,4510
yem,2011,4630
yem,2012,4680
yem,2013,4750
yem,2014,4830
yem,2015,4770
yem,2016,4630
yem,2017,4600
yem,2018,4880
zaf,1990,17710
zaf,1991,17890
zaf,1992,17670
zaf,1993,17090
zaf,1994,16670
zaf,1995,16690
zaf,1996,17310
zaf,1997,17610
zaf,1998,18060
zaf,1999,17910
zaf,2000,17780
zaf,2001,17410
zaf,2002,17660
zaf,2003,16960
zaf,2004,16610
zaf,2005,17380
zaf,2006,16640
zaf,2007,17130
zaf,2008,17240
zaf,2009,17220
zaf,2010,17280
zaf,2011,17100
zaf,2012,17360
zaf,2013,17000
zaf,2014,16950
zaf,2015,16520
zaf,2016,15920
zaf,2017,15960
zaf,2018,15600
zmb,1990,9720
zmb,1991,9810
zmb,1992,9830
zmb,1993,9680
zmb,1994,9500
zmb,1995,9350
zmb,1996,8550
zmb,1997,8730
zmb,1998,9640
zmb,1999,9010
zmb,2000,8540
zmb,2001,8740
zmb,2002,9630
zmb,2003,10590
zmb,2004,10510
zmb,2005,11040
zmb,2006,9930
zmb,2007,10120
zmb,2008,10130
zmb,2009,9530
zmb,2010,10520
zmb,2011,9850
zmb,2012,11320
zmb,2013,11470
zmb,2014,11210
zmb,2015,11310
zmb,2016,11000
zmb,2017,10450
zmb,2018,10710
zwe,1990,7140
zwe,1991,6200
zwe,1992,6770
zwe,1993,5210
zwe,1994,5370
zwe,1995,5500
zwe,1996,6690
zwe,1997,6560
zwe,1998,6980
zwe,1999,7220
zwe,2000,6930
zwe,2001,7130
zwe,2002,6370
zwe,2003,6190
zwe,2004,6410
zwe,2005,6370
zwe,2006,6050
zwe,2007,6280
zwe,2008,6410
zwe,2009,6810
zwe,2010,7280
zwe,2011,7560
zwe,2012,7250
zwe,2013,7000
zwe,2014,5890
zwe,2015,6640
zwe,2016,6140
zwe,2017,6230
zwe,2018,6430
