geo,time,tm_tax_tcom_sm_ar_zs
gnb,2011,15.02
gnb,2012,15.27
gnb,2013,16.59
gnb,2014,15.53
gnb,2017,19.24
gnb,2018,18.66
gnb,2019,16.64
gnb,2020,16.82
gnq,1998,24.5
gnq,2001,23.72
gnq,2002,23.91
gnq,2005,23.5
gnq,2007,21.87
grc,1988,5.87
grc,1989,6.23
grc,1990,6.78
grc,1991,6.57
grc,1992,6.61
grc,1993,5.52
grc,1994,5.55
grc,1995,13.06
grc,1996,11.09
grc,1997,9.61
grc,1998,9.21
grc,1999,9.51
grc,2000,7.93
grc,2001,9.87
grc,2002,6.42
grc,2003,6.54
grc,2004,6.85
grc,2005,7.36
grc,2006,7.24
grc,2007,6.51
grc,2008,5.94
grc,2009,6.25
grc,2010,6.3
grc,2011,5.84
grc,2012,5.6
grc,2013,5.38
grc,2014,5.72
grc,2015,5.69
grc,2016,5.32
grc,2017,5.16
grc,2018,5.24
grc,2019,5.87
grc,2020,2.21
grd,1996,23.06
grd,1999,21.75
grd,2000,18.14
grd,2001,21.82
grd,2002,18.25
grd,2003,18.04
grd,2006,14.14
grd,2007,13.59
grd,2008,13.83
grd,2010,9.56
grd,2011,14.15
grd,2012,13.02
grd,2013,14.33
grd,2015,17.68
grd,2016,15.08
grd,2019,16.46
gtm,1995,12.4
gtm,1997,10.72
gtm,1998,9.72
gtm,1999,9.13
gtm,2000,9.05
gtm,2001,9.43
gtm,2002,9.56
gtm,2003,9.06
gtm,2004,7.31
gtm,2005,8.83
gtm,2006,8.96
gtm,2007,6.58
gtm,2008,4.99
gtm,2009,5.65
gtm,2010,4.75
gtm,2011,4.77
gtm,2012,4.87
gtm,2013,4.67
gtm,2014,4.2
gtm,2015,4.06
gtm,2020,3.54
guy,1996,27.28
guy,1999,24.72
guy,2000,24.9
guy,2001,19.38
guy,2002,20.09
guy,2003,19.8
guy,2006,17.82
guy,2007,22.04
guy,2008,16.15
guy,2009,19.82
guy,2010,15.6
guy,2011,15.87
guy,2012,15.64
guy,2013,16.04
guy,2015,16.63
guy,2016,17.03
guy,2017,17.38
guy,2018,17.62
guy,2019,19.91
guy,2020,16.92
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,12.91
hnd,1996,9.94
hnd,1997,12.48
hnd,1998,11.53
hnd,1999,11.92
hnd,2000,11.08
hnd,2001,10.55
hnd,2002,9.78
hnd,2003,9.75
hnd,2004,7.14
hnd,2005,9.6
hnd,2006,9.71
hnd,2007,7.02
hnd,2008,6.11
hnd,2009,9.98
hnd,2010,10.14
hnd,2011,10.23
hnd,2012,10.28
hnd,2013,10.14
hnd,2015,5.98
hnd,2018,6.05
hnd,2020,5.9
hrv,1988,5.87
hrv,1989,6.23
hrv,1990,6.78
hrv,1991,6.57
hrv,1992,6.61
hrv,1993,5.52
hrv,1994,5.55
hrv,1995,13.06
hrv,1996,11.09
hrv,1997,9.61
hrv,1998,9.21
hrv,1999,9.51
hrv,2000,7.93
hrv,2001,9.87
hrv,2002,6.42
hrv,2003,6.54
hrv,2004,6.85
hrv,2005,7.36
hrv,2006,7.24
hrv,2007,6.51
hrv,2008,5.94
hrv,2009,6.25
hrv,2010,6.3
hrv,2011,5.84
hrv,2012,5.6
hrv,2013,5.38
hrv,2014,5.72
hrv,2015,5.69
hrv,2016,5.32
hrv,2017,5.16
hrv,2018,5.24
hrv,2019,5.87
hrv,2020,2.21
hti,2001,5.58
hti,2002,5.3
hti,2007,5.64
hti,2008,5.55
hti,2009,5.49
hti,2010,10.54
hti,2011,8.91
hti,2012,5.38
hti,2013,9.34
hti,2014,9.06
hti,2015,9.67
hti,2016,9.84
hti,2020,11.16
hun,1988,5.87
hun,1989,6.23
hun,1990,6.78
hun,1991,6.57
hun,1992,6.61
hun,1993,5.52
hun,1994,5.55
hun,1995,13.06
hun,1996,11.09
hun,1997,9.61
hun,1998,9.21
hun,1999,9.51
hun,2000,7.93
hun,2001,9.87
hun,2002,6.42
hun,2003,6.54
hun,2004,6.85
hun,2005,7.36
hun,2006,7.24
hun,2007,6.51
hun,2008,5.94
hun,2009,6.25
hun,2010,6.3
hun,2011,5.84
hun,2012,5.6
hun,2013,5.38
hun,2014,5.72
hun,2015,5.69
hun,2016,5.32
hun,2017,5.16
hun,2018,5.24
hun,2019,5.87
hun,2020,2.21
idn,1989,17.66
idn,1990,16.48
idn,1993,15.92
idn,1995,12.28
idn,1996,11.73
idn,1997,17.67
idn,1998,6.07
idn,1999,10.75
idn,2000,6.26
idn,2001,6.06
idn,2002,6.92
idn,2003,5.48
idn,2004,4.94
idn,2005,4.29
idn,2006,4.19
idn,2007,4.24
idn,2008,7.13
idn,2009,3.89
idn,2010,5.97
idn,2011,6.23
idn,2012,7.13
idn,2013,6.56
idn,2016,7.18
idn,2017,6.82
idn,2018,7.39
idn,2019,10.66
idn,2020,6.2
ind,1990,71.67
ind,1992,49.21
ind,1996,32.67
ind,1997,27.81
ind,1999,30.62
ind,2000,32.2
ind,2001,32.89
ind,2002,29.94
ind,2003,28.95
ind,2004,30.6
ind,2005,25.44
ind,2006,20.27
ind,2007,24.22
ind,2008,17.57
ind,2009,17.67
ind,2010,16.48
ind,2011,19.01
ind,2012,19.63
ind,2013,19.57
ind,2015,18.4
ind,2016,16.64
ind,2017,16.67
ind,2018,16.84
ind,2019,19.39
ind,2020,17.56
irl,1988,5.87
irl,1989,6.23
irl,1990,6.78
irl,1991,6.57
irl,1992,6.61
irl,1993,5.52
irl,1994,5.55
irl,1995,13.06
irl,1996,11.09
irl,1997,9.61
irl,1998,9.21
irl,1999,9.51
irl,2000,7.93
irl,2001,9.87
irl,2002,6.42
irl,2003,6.54
irl,2004,6.85
irl,2005,7.36
irl,2006,7.24
irl,2007,6.51
irl,2008,5.94
irl,2009,6.25
irl,2010,6.3
irl,2011,5.84
irl,2012,5.6
irl,2013,5.38
irl,2014,5.72
irl,2015,5.69
irl,2016,5.32
irl,2017,5.16
irl,2018,5.24
irl,2019,5.87
irl,2020,2.21
irn,2000,23.83
irn,2003,15.6
irn,2004,15.01
irn,2007,16.87
irn,2008,16.62
irn,2011,16.64
irn,2019,13.39
irn,2020,12.09
isl,1993,3.33
isl,1996,7.44
isl,1998,29.34
isl,1999,22.52
isl,2000,30.92
isl,2001,14.95
isl,2003,24.3
isl,2004,23.6
isl,2005,26.96
isl,2006,13.61
isl,2007,15.16
isl,2008,12.01
isl,2009,10.09
isl,2010,8.64
isl,2011,9.09
isl,2012,8.64
isl,2013,9.19
isl,2014,8.91
isl,2015,8.8
isl,2016,8.95
isl,2017,9.85
isl,2019,8.57
isr,1993,4.71
isr,1999,28.99
isr,2000,12.69
isr,2001,12.25
isr,2002,11.19
isr,2003,10.55
isr,2004,4.2
isr,2005,6.73
isr,2006,8.25
isr,2007,6.46
isr,2008,6.84
isr,2009,8.62
isr,2011,8.75
isr,2012,3.96
isr,2013,5.44
isr,2014,5.08
isr,2015,6.44
isr,2016,6.13
isr,2017,5.61
ita,1988,5.87
ita,1989,6.23
ita,1990,6.78
ita,1991,6.57
ita,1992,6.61
ita,1993,5.52
ita,1994,5.55
ita,1995,13.06
ita,1996,11.09
ita,1997,9.61
ita,1998,9.21
ita,1999,9.51
ita,2000,7.93
ita,2001,9.87
ita,2002,6.42
ita,2003,6.54
ita,2004,6.85
ita,2005,7.36
ita,2006,7.24
ita,2007,6.51
ita,2008,5.94
ita,2009,6.25
ita,2010,6.3
ita,2011,5.84
ita,2012,5.6
ita,2013,5.38
ita,2014,5.72
ita,2015,5.69
ita,2016,5.32
ita,2017,5.16
ita,2018,5.24
ita,2019,5.87
ita,2020,2.21
jam,1996,23.62
jam,1999,22.42
jam,2000,15.39
jam,2001,15.38
jam,2002,15.64
jam,2003,15.56
jam,2004,15.86
jam,2006,15.85
jam,2007,16.36
jam,2010,13.91
jam,2011,13.98
jam,2012,15.98
jam,2013,15.36
jam,2015,17.86
jam,2016,18.94
jam,2020,15.86
jor,2000,27.86
jor,2001,22.1
jor,2002,21.67
jor,2003,20.27
jor,2004,20.5
jor,2005,15.42
jor,2006,14.33
jor,2007,14.34
jor,2008,14.47
jor,2009,14.09
jor,2010,19
jor,2011,19.43
jor,2012,17.87
jor,2013,17.39
jor,2014,9.09
jor,2015,8.94
jor,2016,9.27
jor,2017,10.55
jor,2020,12.15
jpn,1988,7.14
jpn,1989,7.33
jpn,1990,7.44
jpn,1991,7.49
jpn,1992,7.37
jpn,1993,7.41
jpn,1994,7.61
jpn,1995,9.58
jpn,1996,9.82
jpn,1997,11.47
jpn,1998,11.27
jpn,1999,11.79
jpn,2000,14.3
jpn,2001,14.75
jpn,2002,14.87
jpn,2003,14.42
jpn,2004,13.69
jpn,2005,13.29
jpn,2006,12.63
jpn,2007,11.49
jpn,2008,10.82
jpn,2009,10.93
jpn,2010,9.36
jpn,2011,11.32
jpn,2012,10.71
jpn,2013,4.77
jpn,2014,11.4
jpn,2015,10.57
jpn,2016,10.81
jpn,2017,12.02
jpn,2018,12.53
jpn,2019,29.84
jpn,2020,8.34
kaz,2004,3.41
kaz,2008,6.96
kaz,2010,7.86
kaz,2011,7.42
kaz,2012,7.32
kaz,2013,7.15
kaz,2014,6.13
kaz,2015,6.67
kaz,2016,4.93
kaz,2017,4.69
kaz,2018,4.65
kaz,2019,11.22
kaz,2020,4.33
ken,1994,32.16
ken,1999,17.63
ken,2000,20.15
ken,2001,22.35
ken,2002,20.3
ken,2004,20.29
ken,2005,15.65
ken,2006,15.27
ken,2007,15.24
ken,2008,16.13
ken,2009,16.41
ken,2010,17.09
ken,2011,16.56
ken,2012,17.41
ken,2013,16.39
ken,2014,16.88
ken,2015,16.37
ken,2016,16.74
ken,2018,17.63
ken,2019,18.47
ken,2020,17.3
kgz,1995,0
kgz,2000,6.2
kgz,2001,6.21
kgz,2002,8.28
kgz,2003,6.71
kgz,2006,4.62
kgz,2007,4.56
kgz,2008,4.8
kgz,2009,4.54
kgz,2010,4.78
kgz,2011,4.5
kgz,2012,4.8
kgz,2013,4.8
kgz,2014,4.68
kgz,2015,4.94
kgz,2016,4.29
kgz,2017,3.57
kgz,2018,3.62
kgz,2019,15.7
kgz,2020,3.51
khm,2001,18.26
khm,2002,18.35
khm,2003,17.53
khm,2005,16.3
khm,2006,15.7
khm,2007,14.64
khm,2008,13.77
khm,2010,14.06
khm,2011,14.22
khm,2012,14.94
khm,2014,9.89
khm,2016,15.13
khm,2020,9.05
kna,1996,22.46
kna,1999,21.5
kna,2000,15.9
kna,2001,17.36
kna,2002,17.4
kna,2003,17.18
kna,2006,14.32
kna,2007,13.06
kna,2008,12.25
kna,2009,15.88
kna,2010,13.11
kna,2011,12.88
kna,2012,14.97
kna,2013,14.95
kna,2014,12.46
kna,2015,12.51
kna,2016,12.59
kna,2017,22.85
kna,2018,22.89
kna,2019,22.86
kna,2020,10.87
kor,1988,19.02
kor,1989,13.76
kor,1990,13.81
kor,1992,13
kor,1995,11.43
kor,1996,21
kor,1997,20.31
kor,1998,21.82
kor,1999,11.12
kor,2000,21.47
kor,2001,22.43
kor,2002,21.08
kor,2003,21.93
kor,2004,21.25
kor,2005,21.52
kor,2006,21.61
kor,2007,20.73
kor,2008,24.7
kor,2009,24.89
kor,2010,25.61
kor,2011,26.58
kor,2012,26.05
kor,2013,27.25
kor,2014,21.68
kor,2015,24
kor,2016,31.29
kor,2017,21.21
kor,2018,20.61
kor,2020,21.11
kwt,2002,1.2
kwt,2003,4.12
kwt,2004,4.12
kwt,2005,4.77
kwt,2006,3.92
kwt,2007,3.13
kwt,2008,3.23
kwt,2009,2.9
kwt,2010,4.02
kwt,2011,4.02
kwt,2012,3.67
kwt,2013,5.38
kwt,2014,3.31
kwt,2015,3.21
kwt,2016,3.22
kwt,2017,3.42
kwt,2018,3.58
kwt,2019,3.55
kwt,2020,3.14
lao,2000,15.98
lao,2001,16.25
lao,2004,14.69
lao,2005,11.69
lao,2006,10.7
lao,2007,8.72
lao,2008,16.03
lao,2014,4.79
lao,2015,3.83
lao,2016,2.44
lao,2017,2.38
lao,2018,1.89
lao,2019,2.53
lao,2020,2.52
lbn,1999,12.73
lbn,2000,23.26
lbn,2001,14.6
lbn,2002,25.95
lbn,2004,13.63
lbn,2005,16.07
lbn,2006,11.94
lbn,2007,13.88
lbn,2014,11.85
lbn,2015,12.2
lbn,2016,12.18
lbn,2017,10.75
lbn,2018,12.94
lbn,2019,12.71
lbn,2020,12.17
lbr,2012,9.69
lbr,2013,9.44
lbr,2014,9.31
lbr,2018,9.65
lbr,2020,19.08
lby,1996,56.02
lby,2002,48.24
lby,2006,0
lby,2020,4.83
lca,1996,22.65
lca,1999,21.64
lca,2000,21.61
lca,2001,17.22
lca,2002,17.46
lca,2003,17.55
lca,2005,17.55
lca,2006,12.32
lca,2007,12.42
lca,2010,18.65
lca,2011,19.51
lca,2012,14.1
lca,2013,15.11
lca,2014,12.88
lca,2015,12.19
lca,2016,13.89
lca,2019,15.98
lca,2020,15.27
lka,1990,35.05
lka,1993,31.81
lka,1994,34.1
lka,1997,28.14
lka,1998,20.88
lka,2000,17.65
lka,2001,16.84
lka,2003,15.9
lka,2004,17.23
lka,2005,18.22
lka,2006,18.06
lka,2007,18.49
lka,2008,18.17
lka,2009,17.61
lka,2010,18.66
lka,2011,19.77
lka,2012,20.82
lka,2014,18.4
lka,2015,12.89
lka,2017,25.64
lka,2018,42.05
lka,2019,79.81
lka,2020,21.21
lso,2001,0.14
lso,2004,9.7
lso,2005,47.07
lso,2006,31.64
lso,2007,15.64
lso,2008,28.15
lso,2009,19.26
lso,2010,37.26
lso,2011,49.63
lso,2012,32.14
lso,2013,0.92
lso,2014,0.9
lso,2015,2.35
lso,2016,1.87
lso,2017,1.6
lso,2018,4.36
lso,2019,13.74
lso,2020,2.9
ltu,1988,5.87
ltu,1989,6.23
ltu,1990,6.78
ltu,1991,6.57
ltu,1992,6.61
ltu,1993,5.52
ltu,1994,5.55
ltu,1995,13.06
ltu,1996,11.09
ltu,1997,9.61
ltu,1998,9.21
ltu,1999,9.51
ltu,2000,7.93
ltu,2001,9.87
ltu,2002,6.42
ltu,2003,6.54
ltu,2004,6.85
ltu,2005,7.36
ltu,2006,7.24
ltu,2007,6.51
ltu,2008,5.94
ltu,2009,6.25
ltu,2010,6.3
ltu,2011,5.84
ltu,2012,5.6
ltu,2013,5.38
ltu,2014,5.72
ltu,2015,5.69
ltu,2016,5.32
ltu,2017,5.16
ltu,2018,5.24
ltu,2019,5.87
ltu,2020,2.21
lux,1988,5.87
lux,1989,6.23
lux,1990,6.78
lux,1991,6.57
lux,1992,6.61
lux,1993,5.52
lux,1994,5.55
lux,1995,13.06
lux,1996,11.09
lux,1997,9.61
lux,1998,9.21
lux,1999,9.51
lux,2000,7.93
lux,2001,9.87
lux,2002,6.42
lux,2003,6.54
lux,2004,6.85
lux,2005,7.36
lux,2006,7.24
lux,2007,6.51
lux,2008,5.94
lux,2009,6.25
lux,2010,6.3
lux,2011,5.84
lux,2012,5.6
lux,2013,5.38
lux,2014,5.72
lux,2015,5.69
lux,2016,5.32
lux,2017,5.16
lux,2018,5.24
lux,2019,5.87
lux,2020,2.21
lva,1988,5.87
lva,1989,6.23
lva,1990,6.78
lva,1991,6.57
lva,1992,6.61
lva,1993,5.52
lva,1994,5.55
lva,1995,13.06
lva,1996,11.09
lva,1997,9.61
lva,1998,9.21
lva,1999,9.51
lva,2000,7.93
lva,2001,9.87
lva,2002,6.42
lva,2003,6.54
lva,2004,6.85
lva,2005,7.36
lva,2006,7.24
lva,2007,6.51
lva,2008,5.94
lva,2009,6.25
lva,2010,6.3
lva,2011,5.84
lva,2012,5.6
lva,2013,5.38
lva,2014,5.72
lva,2015,5.69
lva,2016,5.32
lva,2017,5.16
lva,2018,5.24
lva,2019,5.87
lva,2020,2.21
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,54.72
mar,1997,24.77
mar,2000,37.46
mar,2001,35.2
mar,2002,34.71
mar,2003,33.74
mar,2005,23.18
mar,2006,21.72
mar,2007,19.71
mar,2008,20.49
mar,2009,17.98
mar,2010,25.56
mar,2011,23.91
mar,2012,12.69
mar,2014,9.3
mar,2015,9.14
mar,2016,8.86
mar,2017,8.84
mar,2019,7.69
mar,2020,7.7
mda,1996,10.79
mda,2000,8.61
mda,2001,8.68
mda,2003,8.7
mda,2004,8.87
mda,2005,8.98
mda,2006,7.21
mda,2007,7.77
mda,2008,6.55
mda,2009,7.77
mda,2010,6.87
mda,2011,7.76
mda,2012,6.98
mda,2013,7.91
mda,2014,7.35
mda,2015,8.32
mda,2016,8.06
mda,2020,3.49
mdg,1995,6.11
mdg,1996,6.17
mdg,1997,6.5
mdg,1998,6.2
mdg,2000,5.75
mdg,2001,5.82
mdg,2002,6.2
mdg,2003,6.07
mdg,2004,5.86
mdg,2005,16.64
mdg,2006,14.54
mdg,2007,13.99
mdg,2008,13.92
mdg,2009,13.14
mdg,2010,12.82
mdg,2011,13.05
mdg,2012,13.22
mdg,2013,13.59
mdg,2014,13.08
mdg,2015,14.32
mdg,2016,13.63
mdg,2017,8.17
mdg,2018,13
mdg,2019,11.49
mdg,2020,11.23
mdv,2000,18.47
mdv,2001,18.77
mdv,2002,17.99
mdv,2003,17.82
mdv,2004,17.37
mdv,2005,18.08
mdv,2006,17.98
mdv,2008,17.53
mdv,2009,17.65
mdv,2010,17.88
mdv,2011,17.93
mdv,2012,7.7
mdv,2013,7.58
mdv,2014,6.91
mdv,2015,6.62
mdv,2016,6.6
mdv,2017,7.05
mdv,2018,7.48
mdv,2019,14.17
mdv,2020,7.6
mex,1991,12.98
mex,1995,11.03
mex,1996,15.38
mex,1997,15.57
mex,1998,15.43
mex,1999,15.18
mex,2000,18.76
mex,2001,18.74
mex,2002,13.66
mex,2003,18.87
mex,2004,9.49
mex,2005,8.54
mex,2006,7.21
mex,2007,7.44
mex,2008,7.59
mex,2009,6.9
mex,2010,10.61
mex,2011,11.73
mex,2012,11.51
mex,2013,10.75
mex,2014,4.95
mex,2015,9.42
mex,2016,9.41
mex,2017,4.5
mex,2018,4.52
mkd,2001,11.95
mkd,2002,11.59
mkd,2004,13.12
mkd,2005,10.7
mkd,2006,9.31
mkd,2007,9.98
mkd,2008,8.7
mkd,2009,8.24
mkd,2010,7.92
mkd,2011,7.44
mkd,2012,7.39
mkd,2013,11.48
mkd,2014,8.01
mkd,2015,6.3
mkd,2016,5.22
mkd,2017,7.34
mkd,2018,7.48
mkd,2019,7.67
mkd,2020,6.82
mli,1995,4.02
mli,1996,18.26
mli,1997,18.26
mli,1998,18.26
mli,1999,13.62
mli,2001,14.81
mli,2002,14.95
mli,2003,14.85
mli,2004,14.96
mli,2005,14.95
mli,2006,11.47
mli,2007,12.77
mli,2008,12.76
mli,2009,12.87
mli,2010,12.87
mli,2011,13.29
mli,2012,11.84
mli,2013,11.86
mli,2014,11.86
mli,2015,14.35
mli,2016,14.35
mli,2017,17.33
mli,2018,17.86
mli,2019,15.14
mli,2020,16.89
mlt,1988,5.87
mlt,1989,6.23
mlt,1990,6.78
mlt,1991,6.57
mlt,1992,6.61
mlt,1993,5.52
mlt,1994,5.55
mlt,1995,13.06
mlt,1996,11.09
mlt,1997,9.61
mlt,1998,9.21
mlt,1999,9.51
mlt,2000,7.93
mlt,2001,9.87
mlt,2002,6.42
mlt,2003,6.54
mlt,2004,6.85
mlt,2005,7.36
mlt,2006,7.24
mlt,2007,6.51
mlt,2008,5.94
mlt,2009,6.25
mlt,2010,6.3
mlt,2011,5.84
mlt,2012,5.6
mlt,2013,5.38
mlt,2014,5.72
mlt,2015,5.69
mlt,2016,5.32
mlt,2017,5.16
mlt,2018,5.24
mlt,2019,5.87
mlt,2020,2.21
mmr,1996,7.05
mmr,1997,7.05
mmr,1998,7.05
mmr,1999,7.05
mmr,2000,7.05
mmr,2001,6.82
mmr,2002,6.82
mmr,2003,6.82
mmr,2004,6.6
mmr,2005,7.21
mmr,2006,6.88
mmr,2007,6.55
mmr,2008,5.98
mmr,2010,5.14
mmr,2011,4.93
mmr,2012,7.54
mmr,2013,7.01
mmr,2015,3.35
mmr,2019,6.16
mne,2007,9.34
mne,2008,10.24
mne,2009,9.55
mne,2010,8.94
mne,2011,8.33
mne,2012,5.77
mne,2013,4.73
mne,2014,4.42
mne,2015,4.02
mne,2016,3.62
mne,2017,3.63
mne,2018,3.75
mne,2019,3.02
mne,2020,3.33
mng,1999,0.32
mng,2000,5.1
mng,2001,7.06
mng,2002,7.04
mng,2003,5.05
mng,2004,5.04
mng,2005,5.04
mng,2006,5.01
mng,2007,5.17
mng,2008,5.17
mng,2009,5.17
mng,2010,5.16
mng,2011,5.17
mng,2013,5.16
mng,2015,5.12
mng,2017,6.31
mng,2018,6.36
mng,2019,6.22
mng,2020,6.24
moz,2001,19.1
moz,2002,16.29
moz,2003,16.14
moz,2005,16.21
moz,2006,14.64
moz,2007,13.82
moz,2008,13.54
moz,2009,9.87
moz,2010,9.67
moz,2011,13.53
moz,2012,9.67
moz,2014,9.85
moz,2016,9.73
moz,2018,10.4
moz,2020,10.4
mrt,2001,12.61
mrt,2006,11.56
mrt,2007,11.03
mrt,2008,10.43
mrt,2009,10.86
mrt,2010,10.66
mrt,2011,10.86
mrt,2014,11.93
mrt,2015,11.93
mrt,2018,12.79
mrt,2019,12.79
mrt,2020,16.83
mus,1995,25.55
mus,1996,22.16
mus,1997,23.33
mus,1998,23.49
mus,1999,21.44
mus,2000,18.03
mus,2001,20.67
mus,2002,19.56
mus,2004,18.92
mus,2005,8.99
mus,2006,6.13
mus,2007,6.14
mus,2008,6.13
mus,2009,1.19
mus,2010,1.17
mus,2011,0.56
mus,2012,1.1
mus,2013,1.12
mus,2014,0.96
mus,2015,1.07
mus,2016,1.05
mus,2017,1.34
mus,2018,1.11
mus,2019,1.32
mus,2020,1.32
mwi,1994,28.63
mwi,1996,21.58
mwi,1997,24.66
mwi,1998,15.96
mwi,2000,15.21
mwi,2001,12.26
mwi,2003,15.67
mwi,2006,12.77
mwi,2008,12.73
mwi,2009,14.56
mwi,2010,13.41
mwi,2011,14.04
mwi,2012,13.92
mwi,2013,8.94
mwi,2014,8.97
mwi,2015,8.97
mwi,2016,10.16
mwi,2019,8.81
mwi,2020,11.61
mys,1988,17.21
mys,1991,17.71
mys,1993,13.37
mys,1996,16.28
mys,1997,13.51
mys,1998,14.23
mys,1999,16.44
mys,2000,13.11
mys,2001,7.46
mys,2002,4.27
mys,2003,8.17
mys,2004,25.62
mys,2005,3.49
mys,2006,7.04
mys,2007,10.23
mys,2008,9.82
mys,2009,9.92
mys,2010,9.84
mys,2011,8.34
mys,2012,8.16
mys,2013,10.93
mys,2014,1.8
mys,2016,8.08
mys,2020,5.44
nam,2001,5.17
nam,2002,5.39
nam,2004,4.84
nam,2005,5.95
nam,2006,6.12
nam,2007,6.24
nam,2008,5.78
nam,2009,5.45
nam,2010,5
nam,2011,4.76
nam,2012,4.96
nam,2013,5.02
nam,2014,4.34
nam,2015,5.3
nam,2016,5.64
nam,2017,4.52
nam,2018,4.72
nam,2019,11.98
nam,2020,3.99
ner,2001,15.12
ner,2002,14.69
ner,2003,14.67
ner,2004,15.11
ner,2005,15.36
ner,2006,13.08
ner,2007,13.82
ner,2008,13.81
ner,2009,13.82
ner,2010,14.12
ner,2011,14.21
ner,2012,13.97
ner,2013,14.13
ner,2014,13.75
ner,2015,12.84
ner,2016,12.92
ner,2017,18.36
ner,2018,18.5
ner,2019,16.05
ner,2020,11.71
nga,1988,33.01
nga,1989,33.35
nga,1990,33.53
nga,1992,33.04
nga,1995,92.88
nga,1996,26.19
nga,1997,26.22
nga,1998,26.22
nga,1999,27.43
nga,2000,28.51
nga,2001,28.8
nga,2002,37.61
nga,2003,32.8
nga,2005,12.83
nga,2006,12.79
nga,2008,12.06
nga,2009,11.95
nga,2010,12.78
nga,2011,12.66
nga,2013,13.15
nga,2014,13.28
nga,2015,12.57
nga,2016,12.57
nga,2020,15.82
nic,1995,8.63
nic,1996,13.88
nic,1997,10.5
nic,1998,7.86
nic,1999,12.11
nic,2000,4.88
nic,2001,6.48
nic,2002,6.29
nic,2003,6.61
nic,2004,7.47
nic,2005,10.45
nic,2006,9.37
nic,2007,7.73
nic,2008,9.17
nic,2009,5.81
nic,2010,5.47
nic,2011,6.58
nic,2012,6.29
nic,2013,5.14
nic,2014,4.95
nic,2015,5.12
nic,2016,4.88
nic,2017,5.22
nic,2018,4.51
nic,2019,4.62
nic,2020,4.68
nld,1988,5.87
nld,1989,6.23
nld,1990,6.78
nld,1991,6.57
nld,1992,6.61
nld,1993,5.52
nld,1994,5.55
nld,1995,13.06
nld,1996,11.09
nld,1997,9.61
nld,1998,9.21
nld,1999,9.51
nld,2000,7.93
nld,2001,9.87
nld,2002,6.42
nld,2003,6.54
nld,2004,6.85
nld,2005,7.36
nld,2006,7.24
nld,2007,6.51
nld,2008,5.94
nld,2009,6.25
nld,2010,6.3
nld,2011,5.84
nld,2012,5.6
nld,2013,5.38
nld,2014,5.72
nld,2015,5.69
nld,2016,5.32
nld,2017,5.16
nld,2018,5.24
nld,2019,5.87
nld,2020,2.21
nor,1988,2.26
nor,1993,2.11
nor,1995,33.21
nor,1996,27.08
nor,1997,29.26
nor,1998,35.14
nor,1999,26.65
nor,2000,36.47
nor,2001,29.64
nor,2002,31.2
nor,2003,29.59
nor,2004,30.55
nor,2005,32.89
nor,2006,31.04
nor,2007,32.1
nor,2008,26.13
nor,2009,26.05
nor,2010,30.09
nor,2011,30.76
nor,2012,30.32
nor,2013,29
nor,2014,26.36
nor,2015,27.35
nor,2016,24.96
nor,2017,24.32
nor,2018,23.64
nor,2019,22.1
nor,2020,21.17
npl,1993,11.34
npl,1998,16.64
npl,1999,11.95
npl,2000,15.94
npl,2002,14.18
npl,2003,14.19
npl,2004,14.35
npl,2005,14.08
npl,2006,14.99
npl,2007,14.88
npl,2008,22.36
npl,2009,16.02
npl,2010,16.58
npl,2011,17.94
npl,2012,17.29
npl,2013,16
npl,2014,16.22
npl,2015,16.86
npl,2016,18.4
npl,2018,23.78
npl,2019,73.04
npl,2020,18.7
nru,2016,15.43
nru,2017,17.64
nru,2018,26.29
nru,2019,39.86
nru,2020,29.15
nzl,1992,14.37
nzl,1993,10.47
nzl,1996,3.67
nzl,1997,3.33
nzl,1998,2.96
nzl,1999,2.3
nzl,2000,2.1
nzl,2001,7.72
nzl,2002,5.85
nzl,2003,6.36
nzl,2004,6.77
nzl,2005,9.72
nzl,2006,10.1
nzl,2007,2.09
nzl,2008,1.92
nzl,2009,1.83
nzl,2010,15.28
nzl,2011,1.93
nzl,2012,2.38
nzl,2013,1.53
nzl,2014,1.39
nzl,2015,1.36
nzl,2016,1.42
nzl,2017,1.39
nzl,2019,1.24
nzl,2020,1.39
omn,1992,7.25
omn,1997,3.55
omn,2001,7.52
omn,2002,9.47
omn,2003,9.02
omn,2004,4.82
omn,2005,4.72
omn,2006,4.53
omn,2007,4.78
omn,2008,6.65
