geo,time,vc_ihr_psrc_ma_p5
mda,1993,13.13443
mda,1994,14.28251
mda,1995,14.85964
mda,1996,13.92831
mda,1997,15.01496
mda,1998,13.97601
mda,1999,14.47937
mda,2000,15.54676
mda,2001,14.51018
mda,2002,13.72336
mda,2003,10.59789
mda,2004,9.25443
mda,2005,9.8394
mda,2006,9.36089
mda,2007,7.52171
mda,2008,7.34361
mda,2009,8.88874
mda,2010,8.29734
mda,2011,6.57559
mda,2012,8.46787
mda,2013,5.76673
mda,2014,7.35304
mda,2015,7.25872
mda,2016,7.78302
mda,2017,5.38835
mda,2018,6.58607
mex,1990,31.22163
mex,1991,32.14664
mex,1992,34.8191
mex,1993,33.15961
mex,1994,32.3628
mex,1995,31.25088
mex,1996,28.49536
mex,1997,26.20412
mex,1998,25.69101
mex,1999,22.63155
mex,2000,19.46472
mex,2001,18.29121
mex,2002,17.66908
mex,2003,17.3723
mex,2004,15.88339
mex,2005,16.63328
mex,2006,17.40431
mex,2007,14.58
mex,2008,23.21075
mex,2009,32.48601
mex,2010,41.79775
mex,2011,43.26792
mex,2012,40.40013
mex,2013,35.0956
mex,2014,29.88257
mex,2015,30.82363
mex,2016,36.03993
mex,2017,46.92438
mex,2018,53.33004
mkd,1998,3.80687
mkd,1999,2.89753
mkd,2000,3.47701
mkd,2002,5.00329
mkd,2003,5.16294
mkd,2004,3.5732
mkd,2005,3.36895
mkd,2006,3.5888
mkd,2007,3.00381
mkd,2008,2.517
mkd,2009,2.22454
mkd,2010,2.70551
mkd,2011,2.50963
mkd,2012,1.73548
mkd,2013,1.44459
mkd,2014,2.40511
mkd,2015,2.21069
mkd,2016,1.24859
mkd,2017,2.59171
mkd,2018,1.53525
mlt,2004,1.5014
mlt,2005,0.99656
mlt,2006,0
mlt,2007,1.48367
mlt,2008,2.46294
mlt,2009,0.48994
mlt,2010,1.45909
mlt,2011,0
mlt,2012,4.28533
mlt,2013,3.29266
mlt,2014,2.32566
mlt,2015,0.92178
mlt,2016,1.37338
mlt,2017,3.64523
mlt,2018,1.3625
mmr,2009,3.08575
mmr,2010,2.6641
mmr,2011,3.88529
mmr,2012,4.82226
mmr,2013,4.12132
mmr,2014,4.06367
mmr,2015,3.77684
mmr,2016,3.8801
mne,2007,2.94882
mne,2008,6.20224
mne,2009,4.6578
mne,2010,2.59505
mne,2011,5.82698
mne,2012,4.52613
mne,2013,2.90732
mne,2014,5.16572
mne,2015,4.51746
mne,2016,8.0621
mne,2017,3.54546
mne,2018,3.86608
mng,2007,17.73354
mng,2008,12.47184
mng,2009,12.05777
mng,2010,12.75056
mng,2011,15.00299
mng,2012,10.14982
mng,2013,10.44634
mng,2014,10.93365
mng,2015,10.99809
mng,2016,9.60456
mng,2017,9.49865
mng,2018,9.65547
mus,1990,2.97263
mus,1991,4.61632
mus,1992,4.12332
mus,1993,2.7583
mus,1994,2.77621
mus,1995,3.55461
mus,1996,4.58313
mus,1997,3.34405
mus,1998,4.20694
mus,1999,2.26975
mus,2000,2.48854
mus,2003,4.67905
mus,2004,4.64784
mus,2005,3.9372
mus,2006,6.12846
mus,2007,5.35139
mus,2008,4.95913
mus,2009,3.56789
mus,2010,4.04153
mus,2011,3.87019
mus,2012,2.89717
mus,2013,3.85724
mus,2014,1.76566
mus,2015,2.40464
mus,2016,1.76105
mus,2017,3.19755
mus,2018,3.67248
nic,2008,24.27241
nic,2009,24.99294
nic,2010,24.64205
nic,2011,23.48064
nic,2012,20.65984
nic,2013,17.70929
nic,2015,14.93228
nld,1990,1.24289
nld,1991,1.58335
nld,1992,1.86547
nld,1993,1.8127
nld,1994,1.57687
nld,1995,1.54037
nld,1996,1.88103
nld,1997,1.86991
nld,1998,1.65409
nld,1999,1.83595
nld,2000,1.52116
nld,2001,1.68865
nld,2002,1.67866
nld,2003,1.6066
nld,2004,1.70914
nld,2005,1.44158
nld,2006,0.96878
nld,2007,1.17216
nld,2008,1.25258
nld,2009,1.25996
nld,2010,1.08638
nld,2011,1.11865
nld,2012,1.13886
nld,2013,0.82449
nld,2014,1.1078
nld,2015,0.73631
nld,2016,0.75785
nld,2017,1.05091
nld,2018,0.75364
nld_curacao,2001,13.06827
nld_curacao,2002,54.44017
nld_curacao,2003,67.9573
nld_curacao,2004,56.25321
nld_curacao,2005,32.78742
nld_curacao,2006,24.17678
nld_curacao,2007,36.20793
nor,1990,1.69005
nor,1991,1.65087
nor,1992,1.56789
nor,1993,0.975
nor,1994,0.81383
nor,1995,1.2101
nor,1996,1.05248
nor,1997,1.18639
nor,1998,1.16394
nor,1999,0.94061
nor,2000,1.17829
nor,2001,1.00057
nor,2002,1.36136
nor,2003,1.1728
nor,2004,1.05279
nor,2005,0.7411
nor,2006,0.51702
nor,2007,0.5538
nor,2008,1.00969
nor,2009,0.70571
nor,2010,0.5732
nor,2011,2.3813
nor,2012,0.71591
nor,2013,1.01923
nor,2014,0.61875
nor,2015,0.38199
nor,2016,0.60463
nor,2017,0.56151
nor,2018,0.59383
nzl,1995,1.53142
nzl,1996,1.73476
nzl,1997,1.95878
nzl,1998,1.47847
nzl,1999,1.83477
nzl,2000,1.64732
nzl,2001,1.55637
nzl,2002,1.7208
nzl,2003,1.51508
nzl,2004,1.65403
nzl,2005,1.69124
nzl,2006,1.54372
nzl,2007,1.39758
nzl,2008,1.33441
nzl,2009,1.97953
nzl,2010,0.95426
nzl,2011,1.1057
nzl,2012,0.91082
nzl,2013,1.5308
nzl,2014,1.30559
nzl,2015,1.41034
nzl,2016,1.22217
nzl,2017,0.9516
omn,2014,0.23065
omn,2015,0.4312
omn,2016,0.44226
omn,2017,0.65075
omn,2018,0.34518
pan,1996,16.00061
pan,1997,19.79719
pan,1998,16.383
pan,1999,17.78303
pan,2000,17.68342
pan,2001,17.93544
pan,2002,21.23005
pan,2003,18.6287
pan,2004,17.07307
pan,2005,19.59472
pan,2006,11.83755
pan,2007,14.85261
pan,2008,26.1324
pan,2009,29.01656
pan,2010,23.4396
pan,2011,28.09363
pan,2012,31.84545
pan,2013,31.84353
pan,2014,28.90334
pan,2015,21.17608
pan,2016,17.8093
pan,2017,17.11284
pan,2018,16.96628
per,2011,9.17721
per,2012,11.23607
per,2013,11.49531
per,2014,11.57286
per,2015,12.15692
per,2016,12.48488
per,2017,14.25748
phl,2007,11.13408
phl,2008,10.09546
phl,2009,16.12582
phl,2010,15.68028
phl,2011,15.49659
phl,2012,15.0924
pol,1990,2.49799
pol,1991,3.13331
pol,1992,3.4427
pol,1993,3.52697
pol,1994,3.57966
pol,1995,3.29017
pol,1996,3.25811
pol,1999,2.9756
pol,2000,3.34588
pol,2001,2.98178
pol,2002,2.7416
pol,2003,2.45199
pol,2004,2.57586
pol,2005,2.21123
pol,2006,1.88502
pol,2007,2.20643
pol,2008,1.28027
pol,2009,1.48219
pol,2010,1.43406
pol,2011,1.56748
pol,2012,1.61232
pol,2013,1.18743
pol,2014,1.05547
pol,2015,1.00896
pol,2016,1.02627
pol,2017,1.049
pol,2018,1.03371
pri,1990,31.89556
pri,1991,42.68334
pri,1992,47.06547
pri,1993,50.57513
pri,1994,53.4254
pri,1995,45.71701
pri,1996,45.69118
pri,1997,38.16443
pri,1998,33.81348
pri,1999,30.49585
pri,2000,37.42445
pri,2001,41.5732
pri,2002,43.03315
pri,2003,43.30012
pri,2004,44.37439
pri,2005,43.58687
pri,2006,42.46903
pri,2007,41.73178
pri,2008,46.77206
pri,2009,52.11449
pri,2010,56.19095
pri,2011,64.18312
pri,2012,54.91582
pri,2013,51.84095
pri,2014,39.4122
pri,2015,35.67028
pri,2016,41.32983
pri,2017,45.89736
pri,2018,40.82124
prt,1994,2.12518
prt,1995,1.52532
prt,1996,1.62421
prt,1997,1.74874
prt,1998,1.89988
prt,1999,1.53244
prt,2000,1.61354
prt,2001,1.60147
prt,2002,1.62915
prt,2003,2.29466
prt,2004,2.06824
prt,2005,2.01061
prt,2006,2.21432
prt,2007,2.61624
prt,2008,1.72647
prt,2009,1.81113
prt,2010,1.62167
prt,2011,1.4844
prt,2012,1.61127
prt,2013,1.8492
prt,2014,0.88945
pry,2007,24.18177
pry,2008,25.03957
pry,2009,23.99251
pry,2010,21.01932
pry,2011,18.46385
pry,2012,17.62763
pry,2013,16.6613
pry,2014,15.15553
pry,2015,16.45297
pry,2016,17.80535
pry,2017,13.85675
pry,2018,12.27012
pse,2010,1.0886
pse,2011,0.99128
pse,2012,1.02228
pse,2015,2.04509
pse,2017,1.20417
pse,2018,0.64866
qat,2001,1.00294
qat,2004,0.80983
qat,2005,0.34209
qat,2006,0.55821
qat,2007,0.67926
qat,2008,1.02848
qat,2009,0.47863
qat,2010,0.28183
qat,2011,0.25613
qat,2012,0.35634
qat,2013,0.44774
qat,2014,0.37343
rou,1990,5.19621
rou,1991,5.54832
rou,1992,5.43031
rou,1993,4.68771
rou,1994,4.86922
rou,1995,4.86135
rou,1996,4.48588
rou,1997,4.24763
rou,1998,3.59514
rou,1999,3.69286
rou,2000,3.84127
rou,2001,4.85637
rou,2002,3.86902
rou,2003,4.31982
rou,2004,3.16385
rou,2005,2.65362
rou,2006,2.38877
rou,2007,2.50182
rou,2008,1.98546
rou,2009,1.69599
rou,2010,1.77062
rou,2011,1.37707
rou,2012,1.31251
rou,2013,1.63433
rou,2014,2.23598
rou,2015,2.5155
rou,2016,2.23078
rou,2017,1.7352
rou,2018,1.77011
rus,1990,23.22295
rus,1991,24.96383
rus,1992,37.59405
rus,1993,49.49266
rus,1994,52.55609
rus,1995,49.59032
rus,1996,42.40802
rus,1997,37.98221
rus,1998,36.39185
rus,1999,41.21384
rus,2000,44.89272
rus,2001,47.18597
rus,2002,49.46182
rus,2003,46.64857
rus,2004,44.1274
rus,2005,40.06955
rus,2006,32.44422
rus,2007,28.82182
rus,2008,20.59401
rus,2009,19.60728
rus,2010,18.5328
rus,2011,18.18957
rus,2012,17.99309
rus,2013,17.96126
rus,2014,18.38825
rus,2015,18.40517
rus,2016,17.3998
rus,2017,14.54714
rus,2018,13.00448
sau,2017,1.98681
sgp,2006,0.53696
sgp,2007,0.55541
sgp,2008,0.65019
sgp,2009,0.50449
sgp,2010,0.5981
sgp,2011,0.36341
sgp,2012,0.17791
sgp,2013,0.38529
sgp,2014,0.24205
sgp,2015,0.37588
sgp,2016,0.37177
sgp,2017,0.20084
sgp,2018,0.06637
slv,2005,120.61719
slv,2006,120.13856
slv,2007,108.72163
slv,2008,98.31332
slv,2009,129.85602
slv,2010,117.03484
slv,2011,127.53742
slv,2012,77.18076
slv,2013,77.74433
slv,2014,122.39167
slv,2015,204.45802
slv,2016,159.15919
slv,2017,115.85124
smr,1995,0
smr,1996,0
smr,1997,0
smr,1998,0
smr,1999,0
smr,2000,0
smr,2001,0
smr,2002,0
smr,2003,0
smr,2004,0
smr,2005,0
smr,2006,0
smr,2007,0
smr,2008,0
smr,2009,0
smr,2010,0
smr,2011,0
srb,2000,3.61207
srb,2001,3.62304
srb,2002,3.1416
srb,2003,2.38954
srb,2004,2.49456
srb,2005,2.26613
srb,2006,2.34498
srb,2007,2.60289
srb,2008,2.29845
srb,2009,2.62377
srb,2010,1.99706
srb,2011,2.18495
srb,2012,1.66573
srb,2013,2.17286
srb,2014,1.87992
srb,2015,1.67775
srb,2016,1.88963
srb,2017,1.5022
srb,2018,1.85481
stp,2006,0
stp,2007,0
stp,2008,0
stp,2009,0
stp,2010,0
stp,2011,0
sur,2007,11.79867
sur,2008,12.66226
sur,2013,9.43835
sur,2014,9.33824
sur,2015,8.17589
sur,2016,8.79817
svk,2000,3.62364
svk,2001,3.243
svk,2002,2.74799
svk,2003,3.43634
svk,2004,2.75006
svk,2005,2.33049
svk,2006,2.56003
svk,2007,2.06324
svk,2008,2.36835
svk,2009,1.75626
svk,2010,1.94558
svk,2011,2.172
svk,2012,1.71231
svk,2013,1.82352
svk,2014,1.36531
svk,2015,1.13584
svk,2016,1.39856
svk,2017,2.2266
svk,2018,1.35668
svn,2004,2.05686
svn,2005,1.02512
svn,2006,0.91738
svn,2007,1.61844
svn,2008,0.50141
svn,2009,0.59673
svn,2010,0.69137
svn,2011,0.88419
svn,2012,0.78286
svn,2013,0.87819
svn,2014,0.97355
svn,2015,0.87442
svn,2016,0.77586
svn,2017,0.96839
svn,2018,0.48364
swe,1999,1.64758
swe,2000,1.34502
swe,2001,1.30995
swe,2002,1.4658
swe,2003,1.30952
swe,2004,1.48909
swe,2005,1.16841
swe,2006,1.22479
swe,2007,1.73872
swe,2008,1.182
swe,2009,1.17628
swe,2010,1.37078
swe,2011,1.18666
swe,2012,0.98067
swe,2013,1.27043
swe,2014,1.28056
swe,2015,1.70052
swe,2016,1.56537
swe,2017,1.73536
swe,2018,1.50264
syc,2004,18.79625
syc,2006,14.28984
syc,2007,14.35816
syc,2008,10.40425
syc,2009,24.0199
syc,2010,16.38131
syc,2011,23.04418
syc,2012,7.42613
syc,2013,23.75476
syc,2014,27.88388
tca,1995,0
tca,1997,0
tha,1995,12.96516
tha,1996,12.51023
tha,1997,13.34115
tha,1998,14.91952
tha,1999,13.75521
tha,2000,13.63661
tha,2002,12.1591
tha,2003,17.23994
tha,2004,11.78272
tha,2005,13.0057
tha,2006,12.69625
tha,2007,11.81103
tha,2008,10.55965
tha,2009,9.79302
tha,2010,9.70759
tha,2011,8.65429
tha,2012,8.57921
tha,2013,7.54878
tha,2014,6.71317
tjk,2006,4.42152
tjk,2007,2.78366
tjk,2008,1.70633
tjk,2009,1.95879
tjk,2010,4.16026
tjk,2011,2.80588
ton,2000,2.00554
ton,2001,9.993
ton,2002,9.96969
ton,2003,11.93697
ton,2004,3.96644
ton,2005,7.89702
ton,2006,15.68874
ton,2007,1.94526
ton,2008,5.78894
ton,2009,9.59877
ton,2010,1.91828
ton,2011,3.85364
ton,2012,0
tto,2004,36.53595
tto,2005,53.94531
tto,2006,52.17324
tto,2007,55.65911
tto,2008,75.22837
tto,2009,71.36679
tto,2010,63.87027
tto,2011,48.6735
tto,2012,50.32705
tto,2013,54.93579
tto,2014,53.41587
tto,2015,57.6937
tur,2003,6.91207
tur,2004,6.99851
tur,2005,8.07042
tur,2006,7.73588
tur,2007,8.7173
tur,2008,7.75811
tur,2009,7.65551
tur,2010,6.8327
tur,2011,6.73447
tur,2012,7.11005
tur,2015,4.71429
tur,2016,5.66475
tur,2017,5.22619
tur,2018,4.29833
tza,2010,15.09078
tza,2011,15.76393
tza,2012,15.2104
tza,2013,13.23942
tza,2014,12.12468
tza,2015,11.96678
uga,2008,16.10087
uga,2010,16.08564
uga,2011,18.32529
uga,2012,19.60947
uga,2013,17.50302
uga,2014,20.04188
uga,2016,18.32465
uga,2017,19.26594
ukr,1990,7.43602
ukr,1991,7.84661
ukr,1992,10.31222
ukr,1993,11.26562
ukr,1994,12.9946
ukr,1995,13.76196
ukr,1996,15.08221
ukr,1997,13.01399
ukr,1998,12.94939
ukr,1999,13.07525
ukr,2000,13.67704
ukr,2001,14.95849
ukr,2002,13.36114
ukr,2003,12.55197
ukr,2004,10.84345
ukr,2005,9.52251
ukr,2006,9.49024
ukr,2008,8.09401
ukr,2009,7.22986
ukr,2010,6.55115
ukr,2017,11.11767
ury,2006,9.91609
ury,2007,10.08688
ury,2008,10.99476
ury,2009,11.21241
ury,2010,10.13042
ury,2011,9.7314
ury,2012,14.06072
ury,2013,12.60725
ury,2014,13.23448
ury,2015,14.766
ury,2016,13.68036
ury,2017,13.7467
ury,2018,21.55814
usa,1990,14.79703
usa,1991,15.44336
usa,1992,14.7053
usa,1993,14.88687
usa,1994,14.22058
usa,1995,12.72027
usa,1996,11.48212
usa,1997,10.51786
usa,1998,9.47626
usa,1999,8.55662
usa,2000,8.55895
usa,2001,10.39103
usa,2002,8.80388
usa,2003,8.97882
usa,2004,8.73351
usa,2005,9.05458
usa,2006,9.2915
usa,2007,9.06395
usa,2008,8.59647
usa,2009,7.84756
usa,2010,7.47718
usa,2011,7.40561
usa,2012,7.44572
usa,2013,7.12852
usa,2014,6.96791
usa,2015,7.90696
usa,2016,8.57089
usa,2017,8.45063
usa,2018,7.75773
vct,2004,41.60027
vct,2005,34.62604
vct,2006,25.20324
vct,2007,56.58623
vct,2008,23.63035
vct,2009,35.51123
vct,2010,39.92596
vct,2016,64.62152
ven,1990,23.12755
ven,1992,29.32019
ven,1993,37.66855
ven,1994,40.76733
ven,1996,40.92122
ven,1997,33.73264
ven,1998,35.69601
ven,1999,46.58551
ven,2000,61.79681
ven,2001,60.47972
ven,2002,69.71072
ven,2003,83.19859
ven,2004,70.05375
ven,2005,71.10568
ven,2006,86.27053
ven,2007,91.64961
ven,2008,100.34669
ven,2009,94.4903
ven,2010,86.61787
ven,2011,92.27766
ven,2012,103.39311
ven,2015,97.678
ven,2016,109.92048
ven,2017,93.87732
ven,2018,61.86965
vgb,1990,0
vgb,1992,0
vgb,1993,0
vgb,1994,0
vgb,1999,0
vir,1997,45.8479
vir,1998,43.86132
vir,1999,43.82705
vir,2000,38.09451
vir,2001,49.53136
vir,2002,68.63287
vir,2003,53.45756
vir,2004,68.88634
vir,2005,65.27666
vir,2006,75.20392
vir,2007,77.53741
vir,2008,85.77332
vir,2009,94.08075
vir,2010,96.51939
vir,2011,83.06962
vir,2012,99.24179
zaf,2006,67.6
zaf,2007,64.2
zaf,2008,62.8
zaf,2009,56.6
zaf,2010,52.1
zaf,2011,51.4
zwe,1990,7.78279
