geo,time,ne_rsb_gnfs_cn
bwa,1980,-110350000
bwa,1981,-196100000
bwa,1982,-153750000
bwa,1983,-6200000
bwa,1984,45900000
bwa,1985,319400000
bwa,1986,502500000
bwa,1987,880550000
bwa,1988,1285950000
bwa,1989,813250000
bwa,1990,371200000
bwa,1991,518150000
bwa,1992,578050000
bwa,1993,804750000
bwa,1994,853500000
bwa,1995,928200000
bwa,1996,2691400000
bwa,1997,2411400000
bwa,1998,-660500000
bwa,1999,2907800000
bwa,2000,3466600000
bwa,2001,3139300000
bwa,2002,4294800000
bwa,2003,4394741300
bwa,2004,3459500000
bwa,2005,8801300000
bwa,2006,10742300000
bwa,2007,9352704500
bwa,2008,-4011000000
bwa,2009,-12550400000
bwa,2010,-6627000000
bwa,2011,-3826000000
bwa,2012,-13353000000
bwa,2013,615400000
bwa,2014,4260600000
bwa,2015,-9208700000
bwa,2016,14399800000
bwa,2017,6526100000
bwa,2018,1739300000
bwa,2019,-16042400000
bwa,2020,-25850000000
caf,1960,-2999999500
caf,1961,-2800000000
caf,1962,-3999996900
caf,1963,-4200000500
caf,1964,-4300000300
caf,1965,-3900001000
caf,1966,-5500000000
caf,1967,-8299990000
caf,1968,-2525152800
caf,1969,-5017228000
caf,1970,-5030352600
caf,1971,-4229219400
caf,1972,-5153531800
caf,1973,-4756224900
caf,1974,-10566019800
caf,1975,-15248103800
caf,1976,-7696866200
caf,1977,-11367149600
caf,1978,-14419354500
caf,1979,-18932169000
caf,1980,-26706954400
caf,1981,-18268842700
caf,1982,-29622985000
caf,1983,-31292867300
caf,1984,-33744112100
caf,1985,-37407000000
caf,1986,-40560000000
caf,1987,-38643000000
caf,1988,-27537000000
caf,1989,-24245000000
caf,1990,-34550000000
caf,1991,-33168000000
caf,1992,-35495000000
caf,1993,-20964000000
caf,1994,-7652000000
caf,1995,-33594000000
caf,1996,-21362000000
caf,1997,-11220000000
caf,1998,-32733000000
caf,1999,-29323000000
caf,2000,-32004000000
caf,2001,-36995000000
caf,2002,-28905000000
caf,2003,1595000000
caf,2004,-35213000000
caf,2005,-58870000000
caf,2006,-59293607600
caf,2007,-76072371100
caf,2008,-110511868600
caf,2009,-114835000000
caf,2010,-118512000000
caf,2011,-94439000000
caf,2012,-127633000000
caf,2013,-70624000000
caf,2014,-184716000000
caf,2015,-190591000000
caf,2016,-225895000000
caf,2017,-272240000000
caf,2018,-346607000000
caf,2019,-252053764200
caf,2020,-265430990900
can,1961,-268000000
can,1962,-166000000
can,1963,259000000
can,1964,517000000
can,1965,-183000000
can,1966,-121000000
can,1967,536000000
can,1968,713000000
can,1969,-169000000
can,1970,2024000000
can,1971,1312000000
can,1972,650000000
can,1973,1436000000
can,1974,-153000000
can,1975,-3435000000
can,1976,-1839000000
can,1977,-800000000
can,1978,544000000
can,1979,1197000000
can,1980,5452000000
can,1981,2456000000
can,1982,14632000000
can,1983,13234000000
can,1984,15691000000
can,1985,11260000000
can,1986,4793000000
can,1987,6550000000
can,1988,4639000000
can,1989,175000000
can,1990,1072000000
can,1991,-3627000000
can,1992,-2441000000
can,1993,257000000
can,1994,9279000000
can,1995,26066000000
can,1996,33850000000
can,1997,17497000000
can,1998,18596000000
can,1999,36359000000
can,2000,62527000000
can,2001,65647000000
can,2002,52645000000
can,2003,48833000000
can,2004,59615000000
can,2005,56213000000
can,2006,41197000000
can,2007,34325000000
can,2008,29270000000
can,2009,-22670000000
can,2010,-31211000000
can,2011,-20259000000
can,2012,-34525000000
can,2013,-29812000000
can,2014,-18064000000
can,2015,-49064000000
can,2016,-47773000000
can,2017,-46928000000
can,2018,-42195000000
can,2019,-36872000000
can,2020,-45363000000
che,1970,-108432000
che,1971,-5695000
che,1972,1042023000
che,1973,787982000
che,1974,-697282000
che,1975,8943573000
che,1976,10205812000
che,1977,9268643000
che,1978,9165967000
che,1979,2822224000
che,1980,-4237182000
che,1981,1539526000
che,1982,1613010000
che,1983,-2153596000
che,1984,7562359000
che,1985,7358156000
che,1986,2719346000
che,1987,4302313000
che,1988,4512492000
che,1989,4790767000
che,1990,1560990000
che,1991,6170535000
che,1992,10859936000
che,1993,16500700000
che,1994,17109673000
che,1995,16606545000
che,1996,14756940000
che,1997,20512662000
che,1998,18076237000
che,1999,18852950000
che,2000,25811882000
che,2001,24110752000
che,2002,29510795000
che,2003,29184233000
che,2004,41343132000
che,2005,34837350000
che,2006,45080735000
che,2007,64803544000
che,2008,65450247000
che,2009,45665990000
che,2010,68681890000
che,2011,55811576000
che,2012,69718168000
che,2013,78428534000
che,2014,76221175000
che,2015,78867035000
che,2016,79642894000
che,2017,75540021000
che,2018,88719820000
che,2019,86159165000
che,2020,62111407000
chl,1960,-125554.07918
chl,1961,-208921.18551
chl,1962,-86195.1306
chl,1963,-224142.45015
chl,1964,-134521.59298
chl,1965,120243.02787
chl,1966,258084.63292
chl,1967,408189.09804
chl,1968,296973.28999
chl,1969,1452252.00906
chl,1970,398583.24997
chl,1971,-1599505.5771
chl,1972,-8880681.06895
chl,1973,-25147353.59886
chl,1974,22003884.45863
chl,1975,-920210317.79546
chl,1976,4905525314.4719
chl,1977,-6899263651.8284
chl,1978,-19431545327.687
chl,1979,-27777699716.169
chl,1980,-54101534070.583
chl,1981,-143655403529.517
chl,1982,-34025285588.762
chl,1983,32492542424.654
chl,1984,-32075879727.166
chl,1985,54626569327.6531
chl,1986,94273764086.94701
chl,1987,121824953195.34
chl,1988,414223134198.64001
chl,1989,353195059585.92999
chl,1990,327473801678.46997
chl,1991,595592597000
chl,1992,278240178600
chl,1993,-368149003400
chl,1994,409957947600
chl,1995,665987572700
chl,1996,-475165173924.13898
chl,1997,-714462969923.979
chl,1998,-1231203015751.70996
chl,1999,835693378827.20093
chl,2000,734073596613.09985
chl,2001,745485001824.90002
chl,2002,1063772871029.90002
chl,2003,2615938107676.1001
chl,2004,5969209388795.7998
chl,2005,5990335268640.09961
chl,2006,11894706346094
chl,2007,12454045838782.80078
chl,2008,1932045076126.19995
chl,2009,7487724371843.2002
chl,2010,7166111000169.88965
chl,2011,4048465869770.2998
chl,2012,-36552837823.9063
chl,2013,-792139999306
chl,2014,1410077462676
chl,2015,-350344201676
chl,2016,1032845968345
chl,2017,2192355766119
chl,2018,-586323154548
chl,2019,-1626491847310
chl,2020,10522692677128
chn,1960,-180000000
chn,1961,470000000
chn,1962,1330000000
chn,1963,1430000000
chn,1964,1330000000
chn,1965,780000000
chn,1966,490000000
chn,1967,540000000
chn,1968,670000000
chn,1969,1260000000
chn,1970,70000000
chn,1971,1610000000
chn,1972,1890000000
chn,1973,1330000000
chn,1974,-1340000000
chn,1975,-440000000
chn,1976,550000000
chn,1977,690000000
chn,1978,-1980000000
chn,1979,-3120000000
chn,1980,-2760000000
chn,1981,-10000000
chn,1982,12607440000
chn,1983,6710310000
chn,1984,151200000
chn,1985,-36752940000
chn,1986,-25495499999.9995
chn,1987,1297860000
chn,1988,-19736460000
chn,1989,-24344320000
chn,1990,55793640000
chn,1991,66589740000
chn,1992,31837260000
chn,1993,-94587169600
chn,1994,63407775900
chn,1995,99857670600
chn,1996,145914210000
chn,1997,354995929200
chn,1998,362928335900
chn,1999,253655020800
chn,2000,238300793700
chn,2001,232472454000
chn,2002,309416370000
chn,2003,296491485300
chn,2004,423560129400
chn,2005,1021229366900
chn,2006,1665794152600
chn,2007,2343384089000
chn,2008,2423932623100
chn,2009,1503798823900
chn,2010,1505713876100
chn,2011,1168848066700
chn,2012,1463602916300
chn,2013,1455210805200
chn,2014,1361075381400
chn,2015,2234649467300
chn,2016,1697559939100
chn,2017,1457844079300
chn,2018,605275811900.00195
chn,2019,917349237099.99805
chn,2020,2526691275900
civ,1960,15180597200
civ,1961,10900725700
civ,1962,13669158900
civ,1963,19421839400
civ,1964,25193865200
civ,1965,15099977700
civ,1966,19399958500
civ,1967,19799998400
civ,1968,40299970600
civ,1969,34300002300
civ,1970,26799997000
civ,1971,16499990600
civ,1972,20999995300
civ,1973,14100004900
civ,1974,54100000700
civ,1975,1199996900
civ,1976,61200007100
civ,1977,96900022300
civ,1978,-16299982900
civ,1979,-59500003400
civ,1980,-132799987700
civ,1981,-162900017200
civ,1982,-72200028100
civ,1983,32300007400
civ,1984,404200030200
civ,1985,450699984900
civ,1986,295414988800
civ,1987,115499991100
civ,1988,79355052100
civ,1989,92700016600
civ,1990,134569984000
civ,1991,89559990200
civ,1992,111999975400
civ,1993,110609104900
civ,1994,517798887400
civ,1995,401714053100
civ,1996,305555404339.54999
civ,1997,244132745285.37
civ,1998,82767279508.1499
civ,1999,183745257041.85001
civ,2000,72539515773.91991
civ,2001,224758554961.07001
civ,2002,854222222831.43005
civ,2003,520308251481.87
civ,2004,268328060199.12
civ,2005,118755347889.541
civ,2006,263028319811.37
civ,2007,-61812395630.4307
civ,2008,13180003742.6504
civ,2009,661785920822.69995
civ,2010,-81900843843.18069
civ,2011,1011029101298.04004
civ,2012,-62295599882.1699
civ,2013,-6731541111.08008
civ,2014,635110443653.58105
civ,2015,540486000000
civ,2016,475967000000
civ,2017,389255000000
civ,2018,-253306000000
civ,2019,395000000000
civ,2020,384108790800
cmr,1965,-1000001600
cmr,1966,-5400010800
cmr,1967,-4499996700
cmr,1968,-6499999700
cmr,1969,1500000300.00001
cmr,1970,4899995700
cmr,1971,-14100201500
cmr,1972,-21500141600
cmr,1973,-13999988700
cmr,1974,13699997700
cmr,1975,-17499996100
cmr,1976,-32700006400
cmr,1977,-22899998800
cmr,1978,-46999994400
cmr,1979,-90200014900
cmr,1980,10623844300
cmr,1981,-117611593700
cmr,1982,93488808000
cmr,1983,28641329200
cmr,1984,79401123800
cmr,1985,71900200900
cmr,1986,22868656100
cmr,1987,-154200572000
cmr,1988,2600009800
cmr,1989,103200456700
cmr,1990,96204685300
cmr,1991,179000705000
cmr,1992,71301595100
cmr,1993,303452731800
cmr,1994,296606271600
cmr,1995,355470346700
cmr,1996,193479354900
cmr,1997,304273618900
cmr,1998,110892683800
cmr,1999,115235112600
cmr,2000,134005891700
cmr,2001,-84220966100
cmr,2002,-216160520900
cmr,2003,-126819305200
cmr,2004,-73723190000
cmr,2005,-52129926500
cmr,2006,136962434700
cmr,2007,84933634700
cmr,2008,-359417769800
cmr,2009,-395582163900
cmr,2010,-340373389400
cmr,2011,-442081475900
cmr,2012,-351420476700
cmr,2013,-399192080000
cmr,2014,-649015103600
cmr,2015,-678285003200
cmr,2016,-548791000000
cmr,2017,-523356000000
cmr,2018,-691655000000
cmr,2019,-854979000000
cmr,2020,-749461000000
cod,1994,1900100
cod,1995,18854000
cod,1996,-9000000
cod,1997,300000000
cod,1998,-309600000
cod,1999,3157979300
cod,2000,-54200000000
cod,2001,-23800000000
cod,2002,61300000000
cod,2003,-218500000000
cod,2004,-159500000000
cod,2005,-364371936300
cod,2006,-308806151000
cod,2007,-172824266900
cod,2008,-632698928400
cod,2009,-1407325569200
cod,2010,-1665560705800
cod,2011,-1465222534800
cod,2012,-1818271757700
cod,2013,-1374607817700
cod,2014,-1669762050300
cod,2015,-2137464879300
cod,2016,-2278024324300
cod,2017,-2061621500400
cod,2018,-2746573039100
cod,2019,-3074672362500
cod,2020,-1156273548500
cog,1960,-21044695600
cog,1961,-23883017200
cog,1962,-13244547100
cog,1963,-9020092400
cog,1964,-8324868100
cog,1965,-8300000000
cog,1966,-11500000000
cog,1967,-14800010000
cog,1968,-16700020000
cog,1969,-17100000000
cog,1970,-17500000000
cog,1971,-17800000000
cog,1972,-24300010000
cog,1973,-14199990000
cog,1974,-8799980000
cog,1975,-45800000000
cog,1976,-47199990000
cog,1977,-37000210000
cog,1978,-34400390000
cog,1979,-3100000000
cog,1980,-400000000
cog,1981,-97900000000
cog,1982,-94000000000
cog,1983,49400000000
cog,1984,153400000000
cog,1985,7600000000
cog,1986,-88600000000
cog,1987,21500000000
cog,1988,1300000000
cog,1989,104399994800
cog,1990,249443480000
cog,1991,104425082000
cog,1992,188226440500
cog,1993,87385252700
cog,1994,-154252190000
cog,1995,11582670000
cog,1996,110588400000
cog,1997,209253640000
cog,1998,42020020000
cog,1999,191104000000
cog,2000,840990100000
cog,2001,493795410000
cog,2002,580463640000
cog,2003,96773696500
cog,2004,729161080700
cog,2005,1067914000000
cog,2006,1236793000000
cog,2007,-488295000000
cog,2008,711692000000
cog,2009,-301464000000
cog,2010,845190000000
cog,2011,1669673000000
cog,2012,1690986000000
cog,2013,1141173000000
cog,2014,183119000000
cog,2015,-2617655000000
cog,2016,-2469580000000
cog,2017,187005205857
cog,2018,1672229226559.31006
cog,2019,1541100000000
cog,2020,-93889000000
col,1960,250655700
col,1961,-255063500
col,1962,-1301600
col,1963,-159973300
col,1964,-373163000
col,1965,1467000000
col,1966,-3199000000
col,1967,736000000
col,1968,-1008000000
col,1969,-525000000
col,1970,-1705000000
col,1971,-6314000000
col,1972,866000000
col,1973,5496000000
col,1974,-3515000000
col,1975,7315000000
col,1976,16773000000
col,1977,26256000000
col,1978,25715000000
col,1979,21058000000
col,1980,9806000000
col,1981,-70724000000
col,1982,-106837000000
col,1983,-84929000000
col,1984,-22336000000
col,1985,63685000000
col,1986,464558000000
col,1987,355958000000
col,1988,285017000000
col,1989,632827000000
col,1990,708296000000
col,1991,1450424000000
col,1992,-228246000000
col,1993,-3036191000000
col,1994,-3998495000000
col,1995,-5429219000000
col,1996,-5685343000000
col,1997,-7197758000000
col,1998,-8280398000000
col,1999,824329000000
col,2000,-1745000000000
col,2001,-7062000000000
col,2002,-8222000000000
col,2003,-9166000000000
col,2004,-7146000000000
col,2005,-11763000000000
col,2006,-15967000000000
col,2007,-18137000000000
col,2008,-14051000000000
col,2009,-11572000000000
col,2010,-8612000000000
col,2011,-5679000000000
col,2012,-8083000000000
col,2013,-12952000000000
col,2014,-32179000000000
col,2015,-56814000000000
col,2016,-58464000000000
col,2017,-45953000000000
col,2018,-46775000000000
col,2019,-61722000000000
col,2020,-66301993450648
com,1980,-8108000000
com,1981,-9649000000
com,1982,-10935000000
com,1983,-13206000000
com,1984,-14595000000
com,1985,-15983000000
com,1986,-17486000000
com,1987,-18345000000
com,1988,-19203000000
com,1989,-19700000000
com,1990,-21153000000
com,1991,-21637000000
com,1992,-21894000000
com,1993,-23192000000
com,1994,-24037000000
com,1995,-26976000000
com,1996,-27480000000
com,1997,-28851000000
com,1998,-29615000000
com,1999,-31940000000
com,2000,-33825000000
com,2001,-37601000000
com,2002,-40080000000
com,2003,-43015000000
com,2004,-45327000000
com,2005,-46760000000
com,2006,-49491000000
com,2007,-43431000000
com,2008,-60571000000
com,2009,-61545000000
com,2010,-68307000000
com,2011,-72638000000
com,2012,-89150000000
com,2013,-87436000000
com,2014,-84644000000
com,2015,-75100000000
com,2016,-71067000000
com,2017,-76772000000
com,2018,-85072000000
com,2019,-87547000000
com,2020,-118412609800
cpv,1980,-2851722000
cpv,1981,-3343121500
cpv,1982,-4612186700
cpv,1983,-5279148500
cpv,1984,-6154884000
cpv,1985,-7136044000
cpv,1986,-8836691000
cpv,1987,-8120645000
cpv,1988,-8149946000
cpv,1989,-8964973000
cpv,1990,-11108700000
cpv,1991,-10922562000
cpv,1992,-11994581000
cpv,1993,-13325659000
cpv,1994,-13807840000
cpv,1995,-16189180000
cpv,1996,-14548720000
cpv,1997,-14205850000
cpv,1998,-18590800000
cpv,1999,-23923865000
cpv,2000,-21624396800
cpv,2001,-22579732700
cpv,2002,-26192766200
cpv,2003,-28661169900
cpv,2004,-30830726500
cpv,2005,-24812046100
cpv,2006,-26831629100
cpv,2007,-36823154500
cpv,2008,-35280804600
cpv,2009,-35168675400
cpv,2010,-40320265200
cpv,2011,-42617896200
cpv,2012,-29188496000
cpv,2013,-22065736400
cpv,2014,-31387768100
cpv,2015,-22616535100
cpv,2016,-26081653900
cpv,2017,-37142445100
cpv,2018,-34986704300
cpv,2019,-28516266600
cpv,2020,-57703530000
cri,1960,-139900000
cri,1961,-122900000
cri,1962,-106000000
cri,1963,-171600000
cri,1964,-149700000
cri,1965,-417400000
cri,1966,-257000000
cri,1967,-293700000
cri,1968,-240400000
cri,1969,-302900000
cri,1970,-440000000
cri,1971,-735900000
cri,1972,-524000000
cri,1973,-617200000
cri,1974,-1979400000
cri,1975,-1426000000
cri,1976,-1240900000
cri,1977,-1439200000
cri,1978,-2370300000
cri,1979,-3552000000
cri,1980,-4281800000
cri,1981,-2802500000
cri,1982,2846200000
cri,1983,-964200000
cri,1984,669100000
cri,1985,-3469400000
cri,1986,2085500000
cri,1987,-11763100000
cri,1988,-6249400000
cri,1989,-16528100000
cri,1990,-36100700000
cri,1991,-40769802359.53
cri,1992,-63732517326.65
cri,1993,-99154862045.19008
cri,1994,-102582771382.41
cri,1995,-73126846439.21011
cri,1996,-97833828649.89999
cri,1997,-128957982338.94
cri,1998,-144731875792.03
cri,1999,-98667765741.90988
cri,2000,-30736532883.29
cri,2001,8636994365.32007
cri,2002,-117212417279.25999
cri,2003,-136628907766.979
cri,2004,-68556536207.4702
cri,2005,-219660417731.38
cri,2006,-370056629367.53998
cri,2007,-735053239841.86902
cri,2008,-1424540557853.8501
cri,2009,-87197905391.6611
cri,2010,-366984125783.94897
cri,2011,-798817272026.99011
cri,2012,-889759801942.89099
cri,2013,-734125466466.28003
cri,2014,-690347947454.46899
cri,2015,-229984308047.85199
cri,2016,109540960650.23199
cri,2017,155718408620.60199
cri,2018,191482889233
cri,2019,704680044276.3009
cri,2020,613141737120.5
cub,1970,-657873400
cub,1971,-799136000
cub,1972,-895982200
cub,1973,-956613800
cub,1974,-1081024800
cub,1975,-1234180800
cub,1976,-1309151800
cub,1977,-1362543200
cub,1978,-1585230400
cub,1979,-1655740900
cub,1980,-1652933400
cub,1981,-1942651500
cub,1982,-2051005000
cub,1983,-2182738700
cub,1984,-2492635500
cub,1985,-2365243300
cub,1986,-2432571000
cub,1987,-2184204000
cub,1988,-2306687900
cub,1989,-2867898600
cub,1990,-2291226700
cub,1991,-1271003000
cub,1992,-214154800
cub,1993,-418331100
cub,1994,-272929600
cub,1995,-597177300
cub,1996,-500000000
cub,1997,-737200000
cub,1998,-1029300000
cub,1999,-792500000
cub,2000,-860700000
cub,2001,-916300000
cub,2002,-562700000
cub,2003,-245300000
cub,2004,279700000
cub,2005,1140600000
cub,2006,126000000
cub,2007,1585300000
cub,2008,-2299700000
cub,2009,1245000000
cub,2010,3119000000
cub,2011,2240000000
cub,2012,3771000000
cub,2013,2991000000
cub,2014,3947000000
cub,2015,2336000000
cub,2016,2464000000
cub,2017,2789000000
cub,2018,1963000000
cub,2019,1661000000
cub,2020,702000000
cym,2017,1317700000
cym,2018,1200900000
cym,2019,1193500000
cym,2020,650100000
cyp,1975,-93118700
cyp,1976,-73469900
cyp,1977,-144205900
cyp,1978,-178207200
cyp,1979,-205373900
cyp,1980,-231344600
cyp,1981,-195634900
cyp,1982,-233224100
cyp,1983,-263466400
cyp,1984,-284311200
cyp,1985,-255606800
cyp,1986,-92606200
cyp,1987,-90726700
cyp,1988,-185041600
cyp,1989,-324463300
cyp,1990,-244842800
cyp,1991,-457392800
cyp,1992,-592884700
cyp,1993,-24262100
cyp,1994,-24774700
cyp,1995,-66335000
cyp,1996,-34603000
cyp,1997,-116538000
cyp,1998,225156000
cyp,1999,257263000
cyp,2000,257537000
cyp,2001,521597000
cyp,2002,138876000
cyp,2003,195200000
cyp,2004,-17183000
cyp,2005,-78981000
cyp,2006,-469580000
cyp,2007,-833053000
cyp,2008,-2426100000
cyp,2009,-998500000
cyp,2010,-1619099000
cyp,2011,-757808000
cyp,2012,-371918000
cyp,2013,284404000
cyp,2014,163585000
cyp,2015,467879000
cyp,2016,320857000
cyp,2017,-97841000
cyp,2018,281056000
cyp,2019,49099000
cyp,2020,-545707000
cze,1990,17170425000
cze,1991,49147473000
cze,1992,11857888000
cze,1993,13408850000
cze,1994,-15656905000
cze,1995,-48937000000
cze,1996,-88374000000
cze,1997,-81617000000
cze,1998,-6746000000
cze,1999,-10782000000
cze,2000,-44489000000
cze,2001,-33514000000
cze,2002,-35693000000
cze,2003,-42844000000
cze,2004,19298000000
cze,2005,76505000000
cze,2006,96127000000
cze,2007,93498000000
cze,2008,87358000000
cze,2009,153966000000
cze,2010,122066000000
cze,2011,153593000000
cze,2012,194776000000
cze,2013,235906000000
cze,2014,275242000000
cze,2015,274835000000
cze,2016,365900000000
cze,2017,384411000000
cze,2018,321325000000
cze,2019,346826000000
cze,2020,389024000000
deu,1970,-5871445000
deu,1971,-7725933000
deu,1972,-7950039000
deu,1973,-5403940000
deu,1974,-2821874000
deu,1975,-10402818000
deu,1976,-14899710000
deu,1977,-15286439000
deu,1978,-14502830000
deu,1979,-29528931000
deu,1980,-40729868000
deu,1981,-36197299000
deu,1982,-25511960000
deu,1983,-30111007000
deu,1984,-29453571000
deu,1985,-22463975000
deu,1986,-4302224000
deu,1987,-3858293000
deu,1988,-4357619000
deu,1989,-8293258000
deu,1990,-2808817000
deu,1991,-7732000000
deu,1992,-8535000000
deu,1993,878000000
deu,1994,2992000000
deu,1995,7708000000
deu,1996,13727000000
deu,1997,21139000000
deu,1998,24754000000
deu,1999,11381000000
deu,2000,3572000000
deu,2001,35338000000
deu,2002,93426000000
deu,2003,83467000000
deu,2004,117663000000
deu,2005,119002000000
deu,2006,129178000000
deu,2007,169247000000
deu,2008,154663000000
deu,2009,122558000000
deu,2010,134947000000
deu,2011,132204000000
deu,2012,167469000000
deu,2013,161891000000
deu,2014,193750000000
deu,2015,229846000000
deu,2016,231246000000
deu,2017,231605000000
deu,2018,207719000000
deu,2019,196203000000
deu,2020,192801000000
dji,2013,-126777336400
dji,2014,68409000000
dji,2015,81259000000
dji,2016,-40475000000
dji,2017,-42406000000
dji,2018,54295000000
dji,2019,53138927200
dji,2020,78861846600
dma,2009,-314590000
dma,2010,-239960000
dma,2011,-206640000
dma,2012,-247090000
dma,2013,-135530000
dma,2014,-177890000
dma,2015,-191830000
dma,2016,-194790000
dma,2017,-293980000
dma,2018,-727580000
dnk,1966,-1296091000
dnk,1967,-1882135000
dnk,1968,-1402312000
dnk,1969,-2399871000
dnk,1970,-3627689000
dnk,1971,-2870604000
dnk,1972,-659349000
dnk,1973,-3520274000
dnk,1974,-6971859000
dnk,1975,-2232097000
dnk,1976,-12211190000
dnk,1977,-10661515000
dnk,1978,-7378068000
dnk,1979,-8817677000
dnk,1980,-1804879000
dnk,1981,6200630000
dnk,1982,4573866000
dnk,1983,12254313000
dnk,1984,10264345000
dnk,1985,5145558000
dnk,1986,-1418387000
dnk,1987,15378112000
dnk,1988,27038993000
dnk,1989,31185134000
dnk,1990,47535742000
dnk,1991,55378248000
dnk,1992,63750715000
dnk,1993,69890263000
dnk,1994,58835009000
dnk,1995,48811190000
dnk,1996,61620235000
dnk,1997,49939834000
dnk,1998,36457285000
dnk,1999,74487215000
dnk,2000,89043459000
dnk,2001,97932623000
dnk,2002,96631539000
dnk,2003,97628832000
dnk,2004,85075561000
dnk,2005,87300660000
dnk,2006,68860930000
dnk,2007,50378155000
dnk,2008,63472359000
dnk,2009,77446602000
dnk,2010,125784690000
dnk,2011,118097098000
dnk,2012,114079471000
dnk,2013,127503350000
dnk,2014,137935889000
dnk,2015,138230312000
dnk,2016,140867611000
dnk,2017,157352855000
dnk,2018,138457553000
dnk,2019,171346549000
dnk,2020,150276125000
dom,1960,45600000
dom,1961,45200000
dom,1962,-2600000
dom,1963,-49400000
dom,1964,-85500000
dom,1965,-35200000
dom,1966,-88500000
dom,1967,-71700000
dom,1968,-88000000
dom,1969,-93900000
dom,1970,-148202995.9
dom,1971,-161581307
dom,1972,-66911844
dom,1973,-103485083.4
dom,1974,-273656090.6
dom,1975,-120799453.1
dom,1976,-271896894
dom,1977,-330404626.8
dom,1978,-512232530
dom,1979,-535639740
dom,1980,-927883259
dom,1981,-558638062.4
dom,1982,-677524940.5
dom,1983,-680931863.3
dom,1984,-959594946.4
dom,1985,-733443000
dom,1986,-630682500
dom,1987,-1569480000
dom,1988,-784827000
dom,1989,-3446268000
dom,1990,-4810545000
dom,1991,-3626400000
dom,1992,-9947700000
dom,1993,-8542300000.00001
dom,1994,-8759600000
dom,1995,-7375500000
dom,1996,-6749500000
dom,1997,-10622000000
dom,1998,-23234400000
dom,1999,-22224900000
dom,2000,-32662800000
dom,2001,-28755700000
dom,2002,-34734300000
dom,2003,-902099999.99997
dom,2004,8831300000
dom,2005,-54077800000
dom,2006,-92292200000
dom,2007,-122845145500
dom,2008,-225627482400
dom,2009,-148438913500
dom,2010,-211179875800
dom,2011,-234630018400
dom,2012,-220046009500
dom,2013,-166288274600
dom,2014,-151948575400
dom,2015,-148996065600
dom,2016,-131373709400
dom,2017,-108786176300
dom,2018,-209805886200
dom,2019,-222298592100
dom,2020,-343263438000
dza,1960,-3778571200
dza,1961,-2555462200
dza,1962,-101260500
dza,1963,-1620168000
dza,1964,-625630200
dza,1965,-500000000
dza,1966,200000000
dza,1967,300000000
dza,1968,-200000000
dza,1969,-900000300
dza,1970,-1700000300
dza,1971,-2299999700
dza,1972,-1600000000
dza,1973,-2099999700
dza,1974,1800001500
dza,1975,-5699999700
dza,1976,-3000000500
dza,1977,-9700001800
dza,1978,-15299999800
dza,1979,-2199998400
dza,1980,6499999700
dza,1981,7099998200
dza,1982,3999998000
dza,1983,4999999500
dza,1984,-4699996200
dza,1985,-9199996900
dza,1986,-30900002900
dza,1987,-13399998500
dza,1988,-24800002100
dza,1989,-41799999500
dza,1990,-8300003300
dza,1991,46599995400
dza,1992,15199993800
dza,1993,-15799992300
dza,1994,-52545355800
dza,1995,-55765729300
dza,1996,149464743900
dza,1997,266029301800
dza,1998,1762197500
dza,1999,173927400000
dza,2000,877528800000
dza,2001,620220900000
dza,2002,446619400000
dza,2003,754910100000
dza,2004,885781900000
dza,2005,1749222200000
dza,2006,2286205600000
dza,2007,2076172400000
dza,2008,2127256800000
dza,2009,-57916900000
dza,2010,842099600000
dza,2011,1473724100000
dza,2012,1357734800000
dza,2013,467635400000
dza,2014,-247919800000
dza,2015,-2231406400000
dza,2016,-2483697400000
dza,2017,-1898365400000
dza,2018,-1293600000000
dza,2019,-1315100000000
dza,2020,-1808900000000
ecu,1960,-14074191.78621
ecu,1961,-19189461.10951
ecu,1962,-8390000.08484
ecu,1963,-13195609.40077
ecu,1964,-27912872.99508
ecu,1965,-31275000
ecu,1966,-15265000
ecu,1967,-49118000
ecu,1968,-74229000
ecu,1969,-111966000
ecu,1970,-102108000
ecu,1971,-168194000
ecu,1972,-100061000
ecu,1973,47396000
ecu,1974,257230000
ecu,1975,-252184000
ecu,1976,-176538000
ecu,1977,-202397000
ecu,1978,-456635000
ecu,1979,-37323000
ecu,1980,-130286000
ecu,1981,-148151000
ecu,1982,-617522000
ecu,1983,41697000
ecu,1984,286452000
ecu,1985,624859000
ecu,1986,-283451000
ecu,1987,-975510000
ecu,1988,-606700000
ecu,1989,-631297000
ecu,1990,142241000
ecu,1991,365500000
ecu,1992,625917000
ecu,1993,-586719000
ecu,1994,-730425000
ecu,1995,-815031000
ecu,1996,83424000
ecu,1997,-548135000
ecu,1998,-2128695000
ecu,1999,697811000
ecu,2000,877529000
ecu,2001,-1052031000
ecu,2002,-1824792000
ecu,2003,-663197000
ecu,2004,-569565000
ecu,2005,-358406000
ecu,2006,447599000
ecu,2007,651062000
ecu,2008,166964000
ecu,2009,-1004462000
ecu,2010,-3139261000
ecu,2011,-1782012000
ecu,2012,-1249842000
ecu,2013,-2216121000
ecu,2014,-1632159000
ecu,2015,-2708080000
ecu,2016,487938000
ecu,2017,-788566000
ecu,2018,-1239935000
ecu,2019,21528000
ecu,2020,1757937000
egy,1960,-28700000
egy,1961,-32800000
egy,1962,-72900000
egy,1963,-106100000
egy,1964,-132600000
