geo,time,sh_sta_suic_ma_p5
hnd,2004,3.4
hnd,2005,3.4
hnd,2006,3.4
hnd,2007,3.4
hnd,2008,3.3
hnd,2009,3.2
hnd,2010,3.2
hnd,2011,3.1
hnd,2012,5.8
hnd,2013,5.7
hnd,2014,6.1
hnd,2015,7.2
hnd,2016,3.2
hnd,2017,3.3
hnd,2018,3.3
hnd,2019,3.3
hrv,2000,32.1
hrv,2001,30.5
hrv,2002,29.8
hrv,2003,31.9
hrv,2004,31
hrv,2005,31
hrv,2006,27.1
hrv,2007,27.9
hrv,2008,29.2
hrv,2009,29.6
hrv,2010,28.4
hrv,2011,25.1
hrv,2012,29
hrv,2013,26.8
hrv,2014,26.5
hrv,2015,26.7
hrv,2016,25.7
hrv,2017,24.4
hrv,2018,25.3
hrv,2019,25.3
hti,2000,9.8
hti,2001,9.5
hti,2002,9.3
hti,2003,9.3
hti,2004,9.2
hti,2005,9.4
hti,2006,9.7
hti,2007,10.3
hti,2008,10.6
hti,2009,10.9
hti,2010,11.8
hti,2011,11
hti,2012,11.1
hti,2013,11.2
hti,2014,11.4
hti,2015,11.6
hti,2016,11.5
hti,2017,11.7
hti,2018,11.8
hti,2019,11.8
hun,2000,52.6
hun,2001,48.2
hun,2002,46.4
hun,2003,45.5
hun,2004,44.1
hun,2005,42.8
hun,2006,39.5
hun,2007,40.1
hun,2008,41
hun,2009,41.1
hun,2010,41.6
hun,2011,40.3
hun,2012,39.7
hun,2013,35
hun,2014,32.7
hun,2015,31
hun,2016,29.1
hun,2017,27.7
hun,2018,28.4
hun,2019,25.9
idn,2000,5
idn,2001,4.9
idn,2002,4.9
idn,2003,4.8
idn,2004,4.7
idn,2005,4.5
idn,2006,4.3
idn,2007,4.3
idn,2008,4.1
idn,2009,4
idn,2010,3.9
idn,2011,3.9
idn,2012,3.8
idn,2013,3.7
idn,2014,3.6
idn,2015,3.6
idn,2016,3.7
idn,2017,3.7
idn,2018,3.7
idn,2019,3.7
ind,2000,17.5
ind,2001,17.2
ind,2002,17.1
ind,2003,16.6
ind,2004,16.6
ind,2005,17.1
ind,2006,17.6
ind,2007,17.4
ind,2008,17.3
ind,2009,16.5
ind,2010,16.3
ind,2011,16.3
ind,2012,16.2
ind,2013,15.5
ind,2014,14.4
ind,2015,13.7
ind,2016,13.4
ind,2017,13.4
ind,2018,14
ind,2019,14.1
irl,2000,20.7
irl,2001,22
irl,2002,20
irl,2003,18.7
irl,2004,19.7
irl,2005,18.6
irl,2006,17.3
irl,2007,18
irl,2008,18.6
irl,2009,22.8
irl,2010,18.5
irl,2011,20.6
irl,2012,20.3
irl,2013,18.2
irl,2014,18.1
irl,2015,14.7
irl,2016,16.1
irl,2017,16.1
irl,2018,15.8
irl,2019,15.4
irn,2000,9.7
irn,2001,9.3
irn,2002,9.1
irn,2003,8.3
irn,2004,8.1
irn,2005,7.6
irn,2006,7.3
irn,2007,8
irn,2008,7.8
irn,2009,8
irn,2010,8.3
irn,2011,9.2
irn,2012,9.4
irn,2013,9.4
irn,2014,9.3
irn,2015,9.3
irn,2016,9.2
irn,2017,9
irn,2018,8.4
irn,2019,7.7
irq,2000,4.9
irq,2001,4.8
irq,2002,4.8
irq,2003,5.1
irq,2004,5
irq,2005,5.1
irq,2006,5.2
irq,2007,5.1
irq,2008,4.8
irq,2009,5
irq,2010,5.2
irq,2011,5.5
irq,2012,5.6
irq,2013,5.9
irq,2014,5.8
irq,2015,5.8
irq,2016,5.7
irq,2017,5.6
irq,2018,5.4
irq,2019,5.2
isl,2000,19.8
isl,2001,19.1
isl,2002,18.3
isl,2003,19.2
isl,2004,17.4
isl,2005,15.4
isl,2006,17.1
isl,2007,19.3
isl,2008,20.7
isl,2009,19.9
isl,2010,19.7
isl,2011,17.7
isl,2012,18.3
isl,2013,20.3
isl,2014,22
isl,2015,22.5
isl,2016,21.2
isl,2017,21.7
isl,2018,17.8
isl,2019,19.8
isr,2000,10.7
isr,2001,10.4
isr,2002,8.9
isr,2003,10.5
isr,2004,9.7
isr,2005,9.8
isr,2006,8.3
isr,2007,8.4
isr,2008,8.7
isr,2009,9.3
isr,2010,11
isr,2011,9
isr,2012,10
isr,2013,7.9
isr,2014,7.8
isr,2015,7.1
isr,2016,8.4
isr,2017,7.8
isr,2018,8.5
isr,2019,8.4
ita,2000,11.4
ita,2001,11.3
ita,2002,11.6
ita,2003,11.2
ita,2004,11
ita,2005,10.1
ita,2006,10.2
ita,2007,10.2
ita,2008,10.5
ita,2009,10.8
ita,2010,10.8
ita,2011,11.6
ita,2012,11.8
ita,2013,11.6
ita,2014,11.2
ita,2015,10.9
ita,2016,10.1
ita,2017,10.8
ita,2018,10.2
ita,2019,10.1
jam,2000,2.9
jam,2001,2.9
jam,2002,2.8
jam,2003,2.7
jam,2004,2.4
jam,2005,2.3
jam,2006,2.4
jam,2007,2.8
jam,2008,3.6
jam,2009,3.8
jam,2010,3
jam,2011,3.6
jam,2012,3.2
jam,2013,3.1
jam,2014,3.4
jam,2015,3.4
jam,2016,3.4
jam,2017,3.5
jam,2018,3.6
jam,2019,3.7
jor,2000,3.2
jor,2001,3.2
jor,2002,3
jor,2003,3
jor,2004,2.9
jor,2005,2.6
jor,2006,2.5
jor,2007,2.4
jor,2008,2.4
jor,2009,2.3
jor,2010,2.3
jor,2011,2.3
jor,2012,2.3
jor,2013,2.2
jor,2014,2.2
jor,2015,2.2
jor,2016,2.3
jor,2017,2.3
jor,2018,2.4
jor,2019,2.5
jpn,2000,34.6
jpn,2001,33.7
jpn,2002,34.9
jpn,2003,37.8
jpn,2004,35.5
jpn,2005,35.9
jpn,2006,34.7
jpn,2007,36.2
jpn,2008,35.4
jpn,2009,36.6
jpn,2010,34.9
jpn,2011,32.8
jpn,2012,30.7
jpn,2013,30.2
jpn,2014,28.2
jpn,2015,27.2
jpn,2016,24.8
jpn,2017,24.2
jpn,2018,23.5
jpn,2019,21.8
kaz,2000,68.1
kaz,2001,68.4
kaz,2002,66.4
kaz,2003,68.1
kaz,2004,69.2
kaz,2005,68.2
kaz,2006,65.6
kaz,2007,65.7
kaz,2008,58.8
kaz,2009,51
kaz,2010,50.7
kaz,2011,48.7
kaz,2012,46.8
kaz,2013,44.6
kaz,2014,40.9
kaz,2015,39.3
kaz,2016,36.6
kaz,2017,34.9
kaz,2018,31.5
kaz,2019,29
ken,2000,10.8
ken,2001,10
ken,2002,9.4
ken,2003,9
ken,2004,8.6
ken,2005,9.2
ken,2006,9.1
ken,2007,9.3
ken,2008,9.1
ken,2009,8.7
ken,2010,8.6
ken,2011,8.7
ken,2012,8.8
ken,2013,8.7
ken,2014,8.3
ken,2015,8
ken,2016,8.1
ken,2017,8.4
ken,2018,9
ken,2019,9.1
kgz,2000,25
kgz,2001,24
kgz,2002,23.5
kgz,2003,22
kgz,2004,20.9
kgz,2005,21.7
kgz,2006,21.7
kgz,2007,20.7
kgz,2008,20.1
kgz,2009,19.2
kgz,2010,18.3
kgz,2011,17.9
kgz,2012,17.6
kgz,2013,17.1
kgz,2014,17
kgz,2015,16.1
kgz,2016,13.7
kgz,2017,13.2
kgz,2018,12.7
kgz,2019,11.7
khm,2000,6.2
khm,2001,6.3
khm,2002,6.4
khm,2003,6.5
khm,2004,6.9
khm,2005,7.4
khm,2006,7.7
khm,2007,8
khm,2008,7.9
khm,2009,7.7
khm,2010,7.7
khm,2011,7.6
khm,2012,7.5
khm,2013,7.4
khm,2014,7.3
khm,2015,7.3
khm,2016,7.4
khm,2017,7.2
khm,2018,7.2
khm,2019,7
kir,2000,53.1
kir,2001,53.1
kir,2002,52.6
kir,2003,49.8
kir,2004,49.6
kir,2005,51.2
kir,2006,49.7
kir,2007,52.7
kir,2008,53.8
kir,2009,52.8
kir,2010,52.4
kir,2011,52.6
kir,2012,51.1
kir,2013,52
kir,2014,50.7
kir,2015,50.8
kir,2016,50.5
kir,2017,50.8
kir,2018,48.2
kir,2019,48.6
kor,2000,19.9
kor,2001,21.6
kor,2002,25.9
kor,2003,33
kor,2004,34.6
kor,2005,35.5
kor,2006,31.8
kor,2007,33.9
kor,2008,36.7
kor,2009,44
kor,2010,44.9
kor,2011,47
kor,2012,40.9
kor,2013,42.5
kor,2014,40.7
kor,2015,39.5
kor,2016,38.3
kor,2017,36.8
kor,2018,41.2
kor,2019,40.2
kwt,2000,4
kwt,2001,3.4
kwt,2002,3.7
kwt,2003,3.5
kwt,2004,3.6
kwt,2005,3.6
kwt,2006,3.7
kwt,2007,3.6
kwt,2008,4.1
kwt,2009,3.8
kwt,2010,3.5
kwt,2011,3.3
kwt,2012,3.5
kwt,2013,3.6
kwt,2014,3.7
kwt,2015,3.8
kwt,2016,3.9
kwt,2017,4
kwt,2018,4.2
kwt,2019,4.3
lao,2000,8.2
lao,2001,8.2
lao,2002,8
lao,2003,7.9
lao,2004,8
lao,2005,8.1
lao,2006,8.1
lao,2007,8.1
lao,2008,8.1
lao,2009,8
lao,2010,7.8
lao,2011,7.8
lao,2012,7.6
lao,2013,7.7
lao,2014,7.5
lao,2015,7.7
lao,2016,7.7
lao,2017,7.9
lao,2018,7.9
lao,2019,7.6
lbn,2000,3.3
lbn,2001,3.2
lbn,2002,3.2
lbn,2003,3.2
lbn,2004,3.3
lbn,2005,3.4
lbn,2006,3.1
lbn,2007,3.7
lbn,2008,3.9
lbn,2009,4
lbn,2010,4.1
lbn,2011,4.1
lbn,2012,4
lbn,2013,4.1
lbn,2014,3.8
lbn,2015,3.8
lbn,2016,3.7
lbn,2017,4.2
lbn,2018,3.4
lbn,2019,3.8
lbr,2000,6.2
lbr,2001,5.8
lbr,2002,5.7
lbr,2003,5.6
lbr,2004,5.4
lbr,2005,5.4
lbr,2006,5.5
lbr,2007,5.6
lbr,2008,5.5
lbr,2009,5.7
lbr,2010,5.9
lbr,2011,6
lbr,2012,6
lbr,2013,5.9
lbr,2014,5.8
lbr,2015,5.3
lbr,2016,5.3
lbr,2017,5.3
lbr,2018,5.3
lbr,2019,5.6
lby,2000,6.7
lby,2001,7
lby,2002,7.4
lby,2003,7.4
lby,2004,6.3
lby,2005,6.1
lby,2006,5.9
lby,2007,6.5
lby,2008,7.2
lby,2009,7.4
lby,2010,7.4
lby,2011,6.8
lby,2012,8
lby,2013,6.4
lby,2014,9.2
lby,2015,7.9
lby,2016,6.8
lby,2017,7.8
lby,2018,8.1
lby,2019,6
lca,2000,12.7
lca,2001,13
lca,2002,12.1
lca,2003,13
lca,2004,12.4
lca,2005,12.9
lca,2006,13.7
lca,2007,12.8
lca,2008,14.5
lca,2009,13
lca,2010,14.4
lca,2011,13
lca,2012,15.8
lca,2013,15
lca,2014,16.3
lca,2015,15.8
lca,2016,13.4
lca,2017,14.4
lca,2018,14.6
lca,2019,14.3
lka,2000,39.1
lka,2001,33.5
lka,2002,32.3
lka,2003,31.7
lka,2004,34.2
lka,2005,38.7
lka,2006,28.9
lka,2007,31.7
lka,2008,27.3
lka,2009,37.5
lka,2010,33
lka,2011,29.1
lka,2012,26.7
lka,2013,24.4
lka,2014,21.6
lka,2015,24.2
lka,2016,23.6
lka,2017,23
lka,2018,22.6
lka,2019,22.3
lso,2000,45.7
lso,2001,43.7
lso,2002,46.8
lso,2003,50.6
lso,2004,53.4
lso,2005,54.1
lso,2006,63.2
lso,2007,72.5
lso,2008,91.6
lso,2009,102.8
lso,2010,107.2
lso,2011,111.8
lso,2012,125.9
lso,2013,139.9
lso,2014,147.8
lso,2015,147.3
lso,2016,139.6
lso,2017,127.2
lso,2018,124.6
lso,2019,116
ltu,2000,86.2
ltu,2001,82.2
ltu,2002,84.7
ltu,2003,79.9
ltu,2004,75.4
ltu,2005,75.3
ltu,2006,61.8
ltu,2007,61.3
ltu,2008,67.5
ltu,2009,70.7
ltu,2010,65.8
ltu,2011,66.2
ltu,2012,61.6
ltu,2013,71.6
ltu,2014,63.8
ltu,2015,61.7
ltu,2016,59.9
ltu,2017,50.9
ltu,2018,47.5
ltu,2019,45.4
lux,2000,23.1
lux,2001,24.4
lux,2002,24
lux,2003,21.9
lux,2004,18.6
lux,2005,20.3
lux,2006,23.1
lux,2007,20.4
lux,2008,19.2
lux,2009,16.3
lux,2010,17.3
lux,2011,16.5
lux,2012,15.1
lux,2013,15.5
lux,2014,16.2
lux,2015,16.6
lux,2016,13.9
lux,2017,13.6
lux,2018,14.5
lux,2019,15.3
lva,2000,60.4
lva,2001,56.5
lva,2002,53.6
lva,2003,50.3
lva,2004,47.2
lva,2005,45.9
lva,2006,42.2
lva,2007,36.1
lva,2008,46.6
lva,2009,46.6
lva,2010,42.1
lva,2011,41
lva,2012,42.8
lva,2013,37.7
lva,2014,36.9
lva,2015,37.2
lva,2016,36.7
lva,2017,36.9
lva,2018,34.3
lva,2019,35.5
mar,2000,12.2
mar,2001,12.3
mar,2002,11.9
mar,2003,12
mar,2004,12
mar,2005,11.8
mar,2006,11.7
mar,2007,11.8
mar,2008,11.9
mar,2009,12
mar,2010,12
mar,2011,12.2
mar,2012,11.8
mar,2013,10.2
mar,2014,9.8
mar,2015,9.5
mar,2016,9.3
mar,2017,9.3
mar,2018,9.5
mar,2019,9.7
mda,2000,30.9
mda,2001,32.5
mda,2002,30.5
mda,2003,33
mda,2004,32
mda,2005,34.1
mda,2006,34.9
mda,2007,30.5
mda,2008,33.1
mda,2009,34.9
mda,2010,36.5
mda,2011,27
mda,2012,29
mda,2013,29.6
mda,2014,30.6
mda,2015,27.8
mda,2016,27.9
mda,2017,26.6
mda,2018,26
mda,2019,26.1
mdg,2000,8.2
mdg,2001,8
mdg,2002,8.2
mdg,2003,8.3
mdg,2004,8.3
mdg,2005,8.1
mdg,2006,8.1
mdg,2007,8
mdg,2008,7.9
mdg,2009,7.9
mdg,2010,7.9
mdg,2011,7.9
mdg,2012,7.8
mdg,2013,7.7
mdg,2014,7.8
mdg,2015,7.6
mdg,2016,7.7
mdg,2017,7.6
mdg,2018,7.6
mdg,2019,7.6
mdv,2000,5.8
mdv,2001,5.8
mdv,2002,5.5
mdv,2003,5.6
mdv,2004,4.5
mdv,2005,4.8
mdv,2006,5
mdv,2007,4.9
mdv,2008,4.9
mdv,2009,4.6
mdv,2010,4.2
mdv,2011,4
mdv,2012,4
mdv,2013,3.9
mdv,2014,4
mdv,2015,4.1
mdv,2016,4.6
mdv,2017,4.5
mdv,2018,4.2
mdv,2019,3.9
mex,2000,6
mex,2001,6.3
mex,2002,6.5
mex,2003,6.7
mex,2004,6.7
mex,2005,6.9
mex,2006,6.8
mex,2007,6.7
mex,2008,7.1
mex,2009,7.5
mex,2010,7.5
mex,2011,8.6
mex,2012,7.9
mex,2013,8.5
mex,2014,9.2
mex,2015,9
mex,2016,9.2
mex,2017,9.8
mex,2018,8.7
mex,2019,8.5
mkd,2000,13.1
mkd,2001,20.7
mkd,2002,13.7
mkd,2003,13
mkd,2004,14.3
mkd,2005,12.4
mkd,2006,14.4
mkd,2007,13.5
mkd,2008,13.7
mkd,2009,14.5
mkd,2010,10.1
mkd,2011,11.1
mkd,2012,13.9
mkd,2013,15.6
mkd,2014,13.8
mkd,2015,13.7
mkd,2016,13.8
mkd,2017,13.8
mkd,2018,13.9
mkd,2019,13.9
mli,2000,5.5
mli,2001,5.5
mli,2002,5.4
mli,2003,5.4
mli,2004,5.4
mli,2005,5.5
mli,2006,5.5
mli,2007,5.6
mli,2008,5.7
mli,2009,5.7
mli,2010,5.5
mli,2011,5.6
mli,2012,5.6
mli,2013,5.6
mli,2014,5.5
mli,2015,5.3
mli,2016,5.3
mli,2017,5.2
mli,2018,5.2
mli,2019,5.3
mlt,2000,10.8
mlt,2001,10
mlt,2002,8.1
mlt,2003,7.1
mlt,2004,8.7
mlt,2005,8.3
mlt,2006,11.8
mlt,2007,9.2
mlt,2008,11.4
mlt,2009,12.2
mlt,2010,13.6
mlt,2011,11.4
mlt,2012,10.1
mlt,2013,11
mlt,2014,11.9
mlt,2015,11.6
mlt,2016,9.4
mlt,2017,8.9
mlt,2018,9.7
mlt,2019,9.8
mmr,2000,7.1
mmr,2001,6.7
mmr,2002,6.6
mmr,2003,6.5
mmr,2004,6.4
mmr,2005,6.3
mmr,2006,6.2
mmr,2007,6
mmr,2008,5.6
mmr,2009,5.7
mmr,2010,5.5
mmr,2011,5.5
mmr,2012,5.4
mmr,2013,5.4
mmr,2014,5.4
mmr,2015,5.3
mmr,2016,5.3
mmr,2017,5
mmr,2018,4.8
mmr,2019,4.9
mne,2000,30.7
mne,2001,29.1
mne,2002,29.6
mne,2003,30.7
mne,2004,31.4
mne,2005,32.7
mne,2006,33.9
mne,2007,31.6
mne,2008,31.2
mne,2009,31.3
mne,2010,30.4
mne,2011,31.4
mne,2012,31.3
mne,2013,30.4
mne,2014,30.5
mne,2015,30.7
mne,2016,31.1
mne,2017,31.8
mne,2018,31.9
mne,2019,31.7
mng,2000,34.1
mng,2001,35.2
mng,2002,34.4
mng,2003,37.1
mng,2004,38.3
mng,2005,39.2
mng,2006,38.8
mng,2007,39.3
mng,2008,39.8
mng,2009,39.2
mng,2010,38.7
mng,2011,37.9
mng,2012,36.2
mng,2013,35.2
mng,2014,33.7
mng,2015,33.9
mng,2016,34.3
mng,2017,32.9
mng,2018,32
mng,2019,30.7
moz,2000,19.9
moz,2001,19.7
moz,2002,19.7
moz,2003,19.7
moz,2004,19.9
moz,2005,20.2
moz,2006,20.4
moz,2007,20.5
moz,2008,21.6
moz,2009,23
moz,2010,23.5
moz,2011,23.9
moz,2012,24.4
moz,2013,24.1
moz,2014,23.2
moz,2015,22.4
moz,2016,22
moz,2017,21.8
moz,2018,21.9
moz,2019,22
mrt,2000,4.2
mrt,2001,4.2
mrt,2002,4.1
mrt,2003,4
mrt,2004,4.1
mrt,2005,4
mrt,2006,4
mrt,2007,4
mrt,2008,3.9
mrt,2009,3.9
mrt,2010,3.9
mrt,2011,3.8
mrt,2012,4
mrt,2013,4
mrt,2014,3.9
mrt,2015,3.9
mrt,2016,3.9
mrt,2017,4
mrt,2018,4
mrt,2019,4
mus,2000,18.7
mus,2001,13.8
mus,2002,17.8
mus,2003,11.4
mus,2004,12.6
mus,2005,13.9
mus,2006,14.3
mus,2007,15.6
mus,2008,11.4
mus,2009,14.7
mus,2010,12.5
mus,2011,14.3
mus,2012,14.9
mus,2013,13.7
mus,2014,16.6
mus,2015,12.1
mus,2016,13.6
mus,2017,15.3
mus,2018,13.1
mus,2019,16.3
mwi,2000,16.4
mwi,2001,15
mwi,2002,13.7
mwi,2003,12.8
mwi,2004,12.2
mwi,2005,11.5
mwi,2006,11.6
mwi,2007,11.8
mwi,2008,11.6
mwi,2009,12.2
mwi,2010,12.4
mwi,2011,11.3
mwi,2012,10.9
mwi,2013,10.6
mwi,2014,10.4
mwi,2015,10.3
mwi,2016,10.2
mwi,2017,9.8
mwi,2018,9.5
mwi,2019,9.2
mys,2000,7
mys,2001,6.7
mys,2002,6.7
mys,2003,7
mys,2004,7
mys,2005,6.9
mys,2006,6.7
mys,2007,6.6
mys,2008,6.8
mys,2009,7
mys,2010,6.8
mys,2011,6.9
mys,2012,6.9
mys,2013,6.6
mys,2014,7
mys,2015,7.3
mys,2016,7.8
mys,2017,8.3
mys,2018,8.5
mys,2019,8.9
nam,2000,30.5
nam,2001,29.9
nam,2002,29.6
nam,2003,29.3
nam,2004,27.6
nam,2005,28.8
nam,2006,28.4
nam,2007,28.3
nam,2008,23.3
nam,2009,21.3
nam,2010,21.3
nam,2011,19.5
nam,2012,17.6
nam,2013,17.3
nam,2014,17.7
nam,2015,18.4
nam,2016,17.2
nam,2017,18.4
nam,2018,17
nam,2019,16.7
ner,2000,6.5
ner,2001,6.7
ner,2002,6.7
ner,2003,6.9
ner,2004,6.8
ner,2005,7.1
ner,2006,7.1
ner,2007,7.2
ner,2008,7.1
ner,2009,7.2
ner,2010,7.3
ner,2011,7.4
ner,2012,7.5
ner,2013,7.6
ner,2014,7.6
ner,2015,7.4
ner,2016,7.3
ner,2017,7.2
ner,2018,7.2
ner,2019,7.2
nga,2000,6.8
nga,2001,6.9
nga,2002,6.8
nga,2003,6.7
nga,2004,6.8
nga,2005,6.7
nga,2006,6.6
nga,2007,6.7
nga,2008,6.6
nga,2009,6.5
nga,2010,6.4
nga,2011,6.3
nga,2012,6.1
nga,2013,5.9
nga,2014,5.6
nga,2015,5.3
nga,2016,5.3
nga,2017,5.2
nga,2018,5.1
nga,2019,5
nic,2000,7.5
nic,2001,7.1
nic,2002,7.3
nic,2003,8.2
nic,2004,8.1
nic,2005,8.2
nic,2006,7.2
nic,2007,7.4
nic,2008,7.4
nic,2009,7.1
nic,2010,7.3
nic,2011,8.1
nic,2012,6.4
nic,2013,8.1
nic,2014,6.9
nic,2015,6.3
nic,2016,7
nic,2017,6.8
nic,2018,7
nic,2019,6.9
nld,2000,12.9
nld,2001,13
nld,2002,13.6
nld,2003,13
nld,2004,13.3
nld,2005,13.4
nld,2006,13.2
nld,2007,11.8
nld,2008,12.4
nld,2009,13.3
nld,2010,13.9
nld,2011,14
nld,2012,14.5
nld,2013,16.3
nld,2014,15.5
nld,2015,15.7
nld,2016,15.8
nld,2017,16.1
nld,2018,14.3
nld,2019,15.5
nor,2000,21.1
nor,2001,21.2
nor,2002,17.6
nor,2003,17.1
nor,2004,17.1
nor,2005,16.6
nor,2006,18.1
nor,2007,16.2
nor,2008,15.8
nor,2009,18.5
nor,2010,16.7
nor,2011,18.8
nor,2012,15.9
nor,2013,15.6
nor,2014,16.6
nor,2015,16.2
nor,2016,16.5
nor,2017,16.3
nor,2018,16
nor,2019,15.8
npl,2000,14.8
npl,2001,14.3
npl,2002,13.8
npl,2003,13.5
npl,2004,13.4
npl,2005,13.5
npl,2006,13.2
npl,2007,13.7
npl,2008,14.1
npl,2009,14.7
npl,2010,15
npl,2011,15.6
npl,2012,15.6
npl,2013,15.4
npl,2014,15.3
npl,2015,15.4
npl,2016,15.6
npl,2017,15.8
npl,2018,16.1
npl,2019,16.4
nzl,2000,20.7
nzl,2001,21.1
nzl,2002,19
nzl,2003,19.8
nzl,2004,19.7
nzl,2005,19.4
nzl,2006,19.4
nzl,2007,18.7
nzl,2008,18.6
nzl,2009,17.8
nzl,2010,18.3
nzl,2011,17.4
nzl,2012,18.8
nzl,2013,17.6
nzl,2014,17
nzl,2015,17.1
nzl,2016,18.2
nzl,2017,19.1
nzl,2018,16.9
nzl,2019,16.5
omn,2000,9.8
omn,2001,9.8
omn,2002,9.3
omn,2003,9.7
omn,2004,9.2
omn,2005,9.4
omn,2006,10.2
omn,2007,10.8
omn,2008,10.6
omn,2009,10
omn,2010,10.2
omn,2011,9.1
omn,2012,7.9
omn,2013,7.6
omn,2014,7.2
omn,2015,7.1
omn,2016,6.6
omn,2017,6.6
omn,2018,6.6
omn,2019,6.8
pak,2000,12.8
pak,2001,12.9
pak,2002,13
pak,2003,13.2
pak,2004,13.2
pak,2005,13
pak,2006,13.2
pak,2007,13.1
pak,2008,13
pak,2009,12.9
pak,2010,12.8
pak,2011,12.7
pak,2012,12.8
pak,2013,13
pak,2014,13.1
pak,2015,13.2
pak,2016,13.4
pak,2017,13.5
pak,2018,13.2
pak,2019,13.3
pan,2000,9.3
pan,2001,9.8
pan,2002,8.3
pan,2003,10.5
pan,2004,9.5
pan,2005,8.4
pan,2006,10.5
pan,2007,8.5
pan,2008,8.8
pan,2009,8.1
pan,2010,7.2
pan,2011,6.4
pan,2012,6.3
pan,2013,6.2
pan,2014,7
pan,2015,4.7
pan,2016,5.5
pan,2017,5.4
pan,2018,4.8
pan,2019,4.7
per,2000,3.9
per,2001,3.7
per,2002,3.8
per,2003,4
per,2004,3.9
per,2005,3.7
per,2006,3.7
per,2007,3.7
per,2008,3.9
per,2009,4.7
per,2010,5
per,2011,4.8
per,2012,4.7
per,2013,4.6
per,2014,4.3
per,2015,4
per,2016,3.9
per,2017,4.1
per,2018,4.1
per,2019,4.2
phl,2000,2.6
phl,2001,2.2
phl,2002,2.4
phl,2003,2.6
phl,2004,2.6
phl,2005,2.8
phl,2006,3
phl,2007,2.8
phl,2008,3
phl,2009,3.3
phl,2010,3.4
phl,2011,4
phl,2012,3.5
phl,2013,3.5
phl,2014,3.5
phl,2015,3.5
phl,2016,3.4
phl,2017,3.3
phl,2018,3.2
phl,2019,3.1
png,2000,3.2
png,2001,3.4
png,2002,3.3
png,2003,3.4
png,2004,3.5
png,2005,3.5
png,2006,3.5
png,2007,3.7
png,2008,3.7
png,2009,3.5
png,2010,3.7
png,2011,3.7
png,2012,3.9
png,2013,3.9
png,2014,4.2
png,2015,4.2
png,2016,4.3
png,2017,4.1
png,2018,4.2
png,2019,4.3
pol,2000,29.2
pol,2001,30.3
pol,2002,29.8
pol,2003,29.9
pol,2004,30.9
pol,2005,31.2
pol,2006,30.1
pol,2007,27.5
pol,2008,30.2
pol,2009,33.9
pol,2010,33.4
pol,2011,32.5
pol,2012,33.4
pol,2013,32.6
pol,2014,31
pol,2015,28.4
pol,2016,25
pol,2017,23.8
pol,2018,22.8
pol,2019,20.1
prk,2000,10.6
prk,2001,10.4
prk,2002,10.4
prk,2003,10
prk,2004,10
prk,2005,9.9
prk,2006,10
prk,2007,10
prk,2008,10.6
prk,2009,10.7
prk,2010,10.8
prk,2011,11.1
prk,2012,11.1
prk,2013,11.4
prk,2014,11.6
prk,2015,12.5
prk,2016,12.3
prk,2017,11.6
prk,2018,11
prk,2019,11.2
prt,2000,12.4
prt,2001,14
prt,2002,20.2
prt,2003,18.9
prt,2004,16.5
prt,2005,17.8
prt,2006,18.3
prt,2007,19.1
prt,2008,20.6
prt,2009,20.6
prt,2010,21.2
prt,2011,19.8
prt,2012,22.2
prt,2013,19.9
prt,2014,22.3
prt,2015,19.2
prt,2016,18.2
prt,2017,18.6
prt,2018,17.8
prt,2019,17.9
pry,2000,3.9
pry,2001,3.6
pry,2002,3.9
pry,2003,4.6
pry,2004,5.5
pry,2005,5.2
pry,2006,5.8
pry,2007,5
pry,2008,4.8
pry,2009,6.2
pry,2010,4.8
pry,2011,6.4
pry,2012,5.9
pry,2013,7
pry,2014,7.8
pry,2015,8.2
pry,2016,7.7
pry,2017,8.6
pry,2018,8.6
pry,2019,8.7
qat,2000,10.9
qat,2001,11.1
qat,2002,10.9
qat,2003,10.4
qat,2004,10
qat,2005,9.3
qat,2006,8.9
qat,2007,10.7
qat,2008,10.3
qat,2009,10.4
qat,2010,10.1
qat,2011,9.7
qat,2012,9
qat,2013,8.2
qat,2014,7.7
qat,2015,7.4
qat,2016,7.4
qat,2017,7.1
qat,2018,7.1
qat,2019,7.2
rou,2000,21.6
rou,2001,21
rou,2002,24.1
rou,2003,22.8
rou,2004,21.8
rou,2005,20.6
rou,2006,21.8
rou,2007,19.4
rou,2008,19.8
rou,2009,21.4
rou,2010,22.6
rou,2011,21
rou,2012,22.2
rou,2013,21.3
rou,2014,19.8
rou,2015,19.9
rou,2016,17.5
rou,2017,17.1
rou,2018,17.5
rou,2019,16.5
rus,2000,96.7
rus,2001,94.1
rus,2002,93.1
rus,2003,92.4
rus,2004,89.8
rus,2005,89.3
rus,2006,80
rus,2007,74.1
rus,2008,72.5
rus,2009,68
rus,2010,67.5
rus,2011,63.5
rus,2012,60.9
rus,2013,59.3
rus,2014,60
rus,2015,56.4
rus,2016,54.4
rus,2017,49.3
rus,2018,47.2
rus,2019,43.6
rwa,2000,22.9
rwa,2001,20.2
rwa,2002,17.9
rwa,2003,15.6
rwa,2004,13.7
rwa,2005,12.3
rwa,2006,11.6
rwa,2007,11
rwa,2008,10.3
rwa,2009,9.6
rwa,2010,9.1
rwa,2011,8.7
rwa,2012,8.5
rwa,2013,8.3
rwa,2014,8.4
rwa,2015,8.3
rwa,2016,8.2
rwa,2017,8.2
rwa,2018,8.2
