geo,time,gc_tax_intt_rv_zs
fsm,2012,3.68559
fsm,2013,4.03093
fsm,2014,3.32845
fsm,2015,3.89666
fsm,2016,3.94474
fsm,2017,3.43243
fsm,2018,2.96038
fsm,2019,3.24855
gab,2012,15.58727
gab,2013,15.45389
gab,2014,15.60148
gab,2015,20.78421
gab,2016,19.18159
gab,2017,16.08775
gab,2018,16.19891
gab,2019,14.88062
gbr,1972,1.65328
gbr,1973,1.22752
gbr,1974,1.14532
gbr,1975,0.54209
gbr,1976,0.48709
gbr,1977,0.32903
gbr,1978,0.26
gbr,1979,0.06685
gbr,1980,0.06111
gbr,1981,0.12449
gbr,1982,0.18525
gbr,1983,0.0741
gbr,1984,0.01566
gbr,1985,0.00969
gbr,1986,0.08423
gbr,1987,0.03269
gbr,1988,0.00419
gbr,1989,0
gbr,1990,0.01778
gbr,1991,0.00046
gbr,1992,0
gbr,1993,0.00046
gbr,1994,0
gbr,1995,0
gbr,1996,0
gbr,1997,0
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,0
gbr,2005,0
gbr,2006,0
gbr,2007,0
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
gbr,2013,0
gbr,2014,0
gbr,2015,0
gbr,2016,0
gbr,2017,0
gbr,2018,0
gbr,2019,0.00395
geo,1995,2.1285
geo,1996,4.31107
geo,1997,9.19333
geo,1998,8.73498
geo,1999,4.21677
geo,2000,6.04126
geo,2001,5.20317
geo,2002,5.59243
geo,2003,6.3566
geo,2004,6.42038
geo,2005,4.5837
geo,2006,3.709
geo,2007,1.07345
geo,2008,0.9273
geo,2009,0.72035
geo,2010,1.27886
geo,2011,1.43358
geo,2012,1.25346
geo,2013,1.16738
geo,2014,1.13609
geo,2015,0.71476
geo,2016,0.66956
geo,2017,0.60281
geo,2018,0.61791
geo,2019,0.58985
geo,2020,0.58753
gha,1990,34.7203
gha,1991,30.5033
gha,1992,30.28882
gha,1993,24.30027
gha,2001,31.64166
gha,2002,34.80336
gha,2003,19.25962
gha,2004,15.26709
gha,2005,14.02431
gha,2006,16.56808
gha,2007,17.64103
gha,2008,21.20923
gha,2009,15.89267
gha,2010,17.2999
gha,2011,16.62597
gha,2012,12.6549
gha,2013,12.63536
gha,2016,13.62096
gha,2017,13.81718
gha,2018,12.80969
gha,2019,10.13498
gin,1990,38.27808
gin,1991,35.56864
gin,1992,35.78747
gmb,1990,32.43968
gnb,2017,18.0292
gnb,2019,18.22441
gnq,2006,0.48557
gnq,2007,0.55338
gnq,2008,0.23875
gnq,2009,0.4249
gnq,2010,0.56929
gnq,2011,0.48715
gnq,2012,0.46419
gnq,2013,1.24291
gnq,2014,1.38297
gnq,2015,0.85785
gnq,2016,1.84932
gnq,2017,1.65248
gnq,2018,1.3445
gnq,2019,1.60895
grc,1972,6.69103
grc,1973,7.14867
grc,1974,6.74228
grc,1975,5.62611
grc,1976,4.79689
grc,1977,4.73323
grc,1978,5.32183
grc,1979,5.81999
grc,1980,4.96484
grc,1981,3.25727
grc,1982,1.77832
grc,1983,1.36745
grc,1984,0.90351
grc,1985,0.49926
grc,1986,0.14336
grc,1987,0.12537
grc,1988,0.15263
grc,1989,0.1332
grc,1990,0.07686
grc,1995,0.00633
grc,1996,0.01105
grc,1997,0.00696
grc,1998,0.02263
grc,1999,0.00383
grc,2000,0.01728
grc,2001,0.02851
grc,2002,0.02546
grc,2003,0.03285
grc,2004,0.03031
grc,2005,0.01453
grc,2006,0.00728
grc,2007,0.00772
grc,2008,0.00211
grc,2009,0.00225
grc,2010,0.00112
grc,2011,0.00457
grc,2012,0
grc,2013,0.00588
grc,2014,0.00626
grc,2015,0
grc,2016,0
grc,2017,0
grc,2018,0.00825
grc,2019,0
gtm,1990,18.98393
gtm,1991,15.53925
gtm,1992,20.06921
gtm,1993,19.70751
gtm,1994,20.96074
gtm,1995,23.20771
gtm,1996,17.66838
gtm,1997,15.87888
gtm,1998,14.14357
gtm,1999,12.84029
gtm,2000,11.61956
gtm,2001,10.88395
gtm,2002,10.92964
gtm,2003,10.99365
gtm,2004,10.38128
gtm,2005,15.00299
gtm,2006,9.64075
gtm,2007,8.60015
gtm,2008,7.49006
gtm,2009,6.96082
gtm,2010,6.95045
gtm,2011,6.42042
gtm,2012,5.56457
gtm,2013,4.50004
gtm,2014,4.38025
gtm,2015,4.55486
gtm,2016,4.49797
gtm,2017,4.58025
gtm,2018,4.6138
gtm,2019,4.57154
hnd,1972,28.11284
hnd,1973,28.0397
hnd,1974,28.74101
hnd,1975,27.31106
hnd,1976,33.40164
hnd,1977,44.1602
hnd,1978,43.22866
hnd,1979,40.73781
hnd,1980,37.19594
hnd,1981,42.4177
hnd,2003,6.14383
hnd,2004,5.60059
hnd,2005,5.41415
hnd,2006,5.05032
hnd,2007,5.21174
hnd,2008,4.56762
hnd,2009,3.36856
hnd,2010,3.81881
hnd,2011,3.5683
hnd,2012,3.66427
hnd,2013,3.04781
hnd,2014,2.9988
hnd,2015,3.31083
hrv,1991,3.44093
hrv,1992,10.73854
hrv,1993,8.71222
hrv,1994,9.54536
hrv,2001,3.94797
hrv,2002,2.36443
hrv,2003,2.00416
hrv,2004,1.67846
hrv,2005,1.54181
hrv,2006,1.44083
hrv,2007,1.35243
hrv,2008,1.48327
hrv,2009,1.41648
hrv,2010,1.38749
hrv,2011,1.50243
hrv,2012,1.44123
hrv,2013,0.88623
hrv,2014,0.09246
hrv,2015,0.01723
hrv,2016,-0.04407
hrv,2017,-0.02017
hrv,2018,0.00607
hrv,2019,-0.00106
hun,1981,6.90979
hun,1982,6.49647
hun,1983,7.05882
hun,1984,6.25934
hun,1985,5.9031
hun,1986,6.36124
hun,1987,6.39007
hun,1988,5.43107
hun,1989,5.29565
hun,1990,5.79618
hun,1991,5.12653
hun,1992,7.21071
hun,1993,7.5554
hun,1994,7.26702
hun,1995,10.29387
hun,1996,8.41639
hun,1997,4.73249
hun,1998,3.34371
hun,1999,3.20364
hun,2000,2.69121
hun,2001,2.18508
hun,2002,2.05156
hun,2003,1.94413
hun,2004,0.42437
hun,2005,-0.00999
hun,2006,-0.00224
hun,2007,-0.00204
hun,2008,-0.00046
hun,2009,-0.00052
hun,2010,-0.00008
hun,2011,0
hun,2012,0
hun,2013,0
hun,2014,0
hun,2015,0
hun,2016,0
hun,2017,0
hun,2018,0
hun,2019,0
idn,1972,17.3913
idn,1973,19.80392
idn,1974,12.65685
idn,1975,10.26087
idn,1976,10.78167
idn,1977,10.09906
idn,1978,10.52992
idn,1979,10.01418
idn,1980,7.23621
idn,1981,4.8318
idn,1982,4.72103
idn,1983,4.26149
idn,1984,3.3166
idn,1985,3.23389
idn,1986,4.87244
idn,1987,8.25229
idn,1988,5.59615
idn,1989,6.04613
idn,1990,6.39413
idn,1991,5.07368
idn,1992,5.25343
idn,1993,5.15288
idn,1994,6.08111
idn,1995,3.99816
idn,1996,3.18643
idn,1997,2.74678
idn,1998,4.40713
idn,1999,2.5351
idn,2001,3.10755
idn,2002,3.32761
idn,2003,3.18181
idn,2004,3.01997
idn,2008,3.76799
idn,2009,2.20374
idn,2010,2.90596
idn,2011,4.47111
idn,2012,3.71129
idn,2013,3.29864
idn,2014,2.77758
idn,2015,2.2844
idn,2016,2.22272
idn,2017,2.3186
idn,2018,2.34708
idn,2019,2.05949
ind,1974,19.82065
ind,1975,15.90132
ind,1976,16.19806
ind,1977,16.25854
ind,1978,18.09567
ind,1979,19.99726
ind,1980,21.43425
ind,1981,22.36541
ind,1982,23.61898
ind,1983,22.54964
ind,1984,23.70867
ind,1985,26.36663
ind,1986,28.17082
ind,1987,28.67996
ind,1988,28.34266
ind,1989,26.69548
ind,1990,28.60349
ind,1991,25.79538
ind,1992,24.14003
ind,1993,21.86115
ind,1994,21.73726
ind,1995,24.19512
ind,1996,24.92917
ind,1997,21.62809
ind,1998,20.77346
ind,1999,20.70967
ind,2000,18.92189
ind,2001,15.64681
ind,2002,15.42021
ind,2003,14.59625
ind,2004,14.8649
ind,2005,14.42571
ind,2006,15.16877
ind,2007,14.66322
ind,2008,14.13931
ind,2009,11.41107
ind,2010,13.45789
ind,2011,14.82463
ind,2012,14.8663
ind,2013,13.21033
ind,2014,13.04096
ind,2015,12.28834
ind,2016,11.28893
ind,2017,6.20749
ind,2018,4.50856
irl,1972,16.54676
irl,1973,15.91449
irl,1974,15.27197
irl,1975,13.81307
irl,1976,14.24187
irl,1977,12.00207
irl,1978,7.57979
irl,1979,7.44135
irl,1980,8.84507
irl,1981,10.86515
irl,1982,9.34546
irl,1983,7.15163
irl,1984,6.99777
irl,1985,6.99857
irl,1986,0
irl,1987,0
irl,1988,0
irl,1989,0
irl,1990,0
irl,1991,0
irl,1992,0
irl,1993,0
irl,1994,0
irl,1995,0
irl,1996,0
irl,1997,0
irl,1998,0
irl,1999,0
irl,2000,0
irl,2001,0
irl,2002,0
irl,2003,0
irl,2004,0
irl,2005,0
irl,2006,0
irl,2007,0
irl,2008,0
irl,2009,0
irl,2010,0
irl,2011,0
irl,2012,0
irl,2013,0
irl,2014,0
irl,2015,0
irl,2016,0
irl,2017,0
irl,2018,0
irl,2019,0
irn,1972,14.65839
irn,1973,12.7551
irn,1974,4.51265
irn,1975,5.66142
irn,1976,6.46727
irn,1977,7.79789
irn,1978,8.62406
irn,1979,6.0264
irn,1980,11.67133
irn,1981,8.88947
irn,1982,8.03469
irn,1983,11.58728
irn,1984,12.62714
irn,1985,12.03563
irn,1986,13.20642
irn,1987,12.48407
irn,1988,12.17244
irn,1989,15.28721
irn,1990,13.47438
irn,1991,16.9172
irn,1992,18.54431
irn,1993,4.42772
irn,1994,4.07728
irn,1995,9.17999
irn,1996,14.66164
irn,1997,21.88423
irn,1998,17.52315
irn,1999,5.43468
irn,2000,5.97752
irn,2001,7.33524
irn,2002,7.00612
irn,2003,7.39917
irn,2004,8.18607
irn,2005,5.72838
irn,2006,5.44112
irn,2007,5.28236
irn,2008,5.51572
irn,2009,6.00146
irq,2014,0.54077
irq,2015,1.26667
irq,2016,1.10089
irq,2017,1.47352
irq,2018,1.52475
irq,2019,0.89352
isl,1972,28.94057
isl,1973,27.70578
isl,1974,27.49157
isl,1975,22.25868
isl,1976,20.90492
isl,1977,21.68415
isl,1978,21.61249
isl,1979,19.70909
isl,1980,18.20583
isl,1981,19.09924
isl,1982,17.62634
isl,1983,15.73215
isl,1984,15.90153
isl,1985,14.36718
isl,1986,12.77339
isl,1987,13.04431
isl,1988,9.9679
isl,1989,9.22988
isl,1990,9.08453
isl,1991,9.43455
isl,1992,8.37994
isl,1993,5.13138
isl,1994,1.49916
isl,1995,1.32207
isl,1996,1.20958
isl,1997,1.18879
isl,1998,1.28831
isl,1999,1.156
isl,2000,1.19022
isl,2001,1.24946
isl,2002,0.97617
isl,2003,0.99791
isl,2004,1.00338
isl,2005,0.8614
isl,2006,0.9605
isl,2007,1.02598
isl,2008,0.91571
isl,2009,0.94418
isl,2010,1.10465
isl,2011,1.23652
isl,2012,1.2103
isl,2013,0.87118
isl,2014,0.81983
isl,2015,0.66284
isl,2016,0.42033
isl,2017,0.43569
isl,2018,0.43582
isl,2019,0.36983
isr,1972,20
isr,1973,15.78947
isr,1974,19.23077
isr,1975,9.52381
isr,1976,9.67742
isr,1977,6.66667
isr,1978,4.16667
isr,1979,3.60656
isr,1980,3.01291
isr,1981,3.35443
isr,1982,4.56214
isr,1983,4.25877
isr,1984,3.44304
isr,1985,3.5515
isr,1986,3.63595
isr,1987,3.37193
isr,1988,3.102
isr,1989,2.00616
isr,1990,1.43317
isr,1991,1.61416
isr,1992,1.60981
isr,1993,0.91542
isr,1994,0.56381
isr,1995,0.7939
isr,1996,0.71445
isr,1997,0.68861
isr,1998,0.63753
isr,1999,0.67165
isr,2000,0.64361
isr,2001,0.60581
isr,2002,0.60435
isr,2003,0.61813
isr,2004,0.69287
isr,2005,0.72526
isr,2006,0.70891
isr,2007,0.79262
isr,2008,0.86237
isr,2009,0.89998
isr,2010,0.91272
isr,2011,0.92112
isr,2012,0.77541
isr,2013,0.64975
isr,2014,0.74282
isr,2015,0.72671
isr,2016,0.7989
isr,2017,0.68087
isr,2018,0.63072
isr,2019,0.66184
ita,1973,0.37248
ita,1974,0.16775
ita,1975,0.38124
ita,1976,0.80117
ita,1977,0.14337
ita,1978,0.09821
ita,1979,0.07929
ita,1980,0.05175
ita,1981,0.03028
ita,1982,0.03546
ita,1983,0.03034
ita,1984,0.02884
ita,1985,0.02873
ita,1986,0.02931
ita,1987,0.02573
ita,1988,0.03799
ita,1989,0.0137
ita,1995,0
ita,1996,0
ita,1997,0
ita,1998,0
ita,1999,0
ita,2000,0
ita,2001,0
ita,2002,0
ita,2003,0
ita,2004,0
ita,2005,0
ita,2006,0
ita,2007,0
ita,2008,0
ita,2009,0
ita,2010,0
ita,2011,0
ita,2012,0
ita,2013,0
ita,2014,0
ita,2015,0
ita,2016,0
ita,2017,0
ita,2018,0
ita,2019,0
jam,1988,16.83394
jam,1989,15.39969
jam,1990,14.56427
jam,1991,14.121
jam,1992,13.7238
jam,1993,14.57776
jam,1994,12.22144
jam,1995,12.8257
jam,1996,12.43957
jam,1997,12.56151
jam,1998,12.5767
jam,1999,10.92645
jam,2000,11.11401
jam,2001,11.43297
jam,2002,10.7478
jam,2003,9.39685
jam,2004,9.29768
jam,2005,9.90981
jam,2006,9.4766
jam,2007,9.65649
jam,2008,9.39922
jam,2009,8.08971
jam,2010,8.81265
jam,2011,9.20229
jam,2012,9.74957
jam,2013,9.76777
jam,2014,9.83659
jam,2015,9.70497
jam,2016,11.03568
jam,2017,11.18601
jam,2018,11.06236
jam,2019,33.60136
jor,1990,21.7015
jor,1991,22.36425
jor,1992,32.39032
jor,1993,27.55574
jor,1994,25.44594
jor,1995,22.22039
jor,1996,22.41071
jor,1997,19.66284
jor,1998,20.40188
jor,1999,18.09371
jor,2000,17.1813
jor,2001,14.52092
jor,2002,13.2103
jor,2003,10.46541
jor,2004,11.25014
jor,2005,11.45888
jor,2006,10.42407
jor,2007,9.25343
jor,2008,6.47687
jor,2009,6.42086
jor,2010,6.12521
jor,2011,5.30117
jor,2012,5.65063
jor,2013,5.64354
jor,2014,4.50355
jor,2015,4.89678
jor,2016,4.39912
jor,2017,4.09821
jor,2018,3.61238
jor,2019,3.56705
jpn,1991,1.13112
jpn,1992,1.12841
jpn,1993,1.20519
kaz,1997,3.30713
kaz,1998,4.73101
kaz,1999,5.40256
kaz,2000,5.1631
kaz,2001,5.6875
kaz,2002,7.03364
kaz,2003,6.06685
kaz,2004,5.26745
kaz,2010,17.24836
kaz,2011,23.88717
kaz,2012,10.87431
kaz,2013,23.42698
kaz,2014,22.816
kaz,2015,19.27416
kaz,2016,16.08694
kaz,2017,16.08785
kaz,2018,18.77517
kaz,2019,18.60985
ken,2014,7.84334
ken,2015,7.42763
ken,2017,6.29304
ken,2018,6.68296
ken,2019,7.83303
kgz,2014,10.7622
kgz,2015,6.95146
kgz,2016,9.59825
kgz,2017,10.19066
kgz,2018,10.84541
kgz,2019,12.04975
khm,2002,22.36271
khm,2003,25.48946
khm,2004,25.49586
khm,2005,20.67238
khm,2006,21.56401
khm,2007,21.84677
khm,2008,19.0336
khm,2009,16.6958
khm,2010,14.9306
khm,2011,15.63102
khm,2012,12.79262
khm,2013,15.19323
khm,2014,19.10413
khm,2015,14.63081
khm,2016,12.33742
khm,2017,10.69997
khm,2018,10.72378
khm,2019,10.62363
kir,2011,17.38831
kir,2012,13.57456
kir,2013,11.84973
kir,2014,3.17917
kir,2015,1.13277
kir,2016,1.36966
kir,2017,1.96286
kir,2018,0.32194
kir,2019,1.53128
kna,1990,50.26017
kna,1991,51.36926
kna,1992,47.37839
kna,1993,46.64316
kna,1994,43.40599
kna,2000,35.74419
kna,2001,32.56215
kna,2002,40.55146
kna,2003,41.18979
kna,2004,40.18062
kna,2005,40.9951
kna,2006,40.81102
kna,2007,23.97385
kna,2008,34.2735
kna,2009,27.86646
kna,2010,27.87789
kna,2011,14.53038
kna,2012,12.20939
kna,2013,11.26416
kna,2014,13.11965
kna,2015,15.20053
kna,2016,17.35746
kna,2017,17.2741
kor,1972,10.2253
kor,1973,12.14815
kor,1974,12.37817
kor,1975,13.01546
kor,1976,14.86603
kor,1977,16.16746
kor,1978,18.97649
kor,1979,16.98289
kor,1980,15.04898
kor,1981,13.93251
kor,1982,13.33671
kor,1983,15.75582
kor,1984,15.35449
kor,1985,14.19421
kor,1986,14.9418
kor,1987,17.31496
kor,1988,14.0438
kor,1989,10.86974
kor,1990,11.76114
kor,1991,9.16324
kor,1992,7.29648
kor,1993,5.78733
kor,1994,5.7815
kor,1995,6.53806
kor,1996,6.39862
kor,1997,6.38968
kor,1998,4.02309
kor,1999,4.42171
kor,2000,4.30735
kor,2001,4.1754
kor,2002,4.24672
kor,2003,4.07056
kor,2004,3.87817
kor,2005,3.35079
kor,2006,3.32796
kor,2007,3.14007
kor,2008,3.55855
kor,2009,3.73523
kor,2010,4.01321
kor,2011,3.82394
kor,2012,2.49506
kor,2013,2.76212
kor,2014,2.18762
kor,2015,2.0479
kor,2016,1.79894
kor,2017,1.7773
kor,2018,1.58431
kor,2019,1.4186
kwt,1972,1.48026
kwt,1973,1.72911
kwt,1974,0.66079
kwt,1977,1.3717
kwt,1978,1.47783
kwt,1979,1.2627
kwt,1980,0.7808
kwt,1981,1.08867
kwt,1982,2.03652
kwt,1983,1.93004
kwt,1984,1.5374
kwt,1985,1.6078
kwt,1986,1.26476
kwt,1990,2.02182
kwt,1991,2.29008
kwt,1992,0
kwt,1993,2.69078
kwt,1994,2.67191
kwt,1995,2.17683
kwt,1996,2.15892
kwt,1997,1.98138
kwt,1998,2.39884
lbn,1997,45.52334
lbn,1998,43.70022
lbn,1999,27.9993
lbn,2000,25.55614
lbn,2001,20.10658
lbn,2002,11.05953
lbn,2003,7.69169
lbn,2004,7.56539
lbn,2005,7.01912
lbn,2006,5.92771
lbn,2007,6.68127
lbn,2008,6.93488
lbn,2009,6.46835
lbn,2010,6.9396
lbn,2011,5.89993
lbn,2012,6.0164
lbn,2013,6.23971
lbn,2014,5.29387
lbn,2015,5.35149
lbn,2016,4.99719
lbn,2017,4.5096
lbn,2018,4.56624
lbn,2019,3.98388
lca,2000,47.38094
lca,2001,45.22224
lca,2002,46.48531
lca,2003,50.30337
lca,2004,51.65613
lca,2005,52.94935
lca,2006,53.01718
lca,2007,50.21388
lca,2008,45.52618
lca,2009,48.46197
lca,2010,44.91822
lca,2011,45.74769
lca,2012,39.2333
lca,2013,24.92609
lca,2014,25.54054
lca,2015,25.70933
lca,2016,26.81897
lca,2017,29.18348
lka,1990,26.01975
lka,1991,23.43381
lka,1992,23.00904
lka,1993,19.41981
lka,1994,19.10309
lka,1995,16.78708
lka,1996,16.53678
lka,1997,15.5385
lka,1998,15.45522
lka,1999,13.67835
lka,2000,11.07727
lka,2001,10.91247
lka,2002,11.9117
lka,2003,13.95664
lka,2004,15.20245
lka,2005,13.66918
lka,2006,14.56081
lka,2007,14.18555
lka,2008,14.30979
lka,2009,18.91764
lka,2010,15.6738
lka,2011,16.64145
lka,2012,20.31237
lka,2013,16.63169
lka,2014,16.72117
lka,2015,16.71906
lka,2016,21.51421
lka,2017,20.18612
lka,2018,17.68265
lka,2019,17.55741
lso,1984,63.45063
lso,1986,50.40303
lso,1987,43.55882
lso,1988,41.99037
lso,1989,39.10651
lso,1991,14.66691
lso,1992,16.23704
lso,1993,17.75888
lso,1994,16.56715
lso,1995,15.12486
lso,1996,16.18589
lso,1997,16.23647
lso,1998,14.65828
lso,1999,17.27574
lso,2000,13.81814
lso,2001,15.11886
lso,2002,13.65856
lso,2003,11.64601
lso,2004,14.27457
lso,2005,14.86687
lso,2006,17.85061
lso,2007,16.87371
lso,2008,16.16649
lso,2009,15.63336
lso,2010,8.65048
lso,2011,8.57774
lso,2012,13.61667
lso,2013,13.68313
lso,2014,14.47087
lso,2015,12.52906
lso,2016,9.6479
lso,2017,12.10963
lso,2018,10.55427
lso,2019,11.3484
ltu,1991,0.69681
ltu,1993,3.84098
ltu,1994,7.07577
ltu,1995,2.17369
ltu,1996,2.06436
ltu,1997,1.79761
ltu,1998,1.49875
ltu,1999,1.21891
ltu,2000,0.89642
ltu,2001,0.88159
ltu,2002,0.83224
ltu,2003,0.87769
ltu,2004,0.43626
ltu,2005,0
ltu,2006,0
ltu,2007,0
ltu,2008,0
ltu,2009,0
ltu,2010,0
ltu,2011,0
ltu,2012,0
ltu,2013,0
ltu,2014,0
ltu,2015,0
ltu,2016,0
ltu,2017,0
ltu,2018,0
ltu,2019,0
lux,1972,0.36698
lux,1973,0.18539
lux,1974,0.09901
lux,1975,0
lux,1976,0
lux,1977,0
lux,1978,0
lux,1979,0
lux,1980,0
lux,1981,0.09982
lux,1982,0.09805
lux,1983,0.08639
lux,1984,0.08876
lux,1985,0.05708
lux,1986,0
lux,1987,0.05265
lux,1988,0
lux,1989,0
lux,1990,0
lux,1991,0
lux,1992,0.00054
lux,1993,0.00049
lux,1994,0.00046
lux,1995,0
lux,1996,0
lux,1997,0
lux,1998,0
lux,1999,0
lux,2000,0
lux,2001,0
lux,2002,0
lux,2003,0
lux,2004,0
lux,2005,0
lux,2006,0
lux,2007,0
lux,2008,0
lux,2009,0
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,0
lux,2014,0
lux,2015,0
lux,2016,0
lux,2017,0
lux,2018,0
lux,2019,0
lva,1994,4.46432
lva,1995,2.26457
lva,1996,2.14033
lva,1997,1.91484
lva,1998,1.52022
lva,1999,1.22098
lva,2000,1.08851
lva,2001,1.11537
lva,2002,0.97638
lva,2003,1.0857
lva,2004,0.32937
lva,2005,0
lva,2006,0
lva,2007,0.5123
lva,2008,0.50162
lva,2009,0.48761
lva,2010,0.25613
lva,2011,0.01455
lva,2012,0.01446
lva,2013,0.02389
lva,2014,0.02424
lva,2015,0.03019
lva,2016,-0.05601
lva,2017,0.04158
lva,2018,0.05039
lva,2019,0.02772
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mar,1990,19.13907
mar,1991,19.8752
mar,1992,18.71382
mar,1993,17.79929
mar,1994,18.09229
mar,1995,16.59962
mar,1997,17.29146
mar,1998,17.73423
mar,1999,17.43052
mar,2002,13.27689
mar,2003,11.94241
mar,2004,11.43028
mar,2005,9.96286
mar,2006,8.73716
mar,2007,8.08749
mar,2008,6.55152
mar,2009,6.89381
mar,2010,6.46711
mar,2011,6.12099
mar,2012,3.93491
mar,2013,3.23651
mar,2014,3.13701
mar,2015,3.11165
mar,2016,3.58061
mar,2017,3.22732
mar,2018,3.49813
mar,2019,3.43884
mda,1996,4.72591
mda,1997,3.66537
mda,1998,3.77874
mda,1999,7.23806
mda,2000,5.25345
mda,2001,5.21636
mda,2002,5.87872
mda,2003,6.4608
mda,2004,5.28826
mda,2005,5.50272
mda,2006,4.14925
mda,2007,4.67156
mda,2008,5.07744
mda,2009,4.34868
mda,2010,4.38163
mda,2011,4.39098
mda,2012,4.42725
mda,2013,4.40164
mda,2014,3.78724
mda,2015,3.30597
mda,2016,3.4425
mda,2017,3.21508
mda,2018,3.10192
mda,2019,3.06989
mdg,1990,54.68213
mdg,1991,52.57207
mdg,1992,49.42415
mdg,1993,48.47122
mdg,1994,44.83634
mdg,1995,55.17542
mdg,2003,33.17979
mdg,2004,26.8544
mdg,2005,29.13774
mdg,2006,24.78228
mdg,2007,34.73885
mdg,2008,32.28225
mdg,2009,40.89953
mdg,2010,10.2088
mdg,2011,11.16544
mdg,2012,11.71663
mdg,2013,10.29281
mdg,2014,10.34143
mdg,2015,12.3847
mdg,2016,10.97434
mdg,2017,11.43163
mdg,2018,11.84492
mdg,2019,11.89288
mdv,1979,25.1046
mdv,1980,22.98246
mdv,1981,22.05514
mdv,1982,24.61005
mdv,1983,29.03226
mdv,1984,32.66055
mdv,1985,36.77582
mdv,1986,28.68786
mdv,1987,33.08081
mdv,1988,35.63663
mdv,1989,29.33544
mdv,1990,32.71582
mdv,1991,29.82743
mdv,1992,35.27508
mdv,1993,34.81578
mdv,1994,29.79077
mdv,1995,29.28114
mdv,1996,28.80793
mdv,1997,30.37029
mdv,1998,29.8999
mdv,1999,28.29424
mdv,2000,27.5533
mdv,2001,26.40463
mdv,2002,25.53498
mdv,2003,26.69912
mdv,2004,33.36957
mdv,2005,27.21117
mdv,2006,27.5853
mdv,2007,27.69188
mdv,2008,33.02851
mdv,2009,32.31659
mex,1972,13.7931
mex,1973,10.29412
mex,1974,11.57895
mex,1975,10.44776
mex,1976,8.82353
mex,1977,11.20332
mex,1978,11.18012
mex,1979,14.3508
mex,1980,6.98366
mex,1981,7.6659
mex,1982,5.71049
mex,1983,3.31305
mex,1984,3.46535
mex,1985,4.25357
mex,1986,6.02503
mex,1987,5.37444
mex,1988,3.27001
mex,1989,5.17996
mex,1990,6.2441
mex,1991,7.65132
mex,1992,8.11178
mex,1993,6.7918
mex,1994,6.00457
mex,1995,3.98782
mex,1996,3.87779
mex,1997,3.87062
mex,1998,4.28906
mex,1999,4.30624
mex,2000,4.0543
mex,2008,1.48674
mex,2009,1.47368
mex,2010,1.10066
mex,2011,1.07946
mex,2012,1.05071
mex,2013,1.05606
mex,2014,1.14788
mex,2015,1.28403
mex,2016,1.30191
mex,2017,1.22699
mex,2018,1.51655
mex,2019,1.46116
mhl,2008,8.70301
mhl,2009,7.30977
mhl,2010,7.64233
mhl,2011,7.71026
mhl,2012,7.24951
mhl,2013,7.30334
mhl,2014,7.06762
mhl,2015,7.13143
mhl,2016,6.66713
mhl,2017,5.81879
mhl,2018,6.05315
mhl,2019,5.95582
mkd,2005,5.33362
mkd,2006,5.16377
mkd,2007,5.19489
mkd,2008,4.65401
mkd,2009,4.11428
mkd,2010,3.68229
mkd,2011,2.84992
mkd,2012,3.05668
mkd,2013,3.00691
mkd,2014,2.86894
mkd,2015,2.6859
mkd,2016,2.84287
mkd,2017,2.90031
mkd,2018,2.98141
mkd,2019,2.95744
mli,2000,11.3334
mli,2001,11.03716
mli,2002,11.63675
mli,2003,10.99123
mli,2004,12.14449
mli,2005,12.35241
mli,2006,3.75233
mli,2007,11.13537
mli,2008,8.54585
mli,2009,9.90219
mli,2010,10.09007
mli,2011,11.07162
mli,2012,11.13723
mli,2013,9.48278
mli,2014,12.99079
mli,2015,11.20547
mli,2016,9.3042
mli,2017,9.50073
mli,2018,11.09288
mli,2019,9.87839
mlt,1972,24.33824
mlt,1973,18.64907
mlt,1974,18.43318
mlt,1975,14.9414
mlt,1976,16.15137
mlt,1977,18.6082
mlt,1978,18.5383
mlt,1980,25.15644
mlt,1981,19.65721
mlt,1982,17.28132
mlt,1983,14.62649
mlt,1984,14.5158
mlt,1985,17.32419
mlt,1986,19.94309
mlt,1987,21.82367
mlt,1988,22.37843
mlt,1989,25.1392
mlt,1990,22.81049
mlt,1991,22.97986
mlt,1992,25.81766
mlt,1993,25.01121
mlt,1994,18.91983
mlt,1995,3.56812
mlt,1996,3.57345
mlt,1997,3.60014
mlt,1998,3.74659
mlt,1999,3.77149
mlt,2000,3.4375
mlt,2001,3.35031
mlt,2002,4.30774
mlt,2003,3.37789
mlt,2004,0.70768
mlt,2005,0.71843
mlt,2006,0.11196
mlt,2007,0.38461
mlt,2008,0.04069
mlt,2009,0.00319
mlt,2010,0
mlt,2011,0
