geo,time,st_int_tvlr_cd
esp,2020,18352000000
est,1995,357000000
est,1996,484000000
est,1997,473000000
est,1998,539000000
est,1999,549000000
est,2000,508000000
est,2001,507000000
est,2002,555000000
est,2003,671000000
est,2004,887000000
est,2005,971000000
est,2006,1024000000
est,2007,1036000000
est,2008,1193000000
est,2009,1090000000
est,2010,1065000000
est,2011,1256000000
est,2012,1286000000
est,2013,1626000000
est,2014,1864000000
est,2015,1493000000
est,2016,1537000000
est,2017,1659000000
est,2018,1779000000
est,2019,1742000000
est,2020,588000000
eth,1995,16000000
eth,1996,23000000
eth,1997,22000000
eth,1998,37000000
eth,1999,47000000
eth,2000,57000000
eth,2001,51000000
eth,2002,72000000
eth,2003,114000000
eth,2004,174000000
eth,2005,168000000
eth,2006,162000000
eth,2007,176000000
eth,2008,377000000
eth,2009,329000000
eth,2010,522000000
eth,2011,758000000
eth,2012,607000000
eth,2013,586000000
eth,2014,352000000
eth,2015,405000000
eth,2016,347000000
eth,2017,436000000
eth,2018,968000000
eth,2019,786000000
eth,2020,1033000000
fin,1995,1640000000
fin,1996,1636000000
fin,1997,1639000000
fin,1998,1630000000
fin,1999,1521000000
fin,2000,1406000000
fin,2001,1438000000
fin,2002,1579000000
fin,2003,1871000000
fin,2004,2068000000
fin,2005,2180000000
fin,2006,2380000000
fin,2007,2837000000
fin,2008,3234000000
fin,2009,2745000000
fin,2010,3026000000
fin,2011,3847000000
fin,2012,3877000000
fin,2013,4041000000
fin,2014,3657000000
fin,2015,2574000000
fin,2016,2649000000
fin,2017,3400000000
fin,2018,3665000000
fin,2019,3725000000
fin,2020,1245000000
fji,1995,291000000
fji,1996,298000000
fji,1997,317000000
fji,1998,248000000
fji,1999,280000000
fji,2000,189000000
fji,2001,205000000
fji,2002,260000000
fji,2003,345000000
fji,2004,423000000
fji,2005,485000000
fji,2006,480000000
fji,2007,499000000
fji,2008,658000000
fji,2009,503000000
fji,2010,635000000
fji,2011,724000000
fji,2012,730000000
fji,2013,717000000
fji,2014,809000000
fji,2015,817000000
fji,2016,878000000
fji,2017,942000000
fji,2018,969000000
fji,2019,962000000
fji,2020,151000000
fra,1995,27587000000
fra,1996,28352000000
fra,1997,27402000000
fra,1998,29490000000
fra,1999,37754000000
fra,2000,32857000000
fra,2001,32188000000
fra,2002,35036000000
fra,2003,39421000000
fra,2004,44906000000
fra,2005,43937000000
fra,2006,46527000000
fra,2007,54200000000
fra,2008,57262000000
fra,2009,49616000000
fra,2010,46459000000
fra,2011,55154000000
fra,2012,53327000000
fra,2013,56451000000
fra,2014,58422000000
fra,2015,58326000000
fra,2016,55338000000
fra,2017,59232000000
fra,2018,65362000000
fra,2019,63424000000
fra,2020,32646000000
fsm,2009,22000000
fsm,2010,24000000
fsm,2011,22000000
fsm,2012,22000000
fsm,2013,27000000
fsm,2014,29000000
fsm,2015,25000000
gab,1995,17000000
gab,1996,10000000
gab,1997,19000000
gab,1998,23000000
gab,1999,15000000
gab,2000,20000000
gab,2001,15000000
gab,2002,18000000
gab,2003,15000000
gab,2004,10000000
gab,2005,9000000
gab,2007,25000000
gab,2008,26000000
gab,2009,26000000
gab,2010,86000000
gab,2011,20000000
gab,2012,34000000
gab,2013,61000000
gab,2014,43500000
gab,2015,25000000
gbr,1995,20487000000
gbr,1996,21389000000
gbr,1997,22586000000
gbr,1998,23689000000
gbr,1999,23023000000
gbr,2000,22506000000
gbr,2001,20897000000
gbr,2002,22651000000
gbr,2003,24964000000
gbr,2004,30758000000
gbr,2005,32780000000
gbr,2006,38352000000
gbr,2007,43045000000
gbr,2008,39326000000
gbr,2009,33480000000
gbr,2010,35168000000
gbr,2011,39067000000
gbr,2012,41189000000
gbr,2013,46582000000
gbr,2014,52659000000
gbr,2015,51947000000
gbr,2016,48757000000
gbr,2017,48188000000
gbr,2018,49940000000
gbr,2019,52529000000
gbr,2020,19098000000
geo,1997,47000000
geo,1998,188000000
geo,1999,118000000
geo,2000,97000000
geo,2001,117000000
geo,2002,126000000
geo,2003,147000000
geo,2004,177000000
geo,2005,241000000
geo,2006,313000000
geo,2007,384000000
geo,2008,447000000
geo,2009,476000000
geo,2010,659000000
geo,2011,955000000
geo,2012,1411000000
geo,2013,1720000000
geo,2014,1787000000
geo,2015,1868000000
geo,2016,2111000000
geo,2017,2704000000
geo,2018,3222000000
geo,2019,3269000000
geo,2020,542000000
gha,1995,11000000
gha,1996,13000000
gha,1997,15000000
gha,1998,284000000
gha,1999,304000000
gha,2000,335000000
gha,2001,351000000
gha,2002,358000000
gha,2003,414000000
gha,2004,466000000
gha,2005,836000000
gha,2006,861000000
gha,2007,908000000
gha,2008,919000000
gha,2009,768000000
gha,2010,620000000
gha,2011,694000000
gha,2012,914000000
gha,2013,853000000
gha,2014,897000000
gha,2015,819000000
gha,2016,846000000
gha,2017,850000000
gha,2018,944000000
gha,2019,1425000000
gha,2020,110000000
gin,1995,899999.97616
gin,1996,6400000.09537
gin,1997,100000.00149
gin,1998,899999.97616
gin,1999,1700000.04768
gin,2000,2000000
gin,2001,100000.00149
gin,2007,200000.00298
gin,2008,1500000
gin,2009,2799999.95232
gin,2010,2000000
gin,2011,2099999.90463
gin,2012,1409999.96662
gin,2014,16700000.76294
gin,2015,23000000
gin,2016,15199999.80927
gin,2017,16399999.61853
gin,2018,3400000.09537
gin,2019,9399999.61853
gin,2020,1200000.04768
gmb,1995,28000000
gmb,1996,66000000
gmb,1997,75000000
gmb,2003,56000000
gmb,2004,47000000
gmb,2005,58000000
gmb,2006,66000000
gmb,2007,85000000
gmb,2008,80000000
gmb,2009,63000000
gmb,2010,74000000
gmb,2011,78000000
gmb,2012,94000000
gmb,2013,71000000
gmb,2014,105000000
gmb,2015,84000000
gmb,2016,84000000
gmb,2017,122000000
gmb,2018,160000000
gmb,2019,152000000
gmb,2020,47000000
gnb,1997,3099999.90463
gnb,2001,2700000.04768
gnb,2002,2299999.95232
gnb,2003,1799999.95232
gnb,2004,1000000
gnb,2005,1600000.02384
gnb,2006,2799999.95232
gnb,2007,28399999.61853
gnb,2008,38200000.76294
gnb,2009,12000000
gnb,2010,13300000.19073
gnb,2011,14100000.38147
gnb,2012,6599999.90463
gnb,2013,17399999.61853
gnb,2014,20799999.23706
gnb,2015,17299999.23706
gnb,2016,11500000
gnb,2017,16299999.23706
gnb,2018,19799999.23706
gnb,2019,18899999.61853
grc,1995,4135000000
grc,1996,3723000000
grc,1997,3773000000
grc,1998,6188000000
grc,1999,8786000000
grc,2000,9221000000
grc,2001,9158000000
grc,2002,9916000000
grc,2003,10776000000
grc,2004,12721000000
grc,2005,13336000000
grc,2006,14409000000
grc,2007,15546000000
grc,2008,17438000000
grc,2009,14691000000
grc,2010,12478000000
grc,2011,14813000000
grc,2012,13210000000
grc,2013,16084000000
grc,2014,17820000000
grc,2015,15665000000
grc,2016,14727000000
grc,2017,16875000000
grc,2018,18821000000
grc,2019,20276000000
grc,2020,5015000000
grd,1995,76000000
grd,1996,79000000
grd,1997,78000000
grd,1998,83000000
grd,1999,88000000
grd,2000,93000000
grd,2001,83000000
grd,2002,91000000
grd,2003,104000000
grd,2004,86000000
grd,2005,71000000
grd,2006,94000000
grd,2007,129000000
grd,2008,127000000
grd,2009,112000000
grd,2010,112000000
grd,2011,117000000
grd,2012,122000000
grd,2013,120000000
grd,2014,388000000
grd,2015,422000000
grd,2016,437000000
grd,2017,482000000
grd,2018,522000000
grd,2019,527000000
grd,2020,195000000
gtm,1995,213000000
gtm,1996,216000000
gtm,1997,266000000
gtm,1998,314000000
gtm,1999,356000000
gtm,2000,482000000
gtm,2001,562000000
gtm,2002,620000000
gtm,2003,621000000
gtm,2004,630000000
gtm,2005,791000000
gtm,2006,919000000
gtm,2007,1055000000
gtm,2008,1098000000
gtm,2009,1086000000
gtm,2010,1053000000
gtm,2011,1077000000
gtm,2012,1110000000
gtm,2013,1160000000
gtm,2014,1164000000
gtm,2015,1169000000
gtm,2016,1201000000
gtm,2017,1213000000
gtm,2018,1231000000
gtm,2019,1221000000
gtm,2020,297000000
guy,1995,33000000
guy,1996,109000000
guy,1997,112000000
guy,1998,108000000
guy,1999,106000000
guy,2000,75000000
guy,2001,61000000
guy,2002,49000000
guy,2003,26000000
guy,2004,27000000
guy,2005,35000000
guy,2006,37000000
guy,2007,50000000
guy,2008,59000000
guy,2009,35000000
guy,2010,80000000
guy,2011,95000000
guy,2012,64000000
guy,2013,77000000
guy,2014,79000000
guy,2015,65000000
guy,2016,104000000
guy,2017,95000000
guy,2018,28000000
guy,2019,27000000
guy,2020,24000000
hkg,1995,9604000000
hkg,1996,11994000000
hkg,1997,9979000000
hkg,1998,5651000000
hkg,1999,5493000000
hkg,2000,5868000000
hkg,2001,5904000000
hkg,2002,7410000000
hkg,2003,7072000000
hkg,2004,8918000000
hkg,2005,10179000000
hkg,2006,11509000000
hkg,2007,13566000000
hkg,2008,15018000000
hkg,2009,15978000000
hkg,2010,21689000000
hkg,2011,27038000000
hkg,2012,31205000000
hkg,2013,36108000000
hkg,2014,39475000000
hkg,2015,35795000000
hkg,2016,31398000000
hkg,2017,31709000000
hkg,2018,35268000000
hkg,2019,26371000000
hkg,2020,2839000000
hnd,1995,80000000
hnd,1996,115000000
hnd,1997,146000000
hnd,1998,168000000
hnd,1999,208000000
hnd,2000,260000000
hnd,2001,256000000
hnd,2002,301000000
hnd,2003,364000000
hnd,2004,414000000
hnd,2005,463000000
hnd,2006,515000000
hnd,2007,546000000
hnd,2008,619000000
hnd,2009,616000000
hnd,2010,625000000
hnd,2011,637000000
hnd,2012,679000000
hnd,2013,608000000
hnd,2014,698000000
hnd,2015,664000000
hnd,2016,578000000
hnd,2017,603000000
hnd,2018,592000000
hnd,2019,547000000
hnd,2020,187000000
hrv,1995,1349000000
hrv,1996,2014000000
hrv,1997,2523100097.65625
hrv,1998,2733399902.34375
hrv,1999,2493000000
hrv,2000,2758000000
hrv,2001,3335000000
hrv,2002,3811000000
hrv,2003,6310000000
hrv,2004,6727000000
hrv,2005,7370000000
hrv,2006,7990000000
hrv,2007,9249000000
hrv,2008,11214000000
hrv,2009,8992000000
hrv,2010,8069000000
hrv,2011,9348000000
hrv,2012,8683000000
hrv,2013,9512000000
hrv,2014,9863000000
hrv,2015,8022000000
hrv,2016,9028000000
hrv,2017,10320000000
hrv,2018,11127000000
hrv,2019,11753000000
hrv,2020,5568853027.34375
hti,1995,90000000
hti,1996,96000000
hti,1997,107000000
hti,1998,131000000
hti,1999,135000000
hti,2000,128000000
hti,2001,105000000
hti,2002,108000000
hti,2003,96000000
hti,2004,93000000
hti,2005,80000000
hti,2006,126000000
hti,2007,190000000
hti,2008,360000000
hti,2009,416000000
hti,2010,383000000
hti,2011,456000000
hti,2012,447000000
hti,2013,546000000
hti,2014,578000000
hti,2015,609000000
hti,2016,511000000
hti,2017,460000000
hti,2018,620000000
hti,2019,450000000
hun,1995,2928000000
hun,1996,3562000000
hun,1997,3797000000
hun,1998,3646000000
hun,1999,3565000000
hun,2000,3733000000
hun,2001,4154000000
hun,2002,3728000000
hun,2003,4061000000
hun,2004,3914000000
hun,2005,4120000000
hun,2006,4254000000
hun,2007,4739000000
hun,2008,6443000000
hun,2009,5976000000
hun,2010,5587000000
hun,2011,5929000000
hun,2012,5057000000
hun,2013,5362000000
hun,2014,5864000000
hun,2015,5320000000
hun,2016,5674000000
hun,2017,6233000000
hun,2018,6887000000
hun,2019,7283000000
hun,2020,3229000000
idn,1995,5229000000
idn,1996,6184000000
idn,1997,6648000000
idn,1998,4255000000
idn,1999,4352000000
idn,2000,4975000000
idn,2001,5277000000
idn,2002,5285000000
idn,2003,4037000000
idn,2004,4798000000
idn,2005,4522000000
idn,2006,4448000000
idn,2007,5346000000
idn,2008,7377000000
idn,2009,5598000000
idn,2010,6958000000
idn,2011,7997000000
idn,2012,8324000000
idn,2013,9119000000
idn,2014,10261000000
idn,2015,10761000000
idn,2016,11206000000
idn,2017,13139000000
idn,2018,16426000000
idn,2019,16911000000
idn,2020,3312000000
ind,1995,2582000000
ind,1996,2831000000
ind,1997,2890000000
ind,1998,2949000000
ind,1999,3010000000
ind,2000,3460000000
ind,2001,3198000000
ind,2002,3102000000
ind,2003,4463000000
ind,2004,6170000000
ind,2005,7493000000
ind,2006,8634000000
ind,2007,10730000000
ind,2008,11832000000
ind,2009,11136000000
ind,2010,14490000000
ind,2011,17708000000
ind,2012,17972000000
ind,2013,18397000000
ind,2014,19700000000
ind,2015,21013000000
ind,2016,22427000000
ind,2017,27365000000
ind,2018,28568000000
ind,2019,30720000000
ind,2020,13036000000
irl,1995,2211000000
irl,1996,2470000000
irl,1997,2578000000
irl,1998,3297000000
irl,1999,2621000000
irl,2000,2615000000
irl,2001,2791000000
irl,2002,3097000000
irl,2003,3862000000
irl,2004,4375000000
irl,2005,4781000000
irl,2006,5372000000
irl,2007,6072000000
irl,2008,6359000000
irl,2009,4964000000
irl,2010,4085000000
irl,2011,4215000000
irl,2012,3866000000
irl,2013,4470000000
irl,2014,4864000000
irl,2015,4783000000
irl,2016,5199000000
irl,2017,5662000000
irl,2018,6782000000
irl,2019,6417000000
irl,2020,1858000000
irn,1995,67000000
irn,1996,19000000
irn,1997,16000000
irn,1998,490000000
irn,1999,403000000
irn,2000,467000000
irn,2001,891000000
irn,2002,1357000000
irn,2003,1033000000
irn,2004,1044000000
irn,2005,791000000
irn,2006,1216000000
irn,2007,1677000000
irn,2008,1737000000
irn,2009,2055000000
irn,2010,2438000000
irn,2011,2348000000
irn,2012,2345000000
irn,2013,3054000000
irn,2014,3841000000
irn,2015,4388000000
irn,2016,4288000000
irn,2017,4193000000
irn,2018,5024000000
irq,1995,18000000
irq,1996,15000000
irq,1997,14000000
irq,1998,15000000
irq,1999,1000000
irq,2000,2000000
irq,2001,15000000
irq,2002,45000000
irq,2005,168000000
irq,2006,144000000
irq,2007,516000000
irq,2008,845000000
irq,2009,1405000000
irq,2010,1660000000
irq,2011,1543000000
irq,2012,1634000000
irq,2013,1682000000
irq,2014,1938000000
irq,2015,2833000000
irq,2016,3120000000
irq,2017,2959000000
irq,2018,1986000000
irq,2019,3593000000
irq,2020,955000000
isl,1995,186000000
isl,1996,176000000
isl,1997,173000000
isl,1998,207000000
isl,1999,222000000
isl,2000,227000000
isl,2001,232000000
isl,2002,256000000
isl,2003,319000000
isl,2004,370000000
isl,2005,413000000
isl,2006,478000000
isl,2007,601000000
isl,2008,624000000
isl,2009,550000000
isl,2010,562000000
isl,2011,752000000
isl,2012,866000000
isl,2013,1084000000
isl,2014,1396000000
isl,2015,1630000000
isl,2016,2429000000
isl,2017,3020000000
isl,2018,3134000000
isl,2019,2689000000
isl,2020,652000000
isr,1995,2993000000
isr,1996,3053000000
isr,1997,3295000000
isr,1998,3157000000
isr,1999,4304000000
isr,2000,4114000000
isr,2001,2560000000
isr,2002,2145000000
isr,2003,2132000000
isr,2004,2476000000
isr,2005,3189000000
isr,2006,3196000000
isr,2007,3672000000
isr,2008,4650000000
isr,2009,4314000000
isr,2010,4920000000
isr,2011,5161000000
isr,2012,5449000000
isr,2013,5831000000
isr,2014,5887000000
isr,2015,5899000000
isr,2016,5912000000
isr,2017,6834000000
isr,2018,7225000000
isr,2019,7620000000
isr,2020,2500000000
ita,1995,28717000000
ita,1996,30015000000
ita,1997,29714000000
ita,1998,29814000000
ita,1999,28349000000
ita,2000,27498000000
ita,2001,25829000000
ita,2002,26893000000
ita,2003,31277000000
ita,2004,35398000000
ita,2005,35310000000
ita,2006,38276000000
ita,2007,42650000000
ita,2008,46217000000
ita,2009,40407000000
ita,2010,38432000000
ita,2011,43271000000
ita,2012,40943000000
ita,2013,43825000000
ita,2014,45562000000
ita,2015,39433000000
ita,2016,40381000000
ita,2017,44580000000
ita,2018,49066000000
ita,2019,49521000000
ita,2020,20036000000
jam,1995,1069000000
jam,1996,1092000000
jam,1997,1131000000
jam,1998,1197000000
jam,1999,1280000000
jam,2000,1333000000
jam,2001,1232000000
jam,2002,1209000000
jam,2003,1355000000
jam,2004,1438000000
jam,2005,1545000000
jam,2006,1870000000
jam,2007,1910000000
jam,2008,1976000000
jam,2009,1925000000
jam,2010,2001000000
jam,2011,2013000000
jam,2012,2069000000
jam,2013,2074000000
jam,2014,2255000000
jam,2015,2401000000
jam,2016,2539000000
jam,2017,2809000000
jam,2018,3099000000
jam,2019,3599000000
jam,2020,1349000000
jor,1995,660000000
jor,1996,744000000
jor,1997,774000000
jor,1998,853000000
jor,1999,795000000
jor,2000,723000000
jor,2001,700000000
jor,2002,1048000000
jor,2003,1062000000
jor,2004,1330000000
jor,2005,1441000000
jor,2006,2060000000
jor,2007,2311000000
jor,2008,2943000000
jor,2009,2911000000
jor,2010,3585000000
jor,2011,3425000000
jor,2012,4061000000
jor,2013,4117000000
jor,2014,4375000000
jor,2015,4065000000
jor,2016,4044000000
jor,2017,4639000000
jor,2018,5249000000
jor,2019,5786000000
jor,2020,1409000000
jpn,1995,3224000000
jpn,1996,4081000000
jpn,1997,4329000000
jpn,1998,3743000000
jpn,1999,3431000000
jpn,2000,3373000000
jpn,2001,3306000000
jpn,2002,3497000000
jpn,2003,8848000000
jpn,2004,11265000000
jpn,2005,12430000000
jpn,2006,8470000000
jpn,2007,9345000000
jpn,2008,10820000000
jpn,2009,10329000000
jpn,2010,13224000000
jpn,2011,11000000000
jpn,2012,14581000000
jpn,2013,15093000000
jpn,2014,18812000000
jpn,2015,24968000000
jpn,2016,30752000000
jpn,2017,34065000000
jpn,2018,42093000000
jpn,2019,46054000000
jpn,2020,10597000000
kaz,1995,122000000
kaz,1996,199000000
kaz,1997,289000000
kaz,1998,407000000
kaz,1999,363000000
kaz,2000,356000000
kaz,2001,452000000
kaz,2002,622000000
kaz,2003,564000000
kaz,2004,718000000
kaz,2005,701000000
kaz,2006,838000000
kaz,2007,1014000000
kaz,2008,1012000000
kaz,2009,963000000
kaz,2010,1005000000
kaz,2011,1209000000
kaz,2012,1929000000
kaz,2013,2108000000
kaz,2014,2000000000
kaz,2015,1632000000
kaz,2016,1858000000
kaz,2017,2135000000
kaz,2018,2255000000
kaz,2019,2463000000
kaz,2020,459000000
ken,1995,423000000
ken,1996,462000000
ken,1997,655000000
ken,1998,725000000
ken,1999,705000000
ken,2000,283000000
ken,2001,309000000
ken,2002,276000000
ken,2003,347000000
ken,2004,486000000
ken,2005,579000000
ken,2006,687000000
ken,2007,917000000
ken,2008,752000000
ken,2009,690000000
ken,2010,800000000
ken,2011,926000000
ken,2012,935000000
ken,2013,881000000
ken,2014,811000000
ken,2015,724000000
ken,2016,824000000
ken,2017,916000000
ken,2018,1072000000
ken,2019,1007000000
kgz,1995,5000000
kgz,1996,4000000
kgz,1997,7000000
kgz,1998,8000000
kgz,1999,14000000
kgz,2000,15000000
kgz,2001,24000000
kgz,2002,36000000
kgz,2003,48000000
kgz,2004,76000000
kgz,2005,73000000
kgz,2006,167000000
kgz,2007,346000000
kgz,2008,514000000
kgz,2009,253000000
kgz,2010,160000000
kgz,2011,356000000
kgz,2012,434000000
kgz,2013,530000000
kgz,2014,423000000
kgz,2015,426000000
kgz,2016,432000000
kgz,2017,429000000
kgz,2018,459000000
kgz,2019,644000000
kgz,2020,151000000
khm,1995,53000000
khm,1996,82000000
khm,1997,68000000
khm,1998,107000000
khm,1999,212000000
khm,2000,304000000
khm,2001,380000000
khm,2002,454000000
khm,2003,389000000
khm,2004,603000000
khm,2005,840000000
khm,2006,992000000
khm,2007,1020000000
khm,2008,1101000000
khm,2009,1336000000
khm,2010,1519000000
khm,2011,2084000000
khm,2012,2463000000
khm,2013,2660000000
khm,2014,2953000000
khm,2015,3137000000
khm,2016,3212000000
khm,2017,3639000000
khm,2018,4362000000
khm,2019,4773000000
khm,2020,1023000000
kir,2006,2299999.95232
kir,2007,3299999.95232
kir,2008,3299999.95232
kir,2009,3900000.09537
kir,2010,4300000.19073
kir,2011,4900000.09537
kir,2012,4900000.09537
kir,2013,3400000.09537
kir,2014,3200000.04768
kir,2015,2000000
kir,2016,2799999.95232
kir,2017,4099999.90463
kir,2018,3400000.09537
kir,2019,3200000.04768
kir,2020,29999.99933
kna,1995,63000000
kna,1996,68000000
kna,1997,72000000
kna,1998,71000000
kna,1999,69000000
kna,2000,58000000
kna,2001,62000000
kna,2002,57000000
kna,2003,75000000
kna,2004,103000000
kna,2005,121000000
kna,2006,132000000
kna,2007,125000000
kna,2008,110000000
kna,2009,83000000
kna,2010,90000000
kna,2011,94000000
kna,2012,95000000
kna,2013,101000000
kna,2014,343000000
kna,2015,317000000
kna,2016,332000000
kna,2017,352000000
kna,2018,366000000
kna,2019,370000000
kna,2020,117000000
kor,1995,5150000000
kor,1996,4880000000
kor,1997,4731000000
kor,1998,6908000000
kor,1999,6841000000
kor,2000,6834000000
kor,2001,6382000000
kor,2002,5932000000
kor,2003,5355000000
kor,2004,6065000000
kor,2005,5798000000
kor,2006,5717000000
kor,2007,6103000000
kor,2008,9735000000
kor,2009,9773000000
kor,2010,10263000000
kor,2011,12362000000
kor,2012,13273000000
kor,2013,14392000000
kor,2014,17460000000
kor,2015,14798000000
kor,2016,16886000000
kor,2017,13368000000
kor,2018,18567000000
kor,2019,20867000000
kor,2020,10528000000
kwt,1995,121000000
kwt,1996,184000000
kwt,1997,188000000
kwt,1998,207000000
kwt,1999,92000000
kwt,2000,98000000
kwt,2001,106000000
kwt,2002,117000000
kwt,2003,118000000
kwt,2004,178000000
kwt,2005,165000000
kwt,2006,205000000
kwt,2007,223000000
kwt,2008,257000000
kwt,2009,355000000
kwt,2010,289000000
kwt,2011,320000000
kwt,2012,426000000
kwt,2013,297000000
kwt,2014,369000000
kwt,2015,500000000
kwt,2016,600000000
kwt,2017,313000000
kwt,2018,458000000
kwt,2019,700000000
kwt,2020,397000000
lao,1995,51000000
lao,1996,62000000
lao,1997,58000000
lao,1998,95000000
lao,1999,82000000
lao,2000,114000000
lao,2001,104000000
lao,2002,107000000
lao,2003,74000000
lao,2004,119000000
lao,2005,139000000
lao,2006,158000000
lao,2007,189000000
lao,2008,276000000
lao,2009,268000000
lao,2010,382000000
lao,2011,406000000
lao,2012,451000000
lao,2013,596000000
lao,2014,642000000
lao,2015,724000000
lao,2016,716000000
lao,2017,648000000
lao,2018,811000000
lao,2019,935000000
lao,2020,213000000
lbn,2002,4284000000
lbn,2003,6374000000
lbn,2004,5411000000
lbn,2005,5532000000
lbn,2006,4981000000
lbn,2007,5216000000
lbn,2008,5819000000
lbn,2009,6774000000
lbn,2010,7861000000
lbn,2011,6545000000
lbn,2012,6836000000
lbn,2013,6492000000
lbn,2014,6523000000
lbn,2015,6857000000
lbn,2016,7044000000
lbn,2017,7610000000
lbn,2018,8400000000
lbn,2019,8593000000
lbn,2020,2353000000
lbr,2004,59000000
lbr,2005,67000000
lbr,2006,124000000
lbr,2007,131000000
lbr,2008,158000000
lbr,2009,123000000
lbr,2019,1899999.97616
lby,1995,2000000
lby,1996,2000000
lby,1997,2000000
lby,1998,7000000
lby,1999,27000000
lby,2000,75000000
lby,2001,78000000
lby,2002,181000000
lby,2003,205000000
lby,2004,218000000
lby,2005,250000000
lby,2006,190000000
lby,2007,74000000
lby,2008,74000000
lby,2009,50000000
lby,2010,60000000
lca,1995,230000000
lca,1996,237000000
lca,1997,253000000
lca,1998,283000000
lca,1999,263000000
lca,2000,281000000
lca,2001,233000000
lca,2002,210000000
lca,2003,282000000
lca,2004,326000000
lca,2005,382000000
lca,2006,294000000
lca,2007,302000000
lca,2008,311000000
lca,2009,296000000
lca,2010,309000000
lca,2011,321000000
lca,2012,337000000
lca,2013,354000000
lca,2014,778000000
lca,2015,810000000
lca,2016,776000000
lca,2017,875000000
lca,2018,963000000
lca,2019,1064000000
lca,2020,340000000
lka,1995,226000000
lka,1996,166000000
lka,1997,209000000
lka,1998,230000000
lka,1999,273000000
lka,2000,248000000
lka,2001,213000000
lka,2002,363000000
lka,2003,441000000
lka,2004,513000000
lka,2005,429000000
lka,2006,410000000
lka,2007,385000000
lka,2008,342000000
lka,2009,350000000
lka,2010,576000000
lka,2011,830000000
lka,2012,1039000000
lka,2013,1715000000
lka,2014,2431000000
lka,2015,2981000000
lka,2016,3518000000
lka,2017,3925000000
lka,2018,4381000000
lka,2019,3607000000
lka,2020,682000000
lso,1995,27000000
lso,1996,32000000
lso,1997,32000000
lso,1998,24000000
lso,1999,23000000
lso,2000,18000000
lso,2001,16000000
lso,2002,14000000
lso,2003,21000000
lso,2004,26000000
lso,2005,27000000
lso,2006,29000000
lso,2007,31000000
lso,2008,30000000
lso,2009,30000000
lso,2010,23000000
lso,2011,24000000
lso,2012,22000000
lso,2013,17000000
lso,2014,16000000
lso,2015,34000000
lso,2016,48000000
lso,2017,23000000
lso,2018,24000000
lso,2019,21000000
lso,2020,5000000
ltu,1995,77000000
ltu,1996,316000000
ltu,1997,360000000
ltu,1998,460000000
ltu,1999,550000000
ltu,2000,391000000
ltu,2001,383000000
ltu,2002,505000000
ltu,2003,638000000
ltu,2004,776000000
ltu,2005,920000000
ltu,2006,1038000000
ltu,2007,1154000000
ltu,2008,1248000000
ltu,2009,972000000
ltu,2010,958000000
ltu,2011,1321000000
ltu,2012,1317000000
ltu,2013,1374000000
ltu,2014,1383000000
ltu,2015,1153000000
ltu,2016,1210000000
ltu,2017,1325000000
ltu,2018,1504000000
ltu,2019,1492000000
ltu,2020,470000000
lux,1995,1695000000
lux,1996,1640000000
lux,1997,1639000000
lux,1998,1634000000
lux,1999,1697000000
lux,2000,1686000000
lux,2001,1780000000
lux,2002,2358000000
lux,2003,2890000000
lux,2004,3617000000
lux,2005,3521000000
lux,2006,3510000000
lux,2007,3978000000
lux,2008,4471000000
lux,2009,4159000000
lux,2010,4145000000
lux,2011,4861000000
lux,2012,4901000000
lux,2013,5036000000
lux,2014,5363000000
lux,2015,5603000000
lux,2016,5140000000
lux,2017,5086000000
lux,2018,5176000000
lux,2019,5177000000
lux,2020,4189000000
lva,1995,20000000
lva,1996,215000000
lva,1997,192000000
lva,1998,182000000
lva,1999,118000000
lva,2000,131000000
lva,2001,119000000
lva,2002,161000000
lva,2003,222000000
lva,2004,267000000
lva,2005,341000000
lva,2006,480000000
lva,2007,671000000
lva,2008,801000000
lva,2009,724000000
lva,2010,639000000
lva,2011,771000000
lva,2012,744000000
lva,2013,865000000
lva,2014,953000000
lva,2015,895000000
lva,2016,899000000
lva,2017,951000000
lva,2018,1057000000
lva,2019,1016000000
lva,2020,430000000
mac,2002,4205000000
mac,2003,5061000000
mac,2004,7206000000
mac,2005,6924000000
mac,2006,8176000000
mac,2007,10870000000
mac,2008,13400000000
mac,2009,14879000000
mac,2010,22276000000
mac,2011,30595000000
mac,2012,36085000000
mac,2013,43223000000
mac,2014,42847000000
mac,2015,31101000000
mac,2016,30632000000
mac,2017,36080000000
mac,2018,40876000000
mac,2019,40591000000
mac,2020,9360000000
mar,1995,1296000000
mar,1996,1675000000
mar,1997,1446000000
mar,1998,1744000000
mar,1999,1949000000
mar,2000,2039000000
mar,2001,2583000000
mar,2002,2646000000
mar,2003,3221000000
mar,2004,3922000000
mar,2005,4610000000
mar,2006,5984000000
mar,2007,7181000000
mar,2008,7221000000
mar,2009,6626000000
mar,2010,6702000000
mar,2011,7321000000
mar,2012,6697000000
mar,2013,6851000000
mar,2014,7384000000
mar,2015,6260000000
mar,2016,6557000000
mar,2017,7494000000
mar,2018,7774000000
mar,2019,8187000000
mar,2020,3848000000
mda,1995,57000000
mda,1996,33000000
mda,1997,50000000
mda,1998,40000000
mda,1999,34000000
mda,2000,39000000
mda,2001,39000000
mda,2002,50000000
mda,2003,54000000
mda,2004,91000000
mda,2005,103000000
mda,2006,117000000
mda,2007,171000000
mda,2008,216000000
mda,2009,173000000
