geo,time,se_sec_prog_fe_zs
ita,2001,99.59848
ita,2002,99.66008
ita,2003,99.15694
ita,2004,99.24305
ita,2005,98.66961
ita,2006,99.34582
ita,2007,99.92328
ita,2008,99.88638
ita,2009,100
ita,2010,99.88257
ita,2011,100
ita,2012,99.78574
ita,2013,99.75424
ita,2014,99.84551
ita,2015,99.85309
ita,2016,99.89696
jam,2000,95.99784
jam,2009,98.68725
jam,2010,96.80699
jam,2012,92.80741
jam,2013,98.26068
jam,2014,95.57161
jam,2016,96.22382
jam,2017,97.64241
jor,1971,89.24777
jor,1972,89.79592
jor,1973,94.10348
jor,1974,93.19387
jor,1975,92.65647
jor,1976,92.68215
jor,1977,94.63262
jor,1978,94.89988
jor,1979,96.60973
jor,1980,94.03268
jor,1981,95.40311
jor,1982,96.07163
jor,1986,94.72758
jor,1987,95.54621
jor,1988,93.82716
jor,1992,100
jor,1993,100
jor,1999,98.54813
jor,2002,99.21116
jor,2003,98.94538
jor,2004,99.11203
jor,2005,98.15221
jor,2006,99.32581
jor,2007,99.98617
jor,2010,99.07779
jor,2013,100
jor,2016,99.78198
jor,2017,98.22901
jpn,2013,100
jpn,2015,100
jpn,2016,99.99077
kaz,2000,97.82011
kaz,2001,99.22945
kaz,2002,99.44008
kaz,2003,99.42115
kaz,2004,100
kaz,2005,99.95273
kaz,2006,99.98971
kaz,2007,99.93263
kaz,2008,99.90758
kaz,2009,99.82163
kaz,2010,99.92605
kaz,2011,99.99273
kaz,2012,100
kaz,2013,99.84843
kaz,2014,99.93727
kaz,2015,99.87178
kaz,2016,100
kaz,2017,99.70243
kaz,2018,99.53135
ken,1971,89.3153
ken,1972,87.14163
ken,1976,86.57217
ken,1977,81.92843
ken,1979,81.68299
ken,1980,79.65519
ken,2014,99.31872
ken,2015,100
kgz,2000,97.12522
kgz,2001,99.27187
kgz,2002,100
kgz,2003,100
kgz,2004,100
kgz,2005,99.92417
kgz,2006,99.35514
kgz,2007,99.70188
kgz,2008,99.66684
kgz,2009,98.81506
kgz,2010,98.29375
kgz,2011,98.68703
kgz,2012,99.81496
kgz,2013,100
kgz,2014,98.91794
kgz,2015,99.42786
kgz,2016,99.58184
kgz,2017,99.77121
khm,1998,72.8884
khm,2000,72.18741
khm,2001,80.07786
khm,2002,80.69114
khm,2003,81.70317
khm,2004,81.98389
khm,2005,81.4024
khm,2006,79.6045
khm,2007,80.47318
khm,2009,82.83418
khm,2010,82.41039
khm,2011,82.05772
khm,2012,81.30876
khm,2013,83.68179
khm,2014,83.40837
khm,2015,87.08213
khm,2016,89.28533
khm,2017,92.26153
kir,1978,22.91351
kir,1979,21.80451
kir,1980,21.61716
kir,1981,13.89183
kir,1982,15.26375
kir,1983,17.81857
kir,1985,24.77764
kir,1988,28.51852
kir,1989,32.94798
kir,1990,36.8231
kir,1991,36.72131
kir,2015,96.51696
kna,2002,96.22642
kna,2013,98.77919
kna,2014,100
kna,2015,100
kor,1971,58.56582
kor,1972,58.86915
kor,1975,67.49127
kor,1976,71.39108
kor,1977,78.50548
kor,1978,86.35386
kor,1979,91.63086
kor,1981,95.98272
kor,1982,95.79526
kor,1983,97.34334
kor,1984,97.98188
kor,1985,98.5204
kor,1986,98.77613
kor,1987,98.68974
kor,1994,99.22676
kor,1997,99.76554
kor,1998,99.78867
kor,1999,99.65371
kor,2000,99.30916
kor,2001,99.28177
kor,2002,99.45682
kor,2003,98.22203
kor,2004,98.68869
kor,2005,98.62376
kor,2006,98.49254
kor,2007,99.93443
kor,2008,99.98423
kor,2010,100
kor,2012,99.6269
kor,2013,99.56331
kor,2014,99.50979
kor,2015,99.49422
kor,2016,99.50415
kwt,1973,100
kwt,1974,100
kwt,1976,84.64369
kwt,1977,99.77942
kwt,1978,99.06165
kwt,1979,100
kwt,1981,100
kwt,1982,100
kwt,1983,100
kwt,1984,99.12131
kwt,1994,99.4314
kwt,1998,93.99088
kwt,1999,98.05069
kwt,2000,99.51688
kwt,2001,99.58184
kwt,2002,100
kwt,2003,98.30212
kwt,2004,98.10134
kwt,2009,99.54359
kwt,2011,100
kwt,2012,99.74222
kwt,2015,99.3434
kwt,2016,96.8126
kwt,2017,98.99229
lao,1992,72.4759
lao,1993,75.87256
lao,1996,70.37426
lao,1998,72.33791
lao,1999,71.29949
lao,2000,73.63184
lao,2001,76.59693
lao,2002,78.81945
lao,2003,78.58312
lao,2004,78.22015
lao,2005,77.29854
lao,2006,78.30887
lao,2007,79.17592
lao,2008,79.91547
lao,2009,80.07291
lao,2010,80.80497
lao,2011,82.49992
lao,2012,85.04635
lao,2013,88.60642
lao,2014,87.91759
lao,2015,87.04355
lao,2016,86.31434
lao,2017,84.74015
lbn,1998,96.0553
lbn,1999,93.77654
lbn,2000,100
lbn,2001,96.84467
lbn,2002,96.45749
lbn,2003,97.68682
lbn,2004,97.30153
lbn,2005,97.77313
lbn,2006,97.96264
lbn,2007,96.59011
lbn,2008,96.49539
lbn,2009,100
lbn,2010,96.70027
lbn,2011,97.25756
lbn,2012,99.26181
lbn,2013,100
lbn,2014,89.67225
lbn,2015,96.06915
lbn,2016,97.82744
lbn,2017,97.11485
lbr,2008,77.31744
lbr,2014,77.34702
lbr,2016,81.36291
lby,1971,81.07996
lby,1972,66.4033
lby,1973,68.30858
lby,1974,71.30807
lby,1976,86.00059
lby,1977,83.87533
lby,1978,87.62542
lby,1979,84.48109
lby,1980,83.78277
lca,1982,35.41906
lca,2001,77.63736
lca,2002,77.70053
lca,2003,79.22515
lca,2004,79.87493
lca,2007,100
lca,2008,98.8228
lca,2009,97.83345
lca,2010,99.42446
lca,2011,96.98246
lca,2012,94.51862
lca,2013,97.5
lca,2016,97.97357
lca,2017,99.10314
lie,2004,100
lie,2005,93.70648
lie,2006,94.71154
lie,2007,97.01737
lie,2008,96.59627
lie,2009,95.80975
lie,2010,99.55556
lie,2014,90.63023
lie,2015,93.68421
lie,2016,95.59563
lka,1984,87.96002
lka,1985,89.93106
lka,1986,95.28407
lka,1988,96.5181
lka,1989,96.98285
lka,1990,98.1704
lka,1991,97.21766
lka,2001,98.83594
lka,2002,98.45001
lka,2005,99.62847
lka,2006,99.89431
lka,2008,97.94204
lka,2010,97.43142
lka,2011,100
lka,2012,100
lka,2013,100
lka,2014,100
lka,2017,100
lso,1972,39.43516
lso,1985,60.6377
lso,1986,65.82903
lso,1997,65.46067
lso,1998,65.3677
lso,1999,63.74665
lso,2000,67.19871
lso,2001,76.05728
lso,2002,77.3705
lso,2003,72.87447
lso,2004,70.59017
lso,2005,83.35778
lso,2006,75.58115
lso,2007,81.70544
lso,2008,86.6452
lso,2009,87.76142
lso,2010,86.94312
lso,2011,85.89064
lso,2012,85.87698
lso,2013,86.06502
lso,2014,88.10427
lso,2015,88.47667
ltu,1996,99.16333
ltu,1998,100
ltu,1999,99.65813
ltu,2000,99.61383
ltu,2001,99.3301
ltu,2002,98.93438
ltu,2003,99.33058
ltu,2004,99.44374
ltu,2005,98.92543
ltu,2006,99.18937
ltu,2007,99.03354
ltu,2008,99.28362
ltu,2009,99.33293
ltu,2010,99.17827
ltu,2011,99.9183
ltu,2012,99.74876
ltu,2013,99.64859
ltu,2014,100
ltu,2015,100
ltu,2016,99.3537
lux,1976,100
lux,1977,97.44665
lux,1978,96.13866
lva,1999,99.2714
lva,2000,98.91167
lva,2001,99.40861
lva,2002,99.60461
lva,2003,99.66362
lva,2004,98.84185
lva,2005,98.523
lva,2007,99.12862
lva,2008,100
lva,2009,100
lva,2010,99.18415
lva,2011,98.74297
lva,2012,98.10421
lva,2013,98.58969
lva,2014,98.36512
lva,2015,99.08818
lva,2016,99.19535
mac,1992,98.85787
mac,1999,91.9602
mac,2000,91.18306
mac,2001,94.89669
mac,2002,97.93866
mac,2003,100
mac,2004,95.74993
mac,2005,98.68461
mac,2006,100
mac,2007,100
mac,2008,99.78829
mac,2009,100
mac,2010,100
mac,2011,99.76391
mac,2012,100
mac,2013,98.85385
mac,2014,100
mac,2016,99.51334
mac,2017,100
mar,1974,64.38464
mar,1976,73.55164
mar,1977,73.66803
mar,1978,75.05995
mar,1979,73.11026
mar,1980,73.72507
mar,1982,75.10973
mar,1984,55.95896
mar,1985,75.53733
mar,1986,79.31703
mar,1987,79.8052
mar,1988,77.43029
mar,1989,86.24766
mar,1990,69.32315
mar,1991,95.72281
mar,1992,92.0609
mar,1993,92.20523
mar,1994,91.94389
mar,1996,88.26646
mar,1998,85.08135
mar,1999,87.49509
mar,2000,87.0258
mar,2001,87.49705
mar,2002,86.34261
mar,2003,85.2057
mar,2005,82.3625
mar,2006,83.90633
mar,2007,82.43824
mar,2008,83.71036
mar,2009,85.13965
mar,2010,84.51799
mar,2011,84.50869
mar,2012,86.77935
mar,2013,84.96574
mar,2014,83.89463
mar,2015,86.16295
mar,2016,87.85205
mar,2017,88.27532
mda,1994,98.46639
mda,2001,98.08428
mda,2002,98.99773
mda,2003,99.37491
mda,2004,97.94578
mda,2005,98.89911
mda,2006,98.9614
mda,2007,97.93437
mda,2008,97.65234
mda,2009,98.27094
mda,2010,97.99378
mda,2011,98.1569
mda,2012,97.82877
mda,2013,98.03227
mda,2014,97.23079
mda,2015,97.75458
mda,2016,98.2335
mda,2017,98.69173
mdg,1971,59.07872
mdg,1974,61.82295
mdg,1988,54.71587
mdg,1989,60.62642
mdg,1990,62.55463
mdg,1993,55.90057
mdg,1995,65.42308
mdg,1998,62.29424
mdg,1999,64.5419
mdg,2000,61.72432
mdg,2001,70.41546
mdg,2002,63.37442
mdg,2003,75.75343
mdg,2004,71.5041
mdg,2005,69.18726
mdg,2006,74.05523
mdg,2007,73.83616
mdg,2008,71.9359
mdg,2009,71.64019
mdg,2010,78.69006
mdg,2011,77.86467
mdg,2012,72.72283
mdg,2013,75.62767
mdg,2014,75.66962
mdg,2015,72.62113
mdv,2004,95.10806
mdv,2005,97.86833
mdv,2007,100
mdv,2012,100
mdv,2015,100
mdv,2016,100
mex,1992,79.44193
mex,1993,80.98839
mex,1994,83.0603
mex,1996,82.92926
mex,1999,88.4342
mex,2000,89.21189
mex,2001,91.39201
mex,2002,92.07787
mex,2003,92.8159
mex,2004,93.13615
mex,2005,93.35749
mex,2006,93.89219
mex,2007,93.78152
mex,2008,94.33598
mex,2009,94.72902
mex,2010,95.70571
mex,2011,96.29303
mex,2012,96.10331
mex,2013,96.34359
mex,2014,96.77
mex,2015,96.31618
mex,2016,96.36549
mhl,2002,86.27451
mhl,2006,96.18718
mhl,2007,95.48495
mhl,2008,89.56522
mkd,1994,97.47324
mkd,1995,97.56195
mkd,1996,98.00499
mkd,1998,98.98571
mkd,1999,98.19588
mkd,2000,97.85853
mkd,2001,98.42803
mkd,2002,97.47057
mkd,2003,97.88499
mkd,2004,99.10267
mkd,2005,98.78706
mkd,2006,98.98883
mkd,2007,99.75556
mkd,2008,98.65554
mkd,2014,99.71629
mli,1980,65.20367
mli,1983,69.63304
mli,1984,56.56446
mli,1986,62.17641
mli,1987,66.44971
mli,1999,77.2634
mli,2000,71.13048
mli,2001,73.63531
mli,2002,73.17729
mli,2003,80.40744
mli,2004,70.15679
mli,2005,70.83998
mli,2007,81.65858
mli,2008,83.18688
mli,2009,85.44838
mli,2010,91.79131
mli,2014,78.1587
mli,2015,68.06439
mli,2016,79.57796
mlt,1971,93.70845
mlt,1972,98.83556
mlt,1973,96.33895
mlt,1974,96.2483
mlt,1975,100
mlt,1976,98.51782
mlt,1977,98.18182
mlt,1978,100
mlt,1982,100
mlt,1984,96.07619
mlt,1985,98.66444
mlt,1986,100
mlt,1987,98.55471
mlt,1988,99.24812
mlt,1989,98.41994
mlt,1990,97.55752
mlt,1991,99.86699
mlt,1992,98.00944
mlt,1993,89.42806
mlt,1994,100
mlt,1995,100
mlt,1996,100
mlt,1997,98.02657
mlt,1998,100
mlt,1999,99.41013
mlt,2000,99.44828
mlt,2001,97.36149
mlt,2002,99.92819
mlt,2004,100
mlt,2005,98.1125
mlt,2006,94.97748
mlt,2007,99.56507
mlt,2010,98.08044
mlt,2011,100
mlt,2012,97.83356
mlt,2014,93.6745
mlt,2015,97.14555
mlt,2016,97.74222
mmr,1971,63.85515
mmr,1972,73.98834
mmr,1973,43.13754
mmr,1999,70.73796
mmr,2000,65.30867
mmr,2001,67.48901
mmr,2002,66.00177
mmr,2003,70.86247
mmr,2006,70.3027
mne,2015,97.84374
mne,2016,99.65462
mne,2017,99.67751
mng,1995,97.10119
mng,1996,84.62155
mng,1998,97.11365
mng,1999,96.78622
mng,2000,98.63538
mng,2001,98.4706
mng,2002,99.86977
mng,2003,99.09064
mng,2016,99.54684
mng,2017,99.76341
moz,1982,31.58379
moz,1984,48.43395
moz,1985,46.40146
moz,1989,53.50395
moz,1991,50.0938
moz,1992,48.99368
moz,1993,49.06638
moz,1994,54.52568
moz,1998,52.57917
moz,1999,60.87933
moz,2001,66.70367
moz,2004,62.89802
moz,2005,62.90867
moz,2006,68.69869
moz,2007,66.51949
moz,2008,63.76626
moz,2009,64.28921
moz,2010,61.92471
moz,2011,59.98626
moz,2012,63.33528
moz,2013,64.2767
moz,2014,66.78853
moz,2015,75.53374
mrt,1977,69.96198
mrt,1978,88.2904
mrt,1988,33.35248
mrt,1990,40.72012
mrt,1991,45.18965
mrt,1992,47.75761
mrt,1993,46.56695
mrt,1994,49.6122
mrt,1998,53.01245
mrt,2001,49.13669
mrt,2004,51.7879
mrt,2005,55.63875
mrt,2006,54.8835
mrt,2008,35.11454
mrt,2011,53.9851
mrt,2013,55.26521
mrt,2014,55.90724
mrt,2016,61.86801
mrt,2017,63.63329
mus,1990,78.11163
mus,1991,69.51928
mus,1992,75.30747
mus,1993,72.06669
mus,1994,78.19644
mus,1995,81.01266
mus,1996,81.59616
mus,1997,81.32432
mus,1998,83.69997
mus,1999,80.66524
mus,2000,83.91581
mus,2001,85.36794
mus,2002,86.49322
mus,2003,84.93557
mus,2004,85.85849
mus,2005,86.93463
mus,2006,90.44905
mus,2007,89.31593
mus,2008,88.4575
mus,2009,89.07857
mus,2010,88.72482
mus,2011,91.97439
mus,2012,83.33333
mus,2013,92.85936
mus,2014,90.04713
mus,2015,90.27535
mus,2016,90.49404
mus,2017,98.79534
mwi,1973,83.62392
mwi,1974,85.50203
mwi,1975,79.40753
mwi,1976,88.98005
mwi,1977,75.76361
mwi,1978,76.97476
mwi,1979,97.35055
mwi,1980,77.60086
mwi,1981,77.86358
mwi,1982,88.74897
mwi,1983,78.9659
mwi,1984,81.25366
mwi,1985,78.36465
mwi,1986,82.4999
mwi,1987,76.63986
mwi,1988,86.09408
mwi,1989,88.30731
mwi,1990,89.12503
mwi,1991,86.5057
mwi,1992,78.34827
mwi,1993,77.33585
mwi,1995,84.1503
mwi,1999,81.87298
mwi,2000,84.39036
mwi,2001,82.71936
mwi,2004,80.223
mwi,2005,82.22983
mwi,2006,81.94001
mwi,2007,87.07768
mwi,2008,83.41094
mwi,2009,88.40344
mwi,2010,88.1921
mwi,2011,84.38798
mys,1998,98.05798
mys,1999,100
mys,2000,99.37038
mys,2004,99.36949
mys,2005,98.54758
mys,2006,96.60087
mys,2007,96.92686
mys,2008,95.40396
mys,2009,94.39684
mys,2010,94.06525
mys,2011,92.08678
mys,2012,90.57679
mys,2013,88.60501
mys,2014,87.73989
mys,2015,87.06874
mys,2016,90.41548
nam,1991,88.59522
nam,1997,96.7087
nam,1998,89.50735
nam,1999,100
nam,2004,92.65128
nam,2005,92.59978
nam,2007,93.25318
nam,2008,94.5505
nam,2009,94.7292
nam,2012,96.74862
ncl,1982,86.5406
ncl,1983,85.32351
ncl,1985,85.91629
ncl,1986,86.07741
ncl,1987,87.49256
ncl,1988,92.2626
ncl,1989,100
ner,1971,33.91813
ner,1972,31.01075
ner,1973,36.58641
ner,1974,31.51564
ner,1975,38.81512
ner,1976,49.43559
ner,1977,46.45754
ner,1978,37.87568
ner,1980,45.2779
ner,1989,37.23315
ner,1990,63.66175
ner,1991,41.73508
ner,1996,47.83619
ner,1998,47.60979
ner,1999,47.24771
ner,2000,49.7062
ner,2001,57.64267
ner,2002,56.93293
ner,2003,61.30638
ner,2004,68.34987
ner,2005,70.98655
ner,2006,49.90788
ner,2007,56.31326
ner,2008,56.16118
ner,2009,76.1233
ner,2010,70.0698
ner,2011,61.97104
ner,2012,68.51891
ner,2013,62.00596
ner,2015,56.04456
nga,1999,34.12986
nga,2009,60.99738
nic,1994,95.90504
nic,1999,97.71095
nld,1971,64.10619
nld,1972,65.56316
nld,1973,67.50041
nld,1974,68.80528
nld,1975,69.90534
nld,1976,71.27312
nld,1977,72.34503
nld,1978,73.61197
nld,1979,74.36214
nld,1980,74.63045
nld,1981,75.25311
nld,1982,75.48425
nld,1983,76.14662
nld,1984,77.4656
nor,1998,99.47036
nor,1999,100
nor,2000,99.84363
nor,2001,99.90946
nor,2002,100
nor,2003,100
nor,2004,99.80689
nor,2005,100
nor,2006,99.25906
nor,2007,99.89265
nor,2008,99.52315
nor,2009,100
nor,2010,100
nor,2011,100
nor,2012,98.46391
nor,2013,100
nor,2014,99.86252
nor,2015,100
nor,2016,99.33463
npl,1991,86.46818
npl,1999,79.55973
npl,2000,81.10221
npl,2001,88.01673
npl,2002,85.39937
npl,2003,82.86272
npl,2007,87.998
npl,2012,86.48812
npl,2013,86.90904
npl,2014,86.32065
npl,2015,86.06088
npl,2016,80.77195
omn,1975,93.42105
omn,1977,92.06642
omn,1978,97.0696
omn,1982,91.75868
omn,1983,91.72584
omn,1984,93.1418
omn,1985,92.49358
omn,1986,95.07296
omn,1987,93.66259
omn,1988,94.76985
omn,1989,95.50774
omn,1991,96.72653
omn,1993,97.90486
omn,1994,98.79032
omn,1995,98.49732
omn,1996,98.96578
omn,1999,98.9925
omn,2000,99.81262
omn,2001,98.99147
omn,2002,98.56667
omn,2011,100
omn,2012,100
omn,2013,99.80737
omn,2014,99.64189
omn,2015,98.83381
omn,2016,98.82031
omn,2017,100
pak,2004,74.3733
pak,2005,76.60718
pak,2006,78.38409
pak,2007,73.15814
pak,2008,73.9542
pak,2009,76.77488
pak,2010,74.7767
pak,2011,79.82268
pak,2012,75.31853
pak,2013,80.03134
pak,2015,86.60648
pak,2017,88.17364
pan,2004,66.00437
pan,2005,95.63541
pan,2006,97.71581
pan,2007,99.89981
pan,2008,98.54876
pan,2009,97.44
pan,2010,97.73843
pan,2011,97.49112
pan,2016,98.34927
per,1977,67.94958
per,1978,75.0156
per,1979,84.75827
per,1980,84.53979
per,1998,94.38373
per,1999,95.01361
per,2000,95.54549
per,2001,95.7725
per,2003,96.62992
per,2004,96.92163
per,2005,96.03033
per,2006,96.47194
per,2007,95.41946
per,2008,95.80817
per,2009,95.25839
per,2010,92.98795
per,2011,88.85211
per,2012,98.31446
per,2013,93.74088
per,2014,94.74466
per,2015,94.83554
per,2016,93.76628
per,2017,95.10198
phl,1998,95.81037
phl,2001,97.61111
phl,2002,97.01086
phl,2003,96.38437
phl,2004,92.64329
phl,2005,97.55757
phl,2006,96.86416
phl,2007,98.13635
phl,2008,97.8041
phl,2014,97.00549
phl,2015,96.63713
phl,2016,96.97016
plw,2013,95.16129
png,1997,65.56814
pol,2008,98.69157
pol,2009,98.03523
pol,2010,98.32023
pol,2012,98.5555
pol,2013,98.70937
pol,2014,98.90618
pol,2015,99.02756
pol,2016,99.52972
pri,2014,95.98615
prt,1971,42.39206
prt,1972,44.48572
prt,1973,45.54792
prt,1974,50.70389
prt,1975,93.9666
pry,1998,90.53997
pry,1999,93.59169
pry,2000,92.01975
pry,2001,90.50348
pry,2002,91.55488
pry,2003,91.20814
pry,2004,90.06002
pry,2006,88.36898
pry,2007,89.46578
pry,2008,90.25329
pry,2009,92.32814
pry,2010,93.3876
pry,2011,94.37356
pse,1995,100
pse,1996,99.57291
pse,1999,100
pse,2000,100
pse,2001,98.57284
pse,2002,98.96487
pse,2003,99.65455
pse,2004,98.45373
pse,2006,99.80379
pse,2007,99.99781
pse,2008,97.42558
pse,2009,97.87568
pse,2010,100
pse,2011,96.62386
pse,2012,99.05984
pse,2013,98.87081
pse,2014,100
pse,2015,99.70047
pse,2016,97.54627
pse,2017,97.48525
qat,1971,98.82812
qat,1972,100
qat,1973,100
qat,1974,100
qat,1975,100
qat,1976,100
qat,1977,100
qat,1978,99.03632
qat,1979,99.25424
qat,1980,100
qat,1981,100
qat,1983,100
qat,1984,99.29117
qat,1985,99.19759
qat,1986,98.93563
qat,1987,100
qat,1988,100
qat,1989,98.26712
qat,1990,100
qat,1991,93.45441
qat,1992,99.74208
qat,1993,100
qat,1994,99.73392
qat,1995,100
qat,2004,100
qat,2005,100
qat,2006,100
qat,2007,99.78205
qat,2008,99.19813
qat,2010,100
qat,2012,100
qat,2013,99.52277
qat,2014,98.99711
qat,2015,99.10936
qat,2016,98.66245
rou,1992,98.49648
rou,1998,99.60982
rou,2000,99.30009
rou,2001,99.09966
rou,2002,99.56461
rou,2003,99.6191
rou,2004,99.28427
rou,2005,99.22185
rou,2008,98.82102
rou,2009,98.77884
rou,2010,99.03928
rou,2011,98.64462
rou,2015,99.15167
rou,2016,99.07368
rus,2013,99.62864
rus,2014,99.83243
rus,2015,100
rwa,1972,8.9791
rwa,1973,7.90051
rwa,1974,7.03323
rwa,1976,6.81069
rwa,1985,82.92931
rwa,1986,85.27594
rwa,1987,84.6134
rwa,1988,84.12937
rwa,1989,81.06215
rwa,1990,80.28486
rwa,1991,79.78983
rwa,2011,80.17439
rwa,2012,74.2635
rwa,2013,71.03562
rwa,2014,67.14811
rwa,2015,70.9663
rwa,2016,78.12549
rwa,2017,72.04403
sau,2007,97.08791
sau,2011,100
sau,2012,100
sau,2013,92.43474
sau,2014,94.22184
sau,2015,88.2992
sau,2016,94.30445
sau,2017,96.09562
sdn,2009,94.74765
sdn,2012,97.34819
sdn,2013,95.47384
sdn,2014,94.43256
sdn,2015,91.68186
sdn,2016,94.27647
sen,1989,35.39529
sen,1995,42.71806
sen,1996,41.15033
sen,2000,53.16795
sen,2001,51.29007
sen,2002,53.45215
sen,2003,62.16048
sen,2004,61.34342
sen,2005,61.65403
sen,2006,75.21687
sen,2007,71.61401
sen,2008,69.48011
sen,2009,77.24326
sen,2010,93.54942
sen,2011,91.83153
sen,2012,90.91023
sen,2013,89.1536
sen,2014,89.03745
sen,2015,74.72394
sen,2016,71.01626
sgp,1974,85.47597
sgp,1975,85.32915
sgp,1976,85.26068
sgp,1977,88.46268
sgp,1978,91.15573
sgp,1981,95.26111
sgp,1982,77.82645
sgp,1983,86.099
sgp,2007,96.56797
sgp,2008,93.88152
sgp,2016,98.20661
slb,2010,90.40242
slb,2011,88.07098
slb,2016,93.1754
slb,2017,87.73981
sle,2011,79.21545
sle,2012,88.37254
sle,2015,91.42083
sle,2016,89.13525
sle,2017,91.59633
slv,1970,64.11395
slv,1971,80.08524
slv,1972,86.91808
slv,1973,84.73746
slv,1975,88.98814
slv,1976,85.77916
slv,1980,71.40941
slv,1981,97.12117
slv,1982,95.066
slv,1983,94.6642
slv,1987,89.61896
slv,1988,83.92977
slv,1991,86.85471
slv,1992,88.18522
slv,1995,90.59665
slv,2000,93.8878
slv,2001,94.72951
slv,2002,96.33978
slv,2005,94.93641
slv,2006,94.56336
slv,2007,94.373
slv,2008,96.10065
slv,2009,97.16131
slv,2010,95.94442
slv,2011,95.23883
slv,2012,93.63535
slv,2013,93.29435
slv,2014,93.12812
slv,2015,92.38631
slv,2016,91.72116
slv,2017,95.08438
smr,2008,100
smr,2009,99.44191
smr,2010,97.58261
smr,2011,100
srb,2006,99.29877
srb,2007,99.88488
srb,2008,98.69528
srb,2009,99.55092
srb,2010,99.89099
srb,2011,99.45826
srb,2012,99.29629
srb,2013,99.93916
srb,2014,98.96963
srb,2015,99.51709
srb,2016,99.63666
srb,2017,99.8454
stp,2002,78.78505
stp,2003,77.04485
stp,2004,77.10037
stp,2007,81.33725
stp,2009,72.12465
stp,2010,99.07458
stp,2012,85.26212
stp,2013,94.98573
stp,2016,100
sur,1975,88.9194
sur,1976,98.46006
sur,1977,94.2125
sur,2006,59.7029
sur,2007,77.58621
sur,2008,63.32623
sur,2009,78.92571
sur,2010,78.55362
sur,2011,80.85443
sur,2012,82.81845
sur,2013,78.38142
sur,2014,79.10352
sur,2015,75.40085
sur,2016,69.80334
sur,2017,72.43534
svk,1992,97.24662
svk,1993,99.74338
svk,1996,99.51607
svk,1997,98.92559
svk,1998,100
svk,2000,100
svk,2001,99.84429
svk,2002,99.56299
svk,2003,99.77957
svk,2004,100
svk,2005,99.53445
svk,2006,99.2878
svk,2007,99.24855
svk,2008,99.29992
svk,2009,99.28163
svk,2010,99.25416
svk,2011,99.26223
svk,2012,99.32824
svk,2013,99.19069
svk,2014,98.93188
svk,2016,99.15734
svn,1998,99.58823
svn,2000,99.48219
svn,2001,99.58152
svn,2002,99.84303
svn,2008,98.83016
svn,2009,98.80577
svn,2010,100
svn,2011,100
svn,2012,99.78565
svn,2013,100
svn,2014,99.78611
svn,2015,99.4689
svn,2016,99.93191
swe,1999,99.96948
swe,2000,100
swe,2001,99.90002
swe,2003,100
swe,2005,99.89556
swe,2006,99.80885
swe,2007,99.81767
swe,2008,99.54774
swe,2009,99.50542
swe,2010,99.68305
swe,2011,99.6844
swe,2012,99.86477
swe,2013,100
swe,2014,99.84629
swe,2015,99.25601
swe,2016,99.11655
swz,1970,65.32688
swz,1971,71.49066
swz,1972,79.14857
swz,1973,76.16598
swz,1974,73.06333
swz,1975,73.45273
swz,1976,75.73405
swz,1977,77.92935
swz,1978,81.91365
swz,1979,80.21724
swz,1980,81.88808
swz,1981,80.21583
swz,1982,80.72149
swz,1983,78.50654
swz,1984,77.96865
swz,1985,77.77012
swz,1986,81.33881
swz,1987,79.54684
swz,1988,87.57038
swz,1989,83.97119
swz,1990,84.19756
swz,1991,95.54832
swz,1992,89.63641
swz,1993,89.4898
swz,1994,87.8111
swz,1997,85.95552
swz,1998,90.46921
swz,1999,84.08051
swz,2000,79.09284
swz,2001,86.50592
swz,2002,85.30863
swz,2003,93.75124
swz,2004,95.49713
swz,2005,93.47105
swz,2009,98.59532
swz,2010,95.53517
swz,2011,96.22757
swz,2012,98.2804
swz,2013,98.72088
swz,2014,98.72944
swz,2015,97.47413
swz,2016,97.99014
syc,1970,92.88136
syc,1971,85.1216
syc,1973,91.70854
syc,1976,96.69811
syc,1977,97.15302
syc,1979,95.12761
syc,1980,98.5348
syc,1981,97.76021
syc,1982,96.77419
syc,1983,97.82815
syc,1984,100
syc,1985,98.57143
syc,1986,98.93491
syc,1987,99.03498
syc,1988,100
syc,1991,99.53596
syc,1992,100
syc,1993,100
syc,1997,98.4692
syc,1998,97.2433
syc,1999,98.01203
syc,2000,99.36143
syc,2001,99.13793
syc,2002,100
syc,2003,97.27385
syc,2004,99.78177
syc,2007,99.631
syc,2008,97.86382
syc,2009,98.1241
syc,2010,98.13218
syc,2013,99.42969
syc,2014,100
syc,2015,100
syc,2016,99.07285
syc,2017,97.23837
syr,1971,85.19255
syr,1972,84.82334
syr,1973,84.45645
syr,1974,82.5066
syr,1976,80.34599
syr,1977,79.89315
syr,1978,80.09066
syr,1979,79.56712
syr,1980,79.98833
syr,1981,80.03264
syr,1982,80.5345
syr,1983,81.15784
syr,1984,80.35537
syr,1985,78.37746
syr,1986,74.74418
syr,1987,71.50405
syr,1988,69.58871
syr,1989,66.69288
syr,1990,65.7071
syr,1991,65.89245
syr,1992,63.49668
syr,1993,64.01948
syr,1998,68.78136
syr,1999,68.59911
syr,2000,71.30073
syr,2001,72.26384
syr,2002,100
syr,2003,98.26798
syr,2004,98.34874
syr,2005,98.81711
syr,2006,98.20983
syr,2007,98.68291
syr,2008,98.1459
syr,2009,97.78559
syr,2010,98.27506
syr,2011,97.8
