geo,time,tm_tax_tcom_sm_fn_zs
gnb,2008,11.97
gnb,2009,11.98
gnb,2010,11.98
gnb,2011,11.97
gnb,2012,11.97
gnb,2013,11.98
gnb,2014,11.98
gnb,2017,13.26
gnb,2018,13.26
gnb,2019,13.26
gnb,2020,13.26
gnq,1998,19.29
gnq,2001,19.17
gnq,2002,19.17
gnq,2005,19.08
gnq,2007,19.18
grc,1988,6.9
grc,1989,7
grc,1990,7.36
grc,1991,7.27
grc,1992,7.33
grc,1993,7.13
grc,1994,7.27
grc,1995,17.54
grc,1996,16.3
grc,1997,15.76
grc,1998,14.19
grc,1999,14.06
grc,2000,12
grc,2001,13.08
grc,2002,10.97
grc,2003,11.18
grc,2004,11.34
grc,2005,11.98
grc,2006,11.87
grc,2007,10.85
grc,2008,10.4
grc,2009,10.3
grc,2010,10.37
grc,2011,10.39
grc,2012,10.42
grc,2013,10.24
grc,2014,10.26
grc,2015,10.28
grc,2016,10.31
grc,2017,10.03
grc,2018,9.99
grc,2019,12.26
grc,2020,5.58
grd,1996,23.33
grd,1999,23.03
grd,2000,14.36
grd,2001,23.03
grd,2002,14.38
grd,2003,14.38
grd,2006,14.36
grd,2007,14.36
grd,2008,14.36
grd,2010,15.26
grd,2011,15.26
grd,2012,15.26
grd,2013,15.26
grd,2015,16.93
grd,2016,16.93
grd,2019,16.93
gtm,1995,11.12
gtm,1997,9.42
gtm,1998,7.98
gtm,1999,7.24
gtm,2000,7.43
gtm,2001,7.3
gtm,2002,7.04
gtm,2003,7.13
gtm,2004,7.12
gtm,2005,6.86
gtm,2006,6.88
gtm,2007,7.02
gtm,2008,7.01
gtm,2009,7
gtm,2010,7
gtm,2011,7.01
gtm,2012,7.61
gtm,2013,7.53
gtm,2014,7.53
gtm,2015,7.53
gtm,2020,7.51
guy,1996,26.38
guy,1999,26.57
guy,2000,26.58
guy,2001,16.27
guy,2002,16.27
guy,2003,16.27
guy,2006,16.72
guy,2007,17.29
guy,2008,17.33
guy,2009,17.28
guy,2010,17.33
guy,2011,17.33
guy,2012,17.33
guy,2013,17.16
guy,2015,17.33
guy,2016,17.33
guy,2017,17.33
guy,2018,17.33
guy,2019,18.96
guy,2020,18.96
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,11
hnd,1996,7.74
hnd,1997,10.09
hnd,1998,8.52
hnd,1999,8.64
hnd,2000,8.1
hnd,2001,7.7
hnd,2002,7.05
hnd,2003,7.02
hnd,2004,7.05
hnd,2005,7
hnd,2006,6.97
hnd,2007,7.43
hnd,2008,7.54
hnd,2009,7.4
hnd,2010,7.4
hnd,2011,7.4
hnd,2012,8.05
hnd,2013,7.91
hnd,2015,8
hnd,2018,7.98
hnd,2020,7.94
hrv,1988,6.9
hrv,1989,7
hrv,1990,7.36
hrv,1991,7.27
hrv,1992,7.33
hrv,1993,7.13
hrv,1994,7.27
hrv,1995,17.54
hrv,1996,16.3
hrv,1997,15.76
hrv,1998,14.19
hrv,1999,14.06
hrv,2000,12
hrv,2001,13.08
hrv,2002,10.97
hrv,2003,11.18
hrv,2004,11.34
hrv,2005,11.98
hrv,2006,11.87
hrv,2007,10.85
hrv,2008,10.4
hrv,2009,10.3
hrv,2010,10.37
hrv,2011,10.39
hrv,2012,10.42
hrv,2013,10.24
hrv,2014,10.26
hrv,2015,10.28
hrv,2016,10.31
hrv,2017,10.03
hrv,2018,9.99
hrv,2019,12.26
hrv,2020,5.58
hti,2001,3.74
hti,2002,3.73
hti,2007,3.73
hti,2008,3.73
hti,2009,3.66
hti,2010,7.19
hti,2011,5.25
hti,2012,3.66
hti,2013,5.36
hti,2014,5.36
hti,2015,5.36
hti,2016,5.54
hti,2020,5.76
hun,1988,6.9
hun,1989,7
hun,1990,7.36
hun,1991,7.27
hun,1992,7.33
hun,1993,7.13
hun,1994,7.27
hun,1995,17.54
hun,1996,16.3
hun,1997,15.76
hun,1998,14.19
hun,1999,14.06
hun,2000,12
hun,2001,13.08
hun,2002,10.97
hun,2003,11.18
hun,2004,11.34
hun,2005,11.98
hun,2006,11.87
hun,2007,10.85
hun,2008,10.4
hun,2009,10.3
hun,2010,10.37
hun,2011,10.39
hun,2012,10.42
hun,2013,10.24
hun,2014,10.26
hun,2015,10.28
hun,2016,10.31
hun,2017,10.03
hun,2018,9.99
hun,2019,12.26
hun,2020,5.58
idn,1989,17.57
idn,1990,16.56
idn,1993,15.61
idn,1995,12.41
idn,1996,12.32
idn,1997,17.76
idn,1998,6.71
idn,1999,11.3
idn,2000,6.62
idn,2001,6.59
idn,2002,6.56
idn,2003,6.53
idn,2004,6.52
idn,2005,6.51
idn,2006,6.5
idn,2007,6.66
idn,2008,6.65
idn,2009,6.62
idn,2010,7.86
idn,2011,7.96
idn,2012,7.86
idn,2013,7.25
idn,2016,6.77
idn,2017,6.87
idn,2018,7.03
idn,2019,9.07
idn,2020,6.85
ind,1990,74.78
ind,1992,44.88
ind,1996,32.34
ind,1997,26.01
ind,1999,28.79
ind,2000,34.1
ind,2001,34.66
ind,2002,30.9
ind,2003,30.46
ind,2004,31.17
ind,2005,28.36
ind,2006,24.82
ind,2007,27.84
ind,2008,22.93
ind,2009,22.78
ind,2010,22.49
ind,2011,23.29
ind,2012,25.63
ind,2013,25.42
ind,2015,24.33
ind,2016,24.39
ind,2017,24.14
ind,2018,24.37
ind,2019,26.62
ind,2020,24.81
irl,1988,6.9
irl,1989,7
irl,1990,7.36
irl,1991,7.27
irl,1992,7.33
irl,1993,7.13
irl,1994,7.27
irl,1995,17.54
irl,1996,16.3
irl,1997,15.76
irl,1998,14.19
irl,1999,14.06
irl,2000,12
irl,2001,13.08
irl,2002,10.97
irl,2003,11.18
irl,2004,11.34
irl,2005,11.98
irl,2006,11.87
irl,2007,10.85
irl,2008,10.4
irl,2009,10.3
irl,2010,10.37
irl,2011,10.39
irl,2012,10.42
irl,2013,10.24
irl,2014,10.26
irl,2015,10.28
irl,2016,10.31
irl,2017,10.03
irl,2018,9.99
irl,2019,12.26
irl,2020,5.58
irn,2000,61.73
irn,2003,24.49
irn,2004,23.34
irn,2007,20.83
irn,2008,20.65
irn,2011,21.51
irn,2019,22.42
irn,2020,22.18
isl,1993,2.67
isl,1996,7.26
isl,1998,37.36
isl,1999,30.61
isl,2000,39.01
isl,2001,18.86
isl,2003,29.43
isl,2004,33.16
isl,2005,33.98
isl,2006,27.6
isl,2007,30.02
isl,2008,23.44
isl,2009,19.92
isl,2010,17.49
isl,2011,16.59
isl,2012,15.82
isl,2013,15.65
isl,2014,15.9
isl,2015,16.1
isl,2016,16.43
isl,2017,17.91
isl,2019,17.97
isr,1993,4.24
isr,1999,30.96
isr,2000,16.97
isr,2001,15.52
isr,2002,14.74
isr,2003,14.57
isr,2004,13.52
isr,2005,13.18
isr,2006,13.78
isr,2007,14.2
isr,2008,13.46
isr,2009,13.5
isr,2011,11.78
isr,2012,9.73
isr,2013,8.95
isr,2014,8.77
isr,2015,8.87
isr,2016,8.3
isr,2017,8.28
ita,1988,6.9
ita,1989,7
ita,1990,7.36
ita,1991,7.27
ita,1992,7.33
ita,1993,7.13
ita,1994,7.27
ita,1995,17.54
ita,1996,16.3
ita,1997,15.76
ita,1998,14.19
ita,1999,14.06
ita,2000,12
ita,2001,13.08
ita,2002,10.97
ita,2003,11.18
ita,2004,11.34
ita,2005,11.98
ita,2006,11.87
ita,2007,10.85
ita,2008,10.4
ita,2009,10.3
ita,2010,10.37
ita,2011,10.39
ita,2012,10.42
ita,2013,10.24
ita,2014,10.26
ita,2015,10.28
ita,2016,10.31
ita,2017,10.03
ita,2018,9.99
ita,2019,12.26
ita,2020,5.58
jam,1996,23.56
jam,1999,23.34
jam,2000,12.42
jam,2001,12.44
jam,2002,12.45
jam,2003,12.45
jam,2004,13.11
jam,2006,13.13
jam,2007,13.82
jam,2010,13.82
jam,2011,13.82
jam,2012,15.44
jam,2013,15.44
jam,2015,16.24
jam,2016,16.22
jam,2020,16.21
jor,2000,21.89
jor,2001,17.85
jor,2002,17.72
jor,2003,15.73
jor,2004,15.69
jor,2005,16.18
jor,2006,14.67
jor,2007,14.72
jor,2008,14.37
jor,2009,13.62
jor,2010,13.86
jor,2011,13.77
jor,2012,13.5
jor,2013,13.33
jor,2014,13.02
jor,2015,12.77
jor,2016,12.77
jor,2017,13.66
jor,2020,15.29
jpn,1988,7.65
jpn,1989,7.76
jpn,1990,7.81
jpn,1991,7.96
jpn,1992,7.83
jpn,1993,7.94
jpn,1994,8.02
jpn,1995,11.43
jpn,1996,11.53
jpn,1997,11.43
jpn,1998,10.9
jpn,1999,12.5
jpn,2000,16.34
jpn,2001,18.22
jpn,2002,17.16
jpn,2003,16.08
jpn,2004,14.59
jpn,2005,13.99
jpn,2006,13.43
jpn,2007,12.58
jpn,2008,11.74
jpn,2009,11.69
jpn,2010,9.55
jpn,2011,12.44
jpn,2012,10.86
jpn,2013,5.02
jpn,2014,11.85
jpn,2015,9.69
jpn,2016,10.78
jpn,2017,11.51
jpn,2018,12.16
jpn,2019,23.69
jpn,2020,11.48
kaz,1996,8.96
kaz,2004,3.24
kaz,2008,7.85
kaz,2010,9.9
kaz,2011,10.1
kaz,2012,10.28
kaz,2013,9.87
kaz,2014,8.89
kaz,2015,8.36
kaz,2016,7.51
kaz,2017,7.29
kaz,2018,7.39
kaz,2019,10.5
kaz,2020,6.26
ken,1994,36.92
ken,1999,16.57
ken,2000,16.51
ken,2001,19.54
ken,2002,18.38
ken,2004,18.69
ken,2005,15.4
ken,2006,15.03
ken,2007,15
ken,2008,15.61
ken,2009,15.61
ken,2010,15.61
ken,2011,15.48
ken,2012,16.55
ken,2013,16.38
ken,2014,16.67
ken,2015,16.54
ken,2016,16.54
ken,2018,16.59
ken,2019,16.62
ken,2020,16.52
kgz,1995,0
kgz,2000,5.17
kgz,2001,5.14
kgz,2002,8.02
kgz,2003,6.14
kgz,2006,6.13
kgz,2007,6.13
kgz,2008,6.23
kgz,2009,6.23
kgz,2010,6.15
kgz,2011,6.08
kgz,2012,6.08
kgz,2013,6.08
kgz,2014,6.06
kgz,2015,8.29
kgz,2016,7.8
kgz,2017,7.54
kgz,2018,7.56
kgz,2019,11.07
kgz,2020,7.62
khm,2001,15.97
khm,2002,15.99
khm,2003,15.99
khm,2005,14.35
khm,2006,14.35
khm,2007,14.35
khm,2008,14.35
khm,2010,12.1
khm,2011,12.05
khm,2012,12.05
khm,2014,13.04
khm,2016,13.06
khm,2020,10.52
kna,1996,22.29
kna,1999,21.91
kna,2000,9.48
kna,2001,9.38
kna,2002,9.64
kna,2003,9.63
kna,2006,9.57
kna,2007,9.56
kna,2008,9.54
kna,2009,9.53
kna,2010,9.96
kna,2011,9.94
kna,2012,14.47
kna,2013,14.46
kna,2014,9.72
kna,2015,9.73
kna,2016,9.75
kna,2017,12.31
kna,2018,12.28
kna,2019,12.25
kna,2020,10.2
kor,1988,20.54
kor,1989,15.71
kor,1990,16.14
kor,1992,15.16
kor,1995,13.6
kor,1996,33.72
kor,1997,32.16
kor,1998,31.6
kor,1999,13.08
kor,2000,30.88
kor,2001,31.67
kor,2002,28.35
kor,2003,29.58
kor,2004,27.97
kor,2005,28.05
kor,2006,28.05
kor,2007,28.3
kor,2008,28.12
kor,2009,27.21
kor,2010,27.96
kor,2011,28.09
kor,2012,30.84
kor,2013,30.89
kor,2014,30.73
kor,2015,33.06
kor,2016,33.06
kor,2017,33.24
kor,2018,33.26
kor,2020,33.26
kwt,2002,2.37
kwt,2003,4.27
kwt,2004,4.27
kwt,2005,5.64
kwt,2006,5.64
kwt,2007,4.23
kwt,2008,5.49
kwt,2009,5.4
kwt,2010,4.22
kwt,2011,4.22
kwt,2012,7.76
kwt,2013,7.76
kwt,2014,4.82
kwt,2015,5.05
kwt,2016,5.06
kwt,2017,6.5
kwt,2018,6.15
kwt,2019,6.12
kwt,2020,5.84
lao,2000,14.34
lao,2001,14.66
lao,2004,14.73
lao,2005,14.73
lao,2006,14.73
lao,2007,14.73
lao,2008,14.73
lao,2014,15.2
lao,2015,15.2
lao,2016,10.22
lao,2017,10.22
lao,2018,10.2
lao,2019,10.16
lao,2020,10.18
lbn,1999,8.86
lbn,2000,16.99
lbn,2001,10.16
lbn,2002,23.79
lbn,2004,9.5
lbn,2005,11.18
lbn,2006,9.54
lbn,2007,11.16
lbn,2014,9.49
lbn,2015,9.59
lbn,2016,9.63
lbn,2017,9.73
lbn,2018,10.01
lbn,2019,10.01
lbn,2020,10.12
lbr,2012,9.53
lbr,2013,9.52
lbr,2014,9.48
lbr,2018,9.08
lbr,2020,13.26
lby,1996,37.69
lby,2002,35.18
lby,2006,0
lby,2020,5.55
lca,1996,21.85
lca,1999,21.68
lca,2000,21.68
lca,2001,12.18
lca,2002,12.18
lca,2003,12.18
lca,2005,12.19
lca,2006,12.18
lca,2007,12.18
lca,2010,13.93
lca,2011,13.93
lca,2012,14.54
lca,2013,14.54
lca,2014,13.2
lca,2015,15.13
lca,2016,15.13
lca,2019,15.77
lca,2020,15.37
lie,2011,0
lie,2013,0
lie,2015,0
lie,2016,23.87
lie,2017,26.17
lie,2018,26.16
lie,2019,28.83
lie,2020,25.28
lka,1990,36.43
lka,1993,33.24
lka,1994,33.69
lka,1997,27.82
lka,1998,19.9
lka,2000,16.48
lka,2001,16.2
lka,2003,15.07
lka,2004,16.79
lka,2005,18.01
lka,2006,17.77
lka,2007,17.62
lka,2008,17.46
lka,2009,17.41
lka,2010,17.93
lka,2011,17.83
lka,2012,18.31
lka,2014,16.27
lka,2015,13.29
lka,2017,19.77
lka,2018,25.36
lka,2019,38.25
lka,2020,18.15
lso,2001,6.78
lso,2004,6.1
lso,2005,6.52
lso,2006,6.48
lso,2007,6.52
lso,2008,6.33
lso,2009,6.26
lso,2010,6.24
lso,2011,6.19
lso,2012,6.2
lso,2013,6.15
lso,2014,6.02
lso,2015,6.17
lso,2016,6.24
lso,2017,6.22
lso,2018,6.22
lso,2019,10.82
lso,2020,6.12
ltu,1988,6.9
ltu,1989,7
ltu,1990,7.36
ltu,1991,7.27
ltu,1992,7.33
ltu,1993,7.13
ltu,1994,7.27
ltu,1995,17.54
ltu,1996,16.3
ltu,1997,15.76
ltu,1998,14.19
ltu,1999,14.06
ltu,2000,12
ltu,2001,13.08
ltu,2002,10.97
ltu,2003,11.18
ltu,2004,11.34
ltu,2005,11.98
ltu,2006,11.87
ltu,2007,10.85
ltu,2008,10.4
ltu,2009,10.3
ltu,2010,10.37
ltu,2011,10.39
ltu,2012,10.42
ltu,2013,10.24
ltu,2014,10.26
ltu,2015,10.28
ltu,2016,10.31
ltu,2017,10.03
ltu,2018,9.99
ltu,2019,12.26
ltu,2020,5.58
lux,1988,6.9
lux,1989,7
lux,1990,7.36
lux,1991,7.27
lux,1992,7.33
lux,1993,7.13
lux,1994,7.27
lux,1995,17.54
lux,1996,16.3
lux,1997,15.76
lux,1998,14.19
lux,1999,14.06
lux,2000,12
lux,2001,13.08
lux,2002,10.97
lux,2003,11.18
lux,2004,11.34
lux,2005,11.98
lux,2006,11.87
lux,2007,10.85
lux,2008,10.4
lux,2009,10.3
lux,2010,10.37
lux,2011,10.39
lux,2012,10.42
lux,2013,10.24
lux,2014,10.26
lux,2015,10.28
lux,2016,10.31
lux,2017,10.03
lux,2018,9.99
lux,2019,12.26
lux,2020,5.58
lva,1988,6.9
lva,1989,7
lva,1990,7.36
lva,1991,7.27
lva,1992,7.33
lva,1993,7.13
lva,1994,7.27
lva,1995,17.54
lva,1996,16.3
lva,1997,15.76
lva,1998,14.19
lva,1999,14.06
lva,2000,12
lva,2001,13.08
lva,2002,10.97
lva,2003,11.18
lva,2004,11.34
lva,2005,11.98
lva,2006,11.87
lva,2007,10.85
lva,2008,10.4
lva,2009,10.3
lva,2010,10.37
lva,2011,10.39
lva,2012,10.42
lva,2013,10.24
lva,2014,10.26
lva,2015,10.28
lva,2016,10.31
lva,2017,10.03
lva,2018,9.99
lva,2019,12.26
lva,2020,5.58
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,58.49
mar,1997,30.9
mar,2000,43.71
mar,2001,40.75
mar,2002,40.28
mar,2003,39.36
mar,2005,34.81
mar,2006,33.67
mar,2007,32.61
mar,2008,32.49
mar,2009,28.44
mar,2010,27.43
mar,2011,26.32
mar,2012,25.93
mar,2014,18.31
mar,2015,18.87
mar,2016,18.87
mar,2017,18.95
mar,2019,18.93
mar,2020,18.93
mda,1996,8.91
mda,2000,7.2
mda,2001,6.9
mda,2003,7.23
mda,2004,7.25
mda,2005,7.25
mda,2006,7.28
mda,2007,6.29
mda,2008,6.33
mda,2009,6.14
mda,2010,6.32
mda,2011,6.14
mda,2012,6.35
mda,2013,6.77
mda,2014,6.86
mda,2015,7.76
mda,2016,7.71
mda,2020,7.03
mdg,1995,4.63
mdg,1996,4.23
mdg,1997,4.26
mdg,1998,4.3
mdg,2000,3.86
mdg,2001,3.91
mdg,2002,3.83
mdg,2003,3.83
mdg,2004,3.76
mdg,2005,16.36
mdg,2006,12.78
mdg,2007,12.84
mdg,2008,12.82
mdg,2009,12.74
mdg,2010,12.75
mdg,2011,12.74
mdg,2012,13.37
mdg,2013,13.34
mdg,2014,13.34
mdg,2015,13.48
mdg,2016,13.28
mdg,2017,13.24
mdg,2018,13.23
mdg,2019,13.23
mdg,2020,13.23
mdv,2000,19.84
mdv,2001,19.84
mdv,2002,19.75
mdv,2003,19.67
mdv,2004,19.57
mdv,2005,19.71
mdv,2006,19.71
mdv,2008,19.52
mdv,2009,19.52
mdv,2010,19.5
mdv,2011,19.52
mdv,2012,7.25
mdv,2013,7.24
mdv,2014,7.4
mdv,2015,8.37
mdv,2016,8.4
mdv,2017,8.54
mdv,2018,8.54
mdv,2019,9.62
mdv,2020,8.55
mex,1991,12.57
mex,1995,12.58
mex,1996,17.02
mex,1997,16.83
mex,1998,16.89
mex,1999,19.87
mex,2000,20.1
mex,2001,20.06
mex,2002,20.37
mex,2003,20.46
mex,2004,20.15
mex,2005,16.82
mex,2006,13.49
mex,2007,15.86
mex,2008,15.98
mex,2009,14.72
mex,2010,13.52
mex,2011,13.48
mex,2012,13.45
mex,2013,13.31
mex,2014,12.14
mex,2015,11.07
mex,2016,10.6
mex,2017,9.73
mex,2018,9.78
mkd,2001,15.74
mkd,2002,8.74
mkd,2004,9.72
mkd,2005,8.74
mkd,2006,8.28
mkd,2007,7.88
mkd,2008,7.89
mkd,2009,7.76
mkd,2010,7.76
mkd,2011,7.76
mkd,2012,7.52
mkd,2013,7.46
mkd,2014,7.47
mkd,2015,7.48
mkd,2016,7.47
mkd,2017,7.55
mkd,2018,7.56
mkd,2019,7.56
mkd,2020,7
mli,1995,4.24
mli,1996,21.71
mli,1997,21.71
mli,1998,21.71
mli,1999,12.28
mli,2001,11.78
mli,2002,11.78
mli,2003,11.79
mli,2004,11.83
mli,2005,11.82
mli,2006,11.82
mli,2007,11.98
mli,2008,11.97
mli,2009,11.98
mli,2010,11.98
mli,2011,11.97
mli,2012,11.97
mli,2013,11.98
mli,2014,11.98
mli,2015,13.28
mli,2016,13.28
mli,2017,13.26
mli,2018,13.26
mli,2019,13.26
mli,2020,13.26
mlt,1988,6.9
mlt,1989,7
mlt,1990,7.36
mlt,1991,7.27
mlt,1992,7.33
mlt,1993,7.13
mlt,1994,7.27
mlt,1995,17.54
mlt,1996,16.3
mlt,1997,15.76
mlt,1998,14.19
mlt,1999,14.06
mlt,2000,12
mlt,2001,13.08
mlt,2002,10.97
mlt,2003,11.18
mlt,2004,11.34
mlt,2005,11.98
mlt,2006,11.87
mlt,2007,10.85
mlt,2008,10.4
mlt,2009,10.3
mlt,2010,10.37
mlt,2011,10.39
mlt,2012,10.42
mlt,2013,10.24
mlt,2014,10.26
mlt,2015,10.28
mlt,2016,10.31
mlt,2017,10.03
mlt,2018,9.99
mlt,2019,12.26
mlt,2020,5.58
mmr,1996,6.83
mmr,1997,6.83
mmr,1998,6.83
mmr,1999,6.83
mmr,2000,6.83
mmr,2001,6.82
mmr,2002,6.82
mmr,2003,6.82
mmr,2004,6.82
mmr,2005,6.92
mmr,2006,6.92
mmr,2007,6.92
mmr,2008,6.92
mmr,2010,7.12
mmr,2011,7.12
mmr,2012,7.22
mmr,2013,7.22
mmr,2015,7.22
mmr,2019,8
mne,2007,7.48
mne,2008,9.24
mne,2009,9.16
mne,2010,9.27
mne,2011,9.18
mne,2012,9.04
mne,2013,7.43
mne,2014,7.09
mne,2015,6.77
mne,2016,6.45
mne,2017,6.31
mne,2018,6.23
mne,2019,6.2
mne,2020,5.86
mng,1999,0.09
mng,2000,5.02
mng,2001,7.01
mng,2002,7.01
mng,2003,5.03
mng,2004,5.02
mng,2005,5.02
mng,2006,5.02
mng,2007,5.03
mng,2008,5.03
mng,2009,5.03
mng,2010,5.05
mng,2011,5.06
mng,2013,5.06
mng,2015,5.07
mng,2017,5.81
mng,2018,5.81
mng,2019,5.81
mng,2020,5.82
moz,1994,5
moz,1997,17.17
moz,2001,15.07
moz,2002,13.16
moz,2003,13.16
moz,2005,13.17
moz,2006,13.16
moz,2007,11.02
moz,2008,11.3
moz,2009,11.3
moz,2010,11.29
moz,2011,11.28
moz,2012,11.28
moz,2014,11.31
moz,2016,11.31
moz,2018,12.28
moz,2020,12.28
mrt,2001,10.99
mrt,2006,10.86
mrt,2007,10.06
mrt,2008,10.09
mrt,2009,10.09
mrt,2010,10.09
mrt,2011,10.09
mrt,2014,11.52
mrt,2015,11.52
mrt,2018,11.64
mrt,2019,11.64
mrt,2020,12.88
mus,1995,19.35
mus,1996,18.93
mus,1997,18.94
mus,1998,21.28
mus,1999,17.03
mus,2000,13.09
mus,2001,13.44
mus,2002,13.1
mus,2004,12.94
mus,2005,6.3
mus,2006,4.15
mus,2007,4.25
mus,2008,4.25
mus,2009,0.55
mus,2010,0.55
mus,2011,0.55
mus,2012,0.52
mus,2013,0.5
mus,2014,0.51
mus,2015,0.54
mus,2016,0.52
mus,2017,0.62
mus,2018,0.61
mus,2019,0.82
mus,2020,0.82
mwi,1994,24.05
mwi,1996,21.14
mwi,1997,21.23
mwi,1998,16.68
mwi,2000,12.36
mwi,2001,12.4
mwi,2003,12.41
mwi,2006,13.15
mwi,2008,12.69
mwi,2009,12.69
mwi,2010,14.53
mwi,2011,14.94
mwi,2012,14.88
mwi,2013,15.32
mwi,2014,15.64
mwi,2015,15.63
mwi,2016,14.84
mwi,2019,14.86
mwi,2020,14.88
mys,1988,16.31
mys,1991,18.77
mys,1993,14.22
mys,1996,13.17
mys,1997,11.32
mys,1998,13.09
mys,1999,11.51
mys,2000,10.25
mys,2001,7.33
mys,2002,3.45
mys,2003,7.4
mys,2004,23.01
mys,2005,2.43
mys,2006,4.63
mys,2007,6.97
mys,2008,6.71
mys,2009,7.36
mys,2010,7.08
mys,2011,5.31
mys,2012,5.37
mys,2013,6.04
mys,2014,2.24
mys,2016,4.66
mys,2020,4.29
nam,2001,6.8
nam,2002,6.81
nam,2004,6.05
nam,2005,6.51
nam,2006,6.47
nam,2007,6.52
nam,2008,6.33
nam,2009,6.25
nam,2010,6.24
nam,2011,6.19
nam,2012,6.2
nam,2013,6.15
nam,2014,6.02
nam,2015,6.17
nam,2016,6.24
nam,2017,6.22
nam,2018,6.23
nam,2019,10.82
nam,2020,6.12
ner,2001,11.78
ner,2002,11.78
ner,2003,11.79
ner,2004,11.83
ner,2005,11.82
ner,2006,11.82
ner,2007,11.98
ner,2008,11.97
ner,2009,11.98
ner,2010,11.98
ner,2011,11.97
ner,2012,11.97
ner,2013,11.98
ner,2014,11.98
ner,2015,13.28
ner,2016,13.28
ner,2017,13.26
ner,2018,13.26
ner,2019,13.26
ner,2020,13.26
nga,1988,31.03
nga,1989,33.13
nga,1990,33.15
nga,1992,31.38
nga,1995,98.31
nga,1996,26.02
nga,1997,26.03
nga,1998,26.03
nga,1999,26.9
nga,2000,26.9
nga,2001,27.1
nga,2002,39.09
nga,2003,37.89
nga,2005,12.61
nga,2006,12.58
nga,2008,12.36
nga,2009,12.33
nga,2010,12.35
nga,2011,12.34
nga,2013,12.36
nga,2014,12.47
nga,2015,13.2
nga,2016,13.2
nga,2020,13.26
nic,1995,11.17
nic,1996,11.4
nic,1997,7.81
nic,1998,7.26
nic,1999,12.51
nic,2000,5.4
nic,2001,6.74
nic,2002,6.72
nic,2003,6.77
nic,2004,7.32
nic,2005,7.34
nic,2006,7.36
nic,2007,7.62
nic,2008,7.61
nic,2009,7.63
nic,2010,7.74
nic,2011,7.61
nic,2012,8.1
nic,2013,8.21
nic,2014,8.09
nic,2015,8.09
nic,2016,8.18
nic,2017,8.11
nic,2018,8.01
nic,2019,8.11
nic,2020,8.11
nld,1988,6.9
nld,1989,7
nld,1990,7.36
nld,1991,7.27
nld,1992,7.33
nld,1993,7.13
nld,1994,7.27
nld,1995,17.54
nld,1996,16.3
nld,1997,15.76
nld,1998,14.19
nld,1999,14.06
nld,2000,12
nld,2001,13.08
nld,2002,10.97
nld,2003,11.18
nld,2004,11.34
nld,2005,11.98
nld,2006,11.87
nld,2007,10.85
nld,2008,10.4
nld,2009,10.3
nld,2010,10.37
nld,2011,10.39
nld,2012,10.42
nld,2013,10.24
nld,2014,10.26
nld,2015,10.28
nld,2016,10.31
nld,2017,10.03
nld,2018,9.99
nld,2019,12.26
nld,2020,5.58
nor,1988,3.21
nor,1993,3.05
nor,1995,49.17
nor,1996,45.18
nor,1997,46.05
nor,1998,49.77
nor,1999,45.36
nor,2000,49.51
nor,2001,44.94
nor,2002,47.85
nor,2003,46.71
nor,2004,46.35
nor,2005,48.32
nor,2006,47.61
nor,2007,46.2
nor,2008,41.1
nor,2009,39.43
nor,2010,42.32
nor,2011,42.17
nor,2012,41.89
nor,2013,41.12
nor,2014,40.28
nor,2015,38.53
nor,2016,36.32
nor,2017,35.23
nor,2018,34.14
nor,2019,34.97
nor,2020,41.79
npl,1993,8.78
npl,1998,9.14
npl,1999,8.83
npl,2000,11.58
npl,2002,11.98
npl,2003,12.06
npl,2004,12.11
npl,2005,11.91
npl,2006,11.81
npl,2007,11.86
npl,2008,19.2
npl,2009,12.2
npl,2010,12.02
npl,2011,12.27
npl,2012,12.08
npl,2013,11.8
npl,2014,11.75
npl,2015,11.86
npl,2016,12.15
npl,2018,15.82
npl,2019,27.66
npl,2020,13.29
nru,2016,20.12
nru,2017,23.8
nru,2018,27.37
nru,2019,39.21
nru,2020,25.95
nzl,1992,10.59
nzl,1993,8.05
nzl,1996,2.97
nzl,1997,2.56
nzl,1998,2.08
nzl,1999,1.78
nzl,2000,1.48
nzl,2001,3.88
nzl,2002,2.91
nzl,2003,3.03
nzl,2004,3.12
nzl,2005,4.88
nzl,2006,4.94
nzl,2007,1.46
nzl,2008,1.21
nzl,2009,1.17
nzl,2010,8.54
nzl,2011,1.1
nzl,2012,1.1
nzl,2013,1.09
nzl,2014,1.09
nzl,2015,1.08
nzl,2016,1.09
nzl,2017,1.08
nzl,2019,1.06
nzl,2020,1.07
