geo,time,sp_pop_65up_to
dom,1981,180077
dom,1982,188044
dom,1983,196161
dom,1984,204542
dom,1985,213312
dom,1986,223385
dom,1987,233680
dom,1988,244222
dom,1989,255032
dom,1990,266180
dom,1991,278670
dom,1992,291233
dom,1993,303970
dom,1994,317077
dom,1995,330688
dom,1996,345521
dom,1997,360621
dom,1998,375957
dom,1999,391470
dom,2000,407180
dom,2001,424237
dom,2002,441283
dom,2003,458080
dom,2004,474282
dom,2005,489761
dom,2006,505525
dom,2007,520558
dom,2008,535429
dom,2009,550846
dom,2010,567336
dom,2011,585537
dom,2012,604515
dom,2013,624558
dom,2014,646050
dom,2015,669309
dom,2016,695524
dom,2017,723300
dom,2018,752701
dom,2019,783771
dom,2020,816598
dza,1960,358353
dza,1961,377123
dza,1962,397834
dza,1963,418679
dza,1964,437446
dza,1965,453091
dza,1966,466890
dza,1967,478064
dza,1968,488069
dza,1969,498726
dza,1970,510984
dza,1971,529503
dza,1972,548825
dza,1973,567777
dza,1974,584867
dza,1975,599508
dza,1976,614065
dza,1977,626321
dza,1978,637504
dza,1979,649301
dza,1980,662693
dza,1981,681408
dza,1982,701851
dza,1983,722631
dza,1984,741854
dza,1985,758734
dza,1986,779280
dza,1987,798433
dza,1988,817791
dza,1989,839585
dza,1990,865300
dza,1991,895594
dza,1992,928191
dza,1993,963229
dza,1994,1001038
dza,1995,1041995
dza,1996,1093253
dza,1997,1149347
dza,1998,1209538
dza,1999,1272330
dza,2000,1337116
dza,2001,1395653
dza,2002,1453492
dza,2003,1511540
dza,2004,1570476
dza,2005,1630788
dza,2006,1693298
dza,2007,1756408
dza,2008,1821353
dza,2009,1889634
dza,2010,1963004
dza,2011,2019534
dza,2012,2080797
dza,2013,2149858
dza,2014,2231542
dza,2015,2329507
dza,2016,2436320
dza,2017,2556694
dza,2018,2686781
dza,2019,2821171
dza,2020,2956844
ecu,1960,213508
ecu,1961,218349
ecu,1962,222446
ecu,1963,226084
ecu,1964,229687
ecu,1965,233424
ecu,1966,238190
ecu,1967,242984
ecu,1968,247760
ecu,1969,252403
ecu,1970,256884
ecu,1971,262623
ecu,1972,268165
ecu,1973,273710
ecu,1974,279560
ecu,1975,285899
ecu,1976,294259
ecu,1977,302988
ecu,1978,311821
ecu,1979,320365
ecu,1980,328434
ecu,1981,337788
ecu,1982,346592
ecu,1983,355164
ecu,1984,363905
ecu,1985,373068
ecu,1986,384143
ecu,1987,395510
ecu,1988,407299
ecu,1989,419627
ecu,1990,432622
ecu,1991,447819
ecu,1992,463599
ecu,1993,479989
ecu,1994,496952
ecu,1995,514502
ecu,1996,534723
ecu,1997,555272
ecu,1998,576254
ecu,1999,597797
ecu,2000,620034
ecu,2001,643197
ecu,2002,666975
ecu,2003,691733
ecu,2004,717898
ecu,2005,745824
ecu,2006,774369
ecu,2007,804623
ecu,2008,836119
ecu,2009,868026
ecu,2010,900021
ecu,2011,930056
ecu,2012,959693
ecu,2013,991142
ecu,2014,1027424
ecu,2015,1070391
ecu,2016,1115427
ecu,2017,1166774
ecu,2018,1222777
ecu,2019,1280821
ecu,2020,1339301
egy,1960,1011454
egy,1961,1049082
egy,1962,1089503
egy,1963,1132085
egy,1964,1175203
egy,1965,1218279
egy,1966,1263015
egy,1967,1306706
egy,1968,1349955
egy,1969,1394189
egy,1970,1440234
egy,1971,1488436
egy,1972,1537917
egy,1973,1588275
egy,1974,1638332
egy,1975,1687543
egy,1976,1740580
egy,1977,1791527
egy,1978,1841437
egy,1979,1891723
egy,1980,1943164
egy,1981,1999038
egy,1982,2055750
egy,1983,2114048
egy,1984,2174686
egy,1985,2238293
egy,1986,2305147
egy,1987,2373320
egy,1988,2442309
egy,1989,2512028
egy,1990,2582710
egy,1991,2662181
egy,1992,2741990
egy,1993,2822020
egy,1994,2901536
egy,1995,2980461
egy,1996,3071995
egy,1997,3156703
egy,1998,3235919
egy,1999,3311362
egy,2000,3383694
egy,2001,3456795
egy,2002,3528625
egy,2003,3595882
egy,2004,3652505
egy,2005,3696926
egy,2006,3750501
egy,2007,3789310
egy,2008,3827206
egy,2009,3883004
egy,2010,3966714
egy,2011,4099977
egy,2012,4251711
egy,2013,4412500
egy,2014,4569525
egy,2015,4716615
egy,2016,4860813
egy,2017,5003376
egy,2018,5147337
egy,2019,5296809
egy,2020,5456144
eri,1960,27822
eri,1961,28342
eri,1962,28887
eri,1963,29428
eri,1964,29910
eri,1965,30311
eri,1966,31078
eri,1967,31783
eri,1968,32447
eri,1969,33093
eri,1970,33738
eri,1971,34707
eri,1972,35670
eri,1973,36626
eri,1974,37573
eri,1975,38523
eri,1976,39850
eri,1977,41146
eri,1978,42432
eri,1979,43726
eri,1980,45044
eri,1981,46714
eri,1982,48335
eri,1983,49943
eri,1984,51574
eri,1985,53236
eri,1986,55451
eri,1987,57650
eri,1988,59674
eri,1989,61356
eri,1990,62591
eri,1991,65235
eri,1992,67516
eri,1993,69580
eri,1994,71672
eri,1995,74034
eri,1996,75984
eri,1997,78139
eri,1998,80702
eri,1999,83887
eri,2000,87794
eri,2001,91358
eri,2002,95440
eri,2003,99776
eri,2004,104012
eri,2005,107855
eri,2006,112757
eri,2007,117034
eri,2008,120713
eri,2009,123920
eri,2010,126820
eri,2011,131254
esp,1960,2501253
esp,1961,2554990
esp,1962,2608193
esp,1963,2661801
esp,1964,2722770
esp,1965,2792968
esp,1966,2877661
esp,1967,2973391
esp,1968,3074750
esp,1969,3165928
esp,1970,3258534
esp,1971,3350836
esp,1972,3432699
esp,1973,3510980
esp,1974,3589435
esp,1975,3670441
esp,1976,3771562
esp,1977,3875576
esp,1978,3977882
esp,1979,4072554
esp,1980,4157613
esp,1981,4241894
esp,1982,4316431
esp,1983,4387465
esp,1984,4465830
esp,1985,4558107
esp,1986,4674416
esp,1987,4798184
esp,1988,4928961
esp,1989,5064978
esp,1990,5204505
esp,1991,5344015
esp,1992,5498904
esp,1993,5660166
esp,1994,5825920
esp,1995,5997755
esp,1996,6153980
esp,1997,6319065
esp,1998,6483192
esp,1999,6632157
esp,2000,6761414
esp,2001,6831508
esp,2002,6928252
esp,2003,7041710
esp,2004,7154630
esp,2005,7280483
esp,2006,7414465
esp,2007,7571133
esp,2008,7725180
esp,2009,7842584
esp,2010,7943308
esp,2011,8100069
esp,2012,8252073
esp,2013,8382695
esp,2014,8514962
esp,2015,8660491
esp,2016,8790387
esp,2017,8920670
esp,2018,9068706
esp,2019,9260969
esp,2020,9462080
est,1960,127771
est,1961,130427
est,1962,133327
est,1963,136345
est,1964,139605
est,1965,142995
est,1966,146563
est,1967,149791
est,1968,153254
est,1969,156811
est,1970,160297
est,1971,164622
est,1972,168259
est,1973,171285
est,1974,174086
est,1975,176831
est,1976,179446
est,1977,182244
est,1978,184578
est,1979,185463
est,1980,184854
est,1981,184418
est,1982,182367
est,1983,179456
est,1984,176867
est,1985,175365
est,1986,175920
est,1987,177250
est,1988,178995
est,1989,180974
est,1990,182995
est,1991,187765
est,1992,190604
est,1993,192091
est,1994,193864
est,1995,195399
est,1996,197670
est,1997,199488
est,1998,200969
est,1999,204979
est,2000,209796
est,2001,213969
est,2002,218218
est,2003,222165
est,2004,225210
est,2005,226994
est,2006,228888
est,2007,230034
est,2008,230933
est,2009,231965
est,2010,233328
est,2011,235436
est,2012,237884
est,2013,240674
est,2014,243774
est,2015,247586
est,2016,250765
est,2017,254429
est,2018,259456
est,2019,265262
est,2020,270858
eth,1960,584862
eth,1961,596636
eth,1962,606855
eth,1963,616796
eth,1964,628213
eth,1965,642009
eth,1966,665590
eth,1967,690920
eth,1968,717116
eth,1969,742961
eth,1970,767822
eth,1971,800047
eth,1972,831177
eth,1973,860122
eth,1974,885677
eth,1975,907263
eth,1976,950003
eth,1977,991053
eth,1978,1033149
eth,1979,1078016
eth,1980,1125833
eth,1981,1144111
eth,1982,1162340
eth,1983,1181689
eth,1984,1203262
eth,1985,1226959
eth,1986,1282207
eth,1987,1340681
eth,1988,1400039
eth,1989,1457715
eth,1990,1512906
eth,1991,1564742
eth,1992,1612792
eth,1993,1659194
eth,1994,1708142
eth,1995,1763004
eth,1996,1821882
eth,1997,1883853
eth,1998,1945623
eth,1999,2002930
eth,2000,2054011
eth,2001,2119565
eth,2002,2182323
eth,2003,2244337
eth,2004,2308490
eth,2005,2376992
eth,2006,2471926
eth,2007,2569754
eth,2008,2671703
eth,2009,2779281
eth,2010,2893410
eth,2011,3006445
eth,2012,3123788
eth,2013,3243853
eth,2014,3363804
eth,2015,3482261
eth,2016,3598126
eth,2017,3711049
eth,2018,3824092
eth,2019,3941462
eth,2020,4066140
fin,1960,324606
fin,1961,332540
fin,1962,341062
fin,1963,350283
fin,1964,359190
fin,1965,367394
fin,1966,378696
fin,1967,390666
fin,1968,402542
fin,1969,413007
fin,1970,422921
fin,1971,437513
fin,1972,454491
fin,1973,471337
fin,1974,487345
fin,1975,501949
fin,1976,519730
fin,1977,535958
fin,1978,550663
fin,1979,563385
fin,1980,574471
fin,1981,583222
fin,1982,591152
fin,1983,598519
fin,1984,605917
fin,1985,613868
fin,1986,624259
fin,1987,635062
fin,1988,646327
fin,1989,658037
fin,1990,669948
fin,1991,683936
fin,1992,697248
fin,1993,709210
fin,1994,719925
fin,1995,729453
fin,1996,739758
fin,1997,749443
fin,1998,758644
fin,1999,767443
fin,2000,776117
fin,2001,788950
fin,2002,801731
fin,2003,814387
fin,2004,827378
fin,2005,840795
fin,2006,853097
fin,2007,865117
fin,2008,879159
fin,2009,898271
fin,2010,924082
fin,2011,955510
fin,2012,993130
fin,2013,1033991
fin,2014,1073673
fin,2015,1109297
fin,2016,1142526
fin,2017,1172079
fin,2018,1198015
fin,2019,1222519
fin,2020,1247160
fji,1960,8513
fji,1961,8742
fji,1962,9058
fji,1963,9414
fji,1964,9744
fji,1965,10027
fji,1966,10376
fji,1967,10695
fji,1968,11005
fji,1969,11347
fji,1970,11732
fji,1971,12228
fji,1972,12721
fji,1973,13217
fji,1974,13727
fji,1975,14268
fji,1976,14789
fji,1977,15236
fji,1978,15613
fji,1979,15953
fji,1980,16286
fji,1981,17102
fji,1982,17964
fji,1983,18768
fji,1984,19384
fji,1985,19755
fji,1986,20370
fji,1987,20767
fji,1988,21009
fji,1989,21181
fji,1990,21352
fji,1991,21783
fji,1992,22221
fji,1993,22654
fji,1994,23070
fji,1995,23424
fji,1996,24298
fji,1997,25196
fji,1998,26077
fji,1999,26910
fji,2000,27698
fji,2001,28793
fji,2002,29835
fji,2003,30922
fji,2004,32166
fji,2005,33641
fji,2006,35082
fji,2007,36655
fji,2008,38306
fji,2009,39922
fji,2010,41432
fji,2011,42391
fji,2012,43035
fji,2013,43366
fji,2014,43403
fji,2015,43195
fji,2016,44822
fji,2017,46436
fji,2018,48147
fji,2019,50053
fji,2020,52150
fra,1960,5431926
fra,1961,5537258
fra,1962,5654168
fra,1963,5779623
fra,1964,5906290
fra,1965,6030105
fra,1966,6176308
fra,1967,6315070
fra,1968,6445207
fra,1969,6566302
fra,1970,6679047
fra,1971,6821954
fra,1972,6948041
fra,1973,7060581
fra,1974,7165157
fra,1975,7263708
fra,1976,7389805
fra,1977,7517273
fra,1978,7626241
fra,1979,7684230
fra,1980,7676404
fra,1981,7645926
fra,1982,7543519
fra,1983,7415922
fra,1984,7330907
fra,1985,7325866
fra,1986,7414589
fra,1987,7578144
fra,1988,7786883
fra,1989,7994203
fra,1990,8173980
fra,1991,8382292
fra,1992,8563475
fra,1993,8723113
fra,1994,8873880
fra,1995,9026725
fra,1996,9186161
fra,1997,9337780
fra,1998,9482290
fra,1999,9629373
fra,2000,9780945
fra,2001,9921083
fra,2002,10055839
fra,2003,10181451
fra,2004,10298428
fra,2005,10406840
fra,2006,10506632
fra,2007,10579719
fra,2008,10653762
fra,2009,10770640
fra,2010,10958455
fra,2011,11196672
fra,2012,11501591
fra,2013,11859164
fra,2014,12225198
fra,2015,12565056
fra,2016,12867160
fra,2017,13162103
fra,2018,13443620
fra,2019,13712978
fra,2020,13983659
fsm,1960,1543
fsm,1961,1593
fsm,1962,1633
fsm,1963,1667
fsm,1964,1705
fsm,1965,1749
fsm,1966,1807
fsm,1967,1864
fsm,1968,1922
fsm,1969,1971
fsm,1970,2004
fsm,1971,2109
fsm,1972,2216
fsm,1973,2326
fsm,1974,2454
fsm,1975,2614
fsm,1976,2602
fsm,1977,2597
fsm,1978,2593
fsm,1979,2579
fsm,1980,2556
fsm,1981,2654
fsm,1982,2744
fsm,1983,2833
fsm,1984,2913
fsm,1985,2989
fsm,1986,3079
fsm,1987,3157
fsm,1988,3237
fsm,1989,3305
fsm,1990,3379
fsm,1991,3493
fsm,1992,3582
fsm,1993,3633
fsm,1994,3667
fsm,1995,3720
fsm,1996,3819
fsm,1997,3906
fsm,1998,3965
fsm,1999,3971
fsm,2000,3919
fsm,2001,3999
fsm,2002,4061
fsm,2003,4103
fsm,2004,4126
fsm,2005,4127
fsm,2006,3980
fsm,2007,3805
fsm,2008,3617
fsm,2009,3449
fsm,2010,3312
fsm,2011,3330
fsm,2012,3390
fsm,2013,3488
fsm,2014,3609
fsm,2015,3748
fsm,2016,3991
fsm,2017,4243
fsm,2018,4502
fsm,2019,4772
fsm,2020,5050
gab,1960,37866
gab,1961,38261
gab,1962,38559
gab,1963,38791
gab,1964,38967
gab,1965,39097
gab,1966,39507
gab,1967,39869
gab,1968,40153
gab,1969,40326
gab,1970,40362
gab,1971,40892
gab,1972,41303
gab,1973,41608
gab,1974,41819
gab,1975,41949
gab,1976,42498
gab,1977,42947
gab,1978,43341
gab,1979,43725
gab,1980,44125
gab,1981,44997
gab,1982,45862
gab,1983,46714
gab,1984,47514
gab,1985,48264
gab,1986,49375
gab,1987,50410
gab,1988,51413
gab,1989,52422
gab,1990,53482
gab,1991,54764
gab,1992,56009
gab,1993,57214
gab,1994,58364
gab,1995,59452
gab,1996,60627
gab,1997,61685
gab,1998,62615
gab,1999,63400
gab,2000,64040
gab,2001,64666
gab,2002,65071
gab,2003,65314
gab,2004,65433
gab,2005,65482
gab,2006,65835
gab,2007,66048
gab,2008,66188
gab,2009,66319
gab,2010,66456
gab,2011,67392
gab,2012,68349
gab,2013,69250
gab,2014,70022
gab,2015,70635
gab,2016,72401
gab,2017,74016
gab,2018,75529
gab,2019,77012
gab,2020,78542
gbr,1960,6166105
gbr,1961,6263032
gbr,1962,6361496
gbr,1963,6452499
gbr,1964,6538387
gbr,1965,6628700
gbr,1966,6756724
gbr,1967,6888832
gbr,1968,7017898
gbr,1969,7138509
gbr,1970,7253990
gbr,1971,7416717
gbr,1972,7562388
gbr,1973,7688420
gbr,1974,7798631
gbr,1975,7898555
gbr,1976,8033815
gbr,1977,8157189
gbr,1978,8267364
gbr,1979,8357520
gbr,1980,8417434
gbr,1981,8480690
gbr,1982,8498250
gbr,1983,8500188
gbr,1984,8517190
gbr,1985,8559392
gbr,1986,8648754
gbr,1987,8752308
gbr,1988,8858398
gbr,1989,8949372
gbr,1990,9015808
gbr,1991,9100051
gbr,1992,9153533
gbr,1993,9183326
gbr,1994,9202907
gbr,1995,9218148
gbr,1996,9252369
gbr,1997,9278516
gbr,1998,9303368
gbr,1999,9330265
gbr,2000,9359875
gbr,2001,9417331
gbr,2002,9475184
gbr,2003,9535574
gbr,2004,9604836
gbr,2005,9685709
gbr,2006,9802318
gbr,2007,9917827
gbr,2008,10044179
gbr,2009,10199033
gbr,2010,10400226
gbr,2011,10632623
gbr,2012,10896649
gbr,2013,11177472
gbr,2014,11452714
gbr,2015,11704126
gbr,2016,11913999
gbr,2017,12082915
gbr,2018,12225956
gbr,2019,12370532
gbr,2020,12537902
geo,1960,315020
geo,1961,312796
geo,1962,309540
geo,1963,305993
geo,1964,302959
geo,1965,300883
geo,1966,303724
geo,1967,307061
geo,1968,310854
geo,1969,314879
geo,1970,318893
geo,1971,328843
geo,1972,337699
geo,1973,345618
geo,1974,353876
geo,1975,362545
geo,1976,373513
geo,1977,385308
geo,1978,396475
geo,1979,406093
geo,1980,413094
geo,1981,416185
geo,1982,416454
geo,1983,415204
geo,1984,414008
geo,1985,414278
geo,1986,418037
geo,1987,422156
geo,1988,428809
geo,1989,436082
geo,1990,447060
geo,1991,471026
geo,1992,497745
geo,1993,525430
geo,1994,538901
geo,1995,536615
geo,1996,535098
geo,1997,532156
geo,1998,529642
geo,1999,527563
geo,2000,527289
geo,2001,532809
geo,2002,543790
geo,2003,555455
geo,2004,563242
geo,2005,565226
geo,2006,567286
geo,2007,563553
geo,2008,557105
geo,2009,546897
geo,2010,539258
geo,2011,533092
geo,2012,528872
geo,2013,528326
geo,2014,530648
geo,2015,534537
geo,2016,540417
geo,2017,547030
geo,2018,553970
geo,2019,560296
geo,2020,567837
gha,1960,155592
gha,1961,161396
gha,1962,167434
gha,1963,173464
gha,1964,179121
gha,1965,184253
gha,1966,191295
gha,1967,197610
gha,1968,203439
gha,1969,209175
gha,1970,215080
gha,1971,223283
gha,1972,231581
gha,1973,239759
gha,1974,247449
gha,1975,254476
gha,1976,263672
gha,1977,271916
gha,1978,279626
gha,1979,287329
gha,1980,295419
gha,1981,305800
gha,1982,316579
gha,1983,327673
gha,1984,338887
gha,1985,350092
gha,1986,363456
gha,1987,376535
gha,1988,389422
gha,1989,402248
gha,1990,415166
gha,1991,430380
gha,1992,445523
gha,1993,460565
gha,1994,475378
gha,1995,489954
gha,1996,505006
gha,1997,518816
gha,1998,531572
gha,1999,543513
gha,2000,554857
gha,2001,568280
gha,2002,581010
gha,2003,593157
gha,2004,604653
gha,2005,615625
gha,2006,632836
gha,2007,649140
gha,2008,665541
gha,2009,683342
gha,2010,703246
gha,2011,729546
gha,2012,757341
gha,2013,785457
gha,2014,812067
gha,2015,836532
gha,2016,863201
gha,2017,888148
gha,2018,913522
gha,2019,942139
gha,2020,975799
gin,1960,120315
gin,1961,121309
gin,1962,121605
gin,1963,121329
gin,1964,120693
gin,1965,119791
gin,1966,122192
gin,1967,124283
gin,1968,125980
gin,1969,127161
gin,1970,127790
gin,1971,131348
gin,1972,134298
gin,1973,136707
gin,1974,138674
gin,1975,140273
gin,1976,144893
gin,1977,149107
gin,1978,152928
gin,1979,156374
gin,1980,159490
gin,1981,165163
gin,1982,170674
gin,1983,176079
gin,1984,181416
gin,1985,186712
gin,1986,194183
gin,1987,201738
gin,1988,209257
gin,1989,216550
gin,1990,223508
gin,1991,231629
gin,1992,239304
gin,1993,246576
gin,1994,253497
gin,1995,260109
gin,1996,266055
gin,1997,271317
gin,1998,275862
gin,1999,279624
gin,2000,282608
gin,2001,286345
gin,2002,288820
gin,2003,290241
gin,2004,290865
gin,2005,290851
gin,2006,295968
gin,2007,300854
gin,2008,305157
gin,2009,308325
gin,2010,310143
gin,2011,314301
gin,2012,317162
gin,2013,319783
gin,2014,323542
gin,2015,329213
gin,2016,339232
gin,2017,350781
gin,2018,363245
gin,2019,375718
gin,2020,387722
gmb,1960,7950
gmb,1961,8171
gmb,1962,8367
gmb,1963,8534
gmb,1964,8671
gmb,1965,8783
gmb,1966,9078
gmb,1967,9342
gmb,1968,9581
gmb,1969,9788
gmb,1970,9967
gmb,1971,10383
gmb,1972,10784
gmb,1973,11169
gmb,1974,11536
gmb,1975,11883
gmb,1976,12438
gmb,1977,12984
gmb,1978,13515
gmb,1979,14022
gmb,1980,14498
gmb,1981,15052
gmb,1982,15586
gmb,1983,16156
gmb,1984,16839
gmb,1985,17669
gmb,1986,18607
gmb,1987,19649
gmb,1988,20743
gmb,1989,21798
gmb,1990,22773
gmb,1991,23956
gmb,1992,25048
gmb,1993,26075
gmb,1994,27068
gmb,1995,28071
gmb,1996,29224
gmb,1997,30374
gmb,1998,31511
gmb,1999,32651
gmb,2000,33805
gmb,2001,35119
gmb,2002,36401
gmb,2003,37669
gmb,2004,38941
gmb,2005,40233
gmb,2006,41761
gmb,2007,43252
gmb,2008,44716
gmb,2009,46184
gmb,2010,47667
gmb,2011,49339
gmb,2012,51000
gmb,2013,52599
gmb,2014,54058
gmb,2015,55351
gmb,2016,56717
gmb,2017,57935
gmb,2018,59054
gmb,2019,60123
gmb,2020,61176
gnb,1960,21704
gnb,1961,22235
gnb,1962,22728
gnb,1963,23166
gnb,1964,23526
gnb,1965,23805
gnb,1966,24227
gnb,1967,24596
gnb,1968,24967
gnb,1969,25414
gnb,1970,25974
gnb,1971,26901
gnb,1972,27891
gnb,1973,28868
gnb,1974,29733
gnb,1975,30430
gnb,1976,31111
gnb,1977,31413
gnb,1978,31368
gnb,1979,31026
gnb,1980,30401
gnb,1981,30803
gnb,1982,31200
gnb,1983,31544
gnb,1984,31786
gnb,1985,31889
gnb,1986,32212
gnb,1987,32440
gnb,1988,32573
gnb,1989,32626
gnb,1990,32613
gnb,1991,33020
gnb,1992,33338
gnb,1993,33564
gnb,1994,33688
gnb,1995,33703
gnb,1996,34137
gnb,1997,34499
gnb,1998,34785
gnb,1999,34982
gnb,2000,35108
gnb,2001,35563
gnb,2002,35938
gnb,2003,36288
gnb,2004,36667
gnb,2005,37107
gnb,2006,37948
gnb,2007,38845
gnb,2008,39732
gnb,2009,40526
gnb,2010,41211
gnb,2011,42212
gnb,2012,43095
gnb,2013,43979
gnb,2014,45052
gnb,2015,46408
gnb,2016,48444
gnb,2017,50668
gnb,2018,52925
gnb,2019,55001
gnb,2020,56792
gnq,1960,14525
gnq,1961,14711
gnq,1962,14826
gnq,1963,14909
gnq,1964,14986
gnq,1965,15076
gnq,1966,15323
gnq,1967,15561
gnq,1968,15719
gnq,1969,15709
gnq,1970,15489
gnq,1971,15372
gnq,1972,14992
gnq,1973,14409
gnq,1974,13708
gnq,1975,12934
gnq,1976,12618
gnq,1977,12300
gnq,1978,12064
gnq,1979,11965
gnq,1980,12021
gnq,1981,12391
gnq,1982,13052
gnq,1983,13889
gnq,1984,14750
gnq,1985,15577
gnq,1986,16130
gnq,1987,16580
gnq,1988,16964
gnq,1989,17319
gnq,1990,17702
gnq,1991,18132
gnq,1992,18508
gnq,1993,18873
gnq,1994,19266
gnq,1995,19704
gnq,1996,20138
gnq,1997,20599
gnq,1998,21080
gnq,1999,21559
gnq,2000,22027
gnq,2001,22513
gnq,2002,22984
gnq,2003,23465
gnq,2004,23969
gnq,2005,24514
gnq,2006,25049
gnq,2007,25619
gnq,2008,26189
gnq,2009,26734
gnq,2010,27240
gnq,2011,27737
gnq,2012,28160
gnq,2013,28565
gnq,2014,29039
gnq,2015,29629
gnq,2016,30481
gnq,2017,31345
gnq,2018,32173
gnq,2019,32876
gnq,2020,33411
grc,1960,587122
grc,1961,601747
grc,1962,616800
grc,1963,631771
grc,1964,647125
grc,1965,663288
grc,1966,704818
grc,1967,749077
grc,1968,795028
grc,1969,843046
grc,1970,894995
grc,1971,923635
grc,1972,955590
grc,1973,985921
grc,1974,1013830
grc,1975,1045301
grc,1976,1083727
grc,1977,1117553
grc,1978,1149314
grc,1979,1178426
grc,1980,1202269
grc,1981,1219122
grc,1982,1231893
grc,1983,1244184
grc,1984,1255814
grc,1985,1266607
grc,1986,1277088
grc,1987,1290593
grc,1988,1310117
grc,1989,1339150
grc,1990,1383001
grc,1991,1420177
grc,1992,1453482
grc,1993,1487122
grc,1994,1522894
grc,1995,1561635
grc,1996,1602984
grc,1997,1647192
grc,1998,1693539
grc,1999,1736299
grc,2000,1777608
grc,2001,1826755
grc,2002,1871042
grc,2003,1909185
grc,2004,1941580
grc,2005,1968170
grc,2006,2008188
grc,2007,2038600
grc,2008,2065201
grc,2009,2095061
grc,2010,2129940
grc,2011,2154021
grc,2012,2178520
grc,2013,2204213
grc,2014,2230470
grc,2015,2253017
grc,2016,2276958
grc,2017,2301432
grc,2018,2324235
grc,2019,2352473
grc,2020,2384554
grd,1960,4460
grd,1961,4543
grd,1962,4629
grd,1963,4696
grd,1964,4736
grd,1965,4750
grd,1966,4808
grd,1967,4864
grd,1968,4918
grd,1969,4970
grd,1970,5015
grd,1971,5229
grd,1972,5406
grd,1973,5550
grd,1974,5677
grd,1975,5796
grd,1976,5883
grd,1977,5970
grd,1978,6070
grd,1979,6204
grd,1980,6371
grd,1981,6395
grd,1982,6440
grd,1983,6464
grd,1984,6426
grd,1985,6295
grd,1986,6467
grd,1987,6636
grd,1988,6859
grd,1989,7196
grd,1990,7674
grd,1991,7642
grd,1992,7676
grd,1993,7721
grd,1994,7739
grd,1995,7714
grd,1996,7882
grd,1997,8039
grd,1998,8230
grd,1999,8478
grd,2000,8775
grd,2001,8891
grd,2002,9006
grd,2003,9111
grd,2004,9186
grd,2005,9239
grd,2006,9398
grd,2007,9568
grd,2008,9779
grd,2009,10055
grd,2010,10405
grd,2011,10399
grd,2012,10422
grd,2013,10456
grd,2014,10485
grd,2015,10505
grd,2016,10589
grd,2017,10648
grd,2018,10724
grd,2019,10839
grd,2020,11019
gtm,1960,108624
gtm,1961,113147
gtm,1962,117568
gtm,1963,121938
gtm,1964,126383
gtm,1965,130934
gtm,1966,136349
gtm,1967,141797
gtm,1968,147047
gtm,1969,151805
gtm,1970,155964
gtm,1971,160652
gtm,1972,164801
gtm,1973,168622
gtm,1974,172412
gtm,1975,176378
gtm,1976,181826
gtm,1977,187435
gtm,1978,193118
gtm,1979,198826
gtm,1980,204597
gtm,1981,211784
gtm,1982,219108
gtm,1983,226689
gtm,1984,234803
gtm,1985,243683
gtm,1986,254640
gtm,1987,266256
gtm,1988,278448
gtm,1989,291095
gtm,1990,304109
gtm,1991,319653
gtm,1992,334944
gtm,1993,349878
gtm,1994,364549
gtm,1995,379069
gtm,1996,395697
gtm,1997,412499
gtm,1998,429327
gtm,1999,445715
gtm,2000,461735
gtm,2001,478794
gtm,2002,494759
gtm,2003,509755
gtm,2004,524516
gtm,2005,539376
gtm,2006,553263
gtm,2007,567769
gtm,2008,582623
gtm,2009,597336
gtm,2010,611811
gtm,2011,627978
gtm,2012,643482
gtm,2013,659813
gtm,2014,678877
gtm,2015,701673
gtm,2016,726848
gtm,2017,755517
gtm,2018,786627
gtm,2019,818410
gtm,2020,850004
gum,1960,1090
gum,1961,1117
gum,1962,1149
gum,1963,1186
gum,1964,1235
gum,1965,1279
gum,1966,1319
gum,1967,1358
gum,1968,1401
gum,1969,1447
gum,1970,1484
gum,1971,1599
gum,1972,1726
gum,1973,1862
gum,1974,2018
gum,1975,2180
gum,1976,2311
gum,1977,2454
gum,1978,2619
gum,1979,2804
gum,1980,3004
gum,1981,3159
gum,1982,3321
gum,1983,3513
gum,1984,3735
gum,1985,3984
gum,1986,4192
gum,1987,4399
gum,1988,4625
gum,1989,4885
gum,1990,5181
gum,1991,5495
gum,1992,5815
gum,1993,6144
gum,1994,6463
gum,1995,6770
gum,1996,7099
gum,1997,7404
gum,1998,7701
gum,1999,8002
gum,2000,8315
gum,2001,8727
gum,2002,9132
gum,2003,9521
gum,2004,9861
gum,2005,10155
gum,2006,10444
gum,2007,10688
gum,2008,10928
gum,2009,11221
gum,2010,11585
gum,2011,12048
gum,2012,12570
gum,2013,13140
gum,2014,13732
gum,2015,14349
gum,2016,14969
gum,2017,15628
gum,2018,16328
gum,2019,17047
gum,2020,17780
guy,1960,19476
guy,1961,20082
guy,1962,20720
guy,1963,21393
guy,1964,22050
guy,1965,22581
guy,1966,22971
guy,1967,23330
guy,1968,23774
guy,1969,24287
guy,1970,24712
guy,1971,25124
guy,1972,25482
guy,1973,25941
guy,1974,26519
guy,1975,27036
guy,1976,27418
guy,1977,27761
guy,1978,28244
guy,1979,28835
guy,1980,29308
guy,1981,29447
guy,1982,29678
guy,1983,30294
guy,1984,31092
guy,1985,31544
guy,1986,30526
guy,1987,29386
guy,1988,28710
guy,1989,28749
guy,1990,29254
guy,1991,29594
guy,1992,29773
guy,1993,29798
guy,1994,29700
guy,1995,29492
guy,1996,29874
