geo,time,ic_tax_prft_cp_zs
lie,2018,6.4
lie,2019,6.4
lka,2005,22.5
lka,2006,25.6
lka,2007,27.5
lka,2008,27.5
lka,2009,27.5
lka,2010,22.6
lka,2011,25.7
lka,2012,1
lka,2013,3
lka,2014,1.4
lka,2015,1.1
lka,2016,1.2
lka,2017,1.2
lka,2018,1.2
lka,2019,1.2
lso,2005,17.1
lso,2006,17.1
lso,2007,12.9
lso,2008,10.8
lso,2009,10.8
lso,2010,10.8
lso,2011,10.8
lso,2012,10.8
lso,2013,10.8
lso,2014,10.8
lso,2015,10.8
lso,2016,10.8
lso,2017,10.8
lso,2018,10.8
lso,2019,10.8
ltu,2005,5.7
ltu,2006,6.4
ltu,2007,8.9
ltu,2008,8.5
ltu,2009,6.5
ltu,2010,7.8
ltu,2011,5.8
ltu,2012,6
ltu,2013,6
ltu,2014,5.9
ltu,2015,5.9
ltu,2016,5.9
ltu,2017,5.9
ltu,2018,5.9
ltu,2019,5.9
lux,2006,4.7
lux,2007,4.2
lux,2008,4.2
lux,2009,4.2
lux,2010,4.2
lux,2011,4.2
lux,2012,4.2
lux,2013,4.2
lux,2014,4.6
lux,2015,4.6
lux,2016,4.6
lux,2017,4.2
lux,2018,4.2
lux,2019,4.2
lva,2005,6.8
lva,2006,6.8
lva,2007,6.8
lva,2008,6.7
lva,2009,6.6
lva,2010,6.6
lva,2011,6.1
lva,2012,4.8
lva,2013,4.9
lva,2014,4.9
lva,2015,6.3
lva,2016,6.3
lva,2017,6.3
lva,2018,6.4
lva,2019,7.8
mar,2005,30.5
mar,2006,30.5
mar,2007,29.9
mar,2008,29.9
mar,2009,25.3
mar,2010,25.1
mar,2011,25.1
mar,2012,25.1
mar,2013,25.5
mar,2014,25.4
mar,2015,25.4
mar,2016,25.3
mar,2017,25.1
mar,2018,25.1
mar,2019,21.1
mda,2005,13.4
mda,2006,12.2
mda,2007,10.4
mda,2008,10.4
mda,2009,0
mda,2010,0
mda,2011,0
mda,2012,0
mda,2013,9
mda,2014,9
mda,2015,8.9
mda,2016,8.9
mda,2017,8.9
mda,2018,8.6
mda,2019,8.4
mdg,2005,22
mdg,2006,22
mdg,2007,22
mdg,2008,24.1
mdg,2009,20.4
mdg,2010,19.6
mdg,2011,18.8
mdg,2012,18
mdg,2013,17.1
mdg,2014,16.3
mdg,2015,16.3
mdg,2016,16.3
mdg,2017,16.3
mdg,2018,16.6
mdg,2019,16.6
mdv,2005,0
mdv,2006,0
mdv,2007,0
mdv,2008,0
mdv,2009,0
mdv,2010,0
mdv,2011,0
mdv,2012,11.3
mdv,2013,13.1
mdv,2014,13.1
mdv,2015,13.1
mdv,2016,13.1
mdv,2017,13.1
mdv,2018,13.1
mdv,2019,13.1
mex,2013,26.4
mex,2014,26.5
mex,2015,27.2
mex,2016,26.4
mex,2017,26.9
mex,2018,27.9
mex,2019,27
mhl,2005,0
mhl,2006,0
mhl,2007,0
mhl,2008,0
mhl,2009,0
mhl,2010,0
mhl,2011,0
mhl,2012,0
mhl,2013,0
mhl,2014,0
mhl,2015,0
mhl,2016,0
mhl,2017,0
mhl,2018,0
mhl,2019,0
mkd,2005,15.3
mkd,2006,15.4
mkd,2007,15.4
mkd,2008,12.7
mkd,2009,10.2
mkd,2010,5.5
mkd,2011,5.6
mkd,2012,5.5
mkd,2013,5.5
mkd,2014,6.4
mkd,2015,11
mkd,2016,11
mkd,2017,11
mkd,2018,11
mkd,2019,11
mli,2005,13.3
mli,2006,13.3
mli,2007,13.3
mli,2008,13.3
mli,2009,13.3
mli,2010,13.3
mli,2011,11.2
mli,2012,11.2
mli,2013,10.1
mli,2014,10.1
mli,2015,10.1
mli,2016,10.1
mli,2017,10.1
mli,2018,10.1
mli,2019,7.5
mlt,2011,30.2
mlt,2012,30.2
mlt,2013,30.3
mlt,2014,30.2
mlt,2015,30.2
mlt,2016,32.4
mlt,2017,32.3
mlt,2018,32.3
mlt,2019,32.3
mmr,2012,33.5
mmr,2013,29.4
mmr,2014,28
mmr,2015,26.9
mmr,2016,26.9
mmr,2017,26.8
mmr,2018,26.8
mmr,2019,26.8
mne,2006,9.6
mne,2007,9.6
mne,2008,9.5
mne,2009,7.5
mne,2010,7.5
mne,2011,8
mne,2012,8.3
mne,2013,8.3
mne,2014,8.3
mne,2015,8.3
mne,2016,8.2
mne,2017,8.2
mne,2018,8.3
mne,2019,8.3
mng,2005,15.3
mng,2006,15.3
mng,2007,15.3
mng,2008,9.2
mng,2009,10
mng,2010,11.5
mng,2011,10.3
mng,2012,10.5
mng,2013,10.5
mng,2014,10.3
mng,2015,10.3
mng,2016,10.3
mng,2017,10.3
mng,2018,10.3
mng,2019,10.2
moz,2005,30.4
moz,2006,30.4
moz,2007,30.4
moz,2008,30.4
moz,2009,30.4
moz,2010,30.4
moz,2011,30.4
moz,2012,30.4
moz,2013,30.8
moz,2014,30.8
moz,2015,30.8
moz,2016,30.8
moz,2017,30.8
moz,2018,30.8
moz,2019,30.8
mrt,2005,0
mrt,2006,0
mrt,2007,0
mrt,2008,0
mrt,2009,0
mrt,2010,0
mrt,2011,0
mrt,2012,0
mrt,2013,0
mrt,2014,0
mrt,2015,0
mrt,2016,0
mrt,2017,0
mrt,2018,0
mrt,2019,0
mus,2005,12.3
mus,2006,12.1
mus,2007,10.3
mus,2008,10.7
mus,2009,10.6
mus,2010,10.5
mus,2011,10.8
mus,2012,9.4
mus,2013,10.1
mus,2014,10.1
mus,2015,10.4
mus,2016,10.4
mus,2017,10.4
mus,2018,10.3
mus,2019,10.3
mwi,2005,30.4
mwi,2006,30.4
mwi,2007,30.1
mwi,2008,29.2
mwi,2009,23.4
mwi,2010,22.9
mwi,2011,23.2
mwi,2012,21.7
mwi,2013,21.3
mwi,2014,20.1
mwi,2015,20.4
mwi,2016,20.4
mwi,2017,20.4
mwi,2018,20.4
mwi,2019,20.4
mys,2005,19.1
mys,2006,19.1
mys,2007,19.1
mys,2008,17.5
mys,2009,16.5
mys,2010,16.9
mys,2011,17.1
mys,2012,17.6
mys,2013,21.7
mys,2014,21.9
mys,2015,22.7
mys,2016,22.7
mys,2017,21.8
mys,2018,21.8
mys,2019,19.6
nam,2005,18.9
nam,2006,18.9
nam,2007,18.9
nam,2008,18
nam,2009,18.2
nam,2010,18.2
nam,2011,17.7
nam,2012,17.7
nam,2013,18
nam,2014,17.5
nam,2015,17.2
nam,2016,16.7
nam,2017,16.7
nam,2018,16.7
nam,2019,16.7
ner,2005,15
ner,2006,15
ner,2007,15
ner,2008,15
ner,2009,20.3
ner,2010,20.3
ner,2011,17.3
ner,2012,17.3
ner,2013,22
ner,2014,21.5
ner,2015,21.2
ner,2016,21.2
ner,2017,21.6
ner,2018,21.6
ner,2019,21.6
nga,2013,21.8
nga,2014,21.8
nga,2015,21.4
nga,2016,20.9
nga,2017,21
nga,2018,21
nga,2019,21
nic,2005,23.7
nic,2006,23.7
nic,2007,23.7
nic,2008,23.5
nic,2009,23.5
nic,2010,25
nic,2011,23.1
nic,2012,21.5
nic,2013,21.5
nic,2014,18.3
nic,2015,18
nic,2016,17.6
nic,2017,17.5
nic,2018,17.3
nic,2019,17.3
nld,2005,29.5
nld,2006,27.2
nld,2007,25.8
nld,2008,22.1
nld,2009,21
nld,2010,21.3
nld,2011,21.2
nld,2012,20.9
nld,2013,20.9
nld,2014,21.1
nld,2015,20.4
nld,2016,20.6
nld,2017,20.5
nld,2018,20.5
nld,2019,20.4
nor,2005,25.2
nor,2006,25.2
nor,2007,25.2
nor,2008,24.8
nor,2009,24.8
nor,2010,24.8
nor,2011,24.8
nor,2012,24.8
nor,2013,24.8
nor,2014,24.5
nor,2015,23.6
nor,2016,23.6
nor,2017,21.8
nor,2018,20.8
nor,2019,20
npl,2005,19.9
npl,2006,19.9
npl,2007,18.8
npl,2008,20.1
npl,2009,18.4
npl,2010,17.6
npl,2011,17.2
npl,2012,17.2
npl,2013,17.6
npl,2014,17.6
npl,2015,17.6
npl,2016,17.6
npl,2017,17.6
npl,2018,16
npl,2019,15
nzl,2005,33.1
nzl,2006,31.9
nzl,2007,32
nzl,2008,32.3
nzl,2009,29.2
nzl,2010,30.2
nzl,2011,29.9
nzl,2012,28.6
nzl,2013,30
nzl,2014,30
nzl,2015,30
nzl,2016,30
nzl,2017,29.9
nzl,2018,29.9
nzl,2019,29.9
omn,2005,9.3
omn,2006,9.2
omn,2007,9.7
omn,2008,9.7
omn,2009,9.7
omn,2010,9.7
omn,2011,10
omn,2012,10
omn,2013,11.1
omn,2014,11
omn,2015,10.9
omn,2016,10.8
omn,2017,10.8
omn,2018,14.4
omn,2019,14.4
pak,2013,18.7
pak,2014,18.7
pak,2015,18.6
pak,2016,18.4
pak,2017,18.3
pak,2018,18.2
pak,2019,17.8
pan,2005,12.4
pan,2006,12.5
pan,2007,12.2
pan,2008,12.6
pan,2009,12.6
pan,2010,12.5
pan,2011,12.5
pan,2012,11.4
pan,2013,12.5
pan,2014,12.4
pan,2015,12.4
pan,2016,12.4
pan,2017,12.4
pan,2018,12.4
pan,2019,12.4
per,2005,24.8
per,2006,24.8
per,2007,24.8
per,2008,25.1
per,2009,25.1
per,2010,23.9
per,2011,23.5
per,2012,23.6
per,2013,23.2
per,2014,23.1
per,2015,23.1
per,2016,21.4
per,2017,21.4
per,2018,22.7
per,2019,22.7
phl,2005,20.1
phl,2006,20.5
phl,2007,22
phl,2008,23.1
phl,2009,23.1
phl,2010,19.8
phl,2011,19.5
phl,2012,19.6
phl,2013,20.5
phl,2014,20.5
phl,2015,20.3
phl,2016,20.3
phl,2017,20.3
phl,2018,20.3
phl,2019,20.2
plw,2005,65.9
plw,2006,65.9
plw,2007,65.9
plw,2008,65.9
plw,2009,65.9
plw,2010,65.9
plw,2011,65.9
plw,2012,65.8
plw,2013,65.8
plw,2014,65.8
plw,2015,65.8
plw,2016,65.8
plw,2017,65.8
plw,2018,65.8
plw,2019,65.8
png,2005,22.3
png,2006,22.3
png,2007,22.3
png,2008,22.3
png,2009,22
png,2010,22
png,2011,22
png,2012,22
png,2013,23.2
png,2014,23.2
png,2015,23.2
png,2016,23.2
png,2017,23.2
png,2018,23.2
png,2019,23.2
pol,2005,14.8
pol,2006,14.8
pol,2007,14.8
pol,2008,16.7
pol,2009,17.4
pol,2010,15.5
pol,2011,15
pol,2012,15
pol,2013,14.7
pol,2014,14.5
pol,2015,14.5
pol,2016,14.5
pol,2017,14.5
pol,2018,14.5
pol,2019,14.5
pri,2005,29.9
pri,2006,29.9
pri,2007,29.9
pri,2008,27.9
pri,2009,27.9
pri,2010,28.9
pri,2011,28.3
pri,2012,15.6
pri,2013,15.9
pri,2014,32.3
pri,2015,27.1
pri,2016,30.8
pri,2017,30.8
pri,2018,30.8
pri,2019,30.8
prt,2005,15.3
prt,2006,15.3
prt,2007,14.9
prt,2008,14.4
prt,2009,14.4
prt,2010,15.1
prt,2011,15.2
prt,2012,14.5
prt,2013,15
prt,2014,15
prt,2015,13.5
prt,2016,12.5
prt,2017,12.5
prt,2018,12.5
prt,2019,12.5
pry,2005,29.2
pry,2006,19.4
pry,2007,9.7
pry,2008,9.6
pry,2009,9.6
pry,2010,9.6
pry,2011,9.6
pry,2012,9.6
pry,2013,9.6
pry,2014,9.6
pry,2015,9.6
pry,2016,9.6
pry,2017,9.6
pry,2018,9.6
pry,2019,9.6
pse,2005,22
pse,2006,17.6
pse,2007,16.5
pse,2008,16.2
pse,2009,16.2
pse,2010,16.2
pse,2011,16.2
pse,2012,16.2
pse,2013,16.2
pse,2014,15
pse,2015,15
pse,2016,15
pse,2017,15
pse,2018,15
pse,2019,15
qat,2007,0
qat,2008,0
qat,2009,0
qat,2010,0
qat,2011,0
qat,2012,0
qat,2013,0
qat,2014,0
qat,2015,0
qat,2016,0
qat,2017,0
qat,2018,0
qat,2019,0
rou,2005,17.2
rou,2006,9.7
rou,2007,10.2
rou,2008,10.2
rou,2009,10.2
rou,2010,10.5
rou,2011,10.6
rou,2012,10.7
rou,2013,10.7
rou,2014,10.7
rou,2015,10.9
rou,2016,12.3
rou,2017,12.3
rou,2018,12.3
rou,2019,15.6
rus,2013,8.5
rus,2014,8.4
rus,2015,8.9
rus,2016,8.8
rus,2017,8.8
rus,2018,7.4
rus,2019,7.4
rwa,2005,28
rwa,2006,28
rwa,2007,24
rwa,2008,23.9
rwa,2009,25.1
rwa,2010,25.1
rwa,2011,25.1
rwa,2012,25.2
rwa,2013,25.8
rwa,2014,25.8
rwa,2015,25.8
rwa,2016,25.8
rwa,2017,25.7
rwa,2018,25.7
rwa,2019,25.7
sau,2005,2.5
sau,2006,2.2
sau,2007,2.2
sau,2008,2.2
sau,2009,2.2
sau,2010,2.2
sau,2011,2.2
sau,2012,2.2
sau,2013,2.2
sau,2014,2.2
sau,2015,2.2
sau,2016,2.2
sau,2017,2.2
sau,2018,2.2
sau,2019,2.2
sdn,2005,27.4
sdn,2006,13.8
sdn,2007,13.8
sdn,2008,13.8
sdn,2009,13.8
sdn,2010,13.8
sdn,2011,13.8
sdn,2012,13.8
sdn,2013,11.5
sdn,2014,11.5
sdn,2015,11.5
sdn,2016,11.5
sdn,2017,11.5
sdn,2018,11.5
sdn,2019,11.5
sen,2005,19.8
sen,2006,15
sen,2007,15
sen,2008,15
sen,2009,15
sen,2010,15
sen,2011,15
sen,2012,15
sen,2013,16.2
sen,2014,16.2
sen,2015,18.4
sen,2016,16.2
sen,2017,16.2
sen,2018,16.2
sen,2019,16.2
sgp,2005,10
sgp,2006,6.2
sgp,2007,6.3
sgp,2008,7.9
sgp,2009,8
sgp,2010,7.1
sgp,2011,6.5
sgp,2012,0
sgp,2013,1.8
sgp,2014,1.6
sgp,2015,1.7
sgp,2016,1.8
sgp,2017,1.5
sgp,2018,1.7
sgp,2019,2.1
slb,2005,14.6
slb,2006,14.6
slb,2007,14.6
slb,2008,14.6
slb,2009,14.6
slb,2010,14.6
slb,2011,14.6
slb,2012,15
slb,2013,23.3
slb,2014,23.3
slb,2015,23.3
slb,2016,23.3
slb,2017,23.3
slb,2018,23.3
slb,2019,23.3
sle,2005,0
sle,2006,0
sle,2007,0
sle,2008,0
sle,2009,0
sle,2010,0
sle,2011,18.2
sle,2012,18.2
sle,2013,18.8
sle,2014,18.8
sle,2015,18.5
sle,2016,18.5
sle,2017,18.5
sle,2018,18.5
sle,2019,18.5
slv,2005,17.2
slv,2006,17.2
slv,2007,17.2
slv,2008,17.2
slv,2009,17.1
slv,2010,17.1
slv,2011,17.1
slv,2012,17.1
slv,2013,20.2
slv,2014,20.2
slv,2015,20.2
slv,2016,16.9
slv,2017,16.9
slv,2018,16.9
slv,2019,16.6
smr,2012,10.3
smr,2013,10.3
smr,2014,10.3
smr,2015,10.2
smr,2016,5.1
smr,2017,5.1
smr,2018,5.1
smr,2019,5
srb,2005,6.8
srb,2006,6.8
srb,2007,6.8
srb,2008,6.8
srb,2009,6.8
srb,2010,8.8
srb,2011,8.8
srb,2012,8.8
srb,2013,8.8
srb,2014,13.2
srb,2015,13
srb,2016,13
srb,2017,13
srb,2018,13
srb,2019,13
ssd,2012,4.7
ssd,2013,7
ssd,2014,6.9
ssd,2015,6.9
ssd,2016,9.2
ssd,2017,9.2
ssd,2018,9.2
ssd,2019,9.2
stp,2005,32.3
stp,2006,32.1
stp,2007,32.1
stp,2008,32.1
stp,2009,32.1
stp,2010,19.5
stp,2011,19.8
stp,2012,19.8
stp,2013,19.8
stp,2014,20
stp,2015,20
stp,2016,19.4
stp,2017,19.4
stp,2018,19.4
stp,2019,19.4
sur,2005,27.9
sur,2006,27.9
sur,2007,27.9
sur,2008,27.9
sur,2009,27.9
sur,2010,27.9
sur,2011,27.9
sur,2012,27.9
sur,2013,27.9
sur,2014,27.9
sur,2015,27.9
sur,2016,27.9
sur,2017,27.9
sur,2018,27.9
sur,2019,27.9
svk,2005,8
svk,2006,7.4
svk,2007,7.4
svk,2008,7.5
svk,2009,8.3
svk,2010,8.1
svk,2011,8.3
svk,2012,7.8
svk,2013,7.9
svk,2014,8.4
svk,2015,9.4
svk,2016,9.5
svk,2017,9.5
svk,2018,9.1
svk,2019,9.1
svn,2005,14.3
svn,2006,14.3
svn,2007,14.5
svn,2008,13.6
svn,2009,15.6
svn,2010,15.3
svn,2011,14.6
svn,2012,14.6
svn,2013,13.1
svn,2014,12.7
svn,2015,12.7
svn,2016,12.7
svn,2017,12.7
svn,2018,12.7
svn,2019,12.7
swe,2005,16.6
swe,2006,16.6
swe,2007,16.8
swe,2008,16.8
swe,2009,16.7
swe,2010,16
swe,2011,16
swe,2012,16
swe,2013,16
swe,2014,13.1
swe,2015,13.1
swe,2016,13.1
swe,2017,13.1
swe,2018,13.1
swe,2019,13.1
swz,2005,28.1
swz,2006,28.1
swz,2007,28.1
swz,2008,28.1
swz,2009,28.1
swz,2010,28.1
swz,2011,27.7
swz,2012,28.1
swz,2013,28.1
swz,2014,28
swz,2015,25.6
swz,2016,25.5
swz,2017,25.4
swz,2018,25.3
swz,2019,25.2
syc,2005,22.4
syc,2006,22.4
syc,2007,22.4
syc,2008,23.6
syc,2009,20.8
syc,2010,18.9
syc,2011,17.9
syc,2012,21.2
syc,2013,23.5
syc,2014,19
syc,2015,18.8
syc,2016,18.8
syc,2017,18.8
syc,2018,18.8
syc,2019,18.8
syr,2005,23.6
syr,2006,23.6
syr,2007,23.6
syr,2008,20.6
syr,2009,20
syr,2010,20
syr,2011,20
syr,2012,20
syr,2013,20
syr,2014,23
syr,2015,23
syr,2016,23
syr,2017,23
syr,2018,23
syr,2019,23
tcd,2005,31.3
tcd,2006,31.3
tcd,2007,31.3
tcd,2008,31.3
tcd,2009,31.3
tcd,2010,31.3
tcd,2011,31.3
tcd,2012,31.3
tcd,2013,31.3
tcd,2014,31.3
tcd,2015,31.3
tcd,2016,31.3
tcd,2017,31.3
tcd,2018,31.3
tcd,2019,31.3
tgo,2005,11
tgo,2006,11
tgo,2007,11
tgo,2008,11
tgo,2009,11.2
tgo,2010,9
tgo,2011,9.5
tgo,2012,9.5
tgo,2013,9.5
tgo,2014,10
tgo,2015,10.7
tgo,2016,10.7
tgo,2017,10.7
tgo,2018,10.3
tgo,2019,10.3
tha,2005,29
tha,2006,28.6
tha,2007,29
tha,2008,28.5
tha,2009,29.5
tha,2010,29.5
tha,2011,29.5
tha,2012,28.6
tha,2013,22.7
tha,2014,19.8
tha,2015,19.6
tha,2016,22.4
tha,2017,22.6
tha,2018,22.2
tha,2019,22.2
tjk,2005,17.7
tjk,2006,17.7
tjk,2007,17.7
tjk,2008,17.7
tjk,2009,17.7
tjk,2010,17.7
tjk,2011,0
tjk,2012,0
tjk,2013,0
tjk,2014,17.7
tjk,2015,17.7
tjk,2016,17.7
tjk,2017,17.7
tjk,2018,17.7
tjk,2019,17.7
tls,2005,30.8
tls,2006,30.8
tls,2007,30.8
tls,2008,32.7
tls,2009,11.2
tls,2010,11.2
tls,2011,11.2
tls,2012,11.2
tls,2013,11.2
tls,2014,11.2
tls,2015,11.2
tls,2016,11.2
tls,2017,11.2
tls,2018,11.2
tls,2019,10.5
ton,2005,26.4
ton,2006,26.4
ton,2007,26.4
ton,2008,26.4
ton,2009,21.6
ton,2010,22.5
ton,2011,22.5
ton,2012,22.5
ton,2013,21.2
ton,2014,21.2
ton,2015,21.2
ton,2016,21.2
ton,2017,21.2
ton,2018,21.2
ton,2019,21.2
tto,2005,25.2
tto,2006,25.2
tto,2007,21
tto,2008,22.2
tto,2009,22.2
tto,2010,21
tto,2011,21
tto,2012,21
tto,2013,22.1
tto,2014,22
tto,2015,21.9
tto,2016,21.8
tto,2017,21.5
tto,2018,25
tto,2019,25.8
tun,2005,14.8
tun,2006,14.8
tun,2007,14.8
tun,2008,12.7
tun,2009,15.7
tun,2010,15.7
tun,2011,15.7
tun,2012,15.7
tun,2013,15.7
tun,2014,15.7
tun,2015,13.1
tun,2016,13.1
tun,2017,17
tun,2018,13.1
tun,2019,13.6
tur,2005,18.5
tur,2006,18
tur,2007,17.5
tur,2008,17.4
tur,2009,17.7
tur,2010,17.7
tur,2011,18.5
tur,2012,18.5
tur,2013,18.6
tur,2014,18.4
tur,2015,18.3
tur,2016,18.3
tur,2017,18.2
tur,2018,18.2
tur,2019,20
tza,2005,20.2
tza,2006,20.2
tza,2007,20.3
tza,2008,20.1
tza,2009,20.2
tza,2010,20.2
tza,2011,20.4
tza,2012,20.4
tza,2013,20.7
tza,2014,20.7
tza,2015,20.8
tza,2016,20.8
tza,2017,20.7
tza,2018,20.8
tza,2019,20.9
uga,2005,23.2
uga,2006,21.5
uga,2007,20.8
uga,2008,23.6
uga,2009,22.1
uga,2010,22.1
uga,2011,22.1
uga,2012,22.1
uga,2013,22.1
uga,2014,22.1
uga,2015,22.1
uga,2016,22.3
uga,2017,22.3
uga,2018,22.3
uga,2019,22.3
ukr,2005,12.3
ukr,2006,12.4
ukr,2007,12.5
ukr,2008,12.3
ukr,2009,12.3
ukr,2010,10.4
ukr,2011,12.2
ukr,2012,11.6
ukr,2013,11.3
ukr,2014,9.5
ukr,2015,9
ukr,2016,8.7
ukr,2017,11.9
ukr,2018,11
ukr,2019,10.2
ury,2005,17.7
ury,2006,17.7
ury,2007,17.7
ury,2008,29.9
ury,2009,23.6
ury,2010,23.6
ury,2011,23.6
ury,2012,23.6
ury,2013,23.6
ury,2014,23.6
ury,2015,23.6
ury,2016,23.6
ury,2017,23.6
ury,2018,23.6
ury,2019,23.6
usa,2013,28.2
usa,2014,28.2
usa,2015,28.1
usa,2016,28.1
usa,2017,27.9
usa,2018,27.9
usa,2019,20.7
uzb,2005,0
uzb,2006,0
uzb,2007,2
uzb,2008,2
uzb,2009,1.9
uzb,2010,1.7
uzb,2011,1.3
uzb,2012,1.1
uzb,2013,2
uzb,2014,12
uzb,2015,11.4
uzb,2016,11.5
uzb,2017,11.5
uzb,2018,12.6
uzb,2019,11.8
vct,2005,37.6
vct,2006,37.6
vct,2007,37.6
vct,2008,35.2
vct,2009,32.5
vct,2010,30.2
vct,2011,30.2
vct,2012,30.2
vct,2013,30.2
vct,2014,30.2
vct,2015,29.8
vct,2016,29.8
vct,2017,29.8
vct,2018,29.8
vct,2019,27.6
ven,2005,14.4
ven,2006,14
ven,2007,12
ven,2008,10.7
ven,2009,9.1
ven,2010,10.7
ven,2011,7.6
ven,2012,6.4
ven,2013,9.8
ven,2014,9.8
ven,2015,9.5
ven,2016,9.9
ven,2017,9.4
ven,2018,9.4
ven,2019,9.4
vnm,2005,20.6
vnm,2006,20.6
vnm,2007,20.6
vnm,2008,20.6
vnm,2009,20.5
vnm,2010,12.4
vnm,2011,17.2
vnm,2012,12.4
vnm,2013,17
vnm,2014,17
vnm,2015,14.4
vnm,2016,14.4
vnm,2017,13.1
vnm,2018,13.2
vnm,2019,13.2
vut,2005,0
vut,2006,0
vut,2007,0
vut,2008,0
vut,2009,0
vut,2010,0
vut,2011,0
vut,2012,0
vut,2013,0
vut,2014,0
vut,2015,0
vut,2016,0
vut,2017,0
vut,2018,0
vut,2019,0
wsm,2005,12.5
wsm,2006,12.5
wsm,2007,12.5
wsm,2008,11.6
wsm,2009,11.6
wsm,2010,11.6
wsm,2011,11.6
wsm,2012,11.6
wsm,2013,11.6
wsm,2014,11.3
wsm,2015,11.3
wsm,2016,11.2
wsm,2017,10.9
wsm,2018,10.9
wsm,2019,10.9
yem,2005,34.9
yem,2006,34.9
yem,2007,34.9
yem,2008,34.9
yem,2009,34.9
yem,2010,34.8
yem,2011,19.9
yem,2012,20.1
yem,2013,13.8
yem,2014,13.8
yem,2015,13.8
yem,2016,13.8
yem,2017,13.8
yem,2018,13.8
yem,2019,13.8
zaf,2005,24.4
zaf,2006,23.7
zaf,2007,24
zaf,2008,24.4
zaf,2009,24.9
zaf,2010,24.8
zaf,2011,24
zaf,2012,23.9
zaf,2013,21.4
zaf,2014,21.7
zaf,2015,21.7
zaf,2016,21.7
zaf,2017,21.7
zaf,2018,21.8
zaf,2019,21.8
zmb,2005,2.2
zmb,2006,2.2
zmb,2007,2.3
zmb,2008,2.3
zmb,2009,2.3
zmb,2010,1.6
zmb,2011,1.6
zmb,2012,2.2
zmb,2013,2.4
zmb,2014,2
zmb,2015,2
zmb,2016,2
zmb,2017,2
zmb,2018,2
zmb,2019,2
zwe,2005,16.3
zwe,2006,16.3
zwe,2007,7.8
zwe,2008,4.8
zwe,2009,22.5
zwe,2010,23.6
zwe,2011,20
zwe,2012,19.8
zwe,2013,19.6
zwe,2014,17.7
zwe,2015,17.6
zwe,2016,17.6
zwe,2017,17.6
zwe,2018,17.6
zwe,2019,17.6
