geo,time,er_ptd_totl_zs
yem,2018,0.6058
yem,2019,0.6058
yem,2020,0.6058
yem,2021,0.6058
zaf,2016,12.98501
zaf,2017,10.26065
zaf,2018,10.26065
zaf,2019,11.80726
zaf,2020,12.4397
zaf,2021,12.4859
zmb,2016,38.04905
zmb,2017,37.87001
zmb,2018,37.87001
zmb,2019,41.2594
zmb,2020,41.2594
zmb,2021,41.2594
zwe,2016,27.21454
zwe,2017,27.21459
zwe,2018,27.21459
zwe,2019,27.21475
zwe,2020,27.21475
zwe,2021,27.21475
