geo,time,nv_mnf_txtl_zs_un
jor,1969,13.39012
jor,1970,13.53257
jor,1971,14.71118
jor,1974,8.64112
jor,1975,11.66422
jor,1976,12.57429
jor,1977,12.76976
jor,1978,12.131
jor,1979,7.18519
jor,1980,6.86082
jor,1981,6.56223
jor,1982,5.99333
jor,1983,5.80659
jor,1984,5.58483
jor,1985,5.82835
jor,1986,4.62538
jor,1987,3.84612
jor,1988,4.17442
jor,1989,5.4137
jor,1990,6.74612
jor,1991,6.96747
jor,1992,5.75546
jor,1993,5.3877
jor,1994,6.64083
jor,1995,6.5271
jor,1996,5.93819
jor,1997,5.66675
jor,1998,6.17359
jor,1999,6.06879
jor,2000,7.16135
jor,2001,7.88154
jor,2002,9.24222
jor,2003,10.69731
jor,2004,12.4172
jor,2005,11.42189
jor,2006,11.00631
jor,2007,9.79613
jor,2008,9.67798
jor,2009,12.08624
jor,2010,11.52509
jor,2011,9.28753
jor,2012,8.3282
jor,2013,5.57463
jor,2014,5.18736
jor,2015,5.10253
jor,2016,7.8276
jor,2017,7.74469
jor,2018,7.74469
jpn,1963,10.85541
jpn,1964,10.06902
jpn,1965,10.07666
jpn,1966,9.8748
jpn,1967,9.21601
jpn,1968,8.655
jpn,1969,8.25293
jpn,1970,8.11884
jpn,1971,8.2573
jpn,1972,8.45066
jpn,1973,8.79116
jpn,1974,7.37067
jpn,1975,7.90223
jpn,1976,8.08955
jpn,1977,7.41218
jpn,1978,7.36323
jpn,1979,7.09326
jpn,1980,6.57341
jpn,1981,6.27272
jpn,1982,6.12339
jpn,1983,5.9307
jpn,1984,5.58334
jpn,1985,5.45839
jpn,1986,5.51958
jpn,1987,5.44054
jpn,1988,5.14673
jpn,1989,4.89699
jpn,1990,4.74435
jpn,1991,4.70417
jpn,1992,4.74126
jpn,1993,4.44513
jpn,1994,4.45084
jpn,1995,4.12812
jpn,1996,3.8735
jpn,1997,3.71251
jpn,1998,3.60031
jpn,1999,3.38697
jpn,2000,3.04061
jpn,2001,2.9011
jpn,2002,2.73826
jpn,2003,2.56415
jpn,2004,2.32127
jpn,2005,2.14959
jpn,2006,1.99593
jpn,2007,1.93226
jpn,2008,1.90255
jpn,2009,2.03486
jpn,2010,1.71307
jpn,2011,1.92127
jpn,2012,1.75573
jpn,2013,1.65386
jpn,2014,1.58518
jpn,2015,1.74378
jpn,2016,1.66792
jpn,2017,1.66792
jpn,2018,1.66792
kaz,2009,1.23599
kaz,2010,1.09762
kaz,2011,0.89503
kaz,2012,1.00587
kaz,2013,0.91957
kaz,2014,0.89749
kaz,2015,0.93783
kaz,2016,0.89831
kaz,2017,0.91878
kaz,2018,0.8505
kaz,2019,0.8505
ken,1963,6.47662
ken,1964,5.98749
ken,1965,6.01137
ken,1966,7.55801
ken,1967,9.00468
ken,1968,11.21396
ken,1969,9.77545
ken,1970,9.33735
ken,1971,10.28834
ken,1972,11.37193
ken,1973,11.11145
ken,1974,9.14876
ken,1975,9.7187
ken,1976,8.25008
ken,1977,8.22415
ken,1978,9.885
ken,1979,10.63514
ken,1980,12.36441
ken,1981,12.81287
ken,1982,11.8083
ken,1983,11.68098
ken,1984,9.8916
ken,1985,10.02062
ken,1986,10.56957
ken,1987,10.64315
ken,1988,10.13767
ken,1989,9.73137
ken,1990,9.572
ken,1991,8.79184
ken,1992,8.5758
ken,1993,8.75332
ken,1994,8.88325
ken,1995,6.99606
ken,1996,7.79874
ken,1997,7.48884
ken,1998,7.52849
ken,1999,8.78691
ken,2000,8.46623
ken,2001,8.31254
ken,2002,7.129
ken,2003,6.93758
ken,2004,5.12369
ken,2005,4.6907
ken,2006,5.17518
ken,2007,4.93215
ken,2008,4.40176
ken,2009,8.91052
ken,2010,16.11221
ken,2011,12.65817
ken,2012,12.98062
ken,2013,13.92522
ken,2014,14.72924
ken,2015,13.75753
ken,2016,15.3584
ken,2017,16.39843
ken,2018,17.51061
ken,2019,16.87082
kgz,1997,2.21967
kgz,1998,2.21967
kgz,1999,2.21967
kgz,2000,2.21967
kgz,2001,2.21967
kgz,2002,2.13925
kgz,2003,1.71156
kgz,2004,2.91356
kgz,2005,5.43328
kgz,2006,12.37498
kgz,2007,9.12937
kgz,2008,8.92322
kgz,2009,7.0948
kgz,2010,4.09853
kgz,2011,4.53921
kgz,2012,7.29577
kgz,2013,7.29817
kgz,2014,3.83938
kgz,2015,3.713
kgz,2016,3.78342
kgz,2017,2.76379
kgz,2018,3.94399
kgz,2019,4.05948
khm,1993,2.64682
khm,1995,22.34816
khm,2000,86.53362
kor,1963,20.19544
kor,1964,18.57484
kor,1965,20.17937
kor,1966,19.35897
kor,1967,23.63915
kor,1968,19.96001
kor,1969,18.74116
kor,1970,17.11991
kor,1971,17.57267
kor,1972,20.63827
kor,1973,21.7984
kor,1974,19.7392
kor,1975,22.5509
kor,1976,22.53687
kor,1977,19.56976
kor,1978,20.02759
kor,1979,19.31697
kor,1980,19.4906
kor,1981,19.79392
kor,1982,17.82293
kor,1983,16.62921
kor,1984,16.64639
kor,1985,16.49699
kor,1986,16.66018
kor,1987,16.42156
kor,1988,15.34538
kor,1989,14.02839
kor,1990,13.81561
kor,1991,13.42318
kor,1992,13.30841
kor,1993,12.78623
kor,1994,11.45787
kor,1995,10.18068
kor,1996,9.51807
kor,1997,8.80014
kor,1998,8.64694
kor,1999,8.4091
kor,2000,8.00312
kor,2001,7.80756
kor,2002,7.05141
kor,2003,6.58434
kor,2004,5.50049
kor,2005,5.292
kor,2006,4.88931
kor,2007,4.3184
kor,2008,4.12908
kor,2009,4.30464
kor,2010,4.28055
kor,2011,3.78542
kor,2012,3.53952
kor,2013,3.56252
kor,2014,3.54048
kor,2015,3.46326
kor,2016,3.43354
kor,2017,3.07979
kor,2018,3.07979
kor,2019,3.07979
kwt,1967,3.58774
kwt,1968,3.88307
kwt,1969,5.54847
kwt,1970,4.26875
kwt,1971,3.53414
kwt,1972,7.82849
kwt,1973,9.78949
kwt,1974,4.80145
kwt,1975,5.15352
kwt,1976,5.15832
kwt,1977,5.24986
kwt,1978,5.41174
kwt,1979,4.365
kwt,1980,5.21662
kwt,1981,5.62771
kwt,1982,7.59859
kwt,1983,6.36364
kwt,1984,8.0687
kwt,1985,6.5501
kwt,1986,5.09191
kwt,1987,5.11143
kwt,1988,4.7678
kwt,1989,3.82236
kwt,1990,3.19765
kwt,1991,10.19856
kwt,1992,7.01277
kwt,1993,6.57162
kwt,1994,4.86775
kwt,1995,4.47765
kwt,1996,3.61012
kwt,1997,3.37855
kwt,1998,4.68302
kwt,1999,3.86174
kwt,2000,4.28053
kwt,2001,5.28466
kwt,2002,5.06051
kwt,2003,3.90417
kwt,2004,3.06007
kwt,2005,2.71733
kwt,2006,2.9981
kwt,2007,2.8191
kwt,2008,2.92939
kwt,2009,3.50772
kwt,2010,3.05342
kwt,2011,2.65664
kwt,2012,2.30759
kwt,2013,2.40861
kwt,2014,2.89985
kwt,2015,3.4022
kwt,2016,3.4876
kwt,2017,2.97147
kwt,2018,2.56102
lao,1999,22.00039
lao,2000,20.32826
lao,2001,20.32826
lao,2002,20.32826
lao,2003,20.32826
lao,2004,20.32826
lao,2005,20.32826
lao,2006,20.32826
lao,2007,20.32826
lao,2008,15.71842
lao,2009,15.71842
lao,2010,15.71842
lao,2011,15.71842
lao,2012,15.71842
lao,2013,15.71842
lao,2014,15.71842
lao,2015,15.71842
lao,2016,15.71842
lao,2017,15.71842
lbn,1998,10.44973
lbn,2007,4.56337
lbn,2008,4.57489
lbn,2009,4.26999
lbn,2010,4.20721
lbn,2011,4.62516
lbn,2012,5.16617
lbn,2013,4.92427
lbn,2014,5.39345
lby,1964,6.41822
lby,1965,11.60059
lby,1966,3.73732
lby,1967,4.14447
lby,1968,4.10297
lby,1969,5.52442
lby,1970,4.54749
lby,1971,4.43906
lby,1972,5.93352
lby,1973,5.43502
lby,1974,5.5637
lby,1975,5.72535
lby,1976,7.67909
lby,1977,7.88364
lby,1978,3.70959
lby,1979,11.91063
lby,1980,10.02521
lca,1991,11.78689
lca,1992,11.38499
lca,1993,10.74879
lca,1994,12.9199
lca,1995,12.54237
lca,1996,10.29412
lca,1997,11.50652
lka,1966,23.27042
lka,1967,22.99723
lka,1968,20.85417
lka,1969,19.93427
lka,1970,18.89947
lka,1971,17.35784
lka,1972,19.72739
lka,1973,20.81555
lka,1974,20.31191
lka,1979,23.86764
lka,1980,13.67572
lka,1981,14.77348
lka,1982,12.03613
lka,1983,13.43745
lka,1987,17.91388
lka,1988,19.90489
lka,1989,23.15998
lka,1990,24.26681
lka,1991,27.11436
lka,1992,32.96043
lka,1993,31.92595
lka,1994,31.41255
lka,1995,29.46546
lka,1996,30.67593
lka,1997,26.78522
lka,1998,30.11266
lka,1999,25.75761
lka,2000,31.28882
lka,2001,33.0149
lka,2006,29.62223
lka,2007,47.64871
lka,2008,31.30718
lka,2009,32.97537
lka,2010,31.9163
lka,2011,32.2266
lka,2012,32.48319
lka,2013,34.74436
lka,2014,34.10729
lka,2015,31.9752
lka,2016,32.8076
lka,2017,31.55045
lka,2018,31.55045
lka,2019,31.55045
lso,1980,7.3469
lso,1981,10.81649
lso,1982,14.57535
lso,1983,11.77307
lso,1984,12.43316
lso,1985,13.55843
ltu,2000,17.99377
ltu,2001,17.52658
ltu,2002,16.63425
ltu,2003,15.08637
ltu,2004,12.41705
ltu,2005,11.13256
ltu,2006,10.87924
ltu,2007,9.2634
ltu,2008,9.10267
ltu,2009,8.83954
ltu,2010,8.21376
ltu,2011,8.45041
ltu,2012,8.68798
ltu,2013,9.2091
ltu,2014,8.59422
ltu,2015,7.17614
ltu,2016,7.65881
ltu,2017,7.47448
ltu,2018,7.16401
ltu,2019,7.44282
lux,1985,3.26004
lux,1986,3.01323
lux,1987,3.30309
lux,1988,3.51139
lux,1989,5.1589
lux,1990,5.89326
lux,1991,6.78805
lux,1992,8.11373
lux,1993,8.85369
lux,1994,9.8606
lux,1995,11.55148
lux,1996,7.51421
lux,1997,8.24995
lux,1998,7.86905
lux,1999,9.82356
lux,2000,8.7122
lux,2001,7.04952
lux,2002,7.36281
lux,2003,8.52685
lux,2004,7.46677
lux,2005,7.10261
lux,2006,7.0677
lux,2007,5.66276
lux,2008,0
lux,2009,0
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,0
lux,2014,0
lux,2015,0
lux,2016,0
lux,2017,0
lux,2018,0
lva,1993,11.94339
lva,1994,10.59453
lva,1995,9.03713
lva,1996,11.49518
lva,1997,10.46639
lva,1998,10.94952
lva,1999,12.26045
lva,2000,11.00742
lva,2001,11.92191
lva,2002,10.01684
lva,2003,9.56693
lva,2004,8.03794
lva,2005,7.98033
lva,2006,7.09604
lva,2007,6.508
lva,2008,6.29475
lva,2009,5.90775
lva,2010,5.63121
lva,2011,5.68564
lva,2012,5.08536
lva,2013,5.2869
lva,2014,5.03031
lva,2015,4.40515
lva,2016,4.65691
lva,2017,4.60193
lva,2018,4.59216
lva,2019,4.75684
mac,1978,84.59433
mac,1979,82.75226
mac,1980,82.03491
mac,1981,76.22699
mac,1982,69.20738
mac,1983,68.01059
mac,1984,67.2265
mac,1985,65.22349
mac,1986,61.20667
mac,1987,67.15037
mac,1988,71.9038
mac,1989,71.52821
mac,1990,71.52524
mac,1991,75.92025
mac,1992,79.34313
mac,1993,75.42852
mac,1994,73.34912
mac,1995,75.38382
mac,1996,77.79545
mac,1997,79.65834
mac,1998,79.77021
mac,1999,80.43395
mac,2000,79.09847
mac,2001,83.42549
mac,2002,79.88359
mac,2003,80.16642
mac,2004,77.0309
mac,2005,69.95092
mac,2006,64.28231
mac,2007,59.30415
mac,2008,52.91524
mac,2009,45.72168
mac,2010,34.56971
mac,2011,25.43621
mac,2012,17.49618
mac,2013,17.13069
mac,2014,11.80181
mac,2015,8.9727
mac,2016,10.24284
mac,2017,7.73543
mar,1976,17.90425
mar,1977,19.42587
mar,1978,19.39976
mar,1979,19.70939
mar,1980,19.88186
mar,1981,21.55771
mar,1982,21.55771
mar,1983,22.61369
mar,1984,22.64066
mar,1985,21.17079
mar,1986,22.39989
mar,1987,22.69775
mar,1988,15.43835
mar,1989,17.01081
mar,1990,17.28488
mar,1991,17.82503
mar,1992,18.32129
mar,1993,19.36332
mar,1994,18.86792
mar,1995,18.40961
mar,1996,17.9555
mar,1997,17.55628
mar,1998,18.38033
mar,1999,17.80094
mar,2000,17.52991
mar,2001,17.99629
mar,2002,17.88827
mar,2003,18.23372
mar,2004,17.68464
mar,2005,14.40168
mar,2006,13.95006
mar,2007,13.4752
mar,2008,12.89875
mar,2009,11.39204
mar,2010,9.74143
mar,2011,9.73456
mar,2012,9.15992
mar,2013,8.57775
mar,2014,8.29314
mar,2015,8.09114
mar,2016,8.24637
mar,2017,8.17916
mar,2018,5.37185
mar,2019,5.37185
mda,1993,9.13162
mda,1994,9.13162
mda,1995,9.13162
mda,1996,9.11474
mda,1997,8.9022
mda,1998,9.11474
mda,1999,9.11474
mda,2000,9.11474
mda,2001,9.1155
mda,2002,10.17586
mda,2003,10.88375
mda,2004,13.46796
mda,2005,13.34134
mda,2006,16.89928
mda,2007,15.29089
mda,2008,14.46914
mda,2009,15.50699
mda,2010,15.04155
mda,2011,15.98234
mda,2012,14.81121
mda,2013,16.22688
mda,2014,11.46567
mda,2015,17.68777
mda,2016,20.10275
mda,2017,16.43172
mda,2018,16.32229
mda,2019,16.30749
mdg,1967,28.20935
mdg,1968,28.64802
mdg,1969,22.89793
mdg,1970,28.37428
mdg,1971,29.91525
mdg,1972,30.71023
mdg,1973,35.69038
mdg,1974,38.4868
mdg,1975,35.76622
mdg,1976,37.9431
mdg,1977,36.64511
mdg,1978,40.26233
mdg,1979,42.6513
mdg,1980,45.99187
mdg,1981,44.87298
mdg,1982,48.64622
mdg,1983,42.53643
mdg,1984,42.47174
mdg,1985,22.18979
mdg,1986,44.14879
mdg,1998,33.0592
mdg,2001,35.26307
mdg,2002,25.60558
mdg,2003,26.39115
mdg,2004,26.46888
mdg,2005,26.96346
mdg,2006,30.17061
mdv,2013,21.10688
mdv,2014,21.10688
mdv,2015,21.10688
mex,1984,6.73845
mex,1985,6.11362
mex,1986,5.79771
mex,1987,5.37389
mex,1988,5.25184
mex,1989,7.98352
mex,1990,4.80004
mex,1991,4.49891
mex,1992,4.08399
mex,1993,3.89734
mex,1994,4.76311
mex,1995,4.17184
mex,1996,4.35682
mex,1997,4.55002
mex,1998,4.38741
mex,1999,4.21369
mex,2000,3.92484
mex,2001,3.52268
mex,2002,3.41671
mex,2003,6.79493
mex,2004,3.53904
mex,2005,3.24334
mex,2006,3.05565
mex,2007,2.92012
mex,2008,2.75643
mex,2009,3.3966
mex,2010,3.38413
mex,2011,3.22855
mex,2012,3.09814
mex,2013,2.93083
mex,2014,2.99539
mex,2015,2.90617
mex,2016,2.84575
mex,2017,2.65952
mex,2018,2.64097
mex,2019,2.64097
mkd,1987,31.02852
mkd,1988,30.09126
mkd,1989,37.5596
mkd,1990,26.40955
mkd,1991,25.44045
mkd,1992,27.97467
mkd,1993,23.05393
mkd,1994,22.03717
mkd,1995,14.67477
mkd,1996,17.77741
mkd,1997,16.8819
mkd,1998,20.50452
mkd,1999,16.34163
mkd,2000,15.33781
mkd,2001,16.69193
mkd,2002,1.44993
mkd,2003,16.34692
mkd,2004,17.16296
mkd,2005,16.33683
mkd,2006,15.89469
mkd,2007,16.98926
mkd,2008,16.94535
mkd,2009,17.11282
mkd,2010,17.50012
mkd,2011,17.28918
mkd,2012,21.074
mkd,2013,22.01656
mkd,2014,21.12213
mkd,2015,18.87427
mkd,2016,19.06206
mkd,2017,19.88614
mkd,2018,19.88612
mkd,2019,19.88612
mlt,1963,12.95264
mlt,1964,18.27421
mlt,1965,20.65892
mlt,1966,25.82691
mlt,1967,22.85968
mlt,1968,24.90195
mlt,1969,24.16168
mlt,1970,22.30249
mlt,1971,26.49795
mlt,1972,27.25554
mlt,1973,28.09701
mlt,1974,32.05387
mlt,1975,37.93583
mlt,1976,40.68095
mlt,1977,38.83548
mlt,1978,39.21893
mlt,1979,37.5177
mlt,1980,38.90543
mlt,1981,35.51588
mlt,1982,33.23307
mlt,1983,31.86645
mlt,1984,31.60513
mlt,1985,30.99342
mlt,1986,29.87055
mlt,1987,26.84759
mlt,1988,22.10002
mlt,1989,22.7332
mlt,1990,21.61963
mlt,1991,20.07006
mlt,1992,19.08484
mlt,1993,19.69436
mlt,1994,17.38554
mlt,1995,13.05229
mlt,1996,14.13279
mlt,1997,11.2455
mlt,1998,10.96276
mlt,1999,11.66108
mlt,2000,10.22086
mlt,2001,11.33046
mlt,2002,12.71934
mlt,2003,9.17218
mlt,2004,7.6507
mlt,2005,10.18559
mlt,2006,5.16678
mlt,2007,4.8392
mlt,2008,4.27846
mlt,2009,0.33128
mlt,2010,2.50793
mlt,2011,4.1314
mlt,2012,2.92029
mlt,2013,2.92122
mlt,2014,2.35725
mlt,2015,1.72491
mlt,2016,0.28926
mlt,2017,0.55914
mlt,2018,0.60984
mlt,2019,0.60984
mmr,2009,38.0584
mmr,2010,7.04009
mmr,2011,7.53964
mmr,2012,-34.09649
mmr,2013,23.66183
mmr,2014,45.92078
mmr,2015,50.76037
mmr,2016,24.40556
mmr,2017,51.66115
mmr,2018,42.03501
mne,2010,2.03328
mne,2011,2.09505
mne,2012,2.1671
mne,2013,1.89663
mne,2014,2.11617
mne,2015,1.93844
mne,2016,1.93844
mne,2017,1.93844
mne,2018,1.93844
mne,2019,1.93844
mng,1990,37.4595
mng,1991,35.27285
mng,1992,42.97504
mng,1993,29.46176
mng,1994,37.63265
mng,1995,61.41446
mng,1996,36.34523
mng,1997,40.65946
mng,1998,32.74748
mng,1999,43.00529
mng,2000,39.62108
mng,2001,39.09349
mng,2002,51.65267
mng,2003,51.76388
mng,2004,39.73684
mng,2005,44.12485
mng,2006,18.75561
mng,2007,16.92717
mng,2008,17.40906
mng,2009,12.47034
mng,2010,12.07114
mng,2011,13.67604
mng,2012,12.09244
mng,2013,16.93206
mng,2014,18.42493
mng,2015,21.93912
mng,2016,16.67613
mng,2017,13.45234
mng,2018,9.44525
mng,2019,9.44332
moz,1967,16.15885
moz,1968,15.33447
moz,1969,14.83152
moz,1970,13.17881
moz,1971,10.7161
moz,1972,12.46383
moz,1973,15.64257
mus,1968,5.34731
mus,1969,5.49655
mus,1970,5.88235
mus,1971,5.42562
mus,1972,6.0853
mus,1973,5.55142
mus,1974,8.59835
mus,1975,13.33842
mus,1976,15.42317
mus,1977,18.15257
mus,1978,19.64453
mus,1979,23.20211
mus,1980,29.80355
mus,1981,32.58736
mus,1982,30.32574
mus,1983,32.46476
mus,1984,38.02053
mus,1985,46.69149
mus,1986,48.65112
mus,1987,48.32489
mus,1988,47.42955
mus,1989,46.05627
mus,1990,45.68938
mus,1991,45.63999
mus,1992,45.37203
mus,1993,45.53476
mus,1994,47.23775
mus,1995,46.15242
mus,1996,48.8027
mus,1997,51.97777
mus,1998,50.88807
mus,1999,53.81959
mus,2000,52.45905
mus,2001,52.27313
mus,2002,49.87796
mus,2003,46.17538
mus,2004,42.50795
mus,2005,37.74937
mus,2006,36.42986
mus,2007,36.32665
mus,2008,31.92734
mus,2009,31.96749
mus,2010,30.92662
mus,2011,35.31312
mus,2012,34.84848
mus,2013,34.65223
mus,2014,34.15222
mus,2015,37.104
mus,2016,35.39135
mus,2017,34.77785
mus,2018,34.77785
mus,2019,34.77785
mwi,1964,9.22871
mwi,1965,9.35002
mwi,1966,12.09291
mwi,1967,13.39598
mwi,1968,16.7498
mwi,1969,14.88583
mwi,1970,16.66501
mwi,1971,20.04078
mwi,1972,19.52805
mwi,1973,16.75848
mwi,1974,16.96931
mwi,1975,14.44921
mwi,1979,15.84528
mwi,1980,12.1687
mwi,1981,14.38169
mwi,1982,19.9879
mwi,1983,14.17288
mwi,1984,13.95487
mwi,1985,16.53711
mwi,1986,17.68707
mwi,1987,13.40961
mwi,1988,18.81383
mwi,1989,19.73595
mwi,1990,10.36214
mwi,1991,10.77596
mwi,1992,24.73563
mwi,1993,30.76274
mwi,1994,7.95455
mwi,1995,11.10164
mwi,1996,7.19472
mwi,1997,8.78334
mwi,1998,7.81748
mwi,1999,5.21724
mwi,2000,5.08119
mwi,2001,5.09566
mwi,2002,5.23838
mwi,2003,7.4301
mwi,2004,4.14191
mwi,2005,3.08339
mwi,2006,4.07284
mwi,2007,5.3996
mwi,2008,3.7287
mwi,2009,5.13936
mwi,2010,1.53766
mwi,2011,1.53766
mwi,2012,1.53766
mys,1968,3.18565
mys,1969,3.30573
mys,1970,3.45016
mys,1971,4.49496
mys,1972,5.29178
mys,1973,6.02711
mys,1974,5.17373
mys,1975,7.20922
mys,1976,7.90723
mys,1977,7.95883
mys,1978,7.71846
mys,1979,7.02982
mys,1980,6.971
mys,1981,7.02393
mys,1982,5.85953
mys,1983,5.22622
mys,1984,5.44678
mys,1985,4.93066
mys,1986,6.24897
mys,1987,6.96779
mys,1988,6.62033
mys,1989,6.265
mys,1990,6.48471
mys,1991,6.35035
mys,1992,5.98023
mys,1993,5.57094
mys,1994,5.38621
mys,1995,5.17432
mys,1996,4.62018
mys,1997,4.88638
mys,1998,4.88638
mys,1999,4.13589
mys,2000,4.05539
mys,2001,3.79917
mys,2002,3.32423
mys,2003,2.83204
mys,2004,2.82942
mys,2005,2.50317
mys,2006,2.34061
mys,2007,1.98721
mys,2008,1.90551
mys,2009,2.2892
mys,2010,1.94549
mys,2011,1.94549
mys,2012,1.5521
mys,2013,1.5521
mys,2014,1.7335
mys,2015,1.94494
mys,2016,1.94494
mys,2017,2.05456
mys,2018,2.05456
mys,2019,2.05456
nam,1994,1.2499
nam,2007,3.9281
nam,2008,5.24607
nam,2009,4.88726
nam,2010,5.49195
nam,2011,4.7143
nam,2012,5.10478
nam,2013,5.68248
nam,2014,5.73032
nam,2015,5.73032
ner,1990,29.21412
ner,1991,21.21377
ner,1992,14.91824
ner,1993,7.93151
ner,1994,1.80924
ner,1995,0.19767
ner,1996,1.06817
ner,1997,3.34803
ner,1998,9.14392
ner,2014,9.60957
ner,2015,12.42285
ner,2016,11.22946
ner,2017,11.22946
ner,2018,11.22946
nga,1963,10.22888
nga,1964,8.37902
nga,1965,12.35381
nga,1966,16.98392
nga,1967,20.2469
nga,1968,21.11413
nga,1969,21.74666
nga,1970,25.56539
nga,1971,20.75458
nga,1972,17.23469
nga,1973,16.4414
nga,1974,19.11946
nga,1975,19.22975
nga,1976,13.23251
nga,1977,16.05229
nga,1978,16.3854
nga,1980,10.65532
nga,1981,13.25281
nga,1982,10.92719
nga,1983,11.37307
nga,1984,17.55511
nga,1985,17.38115
nga,1991,46.06996
nga,1992,52.27522
nga,1993,8.07842
nga,1994,13.87015
nga,1995,12.59068
nga,1996,11.09128
nic,1963,16.93811
nic,1964,18.16471
nic,1965,17.07143
nic,1966,15.61781
nic,1967,15.57652
nic,1968,14.60546
nic,1969,14.59263
nic,1970,13.98992
nic,1971,14.4739
nic,1972,15.83928
nic,1973,13.92844
nic,1974,12.68355
nic,1975,11.28664
nic,1976,11.66295
nic,1977,10.64398
nic,1978,10.00635
nic,1979,9.3713
nic,1980,8.26806
nic,1981,9.71348
nic,1982,10.86932
nic,1983,13.28837
nic,1984,12.28861
nic,1985,12.88067
nld,1963,13.28339
nld,1964,12.63463
nld,1965,11.34721
nld,1966,11.25814
nld,1967,9.88414
nld,1968,9.64099
nld,1969,8.80044
nld,1970,7.52079
nld,1971,7.45928
nld,1972,6.99033
nld,1973,6.19127
nld,1974,5.42704
nld,1975,5.44971
nld,1976,5.17422
nld,1977,5.10934
nld,1978,5.10676
nld,1979,4.81087
nld,1980,4.44552
nld,1981,4.04766
nld,1982,3.97488
nld,1983,3.47447
nld,1984,3.28541
nld,1985,3.29404
nld,1986,3.31016
nld,1987,3.27436
nld,1988,2.95282
nld,1989,2.97093
nld,1990,3.05628
nld,1991,3.03333
nld,1992,2.88263
nld,1993,2.91213
nld,1994,2.91213
nld,1995,2.67759
nld,1996,2.56506
nld,1997,2.4054
nld,1998,2.48298
nld,1999,2.50286
nld,2000,2.32927
nld,2001,2.27945
nld,2002,2.13451
nld,2003,1.97318
nld,2004,1.6679
nld,2005,1.7095
nld,2006,1.50113
nld,2007,1.6961
nld,2008,1.33783
nld,2009,1.56605
nld,2010,1.69
nld,2011,1.78993
nld,2012,1.70748
nld,2013,1.79882
nld,2014,1.77668
nld,2015,1.68773
nld,2016,1.57838
nld,2017,1.68298
nld,2018,1.60545
nld,2019,1.60546
nor,1963,10.43604
nor,1964,9.85671
nor,1965,9.13816
nor,1966,8.91089
nor,1967,8.50174
nor,1968,7.63889
nor,1969,7.00431
nor,1970,6.76157
nor,1971,6.38198
nor,1972,5.85071
nor,1973,5.26862
nor,1974,4.45389
nor,1975,4.2185
nor,1976,4.20938
nor,1977,4.16981
nor,1978,3.97456
nor,1979,3.82243
nor,1980,3.81588
nor,1981,3.69276
nor,1982,3.17117
nor,1983,2.70241
nor,1984,2.54545
nor,1985,2.65596
nor,1986,2.55996
nor,1987,2.3237
nor,1988,2.06712
nor,1989,1.81711
nor,1990,2.04649
nor,1991,2.15761
nor,1992,2.16432
nor,1993,2.06212
nor,1994,2.15859
nor,1995,1.80209
nor,1996,1.95439
nor,1997,1.90989
nor,1998,1.74349
nor,1999,1.53345
nor,2000,1.42136
nor,2001,1.54203
nor,2002,1.44777
nor,2003,1.37766
nor,2004,1.35439
nor,2005,1.34824
nor,2006,1.31696
nor,2007,1.32079
nor,2008,1.31675
nor,2009,1.33997
nor,2010,1.38195
nor,2011,1.43281
nor,2012,1.34688
nor,2013,1.30417
nor,2014,1.28743
nor,2015,1.28121
nor,2016,1.49179
nor,2017,1.53477
nor,2018,1.51221
nor,2019,1.58491
npl,1986,19.59628
npl,1987,23.84402
npl,1988,25.29823
npl,1989,27.58559
npl,1990,31.01618
npl,1991,39.38572
npl,1993,33.92932
npl,1994,43.79412
npl,1996,33.53943
npl,2001,19.26382
npl,2006,12.32101
npl,2008,20.77264
npl,2011,5.40565
npl,2012,5.54417
npl,2013,5.54417
npl,2014,5.54417
npl,2015,5.54417
npl,2016,5.54417
npl,2017,5.54417
npl,2018,5.54417
npl,2019,5.54417
nzl,1963,13.24728
nzl,1964,13.15626
nzl,1965,12.8372
nzl,1966,12.65396
nzl,1967,12.58261
nzl,1968,12.49258
nzl,1969,12.96238
nzl,1970,13.05913
nzl,1971,12.62771
nzl,1972,12.00637
nzl,1973,12.79808
nzl,1974,11.70141
nzl,1975,11.63688
nzl,1976,11.4811
nzl,1977,11.11937
nzl,1978,10.82148
nzl,1979,10.92579
nzl,1980,10.66161
nzl,1981,10.58887
nzl,1982,10.4603
nzl,1983,10.20563
nzl,1984,9.7788
nzl,1985,9.75531
nzl,1986,9.62853
nzl,1987,8.86224
nzl,1988,8.81525
nzl,1989,7.9364
nzl,1990,7.64919
nzl,2003,3.55591
nzl,2004,3.62773
nzl,2005,2.9424
nzl,2006,2.78869
nzl,2007,2.33889
nzl,2008,2.34338
nzl,2009,3.18103
nzl,2010,2.81186
nzl,2011,2.50238
nzl,2012,2.29686
nzl,2013,2.39719
nzl,2014,2.5423
nzl,2015,2.39215
nzl,2016,2.33198
nzl,2017,2.67101
nzl,2018,2.27587
nzl,2019,2.27587
omn,1993,5.29895
omn,1994,10.07247
omn,1995,8.38044
omn,1996,6.44585
omn,1997,9.81157
omn,1998,6.56382
omn,1999,8.02524
omn,2000,4.61263
omn,2001,2.17943
omn,2002,1.80003
omn,2003,1.59043
omn,2004,1.00323
omn,2005,0.71298
omn,2006,0.49541
omn,2007,0.27316
omn,2008,0.29476
omn,2009,0.22503
omn,2010,0.44046
omn,2011,0.45722
omn,2012,0.3251
omn,2013,0.20774
