geo,time,sp_dyn_le00_fe_in
dji,2007,60.189
dji,2008,60.611
dji,2009,61.074
dji,2010,61.611
dji,2011,62.269
dji,2012,63.066
dji,2013,63.994
dji,2014,65.021
dji,2015,66.086
dji,2016,67.109
dji,2017,68.023
dji,2018,68.778
dji,2019,69.357
dji,2020,69.766
dma,1982,73
dma,1987,73.5
dma,1992,76
dma,1997,78
dma,2002,78.8
dnk,1960,74
dnk,1961,74.4
dnk,1962,74.43
dnk,1963,74.48
dnk,1964,74.79
dnk,1965,74.65
dnk,1966,74.79
dnk,1967,75.35
dnk,1968,75.58
dnk,1969,75.7
dnk,1970,75.93
dnk,1971,76.16
dnk,1972,76.21
dnk,1973,76.53
dnk,1974,76.82
dnk,1975,77.01
dnk,1976,76.69
dnk,1977,77.68
dnk,1978,77.42
dnk,1979,77.4
dnk,1980,77.18
dnk,1981,77.36
dnk,1982,77.65
dnk,1983,77.55
dnk,1984,77.62
dnk,1985,77.47
dnk,1986,77.53
dnk,1987,77.79
dnk,1988,77.64
dnk,1989,77.75
dnk,1990,77.73
dnk,1991,77.98
dnk,1992,77.96
dnk,1993,77.77
dnk,1994,78.1
dnk,1995,77.83
dnk,1996,78.26
dnk,1997,78.46
dnk,1998,78.7
dnk,1999,78.8
dnk,2000,79
dnk,2001,79.2
dnk,2002,79.2
dnk,2003,79.5
dnk,2004,79.9
dnk,2005,80.2
dnk,2006,80.4
dnk,2007,80.5
dnk,2008,80.7
dnk,2009,80.8
dnk,2010,81.2
dnk,2011,81.9
dnk,2012,82.1
dnk,2013,82.4
dnk,2014,82.8
dnk,2015,82.7
dnk,2016,82.8
dnk,2017,83.1
dnk,2018,82.9
dnk,2019,83.5
dnk,2020,83.6
dom,1960,53.088
dom,1961,53.799
dom,1962,54.498
dom,1963,55.183
dom,1964,55.855
dom,1965,56.518
dom,1966,57.176
dom,1967,57.829
dom,1968,58.478
dom,1969,59.121
dom,1970,59.753
dom,1971,60.369
dom,1972,60.964
dom,1973,61.533
dom,1974,62.075
dom,1975,62.588
dom,1976,63.071
dom,1977,63.529
dom,1978,63.967
dom,1979,64.391
dom,1980,64.805
dom,1981,65.215
dom,1982,65.626
dom,1983,66.04
dom,1984,66.462
dom,1985,66.894
dom,1986,67.341
dom,1987,67.799
dom,1988,68.262
dom,1989,68.726
dom,1990,69.179
dom,1991,69.612
dom,1992,70.017
dom,1993,70.391
dom,1994,70.734
dom,1995,71.048
dom,1996,71.342
dom,1997,71.625
dom,1998,71.907
dom,1999,72.192
dom,2000,72.483
dom,2001,72.779
dom,2002,73.076
dom,2003,73.372
dom,2004,73.664
dom,2005,73.951
dom,2006,74.229
dom,2007,74.499
dom,2008,74.761
dom,2009,75.015
dom,2010,75.264
dom,2011,75.513
dom,2012,75.764
dom,2013,76.018
dom,2014,76.273
dom,2015,76.525
dom,2016,76.765
dom,2017,76.99
dom,2018,77.196
dom,2019,77.381
dom,2020,77.549
dza,1960,46.865
dza,1961,47.333
dza,1962,47.801
dza,1963,48.265
dza,1964,48.723
dza,1965,49.17
dza,1966,49.597
dza,1967,50.006
dza,1968,50.404
dza,1969,50.8
dza,1970,51.199
dza,1971,51.608
dza,1972,52.041
dza,1973,52.519
dza,1974,53.067
dza,1975,53.729
dza,1976,54.554
dza,1977,55.554
dza,1978,56.716
dza,1979,58.014
dza,1980,59.4
dza,1981,60.814
dza,1982,62.187
dza,1983,63.46
dza,1984,64.596
dza,1985,65.567
dza,1986,66.367
dza,1987,67.031
dza,1988,67.591
dza,1989,68.065
dza,1990,68.471
dza,1991,68.826
dza,1992,69.146
dza,1993,69.452
dza,1994,69.76
dza,1995,70.087
dza,1996,70.441
dza,1997,70.819
dza,1998,71.218
dza,1999,71.638
dza,2000,72.08
dza,2001,72.542
dza,2002,73.015
dza,2003,73.491
dza,2004,73.959
dza,2005,74.409
dza,2006,74.829
dza,2007,75.215
dza,2008,75.563
dza,2009,75.875
dza,2010,76.152
dza,2011,76.403
dza,2012,76.637
dza,2013,76.863
dza,2014,77.085
dza,2015,77.306
dza,2016,77.524
dza,2017,77.735
dza,2018,77.938
dza,2019,78.133
dza,2020,78.321
ecu,1960,54.295
ecu,1961,54.864
ecu,1962,55.418
ecu,1963,55.956
ecu,1964,56.481
ecu,1965,57
ecu,1966,57.519
ecu,1967,58.048
ecu,1968,58.591
ecu,1969,59.149
ecu,1970,59.722
ecu,1971,60.303
ecu,1972,60.886
ecu,1973,61.465
ecu,1974,62.038
ecu,1975,62.606
ecu,1976,63.169
ecu,1977,63.731
ecu,1978,64.295
ecu,1979,64.864
ecu,1980,65.44
ecu,1981,66.026
ecu,1982,66.621
ecu,1983,67.224
ecu,1984,67.831
ecu,1985,68.438
ecu,1986,69.04
ecu,1987,69.632
ecu,1988,70.209
ecu,1989,70.768
ecu,1990,71.304
ecu,1991,71.817
ecu,1992,72.308
ecu,1993,72.78
ecu,1994,73.233
ecu,1995,73.672
ecu,1996,74.098
ecu,1997,74.516
ecu,1998,74.923
ecu,1999,75.318
ecu,2000,75.696
ecu,2001,76.048
ecu,2002,76.37
ecu,2003,76.658
ecu,2004,76.914
ecu,2005,77.14
ecu,2006,77.339
ecu,2007,77.521
ecu,2008,77.694
ecu,2009,77.863
ecu,2010,78.036
ecu,2011,78.217
ecu,2012,78.407
ecu,2013,78.604
ecu,2014,78.81
ecu,2015,79.021
ecu,2016,79.233
ecu,2017,79.442
ecu,2018,79.645
ecu,2019,79.838
ecu,2020,80.023
egy,1960,49.265
egy,1961,49.901
egy,1962,50.492
egy,1963,51.053
egy,1964,51.592
egy,1965,52.1
egy,1966,52.559
egy,1967,52.959
egy,1968,53.304
egy,1969,53.615
egy,1970,53.929
egy,1971,54.293
egy,1972,54.741
egy,1973,55.291
egy,1974,55.945
egy,1975,56.688
egy,1976,57.486
egy,1977,58.295
egy,1978,59.081
egy,1979,59.831
egy,1980,60.549
egy,1981,61.251
egy,1982,61.96
egy,1983,62.689
egy,1984,63.43
egy,1985,64.162
egy,1986,64.857
egy,1987,65.491
egy,1988,66.053
egy,1989,66.544
egy,1990,66.982
egy,1991,67.398
egy,1992,67.821
egy,1993,68.27
egy,1994,68.744
egy,1995,69.231
egy,1996,69.706
egy,1997,70.139
egy,1998,70.51
egy,1999,70.814
egy,2000,71.053
egy,2001,71.239
egy,2002,71.394
egy,2003,71.537
egy,2004,71.679
egy,2005,71.825
egy,2006,71.978
egy,2007,72.134
egy,2008,72.29
egy,2009,72.449
egy,2010,72.613
egy,2011,72.787
egy,2012,72.97
egy,2013,73.161
egy,2014,73.36
egy,2015,73.563
egy,2016,73.766
egy,2017,73.967
egy,2018,74.162
egy,2019,74.35
egy,2020,74.53
eri,1960,39.907
eri,1961,40.585
eri,1962,41.219
eri,1963,41.796
eri,1964,42.31
eri,1965,42.768
eri,1966,43.186
eri,1967,43.587
eri,1968,43.99
eri,1969,44.402
eri,1970,44.823
eri,1971,45.247
eri,1972,45.664
eri,1973,46.063
eri,1974,46.442
eri,1975,46.799
eri,1976,47.137
eri,1977,47.458
eri,1978,47.765
eri,1979,48.061
eri,1980,48.342
eri,1981,48.603
eri,1982,48.845
eri,1983,49.072
eri,1984,49.296
eri,1985,49.53
eri,1986,49.79
eri,1987,50.088
eri,1988,50.433
eri,1989,50.832
eri,1990,51.286
eri,1991,51.794
eri,1992,52.344
eri,1993,52.923
eri,1994,53.524
eri,1995,54.135
eri,1996,54.748
eri,1997,55.359
eri,1998,55.968
eri,1999,56.576
eri,2000,57.195
eri,2001,57.842
eri,2002,58.526
eri,2003,59.252
eri,2004,60.01
eri,2005,60.786
eri,2006,61.558
eri,2007,62.304
eri,2008,63.008
eri,2009,63.661
eri,2010,64.262
eri,2011,64.82
eri,2012,65.348
eri,2013,65.858
eri,2014,66.355
eri,2015,66.838
eri,2016,67.303
eri,2017,67.745
eri,2018,68.162
eri,2019,68.555
eri,2020,68.924
esp,1960,71.66
esp,1961,71.98
esp,1962,72.08
esp,1963,72.36
esp,1964,73.14
esp,1965,73.57
esp,1966,73.78
esp,1967,74.07
esp,1968,74.36
esp,1969,73.89
esp,1970,74.87
esp,1971,74.56
esp,1972,75.63
esp,1973,75.52
esp,1974,75.92
esp,1975,76.31
esp,1976,76.68
esp,1977,77.2
esp,1978,77.42
esp,1979,78.02
esp,1980,78.53
esp,1981,78.74
esp,1982,79.32
esp,1983,79.1
esp,1984,79.64
esp,1985,79.64
esp,1986,79.85
esp,1987,80.17
esp,1988,80.23
esp,1989,80.44
esp,1990,80.51
esp,1991,80.7
esp,1992,81.19
esp,1993,81.26
esp,1994,81.62
esp,1995,81.73
esp,1996,81.88
esp,1997,82.21
esp,1998,82.2
esp,1999,82.2
esp,2000,82.5
esp,2001,82.8
esp,2002,83
esp,2003,83
esp,2004,83.2
esp,2005,83.5
esp,2006,84.1
esp,2007,84.1
esp,2008,84.3
esp,2009,84.6
esp,2010,84.7
esp,2011,85.6
esp,2012,85.5
esp,2013,86.1
esp,2014,86.2
esp,2015,85.7
esp,2016,86.3
esp,2017,86.1
esp,2018,86.3
esp,2019,86.7
esp,2020,85.1
est,1960,72.023
est,1961,72.485
est,1962,72.877
est,1963,73.209
est,1964,73.492
est,1965,73.733
est,1966,73.936
est,1967,74.102
est,1968,74.233
est,1969,74.334
est,1970,74.406
est,1971,74.448
est,1972,74.46
est,1973,74.446
est,1974,74.411
est,1975,74.363
est,1976,74.308
est,1977,74.252
est,1978,74.202
est,1979,74.164
est,1980,74.15
est,1981,74.1
est,1982,74.3
est,1983,74.6
est,1984,74.4
est,1985,74.4
est,1986,74.9
est,1987,75.1
est,1988,75
est,1989,74.7
est,1990,74.7
est,1991,74.7
est,1992,74.6
est,1993,73.8
est,1994,72.8
est,1995,74.1
est,1996,75.4
est,1997,75.7
est,1998,75.3
est,1999,75.8
est,2000,76
est,2001,76.2
est,2002,77
est,2003,76.9
est,2004,77.8
est,2005,78.1
est,2006,78.3
est,2007,78.5
est,2008,79.2
est,2009,80.1
est,2010,80.5
est,2011,81.3
est,2012,81.5
est,2013,81.7
est,2014,81.9
est,2015,82.2
est,2016,82.2
est,2017,82.6
est,2018,82.7
est,2019,83
est,2020,82.7
eth,1960,39.909
eth,1961,40.596
eth,1962,41.246
eth,1963,41.84
eth,1964,42.37
eth,1965,42.832
eth,1966,43.232
eth,1967,43.588
eth,1968,43.912
eth,1969,44.212
eth,1970,44.492
eth,1971,44.758
eth,1972,45.008
eth,1973,45.236
eth,1974,45.437
eth,1975,45.587
eth,1976,45.657
eth,1977,45.64
eth,1978,45.546
eth,1979,45.401
eth,1980,45.256
eth,1981,45.175
eth,1982,45.204
eth,1983,45.373
eth,1984,45.687
eth,1985,46.125
eth,1986,46.648
eth,1987,47.194
eth,1988,47.72
eth,1989,48.207
eth,1990,48.651
eth,1991,49.065
eth,1992,49.478
eth,1993,49.913
eth,1994,50.376
eth,1995,50.858
eth,1996,51.345
eth,1997,51.828
eth,1998,52.311
eth,1999,52.806
eth,2000,53.348
eth,2001,53.976
eth,2002,54.717
eth,2003,55.58
eth,2004,56.559
eth,2005,57.639
eth,2006,58.796
eth,2007,59.983
eth,2008,61.155
eth,2009,62.277
eth,2010,63.315
eth,2011,64.244
eth,2012,65.065
eth,2013,65.783
eth,2014,66.399
eth,2015,66.926
eth,2016,67.378
eth,2017,67.784
eth,2018,68.165
eth,2019,68.536
eth,2020,68.905
fin,1960,72.4
fin,1961,72.24
fin,1962,72.24
fin,1963,72.68
fin,1964,72.96
fin,1965,72.85
fin,1966,73.17
fin,1967,73.59
fin,1968,73.55
fin,1969,73.56
fin,1970,74.4
fin,1971,74.32
fin,1972,75.02
fin,1973,75.69
fin,1974,75.55
fin,1975,76.14
fin,1976,76.31
fin,1977,76.96
fin,1978,77.43
fin,1979,77.55
fin,1980,77.85
fin,1981,78.09
fin,1982,78.58
fin,1983,78.36
fin,1984,78.76
fin,1985,78.51
fin,1986,78.76
fin,1987,78.71
fin,1988,78.69
fin,1989,78.9
fin,1990,78.88
fin,1991,79.32
fin,1992,79.43
fin,1993,79.48
fin,1994,80.15
fin,1995,80.21
fin,1996,80.54
fin,1997,80.51
fin,1998,80.84
fin,1999,81.02
fin,2000,81
fin,2001,81.5
fin,2002,81.5
fin,2003,81.8
fin,2004,82.3
fin,2005,82.3
fin,2006,82.8
fin,2007,82.9
fin,2008,83
fin,2009,83.1
fin,2010,83.2
fin,2011,83.8
fin,2012,83.7
fin,2013,84.1
fin,2014,84.1
fin,2015,84.4
fin,2016,84.4
fin,2017,84.5
fin,2018,84.5
fin,2019,84.8
fin,2020,85
fji,1960,62.369
fji,1961,62.859
fji,1962,63.283
fji,1963,63.646
fji,1964,63.957
fji,1965,64.216
fji,1966,64.424
fji,1967,64.585
fji,1968,64.708
fji,1969,64.804
fji,1970,64.887
fji,1971,64.97
fji,1972,65.062
fji,1973,65.169
fji,1974,65.298
fji,1975,65.451
fji,1976,65.626
fji,1977,65.815
fji,1978,66.009
fji,1979,66.206
fji,1980,66.405
fji,1981,66.61
fji,1982,66.819
fji,1983,67.028
fji,1984,67.228
fji,1985,67.403
fji,1986,67.535
fji,1987,67.616
fji,1988,67.643
fji,1989,67.619
fji,1990,67.551
fji,1991,67.451
fji,1992,67.338
fji,1993,67.232
fji,1994,67.147
fji,1995,67.098
fji,1996,67.097
fji,1997,67.141
fji,1998,67.226
fji,1999,67.343
fji,2000,67.48
fji,2001,67.616
fji,2002,67.736
fji,2003,67.83
fji,2004,67.895
fji,2005,67.938
fji,2006,67.972
fji,2007,68.013
fji,2008,68.073
fji,2009,68.157
fji,2010,68.262
fji,2011,68.378
fji,2012,68.496
fji,2013,68.609
fji,2014,68.715
fji,2015,68.818
fji,2016,68.925
fji,2017,69.043
fji,2018,69.178
fji,2019,69.331
fji,2020,69.498
fra,1960,73.3
fra,1961,73.6
fra,1962,73.9
fra,1963,74.1
fra,1964,74.3
fra,1965,74.5
fra,1966,74.7
fra,1967,74.9
fra,1968,75.1
fra,1969,75.3
fra,1970,75.5
fra,1971,75.8
fra,1972,76
fra,1973,76.3
fra,1974,76.6
fra,1975,76.9
fra,1976,77.2
fra,1977,77.5
fra,1978,77.7
fra,1979,78
fra,1980,78.2
fra,1981,78.5
fra,1982,78.7
fra,1983,79
fra,1984,79.2
fra,1985,79.5
fra,1986,79.8
fra,1987,80
fra,1988,80.3
fra,1989,80.6
fra,1990,80.8
fra,1991,81.1
fra,1992,81.3
fra,1993,81.5
fra,1994,81.9
fra,1995,81.9
fra,1996,82
fra,1997,82.3
fra,1998,82.6
fra,1999,82.7
fra,2000,83
fra,2001,83
fra,2002,83
fra,2003,82.7
fra,2004,83.8
fra,2005,83.8
fra,2006,84.5
fra,2007,84.8
fra,2008,84.8
fra,2009,85
fra,2010,85.3
fra,2011,85.7
fra,2012,85.4
fra,2013,85.6
fra,2014,86.1
fra,2015,85.6
fra,2016,85.8
fra,2017,85.7
fra,2018,85.8
fra,2019,85.9
fra,2020,85.3
fro,1973,76.7
fro,1978,78.7
fro,1986,78.8
fro,1987,79
fro,1988,79.3
fro,1989,79.5
fro,1990,79.7
fro,1991,80
fro,1992,80.2
fro,1993,80.5
fro,1994,80.7
fro,1995,80.9
fro,1996,81
fro,1997,81.1
fro,1998,81.1
fro,1999,81.1
fro,2000,81.1
fro,2001,81.1
fro,2002,81.2
fro,2003,81.3
fro,2004,81.5
fro,2005,81.8
fro,2006,82.2
fro,2007,82.6
fro,2008,82.8
fro,2009,83.1
fro,2010,83.3
fro,2011,83.5
fro,2012,83.7
fro,2013,83.9
fro,2014,84
fro,2015,84.2
fro,2016,84.5
fro,2017,84.7
fro,2018,84.9
fro,2019,85.2
fro,2020,85.5
fsm,1960,56.594
fsm,1961,57.019
fsm,1962,57.442
fsm,1963,57.862
fsm,1964,58.278
fsm,1965,58.69
fsm,1966,59.099
fsm,1967,59.508
fsm,1968,59.916
fsm,1969,60.322
fsm,1970,60.728
fsm,1971,61.134
fsm,1972,61.538
fsm,1973,61.936
fsm,1974,62.322
fsm,1975,62.688
fsm,1976,63.027
fsm,1977,63.334
fsm,1978,63.604
fsm,1979,63.838
fsm,1980,64.034
fsm,1981,64.193
fsm,1982,64.323
fsm,1983,64.431
fsm,1984,64.524
fsm,1985,64.611
fsm,1986,64.697
fsm,1987,64.787
fsm,1988,64.883
fsm,1989,64.987
fsm,1990,65.096
fsm,1991,65.205
fsm,1992,65.309
fsm,1993,65.405
fsm,1994,65.495
fsm,1995,65.582
fsm,1996,65.672
fsm,1997,65.772
fsm,1998,65.886
fsm,1999,66.017
fsm,2000,66.168
fsm,2001,66.338
fsm,2002,66.524
fsm,2003,66.721
fsm,2004,66.926
fsm,2005,67.136
fsm,2006,67.346
fsm,2007,67.556
fsm,2008,67.761
fsm,2009,67.959
fsm,2010,68.15
fsm,2011,68.332
fsm,2012,68.507
fsm,2013,68.678
fsm,2014,68.843
fsm,2015,69.003
fsm,2016,69.158
fsm,2017,69.308
fsm,2018,69.454
fsm,2019,69.596
fsm,2020,69.735
gab,1960,41.188
gab,1961,41.579
gab,1962,42.06
gab,1963,42.65
gab,1964,43.352
gab,1965,44.155
gab,1966,45.032
gab,1967,45.944
gab,1968,46.855
gab,1969,47.749
gab,1970,48.613
gab,1971,49.449
gab,1972,50.267
gab,1973,51.08
gab,1974,51.887
gab,1975,52.69
gab,1976,53.493
gab,1977,54.296
gab,1978,55.098
gab,1979,55.895
gab,1980,56.693
gab,1981,57.498
gab,1982,58.306
gab,1983,59.1
gab,1984,59.862
gab,1985,60.561
gab,1986,61.163
gab,1987,61.648
gab,1988,62
gab,1989,62.214
gab,1990,62.291
gab,1991,62.241
gab,1992,62.093
gab,1993,61.875
gab,1994,61.608
gab,1995,61.299
gab,1996,60.944
gab,1997,60.55
gab,1998,60.136
gab,1999,59.734
gab,2000,59.386
gab,2001,59.133
gab,2002,59.004
gab,2003,59.016
gab,2004,59.182
gab,2005,59.507
gab,2006,59.984
gab,2007,60.581
gab,2008,61.26
gab,2009,61.998
gab,2010,62.774
gab,2011,63.577
gab,2012,64.395
gab,2013,65.208
gab,2014,65.991
gab,2015,66.713
gab,2016,67.346
gab,2017,67.883
gab,2018,68.323
gab,2019,68.669
gab,2020,68.931
gbm,1994,79.5
gbm,2002,81.5
gbr,1960,74.2
gbr,1961,73.9
gbr,1962,74
gbr,1963,73.9
gbr,1964,74.8
gbr,1965,74.8
gbr,1966,74.8
gbr,1967,75.3
gbr,1968,74.9
gbr,1969,75
gbr,1970,75.2
gbr,1971,75.5
gbr,1972,75.3
gbr,1973,75.5
gbr,1974,75.7
gbr,1975,75.9
gbr,1976,75.9
gbr,1977,76.4
gbr,1978,76.3
gbr,1979,76.4
gbr,1980,76.8
gbr,1981,77.1
gbr,1982,77.2
gbr,1983,77.4
gbr,1984,77.8
gbr,1985,77.6
gbr,1986,77.9
gbr,1987,78.2
gbr,1988,78.3
gbr,1989,78.4
gbr,1990,78.8
gbr,1991,78.9
gbr,1992,79.2
gbr,1993,79.1
gbr,1994,79.6
gbr,1995,79.5
gbr,1996,79.7
gbr,1997,79.9
gbr,1998,79.7
gbr,1999,79.9
gbr,2000,80.2
gbr,2001,80.4
gbr,2002,80.5
gbr,2003,80.7
gbr,2004,81
gbr,2005,81.2
gbr,2006,81.4
gbr,2007,81.6
gbr,2008,81.7
gbr,2009,82.1
gbr,2010,82.4
gbr,2011,83
gbr,2012,82.8
gbr,2013,82.9
gbr,2014,83.2
gbr,2015,82.8
gbr,2016,83
gbr,2017,83.1
gbr,2018,83.1
gbr,2019,83.1
gbr,2020,82.9
geo,1960,67.365
geo,1961,67.765
geo,1962,68.168
geo,1963,68.573
geo,1964,68.977
geo,1965,69.373
geo,1966,69.756
geo,1967,70.12
geo,1968,70.464
geo,1969,70.788
geo,1970,71.098
geo,1971,71.406
geo,1972,71.718
geo,1973,72.033
geo,1974,72.346
geo,1975,72.639
geo,1976,72.888
geo,1977,73.078
geo,1978,73.204
geo,1979,73.271
geo,1980,73.299
geo,1981,73.317
geo,1982,73.351
geo,1983,73.419
geo,1984,73.523
geo,1985,73.655
geo,1986,73.794
geo,1987,73.915
geo,1988,73.996
geo,1989,74.032
geo,1990,74.018
geo,1991,73.956
geo,1992,73.862
geo,1993,73.753
geo,1994,73.642
geo,1995,73.545
geo,1996,73.474
geo,1997,73.439
geo,1998,73.444
geo,1999,73.495
geo,2000,73.595
geo,2001,73.742
geo,2002,73.926
geo,2003,74.137
geo,2004,74.37
geo,2005,74.622
geo,2006,74.889
geo,2007,75.17
geo,2008,75.46
geo,2009,75.754
geo,2010,76.048
geo,2011,76.338
geo,2012,76.623
geo,2013,76.898
geo,2014,77.16
geo,2015,77.402
geo,2016,77.621
geo,2017,77.816
geo,2018,77.989
geo,2019,78.14
geo,2020,78.273
gha,1960,46.148
gha,1961,46.615
gha,1962,47.059
gha,1963,47.48
gha,1964,47.879
gha,1965,48.264
gha,1966,48.646
gha,1967,49.033
gha,1968,49.432
gha,1969,49.843
gha,1970,50.26
gha,1971,50.674
gha,1972,51.076
gha,1973,51.455
gha,1974,51.811
gha,1975,52.139
gha,1976,52.44
gha,1977,52.719
gha,1978,52.987
gha,1979,53.251
gha,1980,53.52
gha,1981,53.804
gha,1982,54.11
gha,1983,54.442
gha,1984,54.805
gha,1985,55.214
gha,1986,55.687
gha,1987,56.216
gha,1988,56.78
gha,1989,57.353
gha,1990,57.88
gha,1991,58.301
gha,1992,58.58
gha,1993,58.701
gha,1994,58.673
gha,1995,58.522
gha,1996,58.292
gha,1997,58.05
gha,1998,57.856
gha,1999,57.749
gha,2000,57.764
gha,2001,57.925
gha,2002,58.212
gha,2003,58.601
gha,2004,59.074
gha,2005,59.601
gha,2006,60.144
gha,2007,60.671
gha,2008,61.156
gha,2009,61.586
gha,2010,61.966
gha,2011,62.31
gha,2012,62.648
gha,2013,62.999
gha,2014,63.366
gha,2015,63.747
gha,2016,64.13
gha,2017,64.503
gha,2018,64.852
gha,2019,65.177
gha,2020,65.477
gin,1960,36.067
gin,1961,36.252
gin,1962,36.42
gin,1963,36.573
gin,1964,36.718
gin,1965,36.861
gin,1966,37.011
gin,1967,37.175
gin,1968,37.363
gin,1969,37.583
gin,1970,37.841
gin,1971,38.141
gin,1972,38.481
gin,1973,38.859
gin,1974,39.277
gin,1975,39.732
gin,1976,40.218
gin,1977,40.733
gin,1978,41.278
gin,1979,41.857
gin,1980,42.486
gin,1981,43.186
gin,1982,43.963
gin,1983,44.814
gin,1984,45.72
gin,1985,46.663
gin,1986,47.618
gin,1987,48.552
gin,1988,49.429
gin,1989,50.22
gin,1990,50.891
gin,1991,51.416
gin,1992,51.798
gin,1993,52.047
gin,1994,52.172
gin,1995,52.171
gin,1996,52.046
gin,1997,51.829
gin,1998,51.571
gin,1999,51.326
gin,2000,51.182
gin,2001,51.229
gin,2002,51.506
gin,2003,52.02
gin,2004,52.753
gin,2005,53.643
gin,2006,54.597
gin,2007,55.513
gin,2008,56.317
gin,2009,56.98
gin,2010,57.514
gin,2011,57.963
gin,2012,58.402
gin,2013,58.883
gin,2014,59.417
gin,2015,59.993
gin,2016,60.585
gin,2017,61.153
gin,2018,61.666
gin,2019,62.117
gin,2020,62.507
gmb,1960,33.293
gmb,1961,33.58
gmb,1962,33.917
gmb,1963,34.318
gmb,1964,34.792
gmb,1965,35.345
gmb,1966,35.982
gmb,1967,36.692
gmb,1968,37.461
gmb,1969,38.277
gmb,1970,39.128
gmb,1971,40.001
gmb,1972,40.884
gmb,1973,41.766
gmb,1974,42.639
gmb,1975,43.497
gmb,1976,44.344
gmb,1977,45.183
gmb,1978,46.018
gmb,1979,46.843
gmb,1980,47.655
gmb,1981,48.453
gmb,1982,49.231
gmb,1983,49.979
gmb,1984,50.69
gmb,1985,51.345
gmb,1986,51.926
gmb,1987,52.43
gmb,1988,52.858
gmb,1989,53.221
gmb,1990,53.538
gmb,1991,53.832
gmb,1992,54.128
gmb,1993,54.446
gmb,1994,54.794
gmb,1995,55.173
gmb,1996,55.575
gmb,1997,55.982
gmb,1998,56.382
gmb,1999,56.771
gmb,2000,57.153
gmb,2001,57.536
gmb,2002,57.927
gmb,2003,58.328
gmb,2004,58.738
gmb,2005,59.15
gmb,2006,59.554
gmb,2007,59.942
gmb,2008,60.306
gmb,2009,60.645
gmb,2010,60.957
gmb,2011,61.242
gmb,2012,61.508
gmb,2013,61.764
gmb,2014,62.017
gmb,2015,62.275
gmb,2016,62.548
gmb,2017,62.84
gmb,2018,63.151
gmb,2019,63.481
gmb,2020,63.827
gnb,1960,39.344
gnb,1961,39.64
gnb,1962,39.952
gnb,1963,40.281
gnb,1964,40.625
gnb,1965,40.98
gnb,1966,41.335
gnb,1967,41.682
gnb,1968,42.018
gnb,1969,42.343
gnb,1970,42.659
gnb,1971,42.974
gnb,1972,43.298
gnb,1973,43.636
gnb,1974,43.992
gnb,1975,44.369
gnb,1976,44.767
gnb,1977,45.182
gnb,1978,45.606
gnb,1979,46.035
gnb,1980,46.459
gnb,1981,46.869
gnb,1982,47.26
gnb,1983,47.629
gnb,1984,47.978
gnb,1985,48.312
gnb,1986,48.639
gnb,1987,48.968
gnb,1988,49.307
gnb,1989,49.655
gnb,1990,50.013
gnb,1991,50.373
gnb,1992,50.729
gnb,1993,51.074
gnb,1994,51.406
gnb,1995,51.72
gnb,1996,52.017
gnb,1997,52.298
gnb,1998,52.568
gnb,1999,52.834
gnb,2000,53.098
gnb,2001,53.366
gnb,2002,53.642
gnb,2003,53.934
gnb,2004,54.246
gnb,2005,54.592
gnb,2006,54.982
gnb,2007,55.416
gnb,2008,55.889
gnb,2009,56.391
gnb,2010,56.904
gnb,2011,57.405
gnb,2012,57.876
gnb,2013,58.304
gnb,2014,58.686
gnb,2015,59.024
gnb,2016,59.329
gnb,2017,59.62
gnb,2018,59.913
gnb,2019,60.213
gnb,2020,60.524
gnq,1960,37.962
gnq,1961,38.303
gnq,1962,38.643
gnq,1963,38.981
gnq,1964,39.319
gnq,1965,39.655
gnq,1966,39.99
gnq,1967,40.323
gnq,1968,40.655
gnq,1969,40.986
gnq,1970,41.31
gnq,1971,41.618
gnq,1972,41.912
gnq,1973,42.198
gnq,1974,42.491
gnq,1975,42.82
gnq,1976,43.22
gnq,1977,43.708
gnq,1978,44.286
gnq,1979,44.942
gnq,1980,45.64
gnq,1981,46.335
gnq,1982,46.983
gnq,1983,47.554
gnq,1984,48.037
gnq,1985,48.442
gnq,1986,48.792
gnq,1987,49.128
gnq,1988,49.481
gnq,1989,49.865
gnq,1990,50.287
gnq,1991,50.747
gnq,1992,51.231
gnq,1993,51.721
gnq,1994,52.208
gnq,1995,52.683
gnq,1996,53.136
gnq,1997,53.561
gnq,1998,53.953
gnq,1999,54.307
gnq,2000,54.618
gnq,2001,54.879
gnq,2002,55.098
gnq,2003,55.285
gnq,2004,55.452
gnq,2005,55.615
gnq,2006,55.795
gnq,2007,56.003
gnq,2008,56.248
gnq,2009,56.533
gnq,2010,56.855
gnq,2011,57.203
gnq,2012,57.562
gnq,2013,57.919
gnq,2014,58.266
gnq,2015,58.603
gnq,2016,58.932
gnq,2017,59.259
gnq,2018,59.587
gnq,2019,59.918
gnq,2020,60.25
grc,1960,70.541
grc,1961,70.937
grc,1962,71.296
grc,1963,71.613
grc,1964,71.889
grc,1965,72.137
grc,1966,72.38
grc,1967,72.637
grc,1968,72.925
grc,1969,73.244
grc,1970,73.586
grc,1971,73.933
grc,1972,74.265
grc,1973,74.572
grc,1974,74.852
grc,1975,75.12
grc,1976,75.394
grc,1977,75.695
grc,1978,76.031
grc,1979,76.401
grc,1980,76.791
grc,1981,77.183
grc,1982,77.555
grc,1983,77.89
grc,1984,78.184
grc,1985,78.438
grc,1986,78.66
grc,1987,78.868
grc,1988,79.073
